-0.0055752-0.00055957i,-0.0054334+0.00053694i,-0.0049397+0.0040566i,-0.0026998+0.006578i,-0.00086453+0.0058203i,-0.00016444+0.0033854i,-0.00050298+0.0013571i,-0.00021369+0.00038484i,0.00012093-0.00010595i,0.00028891+0.00014328i,0.00061322-1.4827e-05i,0.00078294-0.00060325i,0.00030788-0.0007198i,0.00056489-0.00048872i,0.00094323-0.00067625i,0.00066591-0.0006299i,0.00023716-0.00029442i,-6.8576e-05-0.00076008i,-0.00018534-0.0007684i,-0.00038682-0.00043231i,8.7085e-05-0.0009034i,0.00029443-0.0011202i,0.00021159-0.00090457i
0.0017291+0.0058069i,-5.3586e-07+0.020512i,-0.0071392+0.04259i,-0.017357+0.053755i,-0.020483+0.040275i,-0.017953+0.017537i,-0.020175-0.0004672i,-0.019494-0.0092074i,-0.013036-0.009421i,-0.0063374-0.0070749i,-0.0021031-0.0029611i,-0.00034245+0.0017889i,0.00063976+0.0041513i,1.2767e-05+0.0041608i,-0.0015137+0.0027479i,-0.0015337+0.0012512i,-0.0016861+0.0014462i,-0.0013761+0.0022311i,-6.416e-05+0.0023789i,0.00033887+0.0017314i,-0.00085401+0.0011091i,-0.0024234+9.877e-06i,-0.0019172-0.00023533i
-0.00097052-0.008069i,0.0064109-0.01928i,0.023493-0.030405i,0.037976-0.027258i,0.033446-0.0090379i,0.020749+0.0079978i,0.014539+0.018509i,0.010843+0.019675i,0.0064459+0.011484i,0.0025364+0.0050827i,0.00035243+0.0032267i,-0.0002479-0.00031827i,-0.00052354-0.0045159i,0.00012352-0.0047831i,0.0011481-0.0033559i,0.00051836-0.0019454i,-0.00031175-0.00044974i,0.00026788-0.00010959i,0.00080009-0.0022619i,0.0012836-0.0023008i,0.0019537+0.00086542i,0.0023822+0.002395i,0.002244+0.0017182i
-0.0038963+0.0025014i,-0.013722+0.0095992i,-0.033398+0.015343i,-0.041975+0.012768i,-0.026538+0.004624i,-0.0075103-0.0049802i,-0.0013832-0.015848i,-0.0030324-0.019199i,-0.0031979-0.011936i,-0.0012172-0.0040907i,-0.0011859-0.00095563i,-0.00053308+0.001328i,0.00038566+0.0039004i,-0.00032991+0.0047554i,-0.0011105+0.0038827i,-0.0016878+0.0022545i,-0.0011584+0.00080379i,-0.00095089+0.0001397i,-0.0020112-0.00051295i,-0.0020726-0.0016809i,-0.0014924-0.0025466i,-0.00075715-0.0029085i,-0.00062204-0.0026985i
0.0015441-0.0021841i,0.012037-0.00033993i,0.028496+0.003562i,0.034972+0.0097085i,0.023083+0.010405i,0.0059864+0.010141i,-0.0065188+0.014584i,-0.01211+0.015717i,-0.010919+0.012523i,-0.0058868+0.0093129i,-0.0018116+0.0061214i,0.00023189+0.0033934i,0.0011461+0.0019513i,0.0024837+0.0010193i,0.0043348+0.0013402i,0.0048389+0.0018955i,0.0037726+0.0011913i,0.0023298+7.5648e-05i,0.0015011-0.00058324i,0.00030675-0.0011448i,-0.00095188-0.0016967i,-0.0012933-0.0014671i,-0.0016493-0.0009943i
-0.0039063-0.0022424i,-0.011198-0.0066261i,-0.021848-0.016766i,-0.023535-0.024062i,-0.013158-0.020033i,-0.00033405-0.014279i,0.0098457-0.013051i,0.01275-0.011142i,0.007918-0.0069616i,0.0025853-0.0035889i,-0.0010485-0.0023602i,-0.0022017-0.0016736i,-0.00098849-0.00051099i,0.00038274+0.00019599i,0.0013445-9.4744e-05i,0.00077405+0.00012457i,-0.0004673+0.00076552i,-0.00098938+0.00054421i,-0.0007904-0.00074953i,0.00022143-0.00088028i,0.0005581-0.00058646i,0.00084731-0.00089522i,0.0012571-0.00045472i
0.0074333+0.0027746i,0.011459+0.0083603i,0.014912+0.018578i,0.0087972+0.024452i,-0.0036451+0.016884i,-0.013301+0.0069656i,-0.019133+0.002633i,-0.018151+0.0011093i,-0.010615+8.7226e-05i,-0.0029314-0.0010869i,-0.00022825-0.00057733i,0.00034539+0.0016964i,0.0013972+0.0029355i,0.0013005+0.0026716i,0.00083863+0.0019835i,0.0013801+0.00044649i,0.0013732-0.00041977i,0.00070988+0.00088311i,-0.00012042+0.0022596i,-0.00078118+0.0022941i,-0.0012836+0.0015476i,-0.0020997+0.0015533i,-0.0025004+0.0012728i
-0.0054094-0.0024238i,-0.0049012-0.0067527i,-0.0012089-0.014284i,0.0035914-0.015866i,0.0065098-0.0068105i,0.0089098+0.003526i,0.012789+0.0096889i,0.014366+0.01116i,0.011462+0.0084379i,0.0073949+0.0040921i,0.0039149+0.0010539i,0.0022512-0.0011622i,0.0020703-0.0029509i,0.0022351-0.0047899i,0.0021539-0.0045075i,0.0010643-0.0028429i,0.00065621-0.0020871i,0.0011102-0.0018263i,0.0013217-0.0017906i,0.00090065-0.00122i,0.0010551+0.00016619i,0.0019593+0.00056885i,0.0013893+1.3532e-05i
-0.0013718+0.0029553i,-0.0027647+0.0088444i,-0.0071222+0.0149i,-0.01109+0.015798i,-0.0094875+0.010293i,-0.0077026+0.0015036i,-0.009412-0.0088689i,-0.009791-0.013333i,-0.0068433-0.0093201i,-0.0032326-0.0038739i,-0.0011883-0.00093977i,-0.00083147+0.0011234i,-0.0013156+0.0023225i,-0.0021339+0.0027151i,-0.0027219+0.0020699i,-0.0027151+0.00061585i,-0.0013681+0.00011323i,-0.00028849+0.00053428i,-0.00033161+0.00054154i,-0.00063019-0.00071691i,-0.00087317-0.0018796i,-0.00077552-0.0017279i,-0.00015423-0.0010538i
0.002208-0.0072529i,0.0065939-0.010275i,0.012168-0.012227i,0.014789-0.006947i,0.010816+0.00209i,0.0054413+0.01064i,0.0012884+0.015499i,-0.0029082+0.014626i,-0.0052491+0.0092739i,-0.0045107+0.0038894i,-0.0026915+0.0023852i,-0.0017391+0.0013483i,-0.00074436-0.00013314i,0.0004357+0.00049741i,0.00079994+0.0015181i,0.00048662+0.0018991i,0.00023367+0.0024149i,0.00090762+0.0018074i,0.0017981-0.00017091i,0.0012912-0.001529i,0.0005145-0.0013547i,0.00050436+7.692e-05i,6.6503e-05+0.00078486i
0.0001784+0.0045465i,-0.0030534+0.0073936i,-0.0074542+0.0067555i,-0.0077277+0.0026157i,-0.002892-0.00074706i,0.0020217-0.0063927i,0.0057358-0.014084i,0.006543-0.016118i,0.0036345-0.012586i,0.00053887-0.0074532i,-0.0012999-0.0032479i,-0.00080034-0.00093012i,0.00026756-0.00072475i,-5.5302e-06-0.00089477i,-0.00077916+1.3042e-05i,-0.001117+0.0012924i,-0.00088405+0.0018088i,-0.00072397+0.0013088i,-0.00042-7.3347e-05i,-0.00050703-0.001578i,-0.00072617-0.0020836i,7.212e-06-0.0016124i,-0.00026466-0.00093549i
-0.0025735-0.0016768i,-0.0011668-0.0010048i,0.0032796+0.0026699i,0.0058257+0.0066573i,0.0031391+0.0055502i,-0.0026437+0.0051974i,-0.010194+0.0067825i,-0.013248+0.0064305i,-0.0094811+0.0059915i,-0.0037271+0.0042348i,0.00026912+0.0029914i,0.0021753+0.0036891i,0.0023713+0.0038676i,0.0019801+0.003232i,0.0015845+0.0024701i,0.0017319+0.0018587i,0.0017459+0.00098872i,0.00075367+0.000688i,-0.00032713+0.0015436i,-0.00049272+0.0015529i,-0.00028073+0.00095027i,-0.0007547+9.6403e-05i,-0.0013364+0.00031998i
0.0011366-0.0042254i,-0.00046866-0.0062619i,-0.0042342-0.0092521i,-0.0058348-0.0085168i,-0.0040786-0.0030784i,0.00070856+0.00016779i,0.0066322+0.0019436i,0.009205+0.0042199i,0.0069506+0.0055613i,0.0033626+0.0050148i,0.0015814+0.0022819i,7.1127e-05+0.0012523i,-0.0001495+0.0014126i,0.0016001-0.00014608i,0.0034378-0.0015567i,0.0022892-0.00149i,0.00099508-0.0012338i,0.00076059-0.0011821i,0.00086104-0.00087182i,0.001251-0.00083783i,0.0010366-0.00077832i,0.0014143-0.0005961i,0.0018247-0.00053536i
0.0028295+0.0032722i,0.0044001+0.0057341i,0.004964+0.0076214i,0.0018947+0.0072124i,-0.00254+0.0041122i,-0.0078799+0.00090439i,-0.012284-0.002494i,-0.01149-0.0043372i,-0.0070795-0.0024617i,-0.0031244-0.00013499i,-0.0014736+0.00055939i,-0.00052498+0.00099033i,0.00053137+0.00093388i,0.00048933+0.00025175i,-0.00031104-0.00067257i,-0.00035867-0.0017947i,0.00016101-0.0013451i,0.00030055+0.00013034i,0.0001965+0.00033529i,-0.00019795-0.00010451i,-0.00053475-0.00081678i,-0.0011918-0.0013602i,-0.0012369-0.00071316i
0.00034215+0.0013348i,0.0009397-0.0019326i,0.0033363-0.0044085i,0.004506-0.0039066i,0.0020192-0.00070659i,0.0013481+0.0034226i,0.0038377+0.0080521i,0.0041519+0.0093534i,0.0015651+0.0054191i,-0.00065814+0.001345i,-5.3317e-05-0.00019122i,0.0013358-0.00058865i,0.0011274-0.0012319i,0.00062128-0.0018805i,0.00095213-0.00059436i,0.0014732+0.00039578i,0.00046225+0.00030937i,0.00019827-0.00034845i,0.0010766-0.00088209i,0.0010642+8.605e-05i,0.00083619+0.0010501i,0.00027466+0.0013247i,-0.00046123+0.0013832i
0.0015417-0.0010225i,0.0014514-0.00022283i,0.00012478+0.001895i,-0.00018286+0.0042034i,0.00013964+0.0037479i,-0.00059343+0.00040596i,0.00041562-0.0055351i,0.002478-0.0097016i,0.002229-0.0090989i,0.00060022-0.0064113i,-0.00024781-0.0035214i,0.00037442-0.00018113i,0.0011561+0.00081535i,0.00051604+0.00016901i,-0.00066906-3.5087e-07i,-0.00031693+0.0005197i,0.00045581+0.0010099i,5.2437e-05+0.00015472i,-0.00037694-0.00070004i,-0.00089328-0.0005507i,-0.00088739-0.00012529i,-0.0002157-5.931e-05i,0.00021392+0.00016776i
5.7695e-05+0.0032795i,0.0018346+0.0038625i,0.0030753+0.0039737i,0.0035115+0.0040575i,0.0050633+0.0041701i,0.00381+0.0052165i,-0.0020304+0.0073099i,-0.0048947+0.0072055i,-0.0034761+0.0052718i,-0.0017136+0.0033666i,2.8029e-07+0.0017667i,0.00029159+0.0011259i,-0.0013779+0.0018467i,-0.0017906+0.0029525i,-0.00053325+0.0026838i,-0.0001018+0.0013716i,-0.00014631+0.00032669i,-0.00012759+0.00048534i,0.00043173+0.0018503i,0.0013398+0.0018042i,0.0011732+0.0015211i,0.00079656+0.00098274i,0.00056277+0.00025505i
-0.0016294+0.002423i,-0.00062816+0.0028555i,0.0023879+0.00064181i,0.0045673-0.0014672i,0.0042886-0.0015676i,0.004587-0.0041312i,0.0060149-0.0065529i,0.004969-0.0053207i,0.0011269-0.00157i,-0.001065+0.0011018i,-0.0010343+0.00091701i,-0.0015371-0.00059358i,-0.0015919-0.0014429i,-0.00040507-0.0011829i,0.00055665-0.00024345i,0.0009395+0.00029087i,0.00072693-0.0001685i,0.00045809-0.00056195i,0.00076402-0.0011076i,0.00084246-0.0016403i,0.00082659-0.0013875i,0.0010793-0.00071896i,0.0011714-0.00055803i
-0.0051017-0.0011951i,-0.0067476+0.0021213i,-0.0067955+0.0072637i,-0.003617+0.0073461i,-0.0010411+0.0041793i,-0.0031082+0.0018079i,-0.0087779-0.00037098i,-0.01175-0.0013174i,-0.0092213+0.00029599i,-0.0046402+0.0025202i,-0.0010967+0.0032744i,0.001841+0.0028874i,0.0027665+0.0018806i,0.001671+0.00043994i,0.00090256-0.00084646i,0.0010507-0.0011842i,0.0011182+9.5357e-05i,0.00025804+0.0013314i,-0.00095374+0.0014782i,-0.001739+0.0010266i,-0.0017163-0.00081912i,-0.0011621-0.0015517i,-0.00033053-0.0013189i
-0.00093076-0.00043359i,0.0013991-0.0025645i,0.0021998-0.0023505i,0.0011392-0.00052161i,0.00030174+0.0013663i,0.0015754+0.0018116i,0.0031066+0.0021658i,0.0029651+0.0030113i,0.0022482+0.0035771i,0.0008545+0.0025961i,-0.00036186+0.00053923i,-0.00022979+0.00044542i,0.00027802+0.0011841i,0.0013544+0.00037303i,0.0025537+7.5011e-05i,0.0025568+0.0014085i,0.0019227+0.0019257i,0.0014964+0.0010999i,0.0016335+0.00074925i,0.00044494+0.00030971i,-0.0009418-0.00050312i,-0.00063708-0.0009882i,-0.00011527-0.00048464i
-0.00099703+0.0030527i,-0.00078812+0.0063429i,-0.0011377+0.0088039i,-0.00057461+0.0084813i,9.222e-05+0.0069816i,-0.0029362+0.003349i,-0.0056107-0.0015804i,-0.0041648-0.0032846i,-0.0014138-0.0017658i,0.00058933-0.00034089i,0.00044689+0.00027061i,0.0007452+0.0016025i,0.0025728+0.0024443i,0.0022553+0.00096995i,0.00055679-0.0005242i,8.9591e-05-0.0015273i,0.00043756-0.0016959i,0.00017581-0.0015879i,-0.00042905-0.00069789i,-0.00047499+0.0010078i,-0.00063642+0.0012551i,-0.00155+0.00082675i,-0.0018721+0.00030642i
-0.0016923-0.0024047i,-0.003152-0.0037702i,-0.002802-0.003625i,-0.0013155-0.0013187i,0.00051831+0.002697i,0.0025008+0.0062585i,0.0020582+0.0078946i,0.00076932+0.0088827i,0.00072177+0.0068672i,0.00080228+0.0028591i,0.00099683+0.001222i,0.0014938+0.0010029i,0.00089787+0.00077781i,4.463e-05+0.0003414i,0.00038151+0.00025611i,0.00051123-0.00016996i,-0.00014004-0.0005801i,-6.384e-05+0.00028836i,0.00073158+0.001289i,0.001144+0.0017241i,0.00071046+0.0022876i,0.000286+0.002229i,0.00038175+0.0017749i
-0.00038927-0.0031291i,-0.00042813-0.001781i,-0.000553+0.0013422i,0.00038802+0.0045852i,0.00051452+0.0050064i,0.0011382+0.0015686i,0.0026252-0.0025947i,0.0027336-0.0039865i,0.0011237-0.0034127i,-0.00091077-0.0012174i,-0.0021964+9.8994e-05i,-0.0019256-0.00042609i,-0.00017801-0.0009032i,0.00072504-0.00053997i,0.0012279-0.00028969i,0.0019841-0.0015463i,0.0016248-0.0018333i,0.00027321-0.00099456i,-0.00089392-0.0013901i,-0.00027027-0.0013587i,0.0013696-0.00036073i,0.0022139-6.0316e-05i,0.0016304-0.00062188i
0.0041978+0.0029396i,0.0065232+0.00049812i,0.0068382-0.0030361i,0.0038132-0.0051895i,0.00080624-0.0042862i,-0.0016929-0.00010488i,-0.0040212+0.0018099i,-0.0057068-0.00071959i,-0.0049497-0.0022266i,-0.0024512-0.0016177i,-0.00042528-0.0010741i,0.00055808+6.4801e-05i,0.00022022+0.00061856i,9.5376e-05+0.00049835i,-0.00043685+7.2357e-05i,-0.00095359-0.00085243i,-0.0004522-0.0010831i,-0.0008933-0.00018521i,-0.0016725+0.00043819i,-0.000718+0.00028584i,0.00073888-0.00013541i,0.00094097+6.0571e-06i,0.00027318+0.00045576i
-0.00067202+0.0032714i,-0.0017617+0.0051595i,-0.0013928+0.0042566i,-0.00052557+0.0033096i,-0.0006114+0.0034812i,5.2722e-05+0.0023703i,0.0022574+0.00022244i,0.0031138-0.0014076i,0.0023574-0.0013908i,0.00051213-0.00016823i,-0.0010629+0.0002746i,-0.0015792-0.00041546i,-0.0012639-0.00056511i,0.00031432+0.00098093i,0.0010939+0.0018285i,0.0011531+0.0021998i,0.0017568+0.0022576i,0.00090437+0.0019899i,0.00022416+0.0011235i,0.00049352+9.8036e-05i,0.00031757-0.00057959i,0.0001661-0.00076418i,0.00020454-0.00025063i
-0.00042876+6.4772e-05i,0.00031764-0.00065446i,0.002482+1.289e-05i,0.0041587+0.00055267i,0.0047672+0.0005708i,0.0022392-6.8004e-05i,-0.0021598-0.0021805i,-0.0043409-0.002744i,-0.0026645-0.0018024i,0.00025348-0.00030006i,0.00046055+0.00076156i,5.1586e-05+0.00094199i,0.00037931+0.0010046i,3.1168e-05+0.00040938i,-0.00069974+5.554e-05i,-0.00048681+0.00016492i,0.00015011-7.6782e-05i,0.00068432-0.00021187i,0.00010126-4.0697e-05i,-0.00078229+0.00046354i,-0.0010493+0.0012608i,-0.0011582+0.00039676i,-0.0012079-0.00059464i
0.00478+0.001326i,0.0047465-9.5366e-05i,0.0036354-0.00024786i,0.0011368-0.00014034i,-0.00096875-0.00028377i,-0.0013649+0.0010783i,-0.0023906+0.0038254i,-0.0031212+0.0057698i,-0.0018622+0.0051792i,-0.00044707+0.0026366i,-0.00018827+0.00099304i,-0.00027346+0.0014151i,-0.0003475+0.0018423i,-0.00046106+0.0016882i,-0.00024331+0.0012752i,0.00078497+0.00061992i,0.0014165+0.00042511i,0.0013872+0.00063246i,0.001716+0.0011477i,0.001269+0.0016552i,0.00031514+0.0016151i,-0.00032232+0.00098803i,-0.00037048+0.000279i
-0.0017229-0.0021593i,-0.001976-0.0015941i,-0.0014288+0.00019004i,-0.00014036+0.0030326i,-0.00048667+0.004166i,-0.0010994+0.0027362i,-0.0019753-0.00087111i,-0.0030102-0.0027849i,-0.002607-0.0018923i,-0.0013265-0.00045249i,-0.00058378+0.0007061i,9.0533e-06+0.0011685i,0.0013797+0.0010355i,0.0026732-0.0003918i,0.0034293-0.0023613i,0.0030949-0.0026638i,0.0018274-0.002315i,0.00087705-0.0021249i,0.0001979-0.0014909i,0.00045791-0.00059801i,0.00094326+0.00010532i,0.00088717-0.0002638i,0.0009273-0.00074053i
-0.00011185+0.00050102i,-0.00082741-0.00048302i,-0.00058695-0.00090846i,-1.5051e-05-0.00056157i,-0.00044039+0.00064775i,-0.0015487+0.0032086i,-0.0027732+0.0044861i,-0.0032879+0.0034336i,-0.0028734+0.0013465i,-0.0013705-0.00056089i,-0.0004787-0.00088168i,0.00019524-0.00068699i,0.0010094-0.00041304i,0.00059124+0.00038871i,5.5712e-05-0.00025063i,-0.00052701-0.001323i,-0.00097617-0.0015605i,-0.0016999-0.0014008i,-0.002007-0.00082127i,-0.0018352-0.00019653i,-0.0017798+0.00047035i,-0.0008295+0.00049654i,0.00025662+0.00020232i
-0.00082255-0.0015986i,-0.00040174-0.0012231i,-0.00029784+0.00088056i,0.00058686+0.0040828i,0.00099724+0.0067682i,0.0016659+0.0056557i,0.0033697+0.001179i,0.0040496-0.00094994i,0.0020479-1.807e-05i,4.4596e-05+0.00069512i,-0.00024685+0.0008788i,-0.00039715+0.00055345i,-0.00015552-1.1226e-05i,0.00097542+0.00041628i,0.0016472+0.0012027i,0.0014262+0.0010018i,0.00071678+0.0010982i,-0.00060757+0.0018563i,-0.00060328+0.0019811i,0.00055794+0.0010851i,0.0007786+0.00032127i,-0.00043773-0.00038188i,-0.0014145-0.00026186i
0.0023354-0.0028733i,0.0020553-0.0024825i,-0.001046-0.0020404i,-0.0029418-0.00095366i,-0.0010864+0.0017407i,0.0003042+0.003956i,-0.00088196+0.0030018i,-0.0017621+0.0016093i,-0.0015467+0.0014012i,-0.0012115+0.0015094i,-0.0010828+0.0012002i,-0.00052738+0.0010512i,-0.00017317+0.00092912i,9.745e-05+0.00043025i,-0.00036573+0.00018483i,-0.0010471-0.00027139i,-0.00074368-0.00025286i,-0.00051972-0.00038866i,-0.0010778-0.00068198i,-0.00081444-0.00015756i,-0.00064252+0.000272i,-0.0011856-0.00018223i,-0.00072241-0.00063421i
-0.0064275-0.0024272i,-0.0051829-0.00042692i,-0.002098+0.0028798i,-0.00011684+0.0041877i,0.001348+0.0032918i,0.0028075+0.0017911i,0.0030228+0.0010227i,0.0015861+0.0018217i,0.0006581+0.0023028i,0.00013288+0.0014801i,-0.00067155+0.0010382i,-0.00083894+0.001291i,-8.4532e-05+0.0012396i,0.00085232+0.00092855i,0.00035289+0.00073451i,0.00012079+0.00085883i,0.0013618+0.0011253i,0.0017986+0.00086707i,0.00090192+0.00065476i,-0.00019458+0.0010229i,-0.00032633+0.00062568i,0.0001769+0.00083037i,-0.0002407+0.0012657i
0.0030649-0.00095804i,0.0042077-0.0014673i,0.0026133-0.0014492i,-7.3041e-05+6.3674e-05i,-0.0019987+0.00093037i,-0.003719+3.3597e-05i,-0.0045528-0.0023835i,-0.0041404-0.0041586i,-0.0034626-0.0028651i,-0.0028461-0.00064776i,-0.0019086+0.00011503i,-0.0010272+0.00044216i,0.00026786+0.00083584i,0.0016343+0.00046958i,0.0021893-0.00023874i,0.0020295-0.00089916i,0.0017976-0.0014264i,0.0015422-0.0014779i,0.0011743-0.0014406i,0.00042536-0.00074564i,-0.00023705+0.00037798i,-6.4815e-05+0.0010036i,0.00044205+0.0006084i
0.00011405+0.0013017i,-0.0013225+0.00051541i,-0.00084778-0.0010455i,-0.0005389-0.0014033i,-0.0014877-0.00018288i,-0.00099131+0.0017067i,-1.1666e-05+0.001943i,-0.00028689+0.00068932i,-0.0011192+2.3063e-05i,-0.0011337-0.00019567i,-0.00016393+7.5061e-05i,0.00012359-5.1248e-05i,0.000618+0.00014228i,0.0010674+0.0011265i,0.00010008+0.00092238i,-0.00077636+0.00012507i,-0.00078576-0.00066331i,-0.00063812-0.0010864i,-0.00057973-0.0010052i,-0.00027696-0.00023154i,0.00024662+0.00031408i,0.00056694-0.000406i,0.00015595-0.00037529i
9.7217e-05+0.0017161i,0.0010381+0.0035899i,0.0012325+0.0043543i,0.0003423+0.0041119i,-0.00091916+0.0035555i,-0.0016415+0.00082555i,-0.0013754-0.0013811i,-0.001094-0.0013472i,-0.00062399-1.8242e-05i,0.00030188+0.00087993i,0.00051332+0.00065267i,6.4263e-05+8.8013e-05i,-9.3531e-05-0.00022329i,0.00059093-0.00070174i,0.001646-0.00096168i,0.0022283-0.00044525i,0.0015401+0.00054816i,0.0002553+0.0006432i,0.00015273-0.00038573i,0.00075059-0.00030931i,0.00094026+0.00030097i,0.00090118+0.00019947i,0.0011875-1.7674e-05i
4.4294e-05-0.0010547i,-0.0015022-0.0033075i,-0.001656-0.0037563i,-0.0003045-0.0033988i,0.00076538-0.0022228i,1.1021e-05+0.00053368i,-0.0019491+0.0027043i,-0.0027567+0.003613i,-0.0012435+0.0030314i,0.00044502+0.0011143i,0.00040887-0.00072921i,7.581e-05-0.0010593i,0.00023122-0.0011806i,-0.0001073-0.001465i,4.3386e-05-0.0021418i,9.8896e-05-0.0020804i,-0.00031669-0.0018149i,0.00027518-0.00074653i,0.00057461-5.3513e-05i,-0.0002643-0.00028329i,-0.00089084-0.00042683i,-0.0011505-0.00062571i,-0.00050304-0.00096744i
0.0013581+0.0035755i,0.0029963+0.0059221i,0.0010838+0.0075332i,-0.00033067+0.0093361i,8.4237e-05+0.0093077i,0.0010927+0.0064264i,0.00061661+0.0025099i,-0.00049763+0.000797i,-0.00080178+0.001278i,-0.001005+0.0014915i,-0.00039791+0.00064438i,-4.7394e-05-0.00038129i,3.731e-05-0.00077947i,-0.00015447-0.00047744i,-0.00069692+0.00048158i,-0.0011183+0.0022721i,-0.00069115+0.003328i,0.00036758+0.0028749i,0.0007535+0.00229i,0.0005748+0.0017708i,0.00022063+0.001004i,0.00024142+0.00034103i,0.00053602+0.00010805i
-0.0033374+0.0013393i,-0.0045976-0.00036063i,-0.0010381-0.0011399i,0.0030425-0.00252i,0.0037427-0.0023147i,0.00089245-0.0010043i,-0.0015706-0.0014489i,-0.0014888-0.00252i,-0.0013689-0.0013128i,-0.001428-0.00011799i,-0.00098015-0.0003982i,-0.0005432-0.00078761i,-7.3039e-05-0.00024887i,0.00024149-3.7602e-05i,0.00041458-0.0001263i,0.00055975-0.00037266i,0.00052006-0.0003862i,0.0012249-0.00021717i,0.0017573-0.0003679i,0.0011036-0.00052504i,0.00033719+0.00041274i,-0.00027769+0.0012798i,-8.5572e-05+0.0011716i
0.0015545-0.00012206i,0.0032238+0.0014926i,0.0037094+0.0039754i,0.0021058+0.0051651i,-0.00014083+0.0033401i,-0.00098395+0.0011787i,-0.00059982+0.0011011i,0.00014495+0.00088625i,0.00032356+0.00033407i,-0.00025817+0.00068362i,-0.00066589+0.00092936i,-0.00016742+0.0013762i,0.0008513+0.0021712i,0.0010012+0.0020883i,0.00056004+0.0019249i,0.0007034+0.0019105i,0.00019696+0.0012928i,-0.00050418+0.00028877i,-0.00033683+5.7017e-05i,0.00018945+0.00065399i,9.385e-05+0.00076452i,-0.00039121+0.00057158i,-0.00037823+0.00088072i
-0.00099883-0.00095449i,-0.0025386-0.00071156i,-0.0033978-0.0013467i,-0.0022755-0.0010513i,-0.0013596+0.00054743i,-0.0012569+0.0007809i,-0.0006131-0.00051944i,0.00027-0.00065181i,0.00032064-0.0002624i,-0.00020533-0.0011599i,-0.00065921-0.0017336i,-0.0007047+0.00022745i,-0.0001282+0.002778i,0.00057989+0.0024789i,0.00083401+0.00083269i,0.00072372+0.00028117i,0.00082641-0.00012299i,0.0008278-0.00097817i,0.00010216-0.0008885i,-0.00028582-0.00054768i,0.00058375-0.00040862i,0.001905+0.00017002i,0.0015757+0.0004352i
0.0033567-0.00054171i,0.0043403-0.00032494i,0.0039098-0.0010769i,0.00074901-0.00097089i,-0.0010182+0.00092825i,-0.0010312+0.0021441i,-0.0013695+0.00094333i,-0.0020399+0.00036308i,-0.0016815+0.00074937i,-0.0005163+0.00076335i,-0.00013157-0.00011051i,-0.00025194-0.00047852i,0.00081716+7.0322e-05i,0.0013661+0.00058443i,0.00061422+0.00036528i,-0.00026885-5.9238e-05i,-0.00035171-0.00067063i,-0.00067997-0.0014355i,-0.0020033-0.0016052i,-0.0019844-0.0012306i,-0.00094411-0.00081076i,8.5864e-06-0.00063723i,0.00013486-0.00047781i
0.0012595-0.0026504i,5.1984e-05-0.0031108i,-0.0011957-0.0032286i,-0.0010301-0.0010962i,0.00044797+0.0015962i,0.000243+0.0030673i,-0.0017493+0.003364i,-0.003037+0.00221i,-0.0028236+0.0016202i,-0.0016882+0.0011653i,-0.00024977+0.00086767i,0.00093539+0.00069919i,0.0013436+0.00013486i,0.0015026-8.8294e-05i,0.0010406-0.00036623i,0.00042288-0.0011226i,0.00051358-0.0011501i,-0.00021791+0.00013428i,-0.00074768+0.0011293i,-0.00031368+0.0010173i,1.4308e-05+0.00055744i,0.00066742+0.00042857i,0.00055929-0.00062522i
0.0021323+0.0029769i,0.0040539+0.0034546i,0.0057888+0.0038238i,0.0047912+0.00359i,0.0032442+0.001931i,0.0012381+0.00053989i,-0.0007805-0.00078041i,-0.0011209-0.0012222i,-0.00086523-0.00083066i,-0.0010908+6.8935e-05i,-0.00093158+0.00099741i,-0.00040163+0.00047636i,-0.00036341-0.0010169i,-0.0007276-0.00089385i,-0.00029254-0.00026432i,0.00091395-0.00022139i,0.00045823-0.00031901i,0.0004862+0.00051279i,0.0011159+0.0014874i,0.00036165+0.0010585i,-0.00060234+0.00068251i,-0.00078352+0.001077i,-0.00065741+0.00083767i
-9.3553e-05-0.0007949i,-0.00076659-0.00087776i,-0.00046766-0.0005465i,-0.00021927+0.00040519i,-0.0012457+0.00023079i,-0.0022695-0.00023829i,-0.0019883+0.0004562i,-0.0011093+0.0010673i,-0.00032725+0.0010348i,-3.7668e-05+0.0008566i,-0.0016699+7.0057e-05i,-0.0028179-0.00034284i,-0.0018718-0.00063459i,-0.00075355-0.00065335i,6.4651e-05-7.9465e-05i,0.00074841+0.00070553i,0.00070864+0.00090002i,0.00058008+0.00018452i,0.0012202-0.00055262i,0.0015275-0.00050226i,0.00048075+0.00022732i,-0.00023105+0.00036218i,0.00058646-0.00017536i
-0.027403-0.016508i,-0.029745-0.015526i,-0.033527+0.004365i,-0.019493+0.021524i,-0.0034357+0.027997i,0.0083286+0.018999i,0.0066509+0.0052766i,0.00043098+0.0019485i,-0.0017162+0.0041253i,-0.0010154+0.0077463i,0.0020412+0.0070094i,0.00311+0.0026151i,0.0036188-0.00037824i,0.0059834-0.0022027i,0.0061314-0.0027661i,0.0017566-0.00092099i,-0.0011879+0.0023042i,0.00028316+0.0024412i,0.00078189-0.00013979i,-5.5602e-05-0.00074205i,0.00039417-0.00063594i,0.00081355-0.0015627i,0.00010666-0.00096989i
