0.00165+0.00074835i,0.00032325-0.0019661i,-0.00068943-0.0045949i,-0.0012069-0.0046674i,-0.0016526-0.0022645i,-0.002092+0.00053658i,-0.0010366+0.0019386i,0.00048369+0.0017442i,0.0012532+0.00040588i,0.0011504-0.00044387i,-0.00053087-0.00055464i,-0.0011483-0.0002778i,-0.00024342-0.00033169i,0.00023268-0.00043614i,0.00061773+0.00030589i,0.00075333+0.00052695i,0.00048142+0.00048958i,-0.0001911+0.0010679i,-0.00073751+0.0015843i,-0.00046907+0.00093095i,0.00030605-0.00013394i,0.00037959-0.00016819i,-0.00036956-0.00031571i
-0.0026597-0.0020482i,-0.0024188-0.0070949i,0.00069487-0.012634i,0.0068683-0.013001i,0.010062-0.0092318i,0.0082092-0.0068398i,0.0025666-0.0045933i,-0.0027755-0.00043832i,-0.0055396+0.0029874i,-0.0054257+0.004303i,-0.0042792+0.0045392i,-0.0027416+0.0043101i,-0.00014149+0.003563i,0.00155+0.0022968i,0.001113+0.001206i,-0.00034269+0.00010668i,-0.0013972-0.00090526i,-0.0022729-0.00030533i,-0.0023929+0.00046965i,-0.0015897-0.00057262i,-0.0011332-0.0015689i,-0.0008152-0.00097186i,-2.1855e-05+0.0003292i
-8.0492e-05-0.004987i,0.00062506-0.0090404i,0.0042585-0.011438i,0.010388-0.010809i,0.012428-0.0072956i,0.0088207-0.004121i,0.0042566-0.001861i,0.0019456+0.0020272i,0.0016554+0.0062552i,0.0015001+0.0069308i,0.00019689+0.005089i,-0.00046346+0.0046283i,0.0010643+0.0037354i,0.0015298+0.0022181i,0.00040103+0.00092274i,-0.00011975-0.00036448i,-2.2655e-05-0.0010008i,-0.00018258-0.00097804i,-0.00071741-0.001529i,-0.0010464-0.002027i,-0.00028565-0.0017907i,0.0002506-0.0011837i,-0.00025234-0.00069792i
0.0021171-0.0029576i,0.0054635-0.0074827i,0.010809-0.01143i,0.014943-0.0093854i,0.014187-0.0032693i,0.010453+0.00056811i,0.0070403+0.00070199i,0.0055676+0.0007541i,0.0053612+0.0020097i,0.0044184+0.0024181i,0.0021804+0.002487i,0.00013485+0.0026609i,-0.00060497+0.0026805i,-0.00033466+0.0028169i,-0.00073009+0.0021191i,-0.00041974+0.00069308i,0.00011263-0.00049653i,-1.1596e-05-0.00042765i,-0.00070108-0.00082164i,-0.00042339-0.0022713i,0.0001592-0.0025006i,-5.2297e-05-0.0016459i,-0.0004738-0.00028689i
0.00099271+0.00034779i,0.0047785-0.0034835i,0.014212-0.0070259i,0.020403-0.0061075i,0.01854-0.0028565i,0.012327-0.0017097i,0.0077984-0.0017889i,0.0056856-0.0029174i,0.0037172-0.0045538i,0.0018991-0.0057221i,-0.00049366-0.005606i,-0.0023713-0.0029797i,-0.0027535+0.00016089i,-0.0026098+0.00097407i,-0.0013858+0.00039122i,0.00015264+0.00031523i,0.00035594-0.00051821i,-0.00025666-0.0016545i,-0.00058714-0.0014926i,-0.00027968-0.00093914i,-6.9919e-05-0.00039892i,-0.00012055-0.0001062i,-0.00045155-2.6059e-05i
0.0044029-0.003104i,0.0087749-0.0066643i,0.016248-0.0083057i,0.02019-0.0038088i,0.016921+0.0013997i,0.011036+0.0027186i,0.0048519+0.00099455i,-0.00098125-0.00078578i,-0.0052074-0.0017885i,-0.0070394-0.0026025i,-0.0078227-0.0016741i,-0.007896+0.00053897i,-0.006206+0.00215i,-0.0032329+0.002374i,-0.00035148+0.001732i,0.0012079+0.00095224i,0.0016826-0.0002951i,0.0011897-0.0013259i,0.00043983-0.0015804i,0.00060882-0.00202i,0.00053277-0.0015783i,-0.00026342-0.00072353i,-0.0011323-0.00014509i
0.0010114+0.00058156i,0.0077054+0.0016069i,0.016526+0.0027855i,0.020914+0.0064754i,0.017003+0.0094488i,0.0091308+0.008937i,0.002606+0.0060544i,-0.0016849+0.0054984i,-0.0050217+0.0068575i,-0.0051844+0.0057805i,-0.0038084+0.0036808i,-0.0035583+0.0034216i,-0.0028847+0.004i,-0.0016997+0.0033332i,-0.00071657+0.0019712i,-0.00011161+0.00098523i,0.000235+0.00078492i,0.00059727+0.00093335i,0.0010869+0.00074475i,0.0015618-0.0003909i,0.0015708-0.0010688i,8.3478e-05-0.00064846i,-0.00056896+0.00016472i
0.00037727-0.0036559i,0.0049224-0.00039394i,0.012913+0.0078638i,0.01735+0.01352i,0.014023+0.01297i,0.0076613+0.010124i,0.0045251+0.007846i,0.0038646+0.0067855i,0.0045151+0.0063852i,0.0058906+0.0049841i,0.0037834+0.0023913i,0.00013181+0.0010682i,-0.0011188+0.00028197i,-0.0014157+7.3598e-05i,-0.0015287+0.00082571i,-0.0011005+0.0015541i,-0.00025531+0.001322i,0.0006059+9.739e-05i,0.0011565-0.00034671i,0.00094282+0.00016053i,0.00017362+8.7487e-05i,7.2229e-05-9.3733e-05i,0.00020199-0.00026904i
0.0053104-0.0015658i,0.011752+4.6882e-05i,0.017959+0.0060102i,0.018914+0.012831i,0.01298+0.014642i,0.0060343+0.011336i,0.0028291+0.0052905i,0.0035205+0.00033418i,0.0049838-0.0024632i,0.0048374-0.0043339i,0.0030541-0.0041075i,6.4052e-05-0.0036377i,-0.0019134-0.0028715i,-0.0023154-0.00074348i,-0.0017416+0.0012981i,-0.001122+0.0021926i,-0.00017016+0.0016635i,0.0011002+0.00073829i,0.00099886+0.00060315i,0.00033336+0.00022228i,-0.000186-0.00074662i,0.00061188-0.0006796i,0.0010114-0.00043808i
0.003339+0.0041751i,0.0078569+0.0091755i,0.013099+0.018007i,0.013099+0.022941i,0.0066407+0.019083i,0.0002184+0.012283i,-0.0019166+0.0060443i,-0.0033085+0.00027603i,-0.0044065-0.0039591i,-0.0039259-0.0052985i,-0.0032793-0.0046111i,-0.002653-0.0036707i,-0.0028416-0.0032175i,-0.0029473-0.0020615i,-0.0021035-0.00064574i,-0.0015196+0.00047i,-0.00093761+0.0014244i,-0.0012627+0.0017241i,-0.0016602+0.0014771i,-0.0010043+0.00056249i,0.00034182-0.00016595i,0.00052012-0.00044182i,0.00016092-0.00045036i
0.0061143-0.0034122i,0.005245+0.0030571i,0.0040234+0.014695i,0.0025666+0.022419i,-0.00010274+0.0195i,-0.0031427+0.011318i,-0.0051602+0.0043657i,-0.0068657+0.0022316i,-0.0075892+0.0037262i,-0.0059047+0.0049854i,-0.0035653+0.003436i,-0.0029096+0.0010504i,-0.0027106+0.00027901i,-0.002179-9.4536e-05i,-0.0021431-0.00029838i,-0.0021995+0.00034659i,-0.0029086+0.0016564i,-0.0025691+0.0015797i,-0.00135+0.00093119i,-0.00079986+0.0013247i,-3.4354e-05+0.00060131i,0.00025191-0.00032026i,-0.00021246-0.00023135i
0.0016393+0.0043415i,0.0059755+0.011256i,0.0060526+0.02049i,0.0022347+0.025797i,-0.0023978+0.021724i,-0.0036043+0.012806i,-0.0026964+0.0065366i,-0.0018056+0.0055767i,-5.1602e-05+0.0067773i,0.0014775+0.0064264i,0.0021562+0.0036326i,0.0025616+0.00060447i,0.0013217-0.00070404i,-0.00044939-0.00072501i,-0.0013189-0.00056833i,-0.002421-0.00018021i,-0.0028784+0.00093282i,-0.0016048+0.0015957i,6.2557e-06+0.00088263i,0.0004554+0.00015753i,1.5722e-06-0.00021448i,0.00053698-0.00033649i,0.00085441-0.00083213i
-0.00036622+0.0033414i,-0.0016133+0.013134i,-0.0057127+0.022982i,-0.0088136+0.02614i,-0.0084272+0.01905i,-0.0064473+0.0079355i,-0.0027639+0.0013126i,0.0018727-0.00033948i,0.0047425-0.00051806i,0.0037233-0.00078732i,0.0021782-0.00091391i,0.002001-0.0012925i,0.001584-0.0020617i,0.00032827-0.0026098i,-0.00087712-0.0015948i,-0.0019266-0.00026085i,-0.002367+0.00046086i,-0.0021665+0.00022608i,-0.00028479+0.00035308i,0.00043632+0.0012334i,-0.00016513+0.0015288i,-6.5021e-05+0.0014541i,0.00066346+0.00094765i
-0.0015344-0.00058085i,-0.0067593+0.0078413i,-0.014496+0.017564i,-0.018266+0.023993i,-0.014996+0.021974i,-0.0070395+0.013411i,-0.0010698+0.0040963i,0.00030865-0.002095i,-0.0011504-0.0048381i,-0.0023676-0.0041697i,-0.0017424-0.0017378i,-0.00069378-0.00090477i,-0.00095757-0.0021815i,-0.0007189-0.0017347i,-0.00055386-0.00048879i,-0.00088279-0.000989i,-0.0014932-0.0019613i,-0.0018891-0.0017994i,-0.0015152-0.00024628i,-0.00069418+0.00049963i,-0.00011941+0.00058287i,-0.00010779+0.0010188i,0.00052997+0.00094837i
-0.0067007-0.00073291i,-0.01085+0.0080868i,-0.019573+0.016175i,-0.024325+0.019749i,-0.020819+0.015i,-0.012504+0.0055251i,-0.007374-0.0029472i,-0.0075653-0.0055615i,-0.0084771-0.0023605i,-0.0076539+0.0023322i,-0.0042527+0.0039316i,-0.00094069+0.0023518i,-2.3537e-05+0.0007027i,-0.0003639-0.00025811i,-0.00074243-0.0010374i,-0.0012721-0.0010852i,-0.0025217-0.0011432i,-0.0032221-0.0014775i,-0.0032105-0.00065153i,-0.0018617+0.00065727i,-0.00065284+0.0014241i,-6.9188e-05+0.0015278i,0.00082263+0.0016446i
-0.0092366+0.032996i,-0.012955+0.028931i,-0.0079723+0.030377i,-0.0037027+0.020377i,0.0002262+0.0064551i,0.00090032-0.0040741i,-0.0015471-0.0028687i,-0.0024943+0.0037077i,-0.00027961+0.0085766i,0.0056383+0.0075525i,0.0075707+0.00084955i,0.0043185-0.0041443i,0.0010702-0.0057036i,0.0021024-0.0052536i,0.0049344-0.0055625i,0.0038198-0.0061175i,0.0010403-0.0042809i,-0.00074564-0.0020446i,-0.0013544-0.00086837i,-0.0013076-0.00060257i,-0.0010174-0.00072401i,0.00016256-0.0011534i,0.00041128-0.001261i
-0.0059706+0.0018243i,-0.015068+0.0019993i,-0.025396+0.0036582i,-0.02949+0.0060282i,-0.022418+0.0067656i,-0.010748+0.0037201i,-0.0035148+0.0004195i,-0.00048043+0.0012375i,0.0014243+0.0026124i,0.0025823+0.00098861i,0.0015267-0.00040372i,0.00098962-0.00051737i,0.0023108-0.0011671i,0.0021064-0.0013163i,0.0010615-0.00071364i,0.0014813-0.00081752i,0.0017868-0.0013787i,0.0015831-0.0014262i,0.00054649-0.0009121i,-0.00068936+8.2619e-05i,-0.00057145+0.00057083i,-0.00055367+0.00030255i,-0.00093742+0.0002883i
-0.008805-1.2392e-05i,-0.016735-0.0025226i,-0.027037-0.0030698i,-0.031-0.0010757i,-0.022598+0.00089655i,-0.0090699+0.0013991i,-0.00029104+0.00067723i,0.0026098-0.0016975i,0.00085981-0.0031911i,-0.0028015-0.0033199i,-0.0037131-0.0028085i,-0.0014098-0.0021019i,-3.6716e-05-0.0024845i,-0.00044969-0.0023456i,0.00023185-0.00055016i,0.0020377+3.2266e-05i,0.0026627-0.0012105i,0.0018312-0.0019953i,0.00019006-0.0019454i,-0.0012125-0.0009501i,-0.0017301-9.2881e-05i,-0.001452+0.00012669i,-0.0009118+0.00055424i
-0.0031917-0.00095181i,-0.010234-0.0074071i,-0.021399-0.01317i,-0.028494-0.013141i,-0.023208-0.0075249i,-0.010292-0.003356i,-0.0017542-0.0044614i,-0.0025214-0.007196i,-0.0068732-0.0068248i,-0.0075783-0.0031984i,-0.0048355-0.00041327i,-0.0024343-0.00072687i,-0.002047-0.0017422i,-0.0016224-0.0009387i,0.0004306+0.00060698i,0.00237+0.00049276i,0.0019695-0.00055755i,0.00031993-0.0018676i,-0.0005387-0.0025777i,-0.00054351-0.0016509i,-0.0010742-5.6455e-05i,-0.001793+0.00055363i,-0.0015911-8.3473e-05i
-0.0056078-0.00021629i,-0.011831-0.0075438i,-0.018442-0.01679i,-0.026-0.020039i,-0.026784-0.014545i,-0.018043-0.0058951i,-0.0097755-0.0015981i,-0.0076508-0.00054079i,-0.006987+0.0015601i,-0.0039806+0.0027253i,-0.0011034+0.00057581i,5.37e-05-0.0021793i,-0.00010154-0.0024151i,-9.4975e-05-0.0017475i,0.00094234-0.0014355i,0.0010355-0.00073164i,0.00025781+0.00020842i,-9.4292e-05+0.00078645i,-0.00068799+0.00014169i,-0.0013943-0.00043415i,-0.0011881-0.00039076i,-0.00079292-0.00028859i,-0.00019995+0.00049234i
-0.0074601-0.0049118i,-0.0095598-0.01315i,-0.013608-0.020472i,-0.019262-0.021974i,-0.018256-0.015817i,-0.010333-0.0052109i,-0.0038426+0.0016426i,-0.0019797+0.0029675i,-0.00028748+0.0020788i,0.0038918-0.00015245i,0.0048542-0.003168i,0.0027239-0.0043759i,0.0022054-0.0043454i,0.0015579-0.0035075i,-0.00017486-0.0011653i,-0.0014531+0.00042269i,-0.0010418+0.0012426i,0.00056957+0.0011977i,0.00039156+0.00049402i,-0.00027543+0.0001993i,-0.0006791-0.00024035i,-0.0012274-0.00034859i,-0.0009389-1.3445e-05i
0.0003578-0.0050934i,0.001917-0.015534i,-0.0009893-0.027576i,-0.011282-0.032103i,-0.018705-0.023687i,-0.015699-0.009699i,-0.0079402-0.0010953i,-0.0021996-0.0010248i,-0.00034456-0.0043526i,-0.00083053-0.0066335i,-0.00093242-0.0068677i,0.00087351-0.0059552i,0.0013779-0.005271i,1.9693e-06-0.0045148i,-0.00046162-0.0018755i,-0.00041576+0.00086104i,0.00070137+0.0018935i,0.0021602+0.0013899i,0.001886-0.0002386i,0.00045668-0.00077808i,-2.8903e-05-0.00087756i,-0.00057163-0.00085776i,-0.0012863-0.00062444i
0.00011037-0.0077755i,-0.00064593-0.016409i,-0.0020373-0.0266i,-0.0092726-0.033038i,-0.016438-0.028371i,-0.015303-0.014393i,-0.0081528-0.0044193i,-0.0032291-0.0039371i,-0.0034828-0.0059415i,-0.0055554-0.0041732i,-0.0037157-0.0007881i,0.00069248-0.00093129i,0.0015946-0.0025241i,0.0010266-0.0019155i,0.001507-0.00038116i,0.0012885+0.0012787i,0.00065906+0.0023348i,0.00053045+0.0012392i,0.0001616-0.00040917i,-3.7049e-05-0.00079885i,8.7115e-05-0.00064618i,0.00017215-0.00065974i,-0.00033291+0.0004192i
0.00093223-0.0082433i,0.0063866-0.016074i,0.006305-0.023905i,-0.00069844-0.03017i,-0.0090216-0.027531i,-0.010656-0.017275i,-0.00668-0.009503i,-0.0044878-0.0069581i,-0.0050288-0.003194i,-0.0022964+0.0041448i,0.0037824+0.0066979i,0.0068522+0.002784i,0.0064473-0.00031229i,0.0050698-0.00072779i,0.0034043-0.00060141i,0.0013687-0.00070543i,0.00036413-0.00049384i,0.0001032-0.00040752i,-0.00073503-0.0010018i,-0.00058403-0.0013573i,0.00053246-0.00088323i,0.00078612+2.2335e-05i,0.00048403+0.00067159i
0.0072098-0.0020138i,0.015343-0.0075692i,0.016841-0.018335i,0.0079233-0.030369i,-0.0053322-0.032913i,-0.011717-0.02296i,-0.0097985-0.013285i,-0.0060122-0.0090819i,-0.0019172-0.0044139i,0.0035343-0.00023235i,0.0085302+0.00068872i,0.0095669+0.00050486i,0.0078965+0.00010554i,0.0055867-0.00087186i,0.0031424-0.0012417i,0.00030585-0.0013788i,-0.0013578-0.0010896i,-0.00080667+0.0011446i,-0.00056706+0.0021704i,-0.00085959+0.00049921i,-0.00027134-0.00021026i,-0.00049778-0.00056204i,-0.00015274-0.00097601i
0.0084611+0.0025491i,0.015606-0.0015737i,0.017799-0.013374i,0.011151-0.028534i,0.00071376-0.032774i,-0.0063803-0.024627i,-0.007654-0.014967i,-0.0043173-0.0096619i,-0.0005667-0.0080169i,0.00044984-0.0073751i,0.0007246-0.004465i,0.0029867-0.0008231i,0.005755+0.00022333i,0.0048573+0.00021171i,0.0025776+0.00041008i,0.0010607+8.46e-05i,-2.0451e-05-0.00021088i,-0.00020854+0.00072606i,-0.00012107+0.001024i,0.00010886+0.00077212i,-0.00045995+0.0014311i,-0.00043596+0.00123i,0.00018231+0.0010884i
7.283e-05+0.0046017i,0.0077201+0.0063287i,0.013333-0.0012051i,0.012992-0.018763i,0.0065933-0.028965i,-0.00040541-0.023993i,-0.0023826-0.014201i,-0.00061087-0.009344i,-0.0015607-0.0086945i,-0.0068407-0.0049048i,-0.0082013+0.0024081i,-0.0025939+0.0068183i,0.0027039+0.0048912i,0.0034182+0.0028412i,0.0026966+0.0026325i,0.002653+0.0013646i,0.0017795+0.00021391i,0.00053225+0.00050184i,-0.00016443+0.0010655i,-0.00070461+0.0011606i,-0.00039215+0.00094395i,0.00027595+0.00083662i,9.6441e-05+0.0012324i
0.0025515+0.0042817i,0.0098171+0.0071116i,0.018928-6.685e-05i,0.023004-0.021057i,0.016067-0.035813i,0.0063526-0.031797i,0.0042914-0.019898i,0.0032683-0.013138i,-0.0018501-0.0087053i,-0.0062373-0.00071907i,-0.0053691+0.0069744i,-0.0001181+0.0092729i,0.0028325+0.0069908i,0.0024142+0.0052115i,0.0028589+0.0033388i,0.0029206+0.0011169i,0.00090052+0.00016182i,-0.00076773+0.00014746i,-0.00093975+0.00039977i,-0.00065793+0.00075154i,-0.00099847+0.0013083i,-0.0012802+0.0015659i,-0.001607+0.0015148i
0.0019371+0.0078218i,0.0039066+0.0116i,0.008945+0.0032015i,0.015912-0.016032i,0.01599-0.029418i,0.0093513-0.028175i,0.0069124-0.019188i,0.006715-0.010958i,0.0037814-0.0039187i,0.0017286+0.0020275i,0.0021664+0.0056098i,0.002443+0.0075764i,0.0028649+0.0075371i,0.0030843+0.0059206i,0.0024035+0.0040088i,0.0018104+0.0024175i,0.0012476+0.0010737i,0.00017504+0.00087433i,-0.00024536+0.00078997i,-0.00048753-0.00044484i,-0.0010799-0.00072981i,-0.0014809-0.00037347i,-0.0021935-0.00021329i
-0.0031899+0.0078243i,-0.0035251+0.013863i,0.0055572+0.008336i,0.018959-0.010222i,0.022562-0.025587i,0.016244-0.02659i,0.011595-0.019403i,0.011079-0.013278i,0.010159-0.01148i,0.006378-0.011354i,0.00084118-0.0084191i,-0.0018186-0.001534i,-0.00031991+0.0028995i,0.00018181+0.0034839i,-0.00083118+0.0029338i,-0.0010609+0.0028338i,-0.0010336+0.0023775i,-0.0012798+0.0006972i,-0.0018202-8.2966e-05i,-0.0019694-0.0003703i,-0.0025097-0.00095275i,-0.0029531-0.0011703i,-0.0029794-0.0010327i
-0.0036572+0.0041495i,-0.005064+0.0037795i,0.003643-0.0036394i,0.020782-0.017241i,0.028057-0.027406i,0.022102-0.025133i,0.015092-0.01495i,0.010993-0.010076i,0.0059059-0.011809i,-0.0020361-0.013569i,-0.0096518-0.010593i,-0.010741-0.0034357i,-0.0070842+0.0019291i,-0.0049072+0.0042716i,-0.0039158+0.0053188i,-0.0021952+0.0041911i,-0.00035088+0.0022524i,0.00048861+0.0011608i,0.00056896+0.00017075i,-0.00082003-0.00073116i,-0.0023579-0.001685i,-0.0025625-0.0016689i,-0.0018855-0.0013793i
-0.0073591+0.0062963i,-0.011523+0.006766i,-0.0019289+0.00085296i,0.018415-0.01037i,0.028309-0.019227i,0.023359-0.017586i,0.017104-0.0079347i,0.013219-0.0031243i,0.0060741-0.0053429i,-0.0028392-0.0067454i,-0.0084219-0.0030011i,-0.0092381+0.001735i,-0.0072064+0.0028258i,-0.0058068+0.0026553i,-0.0051873+0.0029055i,-0.0035455+0.002637i,-0.0020054+0.0014173i,-0.00093003+0.00038884i,-6.6015e-05-0.0004571i,-0.00018091-0.0017356i,-0.00039582-0.0020965i,-0.00094283-0.0014615i,-0.0011568-0.0015669i
-0.0072772-0.001681i,-0.0095487-0.0047974i,0.0017978-0.0089416i,0.023253-0.013465i,0.034449-0.017335i,0.029578-0.014438i,0.021529-0.0046565i,0.016986+0.0013325i,0.012059+0.0012085i,0.0069906+0.00014781i,0.0026069+0.0010345i,-0.0014106+0.0015393i,-0.003401+0.0018256i,-0.0048636+0.0012403i,-0.0058748+0.00040154i,-0.005347+0.0014478i,-0.0033934+0.0029222i,-0.0011505+0.00294i,0.00032838+0.0014158i,0.0006981-0.00067011i,5.395e-05-0.0023874i,-0.0002867-0.0030718i,0.00024466-0.0023317i
-0.008961-0.010415i,-0.01191-0.013229i,2.9115e-05-0.015153i,0.020462-0.014288i,0.030015-0.01249i,0.025378-0.0072814i,0.018293+0.00083486i,0.016025+0.0040426i,0.015679+0.00086388i,0.014403-0.0036343i,0.010162-0.0067127i,0.0035143-0.0059196i,-0.00050747-0.0033982i,-0.0031086-0.0023276i,-0.005818-0.0011651i,-0.0053565+0.00063096i,-0.0027988+0.0019564i,4.6427e-05+0.0016026i,0.0017488+0.00026495i,0.00076077-0.00078077i,-0.0010436-0.0017503i,-0.0010201-0.0026976i,0.00027975-0.0030378i
-0.0017989-0.013467i,-0.0025768-0.020364i,0.0087733-0.019612i,0.029697-0.012995i,0.038255-0.0087606i,0.027575-0.0042876i,0.015025+0.0030707i,0.01171+0.0046483i,0.012814-0.0021931i,0.010924-0.0093637i,0.0052209-0.011865i,-0.00017379-0.0095515i,-0.0027852-0.0073605i,-0.0038503-0.0063832i,-0.0046018-0.0038519i,-0.0044444-0.0014662i,-0.0032673-0.00057667i,-0.0012719-0.00093707i,0.00042012-0.001722i,0.0011972-0.0017841i,0.0010833-0.0014895i,0.000542-0.0018109i,0.0006736-0.0020461i
0.004714-0.013735i,0.0061599-0.022267i,0.01635-0.02139i,0.030998-0.009792i,0.035603-0.0020248i,0.024439+0.0012288i,0.010247+0.0070891i,0.0057869+0.0098843i,0.0054108+0.0039162i,0.0028128-0.0019072i,-0.00047554-0.0024344i,-0.0013834-0.0018538i,-0.0015811-0.0034484i,-0.002681-0.0050585i,-0.0033927-0.0057597i,-0.0032338-0.005449i,-0.0026244-0.0036254i,-0.0012057-0.0013739i,-0.00032645-0.00066966i,0.00033974-0.00099396i,0.0010001-0.0015324i,0.0017033-0.0021565i,0.0027947-0.0017909i
-7.1235e-05-0.010797i,0.008257-0.016399i,0.023608-0.013938i,0.036194-0.0036766i,0.038134+0.0028049i,0.025201+0.0056273i,0.0082594+0.011187i,0.002975+0.014305i,0.0039185+0.011032i,0.0043121+0.0088525i,0.0047903+0.0087142i,0.0043203+0.0054105i,0.002891+0.00084631i,0.0012469-0.0026607i,0.00015777-0.0054959i,-0.0011081-0.0055596i,-0.0029678-0.0034654i,-0.0031901-0.0011179i,-0.0017571-0.00012134i,-0.00021758-0.00035258i,0.0010142-0.00037905i,0.0022674+5.5528e-05i,0.0025565+0.00082144i
0.0044314-0.010587i,0.016615-0.01464i,0.032249-0.0076121i,0.041931+0.0055763i,0.038492+0.01011i,0.022328+0.0070141i,0.0059121+0.0080511i,0.0018942+0.011987i,0.0067434+0.011986i,0.011212+0.0091812i,0.012406+0.0061705i,0.010636+0.002754i,0.0077132-4.3471e-06i,0.0051287-0.0029114i,0.0024628-0.004633i,-0.00045881-0.0042146i,-0.0020779-0.0030766i,-0.0020784-0.00060683i,-0.0015146+0.0011509i,-2.8981e-05+0.0009754i,0.0023837+0.0006408i,0.0036081+0.00029688i,0.0025709+0.00032026i
0.010311-0.0095226i,0.023792-0.0075915i,0.035643+0.0044645i,0.041534+0.01762i,0.037958+0.017635i,0.021002+0.0084324i,0.0014908+0.003252i,-0.0034579+0.0044094i,0.0018849+0.0050654i,0.0057269+0.0032153i,0.0065177+0.0017443i,0.0066571+0.0017416i,0.0059064+0.00014844i,0.0044787-0.0019272i,0.0033039-0.0017871i,0.0027231-0.00068493i,0.002281-0.00024814i,0.0013596-0.00044858i,0.00098166+6.2916e-05i,0.0016374-9.9545e-05i,0.0017993-5.4441e-05i,0.0020629+0.0010916i,0.0028905+0.0022625i
0.012334-0.002954i,0.027054+0.0014691i,0.037063+0.015042i,0.040792+0.026479i,0.038309+0.02355i,0.022197+0.0089025i,-0.0013285+2.2361e-05i,-0.011117+0.0016823i,-0.0066918+0.0046332i,-0.0029219+0.005861i,-0.0028983+0.0072769i,-0.0011072+0.0068416i,0.0020616+0.003672i,0.0040668+0.00094145i,0.0053336+0.00025025i,0.0046143-0.00044923i,0.0025575-0.001955i,0.00071128-0.0028523i,0.00011274-0.0021276i,0.00046542-0.00085766i,0.00078061-0.00023477i,0.00070974+0.000933i,0.00086896+0.0013638i
0.016705+0.011779i,0.031814+0.020626i,0.041094+0.032161i,0.040434+0.035195i,0.034351+0.025894i,0.020757+0.0096362i,0.00047241+0.00075257i,-0.01078+0.0034662i,-0.009374+0.006596i,-0.006487+0.0077279i,-0.0045498+0.0097033i,-0.002666+0.0098355i,-0.00040573+0.0064422i,0.0025684+0.0028134i,0.0041645+0.00070643i,0.0037344-0.00029463i,0.0022192-0.0004342i,0.00026861-0.00016824i,-0.00087284-2.9826e-05i,-0.00063224+0.00042001i,0.00013858+0.0013578i,-0.00026307+0.002538i,-0.00090157+0.0023141i
0.0059173+0.0095332i,0.014916+0.025041i,0.019138+0.043145i,0.022852+0.049734i,0.026201+0.038981i,0.020324+0.017415i,0.0061048+0.0018253i,-0.0043313+0.0018168i,-0.0049566+0.005793i,-0.0039602+0.0072368i,-0.0033303+0.0085281i,-0.0022866+0.0085197i,-0.0011465+0.0064699i,0.00088758+0.0047i,0.00083276+0.0028885i,0.00044427+0.0012923i,0.00071366+0.00046845i,-0.00044237+0.00045904i,-0.0015997+0.0014166i,-0.0010181+0.0019735i,-0.00046877+0.001557i,-0.00095315+0.0015748i,-0.001476+0.0019301i
0.0083951+0.013048i,0.013325+0.033438i,0.012973+0.049344i,0.014977+0.051395i,0.021292+0.039544i,0.022329+0.016472i,0.012735-0.0042831i,0.0030364-0.0092382i,0.0009254-0.0047019i,-0.0003586-0.0029525i,-0.0043441-0.0024485i,-0.005704+0.00022712i,-0.0033124+0.0026729i,-0.0018828+0.0036904i,-0.0018583+0.0036333i,-0.0014644+0.0030505i,-0.0013611+0.0017001i,-0.0016401+0.00072855i,-0.0011904+0.0012539i,-0.00015666+0.00081266i,-0.0003019-0.00029506i,-0.0014582-3.3504e-05i,-0.001975+0.0017124i
-0.00087105+0.01665i,-0.0038935+0.036652i,-0.0054134+0.051788i,0.0022195+0.053631i,0.015213+0.040274i,0.019609+0.013398i,0.010669-0.010836i,-0.0017182-0.017097i,-0.006116-0.012817i,-0.0064657-0.0097808i,-0.008884-0.0076544i,-0.0090472-0.0041392i,-0.0062647-0.00033038i,-0.0036847+0.0018313i,-0.0026326+0.0026292i,-0.0025708+0.0025568i,-0.0019743+0.001415i,-0.0010896-0.00063713i,-0.00069994-0.0014441i,-0.0010662-0.00045142i,-0.00209-0.00038381i,-0.0026853-0.0010781i,-0.0024296-0.00043545i
-0.0071756+0.020093i,-0.017069+0.038103i,-0.022675+0.050515i,-0.014176+0.053726i,0.0020964+0.04525i,0.011568+0.023282i,0.006666+0.00092294i,-0.0041658-0.007698i,-0.0078267-0.0064222i,-0.0067783-0.0048281i,-0.006948-0.0041885i,-0.0077903-0.0034013i,-0.0073401-0.0023811i,-0.0050799-0.00028279i,-0.0027328+0.0011007i,-0.0022017+0.0013658i,-0.0024209+0.00072117i,-0.0021338-0.00058537i,-0.0016051-0.0015564i,-0.0011617-0.0012336i,-0.0019241-0.00046275i,-0.0017806-0.00077463i,-0.00093772-0.0012301i
-0.015554+0.011645i,-0.033757+0.025219i,-0.042318+0.036751i,-0.030379+0.043977i,-0.0095371+0.041922i,0.0067464+0.026716i,0.0097949+0.0083294i,0.0026213+0.00056495i,-0.0013915+0.0009867i,-2.7435e-05+0.00041071i,0.0004331-0.0023113i,-0.0019534-0.0036192i,-0.0046284-0.0027965i,-0.0051048-0.0021477i,-0.0043282-0.0022744i,-0.0041218-0.0023446i,-0.0032805-0.0021004i,-0.0012266-0.001964i,6.2447e-05-0.0012261i,2.597e-05-0.0010503i,-0.00060366-0.0011256i,-0.00099734-0.0012404i,-0.0010726-0.0013717i
