0.001197+0.0014296i,0.0014049-0.00098258i,0.00083761-0.0019498i,-0.00010334-0.0021851i,-0.00065373-0.00093541i,-0.001934+0.00093578i,-0.0022044+0.0014131i,-0.0012767+0.00091858i,0.00011779+0.00065262i,0.0011132+0.00040985i,0.00086844+8.2592e-06i,0.00030853-0.00045099i,-0.00046385-0.00078068i,-0.00057502-0.00083947i,0.00055954-0.00087831i,0.00034564-0.00069383i,-0.0002595-0.00015811i,-0.00013555+0.00012381i,-6.8163e-05+0.00052525i,-0.00037165+0.00070432i,-0.0003214-0.00011595i,-0.00032435-0.00039726i,-0.00022253-8.8746e-05i
0.00018282+0.00033556i,0.00034261+0.00064038i,0.00074008+0.0013661i,0.00060139+0.001961i,-0.00017377+0.0017648i,-0.0001669+0.00043076i,0.00018952+0.0001337i,-0.00019824+0.0004279i,-0.0010569+0.00048833i,-0.0016383+1.3036e-05i,-0.00092113-0.00036851i,0.00062048+6.6548e-05i,0.0010826+0.0004374i,0.00028772+0.00028316i,6.8786e-05+0.00016834i,-7.1066e-05+0.00056036i,-0.00011033+0.001036i,0.00087819+0.0011677i,0.0017643+0.00078147i,0.0016257+0.00041425i,0.0012847+0.00029073i,0.00058827+0.00054679i,0.00010125+0.00044713i
-0.0015622+0.0022236i,-0.001087+0.0040593i,-0.0002497+0.0040961i,0.00033437+0.002959i,0.0010199+0.0014273i,0.00084018+0.00055956i,-0.00037013+0.00045551i,-0.0008946-5.6758e-05i,-0.00078356-0.00025117i,-0.00025684+0.00015542i,0.00027024+0.00014711i,0.00060403-0.00010096i,-4.1524e-05-0.00016702i,-0.0010668+0.00015005i,-0.00088774+0.0002301i,-0.00032853+3.0894e-05i,-0.00014194+0.0001486i,-1.6772e-06+0.00043344i,5.7116e-05+0.00062306i,-0.00016115+0.00050182i,0.00029459-1.9896e-06i,0.00054794+2.2248e-06i,0.0003897+0.00032321i
-0.0018131+0.0006999i,-0.0023437+0.001334i,-0.00173+0.0013755i,0.00037582+0.0021871i,0.0012242+0.0023356i,0.00018347+0.0016888i,-0.00088373+0.001054i,-0.000543+0.00037818i,-0.00053756+0.0007651i,-0.00062497+0.0013533i,4.8079e-08+0.0011828i,0.00053206+0.00010557i,0.0006537-0.00089535i,0.00028337-0.00080879i,-0.00048541-0.00026613i,-0.0011284+6.2062e-05i,-0.00049204+0.00015629i,0.00054387+0.00025032i,0.00084636+0.00080931i,0.00035984+0.00099021i,-0.0005497+0.00029895i,-0.00058358+0.00027218i,-0.00030931+0.00042158i
0.0016645+0.001836i,0.0012451+0.00064388i,0.0017016-5.2143e-05i,0.00081795+0.00019842i,-0.00024377+2.1697e-05i,-0.00053514-0.00020684i,-0.0011255+0.00015114i,-0.0015681+0.0009151i,-0.0011185+0.00060866i,-0.00013198-0.00029981i,0.00038059-0.00017396i,0.00040371+1.4303e-05i,0.00090161+0.00014654i,0.00055736+0.00076604i,-0.0010322+0.0013942i,-0.0010147+0.00096493i,-0.0001911+0.00056694i,8.0861e-05+0.0011408i,0.00018227+0.0011412i,-0.00070253+0.00018146i,-0.00052356-0.00042328i,0.00019811-0.00049217i,3.0544e-05-0.00015844i
0.0013218-0.00098952i,0.0019181-0.0014701i,0.0029567-0.00089043i,0.0021506-0.00075624i,0.0010092-0.0008942i,-8.1475e-05-0.00068531i,-1.2168e-05-0.00038787i,3.1247e-05-0.00051666i,-0.0009315-0.00073563i,-0.0012056-3.0662e-05i,-0.00056658+0.0007199i,0.00056437+0.00052216i,0.00036734+0.000371i,-0.00054758-0.00010544i,-0.00034509+0.00065862i,0.00047097+0.0020082i,0.00091259+0.0010996i,0.00088756-0.00033907i,0.00058755-0.00048551i,-0.00025954-0.00026941i,-0.00051338-0.00021195i,-0.00045384-0.00040932i,-0.00046696-0.00014724i
-0.00036073+4.4675e-05i,0.00018239+0.0021231i,0.00022556+0.002842i,-0.00016812+0.0019779i,-0.00031298+0.0012228i,-0.00040188+0.00088072i,-0.00056477+0.00051063i,-0.0003436+7.6049e-05i,-0.00027192-0.00019747i,-0.00030522+0.00021411i,-0.00070379+0.0003112i,-0.00064348-0.0002643i,-0.00017827-0.00078072i,-3.3969e-05-0.00087738i,4.0109e-05-0.00031821i,-0.00074648+0.00018612i,-0.00098804-0.0001452i,0.00048584-0.00038387i,0.00057243+1.8794e-05i,-0.00062088+4.3973e-06i,-0.00059563-0.00079727i,0.00015825-0.0012787i,-8.0093e-05-0.00045491i
0.00072775-0.00028071i,-4.1576e-06+0.0011593i,-0.00052344+0.0001934i,-0.00095237-0.00052243i,-0.0011819-9.9738e-05i,-0.0012348+0.00091454i,-0.00086829+0.00084958i,-0.00013781+0.0002516i,0.00018578+0.00014719i,0.00011227+0.00036273i,-2.9656e-05+0.00036088i,-0.00028311-6.4444e-09i,0.00018612-0.00026093i,0.0004658-0.00015352i,-0.00020307+8.0145e-05i,-0.0010438+0.00057248i,-0.00076119+0.00056877i,0.00029659+0.00031734i,0.00044043+0.00023862i,0.00052468-0.00032125i,0.00040076-0.0001678i,-6.8438e-05+0.00039752i,-0.00036587+0.00044058i
0.0032321-0.0027446i,0.0014342-0.003052i,-0.00035554-0.0029441i,-0.0016799-0.0015462i,-0.0019229-0.0007933i,-0.0018201-0.00026469i,-0.001602+0.00046492i,-0.0010895+0.00019637i,-0.00083841-0.00078943i,-0.0011175-0.00064397i,-0.00078745+0.0003825i,-6.5458e-05+0.00050254i,0.00036322+0.00059431i,-1.8153e-05+0.00044255i,0.00019013+0.00078635i,0.0003514+0.0011706i,-0.00034511+0.00087189i,-0.00052649+0.00048474i,-0.00058491+0.00014509i,-0.00082135-0.00052787i,-0.00021493-0.001087i,0.00078373-0.00075962i,0.0005746-6.7009e-05i
-0.00043633+0.00021658i,-0.00061363-0.00052702i,-0.00089179-0.00071074i,-0.0013032-0.00031656i,-0.00042997+0.00034873i,0.00019301+0.00066748i,-0.00025892+0.00057167i,-0.00062194+0.00032115i,-0.00021759-0.00049459i,7.9094e-05-0.00076405i,0.00036391+0.00035286i,0.00067404+0.0011537i,0.00016246-0.00010728i,-0.00021393-0.00082802i,-0.00018621+7.1778e-05i,0.00065826+0.00099305i,0.00077055+0.00093107i,-0.00028553+0.00036773i,-0.00095914+0.00032085i,-0.0006699+0.00035057i,3.5615e-05+0.00051505i,0.00012441+0.0006367i,0.00029662+9.6033e-05i
-0.0010942+0.0010128i,8.6765e-05+0.00066645i,1.7048e-05+0.00070623i,0.00022029+0.00089932i,0.00061303+0.0011838i,-0.00065328+0.0013994i,-0.0018153+0.0011114i,-0.002028+0.00068246i,-0.0014734+0.0003036i,4.491e-05+0.00034894i,0.0011585+0.00013579i,0.0009065+4.7458e-05i,2.3635e-05+7.4997e-05i,-0.00042511-0.00012513i,-0.00053159-0.00013796i,-0.00029125+9.1924e-05i,8.3192e-05+0.00041681i,-0.00029379+0.00095023i,-0.00080386+0.00088651i,-0.00036998-7.1138e-05i,3.5151e-05-0.00015225i,0.00017792-0.0004159i,0.00010605-0.00087013i
-0.0021684+0.00048326i,-0.0021079+0.00091956i,-0.0020446+0.0016i,-0.001591+0.0012299i,-0.00035605+0.001075i,0.00055447+0.00076131i,0.00037664-0.00022327i,-0.00053037-0.00024947i,-0.0011153+0.00032827i,-0.00070087+0.0010432i,0.00017967+0.0010907i,0.00097737+8.4523e-05i,0.00091421-0.0010042i,0.00046648-0.0008716i,8.9873e-05-0.00011403i,-0.00036506-0.0002745i,-0.0004675-0.00080251i,0.00020122-0.00063802i,0.00092917-9.4253e-05i,0.00066039+0.00047848i,0.00040833+0.00043706i,0.00038964+0.00043744i,9.2734e-05+0.00076099i
-0.00066538+0.0012231i,-0.001222+0.001055i,-0.0013496+0.00092598i,-0.00097179+0.0014299i,-0.00086953+0.0013177i,-0.00058348+0.0011719i,-0.00065492+0.001775i,-0.0014696+0.0018392i,-0.0012056+0.0016869i,-0.00028076+0.0014359i,0.00030654+0.00030254i,0.00037724-0.00035921i,0.00024411-0.00022803i,7.1992e-05-0.00033215i,-0.00019214-7.0352e-05i,-0.00036441+0.00031311i,3.0436e-05+0.0014369i,0.00055053+0.0021896i,0.0006234+0.0014025i,0.00099316+0.00078766i,0.0006992-9.6648e-05i,0.00012113-0.0013066i,0.00017749-0.0014762i
-0.001817-0.0008345i,-0.0016919-0.00070936i,-0.0013228+0.00023183i,-0.00051027+0.001115i,-0.00015868+0.0012236i,0.00014691+0.00016323i,0.00023831-0.00064521i,-0.00032939-0.0003634i,-0.00046278+7.4566e-06i,-3.5072e-05+0.00086123i,0.00071887+0.0014469i,0.0013883+0.00099067i,0.001225+0.00015887i,0.00064001-0.00050248i,0.00024826-0.0003959i,0.00017005+0.00039157i,-0.00012893+0.0012685i,0.00014608+0.0011814i,0.00032401+0.0010352i,0.00032648+0.00089262i,8.2939e-05-7.0715e-05i,-0.00086251-0.00043843i,-0.00096451+0.0002059i
-0.00047453-0.00035507i,-4.7372e-05-0.00039129i,8.3175e-05+0.0004193i,5.608e-05+0.001434i,-0.0005842+0.0009939i,-0.00066014+0.00043191i,-0.00054889+0.00059591i,-0.001228-4.8777e-05i,-0.0013598-0.0001291i,-0.0007024+0.0007328i,-0.00026469+0.00040971i,0.0005131-0.0010853i,0.0012602-0.0013029i,0.00103-0.00060802i,8.5032e-05+0.00039989i,-0.00053012+0.00090143i,-0.00010214+0.00038989i,0.00077247+0.00021615i,0.0010129+0.00032202i,0.00088671+0.00042351i,0.00024146-0.0001157i,-1.3857e-05-0.00022303i,-4.2601e-05+0.00019722i
3.4134e-05-0.0011008i,0.0005119-0.00022124i,0.00088556-0.00060745i,0.00029716-0.0012103i,-0.000669-0.0007255i,-0.0014179-0.00038i,-0.0015801-0.00033083i,-0.00061725+0.00084365i,-0.00068984+0.0010954i,-0.0012273+0.0011447i,-0.00067524+0.0017904i,-2.6837e-05+0.00099915i,3.0174e-05+0.00025582i,-0.00025135+0.00043729i,-0.00023814+0.00063087i,-0.00017986+0.00038744i,-0.00021101-8.6354e-05i,-0.00031882+0.00010251i,0.00034783+0.00036798i,0.00064149+0.00027784i,-2.9352e-05+0.00035266i,-0.0003564+0.00014869i,-0.00044054+5.6256e-06i
-0.00092203+0.00095301i,-0.00043269+0.0016328i,0.00021948+0.0024928i,0.00042164+0.0026271i,4.8999e-06+0.0017359i,-0.00085812+0.00064853i,-0.0014214+0.00093722i,-0.00078416+0.0011823i,-0.0001832+0.0010558i,4.5983e-05+0.001632i,0.00038211+0.0014042i,0.00097515+0.00020509i,0.00084851-0.00049903i,-8.9834e-05-0.00071139i,-0.00084652-0.00057709i,-0.001049-0.00025484i,-0.00099365+0.00030409i,-0.00070852+0.0006504i,-0.00027635+0.00069017i,-6.2865e-05+0.0011701i,-4.7191e-05+0.0013183i,0.00031741+0.001162i,0.0006565+0.00044675i
-0.0013888+0.0024709i,-0.0029589+0.0013788i,-0.0018474+0.0024779i,-0.00036974+0.0037599i,-6.5134e-06+0.0019698i,-0.00017465+0.00047954i,-0.0011171+9.3174e-05i,-0.0013303+0.00032753i,-0.00061763+0.00091631i,-0.0001301+0.0014129i,0.00027347+0.001428i,0.0003081+0.00041534i,0.00038878-0.0006332i,-0.00026696+9.8028e-05i,-0.0011699+0.0013674i,-0.0010745+0.0018274i,-0.00038724+0.0013386i,0.0003521+0.00062692i,0.00094608+0.00024346i,0.00083825-0.00030638i,0.00038941-0.0008313i,0.00035833-0.00041627i,0.0001933-0.0002046i
0.0029966-0.0032273i,0.002928-0.003703i,0.001785-0.0038975i,-0.00056549-0.002815i,-0.0017005-0.0018684i,-0.0011496-0.00055817i,-0.00057815+0.0006049i,-0.00051047+2.2122e-06i,-0.00072266+0.00020171i,-0.00087404+0.0010113i,-0.00066794+0.00096368i,-0.00035365+0.00091442i,0.00051791+0.00080665i,0.00086501+0.00098552i,0.00046376+0.00039625i,-6.9314e-06-0.00055891i,-0.00068318-0.00064703i,-0.00043874-0.00023841i,0.00028326-0.0004564i,0.00051477-0.00065283i,0.00039196-0.00066969i,0.00027439-0.00011606i,-1.5006e-05+0.00025983i
-0.00012918-0.0014997i,0.00013757-0.0012442i,-0.0014853-0.0010731i,-0.0028748+0.00052067i,-0.0021536+0.0017031i,-0.00062125+0.0012242i,-0.00016413+0.00072992i,-0.0005074+0.0011514i,-0.00092248+0.00068562i,-0.00047016+0.00085283i,-0.00022458+0.0011576i,-0.00017536-0.00011612i,0.00053526-0.0005299i,0.0010775+0.00020887i,0.00095692+0.00090953i,0.00099435+0.00050753i,0.00041999+0.00010844i,-0.00049962-0.00036729i,-0.00012578-0.00044946i,0.00046177+0.00038513i,0.00029879+0.00041464i,0.00068251-6.8985e-05i,0.00053208-0.00041578i
0.00043202-0.00032i,0.0012216+0.00021689i,0.00030242-0.000217i,-0.00096127-0.0007797i,-0.001366-0.00071432i,-0.0018491+0.00058728i,-0.0019261+0.0012507i,-0.0017438+0.00063576i,-0.0017404+0.00069119i,-0.0017278+0.0015474i,-0.0008141+0.0015687i,-0.00019739+0.0010385i,-0.00032695+0.00022141i,0.00019985-0.00037362i,0.00028944+0.00041029i,9.8246e-05+0.00071115i,0.00024495+0.00011103i,0.00020027+0.00011733i,0.0011289+0.00019871i,0.0015983-3.9733e-05i,0.00091744-4.0072e-05i,0.00057588-0.00048564i,-2.607e-05-0.00090135i
-0.0012577-0.00013525i,-0.0012612+0.0008581i,-0.0017557+0.0021174i,-0.0016177+0.0029741i,-0.00044183+0.0031352i,-0.00045677+0.0028959i,-0.0009411+0.0012362i,-0.00057477+0.00020214i,-0.00053392+0.00068114i,-0.0010244+0.00091075i,-0.00069626+0.00098909i,0.00024901+0.0011149i,0.00056248+0.00073261i,0.0007069-9.3465e-05i,0.00052186-7.8696e-05i,0.00011247+0.00016414i,1.2676e-05+0.00022035i,9.3589e-05+8.5252e-05i,0.0001797-3.105e-05i,-0.00051543+0.00015351i,-0.001035-0.00012387i,-0.00044765+7.5824e-05i,-0.00017125+0.00058398i
-0.00098843-0.00030095i,-0.00080867-0.0011145i,-0.0017257-0.00057329i,-0.0018753+0.0013383i,-0.00082545+0.0016931i,0.00018988+0.0015579i,-3.0894e-05+0.0016925i,-0.00070122+0.00077894i,-0.00091811+0.00012944i,-0.00057501+0.00056686i,-4.6277e-05+0.0010343i,0.00010125+0.00039816i,0.00015259-0.00079514i,6.3835e-05-0.0010202i,-0.00025233+7.7146e-05i,-0.0004281+0.00033899i,2.174e-05+0.00031796i,0.00083873+0.00068279i,0.0010608+0.00014918i,0.00091723-0.00014667i,0.00036137+3.1543e-05i,-0.0002479-0.00089126i,7.1261e-05-0.0012858i
0.0020622+0.00022095i,0.0013293+0.00062598i,0.0024631-0.00021359i,0.0019774-0.0010813i,0.00033758-0.001112i,-0.00075632-0.00031471i,-0.0011455-0.00035098i,-0.00069689-0.00059388i,-0.00041266-0.00031696i,-0.0008418+0.00019015i,-0.0004965+0.00071759i,0.00022219+0.00053985i,0.00079987+0.0001853i,0.00049344+0.00010408i,-5.0946e-05+0.00032302i,-0.00019034+0.0011956i,7.4031e-05+0.0014586i,0.00068761+0.00070895i,0.00081231-0.00038538i,-7.6219e-06-0.0008792i,-6.5594e-05-0.00075023i,0.00061201-0.00056795i,0.00033273-0.00046605i
-0.00041+0.001775i,0.00034179+0.0012339i,0.00070661+0.0026967i,0.0010641+0.002615i,0.00095338+0.0023196i,0.00022316+0.0011765i,-0.00047525-0.00047644i,-0.0012028-0.00050657i,-0.0014476+0.00055828i,-0.00066996+0.00096726i,0.00037325+0.00036948i,0.0012952-0.00036557i,0.0017926-0.00080473i,0.0010455-0.00057094i,0.00046739-0.00043133i,1.843e-05-0.00050813i,-0.00085816+0.00041261i,-0.00091728+0.00076261i,-9.1005e-05+0.0003306i,0.00047185+0.00020524i,0.00011192+0.00028224i,3.3604e-05+0.00054209i,0.00082842+0.00027361i
-0.00052376-0.0018616i,-0.00029791-0.0019107i,-0.00078904-0.00063776i,-0.00092954+0.00065981i,-0.00079082+0.0012269i,-0.0010595+0.0012363i,-0.0013853+0.0010545i,-0.0011163+0.00047027i,-0.0010928-9.6587e-05i,-0.0010365-0.0001722i,-0.00044235+0.00069331i,2.0971e-06+0.00049771i,0.00062228-0.00014719i,0.0015217-8.8639e-06i,0.0010222-0.00064284i,0.00017012-0.0010386i,0.0002724-0.00013264i,-0.00024775+0.00046784i,-0.00082483-7.0564e-05i,-0.00053874-0.00091258i,0.00041525-0.0010354i,0.00069916-0.00062807i,0.00043943-0.00058672i
0.0017186+0.00057829i,0.0014206-0.0004084i,0.00062306-0.0014152i,5.1045e-05-0.0016956i,-0.00064616-0.00094405i,-0.0020141+0.00011553i,-0.0024333-0.00013139i,-0.0011785-0.00026056i,-0.00039611+0.00063219i,8.4339e-05+0.0010053i,0.00092653+0.00052011i,0.00095474-0.00033637i,0.00051935-0.0012026i,0.00015146-0.00057299i,-0.00061412+0.00015311i,-0.0010267+0.00050443i,3.7358e-05+0.00084872i,0.00087173+0.0006562i,0.0007283-9.2169e-05i,0.00048187-0.00048519i,0.00044804-0.00025758i,0.00039917-0.00028738i,0.00021252-0.00029962i
-0.00060532-2.7651e-05i,-0.00091742-0.0017999i,-0.0015529-0.001348i,-0.0011384+0.00023547i,-0.0008405+0.00079546i,-0.00093278+0.00083348i,-0.00043761+0.00070188i,-0.00015503+0.00020051i,-0.00059242-0.00011161i,-0.00060775-0.00018283i,0.00028883+0.0003783i,0.0010134-0.00012803i,0.00031633-0.00081494i,-0.00022948-0.00016014i,-0.00018296-0.00014434i,-7.4253e-05-0.00013649i,-0.00010853+0.00024727i,-5.0102e-06+0.00056635i,0.00033276+0.00062238i,-0.00037786+0.00054392i,-0.00042256-0.00022685i,-0.00024199-0.00045613i,-0.00020379-0.00022994i
0.00042486+0.0013825i,0.0011144+0.00052626i,0.0018115-0.00078631i,0.00069167+2.9148e-05i,-0.00023522+0.001359i,4.1533e-05+0.0013179i,0.00080531+0.0011209i,0.00071291+0.00053477i,-8.2754e-05-0.0001995i,-0.00014424-4.2959e-05i,0.00042959+0.00010659i,0.00067317-0.00012629i,0.00023159-0.00034485i,-0.00014281-0.00097273i,-0.00051206-0.00088592i,-0.0008265+6.6941e-05i,-0.00018985+0.00098172i,0.00053202+0.0015494i,0.00064467+0.0015537i,0.00029398+0.00086072i,-0.00061225+0.0001556i,5.1937e-05+0.00045185i,0.001482+0.00067904i
0.0017463+0.00024595i,0.0027881+0.00077005i,0.0020536+0.00093558i,0.00054963+0.00012769i,0.00074619+0.00034963i,0.0002748+0.00066615i,-0.00063078+0.00014516i,-0.00071285-0.00040924i,-0.0006023-2.2427e-05i,-0.0005773+0.00055594i,-0.0010925+0.00055779i,-0.0010445+0.0012884i,-0.00029094+0.0021247i,0.00019535+0.0015932i,0.00060928+0.00048165i,4.0113e-05-0.00013843i,-0.00040903+0.00036382i,-6.1132e-05+0.0010337i,-0.00011392+0.00091231i,-9.67e-05-0.00022263i,0.00035745-0.00057433i,0.00070507+0.00026487i,0.00038681-6.5343e-05i
-0.00036607-0.0017143i,-0.00075688-0.002155i,-0.0010311-0.0020099i,-0.00087963-0.0013121i,-0.0012805+3.2655e-05i,-0.001698+0.00084694i,-0.0013762+0.00091411i,-0.00088338+0.00047298i,-0.00072191-1.8761e-05i,-0.00039241+0.00028872i,0.00010306+0.00020371i,0.00020724-0.00014708i,0.00027979+0.00014706i,-8.0965e-05-0.00020202i,0.00056111-0.00040556i,0.0014381+0.00033081i,0.0011714+0.00098635i,0.00027932+0.00098155i,-0.00016899+0.00036379i,-0.00010256+7.5048e-05i,-3.1459e-05+0.0003248i,0.00013078+0.00044045i,-0.00043502+0.00016797i
0.0018632-0.0028436i,0.0010726-0.0029042i,0.0003003-0.0028916i,-0.00054072-0.0020699i,-0.001392-0.00024056i,-0.0010096+0.0010831i,-0.00074361+0.00072656i,-0.0012767+0.00012626i,-0.0010034+0.00051871i,-0.0013503+0.0011002i,-0.00076921+0.00086776i,0.00083343+0.00044247i,0.001295+0.00011141i,0.00052309+0.0008861i,-0.00020135+0.0018373i,0.00024763+0.0015526i,4.0201e-05+0.00099338i,0.00020802+0.00079489i,0.00064948+0.00025341i,0.0001476+0.00035393i,0.00050355+0.00019107i,0.00043241-0.00011588i,-0.00050886-0.00015061i
-0.00090401+0.0031711i,0.00023011+0.0034633i,0.0010599+0.0038316i,0.0012175+0.0033768i,0.0007948+0.0023775i,0.0005568+0.0014688i,7.9692e-05+0.00098535i,-7.881e-05+0.001186i,0.00018181+0.0011812i,0.00023303+0.00089435i,0.00095284+0.0010903i,0.0014552+0.0005624i,0.00079216-5.1408e-05i,0.00014776-0.00029424i,0.00037578+0.00044717i,0.00045663+0.0013771i,0.00046672+0.00089317i,-4.6436e-05+0.00049547i,-3.2263e-05-6.1912e-05i,7.0787e-05-0.00014019i,-9.638e-05-0.00019826i,0.00076014-0.00062654i,0.00069833-0.00013942i
-7.4738e-05-0.00088756i,0.00052591-0.00045284i,0.00028263-0.00088058i,-0.00063314-0.00038233i,-0.0010341+0.00027315i,-0.00089888+0.0007478i,0.00034431+0.0013688i,0.00083785+0.00057736i,-0.00035434-0.00031596i,-0.00090803-0.00017462i,-0.00071069+0.0001949i,-0.00036538+0.00036284i,-0.00035546+0.00092454i,0.00021237+0.0010498i,0.00016976+0.00012611i,-0.00037073-0.00045175i,-0.00026108+2.4278e-05i,-0.00036266+0.00034527i,2.3745e-05-0.00044258i,0.00051556-0.00097978i,2.529e-05-0.0005224i,-0.00014339-0.00057109i,0.00028311-0.00058429i
0.00080317+0.00023094i,-3.3107e-05-0.00043413i,0.00028676+0.00027817i,9.3608e-05+0.0009773i,-0.0011933+0.00050547i,-0.0013008+0.00024093i,-0.0007947+0.00011042i,-0.00027939-0.00020356i,-4.014e-05-0.00020247i,-0.00022431+0.00053012i,-0.00042416+0.0012122i,-0.00033903+0.0010738i,0.00044423+0.00011464i,0.00087272-0.0003984i,0.00040618-0.00055283i,0.00018931-0.00043534i,0.0001188+0.00010637i,0.00018771+0.00032812i,0.00059032-1.2761e-05i,0.00055276-0.00017324i,0.00050924-0.0001629i,-1.2893e-05-0.00014395i,-0.00018186+0.00013066i
-0.00070098-0.00042457i,-0.00091697-0.0013735i,-0.00073065-0.00069454i,-0.00028776+0.00032449i,-0.00031624+0.00079383i,-0.0010982+0.00080264i,-0.001594-3.4764e-05i,-0.0011553-0.00046298i,-0.0011565+0.00034852i,-0.0014307+0.00067971i,-0.00093707-0.00010805i,4.3454e-05-0.00067268i,0.00091934-0.0003851i,0.00049572-0.00042406i,4.7323e-05-0.00037081i,0.00087048+1.0505e-05i,0.0002051+2.0876e-05i,-0.00070276+0.00023754i,-0.00042516+0.00036188i,0.00038945-0.0001035i,0.00082923-0.00014131i,0.00020743+0.00029312i,-0.00011349-0.00027943i
-0.00058354-0.00088923i,-0.00038958-0.0012732i,-0.00041771+0.0001661i,-0.00035849+0.0014244i,-0.00064405+0.00086342i,-0.00095495-0.00011379i,-0.0010308-0.00029518i,-0.00041442-0.00013128i,-0.00026016+4.0591e-05i,-0.00077544+0.00068218i,-0.00091886+0.00074784i,-0.00046065+0.00036227i,9.3496e-05+5.411e-05i,-1.4113e-05-6.1954e-05i,8.9082e-05+0.0006261i,0.00057954+0.001359i,0.00045241+0.001247i,3.0219e-05+0.0010643i,-2.009e-05+0.00099602i,0.0007632+0.00083763i,0.0012274+4.1818e-05i,0.0011745+0.00021314i,0.0010726+0.00015237i
-0.00077791+0.0021412i,-0.0018408+0.0021224i,-0.0010904+0.0017251i,-0.00076953+0.0017441i,-0.0015779+0.001367i,-0.0014394+0.00040166i,-0.00083778+0.00072661i,-0.0010356+0.00083697i,-0.0011689+0.00032027i,-0.00020467+0.00077359i,0.00055578+0.0013497i,0.00078059+0.00070742i,0.00097381+0.00027925i,7.8014e-05+0.00087975i,-0.00064743+0.0012607i,-1.4817e-05+0.00074645i,3.3262e-05+0.00035119i,0.00076603-3.1207e-05i,0.0014648+0.00023233i,0.00049679+0.0003646i,0.00014644-0.00021013i,0.00052814-0.00033337i,0.00051899-0.00020468i
0.00053387-0.00040543i,0.00061309-0.0014187i,-0.00055133-0.0017408i,-0.0012087-0.00047196i,-0.0018087+0.00031054i,-0.0013771+6.6691e-06i,-0.00066822+1.4321e-05i,-0.00082574+0.0002068i,-0.0016003+0.00018824i,-0.001953+4.209e-05i,-0.00087475+0.00036629i,0.00012011+0.00033965i,-0.00031975-0.00029419i,-0.00019515-0.00069755i,0.00034019-0.00020322i,0.00020489+0.00064913i,0.00033128+0.0012009i,-0.00024273+0.00049436i,-0.00035996-0.00043618i,0.00072359-0.0005705i,0.0010794-0.00061372i,0.00022637-0.00031461i,-0.00055265-6.3572e-06i
-0.00053844+0.0023147i,-3.2731e-05+0.0020238i,0.0016547+0.0020309i,0.0024814+0.0027669i,0.0017183+0.0021905i,0.00081054+0.00065765i,0.0003989-0.00028499i,7.4469e-05-0.0005604i,-0.00037877-0.00050298i,-0.00023708-0.00024952i,0.00040541+0.00017309i,0.00067586+0.00038465i,0.00073254+0.00067728i,0.00041296+0.00044456i,4.1654e-05-1.7203e-05i,0.00010851-1.9296e-05i,0.00016042+0.00012973i,0.00030215+0.0001486i,0.00011265+0.00077858i,0.00061785+0.00071188i,0.0016875-0.0001206i,0.0012067-0.00064672i,-0.00036132-0.00055888i
-0.0019997-0.0016768i,-0.0010754-0.00087485i,-0.002153-0.00013525i,-0.0023209+0.00035456i,-0.0018668+0.0011774i,-0.0013231+0.001055i,-9.9873e-05+0.00067187i,-0.00019574+0.00070563i,-0.00022659+0.0008606i,0.00040604+0.0011217i,0.00030422+0.00058599i,0.00069249+0.00014072i,0.00075135-0.00024361i,-4.4219e-05-0.00042288i,-0.00021632-6.695e-05i,5.6861e-05+0.00050094i,0.00027632+2.6397e-05i,0.00018738-0.00021713i,0.00046992+0.00058721i,0.00097768+0.00054743i,0.00025374-0.00019293i,-3.1806e-05-0.00059307i,0.00028501-0.00045623i
0.0023373-4.8323e-05i,0.001408-7.2407e-05i,0.00068528-0.00021086i,-0.0003785+0.00018006i,-0.0012403+0.00012331i,-0.0014824-0.00026979i,-0.0016787-0.00030562i,-0.0012432-0.00031907i,-0.00035829-0.00017572i,8.0184e-06+0.00059422i,0.00023694+0.0010728i,0.00051758+0.0011211i,0.00058017+0.0009941i,0.00033937+0.00042903i,0.00022972+0.00052173i,0.00035243+0.0007441i,0.00042255+0.00057191i,0.00045313+0.00021333i,-5.3372e-05-0.00011515i,-0.0005474-3.2203e-05i,-9.5923e-05+0.00021576i,0.00035985+0.00017498i,0.00049779+0.00038313i
-0.00070736+0.0011198i,-1.2482e-05+0.00091143i,0.00025989+0.001528i,-8.957e-05+0.0019462i,-6.8533e-05+0.0011979i,6.4146e-05+0.00092719i,-0.00053752+0.00073111i,-0.00092211+0.00090331i,-0.00089047+0.00082875i,4.3877e-05+0.00029207i,0.00045171+0.00045443i,-0.00012765+0.00015087i,0.00012597-0.00030375i,0.00035783-5.7714e-06i,-0.00031716+0.00040083i,-0.0010931-0.00020985i,-0.00073731-0.00077496i,0.00010341-0.0005416i,-2.9811e-05-0.00033377i,-0.00018102-0.00044558i,-0.00026578-0.001037i,-0.00030295-0.00048877i,-0.00016667+0.00045134i
