0.00020642+0.00070023i,-0.0014834-0.00079654i,-0.0017394-0.0015979i,-0.0001207-0.0014293i,-1.69e-05-0.00059317i,-0.0012986+0.0015398i,-0.00049815+0.002282i,0.0010358+0.0012459i,0.0012908+0.00055103i,0.0014815+4.9478e-05i,0.001416-6.154e-05i,4.2738e-05-0.00031191i,-0.0010498-0.00013774i,-0.00082151+4.4493e-05i,-0.00013644-0.00051922i,0.00057502-5.6939e-05i,-0.00017957+0.00058111i,-0.0010656+2.4853e-05i,-0.00087815-0.00050704i,-0.0002822-0.00041678i,-9.0429e-06-0.00062169i,0.00052033-0.00080459i,0.00074048-0.00027447i
4.9127e-05+0.00037252i,5.3599e-05+0.00057014i,0.00026508-0.0001673i,0.00041415-0.00043984i,-0.00020153+0.00026642i,-0.00092183+0.0013873i,-0.00039614+0.0021256i,0.00061144+0.0012188i,0.0013687+0.00032478i,0.00089767+0.00021242i,0.00056794-0.00010045i,0.00092793+0.00020801i,0.00042391+0.00079601i,-0.00067096+0.0002581i,-0.00047501-8.2861e-05i,0.00049313-0.00022074i,0.00020572-0.00020154i,-0.00020752-1.7632e-05i,9.4336e-05+7.5607e-05i,0.00052398+4.2291e-05i,0.00051365-0.00031454i,-0.00034804-0.0005917i,-0.00057643-0.00019015i
-0.00099236-0.0011549i,-0.0012165-0.00078897i,-0.0010381-0.0016768i,-0.00082795-0.0017849i,-0.0010264-0.00078704i,-0.0011487+0.00032261i,-0.0008997+0.0013805i,-9.1781e-05+0.0013254i,0.00047755+0.0013381i,0.00014599+0.0016464i,-0.00046057+0.0010005i,-0.00066258+0.00041834i,-0.00052517+6.0239e-05i,-0.00095283-0.00076182i,-0.0017486-0.00052373i,-0.0015624+0.00038407i,-0.00053091+0.00021978i,-0.00012236+0.00021656i,-0.00036993+0.0006498i,5.2012e-06+0.00070177i,0.00075285+0.00072284i,0.00057705+0.00038735i,-0.00042127+0.00035163i
-0.0004049-0.0023416i,0.0002468-0.0024979i,-4.8101e-06-0.0018467i,-0.00051305-0.0011155i,-0.00087758-0.00027775i,-0.0012054+0.00044243i,-0.00049792+0.0018671i,0.00040526+0.0025948i,0.00082379+0.0020792i,0.00098353+0.0012088i,0.00058562+0.00047753i,0.00024921+0.00010307i,-2.2332e-05+0.00025998i,0.00012957-0.00020589i,0.00078112-0.00064917i,0.00030881-0.00089757i,-0.00068833-0.0011866i,-0.0011513-0.00098579i,-0.0012831-0.00046844i,-0.00063955+0.00020238i,-0.00044541+0.00010285i,-0.00085317+0.00010814i,-0.00042142+5.2389e-05i
0.00036332+9.4311e-05i,-0.0003495-0.00096644i,-0.00078739-0.0020132i,-0.00072146-0.0013059i,-0.0002998-0.00030574i,-0.00019074+0.00097804i,-0.0002528+0.0024891i,3.6586e-05+0.0018338i,0.0001959+0.00050692i,0.00020561+0.00038047i,6.3302e-05+0.0005181i,-4.0911e-05-8.608e-05i,0.00027171-0.00011903i,0.00018278+0.00022051i,-0.00090672-0.00028994i,-0.0012219-0.00069787i,-0.00044278-0.00015674i,9.5848e-05+0.0010526i,-0.00020693+0.0012444i,-0.00050588+0.00052662i,-0.00016018-0.00010859i,0.000161-0.00025132i,0.00088034-0.00044586i
0.00028077-0.00094805i,-0.00030339-0.00068175i,-0.0020074-0.0011792i,-0.0021723-0.0012479i,-0.0021477+0.00044989i,-0.0019101+0.0022557i,-0.0013127+0.0025984i,-0.00042528+0.0025327i,0.00047741+0.0020088i,0.00046495+0.00098773i,-6.6998e-06+0.00056561i,0.00017654+0.00091497i,7.2673e-05+0.00051746i,-6.7704e-05-0.00021452i,-0.00033955-0.00031791i,-0.00063098-0.00067862i,-0.00073148-0.00043814i,-0.00070956-0.00012909i,-0.00072148-0.000439i,-0.0008924-0.00038234i,-0.00088727-0.00058166i,-0.00052489-0.00079278i,-0.00029987-0.00063785i
0.00035473-0.0020221i,-0.00013295-0.0015421i,-0.0007663-0.0014891i,-0.0010057-0.0020338i,-0.0012249-0.0015593i,-0.001207+0.00028022i,-0.00051327+0.002091i,0.00026662+0.0024353i,0.0010139+0.0015898i,0.0015745+0.0011428i,0.0015472+0.0012765i,0.00099728+0.00082799i,0.00070391+0.00029076i,0.0008211-0.00021518i,5.0499e-05-0.00041329i,-0.00090139-0.00068847i,-0.0011499-0.00072511i,-0.0015729-0.00070193i,-0.00094152-0.0012226i,-0.00010678-0.00097762i,0.00012594-0.00010547i,0.00036475+9.3039e-05i,0.00028573-0.00067588i
-0.00018642-0.0010068i,-0.0002904-0.0021553i,-0.00017278-0.0025087i,-0.00054774-0.0017451i,-0.001231-0.00033333i,-0.00061987+0.00088405i,0.00034279+0.0011793i,-0.00028946+0.0014492i,-0.00042012+0.00068393i,0.00024038-0.0010247i,0.00091768-0.00066427i,0.00078319-0.00063128i,0.00017904-0.00069476i,0.00061071+0.00012837i,0.00090259-0.0002033i,0.00034301-0.00097296i,-2.6839e-05-0.00048862i,-0.00046346-0.00014142i,-0.00030709-0.00039756i,3.229e-05-0.00067287i,-7.459e-05-0.00064291i,0.00024933-0.00039733i,0.0011546+8.1137e-05i
7.9613e-05-0.000967i,0.0011204-0.0013421i,0.0011314-0.0029173i,0.0001822-0.0030954i,-0.00092834-0.001766i,-0.0016329-7.1208e-05i,-0.00077224+0.0014993i,0.00049385+0.0015494i,0.00070168+0.00067289i,0.0005566-0.00031586i,0.00020845-0.00018225i,-4.5953e-05+0.00053109i,0.00018797+0.00043804i,0.00045696+5.228e-05i,0.00089912-0.00024468i,0.00023161-0.00058954i,-0.00043362-0.00063085i,-0.00022276-0.00057557i,-0.0002473-0.0011165i,-0.00050947-0.0011949i,-0.00031115-0.00066082i,0.00047456-0.00040744i,0.00096768+0.00031208i
0.0010471-0.00051055i,0.0010285-0.00083742i,0.0011905-0.0016005i,0.00083388-0.00083319i,0.00022787+0.00058689i,-0.00023017+0.0020689i,-0.00052278+0.0026499i,-0.00051766+0.0019327i,-0.00059518+0.0010995i,-0.00021889-1.7039e-05i,0.00010967-0.00065756i,0.0004721-0.00096633i,0.00084854-0.0005696i,0.00087085+0.00012202i,0.00088955-4.8823e-05i,0.00051493-0.00079801i,-0.00022928-0.0015376i,-0.00071033-0.00096856i,-0.00050519+0.00024739i,-0.00016694+0.0010727i,-8.6523e-05+0.0011237i,-6.951e-05+0.0010752i,0.00041562+0.00090884i
0.0018353-0.0013569i,0.0011463-0.0018111i,0.00068265-0.0024926i,-0.00043467-0.0019356i,-0.0012082-0.0010818i,-0.0010902+0.00098864i,-0.00059677+0.0032731i,2.0055e-05+0.0031592i,0.00036352+0.0015005i,6.443e-05+0.00041692i,-0.00059354+0.00038177i,-0.00079418+0.00040714i,-0.00037721+0.0005755i,-4.3498e-05+0.00077864i,0.0004946-0.00024218i,0.00025522-0.0014424i,-6.43e-06-0.0015809i,0.0004235-0.0013251i,0.00019969-0.00094511i,0.000661-0.0002872i,0.0011767+0.00023977i,0.00061366+0.00041939i,0.00028181-0.0001097i
-0.002688+0.0038384i,-0.0015908+0.0040154i,0.00065268+0.0039112i,0.0016125+0.0027603i,0.0016141+0.0014262i,0.00091378+0.0014929i,-7.3316e-05+0.0016034i,-8.0387e-05+0.00084898i,-0.00028718+0.00071533i,-2.7554e-05+0.00032848i,0.0006595-0.00010394i,0.00091459-0.00023154i,-0.000237-0.00030722i,-0.0010738-0.000322i,-0.00085821-0.00040988i,-0.00037867-0.00033045i,-0.0002012+1.2949e-05i,-0.00044988+0.00023831i,-2.9322e-05+0.00036722i,0.00032105+0.00073076i,0.0002594+0.0010393i,0.00042168+0.00065102i,0.00034273-0.00018409i
-0.0007137-0.0005335i,-0.0015892-0.00064804i,-0.0014518-0.0008482i,-0.00056057-0.00074136i,-0.00037209-0.00094152i,-0.0014606+0.00015878i,-0.001294+0.001733i,-0.00026367+0.0015059i,0.00036186+0.00072366i,0.00074572+0.00068708i,0.00052705+0.00087802i,8.729e-05+0.00014743i,-0.00051692-0.00020831i,-0.0011233-6.2879e-05i,-0.00081196-0.00051296i,-0.0006214-0.00089144i,-0.00051797-0.00097907i,-0.00012005-0.00046911i,0.00068913+0.00047649i,0.0011802+0.0010354i,0.00079071+0.00087415i,-0.00038139+0.00065087i,-9.8226e-05+0.00044547i
0.0017338-0.00067356i,0.0020905-0.0012293i,0.0025343-0.0024369i,0.0020508-0.0030271i,0.00047322-0.0021718i,-0.00048545-0.0003209i,-3.9535e-05+0.00077112i,0.00088466+0.0013468i,0.0014553+0.0010261i,0.0011566+0.00016563i,0.00073445+0.00044887i,0.00046282+7.9315e-05i,0.00071905-0.00045432i,0.00083578-7.1222e-06i,0.00021227+4.3176e-05i,-0.00011051-0.00071559i,9.7518e-05-0.0012661i,0.00039086-0.001374i,0.00046925-0.001154i,0.00024443-0.00041544i,-6.3128e-05+0.00031863i,-2.1149e-05+0.00080249i,0.00069361+0.00044372i
0.0014617-0.00067265i,0.0025021-0.00085803i,0.0021209-0.00072851i,0.0013234-0.0012936i,0.00045905-0.001081i,-0.00012353+0.0010634i,-5.784e-05+0.0020437i,0.00070421+0.0020044i,0.0015541+0.0009566i,0.0020663-0.00025095i,0.0017538+3.2358e-05i,0.00022114+0.00077248i,-0.00060549+0.00058561i,-2.7332e-05-2.5247e-05i,0.00011608+4.8074e-05i,-0.00037517+0.00027739i,-0.00048676+0.0001398i,-0.00034685+0.00066434i,-0.00029383+0.00097311i,-0.00058696+0.00055077i,-0.001144+0.00056896i,-0.0010879+0.00056336i,-0.00039159+2.5451e-05i
0.002049+0.0024937i,0.002143+0.0020933i,0.0025907-0.00018056i,0.002773-0.0020909i,0.002142-0.0018556i,0.00073016-0.00047351i,-0.00040262+0.0021483i,0.00017952+0.0028763i,0.0011679+0.001328i,0.0011911+0.0004505i,0.00073067-0.0004255i,0.00013626-0.00031204i,-0.00044857+0.00050163i,-0.00069147+0.00010782i,-0.00038465-0.00031885i,-0.00026407+0.00060221i,-0.00047101+0.00035378i,0.00014175-0.00024314i,0.00082736+0.00021396i,0.00090915+0.00060489i,0.00017732+0.00073352i,-0.00021243+0.00070977i,0.00034649+8.6024e-05i
-0.00069373-0.0018827i,-0.00082235-0.0018977i,-0.00064063-0.0030365i,-0.00080664-0.003118i,-0.0018929-0.00052777i,-0.0029071+0.0018299i,-0.0021345+0.0025536i,-0.00098652+0.0024065i,-0.00050203+0.00087728i,0.00038606-4.7189e-05i,0.00068345+0.00076682i,-0.00010955+0.00099746i,-0.0010332+0.00068284i,-0.0012398-1.7471e-05i,-0.00074564-0.00029849i,-0.00062783-0.00058085i,-0.00073759-0.00021799i,-0.0010755+0.00080345i,-0.0013957+0.00048696i,-0.00058291-0.00028008i,0.00045799-0.00036569i,-0.00013304-0.00018571i,-0.00064586+0.00016151i
-0.0016556+0.0026681i,-0.0012491+0.0015763i,-2.919e-05+0.0019462i,0.0016001+0.0022477i,0.0017982+0.0016523i,0.00026117+0.0015055i,-0.00020605+0.002198i,0.0002635+0.0022499i,0.0004737+0.0015409i,0.0010219+0.0014654i,0.0017469+0.00089224i,0.0014455+0.00041305i,6.005e-06+0.00071803i,-0.00094161+0.001195i,-0.0012937+0.000685i,-0.0012027-0.00017076i,-0.0008741-0.00016062i,-0.00075425+6.4618e-05i,-0.00054932+0.00052286i,0.00043883+0.00083478i,0.00071107+0.00035883i,7.1013e-05-8.7863e-05i,-0.00044841-0.00069308i
-0.0015187-0.00095723i,-0.0016785-0.0015396i,-0.0018176-0.0013959i,-0.0018549-0.00029762i,-0.0015394+0.00038755i,-0.0006577+0.0013742i,0.00063049+0.0019346i,0.00079456+0.0015174i,0.00066157+0.001379i,0.00092751+0.0015203i,0.0008557+0.0011469i,0.00039656+7.028e-05i,0.0004351-0.00028965i,0.00022547+0.00011561i,-0.00079016-0.00058909i,-0.00078785-0.00091204i,0.00015032-0.00089707i,-0.00063168-0.00053854i,-0.0014101-0.00023917i,-0.00089424-0.00026055i,-0.00049925-9.3766e-05i,0.00018299-9.292e-05i,0.00079291+4.5604e-06i
0.0036657-0.00036783i,0.0038285-0.0017144i,0.0038704-0.0047611i,0.0027977-0.005415i,9.9322e-05-0.0033451i,-0.0016573-0.00040415i,-0.00091249+0.0014196i,-0.00031232+0.0012425i,-0.00026987+0.00091766i,-0.00062487+0.0012483i,0.00010542+0.00055318i,0.00053371+0.00059264i,-0.00020727+0.00092323i,0.00015495+0.0009593i,0.00067519+0.00076887i,0.00037057+0.00040602i,0.00020673-0.00064242i,-0.00040981-0.00077881i,-0.0009041-0.00038591i,-7.0791e-05-0.00061992i,0.00063182-0.00016142i,0.00051368+0.00017431i,0.0007732+9.3719e-05i
0.0036329+0.0022772i,0.0042257+0.00047254i,0.0042513-0.0010716i,0.0032381-0.0018531i,0.0016504-0.0018488i,-0.00052311-0.0002111i,-0.00084979+0.0013953i,0.00020683+0.0011447i,0.00018877+0.00051221i,0.00014025+0.00061529i,0.00044273+0.00036501i,9.4788e-05-0.00020998i,-0.00013372-0.00078534i,8.9869e-05-0.00071632i,0.00031472-0.00058725i,0.00053892-0.00071855i,0.00010519-0.00080652i,-0.00067877-0.00087969i,-0.0013355-0.0010259i,-0.0010993-0.001037i,0.00018155-0.00038058i,0.00088278+0.0005996i,0.0016535+0.00063625i
-0.00013501+0.0004831i,0.00048549+0.00092574i,0.00071819+6.707e-05i,0.0010717-0.0006972i,0.0010982-0.00053198i,0.00012481+0.00083943i,-0.00017216+0.0016512i,0.00049607+0.0012478i,0.00078126+0.00082281i,0.00059334+0.00023299i,0.00076605-9.8884e-05i,0.00065176+0.00035509i,0.00080741-1.6376e-08i,0.00013315-0.00074407i,-0.00015323-0.0012599i,0.00022025-0.0011146i,0.00044745-0.00035294i,8.4566e-05-0.00012438i,-9.3634e-05-0.00010291i,-0.00047903-0.00029533i,-0.00040807-0.00066331i,7.0139e-05-0.00047376i,0.0010001-0.0002696i
-0.00023222-0.0015676i,-0.00078605-0.0011919i,-0.0010954-0.0015478i,-0.0010123-0.0019481i,-0.00098104-0.00071749i,-0.00090935+0.0015114i,-0.00017939+0.0024044i,0.00020788+0.0024376i,0.0002427+0.0017067i,0.00049098+0.00060644i,0.00031027-0.00039947i,-1.4963e-05-0.0002332i,0.00060223+0.00035309i,0.0011344+5.8711e-05i,0.0012459-0.00035781i,0.0002647-0.00032046i,2.5113e-05-0.00073415i,0.00032049-0.0012318i,0.00044936-0.00079291i,0.0012906-0.00013301i,0.0011164+0.00037847i,0.00048685-9.8843e-05i,0.0010337+3.7176e-05i
0.0005596+0.0011679i,0.0010885+0.001047i,0.0020591+0.00039397i,0.001975-0.001345i,0.00067694-0.0014965i,-0.00069425+0.00059436i,-0.00027632+0.001961i,0.00032264+0.0014729i,0.00048635+0.00063751i,0.00061956+0.00056721i,0.00023441+0.00031249i,0.00094-0.00057767i,0.0016679-0.00065873i,0.0012583-0.00012878i,0.0002049-0.00031931i,-8.4127e-05-0.00073159i,0.00036614-8.7746e-05i,-0.0002947+9.0838e-05i,-0.00013596-2.7011e-05i,0.00043194+0.00062448i,-4.7984e-05+0.00090868i,1.3237e-05+0.00092174i,0.00070076+0.0014753i
-0.00082094+0.00096754i,0.00050492+0.00084607i,0.0015297+0.0020997i,0.0014405+0.002074i,0.0014279+0.0016343i,0.001117+0.0018578i,0.00078595+0.0022193i,0.00024659+0.0018336i,-0.00027+0.00082054i,5.3042e-06+0.00012106i,0.00096514+0.00053584i,0.0013822+0.0006832i,0.00075518-0.00053229i,-3.8142e-07-0.00082845i,0.00055882-0.00067358i,0.0013627-0.00066122i,-4.8417e-05-0.00018473i,-0.0007502-0.00027383i,0.00078745-0.00034747i,0.0013375+7.6248e-05i,0.00070344+0.00035239i,0.00055638+0.00079647i,0.00047188+0.00067649i
0.00061442+0.0036141i,0.0011341+0.0036728i,0.0017857+0.0025753i,0.0016496+0.00026459i,0.0004948-0.00056151i,-0.00061578+0.0003192i,-0.0008101+0.0017924i,-0.00033703+0.0018334i,0.0012324+0.0013592i,0.0020162+0.00094488i,0.0009393-0.00024339i,0.00021065-0.0011471i,0.00020336-0.00081508i,0.00024278+0.00032029i,-0.00011184+0.00066065i,-0.00039145+0.00053816i,-0.00028284+0.00071795i,0.00013463+0.00082707i,0.0007427+0.00036376i,0.00096351+0.00047394i,0.00031067+0.00059248i,-0.00021038+0.00033466i,-0.00051705+0.00010983i
9.233e-05+0.0007702i,-0.00055628+0.0017i,0.0008918+0.00058272i,0.0016763-0.00053914i,0.0006641-0.0006579i,-0.00080868+6.4193e-05i,-0.00097327+0.001053i,0.00015148+0.0012073i,0.0013882+0.00056266i,0.0014136+0.00020339i,0.00074132+0.00047388i,0.00035804+0.00071664i,0.00014996+0.00031533i,-0.00014768+0.00013832i,-0.00043079+0.00057324i,-0.00036775-2.2145e-05i,-2.936e-05-0.001186i,0.00021-0.0010184i,-0.00026317-0.00012569i,-0.00066853+0.00075776i,8.836e-05+0.0010055i,5.4681e-05+0.00056161i,-0.00055536-0.00025674i
-0.0018408-7.5125e-05i,-0.0015429-0.00026769i,-0.0019111-0.00023654i,-0.0011443-8.3561e-05i,-1.6946e-05+0.00048045i,-7.9611e-05+0.0010721i,-0.00051061+0.0012042i,-0.00026253+0.001917i,0.00045093+0.0020741i,0.00020361+0.0013716i,-9.5387e-05+0.00046069i,-0.00018553-0.00031649i,-8.4492e-05-0.0010243i,-7.999e-05-0.00052665i,-0.00019464-0.0001311i,-3.7188e-05-0.00093422i,0.00043566-0.00088064i,0.0012663+0.00066183i,0.00084633+0.00097964i,-0.00036705+0.0001535i,-7.393e-05+0.00011742i,0.00014687+0.00058796i,0.0001912-1.995e-06i
0.0010706-0.0041377i,0.001403-0.0032671i,0.00052889-0.0032424i,-0.0005223-0.0029201i,-0.0019258-0.00049647i,-0.0014447+0.0019323i,-0.00014089+0.0029854i,4.9782e-05+0.0029981i,8.0724e-05+0.0021792i,0.00010918+0.0012901i,0.00019855+0.00043577i,0.0002938+0.00033886i,0.00041824+0.00036398i,-0.00035964-0.00046911i,-0.00095667-0.00081595i,-0.00080616-0.00071923i,-0.00042764-0.0007134i,-0.0001643-0.00094544i,0.00054995-0.001175i,0.00024971-0.0006574i,-0.000667+0.0004463i,-0.00069205+0.00021451i,-0.00014584-0.00032075i
0.0021771-0.0003987i,0.0022515-0.00010269i,0.0017345-0.0018074i,0.00050279-0.002384i,-0.00089131-0.0017529i,-0.0013605+0.00011133i,-0.00070849+0.0013801i,0.00079589+0.0012882i,0.0012366+0.0012599i,0.00063415+0.00066619i,0.00036335+0.00025177i,0.00034817+0.00060973i,0.00058724+0.00041342i,0.00094561-0.00025538i,0.00044972+0.00039047i,-0.00023988+0.00013436i,-0.0010483-0.00042041i,-0.0015128-0.00062075i,-0.00094201-0.00031287i,-0.00024082+0.00022529i,-0.00013228-0.00034691i,-6.7823e-05-0.00035398i,0.0001059-0.00015693i
0.00073018+1.9922e-05i,0.001401+0.00085958i,0.0013468+0.0011271i,0.00054292+0.00063694i,-0.00020607+0.00065323i,-0.00062429+0.0020962i,-0.00041069+0.0021477i,0.0006189+0.0017525i,0.00070036+0.0016417i,-0.0002555+0.00088814i,-0.00070834+0.00061565i,-0.00094438+0.00060847i,-0.00086117+0.00012034i,-0.00055383-0.00072243i,-0.00036727-0.00093224i,-0.00050642-0.00036904i,-0.00035238-0.0006267i,-0.00076088-0.0010884i,-0.00087324-0.00095583i,-0.00057367-0.00064917i,-7.4531e-05-0.00012543i,-0.00036062+0.0005601i,-0.00072819+0.0007503i
-0.0012902+0.00015562i,-0.0017219+0.0006724i,-0.0020142-0.00061598i,-0.0012047-0.0013407i,-0.00098588-0.00016334i,-0.00097244+0.0020597i,-0.00086116+0.0025068i,-2.028e-05+0.0015595i,0.00081561+0.0014118i,0.00096491+0.0017318i,0.00065072+0.0016412i,8.1776e-05+0.00084443i,0.00027179+0.00030051i,0.00055628+2.6377e-05i,0.00029815-0.00048702i,0.00016495-0.0010797i,0.00023335-0.0013949i,-7.0691e-05-0.0012064i,-0.00071046-0.00018408i,-0.00061992-9.9961e-05i,-0.00049403-3.7926e-05i,-0.00014364+0.00037045i,0.00064224-0.00014471i
-0.0010584-0.0011682i,0.00039139-0.00087112i,0.00087647-0.0001222i,0.0014974-0.00019722i,0.0016416-3.0044e-06i,-0.00022285+0.001424i,-0.00080796+0.0020575i,0.00068335+0.0018093i,0.00076663+0.0014713i,0.00030007+0.00063832i,0.00048378-0.0005741i,0.0012367-0.0013358i,0.001484-0.0012793i,0.00057425-0.00043211i,2.7141e-05-0.00050888i,0.00010018-0.0010377i,0.0001677-0.00063536i,0.00041508-0.00071176i,0.00034079-0.0014625i,-0.00024911-0.0012465i,-0.00042413-0.00022932i,0.00032325+0.00019079i,0.00045371-0.00011937i
0.0016115-0.00011419i,0.0021576-0.0014567i,0.0018218-0.001669i,0.001029-0.0010768i,0.00054552-9.5541e-05i,-0.00068658+0.00085878i,-0.00066929+0.001334i,0.00034164+0.0013339i,-0.00018881+0.00071439i,-0.00063167+0.00060729i,-0.00014987+0.00094427i,7.1608e-05+0.00010108i,7.4172e-05-0.00048993i,-0.00056993-0.00052217i,-0.00057392-0.00075053i,-0.00022592-0.00014747i,-0.00068668-0.00034768i,-0.0007383-0.0011718i,-0.00030259-0.00069034i,-0.00042443-3.6103e-05i,5.4092e-06-0.00016784i,3.9602e-06+0.00017528i,1.4777e-05+0.00082521i
-0.00036243-0.001551i,0.0007798-0.0019761i,0.00034471-0.0022495i,-0.0014782-0.0017004i,-0.0014024-0.00021135i,-0.00049619+0.00143i,-0.0010856+0.0024794i,-0.00062126+0.0019654i,0.00044905+0.0013687i,-4.3728e-05+0.0012085i,0.00024002+0.00074267i,0.00098705+8.3746e-05i,0.00082481-0.00045582i,0.00093553-0.00072172i,0.00063633-0.0005818i,3.8272e-05-8.3159e-05i,-0.00016162-0.0005539i,-2.2689e-05-0.00086227i,0.00017653+0.00014815i,-0.00031334+0.0010769i,-0.00074334+0.00063206i,-0.00046032-0.00010823i,-0.00050941-0.00018965i
0.0018165+0.00060993i,0.0021543-0.00090207i,0.0019887-0.0024122i,0.00029867-0.0024621i,-7.7549e-05-0.0003903i,-0.00049777+0.00081317i,-0.0012491+0.001274i,-0.00028134+0.0014885i,0.00036894+0.0013621i,-0.00067138+0.0010234i,-0.00036973+0.00095856i,0.00075566+0.00081705i,0.00035527+0.00052871i,-0.00087152+9.2895e-05i,-0.001865-0.00038438i,-0.001322-0.00093907i,-0.00043289-0.00059973i,-0.00033486+0.00011463i,-0.00030432+5.1643e-06i,-0.00032248-0.00014332i,-0.00013664+0.00054118i,0.00038721-4.855e-05i,0.0010107-0.0009971i
-3.4079e-05+0.0028027i,-0.00010747+0.002815i,0.001659+0.0023616i,0.0027812+0.00062097i,0.0014884-6.9167e-05i,-0.00045816+0.00073681i,-0.00033165+0.0017603i,0.00050858+0.0019035i,0.00087028+0.001128i,0.0013581+0.00084364i,0.00083455+0.00059598i,0.00031467+0.00053696i,0.00024109-0.0001444i,-0.0001727-0.00070853i,-0.00027627-1.489e-05i,-6.9088e-05+0.00053244i,0.00019577+0.00062273i,-0.00013557+0.00052454i,-0.00012795+0.00025828i,-0.00026755+7.1127e-06i,-7.3869e-05+0.00010583i,0.00057865+0.0001908i,0.00094541+0.00014211i
-0.0026352+0.0013029i,-0.0024416+0.0013908i,-0.0016336+0.0022286i,-0.00036538+0.00169i,-0.00013465+0.00155i,-0.00067356+0.0023733i,-0.00023999+0.0026768i,0.00042133+0.0021848i,0.00084234+0.0013249i,0.0013746+0.00092962i,0.0011301+0.00072538i,0.00041139+0.00041601i,-0.00018105+0.00010104i,-0.00080603-0.00011015i,-0.00040822-0.00033089i,0.00022832-0.00040097i,0.00012359-0.00041972i,2.0228e-05-0.00035158i,-4.9678e-06-0.00028345i,-0.0003657+0.00026709i,-0.0006856+8.0144e-05i,-4.7082e-05-0.00096005i,-1.334e-05-0.0012677i
-0.0010356+0.0023571i,-0.0012178+0.0012123i,-0.00049961+0.0003936i,0.00015958-0.00036009i,0.00018373-0.00029418i,-0.00010692+0.00082598i,0.00034776+0.0018725i,0.00073837+0.0024353i,-0.00012456+0.0018978i,-0.0001893+0.00027051i,0.00027495+0.00019945i,0.00063421+0.00038458i,0.00076799-0.00039963i,-0.00026945+2.5862e-05i,-0.00091707+0.00054265i,-0.0015087-2.6343e-05i,-0.0013104-0.00029039i,-0.00062899+0.00015203i,-0.00088382+0.00083881i,-0.0011327+0.0014262i,-0.00019454+0.00072675i,0.0014466+0.0005594i,0.0014096+0.00045103i
0.0010298+0.0020787i,0.0018452+0.0018239i,0.0036407+0.00090266i,0.0040259-0.001081i,0.0027452-0.001036i,0.00034783+0.00070599i,-0.00094656+0.0017521i,3.4895e-05+0.0015643i,0.00096065+0.0007614i,0.001015+7.7318e-05i,0.0010006-0.00041483i,0.00015058-0.00056852i,-0.00086246-0.0005109i,-0.0010625-0.00046567i,-0.00073606-0.00015498i,-8.15e-05+0.00024562i,0.00048912+0.00017316i,0.00041211+6.0866e-05i,0.00015769+0.00047171i,2.5775e-05+0.001051i,0.00055772+0.0011982i,0.00086651+0.0011907i,0.00071591+0.00030675i
-0.00048192+0.00066688i,0.00024336+0.00099209i,0.00058665+0.0012138i,0.0010262-0.00053265i,0.0010028-0.00064697i,0.00034766+0.0011014i,9.3445e-05+0.0023822i,0.00048478+0.0019889i,0.00094179+0.00061142i,0.00099737-0.00018794i,0.00097283-0.00061663i,0.00091347-0.00094578i,0.00017097-0.0015437i,-0.00036007-0.00076178i,0.00011319-0.00031084i,0.00036666-0.00099253i,-0.0006999-0.00083528i,-0.0017784-0.00039836i,-0.0011597-0.00029024i,-0.00038527-0.00052948i,-0.00030508+7.4439e-05i,3.8302e-06+0.00053784i,0.00047158-0.00037545i
-0.0014022+0.0014939i,-0.0015243+0.0017951i,-0.00061683+0.001562i,0.00053201+0.0010724i,0.0008549+0.00066818i,0.00063478+0.00080649i,0.00059912+0.00182i,0.00065388+0.0020607i,0.00047981+0.0015451i,0.00022322+0.00089026i,-1.2973e-05+0.00021643i,-3.6642e-05+3.9548e-05i,-0.00069533-0.0003287i,-0.00064955-0.0006545i,-0.00084485-0.00058789i,-0.0010705-0.000658i,-0.00048721-0.00041021i,-0.00035052-0.00024508i,1.9161e-05-0.00053815i,0.0012204-8.2919e-06i,0.0014846+0.00077762i,0.00060917+0.00097299i,0.00024184+0.00084062i
-0.00051962-0.0010284i,0.00015756-0.0017484i,0.00057713-0.0015586i,0.00038617-0.0018291i,0.00020866-0.0018156i,-0.00073136-0.00043062i,-0.00077808+0.0013738i,0.00018085+0.0016744i,0.00085947+0.00076526i,0.00052809+0.00076899i,0.00027938+0.0012726i,0.0008421+0.00066714i,0.0012095-0.00078774i,0.001028-0.0010174i,0.00093793-0.00021017i,0.00093905-0.00078001i,0.00066868-0.0011098i,-0.00027117-0.00012911i,-0.0010795+0.00091505i,-0.00067511+0.00066764i,0.00036121+0.00022534i,0.00072045+0.00066018i,0.0012181+0.00094645i
-0.002338-0.00049594i,-0.001392-0.00089687i,-0.00020164+0.00063991i,0.00031414+0.0016272i,0.0010155+0.0024107i,0.00042639+0.0023149i,0.00062234+0.0017663i,0.0011872+0.0017243i,0.00032602+0.0011068i,0.00068917+0.00044773i,0.0017979+5.6133e-05i,0.0020385-6.1883e-05i,0.0014209-0.00049081i,0.00039992-0.00023432i,-0.00012522+0.00019797i,-5.7451e-05-0.00022078i,0.00013367-0.00070568i,0.00018575+0.00013307i,-0.00038627+0.00098877i,-0.00089615+0.00072556i,-0.00097472+0.0011541i,-0.00029072+0.0014743i,0.00020371+0.00080293i
