-0.0064014+0.00050133i,-0.0081399+0.0015623i,-0.0072393+0.0059219i,-0.0020395+0.0074704i,0.0020751+0.0064802i,0.0023062+0.0029636i,0.0013866+0.00062397i,0.00090872+0.0010146i,0.0010719+0.0013266i,0.00191+0.0011601i,0.0024383-1.2685e-05i,0.0020554-0.001276i,0.0011822-0.0016056i,0.0007154-0.0014387i,0.0002649-0.00099657i,0.0002526+0.00021668i,0.00058773+0.00101i,-9.348e-06+0.00075694i,-0.0011065+0.00078995i,-0.0011545+0.00093349i,-0.00031104+0.00054332i,-0.00020612-0.00010005i,-0.00030095-0.00013402i
-0.006718+0.0042187i,-0.015806+0.0048348i,-0.016166+0.0032037i,-0.0084469+0.0019216i,-0.0015002+0.0021659i,0.0003945+0.0023384i,0.00059071+0.0023618i,0.0013312+0.0017607i,0.0019042+0.0001934i,0.0012597-0.00079354i,0.0010855-0.00091541i,0.0012812-0.00077916i,0.0010536-0.00074533i,0.00058617+2.7165e-05i,0.00035539+0.0013221i,0.0012051+0.0014905i,0.0018311+0.00084554i,0.0015512+0.0007526i,0.00087425+0.00035501i,-0.00011856-0.00064847i,-0.00067338-0.00029798i,-0.0002964+0.00025701i,-0.0005569+0.0002177i
0.0041686+0.0074813i,0.0020382+0.017182i,-0.0017757+0.018704i,-0.0019732+0.011837i,0.0014846+0.0053909i,0.0039511+0.0023079i,0.0041626+0.00086425i,0.0032626-0.00067553i,0.00096963-0.0022134i,-0.00073923-0.0017168i,-0.00061066-0.00063985i,5.2657e-05-0.00016865i,0.00023799-0.00015917i,0.00041346+0.00013793i,0.001693+0.00047201i,0.002382+0.00088277i,0.0020631+0.00028045i,0.0014506-0.00086501i,-3.2644e-05-0.0012114i,-4.1215e-05-0.0014292i,0.00095592-0.00045951i,0.00045294+0.00071493i,4.6323e-05+0.00078725i
0.010828-0.0016614i,0.018049+0.0050595i,0.015917+0.0074385i,0.0097465+0.0033774i,0.005412-0.0016163i,0.0034166-0.0043736i,0.0019139-0.004497i,0.0001672-0.0029028i,-0.0011818-0.0017656i,-0.001773-0.0011725i,-0.0013093-0.00038333i,-0.0010329+2.1946e-05i,-0.001573+9.0079e-05i,-0.00086298+0.00029894i,0.00026388-0.00036646i,0.00076033-0.0018472i,0.00063811-0.0022498i,0.00043666-0.0016923i,-0.00032687-0.0011763i,-0.00039022+2.2698e-06i,0.00046926+0.00048201i,0.00039625+6.6305e-05i,2.3098e-05+6.7682e-05i
0.00046468-0.0087351i,0.0096941-0.014415i,0.012591-0.012146i,0.0080569-0.0066897i,0.0022952-0.0043111i,-0.0014832-0.0047173i,-0.0027892-0.0040557i,-0.002373-0.001788i,-0.0013258-0.00024348i,-0.00047783+0.00025185i,-0.00043538-4.9816e-05i,-0.0010377+3.0303e-05i,-0.00097122-0.00014769i,-0.0008945-0.0010856i,-0.0013641-0.0019831i,-0.0015327-0.0016839i,-0.0015103-0.00076507i,-0.0012071-1.6151e-07i,-0.0010587+0.0011298i,-0.00021485+0.0015263i,9.9108e-05+0.0001454i,5.876e-05-0.0011668i,0.00048246-0.00093715i
-0.0097688-0.0038796i,-0.012237-0.015225i,-0.0092942-0.016329i,-0.0044484-0.0085893i,-0.0028626-0.0023382i,-0.0050647-7.6695e-05i,-0.0057005+0.0014032i,-0.0032685+0.0019369i,-0.0006879+0.0013909i,0.00084428+0.0008476i,0.00072006+0.00064826i,6.3525e-05+0.0005539i,0.00034335+0.00096425i,0.00030768+0.00051687i,-0.00064262+0.00027927i,-0.0017412+0.0012472i,-0.0022249+0.0016648i,-0.0012313+0.0012356i,0.00031028+0.0011749i,0.00039387+0.00079771i,-0.00081223-0.00051402i,-0.00077884-0.00054645i,-0.00045845-0.00024706i
-0.0069238+0.0075552i,-0.018438+0.004763i,-0.020239+0.003119i,-0.013373+0.0035034i,-0.0059155+0.0044432i,-0.0028422+0.005782i,-0.0023754+0.0064224i,-0.0010263+0.0045448i,0.0010183+0.0017461i,0.00098952+0.00068579i,0.00065549+0.00037824i,0.00062253+0.00076887i,0.00056263+0.00092048i,0.00032878+0.0012794i,-0.00024216+0.0016384i,-0.00046748+0.001454i,-0.0006069+0.0018694i,-0.0005111+0.0021614i,-0.00043151+0.0014888i,-0.00039161+0.00038749i,-0.00063678-5.5763e-05i,-0.00044005-2.724e-05i,-0.00018455+0.00028239i
0.0042714+0.0091288i,-0.002345+0.0186i,-0.0056135+0.018325i,-0.0034478+0.013046i,0.00045873+0.0085471i,0.0031867+0.0068114i,0.0041575+0.0048272i,0.0032302+0.0024815i,0.0014129+0.00032599i,-3.4605e-06-0.00070751i,-0.00027171-0.00030823i,0.00035727+0.00018071i,0.00091062+0.00078964i,0.0016073+0.0015624i,0.0017422+0.001994i,0.0017055+0.0017874i,0.0016551+0.001307i,0.00094255+0.0010104i,0.00099337+0.00040266i,0.00069799-0.00021006i,0.00060759+0.00022316i,0.00085617+0.00077363i,0.00066051+0.00061824i
0.01426+0.0014873i,0.019021+0.011408i,0.017966+0.015007i,0.013133+0.010505i,0.0086494+0.0031086i,0.0073699-0.0015716i,0.0059201-0.0021234i,0.0035632-0.0012878i,0.00092179-0.0013134i,-0.0011197-0.0012794i,-0.001372-0.0010411i,-0.0012286-0.0012517i,-0.0013607-0.0005422i,-0.00056566-0.00027987i,0.0003737-0.0011154i,0.00073406-0.0020153i,0.00098124-0.0019052i,0.00078849-0.0016526i,-0.00016698-0.002059i,-0.0005558-0.0016037i,-0.00020596-0.00055689i,-4.5586e-05+5.1039e-05i,3.1776e-05+0.00071685i
0.00706-0.014001i,0.017315-0.015044i,0.017718-0.013006i,0.011051-0.0098827i,0.0044912-0.0076303i,0.0004513-0.0078468i,-0.00090315-0.0066897i,-0.00089666-0.0033821i,-0.00082311-0.00089015i,-0.00093597+0.00010679i,-0.00072972+0.00021812i,-0.00023805+0.00025523i,-0.00059034+0.00018806i,-0.00025966-0.00061623i,-4.4306e-05-0.0010681i,-0.00070483-0.0015426i,-0.00079328-0.0017611i,-0.00047068-0.0006777i,-0.00033589-0.00013819i,0.00012813-6.493e-05i,0.00050791-0.00072446i,0.00040074-0.0012088i,0.00043094-0.00019054i
-0.011064-0.012148i,-0.008767-0.023057i,-0.006041-0.023873i,-0.0042358-0.014606i,-0.0044596-0.007174i,-0.0061342-0.0053802i,-0.0066442-0.0036248i,-0.0043732-0.0016046i,-0.0018217-0.00069839i,-0.00099274-7.2505e-05i,-0.00041636+0.00033308i,0.0008582+1.316e-05i,0.0013961+0.00021424i,0.00043966+9.2905e-05i,-0.00052712-0.0004188i,-0.0016947+0.00040301i,-0.0022681+0.0007384i,-0.0013093+0.00012051i,-0.00012041+3.8378e-05i,0.00010455+0.00028932i,-0.00040313+9.025e-05i,1.7996e-05-0.00054132i,0.0002478-0.00051183i
-0.017796+0.0049182i,-0.026926-8.6046e-05i,-0.026151+0.0015792i,-0.017391+0.0037482i,-0.008727+0.0044637i,-0.0060096+0.0045578i,-0.0049641+0.0045062i,-0.0026086+0.0030414i,-0.00057253+0.00022113i,0.0010219-0.00076169i,0.0010685-0.00030266i,0.00044985+4.5752e-07i,0.0003749-9.6337e-05i,-0.00013816+7.254e-05i,-0.0008291+0.00091275i,-0.00086505+0.0023031i,-0.00074982+0.0023117i,-0.00038007+0.0011063i,-0.00038565+0.00048052i,-0.0012819+0.00092702i,-0.0019171+0.0012359i,-0.0016211+0.0005508i,-0.00026237+0.00015088i
-0.0025794+0.020369i,-0.011548+0.025868i,-0.010335+0.023993i,-0.0043763+0.016266i,-0.00066325+0.0092956i,0.00062065+0.0071137i,0.00096834+0.0065233i,0.0014125+0.0047341i,0.0012717+0.0018324i,0.00073007+7.7754e-05i,0.00048715-7.8052e-05i,0.00035537-0.0003366i,-0.0004184-0.00031646i,-0.00051683-8.3672e-05i,-3.4358e-05+0.00015365i,-0.0004918+0.00083262i,-0.00070223+0.0013369i,0.0001501+0.0010227i,0.00060942+0.00062242i,0.000386+0.0017378i,0.00020076+0.0025169i,-0.00045737+0.0017721i,-0.001537+0.001057i
0.018134+0.012202i,0.019444+0.022208i,0.019578+0.022343i,0.015486+0.014692i,0.0093916+0.0071533i,0.0071188+0.002412i,0.0066179+0.00038101i,0.0045245+0.00060095i,0.0024102+0.00055109i,0.00087099+7.3028e-05i,-0.00069677+0.00050983i,-0.0015678+0.00026487i,-0.0014025-0.00017751i,-0.0011274+0.00092692i,-0.0013051+0.001512i,-0.00057145+0.00080173i,0.00043837+0.00037997i,0.0003635+0.00025506i,-8.3162e-05+0.00045758i,-0.00016967+0.0010813i,-0.00011527+0.0019188i,0.00028851+0.0019652i,-0.00022614+0.0015654i
0.015668-0.015603i,0.02424-0.013453i,0.021284-0.012442i,0.013338-0.0088319i,0.007196-0.0050236i,0.0048674-0.0049476i,0.0024156-0.0045755i,0.00074076-0.0026627i,0.0008871-0.00074405i,0.00076746+0.00076251i,0.00066475+0.0010236i,0.00092006+0.00036939i,0.0013959+0.00013186i,0.0013664-0.00012267i,0.00066801+0.00036125i,0.00049788+0.00051249i,0.00016329-0.00059515i,-0.0012443-0.0010799i,-0.0016082-0.0007089i,-0.00079147-0.00046203i,0.00015115-0.00027093i,0.00078017-0.00075299i,0.00036895-0.0011i
-0.0046703-0.02594i,-0.00028303-0.031983i,-0.0036714-0.028303i,-0.0048654-0.018066i,-0.0022621-0.0088219i,-0.0017786-0.004855i,-0.0032118-0.0034264i,-0.0023977-0.0026096i,-0.00092679-0.0021096i,-0.00078976-0.00034835i,7.0663e-05+0.0011101i,0.0012789+0.0013541i,0.0015724+0.0013559i,0.0014685+0.00062762i,0.0014575-0.00058312i,0.00010399-0.00046664i,-0.001044-0.00060638i,-0.00044379-0.0004405i,-0.00023251+0.00015481i,0.0004956+3.0471e-05i,0.00052798-7.2843e-05i,-0.00014413-0.00027779i,0.0001854-0.00044602i
-0.025212-0.0028671i,-0.029832-0.0090891i,-0.028165-0.0050743i,-0.019904-0.0015346i,-0.011027-0.001733i,-0.0080537-0.0017926i,-0.0071807-0.0001902i,-0.0045254+0.0013237i,-0.0021664+0.0008663i,-0.00075497+0.00035631i,0.00077417+1.8272e-05i,0.00096491-0.00097564i,0.00079448-0.0013249i,0.0012231-0.00082587i,0.00028268-0.00026866i,-0.00055032+0.00038873i,-0.00043386+0.00077728i,-0.00010371+0.00047586i,0.00032315-2.9084e-05i,0.00040919+5.1797e-05i,9.0672e-06-0.00034827i,-0.00074207-0.00058793i,-0.0011664-0.00048031i
-0.014651+0.020978i,-0.022669+0.022228i,-0.018571+0.022466i,-0.011629+0.019099i,-0.0079108+0.011275i,-0.0059991+0.0066265i,-0.0028518+0.0058016i,-0.00049067+0.0044972i,-0.0012337+0.002384i,-0.0013184+0.0003105i,-0.00068224-0.00041467i,-0.0010719-0.00093062i,-0.0013644-0.00092542i,-0.001926-0.00045167i,-0.0017964-0.00027919i,-0.0011735-0.00031039i,-0.0011576-0.00041401i,-0.00037175+3.1222e-05i,0.00073625+0.00065214i,2.7314e-05+0.00083639i,-0.00049253+0.0010713i,-0.0012354+0.0015803i,-0.001217+0.0013375i
0.013642+0.028674i,0.013438+0.035374i,0.019061+0.030154i,0.017561+0.02034i,0.0098758+0.011387i,0.0046192+0.0062191i,0.0029167+0.0039028i,0.0027324+0.0029742i,0.0027572+0.0025913i,0.0010366+0.0010479i,-0.0012268-1.0768e-05i,-0.0019624+0.00040729i,-0.0017904+0.00059683i,-0.0010437+0.00060497i,-0.00039867+0.00075428i,-3.5003e-05+0.00085715i,0.00034915+0.00097609i,-0.00038266+0.00080174i,-0.00091419+0.00089194i,-0.00047931+0.0015897i,-0.00039606+0.002175i,-0.00059739+0.0023423i,-0.00080126+0.0019047i
0.032052-0.0022586i,0.035754+0.00043751i,0.032685-0.0050435i,0.024549-0.0073487i,0.014903-0.004797i,0.0085992-0.0021555i,0.0056443-0.0025069i,0.0051015-0.0033557i,0.0051784-0.0032537i,0.0037533-0.0017354i,0.00073961+0.0003158i,-0.0010311+0.0017247i,-0.0013111+0.0029753i,-0.00091211+0.0025753i,-0.00046601+0.0021421i,-0.00023021+0.0012645i,-1.9647e-05+8.1977e-05i,-0.00068156+0.00053039i,-0.00077434+0.0010903i,0.00063341+0.00091409i,0.0011981+0.00064264i,0.0008786+0.00042278i,0.00072984+0.00063261i
0.0072558-0.031447i,0.011792-0.033778i,0.0048238-0.031569i,0.00050908-0.022834i,0.0017578-0.012676i,0.0021187-0.0082244i,0.00029275-0.0065399i,-0.0002224-0.0042279i,0.00045783-0.002713i,0.00081533-0.0012339i,0.0012844+0.00038866i,0.0024339+0.0011779i,0.0033583+0.0014828i,0.0026256-7.3275e-06i,0.0016038-0.0016789i,0.0004904-0.0014243i,-0.00070874-0.00079307i,-0.00064581-0.00048939i,0.00027238-0.00058668i,0.00091789-0.0010773i,0.00090286-0.0015447i,0.00058379-0.00081688i,0.00023956-0.00026977i
-0.027789-0.021855i,-0.029022-0.02466i,-0.030435-0.015829i,-0.023327-0.0077318i,-0.012674-0.0044105i,-0.0075874-0.0039404i,-0.0059681-0.0023929i,-0.0042895-0.00184i,-0.0023274-0.0032841i,-0.0012413-0.002816i,0.00011755-0.0012346i,0.0017832-0.00040296i,0.0029232-0.00080857i,0.0030106-0.0013637i,0.00078001-0.0011123i,-0.0010425-0.0010832i,-0.0003871-0.0015522i,0.0002348-0.0010636i,-0.00033192-0.00036611i,-0.00094564-0.00056942i,-0.0012237-0.0007511i,-0.0017947-0.0012174i,-0.001555-0.00058059i
-0.031348+0.014194i,-0.035103+0.013164i,-0.02779+0.01919i,-0.018255+0.018961i,-0.01141+0.010728i,-0.0067454+0.0050691i,-0.003609+0.0046866i,-0.0030931+0.004487i,-0.0033198+0.0027707i,-0.0018747+0.00087567i,-0.00035688-0.0011172i,-0.00036589-0.0026922i,-0.00046295-0.0036477i,-6.9069e-05-0.0029398i,-0.00022179-0.001636i,-0.00095429-0.00084312i,-0.0013836-0.0008855i,-0.0007307-0.00084027i,-0.00053597-0.00071615i,-0.0009057-0.00053814i,-0.00056552+0.00035226i,-0.00041432+0.00040212i,-0.0009219+0.00023873i
0.0019783+0.034967i,-0.00015327+0.035714i,0.0078792+0.029763i,0.0097591+0.022191i,0.0039306+0.015016i,0.00057586+0.010067i,0.0013283+0.0064018i,0.0021193+0.0037034i,0.0013763+0.002504i,-0.00016408+0.0019743i,-0.0021185+0.0014367i,-0.0034872+0.00069552i,-0.0036816+0.00037617i,-0.0027024+0.00060652i,-0.0012029+0.0012378i,-0.00021585+0.0018622i,-0.00079664+0.0014951i,-0.0017304+0.0010262i,-0.0016701+0.0010444i,-0.00062336+0.0016368i,-0.00017747+0.0021147i,-0.00022545+0.0018953i,0.00019108+0.0013688i
0.036091+0.01438i,0.035838+0.016019i,0.03315+0.0050154i,0.025243-0.0010777i,0.015235+0.0014816i,0.0095885+0.0035032i,0.0063854+0.0013034i,0.0041212+0.00018208i,0.0042473+0.00059436i,0.0028297+0.0015658i,-0.00015332+0.0018891i,-0.0014525+0.0021549i,-0.0020151+0.0030146i,-0.001377+0.0031288i,0.00012188+0.002168i,0.0010224+0.0014566i,0.0007358+0.0014921i,0.00053156+0.0012278i,0.00056776+0.00063373i,0.00064165+0.00068472i,0.00039528+0.00082566i,0.00014026+0.00047651i,0.00060939+0.00016958i
0.030714-0.024564i,0.029975-0.021561i,0.018133-0.023437i,0.0099267-0.020117i,0.0078456-0.011349i,0.0061953-0.0059847i,0.003023-0.0037389i,0.0015264-0.0024288i,0.001639-0.002376i,0.0017008-0.0019527i,0.00096965-0.00052999i,0.0013592+0.0019175i,0.0026203+0.0029832i,0.0030621+0.0021265i,0.002362+0.00044238i,0.0012551-0.00040941i,0.00027498+0.00018492i,-0.00028822+0.00043732i,0.00011588+0.00017141i,0.0012063-0.00058249i,0.0019769-0.00061466i,0.002114+0.000133i,0.0014305+0.00015553i
-0.011127-0.039448i,-0.0097481-0.037134i,-0.018325-0.024057i,-0.01848-0.014705i,-0.01002-0.010621i,-0.0046103-0.0084561i,-0.0038974-0.0049376i,-0.0029639-0.0020639i,-0.0019372-0.0014969i,-0.00088027-0.0022011i,0.00049481-0.0021428i,0.002524-0.0013071i,0.0047406-0.0013536i,0.0045471-0.0013046i,0.0021409-0.00083645i,-0.00014463+0.00017386i,-0.00089613+8.7642e-05i,0.0002345-0.0010407i,0.0018952-0.0012601i,0.0016287-0.00070513i,0.00057889-0.00052744i,-0.00042487-0.00063218i,-0.00092477-0.00077258i
-0.042284-0.0091553i,-0.038771-0.0079718i,-0.030604+0.0053378i,-0.020935+0.011468i,-0.01352+0.0068546i,-0.0086426+0.0023698i,-0.0046054+0.0029042i,-0.0021793+0.0025591i,-0.0015354+0.0014236i,-0.0015866+0.0014052i,-0.00077607+0.0004769i,0.0012681-0.0014404i,0.0023541-0.003228i,0.001285-0.003435i,-0.0011428-0.0019929i,-0.0020852-0.00043611i,-0.0018166-0.00010108i,-0.0019985-0.00021849i,-0.0014316+0.00010956i,-7.5076e-05+0.00012758i,0.00012271+0.00021766i,-0.0010061-0.00028295i,-0.0019213-7.4497e-05i
-0.025671+0.0338i,-0.022586+0.027843i,-0.0065401+0.025429i,0.0019346+0.021553i,-0.0010237+0.014551i,-0.0035698+0.0086695i,-0.0016559+0.0039397i,-0.00069683+0.0017596i,-0.0012882+0.001425i,-0.0016759+0.0011919i,-0.0012063+0.00046711i,-0.00076892-0.00045004i,-0.0021094-0.0010629i,-0.003731-0.0011096i,-0.002694-0.00059269i,-0.00039828+7.0617e-05i,0.00049829+0.00014676i,-0.00061612-4.6556e-05i,-0.0015746+7.1664e-05i,-0.0013064+0.0012806i,-0.0010715+0.0022315i,-0.0012332+0.00089699i,-0.00083122+0.00010359i
0.024622+0.036217i,0.020657+0.029289i,0.022215+0.011585i,0.017938+0.0034788i,0.010229+0.0058305i,0.0054553+0.0066125i,0.0032559+0.0035956i,0.002113+0.0021174i,0.0016179+0.0016974i,0.00085044+0.0010965i,-0.00014268+0.00046846i,-0.0018148+0.0012185i,-0.0031538+0.002909i,-0.003014+0.0031076i,-0.0017114+0.0021298i,-0.00028431+0.0010216i,0.00042639+0.00046833i,0.00055684+0.0011119i,0.00017793+0.0021594i,-8.8454e-05+0.0021272i,-6.2625e-05+0.0017301i,7.5597e-06+0.0010139i,4.1763e-05+0.00055267i
0.04361-0.0045475i,0.033093-0.001811i,0.014638-0.011015i,0.0066634-0.01261i,0.0083367-0.0050092i,0.0085272-0.0012607i,0.0048558-0.0011526i,0.0017982-0.00046998i,0.00080753+0.00015282i,0.00053335+0.00033596i,0.00023445+0.00038197i,-0.00025854+0.0015449i,0.00017507+0.0038496i,0.0015851+0.0036417i,0.001996+0.0015592i,0.00055054+0.00084407i,-0.00092561+0.0009981i,-0.00068517+0.0014474i,0.00011125+0.001254i,0.00028888-6.2945e-05i,0.00060593-0.00088489i,0.00056869-0.00029691i,0.00034443-0.00028214i
0.014688-0.043966i,0.011319-0.032169i,-0.004996-0.018131i,-0.0096823-0.0097732i,-0.0023542-0.0086841i,0.0011051-0.0085583i,0.00036647-0.0044564i,0.0013664-0.00027819i,0.0025559+0.00024003i,0.0010527-0.00094389i,-0.00027244-0.0010107i,0.0011647+0.00028932i,0.0038246+0.0005858i,0.0042144-0.00026463i,0.0019261-0.001194i,-0.00035446-0.0010183i,-0.0011406+0.0002154i,-0.00040216+0.00027089i,0.00037954-0.00080757i,-7.1594e-06-0.0011918i,-0.00016016-0.0016172i,0.00011384-0.0018515i,9.2436e-05-0.0015246i
-0.035311-0.036287i,-0.023194-0.026554i,-0.016299-0.0034946i,-0.011579+0.0054656i,-0.0074288-0.00014586i,-0.0053437-0.0029691i,-0.0021409-8.7187e-05i,0.00070763+0.00048314i,0.001213-0.00077171i,0.000734-0.00059882i,0.0009388-0.00016247i,0.0023148-0.0012437i,0.0029901-0.0026933i,0.0019662-0.0036246i,0.00016991-0.0031894i,-0.00032414-0.0010379i,-0.00017416+0.00035558i,-3.8862e-05+0.00045781i,0.00025906+0.00012841i,-8.2196e-05-0.00045936i,-0.00041183-0.0013191i,-0.00023194-0.0021712i,0.0002013-0.0012739i
-0.048252+0.014247i,-0.034414+0.0063071i,-0.010085+0.011295i,0.0011412+0.013543i,-0.0025606+0.0096297i,-0.0050732+0.0052968i,-0.0024796+0.0019188i,-0.00030951-0.0010222i,-0.0003372-0.0021503i,-0.00066186-0.00057588i,-0.00056567+0.00062669i,-0.0014753-0.00062368i,-0.002986-0.0021591i,-0.0037861-0.0026199i,-0.0031173-0.0015308i,-0.00096322-9.599e-05i,0.00017611-0.00011231i,-0.00017708-0.00014777i,-0.00023494+0.00010174i,0.00060726+0.00010848i,0.00036041-6.0354e-06i,-0.00039637+2.7144e-05i,-0.00022718+0.00056739i
-0.0090835+0.050953i,-0.010382+0.032393i,0.0032276+0.011246i,0.0094493+0.0030214i,0.0048306+0.0055856i,0.0022145+0.0068639i,0.0015721+0.0033857i,0.00023854+0.000368i,-0.00023494-0.0004035i,0.00031707+0.00019726i,0.00049604+0.00040022i,-0.00094679+0.00058558i,-0.0035737+0.0015368i,-0.0038684+0.0028002i,-0.0019079+0.0026113i,-0.0005151+0.00094712i,0.00026991+8.3905e-05i,0.00048765+0.00051517i,0.00028583+0.0012579i,0.00047116+0.0013903i,0.00023594+0.00071903i,-0.00042061+0.00065175i,-0.00011121+0.0011038i
0.042174+0.033292i,0.023054+0.026522i,0.0066243+0.0055897i,0.0020163-0.0035408i,0.0063689-0.00043496i,0.0076898+0.00018129i,0.0027129-0.00067078i,-0.00074854+0.00078049i,-0.0011023+0.0020099i,-0.00027592+0.0011572i,0.00037049-1.8609e-05i,6.4707e-05+0.0011887i,0.00039833+0.0027158i,0.0014672+0.0024585i,0.001977+0.0023124i,0.0010974+0.0019964i,-4.4776e-05+0.0019597i,0.00046856+0.0016246i,0.00066337+0.00055716i,-0.00013037+0.00056732i,-0.0004513+0.00081418i,0.00025873+0.001013i,0.00063301+0.00043649i
0.054784-0.028237i,0.036276-0.012917i,0.0059751-0.0055398i,-0.007382-0.0031875i,-0.002624-0.0039076i,0.0011111-0.0037343i,6.0248e-05-0.00013632i,0.00043876+0.0025006i,0.0010915+0.0010119i,-0.00032714-0.00096686i,-0.00094582-0.00022991i,0.00038232+0.0014524i,0.0025829+0.0011326i,0.0036748-0.00029284i,0.0028707-0.00061948i,0.0015101+6.2034e-05i,-0.00022131+0.00095159i,-0.00072332+0.00083212i,8.4473e-05-0.0003416i,-0.00035181-0.00027786i,-0.00043726-0.00013458i,4.3851e-05-0.00096377i,0.00039271-0.0017341i
-0.0042426-0.063229i,0.0034076-0.0387i,-0.0028614-0.0057582i,-0.0056616+0.0082262i,-0.00345+0.0024834i,-0.002664-0.0033159i,-0.0010872-0.001261i,0.00085058+0.00049126i,0.0012091+0.00037367i,-0.0003408+0.00067375i,-0.00037948+0.00058303i,0.001115+0.00023123i,0.0020086-0.0014066i,0.0014593-0.0031181i,0.00022592-0.0028807i,-0.00016735-0.0011162i,0.00027445+3.857e-05i,0.00030368-3.2618e-05i,0.00025726-0.00024822i,0.00037084+1.1992e-05i,0.00039453-0.00081434i,0.00056466-0.0016776i,-0.00013255-0.0011388i
-0.057232-0.025059i,-0.030317-0.022863i,-0.0014049-0.0044447i,0.0082124+0.0047408i,0.0010881+0.0020929i,-0.0045687-0.00010011i,-0.0017581+0.00054029i,0.0015159-8.4483e-05i,0.0019017-0.0013838i,0.0014861-0.00018816i,0.00056783+0.0008836i,-0.00097222-0.0010652i,-0.0021637-0.0028406i,-0.0027086-0.0023741i,-0.0027652-0.0013904i,-0.0019895-0.00049111i,-0.0012451-3.2008e-05i,-0.00094756-0.00044684i,-0.0011895-0.00032062i,-0.00041016-0.00045526i,0.00023296-0.00051208i,-0.00038064-0.0005562i,-0.00058811-0.00018526i
-0.048852+0.042474i,-0.033878+0.016476i,-0.0071459-0.0041999i,0.0047029-0.0089335i,0.0013789-0.0019089i,-0.0012661+0.0030638i,0.00017051+0.0011254i,0.00032707-0.0018494i,-0.00014175-0.0032867i,0.00063119-0.0026022i,0.00084357-0.0010145i,-0.001477-0.00050867i,-0.0033959+0.00054179i,-0.0022081+0.0015191i,-7.094e-05+0.0016559i,0.00054716+0.0014527i,8.0116e-05+0.00096897i,-0.00068357+0.00083908i,-0.00086089+0.00026774i,-0.00039164+0.00020016i,-0.00086947+0.00098083i,-0.00081516+0.00068386i,-0.00036947+0.00024075i
0.018893+0.065819i,-0.00039261+0.042606i,-0.0097403+0.0087805i,-0.0096653-0.0041578i,-0.003864+0.00084176i,0.0018013+0.0043732i,0.000814+0.002236i,-0.003235+0.00013653i,-0.0044372-0.00033426i,-0.0023224-0.00059231i,-0.00030849-0.00020883i,0.00029332+0.0016985i,0.00059685+0.0039915i,0.0012937+0.0037928i,0.001675+0.0020078i,0.0015425+0.0010141i,0.00033887-8.9571e-06i,-0.00064143-1.0992e-05i,-0.0004098+0.00063255i,8.6917e-05+0.00046249i,-7.1628e-05+0.00075178i,-0.00051556+0.0014898i,0.00059378+0.00092561i
0.07167+0.0099971i,0.04017+0.018051i,0.001692+0.013022i,-0.011569+0.0090964i,-0.0026765+0.0065538i,0.0049879+0.0027446i,0.00233+0.0013677i,-0.0013313+0.0024368i,-0.0022543+0.0034073i,-0.0020466+0.0025585i,-0.0012001+0.0020402i,0.00083095+0.0017105i,0.0031784+0.0011924i,0.0037387+0.00028587i,0.0026086-0.00013855i,0.0010495+0.00031512i,-0.00012407+0.00060847i,-0.00017019+0.0006271i,-0.00031194+0.00038915i,-0.00077087+0.00016995i,-0.00074742+0.00049675i,-0.00017137+0.00101i,-1.0602e-05+0.00012072i
0.041781-0.064289i,0.034825-0.031106i,0.015546+0.0040206i,0.0064029+0.015933i,0.00662+0.0067991i,0.0042013-0.0026239i,0.00070332-0.0016727i,0.00054319+0.0022208i,0.0013758+0.0033943i,0.0010587+0.00287i,0.0011484+0.0019798i,0.0016553+0.00034385i,0.0022412-0.0011228i,0.0027791-0.0017885i,0.0021524-0.0013025i,0.001089-0.00045815i,0.00075375-0.00053795i,0.00088771-0.00070681i,0.00076177-0.00058113i,0.00061284-0.00064857i,9.9081e-05-0.00065699i,8.4962e-05-0.0010815i,-0.00048278-0.001119i
-0.036321-0.070689i,-0.0098787-0.051636i,0.011835-0.021496i,0.015727-0.0065745i,0.0053765-0.0054706i,-0.0037477-0.0046406i,-0.0024552-0.0011371i,0.0025065+0.00055768i,0.0045493-1.5283e-05i,0.003117-0.0002239i,0.001287-0.0010843i,0.00021707-0.0026156i,-0.0004312-0.003089i,-0.00065326-0.0020293i,-0.00011673-0.00073478i,0.001023-0.00092753i,0.00058294-0.0010998i,0.00036763-0.0012908i,0.00049886-0.0014278i,0.00019424-0.0010859i,0.00051201-0.0010477i,0.00019254-0.00076916i,-0.00054037-0.00057335i
-0.083575+0.0024384i,-0.053588-0.013662i,-0.01552-0.020161i,0.00072406-0.018555i,-0.002351-0.0094135i,-0.0057793+0.00018489i,-0.0031322+0.0016353i,0.00091884-0.0025867i,0.0023372-0.005696i,0.0015237-0.004891i,-8.4708e-05-0.0027682i,-0.0018785-0.0012773i,-0.0026382+0.00016685i,-0.0017224+0.0011143i,-0.00077476+0.00086931i,-0.00086616+0.00063285i,-0.0019626+0.00028438i,-0.0027685+0.00010131i,-0.0018409-0.00096991i,-0.00055747-0.0011562i,-0.00026238-0.00066445i,-0.0010104-0.00046892i,-0.0013494-0.00018679i
