0.0010178-0.00089457i,0.0010548-0.0011857i,9.1367e-05-0.0024219i,-0.0008712-0.0022049i,-0.00048055-0.0011955i,-0.0001788+0.00077473i,8.7003e-05+0.0014019i,0.0016231+0.0011165i,0.0020667+0.00058398i,0.00094491-0.00025439i,0.0006995-0.0006088i,0.0011019-0.00038844i,0.0010243+0.00023039i,0.00029928+0.00049481i,-0.00031467+0.00055102i,-0.00019245+0.00039822i,-0.00058106+0.00041527i,-0.00097389+0.0010007i,-0.001005+0.00074632i,-0.00092501-0.00020029i,-0.00016394+0.00016497i,0.00066136+0.00071081i,0.00059397+0.0003039i
0.50401-0.16276i,0.79903-0.2853i,0.83176-0.39104i,0.5502-0.35935i,0.23066-0.17677i,0.096229-0.057597i,0.033674-0.05925i,-0.045395-0.036938i,-0.077098+0.020489i,-0.054629+0.036645i,-0.036165+0.01227i,-0.031165+0.0012198i,-0.012564+0.0096363i,0.0060197+0.0034737i,0.003456-0.0059807i,-0.008105-0.0012358i,-0.016215+0.0040989i,-0.015037+0.0038135i,-0.0048744+0.0027684i,0.0040907+0.0048789i,0.0063538+0.0079779i,0.00074804+0.0055693i,-0.010465+0.0010845i
-0.39916+0.087833i,-0.70194+0.18475i,-0.7273+0.33967i,-0.40886+0.38649i,-0.093378+0.2424i,0.010174+0.11139i,0.034275+0.073192i,0.069959+0.031032i,0.081607-0.018856i,0.065514-0.03694i,0.042381-0.031965i,0.021773-0.027998i,0.00092487-0.026834i,-0.011106-0.018161i,-0.0091941-0.014689i,-0.0045361-0.01689i,0.00092816-0.011074i,0.0061415-0.0013599i,0.0058629+0.0014709i,0.0027186-0.0041902i,0.0026261-0.0076798i,0.0070367-0.0036524i,0.015499+0.0013682i
0.21387+0.033723i,0.44688-0.046523i,0.48474-0.22574i,0.27846-0.33517i,0.081952-0.28245i,0.0010433-0.19992i,-0.042523-0.1498i,-0.066264-0.089635i,-0.068789-0.033884i,-0.058181+0.0091804i,-0.028082+0.03344i,0.00063644+0.032267i,0.014317+0.021201i,0.010165+0.011113i,-0.0017842+0.015978i,0.00049078+0.024463i,0.0069379+0.015892i,0.0020507+0.0012461i,-0.0075519-0.0020595i,-0.01163+0.004905i,-0.0092998+0.0096074i,-0.0078221+0.0087559i,-0.010067+0.006278i
-0.032298-0.15746i,-0.086695-0.11302i,-0.067181+0.03355i,0.01867+0.12887i,0.077024+0.13266i,0.073603+0.13563i,0.050646+0.14107i,0.018087+0.1144i,0.0012474+0.08366i,0.0099266+0.037811i,-0.0014778-0.0086909i,-0.023196-0.015729i,-0.02336-0.0062598i,-0.010266-0.0049764i,-0.00042454-0.012444i,-0.0059637-0.017534i,-0.013263-0.011766i,-0.0076666-0.0069662i,0.0012678-0.0052892i,0.0050857-0.001515i,0.0068954-0.0024615i,0.0087256-0.012127i,0.0063257-0.018096i
-0.13372+0.2186i,-0.27004+0.23176i,-0.35361+0.10686i,-0.30919-0.034182i,-0.21097-0.11142i,-0.13898-0.13801i,-0.083426-0.10142i,0.0017055-0.053115i,0.059705-0.045414i,0.053078-0.032882i,0.040337-0.0060758i,0.035969+0.0021417i,0.021015+0.0010288i,0.0071625+0.010521i,0.01059+0.021525i,0.022985+0.017446i,0.020383+0.0065211i,0.0055661+0.0070474i,-0.00076114+0.013261i,0.00056672+0.011446i,-0.0041653+0.0086904i,-0.0103+0.014312i,-0.0052374+0.016809i
0.22775-0.23884i,0.47291-0.32899i,0.5896-0.29153i,0.42227-0.20277i,0.15065-0.11645i,0.031278-0.029166i,0.023527-0.010629i,-0.016166-0.029844i,-0.058622-0.015018i,-0.054431+0.0099387i,-0.038447+0.019529i,-0.02709+0.022395i,-0.0106+0.018988i,0.0011296+0.0055337i,-0.0049134-0.005459i,-0.015689-0.00060499i,-0.01106+0.0066536i,0.0019577-0.0027711i,0.0050831-0.01748i,0.00013177-0.01526i,0.0015274-0.0035661i,0.0045367-0.00025466i,-0.00018651-0.00097132i
-0.25004+0.19526i,-0.54454+0.33296i,-0.71336+0.40938i,-0.54579+0.39273i,-0.23842+0.28264i,-0.073078+0.16735i,-0.014768+0.12322i,0.024153+0.093954i,0.039916+0.042895i,0.029075-0.0060515i,0.0086274-0.03096i,-0.0042707-0.030955i,-0.0087637-0.021451i,-0.011017-0.013966i,-0.011353-0.012268i,-0.0080675-0.016121i,-0.0036826-0.015738i,-0.0039973-0.0029641i,-0.0029996+0.012992i,0.005387+0.011654i,0.0086332-0.0024629i,0.0045581-0.0083359i,0.0042019-0.0084532i
0.23316-0.1127i,0.5199-0.27344i,0.66899-0.46546i,0.47918-0.50226i,0.18833-0.34415i,0.057566-0.21667i,0.026205-0.17236i,0.022941-0.12692i,0.021048-0.082127i,0.010433-0.032984i,0.020914+0.0076978i,0.034774+0.0092664i,0.028495-0.0014868i,0.016226+0.0015418i,0.010681+0.013365i,0.010634+0.02091i,0.0061208+0.016419i,0.00048325+0.0061745i,-0.0018945-0.0021863i,-0.0044135-0.0023895i,-0.004819+0.0045754i,0.00022332+0.012956i,0.0057713+0.016319i
-0.21638+0.023401i,-0.44963+0.22587i,-0.532+0.52356i,-0.34998+0.60889i,-0.13585+0.44348i,-0.046735+0.28953i,-0.023699+0.19307i,-0.048279+0.10493i,-0.077975+0.064081i,-0.061319+0.04337i,-0.047845+0.019905i,-0.048766+0.021456i,-0.031295+0.025096i,-0.010883+0.0089237i,-0.0060745-0.010255i,-0.0082155-0.014693i,-0.0018151-0.006843i,0.01087-0.0049113i,0.015118-0.012081i,0.010053-0.014108i,0.003631-0.01197i,-0.0022647-0.018172i,-0.0083415-0.022964i
0.17922+0.0084916i,0.30896-0.21115i,0.31634-0.4964i,0.22165-0.52282i,0.15548-0.33604i,0.11071-0.20157i,0.046866-0.12991i,0.036018-0.060115i,0.063258-0.033176i,0.058638-0.034187i,0.044799-0.034056i,0.0367-0.041615i,0.018629-0.036759i,0.0033255-0.014043i,0.0027798+0.0017355i,0.0049203-0.0019941i,-0.0050315-0.011427i,-0.023264-0.0058114i,-0.02993+0.010829i,-0.018231+0.017514i,-0.0029099+0.011018i,0.0052014+0.0082354i,0.0090924+0.012051i
-0.11639+0.0064638i,-0.10274+0.20033i,-0.0078874+0.41285i,0.057276+0.36881i,0.035027+0.13791i,-0.013348+0.0057158i,-0.01225-0.017704i,-0.010919-0.024534i,-0.030094-0.0050908i,-0.027762+0.027326i,-0.015163+0.043787i,-0.0098023+0.047966i,-0.0014247+0.038615i,0.0070647+0.020885i,0.0068294+0.012343i,0.0047973+0.016372i,0.010744+0.018259i,0.021454+0.0071716i,0.020987-0.0087144i,0.0073757-0.012263i,-0.0044793-0.003289i,-0.010024+0.001412i,-0.012785-0.0027008i
0.011565-0.063778i,-0.10994-0.19058i,-0.23985-0.32174i,-0.23947-0.27873i,-0.1346-0.084787i,-0.032867+0.038941i,0.0011562+0.062325i,-0.00079227+0.060448i,0.0019798+0.04151i,0.0027133+0.0041862i,-0.0082432-0.023347i,-0.015479-0.026503i,-0.011091-0.020233i,-0.0086777-0.017174i,-0.010812-0.018392i,-0.013476-0.021237i,-0.017454-0.016257i,-0.018382-0.0019989i,-0.011919+0.010231i,-0.00043132+0.012766i,0.0055221+0.0077466i,0.0036288+0.0053547i,0.00062796+0.0069986i
0.13036+0.057425i,0.30602+0.082002i,0.42851+0.069889i,0.35678-0.020509i,0.17411-0.13753i,0.048048-0.17492i,0.0040729-0.1327i,0.015223-0.08256i,0.026049-0.066403i,0.01052-0.045163i,0.0080234-0.01417i,0.012401-0.0054043i,0.0040144-0.0038445i,-0.0014555+0.0036178i,0.00054988+0.013274i,0.0071712+0.023669i,0.014111+0.024784i,0.014161+0.016469i,0.0093863+0.0091999i,0.0044258+0.0064266i,0.0037523+0.0052461i,0.0096841+0.0024023i,0.017124-0.00047522i
-0.23511+0.0099628i,-0.43907+0.088213i,-0.53185+0.20032i,-0.42229+0.24202i,-0.24486+0.1945i,-0.12364+0.16174i,-0.042469+0.12875i,-0.025675+0.071069i,-0.036215+0.055391i,-0.013629+0.05235i,-0.0011197+0.031454i,-0.0039527+0.024324i,0.004016+0.018571i,0.0092596+0.0082371i,0.0063073+0.0031061i,0.0022495-0.004767i,0.0032881-0.012454i,0.010283-0.015029i,0.014538-0.017273i,0.0098582-0.016829i,-0.0013719-0.010363i,-0.012673-0.0041268i,-0.021593-0.00026809i
0.2669-0.13606i,0.43942-0.34059i,0.42612-0.52708i,0.22662-0.46311i,0.070423-0.23493i,0.013141-0.10749i,-0.019898-0.066684i,-0.0089028-0.034872i,0.018634-0.040653i,0.0053318-0.05148i,-0.012641-0.03659i,-0.013606-0.02376i,-0.017191-0.013602i,-0.019702-0.004341i,-0.015582-0.0030643i,-0.012275-0.0045837i,-0.017991-0.0062954i,-0.028363-0.0047713i,-0.027143+0.002915i,-0.011202+0.0064619i,0.0047629+0.0029271i,0.013937+0.00086951i,0.019371+0.0015874i
-0.16879+0.24769i,-0.23817+0.56364i,-0.14628+0.77298i,0.017321+0.61645i,0.065166+0.28233i,0.043767+0.093009i,0.053508+0.033268i,0.044779-0.0011541i,0.014639-0.00036168i,0.012174+0.018855i,0.024335+0.022793i,0.024319+0.017496i,0.018007+0.011194i,0.014342+0.0075691i,0.013912+0.010443i,0.018859+0.012155i,0.026949+0.0080204i,0.031493-0.00037048i,0.02239-0.012339i,0.0037538-0.016822i,-0.0055039-0.010078i,-0.004148-0.0036646i,-0.002799-0.0040388i
0.010494-0.29095i,-0.080389-0.62168i,-0.2152-0.79983i,-0.26631-0.59147i,-0.18692-0.21866i,-0.066975-0.017961i,-0.021567+0.018888i,-0.026469+0.030204i,-0.022875+0.030393i,-0.015576+0.010153i,-0.017535-0.0024586i,-0.01386+0.00052626i,-0.000693+0.00253i,0.0044298-0.0018987i,-0.0015627-0.012491i,-0.014901-0.022507i,-0.028235-0.019779i,-0.03374-0.003916i,-0.028812+0.012489i,-0.015773+0.016695i,-0.0051698+0.0091749i,-0.0030651-0.00030073i,-0.0044717-0.0024332i
0.18197+0.22502i,0.40618+0.466i,0.57122+0.60639i,0.53357+0.45321i,0.34389+0.14559i,0.1319-0.028211i,0.024373-0.045728i,0.021044-0.037199i,0.020685-0.047548i,-0.0016607-0.036328i,-0.0080582-0.016762i,-0.0072268-0.01383i,-0.014228-0.010454i,-0.016906-0.0055943i,-0.01343+0.0014314i,-0.0041128+0.017103i,0.008348+0.025418i,0.014965+0.020885i,0.014393+0.015814i,0.0099572+0.013831i,0.0051855+0.012244i,0.0031046+0.0086095i,0.0032282+0.0032403i
-0.2719-0.061822i,-0.53097-0.15806i,-0.66423-0.26428i,-0.53731-0.2513i,-0.27602-0.12885i,-0.072298-0.033375i,0.0079789-0.0091638i,-0.0044379-0.0047446i,-0.019415+0.021863i,0.0050988+0.028447i,0.01974+0.007282i,0.016065-0.0013136i,0.016216+0.00012827i,0.015272+0.0057769i,0.014065+0.0086748i,0.013261-0.0020372i,0.011563-0.011254i,0.013945-0.013144i,0.015602-0.014682i,0.011237-0.012181i,0.0057172-0.0035462i,0.0024519+0.0052318i,-0.00061948+0.010349i
0.24546-0.13267i,0.45915-0.19789i,0.53704-0.17428i,0.37469-0.084088i,0.13524-0.013958i,-0.013286+0.0086017i,-0.059344+0.017048i,-0.042046+0.020701i,-0.022599+0.0066778i,-0.031674+0.0016462i,-0.036245+0.013859i,-0.025817+0.018673i,-0.016828+0.01249i,-0.014069+0.00020767i,-0.017901-0.0062477i,-0.020977-0.0042345i,-0.02158-0.006518i,-0.023465-0.0084247i,-0.018086-0.0034666i,-0.0056991-0.0025829i,-0.00083744-0.0091299i,-0.0041868-0.014637i,-0.0037185-0.015428i
-0.096236+0.25258i,-0.18523+0.43929i,-0.1858+0.45552i,-0.075559+0.24158i,0.015064+0.01219i,0.056201-0.067622i,0.079374-0.063615i,0.070882-0.054157i,0.052859-0.039578i,0.048283-0.029237i,0.038903-0.030199i,0.018223-0.028205i,0.0013145-0.01641i,-0.0019311+0.00036807i,0.0057033+0.014618i,0.012891+0.019096i,0.014029+0.014981i,0.014866+0.0077354i,0.011456-0.0041035i,0.00098058-0.011247i,-0.0036238-0.003225i,-0.00090097+0.0089293i,0.0020839+0.013774i
-0.079575-0.25097i,-0.17172-0.48223i,-0.26494-0.53831i,-0.29823-0.31082i,-0.23978-0.035921i,-0.14843+0.085022i,-0.08995+0.093676i,-0.057133+0.078476i,-0.031064+0.061622i,-0.015087+0.043547i,-0.0079943+0.035574i,0.0034753+0.036502i,0.015505+0.026528i,0.016778+0.0076686i,0.012072-0.008746i,0.0051158-0.017448i,-0.0033709-0.012868i,-0.011581-0.00067166i,-0.015829+0.009256i,-0.011669+0.01078i,-0.0040821+0.0054139i,0.0013851-0.001184i,0.0029164-0.0056274i
0.2354+0.14702i,0.47357+0.3105i,0.61399+0.38325i,0.53198+0.25754i,0.3324+0.069356i,0.15292-0.026482i,0.06209-0.037452i,0.046926-0.032027i,0.040143-0.039422i,0.016416-0.035569i,-0.0015176-0.02412i,-0.01309-0.022582i,-0.022415-0.018836i,-0.022794-0.011724i,-0.019909-0.0050989i,-0.014209+0.002021i,-0.0037101+0.0022412i,0.00457-0.0016401i,0.0064779+0.0010406i,0.0047098+0.0063075i,0.0031819+0.0069594i,0.0015387+0.0048493i,-0.00085997+0.0027564i
-0.26188+0.016699i,-0.54707-0.021768i,-0.71445-0.086067i,-0.58642-0.10161i,-0.31195-0.072541i,-0.11161-0.051611i,-0.030631-0.036377i,-0.023701-0.026884i,-0.027188-0.011963i,-0.011198-0.0063701i,0.0016799-0.010341i,0.0062445-0.0030226i,0.011951+0.0077971i,0.014439+0.014046i,0.013967+0.012246i,0.0096735+0.006053i,0.0037643+0.00408i,0.0041729+0.0015248i,0.0061216-0.0028482i,0.0040706-0.002812i,0.0040854-0.00035851i,0.0054268-0.0012104i,0.0058911-0.0037647i
0.18192-0.13804i,0.42318-0.20662i,0.59819-0.16675i,0.50276-0.049371i,0.24297+0.051095i,0.059033+0.09627i,-0.0072695+0.082803i,-0.019968+0.049454i,-0.021327+0.026132i,-0.022335+0.02351i,-0.013535+0.026456i,-0.0030088+0.015343i,-0.0026848-0.001408i,-0.0072732-0.014442i,-0.013887-0.016088i,-0.014093-0.0072201i,-0.0072278-0.00091101i,-0.0058948+0.001623i,-0.005027+0.0061491i,0.0004548+0.0069006i,2.0641e-05+0.00011226i,-0.0072341-0.0027844i,-0.011907+0.0015307i
-0.051767+0.17824i,-0.17868+0.29967i,-0.29742+0.28945i,-0.24158+0.11446i,-0.075343-0.077908i,0.025687-0.16819i,0.046143-0.15276i,0.039668-0.10377i,0.022994-0.073867i,0.0075474-0.057649i,-0.0038136-0.043469i,-0.0137-0.025227i,-0.014021-0.0038575i,-0.0068209+0.012437i,0.0015397+0.018371i,0.0061141+0.011675i,0.0075444+0.0018238i,0.01153-0.0049029i,0.013506-0.010699i,0.0097543-0.011326i,0.0076541-0.005249i,0.0098353-9.6759e-05i,0.012565-0.00047017i
-0.072947-0.12526i,-0.071211-0.23657i,-0.020932-0.254i,-0.015656-0.12582i,-0.068866+0.041659i,-0.084138+0.14314i,-0.054962+0.1482i,-0.03479+0.11233i,-0.020168+0.094355i,0.0022373+0.080232i,0.017544+0.055549i,0.02628+0.033652i,0.02867+0.014741i,0.022155+0.00015465i,0.013417-0.0067465i,0.0044916-0.0080286i,-0.0064949-0.0067175i,-0.016522-0.0053282i,-0.020139-0.0045414i,-0.01608-0.005432i,-0.011807-0.0055575i,-0.010377-0.0034215i,-0.010253-0.0034893i
0.13763+0.017205i,0.23165+0.050029i,0.23219+0.057473i,0.16011+0.020686i,0.11642-0.031879i,0.080137-0.074448i,0.036892-0.075962i,0.02821-0.047064i,0.030168-0.034321i,0.013031-0.034142i,-0.0072942-0.028741i,-0.02103-0.023755i,-0.025446-0.018153i,-0.021846-0.0098586i,-0.015568+0.00072162i,-0.0070976+0.0077095i,-0.0003596+0.0080011i,0.0018792+0.0089034i,0.0013891+0.011905i,-0.00069389+0.013065i,-0.00086492+0.012757i,-0.00042203+0.011165i,0.0001131+0.010859i
-0.12168+0.085485i,-0.2513+0.15222i,-0.29814+0.16682i,-0.2156+0.10147i,-0.12244+0.01478i,-0.06986-0.007934i,-0.030472+0.0091805i,-0.01738+0.0055957i,-0.0189+0.0037261i,-0.0095233+0.0078819i,-0.0010594+0.0081222i,0.0067988+0.011179i,0.01458+0.013388i,0.015517+0.01172i,0.014079+0.0040902i,0.011025-0.0043649i,0.0079841-0.0059875i,0.0086924-0.0066292i,0.0079049-0.0078967i,0.0041539-0.0075096i,0.0041601-0.0073557i,0.0067623-0.0098308i,0.0072109-0.013742i
0.063372-0.13555i,0.16568-0.27106i,0.2306-0.32209i,0.16832-0.20022i,0.072933-0.01155i,0.042714+0.071952i,0.027931+0.048626i,0.015787+0.024041i,0.023994+0.011087i,0.027199+0.00097537i,0.021006-0.0026912i,0.0084778-0.0099803i,-0.0067918-0.016916i,-0.013356-0.018229i,-0.014635-0.012254i,-0.013709-0.0024045i,-0.012512+0.001728i,-0.013804+0.0039147i,-0.010519+0.0096113i,-0.0041459+0.012167i,-0.0025652+0.0098036i,-0.0057417+0.009383i,-0.0085944+0.013012i
0.0039392+0.12752i,-0.049216+0.28195i,-0.10322+0.37193i,-0.058272+0.25501i,0.018786+0.019293i,0.016558-0.1215i,-0.003807-0.1166i,0.00047961-0.083819i,-0.010871-0.072129i,-0.030963-0.049466i,-0.033429-0.020436i,-0.024042+0.0017003i,-0.012223+0.01436i,-0.0038613+0.015811i,0.0020725+0.0096444i,0.0066995+0.0043643i,0.010532+0.0045956i,0.015832+0.0040079i,0.018173+1.5295e-06i,0.015947-0.0020758i,0.012549-0.0026717i,0.010137-0.0050068i,0.0092922-0.0095796i
-0.04711-0.06417i,-0.02704-0.18521i,0.02647-0.29708i,0.01491-0.26016i,-0.040558-0.085821i,-0.031004+0.065199i,0.0025383+0.098279i,-8.3871e-05+0.076236i,8.9327e-05+0.067575i,0.020504+0.053392i,0.032484+0.025796i,0.02898+0.0056269i,0.020872-0.0020687i,0.014652-0.0034998i,0.0084617-0.0038203i,0.0026384-0.0040705i,-0.0010597-0.0050633i,-0.0063489-0.0078169i,-0.011122-0.010351i,-0.010363-0.011399i,-0.0076643-0.0083487i,-0.0057975-0.0015885i,-0.0047233+0.0033263i
0.033858-0.0021506i,0.025417+0.052672i,-0.021096+0.15059i,-0.024073+0.18612i,0.02662+0.090553i,0.015765-0.037664i,-0.026965-0.071495i,-0.022023-0.047591i,-0.014297-0.038612i,-0.026686-0.032642i,-0.02958-0.018309i,-0.022766-0.0073119i,-0.017256-0.0033575i,-0.016114+0.00021186i,-0.014702+0.0074753i,-0.0085235+0.010004i,-0.0024368+0.0065487i,0.0030442+0.0057184i,0.0065349+0.0074849i,0.0039125+0.0084519i,-0.00093652+0.0086647i,-0.0030351+0.0075219i,-0.00082949+0.0053206i
-0.0036671+0.050617i,0.022509+0.062907i,0.080777-0.002787i,0.089098-0.11533i,0.01201-0.13494i,-0.02538-0.039902i,0.0028011+0.026021i,0.0017984+0.025699i,-0.013362+0.026716i,-0.0034718+0.030347i,0.0076956+0.022173i,0.012959+0.01411i,0.01867+0.0092368i,0.019378+0.0032973i,0.013872-0.0044703i,0.0066654-0.0093545i,0.0016219-0.0094147i,-0.0028036-0.011613i,-0.006936-0.013673i,-0.0063751-0.010699i,-0.0022493-0.0073786i,0.0017846-0.0067714i,0.0025206-0.0082364i
-0.035614-0.069084i,-0.098429-0.1328i,-0.18623-0.12239i,-0.21737+0.012377i,-0.13477+0.13242i,-0.028997+0.10628i,0.0028931+0.031627i,0.0105+0.012462i,0.031996+0.0060454i,0.032448-0.011343i,0.015139-0.020371i,-0.0005256-0.020209i,-0.0087912-0.015854i,-0.008354-0.0089121i,-0.0051266+2.3018e-05i,-0.0040463+0.0050053i,-0.0060101+0.0059949i,-0.0089655+0.011332i,-0.0071763+0.017223i,-0.0014945+0.015657i,0.0015979+0.0094678i,0.0005046+0.0058571i,-0.00044224+0.0070287i
0.059011+0.057798i,0.14224+0.1484i,0.25189+0.20176i,0.30235+0.1065i,0.21724-0.046305i,0.075527-0.082505i,0.011334-0.038595i,0.0044251-0.02314i,-0.012204-0.02178i,-0.025344-0.0032464i,-0.021884+0.013767i,-0.013313+0.016361i,-0.0082194+0.010688i,-0.0084917+0.003903i,-0.0068892-0.0022635i,-0.001181-0.0043001i,0.0071526-0.0033323i,0.014118-0.0043387i,0.014387-0.0060749i,0.0089242-0.0041446i,0.0010647-0.0023395i,-0.0032432-0.0037188i,-0.002981-0.0062451i
-0.054799-0.035299i,-0.13304-0.1285i,-0.24055-0.22931i,-0.30044-0.19453i,-0.22283-0.046965i,-0.069149+0.035854i,0.010257+0.026053i,0.016365+0.014882i,0.024461+0.01842i,0.035543+0.0077327i,0.030488-0.0086488i,0.018632-0.014225i,0.012475-0.010256i,0.01358-0.005552i,0.012877-0.0033792i,0.0056809-0.002158i,-0.0030453-0.00026795i,-0.0094924+0.00091405i,-0.010184+0.001021i,-0.0057579+0.00016912i,-0.00010015+0.00021278i,0.0038768+0.0013685i,0.0037576+0.0029791i
0.021897+0.016898i,0.073027+0.10665i,0.15782+0.24936i,0.24394+0.28931i,0.23255+0.15401i,0.096894+0.010584i,-0.011648-0.024029i,-0.025551-0.023065i,-0.027354-0.03149i,-0.038088-0.01937i,-0.030629+0.0011982i,-0.017621+0.0086279i,-0.014932+0.0084653i,-0.017391+0.0091263i,-0.014851+0.0099017i,-0.0075169+0.0092195i,9.0548e-05+0.008228i,0.0090197+0.0072096i,0.014114+0.0045205i,0.011334+0.00086125i,0.0041507-0.00019192i,-0.0016188+0.0012755i,-0.0019895+0.00083324i
0.0075556-0.010818i,0.01027-0.088094i,-0.011604-0.25443i,-0.078795-0.37469i,-0.12438-0.30327i,-0.065752-0.132i,0.012079-0.033434i,0.016441-0.007839i,0.0026366+0.0080422i,0.010077+0.014038i,0.016105+0.0096816i,0.015007+0.0060826i,0.01372+0.0040681i,0.011871-0.00068553i,0.0078154-0.0060212i,0.0031307-0.008447i,0.00028563-0.01065i,-0.0037995-0.013533i,-0.010726-0.012962i,-0.012924-0.0080074i,-0.0081015-0.0025467i,-0.0028492+0.00049648i,-0.00099076+0.0012254i
-0.03803+0.010831i,-0.097327+0.073887i,-0.14936+0.21727i,-0.12318+0.34196i,-0.047459+0.3002i,-0.020353+0.14036i,-0.036574+0.03479i,-0.025292+0.0097072i,0.00037049-0.0043121i,0.0017951-0.018256i,-0.0079321-0.020529i,-0.011654-0.012848i,-0.0075969-0.0049913i,-0.00021157-2.8087e-05i,0.0036487+0.0045905i,0.001992+0.005762i,-0.0026023+0.005884i,-0.0044195+0.010058i,-0.00045696+0.013878i,0.0044189+0.011908i,0.0064744+0.0069416i,0.0050201+0.003758i,0.0044508+0.002218i
0.053272-0.024051i,0.15186-0.073486i,0.26868-0.18219i,0.27951-0.29738i,0.15755-0.28425i,0.047-0.13909i,0.023417-0.024597i,0.015175+0.004155i,-0.00719+0.012575i,-0.0095742+0.020693i,-0.00079916+0.017998i,0.0011955+0.010965i,-0.0014815+0.0060423i,-0.0077417+0.0037198i,-0.011803+0.00072299i,-0.0094979-0.0020201i,-0.0022255-0.0042634i,0.0039876-0.0084847i,0.0044509-0.011994i,0.0009584-0.010442i,-0.0023407-0.0066343i,-0.0033537-0.0031835i,-0.0035102-0.0018346i
-0.05036+0.017811i,-0.16743+0.041604i,-0.34326+0.093323i,-0.42316+0.17543i,-0.30309+0.1979i,-0.12043+0.11155i,-0.030639+0.01891i,-0.0042939-0.0062814i,0.01636-0.005488i,0.021249-0.014412i,0.010784-0.021019i,0.0040302-0.017945i,0.0073492-0.011802i,0.012877-0.0083027i,0.012662-0.0050641i,0.0083466+0.00041126i,0.0020575+0.0048852i,-0.0040006+0.0083424i,-0.0053038+0.010691i,-0.0035135+0.0087614i,-0.0010309+0.0038573i,0.0012119-0.0013035i,0.0011641-0.0028517i
0.035864-0.011784i,0.14548-0.00054417i,0.32843+0.024924i,0.44352+0.021037i,0.35865-0.0085756i,0.16271-0.0009361i,0.041599+0.027943i,0.010115+0.023145i,-0.0085232+0.0043715i,-0.021459+0.0081156i,-0.016139+0.01801i,-0.0091644+0.015834i,-0.011581+0.010508i,-0.013204+0.0092484i,-0.0081789+0.0081053i,-0.0023485+0.0047403i,0.0022833+0.0016784i,0.0075523-0.0010086i,0.011514-0.0034183i,0.011017-0.0032237i,0.0059359-0.00037453i,0.0017213+0.0026861i,0.0011192+0.0022855i
-0.015274-0.013188i,-0.09782-0.060605i,-0.2487-0.15126i,-0.36059-0.20247i,-0.30227-0.1534i,-0.12598-0.080628i,-0.0082416-0.050832i,0.014225-0.033204i,0.01324-0.012692i,0.013873-0.004929i,0.012561-0.0023265i,0.011934+0.00047701i,0.011834-0.0010609i,0.0095536-0.0036687i,0.0042963-0.0038353i,2.1903e-05-0.0042838i,-0.0035959-0.0062702i,-0.0092124-0.0071866i,-0.012537-0.0054889i,-0.0098692-0.0011831i,-0.0040289+0.00044554i,-0.00021746-0.0016413i,0.00020649-0.0016755i
0.013447+0.028481i,0.057562+0.1063i,0.1578+0.24215i,0.254+0.3237i,0.22913+0.2503i,0.097596+0.11398i,-0.0060003+0.042168i,-0.026416+0.018348i,-0.01753-0.0010177i,-0.017295-0.0067386i,-0.018586-0.0020959i,-0.016251+0.0010418i,-0.011838+0.0019204i,-0.0059312+0.00042139i,-0.00024264-0.0017803i,0.0011164-0.0018099i,3.1479e-05+0.0021148i,0.0022078+0.0083372i,0.005683+0.0099007i,0.0057639+0.0050566i,0.0027034+0.0015424i,-0.00068556+0.0011759i,-0.00092313+0.00085476i
0.003372-0.038594i,0.0015312-0.14017i,-0.016047-0.31245i,-0.053806-0.43185i,-0.067695-0.36663i,-0.025744-0.19018i,0.023097-0.069484i,0.026358-0.02455i,0.009208-0.00079128i,0.010235+0.0093021i,0.016608+0.0043958i,0.013696-0.0014992i,0.0073818+0.00020551i,0.00046224+0.0044659i,-0.0048032+0.0044057i,-0.0060233+0.0011637i,-0.003378-0.0027631i,-0.0019751-0.0066867i,-0.0041743-0.0090064i,-0.0055163-0.0068729i,-0.003983-0.00054032i,-0.0017166+0.0037711i,-0.00027873+0.0029554i
-0.0059567+0.043465i,-0.039896+0.1394i,-0.10251+0.29178i,-0.13737+0.39042i,-0.10912+0.31377i,-0.07118+0.13994i,-0.053713+0.028396i,-0.031819-0.0042814i,-0.0060698-0.013823i,0.0033165-0.018104i,-0.0023429-0.016711i,-0.007541-0.010482i,-0.0059178-0.0051254i,-0.0036432-0.0044169i,-0.002095-0.0031562i,0.00026262+0.00020255i,0.0015274+0.0034766i,0.0020569+0.007238i,0.0025107+0.010555i,0.0038831+0.0091475i,0.0041232+0.003968i,0.0016657-0.0013982i,-0.00074395-0.0031785i
0.015669-0.03439i,0.079431-0.10965i,0.19292-0.22788i,0.26194-0.30139i,0.20758-0.23661i,0.10378-0.088408i,0.051821+0.012005i,0.033589+0.031793i,0.013287+0.023859i,0.0025576+0.017707i,0.00359+0.011224i,0.0030289+0.0050199i,-0.0012896+0.0033304i,-0.0022004+0.0051638i,-0.0010683+0.0066056i,-0.0015948+0.0051207i,-0.00030738+0.001149i,0.0034092-0.0043983i,0.004123-0.0087653i,0.0013668-0.0075334i,-0.0011113-0.0020113i,-9.751e-05+0.001997i,0.001904+0.0026218i
