0.0015738-2.8016e-05i,0.00033504-0.0013483i,-0.00082096-0.002293i,-0.0010804-0.0017047i,-0.0011227+0.00027437i,-0.0010955+0.0013173i,-0.00058037+0.00086122i,-0.00010134+0.00064135i,-0.00044094-1.9533e-05i,-0.0005817-0.0009359i,-0.00013017-0.00086543i,-0.00081058-0.00025106i,-0.0011237+0.00015107i,0.00042787-1.0664e-05i,0.00097507+0.00013073i,0.0010543+0.00047936i,0.0010779+0.00071147i,0.00029155+0.00056252i,0.00026288+0.00022801i,0.00074085+0.000153i,0.0007349+0.0002064i,0.00067847+8.8281e-05i,0.00116-0.00068429i
-0.28778+0.20699i,-0.49075+0.50905i,-0.47872+0.75373i,-0.21712+0.67177i,-0.047712+0.36267i,-0.12961+0.15184i,-0.19303+0.10141i,-0.12688+0.06968i,-0.065247+0.022195i,-0.057307-0.010521i,-0.074546-0.041026i,-0.098435-0.054142i,-0.093523-0.034507i,-0.061633-0.015776i,-0.054094-0.0059214i,-0.076355+0.019265i,-0.099758+0.0465i,-0.10674+0.055303i,-0.08089+0.038234i,-0.044386-0.0015337i,-0.025446-0.025778i,-0.0066648-0.017181i,0.016556-0.0088083i
-0.13986-0.31004i,-0.31721-0.57031i,-0.44116-0.67483i,-0.38111-0.53721i,-0.20124-0.35526i,-0.049112-0.25488i,0.0057299-0.16364i,0.01272-0.057142i,0.039417-0.0002133i,0.06393-0.013071i,0.058321-0.022706i,0.047198-0.0045369i,0.034202+0.01073i,0.024825+0.022007i,0.040838+0.025996i,0.06773+0.017578i,0.090281+0.01159i,0.096543+0.011989i,0.071677+0.014539i,0.043159+0.017897i,0.03096+0.010578i,0.011343-0.00080559i,-0.015161+0.0071467i
0.30213-0.076875i,0.522-0.18589i,0.56021-0.22105i,0.40432-0.11516i,0.26529+0.007534i,0.19863+0.040371i,0.13964+0.026377i,0.087053+0.009663i,0.043501+0.0054721i,0.017845+0.025759i,0.011626+0.032911i,0.0049805+0.015289i,0.00078214-0.0055327i,-0.0042342-0.024866i,-0.024059-0.040417i,-0.058714-0.05098i,-0.094426-0.055216i,-0.096391-0.048025i,-0.056799-0.031152i,-0.016115-0.014533i,-0.00061953-0.0067062i,-0.00064876-0.012098i,-0.0041571-0.024199i
0.052794+0.29163i,0.15922+0.49531i,0.21332+0.46619i,0.093293+0.22184i,-0.088998+0.079654i,-0.14859+0.092854i,-0.1161+0.086743i,-0.087627+0.050858i,-0.061254+0.031202i,-0.037549+0.02181i,-0.023689+0.028454i,-0.0060954+0.036617i,-0.0013625+0.026789i,-0.013724+0.020953i,-0.015138+0.04284i,0.015636+0.075032i,0.052402+0.091462i,0.049066+0.092443i,0.015467+0.080673i,-0.012998+0.057675i,-0.021723+0.037257i,-0.013252+0.026267i,-0.0032662+0.020109i
-0.31645+0.020814i,-0.57955+0.13022i,-0.61248+0.29637i,-0.33277+0.36087i,-0.063082+0.23095i,0.00017093+0.049558i,-0.013439-0.025455i,-0.0093172-0.026156i,-0.0041192-0.014148i,0.0059845-0.017699i,0.013122-0.055514i,-0.0080342-0.079001i,-0.016108-0.048634i,0.016641-0.021589i,0.036183-0.042086i,0.011636-0.071332i,-0.016516-0.08058i,-0.012655-0.075925i,0.011485-0.059152i,0.03556-0.045832i,0.045447-0.043873i,0.037754-0.039994i,0.032117-0.030129i
0.049885-0.31352i,0.059523-0.63013i,0.01913-0.8077i,-0.052106-0.69614i,-0.069173-0.43557i,-0.025408-0.21508i,-0.0077133-0.090392i,-0.011007-0.021895i,0.016045+0.0058985i,0.046695+0.0064233i,0.052964+0.020592i,0.04731+0.026053i,0.01686-0.0020139i,-0.029965-0.013525i,-0.048815+0.012804i,-0.035512+0.039766i,-0.021848+0.050738i,-0.029168+0.04703i,-0.047162+0.033119i,-0.05411+0.033763i,-0.046545+0.049475i,-0.033112+0.052742i,-0.026548+0.040064i
0.26951+0.10984i,0.50449+0.23697i,0.60769+0.37396i,0.53287+0.41259i,0.3924+0.32113i,0.24221+0.2087i,0.13847+0.14259i,0.085682+0.086247i,0.024272+0.050599i,-0.027762+0.054607i,-0.045774+0.04785i,-0.039545+0.033962i,-0.0027101+0.030627i,0.034959+0.0099395i,0.042756-0.020831i,0.033895-0.036565i,0.028207-0.032711i,0.032979-0.01166i,0.036029+0.0051331i,0.021762-0.0040053i,0.0043883-0.027243i,0.0018572-0.042052i,0.0036816-0.041673i
-0.12567+0.2099i,-0.25215+0.30755i,-0.39756+0.20104i,-0.49804-0.0095691i,-0.47744-0.092152i,-0.36296-0.084561i,-0.25271-0.085944i,-0.16364-0.068517i,-0.07444-0.049154i,-0.020699-0.044973i,0.0062552-0.023035i,0.02438-0.0034023i,0.011569-0.0029989i,-0.014575+0.0045685i,-0.027036+0.02366i,-0.028062+0.033249i,-0.034835+0.018165i,-0.048807-0.010826i,-0.043034-0.024018i,-0.012623-0.018371i,0.0094776-0.0099901i,0.006501+0.0013146i,6.9394e-05+0.016045i
-0.18156-0.11994i,-0.24886-0.15644i,-0.10628-0.11879i,0.15355-0.049236i,0.28325-0.025986i,0.28607-0.035881i,0.25203-0.038667i,0.16658-0.035224i,0.066552-0.0072183i,0.02325+0.014819i,0.011611-0.0095014i,-0.011159-0.035891i,-0.022372-0.028736i,-0.0073576-0.016226i,0.0053226-0.022559i,0.0022803-0.02512i,0.005534-0.0027415i,0.019857+0.025348i,0.025346+0.033361i,0.022106+0.025613i,0.024029+0.021695i,0.030205+0.01659i,0.028809+0.0034937i
0.11605-0.17005i,0.1501-0.27476i,0.083958-0.24829i,-0.039894-0.11303i,-0.11865-0.0010337i,-0.16709+0.051963i,-0.19557+0.080932i,-0.13872+0.080244i,-0.046217+0.038628i,-0.0039798+0.01216i,0.0094338+0.033497i,0.026239+0.048837i,0.02446+0.028814i,0.0068096+0.011354i,0.0056039+0.014798i,0.024441+0.012428i,0.03696-0.0085611i,0.029681-0.028687i,0.010109-0.029385i,-0.016733-0.016266i,-0.040715-0.0082966i,-0.046375-0.008205i,-0.037786-0.0061125i
0.1468+0.12933i,0.23409+0.21814i,0.23002+0.2402i,0.16991+0.18302i,0.13811+0.092619i,0.13887+0.0051228i,0.13506-0.045839i,0.097611-0.043253i,0.035519-0.011968i,-0.011422+0.0026009i,-0.039289-0.013322i,-0.051423-0.019383i,-0.029546-0.0093294i,-0.0025787-0.018704i,-0.010133-0.036959i,-0.038491-0.028611i,-0.05771+0.0010758i,-0.056954+0.0258i,-0.036788+0.026127i,-0.0089438+0.0018455i,0.0095421-0.017119i,0.014737-0.015408i,0.012591-0.014249i
-0.13847+0.10485i,-0.22006+0.11194i,-0.23527-0.0032487i,-0.20905-0.14305i,-0.19615-0.14419i,-0.16623-0.040502i,-0.11811+0.025633i,-0.068589+0.02398i,-0.012611-0.010319i,0.025394-0.028319i,0.047037-0.0094823i,0.056549+0.0068429i,0.036344+0.010966i,0.013204+0.032953i,0.01551+0.057614i,0.030812+0.052539i,0.040519+0.025402i,0.039469+0.0014467i,0.031591+0.0024342i,0.031795+0.023854i,0.040111+0.03155i,0.034609+0.018461i,0.019375+0.015745i
-0.068068-0.11659i,-0.070341-0.12405i,0.035709+0.0019245i,0.18491+0.14104i,0.24216+0.12321i,0.20518+0.032391i,0.15814-0.01551i,0.10611-0.018441i,0.046783+0.0077566i,0.0087823+0.019658i,-0.02071+0.00019919i,-0.043936-0.014716i,-0.039917-0.020799i,-0.025339-0.038232i,-0.021178-0.062057i,-0.028065-0.070399i,-0.036648-0.055126i,-0.033923-0.031332i,-0.022189-0.019344i,-0.024646-0.016549i,-0.03873-0.0040703i,-0.035635+0.012432i,-0.018435+0.0099669i
0.095185-0.073604i,0.081732-0.1368i,-0.083658-0.15621i,-0.25825-0.10973i,-0.26247-0.04128i,-0.20684-0.00099914i,-0.18946+0.029806i,-0.14119+0.04591i,-0.05987+0.023927i,-0.010498+0.0019304i,0.010135+0.0087401i,0.019976+0.016697i,0.0087613+0.018205i,-0.0083449+0.034442i,-0.0051512+0.063846i,0.016847+0.082728i,0.032479+0.079187i,0.025378+0.063425i,0.0073437+0.041275i,-0.0023484+0.011111i,0.0012027-0.020186i,0.0060004-0.035669i,0.0025647-0.027054i
0.083929+0.1053i,0.18168+0.13706i,0.26799+0.056504i,0.27205-0.045966i,0.20204-0.067017i,0.14792-0.066413i,0.12921-0.078685i,0.093229-0.059839i,0.044066-0.011757i,0.015031+0.012939i,-0.0032396-0.0011996i,-0.01602-0.016686i,-0.0023661-0.024656i,0.014806-0.049067i,0.0039437-0.079702i,-0.02107-0.088637i,-0.035086-0.078722i,-0.028619-0.061382i,-0.010475-0.037806i,0.0060099-0.014996i,0.01126+0.00063651i,0.0038834+0.0080264i,-0.0024086+0.0051058i
-0.11837+0.063831i,-0.17132+0.13493i,-0.12901+0.16827i,-0.057167+0.12266i,-0.048626+0.074076i,-0.072912+0.088382i,-0.080403+0.11782i,-0.054952+0.095374i,-0.013511+0.037223i,0.016312+0.004278i,0.03873+0.006536i,0.05004+0.0094501i,0.032396+0.013955i,0.0098795+0.036926i,0.0054079+0.062029i,0.0083848+0.067217i,0.0057589+0.055355i,-0.0019794+0.038572i,-0.0077947+0.024581i,-0.0056763+0.02325i,0.0030467+0.027671i,0.0099133+0.020844i,0.0080559+0.013478i
-0.042769-0.11101i,-0.11394-0.14466i,-0.15712-0.060252i,-0.11667+0.061534i,-0.033918+0.06943i,0.020254-0.010339i,0.036757-0.071862i,0.029483-0.072073i,0.0081976-0.027919i,-0.0076527-0.0012471i,-0.029317-0.005668i,-0.05039-0.0080217i,-0.043948-0.011877i,-0.024003-0.031991i,-0.010668-0.055221i,-0.00088058-0.063601i,0.01074-0.054856i,0.020694-0.032662i,0.024962-0.014514i,0.015184-0.018733i,-0.0070794-0.027772i,-0.02053-0.019518i,-0.016366-0.010387i
0.11006-0.043334i,0.15772-0.14964i,0.10362-0.28154i,-0.0023766-0.32464i,-0.039073-0.23105i,-0.016022-0.096348i,-0.01601-0.0073588i,-0.031699+0.028384i,-0.02612+0.023062i,-0.010846+0.015746i,0.0099094+0.0182i,0.02482+0.0093814i,0.015111+0.0035553i,-0.0015017+0.01952i,-0.0076037+0.045298i,-0.0088734+0.062641i,-0.014305+0.060701i,-0.023666+0.038943i,-0.024329+0.017739i,-0.0062898+0.010477i,0.019324+0.0057461i,0.031485-0.0029011i,0.025266-0.0072835i
0.034868+0.12599i,0.13152+0.23637i,0.26879+0.3064i,0.32515+0.28223i,0.22256+0.17931i,0.077597+0.063096i,0.01082-0.014989i,0.0068813-0.03506i,0.0063945-0.020042i,-0.0056181-0.004371i,-0.017454+0.0018895i,-0.015606+0.0053604i,0.0041804-0.0020136i,0.019767-0.031034i,0.014772-0.064227i,0.0015988-0.0742i,0.00011294-0.058666i,0.0076459-0.031977i,0.0095944-0.009511i,0.0029188+0.003658i,-0.010724+0.0084785i,-0.022009+0.0055669i,-0.022145+0.00071456i
-0.12566+0.0026678i,-0.26339+0.029397i,-0.37886+0.059302i,-0.38038+0.052784i,-0.25783+0.019231i,-0.12177+0.023808i,-0.045535+0.056945i,-0.014046+0.061413i,0.005784+0.035576i,0.022444+0.011866i,0.033538+0.0013876i,0.035884-0.0034174i,0.022126+0.0060687i,0.011647+0.036175i,0.017081+0.060676i,0.02028+0.058912i,0.011106+0.042292i,0.0023039+0.023164i,0.00022251+0.0074429i,-0.0031932+0.0011866i,-0.0052938+0.0040141i,0.00087766+0.0077503i,0.0065467+0.0080603i
0.022075-0.11288i,0.043134-0.21672i,0.070194-0.26251i,0.10337-0.19672i,0.10573-0.093156i,0.060976-0.040649i,0.024676-0.042098i,0.013298-0.054753i,-0.00081355-0.042617i,-0.015718-0.020812i,-0.031147-0.0090135i,-0.041366+0.00047767i,-0.034297-0.0029564i,-0.026267-0.023073i,-0.022958-0.040006i,-0.014738-0.045325i,-0.0069468-0.036098i,-0.0057595-0.013332i,-0.00087228+0.0059657i,0.011622+0.0026861i,0.015128-0.015567i,0.0040556-0.024229i,-0.003903-0.019744i
0.10075+0.035732i,0.18046+0.04579i,0.19271+0.020962i,0.1131-0.016622i,0.052855-0.025892i,0.056888-0.017155i,0.051206+0.0027985i,0.024593+0.030899i,0.013243+0.029042i,0.0093927+0.0066052i,0.00756-0.0059937i,0.0075959-0.011983i,-0.00045653-0.0082493i,-0.0098895+0.01072i,-0.011274+0.034321i,-0.0088127+0.050927i,-0.0076423+0.048227i,-0.0079853+0.026461i,-0.010216+0.01087i,-0.0089699+0.017755i,0.00022664+0.033105i,0.0086188+0.037127i,0.0085339+0.027705i
-0.044733+0.086442i,-0.060586+0.19012i,-0.024006+0.26779i,0.039217+0.24795i,0.037865+0.149i,-0.025303+0.048015i,-0.056538-0.008179i,-0.035159-0.02604i,-0.0097756-0.02136i,0.0007242-0.010727i,-0.0005874-0.0041347i,0.0012508+0.0033703i,0.017059-1.5112e-05i,0.028827-0.023662i,0.023657-0.051624i,0.011062-0.064605i,0.0056436-0.054843i,0.0093651-0.029106i,0.010959-0.0089952i,0.0030051-0.0082937i,-0.0075341-0.022589i,-0.0096899-0.037032i,-0.0057476-0.037505i
-0.075829-0.056231i,-0.18138-0.12794i,-0.29392-0.18127i,-0.32043-0.16698i,-0.2223-0.10202i,-0.087341-0.034235i,-0.011126+0.020762i,0.010531+0.051709i,0.019381+0.051973i,0.028825+0.036311i,0.035894+0.01619i,0.028278-0.0002462i,0.0059291+0.0061598i,-0.0068843+0.033714i,-0.0035838+0.058278i,0.0014353+0.062562i,-0.0016501+0.049189i,-0.0093858+0.031304i,-0.010949+0.012384i,-0.0069685-0.003209i,-0.0052576-0.0030293i,-0.0076783+0.011503i,-0.0089094+0.019531i
0.077999-0.046176i,0.19814-0.09392i,0.32582-0.12435i,0.35641-0.10499i,0.24543-0.044887i,0.092615-0.0031938i,0.0052296-0.0087275i,-0.018132-0.029966i,-0.020555-0.036601i,-0.021413-0.025432i,-0.023662-0.0092256i,-0.023649+0.0014808i,-0.018117-0.0038384i,-0.015325-0.024782i,-0.016639-0.042036i,-0.011676-0.047149i,-0.0020165-0.042352i,0.0010482-0.025802i,0.0008553-0.0018438i,0.0074859+0.013655i,0.017448+0.0091049i,0.022502-0.0050872i,0.023337-0.0097257i
0.008296+0.080023i,-0.013851+0.17904i,-0.075909+0.2614i,-0.12769+0.25167i,-0.089518+0.16236i,0.010716+0.073099i,0.062057+0.032654i,0.047049+0.03467i,0.032285+0.040434i,0.034837+0.024892i,0.030822-0.0027544i,0.014144-0.024031i,-0.0052387-0.02422i,-0.01422-0.0079962i,-0.013985+0.011728i,-0.015114+0.029826i,-0.016597+0.034079i,-0.01518+0.019696i,-0.013283+0.0051796i,-0.014873+0.0076196i,-0.019469+0.020502i,-0.024557+0.02361i,-0.029495+0.013279i
-0.0585-0.012325i,-0.10445-0.04878i,-0.097634-0.11041i,-0.032664-0.15197i,-0.006231-0.13884i,-0.048832-0.092938i,-0.078187-0.050477i,-0.061-0.034761i,-0.039374-0.023481i,-0.027634+0.001038i,-0.0089049+0.020535i,0.014255+0.0242i,0.030084+0.014464i,0.035188-0.0028603i,0.030787-0.021287i,0.02224-0.033616i,0.018297-0.028436i,0.019639-0.0094738i,0.01737-0.00063628i,0.0088353-0.013753i,0.0043966-0.031202i,0.012804-0.031864i,0.026102-0.019399i
0.012626-0.044292i,0.028816-0.073031i,0.025291-0.056541i,-0.0080298+0.0072089i,-0.021291+0.045466i,0.0071392+0.028243i,0.024087+0.011013i,0.021263+0.023555i,0.018549+0.030356i,0.011242+0.020848i,0.0034695+0.015611i,-0.003514+0.012961i,-0.014812+0.012474i,-0.022024+0.021635i,-0.018498+0.032396i,-0.011647+0.033727i,-0.013353+0.024706i,-0.019318+0.0093084i,-0.01475-0.00026735i,0.0034942+0.0010033i,0.017851+0.0039785i,0.011489+0.001208i,-0.0054689-0.0036691i
0.036239+0.02221i,0.082109+0.042024i,0.12715+0.035902i,0.12691-0.015319i,0.066971-0.043258i,0.00051456-0.017557i,-0.02438-0.0043971i,-0.024017-0.02176i,-0.022159-0.031967i,-0.019822-0.024048i,-0.017181-0.011464i,-0.011147-0.0061426i,-0.0027909-0.014789i,-0.00060186-0.028939i,-0.0026836-0.036462i,-0.0005703-0.034898i,0.0073681-0.024043i,0.012298-0.0092933i,0.0082329+0.0010905i,-0.0035038+0.0057467i,-0.014108+0.0075969i,-0.014264+0.011898i,-0.0071939+0.018936i
-0.037543+0.026726i,-0.095653+0.065859i,-0.1463+0.12537i,-0.1198+0.16871i,-0.031756+0.15018i,0.037291+0.10065i,0.058018+0.067203i,0.04773+0.050028i,0.032004+0.038043i,0.026515+0.021663i,0.021243-0.0021872i,0.0079432-0.018712i,-0.0031287-0.017142i,-0.0055592-0.0050193i,-0.0050041+0.0085007i,-0.0091455+0.01848i,-0.016756+0.020516i,-0.020157+0.014743i,-0.016967+0.010614i,-0.012491+0.014682i,-0.0075229+0.018576i,-0.0011761+0.0084502i,0.0010045-0.012028i
-0.0073592-0.040631i,-0.00033556-0.11969i,0.0046469-0.20935i,-0.0048267-0.23353i,-0.02507-0.19185i,-0.049945-0.14483i,-0.067404-0.10149i,-0.057103-0.058466i,-0.031485-0.035955i,-0.021557-0.022953i,-0.013943-0.0030022i,0.0048768+0.013095i,0.020555+0.014456i,0.024419+0.004659i,0.020673-0.0086297i,0.015905-0.018742i,0.014139-0.017434i,0.015903-0.0067216i,0.019594-0.0038631i,0.019984-0.020793i,0.012664-0.039453i,0.0022504-0.033914i,-0.00042912-0.012783i
0.035764+0.013992i,0.0885+0.065494i,0.12754+0.12821i,0.11418+0.15506i,0.083139+0.12847i,0.078355+0.081617i,0.076725+0.041601i,0.052131+0.025441i,0.031827+0.022327i,0.022522+0.0084421i,0.0056457-0.0037227i,-0.013054-0.0028361i,-0.021869+0.002969i,-0.022971+0.0092755i,-0.01907+0.016554i,-0.012563+0.019934i,-0.010437+0.014259i,-0.013527+0.0051394i,-0.014253+0.0052178i,-0.003785+0.019028i,0.013095+0.034767i,0.022955+0.035636i,0.020233+0.025379i
-0.032145+0.013508i,-0.082901+0.023445i,-0.13136+0.0025234i,-0.13707-0.049184i,-0.11919-0.069465i,-0.11413-0.035306i,-0.091561+0.0012755i,-0.047191+0.00070479i,-0.018362-0.0081525i,-0.005188-0.00054687i,0.0088142+0.0037516i,0.019559-0.0038798i,0.020294-0.01282i,0.016211-0.019617i,0.010725-0.024389i,0.0069692-0.022623i,0.0073446-0.012885i,0.0082691-0.0010888i,0.0066225+0.0029398i,-0.001735-0.0048613i,-0.015732-0.017501i,-0.026512-0.02563i,-0.028333-0.026569i
0.0014529-0.022611i,0.0073637-0.048218i,0.040028-0.040299i,0.089555+0.020069i,0.11335+0.064631i,0.093994+0.056952i,0.05758+0.040485i,0.030553+0.032822i,0.015698+0.027769i,0.01596+0.020324i,0.019182+0.0094309i,0.0095239+0.0012281i,-0.0036383+0.00033613i,-0.0079845+0.0039225i,-0.0075652+0.0090163i,-0.010841+0.012732i,-0.018095+0.0090112i,-0.022124+0.0028463i,-0.020565+0.0027065i,-0.015124+0.0068065i,-0.0089293+0.011944i,-0.0026292+0.018636i,0.0034732+0.022314i
0.019072-0.00055384i,0.035076-0.0093106i,0.010908-0.030619i,-0.056974-0.050228i,-0.082146-0.059417i,-0.042879-0.074458i,-0.020786-0.077282i,-0.015554-0.046028i,0.0021872-0.016752i,0.0076616-0.0049578i,0.0029728+0.0063456i,0.0061222+0.012955i,0.011488+0.010166i,0.013713+0.0031658i,0.013674-0.0050415i,0.015221-0.010205i,0.019594-0.0092865i,0.021014-0.0051502i,0.019094-0.0031919i,0.020311-0.0069937i,0.025239-0.016302i,0.025546-0.025019i,0.020713-0.028018i
0.0032131+0.026349i,0.016416+0.064525i,0.068733+0.080028i,0.12182+0.042295i,0.10947+0.016848i,0.06578+0.048158i,0.046806+0.061972i,0.023795+0.036866i,-0.0050872+0.022616i,-0.012579+0.016814i,-0.015824+0.0070506i,-0.019505+0.0037225i,-0.017178+0.001099i,-0.01754+0.00036602i,-0.018366+0.0064342i,-0.014837+0.013615i,-0.011917+0.014896i,-0.011344+0.0096339i,-0.0098421+0.0072568i,-0.0075993+0.013007i,-0.0082708+0.022326i,-0.014102+0.029059i,-0.024008+0.030469i
-0.038359-0.017614i,-0.098646-0.028446i,-0.16266-0.0027979i,-0.16625+0.042859i,-0.12657+0.028772i,-0.11242-0.030606i,-0.10056-0.042746i,-0.047126-0.021557i,-0.0050834-0.017616i,-0.0043216-0.0098329i,-0.0020991+0.0036999i,0.010429+0.005325i,0.017139+0.0012637i,0.017972-0.0060241i,0.013364-0.01639i,0.006035-0.019551i,0.0022331-0.01196i,0.00012417-0.002155i,-0.0025581+0.00067232i,-0.0061819-0.0057404i,-0.0070994-0.014593i,0.001696-0.020423i,0.015882-0.023113i
0.030422-0.029164i,0.076465-0.076845i,0.10834-0.12309i,0.098287-0.11456i,0.081331-0.047558i,0.085282+0.016501i,0.068748+0.028977i,0.019228+0.022846i,-0.009481+0.025552i,-0.0033525+0.019874i,0.0017365+0.0066445i,-0.0048177-0.00088239i,-0.010509-0.0017913i,-0.0097448+0.0028986i,-0.0034328+0.0089355i,-0.00038559+0.0098758i,-0.0037447+0.0041051i,-0.0072751-0.0012988i,-0.0049297+0.0010356i,0.0013586+0.0028012i,0.0021772-0.0024174i,-0.007233-0.0066653i,-0.018203-0.0050039i
0.010269+0.033593i,0.023218+0.083613i,0.015072+0.12372i,-0.011235+0.11668i,-0.019886+0.070864i,-0.0091618+0.022444i,0.0020883-0.0062793i,0.014684-0.013414i,0.024904-0.012443i,0.017722-0.0099556i,0.0076544-0.0057544i,0.0065448-0.0013753i,0.0087537+0.0023075i,0.0088459+0.0020105i,0.0040407-0.0015015i,0.0022198-0.0029027i,0.0061901-0.0010452i,0.0074367-0.00084394i,0.0034477-0.0034123i,0.00021933-0.0027246i,0.0035898+0.0038781i,0.01325+0.01147i,0.021299+0.015229i
-0.027999+0.0051703i,-0.053035+0.0030948i,-0.044151-0.021986i,-0.005097-0.066733i,0.0032984-0.072158i,-0.020789-0.021185i,-0.023394+0.020546i,-0.022928+0.020495i,-0.029405+0.012099i,-0.019105+0.001476i,-0.010479-0.0096419i,-0.011404-0.0062118i,-0.010691-0.00063179i,-0.010774-0.001813i,-0.0096423-0.00035432i,-0.0073499+0.0041297i,-0.0072072+0.0062472i,-0.004426+0.0074428i,0.0016148+0.0086036i,0.0038998+0.0087075i,0.0010354+0.0049208i,-0.0041048-0.0037367i,-0.010169-0.012128i
0.0032393-0.025647i,-0.014826-0.03844i,-0.040983-0.0025423i,-0.040818+0.071107i,-0.0050275+0.06613i,0.011175-0.026848i,-0.002922-0.064154i,0.012964-0.037625i,0.036403-0.026302i,0.025262-0.01849i,0.013943-0.0010177i,0.011887+0.0070447i,0.0079331+0.0076545i,0.0077423+0.0041956i,0.0073798-0.0044378i,0.0037828-0.011384i,-0.0019338-0.010096i,-0.0064891-0.0045354i,-0.0061768-0.0031916i,-0.0031461-0.007526i,-0.0016647-0.009963i,-0.0019724-0.0038978i,-0.0019129+0.0049614i
0.03245-0.0034459i,0.070347-0.034546i,0.079307-0.11255i,0.018118-0.16835i,-0.041689-0.095581i,-0.02763+0.032466i,-0.0041633+0.068801i,-0.026394+0.046609i,-0.041009+0.042702i,-0.018316+0.038452i,-0.0016628+0.021605i,-0.0048417+0.0043983i,-0.01266-0.0055668i,-0.014418-0.0010963i,-0.0053795+0.00904i,0.0048037+0.012075i,0.0067272+0.0067756i,0.0040575+0.0019805i,0.0023072+0.0051948i,0.0046404+0.010541i,0.0074764+0.0083043i,0.0098211+0.00019474i,0.012868-0.0054213i
-0.0058553+0.038372i,0.0012143+0.10567i,0.052506+0.18494i,0.12322+0.1942i,0.12263+0.10806i,0.0571+0.012295i,0.020112-0.021496i,0.033582-0.024118i,0.039692-0.026226i,0.021668-0.016141i,0.01093-0.0033913i,0.010029+0.001768i,0.010276+0.0029899i,0.007211-0.0024803i,-0.0050556-0.0089241i,-0.015073-0.0071263i,-0.012023-0.00087596i,-0.0046567+0.00061087i,-0.003361-0.0051905i,-0.0068388-0.0090146i,-0.008001-0.0051917i,-0.0080427-0.00063114i,-0.011717+0.0010438i
-0.033481-0.021836i,-0.096962-0.05408i,-0.17177-0.083966i,-0.20385-0.091833i,-0.17033-0.072547i,-0.10228-0.030824i,-0.055498+0.0042554i,-0.044818+0.022601i,-0.035391+0.029006i,-0.015226+0.015749i,-0.0088204-0.001455i,-0.013845-0.005273i,-0.01377-0.0036291i,-0.0067588-0.0040521i,0.0033315-0.0061302i,0.0077344-0.0065982i,0.0045868-0.0038891i,0.0036992+0.0019963i,0.0084676+0.0057679i,0.010864+0.0036538i,0.007703+0.0036778i,0.0065716+0.008053i,0.0092855+0.0095875i
0.028082-0.01873i,0.069886-0.048979i,0.12381-0.051611i,0.17164-0.017667i,0.18894-0.0086827i,0.15321-0.041273i,0.092283-0.0566i,0.061718-0.042871i,0.047909-0.03271i,0.022602-0.019934i,0.008382-0.002201i,0.0091395+0.0031316i,0.0073393+0.00089383i,0.0029302+0.00059304i,-0.00010949+0.0022268i,-0.0014485+0.0024559i,-0.0042321+0.0016683i,-0.0096025+0.0037116i,-0.011427+0.0088265i,-0.0049277+0.011614i,0.0023979+0.0047136i,-0.00011592-0.0084597i,-0.0058373-0.015724i
0.01741+0.021476i,0.031934+0.038463i,0.0083265+0.032621i,-0.081257+0.011882i,-0.16383+0.034113i,-0.16255+0.091039i,-0.11003+0.093991i,-0.079464+0.059223i,-0.061421+0.043977i,-0.034028+0.033216i,-0.018608+0.017278i,-0.012556+0.0034095i,-0.0096901-0.0065236i,-0.0078391-0.0066199i,-0.0013754-0.00042781i,0.004829+0.0034192i,0.0063814+0.00073912i,0.0048062-0.0042461i,0.0020925-0.0058184i,-0.0019694-0.0047845i,-0.0053178-0.0011297i,-0.0037655+0.0063881i,-0.00045375+0.012944i
-0.021518+0.021256i,-0.030549+0.06002i,0.0093761+0.10308i,0.11322+0.090745i,0.1835-0.0025195i,0.14548-0.090266i,0.085513-0.090609i,0.06867-0.058261i,0.052186-0.042443i,0.025568-0.026714i,0.014399-0.01271i,0.013267-0.0043051i,0.013535+0.0018434i,0.0091113-4.3949e-05i,-0.0049628-0.0062241i,-0.016347-0.0067842i,-0.015162-0.0004291i,-0.0087003+0.0039831i,-0.0046324+0.0025515i,-0.0020929-0.00086518i,0.00072013-0.0042266i,0.0028069-0.0080305i,0.0035253-0.010407i
-0.019442-0.027883i,-0.068767-0.067939i,-0.16526-0.096893i,-0.24771-0.058032i,-0.22496+0.028253i,-0.13173+0.077752i,-0.073613+0.075125i,-0.058506+0.063242i,-0.035923+0.051924i,-0.0062372+0.02649i,0.002128+0.0016361i,-0.0052553-0.0054833i,-0.0097561-0.0027685i,-0.0041396-0.0013528i,0.0088586-0.0035452i,0.0167-0.007373i,0.013906-0.0091719i,0.0088556-0.0058594i,0.010541-0.0016103i,0.012996-0.0012616i,0.0080875-0.00019149i,0.00035624+0.0040324i,-0.00571+0.004049i
0.035426-0.0053836i,0.1098-0.024926i,0.21347-0.062946i,0.27702-0.099691i,0.25742-0.10456i,0.18044-0.095116i,0.10943-0.083049i,0.072332-0.065895i,0.044545-0.049012i,0.018942-0.02664i,0.0106-0.004144i,0.013887+0.0048124i,0.013396+0.0027326i,0.0049023+0.0015277i,-0.0070621+0.0070476i,-0.011478+0.012954i,-0.0089009+0.012997i,-0.010149+0.010986i,-0.015097+0.014934i,-0.012695+0.019907i,-0.0025275+0.01405i,0.005005+0.0020467i,0.0072819-0.0026873i
