0.00086924+0.0016526i,0.0015605+0.00051439i,0.0022008+5.7634e-05i,0.00058144-0.00059781i,-0.0010492-0.00043386i,-0.0022775+0.00078269i,-0.0022487+0.0018585i,-0.00066253+0.0017535i,0.00065978+0.0012899i,0.00049586+0.00071394i,0.0001936-2.7805e-05i,0.00033785-2.0798e-05i,0.0002624+0.00019991i,-0.00021844+0.00012022i,-0.00095176-0.0001842i,-0.00043004-7.5782e-05i,-0.0007235-1.0266e-05i,-0.00074298-0.00042646i,1.1595e-05-0.00042572i,0.00054381-0.00070615i,0.00095215-0.00039754i,0.00019394+0.00014265i,-0.00090883-2.7499e-05i
0.00057294-0.0003512i,0.00077979-0.00028517i,-0.00019648+0.00047171i,0.00046107+0.00035891i,0.00071847-0.00082041i,0.00072938-0.0014772i,0.00068852-0.00092564i,-9.596e-05-4.5025e-05i,-0.00020379+0.00061513i,0.00070359+0.0015132i,0.0011074+0.0012888i,0.0014951+0.00067701i,0.0010241+0.00026579i,9.1533e-05-0.0001907i,8.941e-06+0.00017857i,-0.00058798+0.00074175i,-0.00063074+0.00031867i,-0.00018918+9.3435e-05i,-0.00042462+0.0010326i,-0.0006859+0.0012606i,-0.00072456+0.00011031i,-0.00030643-0.00055482i,-0.00025569-2.4973e-05i
0.0016824-0.0012016i,0.0015229-0.0011216i,0.00050631-0.0016622i,-0.00048917-0.0012426i,-0.0012144-0.0013497i,-0.001585-0.0026861i,-0.0010144-0.002585i,0.00025086-0.0010805i,0.00064549-0.00016364i,0.00049629+0.0003735i,0.0012276+0.00052502i,0.0010669-0.00015135i,0.00011426-6.3664e-05i,0.00048106+0.00054485i,0.00061357+0.0010303i,0.00024881+0.0010504i,-4.4551e-06+0.00032652i,-0.00026525-0.00022966i,0.00031351-0.00050216i,0.00056688-0.00064323i,0.0006265-0.00065606i,0.00059472-0.00037407i,0.00014417+0.00036518i
0.00051121+0.00027111i,-0.00074053+0.00085553i,-0.00063484+0.0017401i,0.00060354+0.00098574i,0.00013951-0.0007509i,-0.0010323-0.0018451i,-0.001666-0.0017932i,-0.001262-0.0015687i,-0.00015655-0.0012394i,0.000268-0.0011806i,0.00035798-0.0014735i,0.00011736-0.0016068i,-9.6593e-05-0.00079357i,-0.0003528+0.00011103i,0.00010267-0.00044809i,0.00093204-0.00061625i,0.0012993+0.00016951i,0.00060022-0.00015049i,0.00054485-0.00018133i,0.0010644+0.00073011i,0.0002046+0.00070876i,-0.00045013+0.00018356i,-0.00017045-0.00038652i
-0.0016176-0.00030673i,-0.0013433-0.00077453i,-0.00020104-0.0013618i,-0.00014868-0.00061013i,-0.00034852+0.00028906i,5.7391e-05+0.00075059i,-0.00052916+0.00011684i,-0.0015332-0.00061636i,-0.001746-0.00062301i,-0.00089906-0.00042913i,-0.00018132-8.9552e-05i,5.1589e-05+0.00048147i,0.00021008+0.00086803i,0.00029707+0.00058254i,8.5061e-05+0.00017937i,0.00013776+7.1869e-05i,0.00012671-0.00030269i,0.00017995-0.00034911i,-0.00037616-0.00011536i,-0.00049587-0.00054248i,6.4574e-05-0.00082342i,-0.00020589-0.00090816i,-0.00028284-0.00035852i
-0.0039432-0.0015828i,-0.0034645-0.0014214i,-0.0029524-2.7562e-05i,-0.0011402+0.00059844i,0.0013427+0.00017373i,0.0020494-0.00012978i,0.0012016+4.7734e-05i,-0.00020709+0.00052475i,-0.0011289+0.00065479i,-0.00058966+0.0011821i,-0.00043528+0.0018672i,-0.00089237+0.0018662i,-0.00096984+0.0014643i,-0.0011038+0.00068025i,-0.0013651-0.00028122i,-0.0010118-0.00078437i,-0.00056625-0.0005378i,-0.00054204+0.00012323i,-0.00059988-1.972e-05i,-0.00098452-0.0004852i,-0.00073823+0.00016841i,-0.0002323+0.0011106i,0.00029787+0.00089737i
0.00064355+0.00021181i,0.0014786+0.00028086i,0.0012527+0.00010035i,0.00061098-1.4134e-06i,0.0010754-0.0011611i,0.00051947-0.0025336i,0.00014959-0.001711i,0.00065051+0.00022196i,0.00015491+0.0015228i,-0.0007056+0.001782i,6.6824e-05+0.0018495i,0.00094202+0.0016018i,0.0008683+0.00078836i,0.00025901+3.8927e-05i,-0.00072197-1.879e-05i,-0.0016497+0.00068927i,-0.0017955+0.00030226i,-0.0015033-0.00063281i,-0.00098754-9.6357e-06i,-0.00067447+0.00045685i,-0.00087646+0.00042901i,-0.0005349+0.00098517i,-6.4653e-06+0.00091481i
-0.0014294-0.001854i,-0.0013045-0.0023728i,-0.00095601-0.0013176i,-0.0010649-0.00061838i,-0.0014976-0.0013849i,-0.00077734-0.0020003i,3.3965e-05-0.00211i,6.5665e-05-0.00098583i,2.1058e-05-5.9897e-05i,0.00024333-0.00049333i,0.00094865-0.00030688i,0.0018415-0.00030527i,0.0014742-0.00055463i,0.00064186-0.00072131i,0.00054824-0.0013013i,-0.00014538-0.00133i,-0.0008019-0.00015064i,-0.00075309+0.00052836i,-0.0002517+0.00062746i,0.00042478+0.00064997i,0.00061665+0.00080194i,0.00023966+0.00089675i,0.00023324+0.0010774i
0.00104-0.00053611i,0.00048138-0.00066258i,-0.00035943-4.2931e-05i,-0.00098908+0.001193i,-0.00088701+0.0012542i,-0.001174+0.00031164i,-0.0015825-0.0011865i,-0.00099961-0.0019537i,4.72e-05-0.0017614i,0.00079135-0.001461i,0.00017148-0.00046493i,0.00028248+0.00026478i,0.0005773-0.00033143i,2.7099e-05-0.00066437i,-0.00027367-0.00019538i,-0.00079325+0.00018662i,-0.00086495-0.00025464i,-0.00094317-0.00088993i,-0.00088367-0.0015263i,0.00028531-0.0016279i,0.00081596-0.0010538i,0.00019244-0.00038585i,8.649e-05-0.00031313i
0.00049359+0.00061726i,0.00074193+0.0012376i,0.0005303+0.0012502i,-0.00014812+0.00022512i,-0.00066085-0.0010364i,-0.00099589-0.0018888i,-0.0010453-0.0020104i,-0.0013227-0.00094049i,-0.0014471-0.00061088i,-0.0011856-0.0015324i,-0.0014583-0.0012335i,-0.001041-0.0007125i,-0.00058877-0.00029785i,-0.00013393-0.00018785i,0.00089414-0.00096097i,0.0010284-0.00086591i,0.0009336-0.000196i,0.00022432-1.7215e-05i,1.6836e-05-0.00077155i,0.00024761-0.0013314i,-0.00070421-0.0010082i,-0.0012831-0.00013273i,-0.0011073+0.00056734i
-0.0002746+0.0013159i,-0.00047331+0.0016413i,-0.00018923+0.0016206i,0.0014811+0.0007318i,0.0023134-0.00011803i,0.0013144-0.00051512i,-0.00065377-0.0001674i,-0.0021077+0.0009287i,-0.0023979+0.0011702i,-0.0016778+0.00060253i,-0.00095714+0.00091509i,-0.00068585+0.0016242i,-0.00023436+0.0013804i,7.0701e-05+0.00065204i,0.00022593-0.00011529i,0.00031067-0.00083644i,-1.094e-05-0.001087i,-0.00039849-0.00088339i,-0.00049429-0.0011765i,-0.00062516-0.0010749i,-0.00058356-0.00054764i,4.7226e-05-2.2439e-05i,0.00026237+0.00019307i
0.0015932-0.00082015i,0.0015128-0.00097115i,0.00066993-0.0018605i,0.00076289-0.0020765i,0.00071778-0.0018018i,0.00056158-0.0012983i,0.00035478+8.5634e-05i,-2.284e-05+0.0011818i,-0.0014188+0.00161i,-0.0022556+0.0013424i,-0.0014899+0.00044223i,4.0455e-06+0.00016463i,0.0011079+0.00064163i,0.00098925+0.00018174i,0.00052918-0.00099267i,0.0003257-0.0010712i,0.00038251-8.0397e-05i,6.5198e-05+0.00031696i,-0.00042501+0.00028324i,0.00025063+0.00060477i,0.00096408+0.00046189i,9.1325e-05+0.00026033i,7.2429e-05+0.0003453i
0.00019557+0.004504i,0.00029119+0.0048205i,0.0014083+0.0050797i,0.0011642+0.003368i,1.6039e-05+0.00049471i,-0.00098193-0.0012249i,-0.00084021-0.0015379i,-7.2644e-07-0.00019473i,9.9453e-05+0.0012093i,0.00015449+0.001979i,0.00072126+0.0020868i,0.0012081+0.0016912i,0.0011827+0.0013452i,0.00086745+0.00062814i,0.000423-0.00083268i,-0.00042809-0.0011905i,-0.00070628+9.1418e-05i,8.1057e-06+0.00053909i,0.00013646+0.00066255i,-0.00040486+0.00099219i,-1.9963e-05+0.00056658i,0.0002838+0.00022918i,0.00025361+0.00071959i
-0.0011047+0.00065362i,-0.0021522-7.3881e-05i,-0.0020529+0.00049024i,-0.00079788+0.00055323i,0.0002893+0.0003383i,0.00097626-0.00057405i,0.0007012-0.0018928i,0.000786-0.0024915i,0.0020111-0.0012025i,0.0024175+0.00043171i,0.0020086-1.3097e-05i,0.0011479-0.00031839i,0.000682-0.00063627i,0.00069563-0.0014416i,0.00054062-0.0009216i,0.00026951-4.7751e-05i,0.00044674-0.0003379i,0.00030052-0.00077347i,-0.00070923-0.00068608i,4.0064e-05-0.00031439i,0.0010882+0.00016908i,0.001121+0.00054195i,0.001159+0.00045959i
0.00079747+0.0010443i,0.0011634+0.0010163i,0.0011679+0.0010221i,0.0012195+0.00080601i,0.00095005+0.00042732i,-0.00032256-0.0017031i,-0.0011737-0.0031581i,-0.0014341-0.0026909i,-0.00076144-0.0022029i,0.00019569-0.0020653i,0.00023484-0.0015847i,-6.5752e-05-0.0013336i,-0.00067452-0.00090297i,-0.0011516-0.00046846i,-0.00039901-0.00015606i,0.00011576+0.00038372i,-0.00034132+0.0005072i,-0.0012639-7.4388e-05i,-0.0015616+0.0003798i,-0.0012884+0.0010541i,-0.00081659+0.00097062i,-5.3834e-05+0.00091441i,0.00031+0.00054184i
0.0016656+0.00086842i,0.0023972+0.0010369i,0.0028883+0.0012044i,0.0023394+0.00012048i,0.0014978-0.00094377i,-0.00016104-0.0014758i,-0.0014778-0.0015681i,-0.0017925-0.0017526i,-0.0007552-0.0021022i,-0.00031676-0.0021142i,-0.001126-0.0017052i,-0.00074406-0.00045856i,-0.00034991+0.00051281i,-0.00037381+0.00067329i,-0.00042645-0.00010664i,-0.0005782-0.00086297i,-0.00027913-0.0007236i,-0.00015605-0.00035013i,-0.00030506-0.00025694i,5.0158e-05-0.00014486i,-6.777e-05+0.00067991i,0.00029541+0.0012786i,0.00040077+0.0013952i
-0.0014542-0.00056222i,-0.0010734-0.00017443i,-0.00076744-0.00087723i,-0.00046304-6.8481e-05i,-0.00066045-0.00029111i,-0.00029913-0.0011038i,-0.0009468-5.5504e-05i,-0.0022238+0.00050429i,-0.0031091+0.00020597i,-0.0035502+0.00077498i,-0.0029138+0.0012618i,-0.0014352+0.00099789i,-0.0005639+0.000627i,-7.4646e-05+8.0697e-05i,0.00089862-0.00077236i,0.0015104-0.0012105i,0.00072347-0.00032056i,-0.00049564+0.00089616i,-0.00084859+0.00024409i,-0.00019719-0.000365i,0.00048482+0.00022035i,0.0014316+0.00051903i,0.0015432+9.9048e-05i
0.00053109+0.0013444i,0.0007391+0.0014389i,0.00080671+0.0012099i,0.00025547+0.00022006i,-4.6417e-06-0.00039699i,-0.00066682-0.00012062i,-0.0014157+0.0010983i,-0.0011121+0.0019954i,-0.0010919+0.0016765i,-0.0016497+0.0012081i,-0.0015741+0.0017007i,-0.00042653+0.0013999i,0.00048238+0.00040773i,5.4504e-05+0.00070027i,-0.00027361+0.00016065i,3.3362e-05-0.00079874i,9.8984e-06-0.00062166i,-0.00051382-9.506e-06i,-0.00058853-1.4066e-05i,-0.00051129-0.00037177i,3.2989e-05-0.00045679i,0.00059968-0.00038967i,7.1472e-05-0.00071658i
-0.001928+0.000781i,-0.0012175+0.00069256i,-0.00011218+0.0019285i,0.00037025+0.0019596i,0.00088483+0.00016772i,0.0012849-0.00043613i,0.00074472-0.0001273i,0.00080025+0.00064354i,0.0011178+0.002752i,0.00067444+0.0033813i,0.00057213+0.0020111i,0.0010735+0.00059938i,0.0015725-0.0010081i,0.0015869-0.00066894i,0.00027094+0.00030754i,-0.0012281-0.00049098i,-0.0016787-0.0004125i,-0.001521-0.00013842i,-0.00043967+0.00011731i,0.00027307+0.00072051i,5.6231e-05+6.2888e-05i,-0.00028925-0.00076436i,7.0305e-05-0.00031757i
-0.00024566+8.2107e-05i,-0.0015842-0.0005058i,-0.0017067-0.001014i,-0.0014438-0.00068726i,-0.00086837-0.00066745i,-0.00010329-0.0017446i,0.00077206-0.0021274i,0.0012202-0.0011287i,0.0014414+0.00058483i,0.0019669+0.0015707i,0.0016366+0.00038039i,0.001395-0.00086886i,0.00027547-0.00087427i,-0.0004144-0.001337i,2.806e-05-0.0014937i,0.00011558-0.00086455i,8.7789e-05+0.00022776i,-6.9642e-05+0.0013037i,-0.00054811+0.0012526i,-0.0010497+0.00029305i,-0.00033615-0.00038453i,0.0003038+5.3032e-05i,0.00035903-0.00012318i
0.0014291-0.0033114i,0.0010962-0.0036142i,0.0012832-0.0031707i,0.0010563-0.00096373i,0.00049641-0.00018788i,0.00015196-0.0013117i,-0.00025932-0.0028022i,-0.00043004-0.0031252i,0.00053766-0.0030911i,0.001241-0.0024885i,0.000246-0.0011189i,-0.0005527-0.00036271i,-0.0010974-0.00079576i,-0.0017174-0.00088335i,-0.00073391+9.2566e-05i,6.6112e-05+0.00053787i,-7.8776e-05+0.00032795i,-5.3784e-05+0.00042423i,0.00047211+0.00018409i,0.00084819-6.2357e-05i,5.414e-05-0.00034015i,-0.00014883-0.00067798i,0.00051309-0.00062253i
-0.0010348+0.0035688i,-0.00042962+0.0038525i,0.0015069+0.0043751i,0.0023596+0.0026422i,0.0012712-0.00066247i,-0.00021418-0.0026675i,-0.0018231-0.0028598i,-0.0020865-0.0027218i,-0.0010316-0.0028558i,0.00014202-0.0030342i,0.00021816-0.001994i,3.2752e-05-0.00067953i,0.00012818+0.00019887i,-0.00020566+0.00048767i,0.00039023+0.00031611i,0.0010285-2.1307e-05i,0.00026306-0.00022563i,-0.00099018-0.00011701i,-0.00072623-0.00054898i,0.00053796-0.00041461i,0.00086478-7.8858e-06i,0.00080195-0.00012922i,0.00056397-0.00059519i
-0.00031216-0.00077735i,-0.00075549-0.00087136i,-0.0010609-0.0021456i,-0.0010366-0.0022874i,-0.00037044-0.00071015i,-0.00035896+0.00050655i,-0.0010744+0.00044019i,-0.0031066+0.00042986i,-0.0044892-0.00029167i,-0.0037548-0.0011439i,-0.0022759-0.0009966i,-0.00052423-2.5355e-05i,0.00091062+0.00069507i,0.00075155+0.00045511i,-0.00019742+0.00040334i,-0.00068059+0.00079012i,-0.00050063+0.0010841i,-1.154e-05+0.00083231i,9.9368e-05+4.5373e-05i,-0.00010456-0.00071161i,0.00039212-0.00046726i,0.00070598-0.00010332i,0.00036905-0.00046058i
0.0019232+0.0014548i,0.0017202+0.0016157i,0.0020351+0.0018427i,0.0022384+0.0011769i,0.0019344-6.9739e-05i,0.00090827-0.0012388i,-0.00078813-0.00048151i,-0.0019162+0.0018456i,-0.0022578+0.0031039i,-0.0026135+0.0021787i,-0.0018273+0.0014164i,-0.00030393+0.00064005i,0.0010902+4.7071e-05i,0.0017076-0.00019945i,0.0013801-0.00026868i,0.00063585-4.5705e-05i,-0.00027129-8.8347e-05i,-0.0012813+0.00033886i,-0.0018666+0.0001556i,-0.0010891-0.00073746i,0.00021625-0.00040462i,0.00053003+0.0002444i,-0.00023907+0.00030299i
0.0051094-0.00058103i,0.0055483-0.0013393i,0.0036703-0.0017478i,0.0021737-0.0022077i,0.0010956-0.001829i,-0.00017159-0.0013966i,0.00076846-0.00043258i,0.0016545+0.0014424i,0.00084965+0.0022044i,-0.00023821+0.0021027i,-0.00077379+0.0021049i,-0.00063436+0.0010064i,-0.00029485-0.0001844i,0.00015644-2.014e-06i,-0.00083057+0.00020012i,-0.001523-0.00035714i,-0.0008918-0.00066322i,-0.00037875+0.00055699i,-6.1048e-05+0.00090277i,-0.00027041+0.00090348i,-0.00030678+0.001665i,-0.00022673+0.001071i,-6.6889e-05-0.00014071i
-0.0012787+0.00034087i,-0.0010724+0.0016094i,-0.0010643+0.0030876i,0.00019973+0.0019444i,0.0017528-0.00032956i,0.0021129-0.0020926i,0.0021908-0.003266i,0.0027479-0.0023946i,0.0029152+0.00019423i,0.0028186+0.0015555i,0.002523+0.0014187i,0.00171+0.0010753i,0.00036059+0.00049545i,-0.00011828-0.00039991i,6.5184e-05-0.00082496i,0.00012008-0.0004119i,-0.00028716+0.00025135i,-0.00067289+0.00049923i,-0.00035364+2.5633e-05i,0.00026097+0.00015341i,0.00037486+0.0012417i,-2.4066e-05+0.0022677i,0.00037728+0.0022284i
-0.00061318+0.0022745i,0.00031619+0.0021829i,-4.3085e-05+0.0020796i,-1.5984e-05+0.00010579i,0.00068431-0.0020458i,0.0010071-0.0029162i,0.00015883-0.0031213i,0.0004405-0.0026584i,0.0020332-0.0022338i,0.0026949-0.0023091i,0.0023015-0.0011894i,0.00080011-7.1949e-05i,-0.00022837+0.00050573i,-0.00044371+0.0011818i,-0.00029108+0.00039206i,-0.00026878-0.00013928i,-0.00056639+0.00024732i,-0.0013943-9.5885e-05i,-0.0016328-0.00086098i,-0.00054232-0.00084605i,3.3458e-05-0.0006161i,0.00013874-0.00028011i,0.00017485+2.4531e-05i
0.002199-0.00090786i,0.0024469-0.0013762i,0.0028808-0.0018954i,0.0024401-0.0017927i,0.00085107-0.0011585i,-0.00010319-0.00098894i,-0.001247-0.0018198i,-0.0025634-0.0027118i,-0.0024372-0.0035971i,-0.0014267-0.0045375i,-0.0011818-0.0033259i,-0.00060127-0.0011686i,0.00057964-0.00012354i,-0.00010413+0.00041404i,-0.0012125+0.0003427i,-0.00096197-0.00053882i,-0.00048733-0.0010494i,-0.00029335-0.00068743i,-0.00029213-0.00068078i,-3.3053e-05-0.0002955i,0.00034288-0.00014407i,-0.00052892-0.0004636i,-0.00098372-0.00029576i
-0.00044192+0.00065156i,-0.0004243+0.0008746i,-0.0012058+0.0020853i,-0.001534+0.0018758i,-0.0011032+0.00050006i,-0.00097268-0.00017586i,-0.0016035+4.1562e-05i,-0.0034352+0.00019928i,-0.0049671-4.0163e-05i,-0.004719-0.00081019i,-0.0024476-0.00055855i,-9.8193e-05+0.00015916i,0.00085255-5.7183e-05i,0.0004581+0.00037457i,0.000372+0.0007396i,0.00038884-0.00015764i,-0.0001003-0.00078594i,-0.0004781-0.0011953i,-0.00054987-0.0013623i,-0.00086774-0.00082845i,-0.00085075+0.00018775i,-0.00013687+0.00078694i,8.8264e-05-1.065e-05i
-0.0023758+0.00063119i,-0.0027448+0.00027301i,-0.0037335-3.8176e-05i,-0.0022177+5.6006e-05i,0.00044069-2.2496e-05i,0.0024643-0.00030959i,0.0014675+0.00060639i,-0.00086101+0.0031396i,-0.0022857+0.0045515i,-0.0031669+0.0033088i,-0.0021892+0.0023968i,-0.00036848+0.0016116i,0.00042884+0.00044635i,0.00029955+0.00024074i,-7.4326e-05-0.00020556i,-0.00013617-0.00074143i,-0.00068337-0.00045399i,-0.00077288-0.00051369i,-0.00075394+3.0123e-05i,-0.0011455+0.00075212i,-0.0011905+0.00076635i,-0.00022138+0.00098324i,0.00036364+0.0003189i
0.0015504+0.0012018i,0.0023399+0.0012659i,0.002501+0.001339i,0.0012387+0.0014654i,0.00041908+0.00054599i,0.00043115-0.00024465i,0.0014526-1.2509e-05i,0.0027219+0.0013362i,0.0027619+0.0029297i,0.0018961+0.0035239i,0.00084063+0.0024499i,0.0005752+0.00083731i,0.00055686-2.5913e-05i,0.00077221-0.00054044i,0.00091334-0.00054131i,-0.00043934+1.8152e-05i,-0.00079611+0.00057394i,-0.00020169+0.0012144i,-0.00010718+0.0018932i,0.00028423+0.001401i,0.00038323+0.00063681i,0.00026377+0.00010159i,0.00046029-0.00029707i
-0.00090087-0.0025889i,-0.0010067-0.001868i,-0.0020483-0.0024809i,-0.0010923-0.0024384i,0.0004028-0.0019022i,0.00060532-0.0023388i,0.00085769-0.0027274i,0.0016879-0.0020921i,0.0029706-0.0010614i,0.0040935+0.00013276i,0.0033536+0.0011109i,0.0014222+0.00087419i,0.00023702+0.00019972i,-0.00047898+2.1299e-05i,-0.00085217+0.000429i,-0.00068269+0.0011756i,-0.00044201+0.0013535i,-0.0001045+0.00075114i,0.00016078+0.00011804i,0.00026135+8.3174e-05i,-0.00020828+0.00031354i,-0.00043272+0.0007815i,-0.00017084+0.0005242i
0.0010961-0.00067554i,0.00044462-0.001019i,-0.0011856-0.00086374i,-0.001681-0.0013587i,-0.00067384-0.0017363i,-0.00013914-0.0028349i,-0.00092136-0.00375i,-0.0015656-0.0035537i,-0.00064546-0.0033975i,0.00023256-0.0030411i,0.00043965-0.0019872i,0.00031448-0.00038386i,0.00022614+0.00023735i,4.6967e-05-0.00016883i,-0.00083632+0.00044723i,-0.00088587+0.00073136i,-0.00050802-1.3127e-06i,-0.00058186-0.00048105i,-0.00037835-0.00059225i,0.00044458-0.00024335i,0.00090668+0.00026833i,0.00070161+0.00084426i,0.00048631+0.0012062i
0.00028398-0.00036545i,0.0012582-0.00050551i,0.0013863+0.00040728i,0.0018121+0.00074561i,0.0010346-0.00024936i,-0.00056605-0.00095178i,-0.0024971-0.0010393i,-0.00483-0.0017546i,-0.0053782-0.0026132i,-0.0034572-0.0026027i,-0.0015162-0.00074944i,-0.00042502+0.0010613i,0.00027804+0.0002826i,0.0003442-0.00092837i,0.00011521-0.00011056i,0.00022464-0.00038713i,-0.00034443-0.001236i,-0.0007929-0.00045541i,-0.00080725+0.00055583i,-0.00074911+0.00035382i,-0.00036974-0.00028807i,4.1763e-05+0.00024536i,-0.00035913+0.0011069i
0.0012946-0.00032785i,0.00069366+0.00081578i,-8.1708e-05+0.00071058i,4.1649e-05-0.00094956i,0.00050879-0.0017156i,-0.0005886-0.0013461i,-0.0025803-0.0004397i,-0.0034606+0.00096804i,-0.0035408+0.0011776i,-0.0036646+0.00053117i,-0.0023773+0.00033017i,-0.00024629-1.9828e-05i,0.00041205-0.00040486i,0.0003952-0.0011594i,0.00056149-0.0015869i,-0.0004575-0.0017649i,-0.001407-0.0018676i,-0.0012877-0.00092716i,-0.00081529+1.9156e-05i,-0.00082368-0.00023272i,-0.00038395-0.00078223i,0.0001888-0.0012588i,-0.00014261-0.0015689i
-0.0008003-0.00038432i,-0.0018331-0.0013745i,-0.0026415-0.0014998i,-0.0018584-0.0010055i,0.0002499-0.00062533i,0.0015996+3.7007e-05i,0.0010126+0.0015047i,0.00056275+0.003224i,-0.00042336+0.003989i,-0.0018973+0.0036052i,-0.0013184+0.0023406i,0.00059681+0.0002048i,0.0011598-0.00080366i,0.00057607-0.00013496i,0.00016678+0.00020156i,-0.0002069+0.00085018i,-0.00097264+0.0012167i,-0.00048189+0.00073739i,0.00049528+0.00031355i,0.00042173+0.00017439i,0.00047359-0.00052551i,0.00019806-0.0012781i,-0.0001247-0.0011437i
-0.00067178-3.7512e-05i,-0.00095892-0.0016705i,-0.0008017-0.0019011i,-0.00034828-0.0011304i,-0.00011252-0.00068766i,0.001095-0.0013706i,0.0024361-0.0014284i,0.0023684-0.00030323i,0.0022989+0.0010735i,0.0030906+0.0019063i,0.0026704+0.0012512i,0.00083937+0.00063309i,-0.00092037+0.00039439i,-0.0010283-3.7917e-05i,-0.000639+0.00051505i,-0.0002057+0.00090056i,0.00057075+0.00019377i,0.0002773-0.0001039i,-0.00014269-0.00015147i,-0.00017427-0.00038628i,-0.00049908-0.00028336i,-0.00068694+0.00027064i,-0.00050836+0.00077324i
-0.00075379+0.0027153i,-0.00059888+0.0035856i,-0.00075931+0.0034477i,-0.00084988+0.0019118i,-0.00075403-0.00031426i,1.037e-05-0.0027955i,0.00050792-0.0045481i,0.0020844-0.0043437i,0.0033007-0.0027138i,0.0021414-0.00098577i,0.0008109+0.00040834i,-0.00046736+0.00091746i,-0.00056127+0.0011435i,0.00015081+0.0013531i,0.00030255+0.00037947i,0.00045046+8.1972e-05i,0.00063332+0.00024183i,0.0010872+6.3096e-05i,0.00082489+0.00017761i,-0.00030397+0.00012261i,-0.00086497+0.00071039i,-0.00035942+0.0014242i,0.00015705+0.0014108i
-0.00027633-0.00013244i,-0.00065477+1.1438e-05i,-0.00030683+0.00064367i,0.0012095+0.00041104i,0.0018153-0.00047424i,0.00038728-0.0014609i,-0.0012116-0.0030703i,-0.0014995-0.0048355i,-0.0012264-0.0053223i,-0.000661-0.0043578i,-0.00045342-0.0022579i,-0.0006357-5.2315e-05i,-0.00021258+0.0009242i,0.00034707+0.0016195i,0.00070966+0.0015061i,0.00077881+0.00021459i,0.00054217-0.0002481i,8.3991e-05-0.00014974i,-0.00079995+0.00012214i,-0.0012219+0.00090365i,-0.00010812+0.0014368i,0.00059402+0.0014209i,0.00016031+0.00067308i
-0.0010175-0.00065268i,-0.00019617-0.0015319i,0.00037173-7.3465e-05i,-0.00037626+0.0010906i,-0.00053036-6.7297e-05i,-0.00063468-0.0004906i,-0.003476-0.00085102i,-0.006068-0.0020977i,-0.0058625-0.0025991i,-0.0033801-0.0013812i,-0.0013487+4.3958e-05i,-0.00058774+0.00036648i,5.1352e-05+0.00040975i,0.00024579-0.00036823i,0.00019559-0.0013035i,-1.5774e-05-0.0015267i,-0.0011938-0.00075959i,-0.0016657+0.00012999i,-0.0011826+0.0004415i,-0.00057753+0.0002408i,0.00041567+0.00029133i,0.00075288+0.00057353i,0.00072504+0.00074088i
-0.0012804-0.00043104i,-0.0019422-0.00080177i,-0.0027976-0.0022148i,-0.0021544-0.0020582i,-0.00098067-0.0011415i,-0.0012698-0.0012287i,-0.0028644+0.0012919i,-0.0044372+0.0038863i,-0.0037859+0.0040142i,-0.0022227+0.0037612i,-0.0012333+0.0030884i,-0.00060025+0.0018444i,-0.00073605+0.0010991i,-0.00073503+0.00019028i,-0.00098941-0.00020953i,-0.0020446-0.00028971i,-0.0020813+5.0805e-05i,-0.0018714+0.00039654i,-0.0010507-2.4308e-05i,-0.00038715-0.00019265i,-0.00056455+5.4921e-05i,-0.00032424-0.00025135i,-0.00021067-0.00077089i
0.0023497-0.00069605i,0.0028292-0.00075329i,0.0031252-0.0016566i,0.0022661-0.0012386i,0.0014596-0.00065965i,0.001207-0.00042884i,0.0013612+0.0012566i,0.0015111+0.0038429i,0.0013858+0.0047402i,0.00085251+0.0040293i,0.00082252+0.0027602i,0.0013435+0.00099746i,0.00074703-0.00016586i,-0.00036077-0.00055423i,-0.00083026-0.00061424i,-0.001391-0.00063815i,-0.00019771-8.9894e-05i,0.00076628+0.00037685i,0.00018378+0.00056082i,-0.00085442+0.00060728i,-0.0013538+9.0069e-05i,-0.0011125-0.00047581i,-0.00097691-0.00079006i
0.0010064-0.00070647i,0.0006996-0.00037829i,0.0022695+0.00041155i,0.001833+0.00096848i,0.00028079+0.0012448i,0.00062195+0.0016629i,0.0025471+0.0009991i,0.0052357+0.00029177i,0.0063623+0.0013395i,0.0046372+0.0012142i,0.0022828+2.7025e-06i,1.6534e-05+0.00051438i,-0.00052096+0.00036114i,0.00022756-0.00044194i,-0.00023089+0.00036319i,0.00064101+0.0012429i,0.0019858+0.0010889i,0.001246-0.00016273i,-0.0002003-0.00052756i,-0.00079837-0.00010848i,-0.00048854-0.0005154i,-0.00016956-0.00079736i,0.00014603-0.00057944i
0.00085752+0.0022699i,-0.0010215+0.002243i,-0.0013264+0.0022943i,-0.0011729+0.0016277i,-0.0004231+0.00038766i,0.00027005-0.0020241i,0.0013966-0.0048982i,0.0031836-0.0061558i,0.0032957-0.0045596i,0.00097324-0.003359i,-0.00064299-0.0024333i,-0.00029818-0.00089766i,-0.00036215-0.0002311i,2.4359e-06+9.9252e-05i,0.0012473+0.00027778i,0.0026182-0.00022199i,0.0023525-0.00046806i,0.001178-0.00028644i,0.0012149-0.00016888i,0.0010746-0.00028132i,0.0006822-0.00029196i,0.001097+2.6079e-05i,0.0014825+0.00062622i
