-0.0026758+0.0015738i,-0.0011473+0.0014681i,-0.0014061+0.001053i,-0.0011948+0.0002827i,-0.00078639+0.00094738i,-0.0013552+0.0017045i,-0.00094172+0.0013628i,0.0001344+0.0013428i,0.00095944+0.0015067i,0.0018151+0.00037231i,0.0019211-0.00091553i,0.0010479-0.0010232i,0.00049792-0.00059606i,0.00028703-0.00052789i,4.0079e-05-0.00032361i,-5.0291e-05-0.00028879i,0.00013539+0.00030125i,0.00011283+5.2648e-06i,-6.5947e-06-0.0011085i,-0.00030091-0.00091429i,2.976e-05-0.00019543i,0.00014933+1.9042e-05i,-0.00028116+1.6555e-05i
0.00015642+0.00081944i,-9.5477e-05+0.0014933i,0.0010037+0.0011961i,0.0012896+0.00012641i,0.00071746-0.00087345i,-0.00016843-0.00067698i,-0.00050642-0.00043454i,0.00013479-0.00028176i,0.00021817-0.00027867i,-0.0003123-0.00026864i,-0.0008035-0.00015774i,-0.0020193-0.00037694i,-0.0027147+0.00020439i,-0.0019895+0.00065162i,-0.0014218+0.0010169i,-0.0007901+0.00083203i,-0.00048521+3.4353e-05i,-0.00027611+0.00012727i,0.00039846+0.00097932i,-1.7373e-06+0.0014527i,-0.00072354+0.0010643i,-0.00063191+0.00061593i,-7.627e-05+0.0002803i
-0.0017693-3.2172e-05i,-0.0013877+0.00035118i,-0.0013715+0.00061963i,-0.0011143+0.0023463i,0.0001486+0.0029164i,0.00087753+0.0018177i,0.00056087+0.00060417i,0.0003422+0.00013514i,0.00048857+0.00052179i,0.0011737+0.00076673i,0.0013579-0.0002899i,0.00054406-0.00077683i,-0.0009184-8.6716e-05i,-0.0016978+0.00072599i,-0.0019325+0.00056254i,-0.0022182-0.00024547i,-0.0019282-0.00037217i,-0.0011929+3.4986e-05i,-0.0004974+0.00025965i,-0.00028398+0.00010748i,-0.00018399-0.00039726i,9.6131e-05-0.00028782i,-0.00022676+0.0005207i
0.00016768-0.00025536i,0.00047263-0.0011568i,0.00065157-0.0016075i,-0.00029779-0.0019074i,-0.0014404-0.0022794i,-0.0021749-0.0010336i,-0.001218-0.00031269i,-0.00027193+0.00062518i,0.00030523+0.0015397i,0.0008703+0.00016862i,0.00085665-0.00075743i,0.0011378-0.00074462i,0.00072153-0.00098182i,-0.00089584-0.0014126i,-0.0017263-0.0014889i,-0.0012312-0.0010408i,-0.00057633-0.0012722i,-0.00034569-0.0016438i,-0.00077426-0.0013397i,-0.0017601-0.001077i,-0.0018227-0.00071423i,-0.0008702+0.00023953i,-0.00052969+0.00038337i
0.0010501-0.00065135i,0.0016747-0.0013335i,0.0006591-0.00085805i,0.00023121-7.2209e-05i,0.00087074+0.00021523i,0.0015879+0.00040893i,0.001873+0.00093003i,0.0017355+0.0013658i,0.0015261+0.0011863i,0.0009961+0.0011782i,0.00079125+0.0015075i,0.001584+0.0010253i,0.0012542-0.00013778i,-0.00031421-0.001632i,-0.00073611-0.001755i,-0.00062298-0.00067009i,-0.00060295-0.00084854i,-0.00071669-0.0011083i,-0.00043746-0.0004548i,3.8646e-05-0.00070121i,-8.3887e-05-0.0010294i,-0.00050699-0.00020046i,-0.00041428+0.00044049i
0.0018638+0.00086203i,0.0011473+5.215e-05i,0.0014231+0.00016314i,0.001729+8.3465e-05i,0.00026595-0.00062841i,-0.0011791-7.0716e-05i,-0.00043569+0.00050026i,0.00034175+0.00064803i,0.00069551+0.00082633i,0.00064275+0.00091337i,-0.00070147+0.0011716i,-0.0011417+0.0014667i,0.00021245+0.00067925i,0.001094-0.00098388i,0.00098628-0.0017977i,0.0013652-0.0018388i,0.001345-0.0013211i,0.00098252+4.5362e-05i,0.00041157+0.00014266i,6.3616e-05-0.0008663i,0.00058817-0.00097778i,0.00087503-0.00047559i,0.00096105-8.6364e-05i
0.00042822+0.0017852i,-0.00056079+0.0012427i,0.00093613+0.00066897i,0.0016475-0.0006883i,0.00065907-0.0017835i,0.00026181-0.0011553i,0.00035618-0.00064557i,0.00095884+0.00017598i,0.0016722+0.0010385i,0.00046259+0.0008446i,-0.001012+0.00099572i,-0.0012407+0.0010562i,-0.00055275+0.0012798i,0.00041125+0.00046232i,0.0010671+7.1202e-05i,0.0010967+0.0004986i,0.0013382+0.00016867i,0.0016924-0.00048992i,0.0018765-0.00054259i,0.001433+0.00058951i,0.00019604+0.00075044i,-0.0006614+0.0009953i,5.4353e-05+0.0014501i
0.00058976-0.00081519i,0.0009908-0.0009523i,0.00089535+0.00024923i,0.0012389+0.0010283i,-0.00029494+0.00083643i,-0.0021292+0.00032429i,-0.0015008-0.00069479i,-2.0138e-05-0.00089413i,-0.0001733-0.00081061i,-0.00072069-0.00031333i,-0.0015529+0.00039221i,-0.0026794+0.00030067i,-0.0016027+0.0007242i,0.00093176+0.00054964i,0.0021347-0.00045738i,0.0018771-0.00021783i,0.0010881+0.00078838i,0.00032465+0.001211i,0.00041191+0.00092355i,0.00073722+0.00041017i,0.00021468+0.00037677i,7.1976e-05+0.00017158i,0.0003138-0.00017397i
0.00052032-0.0004443i,5.6667e-05-0.0010033i,-0.0010438-0.00126i,-0.00079664-0.0011658i,-0.0001988-0.00034123i,-0.00013048-0.00030381i,-0.00036087-7.5576e-05i,0.00012128+0.00048062i,0.00073338-2.359e-05i,0.0001591-0.0010059i,-0.0010412-0.0014761i,-0.0014597-0.0010532i,-0.00051841+0.00039803i,0.00058124+0.0013916i,0.0010508+0.0014547i,0.00053715+0.0017698i,0.00034707+0.0016957i,2.3701e-05+0.0015678i,-5.0906e-05+0.0013508i,0.00053012+0.00017401i,-2.0371e-05-0.00038131i,-0.00052361-0.00030493i,-0.0004047-0.00069725i
0.00037578-0.00051243i,0.00074933-6.4616e-05i,0.00012568+0.00053007i,-0.00016414+0.00055722i,5.2127e-05-1.976e-05i,-0.00060252-0.00037724i,-0.00089866-0.00021667i,-0.00035883+0.00051829i,-4.3156e-05+0.001114i,1.2595e-06+0.0011189i,-0.00020145+0.00014756i,-0.00041864-0.00072314i,-0.00022324-0.00013679i,-0.00047759+0.0010588i,-0.0012544+0.0012734i,-0.0018309+0.00065203i,-0.0023001+0.00040731i,-0.0020928+0.00020568i,-0.0013358-8.4491e-05i,-0.0010666+8.1088e-05i,-0.00037222+0.00033454i,0.00034107-0.00028699i,-0.00045169-0.00038927i
-0.0014246+0.00070769i,-0.0020901-0.00033126i,-0.00027374+0.00012949i,0.0014604+0.0015065i,0.0020478+0.00071377i,0.0011906-0.00054248i,-0.00027028-0.00093192i,-2.25e-05-0.00087744i,0.0011119+0.0002245i,0.0018132+0.0007849i,0.0021429+7.3e-05i,0.0018566-0.0007669i,0.00063049-0.00063641i,-0.0012551-9.4869e-05i,-0.0021551+6.7856e-05i,-0.0016454-0.00067741i,-0.0011586-0.00086157i,-0.00073112-0.00023395i,-0.0010365-0.00033425i,-0.0012558-0.00012409i,-0.0010831-0.00017176i,-0.00065292-0.00067291i,-0.00067009-0.00073956i
-0.00063341-0.0018284i,-0.00064299-0.0014838i,-0.00064014-0.00019593i,-2.5937e-05+0.00043048i,0.00019422+0.00082102i,0.0009336+0.0010818i,0.0010158+0.00084921i,-0.00018065+0.00036775i,-0.00060977+0.00024289i,-0.00035329+0.00084007i,0.00066395+0.0017907i,0.0016893+0.0021236i,0.0013422+0.00097436i,0.0001823-0.00060608i,-0.0013209-0.001559i,-0.0017844-0.0017933i,-0.0015857-0.0014496i,-0.0011765-0.00082904i,-0.00018892-0.00023468i,0.00054525+0.0004145i,0.00070698+0.0005124i,-0.00018006+0.00022342i,-0.0011349+0.00011355i
0.001891+9.6668e-05i,0.0025413-0.0014943i,0.0020403-0.0025679i,0.0011369-0.0023126i,0.00054926-0.0014701i,4.3836e-05-0.00026823i,-0.00051126+0.00058288i,-0.00093829+0.00063975i,-0.00090723-9.3308e-05i,4.116e-05-0.00050753i,-3.3679e-05+0.00057104i,-0.00072097+0.0024014i,-0.00076213+0.0023086i,-0.00021147-0.0001813i,0.00037595-0.0011925i,0.00042233-0.00092721i,0.00050983-0.0014081i,5.0953e-05-0.00151i,-5.0931e-05-0.0010148i,0.00061427-0.00074548i,0.0005241-0.00047683i,0.00042735+0.00068628i,0.00060461+0.00089038i
-0.0033374-0.00020668i,-0.0036053+0.001452i,-0.0028669+0.0022673i,-0.0015823+0.0024603i,-0.0011976+0.0032628i,-0.00063221+0.0029857i,0.00046778+0.0020145i,0.0008131+0.00062446i,0.00073264+0.00048036i,0.00012715+0.00131i,-0.0011904+0.0017277i,-0.0017412+0.001925i,-0.00058685+0.00043196i,0.00078926-0.00063527i,0.001483-0.00031915i,0.001737-0.00019173i,0.0013027-2.5576e-05i,0.00019159-0.00063699i,1.5724e-05-0.0010154i,0.00052952-6.4242e-05i,0.00021614+0.00029713i,-0.00021114+0.00021236i,-0.00055834+0.00072662i
0.00066985-0.00046519i,-3.516e-05-0.0012009i,-0.00012887-0.0010878i,0.00099511-0.00067165i,0.0011446-0.00041388i,0.00010043-0.00046904i,0.00011747-0.00055416i,0.00022308-1.5824e-05i,0.00027016+0.00055974i,0.00037716+0.0003604i,-0.00095156+0.00023607i,-0.0017932+0.00037242i,-0.00032057+6.0689e-05i,0.0016037+0.0003657i,0.0019947+0.00096498i,0.0014668+0.00027619i,0.0010468+8.243e-05i,0.0010879+0.00072939i,0.00148+0.00069528i,0.00086521+0.00061681i,-4.936e-05+0.00031777i,-0.00030143-0.00064881i,-8.2776e-05-0.00046256i
0.00085709-0.001317i,0.00052705-0.0021738i,-0.00070515-0.0020623i,-0.0015867-0.00079258i,-0.0017765-0.00012347i,-0.0012186+4.5282e-05i,-0.00021187+0.00059126i,0.00012597+0.00040034i,-0.00026735+1.9656e-05i,-0.00092108-0.00010549i,-0.00029341+0.00024654i,0.0003104+0.00010732i,0.00045196+3.5751e-05i,0.0010872+0.00049066i,0.0013968+0.0010366i,0.0011536+0.0014828i,0.00074979+0.0013367i,0.00086948+0.00078023i,0.00083993+0.000507i,0.00051618+0.0006219i,0.00078856+0.00087907i,0.00015612+0.0008658i,-0.00029312+9.246e-05i
0.0013112+0.0016064i,0.0018921+0.0012737i,0.0027869+0.0011255i,0.0026617-0.0007484i,0.0013735-0.0015981i,-0.00089049-0.00072408i,-0.0011574+0.00036557i,4.5807e-05+0.0010408i,0.00064237+0.00094201i,0.00084878+6.9812e-05i,0.0011434-0.00055103i,0.00083004-0.0004533i,0.00080678-9.7175e-06i,0.00037961+0.00095193i,-0.000187+0.0015606i,-0.0001386+0.00087543i,-0.00071735+0.00049335i,-0.0010749+0.00091751i,-0.0010955+0.0012331i,-0.0012701+0.00048857i,-0.00086972-0.00028351i,-0.00016141+1.4466e-05i,-0.00065334+0.00028897i
-0.0020442+4.97e-05i,-0.0012743+0.0010316i,-0.00035634+0.00044887i,-0.00010453+0.00017162i,0.00051831+0.00062125i,0.00094174+0.00017934i,0.001057-6.7219e-05i,0.00097519+0.00057986i,0.00053547+0.0018376i,0.00030857+0.0023692i,0.00062453+0.0017131i,0.0013354+0.00096944i,0.0016659+0.00030107i,0.00037749+0.00047489i,-0.00099663+0.00098564i,-0.00071256+0.0012243i,-0.0003833+0.0012801i,-0.001126+0.0014692i,-0.0014677+0.0014662i,-0.00086831+0.00098499i,-0.00021131+0.00044254i,-1.6319e-06+0.00026216i,-0.00042463+0.00088861i
-0.00018062-0.0013326i,-0.00026817-0.00020214i,-0.0003489-0.00039332i,0.00011354-0.00052457i,-8.6189e-05+0.0001405i,0.0001051+8.6584e-06i,0.00079075-0.0001406i,0.0010476-4.6486e-05i,0.0010099+0.0002596i,-0.00027597+0.001359i,-0.00079907+0.0021297i,0.00041563+0.0025816i,0.00020415+0.0019734i,-0.00099031+0.00047409i,-0.00088867-0.00056543i,-0.0003726-0.00068355i,7.9098e-05-0.00071168i,0.00014675-0.00060801i,0.00032477-0.00017554i,0.00055659-0.00046224i,0.00038974-3.7907e-05i,4.5329e-05+0.00077437i,0.00043827+0.00036451i
0.0014716+0.0017904i,0.001733+0.0016862i,0.0014773+0.0017106i,0.0019256+0.0003391i,0.0019366-0.00079414i,0.00080034-0.00075636i,8.4143e-05-0.00010045i,-0.00023064+0.00032002i,7.0853e-05+0.00068743i,0.00047617+0.00055653i,-0.00043558+0.00083535i,-0.0015849+0.0018336i,-0.0025776+0.0017092i,-0.0032705+0.00086757i,-0.0027586+0.00042589i,-0.0012067-7.5116e-05i,-0.0001286-0.0004269i,0.00015615-0.000726i,0.0008946-0.00070969i,0.00089099-4.2695e-05i,-0.00023821+0.00016697i,-0.00049045+0.000487i,6.5382e-05+0.00044964i
0.00075563-0.00023288i,0.00072139-0.00072753i,0.00077239-0.0010624i,0.00042769+0.00028727i,-0.00074138+0.0011412i,-0.0011745+0.0010212i,-0.00023829+0.00075417i,0.00077009-0.00036146i,0.0009481-0.0016216i,0.00018619-0.0014239i,-0.0012684-0.00039827i,-0.002537+0.00076389i,-0.0018378+0.00046552i,-0.000688-0.00090643i,-0.00074408-0.0013242i,-0.00069085-0.00050825i,0.0002998-0.00069368i,0.0014533-0.00097196i,0.0010028+7.9741e-05i,0.00020411+0.00089335i,0.00029412+0.00067869i,0.00057658+0.00030379i,0.00029134-2.1685e-06i
-0.00025212+0.0017424i,-3.6537e-05+0.0013067i,0.0015072+0.0014125i,0.0025248+0.00023268i,0.0018496-0.00086518i,1.429e-05-0.0011086i,-0.0012484-0.00032863i,-0.00029394+0.00048371i,0.00096651+0.0013766i,0.00066722+0.0018745i,-0.00032003+0.00020063i,-0.00094814-0.0017575i,-0.00093438-0.0023331i,-3.2004e-05-0.0019853i,0.0006622-0.0012909i,0.00071067-0.00056567i,0.0012229-0.00015307i,0.0013141-0.00010259i,0.00099953-0.00030347i,0.00036929+0.00012131i,7.4154e-05+0.00029672i,-0.00020853-0.00030792i,-0.00072814+5.2894e-05i
-6.1933e-05-0.0011265i,-0.00069223-0.0026106i,-0.00027852-0.0028993i,0.00046718-0.0024574i,0.00064849-0.0014352i,-0.0002588-0.00094422i,-0.00055138-0.00075935i,1.165e-05-0.0004064i,0.00028867-0.00039191i,0.00050244-0.00065634i,-0.00037224-0.0010374i,-0.001523-0.0016183i,-0.00022979-0.0011905i,0.001414-0.0007179i,0.0014816-0.00060894i,0.00070163-0.00017378i,-0.00012343+0.0005754i,-0.00027255+0.0010151i,-0.00025868+0.00084635i,-0.0004053+0.00039476i,-0.00056026-0.00014565i,-0.0004385-0.00049907i,-0.00055632-0.00066039i
0.0005197-0.0032878i,0.0011202-0.0026039i,-0.0011231-0.0023019i,-0.0018152-0.0020263i,-0.0016373-0.00066138i,-0.0011331+0.00039534i,-0.00019536+0.00031885i,6.1834e-05+0.00031166i,-0.00049962+0.00056859i,-0.00069942+0.00065056i,0.00059869+0.0012431i,0.0024866+0.00093099i,0.0025633-8.5341e-05i,0.0018325-0.00050951i,0.0017749-0.00074978i,0.00073723-0.00077002i,-0.00026183-0.00061426i,-0.0009723+0.00014898i,-0.001386+9.7682e-05i,-8.0021e-05-0.00045492i,0.0010388-0.00029026i,0.0012112-0.00098545i,0.00042504-0.0011433i
0.0016715+0.0018572i,0.002133+0.0013143i,0.0020357+0.00094838i,0.0011532+0.00040565i,0.00078053+0.0002566i,0.0001871+1.504e-05i,0.00094695+0.00040729i,0.0018409+0.0013064i,0.0012325+0.00078456i,0.00076337+0.00056857i,0.0013105+0.00095097i,0.0022083+0.0014397i,0.0020131+0.0022338i,0.0010178+0.001907i,0.00054699+0.0013469i,0.00057214+0.00070107i,-0.00018342-0.00022419i,-0.00046582+0.00016225i,-0.00056242+9.4393e-05i,-0.00055774+8.0147e-05i,0.00014421+0.0003948i,0.0002174-0.00012292i,2.6422e-05-0.00082217i
0.0002505-0.00030201i,-0.00016014-0.00017268i,-0.00026919-0.00015697i,0.00038949-0.00015492i,0.00072247+0.00029934i,0.00092698+0.00067901i,0.00042147-0.00043916i,-7.2235e-05-0.00082627i,-0.00016215-0.00019731i,-0.00037076+0.0006508i,-0.00012778+0.0014733i,0.00050913+0.0032032i,0.00091734+0.0043307i,0.00090619+0.003278i,0.00038282+0.0018993i,0.00065047+0.0007382i,0.0012837-0.00026473i,0.0011954-0.00046867i,0.00035801-0.00026596i,0.00011581-0.00016848i,0.00024037+0.00046559i,0.00051117+0.0002456i,0.0010901-0.00082507i
-0.0010213+0.0018372i,-0.00055965+0.0017168i,-0.00038434+0.0014311i,-0.00030245+0.00047535i,0.00016196-0.00066934i,0.00049851-0.0013879i,0.0011911-0.00010749i,0.0011744+0.00052569i,0.00039785+0.00044921i,-0.00071885+0.0006482i,-0.0013962+0.0007581i,-0.0014931+0.0015027i,-0.002856+0.0019224i,-0.0030407+0.0018004i,-0.0018854+0.0017405i,-0.0010059+0.0014193i,-7.3916e-06+0.00061131i,0.00028421-0.00036152i,0.00028691-0.00064906i,0.00061668-0.00051073i,0.00012204-0.00014896i,-0.00048233+0.00083418i,-0.00059158+0.0013058i
-0.0011816-0.0019891i,-0.0010434-0.0017179i,-0.0012528-0.00068669i,-0.0015985-0.00018725i,-0.0019943+0.00011112i,-0.0014426+0.00055108i,-0.00017052+0.00046124i,0.00068609+0.00043918i,0.0004148+0.0010565i,-5.4949e-05+0.0016714i,-0.0016262+0.0015275i,-0.0024042+0.00080192i,-0.002818+7.2829e-05i,-0.0034193-0.00062015i,-0.0028722-0.00076082i,-0.0016048+0.00074579i,-0.00021114+0.00093967i,0.00089788-0.00039582i,0.0011412-0.00017197i,0.00010408+0.00054372i,-0.00069359+0.0009601i,-0.00028752+0.0013053i,-0.0003894+0.0014027i
0.0011539-0.00046627i,0.0017605-0.00068542i,0.0020243-0.00064548i,0.0018448-0.0013286i,0.00097786-0.0014584i,-0.00087264-0.0015831i,-0.0011371-0.00039539i,0.00036994+0.00059563i,0.0011307+0.00028957i,0.00067203+4.5862e-05i,-0.00033186-0.00025942i,-0.0016701-0.0011431i,-0.0015918-0.0021103i,-0.0014153-0.0016246i,-0.0021112-0.0006974i,-0.0014488+0.00068023i,-0.00027156+0.0013803i,-0.00021134+0.00058895i,0.00010347+0.00053332i,0.00014586+0.0011316i,-0.00043639+0.00051364i,-0.0010723-0.00016595i,-0.0011639-6.2967e-05i
0.0020112+0.0005265i,0.001716+0.0008833i,0.00082631-0.00014599i,-7.1642e-05-0.00084601i,-0.00037933-0.00088879i,5.1577e-05-0.0010908i,4.3409e-05-0.00030475i,-0.00016368-7.1642e-05i,0.00020756-0.00051891i,0.00047699-0.00020115i,0.00092056-0.00025118i,0.00075275-0.0010583i,0.00082635-0.0016984i,0.0012393-0.0019408i,8.0722e-05-0.0012594i,-0.00076833-0.00023958i,-0.00026248+0.00018933i,1.1543e-05+0.00069745i,-7.8438e-05+0.0012274i,0.00040156+0.00092761i,0.00162+0.00033736i,0.00088248-6.0153e-05i,-0.00049041-0.0003119i
0.0010025+0.00024402i,0.00042011+0.0014189i,0.00065152+0.0019755i,0.00048227+0.0014075i,-0.00020723-0.00080002i,-0.00019873-0.0016037i,-0.00066643-0.00015629i,-0.00038637+0.00098445i,0.00065354+0.0010059i,0.00096452+0.00010962i,0.0013621-0.00029907i,0.0024275-0.00064703i,0.0036356-0.0010325i,0.0034569-0.0014775i,0.0023608-0.0016891i,0.00085779-0.0011736i,-0.00066125-0.00051534i,-0.0013547+0.00022976i,-0.0010423+0.00047285i,-0.00046137+0.00030026i,8.0794e-05-8.6891e-07i,3.8248e-05-0.00031925i,-7.1509e-05-0.0011521i
-0.0022507+0.0016022i,-0.0031766+0.0015113i,-0.0020204+0.001578i,-0.00027644+0.0018887i,0.00044295+0.0015793i,0.00074484+0.0006896i,0.00046146-9.8549e-05i,9.4715e-05+0.00033709i,-4.1144e-05+0.00094632i,0.0002755+0.00086156i,0.00099672+0.00095493i,0.0018996+0.0025511i,0.0030417+0.0033786i,0.0033612+0.0021016i,0.0025227+0.00037416i,0.001384-0.0010041i,0.0002877-0.00088686i,-4.5166e-05-0.00036487i,-0.00017471-0.00056587i,0.00025364-0.00030848i,0.0011718-0.00027814i,0.0011739-0.00084262i,0.0003746-0.0016775i
-0.0011021-0.0018824i,-0.0011818-0.0016511i,-0.00099299+0.00011547i,-0.0016789+0.0014032i,-0.0021634+0.0010777i,-0.001946-0.00010569i,-0.00079756+1.416e-05i,8.5372e-05+0.00080322i,0.00024403+0.00067896i,-6.831e-05+0.0012272i,-0.00025162+0.0020511i,0.00025313+0.0030045i,0.00029124+0.0038308i,-1.9363e-05+0.0033242i,0.0008883+0.0018775i,0.0014248+0.00012241i,0.00042648-0.00094515i,-0.00056966-0.00094277i,-0.0012176-0.00039641i,-0.0015448+4.1221e-05i,-0.00094232-0.0002364i,2.9952e-06-0.00035859i,0.00028882+0.00035528i
-3.9943e-05-0.0019636i,-0.001023-0.001859i,-0.00146-0.0015927i,-0.00068373-0.00038065i,-0.00012461+0.00034652i,6.9787e-05+0.0012773i,0.00038956+0.0013251i,0.00092234+0.00065807i,0.00045884+0.00047736i,3.876e-06+0.0012994i,-0.00087954+0.0021927i,-0.0022143+0.0024961i,-0.0025892+0.0027039i,-0.0020737+0.0024265i,-0.00054186+0.0024877i,0.00098728+0.0020592i,0.0010671+0.0012103i,0.00041928+0.00011212i,0.00032986-0.00052579i,-1.0304e-05-0.00074479i,-0.00052997-0.0012004i,-0.00032464-0.00062332i,-0.00032621+0.00025552i
-0.0012735+0.001263i,-0.00083847+0.0015504i,0.00013238+0.0012073i,0.00017595+0.0012429i,0.00041687+0.0010804i,0.001138+0.00012296i,0.0012201-0.00024041i,0.0006646-0.00031981i,0.00061215+0.00019302i,0.00028743+0.00056786i,-0.00061849+0.00011081i,-0.002158-0.0010629i,-0.0038227-0.0016818i,-0.0048503-0.0013636i,-0.0041526+0.00030219i,-0.0023748+0.0015701i,-0.00057522+0.00098639i,0.00091028+0.00063593i,0.0016568+0.00028721i,0.0012925-0.0002154i,0.00057506+0.00022009i,0.00021392+0.00030862i,0.00045302+4.4375e-05i
0.0025255+0.001147i,0.0032684-0.00066744i,0.0037764-0.0019823i,0.0019619-0.002027i,3.0719e-05-0.0020242i,-0.0010705-0.0016035i,-0.0019329-0.00069381i,-0.0012041-0.00042435i,0.00013699+0.00010452i,0.00042776-0.00023689i,0.00036409-0.0018974i,-0.00043886-0.0024845i,-0.0012646-0.0024218i,-0.0015313-0.0014129i,-0.0016968+0.00021405i,-0.0012043+0.0014986i,-0.00039258+0.0015623i,0.00016879+0.00089218i,3.6087e-05+0.00082613i,-0.00029095+3.5649e-05i,0.00015019-0.0007641i,0.00076185-0.00049856i,0.00056042+0.00034742i
0.00022145+0.0030866i,0.00047772+0.0019656i,0.0026168+0.0017852i,0.003644+0.0013418i,0.0023964-0.0002263i,0.0013509+7.939e-05i,0.0010508+0.0011429i,0.00060676+0.0014246i,0.00090942+0.0010123i,0.0015611-3.7533e-05i,0.0023148-0.00019451i,0.002797-0.00035629i,0.0023858-0.0018758i,0.0013013-0.0028695i,3.9085e-05-0.0017675i,-0.0010486-0.00013595i,-0.00063948+0.00071525i,4.7489e-05+0.0012696i,-0.00025925+0.0008418i,1.872e-05-0.00014829i,0.00028842-0.00013889i,0.00022101-0.00056156i,0.00028971-0.0006279i
-0.00037044-0.002295i,-0.001852-0.0026634i,-0.003361-0.0016616i,-0.0026802-0.00062423i,-0.0013007+6.0457e-05i,-0.00081421+0.00094627i,0.00037386+0.00087462i,0.0010829+0.00060309i,0.00072579+0.0005303i,0.00019351+0.00028018i,0.00049413+0.00027329i,0.0019441+0.00054862i,0.0036577+4.0696e-05i,0.0039925-0.0012705i,0.0018771-0.0019799i,-0.00020954-0.001367i,-0.00048583-0.00067245i,-8.229e-06-0.00027273i,-2.4253e-05+0.00029129i,-6.5628e-05+0.00094047i,0.00020786+0.0013632i,0.00050377+0.0014584i,0.00024144+0.00055443i
0.0032085-5.9567e-05i,0.0027296-0.0013539i,0.0025384-0.001699i,0.0012017-0.0017696i,-0.00051481-0.0017363i,-0.00087892-0.0012971i,0.00011295-0.0012437i,0.00096378-0.0014036i,0.00091029-0.00030824i,0.00043312+0.00015306i,-0.00030495+0.0011817i,2.6016e-05+0.0026742i,0.0013181+0.0028015i,0.002539+0.0015232i,0.0020542-0.00026335i,-0.00010753-0.00072426i,-0.00078987-0.0007675i,-0.00043487-0.00051321i,-9.9132e-05-5.0321e-05i,0.00018463+0.0003966i,0.00011767+0.00082846i,-1.6493e-05+0.0013281i,0.00011708+0.001128i
0.0014498+0.00124i,0.00016796+0.00095398i,-0.00070813+3.396e-05i,-0.00067447-0.0012936i,-0.00051119-0.0014656i,-0.0011349-0.0016461i,-0.00068566-0.00088876i,-1.2409e-05+0.00066112i,0.00076887+0.0013005i,0.00094007+0.00063384i,-0.00072847+0.00079309i,-0.0019117+0.0025252i,-0.0021324+0.0037174i,-0.00098281+0.0026875i,0.00099206+0.001256i,0.0013027+0.0010668i,-0.00022951+0.00048462i,-0.0009923-0.00073749i,-0.0010957-0.0010889i,-0.0017778-0.00039458i,-0.0016187+0.00060139i,-0.00054774+0.0012455i,7.2395e-05+0.0016757i
-0.0023776+0.0015252i,-0.0010047+0.0009318i,0.0011943+0.0018157i,0.0023002+0.0016439i,0.0026425+0.0011616i,0.002338+0.00032051i,0.0012897-0.00054725i,0.00031536+0.00037555i,0.00086794+0.0011876i,0.00118+0.00079605i,-0.00069806-0.00024374i,-0.0032506-0.00023262i,-0.0038862+0.0012533i,-0.0023919+0.0023796i,3.0841e-05+0.0022092i,0.0010789+0.0014283i,-3.1817e-05+0.0011075i,-0.00020328+0.0012818i,0.00084127+0.0009624i,0.00047497+0.00012749i,-0.00033687-0.00089936i,5.6818e-05-0.0011276i,0.00050152-0.00020318i
0.00066783-0.00034068i,0.00012298-4.8951e-05i,-0.00084496+0.00058001i,-0.00059351+1.4605e-05i,0.00012355-0.00038812i,0.00015553-9.974e-05i,2.0888e-05+0.00033795i,0.00048146+0.0006812i,0.00026389+0.00052168i,-0.00074531-8.6691e-05i,-0.00092222-0.0010589i,-0.0017699-0.0015214i,-0.0023996-0.0011798i,-0.0018234-0.00017214i,-0.0012839+0.0007458i,-0.00043495+0.0014139i,5.2342e-05+0.00091662i,-0.00019769+0.00012883i,-4.7462e-06+1.0238e-05i,-0.00026898-0.00097903i,-0.00032047-0.0018109i,-0.00031324-0.00113i,-0.00069162-0.00010164i
-0.0011478-0.00050609i,0.00015486+0.00047591i,0.00056562+0.001153i,0.00065563+0.0012406i,0.00021561+0.0011528i,5.3333e-05+0.0013926i,0.00031857+0.0014487i,0.00020976+0.0014575i,-0.00012065+0.00068905i,0.00057401-0.00037749i,0.00092389-0.00087382i,0.00022784-0.0015892i,1.2894e-05-0.0026741i,-0.00062774-0.0023179i,-0.0015057-0.001091i,-0.00094261-0.00056727i,-0.0006034+0.00036178i,-0.00023825+0.0011011i,0.00063226+0.00080039i,0.00065492+0.00013679i,0.00041815-0.00089401i,0.00053686-0.0018295i,-0.00040527-0.0022322i
-0.0017717+0.0010875i,-0.00098069+0.001915i,-0.00022876+0.0023068i,-0.00095597+0.0018764i,-0.0011916+0.00045549i,-0.00027447+0.00017411i,0.00020671+0.00070423i,0.00071316+0.0013065i,0.00051384+0.0016146i,0.00071585+0.0014277i,0.0016702+0.00086703i,0.0020667-0.00014967i,0.0015931-0.0016941i,5.0395e-05-0.0028943i,-0.0010491-0.0020001i,-0.00069923-0.00053907i,-0.0001166+3.7092e-05i,-0.00025211+0.00025591i,-0.00039613+0.00011449i,-0.00014266-0.00020051i,0.00051727+0.00035148i,0.00072246+0.00051323i,0.00041808-0.00022324i
