-0.000202-0.00059837i,-0.00092255+0.00042098i,-0.0016388-0.00012823i,-0.00063008-0.00094706i,0.00037023-0.0010846i,0.00055015-0.00045494i,0.00057994+0.00026212i,0.00087231-6.1913e-05i,0.0016921-0.00048469i,0.001672-0.00034194i,0.00063958-0.00037293i,0.00042726-0.0012672i,0.0008323-0.0016668i,0.0003869-0.0010092i,-0.00038338-1.0094e-06i,-0.00063907+0.0010412i,-6.5037e-05+0.00099574i,0.00029204+0.00065373i,-0.00029685+1.3683e-05i,-0.0003473-0.00080858i,0.00047401-0.00052103i,0.00059869-0.00072903i,-0.00036311-0.00060791i
0.00029182+0.00049507i,0.0002224+0.00066536i,-0.00051756+0.0013593i,-0.00079427+0.00066191i,0.00040058-0.00014897i,0.00057533+8.6055e-06i,3.7636e-05-0.00061755i,0.00036074-0.0018569i,0.00045288-0.0015078i,0.00052543-1.0133e-05i,3.4897e-05+0.0007256i,-0.00036491+0.00019848i,0.00046343-8.847e-05i,0.00069603-1.8929e-05i,0.0003701+5.3785e-05i,0.00016039+0.00014642i,-0.00016634+0.00039611i,0.00066129-0.00051503i,0.00086693-0.0013606i,-1.9982e-05-0.00064231i,0.00023783+4.9379e-05i,0.0012045+0.00016028i,0.00027022-0.00031309i
-0.00091689+0.00053063i,-0.001351+0.00089875i,-0.0024012+0.0017022i,-0.0010423+0.0017754i,0.001408+0.0015211i,0.001881+0.00016803i,0.0012047-0.0010384i,0.00085264-0.0012204i,7.6946e-05-0.0012074i,-0.00055857-0.0011118i,0.00017051-0.00065745i,0.0005873-7.4577e-05i,0.00067182-2.6952e-05i,0.00056008-0.00027821i,-0.00022304-9.7108e-05i,-0.00025712+0.00017442i,0.00052752+0.001158i,0.00047811+0.0020032i,0.00022669+0.0014875i,0.00010712+0.00046613i,0.00049517-0.00023768i,0.00024711-0.00089535i,0.000192-0.00099949i
-0.00072004-0.00021632i,-0.0011764-0.0010923i,-0.0015585-7.7407e-05i,-0.0012644+0.0008483i,-0.00010587+9.958e-05i,0.00027839-0.00075781i,-0.00024705-0.0010275i,-0.00056387-0.0015645i,0.00022621-0.0018867i,-6.3771e-05-0.0014661i,-0.00045585-0.00087678i,-1.8577e-05-0.0007558i,0.00021355-0.0010507i,0.00046192-0.00042231i,0.001236+0.00011245i,0.0012067-8.7689e-05i,0.00078263-0.00074746i,0.00029801-0.00048223i,-0.00052645+0.00015459i,-0.00078937+9.2891e-05i,-0.00044566+0.00036169i,-0.00027614+0.00062117i,-0.00023709-0.0001295i
0.00070353+0.00044203i,-0.00014321+0.00040978i,0.00012271+0.00050037i,0.0010309+0.0005327i,0.0017211+0.00089228i,0.00086599+0.00082986i,-0.00017565+0.00042968i,-0.00028504-7.7307e-05i,0.00017158-0.00065002i,0.00022149-0.00070358i,0.00030113-0.0001199i,0.00090214+0.00056144i,0.0009898+0.00066325i,0.00054753-0.00013626i,0.00018926-0.0005541i,0.00011843+3.3996e-05i,-3.8918e-05+8.715e-06i,-0.00023118-7.5865e-05i,-0.0005908-0.00029261i,-0.00063765-0.0012684i,0.00043331-0.0011235i,0.0013721-0.00046367i,0.0010408-0.00014255i
-0.0012859-0.0010905i,-0.0013236-0.0010021i,-0.0016606-0.00051375i,-0.0010278+0.00032641i,0.00029242+0.00073549i,0.0013218+0.00015696i,0.0012336-0.00067184i,0.00073084-0.001069i,-0.00013146-0.0017129i,-0.00030433-0.0017508i,0.00048856-0.00056921i,0.00061611+0.00056609i,0.00026301+0.00047358i,-9.9742e-05+0.00019133i,0.00025991-0.00013899i,0.00090826-0.00065888i,0.00030796-0.00038685i,-0.00028767+7.7382e-05i,0.00053234-0.00032463i,0.00094265-0.00093305i,0.00014217-0.00054144i,-0.00025966+0.00012857i,-0.00045295+0.00023742i
8.2271e-05-0.00033007i,-0.00056096+0.00056906i,-0.00013783+0.0017051i,-9.3278e-05+0.0014925i,0.00027899+0.0010892i,0.00042358+0.00037439i,0.00034091-0.0003375i,0.00047891-0.0012253i,0.0001624-0.0015049i,-0.00045211-0.0010192i,-1.4754e-05-0.00017193i,0.00082048+0.00068043i,0.00054031+0.00030288i,0.00019116-0.00045539i,0.00049091-0.00072233i,0.00079102-0.00081406i,-1.6061e-05-0.00073277i,-0.00015542-0.0010434i,3.7514e-05-0.00093393i,-0.00027451-0.00035004i,-3.051e-05-0.00030187i,-0.00043909+0.00015144i,-0.00072493+0.00057552i
0.00058222-0.0016232i,-0.00098619-0.0017487i,-0.0023942-0.00064212i,-0.0021721+0.00058447i,-0.00085876+0.0010673i,-1.2108e-05+0.00081264i,0.0010255-8.3738e-05i,0.0013415-0.00083071i,0.00025707-0.0013247i,-0.00091062-0.00092671i,-0.00063927-0.00017714i,0.00075477-6.8783e-05i,0.0011263+0.00013406i,0.00078187+0.0006311i,0.0007989+0.00064937i,0.00049309+6.671e-06i,0.00024405-0.0011744i,0.00077758-0.00091243i,0.0011397+0.00036344i,0.00096698+0.00069111i,0.00060437+0.0002833i,0.00056216+8.8704e-05i,0.00074886-2.0549e-05i
0.00041251-0.00037551i,-0.00050011-0.0015752i,-0.0013498-0.0012233i,-0.0015619-0.00050742i,-0.00012004+0.00017479i,0.0007123+2.2717e-05i,0.00055531-0.00025863i,0.00071964-0.00076202i,0.00088429-0.0012416i,9.5918e-05-0.00065974i,-0.00073251+2.7384e-05i,5.3508e-05+8.5821e-05i,0.0010558+0.00026415i,0.00091763+3.315e-05i,0.00081485-0.00064058i,0.00019834-0.00040023i,-0.00063209-0.00025498i,0.00012322-0.00043182i,0.00055687-0.00061262i,0.00029733-0.00073579i,-3.5092e-05-0.00023054i,-0.00049729-0.00030492i,-0.00047591-0.00055615i
-0.001443+0.0001818i,-0.0001685+0.00052562i,-0.00010027+0.0012177i,-0.00021243+0.0020418i,0.00090415+0.0024097i,0.0023151+0.0012547i,0.00233+0.00046111i,0.0015135+0.00044513i,0.0008247-5.1494e-05i,-1.3485e-05-0.00013373i,-0.00019051+0.00064667i,2.137e-05+0.00086384i,-5.3452e-05+0.00014996i,5.9605e-05-0.00016363i,-2.096e-06+0.00046527i,5.0666e-05+0.00040458i,0.00032119-0.00024403i,0.00052044-0.00019877i,0.00034828+6.3025e-05i,-5.7364e-05+0.00027585i,-0.00020508+0.00041289i,-0.00015617+0.00037804i,0.00031608-1.885e-05i
0.00044454-0.0011744i,-0.00026131-4.7641e-05i,-0.0016586+0.0010056i,-0.0013677+0.00091064i,-0.00032282+0.0001657i,-0.00038568-0.00016537i,0.00040483-0.00013997i,0.00037916-0.00048732i,6.5166e-05-0.00088583i,0.00028817-0.00040351i,0.00057093+0.00089872i,0.0011817+0.00099378i,0.00059617+6.8705e-05i,-0.00049523-0.00057832i,0.0001155-0.00097893i,0.0007828-0.00064079i,0.00072995+0.0002802i,0.00024642-0.00019319i,0.00021306+7.6441e-05i,0.00013059+0.00016028i,-6.2348e-05-0.00037204i,0.00035853-0.00013373i,0.00078321-0.00020736i
-0.00019617-0.00076743i,-0.00047384+2.8875e-05i,-0.0014955+0.00063857i,-0.0012326+0.0018591i,0.00010861+0.0018266i,0.00046175+0.00045277i,0.00041981-0.0013019i,0.00024914-0.0020242i,0.00017436-0.0016728i,-0.00026392-0.00079616i,-0.00010625+0.00037566i,0.00023528+0.00068023i,0.00026124+0.00014405i,0.00036061-0.00025544i,0.00081166-0.00028636i,0.00037369+0.00041353i,-0.00015435+0.0012758i,0.00031951+0.0012417i,0.00086182+0.00054262i,0.0010067+0.00061567i,0.00052633+0.00092302i,0.00036158+0.00079079i,0.00049786+0.00036427i
-0.00084886-0.00060728i,-0.0018951-0.00019391i,-0.0026786-6.8807e-05i,-0.0023017+4.7266e-05i,-0.00031535+0.0005459i,0.00063175+0.0013611i,0.0006726+0.00050965i,0.00046384-0.0012787i,-0.00026139-0.0016853i,-0.00051645-0.00038823i,-3.0694e-05+0.00039801i,0.00048993+0.00011771i,0.00027636-0.00043802i,-2.1574e-05-0.00028668i,0.00019026-0.00019178i,0.00044742-0.00061789i,-5.6413e-05-0.00018624i,0.00040087+0.00056261i,0.00057956+0.00056012i,-0.00011542+0.00012568i,1.0405e-05+2.6332e-05i,0.00053534-0.00072976i,0.0006776-0.0010498i
0.0013122-0.00094195i,0.00041349-0.00033402i,3.4544e-05-7.8943e-05i,-0.00076126-0.00059243i,-0.00085151-0.00044442i,-0.00053007-0.00033892i,-0.00048346-6.5859e-05i,0.00077075-0.00010754i,0.0012205-0.00024556i,3.8318e-05-0.0004666i,-2.3109e-05-0.00028995i,0.00087672+0.00013757i,0.00066794+0.00042919i,0.00025084+0.0010874i,0.00044947+0.00092934i,0.00032349+0.0004189i,-0.00043531+0.00054885i,-0.00058516+0.00011678i,-9.7291e-05-0.00023963i,0.00037986+5.9857e-05i,0.00056452+4.296e-05i,0.00034227-3.2241e-05i,-0.00040704+0.00043123i
0.0014724-0.00017998i,-0.00065997+0.0013703i,-0.0010218+0.001742i,-2.874e-05+0.00060064i,0.00092973+0.00034995i,0.001155+0.00032473i,0.00047975-0.00038074i,-0.00023574-0.00057361i,-0.00058226-0.00025439i,-0.00079141-0.00060888i,-0.0003551-0.00075216i,0.00048553+0.00030151i,0.00026378+0.00073244i,-0.00024623+0.00062993i,0.00016656+0.00078721i,-0.00027332+0.00078823i,-0.00069325+0.00013704i,-0.00032096-0.00011339i,-0.00015602+0.00011729i,-0.00074077+0.00024018i,-0.00064265+0.00048675i,0.00025653+0.00032033i,0.00087242-0.00026865i
0.0013847-0.00047933i,0.00064842-0.00025527i,-0.0010787-0.00022066i,-0.0022476+0.00034881i,-0.0017118+0.00064853i,-0.00015416+0.00036529i,0.00071985+0.00065836i,0.00059265+0.00048383i,0.00023287-0.00051142i,-0.00028376-0.00081875i,-0.00010069-0.0001398i,0.00024248+0.00063201i,0.00060503+0.00017906i,0.00040072+0.00022682i,0.00021192+0.00068078i,0.0010037+0.00066416i,0.00078249+0.00039652i,9.7632e-05-7.7854e-05i,-0.0007395-0.00085892i,-0.00062146-0.0013458i,-0.0001233-0.0003499i,-0.00057947+0.00030716i,-0.00047104-0.00031135i
-0.00066885+0.00054613i,-0.0011267+0.0016332i,-0.0011718+0.00078626i,-0.00091067+2.5201e-05i,0.00026882+0.00013779i,0.0011535+0.00035773i,0.00057797-0.00031563i,-8.0682e-06-0.0013613i,-0.00044973-0.001167i,-0.00053427-0.00077214i,-3.313e-05-0.0007065i,0.00086459+0.00034241i,0.0011014+0.00046166i,0.00089216-6.0156e-05i,0.00044292+0.0003511i,0.00074852-0.00030384i,0.00058578-0.0012265i,0.00023794-0.0004397i,0.00029238+0.00079874i,0.00042986+0.0012685i,0.00097124+0.0013398i,0.00070094+0.00040092i,0.00027814-0.00059245i
-0.0012478-0.001543i,-0.001711-0.0015309i,-0.0024819-0.00051898i,-0.0017591+0.0010755i,6.9592e-05+0.0020675i,0.00078268+0.0010896i,0.00064488-0.00013664i,0.00080949-0.00044631i,0.00020986-0.00075776i,-0.0010036-0.0009467i,-0.00022925-0.00031084i,0.00056785+5.6146e-05i,0.00058161+0.00014566i,-0.00015647+0.00053769i,-0.00023913+0.00045438i,0.00036141-8.6758e-05i,0.0010268+0.00011982i,0.0014433+0.00028476i,0.00052179+0.00014628i,0.00031805+0.00034772i,0.00010996+0.00063204i,-0.00061692+0.00022132i,-0.00067883-0.00010608i
0.0013458-0.0028986i,0.0019278-0.0010411i,0.0013647+0.00045758i,-0.00077107+0.00039108i,-0.0016328+0.00048478i,5.1658e-05+0.00072451i,0.0012648+0.00062816i,0.0005348-0.00029686i,4.1187e-05-0.001352i,-0.00068597-0.0003059i,-0.001268+0.00076212i,0.00014329+0.00067045i,0.00077742+0.00044239i,0.00011913+0.0002515i,-0.00025264-0.00040255i,-9.4988e-05-0.0006191i,0.00018585-0.00030545i,8.9658e-05-0.00069014i,6.428e-05-0.0005945i,-0.0010307-3.088e-05i,-0.00076732+0.00048962i,4.3617e-05+0.00078619i,-0.00056408+0.00063715i
0.00024654-0.00026931i,-0.00066329+0.00052997i,-0.0028135+0.0001537i,-0.0027149+0.00070279i,-0.00087595+0.00077312i,0.00039514+0.0004977i,0.0014849+0.00065805i,0.0013191+0.00022152i,0.00013783-0.00086796i,-0.00043807-0.001748i,-0.00025574-0.0015219i,0.00050699-0.00046121i,0.00081205+0.00051404i,0.00051266+0.00033401i,-0.00037272-0.00020656i,-0.0010565+0.00040457i,-0.0011252+0.00048627i,-0.00029674-0.00032032i,0.00026322-0.00025674i,0.00070706+8.3439e-05i,0.0010995+0.00010553i,0.00025418-0.00043689i,-0.0005825-0.0005496i
0.00022743+0.00088453i,-0.00058177+0.00066448i,-0.0005571-0.00057485i,-0.00084894-0.00032465i,-0.00031411+0.00038024i,0.00083193+0.0002168i,0.0011027+0.00018515i,0.00059666-0.00056717i,-0.00018255-0.00073293i,-0.00045299-0.00044031i,0.00016114-7.4855e-05i,0.00044192-0.00018791i,0.00043641+7.0347e-05i,0.00050034+0.0006406i,6.8581e-05+0.00070053i,-0.00035778-0.00024077i,-0.00068118-0.0010445i,-0.00092294-0.00011532i,-0.00029028+0.00063281i,0.00049828+0.00090653i,0.00072467+0.00059239i,0.0006052+0.00028753i,0.0006758+0.00047398i
0.0013588-0.0016859i,0.00088027-0.0012224i,2.7585e-05-0.00060231i,-0.00051343-8.8728e-07i,-0.00018649-0.00018518i,0.00041473-0.00063043i,0.00034965-0.001317i,0.0010088-0.0018641i,0.00077173-0.0015597i,0.00013632-0.00064573i,0.00050603+0.00019732i,0.00089755-1.5686e-05i,0.00085729+4.8928e-05i,0.00038506+0.00083783i,0.00015183+0.00070015i,0.0005216+0.00017906i,0.00029833+4.5483e-05i,0.00058651-5.9276e-05i,0.00068425-0.00010278i,0.00042317-1.3455e-06i,0.00075994-1.4857e-05i,0.00071867-0.000244i,0.00035698-0.00062653i
0.00018848+0.0020966i,0.00089469+0.0021762i,0.0011429+0.0023331i,0.0012264+0.001188i,0.0015497-4.4749e-05i,0.00090451-0.00068732i,-4.5988e-05-0.0008199i,0.00021086-0.00089469i,0.00090631-0.0010653i,0.0013036-0.0010475i,0.0013576-0.00092397i,0.00069463-0.00072347i,-3.6789e-05-0.00029545i,-0.00023167-0.00017625i,-0.00012645+0.00052202i,-0.00023983+0.00091527i,9.8762e-05+0.00086602i,-8.3994e-05+0.0010033i,-0.00018593+0.00027684i,-7.365e-05+0.00057676i,0.00018417+0.0014231i,0.0011199+0.00085174i,0.00070965+0.0001807i
-0.0012925+0.001477i,-0.00188+0.0013395i,-0.0029595+0.0008001i,-0.0021468+0.00057713i,0.00036636+0.00079591i,0.0022845+0.00038287i,0.0020305-0.00049412i,0.00044229-0.00053966i,0.00015168-0.00055077i,0.0012382-0.00020828i,0.0018488+0.00081211i,0.0011652+0.00039906i,0.00031114-0.00042637i,-1.1636e-05-0.00029165i,2.8326e-05-0.00042767i,0.00039035-0.0009129i,0.00067178-0.00093824i,0.0003881-0.0004549i,0.00062348-1.3777e-05i,0.00072585-7.5267e-05i,0.00065408-9.2604e-05i,0.00068418-0.00018419i,0.00073153-0.00025646i
-0.00027296+0.00044609i,-0.00071847-0.00038793i,-0.000358-0.00031549i,-0.00020313+0.00059708i,0.00064842+0.0012093i,0.0014929+4.6629e-05i,0.0010088-0.00047304i,0.00014666-0.00045988i,-4.4333e-05-0.00054153i,-0.00055426-0.00027425i,-0.0010289-0.00044453i,-0.00070574-0.00023154i,-6.7113e-05+0.00032939i,-0.00014356+0.00053809i,0.00032924+0.00083509i,0.00020754+0.0006376i,-0.0005295+0.00030013i,-0.00023142-0.00017438i,0.00099897-0.00023158i,0.00093876-0.00024166i,-0.00046159-0.00097034i,-0.0016691-0.0011318i,-0.0012217-0.00018544i
-0.00071167-0.00078104i,-0.0001851-0.00048401i,-0.00028073+0.0010676i,-2.8988e-05+0.0013971i,-2.5567e-06+0.0012385i,-0.00013343+0.00074093i,0.00025518-0.00016201i,0.00024085-0.00089234i,-0.00011865-0.0010997i,-0.00017003-0.00056783i,-5.6115e-05+0.00050071i,0.00044977+0.00070466i,0.00013346+0.00090964i,-0.00045179+0.00079642i,-0.00045479+0.00034289i,0.00064233+0.00012663i,0.00079288+0.00019691i,7.9405e-05+0.00044282i,-0.00014809+9.926e-05i,0.00012697-0.00013686i,0.00076795-0.00055883i,0.00099061-9.1335e-05i,0.0011091+0.00018596i
0.00027585-0.00085055i,0.00036853+0.00027579i,-0.0015156+0.00021744i,-0.0013027+0.00011044i,0.00096714+0.00018312i,0.0021573+0.00097568i,0.0012977+0.0010777i,0.00039014-1.2931e-06i,0.00016281-0.0010604i,-0.00042989-0.001174i,-0.00038969-0.00081881i,0.00063547-0.0005851i,0.00047875-0.0010094i,1.3611e-05-0.00086044i,-4.2386e-05-0.00034108i,0.00029487+7.6046e-05i,-0.0002577+0.00025811i,-6.5208e-06-0.00040093i,0.0009523-0.00052978i,0.00063098-0.00039087i,0.00072646-0.00054059i,0.00095633-0.00033911i,0.00011133-0.00014592i
0.00044316+0.0011134i,-0.00053335+0.0019937i,-0.00091232+0.0011632i,-0.00053624+0.00053419i,0.00085685+0.00070296i,0.0015589+5.3041e-05i,0.0012817-0.00099251i,0.00075979-0.0019853i,-0.00016605-0.0016921i,-0.00041397-0.0010843i,0.00021886-0.00049672i,0.001015+0.00035129i,0.0011611+0.00086687i,0.00058332+0.0013521i,0.00066357+0.0011567i,0.00047391+0.00048798i,-0.00024669-6.2476e-06i,8.4059e-05-0.00037275i,0.00067702-0.00064395i,0.00023437-0.00041497i,-0.00076723+0.00025741i,-0.0002897+4.1585e-05i,0.00041146-5.3344e-05i
-0.00038031-0.00097973i,-0.00094666-0.00071685i,-0.001302-0.00052918i,-0.00069285+0.00032777i,-0.00047486+0.00096132i,-0.00067195+1.2029e-05i,0.00064866-0.00073456i,0.00071066-0.0010701i,-0.00060291-0.0014544i,-0.00077629-0.0010583i,-0.00014809+0.00010679i,0.00053067+0.00074275i,0.0011717+0.00083611i,0.001271+0.0011649i,0.0009707+0.00078752i,0.00047682+0.00073929i,-0.00040055+0.00027423i,-0.00061619-0.00063096i,0.0003366-0.00060197i,0.0016626-0.00015963i,0.0016124+4.2235e-05i,0.00028088+8.74e-05i,-0.00019465-0.00025846i
0.0019065+0.00042056i,0.00077194-0.00041434i,-0.00087813-0.00065342i,-0.0014731-0.00020221i,-0.00033057-0.00017426i,0.00032943-0.00088796i,5.911e-05-0.00090135i,-0.0003015-0.0011259i,0.00019306-0.0015836i,-2.4963e-05-0.0018823i,-0.00063667-0.0010651i,1.8959e-05+0.00078373i,0.00086715+0.00089237i,0.00087736+0.00029164i,0.00046508+0.00035838i,0.00025929+0.00037983i,0.00038251+0.00015764i,-0.00039215+0.00018734i,-0.00092868+0.00063607i,-0.00050806+0.00079621i,-0.00031805+0.000676i,-5.9303e-06+0.00020459i,-0.00028136-0.00050371i
0.00084468+0.0020201i,0.0014377+0.0027197i,-0.00011432+0.0030014i,-0.00037612+0.0013068i,0.00058748-0.00035759i,0.00075944-0.00057291i,-3.1834e-06-0.0010056i,-0.00041503-0.0020471i,-0.00045095-0.0022556i,-0.00046115-0.0012726i,7.3221e-05-0.0003714i,0.00017352-0.0001613i,0.00053868-0.00021971i,0.00059837+0.00028786i,6.9797e-05+0.00054867i,0.0003081+0.00072563i,0.00071608+0.00093081i,-0.00020571+0.00020025i,-0.00061289-0.00048659i,-0.00054316-5.9471e-05i,-0.00017897+0.00017535i,0.00017172+0.00013014i,0.0002198+0.00062536i
-0.00040492+0.00075406i,-0.0018512+0.00080037i,-0.0028992+0.00011245i,-0.0019873+0.00059525i,0.00036786+0.0014572i,0.001498+0.001444i,0.0009965+0.00081441i,0.00047035-0.00036387i,0.00046664-0.00089798i,0.00015363-0.00076846i,-0.00071225-6.5094e-05i,-0.00040357-0.00015475i,0.0009689-7.5976e-05i,0.0008477+5.0043e-05i,0.00043874-0.00059719i,0.0004927-0.00034743i,0.00027108+7.2038e-05i,-3.293e-05+0.00013237i,0.00016454-5.1634e-05i,0.00093617-1.1067e-05i,0.00076537+0.00066377i,0.00029936+0.00098856i,0.00020877+0.00025251i
0.00036676-0.0009664i,0.00063589-0.0014851i,0.00057052-0.0015835i,-0.00018355+5.4282e-05i,-1.3039e-05+0.00082495i,0.0003935+0.0010606i,0.0010931+0.00096966i,0.0013001-0.00015223i,0.00035359-0.0012138i,-0.00044051-0.00075639i,-5.5039e-05-0.00050804i,0.0006705-0.00086758i,0.0011879-0.00038197i,0.0011184-0.00026842i,0.00020545-0.00030176i,-0.00060595-0.00028752i,-0.00043248-0.00072671i,-2.7953e-05-0.00074765i,0.00022674-0.00045885i,-0.00011884-6.6448e-06i,-0.00030013+0.0003956i,0.00047308+0.00035075i,0.001295+0.00047052i
0.00083626+0.0015872i,0.00098606+0.0013723i,0.0011209+0.0017243i,0.00055686+0.00065572i,0.00084925-0.00019013i,0.00031531-0.00086988i,-0.00029199-0.0020373i,0.00064351-0.0024117i,0.0012947-0.001535i,0.00078891-0.00095717i,0.00010256-0.00075656i,-0.00021047-6.5893e-05i,0.00013738-0.00022407i,0.00044345-0.00046211i,0.00085708+0.00014774i,0.00071162+0.00035493i,-7.2345e-05+0.00029319i,-0.00046185+0.0007937i,-0.00032087+0.00063006i,-0.00012294-0.00050794i,0.00045332-0.00076846i,0.00075774-0.00048712i,0.00075838-0.00056679i
0.00095826+0.0022166i,-9.1512e-05+0.0017901i,-0.0014583+0.00091699i,-0.0011544+0.00079464i,-0.00012597+0.00084763i,0.00036259+0.00074469i,0.00052297+0.00010503i,0.00026792-0.00071912i,0.00059823-0.0011636i,0.00090204-0.00029352i,0.00026894+0.00014532i,1.3893e-05-1.0434e-05i,0.00059821-0.0004154i,0.00086785-0.00051364i,0.00066474-0.00027268i,0.00023783-0.00010799i,-0.00032314+0.00052927i,-0.0001743+0.00062909i,0.00043298+4.4496e-05i,0.00087385-0.00016686i,0.00080299+0.00044704i,0.00027571+0.00055764i,0.00012883-0.00029317i
-0.0013466-0.00010327i,-0.0021602-7.9213e-05i,-0.0011977-0.00028107i,-0.00082257+0.0004095i,-0.00058932+0.0012427i,-0.00087979+0.0011112i,-0.00092264-0.0003241i,4.4979e-05-0.0012014i,0.00040518-0.00089954i,-0.00036427-0.00031176i,-0.00063125-0.00020079i,2.2182e-05-0.0005476i,9.4799e-05-0.00041145i,-8.3365e-05-0.00063099i,-0.00011754-0.00020129i,-0.00050689+0.00020455i,-0.0011121-0.00040059i,-0.0014626-0.00062753i,-0.0012737-0.00077861i,-0.00043682-0.00090112i,-0.00032387-0.00038586i,-0.00039842-0.00040981i,-3.3099e-05-0.0004629i
0.0022608-0.0017999i,0.00043126-0.0018796i,-0.00088616-0.0014487i,-0.000988-0.00020562i,-0.0011334+0.0009607i,-0.00065518+0.00049188i,0.0010158+0.00054405i,0.0012756+0.0006639i,-0.0002795-0.00071757i,-0.00077086-0.0021718i,9.4008e-05-0.0012179i,0.00031932+0.00039539i,6.0496e-05+0.00020561i,0.00029457+0.00028209i,0.00066909+0.00051329i,0.00029458-0.00075722i,-0.00013171-0.0010812i,-0.00062385-0.00016506i,-0.0013121-3.6619e-05i,-0.0005203-0.00036898i,1.9757e-05+0.00025549i,-0.00068219+0.00033019i,-4.1361e-05-0.00059099i
0.0012281-0.00049004i,0.0013492-0.00087184i,0.00043832-0.0012072i,-0.00065878+5.4793e-05i,-0.0007471+0.0006092i,0.00053811+0.00053402i,0.0012293-0.00031546i,0.0011554-0.0014328i,0.00030066-0.0013964i,-0.00036795-0.00075542i,-6.6013e-05-0.00013181i,0.00038064-0.00037324i,0.00077033-0.00040952i,0.0006152-2.4465e-05i,0.0002203-3.3356e-05i,9.0348e-05-0.00048392i,-7.6523e-05-0.00052209i,-0.00011673-0.00020863i,-0.00041329-0.00013984i,-7.2123e-05-0.00025212i,0.00039932-0.00020623i,0.00025646+6.1514e-05i,-6.6605e-06-0.00028233i
0.00055802+0.0021813i,-5.4516e-05+0.0022241i,-0.00055+0.0016173i,-0.00030338+0.0013971i,4.7689e-05+0.0010537i,0.0012815+9.9372e-05i,0.0020431-0.0006029i,0.0015381-0.00048649i,0.00099925-0.00012258i,0.0010262-5.1165e-05i,0.0010852+0.00067533i,0.0009318+0.00082096i,0.0010661-9.1035e-05i,0.0012756-0.00024037i,0.0012053+0.00039399i,3.8261e-05+0.00061232i,-0.00065313+0.00063535i,-0.00016608+0.00083925i,0.0005329+0.00047122i,0.0005853+0.00038909i,6.8904e-05+0.00013902i,-0.0006849-0.00066797i,-0.0011439-0.00058463i
-0.0016634-0.00031518i,-0.0028725-7.5526e-05i,-0.0026621+0.00035183i,-0.0020157+0.00072052i,-0.0006535+0.00080555i,0.00045309+0.00050375i,0.00061392+3.3371e-05i,0.0011451-0.0010137i,0.0016596-0.0015623i,0.0010476-0.00094553i,4.9902e-05-0.00048345i,-3.7863e-05-0.00063542i,0.00043567-0.0004722i,0.00030124+0.00063565i,-0.0001475+0.0013503i,-0.00030529+0.0010066i,-3.1578e-05+0.00041094i,0.00016085+0.00080102i,-0.00034381+0.00070388i,-0.00013896-4.5716e-05i,-8.4589e-05+2.9588e-05i,-0.00023067+0.00017388i,-0.00038356+0.00018686i
-0.00023644-0.0028637i,-0.00046913-0.0018628i,-0.00028482-0.00026672i,-0.00021958+0.00065656i,-0.0004014+0.0011232i,0.00044144+0.000714i,0.0015306+4.9858e-05i,0.0011426-0.0014944i,0.00062322-0.0023962i,0.00081221-0.0016034i,0.0014097-0.00019021i,0.0010897+0.0010154i,0.00044143+0.00075278i,0.00012963-0.0001645i,-0.00028699-0.00032691i,-0.0002857-0.00015358i,0.00027855-0.00051163i,0.00061616-0.00052587i,-0.00012029+5.7839e-05i,-0.0010605+0.00044923i,-0.0011207+0.0002068i,-0.00028818+0.00026363i,0.00041169-6.6434e-05i
-0.00078117+0.002039i,-0.0016308+0.0017499i,-0.0008764+0.0018205i,0.00011534+0.0017389i,0.0013967+0.00089362i,0.0018909-0.00018044i,0.0015062-0.00047832i,0.00077342-0.00073679i,0.00029958-0.00090538i,0.00053961-0.00047597i,0.0003021+0.00044596i,-6.9728e-05+0.00082733i,-2.1607e-05+0.00065392i,-4.7639e-05+0.0009296i,-0.00073091+0.00046937i,-0.0013215-0.00074425i,-0.00064158-0.00079592i,0.000623+0.00015285i,0.00048489+0.00021595i,0.00024468+0.00012293i,6.9239e-05+7.3811e-05i,0.00033994+0.0001147i,0.00066247+9.245e-05i
-0.001776-0.0010939i,-0.00021956-0.00076664i,-0.00047584-0.00012928i,-0.00059238+0.00073097i,3.2839e-05+0.0011636i,0.00075143+0.0013057i,0.0012032+0.00023043i,0.0010163-0.001191i,0.00051196-0.0015451i,0.00010408-0.0014614i,-6.5057e-05-0.00065313i,8.3187e-06-0.00020386i,9.556e-05-0.0012249i,0.00017716-0.0010888i,0.00033914-0.00058759i,0.00014988-0.00041313i,-0.0003058+6.1424e-05i,-0.00020799-0.0001068i,-2.7867e-05-6.7343e-05i,-0.00023091+0.00023056i,0.00040594+0.00025373i,0.00096594-0.00015678i,0.0004019-0.00077682i
-0.0025441+0.00067869i,-0.0024594+0.00085973i,-0.001561+0.00088928i,-0.00099338+0.0017859i,0.00031469+0.0022673i,0.0017501+0.0010935i,0.0017339-0.00054554i,0.0012144-0.0010391i,0.001159-0.00052851i,0.0005649-0.00021378i,0.00013185-0.00028879i,0.00024484-0.00067288i,0.00058564-0.00032847i,0.00016829-0.00056433i,-0.00068903-0.0010953i,-0.00088082-0.00037584i,-0.00038177+0.00018958i,-0.00019488+0.00031906i,4.2216e-05+0.00027836i,0.00086287+0.0001676i,0.00028595+0.00046385i,-1.1437e-05+0.00075175i,0.00042749+0.00016035i
