-0.00098925+0.00022607i,0.00073808-0.0012143i,0.00079952-0.00045741i,0.00037071+0.00049611i,0.00011739+0.00097719i,0.0011472+0.0012729i,0.0019722+0.0012317i,0.0017332+0.001047i,0.0015165+0.00112i,0.0012878+0.00057089i,0.00069112-0.00051337i,0.00047744-0.00096067i,-9.9719e-07-0.0013884i,-0.00058643-0.0012206i,-0.00024503-0.00086513i,-0.00037527-0.00046743i,-0.00084584-0.00017227i,-0.00069984-0.00039973i,-0.00042936-0.00059517i,-0.00017489-0.0004822i,4.686e-05-0.00023616i,0.00030612-0.00014247i,0.00029976+0.00034943i
-0.041338-0.072991i,-0.052696-0.17635i,0.00096825-0.18567i,0.15426-0.13697i,0.28776-0.14029i,0.26005-0.1544i,0.094164-0.097663i,-0.043514-0.0016384i,-0.067714+0.052726i,-0.044026+0.044291i,-0.033469+0.018395i,-0.032258+0.010933i,-0.023409+0.01362i,-0.013759+0.0052554i,-0.012108-0.006856i,-0.010888-0.0073575i,-0.0072138+0.00095182i,-0.0053711+0.008634i,-0.0046279+0.0077066i,-0.0057814-0.0011928i,-0.014969-0.010833i,-0.02806-0.0091275i,-0.025112+0.0077383i
0.071813-0.035609i,0.13794-0.21161i,0.12619-0.29137i,0.099938-0.17528i,0.13967-0.044953i,0.15035-0.018847i,0.093845+0.0094697i,0.062329+0.065044i,0.056825+0.077054i,0.03413+0.051918i,0.0075077+0.030356i,-0.0076702+0.024284i,-0.011312+0.026797i,-0.0065412+0.025051i,-0.0009227+0.01713i,0.00057421+0.0053586i,-0.0011125-0.0037201i,-0.0023971-0.0071254i,-0.0016289-0.011632i,0.0025199-0.01939i,0.0061953-0.028112i,0.0037354-0.031496i,-0.00097708-0.020936i
0.16329+0.052424i,0.21671-0.093493i,0.15331-0.13606i,0.11528+0.039357i,0.191+0.22792i,0.2416+0.21296i,0.15585+0.066879i,0.031911-0.037047i,-0.024862-0.05436i,-0.024565-0.041906i,-0.014487-0.032446i,-0.011908-0.026487i,-0.012091-0.019145i,-0.0058004-0.011852i,0.00056955-0.010652i,-0.00094883-0.0085025i,-0.006635-0.0038212i,-0.014645-0.0027889i,-0.019354-0.0036133i,-0.013392-0.0087509i,-0.0057699-0.024478i,-0.0092477-0.039676i,-0.022592-0.034308i
0.18356+0.15847i,0.34064+0.096684i,0.34414+0.057246i,0.23535+0.11735i,0.18354+0.17095i,0.17909+0.10592i,0.091485-0.0016008i,-0.033892-0.025146i,-0.084053+0.0014795i,-0.074659+0.0031367i,-0.055898-0.006746i,-0.037984-0.00914i,-0.022917-0.0099117i,-0.011502-0.0096825i,-0.0046647-0.011046i,-0.00092669-0.012625i,0.00045958-0.011471i,0.00032914-0.0063933i,0.0032899+0.0012316i,0.012506+0.0066046i,0.02436+0.0079852i,0.030078+0.0067063i,0.024059+0.0076283i
0.03728+0.20723i,0.21803+0.15025i,0.2251+0.038777i,0.0038304+0.06706i,-0.15858+0.21223i,-0.10722+0.25703i,-0.0028498+0.14534i,0.028389+0.037278i,0.025834+0.00027324i,0.022279-0.009379i,0.014802-0.010828i,0.010314-0.010088i,0.0049772-0.010404i,0.00038509-0.0070488i,0.004549-0.0054847i,0.0088324-0.008036i,0.0067433-0.0095146i,0.0044938-0.012425i,0.0050482-0.016511i,0.010836-0.016282i,0.023014-0.014714i,0.031131-0.018867i,0.020928-0.025255i
-0.099857+0.29594i,0.010506+0.31577i,0.028091+0.19387i,-0.099386+0.11122i,-0.16139+0.16685i,-0.075162+0.20364i,0.0042877+0.10859i,-0.00039111-0.01086i,-0.01437-0.059621i,-0.0049332-0.068191i,-0.0012414-0.058242i,-0.0011792-0.034969i,0.0022751-0.015786i,0.0084531-0.0064193i,0.015588-0.0057991i,0.015968-0.0091902i,0.010343-0.013969i,4.9262e-05-0.020468i,-0.012879-0.018937i,-0.016762-0.0052995i,-0.0070434+0.010393i,0.0029585+0.016175i,0.00171+0.0089689i
-0.095557+0.23486i,0.034835+0.31265i,0.12362+0.2341i,0.018926+0.052798i,-0.15888-0.040163i,-0.18167-0.014446i,-0.068646+0.0015416i,0.0035531-0.017688i,0.011292-0.021638i,0.0096318-0.016892i,0.0047537-0.012336i,0.0097685+0.0011243i,0.021884+0.0045785i,0.018864-0.0020171i,0.010428-0.0010829i,0.0083936+0.0049309i,0.007279+0.0067075i,0.0054652+0.0066893i,0.0070922+0.0089026i,0.011357+0.012679i,0.01362+0.019243i,0.015399+0.023852i,0.018324+0.016759i
-0.16841+0.048894i,-0.096044+0.083264i,-0.007152+0.043976i,-0.052995-0.056737i,-0.15773-0.069974i,-0.12491+0.029076i,0.018489+0.061583i,0.09294+0.0023643i,0.086773-0.023086i,0.078085-0.018492i,0.058455-0.022268i,0.031049-0.015834i,0.016803-0.0037008i,0.011082+0.0094547i,0.014256+0.021737i,0.020665+0.019308i,0.024845+0.0078945i,0.028607-0.0046147i,0.026245-0.017337i,0.015533-0.018577i,0.0032446-0.0030273i,-0.0024541+0.015075i,0.0022772+0.019302i
-0.23615+0.026584i,-0.22438+0.079732i,-0.12693+0.068882i,-0.037422-0.081184i,-0.021505-0.22366i,-0.033458-0.1941i,-0.019438-0.07672i,-0.00034968-0.0030207i,0.012939+0.014169i,0.020173+0.0016505i,0.0038712-0.011058i,-0.020336+0.002897i,-0.023443+0.025297i,-0.011012+0.028303i,-0.001883+0.021294i,-0.0018774+0.017351i,-0.0045351+0.013879i,-0.0063133+0.0063949i,-0.0096936-0.00016381i,-0.01468-0.0016256i,-0.022135-0.002686i,-0.029295-0.0021438i,-0.026007+0.0044784i
-0.091531+0.060447i,0.0020357+0.10346i,0.11176+0.10496i,0.16736-0.0041721i,0.1113-0.12359i,-0.022387-0.10161i,-0.052848+0.00014965i,0.007496+0.033821i,0.020775+0.033536i,0.0091995+0.050816i,0.01276+0.046854i,0.01585+0.031993i,0.017396+0.023337i,0.0079102+0.014843i,-0.011704+0.012992i,-0.016221+0.016942i,-0.0033133+0.020513i,0.010549+0.020471i,0.017491+0.017414i,0.015918+0.014018i,0.0063625+0.0083284i,-0.0058342+0.0050102i,-0.010403+0.0076773i
-0.033057+0.023858i,0.015595+0.034983i,0.059541+0.068517i,0.14418+0.07657i,0.23226+0.053905i,0.23699+0.028027i,0.16567+0.016733i,0.076424+0.0066071i,0.017034+0.011024i,0.017097+0.016941i,0.02776-0.010628i,0.0046317-0.037833i,-0.019081-0.039217i,-0.025671-0.027935i,-0.023034-0.011694i,-0.01721-0.0016833i,-0.013961-0.00048931i,-0.0059711-0.0013754i,0.0045846-0.0053476i,0.0098956-0.012594i,0.0099528-0.02093i,0.0012798-0.025211i,-0.0074678-0.01622i
-0.13571+0.085327i,-0.12026+0.16207i,-0.095268+0.2253i,-0.0018134+0.18254i,0.08771+0.060227i,0.074263-0.015932i,0.013124+0.016775i,-0.01223+0.073022i,-0.015135+0.066432i,-0.022279+0.023317i,-0.02888-0.0054474i,-0.040514-0.0038902i,-0.049336+0.015556i,-0.043217+0.017998i,-0.031457-0.0022779i,-0.025585-0.015188i,-0.024138-0.0090181i,-0.02309+0.00055572i,-0.026083+0.0051387i,-0.028327+0.006618i,-0.023511+0.0023583i,-0.019844-0.0030101i,-0.019506+0.002739i
-0.2075+0.16334i,-0.11163+0.21775i,-0.025517+0.21081i,0.041169+0.20451i,0.077538+0.21236i,0.065714+0.18287i,0.043412+0.10693i,0.02775+0.023951i,0.00018352-0.019973i,-0.016464-0.011042i,0.0088407+0.001753i,0.042964-0.013689i,0.053266-0.030834i,0.041865-0.032387i,0.01721-0.024154i,-0.0011888-0.012962i,-0.0029301-0.0058621i,0.0046079+0.00050084i,0.013289+0.0069046i,0.01928+0.0054414i,0.024328-0.0042514i,0.022984-0.017011i,0.006417-0.021679i
-0.38532+0.12986i,-0.33378+0.166i,-0.2658+0.14466i,-0.16278+0.17119i,-0.01782+0.17155i,0.085523+0.070159i,0.080266-0.037372i,0.011082-0.077762i,-0.034058-0.064978i,-0.022995-0.042575i,6.7437e-05-0.039518i,-0.0031906-0.048063i,-0.016254-0.056553i,-0.015126-0.058987i,0.0029876-0.049084i,0.01855-0.039499i,0.014663-0.033284i,0.0034885-0.024002i,-0.004994-0.021666i,-0.009829-0.022328i,-0.0040224-0.01559i,0.0053923-0.010207i,0.002463-0.0087269i
-0.52385-0.12101i,-0.51015+0.048715i,-0.436+0.15055i,-0.36408+0.16323i,-0.28666+0.15429i,-0.20367+0.15825i,-0.10589+0.16038i,-0.017283+0.12775i,0.031731+0.067889i,0.041921+0.017381i,0.033739+0.0061256i,0.028087+0.023155i,0.025929+0.034526i,0.020271+0.028771i,0.011472+0.012473i,0.0018018-0.00053625i,-0.0042361-0.004638i,-0.0053264-0.0030676i,-0.0061267+0.002798i,-0.0030185+0.010362i,0.0045529+0.016817i,0.0067538+0.017073i,0.0017986+0.011676i
-0.43409-0.4786i,-0.43832-0.34871i,-0.31633-0.21795i,-0.17216-0.12429i,-0.06007-0.024822i,0.03453+0.071352i,0.088367+0.093066i,0.078918+0.044199i,0.049168-0.0033454i,0.041416-0.0095154i,0.054597-0.0021829i,0.066085-0.016518i,0.059252-0.035252i,0.044148-0.027487i,0.032481-0.0066845i,0.024768+0.0024001i,0.019756-0.00091601i,0.014852-0.0039663i,0.011885-0.0079866i,0.0060287-0.019295i,-0.0047569-0.021781i,-0.0082321-0.012692i,-0.010957-0.0098871i
-0.29709-0.61247i,-0.35708-0.48828i,-0.29662-0.35202i,-0.20721-0.22938i,-0.12037-0.14307i,-0.049132-0.12401i,-0.0043084-0.094383i,0.010475-0.04959i,0.0045328-0.013531i,0.0013418+0.007469i,-0.0055969+0.0088902i,-0.013483+0.015397i,0.001219+0.017375i,0.012253+0.0040296i,0.0087732-0.002303i,0.0086052-0.004765i,0.0078689-0.0040426i,0.0074603+0.003525i,0.012515+0.0061761i,0.013765+0.0013535i,0.0039814-0.0041524i,-0.0089841-0.0080484i,-0.014858-0.011122i
0.066572-0.72735i,-0.065595-0.5407i,-0.11172-0.24321i,-0.10404-0.047651i,-0.095942+0.036485i,-0.067381+0.10794i,-0.020394+0.14942i,0.013134+0.12643i,0.029917+0.082186i,0.028774+0.057965i,0.0098144+0.05251i,0.0020221+0.055563i,0.011634+0.046284i,0.0047561+0.02551i,-0.014867+0.017924i,-0.015894+0.021071i,-0.0085432+0.017886i,-0.012263+0.0087558i,-0.013765+0.0031435i,-0.0021604-0.0027504i,0.0041145-0.010453i,0.00046168-0.012224i,0.0040291-0.01224i
0.56154-0.72933i,0.31792-0.65942i,0.089921-0.45048i,0.042295-0.24809i,0.11796-0.089145i,0.14168+0.010118i,0.070918+0.065031i,-0.00044186+0.070682i,-0.027431+0.052877i,-0.013208+0.03707i,0.012848+0.0016077i,0.0092562-0.030394i,-0.001599-0.016446i,0.0069981+0.0057781i,0.011178-0.0034315i,0.0013298-0.020962i,-0.0076707-0.024521i,-0.0058431-0.01572i,0.0036152+0.00068315i,0.0095452+0.00631i,0.0043132-0.0081489i,-0.0071126-0.024681i,-0.016935-0.023361i
0.71023-0.23248i,0.4266-0.28711i,0.13748-0.22783i,0.00075663-0.094286i,-0.049613+0.00095584i,-0.066177+0.024084i,-0.065967+0.028242i,-0.059988+0.038749i,-0.051709+0.041025i,-0.045275+0.03134i,-0.032963+0.01569i,-0.0064078+0.0032687i,0.021115-0.015568i,0.022228-0.041146i,0.0077262-0.049096i,-0.0016169-0.03433i,-0.0032995-0.014081i,-0.0041623-0.0042024i,-0.0059957-0.0067803i,0.00031769-0.012514i,0.012013-0.019899i,0.014928-0.025259i,0.0087146-0.021588i
0.61417+0.15243i,0.44344+0.091943i,0.27112+0.079388i,0.10691+0.11415i,0.019379+0.21931i,0.06697+0.3179i,0.10731+0.26381i,0.061447+0.098049i,0.0064828-0.0072947i,-0.0034977-0.033725i,0.0049858-0.039511i,0.0018958-0.028235i,-0.0041577+0.0041102i,-0.0065602+0.018946i,-0.009091+0.0075932i,-0.0025533-0.00093965i,0.0041314-0.0012761i,-0.0017073+0.0075261i,-0.0036101+0.030153i,0.015817+0.043193i,0.042163+0.027273i,0.050872-0.0048124i,0.043811-0.027084i
0.62641+0.33557i,0.36176+0.036254i,-0.001704-0.11341i,-0.19101-0.10886i,-0.23356-0.076367i,-0.23455-0.031867i,-0.18854+0.0092756i,-0.11767+0.026814i,-0.058442+0.022543i,-0.012122+0.011293i,0.017998-0.012822i,0.014701-0.031622i,0.0012967-0.026613i,0.01423-0.031053i,0.030898-0.048314i,0.020173-0.054467i,-0.0018274-0.047143i,-0.01474-0.040809i,-0.023039-0.040031i,-0.02792-0.025461i,-0.012424+0.0030552i,0.021695+0.016544i,0.038908+0.014334i
0.2368+0.75381i,0.16322+0.35078i,0.00040558-0.016943i,-0.08337-0.11812i,-0.091731-0.05334i,-0.11022+0.028415i,-0.10963+0.050792i,-0.058053+0.018109i,-0.012639-0.0012078i,0.0067897-0.0028468i,0.018549+0.0093269i,0.035624+0.017666i,0.027981+0.0077984i,0.001686+0.012i,0.0013312+0.012932i,0.0095543-0.0071039i,0.0078082-0.013782i,0.0054721+0.00011711i,-0.0011117+0.019742i,-0.0070199+0.037185i,-0.0035167+0.041579i,0.002152+0.028571i,-0.0038028+0.010192i
-0.42891+0.46991i,-0.16315+0.23227i,0.12091+0.0030344i,0.15825-0.14366i,0.0054609-0.19145i,-0.069962-0.14349i,-0.022192-0.098908i,-0.0036346-0.10289i,-0.019725-0.096459i,-0.017092-0.063297i,0.0021145-0.039167i,0.021838-0.023701i,0.054042-0.019388i,0.094239-0.028481i,0.11532-0.020277i,0.11157-0.0054827i,0.074896-0.0070337i,0.022251-0.01494i,-0.010044-0.025179i,-0.022189-0.02847i,-0.025149-0.01111i,-0.014222+0.017344i,0.00012115+0.030902i
-0.24022+0.048771i,-0.11026-0.14016i,-0.10982-0.18137i,-0.072249-0.12868i,0.039253-0.082737i,0.096461-0.0033722i,0.10718+0.062042i,0.092192+0.060876i,0.073796+0.070685i,0.11545+0.066639i,0.12392+0.010779i,0.059981-0.012985i,0.012545+0.00057089i,-0.0088434-0.00076989i,-0.021346-0.001388i,-0.019519+0.010388i,-0.0076671+0.02014i,0.0045688+0.01806i,-0.00021519+0.013952i,-0.019507+0.017642i,-0.03324+0.024486i,-0.02591+0.029617i,0.00085421+0.023877i
-0.24442+0.31233i,0.022691+0.1819i,0.073851-0.046042i,0.035421-0.047887i,0.016745+0.14538i,-0.046665+0.30716i,-0.083723+0.30939i,-0.078784+0.16283i,-0.099822+0.071291i,-0.080407+0.098596i,-0.017198+0.097488i,0.0047662+0.050816i,0.011971+0.01997i,0.050021+0.00050316i,0.081688-0.028956i,0.06708-0.056317i,0.02841-0.055091i,0.0065613-0.044885i,-0.0065868-0.046579i,-0.025053-0.042272i,-0.038979-0.030157i,-0.038581-0.021618i,-0.032265-0.020234i
-0.63849-0.34522i,-0.28321-0.20958i,0.10739-0.18178i,0.19023-0.25147i,0.023953-0.45223i,-0.21066-0.68449i,-0.29808-0.60274i,-0.15837-0.29367i,-0.03435-0.11717i,-0.042526-0.054025i,-0.05301-0.0027211i,-0.019439+0.01774i,0.015904+0.029137i,0.020713+0.06733i,0.016674+0.12409i,0.046476+0.1404i,0.068763+0.092133i,0.049028+0.046354i,0.02741+0.024333i,0.01094-0.01334i,-0.012687-0.053758i,-0.026514-0.062584i,-0.022844-0.046106i
0.12709-0.73745i,0.10594-0.45597i,0.05441-0.11305i,0.12934+0.11479i,0.47161+0.19217i,0.84849+0.078034i,0.82885-0.097082i,0.47623-0.1378i,0.21583-0.071093i,0.12127-0.063612i,0.017236-0.10645i,-0.10283-0.092039i,-0.13061-0.033449i,-0.064166-0.014425i,-0.00024501-0.032137i,0.01634-0.034175i,0.01124-0.01935i,0.013932-0.011872i,0.027576-0.014702i,0.038367-0.015854i,0.035104-0.013144i,0.013873-0.0041728i,-0.0048242+0.020245i
0.23414+0.32124i,0.20921+0.57676i,0.095649+0.45775i,-0.16395+0.30776i,-0.36323+0.44846i,-0.34924+0.63986i,-0.19621+0.60022i,-0.07293+0.39017i,-0.02585+0.21482i,0.037312+0.11864i,0.12393+0.014942i,0.14204-0.083157i,0.096801-0.081104i,0.088236-0.014485i,0.1093+0.017996i,0.091979+0.032913i,0.061338+0.062791i,0.04916+0.076011i,0.041376+0.073356i,0.030994+0.063571i,0.015565+0.0428i,-0.0039592+0.03071i,-0.021158+0.039317i
-1.2248+7.2088i,0.90753+6.7954i,3.7641+5.4258i,4.6172+1.8488i,3.5307-1.4302i,1.3155-2.9147i,-0.70781-2.0602i,-1.3624-0.29432i,-0.54388+0.74661i,0.56099+0.40553i,0.71543-0.4588i,0.23127-1.0314i,-0.41081-1.6891i,-1.2142-2.4538i,-1.5443-2.4658i,-1.026-1.4224i,-0.35274-0.36527i,-0.28835+0.079522i,-0.64659+0.29998i,-0.63427+0.57362i,-0.10195+0.69327i,0.43281+0.41489i,0.50295-0.075437i
0.064244-0.28395i,-0.19632-0.083632i,-0.21107+0.29092i,-0.082481+0.3277i,-0.10905+0.14683i,-0.16531+0.10345i,-0.061885+0.095049i,0.075021+0.033747i,0.11824-0.024875i,0.088213-0.069313i,0.014768-0.093897i,-0.060907-0.075607i,-0.10931-0.0012796i,-0.14407+0.098246i,-0.16906+0.17235i,-0.14921+0.19677i,-0.080188+0.15736i,-0.033411+0.08051i,-0.031652+0.03555i,-0.018892+0.039892i,0.025264+0.053429i,0.067412+0.044143i,0.086022+0.015971i
0.66985+0.42127i,0.63479+0.13032i,0.34261-0.084048i,0.19416-0.16534i,0.28714-0.32975i,0.36174-0.55722i,0.27347-0.55097i,0.16344-0.28701i,0.10939-0.085459i,0.021082-0.0075807i,-0.047915+0.058775i,-0.061266+0.071529i,-0.062008+0.044497i,-0.021579+0.018381i,0.02784-0.019867i,0.033462-0.054424i,0.014709-0.063993i,0.00071332-0.045677i,0.0071972-0.017853i,0.013819+0.00046734i,0.0038087+0.021574i,-0.0026587+0.042903i,0.0012477+0.041345i
-0.56296+0.53269i,-0.4296+0.33666i,-0.29744-0.011343i,-0.36372-0.17913i,-0.57769-0.029644i,-0.67242+0.22234i,-0.48279+0.27413i,-0.20329+0.14062i,-0.059763+0.046979i,-0.0087999+0.033559i,0.021801+0.03971i,0.041672+0.040782i,0.032561+0.029937i,2.6255e-05+0.052345i,0.0042433+0.092866i,0.038283+0.071446i,0.042825+0.015184i,0.017857-0.011779i,-0.011037-0.016745i,-0.025536-0.021005i,-0.017663-0.028622i,-0.0031062-0.036994i,-0.0040566-0.038739i
-0.24637-0.43662i,0.027674-0.24225i,0.40605+0.08514i,0.716+0.10542i,0.79667-0.23871i,0.58745-0.54905i,0.22493-0.52849i,-0.014981-0.31328i,-0.081422-0.1724i,-0.10999-0.089683i,-0.097445+0.012534i,-0.026525+0.073606i,0.041767+0.075035i,0.076887+0.060474i,0.082024+0.063021i,0.070678+0.08125i,0.04848+0.069275i,0.020251+0.025088i,0.004194-0.014406i,-0.0023683-0.038909i,-0.010739-0.051231i,-0.01844-0.057826i,-0.026785-0.063927i
0.46803-0.29606i,0.46514-0.25754i,0.15603-0.11726i,-0.14888+0.11831i,-0.31845+0.32668i,-0.36359+0.43509i,-0.2251+0.4214i,-0.023034+0.30286i,0.070988+0.17821i,0.08436+0.082194i,0.063383-0.0034381i,0.024198-0.039787i,0.01657-0.02633i,0.038851-0.0073108i,0.065541+0.0096555i,0.07214+0.020433i,0.051737+0.022279i,0.041706+0.025123i,0.048296+0.021386i,0.045248+0.010632i,0.032854+0.0060366i,0.023064+0.019201i,0.020767+0.045503i
-0.23532+0.24955i,-0.26049+0.39085i,-0.22635+0.30581i,-0.03633+0.22219i,0.4141+0.10564i,0.8101-0.19873i,0.73149-0.47288i,0.32982-0.47356i,0.038166-0.29067i,-0.047631-0.12787i,-0.071068-0.044068i,-0.10414-0.007501i,-0.12661+0.013831i,-0.095204+0.018816i,-0.028707-0.010262i,0.0038554-0.040711i,-0.006006-0.03224i,-0.015604+0.0042691i,-0.0063061+0.025458i,0.0046563+0.0056636i,-0.010246-0.029169i,-0.043403-0.04168i,-0.060639-0.026168i
-0.13462-0.069481i,-0.058939+0.24743i,0.1931+0.25391i,0.023282-0.040626i,-0.56162-0.11339i,-0.90741+0.068436i,-0.78548+0.16193i,-0.46298+0.17225i,-0.17824+0.16494i,-0.023163+0.11752i,0.038531+0.074862i,0.078744+0.039024i,0.082845-0.0087835i,0.043415-0.022017i,0.015212+0.020014i,0.023308+0.062737i,0.030593+0.060386i,0.014829+0.034524i,0.00071349+0.022878i,0.0095932+0.034029i,0.031687+0.048527i,0.034627+0.048572i,0.0080243+0.041838i
0.20966-0.39163i,-0.20477-0.51808i,-0.46112-0.36709i,-0.27576-0.080664i,0.16046+0.048083i,0.47321+0.031916i,0.54789+0.028215i,0.45874-0.046845i,0.24664-0.16912i,0.032667-0.16809i,-0.056359-0.09616i,-0.074646-0.074311i,-0.083873-0.072633i,-0.059009-0.058918i,-0.020471-0.055622i,-0.017258-0.051538i,-0.031052-0.032875i,-0.024344-0.014864i,-0.0019789-0.0083138i,0.011368-0.0016123i,0.018701+0.016087i,0.040142+0.025941i,0.061716+0.0093271i
0.18774+0.30132i,0.057145+0.47055i,0.05311+0.57119i,0.036488+0.23974i,-0.17523-0.19567i,-0.3295-0.32053i,-0.25069-0.2964i,-0.13511-0.20407i,-0.059853-0.050057i,-0.001195+0.0044909i,-0.017884-0.010994i,-0.03638+0.031865i,0.024901+0.075228i,0.086083+0.053595i,0.089027+0.021424i,0.074066+0.0039722i,0.060874-0.022388i,0.032338-0.042073i,-0.0059587-0.032413i,-0.040327-0.0054163i,-0.064273+0.020988i,-0.071059+0.040378i,-0.056896+0.050551i
0.20878-0.07174i,0.13539-0.66651i,-0.071224-0.9248i,-0.062416-0.625i,0.17884-0.26032i,0.29389-0.13703i,0.1944-0.053114i,0.1384+0.029284i,0.15995+0.010191i,0.13559-0.017808i,0.11385-0.0060494i,0.10979-0.036089i,0.050312-0.075929i,-0.017136-0.053286i,-0.029608-0.017108i,-0.028622+0.0010248i,-0.026386+0.028943i,-0.0023017+0.053099i,0.020724+0.0456i,0.018724+0.017758i,0.00059299+0.0011866i,-0.0056926+0.0092624i,0.0089312+0.021535i
-0.45178+0.70709i,-0.26045+0.94063i,-0.011614+0.95338i,0.13931+0.65933i,0.034509+0.30169i,-0.17004+0.16018i,-0.18898+0.1371i,-0.13761+0.10578i,-0.16559+0.10296i,-0.17177+0.11163i,-0.12783+0.096781i,-0.071234+0.093384i,-0.0086103+0.085554i,0.031038+0.059047i,0.043981+0.042491i,0.048186+0.026518i,0.041302+0.00021546i,0.025338-0.020263i,0.0078407-0.029081i,-0.0080771-0.030231i,-0.014039-0.032193i,-0.013252-0.036164i,-0.016545-0.033614i
-0.29738-0.56351i,-0.025628-0.73365i,0.16043-0.72436i,0.15514-0.45029i,0.19171-0.18i,0.26997-0.12384i,0.19797-0.13245i,0.09741-0.10384i,0.082947-0.10778i,0.06074-0.12565i,-0.0027895-0.094481i,-0.049644-0.034908i,-0.042493-0.0022042i,-0.022444-0.017672i,-0.019421-0.042266i,-0.010627-0.037737i,-0.0045584-0.012507i,-0.019929+0.01547i,-0.033079+0.03074i,-0.021038+0.025432i,0.0039397+0.011355i,0.021629+0.0014105i,0.029708-0.0031205i
0.1329-0.062746i,-0.13718+0.41526i,-0.40486+0.8344i,-0.30814+0.8235i,-0.083039+0.44742i,-0.048924+0.066189i,-0.079565-0.097607i,-0.065417-0.078287i,-0.030172-0.019722i,-0.0025138-0.0094214i,0.00095386-0.033746i,-0.015145-0.04556i,-0.024307-0.02447i,-0.0021245-0.0035432i,0.016359-0.0041657i,0.0029806+0.0043541i,-0.005372+0.019333i,0.016485+0.013511i,0.043425-0.0059113i,0.040159-0.014912i,0.016605-0.00045456i,0.0043682+0.024084i,0.0080346+0.036675i
0.21342+0.083212i,0.33332-0.18092i,0.29449-0.59206i,0.023419-0.60377i,-0.13412-0.23518i,-0.048452+0.045711i,0.017182+0.079574i,-0.0096838+0.032877i,-0.025283+0.016418i,0.0023918+0.02115i,0.038355+0.0080472i,0.041693-0.026391i,0.012546-0.03892i,-0.0054559-0.015211i,0.014201+0.0040422i,0.036846-0.0073216i,0.022709-0.022123i,-0.017607-0.014905i,-0.042271+0.0047501i,-0.029964+0.014628i,-0.006986+0.0087278i,0.0058331+0.0013025i,0.010884-0.0023804i
-0.44061+0.079638i,-0.57881+0.35106i,-0.37964+0.42996i,-0.18775+0.22793i,-0.17964+0.084256i,-0.15104+0.094822i,-0.046581+0.06008i,-0.0037158-0.010357i,-0.015006-0.030878i,-0.025833-0.01864i,-0.021853+0.015167i,0.0099497+0.034326i,0.025052+0.0099816i,0.0033578-0.0013867i,-0.015254+0.022006i,-0.014278+0.040787i,-0.001337+0.033283i,0.017072+0.0060061i,0.024553-0.015549i,0.015274-0.015653i,0.0066505-0.010023i,-0.00013391-0.010937i,-0.0079042-0.0089001i
0.26472-0.35839i,0.091949-0.4614i,-0.031587-0.27408i,-0.021668-0.13991i,-0.035797-0.23508i,-0.12073-0.2932i,-0.10212-0.20007i,0.0097692-0.12159i,0.065767-0.096346i,0.058718-0.06428i,0.033145-0.036789i,0.012445-0.0094524i,0.023064+0.011022i,0.035554-0.0055903i,0.01511-0.033281i,-0.018119-0.038549i,-0.035292-0.024118i,-0.03537+0.0038689i,-0.026708+0.027125i,-0.017087+0.034163i,-0.0069211+0.043939i,0.010131+0.050239i,0.021228+0.031042i
0.15997+0.15508i,0.0085527-0.022447i,-0.16225-0.11344i,-0.091659-0.12859i,0.088501-0.1286i,0.14035-0.10463i,0.10117-0.044759i,0.071375+0.0069548i,0.045439+0.025129i,0.0050551+0.021126i,-0.035548+0.016881i,-0.050809+0.024636i,-0.033716+0.027705i,-0.0076988+0.015511i,0.0096455-0.0062219i,0.017913-0.022818i,0.022584-0.024837i,0.022456-0.026361i,0.011411-0.033719i,-0.006846-0.034076i,-0.025137-0.026949i,-0.033613-0.01766i,-0.023318-0.0080754i
0.077264+0.13096i,0.22291-0.080335i,0.24162-0.16832i,0.25021-0.09683i,0.23505-0.079489i,0.11571-0.11069i,-0.0046872-0.047349i,-0.03206+0.053775i,-0.010716+0.080293i,0.017782+0.047185i,0.040267-0.0046918i,0.027484-0.036845i,-0.00014394-0.017241i,0.00030947+0.012659i,0.016322+0.018607i,0.025671+0.016333i,0.024739+0.013615i,0.014732+0.013359i,0.0057714+0.018878i,0.0010727+0.0172i,-0.0047129+0.0066403i,-0.0020885+0.0025003i,0.013807-0.00042565i
-0.22602+0.51326i,0.098265+0.5394i,0.22143+0.32878i,0.14187+0.26976i,0.14235+0.36735i,0.20075+0.32101i,0.14837+0.13901i,0.04364+0.022834i,-0.0043828+0.00071332i,-0.0050973+0.0027963i,0.015071+0.0070732i,0.03475+1.8689e-05i,0.022359-0.014262i,0.0049597-0.0046082i,0.01579+0.012438i,0.025059+0.0088241i,0.016272+0.0010329i,0.0072944-0.0024779i,0.0027934-0.012133i,0.0016631-0.027891i,0.0010822-0.041418i,-0.004979-0.037733i,-0.0090694-0.011786i
-0.72381-0.27279i,-0.69776+0.00097688i,-0.52156+0.098715i,-0.47372+0.049047i,-0.46689+0.0069496i,-0.36568-0.052062i,-0.25042-0.10141i,-0.1809-0.098322i,-0.13488-0.07082i,-0.086201-0.026382i,-0.046843+0.017222i,-0.035371+0.042669i,-0.028311+0.046221i,-0.021742+0.03402i,-0.024587+0.031906i,-0.019426+0.039815i,-0.0073481+0.039283i,0.0031509+0.032101i,0.01581+0.022205i,0.030005+0.01431i,0.04353+0.010632i,0.043423+0.0036311i,0.020832-0.0041419i
