-0.0033089+0.00055602i,-0.0034137-0.00022382i,-0.0042453-0.0010592i,-0.0027784-0.0014774i,-0.0014572-0.00093005i,-0.0010198+0.00010307i,1.2993e-05+0.0010202i,0.00084384+0.0010354i,0.00083916+0.0012439i,0.00048663+0.0013863i,0.00056364+0.00025276i,0.00026439-0.00062394i,-0.0003338-7.1806e-05i,-0.00053061+0.00053515i,-0.00013832+0.00013783i,9.4533e-05-9.582e-05i,-0.00036567+0.00011816i,0.00032916+0.00059119i,0.00093059+0.0012057i,0.00042721+0.0010629i,-2.0474e-06+0.00032455i,-0.00026181-0.00036799i,-0.00048288-6.4798e-05i
0.0035207+0.0012557i,0.0035205+0.0011086i,0.0045067+0.0014692i,0.002155+0.0020425i,-0.0023886+0.0027361i,-0.005688+0.0020742i,-0.0053172-0.0004004i,-0.0027345-0.0011246i,-2.0846e-05-0.00068604i,0.0011379+7.8502e-05i,-5.1425e-05+0.00039286i,-0.00097641+0.00022927i,-0.0008328-0.00068361i,-0.00066491-0.0012312i,-0.0012315-0.00058121i,-0.00084527-0.00099117i,0.00016623-0.0017275i,0.00043251-0.0011165i,0.0011744-0.00064019i,0.0018553-0.00078961i,0.0017853-0.00087638i,0.00085289-0.001065i,0.00067525-0.00082545i
0.0045706-0.0057586i,0.0035577-0.0063613i,0.0006608-0.0071332i,-0.0009835-0.0064118i,0.00043045-0.0039831i,0.0021837-0.0015884i,0.0015935+0.00042794i,0.0010076+0.001953i,0.00028853+0.0017837i,-0.00052439+2.4028e-05i,8.9053e-05-0.0012252i,0.00014517-0.0011698i,-0.00096844-0.0012057i,-0.0011756-0.0010355i,-0.0010422+0.00052179i,-0.0012602+0.0021818i,-0.00058119+0.0024752i,-0.00013325+0.0016523i,-0.00078065+0.00026768i,-0.0019167-0.00021236i,-0.0028223-0.00019595i,-0.0025888+0.00033135i,-0.0016663+0.00054664i
0.0017843-0.0023424i,0.0023848-0.0045462i,0.0015619-0.0058376i,-0.0010447-0.0048254i,-0.0037141-0.0020873i,-0.0059886-0.00016361i,-0.0059602+0.0006i,-0.0042407+0.00010638i,-0.0030188-0.00068558i,-0.0024863-0.00033434i,-0.0019498+0.0007554i,-0.0012244+0.0015387i,-0.0010422+0.0020359i,-0.0011163+0.002061i,-0.0012915+0.0018918i,-0.0015948+0.0015021i,-0.0015374+0.0014451i,-0.00077148+0.0026825i,-6.4849e-05+0.003087i,0.00077376+0.0021093i,0.0010277+0.0022517i,0.0014713+0.0019579i,0.0027558+0.00073027i
-0.0016414-0.0010544i,-0.0028679+0.00054529i,-0.0028061+0.00045591i,-0.0010246+0.00016534i,-0.00013646-0.00010619i,-0.001317+0.00095517i,-0.0030417+0.0022615i,-0.0043303+0.0016115i,-0.0048926+0.0011995i,-0.0038926+0.0015355i,-0.0017287+0.0021346i,-0.00034682+0.0021622i,-0.00083745+0.0020283i,-0.0009112+0.0021388i,0.00059747+0.0016226i,0.0018446+0.00071854i,0.0021437-2.5857e-05i,0.0017671-0.00034746i,0.00036887-0.00072925i,-0.0017209-0.00086346i,-0.0031109-0.00073788i,-0.0031038-0.00020153i,-0.0021528+0.00016346i
0.00092806-0.001529i,0.0003263-0.0027987i,-0.0010785-0.0045213i,-0.0029509-0.0043944i,-0.0048738-0.003638i,-0.0033816-0.0029387i,-0.00092583-0.0021056i,-0.0012942-0.0016161i,-0.00080182-0.00082251i,-0.00031147-0.00045381i,-0.0012037-5.4518e-05i,-0.0014995+0.0011412i,-0.00069644+0.0014569i,-0.00031101+0.001007i,-9.4132e-05+0.00095295i,0.00039403+0.00067851i,0.00063565+0.00025063i,0.00053845+0.00044363i,0.00063635+0.00207i,0.00067506+0.0036747i,0.0010336+0.0033184i,0.0016687+0.0024328i,0.0008604+0.0011209i
-0.0022093-0.00043686i,-0.00030699-0.00048554i,0.00061623-0.00036367i,0.0016555-0.00031821i,0.0021396-0.00087555i,0.0021544-0.0002878i,0.0013347+0.00019889i,0.00084667+0.0012104i,0.0016597+0.0021099i,0.0019584+0.0016699i,0.0010042+0.0010953i,0.00034115+0.0010614i,0.0011603+0.0010229i,0.0017313+0.00037121i,0.0014363-0.00054665i,0.00079769-0.0013149i,0.00028931-0.0016533i,0.0005673-0.0018951i,0.00081233-0.0021351i,9.3729e-05-0.0018456i,-0.0011909-0.001986i,-0.0010797-0.0015785i,-0.00061524-0.00053242i
-0.0019596-0.0015162i,-0.0013511-0.00093662i,-0.0032876-0.00081262i,-0.0044722-0.001191i,-0.0039688-0.00058011i,-0.0020108+1.6763e-05i,0.0003479+1.1865e-05i,0.0020025+0.0015487i,0.0023231+0.0030679i,0.001429+0.0031579i,0.00020503+0.0018739i,0.00059658-2.3482e-05i,0.001207-0.00062488i,0.00030068+1.0468e-05i,-0.0002603+0.00011229i,-3.3023e-05-0.00026154i,-0.00044523-0.0013335i,-0.00092617-0.0016312i,-0.00013269-0.00018088i,0.00064061+0.0015382i,-0.00013106+0.002314i,-0.0010641+0.0020821i,-0.00052606+0.0015589i
0.0017034-0.00076153i,0.0010591-0.0027995i,-8.5993e-05-0.0041319i,-0.00096736-0.0039068i,-0.0021575-0.0024078i,-0.0035768-0.00078644i,-0.0037783+0.00010518i,-0.001749+0.00087542i,0.00024152+0.0010687i,0.0010677+0.0011213i,0.0016934+0.001282i,0.0025625+0.00035345i,0.0026121-0.00016999i,0.0017287-0.00024859i,0.0013846+2.1072e-05i,0.00056151+0.00047724i,5.6397e-05+0.0011571i,0.00079534+0.0012473i,0.0019257+1.8843e-05i,0.0019501-0.0010817i,0.0013667-0.0012748i,0.00036572-0.001156i,-0.00020519-0.00046986i
0.0045433-0.0032916i,0.0052273-0.0037577i,0.0044952-0.0048638i,0.0020014-0.0046318i,-0.00044487-0.0043859i,-0.0021638-0.0020946i,-0.0030745+0.00014963i,-0.003111-0.00081827i,-0.002027-0.00091935i,-0.0015526+0.00053797i,-0.0017772+0.0017031i,-0.00076263+0.0018711i,5.8664e-05+0.0011601i,-0.0012332-8.422e-05i,-0.0028073-0.0010407i,-0.0032244-0.0017137i,-0.0033025-0.0016742i,-0.0022807-0.00058682i,-0.0015753+0.00043432i,-0.00086742+0.0011305i,-0.00032325+0.001232i,-0.00018238+0.0017698i,-0.00043298+0.0021145i
0.002355-0.0032317i,0.0022109-0.0026645i,-0.00056473-0.0046157i,-0.0031382-0.0055121i,-0.0039407-0.004354i,-0.0042463-0.003332i,-0.0040773-0.0025957i,-0.0041351-0.0027319i,-0.0038389-0.0028844i,-0.0029793-0.0022744i,-0.0024878-0.0020428i,-0.0025021-0.001903i,-0.0018415-0.0019104i,-0.00082371-0.0016167i,-0.0002969-0.00057812i,-5.9858e-05+0.00060505i,0.00011063+0.0010411i,5.9229e-05+1.7436e-05i,0.00033985-0.0015615i,0.00033877-0.0019182i,-1.3904e-05-0.0012916i,4.9555e-05-0.0010101i,7.5287e-05-0.00032672i
-0.0006743+0.00035548i,-3.9464e-05+0.00057832i,0.00046478+0.0013015i,-0.00012531+0.00097019i,-0.0018167-0.0008003i,-0.0015833-0.00033533i,-0.00055867+0.00046019i,-0.00045894-0.00077093i,-0.00016896-0.0014675i,-0.00013121-0.001329i,-0.00019919-0.0009129i,-0.0001482-0.0006249i,-0.00034355-0.00018375i,-0.0004847+6.5104e-05i,0.00010242+0.00026748i,0.00041665+0.00077128i,0.00033903+0.0010142i,0.00012144+0.00099484i,-0.00051082+0.00062854i,-0.0013416+0.0010725i,-0.0022176+0.0018807i,-0.0019394+0.0018348i,-0.0010699+0.0010216i
-0.0020831+0.00029605i,-0.0028568-0.00076438i,-0.0036586-0.0013095i,-0.0030729-0.00055628i,-0.0013969+0.00046179i,0.00054995+0.00042716i,0.00010102+4.6237e-05i,-0.00056453-0.00028153i,0.00034602-0.00056263i,0.00072275-0.00013889i,0.00089871-0.00036806i,0.0005623-0.00036508i,-0.00057006+0.00047589i,-0.0014162+0.0016314i,-0.0016403+0.0019298i,-0.0008277+0.0013917i,0.00037071+0.001584i,-0.0002458+0.0010475i,-0.00091232+0.00058776i,-0.00016756+0.00042188i,0.00013155-4.8477e-05i,0.00034704+0.00030234i,0.0010294+0.00026043i
-0.0027746+0.00039987i,-0.0030632+0.00039769i,-0.0031749-0.00047994i,-0.0025838-0.0010261i,-0.00035444-0.00046949i,0.00074132+4.6232e-05i,-0.00018024+0.00090604i,-0.00080007+0.0024475i,-0.00067643+0.0020908i,-0.00017678+0.0015364i,0.00055706+0.0020436i,0.0016624+0.0026316i,0.0015118+0.0021355i,0.00046595+0.00096832i,0.00068369+0.001096i,0.0011069+0.00092566i,0.00090767+2.3129e-05i,0.00049303-0.00063249i,-0.00044944-0.0013134i,-0.0016628-0.00039576i,-0.002548+0.0011357i,-0.0019346+0.0011533i,-0.00090238+0.00065149i
-0.0033441-0.0024666i,-0.0047406-0.0025207i,-0.0054052-0.0019927i,-0.0042134-0.00082196i,-0.0020377+0.00042601i,-7.0877e-05+0.0010674i,-3.942e-05+0.0013555i,-0.00071018+0.0027345i,-0.0010907+0.0039137i,-0.0020041+0.0042523i,-0.0021879+0.0044241i,-0.001283+0.0039012i,0.00022012+0.0030345i,0.0012938+0.002135i,0.0010708+0.0016209i,-0.00018059+0.0013105i,-0.00056713+0.00068526i,-2.752e-06+0.001368i,0.0002056+0.0018371i,0.00025874+0.0013245i,0.0010295+0.0014389i,0.0011081+0.0016159i,0.00064789+0.0016847i
0.0019606-0.0032665i,0.0026715-0.0044272i,0.0015463-0.0043713i,-0.0013249-0.0041394i,-0.002784-0.0040053i,-0.0030795-0.0014824i,-0.0026429+0.00086334i,-0.0020221+0.00091942i,-0.0022747+0.00066217i,-0.0026437+0.00098262i,-0.0028708+0.0013223i,-0.00174+0.0011153i,4.0845e-05+0.0010515i,0.00023313+0.00075566i,0.00075968-4.9238e-05i,0.00083097-0.00093241i,0.0001254-0.00060802i,-0.00015417-7.0104e-05i,-0.000875-0.00059747i,-0.0012006-0.00050775i,-0.00099329-0.00013972i,-0.0017731+0.00012104i,-0.0020886-0.00010572i
0.00036286-0.0030291i,0.0011724-0.0041265i,0.0010964-0.0052305i,0.00031348-0.004554i,-0.00019001-0.0042444i,0.0007759-0.0032744i,0.0012808-0.0022063i,0.00045342-0.0023617i,-0.0011287-0.0016759i,-0.0015337-0.0013894i,-0.00049713-0.00069761i,-2.0619e-05-0.00031561i,0.00054622-0.00041242i,0.0006866-0.00014493i,0.00049916-0.00025897i,0.00031922-0.00022864i,0.00060761-0.0010435i,0.0014447-0.002012i,0.0016355-0.0013104i,0.0012142-0.00072899i,0.0013448-0.00033631i,0.0016894+0.00028114i,0.0012414+0.00057443i
0.00014104-0.0015645i,0.0011872-0.0015479i,0.00059883-0.0019729i,-0.0016963-0.0022545i,-0.0023387-0.0014903i,-0.0016377-0.0012199i,-0.0015482-0.0025638i,-0.0006432-0.0030834i,0.00083902-0.0026041i,0.0017096-0.0014274i,0.0015145-0.000307i,0.00016711-0.00053823i,-0.00087197-0.00096553i,-0.0010352-0.00048753i,-0.00086341-0.00042211i,-0.00069889-6.1556e-05i,-0.00066023+0.00098456i,0.00040383+0.00074099i,0.00067674+1.3041e-05i,-7.7792e-05-8.0111e-05i,-0.00063159+0.00018112i,-0.00055752+0.00068911i,1.2364e-05+0.00090395i
-0.0033353+0.0003711i,-0.0028164+0.00049269i,-0.0033017+0.0022782i,-0.003262+0.0026896i,-0.002616+0.0013264i,-0.0020773-0.00099662i,-0.0018963-0.002303i,-0.00084342-0.0012406i,0.0011534+0.00019475i,0.0013502+0.00063086i,0.0011049+0.00065199i,0.0011001+0.0002518i,0.00064518-0.00082387i,0.00010298-0.0013081i,-0.00083693-0.0014654i,-0.0013705-0.0012012i,-0.00088502-0.00064789i,-0.00099944-0.0010798i,-0.0016528-0.00098045i,-0.00066406-0.00031007i,0.00018426+0.00044427i,-0.00019353+0.0018705i,-0.00040118+0.0021711i
0.0028559-0.0023162i,0.0039754-0.0041872i,0.0032366-0.0054629i,0.00046184-0.0052256i,-0.0017342-0.0039625i,-0.0028564-0.0029663i,-0.00234-0.001538i,-0.00030856-0.00077093i,0.00065152-0.00026998i,0.00024327+0.00059688i,-7.1528e-05+0.0017368i,-0.0012551+0.0021434i,-0.0020232+0.00045425i,-0.0016436-0.00061239i,-0.00048604-0.00054125i,-3.709e-05+0.00021682i,-0.00041836+9.8273e-05i,0.00031664-0.00052836i,0.00075347-0.00084341i,0.00041911-0.0013834i,0.00026339-0.00082805i,0.00028621+0.0002693i,0.00030951-0.00023286i
0.00089365-1.4178e-05i,0.00079796-0.00015241i,0.00056588-0.0021836i,0.00030684-0.0022193i,0.00040875+0.00016554i,0.00061625+0.0019165i,-0.00073454+0.0021337i,-0.0014314+0.0014296i,-0.0013908+0.001646i,-0.0016216+0.0013508i,-0.0015894+0.00086846i,-0.001946+0.00063166i,-0.0023482+0.00010287i,-0.0016921+0.00044673i,-0.00070963+0.00071442i,5.718e-05+3.4344e-06i,-0.00018917-0.0001793i,-0.0010795+0.00030859i,-0.0011931+0.00040681i,-0.00057154+0.0011315i,-2.448e-05+0.0021146i,0.00019776+0.0022131i,0.00013827+0.0016668i
-0.0020233-0.0026569i,-0.0020916-0.0021894i,-0.0029727-0.0032278i,-0.0033757-0.0044111i,-0.0027003-0.0041416i,-0.0027039-0.0020418i,-0.0029692-0.0011635i,-0.0034496-0.00066397i,-0.0039499+0.00065897i,-0.0035692+0.00036587i,-0.0026468-0.00033206i,-0.0018077-0.0004235i,-0.0017793-0.00031457i,-0.0018051+0.00083723i,-0.0014167+0.00085047i,-0.00042016-7.0653e-05i,-5.8836e-05+0.00027165i,-0.00040514+0.00043124i,-0.00066172+0.00048833i,-0.00092046+0.00067786i,-0.00084766+2.2685e-05i,-0.00049837-9.4356e-05i,-0.00053051+0.00037394i
0.0043379-0.0038557i,0.0055229-0.0058889i,0.0050236-0.0077094i,0.0033304-0.0068743i,0.00022172-0.0044382i,-0.0014943-0.0011419i,-0.0013244+0.001166i,-0.0018343+0.00072221i,-0.0015439-0.0010179i,-0.00081885-0.0016319i,-0.0002109-0.00093868i,-5.3413e-05-0.00048215i,-0.00048404+0.00090218i,-0.0009117+0.0016319i,-0.00027368+0.001307i,0.00089733+0.00094998i,0.0016419-7.6749e-05i,0.0017552-0.0002928i,0.0016026-1.5441e-05i,0.0012665+6.0866e-05i,0.0010797+0.00019689i,0.00017841+0.00042293i,-0.00051612+0.00064206i
0.0019195+9.6129e-06i,0.0029942+6.9984e-05i,0.0017629-0.00073339i,-0.00014604-0.0020107i,2.817e-05-0.0026635i,0.00085188-0.0026364i,0.00096521-0.0017748i,0.00028532-0.00068762i,0.00089967-0.00045488i,0.0017547+0.00077299i,0.00082751+0.0019247i,0.00048369+0.0014148i,0.00093686+5.2286e-05i,0.0013966-0.00044003i,0.00051238+0.00016367i,-0.00071866+0.0009961i,-0.00090424+0.0016887i,-0.0010102+0.0019259i,0.0005194+0.0013148i,0.001476+0.00075059i,0.00078614+0.00076194i,0.0006203+0.0014653i,0.00039588+0.0015415i
0.0027484-0.00365i,0.0032917-0.004714i,0.002472-0.0072339i,0.00024554-0.0061381i,-0.0027793-0.0037552i,-0.0047198-0.0025473i,-0.003484-0.0014982i,-0.00032796-0.0010636i,0.0019441-0.00030124i,0.0016227+0.00014302i,0.00062768+0.00065598i,0.00047995+0.0011651i,0.00093723+0.00050563i,0.00054856-0.00065613i,-0.00052195-0.0013062i,-0.00034165-0.0013049i,-0.00017644-0.0003135i,2.0941e-05+0.00069029i,0.00040688+0.00090971i,0.00042685+0.00076123i,0.00053637+0.00091865i,0.00013423+0.0011936i,-0.00046715+0.00025018i
0.012671-0.0079051i,0.017964-0.0075594i,0.018935-0.01283i,0.0098086-0.010685i,0.00091641-0.0080857i,-0.0039948-0.0031936i,-0.0019632+0.0015394i,0.00069463+0.001092i,0.001112-0.0006411i,-0.00022115-0.0026087i,-0.002532-0.0026937i,-0.0029153-0.0013919i,-0.0019127-0.0016593i,-0.0016579-0.0022894i,-0.0010169-0.0027518i,-0.00030649-0.0017707i,0.00016364-0.00050669i,0.0015721+7.0927e-05i,0.0020621+0.0010869i,0.0017417+0.0011865i,0.0010341+0.00013475i,0.00049514-0.0008278i,0.00016381-0.00070083i
-0.0053091+0.0018585i,-0.0070843+0.00077796i,-0.0066456+0.0020427i,-0.0032872+0.00055036i,-0.00030031-0.0016934i,0.0007327-0.0025977i,-0.00089664-0.0018959i,-0.0013884+0.0010415i,-0.00077613+0.0029797i,-0.00048381+0.0018198i,-0.0003377+0.00066816i,3.415e-05+0.0008421i,0.00041714+0.00064793i,0.00041581+0.00027532i,0.00013957+0.00077741i,3.1026e-05+0.00070751i,0.00058544+8.0162e-05i,0.0004793+0.00042977i,-0.00049094+0.00047598i,-0.0011823+0.00025563i,-0.00080253+0.00014606i,-0.00078226+0.00043234i,-0.0004337+0.00052047i
0.00048246+0.0039034i,0.00080206+0.003227i,0.00031752+0.0022146i,0.00012198-0.00065361i,-0.00054429-0.0019987i,-0.00040949-0.00053901i,-0.0016935+0.00037856i,-0.0032652+0.00048488i,-0.002004+0.00051679i,-0.00016924+0.00082485i,0.0013309+0.00070416i,0.0023409+6.4267e-05i,0.0021285+3.112e-05i,0.0014162+0.00012772i,0.0008611-0.0002398i,0.0004632-0.00026205i,0.00031741-0.0005943i,0.00031388-0.0011938i,0.00035156-0.0011319i,0.00019725-0.0014232i,0.00052658-0.00091465i,0.00055199-0.00070173i,0.00038448-0.00073971i
0.00037423-0.0003718i,-0.0018789+0.00016182i,-0.0043299+0.0025279i,-0.0044873+0.0036315i,-0.0029235+0.0032165i,-0.00082257+0.0029289i,6.8101e-05+0.0019772i,-0.00066731+0.00060608i,-0.001293+0.0001934i,-0.00023052-7.8329e-05i,0.0012694-4.8332e-05i,0.0011052+0.00060684i,-0.00019987+0.00070227i,-0.00066276+0.00055667i,-0.00093703+0.00019208i,-0.0013267-0.0001602i,-0.0010423-0.00018381i,2.2278e-05-0.00055828i,6.6558e-05-0.00065511i,-0.0017571-0.00057514i,-0.0026152+0.00011805i,-0.00084076+0.0013256i,0.00060363+0.001124i
0.0025038+0.00021004i,0.0037347-0.0018755i,0.003653-0.0035251i,0.0019562-0.0042291i,9.4824e-05-0.0028207i,-0.00078495-0.0018681i,-0.0015241-0.0023571i,-0.0022549-0.0023925i,-0.0023509-0.0012339i,-0.0016304-0.00018378i,-0.001088+0.00088704i,-0.0010949+0.0017733i,-0.00084829+0.00081646i,-0.00023124+0.00033117i,0.00038314+0.00067597i,0.00052479+0.00039675i,-0.00021571+0.00015379i,-0.0010021+0.00049496i,-0.0013672+0.00045633i,-0.00067767+0.00018713i,0.00059229+0.00086211i,0.00066925+0.0012808i,0.00026366+0.0011985i
-0.0031481-0.0003959i,-0.0024797-0.00056973i,-0.0037922-0.0010217i,-0.0041119-0.0015293i,-0.0032695-0.0020019i,-0.0024602-0.0014425i,-0.0025842-0.0013372i,-0.0028458-0.00063077i,-0.0022883+0.00048772i,-0.0012034+0.00069959i,-0.0010795+0.00088945i,-0.0011399+0.0013979i,-0.0011239+0.0011104i,-0.0011768+0.00097247i,-0.00036685+0.0011448i,0.00014231+0.00043503i,-3.7756e-05+0.00041335i,4.2052e-05+0.0013401i,0.00016825+0.0014266i,-8.3588e-05+0.000901i,-0.00056577+0.0011948i,-0.0006838+0.00084224i,-0.00087375+0.00045714i
-0.0030653+0.00043607i,-0.0040542+0.0015628i,-0.0056426+0.0029419i,-0.0041531+0.0030953i,-0.0016785+0.0033076i,8.1196e-05+0.003584i,0.00015532+0.0027747i,0.00052245+0.0019047i,0.0013325+0.0014426i,0.00020788+0.0012092i,-0.00057488+0.001299i,-0.0001908+0.00099171i,-0.00011672+0.00077797i,0.00015763+0.00074915i,0.0013922+0.0012277i,0.0014345+0.0012107i,0.00024287+0.00023288i,-0.00053238+0.00014679i,-0.00098619+0.0012068i,-0.0011669+0.00090315i,-0.00033085+0.00015552i,0.00014759+0.00037804i,0.00081914+0.00060351i
-0.00029772+0.0020976i,-0.00011102+0.0020228i,0.00088802+0.00096891i,0.00072999-0.0016638i,-3.9837e-05-0.0025191i,-7.0328e-05-0.001267i,0.0010079-4.7159e-05i,0.0011459+0.00044093i,0.00028005+0.00076818i,0.00039039+0.00064863i,0.00055569-0.00022553i,0.001288-0.00030669i,0.0022345-0.00020486i,0.0016379-0.00048602i,0.0013287-0.00080647i,0.0008513-0.00069274i,0.00035724-0.00083342i,6.523e-05-0.00097969i,-0.00029842-0.00037045i,-0.00050252-0.00018006i,-0.00025709-0.00021185i,0.00022575+0.00058006i,0.00048881-0.00014448i
0.0033201-0.00093682i,0.0018489-0.0022277i,-0.0002563-0.0018767i,-0.0028347-0.0012318i,-0.0033412-0.00071043i,-0.0019341-0.00028495i,-0.0016501-0.00089111i,-0.0017543-0.0011568i,-0.00030943-0.00027663i,0.00080328+0.00033631i,0.0014898+0.00050819i,0.0022485+0.00022146i,0.0015688+0.00053019i,0.00041528+0.0012663i,7.7245e-06+0.00015447i,0.00073891-0.0011803i,0.0015258-0.0010257i,0.00091452-0.00013381i,0.0012112+0.0007047i,0.0017002+0.0013509i,0.00053668+0.0011089i,0.00046098+0.00035686i,0.00049412+0.00042174i
0.0010523-0.0010852i,0.0016898-0.0016646i,0.0020806-0.0010444i,0.0013309+0.00055887i,0.00062848-4.4001e-05i,-8.5634e-05-0.00055708i,-0.00094388+0.00012142i,-0.0013384-1.4076e-05i,-0.0015351-2.7309e-05i,-0.0014034+0.0010944i,-0.0012118+0.0013525i,-0.0015075+0.00097353i,-0.0014063+0.00067911i,-0.00062933+0.00087321i,-0.00055349+0.00077205i,-0.00088975+0.00024674i,0.00014353+0.00029734i,0.0011259+0.00019116i,0.00045459+9.3189e-05i,0.00023886+0.00012918i,0.00072953+0.00019399i,0.00028213-0.00037957i,0.00019616-0.00082971i
-0.00032599+0.00014033i,0.00037664-0.0011268i,0.0017867-0.0037981i,0.00108-0.0059519i,-0.00062111-0.004569i,-0.0021298-0.0016452i,-0.0023559-0.00038673i,-0.0015546-0.00039391i,-0.0012192-0.00051062i,-0.0012763+9.7977e-05i,-0.0012872+0.00067129i,-0.00078591+0.00054216i,-0.0005228+0.00014045i,-0.00063682+0.0001753i,-0.00059616-0.00019308i,-0.00055463-0.00082417i,0.00018464-0.00033546i,0.00041528+0.00010042i,0.00050087-0.00046579i,0.00075578-0.00017149i,0.0001878+0.00081058i,-0.00090439+0.0012084i,-0.00099007+0.0015067i
0.0038903+0.00041188i,0.0039721-0.00032851i,0.0023445-0.0016311i,-0.00019445-0.0025415i,-0.001354-0.0025034i,-0.00098564-0.0022629i,-0.0006455-0.0013529i,-0.00047983-0.00016123i,-0.00068558+0.00038685i,-0.00043725-0.00014482i,-0.0001166-0.00026185i,-1.1517e-05-0.00037456i,-0.00099603-0.000896i,-0.001401-0.00053604i,5.327e-05+0.00012386i,0.00074622-6.3441e-05i,0.00053034-0.00039295i,0.00016721-6.973e-05i,-0.0005385-0.00042282i,-0.0010663-0.0017064i,-0.001099-0.0013318i,-0.00090077-0.00046301i,-1.3045e-05-0.0005529i
0.0018231+0.0036377i,0.0014595+0.00384i,0.0012681+0.003375i,0.0018952+0.0026417i,0.0024454+0.0013672i,0.0025743-0.00034034i,0.0008349-0.0017804i,-0.0013339-0.0017414i,-0.000306-0.00063986i,0.0009479-0.00051323i,0.00021952-0.0006683i,-1.232e-05-0.00010535i,3.5588e-05-0.0004014i,-0.000124-0.0011792i,-2.9133e-05-0.001147i,-0.00018307-0.00074847i,-0.0004132-0.00067532i,-0.00080686-0.0007802i,-0.0014667-0.00041415i,-0.0011736-7.2731e-06i,-0.00037571+0.00027302i,0.00016435+0.00059769i,-0.00018428+0.00041281i
-0.0013249+0.0012272i,-0.0019392+0.0004857i,-0.0013467+0.00010093i,-0.00042346+0.00020139i,-0.00045345-0.0008034i,-0.0019872-0.0013679i,-0.0023871-0.00020852i,-0.0013225+0.0013576i,-4.7716e-05+0.0015878i,0.00052546+0.0011585i,0.00025019+0.00055738i,0.00065064+0.00028987i,0.001419+0.0010881i,0.00091322+0.00097829i,0.00061097+5.3862e-05i,0.00032762+2.8104e-05i,-0.00056532+0.00035449i,-0.0011387+0.00025905i,-0.001205+0.00045112i,-0.00066127+0.00052997i,-0.00032633-0.00018436i,9.9946e-05+5.0262e-05i,0.00017607+0.00099396i
0.0025004-0.00038097i,0.0034845-0.00094802i,0.0037176-0.0024269i,0.0019229-0.0041384i,-0.00019805-0.0042812i,-0.00055087-0.0020638i,-0.0001585-0.00042729i,-0.00040813+4.1732e-05i,-0.00091483+0.00056055i,6.7352e-05+0.00057667i,0.0010824+0.00046473i,0.000836+0.0010631i,0.00067263+0.0019285i,-0.00018386+0.0011747i,-0.0011246-0.00016994i,-0.00024771-0.00065061i,0.0010471-0.00038544i,0.00087366-0.00013897i,0.00038409+0.0002451i,0.00040425+0.00070621i,-0.00044375+0.00063007i,-0.0015638+0.00077824i,-0.0012769+0.0010521i
0.00064186-0.0016996i,-0.00012517-0.0017199i,-0.00069555-0.0029036i,-0.0017485-0.0033918i,-0.0025464-0.0010968i,-0.0016782+0.00071825i,-0.00050196+0.00041475i,-0.00051955-0.00043765i,-0.0012565-0.00012177i,-0.001711+0.0016576i,-0.0014837+0.0029364i,-0.0014391+0.0018318i,-0.0013382+0.0003454i,-0.001008+0.00014912i,-0.00053489+2.7856e-06i,-4.6717e-06+0.00015355i,-0.00026339+0.00041118i,-0.00057643+0.0007243i,-0.00049757+0.0006275i,-0.00053423+0.00025252i,-4.8163e-05+0.00063925i,0.00039805+0.00085706i,0.00025109+0.00014938i
-0.0015276+0.0017791i,-0.0024873+0.0024254i,-0.0025506+0.00086944i,-0.0016284-0.00061907i,-0.0012394-0.00023969i,-0.0011151-0.00016016i,-0.0011823-0.00081108i,-0.0012064-0.0010091i,-0.0018549-0.0003724i,-0.001911+6.6483e-05i,-0.0010021-2.3808e-05i,7.6937e-05-0.00040992i,0.0002184-0.00093169i,-6.5557e-05+0.00017163i,0.00011246+0.00086383i,0.000715-0.00043602i,0.00081096-0.00062348i,0.00092174+0.00044784i,0.0011094+0.0012657i,0.00073695+0.0011327i,-5.4982e-05+0.00053135i,-0.00066547+0.00054631i,-0.00041803+0.00020756i
-0.001259-0.0034514i,-0.00099582-0.0045385i,-0.001719-0.0045727i,-0.0014075-0.0031585i,-0.00018648-0.0023263i,0.00089208-0.0017388i,0.00021398-0.00080184i,-0.00044067-0.00029421i,-0.0003522-0.00025402i,-0.0010745-0.00048386i,-0.0023252+0.0001335i,-0.0016009+0.0007694i,-0.00082431+0.00018961i,-0.00067972-0.00030226i,5.427e-05+4.8876e-05i,2.526e-05+0.00031573i,-0.00035523-0.00032626i,-0.00012711-0.00053678i,0.00012382-0.0001015i,0.00032222+0.00016431i,0.00017554-8.2483e-06i,6.4559e-05+0.0007441i,0.00014143+0.00033183i
0.0050562-0.0019497i,0.0047767-0.0020006i,0.0038733-0.0035324i,0.00085429-0.0044503i,-0.0018302-0.0030963i,-0.0019286-0.00018034i,-0.0012164+0.00061594i,-0.0010715-0.00029202i,-0.00027875-0.00083716i,0.00052137-0.001649i,0.00024101-0.0015344i,-0.00095672-0.00030417i,-0.00046806-0.0003741i,5.7414e-05-0.00035375i,-0.00047238+0.00061978i,-0.00057577+0.00085032i,1.6019e-05+0.00068737i,0.00068595+0.0004409i,0.00046865-0.00019701i,0.00010556-0.00012292i,7.2313e-05+6.3824e-06i,4.8215e-05-0.00074606i,0.00025902-0.0006969i
