-0.0019991-1.2307e-06i,-0.0022339-0.00068244i,-0.0020075-0.00053819i,-0.0018687-0.00056446i,-0.0022625+8.8745e-05i,-0.0023911+0.0013181i,-0.0019287+0.0015196i,-0.00060801+0.0017647i,0.0010803+0.0018426i,0.001106+0.0014841i,0.00061965+0.00073791i,0.00083242-3.5517e-05i,0.00040137+0.00012719i,-0.00019983+0.00055301i,-0.00065574+0.0010163i,-0.0008531+0.0009658i,-0.00092385+0.00029112i,-0.00032393-0.00036942i,0.0008162-0.00028507i,0.0016999-0.00021511i,0.0011476-0.00074821i,0.00047089-0.0010552i,-6.2458e-05-0.00044397i
-0.006654+0.004771i,-0.017308+0.0037979i,-0.033181-6.1476e-05i,-0.036739-0.0041895i,-0.013085+0.00071693i,0.015121+0.014581i,0.019262+0.018806i,0.0071205+0.0094577i,-0.0033287-0.0018493i,-0.0082045-0.0053906i,-0.0074882-0.0014766i,-0.002984+0.0013576i,-0.00047308-0.00028841i,0.00030388-0.0026431i,0.00027625-0.0024364i,-0.00014222-6.1967e-05i,0.00026502+0.00096387i,0.00097696-0.0020115i,0.00048867-0.006929i,-0.00019147-0.0087875i,-3.7629e-05-0.0062957i,-0.00022025-0.0040772i,-0.001554-0.0027489i
0.0044254+0.00059076i,0.016307+0.0023586i,0.032366+0.012254i,0.034163+0.024107i,0.014664+0.01866i,-0.0029059-0.0020402i,-0.0051795-0.01672i,-0.0048441-0.020265i,-0.010381-0.016847i,-0.014816-0.010472i,-0.010245-0.0035244i,-0.0010601+0.0023223i,0.0052528+0.0044222i,0.0084462+0.0027883i,0.0083234-0.00090655i,0.0052017-0.005947i,0.0014081-0.0078979i,-0.0020611-0.0025515i,-0.0031878+0.0065665i,-0.0022588+0.010405i,-0.0031203+0.0084787i,-0.0042114+0.005199i,-0.0025904+0.0024242i
-0.0032056+0.00034921i,-0.012408-0.0014822i,-0.022611-0.013252i,-0.017856-0.024276i,0.0028205-0.010865i,0.01487+0.01476i,0.0083208+0.022088i,-0.0045377+0.016362i,-0.010203+0.01109i,-0.0062713+0.0054853i,-0.0042214-0.00040716i,-0.0067831-0.0040609i,-0.0061553-0.0039094i,-0.0014548-0.0012054i,0.0037253+0.0013135i,0.0081577+0.0027661i,0.010186+0.0024282i,0.0093086-0.0023207i,0.0079273-0.0085779i,0.0073561-0.011054i,0.0067844-0.010776i,0.0049178-0.0085397i,0.00070061-0.0050354i
0.00031549+0.0015204i,0.0042774+0.0040976i,0.009605+0.012149i,0.0077864+0.015492i,0.0026038-0.004569i,0.00809-0.027973i,0.015056-0.025552i,0.015493-0.0060005i,0.014065+0.011166i,0.013089+0.016397i,0.01153+0.010667i,0.0081918+0.001931i,0.0034235-0.0014786i,-0.00096605-0.0020544i,-0.0044969-0.0036543i,-0.0059511-0.0029218i,-0.0052658+0.00058166i,-0.0055681+0.0042448i,-0.0065099+0.0085041i,-0.0067262+0.011207i,-0.0057182+0.0095625i,-0.0043005+0.0064855i,-0.0026553+0.0053458i
-0.00074643-0.0036614i,-0.00081586-0.0089296i,-0.0001305-0.016605i,0.002256-0.018102i,-0.0015387-0.004355i,-0.015563+0.010381i,-0.021513+0.012679i,-0.012934+0.010032i,-0.0018455+0.0097103i,0.0028927+0.0087255i,0.002719+0.0040088i,0.0010967+0.00034211i,0.0013659-0.00048249i,0.0030326-0.0001812i,0.0032069-0.0011306i,0.0015869-0.0040001i,-0.00073979-0.0057723i,-0.00023492-0.00553i,0.0038972-0.0048608i,0.0072126-0.0042895i,0.0067849-0.0031341i,0.004233-0.0020049i,0.0023658-0.001753i
0.0022367+0.0022089i,0.0011022+0.0057906i,-0.0049302+0.011528i,-0.011132+0.0091527i,-0.0042758-0.0050476i,0.0093865-0.014569i,0.01529-0.0086816i,0.016995-0.00040559i,0.016744+1.6511e-05i,0.013899-0.002914i,0.0096389-0.0032193i,0.0037542-0.0016202i,-0.0022331-0.00044964i,-0.0062879+8.8635e-05i,-0.0065086+0.00020252i,-0.0023973-6.7748e-05i,0.002362-0.0017407i,0.00264-0.0048137i,-0.0026047-0.0053384i,-0.0063491-0.0042257i,-0.005521-0.003633i,-0.0040531-0.0025655i,-0.002039-6.4199e-05i
-0.00039854-0.00097303i,0.0020965-0.0064793i,0.010123-0.011939i,0.011176-0.0056824i,-0.0059402+0.0083375i,-0.026014+0.010173i,-0.025533-0.0010201i,-0.012696-0.01047i,-0.0037909-0.012944i,0.00012702-0.0093046i,0.0022774-0.0031463i,0.0057115+0.0010682i,0.0092922+0.00046739i,0.0085862-0.0020852i,0.0042412-0.0030164i,-0.0017871-0.0016098i,-0.0054326+0.0011535i,-0.0032873+0.0031102i,0.0028184+0.003728i,0.0076371+0.0039995i,0.007694+0.0050206i,0.0049808+0.005405i,0.0027538+0.0031963i
-0.00011152-0.00020677i,-0.0038946+0.002446i,-0.010757+0.0047189i,-0.011845+0.0029717i,0.0045389+0.0048206i,0.022217+0.014684i,0.019734+0.01743i,0.0053896+0.0075013i,-0.0065436-0.0032031i,-0.012886-0.0068252i,-0.014228-0.0024706i,-0.010199+0.0041007i,-0.0037552+0.0057601i,0.0023987+0.0041797i,0.0059944+0.0021196i,0.0065004-0.0012107i,0.0037242-0.0048844i,-0.0014419-0.0070418i,-0.0063101-0.0074485i,-0.0088182-0.0078812i,-0.0084678-0.0072074i,-0.0062662-0.0053071i,-0.003582-0.0035123i
0.00021938-0.0006178i,0.0024116-0.0024109i,0.0076035-0.0020883i,0.0081332+0.0013848i,-0.003938-0.00024959i,-0.010635-0.010178i,-0.0051483-0.016108i,-0.0021062-0.014864i,-0.0046441-0.012519i,-0.0048857-0.0099113i,-0.0023773-0.0069196i,-0.0010214-0.0039724i,-0.00086602-0.00069753i,0.00059914+0.0021902i,0.0015298+0.0028303i,0.0025839+0.0021061i,0.0040278+0.0015788i,0.0038188+0.0026174i,0.0043022+0.005278i,0.0058786+0.0066245i,0.0057093+0.0057557i,0.0032692+0.0036894i,0.0022706+0.0019357i
-0.00058752-0.00049455i,-0.0027638-0.0004786i,-0.0060467-0.0039402i,-0.0027803-0.0064072i,0.010414+0.0014599i,0.016594+0.015879i,0.0091408+0.019284i,-0.00023596+0.014404i,-0.0050219+0.01241i,-0.0053821+0.011901i,-0.0032047+0.0083625i,-0.0011983+0.0027155i,-3.9045e-05-0.0018014i,0.0020459-0.0023325i,0.0032502-0.00099644i,0.002048+0.000996i,0.00070384+0.0042807i,0.00075096+0.0048625i,0.00060914+0.0011966i,0.00025236-0.0019673i,0.0010009-0.0024676i,0.00099297-0.0021646i,-0.0014514-0.0015171i
-0.00030524+0.0010264i,0.0010152+0.002345i,0.0020792+0.0071932i,-0.00049897+0.0061473i,-0.0036978-0.010515i,0.00073965-0.026861i,0.0072848-0.021416i,0.010051-0.0058606i,0.0091388+0.004295i,0.005558+0.0064131i,0.003795+0.0029963i,0.0025661+0.00020234i,-0.0001534-8.3826e-05i,-0.0028938+0.00066223i,-0.0037723-0.00014559i,-0.0029319-0.0032305i,-0.00267-0.0061959i,-0.0028507-0.0060621i,-0.0028665-0.00047009i,-0.0035331+0.0042666i,-0.0044613+0.0041584i,-0.0043464+0.0028805i,-0.0025995+0.0026421i
0.00011342-0.0016186i,-0.0010962-0.0047922i,-0.0021793-0.0087592i,0.00049066-0.0059292i,-0.00084031+0.0070721i,-0.011826+0.014187i,-0.016391+0.0098627i,-0.0071512+0.0056529i,0.0045136+0.004595i,0.011519+0.0039878i,0.011555+0.0016306i,0.0075045-0.0019051i,0.0032084-0.004956i,0.00032805-0.006129i,-0.00015103-0.0044676i,0.0014481-0.0025006i,0.0039048-0.0018285i,0.005771-0.0024194i,0.0070392-0.0043871i,0.0077809-0.0051243i,0.0077405-0.0034693i,0.0059734-0.0016341i,0.0035096-0.00097393i
-0.0010435+0.0024917i,-0.00020392+0.0062138i,-0.00084568+0.0099975i,-0.0034445+0.006848i,-0.00017212-0.0045289i,0.0097073-0.0093777i,0.012397-0.0039202i,0.0096185+0.0019424i,0.0095271+0.0042118i,0.0089964+0.0051201i,0.004796+0.0073123i,0.0015987+0.0077086i,0.0018026+0.0037578i,0.0021168-0.001382i,0.00077116-0.0037868i,8.2703e-05-0.0021829i,0.00019454-0.00054029i,-0.0012544-0.00013432i,-0.0044372+0.0019812i,-0.0072104+0.0042249i,-0.007467+0.005327i,-0.0054151+0.0048411i,-0.0030247+0.0031698i
-0.00045124+1.7064e-05i,-0.0011877-0.0022638i,4.6793e-05-0.0039131i,-0.00068363-0.00066087i,-0.0099241+0.0086161i,-0.020494+0.010137i,-0.019653+0.001876i,-0.012671-0.0059282i,-0.0074387-0.0098511i,-0.0064023-0.010716i,-0.0069542-0.0088783i,-0.0051948-0.0034502i,-0.0020971+0.0020359i,0.00064469+0.0025369i,0.0010027+0.00087743i,-0.0010168-0.00027994i,-0.0039735-0.0016227i,-0.0053562-0.0022504i,-0.0025916-0.0026158i,0.0015502-0.0030115i,0.0028059-0.0019754i,0.0021214-9.6273e-05i,0.0015643+0.00010929i
0.0029485-0.00093737i,0.0017068+0.00074583i,0.00013373+0.0012599i,0.0017944-0.0017933i,0.01074-0.0027861i,0.018814+0.0048166i,0.015648+0.010015i,0.0060884+0.00492i,-0.0019007-0.0033279i,-0.004066-0.0067613i,-0.002249-0.0044949i,-0.0010697-0.0022214i,-0.00080885-0.00092212i,0.00042253+0.00037701i,0.0028706+0.00050864i,0.0051868-0.00058889i,0.0067092-0.001892i,0.0061421-0.0027861i,0.0029804-0.001809i,-0.00017528-0.00088663i,-0.00036695-0.001148i,0.00018888-0.0013726i,-0.00091724-0.0016115i
0.00091621-0.0024707i,0.00055574-0.0039031i,-0.0011793-0.0043719i,-0.0045968-0.001984i,-0.009848-0.0023264i,-0.011182-0.0077474i,-0.0053166-0.011076i,-0.0021395-0.0090831i,-0.0047011-0.0055166i,-0.0070785-0.00095044i,-0.0055502+0.0021141i,-0.0017615+0.001555i,0.00038648+0.0012625i,0.00081583+0.0031449i,-0.00057144+0.0042348i,-0.0025622+0.0042811i,-0.0021879+0.0047221i,-0.00087559+0.0047786i,0.00059858+0.0054032i,0.0031262+0.0064347i,0.0042729+0.0061346i,0.0027913+0.0039454i,0.00088483+0.0013741i
0.0030572-0.0016487i,0.0023266-0.0026868i,0.0014524-0.0050796i,0.0035015-0.0062122i,0.011356-0.0017572i,0.013026+0.0058982i,0.0059535+0.0075044i,0.00025543+0.0052433i,-0.0025477+0.0038798i,-0.0035442+0.0027896i,-0.0022121+0.00085718i,-0.001092-0.00066024i,-0.00094084-0.001404i,0.00018468-0.0014596i,0.0020149-0.0023627i,0.0017533-0.0034228i,0.00058992-0.0029812i,-0.00015973-0.0025877i,-0.0015493-0.003098i,-0.0019654-0.0052321i,-0.00087112-0.0061203i,-0.00041091-0.0051509i,-0.0012289-0.0031979i
-0.0029321-0.0015712i,-0.003047-0.0008759i,-0.0024459+0.00026784i,-0.0051704-0.0015779i,-0.0091261-0.0089232i,-0.0052458-0.016019i,0.0020144-0.012834i,0.0060976-0.00292i,0.0091684+0.0047569i,0.011767+0.0071503i,0.010513+0.0064267i,0.0062703+0.004141i,0.0026873-0.00015886i,0.00043854-0.0033843i,-0.00090614-0.0025791i,-0.00044705-0.0015264i,0.001111-0.0033578i,0.0025996-0.0045956i,0.0037125-0.0015867i,0.0036302+0.0030609i,0.0019105+0.0040333i,-0.00025006+0.0029024i,-0.0012301+0.0018982i
0.00097817+0.0020943i,0.00056838+0.00035805i,0.0012274-3.6258e-05i,0.0025678+0.0019383i,0.0011063+0.0083658i,-0.0050298+0.01328i,-0.0085519+0.01017i,-0.0048882+0.0068068i,0.001805+0.0080383i,0.0047017+0.0084706i,0.0015677+0.0059071i,-0.0013506+0.0027546i,-0.00016819+0.0013444i,0.0010942-0.0001171i,0.00054347-0.0014432i,-7.5834e-05+7.2971e-05i,-0.00043513+0.0033585i,-0.001092+0.0048724i,-0.0014607+0.0024527i,-0.0016946-0.0010421i,-0.0019995-0.0011889i,-0.0016664-0.00036317i,-3.3079e-05-0.00095075i
-0.00069903+0.0028839i,0.00088677+0.0010788i,0.0013894+0.00063563i,0.00026639-0.0010637i,-0.00022588-0.0066904i,0.0033648-0.0083601i,0.0071745-0.0025591i,0.0070327+0.0014863i,0.005856+0.00047909i,0.0052228-0.0032085i,0.003381-0.0057292i,0.00051467-0.0047113i,-0.00087224-0.0020196i,0.00018308-0.0010384i,0.0013128-0.0025097i,0.00091302-0.0054694i,-0.00024978-0.0082182i,-0.0019643-0.0082005i,-0.0029982-0.0045354i,-0.0036852-0.00052938i,-0.0036645+0.00062088i,-0.002392+0.00052995i,-0.0014302+0.0011847i
0.0009207-0.0015456i,0.0014241-0.00093908i,0.0016666+0.00012968i,0.00022508+0.0029807i,-0.0039851+0.0094163i,-0.009369+0.011005i,-0.0094934+0.0046772i,-0.0054578-0.0027235i,-0.0015268-0.0066285i,0.0011963-0.0061478i,0.0018408-0.0036614i,0.0010118-0.0016671i,0.0012677-0.00086137i,0.00076857+0.00076965i,-6.2721e-05+0.0035361i,0.00070146+0.0042805i,0.001804+0.0021683i,0.0024716-0.00015398i,0.0030917-0.00037814i,0.0039194-0.00027216i,0.0038861+3.1587e-05i,0.0018933+0.00051245i,0.00063778+0.00091166i
-0.00021143-0.0024746i,-0.00054695-0.0036182i,-0.00065767-0.0048354i,0.00037174-0.005336i,0.006916-0.0057811i,0.012252-0.002054i,0.0090236+0.0015982i,0.0022875+0.00044262i,-0.004426-0.002558i,-0.0084629-0.0021379i,-0.0070341+0.00092071i,-0.0028558+0.0032674i,-0.00066592+0.0045186i,-0.00010031+0.0037645i,0.00021803+0.00025534i,0.00046912-0.0017835i,0.00097927+0.00018064i,0.0010297+0.0021796i,-0.00020838+0.0019768i,-0.0019968+0.0012524i,-0.0018331+0.00060933i,-0.0011895+0.00018642i,-0.0010879+0.00037012i
-0.0018759-0.00016622i,-0.00080309+0.0011649i,-0.0016741+0.00069394i,-0.0041907+0.0014869i,-0.0073547+0.0020825i,-0.007824-0.0018472i,-0.0043665-0.0060201i,-0.0036226-0.0073894i,-0.0061047-0.0066837i,-0.0070549-0.0050713i,-0.0041554-0.0026127i,-0.00020497-0.0011503i,0.0011659-0.0013226i,0.0014102+1.2978e-05i,0.0014534+0.00222i,-0.00065222+0.0017528i,-0.0042192-0.001301i,-0.0057402-0.0035198i,-0.0029417-0.0030263i,0.0014421-0.0012195i,0.0030593-0.00064426i,0.0028953-0.0012323i,0.00188-0.00086567i
-0.0035769+0.0033402i,-0.0026654+0.0036766i,-0.00014626+0.0037676i,0.0043005+0.002949i,0.0090885+0.0031299i,0.0090709+0.0047024i,0.0039419+0.004701i,0.00022109+0.0034594i,0.00074637+0.0046789i,0.0021814+0.0068952i,0.0028667+0.0077163i,0.0029067+0.0068791i,0.0032646+0.0041687i,0.0038643+0.0014368i,0.0037595-0.00059051i,0.0047977-0.0021947i,0.0070208-0.0018472i,0.0078086-0.0014648i,0.0058066-0.001248i,0.0031215-0.001434i,0.0021547-0.0010858i,0.0015167-0.00026304i,0.00042634-0.00082159i
0.00020742-0.0013027i,-0.00012329-0.00168i,-0.0013976-0.0023181i,-0.0048531-0.002381i,-0.0077307-0.0054781i,-0.0057828-0.0093094i,-0.00064583-0.0068041i,0.0022987+0.00016188i,0.0033354+0.0053939i,0.002882+0.0058724i,-0.00069496+0.0021633i,-0.003546-5.2335e-06i,-0.0034531+0.0006228i,-0.0031771+0.00024687i,-0.0013839-0.00076967i,-0.0006664-0.00079145i,-0.0019561-9.0133e-05i,-0.0022635+0.00077919i,-0.0026712+0.0011828i,-0.0026145+0.0016481i,-0.0013132+0.0015085i,-0.00098153+0.0010398i,-0.00082668+0.0010851i
0.0017653-4.6482e-05i,0.0028731-1.7125e-05i,0.0033243-0.00021502i,0.0033193+0.0012752i,0.0026119+0.0069032i,-9.976e-05+0.010016i,-0.0016487+0.0074453i,0.0001169+0.0045889i,0.0043279+0.0027244i,0.0083313-0.00012575i,0.0086005-0.0032891i,0.0048175-0.0051355i,0.00093998-0.0052448i,-3.2125e-05-0.0044744i,0.0014805-0.0028023i,0.0024474-0.0014835i,0.00068874-0.00095747i,-0.0013121-0.00074445i,-0.0016982-0.0015947i,-0.00076343-0.0024043i,0.00055343-0.0019476i,0.00081211-0.00076508i,6.5705e-05+0.00041472i
-0.00069762-0.00033049i,-0.0020469-2.3327e-05i,-0.0041228-1.2369e-05i,-0.0046801-0.0027764i,-0.0033378-0.0047835i,0.00064379-0.0040224i,0.0045452-0.0016304i,0.0062333-0.00027324i,0.0075654-0.00090613i,0.0077382-0.00053589i,0.0054952-3.9673e-05i,0.0025592+8.8078e-05i,0.0016116+0.00061685i,0.0012462+0.00051467i,-0.00065809-0.00098972i,-0.0012256-0.0026855i,0.00061687-0.0034679i,0.0019912-0.0035649i,0.0013561-0.0017918i,-0.00023507+0.0013967i,-0.00075656+0.0025479i,-0.00062401+0.001811i,-0.0007856+0.0013552i
-0.0033244-0.0019012i,-0.0027848-0.0018724i,-0.0024846-0.00038214i,-0.0009834+0.0045973i,-0.0018079+0.0093688i,-0.0032024+0.0081965i,-0.0025223+0.0029434i,-0.0017938-0.0022324i,-0.0029083-0.0043317i,-0.0052086-0.003851i,-0.0056028-0.0030861i,-0.0037119-0.0030319i,-0.0025123-0.0035045i,-0.0015553-0.002841i,0.00041302-0.0012238i,0.0013897+0.00015118i,-0.00040565+0.0019287i,-0.0024085+0.0038582i,-0.0026582+0.0031806i,-0.00103+0.0011179i,0.00010652+0.00072946i,0.00014475+0.00084913i,0.00075045+0.00074921i
0.0031731+0.00091367i,0.0036904+0.00068705i,0.0036564-0.0015807i,0.0036197-0.0049744i,0.0066033-0.0070763i,0.0088274-0.0042151i,0.0059179-0.00077934i,0.001108-0.0024561i,-0.0020709-0.0057123i,-0.0031401-0.004937i,-0.00033315-0.00082303i,0.0046501+0.0029425i,0.0067694+0.0032501i,0.0056825+0.0021465i,0.0037688+0.0004508i,0.0020506-0.0020843i,0.00052861-0.0037935i,0.00026488-0.0040753i,0.00073153-0.0029379i,0.00087234-0.0022188i,0.0011035-0.0018623i,0.00096549-0.0012199i,-0.00025444-0.00043701i
-0.0013969+0.0015824i,-0.0013354+0.00058644i,-0.0030535+0.00037228i,-0.0034336+0.0012498i,-0.0039043+0.0018914i,-0.0057375-0.0012928i,-0.0055489-0.0032427i,-0.0040206-0.0019614i,-0.0047201-7.9893e-05i,-0.0053087+0.0025959i,-0.0049978+0.0053334i,-0.0041633+0.0074642i,-0.0016362+0.0087111i,0.00020596+0.0079039i,0.0013174+0.0061935i,0.0017376+0.0036408i,0.00052906+0.00080182i,7.2646e-05-0.00083223i,0.0010468-0.00028532i,0.0024823+0.00098339i,0.0020159+0.00030235i,0.00072509-0.00056177i,0.00027447-0.00086767i
0.00067381+0.0024421i,0.0023924+0.0020079i,0.0032854+0.0016309i,0.0037419+0.00080855i,0.0041449+0.00063637i,0.0038575+0.0017058i,0.0012707+0.0032992i,-0.0012259+0.0043444i,-0.0021019+0.0041695i,-0.0026082+0.0021259i,-0.0025034-0.00091453i,-0.002688-0.0025392i,-0.003335-0.0025646i,-0.0023873-0.0018288i,-8.1285e-05-0.0016414i,0.0027827-0.001118i,0.004356-0.00031812i,0.0033681+0.0006871i,0.0010574+0.001208i,-0.00041745-4.0732e-05i,-0.00072274-0.0010033i,5.2471e-05-0.00081033i,0.0011499-0.00023878i
0.0010668-0.0018449i,0.00038473-0.00096788i,-0.00037781+0.00036895i,-0.0024463-0.00061674i,-0.0047076-0.0016894i,-0.0034113-0.0021018i,8.9945e-05-0.001214i,0.0027914+0.00091771i,0.0056816+0.0022808i,0.008434+0.0020998i,0.0088563+0.00030218i,0.0067498-0.0013236i,0.0042548-0.001575i,0.0032561-0.00066285i,0.0022179+0.00050867i,-5.8284e-06+0.00066013i,-0.0023201-0.00081826i,-0.0033545-0.0027228i,-0.0031205-0.0032925i,-0.0015989-0.0025538i,-0.00067095-0.0012588i,-0.00035534-0.00054139i,-0.0002673-0.00031548i
-0.0028196+0.00097817i,-0.0021052+0.0022537i,-0.0030378+0.0040592i,-0.0011934+0.0044588i,0.0013236+0.0052191i,0.00064827+0.0060296i,0.00011809+0.0048472i,0.0021336+0.0033654i,0.0044727+0.0044079i,0.0057568+0.0050251i,0.0039393+0.0029091i,0.0011135-0.00067373i,-0.0014866-0.0034615i,-0.0021475-0.0045548i,-2.1891e-05-0.0042924i,0.0021865-0.0037696i,0.0029836-0.0026448i,0.003396-0.001101i,0.002261-6.8392e-05i,0.00094359+0.00077942i,0.0005852+0.0012704i,-0.00064957+0.0012796i,-0.0014744+0.0010442i
0.00030152+0.0031416i,0.0021503+0.0020943i,0.0027184+0.0023403i,0.0014894+0.001388i,0.0017929-0.0014727i,0.0024482-0.0026616i,0.002343-0.0012572i,0.0024159-0.0017976i,0.0024596-0.0027837i,0.0020554-0.0028674i,0.0022-0.0027872i,0.0046487-0.0036856i,0.005917-0.0048598i,0.0040299-0.0046053i,0.0016498-0.0030766i,7.2274e-05-0.0024524i,-0.00057871-0.0022391i,-0.0012561-0.0014955i,-0.0013461-0.00049579i,-6.1844e-05+2.7382e-05i,0.00023051-0.00012707i,-0.00045327-0.00078671i,-0.00043475-0.00080203i
-0.002497-0.001659i,-0.0020766+0.00014032i,-0.00181+0.0015478i,-0.00083187+0.0021974i,-0.00024274+0.0039051i,-0.001666+0.0042661i,-0.0022205+0.0014071i,-0.0013304-0.0028549i,-0.0019992-0.0049935i,-0.0024858-0.0028929i,-0.0011147+0.0031392i,0.00055085+0.0089422i,0.0021121+0.0095797i,0.0033907+0.0065298i,0.0028983+0.0035217i,0.0010978+0.0019762i,-0.00063184+0.0011786i,-0.0014856+0.00040457i,-0.0011332+6.5978e-05i,-0.00021554-0.00050481i,-9.2512e-05-0.0011481i,-0.0006232-0.000372i,-0.0003234+0.00076401i
-0.00099182-0.0015833i,-0.001022-0.0022545i,-0.002132-0.0025281i,-0.0011334-0.0024134i,0.0017655-0.001593i,0.0039932-0.0017971i,0.0024953-0.0024748i,-0.0013599-0.0026054i,-0.004738-0.0024119i,-0.0072932-0.0011584i,-0.007976+0.001525i,-0.0075416+0.0036901i,-0.0062088+0.0045643i,-0.0044657+0.0033336i,-0.0026335+0.00045896i,-0.00033436-0.0013947i,0.0009354-0.0017917i,0.0006177-0.0023846i,0.00052428-0.0016788i,0.00095672+0.000254i,0.0015009+0.0011924i,0.0015245+0.00084668i,0.00045584-0.00026139i
0.0033605+0.00083847i,0.0054541+0.00055117i,0.0045746+0.00036772i,0.0011172+0.00087958i,-0.0020911+0.00065249i,-0.0025973-0.00066051i,-0.0014846-0.0014624i,-0.0021175-0.00053488i,-0.0034486+0.00035409i,-0.0034265-0.00047731i,-0.0014447-0.0013918i,0.00060893-0.0010461i,0.0013619+8.4547e-05i,0.0023604+0.0015289i,0.0030819+0.0019837i,0.0026111+0.0017267i,0.0012155+0.0020464i,-0.00046048+0.001777i,-0.0010626+0.0012458i,4.5129e-05+0.00086137i,0.00066813+0.0010422i,-6.793e-05+0.0011468i,0.0003116+0.00071272i
-0.00064196+0.0016614i,-0.002158+0.00099439i,-0.0017123-0.00019026i,-0.00060936-0.00058928i,0.00066833+0.00020135i,0.0010945+0.0023878i,0.00050933+0.003942i,0.00098203+0.0038837i,0.002394+0.0045255i,0.0041652+0.0040151i,0.0044545+0.0017305i,0.0017424+6.9494e-05i,-0.0004834-0.0009007i,-0.0015907-0.0010673i,-0.0013495-0.00078362i,0.00077047-0.0012436i,0.001612-0.0017326i,0.0019517-0.0019362i,0.0019449-0.0019921i,0.0012658-0.0016828i,0.0016723-0.00054899i,0.0016783+0.00045375i,0.0012075+0.00037318i
0.0027346-0.003279i,0.0017529-0.0035155i,0.0015394-0.0030556i,0.00080756-0.0023116i,0.00022979-0.0023046i,0.00054544-0.0018646i,0.0019778-0.00047652i,0.0042921+0.00098873i,0.0068575+0.0029652i,0.0063856+0.0034962i,0.0031594+5.2019e-05i,0.0015919-0.0038862i,0.0014338-0.005042i,0.0011895-0.0047256i,0.0012326-0.0031777i,0.00096194-0.0017215i,0.00036942-0.001096i,0.00075546+0.00022637i,0.0013867+0.0007376i,0.00092903+0.00064415i,0.00058456+0.00057186i,-0.00017188+0.00057973i,-0.00056417+0.00089784i
-0.00027847-0.00071391i,-0.00099229+0.00069353i,-0.001916-7.0558e-06i,-0.0016101-0.00052086i,-0.00063818+0.0014348i,0.00024339+0.0023188i,0.00087843+0.0016839i,0.0021087+0.0012343i,0.0033421+0.00073023i,0.0043593+0.00051817i,0.0054698+0.00059745i,0.0067785+0.00088376i,0.0062392-5.7394e-05i,0.0042965-0.00086093i,0.0026967-0.00072373i,0.0024532-0.00086892i,0.002635-0.00033578i,0.0020157+6.4827e-05i,0.00095437-0.00051292i,0.0002929-6.9685e-05i,-0.00020242+1.4542e-06i,-0.0010322-0.00015925i,-0.0014361-0.00020934i
-0.00034064+0.0045045i,-0.00011706+0.0040279i,0.0011779+0.0030162i,0.00093723+0.0017019i,0.00021809+0.00043004i,-9.9585e-05-0.0006207i,0.00035381-0.0014985i,0.00042846-0.0026516i,-0.00035696-0.0032563i,-0.0010464-0.0011684i,-0.0021604+0.0028878i,-0.0037019+0.0043715i,-0.0036319+0.0025543i,-0.0022624+0.0010923i,-0.0018737+0.00032794i,-0.0018344-0.0012697i,-0.0016066-0.0024741i,-0.0014848-0.0021233i,-0.0014855-0.0010124i,-0.0013341-0.00070648i,-0.00076888-0.0010841i,-0.00021543-0.0010186i,-9.6417e-06-0.00045082i
0.0032694-0.00079616i,0.0021712-0.0021586i,0.0030018-0.0015957i,0.0040812-0.0013704i,0.002986-0.00089941i,0.0016284-0.00015924i,-0.00052003-7.7284e-05i,-0.0016051-0.0003735i,-0.0024692-0.0011986i,-0.0037447-0.0016477i,-0.0036461-0.0012366i,-0.0020264-0.00026923i,0.00027728+0.00072617i,0.0018369+1.9679e-05i,0.0020677-0.00099385i,0.0011891-0.00095545i,0.0002442-0.0013312i,0.00022392-0.0013301i,0.00027907-0.0010793i,-0.00070137-0.00068329i,-0.00058588+0.00025249i,-2.0076e-05+0.00072189i,-0.0004872+0.0010308i
0.0036563+0.0025469i,0.0045698+0.0020857i,0.0047758+0.0016846i,0.0038061+0.00014208i,0.0032635-0.0013308i,0.0023264-0.0010031i,7.7987e-06+8.2701e-05i,-0.0030272-0.00020519i,-0.0052654-0.0013383i,-0.0038613-0.002323i,-0.00050178-0.0022451i,3.6554e-05-0.000582i,-0.00063129+0.002216i,-0.00033066+0.0031913i,-4.0062e-05+0.0022411i,0.00077974+0.00071469i,0.0013826-0.00024217i,-5.6316e-05+0.00018517i,-0.00066637+0.00033824i,-0.00022328+6.4609e-05i,8.4899e-05+0.00027957i,0.00038556+0.00089093i,0.00030395+0.00044421i
-0.0043605+0.0089645i,-0.0047801+0.0095306i,-0.0022374+0.016619i,0.0021209+0.014749i,0.0056487+0.0080586i,0.0052388+0.00078298i,0.0012935-0.0023069i,6.4286e-05-0.00034597i,-0.00024434+0.0027332i,0.00053755+0.0046257i,0.0029602+0.0044571i,0.0027472+0.0018735i,0.0015846-0.00075583i,0.0019247-0.0016033i,0.0017167-0.00097563i,0.0018394+0.00050931i,0.0013587+0.00052993i,-7.4898e-05+9.9918e-05i,0.00017456+0.00020856i,0.0019189+0.00011251i,0.0021706+0.00040687i,0.0016853+0.0012043i,0.0012304+0.0015893i
