-0.0020766+0.0016275i,-0.0018097+0.0011855i,-0.0029784+0.00092465i,-0.0024553+0.00087737i,-0.0011759+0.0021996i,-6.6522e-05+0.0031643i,-0.0002641+0.0020719i,-0.00033987+0.0018929i,0.00085558+0.0019497i,0.0015992+0.001213i,0.0018899+0.00045876i,0.0014514-6.5836e-05i,0.00051857-0.000544i,0.00056211-0.00026784i,0.00088562-4.4613e-05i,0.00044927-0.0005399i,-0.00073443-0.00047653i,-0.00075305+0.00018011i,0.00045566-7.6287e-05i,0.0010487-0.0009345i,0.00071115-0.00097666i,0.00062119-2.2339e-05i,0.00039793-0.00012804i
-0.00015197+0.0014703i,-7.9428e-05+0.0010268i,0.0002753-0.00020221i,0.00032896-0.00083621i,3.2227e-05-0.0014203i,-0.00049191-0.0013603i,-0.0013767-0.00085172i,-0.0018045-0.00074179i,-0.001953-0.00022819i,-0.0019221-0.0001418i,-0.0020516-0.00021624i,-0.0017973+7.7207e-05i,-0.0010387+0.00013305i,-0.0003179+0.00092503i,4.3531e-05+0.00084698i,-0.00018685+0.00038581i,0.00040452+0.00087802i,0.00095055+0.00083536i,0.0004326+0.00079549i,0.00030249+0.0010184i,-0.0001582+0.0014341i,-0.00087725+0.0016002i,-0.00062759+0.0004759i
-0.00011857+0.0015039i,0.00076053+0.00084588i,0.00012091+0.00099269i,-9.7838e-05+0.0012339i,-9.3991e-05+0.0014011i,0.00020645+0.00047099i,-0.00062573-0.00057489i,-0.0016748-0.00032756i,-0.0013287+0.0014871i,-0.0011094+0.0025879i,-0.0010855+0.0026635i,-0.00018673+0.002254i,0.00035986+0.00075312i,-0.00036047-8.1591e-05i,-0.0013093-0.00017911i,-0.00091728-0.00059012i,-6.1838e-05-0.00054039i,0.00027076-0.00052172i,0.00062383-0.00073784i,0.00065954-0.00015959i,-4.1912e-05+0.00067318i,-0.00053125+0.0012871i,-0.00044628+0.00066553i
0.00049006-2.734e-05i,0.0003997-9.7211e-06i,5.5674e-05+0.00024402i,0.000108+0.00074639i,0.00017496+0.00097379i,-0.00080775+0.00032704i,-0.0017488-0.00050956i,-0.0018076-0.00052239i,-0.00081353+0.00049239i,0.00020584+0.0012888i,0.00033505+0.0012898i,0.0009327+0.00034733i,0.001244-0.00077299i,0.00091755-0.00081313i,0.0001276-0.00048208i,-0.00037326-0.00019389i,-0.0011354+0.00041741i,-0.0014062+0.00083353i,-0.00040961+0.00058769i,0.00010138-8.3924e-05i,-0.00077748-1.089e-05i,-0.00087713+0.00018935i,0.00048054-0.00043747i
-0.00091208-0.00029874i,-0.00016521-0.00090171i,-1.0634e-05-0.00042215i,0.00019676-0.0011625i,0.00046232-0.0013501i,0.00021437+5.6323e-05i,-0.00090309+0.000212i,-0.0016915-0.00047352i,-0.00098635-0.00027157i,0.0011194+0.00012155i,0.0019859+0.00016146i,0.00069406-8.2135e-05i,-0.00067651-0.00059383i,-0.00080165-0.00058413i,-0.00035983+0.00067245i,-0.00018162+0.0019945i,-0.00039611+0.0014944i,-0.00045988+0.00035415i,0.00046121+0.0001601i,0.00096861+0.0010208i,0.00031493+0.0012283i,-0.00034879+0.00077083i,-0.00048339-0.00014975i
0.0011002+0.00025757i,0.0011759+0.00094194i,0.0015268+0.0023368i,0.0016151+0.0019516i,0.0011553+0.0004284i,0.00024364-0.00051721i,-0.0012559-0.00086408i,-0.0009303-0.0010093i,-2.9452e-05-0.00098257i,-0.00030772-0.0013427i,-0.0011075-0.0013228i,-0.0013096-0.00096188i,-0.00097805-0.00056914i,-0.00094677-0.00026156i,-0.00046763-0.00040004i,-0.00029661-0.00081472i,-0.00039213-0.0015089i,-3.523e-05-0.0015255i,0.00021031-0.00029049i,0.00016101+0.00059493i,9.9844e-05+0.00064083i,-0.0001173+1.5303e-05i,-0.00020254-0.00075854i
0.0021055+0.00040625i,0.00261-0.00062577i,0.0036351-0.0013765i,0.0017899-0.0016828i,-0.00029284-0.0020541i,-0.001408-0.0028133i,-0.0021528-0.0035506i,-0.0026557-0.002569i,-0.0028788-0.00049026i,-0.002259+0.00044523i,-0.0018+0.00035302i,-0.00076848+0.0010278i,-0.00042766+0.0019539i,-0.00022389+0.0010887i,0.00072814+5.3596e-05i,0.0007882-0.00018035i,0.00019815-9.4575e-05i,-0.00025471-0.00026985i,-0.00023181-0.00071707i,0.00013454+9.4393e-05i,0.00010818+0.0009915i,-0.00041429+0.0013366i,4.8995e-05+0.0009371i
-0.0011725+0.002909i,-0.00037285+0.0029191i,0.0006276+0.0038337i,0.0016466+0.0029499i,0.0010819+0.0016848i,-0.0010837-5.5407e-05i,-0.002552-0.00060593i,-0.0026443+0.00012829i,-0.0017933+0.001053i,-0.00051769+0.0016247i,0.00069343+0.0015057i,0.0013784+0.00056294i,0.0013446-0.00020904i,0.0010965-0.00063249i,0.0009514-0.00029015i,-4.6713e-05-0.00043547i,-0.0011617-0.0013193i,-0.00067332-0.0015209i,-0.00027537-0.0010131i,-0.0011312-0.0013063i,-0.0012379-0.0010873i,-0.00055778-0.00037248i,0.00031172-0.00051931i
-0.0025801+0.0012517i,-0.0016488+0.0023131i,-0.0014569+0.0024869i,-0.00057569+0.0016787i,-0.00010091+0.0017962i,-0.00031182+0.0016088i,-0.0013228+0.00081164i,-0.0019814+0.0012067i,-0.0017222+0.0020691i,-0.00031055+0.0024159i,0.00045222+0.0017288i,0.00058587+0.00027666i,0.0011256-0.00028994i,0.00075742-0.00014427i,0.00074369+0.00038638i,0.00080881+0.0008648i,0.00034822+0.0010978i,-0.00020797+0.0016275i,-1.0624e-05+0.0015195i,0.00063331+0.00080434i,0.00040409+0.00060816i,0.00020513+0.00038981i,0.00039485-0.00013356i
-0.0033347-0.0022991i,-0.0032563-0.0014861i,-0.002626-0.0014399i,-0.0010217-5.9372e-05i,0.00053882+0.0016023i,0.0011016+0.0017278i,0.00052452+0.00031601i,0.00056419-0.0005996i,0.0016165+0.00071581i,0.0017317+0.0012785i,0.00041578-0.00020769i,-0.00083649-0.001345i,-0.00058741-0.0013718i,-0.00060436-0.00071436i,-0.00096386-6.4623e-05i,-0.0003218+0.00042126i,0.00026935+0.00086699i,7.7455e-05-0.00031634i,0.00041918-0.00021073i,0.00054925+0.0011032i,-2.4131e-05+0.00048461i,-0.00048633-9.1167e-05i,-0.00072723+0.00010731i
-0.0030774+0.00019052i,-0.0037007+0.00077441i,-0.0036182+0.00046283i,-0.00244+0.0006096i,-0.0024353+0.00089341i,-0.0017365+0.0010217i,-0.00087356+0.00069339i,-0.0013505-0.00026007i,-0.0014972-0.00090014i,-0.00056884-0.00079707i,-7.0805e-05-1.9038e-05i,-0.00025724+0.00046194i,-0.0012831+0.00074036i,-0.0014901+0.0013473i,-0.00051431+0.0015711i,0.00035078+0.0009801i,0.00022563-8.6243e-06i,-0.00047745-0.00067125i,-0.00011842-0.0004411i,0.00012512-0.00027713i,-0.00014722+0.00015307i,-0.00029038+0.00050738i,0.00012761+0.00076834i
0.00033891+0.00080665i,7.2636e-05-0.00039654i,6.7592e-05-0.0013684i,-3.3438e-05-0.0021585i,-0.0011226-0.0019062i,-0.0016957-0.0008184i,-0.0014012-0.00016943i,-0.0015385-0.00044968i,-0.0017405+0.000132i,-0.0013982+0.00058422i,-0.00083719+0.0003579i,-0.00041083+0.0011057i,-0.00046265+0.0019192i,0.00013264+0.0013184i,0.00051148+0.001013i,0.00038889+0.001142i,0.00023299+0.00091131i,5.781e-05-0.00039285i,-0.00041174-0.0018445i,-0.00060054-0.0014682i,-0.00035514-0.00012564i,0.00016427+0.00020263i,0.00053523-0.00027706i
0.00058892+0.0012345i,0.0015796+0.0017721i,0.0026536+0.0020222i,0.0030857+0.0020018i,0.0019403+0.0015875i,-0.00052266+0.00095416i,-0.0024837+0.00024814i,-0.0031206-0.00030493i,-0.0021261-0.00013671i,-0.00054395+0.00024497i,0.00056296+0.00096438i,0.0011925+0.0013058i,0.00092883+0.001056i,0.0010521+0.00099481i,0.00055417+0.00055023i,-0.00046616-0.00040012i,-0.00062531-0.00096928i,-0.00059105-0.00044527i,-0.00048055-0.00023771i,-0.00072453-0.00079191i,-0.00048206-0.00076909i,0.0006661-0.00076745i,0.00041327-0.00091824i
-0.0022458+0.00014359i,-0.0025204+0.0006183i,-0.0018382-0.00044086i,0.0005481-0.0011525i,0.0017734-5.3746e-05i,0.00056699+0.00040614i,-0.0015776-0.0011922i,-0.0023032-0.0014941i,-0.0013625-0.00015312i,-0.00022995+0.00083011i,-7.1136e-05+0.00091305i,0.00063857+0.00033312i,0.001058-2.1861e-06i,0.0002389-2.2981e-05i,-0.00073118-0.00036557i,-0.00035669-9.1529e-05i,0.00016468+0.0008665i,-0.0004706+0.00095135i,-0.00077321+0.00070986i,-0.00093007+0.00058673i,-0.00072262+0.00027719i,-0.00052847+0.00017004i,-0.00046119+0.00022829i
-0.0017704-0.00034503i,-0.0019547-0.00042201i,-0.0018908+0.00094395i,-0.0018131+0.001412i,-0.0012314+0.00080618i,-0.0012003+0.00036161i,-0.0026275+0.00023116i,-0.0026421+0.00052117i,-0.0021734+0.0014327i,-0.0009871+0.0018768i,-0.00013803+0.00095407i,-0.00072208-0.0004626i,-0.00056348-0.0013646i,-0.00071984-0.0012193i,-0.00097766-0.00046595i,-0.00044842-2.9475e-05i,0.0001775-0.00016472i,0.00088128-0.00032677i,0.0014213-0.00050912i,0.00067529-0.0010921i,-0.00076324-0.00092918i,-0.00083539+0.00014664i,2.9696e-05+0.00021117i
0.00082025+0.00026556i,0.001152-0.0005642i,0.0020517-0.00046231i,0.00028664-0.00049634i,-0.0015134-0.00095759i,-0.0024042-0.00065217i,-0.0022957-0.00055229i,-0.0019675-0.00050249i,-0.0013885-0.00056408i,2.8266e-05-0.00083441i,0.00025713-0.00087442i,-0.00060127-0.00086278i,-0.0010264-0.00084341i,-0.0011248-0.00075491i,-0.0014799-0.00070461i,-0.0013583-0.00054334i,-0.000276-0.00065581i,0.00032518-0.00067076i,0.00019259-0.00025295i,0.00022375+8.9522e-05i,0.00050141-0.00071124i,0.00067723-0.0012345i,0.00044417-0.00059744i
0.00098421-0.00074553i,0.00081341-0.0012867i,0.00039561-0.0023687i,0.00058953-0.0029781i,-4.6659e-05-0.0021555i,-0.0014616-0.00071908i,-0.0016341-0.00065223i,-0.0012843-0.0014768i,-0.0012975-0.0012306i,-0.00077641-0.00084887i,-0.00024209-0.00091701i,0.00027278-0.00068555i,0.00032823-7.2725e-06i,5.6084e-05+0.0009143i,-8.3027e-05+0.0014327i,-0.00013538+0.00015085i,-0.00031419-0.00045651i,-0.00015411-0.00027563i,0.00020777-0.00071766i,7.9397e-05-0.00092324i,-0.00037134-0.0012076i,-0.00086648-0.0012345i,-0.00040204-0.00074833i
4.1967e-05-0.0015538i,-0.0014495-0.0021865i,-0.0021963-0.0021799i,-0.0024834-0.00095377i,-0.0023177+0.00025936i,-0.0011178+0.00070958i,-0.0009433-0.00023731i,-0.0014428-0.0015417i,-0.0014519-0.0013624i,-0.001214-0.00097804i,-0.00049909-0.00081611i,-0.000418-6.8933e-05i,-0.00045001+0.00093109i,-8.8675e-05+0.0014323i,0.00054115+0.0013231i,0.00063008+0.00065951i,-0.00012149+4.4727e-05i,-0.00029449+0.0001208i,-0.0005113+0.00092042i,-7.1735e-05+0.0017962i,0.0002597+0.0015024i,-0.00055168+0.00023751i,-0.00070555-0.00030719i
-0.0019068-0.0015632i,-0.0021471-0.0022513i,-0.000927-0.0031343i,6.5774e-05-0.0025913i,0.00018238-0.00040803i,0.0001263+0.00047687i,-0.0008958-0.00073953i,-0.0014607-0.00089004i,-0.0017591+4.1673e-05i,-0.0015419+0.00047917i,-0.00034592+0.00052589i,-0.00014194+0.00062204i,7.3016e-05+0.00023701i,0.00077773+0.00032227i,0.0012407+0.00084634i,0.0012835+0.0010112i,0.00087556+0.00085676i,5.0226e-05+0.00046902i,-0.00039363+3.8383e-05i,0.00022362+5.2666e-05i,4.1477e-05-0.00018206i,3.0909e-05-7.0616e-05i,0.00028868-1.6566e-05i
-0.00086735+0.00099487i,-0.00061192+0.00017819i,-0.00091761+0.0013556i,-0.0015095+0.0027254i,-0.0021188+0.0033616i,-0.00083402+0.0027552i,-0.00022028+0.00078323i,-0.001569-0.00037357i,-0.0022858+0.0010563i,-0.0017693+0.0022929i,-0.00087675+0.0018638i,-0.0006202+0.0011594i,-0.0012066+0.00076575i,-0.0011509+0.0010536i,-0.0010954+0.0012783i,-0.00085752+0.00094367i,-0.00066023+0.00019807i,-0.00099862-1.2102e-05i,-0.0011297+0.00019201i,-0.00040832+7.1005e-05i,-0.00023174-0.00069001i,-0.00046763-0.00097001i,-0.00012109-0.00056636i
-0.00027389+0.0024151i,0.0010708+0.0021261i,0.0018927+0.001948i,0.0013614+0.0011091i,-1.9403e-05+0.00010164i,-0.0010734-0.00054089i,-0.0014926-0.00078149i,-0.0016894-0.00054704i,-0.0012999+0.00050359i,-0.00091518+0.0010747i,-0.00025363+0.00082897i,0.00081301+0.0011075i,0.0014517+0.00076924i,0.0013209+0.00042537i,0.00075778+0.0010629i,8.8049e-05+0.00065692i,-0.00050771+0.0002192i,-0.00081473+8.4509e-05i,-0.00047145+0.00042954i,-0.0003536+0.00041314i,-0.0015047-6.6412e-05i,-0.0018378+0.00042289i,-0.0012043+0.00055982i
-0.001708-0.00044093i,-0.0022261+6.1072e-05i,-0.0016138+0.00090699i,-0.0018492+0.0020497i,-0.0012899+0.0032941i,0.00024684+0.0024433i,-3.7272e-05+0.00058511i,-0.0012475-0.00064563i,-0.00073857-0.00040829i,-0.00012493-0.00060745i,-0.00082561-0.0014528i,-0.0011082-0.00097636i,-0.00092135-0.00045387i,-0.0010976-6.7329e-05i,-0.0010916+0.00020293i,-0.00092971+0.00042091i,-0.00056027-0.00032369i,0.00051594-0.0015238i,0.0009576-0.0012617i,-0.00053659-0.00063719i,-0.0019196-0.00048129i,-0.0012728-6.0457e-05i,-0.00066016+0.00022639i
0.00047501-0.00060316i,0.00044391-0.00050186i,0.00083601-0.0011012i,0.00071951-0.00092582i,0.00022737-0.00068998i,-0.00052091-3.6236e-05i,-0.00053248+0.00043464i,-0.00099429+0.00024524i,-0.00074082+0.00010861i,-0.00049724-0.00016963i,-0.00051583-0.00087611i,-0.0003652-0.0011439i,-0.001144-0.0002505i,-0.0017183+0.00060101i,-0.0016567+0.00076396i,-0.0018564+0.00017914i,-0.00121-0.00040903i,-0.00042129-0.0014675i,-0.00044475-0.0015082i,-0.00050002+0.00037771i,-0.00013852+0.0014006i,0.00040927+0.0007501i,0.00069117+0.0005271i
0.000145-0.0022716i,-5.1632e-05-0.0030376i,-1.4549e-05-0.0038426i,-0.0002731-0.0024678i,-0.0016388-0.00093193i,-0.002127+0.00039607i,-0.0016617+0.00091766i,-0.0018409-0.00013037i,-0.0017423-0.0010152i,-0.0014161-0.00068942i,-0.0017965-0.00059127i,-0.0017354-0.00053465i,-0.0014102-0.00040218i,-0.0013601-6.4679e-05i,-0.0008857-0.0001104i,-0.00037883-0.00024735i,-0.00076405+0.00021901i,-0.00065334+0.00046195i,6.6592e-05+0.00072251i,7.6173e-05+0.00053558i,0.00071311-6.4923e-05i,0.00096582-0.0010519i,0.00019018-0.0014287i
0.0017461+0.00072318i,0.0018058-0.00090834i,0.0015987-0.0012852i,3.1793e-05-0.0019366i,-0.001179-0.001832i,-0.0019704-0.0014033i,-0.002636-0.0017847i,-0.0026052-0.0012492i,-0.0022599+0.00038012i,-0.0024983+0.0010282i,-0.0018523+0.00047056i,-0.00036526+0.00026111i,0.00059444+0.00011875i,0.00063033-0.00064582i,0.00035283-0.001056i,-0.00013404-0.00088887i,-0.00051976-0.00037024i,-0.00074953-0.00021289i,-0.00044318-0.00030723i,-0.00017206+3.9109e-06i,-0.00057286-0.00034657i,-0.00048058-0.0014372i,-0.00035057-0.0015923i
-0.001359+0.0025853i,0.00076524+0.0030825i,0.0014209+0.002513i,0.0014408+0.0021289i,0.0010297+0.0023131i,0.00018815+0.0014248i,-0.0010696-0.00028313i,-0.0013648-0.00076278i,-0.00026541+0.0010171i,0.0012594+0.0021108i,0.0022788+0.0016881i,0.002146+0.00089756i,0.0010575+0.0003407i,0.00030214-0.00057562i,0.00023593-0.00049877i,-0.0002229-0.00013208i,-0.00064418-0.00094545i,-0.00027866-0.0013802i,0.00058094-0.00069352i,0.00053388+5.2749e-05i,-0.00028384+0.00024238i,-0.00070337+0.00010981i,-0.00021716+9.4096e-05i
-0.001744-0.0024122i,-0.0030546-0.0028718i,-0.0037853-0.0024523i,-0.0032664+4.9038e-05i,-0.0027256+0.00051876i,-0.0024953+0.00031359i,-0.0032284+0.00019661i,-0.0030074-0.00047955i,-0.00098711-2.3506e-05i,0.00098898+3.3494e-05i,0.0016955-0.00083814i,0.0010515-0.00067903i,0.00061077-0.00044324i,0.00056448-0.0008537i,0.00025418-0.00064933i,-0.0002717+0.00023001i,-0.00050741+0.00026929i,0.00013142-0.00019082i,0.00043384-0.00071588i,0.00050166+6.4467e-05i,0.00049336+0.0013397i,0.0005874+0.0017655i,0.00086144+0.0015121i
0.0033752-0.0013837i,0.0023886-0.0015644i,0.0019807-0.0020784i,0.00080965-0.0019087i,-0.00065342-0.0013818i,-0.001003-0.00066968i,-0.0010048-0.00071407i,-0.0011236-0.0010486i,-0.00141-0.0014764i,-0.00107-0.0019979i,-0.00089762-0.0015928i,-0.00052838-0.00037483i,-7.9566e-05+0.00043647i,-0.0011577+1.5391e-05i,-0.0013401-0.00048826i,-0.00084623-0.00051623i,-0.00067902-0.0012788i,-0.00049438-0.0018128i,0.00057805-0.0013597i,0.001074-0.00084065i,0.00047712-0.00013288i,0.00029392+0.00052792i,0.00056113+0.00060858i
-0.0016895+0.0037713i,-0.0011385+0.0039049i,-0.00033963+0.0037474i,-0.00027478+0.0025311i,-0.00052534+0.0013439i,-0.00075423+0.00028563i,-0.001473-0.00060325i,-0.0020031-0.001121i,-0.001543-0.00053001i,-0.0014396+0.00066535i,-0.0022689+0.0011725i,-0.0021674+0.0017746i,-0.0016123+0.001709i,-0.0005256+0.0010015i,0.00030539+0.00097039i,0.000116+0.00014244i,-0.00049806+1.8336e-05i,-0.0012863+0.00070956i,-0.0018437+0.00071464i,-0.001225+0.00024271i,-0.00054248-0.00030126i,-0.00035754+0.00010167i,-0.00070929+0.00042254i
-0.0018234-0.0016084i,-0.00089824-0.0022931i,-0.00043425-0.0015794i,-0.00025523-0.00113i,0.00043183+0.00013038i,0.00051769+0.00040739i,-0.00040322-0.00038312i,-0.0016826-0.00091801i,-0.0023774-0.00023601i,-0.002653+0.0017458i,-0.0028732+0.0027949i,-0.0019818+0.0027972i,-0.00087024+0.0026111i,-0.00063118+0.0020853i,-0.00075184+0.0010118i,-0.00051309+0.00061394i,0.00036562+0.00034535i,0.00070195+0.00096425i,-3.1583e-05+0.0021712i,-0.00025211+0.00139i,-0.00044279+0.00015579i,-0.001082+0.00021746i,-0.0011624-8.3023e-05i
2.7447e-05-0.00012645i,0.0010419-0.0010139i,0.0022343+4.2415e-05i,0.0023141+0.0001506i,0.00066353-0.00035831i,-6.8891e-05-0.00046358i,-0.00078169-0.00067875i,-0.0018609+0.00011279i,-0.001583+0.0022447i,-0.00074429+0.003204i,0.00033242+0.0016577i,0.0012181-0.00062901i,0.0010417-0.001049i,0.00071393+0.00033616i,0.00025771+0.00090272i,0.00016383+0.0002949i,0.00047224+0.00020926i,0.00074242+0.00010386i,0.00027547+0.00029536i,4.9746e-05+0.00060514i,-0.00017412+0.00057773i,4.0169e-05+0.0011406i,0.00046964+0.00042444i
0.0012541+0.00029558i,0.00071671+0.00026792i,0.0018836+5.8838e-05i,0.0010201+2.6599e-05i,-0.00045038+0.00060571i,-0.00088821+0.00053441i,-0.0011993-0.0002693i,-0.00058115-0.0007055i,0.00056237-0.00065984i,0.0016075-0.0008194i,0.0015765-0.0020411i,0.00066089-0.0027027i,-0.00023827-0.0018532i,-0.00035999-0.00077018i,-0.00048075-0.0001429i,-0.00055496+0.00027776i,-0.00038845+0.00034494i,-4.0651e-05-0.00023787i,-0.00025367-0.00080143i,-0.00051663-0.0014032i,-0.00090106-0.00147i,-0.0011044-0.00093931i,0.00015202-0.00060224i
0.001356+0.00055388i,0.0021096+0.00035842i,0.0023827+0.00072527i,0.0021954+0.00029267i,0.0013665-0.00058293i,-0.00042788-0.0014393i,-0.0011777-0.0022838i,-0.00072191-0.0014002i,8.116e-05-0.0010391i,0.00058781-0.0015455i,-0.00033307-0.0022181i,-0.0014053-0.0031757i,-0.0019994-0.0023071i,-0.0017999-0.00037087i,-0.00074835+0.0001266i,0.00014213-0.00028086i,0.00032805+0.0001596i,-0.00036836+0.00047554i,-0.0010042+0.00028736i,-0.00056648-0.00037069i,0.00086466-0.0012299i,0.0010179-0.0012542i,0.00010844-0.00050058i
-0.0019811+0.00023915i,-0.0022124+0.0012653i,-0.002412+0.0020623i,-0.0015407+0.002383i,-0.00065977+0.0018397i,-0.00036641+0.00096539i,-0.0011107+3.7156e-05i,-0.0016613-0.00037095i,-0.0019331-0.00042861i,-0.0019231-0.00047805i,-0.0014846-0.00028201i,-0.00081684-1.5141e-05i,-0.00028925+0.00072857i,-0.00107+0.00037678i,-0.0014058-0.00038541i,-0.00015848-0.00032408i,0.0004586+5.0127e-05i,0.00067356+0.00052862i,0.00081483+0.0007305i,-4.6248e-05+0.00082373i,-0.0012783+0.0010614i,-0.0006889+0.0007561i,-0.00015743+0.0010254i
-0.0020559+0.0017166i,-0.0022271+0.001647i,-0.0014351+0.00084094i,0.00029379+2.8557e-05i,0.00033646-0.0006557i,-0.00055624-0.00023152i,-0.0012092-0.00025923i,-0.0024641-0.00069569i,-0.0028046-1.0064e-05i,-0.0023839+0.0013527i,-0.0011796+0.002535i,0.00084222+0.0029846i,0.0015489+0.0022716i,0.00038573+0.00103i,0.00026129-0.00019279i,0.00050729-0.00049576i,-0.00020442-0.00040706i,-4.0637e-05-0.00037054i,0.00053739+2.2879e-06i,0.00040853+0.00073794i,6.4749e-06+0.0013014i,1.9731e-05+0.0007693i,0.00081254+3.8504e-05i
-0.0026243-0.0042284i,-0.0032029-0.0046252i,-0.0043925-0.003986i,-0.0044001-0.00066258i,-0.0026523+0.0013295i,-0.0010165+0.0010008i,-0.0013296-0.00053898i,-0.0022945-0.00079868i,-0.0021937+0.00056667i,-0.00075417+0.0018782i,-0.00025755+0.0023833i,-0.00017958+0.0016876i,-0.00010296+0.00092598i,-0.00035529+0.00087034i,-0.00068423+9.251e-05i,-0.0013038-0.00061505i,-0.00068925-0.00076429i,0.00059575-0.00094982i,0.00086607-0.00035572i,0.00087858-0.000124i,0.0012989-0.00062515i,0.0009171-0.00027623i,5.3773e-05-0.0001937i
0.0018835+5.1317e-05i,0.0031823-0.00078263i,0.0037145-0.002332i,0.0023825-0.001846i,-7.0045e-05-0.00067556i,-0.0015065+0.00029939i,-0.0013752+0.00034552i,-0.0010797-1.2322e-06i,-0.0011647+0.00010792i,-0.00043689+0.00038379i,-0.00064105+9.4455e-05i,-0.0015689-0.0010615i,-0.0014098-0.0011259i,-0.00061722-0.00068245i,-0.0004379-0.00068171i,-0.00059282-0.00030185i,-0.00062164+0.00027038i,4.9604e-05+0.00058544i,0.00010224+1.2823e-05i,-0.00066292-0.00049899i,-0.0012669+0.00017029i,-0.0017054-3.8319e-05i,-0.0017277-0.00054919i
-0.0016591+0.001213i,-0.0016139+0.0020584i,-0.00049175+0.0030213i,0.0011116+0.001417i,0.0015523+0.00022566i,0.00099721-0.00037733i,0.00045936-0.0015842i,0.00056403-0.00073844i,-0.00019187+0.00034375i,-0.00062101-8.352e-05i,-0.0013969-9.1348e-05i,-0.0027605+1.4918e-06i,-0.002145+1.9553e-05i,-0.00098362+0.0001788i,-0.0010495-7.0202e-05i,-0.00065424-0.00049861i,-0.001127-0.00046858i,-0.0019837+0.0007579i,-0.0018313+0.0017484i,-0.0012046+0.0014526i,-0.00058444+0.0014032i,-0.00039819+0.001473i,-0.00045337+0.00097408i
0.001302-0.00052897i,0.0010777-0.0006974i,0.00051281-0.0014476i,-0.00052846-0.0014327i,-0.0011961-0.00073474i,-0.00086967-0.0014525i,-0.00042534-0.0014897i,-0.0006516-0.0016074i,-0.00011058-0.0012954i,-0.00083409-0.00042698i,-0.0021499-0.00056684i,-0.0019173-0.0011484i,-0.0010091-0.0009035i,-0.00060215+0.00039211i,-0.0002519+0.00079791i,0.00087597-0.00017663i,0.0010002-0.00071333i,0.00069465+0.00054855i,0.0006672+0.0014249i,0.00059092+0.0012036i,-0.00047448+0.00090987i,-0.00033593+0.00057104i,0.00058314+0.00059981i
-0.001515+0.0010105i,0.00028284+0.0017168i,0.00086742+0.0022982i,0.0011506+0.0022377i,0.0003856+0.0018575i,-0.0010739+0.0014589i,-0.0022798-0.00011166i,-0.0030388-0.0013616i,-0.0027328-0.001097i,-0.0010455-0.00054378i,0.00034313+0.00024639i,0.00081504+0.00093058i,0.00098223+0.0012091i,0.00024928+0.0018378i,0.00028638+0.001482i,0.00092322+0.00047634i,0.00085609-0.00067262i,0.0011367-0.0011528i,0.0010943-0.00085779i,0.00073983-0.0006229i,0.00023236+2.1663e-05i,0.00070647-0.00031166i,0.0010653-0.00095899i
-0.0013951-0.0014664i,-0.0014905-0.00064515i,-0.0017113+0.00019426i,-0.0016867-0.00038497i,-0.002038-0.00042866i,-0.0021847+0.00034745i,-0.0026169+0.00012569i,-0.003514+0.00044523i,-0.0032056+0.00085209i,-0.0019656+0.00086499i,-0.0007873+0.00083901i,0.00026249+0.00074255i,0.0010322+0.0012151i,0.0006733+0.0016405i,0.0002392+0.00083571i,0.00047622-0.00010154i,0.00019591-0.00017176i,0.00039966-0.0012226i,0.00036533-0.002276i,-0.00022659-0.001598i,-3.1192e-05-0.00097488i,-0.00026429-0.0013805i,-0.00086556-0.0016269i
0.0013025+0.00011926i,0.00174-0.00040896i,0.0021056-0.00090838i,0.0022107-0.0011911i,0.001667-0.001035i,0.0002592-0.0004456i,-0.0013684+0.00037838i,-0.0024323+0.00084164i,-0.0027678+0.0017468i,-0.002495+0.0017703i,-0.0012124+0.00018959i,-5.643e-05-0.000292i,-1.158e-05-1.7534e-06i,-0.00050684-0.00072841i,-0.00051893-0.00084207i,-0.00057179-6.5486e-05i,-0.00058853-0.00018172i,-0.00099472-0.00032804i,-0.0010024-0.00064468i,-0.00014813-0.00095214i,-3.5817e-05-0.00093478i,-0.00049343-0.00040482i,-0.0013455+0.00026575i
0.0004888-0.00057257i,-0.0010872-0.00093065i,-0.0003085-0.0018306i,-0.0010151-0.0012103i,-0.0023986+0.00038703i,-0.0020574+0.0013968i,-0.00077784+0.0016426i,-0.0002636+0.0014344i,-0.0001257+0.0013629i,-0.00023208+0.0016276i,-0.00083991+0.00074208i,-0.00069757+9.8223e-05i,-0.00078629+0.00093348i,-0.00085649+0.00077606i,-0.0012994+0.00054844i,-0.0014951+0.0010177i,-0.00092263+0.00081488i,-0.00034888+0.00053356i,0.0002369+0.001426i,0.00034786+0.0013703i,-0.00011845+0.00078903i,-0.00014826+0.00044131i,0.00056505-0.00046793i
-0.00068277-0.0012158i,-0.00062935-0.0021898i,0.00037899-0.0019042i,0.00054058-0.0014385i,-0.00016931-0.0014054i,-0.0010173-0.00070415i,-0.00091012-0.00023537i,0.00052168-4.1335e-06i,0.001114+0.00023169i,0.00050134+0.0005407i,-0.00040208+0.00043172i,-0.00075834+0.00029651i,-0.00090248-0.00010958i,-0.0011323-0.00026637i,-0.0016854-9.928e-05i,-0.0016613-0.0003247i,-0.00083301+0.0013392i,0.00025873+0.0031139i,0.001546+0.0022512i,0.0020615+0.0013869i,0.0012991+0.0013574i,0.00089192+0.0013462i,0.0010486+0.00080243i
