-0.00052085-0.00015247i,-0.00016193-0.0011126i,-0.0016077-0.0029969i,-0.0026952-0.0030423i,-0.00272-0.0014077i,-0.0021465+0.00072666i,-0.00095628+0.0015333i,-8.3908e-05+0.00084588i,0.00092323+0.00083399i,0.0011894+0.0009246i,0.00014868+6.3436e-06i,0.00024993-0.00042669i,0.00072604-4.7139e-05i,2.6456e-06-0.00075613i,-0.00056054-0.00075829i,-0.00038173+0.00012043i,0.00018998+0.00058428i,0.00040057+0.0003677i,0.0005621-0.00062157i,-2.871e-05-0.00029458i,-0.00058179+0.00053466i,-0.00035137+0.00036866i,-0.00037713+0.00017389i
0.0016572+0.00087196i,0.0011473-0.00050193i,-0.0009822-0.000704i,-0.002848+0.00038404i,-0.0019438+0.00062214i,-0.00013416-0.00056728i,-9.0994e-05-0.0013457i,-0.0012022-0.00018941i,-0.0015584+0.00092814i,-0.00040233+0.0003267i,0.00038517-0.00028228i,8.574e-05+0.000307i,9.7146e-05+0.00053757i,0.00039458-9.4059e-05i,-0.00015723-0.00032075i,-0.00038636-0.00088933i,6.0921e-05-0.00077386i,-0.00022223-0.0003212i,-0.000249+0.00049679i,-0.00038752+0.0011429i,-0.00059479+0.0010354i,0.00012132+0.00098872i,0.00067439+0.00013504i
0.0024436+0.00036403i,0.0031207-0.0006684i,0.0024601-0.0027689i,0.0021452-0.0042931i,0.002098-0.0030371i,0.0011311-0.00092664i,0.0008956+0.00040911i,0.00072918+0.00036359i,0.00038446+0.00063815i,0.00011855+0.0011817i,-3.4692e-07+0.0005766i,-0.00029373-0.00016812i,-0.00012626+0.00039905i,-0.00046377+0.0010487i,-0.0013357+0.001065i,-0.00086775+0.00044398i,-0.00022387+6.9961e-05i,-0.00027813+6.7994e-05i,-0.00043322+0.00073034i,-4.9323e-05+0.0011249i,0.00022126+0.0006151i,-0.00075891+5.2889e-05i,-0.0014581-0.00060167i
0.00021816+0.00055377i,-4.1061e-05+0.00055921i,-0.0016003+0.00066253i,-0.0029788+0.0030652i,-0.0017356+0.0049813i,0.0008194+0.003601i,0.0010774+0.0007583i,-0.00015193+8.7163e-05i,-0.00088353+0.00097706i,-0.00034117+0.0011294i,-0.00032843+0.00083512i,-0.00023068+0.0003329i,-3.3869e-05-9.7012e-05i,-7.0317e-05+0.00054594i,7.2814e-05+0.0013079i,9.1387e-05+6.8939e-05i,-0.00010647-0.0011427i,-0.0005282-0.00068242i,-0.0010865+0.00047332i,-0.0012639+0.00084154i,-0.00064547+0.00013232i,-0.00040156-0.00035801i,-0.0010838-6.8405e-05i
0.00056778-0.0013491i,-0.0012291-0.0012837i,-0.0027183-0.0025893i,-0.0023952-0.002752i,-0.0010539-0.000635i,0.00078668+0.00057493i,0.00099344+0.00014898i,0.00026449-0.0008201i,0.00036803-6.1382e-05i,0.00019986+0.00143i,-4.5258e-05+0.0012609i,1.4363e-05+0.00077723i,-0.00013931+0.0003671i,0.0004193+0.00010787i,0.00094921+0.00072737i,0.00092964+0.00066844i,0.00077635+0.00033859i,-7.7604e-05+0.001195i,-0.00050437+0.0011153i,0.00015695+0.00016031i,-0.00028797+0.00053399i,-0.00049904+0.00077352i,-0.00029807-2.9162e-05i
4.5935e-05-0.00052213i,-8.081e-05-0.00059711i,-0.00015895+0.0011474i,9.265e-05+0.0022105i,0.00070018+0.0027081i,0.0019663+0.0025084i,0.0015601+0.00098327i,7.4161e-05+0.00052324i,-0.00040071+0.00066968i,0.00015374+0.0004958i,0.00042569-0.00021783i,-0.00014642-0.00061577i,-2.4148e-05-0.0002599i,0.00022267-0.00016992i,0.00067324-0.00055147i,0.0014763+0.00017263i,0.00083997+0.00040031i,0.00044394-0.00030618i,0.00053727-0.00033027i,0.00056119+7.6815e-05i,0.00049322+0.00083408i,0.00043226+0.00056466i,0.00013902-0.0003665i
0.00064107-0.0022899i,-0.00063494-0.0032429i,-0.0044033-0.0033412i,-0.0049419-0.0020909i,-0.0026473-0.0015372i,-0.00087053-0.00074253i,-0.00017242+0.00013849i,-0.00023157+0.00022208i,-0.00033685+0.00016859i,-0.00029992+0.00058479i,-0.00026308+0.00064763i,-8.4323e-05+0.00063748i,-0.00042684+0.00024685i,0.00027057+0.0005476i,0.00082906+0.00094557i,0.00083916+0.00056505i,0.00041278+0.00017227i,-0.00041588-0.0001978i,-0.00027332-0.00048951i,-0.0001173-0.00070577i,-0.00036758-0.00037026i,-0.0010215+0.00044568i,-0.0010199+0.0004008i
0.0028099-0.0035456i,0.0013572-0.0045093i,-0.00042661-0.0048822i,-0.0012564-0.0018294i,-0.001285+0.0017795i,-0.00019727+0.0027445i,0.00013676+0.002349i,0.00034036+0.0013296i,0.00076303-9.8859e-05i,0.00070934-0.00047026i,0.00076945+0.00012983i,0.0005655+0.00046946i,0.000473+0.00042406i,-2.9913e-05+0.00060263i,-0.00025024+0.0011897i,0.00059115+0.0021043i,0.00053177+0.001549i,2.3706e-05+0.00085955i,1.5708e-05+0.00080465i,0.00039641+6.6829e-05i,0.00054139-0.00016515i,-5.8596e-05-0.00035108i,-0.00019801-0.00041019i
0.0037793-0.00060375i,0.0025668-0.0028567i,-0.00019033-0.0049377i,-0.0018536-0.0039898i,-0.0014618-0.00097884i,-0.00017363+4.8591e-05i,0.00035895-0.00045663i,0.00014535-0.00014702i,-0.00063248+0.00020191i,-0.00093082-0.00034442i,-0.00046891-0.00048894i,-0.00065529+0.00031642i,-0.00023801+0.00095572i,0.00080576+0.00069741i,0.00096779+0.00097422i,0.0008335+0.0011785i,0.00047515+0.00034582i,2.1821e-05-0.00022752i,-0.0001742-0.00069916i,-0.00032804-0.00045618i,-0.00044527+0.00036606i,-0.00043213+0.00018145i,-0.00037167+0.00010412i
-0.000784+0.00020807i,0.00048814-0.00095253i,0.0013527-0.0019247i,0.0012909-0.0015981i,0.0019388-0.0010662i,0.0018741+0.00056223i,0.00094957+0.0011625i,0.00054348+0.00045681i,0.00052711+0.00033838i,0.00030338+0.00074183i,0.00011828+0.00099735i,-0.00035756+0.00013949i,-0.00052352-0.00012225i,-0.00013304+0.00025879i,-0.00024391+0.00012439i,9.8033e-05+0.00011573i,0.00091325-0.00018892i,0.0012458-0.00049989i,0.0011849-0.00020248i,0.0010692+0.00019499i,0.00094747+0.0010192i,0.00027957+0.00077473i,-0.0005981+0.00018895i
-0.00057136-0.0028016i,-0.00013802-0.0032479i,-0.0015497-0.0032595i,-0.0034887-0.00069544i,-0.0027969+0.0023156i,-7.6851e-05+0.0028239i,0.00084418+0.0013585i,-0.00044303+0.00035037i,-0.00084321+0.00057962i,-0.0011532+0.00096885i,-0.0011982+0.00013883i,7.0964e-05-0.00056888i,0.0012196-0.0006392i,0.0015272-0.00036046i,0.0011978+0.00044409i,0.00058689+0.00031557i,-0.0004403-0.00012194i,-0.0010271+2.163e-05i,-0.00049811-0.00019495i,0.0010309-0.0005716i,0.00079092-0.0001012i,-0.00063631+4.5968e-05i,-0.00037831+0.00019157i
0.00046604-6.8759e-05i,0.00028414+0.00024154i,8.2469e-05-0.0006836i,0.00048042-0.00054348i,0.0010511+0.00027035i,0.0016989+0.0002658i,0.0013727-0.00054135i,0.0005964-0.00017493i,-0.00044298+8.2765e-05i,-0.0008247+8.0454e-05i,-0.00012235+0.00045016i,0.00031+0.00022487i,0.00045168-0.00031105i,0.00047458-0.00015044i,0.00020093+0.00049049i,0.00040424+0.00057742i,0.00069767-3.6673e-05i,-0.00031938+0.00036677i,-0.0010073+0.00071291i,-0.00034658+0.00033195i,0.00022872+0.00012906i,0.00010459+9.7599e-05i,0.00046776-2.2752e-05i
0.0017073-0.0020062i,0.0011794-0.0027241i,-0.00082119-0.0013828i,-0.0013362+0.0011856i,-0.00031624+0.0037914i,0.00095491+0.0033422i,0.001371+0.0013782i,7.6338e-05+0.0013331i,-0.00046595+0.0013296i,0.0006381+0.0007731i,0.00151+0.00060859i,0.00066699+0.00035452i,0.00011043+0.00072545i,0.00046727+0.00076035i,0.0012952+0.00036104i,0.0014548-0.00031635i,0.0011248-0.00042827i,0.00051869+3.9562e-05i,7.9598e-05+0.00015361i,0.00028267-0.00023108i,-3.6225e-05-0.00016288i,-0.00092501+0.00050439i,-0.00051244+0.00051079i
0.0022998+0.00077491i,0.0019172-0.00062915i,-0.00073717-0.0024808i,-0.0021975-0.0028484i,-0.0010506-0.00069652i,0.00025432+0.00042311i,0.00069861-0.00050535i,-7.6065e-05-0.00074006i,-0.00082486+0.00034261i,-0.00087538+0.00062005i,-0.00019533+0.00037249i,0.00050552+5.7119e-05i,0.0010366+3.7264e-05i,0.00023777+0.00046358i,-0.0005096+0.0004499i,-0.00040476-0.00017927i,-8.2866e-06+0.00020003i,0.00037423+0.00057759i,0.00056649+2.2711e-05i,0.0014655+0.00016402i,0.0015198+0.00016628i,-0.00014474-3.9632e-05i,-0.0012077+0.00012255i
-0.00081708-0.00017656i,0.00018595-0.00098091i,0.00046699-0.0012985i,0.0002716-0.0003111i,0.00093569+0.0015307i,0.0016438+0.0014896i,0.00071236+0.00039329i,-0.0005439+0.00029468i,8.6554e-05+0.00098803i,0.00083352-0.00017646i,0.0012208-0.00062016i,0.0011168-6.1375e-05i,0.00079472+4.0362e-05i,2.8353e-05+0.00031176i,-0.00033566+0.00017255i,0.00052099-0.0004149i,0.00011531-0.00065186i,9.7559e-05-0.00091919i,8.7956e-05-0.00087824i,-0.00035826-0.00046767i,-0.00086339-5.3069e-05i,-0.0011215+0.00024455i,-0.00065889-0.00010953i
0.0015749-0.00072279i,0.0017982-0.0013558i,0.001735-0.0014677i,0.00052131-0.0008175i,-0.00051876-0.00049773i,0.00023875-0.00055702i,0.00077632-0.00076811i,0.00028631-0.00027966i,-0.0004948+0.00086126i,-0.00075372+0.0009706i,-0.00057625+0.0003294i,-0.0009516+9.6058e-05i,-0.0011513-0.00026934i,-0.00050701-0.00012702i,0.00016086+0.00052583i,0.00066559+4.9362e-05i,0.00020113-0.00038588i,-0.00032262+0.00019546i,-0.00033069+0.00049145i,-6.5678e-05+0.00027884i,0.0002812-8.1674e-05i,2.66e-05-0.00014581i,-0.00038689-0.0003901i
0.0018967+0.0014818i,0.0033614+0.00065503i,0.0027122-0.00084698i,0.0012116-0.0011337i,0.0009566-0.00072342i,0.0012221-0.00093987i,0.00044475-0.0011842i,-0.00035536-0.00062684i,-0.00023162-0.00043079i,-0.001018-1.5557e-05i,-0.0012535-8.47e-06i,-0.00031762-0.00031316i,2.479e-05-0.00021915i,-0.00049723-0.00022582i,-0.00029587-0.00074947i,0.0007873-0.00048164i,0.0012282-0.0001348i,0.00020871-0.00013544i,-0.0003325+0.00090499i,9.0931e-05+0.001415i,0.00055713+0.00016614i,0.0009119-0.0002413i,0.0008428-9.2108e-05i
0.001498+0.00161i,0.0010116+0.00038479i,-0.0007321-0.0001614i,-0.0023344+0.0010708i,-0.0015706+0.0018951i,-1.3029e-05+0.0012735i,0.00027942+0.00025223i,-0.00031549+0.0002438i,-0.00039489+0.00064191i,-0.00027066+4.7543e-05i,-0.00034897-0.00065317i,-0.00028165-0.00064685i,-0.00084341-0.0006493i,-0.0011406-0.00045042i,-0.00056918+0.00034946i,-7.7868e-05+0.0001569i,0.00041243-0.00020822i,0.00094393-8.6548e-05i,0.0011227+0.00026279i,0.00024411+0.00019144i,-0.00036019-0.00017649i,-0.00053508-0.00062292i,-0.0010088-0.0011827i
0.0010368-0.0015843i,-0.0001792-0.0028547i,-0.002175-0.0039979i,-0.0025161-0.00271i,-0.00088256+6.7829e-05i,4.674e-05+0.00086523i,0.00080337-0.00028387i,0.0015763-0.0010763i,0.0012054-0.00057165i,0.00014039-2.74e-05i,-0.00026403-0.00030505i,-0.0002084-0.00024595i,-0.00050853-0.00014352i,0.0003247-0.00013732i,0.0013773+7.9958e-05i,0.0010759-0.00012128i,0.00059734-0.00013679i,0.00090962-0.00046346i,0.00080652-0.0008047i,0.00048735-0.00084061i,0.00013612-0.00076561i,-5.434e-05-0.00070323i,0.00021347-0.00025541i
0.0011383-0.0020259i,0.00079068-0.0028207i,-0.00052322-0.0022044i,-0.0016339-0.00081873i,-0.0016544+0.00052248i,-0.00074764+0.00095735i,-0.00045063+0.0012243i,-0.0008985+0.0011542i,-0.00025697+0.0012686i,5.9631e-05+0.00079567i,-0.00049803-0.00016053i,-0.00024956-0.00033239i,-0.00013649-9.2341e-05i,-0.00021674+0.00026735i,0.00026362+0.00022004i,0.00062211-0.00027432i,0.00056883-0.00042853i,4.2985e-05-0.00032837i,-2.6047e-05-0.00051047i,0.00059598-1.3801e-05i,0.00062141+0.00049198i,-0.00010314+6.2612e-05i,-0.000245-0.00092787i
0.0018566-0.00075481i,0.0020632-0.00099005i,0.0015303-0.00062417i,0.00082462-0.00040128i,0.0012583+0.00024135i,0.0010964+3.9657e-05i,-0.00040096-0.00091081i,-0.001107-0.00067811i,-0.00053157+9.8258e-05i,0.00036906+4.117e-05i,-3.4386e-05-0.00047342i,1.5422e-05-0.0013707i,0.00055374-0.0011221i,-0.00026474-0.00039425i,-0.00045509-0.00080094i,0.00055639-0.0012598i,0.0010449-0.00029455i,0.00043178+0.00065182i,0.0004174+0.0004239i,0.00081841+0.00081715i,0.00051299+0.00086573i,0.00014058+0.00017458i,0.00020615+0.00010525i
0.0028869-0.00023508i,0.0022802-0.00029387i,0.00034234-0.00036172i,-0.00029305+0.00099252i,-0.00012608+0.0025676i,0.00065346+0.0021138i,0.0012909+0.00094943i,0.0012826+0.00075356i,0.0010393+0.00046945i,0.0009887-0.0001285i,0.00035951-0.0003584i,-0.00053872+3.8396e-05i,-0.00057703+0.00047244i,-7.5602e-06+0.00048766i,0.0004197+4.3432e-05i,0.001317-0.00050445i,0.0008317-0.00053776i,0.00067235-0.00073708i,0.0010359-0.00044777i,0.000942+6.451e-05i,0.0008152-0.00031368i,0.00045482-0.00027137i,-0.00074131-1.5124e-05i
0.00050301+0.0012262i,-5.3871e-05-0.00044095i,-0.0022638-0.0026139i,-0.0032146-0.0026852i,-0.0023032-0.00076098i,-0.00030741-0.00052672i,0.00041158-0.0019092i,-0.00025527-0.0017546i,-0.00060723-0.00065715i,-0.00065184-2.443e-05i,-0.00029556+4.7941e-05i,-2.2639e-05+0.00058032i,0.00018269+0.00067853i,0.0010013-5.1779e-05i,0.0010946+8.0097e-05i,0.00035785+0.00051585i,0.00026051+0.00032891i,-1.1988e-06-0.00010592i,-0.00038886+0.00025504i,-0.00060749+0.00048129i,-0.00059285-0.00017178i,-0.00040522-4.2834e-05i,-0.00070868-0.00026283i
0.002409-0.0012804i,0.0018183-0.0023601i,0.00063628-0.0027476i,-0.00068099-0.00088753i,-0.0018956+0.0014738i,-0.00075839+0.0027002i,0.00064224+0.0022602i,0.00018506+0.0015849i,-0.00039224+0.00075947i,-0.00019886+0.00030903i,8.6708e-05+0.00067445i,0.00043744+0.00057517i,0.0010559+0.00024303i,0.00024856+0.00090443i,-0.00070089+0.00087833i,-0.00021868-7.2979e-05i,0.0001414-0.00029211i,0.00038908+0.0003151i,0.00065919+0.00047032i,0.00050099+6.375e-05i,0.0005806+0.0002151i,0.00098872+0.00049534i,0.0011298+0.00036108i
0.0023212-0.00033904i,0.00093289-0.00050504i,-0.0002904+0.00029995i,-0.00076228+0.0018786i,-0.00066642+0.0028526i,0.0005492+0.0019007i,0.0012794+0.0012072i,0.0007575+0.001166i,-6.9443e-05+0.0010717i,-0.00049633+0.0005508i,0.00055065+0.00038132i,0.0010358+0.00070222i,0.00099699+0.00064454i,0.00057112+0.0008567i,0.00022381+0.00083497i,5.1153e-05+0.00036585i,0.00031909+0.00023504i,0.00076377+0.00020227i,0.00077345+0.00017864i,0.00041175-0.000702i,-0.00025394-0.001465i,-0.00067561-0.00079537i,-0.00070357-1.9181e-05i
-0.001282-0.00070507i,-0.0026609-0.0013223i,-0.0041953-0.0017966i,-0.0037877-0.00141i,-0.0016584+0.00038589i,0.00014362+0.0012354i,0.00095113-5.0432e-05i,0.00048065+0.00022756i,0.00028601+0.0010022i,-0.00026588+0.00085604i,-0.00036412+0.0012655i,0.00051764+0.001355i,0.00062496+0.0011609i,0.00038853+0.00092864i,0.00051217+0.00088953i,0.00044114+0.00057263i,0.00036703+0.00033614i,6.0982e-05-0.00016635i,-0.00072917-0.00011018i,-0.00013118+2.7205e-05i,0.00050066-0.00059384i,0.00062492-0.00049812i,0.0010436-0.00022227i
0.00029031-0.00068595i,-0.00040823-0.0013154i,-0.0016186-0.0011983i,-0.0026569+8.8105e-06i,-0.0023546+0.0010079i,-7.4632e-05+0.00045287i,0.0014387+8.019e-05i,0.0009377+1.9952e-05i,1.8127e-05-4.9559e-05i,-0.00059788+2.2605e-05i,-0.00027926+0.0005999i,0.00034933+0.00068461i,5.7733e-05+0.00024782i,4.2859e-05+0.00043325i,0.00036777-0.00024779i,2.4831e-05-0.001042i,-0.00033785-0.00035947i,-0.00068484+0.00064759i,-0.00063368+0.00047643i,-0.00099199-0.00019663i,-0.00111+0.00015943i,-0.00040296+4.6873e-05i,0.00035133+0.00030045i
-0.00062637+0.00065895i,-0.00029847-0.00072544i,-0.0016236-0.00086685i,-0.0019559+0.0003524i,0.00019056+0.00060166i,0.0017686+0.00047536i,0.0011247-0.00011025i,0.00044688-0.00077726i,0.00044103-0.00024962i,0.00067494+0.00071587i,0.00034015+0.00086381i,-7.2642e-06+0.00047407i,0.00015887+0.0003111i,0.00067488+0.00046377i,0.00092752+0.00057145i,0.0011716+0.00039419i,0.0011832+0.00056872i,0.00082484+0.00053527i,9.8458e-05-9.874e-05i,-0.00051941-0.00045795i,-0.0009187+0.00024958i,-0.00086393+0.00040456i,-0.00063773-7.6336e-06i
0.00011243-0.0012691i,-0.00010509-0.0028554i,-0.00099206-0.0042824i,-0.0013136-0.0029086i,-0.00059695-0.00099083i,-7.9001e-05-0.00098356i,0.00059488-0.0013616i,0.0010515-0.00064981i,0.00065791+7.7201e-05i,0.00012442+0.00044633i,-0.00026077+0.00017587i,-7.4335e-06-0.00052812i,0.0004375-0.00078044i,0.0004488+8.3434e-05i,-0.00021139+0.00036702i,-0.00077375+1.892e-06i,-0.00061158-3.0892e-05i,-0.00028112+0.00018199i,1.7806e-05+0.00042304i,0.00046547+0.00050795i,0.00052432+0.000613i,0.00027014+8.164e-05i,-0.00048432-0.00041141i
0.00097617+0.0011164i,0.0020773+0.00085264i,0.0015837+0.0012016i,-0.00056804+0.00054624i,-0.00071528+0.00017617i,-0.0001248-0.00062396i,0.00019776-0.0011499i,-0.0001419-0.00065929i,-0.00097678+0.00035401i,-0.0012696+8.0017e-05i,-0.00099703-0.00035272i,-0.00077667+3.3024e-05i,-0.001155+0.00080969i,-0.0015254+0.0002691i,-0.0011315-0.00078902i,0.00015733-0.00047138i,0.0010731-0.00015126i,0.0011235-0.00053132i,0.0006626-0.00020708i,0.00049913-0.00036192i,-0.00031496-0.00034696i,-0.00051478+3.3708e-05i,1.3965e-05-8.5893e-05i
0.00049151-3.8023e-05i,0.00046001-0.0013147i,-9.328e-05-0.00096852i,-0.00090565+0.00034018i,-0.00046888+0.00033711i,0.00081481+0.00057425i,1.352e-05+0.00056903i,-0.00076837+0.00071955i,-0.0007146+0.0012617i,-0.00040663+0.0014533i,-0.00016088+0.00092061i,0.00017005+0.00084216i,0.00092286+0.0007362i,0.0004316+0.0010826i,-0.00070639+0.00050696i,-0.00044243-0.0001329i,-0.00010946+5.1554e-05i,3.2999e-05-0.00055321i,0.00012604-0.00058667i,0.00032024-0.00075612i,7.5883e-05-0.00047858i,-0.00053076-2.1046e-06i,-0.00063691-0.00013975i
0.0027654+0.0009818i,0.001813-7.5436e-05i,0.0008101-0.0012653i,0.00076242-0.0020132i,0.0010418-0.0022302i,0.00089628-0.0018155i,-0.00014556-0.0017448i,-0.00034759-0.00080114i,-0.00045016+0.00098069i,-0.00089926+0.00088093i,0.00031876+2.3894e-05i,0.00018431+0.00019316i,-0.0005469+0.00053456i,0.00013021+0.00026839i,0.00054314+1.1986e-05i,0.00021702+0.00041299i,0.00025151+0.00014173i,0.00099972+8.4732e-05i,0.0014204+0.00055533i,0.00084932+0.00037457i,0.00015867-9.3811e-06i,-0.00088915-0.00053264i,-0.00062311-0.0009752i
0.0026866-0.0014298i,0.0027798-0.0020273i,0.00037878-0.003043i,-0.0025189-0.0016632i,-0.0028937+0.00043633i,-0.001237+0.00067235i,-0.00037471+0.00035836i,-0.00050603+0.00020369i,-4.3128e-05+0.00019955i,-0.00031688+0.00056195i,-0.00083969+0.00046507i,-7.7888e-05+0.00064843i,0.00023695+0.0013935i,0.00057382+0.00075604i,0.0010262-0.0002381i,0.00099683-0.00099976i,0.0013802-0.00080448i,0.0011692-0.00040145i,2.7783e-05-0.00033085i,-0.00078027-8.7212e-05i,-0.00038232+0.00041331i,3.6926e-05+0.00046209i,-0.00011856+0.00034191i
0.0034688+0.00045273i,0.0036784-0.0018112i,0.0017516-0.0029425i,-0.00050167-0.0015304i,-0.00097386+0.00035065i,-7.4252e-05+0.0011661i,0.0006907+3.5766e-05i,0.00020683-0.0001218i,-0.00047758+0.0010487i,-0.00018642+0.00057518i,-9.5267e-05-9.8594e-06i,-0.00036998+0.00071687i,-0.00023672+0.00064976i,2.3659e-05+8.7609e-05i,0.00042026+0.00060179i,0.0010408+0.00042135i,0.0011935-0.00043592i,0.0013355-0.00094235i,0.0011337-0.00037115i,0.00034055-9.0384e-05i,-8.2216e-05-0.00012052i,9.1097e-05+4.976e-05i,-9.4546e-05+9.6526e-05i
-0.0013124+0.00046396i,-0.00030498+0.00040269i,0.00015684+5.4821e-05i,-0.0002211+0.00050367i,0.00073715+0.0011427i,0.001513+0.00093037i,0.00060905-0.0001723i,-0.00011373-0.0004706i,0.00039482+9.4869e-05i,0.00090794+0.00042837i,0.00067466+0.00041386i,0.00053633+0.00031724i,0.00089679+0.0005337i,0.00089229+0.000547i,0.0010823-0.00014917i,0.0011972-0.0011425i,0.0010345-0.0012492i,0.00038294-0.00015152i,-0.00072041+0.00025353i,-0.00050178-0.00040417i,0.00014041-0.00010389i,0.00012827+0.00032939i,-0.00037494+0.00035662i
0.0015197-0.00053242i,0.0017863-0.00073727i,0.0007827-0.0005461i,-0.00078168+3.0409e-05i,-0.000626+0.00033808i,0.00045022+0.00047969i,0.0010079+0.00050876i,0.0010585+0.00048109i,0.00029774+0.00040596i,-0.00036837+7.1028e-05i,-0.00047235+0.00029572i,-1.1639e-05+0.00060257i,0.00057988+0.00024547i,0.00053099+0.00034941i,0.00033752+0.00062233i,-3.4204e-05-0.00019731i,-0.00020542-0.0010741i,-0.00033377-0.0011553i,-0.00030102-0.00011918i,0.0004869+0.00012677i,0.00049497-0.00018401i,-0.00032434+3.747e-05i,-0.00034464+0.00044655i
0.00076848-0.0011874i,-3.0438e-05-0.0016299i,-0.00071391-0.0022322i,-0.00079448-0.00026325i,-0.0020992+0.0019031i,-0.00095148+0.0016576i,0.0007954+0.00070685i,0.0001756+1.4429e-05i,-0.00042911-6.4045e-05i,0.00020637-0.00051313i,0.00079741-0.00026321i,0.0006722+0.0003993i,0.00028284+0.00019511i,-0.00031911-0.00038847i,0.00027177-0.00049598i,0.0013505-0.0001899i,0.0011824-5.2211e-05i,0.0004828+0.00030815i,0.00023907-5.9571e-05i,0.00056133+0.00022785i,0.00053736+0.00018188i,0.00015594-0.00056186i,0.00010341-0.00046996i
-0.001055-0.00037129i,-0.0018654-0.0013116i,-0.0022103-0.0012249i,-0.0016685+2.1924e-05i,0.0007281+0.00083179i,0.002818+9.5353e-05i,0.0018772-0.001305i,0.00039221-0.0013194i,8.1776e-05-0.00011448i,-2.9671e-05+0.0006473i,4.9582e-05+0.00066856i,0.00087282-0.00038812i,0.0014301-0.00099215i,0.0015372-0.0014809i,0.0016234-0.00066199i,0.0011534+0.00045503i,0.00061253-0.00011008i,0.00039808-9.4621e-05i,0.00028174+0.00032223i,-0.00020484+0.00020346i,-0.00055088-0.00021699i,-0.00074121-0.00025233i,-0.00099523+0.00063815i
0.0024426+0.0014813i,0.0034426-0.00024097i,0.0030983-0.0011569i,0.0015216-0.00069349i,0.00035236+0.00047926i,-0.00053305+0.0010451i,-0.00089563+0.00019302i,-0.0012619-0.00063715i,-0.001294-0.00081958i,-0.00017134+2.4628e-05i,0.00034921+0.00059613i,0.00026017+0.00036247i,4.8815e-05-0.00052549i,-0.00033055-0.00069517i,-0.00017444-3.3048e-05i,0.00055532+1.0626e-05i,0.00010361-0.00015111i,-0.00018818-0.00016272i,3.5231e-05+0.00030576i,-0.00028193+0.00054155i,6.434e-05+0.0004995i,0.00028935+0.00031028i,3.7495e-05-0.00015622i
0.0010937+0.0020569i,0.0019352+0.0010231i,0.00049221+0.0009637i,-0.00091418+0.00085512i,-0.00066871+0.0010729i,-0.00025075+0.0011973i,-0.00017497+0.00048786i,0.00038741-7.4327e-05i,0.000905+0.00065631i,0.00088473+0.00097631i,0.00094095+0.00054338i,0.00072672+8.3323e-05i,0.00050818-0.00027078i,0.00078601-0.00022813i,0.0012103-0.00063344i,0.00025139-0.0010129i,-0.00025902-0.00070911i,0.00037444-3.4267e-06i,0.00038523+0.00072898i,0.00027676+0.00081032i,4.8531e-05+0.00076539i,-0.0010193+0.00097064i,-0.0012292+0.00058064i
0.00037006-0.0016049i,-0.00025665-0.0028247i,-0.0020835-0.0042227i,-0.002896-0.0023297i,-0.0018271+0.00046627i,4.9674e-05+0.0011431i,0.0009872+0.00065078i,0.00086651+0.00013537i,8.3794e-05+1.53e-05i,-0.00055605-0.00031773i,7.9226e-05-6.7196e-05i,0.00098181+0.00010878i,0.0009455-7.7163e-05i,0.00094985+3.5075e-05i,0.0011702+0.00011322i,0.00085608-0.000254i,0.00021274-0.0006323i,-6.9371e-05-0.00030306i,-6.1826e-05-0.00050554i,-0.00017122-0.0015054i,-0.00050228-0.0014284i,-0.00069049-0.0005302i,-6.6548e-05-0.00044733i
0.0021735+0.0013732i,0.0024466+0.00042072i,0.0021673-0.0013232i,0.00013067-0.0005521i,-0.00011754+0.0011774i,0.0013344+0.0014796i,0.00088433+0.00054298i,5.2945e-05-0.00024812i,-6.7421e-05-0.00043286i,4.9133e-05-0.00061084i,0.00021431-0.00047281i,0.00054465-0.00041531i,-8.2689e-05-0.0010696i,-0.00074067-0.0010123i,-0.00028125-0.00074684i,0.00026027-0.0011161i,0.00050931-0.00088749i,0.00094148-0.00038947i,0.00089369-0.00021944i,0.0011723-8.3743e-05i,0.0011318+0.00040917i,0.0005167+0.00046018i,1.9823e-05+0.00027131i
-0.0018695-0.00025418i,-0.0017061-0.001744i,-0.0027147-0.0016524i,-0.0020502-0.00071177i,-0.00059662+0.0010709i,0.0010728+0.00092875i,0.0017438-0.0005777i,0.00097578-0.00024851i,-0.00024786+0.00062964i,-0.00036983+0.00089668i,9.4741e-05+0.0010398i,0.00041463+0.00080094i,0.0010096+0.0003566i,0.0014419+0.0002499i,0.0018737-3.1487e-05i,0.0013881-0.00037977i,0.00035294-0.00080326i,0.00022271-0.0010646i,0.00049153-0.00047583i,0.00010473+0.00015358i,-0.00019053-0.00022046i,-0.0001908-0.00026751i,2.1615e-05+0.00021954i
0.00037034-0.0015663i,0.00068707-0.0015739i,-0.00085466-0.0018483i,-0.0011328-0.0017464i,-0.00046357-0.00021556i,0.00017763+0.00025504i,0.00039223-0.00014935i,-0.00047332-0.00070282i,-0.00054903-0.00076543i,0.00021642+7.8313e-05i,-0.00026192+0.00011352i,-0.0005145-0.00023375i,0.00040421+0.0004269i,0.0011948+0.00052325i,0.0012617+3.9728e-05i,0.00068982-0.00027519i,0.0002468-5.4192e-05i,0.00025273+0.00015497i,9.5215e-05-5.6664e-06i,-0.00019848+1.8717e-05i,-0.0001158+0.00069664i,-0.0006275+0.00066632i,-0.00099938-0.00043284i
