-0.0030314+0.0018319i,-0.0027027+0.0014259i,-0.0032131+0.0010109i,-0.0014851+0.0010058i,0.00064785+0.00092261i,0.0015083+0.00025657i,0.00027897+0.00084911i,-0.00021045+0.0014092i,0.00070121+0.0010351i,0.0011044+0.000682i,0.00097114+0.00028999i,0.00080243-0.00057598i,9.7803e-05-0.0012745i,3.8696e-05-0.0010535i,0.00014178-0.00025036i,3.1967e-05+0.0006379i,-9.8161e-05+0.00071377i,-0.00011058+0.00068043i,-0.00010063+0.00072859i,0.00034757+0.00076184i,0.00057134+0.00037666i,0.00012432+6.2977e-05i,7.0955e-05+3.9041e-05i
0.0016289+0.0047838i,0.0010279+0.0038026i,0.0017788+0.0025966i,0.0032797+0.0017153i,0.0028064+0.0013948i,0.0019596+0.0014266i,0.0014823+0.002566i,-7.9556e-05+0.0041416i,-0.0011315+0.0047851i,0.00017756+0.0028229i,0.0026609+0.00036433i,0.0036547-0.00066196i,0.0020631-0.001231i,0.0006239-0.0014134i,0.0002934-0.00039631i,-0.00014637+0.00040638i,-0.00011289+0.00060744i,-0.00018513+0.00050385i,-0.00046574+0.0011065i,-0.0010311+0.0018374i,-0.0014537+0.00116i,-0.0011501+9.0237e-05i,-0.00055709-0.0004548i
0.0010433-0.0029159i,0.00010159-0.0038591i,-0.0011356-0.0051942i,-0.0023276-0.0040415i,-0.0025953-0.0017939i,-0.0015485+0.0010337i,-0.0006443+0.0027544i,9.3775e-05+0.0028947i,0.00069468+0.0026828i,0.00060986+0.002144i,0.00072559+0.0015909i,0.00053884+0.00060077i,0.00046935+0.00080812i,0.00081122+0.0018035i,0.00014979+0.0019279i,-0.00028069+0.0017564i,7.9102e-05+0.001226i,0.00017222+0.00040334i,-0.00042572-0.00039581i,-0.00055697-0.00032947i,-0.00036951+0.00029191i,-0.00069907+0.00012284i,-0.00068654-0.00072349i
-0.001076-0.0021245i,-0.0015825-0.0022512i,-0.0019992-0.0014107i,-0.0023909+0.00090973i,-0.0015437+0.0024605i,0.00025277+0.0013758i,0.0013168-0.001649i,0.0018951-0.0022595i,0.0015825-0.0013961i,-5.069e-05-0.00070366i,-0.0024941-0.00016991i,-0.003405+0.00036599i,-0.0019207+0.0010452i,-0.00049679+0.0013721i,-0.0002583+0.0014161i,5.0823e-05+0.0015028i,0.00057846+0.0012404i,0.00074051+0.00029842i,0.00029337-0.00037749i,-0.00047461-0.00023109i,-0.00033739-0.00034306i,-0.00046565-0.00075072i,-0.0011878-0.0012377i
0.0038176-0.0041794i,0.0036193-0.0051053i,-0.00028757-0.0041411i,-0.0023707-0.0014416i,-0.0017972+0.00060387i,-0.00058975-0.00054586i,0.00046123-0.0036964i,0.00074839-0.005761i,0.00063645-0.005842i,-0.00051461-0.0046017i,-0.0030293-0.0028109i,-0.003872-0.00085269i,-0.0026751+0.00080457i,-0.0011199+0.00089234i,0.00080542-9.7093e-05i,0.001793-0.0005972i,0.00067954-0.00032339i,-0.0004962-0.00023435i,-0.0013409-0.000192i,-0.0011263-0.00049243i,-0.00013494-0.00097333i,5.9372e-05-0.00071632i,7.5773e-05+0.00023336i
0.0039412+0.0015299i,0.0039169+0.0016381i,0.00346-0.00092526i,0.0023244-0.0020319i,0.0020692-0.00082289i,0.0031061+0.00035329i,0.0027099-0.0005214i,0.0011789-0.0027495i,0.0006244-0.0033599i,-2.9702e-06-0.0019833i,-0.00040117-0.00083576i,0.00025695-0.00011717i,0.00028536-0.00044771i,0.00031309-0.0010725i,0.00046462-0.00088023i,0.00085159-0.00099751i,0.00067141-0.00090688i,-3.1586e-05-0.00018522i,0.00030797+0.0013224i,0.00057749+0.0018594i,0.00033585+0.0017073i,0.00031615+0.0019789i,0.00099349+0.0019585i
-0.0036894+0.0042237i,-0.0041499+0.0029185i,-0.00099611+0.001198i,0.0020434-9.5894e-06i,0.0031416-0.00058052i,0.0024524+0.00078718i,-4.7561e-05+0.0026914i,-0.0027087+0.0037735i,-0.0026682+0.0034153i,0.00060841+0.0020452i,0.0032525+0.0012233i,0.0032078+0.00071269i,0.0022471-0.00073838i,0.0011243-0.0018317i,0.00090722-0.0010695i,0.00097868-0.00020764i,0.00044843-0.00018624i,-0.00021278-0.00018146i,-0.00046672+0.00067551i,-0.00016699+0.0016437i,0.00033665+0.0015188i,0.00059767+0.00019607i,-0.00044793-0.00056293i
0.0032373-0.0020467i,0.0046258-0.0030267i,0.0044255-0.0034044i,0.0028444-0.0034868i,0.00088706-0.0031008i,-0.00054583-0.00087505i,-0.0011105+0.0026563i,-0.0021816+0.0055583i,-0.002755+0.0054379i,-0.0014964+0.0034441i,0.00062486+0.0025092i,0.0013233+0.0023051i,0.00099858+0.0010234i,0.0004544+0.00047466i,0.00043918+0.00049139i,0.00031084+0.00076749i,-0.0007855+0.001691i,-0.00083395+0.0015964i,0.00024322+0.000676i,-0.00031578+3.6029e-05i,-0.0011531-0.00018098i,-0.00092923-0.00064155i,-0.00085376-0.00081182i
-0.0014777+0.0011983i,-0.0014219+0.0015365i,-0.0025939+0.0030903i,-0.0026022+0.0044107i,-0.0012071+0.0035638i,0.00056013+0.0015888i,0.0010909+0.00028419i,0.00090807+0.00083743i,-7.4442e-06+0.0018429i,-0.0013559+0.0014533i,-0.0030217-0.00025574i,-0.0031529-0.0013364i,-0.0022519-0.00077091i,-0.0018415-6.731e-05i,-0.0017804+0.00045752i,-0.0021012+0.0010929i,-0.0017263+0.00078276i,-0.00018901-0.00060884i,0.00078047-0.0002402i,0.0011342+0.00045193i,0.0009041-5.826e-06i,0.00064602-0.00044305i,0.00051033-0.00097713i
0.00011966-0.0019242i,0.0003347-0.0024531i,-0.0013323-0.00264i,-0.0017046-0.00030532i,0.00035867+0.0027296i,0.0021555+0.0014875i,0.0027903-0.002973i,0.002904-0.0053466i,0.002011-0.0044863i,-0.00012672-0.0034302i,-0.002351-0.0031473i,-0.0031374-0.0019411i,-0.0026612-0.001584i,-0.0017901-0.0020656i,-0.00052327-0.0011817i,0.00029248+0.0005069i,1.2082e-05+0.0012313i,0.00019453+0.00055294i,0.00037316-3.0877e-05i,-1.8633e-05+6.2914e-05i,-0.00017424+0.00027405i,2.6175e-06+0.00064045i,0.00061009-0.0001292i
0.00032575+0.0071474i,0.0012037+0.0068303i,0.0029582+0.0039948i,0.0038562+0.00014431i,0.0044471-0.0025297i,0.0044774-0.0037833i,0.004105-0.0043597i,0.0033252-0.0045822i,0.0029776-0.0046045i,0.0023375-0.0039872i,0.001036-0.0030085i,0.00096897-0.0020053i,0.00078925-0.00061768i,-0.00044845+0.0010216i,-0.00029637+0.0017182i,0.0012465+0.0011055i,0.0021738+0.0002851i,0.0018923-0.0003077i,0.0012829-0.00020017i,-4.8014e-05+0.00025592i,-0.00065806+0.00021913i,-8.537e-05+0.00098208i,0.0005581+0.0013412i
-0.0020955-0.0030014i,-0.0032255-0.003296i,-0.0021993-0.0016976i,-9.4121e-05-0.00080919i,0.00033609-0.0011962i,0.00082094-0.00090779i,0.00183-0.00015037i,0.0011192-0.00037722i,9.204e-06-0.00044441i,0.00074249+0.001028i,0.0025941+0.0017732i,0.0033935+0.0018343i,0.0027656+0.002068i,0.0011908+0.0016954i,0.0010771+0.00096543i,0.0012976+0.00077498i,0.00070419+0.00023701i,-9.5847e-05-2.6682e-05i,-8.5833e-05+0.00039465i,-0.00013162+0.00055734i,-0.0013555+0.00065388i,-0.0017967+0.0014193i,-0.00097358+0.0020998i
0.0012958-0.0018912i,0.0023416-0.0023531i,0.0009914-0.0014416i,-0.00084334+0.0014526i,-0.0028039+0.0033768i,-0.0029344+0.0041128i,-0.0019967+0.0046016i,-0.0031709+0.0051178i,-0.0039619+0.0056098i,-0.0021798+0.0051209i,0.00032723+0.0039799i,0.001376+0.0034244i,0.0014451+0.0024165i,0.0015453+0.001031i,0.0014437-0.00023872i,0.0001336-0.00038975i,-0.0003788+9.9212e-05i,6.5982e-05-0.00030919i,-0.00066783-0.00093471i,-0.00098563-0.0002182i,-0.00047591+8.5303e-05i,-0.00024215-0.00074505i,-0.0014406-0.00056964i
0.0019021+0.0011702i,0.0014306+0.0020794i,7.1405e-08+0.002074i,-0.00098694+0.0028629i,-0.00081132+0.0041031i,-0.0019965+0.0035181i,-0.0036221+0.0036055i,-0.0038981+0.0043417i,-0.0024959+0.0040265i,-0.0014006+0.0030359i,-0.0015346+0.0015268i,-0.0013767+9.6689e-05i,-0.00092406-0.00072615i,-0.0011873-0.0016633i,-0.0018579-0.0016985i,-0.0018549-0.0010228i,-0.00056793-0.001118i,-8.3278e-05-0.002017i,0.00029753-0.001163i,0.00019572+0.00072667i,-0.0004476+0.00087742i,-0.0001711-0.00047705i,-0.00060559-0.001254i
0.0017921+0.0028342i,0.0023096+0.0015949i,0.002513-0.0005293i,0.0021859-0.0014998i,0.0033073-0.0015293i,0.0037751-0.0023454i,0.0024859-0.003825i,0.0026816-0.0038457i,0.0028542-0.003154i,0.00081783-0.0032662i,-0.0019732-0.0029386i,-0.0020108-0.0031806i,-0.00093341-0.003274i,-0.00012769-0.0027477i,0.00042662-0.001155i,0.00053238+9.8956e-05i,0.00036051+6.3328e-05i,-0.00011649-0.00014321i,0.00032053-0.00046053i,0.00094447-0.00083165i,0.00098294-0.00028284i,0.0010178-0.0005646i,0.0010486-0.0014864i
-0.0026037+0.0023881i,-0.0027745+0.0030669i,-0.0013112+0.0023599i,0.00084805-0.00085384i,0.0035701-0.0042313i,0.0053633-0.0053298i,0.0060797-0.0057846i,0.0056605-0.0073397i,0.0031449-0.0063718i,0.0011473-0.0035141i,0.00047954-0.0018592i,-0.00017129-0.0013928i,-0.00097824-0.00088605i,-0.001668+0.00024987i,-0.00064335+0.0011711i,0.001771+0.0016804i,0.0027019+0.0023703i,0.0015522+0.0028668i,0.0011187+0.0016642i,0.00090401-0.00025862i,0.00034959-0.00043854i,0.00068221+0.00037088i,0.0014102+0.00043612i
-0.00066877-0.0028894i,-0.0018081-0.0029956i,-0.0021314-0.0020553i,-0.001659-0.00086907i,1.696e-05+0.00042986i,0.0015519+0.00079693i,0.0023635-0.0011197i,0.0017841-0.0022102i,0.00093246-0.00099289i,0.0006892+0.00094926i,0.0012707+0.0021706i,0.00094834+0.0028391i,2.4475e-05+0.003412i,-0.00033123+0.0038019i,-0.00031118+0.0030632i,4.9735e-05+0.0021344i,0.00021602+0.0024293i,0.00017629+0.0025601i,-3.8271e-06+0.0018529i,0.00018812+0.00028383i,-0.00058271+0.0002523i,-0.0011114+0.0015074i,0.00046119+0.0015125i
0.0050694-0.0005631i,0.0064044-0.001809i,0.0051216-0.0026111i,0.0019486+0.00069075i,0.00031261+0.0045606i,0.00048454+0.0059675i,-0.00038092+0.0056862i,-0.0028743+0.0050868i,-0.0036352+0.0045504i,-0.0016805+0.0037352i,-0.00028127+0.0033334i,0.00036513+0.0035497i,-0.0002312+0.0038472i,-0.00076773+0.0028095i,-0.00089531+0.00045816i,-0.0010537-0.0015581i,-0.00075761-0.0019003i,0.0005377-0.001436i,0.00093585-0.00057743i,-0.00045792+0.00085933i,-0.0015126+0.0013372i,-0.0019966+0.00088313i,-0.0020216+0.00015817i
-0.0043347-0.00027391i,-0.0039925+0.00027784i,-0.0028936+0.0027517i,-0.0014191+0.0061482i,-2.3765e-05+0.006135i,-0.00020105+0.0035896i,-0.0039923+0.0031218i,-0.0074219+0.0052502i,-0.0063251+0.0059365i,-0.0026996+0.0031703i,-0.00020744+0.0006458i,0.00027774-0.0004066i,0.00043773-0.00095527i,9.3077e-05-0.0014486i,-0.00014128-0.0020514i,1.9477e-05-0.0024631i,3.4222e-05-0.0024126i,0.00010924-0.0025818i,-0.00035101-0.0016804i,-0.0010372+7.9887e-05i,-0.00097524+0.00090668i,-0.00058203+0.00021375i,-0.00098221-0.00060643i
0.00048699-0.0018467i,0.0015082-0.0017095i,0.0012684-0.0028043i,-0.0008329-0.0036205i,-0.0016041-0.0041933i,-0.00077811-0.0045788i,-0.00025766-0.0031988i,0.00040775-0.00044926i,0.0013066+0.00079299i,0.00090883-0.00043432i,-0.00012615-0.0017481i,-0.00016329-0.0024897i,0.00095125-0.0041094i,0.0016869-0.0043374i,0.00054574-0.0027755i,-0.00019052-0.0019941i,-7.9885e-05-0.0020441i,-0.00059556-0.0018589i,-0.00050771-0.00070041i,0.00021929+0.00072649i,0.00033864+0.0012612i,2.7294e-05+0.0011176i,-0.00033023+0.00062041i
-0.0014525-0.00095803i,-0.0029684+0.0010832i,-0.005485+0.0023678i,-0.0048545+0.00066173i,-0.0011829-0.0016278i,0.002215-0.002702i,0.0041153-0.0041131i,0.0050838-0.0053214i,0.0041849-0.0044177i,0.002225-0.0025335i,0.0012664-0.00073157i,0.00039576-0.00023065i,-0.0005086-0.0012315i,-0.00038764-0.00090885i,-0.00032246+0.00084709i,-0.00011108+0.0016247i,-0.00019302+0.0021195i,-0.00075897+0.0014842i,-0.00053678-0.00041422i,-0.00062302-0.0014272i,-0.00061437-0.00074914i,-0.00010627-0.00038815i,0.00069757-0.00069269i
0.0025443-0.0030705i,5.6377e-05-0.0054879i,-0.0025278-0.0086036i,-0.0024852-0.0074063i,0.00012525-0.0019753i,0.0037389+0.0017383i,0.0054636-0.00022337i,0.0042999-0.0045104i,0.0015656-0.0052153i,-0.00014277-0.0021234i,-0.00087425+0.0011777i,-0.0014578+0.0026468i,-0.0019442+0.0029506i,-0.001732+0.0036734i,-0.0014594+0.0041833i,-0.0013828+0.0036197i,-0.0013722+0.0027243i,-0.00055325+0.0011081i,0.00065712+0.00027356i,0.00080054-0.00057915i,-1.169e-05-0.00061718i,-0.0002437+0.00054089i,0.00046151+0.00069643i
0.0027923+0.0027836i,0.0047635+0.0011802i,0.0082728-0.00056836i,0.0084038+0.0015893i,0.0059672+0.0051393i,0.0038838+0.0060209i,0.0018147+0.004741i,-0.00092642+0.0020476i,-0.0024228+0.00013733i,-0.00204-0.00021635i,-0.0015315+0.0004488i,-0.0017753+0.0013511i,-0.0019158+0.0025353i,-0.0015519+0.0027977i,-0.00091594+0.0016947i,-0.00063195+0.0008065i,0.00062893+0.00084825i,0.0021706+0.0013299i,0.0017593+0.00092049i,0.00063376-0.00022512i,0.00025902-0.00080506i,-6.1342e-05-0.00093838i,0.00027976-0.00017434i
0.0042905-0.0019916i,0.0038559-0.0035765i,0.0040541-0.0036365i,0.0035696-0.0018831i,-0.0001104+9.8055e-05i,-0.0040879+0.0022505i,-0.0059786+0.0046305i,-0.0060326+0.0061561i,-0.0045373+0.0054636i,-0.0018877+0.0031386i,0.0007089+0.00072201i,0.0021214-0.0001781i,0.0022641+0.00022111i,0.002161+3.2014e-05i,0.0023397-0.00036752i,0.0017685-0.00085939i,0.0010042-0.00049654i,0.0010755-0.00043791i,0.001194-0.00033803i,0.001445+0.00075834i,0.001677+0.0010518i,0.00058187+0.00074352i,0.0001745+9.0347e-05i
0.00025759+0.0014394i,0.0012896+0.0022581i,-0.00056845+0.0039979i,-0.0029813+0.0048239i,-0.0034888+0.0022071i,-0.0030392-0.001039i,-0.0036545-0.00051382i,-0.0033876+0.0034817i,-0.00097411+0.0058078i,0.0019019+0.0037528i,0.0033614+0.00040539i,0.0034894-0.0015334i,0.0027455-0.0023541i,0.002827-0.0029672i,0.0025734-0.0027958i,0.0017521-0.002019i,0.0014628-0.0011518i,0.00092409-0.001159i,-0.00010422+0.00046883i,-0.00030111+0.0027755i,8.2781e-05+0.0028041i,-0.00060699+0.0015817i,-0.0012983+0.00053352i
-0.00077476+0.0019746i,-0.0037606+0.0026622i,-0.0069383+0.003164i,-0.0076685+0.0018831i,-0.005044-0.00057083i,-0.0019522-0.0026217i,-0.00063084-0.0031761i,0.00013846-0.0025442i,0.0014143-0.00057063i,0.0018647+0.00034788i,0.0013115+0.00013523i,0.00080362+0.00025764i,0.0009589-0.00019853i,0.00091653-0.0002075i,-0.00052967-4.2743e-05i,-0.00086488+0.0001837i,-2.2887e-05-4.0334e-05i,-0.00071768-0.00037111i,-0.0023122-8.632e-05i,-0.0026149+0.00037485i,-0.00199+0.00022169i,-0.0013105-0.00080849i,-0.00074787-0.0015416i
0.0023579-0.0011717i,0.0015632-0.0031854i,0.00072904-0.0075914i,0.0014128-0.009534i,0.0044728-0.0061532i,0.0076982-0.0032943i,0.0084668-0.0043961i,0.0060424-0.006007i,0.0021663-0.005104i,-0.0015745-0.0019966i,-0.0042567+0.00061794i,-0.0056402+0.0015306i,-0.0053601+0.0019189i,-0.0044726+0.0021572i,-0.0035438+0.0021856i,-0.0028067+0.002233i,-0.0024894+0.0020507i,-0.0017248+0.0015405i,-0.00066073+0.00037994i,-0.00063996-0.00096735i,-0.00098323-0.0014279i,-0.00067543-0.00073142i,-0.00070711+0.00011442i
-0.0038353-0.00061665i,-0.0047216-0.0021269i,-0.0017013-0.0020996i,0.0037742-0.0011553i,0.0064658+0.00020633i,0.0057827+0.0013181i,0.0043136+0.00056998i,0.0014427-0.0036617i,-0.0018785-0.0055112i,-0.003474-0.0030443i,-0.0033221-0.00099664i,-0.0028962-0.00039797i,-0.0037182+0.00035454i,-0.0045793+0.0013476i,-0.0035052+0.0012479i,-0.001452+0.00042666i,-0.00066415+0.00084009i,-0.00050246+0.00055742i,0.00021082-0.0010479i,0.00035336-0.002317i,0.00049728-0.0018713i,0.00064332-0.00079395i,0.00031445-8.085e-05i
0.0056016+0.0018736i,0.0085492-0.00079774i,0.010656-0.0034365i,0.0082197-0.0016858i,0.0028356+0.0024927i,-0.0013214+0.0049187i,-0.0028728+0.0052861i,-0.0037844+0.0048598i,-0.0036893+0.0031982i,-0.0020916+0.0012156i,-8.5217e-05-0.00046535i,0.0008321-0.0010603i,0.00068818-0.0010636i,0.00087437-0.0002086i,0.0018138+0.00064954i,0.0023757+0.00060418i,0.0019698+0.00035707i,0.0013666+0.00020729i,0.0015239+0.00011385i,0.0019056+0.00057163i,0.0012025+0.00061316i,0.00061222+0.00085211i,0.00093904+0.00050467i
-0.0040912+0.0049658i,-0.0015119+0.0071841i,0.0030574+0.010061i,0.0029144+0.012318i,-6.0738e-05+0.010107i,-0.00065665+0.0058012i,-0.0011397+0.0048775i,-0.0016748+0.0077577i,0.0012524+0.0088499i,0.0057226+0.0054862i,0.0069493+0.0020246i,0.0063633+0.00014254i,0.0055452-0.0014946i,0.0037344-0.0019239i,0.0029218-0.0014131i,0.0026973-0.00068249i,0.0023845-0.00032578i,0.0019148+0.00025183i,0.0016325+0.0016986i,0.0021216+0.002142i,0.0017802+0.0011053i,1.1362e-05+0.0003045i,-0.00047062-6.473e-05i
0.0043138-0.0053903i,0.0031113-0.0049883i,-0.003078-0.0019868i,-0.0070526+8.9766e-05i,-0.004554-0.0015664i,-0.0013691-0.0038212i,8.9509e-05-0.0029231i,0.001853+0.0012613i,0.0034817+0.0045213i,0.0035483+0.0038069i,0.0022738+0.0027057i,0.0016939+0.002812i,0.0034117+0.001518i,0.0037649+0.00035143i,0.0018165-0.00069315i,0.00040304-0.0017235i,0.00051401-0.0017005i,0.00038114-0.00031296i,-0.00026861+0.0010929i,-6.3715e-05+0.0020495i,-1.8397e-05+0.0019588i,9.6326e-05+0.00046933i,-0.00034075+0.00023062i
0.0026657+0.0017793i,0.00040898+0.0033583i,-0.0038329-0.0008156i,-0.0077701-0.0064354i,-0.0071179-0.006746i,-0.0011317-0.0044013i,0.0035274-0.0050442i,0.0020401-0.006738i,-0.0018431-0.0056722i,-0.0041193-0.0035946i,-0.005595-0.001198i,-0.0062689+0.00041228i,-0.0054451-9.698e-05i,-0.0042664-0.0005757i,-0.0033371-0.00071111i,-0.0019696-0.00053326i,-0.0015471-0.00038345i,-0.0021357-0.00046097i,-0.0025497-0.00026335i,-0.0029384-0.00060492i,-0.0025118-0.00025343i,-0.0014321+7.4419e-05i,-0.00093238+0.00016094i
-0.00094981+0.0017609i,-0.0036202-0.0034779i,-0.004504-0.0097129i,-0.0013315-0.010322i,0.0019028-0.0058963i,0.0023276-0.0019788i,0.0019572-0.0023609i,8.2096e-06-0.0066322i,-0.003942-0.0084612i,-0.0068415-0.0064837i,-0.0067-0.0041031i,-0.0062716-0.0031085i,-0.0066237-0.0015089i,-0.0061922+0.00051381i,-0.0049682+0.00068294i,-0.0026971-3.0102e-05i,-0.0021266-0.00052878i,-0.0021519-0.00092011i,-0.0016172-0.0010564i,-0.0015564-0.0015134i,-0.0011348-0.001887i,-0.00041041-0.0010626i,0.00027141-0.00036041i
-0.0048328+0.003467i,0.00024926+0.0010519i,0.0096034-0.003817i,0.013755-0.0052785i,0.010354-0.0025609i,0.0048228+0.0010232i,-5.3987e-05+0.0017786i,-0.0033056-0.00024189i,-0.004557-0.0017264i,-0.0040684-0.0018877i,-0.0013418-0.0024701i,0.00074245-0.0025604i,-0.00079924-0.0015276i,-0.0020119-0.00017345i,-0.0006472+0.0014358i,0.00052337+0.001753i,0.00067417+0.0011459i,0.00072975+1.913e-05i,-7.1098e-05-0.0010265i,-1.9083e-05-0.0013434i,0.00045816-0.00094338i,0.00049576-0.00012556i,0.00027058-0.00027886i
0.0038973-0.0079838i,0.004787-0.0071336i,0.0071778-0.0010142i,0.0076171+0.0051341i,0.0042401+0.0055555i,-0.00038155+0.0049651i,-0.00291+0.006107i,-0.0021628+0.0071319i,0.0017344+0.0065788i,0.005078+0.0045273i,0.0063318+0.0028392i,0.0066082+0.0023368i,0.0061799+0.002056i,0.0046828+0.0013537i,0.0034348+0.00079303i,0.0032646+0.0016008i,0.0031068+0.0024048i,0.0029187+0.0018368i,0.0018556+0.00075529i,0.0012234-0.00037701i,0.0012912-0.0001171i,0.0013254+0.00043178i,0.0015072+0.00022699i
0.01163+0.0031315i,0.01383+0.0061058i,0.011292+0.0087288i,0.0028581+0.0087465i,-0.001828+0.005416i,-0.0010297+0.00092776i,0.00076652-0.00028604i,0.0030626+0.0032841i,0.005925+0.0070826i,0.0069989+0.0057217i,0.0057436+0.0035284i,0.0050304+0.0038822i,0.0050788+0.0024288i,0.0035049+0.00056499i,0.0020442+0.00025562i,0.002005-0.00034685i,0.0018326+4.2448e-05i,0.0013157+0.00066116i,0.0010851+0.00068768i,0.0010447+0.001263i,0.00034498+0.00098885i,-0.00013335+0.00086486i,0.00027663+0.0014053i
-0.0063272+0.0023124i,-0.011347+0.0056514i,-0.016247+0.0087182i,-0.016824+0.0079806i,-0.0095001+0.0051872i,-0.0013614+0.0045172i,0.0032668+0.0033265i,0.0053883+0.001318i,0.00506-0.00012483i,0.0030728-0.0014654i,0.00024414-0.001193i,-0.0021956+6.1723e-05i,-0.0019392+0.00023086i,-0.00024948-0.0010026i,0.00016868-0.0018576i,-0.00025679-0.0015437i,-0.0016905-0.00081575i,-0.0023861+0.00047872i,-0.0014964+0.00078054i,-0.00061451+0.00043545i,-0.00064988+0.00062441i,-0.0011536+0.00021453i,-0.00075121-0.00039146i
-0.0015719+0.00078076i,-0.0051035-0.0029044i,-0.010105-0.012546i,-0.012172-0.017108i,-0.0095001-0.013008i,-0.0050576-0.0082567i,-0.002046-0.0083848i,-0.002195-0.0097037i,-0.0051702-0.0098642i,-0.0070895-0.0088753i,-0.0070245-0.0065366i,-0.0074544-0.0050598i,-0.007023-0.003091i,-0.0051862-0.00025246i,-0.0024132+0.00097114i,-0.00067312+0.00030419i,-0.0013703-0.0011058i,-0.0027403-0.0019334i,-0.0024995-0.0019336i,-0.00127-0.0015186i,-0.00068988-0.00093626i,-0.0010189-0.00038162i,-0.0013776-0.00049717i
0.0045239-0.0052311i,0.0056946-0.011319i,0.0093489-0.020368i,0.0092462-0.021865i,0.0039244-0.014701i,-0.0017772-0.0044481i,-0.003179+0.00072778i,-0.0047619-0.0022541i,-0.0076388-0.0062519i,-0.0085461-0.0062207i,-0.0072146-0.0042559i,-0.0047305-0.0023871i,-0.0037143+0.00080035i,-0.0036619+0.0033418i,-0.0023853+0.0036905i,-0.00047868+0.0023274i,0.00043709+0.00015868i,-9.9359e-05-0.0011325i,0.00026533-0.0016463i,0.00074109-0.0013409i,0.00048504-0.00058535i,0.00017288-0.00026481i,-0.00040502-0.00055089i
-0.03014-0.013976i,-0.027686-0.014531i,-0.021844+0.0089438i,-0.00082144+0.025664i,0.016543+0.026082i,0.020392+0.010677i,0.0090692-0.0013915i,-0.0022+0.00068882i,-0.0065172+0.0065409i,-0.0034005+0.010863i,0.0040118+0.0095117i,0.0071727+0.0047746i,0.0068079+0.0013621i,0.0062998-0.0012003i,0.0047686-0.0019093i,0.0012597+0.0012562i,-0.00035862+0.0053662i,0.00082657+0.0043483i,0.00036907+0.0003612i,-0.00056827-0.00038421i,0.00034999-0.00032163i,-0.0002462-0.0013251i,-0.00097588-0.00081089i
0.00075934+0.0076564i,0.0058965+0.011118i,0.011413+0.018947i,0.012995+0.02128i,0.010801+0.015397i,0.0080549+0.0077883i,0.0052181+0.0064037i,0.0048437+0.010119i,0.0058852+0.011597i,0.0067906+0.0095613i,0.0072218+0.0071829i,0.0065948+0.0051276i,0.005209+0.0014969i,0.0033559-0.0011547i,0.0012396-0.00087028i,-0.00045667-0.00013526i,-9.5199e-05+0.00078387i,0.0011199+0.0019051i,0.00060473+0.0017016i,1.6324e-05+0.001157i,7.6817e-06+0.0011476i,0.00043146+0.00066466i,0.0014417+0.00092222i
-0.0049906+0.0014719i,-0.0091117+0.0075667i,-0.017896+0.016878i,-0.018873+0.02139i,-0.0075085+0.018477i,0.0041907+0.010126i,0.00946+0.0030059i,0.011086+0.0016329i,0.011997+0.0025766i,0.010491+0.0028053i,0.0066992+0.0023342i,0.0040417+0.00034828i,0.0030542-0.0026929i,0.0028416-0.0049159i,0.0026332-0.0050327i,0.00095917-0.0034963i,-0.00023484-0.0016738i,-0.00033058-0.00012442i,-0.00018195+0.00012357i,0.00050633-0.00026061i,0.00061751-0.00053603i,0.00046369-0.00029767i,0.00026779+0.00080209i
-0.0031225-0.0010117i,-0.012723-0.0016026i,-0.023594-0.0030378i,-0.025938-0.005035i,-0.018199-0.0035365i,-0.0072631-0.0029617i,0.00067328-0.0064632i,0.0036686-0.0090076i,0.0030521-0.0086298i,0.0012344-0.00671i,-0.00086285-0.0047369i,-0.0024292-0.003887i,-0.001943-0.0039224i,-0.00085961-0.0034969i,-0.00036813-0.0025174i,-0.00051892-0.0020387i,-0.0013941-0.0024057i,-0.0024072-0.0020781i,-0.0015552-0.0019135i,7.6687e-05-0.0016795i,8.275e-05-0.00051365i,-0.00058481-0.00045771i,-0.00095472-0.0010707i
-0.0045382-0.00032605i,-0.0087383-0.0073783i,-0.010997-0.015821i,-0.011153-0.01752i,-0.011574-0.01079i,-0.0098157-0.0049042i,-0.008282-0.0047548i,-0.0090828-0.0075606i,-0.010327-0.0078222i,-0.0098931-0.0057655i,-0.0076539-0.004341i,-0.0054569-0.0029075i,-0.0043524-0.00077708i,-0.0039015+0.0013988i,-0.0027275+0.0025307i,-0.0010971+0.0018339i,-0.00016974+0.00048564i,-0.00049982-0.00073731i,-0.00070851-0.00089224i,-0.00039656-0.00061664i,-7.7997e-05-0.00041389i,-0.00018355-0.00016775i,-0.00023128-0.00033748i
0.0023825-0.0058968i,0.0093356-0.014592i,0.01904-0.021116i,0.023124-0.020591i,0.017364-0.014193i,0.0073868-0.0068558i,-0.002615-0.0018591i,-0.0098228+0.00096764i,-0.011854+0.0017303i,-0.010004+0.00084134i,-0.006635+0.0011951i,-0.0037281+0.0030423i,-0.0024764+0.0046697i,-0.0018523+0.005465i,-0.0012218+0.0047326i,-0.00045524+0.0034081i,0.00073833+0.0025214i,0.0016269+0.0014828i,0.0007826+0.0012105i,4.5293e-05+0.0014421i,0.00031729+0.00097247i,0.00034248+0.00019623i,-0.00052498-0.00070057i
