-0.00074699+0.00023502i,-0.00085014+0.00079529i,-0.0010104+0.00071246i,-0.00081511+0.00036332i,-0.001104+0.00089894i,-0.00041779+0.00069927i,-0.00010365+0.00087319i,0.00023942+0.0014917i,0.0011289+0.0019347i,0.00092621+0.0006927i,0.00024922-0.00077665i,-0.00027746-0.0011986i,-0.00038719-0.00090316i,4.5967e-05-0.00045053i,0.0010093+0.00012563i,0.00062983+0.00069046i,-0.00046005+4.3735e-05i,-0.00071995-0.0007663i,0.0001015-0.0010736i,0.00086928-0.0008859i,0.0006721+4.3563e-05i,0.00060219+0.00026671i,0.00099014-4.7207e-06i
0.00044287-0.0013186i,-0.00091937-0.0017473i,-0.0026172-0.001203i,-0.0028795-0.0012061i,-0.0018307-0.00041107i,-0.00071125+0.00042072i,0.00027023-0.0002227i,0.0010392-0.00075876i,0.00049736-0.00073641i,0.00010053-0.00056681i,0.00033434+3.7004e-05i,0.00010406+0.00061615i,-0.00020215+9.7531e-05i,-0.00011359+4.6305e-06i,0.00026058+0.00036788i,-2.8726e-05+0.0011276i,-0.00065699+0.00035877i,-0.00051982-0.00095014i,4.3336e-05-0.00085057i,0.0011677-0.00045548i,0.0013687-3.3941e-05i,0.00015111+1.0997e-06i,-0.00047162-0.00045298i
0.00082522+0.002227i,-7.5796e-05+0.0017219i,0.00088174+0.0013036i,0.0010778+0.0012525i,-0.00053412+0.00060271i,-0.0014545-0.00028459i,-0.0011564-0.0005516i,-0.00067865-0.00061492i,0.000178-0.00077597i,0.00062233-0.00078563i,0.00013973-0.00038053i,9.6619e-05-0.00023927i,-1.0446e-05-0.00019537i,-0.0016054+0.00019266i,-0.0020761-0.00013987i,-0.0013022-0.00027023i,-0.0010035-0.00043367i,-0.00041111-0.00068541i,-0.00015583-0.00059805i,-4.0706e-05-0.00079057i,5.8445e-05-0.0010206i,1.4333e-05-0.00069803i,-6.453e-05-0.00046211i
-0.0023462+0.003022i,-0.00028849+0.0031775i,0.003251+0.0027708i,0.0032754+0.00093354i,0.00072591-0.00039209i,-0.00055827-0.0011364i,-0.00077614-0.0015394i,-0.00043501-0.0013521i,0.00012492-0.0010268i,0.00030854-0.00095525i,0.00026857-0.00092061i,4.6682e-05-0.00086739i,-0.00022306-0.00073909i,-0.0015972-0.00034369i,-0.0017848+2.3829e-05i,-0.00042599+0.00033952i,-0.00038208+0.0011274i,-0.00076806+0.00017598i,-0.00085263-0.00078876i,-0.000749-0.00068885i,-0.00024533-0.00064936i,0.00037093-0.000136i,-0.00014638-0.00010855i
-0.0011447-0.0015796i,-0.0023085-0.0023328i,-0.0033527-0.0017208i,-0.0032611-0.00041169i,-0.0022675+0.00013776i,-0.0015292-9.5307e-05i,-0.00052063-0.00034084i,-0.00069683+0.0002735i,-0.0006567+0.00051444i,-6.3798e-05+7.2487e-05i,0.00010185-0.00038706i,0.00089642-0.00059811i,0.0012319-0.00093245i,0.00065837-0.00099257i,7.0878e-05-0.0011762i,4.3823e-05-0.0014618i,0.00026375-0.0012044i,-0.0005581-0.00062284i,-0.00087147-0.00012553i,-0.00053825+0.00038417i,-0.00048228+0.0012062i,5.909e-05+0.0010084i,-3.3414e-05+0.00021694i
0.00059653+0.00045729i,0.0010018+0.00072652i,0.00029131-0.00018335i,-0.0016873-0.00037404i,-0.0021898+0.0014543i,-0.0016+0.0011985i,-0.00080835-0.00055254i,0.00046049-0.0003894i,-0.00012989-0.00016553i,-0.00095675-0.00034768i,-0.00058999-0.00082422i,0.00018021-0.0010888i,0.00068781-0.0006882i,0.00080649-0.00016367i,0.0012879-0.00024726i,0.00090898-0.00070267i,0.00015708-0.0005681i,0.00010658-0.00026215i,5.4872e-05-0.00017044i,0.00053623-0.00050932i,0.00055709-0.00017457i,-0.00030304+0.00043724i,-0.00050866+0.0003157i
-0.0011636-0.00019066i,-0.0038622-1.4366e-05i,-0.0042937+0.0013135i,-0.0032368+0.0016096i,-0.0024665+0.00035258i,-0.0019435-0.0006427i,-0.00091222-0.0010061i,0.00022894-0.0008976i,0.00055062-0.0011862i,0.00031158-0.00071373i,0.00038255+0.00053509i,0.0003134+2.8024e-05i,-0.00050667-0.00089193i,-0.0010089-0.0011432i,-0.0005514-0.00087595i,3.0047e-05-0.00042867i,-0.00031953-0.00023087i,-0.00010605-0.00035357i,0.00044986-0.00060927i,0.00018763-0.00068989i,0.00070246+0.00010753i,0.00084068+9.4075e-05i,0.00035316-0.0001736i
-2.8839e-05-0.0010025i,-0.001413-0.0018237i,-0.0024701-0.00095122i,-0.0017329+0.00061122i,-0.0016893+0.0016771i,-0.00059712+0.0014073i,0.00069527-0.00068777i,0.0014722-0.0022567i,0.0011285-0.0020653i,0.00029254-0.0011853i,5.9643e-05-0.00025141i,-0.00010796+0.00011982i,-0.00012498-0.00011535i,0.00021282+0.00033011i,0.00082424+0.00046576i,0.0010466+0.00022949i,0.00073265+0.00034488i,0.00033465+0.00013042i,-0.00010033-0.00058093i,-0.00043244-0.0014521i,-0.00073531-0.00099424i,-0.0011054+0.00038987i,-0.0010137+0.00060825i
-0.0005129+0.00013954i,-0.00053167-0.00039436i,-0.0001741-0.0014438i,-1.8858e-05-0.0015864i,-0.00035531-0.00034711i,-0.00052463+0.00077637i,-0.00080061-5.4704e-05i,-0.0009148-0.00088716i,-0.00088248-0.0011116i,-0.00055291-0.00058436i,0.00026503+0.00028855i,2.7909e-05+0.00020216i,-0.00018703-9.9807e-05i,0.0005274+0.00051076i,0.00047011+0.0011208i,0.00033856+0.00094503i,-0.00033896+0.00063438i,-0.00070744-0.00010538i,-9.4931e-05-0.00026817i,0.00035774-0.00060074i,0.00038278-0.001323i,0.00010381-0.0010026i,5.9897e-05-9.9145e-05i
-0.00076891+0.0017988i,-0.00035533+0.0020151i,-0.00020181+0.0005763i,-0.00098511-0.00066075i,-0.0017464-0.00092093i,-0.001969-0.00034841i,-0.00066907-0.00019261i,0.00018909-0.00015149i,-0.00018008-0.00025835i,-0.00068924-0.000352i,-0.0013687+0.00030563i,-0.00088613+5.5442e-05i,0.00018811-0.00046627i,-0.00035114-0.00033075i,-0.0012806+0.00024173i,-0.0007856+0.0001875i,-0.00056941+0.00027712i,-0.00027916+0.001137i,0.00019185+0.00086942i,-4.8008e-05+0.00032675i,-0.0001656+0.00071517i,-0.00013471+0.00053377i,-0.00047093-0.00090398i
0.0011485-0.0022235i,-0.00029906-0.0013174i,-0.00098708+0.00020712i,-0.0015788+0.00095974i,-0.0015163+0.0011686i,-0.0001884+0.00079961i,0.00085192+0.00036292i,0.00024866-2.2277e-05i,-1.4452e-05-0.0002503i,0.0006619-0.00069866i,-2.9309e-05-0.00047569i,-0.00033769-0.00053082i,7.2324e-05-0.0006877i,-0.00015075-0.00054198i,-0.00044189-0.00090362i,-0.0010539-0.00094566i,-0.0010042+0.00015887i,7.7651e-05+0.00084098i,0.00067492+0.0012105i,0.00043334+0.0014187i,0.00010451+0.00069902i,-0.00048992-0.00030878i,-0.00056958-0.0010796i
0.0006319+0.00017442i,0.00024516+9.0699e-07i,-8.6376e-05+0.00011831i,-0.00027607+0.00049245i,-0.00070004+0.00044527i,-0.00073063+0.00060769i,-0.00051529+0.00062655i,-0.00010321-0.00027616i,2.0047e-05-0.00067547i,-3.2628e-05-0.00031248i,-0.00027129+3.5683e-06i,-0.00032129-0.00023983i,-3.4902e-05-0.0005809i,-0.00028848-0.0010749i,-0.00015944-0.00040169i,0.00022509+0.00084648i,0.00030297+0.00076051i,0.00011902-0.00024778i,-0.00018266-0.00013866i,0.00047282-1.3993e-06i,0.0010383-9.9312e-05i,0.00030464+0.00054022i,-0.00031894+0.00059068i
-0.0027444-0.00064661i,-0.0035729+0.00093995i,-0.0045621+0.0014065i,-0.0035227+0.0015783i,-0.0014779+0.0013988i,-0.00010891+0.00030992i,-1.3384e-05-9.1665e-05i,-0.00031003-0.0011499i,-0.00074755-0.0017542i,-0.00070979-0.00074671i,0.00016352+0.00030696i,0.00070436+0.0009237i,0.00086455+0.00080564i,0.00045397+0.00042311i,0.00065582-0.00036343i,0.0014012-0.00043727i,0.00033394-0.00030165i,-0.00097581-0.00023104i,-0.0011326-0.00070304i,-0.00065712-0.0015521i,-0.00091872-0.0012187i,-0.00059436-0.00015796i,0.00064202-0.00010396i
-0.00090958-0.0014512i,-0.001668-0.0023148i,-0.0024182-0.0027776i,-0.0031182-0.0023378i,-0.0027717-0.0011914i,-0.00077418-4.0312e-05i,0.00032959+0.00022565i,-0.00015754-0.0006968i,-0.00065336-0.00072759i,-0.00061896+5.1749e-05i,-0.0004733+0.00023337i,-0.00092332+0.00011413i,-0.0012194+0.00058414i,-7.9319e-05+0.00075286i,0.0017188-2.4473e-05i,0.001945-0.0010542i,0.0011127-0.00096273i,0.00060882-0.00011098i,0.00026564-0.00073958i,-0.00026049-0.0010698i,-0.00070107-0.0006107i,-0.0011455-0.00016801i,-0.0015481-0.00013117i
-0.00074823-0.00011576i,2.7876e-05+0.0017655i,-0.0011217+0.0033625i,-0.0024588+0.0029923i,-0.0018898+0.0017176i,-0.00096837+0.00067427i,-0.00057427+0.00014163i,-0.0011665+1.8273e-05i,-0.0011227-0.00044538i,-0.00092852-3.8015e-05i,-0.00094756-0.00021179i,-6.1816e-05-0.00091888i,0.00030839-0.00024931i,-0.00013737+0.0001612i,-0.00027011-0.00044036i,-0.00021029-0.00021142i,0.00023042+0.00048264i,0.00039014+0.00053232i,0.00075341+0.00048652i,0.00058994+0.00021302i,0.00022637+3.5615e-06i,-0.00012433+0.00020597i,-0.00011133+0.00031978i
-0.00070613-0.003651i,-0.0027692-0.0045728i,-0.0040531-0.0046095i,-0.0032054-0.0028164i,-0.0016372-0.00069944i,-0.00065013+0.00086279i,0.00034963+0.00051975i,0.0008808-0.00035242i,0.00041941-2.5521e-05i,0.00040519+0.00047823i,5.8668e-05+0.00067091i,-0.00027659+0.00091023i,-0.00019266+0.00086946i,-9.0543e-05+0.0011913i,3.771e-05+0.0015968i,-0.00012434+0.0012737i,-1.0752e-05+0.0014521i,0.00025009+0.00075909i,0.00070769-0.00034837i,0.00080347-6.7095e-06i,-3.4318e-05+0.00082134i,-0.00036996+0.0007079i,-0.00010801+0.00071219i
0.0004052+0.0021416i,0.00077761+0.0017893i,0.00044488+0.00055949i,0.0002956-0.00084303i,0.00048185-0.00076512i,4.9918e-05-8.5224e-05i,-2.609e-05-0.00021254i,0.00084379-0.00027648i,0.0007187-1.5224e-05i,-0.00017213+4.6362e-05i,-0.0002332+0.00016456i,0.00069766+9.7474e-05i,0.00088542-0.00069767i,0.00057908-0.0013383i,0.00017961-0.00091881i,-0.00053415-0.00012181i,-0.00049426-9.6352e-05i,0.00014834+0.00018399i,0.00011947+0.00049872i,-0.00017662+0.00031347i,0.00026844+0.0005632i,0.00076823+0.00018085i,0.00060649-0.00051284i
-0.0012628+0.0019824i,-0.0010111+0.0020386i,-0.00034126+0.00094904i,-0.0014387-0.00045793i,-0.0021452-0.00064317i,-0.0013996-0.0006369i,-0.00061959-0.00011261i,-0.00042335+0.00013784i,-0.0004402-0.00031012i,1.2035e-05-0.0007758i,0.00047482-0.00076837i,0.00033311-0.00088434i,6.9417e-06-0.00037776i,-0.0001402-0.00026048i,-9.4217e-06-0.00043044i,3.2374e-05-0.00041605i,5.3189e-05-0.00060076i,-0.00011017-0.00053i,-0.00044579-0.00078354i,-0.0005799-0.00093501i,-0.00062854-0.00041036i,1.0283e-05+0.00057622i,0.00015608+0.0011288i
-0.00033437-0.00093147i,-0.0012322-0.00098083i,-0.001859-0.00014233i,-0.0017968+0.00051184i,-0.0016658+0.00073793i,-0.0018722+0.00087716i,-0.0012421+0.00034617i,-0.00019937-0.00028621i,0.00050025-5.2876e-05i,0.00023425-0.00033773i,-7.1134e-05-0.0011949i,-0.00059066-0.0008912i,-0.0016883+0.00017189i,-0.001405+0.00036322i,-6.433e-05-0.00011239i,0.00039182-0.00029767i,-0.00045869-0.00077757i,-0.0009073-0.00087097i,-0.0011283+0.00013291i,-0.00098779+0.00015063i,-0.00011802+4.6444e-05i,-0.0003048+0.00041174i,-0.00081103+0.00034103i
-0.0017674+0.0013905i,-0.0013042+0.0015019i,-0.00076416+0.0021376i,-0.00063021+0.0027804i,0.00019849+0.0018828i,0.0015252+0.00083994i,0.0016457+0.00036744i,0.0012117-9.6683e-05i,0.0010262+0.00033597i,0.00060177+8.6052e-05i,-0.00011443-0.00032581i,-0.00048504-0.00043238i,-2.0554e-05+0.00027092i,0.00032679+0.00068219i,0.00081827+6.948e-05i,0.0012713-0.0001587i,0.0010407-0.00010995i,0.00066263-8.5183e-05i,0.00056542-0.0001748i,-5.2685e-05+0.00011744i,-0.0008103+0.00044716i,-0.00037921+0.00032385i,0.00031349-1.2988e-05i
-0.001148-0.0020388i,-0.0016316-0.0011432i,-0.00040341-0.00041133i,0.00062808+9.3546e-05i,-2.1997e-05+0.00023769i,-0.0012708+0.00021544i,-0.0014347+6.2072e-06i,-0.00039492-0.00082677i,9.4329e-05-0.0013308i,0.00078728-0.00073121i,0.0011825+0.00019208i,0.0016701+0.00036435i,0.0016231+8.2124e-06i,0.00058938-0.00033158i,9.5869e-05+0.00015378i,-5.3862e-05+0.00049366i,0.00011158+0.00062616i,0.00047582+0.0010477i,-0.0001006+0.0010813i,7.3209e-05+0.00035806i,0.00068016-0.00046827i,0.00032339-0.00026427i,0.00027057-0.00011095i
0.00072525+0.00061837i,0.00095934+0.0012392i,-0.0006398+0.0014078i,-0.0018236+0.00094262i,-0.0014281+6.472e-05i,-0.00039389-0.00060386i,-0.00041033-0.0017143i,-0.00058825-0.0025459i,-5.5678e-06-0.00205i,0.0012218-0.0016109i,0.0018146-0.0018951i,0.0016406-0.0019071i,0.0017837-0.0020003i,0.0015047-0.0017123i,0.0002074-0.00043653i,-3.0222e-05+0.00012545i,0.00046296-7.9885e-05i,0.00080915-9.5161e-05i,0.00053166-0.00080889i,-0.00059752-0.0012197i,-0.00080799-0.0012234i,-0.00043011-0.0011174i,-0.00049725-0.00037124i
-0.0010854+0.0018117i,-0.0018132+0.0021716i,-0.0025552+0.0023988i,-0.0022193+0.0022674i,-0.00062385+0.0021241i,2.4258e-05+0.00033806i,-0.0006144-0.0013721i,-0.001371-0.0012381i,-0.00096153-0.00026596i,-0.00071941+8.066e-05i,-0.00019908-3.3084e-05i,0.00086594-0.00049577i,0.00121-0.00076226i,0.00071644-0.0010618i,0.0010007-0.0010046i,0.0010199-0.00056114i,0.00017286+0.00032845i,1.6948e-05+0.00067872i,0.00019979+0.00038364i,0.00044865-0.0002171i,0.00033877-0.00058154i,-0.00025356-0.00069776i,-0.00065808-0.0010519i
-0.0033855-0.0026042i,-0.0048051-0.0019481i,-0.0038433-0.0010174i,-0.0016693+0.0010774i,-0.00052471+0.0021862i,-5.869e-06+0.0024788i,0.00042024+0.0011382i,0.00019969+0.00010484i,-0.00080553-7.1559e-05i,-0.0017344-0.00030194i,-0.001996+4.3815e-05i,-0.0022465+0.00074369i,-0.002375+0.00118i,-0.0018475+0.00044776i,-0.0003972+9.1055e-05i,2.5261e-05+0.00023112i,-0.00025589+2.6653e-05i,-0.00027654+0.00067986i,-0.00031818+0.00084181i,0.00020641+0.00043848i,0.00073193+0.00018012i,-9.352e-05+0.00036673i,-0.00069926+0.0001016i
0.00060765-0.00028281i,0.0011729-0.0014912i,0.00067698-0.00073335i,3.3317e-05-0.00059387i,-0.00064607-0.00074706i,-0.00044047-0.00031973i,0.00028915-0.00011203i,0.00047463-0.00067272i,-3.8038e-05-0.00092734i,-0.00025027+1.1438e-05i,-6.7366e-05+0.00063493i,-5.6853e-05+0.0012346i,-0.00018013+0.0013953i,-0.00021999+0.00062375i,0.00059679+0.0010085i,0.00071307+0.00076972i,6.0103e-05+0.00022797i,-0.00065387+0.00048805i,-0.00040753+0.00049422i,0.00052894+0.0005558i,0.00083826+0.00073045i,0.0010444+0.00043971i,0.00066546-9.8588e-05i
-0.00026177+0.0030895i,-4.963e-05+0.0036537i,0.00027416+0.0029943i,-2.222e-05+0.0021395i,-0.00090994+0.0010937i,-0.00053884-9.4999e-05i,-0.00031933-0.0011352i,-0.00044138-0.0019532i,0.00058426-0.0017447i,0.00152-0.00066684i,0.0014541-0.00010955i,0.0015414-0.0006415i,0.0012474-0.00045419i,0.00070994-0.0008869i,0.00088801-0.0016219i,0.0004669-0.00059406i,-0.00013608+0.00025613i,0.00031953-2.8002e-05i,-1.07e-05-0.00035526i,-0.0010813-0.00032493i,-0.001352+2.8037e-05i,-0.00098997-0.00019169i,1.8852e-05-0.0005057i
-0.0034954-0.001377i,-0.004284-0.0018019i,-0.0041274-0.0012791i,-0.0035437+0.00042162i,-0.0031499+0.00099775i,-0.0018993+0.00023559i,-0.00071692-0.00042568i,-0.00082353-0.00072976i,-0.0017046-0.00076319i,-0.0018846-0.00022521i,-0.00033699+0.00018691i,0.001225-0.00025152i,0.0016515-0.00090093i,0.0019401-0.0013857i,0.0011846-0.0013008i,0.00010465-0.00075856i,-0.00024394-0.00064918i,-0.00049402-0.00053982i,-0.0005564-0.00035477i,-0.00042265-0.0004597i,-0.00090799-0.00047413i,-0.00049958+0.00018764i,-0.00032238+0.00032415i
-0.0011656-0.00071072i,-0.00013063+0.00048603i,-0.00010993+0.0010271i,-0.00023833+0.00083284i,0.00097756+0.00058521i,0.001273+0.00013933i,0.00032124-0.0012365i,-0.00082858-0.0015572i,-0.0005616-0.00027696i,-5.3003e-05+0.00015132i,-8.7333e-05-0.00057612i,-0.00076403-0.00095694i,-0.0015664-0.0010551i,-0.0014192-0.00060497i,-0.00042848-0.00048822i,0.00025944-0.00073568i,-4.5119e-08-0.0001089i,-0.00027594+0.00029816i,-0.00049139-0.00072628i,-0.00070153-0.00088273i,-0.00069434-0.00084804i,-2.6544e-05-0.00082755i,0.00053624-0.00047461i
0.00055909+0.00069656i,-8.9582e-05+0.0012313i,0.00036851+0.0012512i,4.0481e-05+0.00065843i,-0.0010335-0.0004335i,-0.0014062-0.0010686i,-0.0015408-0.00046234i,-0.0013089+0.0001672i,-0.0001015+0.00040296i,0.00093964-8.1915e-05i,0.00024847-9.0781e-05i,-0.00084024+0.00047901i,-0.00099585+0.0014803i,-0.0011229+0.0017151i,-0.001184+0.00081444i,-0.00095593+0.0003001i,0.00016267+0.00057722i,0.00082406+0.00074918i,0.00019777+0.00087559i,-0.00042102+0.0003321i,-0.00045172+4.2872e-05i,-9.6255e-05+8.0969e-05i,0.00031856+0.00022766i
-0.00050348+0.00041077i,-0.0011604+0.00010607i,-0.00083022-0.00032395i,-0.001723-0.00039297i,-0.0023026+0.00010125i,-0.0015495+0.00067162i,-0.00034112-4.8344e-05i,0.0013054-0.00087738i,0.0018253-0.0014956i,0.0014328-0.00091519i,0.0011681-0.00022997i,0.0016579+0.00070972i,0.0021941+0.0010259i,0.0019493+0.00059238i,0.00086449+0.00044713i,0.00053634+0.00024328i,0.0010709+0.00048813i,0.001017+0.00026962i,0.00082599+7.4386e-05i,0.00053727+0.00051486i,0.00080008+0.00086807i,0.0012203+0.00052509i,0.00021789+0.00026232i
-0.00083958+8.0155e-06i,-0.0018561-0.00048719i,-0.0017535+2.7838e-05i,-0.001584+0.0021578i,-0.0015765+0.0026249i,-0.00064673+0.0015725i,0.00077715+0.00078856i,0.0011165-0.00057374i,0.00065058-0.00073641i,0.00034111+0.00012679i,0.00078909-0.00021549i,0.00080248-0.00022624i,0.00049684-5.9777e-05i,0.00025862-0.00035321i,6.3652e-05-0.00013625i,0.00051475+0.00019001i,0.00034934+0.00016867i,0.00056049+9.9388e-05i,0.00087709+0.00028751i,0.00096415+0.00039505i,0.0014001+1.7051e-06i,0.001603-0.0004931i,0.00092098-2.81e-05i
-0.00078632-0.00082433i,-0.00066693+0.00015309i,-0.00044912+0.00069437i,-0.00079576+0.00050372i,-0.0014494+0.00038338i,-0.0010268+0.00029351i,-0.00036463-9.2485e-05i,-0.00014358-0.00091513i,-0.00059068-0.0014632i,-0.0016103-0.0010895i,-0.0016734-0.00033252i,-0.0010506-0.00062939i,-0.001049-0.0020854i,-0.001412-0.0022958i,-0.00068968-0.0017004i,0.00014978-0.0010369i,-0.00031823-3.1704e-05i,-0.00091555+0.00073849i,-0.0014788+0.00044899i,-0.0008084+4.9889e-05i,0.00059114+0.00041859i,0.0012241+0.00043419i,0.00089973+3.2339e-05i
-0.0005317-0.00033597i,-0.00095506-0.0015724i,-0.0015315-0.0014151i,-0.0022804-0.00085548i,-0.0025739+0.00019951i,-0.0019769+0.00061633i,-0.00047327-0.00086965i,-0.00070197-0.0010785i,-0.0011297+0.00022194i,-0.00018248+0.00036839i,0.00024302+4.1373e-05i,-0.00033178-1.516e-05i,-0.00045966-0.00051907i,1.8683e-05-0.0004897i,-7.8423e-05-7.7557e-05i,-0.00062158+0.00039992i,-0.0010384+0.00070156i,-0.001294+0.00049481i,-0.00084089+0.00042881i,-0.00035486+0.00060284i,0.0003538+0.0010279i,0.0011566+0.00073659i,0.00030412+0.00025039i
0.00073306-0.00031966i,-4.5749e-05-0.00058461i,-0.00020791-0.00090837i,-0.00064325-0.00047529i,-0.0013545+0.00036157i,-0.00098224+0.00033135i,-0.0019549+4.8345e-08i,-0.002841-0.00011738i,-0.0012454-0.00025958i,-0.0001195-0.00058614i,-0.00013242-0.00020014i,-0.00045148+0.00086627i,-0.00096801+0.00094535i,-0.0014952+0.000374i,-0.00089756+0.00033482i,0.00032322+0.0013996i,0.00068476+0.001799i,0.00069538+0.0012483i,0.00072628+0.00099972i,0.00028502+0.00090089i,0.00042473+0.00056628i,0.0010371+0.00023571i,0.00099642-0.00030128i
-0.0013492-9.5347e-05i,-0.0015266-0.00053105i,-0.0017364+0.00046973i,-0.0014377+0.0017249i,-0.0013462+0.001444i,-0.0011287+0.0004222i,0.00031616-7.5891e-05i,0.00068043-0.00016557i,1.4281e-05+0.00029343i,-0.00026071+0.0006824i,-7.8322e-05+0.00083766i,0.00025312+0.00057548i,6.2102e-06+0.0011538i,-0.0002583+0.00090979i,0.00013821-5.6872e-05i,0.00045955-3.4362e-05i,0.00027308+0.00072447i,0.00064768+0.00060172i,0.0012579-0.00055328i,0.0014178-0.00065362i,0.00057853+0.00044199i,-0.00056908+0.00053787i,-0.00068935-0.00040463i
0.00013339+0.00041148i,0.00045873+0.00087029i,0.0007347+0.00025524i,0.00091029+0.00015536i,0.00040594+0.0010591i,0.000549+0.00085324i,0.0012599+0.00040602i,0.0010011+0.00053984i,0.0001816-5.5931e-05i,-3.3702e-05-0.00053012i,0.00025579-0.00036375i,0.00018853+5.3456e-05i,0.00057849+8.2946e-05i,0.00032047-0.00017855i,-0.00040379-0.00060146i,-0.00047363-0.00080168i,0.00030779-0.00092325i,0.00059048-0.00062124i,0.00014023+0.00010698i,-0.00032205+0.00025136i,-0.00026958-0.00012134i,-0.00056775-0.00013987i,-0.0013162-9.0576e-05i
-0.00091267-2.9544e-05i,-0.0028627-0.00025396i,-0.0025899-0.0017847i,-0.0020975-0.0030699i,-0.0024521-0.0018272i,-0.001642-0.00033986i,-6.8727e-05-0.0004529i,0.00039796-0.00092894i,-0.00011982-0.00057621i,-0.00043054-0.00017776i,-0.00050469+6.4902e-05i,-0.00046099-0.00033053i,-0.0010844-0.00078437i,-0.0012957-0.00063946i,-0.00043273-0.00029138i,-0.00010974+0.00010717i,-0.00018234+0.00044551i,9.7375e-05-1.5822e-05i,0.00071678-0.00016589i,0.00065937+0.00014548i,0.00015586-0.00029429i,0.00023043-0.000341i,-0.00012529+0.00032236i
-1.0832e-05-0.0027944i,-0.0010572-0.0018322i,-0.0024292-0.00076914i,-0.0030229+0.00011805i,-0.0028075+0.001188i,-0.0022345+0.0011023i,-0.00061982-0.0006681i,0.00055989-0.0016016i,0.00067784-0.001032i,0.0010914-0.0009313i,0.001737-0.0016584i,0.0010925-0.001328i,-0.00060093-0.00058415i,-0.0012174-2.292e-05i,-0.0012236+0.00025428i,-0.0011904-0.00027376i,-0.00062965+0.00022947i,-0.00023813+0.0013688i,8.9338e-06+0.0016805i,-0.00043303+0.0015407i,-0.0006351+0.0010628i,-1.5752e-05-0.00041768i,-0.00011508-0.00089096i
0.0007207-0.0002475i,0.0001289-0.00048991i,-0.001964+0.00032902i,-0.0028111+0.0010915i,-0.0015348+0.0012579i,-0.00045282+0.0011101i,-0.0008245-7.2223e-05i,-0.0012255-0.00074081i,-0.00055005-0.00063974i,0.0005403-0.00054798i,0.0002134+3.6672e-05i,-0.00088771+0.00065314i,8.0412e-06+0.0012049i,0.00084886+0.0012881i,0.0013435+4.8265e-05i,0.0018217-0.000597i,0.0011546+2.8421e-05i,0.00086131+0.00020822i,0.00040357-0.00063112i,-0.00036981-0.00029379i,-0.00063097-1.7548e-06i,0.00017197-0.00094412i,0.00093392-0.00077142i
-0.0010819+0.00027158i,-0.0013448+0.00050506i,-0.0011252+0.00028205i,-0.0011559+0.00018458i,-0.00096122+0.00022824i,-0.00024756-0.00050327i,-0.00028586-0.00083457i,-9.8777e-05-0.000818i,-0.00032886-0.00035228i,-0.0014346-4.1352e-05i,-0.00086057-7.4814e-05i,0.00090303+0.001309i,0.0021865+0.0016644i,0.0021905+0.00085364i,0.0021974+0.00074213i,0.0017253+0.00068501i,0.00039486+0.00010153i,0.00026093-0.00041812i,3.5477e-05-0.00061915i,-0.00037869-2.4636e-06i,-0.00051195+0.00056607i,-0.00048993+0.00013987i,-0.00071393+7.6986e-05i
-4.2256e-05+0.00068899i,0.00022646-0.00058922i,2.5961e-05-0.0016714i,-0.00072859-0.0019536i,-0.00081229-0.0016644i,-0.00061342-0.0011447i,-0.00027055-0.00057158i,0.00036308-0.00023275i,0.00054422+0.00043119i,-0.00028205+0.00066405i,-0.00077048-0.0001217i,-0.00015435-0.00030287i,0.00014507+5.9793e-05i,6.4602e-05+6.7331e-05i,0.00017375-0.00077502i,0.00018341-0.0016632i,-8.1131e-05-0.00089737i,-0.00057276-6.6498e-05i,-0.00022908-0.00086699i,0.00098279-0.00045309i,0.0015252+0.00058415i,0.00088101+0.00052415i,0.00025088+0.00081627i
-0.001206-0.0025915i,-0.0015152-0.0017876i,-0.0020037-0.00064268i,-0.0016204+0.00052296i,-0.00063416+0.0010134i,0.00040323+0.00021425i,0.00025042-0.0012734i,0.00076565-0.0022288i,0.0014854-0.00099425i,0.00090365+0.00043436i,0.00028983-2.4133e-05i,-0.00024778-0.0010027i,-0.00021755-0.0021332i,0.00012-0.0018863i,-0.00043437-0.00061404i,-0.00098479+0.00056847i,-0.00095415+0.00085071i,-0.00037554+0.00090575i,-5.7458e-05+0.00058401i,0.00027141-3.3873e-05i,0.00032415-0.00013263i,0.00023055+7.8294e-05i,0.00021002+0.00051987i
0.0016065+2.9484e-05i,0.0010428+0.00087738i,-0.00014434+0.0013778i,-0.001117+0.00094853i,-0.0024025+0.00077249i,-0.0017057+0.0012291i,0.00014102+0.00052183i,0.0013629-0.00041978i,0.0010752-0.00099003i,0.00069803-0.0017094i,0.00041932-0.0010976i,-0.00025989-0.00038005i,-0.0019314-0.0010907i,-0.0025792-0.0018286i,-0.0024985-0.0013549i,-0.0024367-0.00050227i,-0.0017146-0.00012005i,-0.00053509+0.00087031i,0.00031381+0.0010434i,1.4715e-05+0.0006734i,-0.00033541+0.00059248i,8.8999e-05+0.00026753i,0.00051117+0.0003706i
