-0.0041682+0.0014103i,-0.0048331+0.0022814i,-0.00462+0.0046912i,-0.0026776+0.0051911i,-0.00083827+0.0035337i,-0.00077942+0.0012919i,-0.0016469+0.0005763i,-0.00080658+0.00071084i,0.00037596+0.00093058i,0.0011246+0.0008036i,0.0013262-1.5119e-05i,0.00095345-0.00079969i,0.0006778-0.0010314i,0.00021199-0.00090019i,-0.00055174-0.00033482i,-0.00064677+0.0004479i,-0.0002676+0.0012738i,0.00010913+0.0012711i,0.00044415+0.00039132i,0.000171+0.00022663i,-4.5597e-05+0.00052307i,-0.00056813-0.00041032i,-0.00048482-0.00049434i
-0.00047832-0.0015477i,-0.0019168-0.0014247i,-0.0037096-0.0010298i,-0.003185+0.00042342i,-0.0027404-2.6053e-05i,-0.0034591-0.00053446i,-0.0029377+0.00042503i,-0.002127+0.00068062i,-0.0033054-6.6331e-05i,-0.0042965-0.00027557i,-0.0032625+0.00043467i,-0.0011883+0.00069613i,0.00074672+0.0012576i,0.0024852+0.0020826i,0.0030692+0.0011572i,0.0011148-0.00047409i,-0.00093949-0.00069224i,-0.0012196+0.00063596i,-0.00073101+0.00092218i,-0.00064763+0.00046528i,-0.0008655+0.00049669i,-0.0003692+0.00044067i,0.00070357-0.00037732i
0.0020573+0.0010939i,0.0017802+0.0001655i,0.002898+0.00066908i,0.0026744-7.1631e-05i,0.0012893-0.0022674i,-5.3982e-05-0.001661i,0.00098523+0.0016191i,0.0030874+0.0042708i,0.0024036+0.0054488i,7.3543e-06+0.0044616i,-0.00094115+0.0025183i,0.00023256+0.0012635i,0.001731+0.00042739i,0.0011925+0.00037086i,-0.00038188+0.00048115i,-0.00094873+0.00058692i,-0.00093617+0.0011322i,-0.00097015+0.0010867i,-0.00085688+0.00074807i,-0.0001709+0.0010003i,0.00020387+0.00092919i,0.0001734+0.0012355i,0.00019142+0.0016232i
0.0025763-0.0016334i,0.0029335-0.00065303i,0.0010895-0.0012096i,-0.0010738-0.0018237i,-0.0005119-0.002065i,0.00077224-0.00089124i,0.0014655+0.00077312i,0.0029701+0.0017814i,0.0034505+0.0030796i,0.0024252+0.0033808i,0.0021127+0.0016622i,0.0020942+0.00024946i,0.0012411-0.00053323i,-0.00031628-0.00063936i,-0.001099+0.0003402i,-0.0005237+0.0014128i,-4.8906e-05+0.0013586i,7.9415e-05+0.0013131i,0.00056378+0.0015546i,0.0011571+0.00072442i,0.0014125-0.00019576i,0.00057186-0.00023133i,-0.0002873-0.0002829i
-0.0049569+0.0025342i,-0.0058114+0.0027073i,-0.0029421+0.0015585i,1.9845e-05-0.002263i,0.0012123-0.0063548i,0.0010359-0.0070287i,0.00036355-0.0052381i,0.0016299-0.0041607i,0.0038819-0.0042575i,0.0046435-0.0035334i,0.0040291-0.0020918i,0.0022306-0.001077i,5.8811e-05-0.0018355i,-0.00084115-0.0025896i,0.00011874-0.00083956i,0.0013431+0.00097436i,0.0016533+0.00090319i,0.0015218-2.4282e-05i,0.0012249-0.0006837i,0.00094013-0.00042128i,0.0010246-0.00049137i,0.000248-0.00075053i,-0.00035952-0.00065149i
-0.0014994-0.0021254i,-0.00073664-0.0019427i,-0.00063581-0.00092488i,-0.0010102+0.00068674i,-0.0013761-0.00050351i,-0.0027192-0.005275i,-0.0032632-0.0079707i,-0.0020977-0.0089745i,-0.00057379-0.0080661i,0.00015524-0.0048252i,0.00033714-0.0018924i,-0.00080897-0.00043931i,-0.0013496-6.2456e-06i,-5.0112e-05+8.317e-05i,0.0021136+0.00059438i,0.0030595+0.0008989i,0.0021512+0.00021718i,0.0012181-0.0013613i,0.0014475-0.0019791i,0.00079531-0.0015181i,-7.3515e-05-0.0011231i,0.00040936-0.0011488i,0.00081099-0.0007547i
0.00052866-0.0016213i,-0.0013006-0.0027167i,-0.0049531-0.0031557i,-0.0057365-0.00093117i,-0.00351+0.0010739i,-0.0023601+0.00086984i,-0.002829+0.00047638i,-0.0043202-0.00065771i,-0.0053421-0.002488i,-0.0051466-0.0026357i,-0.0037812-0.0016327i,-0.0017701-0.0005242i,-0.00054166+0.0013674i,-0.00010894+0.0022807i,0.00088265+0.0014424i,0.001313-0.00023794i,0.00063813-0.0014262i,-2.4237e-05-0.0015705i,-0.00047419-0.0011756i,-0.0010452-0.0007009i,-0.00080793-0.00085016i,-0.00019161-0.0003279i,-0.00049967+0.00070013i
0.001456+0.0032611i,0.0017898+0.0039047i,0.002723+0.0025634i,0.0020165+0.00084829i,0.00012389-0.00021617i,-0.0029947+0.0010507i,-0.0059539+0.0041408i,-0.0067533+0.0061994i,-0.0061191+0.005531i,-0.0055381+0.0026426i,-0.0032291+0.001617i,-0.00049629+0.0023762i,0.00032629+0.0023055i,-0.00039447+0.0009697i,-0.0013438-0.00025527i,-0.0022087-0.00021644i,-0.0021918+0.00027682i,-0.0013148+0.0012655i,-0.00098803+0.0012455i,-0.0003199+0.00108i,-8.7975e-06+0.00091153i,-0.00047584+0.00029606i,5.3267e-05-4.5541e-05i
-0.0040792-0.00086473i,-0.0050938-0.0014796i,-0.0028178-0.00051232i,0.00097312-0.001254i,0.0026059-0.001964i,0.00048914-0.0011299i,-0.0014214+0.0022655i,-0.0004703+0.0074186i,0.00093448+0.0096926i,0.00099911+0.0077061i,0.0012424+0.0041124i,0.0020262+0.0016131i,0.0023515-4.1972e-05i,0.0014142-0.0008329i,-0.00018452-0.0003082i,-0.0012135+0.00046088i,-0.00099128+0.00049557i,-0.00076484+0.0013959i,-0.00043328+0.0023807i,0.00075596+0.0017321i,0.00090325+0.00074784i,8.0302e-05+0.00021217i,0.00036692+9.9933e-05i
0.00555+0.0011865i,0.0068313+0.0012155i,0.0058531+0.00036095i,0.0038711-0.0010634i,0.0029569-0.0033382i,0.0023929-0.0040183i,0.0037191-0.0015081i,0.0069447+0.0011389i,0.0077856+0.0025177i,0.0056164+0.0030434i,0.0039066+0.0016967i,0.0025817+8.5678e-05i,0.00025418-0.0010125i,-0.00055953-0.00057654i,0.00032107+0.00085247i,0.0010951+0.0020796i,0.0015481+0.0025298i,0.0014484+0.0019021i,0.00069955+0.0010234i,0.00029836+0.00067907i,0.00068643+0.00029841i,0.0010094-0.00062096i,0.0007085-0.00088575i
-0.0050331+0.00033912i,-0.0075422+0.0019974i,-0.007455+0.0019578i,-0.0059799-0.00060729i,-0.0040048-0.0029816i,-0.00061461-0.0034123i,0.0043658-0.0037262i,0.0082949-0.0064965i,0.0084973-0.0083342i,0.0061946-0.0069372i,0.0038351-0.0047399i,0.0015621-0.003246i,-0.00090051-0.0014618i,-0.0011249+0.00021299i,0.00037679+0.0011276i,0.0011527+0.0006398i,0.0010648+0.00013152i,0.00048832+0.00034976i,-0.0003585-0.00106i,-0.00061962-0.0022149i,-0.0003331-0.0015909i,0.00056605-0.0010698i,0.00025047+0.00057028i
0.00087057-0.00083872i,0.0014229-0.0013659i,0.0017828-0.000574i,0.00071024-0.00087957i,-0.0011194-0.0032376i,-0.0030676-0.0051772i,-0.0039647-0.0073402i,-0.003512-0.010684i,-0.0022012-0.012088i,-0.0013283-0.0091604i,-0.0014907-0.0038934i,-0.0018193-0.0010638i,-0.001931-0.00012518i,-0.0013896+0.00044334i,-0.00024453-0.00064753i,0.00059277-0.0014987i,0.0011718-0.0007507i,0.0009476-0.0003692i,0.00063366-0.0010991i,7.4152e-05-0.0017934i,-0.0007789-0.0010013i,-0.00058605+0.0003261i,-0.00013104+0.00050296i
-0.0010289-0.0014387i,-0.0020254-0.0012776i,-0.0037585+0.0012472i,-0.0037724+0.0020937i,-0.0039557+0.00063718i,-0.005734-0.001231i,-0.008137-0.0020104i,-0.010928-0.0013489i,-0.012308-0.0011347i,-0.0098112-0.00074048i,-0.0052338-0.00031676i,-0.0024563+0.00026355i,-0.00085202+0.0016156i,0.0010997+0.0014775i,0.0014054-0.00083692i,0.00027307-0.0021692i,-5.3869e-05-0.0012052i,-0.00022464+6.5812e-05i,-0.00015273+0.00060129i,-0.00039164+0.00055379i,-0.00085892-0.00016469i,-0.0010812-0.00055043i,2.3364e-05+8.1647e-05i
0.00042244+0.0023444i,0.00060373+0.0024526i,0.00088662+0.0014258i,0.0020242-6.9938e-05i,0.0030924-0.00021244i,0.00080985+0.0013964i,-0.0038461+0.0038369i,-0.0076358+0.0076506i,-0.0093242+0.010411i,-0.0064292+0.0091567i,-0.0030102+0.0062386i,-0.001148+0.0039074i,0.0012679+0.0022343i,0.0016099+0.0012151i,0.00038518+0.00069881i,-0.00062716+0.00073362i,-0.0010783+0.0011021i,-0.0011046+0.0015564i,-0.00138+0.0019313i,-0.0009539+0.0016938i,-0.0002277+0.0012804i,-0.00018605+0.00035581i,0.0001887-0.00030967i
-0.0041996+0.0012504i,-0.0049179+0.0016384i,-0.0030795+0.0039147i,0.0014254+0.0023032i,0.0045979-0.00078557i,0.0032242+0.00011706i,0.0013556+0.0053798i,0.0028401+0.010429i,0.0038809+0.011971i,0.0033926+0.00833i,0.0027839+0.003437i,0.0023046+0.00092689i,0.0012371-0.00073892i,-0.00052135-0.0011906i,-0.0012024+0.00087492i,-0.00082663+0.0021328i,-0.00082842+0.00087839i,-0.00069386-0.00047251i,-0.00041657-0.00015735i,-0.00041153+0.0008987i,-0.00021591+0.0014488i,-0.00044137+0.0014765i,-0.00086184+0.0011051i
0.0028381-0.0023105i,0.0022209-0.0025736i,0.0012938-0.0032046i,-7.5267e-05-0.0028718i,-0.0012078-0.0030527i,0.00080184-0.002003i,0.0059759+0.0014141i,0.011911+0.0025467i,0.013976+0.00079695i,0.01081+0.00016305i,0.0063266+0.00057806i,0.0031922-0.00065344i,0.0012258-0.0026233i,0.0006047-0.0022007i,0.0011338-0.00016184i,0.0016401+0.00010311i,0.0018542-0.0009814i,0.0013274-0.001504i,0.00098312-0.0015378i,0.00051041-0.00094147i,7.9928e-05-0.00037601i,0.00075135+7.1164e-05i,0.0010361+0.00074342i
0.0022074+0.0026927i,0.0014847+0.002866i,0.0005066+0.0015343i,-0.0023916-0.0021648i,-0.0044999-0.006849i,-0.0042345-0.010022i,-0.00069776-0.010775i,0.0046959-0.012083i,0.0084279-0.0127i,0.0073821-0.0095648i,0.0046326-0.0060001i,0.0021935-0.004151i,-8.6269e-05-0.00215i,0.0002967-0.00089212i,0.0016308-0.00071247i,0.0023954-0.00070986i,0.0029824-0.0010332i,0.0026806-0.00085215i,0.0020128-0.00082535i,0.001836-0.001143i,0.00075833-0.0015725i,-0.00061602-0.0012114i,-0.00064098+0.00036497i
-0.0033331+0.0053161i,-0.0037538+0.0073772i,-0.0010192+0.007876i,0.00059734+0.0036031i,-0.0013593-0.0015135i,-0.003616-0.0046845i,-0.0044095-0.0065217i,-0.0054141-0.0085906i,-0.0076157-0.010021i,-0.0068354-0.0077615i,-0.0034698-0.0043602i,-0.0023051-0.0018106i,-0.0028981+0.0012312i,-0.0016847+0.0023593i,-0.00013133+0.00073836i,0.0008121-0.00048746i,0.00038583+0.00081679i,-0.00030729+0.0021448i,-0.00036436+0.002248i,-0.00021011+0.00072984i,0.0004868-0.0010469i,0.00062006-0.00077864i,0.00034692+0.0003667i
-0.00214+0.0028894i,-0.0011076+0.0026196i,0.0014384+0.0040523i,0.0037068+0.0047709i,0.0046315+0.0043173i,0.00032726+0.0023194i,-0.007181+0.00073412i,-0.014184+0.00057786i,-0.016961+0.0011336i,-0.012397+0.0017471i,-0.0063374+0.00088531i,-0.0043699+0.00073286i,-0.0032801+0.0019919i,-0.0017784+0.0020011i,-0.0022082+0.00027796i,-0.0032532-0.0006011i,-0.0036473+0.00027361i,-0.0034412+0.0019481i,-0.0028906+0.0019126i,-0.00068832+0.0006075i,0.0012464+0.00032349i,0.0019281-0.00045329i,0.0019814-0.00031285i
0.011161-0.030548i,0.010154-0.033797i,-0.0085485-0.03736i,-0.020699-0.022574i,-0.022009-0.0023903i,-0.014635+0.014121i,-0.0084056+0.015468i,-0.0094075+0.012574i,-0.011245+0.01071i,-0.011817+0.0076504i,-0.0090735+0.0071398i,-0.0030274+0.0066307i,0.0016837+0.0041962i,0.003976+0.0032568i,0.004648+0.0041726i,0.0023463+0.0015633i,-0.001039-0.0022775i,-0.0020321-0.002287i,-0.00099782-0.0020528i,-0.0011729-0.0018786i,-0.00089528+0.00012381i,0.0006231+0.0012104i,0.00095884+6.7107e-05i
0.0021518-0.0048968i,0.00085675-0.0057296i,-0.0023044-0.0064289i,-0.0045658-0.0062525i,-0.0038652-0.0067218i,-0.00014282-0.004131i,0.0046326+0.0014196i,0.010496+0.0068392i,0.013007+0.0082692i,0.009468+0.0061952i,0.0052205+0.0043064i,0.0035334+0.0023082i,0.0038332+0.00044878i,0.0030988+0.000951i,0.0015047+0.0027992i,0.001938+0.0026704i,0.0029819+0.00037017i,0.0025935-0.0012228i,0.001499-0.00087618i,0.00034279-0.00014384i,-0.00072345+0.00099167i,-0.0010481+0.0023111i,-0.00097538+0.0018036i
-0.00016253+0.0013364i,-0.0024602+0.0013421i,-0.0038571+0.00042548i,-0.0038616-0.0038111i,-0.002085-0.010289i,0.0033762-0.011805i,0.010516-0.0072095i,0.01639-0.0031106i,0.018079-0.0018453i,0.013196-0.0018371i,0.0070439-0.0014197i,0.0041448-0.0010717i,0.0012944-0.00042555i,-0.00099412+0.00093796i,-0.00044943+0.0010371i,0.0011932+0.00020501i,0.0016739+0.00029429i,0.0017112+0.00022636i,0.0018201-0.00047174i,0.0014026-0.00036291i,0.0006809+0.0003768i,-5.7449e-05+0.00094098i,-0.00079719+0.0014818i
0.00045007-0.0024137i,-0.00019147-0.0023633i,-0.0035346-0.0019793i,-0.0059493-0.0012i,-0.0054099-0.0010502i,-0.0030708-0.0031273i,0.0013881-0.0055146i,0.0044066-0.0091622i,0.0032583-0.01279i,0.00060959-0.0098567i,0.00018984-0.0044287i,-0.00020201-0.0021828i,-0.0020328-0.0010338i,-0.0023465-0.00056307i,-0.00033155-0.0019022i,-0.00021359-0.003713i,-0.0021057-0.002853i,-0.0014441-0.00061748i,0.00062652+0.00012813i,0.0016395-0.00020094i,0.0016505-0.0002423i,0.00052477-0.00039777i,0.00022206-0.00092376i
0.0016975+0.00011187i,0.0011759-0.00059307i,0.0026967-0.0026699i,0.0038862-0.0031932i,-0.00024262-0.00080565i,-0.0061106-0.00024611i,-0.0091086-0.0052745i,-0.012427-0.012448i,-0.014785-0.015183i,-0.012381-0.011197i,-0.0073769-0.005669i,-0.0034491-0.0026614i,-0.0021005-0.0010747i,-0.00081106-0.00048161i,-0.00024871-0.00075988i,-0.0014718-0.0020561i,-0.0019057-0.0026398i,-0.0017075-0.00138i,-0.0015987-0.0002616i,1.4589e-05-9.6472e-05i,0.0012598+4.3533e-05i,0.00069276+0.00043288i,0.0004694+0.00035712i
-0.00047722-0.0038364i,-0.00029841-0.0035642i,2.0827e-05-0.00031445i,0.0020754+0.0041286i,0.0032032+0.0050102i,-0.00066676+0.00034218i,-0.008571-0.0042804i,-0.015185-0.003065i,-0.016581+0.0011735i,-0.012344+0.0027127i,-0.0069529+0.0016386i,-0.003628+0.0013015i,-0.0013421+0.0019643i,0.00059388+0.0024517i,-0.00018762+0.0027134i,-0.00090856+0.0031652i,0.00014734+0.0025752i,5.399e-05+0.00085153i,-0.0012884+0.00026923i,-0.0016384-0.00026206i,-0.00029077-0.0010089i,-8.0393e-05-6.7189e-05i,-0.00092113+0.00064154i
-0.00010166-0.0018711i,-0.00058512-0.0014886i,-0.0020185-0.0022198i,-0.0023594-0.0047464i,0.0022033-0.0071069i,0.0043686-0.0044623i,0.00040384+0.0037876i,-0.0018595+0.014008i,-0.00055153+0.018383i,0.0009823+0.013873i,0.00024845+0.0072275i,-9.1332e-05+0.0040718i,0.0010631+0.0027964i,0.0012542+0.0016572i,0.00078211+0.00221i,0.00080833+0.0039486i,0.0015495+0.0045513i,0.0018971+0.0031138i,0.00039706+0.001306i,-0.00082067+0.00053005i,-0.00067887-0.00031432i,-0.00083785-0.00086305i,-0.0013633-0.00091028i
-0.002416+0.0036003i,-0.0031781+0.0052205i,-0.0030108+0.0025743i,-0.0013144-0.0044708i,0.0017868-0.010205i,0.0034673-0.0067874i,0.0058558+0.0054865i,0.011026+0.014972i,0.014411+0.0145i,0.011709+0.0094763i,0.0057543+0.00524i,0.0024537+0.0026909i,0.0013769+5.0016e-05i,0.00062915-0.00074803i,0.0014777+0.00030728i,0.0025149-0.00011413i,0.0022485-0.00046474i,0.0016585+0.00010596i,0.0017843+0.00023751i,0.0024096+0.0001067i,0.0019526+0.00028461i,0.0012036-0.00024231i,0.00023775-0.0006653i
-0.00111-0.0042746i,-0.0011654-0.0067514i,-0.0033927-0.0076439i,-0.00511-0.0071386i,-0.0059346-0.006967i,-0.0042177-0.0061763i,0.0007117-0.0040256i,0.0075653-0.0043866i,0.011158-0.0070223i,0.0080282-0.006597i,0.0028024-0.0028066i,0.0011919-0.00061113i,0.0013549-0.0012877i,0.0016412-0.0023391i,0.003195-0.0029263i,0.0035276-0.0037967i,0.0021097-0.0044024i,0.00094611-0.0028364i,0.00069925-0.00097224i,0.00076723+3.1595e-05i,0.00069601-4.3081e-05i,0.00083936-0.00036028i,0.0010317+0.0003978i
-0.0016046+6.2121e-05i,-0.00026926+0.0023323i,-0.00064404+0.0064505i,-0.00061615+0.0095585i,-0.0027569+0.0083945i,-0.0048321-3.8426e-06i,-0.0017674-0.010678i,0.00071355-0.018742i,-0.0014735-0.020733i,-0.003118-0.014102i,-0.001854-0.0054897i,-0.00054934-0.0019509i,0.00061996-0.00014111i,0.0015261+0.0014223i,0.0013149+0.00028139i,-0.00019057-0.0018324i,-0.0016274-0.0026159i,-0.0012496-0.0021297i,-0.00063752-0.0015435i,-9.1769e-05-0.0017349i,-0.00011882-0.0015661i,-0.0011096-0.00032441i,-0.00092613+0.00040493i
0.0012603+0.00078163i,0.0015292+0.0017624i,0.00039304+0.0025716i,-0.0011393+0.0052837i,-0.0016811+0.0065758i,-0.00071065+0.0035701i,-0.001125-0.0033164i,-0.0057717-0.0096518i,-0.011375-0.010195i,-0.010752-0.0057161i,-0.0047539-0.0019438i,-0.0015604-0.0010355i,-0.0018661+0.00024803i,-0.0023749+0.0012717i,-0.0032646+0.0016337i,-0.0042748+0.0018071i,-0.0039949+0.0019205i,-0.002378+0.0016321i,-0.0015046+0.00038567i,-0.0013403-0.0015299i,-0.00094595-0.001462i,-0.0013743-0.00072641i,-0.0017268-0.00022766i
-0.0019098-0.00018138i,-0.0034183+0.00072636i,-0.0034759+0.0015549i,3.3861e-05-0.00051349i,0.0056794-0.0029687i,0.0054668-0.00069663i,-0.0010258+0.0043732i,-0.0077475+0.0096647i,-0.010421+0.01395i,-0.0061512+0.012927i,-0.0013696+0.0068075i,-0.0012928+0.00098044i,-0.0018137-0.0016699i,-0.0015993-0.0016618i,-0.002508+0.00058427i,-0.002145+0.003301i,-0.00090601+0.0045383i,-0.00051337+0.0040188i,-0.0010059+0.0020268i,-0.0016702+0.00083941i,-0.0016017+0.0010728i,-0.00024188+0.00076335i,0.00024652-0.00049272i
0.0033477-0.0056224i,0.001541-0.0065248i,-0.0024559-0.010958i,-0.0035323-0.014757i,0.00041113-0.016019i,0.0015778-0.012051i,-0.0028336-0.0017028i,-0.0035125+0.010719i,0.0013138+0.016807i,0.0027715+0.01314i,0.0002069+0.0076265i,-0.00024673+0.00479i,0.0020988+0.0016018i,0.0029681+8.1597e-05i,0.0033297+0.0016139i,0.002901+0.0022714i,0.0016479+0.0017658i,0.00092472+0.0014553i,0.0010351+0.0009057i,0.0019018+0.0011923i,0.0020314+0.0022817i,0.0021325+0.0022637i,0.0017471+0.0011151i
0.002258+0.0020719i,0.0024452+0.00011046i,0.0042408-0.005547i,0.0038598-0.011228i,-0.0013346-0.015897i,-0.0047793-0.015982i,-0.0019071-0.010306i,0.0052873-0.0040479i,0.010347-0.001732i,0.0072671-0.0022838i,0.00077724-0.001915i,-0.00084343-7.854e-06i,-6.3326e-05+0.0016949i,0.00042254+0.0033114i,0.0023008+0.0030508i,0.0047334+9.0142e-05i,0.0051255-0.0026657i,0.0039126-0.002699i,0.002886-0.00063775i,0.002202+0.00071812i,0.0018275+0.00076515i,0.00067654-0.00024848i,-0.000381-0.00048925i
-0.0016558-0.00011979i,-0.0027601+0.0020877i,-0.0040971+0.0063571i,-0.0087018+0.010707i,-0.013541+0.0089576i,-0.011093+0.0027902i,-0.00053449-0.002749i,0.0082978-0.0084014i,0.0089869-0.013968i,0.0048231-0.012405i,0.0017583-0.0054352i,0.00080491-0.0015549i,-0.00090809+0.00016101i,-0.00087619+0.0015787i,0.00060797+0.00085575i,0.00087147-0.0016175i,0.0010224-0.0024749i,0.0008925-0.0022217i,0.0014765-0.0013536i,0.0019171-0.0010836i,0.00055675-0.0015429i,-0.00066359-0.0011669i,-0.0011654+0.00032651i
0.002334+0.0021366i,0.0012413+0.0027713i,-0.0013101+0.003804i,-0.0040689+0.0069633i,-0.0066202+0.011162i,-0.00744+0.011978i,-0.0038277+0.0073284i,-0.00035513-0.0015181i,-0.0018249-0.0079291i,-0.0018413-0.0065697i,0.001159-0.0025023i,0.0018123-0.0016177i,-0.00034337-0.0018588i,-0.0010674-0.0015798i,-0.0012846-0.002112i,-0.002467-0.0017736i,-0.0031252-0.00014904i,-0.0031632+0.00026035i,-0.0024755-0.00034563i,-0.0018307-0.0011224i,-0.0020421-0.0020378i,-0.0016468-0.0017824i,-0.00021802-0.00094875i
-0.0023178+0.0028258i,-0.002399+0.0052685i,-0.0022469+0.0028447i,0.0025978-0.00076012i,0.0078408-0.0010488i,0.0047805+0.0013689i,-0.0040124+0.002485i,-0.010316+0.0033593i,-0.01178+0.0052468i,-0.0087506+0.0068871i,-0.0035605+0.0060865i,0.00047372+0.0026765i,0.0030526-6.3298e-05i,0.0035479-0.00097953i,0.00089437+0.00016735i,-0.0020823+0.0017235i,-0.0028022+0.00095549i,-0.0027241+0.00016634i,-0.0020712-0.0001393i,-0.000931-0.00030914i,-0.00073275+0.00048673i,-0.00043178+0.0013254i,0.00011714+0.0015753i
0.00042422-0.0077768i,-8.2401e-06-0.011904i,0.0024699-0.016449i,0.010218-0.01816i,0.01861-0.016952i,0.017004-0.012754i,0.0070948-0.0059613i,-0.002677+0.0036046i,-0.0071484+0.011705i,-0.0056674+0.011866i,-0.0033779+0.006761i,-0.0020069+0.0035438i,0.00047489+0.0027229i,0.0016147+0.0020554i,0.0011571+0.0021361i,0.0015961+0.0023293i,0.0016501+0.0018865i,0.0013915+0.0015552i,0.0015476+0.00165i,0.00065629+0.0018175i,4.8479e-05+0.0022624i,0.00061794+0.0018575i,-0.00025007+0.00036193i
-0.0015135+0.0031637i,-0.00090313+0.006944i,0.00027113+0.0078131i,0.0014646+0.0024975i,0.004819-0.0064997i,0.0095033-0.011081i,0.011067-0.0064063i,0.011487-8.4053e-05i,0.011211+0.0028748i,0.0072443+0.00075668i,0.0015753-0.0021937i,-0.0026967-0.0011985i,-0.0042274+0.00084667i,-0.003717+0.0012675i,-0.0015835+0.00085623i,0.0014499+0.00024671i,0.003593+0.00073104i,0.0034799+0.0024937i,0.002319+0.0028931i,0.0013885+0.0030634i,0.00097991+0.0036353i,0.0010062+0.0021458i,0.00085621+0.00083617i
-8.3426e-05+0.00048912i,-0.0024611+0.002472i,-0.0071514+0.0041605i,-0.015115+0.002184i,-0.02235-0.0036659i,-0.020666-0.0070323i,-0.0089467-0.0052873i,0.0057249-0.0048562i,0.013943-0.0087567i,0.010659-0.010332i,0.0053589-0.0069023i,0.003224-0.0035693i,0.00024107-0.0026028i,-0.0019022-0.00047761i,-0.0008688+0.0017562i,0.00048087+0.00075603i,0.00046821-0.00085545i,-0.00049647-0.00032795i,-0.0011679-7.2665e-06i,1.9935e-06-0.00057889i,0.0017632-0.00079596i,0.0020205-0.00091384i,0.0015556-0.0010023i
0.00083943-0.00044285i,-0.00053745-0.0019165i,-0.0038316-0.00093009i,-0.010073+0.00094955i,-0.018887+0.0011398i,-0.023359-0.0010946i,-0.018468-0.0050561i,-0.0093106-0.0089455i,-0.0044124-0.010542i,-0.0034975-0.0058498i,-0.00024558+0.00084535i,0.0030439+0.0013643i,0.00317-0.00020244i,0.0025979+0.00083098i,0.0023774+0.00054734i,0.00049335-0.00036838i,-0.0011289-0.0011562i,-0.0006307-0.0027924i,-0.00023589-0.0040229i,0.00013998-0.0041754i,0.00063941-0.0031088i,-2.001e-05-0.0015646i,-0.00047315-0.00032583i
-0.00010554+0.00041551i,0.00060949-0.00061699i,0.0020897-0.00291i,0.0053722-0.00074252i,0.0099488+0.0063029i,0.0085477+0.0068942i,0.00020571+0.00030974i,-0.010114-0.0025121i,-0.015262+0.00041597i,-0.012108+0.0049772i,-0.0061843+0.0067244i,-0.0020682+0.0046967i,0.00068024+0.0038434i,0.0026254+0.0028553i,0.0022122+0.0010935i,-0.00020838+0.00044859i,-0.00051198-0.0003123i,0.00068275-0.0006645i,0.0016143-0.0011148i,0.0021304-0.0017784i,0.0011807-0.0018232i,-1.2723e-05-0.0016989i,-0.00043746-0.00057175i
-0.00022627+0.00026495i,0.001843+0.0004877i,0.0091377+0.0024647i,0.021345+0.0029673i,0.029976+0.0024703i,0.02547+0.004712i,0.01213+0.0081405i,0.00020803+0.010382i,-0.0053905+0.012139i,-0.0044136+0.010062i,-0.0029857+0.003746i,-0.0040705+0.00052427i,-0.0036861+0.00048143i,-0.0013451-0.00018835i,0.00042108-0.00077561i,0.0023981+0.00069999i,0.0029721+0.0028233i,0.0017485+0.0043216i,0.00071648+0.0030655i,0.00040797+0.0009792i,0.00028506+0.00073984i,0.00078042+0.00029509i,0.00095134+3.6853e-05i
-0.0029025+0.0014927i,-0.0032969+0.0044889i,-0.0030453+0.0038641i,-0.0022976-0.0032122i,0.0010454-0.011519i,0.003648-0.010625i,0.0021281+0.00092637i,0.0029824+0.01137i,0.0077293+0.011612i,0.0099195+0.0047447i,0.0069766-0.001652i,0.0024602-0.0035317i,-0.00054315-0.0034086i,-0.0021674-0.0037579i,-0.0019891-0.0028574i,0.00051596-0.0011842i,0.0013254+0.00031009i,-0.00078648+0.00099826i,-0.0020276+0.00056015i,-0.0023992+0.0010159i,-0.0024018+0.0014513i,-0.00078048+0.001665i,0.00041508+0.00070666i
-0.00044352-0.0040466i,-0.0047966-0.0061392i,-0.01209-0.01036i,-0.019378-0.014426i,-0.024593-0.020113i,-0.020119-0.021331i,-0.0072621-0.013194i,0.0060461-0.005245i,0.013586-0.003996i,0.010796-0.0050359i,0.0054884-0.0028878i,0.0046863-0.00024843i,0.0032364+0.00040014i,-0.00027106+0.00062809i,-0.00088455+0.00040362i,5.3976e-05-0.0015519i,-9.4582e-05-0.0032981i,-0.00091963-0.0030043i,-0.0013104-0.0019022i,-0.0015049-0.0016706i,-0.0016831-0.00108i,-0.0013198+0.00017192i,-0.00058538+0.00093265i
-0.002514-0.002098i,-0.0029603-0.0014941i,-0.0068737+0.0015352i,-0.015722+0.0034919i,-0.021978-0.000934i,-0.017083-0.0086572i,-0.0040726-0.013534i,0.0050648-0.016428i,0.0038953-0.017154i,-0.0022752-0.012107i,-0.004492-0.0027215i,-0.001127+0.0026228i,0.00072346+0.0027714i,0.00050968+0.0036886i,0.0004451+0.004343i,-0.00063563+0.0023094i,-0.001432+2.7428e-05i,-0.00036591-0.0011587i,0.00086589-0.00085593i,0.001763-0.00042868i,0.0020106+4.9082e-05i,0.00016254+0.0008245i,-0.0010182+0.00097411i
