-0.0054303+0.00030285i,-0.0043747+0.0016084i,-0.0040722+0.0030497i,-0.0016764+0.0026278i,0.00081498+0.0020866i,0.0013317+0.0013627i,0.00087133+0.001058i,0.00060364+0.0012146i,0.00094081+0.0007576i,0.0010345-0.00018098i,0.00097388-0.00056811i,0.00062026-0.00056178i,0.00025421-0.00094551i,0.00075673-0.0023232i,0.0016842-0.0030143i,0.001697-0.0018809i,0.0012576-0.00071081i,0.001172-0.00024503i,0.00046557-0.00031418i,-0.00012458-0.00034454i,-0.00011174-0.00018942i,0.00027589-0.00013457i,0.00059991+0.00023451i
0.0010875-0.00072437i,0.0015284+0.00068604i,0.001036+0.0013526i,0.0019043+0.00083482i,0.0032583+0.0005625i,0.0029565-0.00019324i,0.0019557-0.0010963i,0.0014739-0.0006741i,0.00069566-0.00018269i,-0.00038677-0.00024471i,-0.0011126-0.00071505i,-0.0019499-0.00079466i,-0.0018974-0.00032736i,-0.0011433-7.3951e-05i,-0.0010248-0.00016712i,-0.00098204+0.00065409i,-0.0010912+0.00095902i,-0.00068067+0.00071857i,0.00030834+0.0010151i,0.00057986+0.0011205i,0.00044262+0.00070571i,2.051e-06-3.5015e-05i,-0.00046293-0.00073691i
-0.0005667+0.0017383i,-0.00021497+0.0022557i,6.5967e-05+0.001512i,0.00065118+0.00044339i,0.00080361-0.00046217i,0.00072398-0.001058i,0.00142-0.0020919i,0.0010372-0.0020512i,-0.00012932-0.0010403i,-8.0998e-05-0.00081554i,-4.7572e-05-0.00053023i,-0.00035736+7.1664e-06i,-0.00033429+0.00042019i,-2.0242e-05+0.00054301i,0.00022083+0.0010143i,-0.0004626+0.00050799i,-0.00098914-0.00025182i,-0.00052951+3.8544e-05i,0.00062002+0.00035521i,0.0011174+0.00028255i,0.00042557+0.00074799i,-5.8685e-05+0.0010981i,-0.00078663+0.00032501i
0.0015049+0.00075083i,0.00075482+0.0010816i,0.0012823+0.00044701i,0.0019449+0.00027573i,0.0015415+0.0012544i,0.0019174+0.0016606i,0.0018974+0.00048714i,0.0014318+0.0002087i,0.0011973+0.00086735i,0.0005198+0.00048935i,0.00088611-4.2783e-05i,0.0014689-0.00015554i,0.00021205+0.00073619i,-0.00027754+0.0010105i,0.00013967+0.00019927i,0.00060513+7.4458e-06i,0.0004662+0.00026668i,-0.00026859+0.00045079i,-0.00064537+0.0001309i,-0.00059994-0.00075067i,-0.00028352-0.0006467i,0.00052773+0.00042249i,0.00090449+0.00097322i
-0.0021174+0.0014244i,-0.0011527+0.0022317i,-0.00024829+0.0011412i,0.00043821-0.00020865i,0.0016235-0.0016617i,0.0020222-0.0024858i,0.0018451-0.0020767i,0.0010004-0.0010671i,4.408e-06-0.00036839i,-0.00055452-8.2334e-05i,-0.00052829+0.0001608i,-8.1129e-05-0.00033409i,1.5711e-05+0.000265i,0.00016565+0.0003237i,0.00071168-0.00068836i,0.00089259-0.00022217i,0.00050174+0.00044581i,0.00013671+0.00027481i,-0.00017005+0.00010731i,-5.3861e-06+0.0006566i,-0.00042823+0.00058922i,-0.00020275+0.00042669i,0.00023721+0.00084908i
-0.0017165-0.0010892i,-0.0013557-0.00079276i,1.9377e-05+0.0014982i,0.0015999+0.0021889i,0.0020833+0.0010891i,0.0017044+0.00012224i,0.0010418-0.00039886i,0.0005984-6.2327e-05i,0.00032532+0.00021618i,-2.9804e-05+0.00012089i,-0.0012001-0.00041459i,-0.0014421-0.00025757i,-0.00054422+0.00012661i,-7.4015e-05+4.2842e-05i,-0.00045112-0.00080135i,-0.00057255-0.00065459i,-0.00048546+0.00023986i,-6.2885e-05+3.8774e-05i,0.00023218-0.00038415i,-0.00016063+0.00016754i,-0.00046018+0.0004901i,0.00021932-1.7927e-05i,0.00044912-0.00016468i
0.00050489-0.0022743i,0.00090588-0.0015626i,0.00027333-0.00063305i,-4.3615e-05+0.00078893i,0.00029021+0.0016386i,0.0013481+0.00044856i,0.0019106-0.0015489i,0.0016378-0.0016838i,0.0010515-0.00087359i,-6.35e-06+0.00012381i,-0.00050181+0.0017544i,-0.00055528+0.0024521i,-0.00032265+0.0016478i,0.00015198+0.00075265i,1.5477e-05+0.00084092i,0.00016223+0.00076387i,-0.00042331+7.4416e-05i,-0.0014652-0.0004747i,-0.0011367-0.00092634i,-0.00033531-0.00096983i,-0.00022925-0.00048847i,-0.00036794+0.0003648i,-7.5046e-05+8.1873e-05i
0.001959-0.0002053i,0.0022944-0.00070952i,0.0020992-0.00010779i,0.0016794+0.00036846i,0.0018808+0.0006504i,0.001331+6.0915e-05i,0.00093241-2.0886e-05i,0.00067221+0.00023639i,6.5844e-05+2.0663e-05i,-0.00061552+0.00042494i,-0.00042815+0.0004873i,0.00028334+0.00048153i,0.00047421+0.0012793i,-0.00025933+0.0010869i,-0.00072702+0.00037342i,-0.0010494-0.00032256i,-0.00059394-0.00062351i,1.9564e-05-0.00050982i,0.00010153-0.00096202i,-5.0704e-05-0.00098604i,-8.1521e-05-0.0011883i,-2.1155e-05-0.0011725i,-0.00058625-0.00028881i
0.0012009+0.0013466i,0.0010882+0.00095943i,0.0012615+0.00061392i,0.00016254+9.4865e-05i,-4.5621e-05-3.9624e-05i,0.0011714-0.00040964i,0.00076515-0.00083462i,-0.00021351-0.00040359i,-0.00058219+0.00010583i,-0.00054865-3.3979e-05i,0.00014463-0.00055698i,9.8627e-05-0.0014677i,-0.00074531-0.0019654i,-0.00048698-0.0014427i,0.00025293-0.0012281i,-0.00015352-0.00083568i,-0.00043344-0.00021272i,0.00034456-0.00045979i,0.00034818-0.00044636i,-0.00012945-0.00048126i,-0.00019461-0.00064208i,-2.7023e-05-0.00066838i,0.00017915-0.00031726i
-0.00072696+0.00027057i,-0.00049057+0.00087497i,-0.00075232+0.0013836i,0.00031378+0.0021031i,0.0019014+0.0021682i,0.0019775+0.001247i,0.0011055-0.00038688i,0.00047501-0.0011704i,0.00059173-0.00024103i,0.00050429+0.00030775i,-0.00076735-0.00060327i,-0.0014017-0.0016191i,-0.00073886-0.00078369i,-0.00019456+2.06e-05i,0.0005251-2.9213e-05i,0.00086979+0.00024657i,0.00057556-0.00014837i,0.00040245-0.00094313i,0.00075339-0.00062432i,0.0004813-0.00042692i,-5.1148e-05-0.00065041i,-0.00039385-0.00061981i,0.00020912-0.00024872i
-0.0016008+0.00081356i,-0.0017749+0.00062671i,-0.0012594+1.3008e-05i,-0.00010868-0.00080155i,0.0010462-0.0012091i,0.0017365-0.00060672i,0.0019409-0.0007754i,0.0009302-0.0012587i,-0.00063557-0.00038644i,-0.00063801+0.00068231i,0.00034937+0.00065374i,0.00080381+0.00027894i,0.00054224+0.00012812i,0.00078797+0.00016525i,0.0016169+0.00022062i,0.0014822+0.00051987i,0.00080851+0.00043672i,0.00046333+0.00021592i,0.00091607+0.00015452i,0.00092695-6.4389e-05i,0.00030283-0.0004098i,-3.3112e-05-0.00043632i,-0.00039012-0.00040438i
-0.00077321-0.0015136i,-0.0017032-0.0018456i,-0.0010181-0.00061711i,-0.00078078+0.00061786i,-0.00058821+5.0537e-05i,-0.00030616+8.5071e-05i,-0.00022108+0.00083704i,-0.00036332+0.00094563i,-0.00043398-0.00010175i,-3.7704e-05-0.0002654i,-0.00015289+0.00051502i,0.00016264+0.00064967i,0.00044036+0.00074359i,0.0003414+0.0010074i,0.00060456+0.0020014i,0.00061391+0.0022011i,0.00082492+0.0017907i,0.001013+0.0012051i,0.0007345+0.00042043i,0.00039107-6.4742e-06i,3.1762e-05-0.00068059i,-0.00017779-0.0010695i,-0.00051172-0.00044405i
0.00039033-0.0022718i,0.0012456-0.002485i,0.0012927-0.0019685i,0.00065534-0.00083256i,0.00078881-0.00061225i,0.0014796-9.5916e-05i,0.00091596+0.00034885i,-0.00087469-0.0002112i,-0.0014314+0.00015958i,-0.00080408+0.00012531i,0.00014076-0.00027729i,0.00043694-0.00067104i,0.00026347-0.0012831i,-0.00010633-0.0010616i,-0.00023201-2.3851e-05i,-0.00011885+0.0007387i,0.0006684+0.00084623i,0.0011887+0.00094879i,0.00065617+0.0011314i,0.00059446+0.00090259i,0.00057606+0.00030632i,0.00017077-0.0001901i,0.00019557-0.00037379i
0.00094165+0.00036827i,0.0016755+0.00054734i,0.002418+0.00072342i,0.0020988+0.00031954i,0.0014528-0.0003952i,0.0021122-0.0014764i,0.0021202-0.0017344i,0.00097511-0.0012213i,0.0007792-0.0013674i,0.00056433-0.0010401i,0.00010508-0.00089295i,0.00040358-0.00054396i,0.00020504-7.2355e-05i,-0.0001771+0.00036268i,-0.0011367+0.0012372i,-0.00089646+0.0013833i,0.00044566+0.00081703i,0.00043806+0.0009271i,3.5004e-05+0.0010484i,-0.00032485+0.00075252i,-0.00010124+0.00048482i,0.00062233+0.00033374i,0.00038887+0.00030544i
0.00019691+0.0012259i,-0.00025097+0.0017961i,-0.0005279+0.0022034i,0.00031954+0.001596i,0.0016672+7.4647e-05i,0.0016877+3.9515e-05i,0.0013013+0.00043981i,0.0014137+7.7812e-05i,0.0013144+0.00010357i,-0.00033914+0.00045563i,-0.0015064+0.0011154i,-0.0009421+0.001101i,-0.00043275+0.0009055i,-0.00058052+0.001061i,-0.0015604+0.0012268i,-0.0016831+0.0010896i,-0.0008681+0.00087021i,-0.00017056+0.0010065i,0.00011383+0.00076874i,-4.3615e-05+0.00072015i,-0.00039605+0.00049005i,0.00014265+0.00010138i,0.00066571-0.00026233i
-0.0017763+0.00045661i,-0.0021428+0.0016404i,-0.00076311+0.0016236i,0.00021775+0.0010198i,0.0015888-0.00011407i,0.002233-0.0013921i,0.0013316-0.00013375i,0.00040713+0.00022917i,0.00035656-0.00017599i,-0.00028648+0.00030954i,-0.00087898+0.00093241i,0.00029856+0.0016204i,0.00075513+0.0020133i,-0.00027884+0.0013773i,-0.0008896+0.00086985i,-0.00086851+0.00082405i,-0.000656+0.0010102i,-0.00059037+0.00097824i,-0.00066925-2.4467e-05i,-0.0011145-0.00092283i,-0.001115-0.00034845i,-0.00051301+0.00042422i,-0.0007204+8.6666e-05i
-0.00053973+0.00106i,0.00012643+0.0005813i,0.0017524-0.00012026i,0.0021284-0.0014923i,0.0012067-0.0017263i,0.0010668-0.0010895i,0.00092388-0.00074497i,0.00034142-0.00044258i,0.00049439-0.00011682i,0.00071934+0.00026484i,0.00073082+0.00063246i,0.00018417+0.00038499i,-0.0012935-0.00036852i,-0.0021946-0.0010864i,-0.0014573-0.0006045i,-0.00079036+0.00057242i,-0.00099174-8.5374e-05i,-0.00089544-0.0010435i,-0.00042225-0.00084092i,0.00015347-0.00061575i,0.00033585-0.00074899i,-6.7496e-05-0.00046419i,0.00015361-0.00023857i
0.00113-0.0020599i,0.00024582-0.0018975i,0.00018883-0.001185i,-0.00023699+7.6667e-05i,-0.00030101+0.0011838i,0.00089388+0.00076204i,0.0018637-6.4731e-05i,0.0013762+5.6847e-05i,0.00044118-0.00010899i,0.00010263-0.00075601i,2.1834e-05-0.00098093i,-0.00065806-0.000752i,-0.0014311+5.6009e-05i,-0.0016985-7.3045e-05i,-0.0012244-0.001082i,-0.00058043-0.0018554i,-0.00031446-0.0011709i,-0.00098719-0.0010209i,-0.0010213-0.0013807i,-0.00085057-0.00089831i,-0.00087171-0.0011544i,-0.00037264-0.0016608i,0.00020231-0.00059928i
-8.5118e-05-0.0015088i,-0.0012418-0.00024982i,-0.001476+0.0016053i,-0.00017779+0.0020178i,0.0012073+0.0016657i,0.001909+0.00079954i,0.001607-8.4283e-05i,0.00091168-0.00048611i,0.00033438-0.00062079i,-0.00066241-0.00041239i,-0.0018251-0.0005998i,-0.0019545-0.00063562i,-0.0010855-0.0006167i,-0.00016515-0.00064255i,0.00019999-0.00033316i,0.00019334-0.0004921i,0.00014143-0.00097051i,0.00055929-0.0015908i,0.00061431-0.0022592i,0.00029366-0.0014499i,-0.00051637-0.00025526i,-0.001077-0.00022236i,-0.00067561-0.000858i
0.0034513-0.00017227i,0.002515-0.0001159i,0.0019869+0.00024386i,0.0017741+0.0001103i,0.0014614-7.6089e-05i,0.0011639-0.00056263i,0.0013198-0.0013317i,0.00078487-0.0011378i,0.00022733+0.00015156i,0.00015906+0.0010225i,0.00014701+0.00092406i,0.00028288+0.00040768i,5.8868e-05+6.9307e-05i,0.00027124+0.00024105i,0.00039706+0.00033012i,0.00096084+5.5654e-05i,0.001432-0.00013439i,0.00098557+4.3358e-05i,0.00051831+0.00028296i,0.0005477+0.00058414i,0.00057278+0.00078637i,9.1123e-05+0.00077814i,0.00014222+9.8149e-05i
0.0029526+0.00059433i,0.0026471+0.0009515i,0.0014349+0.00017538i,0.00055632-0.00037715i,0.00073477-0.00069848i,0.00046442-0.0015643i,-0.00012212-0.001576i,-0.00025578-0.00016206i,-0.00040843+0.00064325i,-0.00030871-0.00048374i,1.4008e-05-0.00071879i,0.00024584-0.00081823i,3.4866e-05-0.0016242i,0.00022926-0.0014933i,0.00059717-0.00083787i,0.00068235-0.00012548i,0.00080051+0.00045784i,0.0013551+0.00070724i,0.0018876+0.00029851i,0.0015873+0.00014472i,0.00053319+0.00062652i,-0.00023601+0.00050085i,0.00036146+0.00039225i
-0.00062951+0.0017566i,-0.00085966+0.0020209i,-0.00069708+0.0012946i,-0.00010273+0.00094281i,0.00087916+0.00061102i,0.0017893+0.00082501i,0.0014846+0.0012739i,0.00041853+0.0011555i,-0.00018224+0.00037907i,-0.00052873+0.00019598i,-0.00032872-0.00010587i,0.00054678-0.00061422i,0.0012281-0.00061181i,0.0013565-0.00056146i,0.0014563-0.00025525i,0.0011201-0.00031726i,0.0006961-0.00012418i,0.00072031+0.00034994i,0.00050852+2.4412e-05i,0.00028633-7.7848e-05i,0.00035193+0.00019931i,0.00029294-0.00015729i,0.0004312-0.00078501i
-0.0028705-0.00054221i,-0.0031944+0.00125i,-0.0031503+0.0015398i,-0.0012265+0.00082993i,0.0010444+0.0015132i,0.0021156+0.0011039i,0.0021818+0.00013589i,0.0018652-0.00028458i,0.0013394-0.00033292i,0.00013956+0.00030789i,-0.00078788+0.00070722i,-0.00085803+0.0010423i,0.00038219+0.00088922i,0.0019679+1.0115e-05i,0.0021606+0.00056348i,0.0018533+0.0011181i,0.00094022+0.0012295i,6.5053e-05+0.0023756i,1.6237e-05+0.002165i,-0.00022527+0.00054135i,-0.00061287+4.1373e-05i,-0.00041731+0.00024644i,0.00019798+0.00010586i
-0.0020738-0.00096611i,-0.0015144-0.0014846i,-0.0010344-0.0015872i,0.00043909-0.00041585i,0.0013132+0.00025586i,0.0018065-0.00038318i,0.0018197-0.00051287i,0.0011962-0.00044945i,0.00089896-0.00094772i,0.00083621-0.00021033i,0.00016686+0.001803i,-0.00025194+0.0020813i,-3.4381e-05+0.0014626i,6.025e-05+0.0017577i,0.0010454+0.0019197i,0.0013702+0.0019552i,-0.00020077+0.0016572i,-0.0014965+0.001218i,-0.0009239+0.0019953i,-0.00035479+0.0016976i,-3.2161e-05+0.00047367i,0.00036192+0.00055774i,9.4359e-05-9.8945e-05i
0.00089837-0.0025824i,0.0016012-0.0017246i,0.0016447-0.0012374i,0.0010789-0.0013219i,0.00063551-0.0009184i,-6.3369e-05-0.00025243i,-2.5807e-05-0.0006511i,-0.00040283-0.0016287i,-0.00074176-0.0012059i,-0.00048574+0.00032713i,-0.00021115+0.0018184i,0.00038218+0.0019246i,0.00046548+0.0011711i,9.9456e-05+0.0014319i,-4.7247e-05+0.0013555i,-0.00062777+0.00080498i,-0.00059259+0.00058215i,-0.00044014+0.00068766i,-0.0013473+0.0010476i,-0.0017468+0.00095862i,-0.00091031+0.00027043i,0.00039697-0.00028836i,0.00045839-0.00072826i
0.0039415-0.0006855i,0.0033602-0.0003482i,0.002218+0.00033544i,0.0018443+0.00052422i,0.0024309+0.0006788i,0.0025104+0.0007911i,0.0019696-0.00019098i,0.0011788-0.00052514i,0.00010227-3.5919e-05i,-0.0004209+0.00031942i,-0.00031435+0.00019194i,-0.0010637-3.8742e-05i,-0.0011764+0.00031429i,-0.00082245+0.00062138i,-0.0010033+0.0011398i,-0.0012511+0.00061702i,-0.0009439-0.00094724i,-0.0014353-0.0014546i,-0.0019336-0.0017353i,-0.001488-0.0018855i,-0.00106-0.00056709i,-0.0010221-0.00026945i,-0.00030582-0.00076343i
0.0012137+0.0019682i,0.0015536+0.0010851i,0.0016835+9.4137e-05i,0.0010186-0.00054556i,0.00102-0.00089672i,0.001565-0.0015362i,0.0020616-0.0015819i,0.0021359-5.9528e-06i,0.0018689+0.00073564i,0.00079109+0.00023061i,-0.00073746+0.0001536i,-0.001785+0.00020118i,-0.0015421+0.00060192i,-0.0014693+0.0010905i,-0.0018868+0.00035205i,-0.0015371-0.0006382i,-0.00087966-0.0012263i,-0.0013751-0.0015305i,-0.0019696-0.0009422i,-0.00092286-0.00041762i,0.00017508-0.00063506i,0.00041386-0.00041336i,-0.00035323+0.00022385i
-0.0046465+0.0017529i,-0.0037299+0.0025426i,-0.001831+0.0025065i,-0.00026855+0.0031443i,0.0010356+0.0029172i,0.0013671+0.0016631i,0.0016338+6.7824e-05i,0.002613-0.0012599i,0.0020577-0.0012955i,0.00076146-0.00030981i,0.00024296+0.00042175i,-4.4127e-05+4.2454e-05i,-0.00011925-0.00070295i,0.00040289-0.0011768i,0.0011665-0.001265i,0.00063309-0.00093458i,8.4029e-05-0.00049107i,-0.00039276-0.00080185i,-0.00070285-0.0018647i,-2.3451e-05-0.0020757i,-7.4862e-05-0.0012364i,-0.00056651-0.00026638i,-9.9985e-05-5.154e-05i
-0.0013376+0.00026329i,-0.00046674-0.00057533i,0.0007301-0.00074499i,0.00089583-0.0009331i,0.0013012-0.0011714i,0.0015589-0.00088642i,0.00040707-0.0012814i,-0.00084634-0.00189i,-0.0011475-0.0014797i,-0.00075146-0.00056725i,4.2662e-08-0.00016931i,2.5799e-05-0.00061334i,-0.00063988-0.00055426i,-0.0014666-0.00093838i,-0.0018049-0.0014369i,-0.0016052-0.0020833i,-0.00059423-0.0027511i,0.00065881-0.0023334i,0.0012701-0.0015941i,0.0013461-0.00055699i,0.00063156+0.00029156i,-0.00010323+0.0002563i,-0.00051186+3.1435e-05i
0.0014767-0.0011356i,0.00047775-0.0019588i,0.00063429-0.0026632i,0.0010466-0.0018097i,0.00055545-0.00084826i,0.00057245-0.0010477i,0.00082572-0.0012174i,0.0001581-0.00091853i,-0.0008251-0.00047247i,-0.0015295-0.00014632i,-0.0012992+0.00025677i,-0.0010552+6.8319e-05i,-0.00078441-0.00044594i,-0.0007851-0.00027071i,-0.00078903-0.00060931i,-5.895e-05-0.0007339i,0.00082258-0.00033511i,0.0015869-4.9312e-05i,0.0015324+0.00024236i,0.0010742+8.248e-05i,0.00067925+5.967e-05i,0.00066532-0.0002012i,0.00027986-0.00051274i
0.0024385-0.0009002i,0.0024295-0.0014347i,0.0028244-0.0014316i,0.0012433-0.00080077i,5.4917e-05-0.0001073i,0.00055615-0.00015149i,0.0016232+0.00057926i,0.001895+0.0012133i,0.00058764+0.0013088i,-0.0010054+0.00091113i,-0.0017034+0.0001862i,-0.0012912+0.00010631i,-0.00039281-0.00027297i,-4.9984e-05-0.0004536i,7.9399e-05-0.00058746i,0.00021451-0.0001098i,0.00086242+0.0012239i,0.0011905+0.0013104i,0.00089888+0.00058111i,0.00055144+0.00065082i,0.00042905+0.00069825i,-2.1302e-05-0.00013058i,2.0278e-05-0.0007809i
0.0018063+0.00071042i,0.0023441+0.0010273i,0.0023629+0.0016105i,0.0018529+0.001114i,0.0020526+6.2853e-05i,0.0023393-0.0005198i,0.0018097-7.6129e-05i,0.0010305+0.00065997i,0.0012078+0.00047468i,0.0012079+0.00033334i,-0.00049808+0.00079615i,-0.00070727+0.00056251i,0.00034881+0.000367i,0.00044133+0.00034044i,0.00048777-0.00040344i,0.00039277-0.00045602i,0.00030621+0.00013435i,0.00080024+0.0013757i,0.00077801+0.0025981i,0.00062944+0.0027492i,0.00063+0.001409i,0.00010958+0.00042776i,4.4992e-05+0.00040065i
0.0011511+0.0016203i,0.0020879+0.0019595i,0.0019956+0.001856i,0.00076032+0.00058616i,0.00011941-0.00077938i,0.00061326-0.00071851i,0.0008789-0.0011423i,0.0007494-0.0018784i,0.00085717-0.0011597i,0.00064951-7.7028e-05i,0.00036743+0.00070773i,-8.4775e-05+0.0014442i,-0.00017041+0.0014015i,0.00022248+0.00026498i,3.8117e-05-0.00040314i,0.00023356-0.00066083i,0.00048287+0.00044673i,0.00032909+0.001846i,3.0349e-05+0.0016347i,0.00012592+0.0015482i,-0.00022939+0.0014826i,-0.00058747+0.00089402i,-0.00095732+0.00065909i
-0.0013793-0.00011856i,-0.0010476+0.00064961i,-0.00079769+0.0011733i,6.9447e-05+0.0016091i,0.0012381+0.0013245i,0.0027167+0.0015028i,0.0022007+0.0012426i,0.00055136-0.00036719i,-0.00088962-0.001907i,-0.0014937-0.0015712i,-0.0014026-0.00056952i,-0.00077901-8.5967e-05i,0.0002624+0.00046333i,0.0010194+0.00078216i,0.0010623+0.00095297i,0.00053413+0.00063192i,-0.00038839+0.0003722i,-0.0011093+0.0004648i,-0.00087223+0.00056562i,-0.00072792+0.00054153i,-0.00065432+0.0010525i,-6.5382e-05+0.00066948i,0.00080937-5.083e-05i
-0.0035868-0.0013932i,-0.0036735-0.00095263i,-0.0026903+0.00075542i,-0.0017468+0.0019092i,-0.00038743+0.0015294i,0.0012013+0.00081959i,0.00096506+0.00013188i,-8.587e-05+0.00047003i,-0.00090114+0.001785i,-0.0019399+0.0019982i,-0.0019333+0.0005208i,-0.0013312+3.0173e-05i,-0.00059458+0.0011571i,0.00040195+0.0012443i,0.00088565+0.0011819i,0.00021021+0.0011624i,-0.00034222+0.00057567i,-0.00030882-0.00059862i,-0.0007278-0.00106i,-0.00099591-4.6776e-05i,-0.00020827+0.00030431i,0.00013624-0.00033648i,0.00017368-0.00054737i
-0.001144-0.0010103i,-8.835e-06-0.0014328i,0.0013445-0.0018474i,0.00074166-0.0013544i,-7.9437e-05-0.00092969i,0.00016584+2.9302e-05i,0.00095907+0.00035419i,0.0012379-0.00010775i,0.00089136+0.00038156i,5.5294e-05+0.00090304i,-0.00075634+0.00044347i,-0.0014449+2.904e-05i,-0.0016356-0.00039204i,-0.0012134-0.00035697i,-0.00073091+0.00024438i,0.00016809+0.00010732i,0.00026032-0.00083356i,-0.00058978-0.0014036i,-0.0014763-0.00069949i,-0.0020592-0.00031346i,-0.0018153-0.00086438i,-0.0011783-0.00035159i,-0.0010919+0.00021738i
0.002202-0.0043595i,0.001526-0.0028399i,9.6809e-05-0.00081977i,-0.00061479+0.00010674i,-0.00035458+0.00020675i,0.00082669-0.0010221i,0.001384-0.001663i,0.00096393-0.00057201i,0.000176+9.3898e-06i,-0.00037313-0.00019525i,-0.00022929-0.00049781i,9.8475e-05+0.00020776i,-0.00066553+0.00091513i,-0.0011848+0.00087877i,-0.00041716+0.00025306i,0.00026458-0.00078254i,0.00035667-0.0014272i,-0.00018653-0.002149i,-5.717e-05-0.0020364i,0.00026257-0.00115i,0.00032013-0.00038294i,0.00029755-0.00062323i,0.00039278-0.00069879i
0.0031168+0.00015538i,0.0030881+0.0014577i,0.0010757+0.0008638i,0.00071969+0.00056104i,0.0014303+0.00065412i,0.0018436-0.00033012i,0.0016627-0.0013926i,0.0010327-0.00208i,6.6798e-05-0.0024728i,-0.00045444-0.0023925i,-5.6604e-05-0.0019326i,0.00051962-0.0010883i,9.3982e-05-0.0008521i,0.00047715-0.00084905i,0.00048162+8.5696e-05i,-0.00018829+0.00057875i,-0.00016739+9.3777e-05i,0.00012171-0.00072988i,0.00067896-0.0018641i,0.00070859-0.001692i,0.00024922-0.00060758i,-0.00047656-0.00031765i,-0.0011056-0.0005585i
0.0012084+0.0021796i,6.5655e-05+0.0016241i,0.00044632-8.561e-05i,0.0011579-0.00088486i,0.0016616-0.0009261i,0.0018996-0.00046909i,0.0012379+0.00032793i,0.00027616+6.9024e-05i,-0.00092448-0.00025248i,-0.0015149-0.00010698i,-0.00078289+0.00022088i,-0.00012028-8.0722e-05i,5.634e-05-0.0005593i,-0.00011084-0.00070727i,-0.0004273-3.4248e-05i,-0.00052355+0.00077531i,-0.0005851+0.00060166i,0.00079308-0.00047665i,0.0016839-0.0017696i,0.0016419-0.0017514i,0.0012723-0.0005067i,0.00054537-0.00079883i,0.00058921-0.0011139i
-0.0030153-0.001828i,-0.0027725-0.0022154i,-0.0031158-0.00087317i,-0.0030408+0.00097597i,-0.0015216+0.0021359i,0.001015+0.0017986i,0.0018503+6.5077e-05i,0.0016143-0.00077822i,0.0010302-0.00060753i,0.0010635+0.00082298i,0.00093356+0.0013175i,0.00052642+0.00093019i,0.0013263+0.00052005i,0.0024997+2.2051e-05i,0.0025727+4.0017e-05i,0.0015167+0.00014537i,0.00071554+0.00062106i,0.0011475+0.0013148i,0.0014821+0.00068577i,0.00062162-5.9371e-05i,1.5321e-05-0.00011768i,4.6523e-05-0.00034747i,0.00058719+0.0002246i
-0.0015314-0.0037012i,-0.00099696-0.00368i,-0.00043716-0.0015776i,-0.00015629+0.00029231i,0.0011032-0.0001901i,0.0022494-0.00060823i,0.0017499-0.00087464i,0.0010281-0.0011907i,0.0012528-0.00055401i,0.0014881-0.00018947i,0.00064019+0.00079416i,0.00030451+0.0018515i,0.0011926+0.0016915i,0.0012047+0.00099395i,0.00063966-0.0002433i,0.00045372-0.00056369i,0.00060971+0.00022753i,0.00036614+0.0010224i,-0.00012329+0.00091486i,0.00012638+0.00056154i,0.00042848+0.00056749i,0.0007428+0.00021183i,0.0010466-0.00027073i
0.0013601-0.0013207i,0.0026546-0.0014331i,0.0022608-0.0013832i,0.0022394-0.0010944i,0.0020208+8.1481e-05i,0.001552+0.00027625i,0.0019709-0.0007651i,0.0014219-0.0014594i,0.00036428-0.0016166i,0.00038622-0.00058928i,-0.00010042+0.0008683i,-0.00063733+0.0011408i,-0.0004509+0.0004519i,-0.00031355-0.00069967i,-0.00079399-0.0008867i,-0.001863-0.00065418i,-0.0021407+2.3824e-05i,-0.0008567+0.0012781i,-0.00063621+0.0014824i,-0.00070844+0.001334i,-0.00023835+0.0013169i,0.00012229+0.00078089i,0.00013955+9.9329e-05i
0.0017598+0.0011536i,-0.00047804+2.1317e-05i,-0.00089423-0.00091552i,0.00024993+0.00010031i,0.0010308+0.0011765i,0.0020396+0.00091552i,0.0021012-1.0187e-05i,0.00090603-0.00052879i,-0.00032251-0.00039943i,-0.00068668+0.00014802i,-0.00072382+0.00023331i,-0.00045416+0.00070082i,-0.00030248+0.0012289i,-2.8182e-05+0.0014229i,-0.00021378+0.0012338i,-0.00094099+0.00041409i,-0.0013678-9.8851e-05i,-0.001619+0.00067583i,-0.00053293+0.001088i,0.0012099+0.0005852i,0.00095859+5.787e-05i,0.0004477+0.00058159i,0.00051602+0.00067719i
0.00011667+0.0007183i,0.00066368+0.0013403i,0.0010489+0.0016529i,0.0010228+0.0015079i,0.00088153+2.9403e-07i,0.0014193-0.0008966i,0.0010112-0.00071076i,0.00042803+0.0001598i,-0.00049047+0.00094936i,-0.00073186+0.0011056i,-0.00044687+0.00082481i,-0.00081728+0.00039167i,-0.00099339-3.4163e-05i,-0.00057352-0.0011511i,0.00029375-0.0018141i,0.00078141-0.0015978i,0.00027429-0.00087678i,-0.00046214-0.00018952i,-0.0009678+6.1354e-05i,-0.0012935+0.00048246i,-0.00096489+0.00060021i,-0.0010768+0.00063766i,-0.00029924+0.00026345i
