0.00050008+0.00094057i,0.00042658-0.0010545i,-3.8593e-05-0.0018037i,-0.00019138-0.0024451i,-0.00077208-0.0025046i,-0.0020565-0.0010805i,-0.0021215-0.00029491i,-0.00072919+0.00073797i,0.00059606+0.0010246i,0.00012267+0.00025477i,0.0002078+9.0834e-05i,0.00025842+0.00046768i,-0.00068898+0.00096804i,-0.00018002+0.0010266i,0.00062619+0.00056817i,0.00066068-0.00024047i,0.00046306-0.00039609i,0.00046699-0.00036723i,0.00027248-0.00046697i,-0.00035606-0.00060037i,-0.00083657-0.00091429i,-0.00046554-0.00060748i,2.5944e-05+0.00033919i
0.002594-0.00021395i,0.01437+0.0052035i,0.031981+0.019441i,0.035913+0.037788i,0.0081544+0.041253i,-0.029251+0.022373i,-0.041172+0.0097789i,-0.032354+0.014401i,-0.021873+0.017535i,-0.012347+0.014912i,-0.004273+0.010318i,0.0015842+0.0059089i,0.004132+0.0034321i,0.0038731+0.0025742i,0.0023042+0.0020827i,0.0022164+0.0016742i,0.0024115+0.0016056i,-1.7829e-05+0.0014061i,-0.0038448+0.00022912i,-0.006646-0.0015779i,-0.0066563-0.0025629i,-0.0048309-0.0029428i,-0.0037058-0.0031682i
-0.0026615+0.0057481i,-0.0058896+0.017116i,-0.013031+0.033738i,-0.017864+0.038599i,-0.0058196+0.023818i,0.015157+0.0060709i,0.020962-0.0046986i,0.017945-0.012474i,0.015517-0.014389i,0.012035-0.0091077i,0.0082174-0.0036911i,0.0050319-0.0029778i,0.0013075-0.0034635i,-0.0017191-0.0026091i,-0.002971-0.001368i,-0.0023914-0.00032371i,0.00017106+0.00041753i,0.0022383-0.0012916i,0.001964-0.0047807i,0.0018684-0.006115i,0.0043349-0.0037743i,0.0055836-0.00040647i,0.0047419+0.00071318i
-0.0035865+0.0010179i,-0.014144-0.00051427i,-0.032261-0.0062089i,-0.048121-0.014832i,-0.050554-0.015721i,-0.041184-0.01028i,-0.027937-0.0021508i,-0.018691+0.010029i,-0.012917+0.014995i,-0.0068671+0.010669i,-0.0022669+0.0055612i,-0.00044941+0.0017224i,0.00040857-0.0016108i,0.0016102-0.0034058i,0.0030695-0.0035737i,0.0036487-0.0028492i,0.0034036-0.0013693i,0.002878-0.00033331i,0.0031973+0.00069451i,0.00373+0.0032643i,0.0024835+0.0052035i,1.0647e-05+0.0051385i,-0.0010823+0.0034105i
0.0026395-0.0045027i,0.0050224-0.013865i,0.016217-0.033068i,0.033261-0.049741i,0.04507-0.042512i,0.044103-0.016323i,0.031711-0.0038696i,0.016203-0.011198i,0.00557-0.01448i,0.00051374-0.0087464i,-0.00059668-0.0050643i,-0.00036081-0.0042599i,-0.00050649-0.0029626i,-0.00027471-0.0010304i,7.1275e-05+0.00012675i,-0.00072197-0.0010123i,-0.0009742-0.0032169i,-0.0011277-0.0032777i,-0.0021827-0.00061166i,-0.0026636+0.0021382i,-0.0015052+0.0028419i,-0.0002465+0.0013442i,-0.00013379+0.00040707i
0.0028266-0.0038594i,0.010476+0.00041976i,0.023014+0.014787i,0.028088+0.034996i,0.0083847+0.042661i,-0.020479+0.031358i,-0.027328+0.021668i,-0.016785+0.022257i,-0.009097+0.021425i,-0.0058282+0.016388i,-0.00044937+0.010742i,0.0038851+0.0060153i,0.0042857+0.0026942i,0.0026568+0.00067651i,0.0012263-0.0011729i,0.00033374-0.0033078i,-0.0006299-0.0034292i,-0.0016495-0.0022264i,-0.0032723-0.00092148i,-0.004326-6.2739e-05i,-0.0035486-0.00052599i,-0.0029342-0.0018378i,-0.0026936-0.0029295i
0.0011836+0.0035418i,-0.0019186+0.010314i,-0.012686+0.020381i,-0.023573+0.021919i,-0.017362+0.0061888i,0.00078097-0.01042i,0.0073412-0.016291i,0.0028159-0.01843i,0.0016013-0.015328i,0.0029925-0.0070558i,0.002596-0.0021978i,0.0015512-0.001559i,-2.6176e-05-0.00082946i,-0.00090496-0.00035003i,-0.00079977+0.00029877i,-0.00086482+0.001979i,-0.00076979+0.0029862i,-8.7622e-05+0.0013548i,0.0010128-0.0028454i,0.00097271-0.0056937i,0.0010182-0.0053811i,0.0019368-0.0035801i,0.0025083-0.0011956i
-0.0022617-0.0028325i,-0.0080089-0.0050887i,-0.018374-0.013169i,-0.026471-0.020399i,-0.024911-0.015404i,-0.02038-0.00061223i,-0.012749+0.0099727i,-0.0039166+0.015573i,0.0009124+0.016734i,0.0027943+0.012929i,0.003539+0.0071275i,0.0039053+0.0021636i,0.0032661-0.0015978i,0.0020256-0.0038958i,0.0023619-0.0039877i,0.0032455-0.0033148i,0.002753-0.0011964i,0.0025301+0.00067493i,0.0027638+0.0014866i,0.0023604+0.0021124i,0.0010082+0.002765i,-0.0009589+0.0022846i,-0.0017634+0.0017457i
-0.003819-0.00041981i,-0.00044691-0.0050859i,0.0096206-0.014939i,0.024342-0.024637i,0.031735-0.024399i,0.026889-0.016427i,0.014488-0.010506i,0.00084139-0.013228i,-0.0058485-0.014588i,-0.004778-0.0089887i,-0.0015868-0.0048134i,0.00040214-0.003563i,0.0016362-0.0029533i,0.0023436-0.0021275i,0.0015745-0.00069531i,0.00132-0.00024757i,0.0016104-0.00065637i,0.0013892+0.00012295i,-0.00079696+0.0020746i,-0.0030745+0.0028637i,-0.002597+0.002478i,-0.0010254+0.0019846i,1.0157e-05+0.00079353i
0.0013301-0.003984i,0.0067227+2.7876e-05i,0.014786+0.01251i,0.018511+0.02975i,0.00849+0.038488i,-0.0093537+0.03223i,-0.013568+0.022295i,-0.0040775+0.018701i,1.7643e-05+0.015647i,-0.0016174+0.011242i,0.00028285+0.0075942i,0.0029555+0.0051614i,0.0026674+0.0035267i,0.0019046+0.001234i,0.0015173-0.0020639i,0.0020135-0.0046784i,0.0026676-0.0055815i,0.00090131-0.0043207i,-0.0023806-0.0010166i,-0.0032689+0.00050778i,-0.0022733+0.00042943i,-0.0011779-0.00019841i,-0.00048637-0.0011491i
0.0028259+0.0032693i,-0.00014132+0.0077823i,-0.010937+0.012335i,-0.023089+0.010122i,-0.020765-0.0032119i,-0.007102-0.015794i,-0.0021292-0.017772i,-0.0077246-0.014296i,-0.0086258-0.00947i,-0.0045754-0.0034803i,-0.002844+0.00083279i,-0.002675+0.0015559i,-0.0023102+0.00057869i,-0.00098667+0.00015946i,-0.0003761+0.0017484i,-0.00078145+0.0021568i,-0.00052574+0.0011793i,0.00017092-0.00072592i,9.9223e-05-0.00303i,-7.905e-05-0.0039503i,-0.00028835-0.0038267i,-0.00010398-0.0024647i,0.00073135-0.00053614i
-0.00026303-0.0022906i,-0.0045574-0.006109i,-0.010747-0.015196i,-0.012489-0.021757i,-0.008784-0.012491i,-0.0053867+0.0039511i,-0.00082882+0.010977i,0.0067326+0.012303i,0.0093687+0.012584i,0.0068785+0.0098589i,0.0060085+0.0055669i,0.005526+0.001195i,0.003954-0.0017495i,0.0027877-0.0020683i,0.0011749-0.0021897i,-0.00012859-0.0021016i,6.351e-05-0.00057958i,0.00071128+0.0012653i,0.0018477+0.0012636i,0.0029024-0.00057171i,0.0016744-0.0010993i,-0.0010466-0.00038376i,-0.0018092+0.00037772i
0.0020888-0.0023546i,0.0048318-0.0065732i,0.013359-0.013394i,0.022019-0.017681i,0.020245-0.016112i,0.010289-0.012188i,0.00033825-0.0076857i,-0.0084073-0.0063607i,-0.010877-0.0069496i,-0.0067218-0.0041267i,-0.0019142-0.0018397i,0.00058805-0.0020663i,0.001387-0.0022393i,0.0023683-0.0010578i,0.0037271+0.00066978i,0.0041501+0.0011667i,0.0037166+0.0010213i,0.0027063+0.001146i,0.00033936+0.0010591i,-0.0015228+0.0016733i,-0.0014552+0.0021575i,-0.00036334+0.0014513i,0.00047074+0.0010131i
-0.00063038-0.0014682i,0.0012834+0.0033349i,0.0070233+0.013119i,0.011466+0.02632i,0.0069876+0.031841i,-0.0011949+0.026352i,-0.0023581+0.016795i,0.003502+0.0098515i,0.0063661+0.0067163i,0.0043773+0.0048658i,0.0031465+0.0029913i,0.0024674+0.0020652i,0.0015601+0.0018628i,0.00068193+0.00080163i,-0.00030264-0.0012396i,0.0004121-0.0020334i,0.0017655-0.0020113i,0.00079456-0.001976i,-0.0020747-1.4143e-05i,-0.0033448+0.0018977i,-0.0014066+0.0019644i,0.000138+0.0015814i,-0.00051524+0.00026029i
0.00045981+0.001599i,-0.0020979+0.0039056i,-0.010807+0.0070582i,-0.023011+0.0063672i,-0.024749-0.0029344i,-0.01505-0.012114i,-0.0094099-0.011682i,-0.012408-0.0061479i,-0.013761-0.0026128i,-0.010017-0.00082211i,-0.0054023+0.0010249i,-0.0034037+0.00095673i,-0.0020409-0.00062682i,-0.0001582-0.0014047i,0.001101-0.00086634i,0.00098884-0.00079352i,0.0010897-0.0023535i,0.0010653-0.0041774i,0.00030256-0.0041085i,-0.00042972-0.0013943i,-0.00042039+0.00053516i,0.00037053+0.00021042i,0.00058946-0.00060719i
0.00053532+0.00084067i,-0.0017865-0.0025501i,-0.0032123-0.010264i,-0.0014635-0.018352i,0.0030366-0.014925i,0.0057111-0.0011122i,0.0065366+0.0054453i,0.0091712+0.0042483i,0.0086078+0.0053155i,0.0050472+0.006115i,0.0040493+0.0037871i,0.0043898+0.00013354i,0.003825-0.0019309i,0.0022988-0.0014253i,0.00049984-0.0014351i,-0.0014743-0.0022412i,-0.0020697-0.0026093i,-0.00023011-0.0018635i,0.00048286-0.00025301i,0.00062543-0.0014264i,0.00061252-0.0030874i,-0.00019065-0.0024203i,-0.00044785-0.0011789i
0.00020454-0.0020667i,0.0043922-0.0047071i,0.010236-0.0079039i,0.015042-0.0070722i,0.012124-0.0039841i,0.0022476-0.0025466i,-0.0046951-0.00028285i,-0.0080428+0.0025038i,-0.0091824+0.0028669i,-0.0066275+0.0023696i,-0.0018527+0.0024804i,0.0011746+0.0024038i,0.0022497+0.001473i,0.0029272+0.001007i,0.003455+0.0011685i,0.0041608+0.0016766i,0.0034624+0.0019242i,0.0014112+0.0024449i,5.1168e-05+0.0019918i,-0.00068103+0.00078432i,-0.00046743+0.0007353i,0.00033752+0.0015591i,0.00062405+0.0019088i
0.0007835-0.00074832i,0.0024703+0.0017679i,0.0046132+0.0076946i,0.0051774+0.016032i,0.0031748+0.017856i,-0.00048599+0.013235i,-0.00090633+0.0067258i,0.0042607+0.0012402i,0.007116-0.0013583i,0.0054597-0.001517i,0.0040636-0.00085778i,0.002938-0.00091354i,0.00092035-0.00066538i,-0.00050119+0.0010233i,-0.0010024+0.0016631i,-0.00060187+0.0019479i,0.00068428+0.002761i,0.00076437+0.0024728i,-8.8361e-05+0.00146i,-0.0012577+0.0015423i,-0.001629+0.0018136i,-0.00086828+0.0014637i,-0.00024794+0.00078796i
0.0014663-0.00093691i,-0.0023686+0.00030629i,-0.0090839+0.0025793i,-0.016892+0.0022392i,-0.018964-0.0027435i,-0.013785-0.006991i,-0.0082314-0.0044181i,-0.0089537+0.0014073i,-0.010944+0.0024468i,-0.008498+0.0018192i,-0.0048466+0.0021841i,-0.0026795+0.00096755i,-0.0014479-0.00029612i,-0.00075512-0.0015714i,-0.00014982-0.0028059i,0.00058473-0.0035626i,0.0015834-0.0037352i,0.0015356-0.0039522i,-0.00043349-0.0039616i,-0.00173-0.0015719i,-0.0012388+0.00025316i,-0.00045786-0.00086457i,0.00039492-0.0015726i
-0.0017858+0.0013235i,-0.0026938-0.0019879i,-0.0033305-0.0096725i,0.00018245-0.015198i,0.0066826-0.011374i,0.0094512-0.0022844i,0.0069744+0.00098429i,0.0055359-0.0013346i,0.0049247-0.00069259i,0.003623+0.0016949i,0.0036324+0.0012801i,0.003816-0.00072388i,0.0025247-0.0019162i,0.00126-0.0017521i,8.722e-05-0.0015645i,-0.000755-0.0017608i,-0.00069127-0.0027211i,0.00014711-0.0040592i,-0.00080247-0.0031132i,-0.0020303-0.0012826i,-0.00099004-0.0007299i,-0.00021281-0.00072635i,-0.0001522-0.0014626i
0.0011189-0.0024358i,0.0042046-0.003332i,0.0095759-0.0036134i,0.013455-0.0022063i,0.008295+0.00040609i,-0.0024501+0.0011233i,-0.0078552+0.0017258i,-0.0080504+0.0052085i,-0.0077917+0.007747i,-0.0059916+0.0072033i,-0.0023831+0.0054504i,0.0010954+0.0034307i,0.0020784+0.001773i,0.0016823+0.00067632i,0.0024937+0.000553i,0.0026851+0.00030171i,0.001419+0.00098295i,-0.00045775+0.0020796i,-0.00043346+0.0019647i,0.00064845+0.00042634i,0.0011982-0.00097608i,0.0011841-4.374e-05i,0.0004904+0.0013766i
-0.00037276+0.0018292i,0.0014757+0.0024103i,0.0030089+0.007173i,0.002999+0.012168i,0.0015497+0.012073i,0.0011326+0.0062902i,8.5548e-05+0.00018041i,0.00017827-0.0038045i,0.0025508-0.0048257i,0.0038748-0.0027867i,0.0035528-0.0014153i,0.0026624-0.00072369i,0.0014165+0.00050579i,0.00043241+0.0011161i,0.00010422+0.0018373i,-0.00029757+0.0032155i,-0.00061165+0.0033545i,-0.00086042+0.0027292i,-0.00078227+0.0027307i,-8.4889e-05+0.0020462i,-0.00012222+0.0013914i,-0.00082832+0.0014863i,-0.0014387+0.0010138i
-0.0031499+0.0011591i,-0.0050337+0.0017609i,-0.0098862+0.0032726i,-0.01418+0.0023173i,-0.014064+4.4711e-05i,-0.0098872-0.00076057i,-0.0059341+0.00039815i,-0.00509+0.0036904i,-0.0050452+0.0055816i,-0.0039381+0.0042797i,-0.0017141+0.0023829i,-0.00055885+0.00099801i,-0.0011213-0.00075749i,-0.00097299-0.0027593i,-0.00092797-0.0041264i,-0.00089532-0.0040577i,-0.00026749-0.0027792i,-0.00046046-0.0021991i,-0.0012015-0.001168i,-0.0016369+0.0010518i,-0.0019073+0.0018002i,-0.0017075+0.00073236i,-0.0007676-0.00072506i
-0.00017833-0.0013744i,-0.00070346-0.0035354i,-0.00020792-0.0085829i,0.0028118-0.013123i,0.0061284-0.011745i,0.0067142-0.0052445i,0.0039494-0.0022802i,0.00096417-0.0040337i,-0.00029989-0.003719i,-0.00074178-0.0010008i,7.0122e-05+4.0314e-05i,0.0019118-0.00087503i,0.0030532-0.0016585i,0.0036184-0.0018428i,0.0035046-0.00070305i,0.0035615-0.0004533i,0.0047749-0.0020636i,0.0052614-0.0031829i,0.0030404-0.0034686i,-0.00061513-0.0024531i,-0.0014353-0.001002i,-1.463e-05-0.0011039i,0.00097921-0.0012356i
-0.00069815-0.00038016i,0.0012287-0.00064598i,0.0057512+0.0013343i,0.010385+0.0037672i,0.0076994+0.0054035i,9.4389e-05+0.0051209i,-0.0033801+0.0051087i,-0.003495+0.006809i,-0.0039369+0.0073385i,-0.0036642+0.00682i,-0.0012423+0.0055618i,0.0013875+0.0026769i,0.002138+0.0010295i,0.0013756+0.0010942i,0.00075603+0.00072762i,0.00087497-0.00056782i,0.00060359-0.002225i,0.00082621-0.0027777i,0.0016348-0.0028471i,0.0019816-0.0023425i,0.0021535-0.0010786i,0.0016667-0.00012611i,0.00090564+0.00066548i
0.0021604-1.6119e-05i,0.0016817+0.0021529i,0.0013103+0.0061834i,-0.00023939+0.0097454i,-0.0013346+0.0068337i,-0.0011416+0.0010705i,-0.0021605-0.0015904i,-0.0022962-0.0032228i,-0.00050777-0.0033304i,0.00012695-0.0012633i,0.00067348+0.00059551i,0.0015467+0.00062375i,0.0010544-0.00067651i,0.00067176-0.00074067i,0.00077975+0.00029622i,5.4751e-05+0.00045878i,-0.00094043+0.00036041i,-0.0020956+0.00073291i,-0.0026769+0.0020336i,-0.0021868+0.00267i,-0.0014186+0.0020783i,-0.0014804+0.001376i,-0.0020505+0.0010428i
-0.0019683-0.00049665i,-0.0037467-0.0013909i,-0.0086371-0.0011869i,-0.012426-0.00067507i,-0.011107-0.0010891i,-0.0066697+0.00038206i,-0.0025208+0.0021922i,-0.00035919+0.0043667i,-0.00093303+0.0056233i,-0.0010329+0.0044264i,0.0013877+0.0026119i,0.0026295+0.00089766i,0.0014754-0.00099911i,0.00030085-0.0029487i,-0.00019269-0.0040016i,-0.00083878-0.003777i,-0.00099528-0.0023608i,-0.0016673-0.00066504i,-0.0031068+0.00029201i,-0.0026707+0.0011538i,-0.0014745+0.0020601i,-0.0010018+0.0014278i,-0.00048298+0.00042837i
-0.00018824+0.0024872i,0.0015832+0.00080217i,0.0043091-0.0033774i,0.0060642-0.0093009i,0.0071591-0.0097959i,0.0045724-0.0053759i,0.00015878-0.0012404i,-0.0020672-0.0015666i,-0.0027226-0.0023972i,-0.0019038-0.0011246i,0.00033054-0.00046085i,0.0017139-0.00087543i,0.002489-0.0014818i,0.0034475-0.001186i,0.0041162-0.00092499i,0.0045131-0.00086707i,0.0052762-0.00078608i,0.0047158-0.001396i,0.001537-0.0021289i,-0.0013283-0.0017352i,-0.0013175-0.0016665i,0.00027639-0.0012615i,0.00083587-0.00068168i
0.00016891-0.00096678i,0.0014133+0.00010185i,0.004299+0.0018417i,0.0069326+0.0046968i,0.0048785+0.0071069i,0.00026408+0.0073138i,-0.00075366+0.005793i,0.00038856+0.0045426i,-0.0012124+0.0034413i,-0.0029127+0.0036046i,-0.0012179+0.0030323i,0.00060286+0.001638i,0.0014051+0.0015588i,0.0015545+0.0014175i,0.0010993+0.0011648i,0.0015299+0.00093809i,0.0029795+7.5992e-05i,0.0035468-0.00078753i,0.0025795-0.0015893i,0.0019274-0.0018404i,0.0022307-0.0015405i,0.0019189-0.0010196i,0.00059419-9.1872e-05i
-0.0028364+0.0015082i,-0.0029365+0.0029701i,-0.003628+0.0062805i,-0.0043049+0.0083409i,-0.0047929+0.0049497i,-0.0050806-9.1269e-05i,-0.0057052-0.0014665i,-0.0061276-0.00062306i,-0.0044885+5.6362e-06i,-0.0025611+0.0010743i,-0.0011301+0.0011634i,0.00044342+5.605e-05i,4.0671e-05-0.00049937i,-0.00088083-0.00084589i,0.00033343-0.00080896i,0.00080689-0.0010446i,-0.00057975-0.001335i,-0.0017966-0.0013617i,-0.0020301-0.00080935i,-0.0014871-0.00042494i,-0.00096376-0.00023886i,-0.0010214-0.00021908i,-0.0013508-0.0001077i
0.00014501+0.00068269i,-0.0010081+0.0005801i,-0.0031486+0.00034384i,-0.0041971-0.001734i,-0.0029647-0.0027033i,-0.00099493-0.0015051i,0.00012068+8.4848e-05i,0.0010257+0.001454i,0.0014451+0.0029467i,0.0012233+0.0037229i,0.0014074+0.0030937i,0.0016577+0.001438i,0.0012275-0.00037294i,0.0001335-0.0016365i,-0.00045141-0.0016134i,-0.0006208-0.00076487i,-0.0013295-0.00024594i,-0.0020282-0.0001556i,-0.0033846+0.00054422i,-0.0045474+0.0016563i,-0.0035706+0.0021505i,-0.0021944+0.0010204i,-0.00076819+8.8607e-06i
0.0017263-0.0014411i,0.0023782-0.0034907i,0.002952-0.0077304i,0.0024366-0.0096705i,0.00021387-0.0072826i,-0.0016035-0.003063i,-0.0026139-0.00074556i,-0.0044613-0.00062566i,-0.0048388-0.00058416i,-0.003392+0.0001774i,-0.0012138+0.00059422i,0.00087016+0.00031035i,0.0015768-4.2791e-05i,0.0027424-0.0011847i,0.0038745-0.0022385i,0.0042087-0.0021785i,0.0038219-0.0017225i,0.0011038-0.00096791i,-0.001782-0.00093437i,-0.0025975-0.00092244i,-0.0023534-0.00088891i,-0.00091248-0.00066016i,0.00080551-0.00042822i
-8.2268e-05-0.00048316i,0.0010751+0.00091662i,0.0044178+0.0040663i,0.007359+0.0066996i,0.0060235+0.0060021i,0.0019203+0.0040146i,-0.00098363+0.0023964i,-0.0014527+0.0014165i,-0.0006622+0.0024029i,0.00014897+0.0031121i,0.0016671+0.0020525i,0.0019202+0.0012924i,0.0015719+0.0012171i,0.0013981+0.0013166i,0.00044762+0.001523i,0.00054711+0.0015242i,0.002164+0.0016421i,0.0035067+0.001517i,0.0036578+0.00083243i,0.0026749+0.00013193i,0.0022443-1.879e-05i,0.0016382+0.00024316i,0.00096339+0.00032577i
-0.0015887+0.00021887i,-0.0034064+0.0015945i,-0.0047662+0.0042711i,-0.00603+0.0070715i,-0.0065118+0.0053193i,-0.0049114+0.00231i,-0.0035992+0.0017869i,-0.0043333+0.0013183i,-0.0044826-0.00012325i,-0.0025394+0.00071315i,-0.00048105+0.0021158i,0.00058178+0.00086469i,0.00018237-0.00073901i,-0.0004092-0.0015393i,-0.00043174-0.0024486i,-0.00027793-0.0024788i,0.00016435-0.0023718i,0.0010285-0.0017787i,0.0016436-0.00097146i,0.0012706-0.00030338i,0.00060636+7.8313e-05i,-0.00031596-0.00039893i,-0.00078358-0.0015657i
-0.0017542-1.2529e-05i,-0.0027873-0.0006338i,-0.0044295-0.00082951i,-0.0040873-0.0037771i,-0.002226-0.0050351i,-0.0010346-0.0033709i,-0.00032812-0.001877i,0.00068835-0.00031586i,0.0012452+0.0019745i,0.00099315+0.0028096i,0.0012481+0.0017128i,0.0013413-0.00040006i,0.0013153-0.0024365i,0.00086353-0.002401i,-0.00064465-0.0012021i,-0.0012985-0.0010136i,-0.00032312-0.0021009i,-0.0002143-0.0025474i,-0.0013473-0.0015026i,-0.0016613-0.00051882i,-0.00079274+0.00058602i,-0.00026468+0.0010556i,-8.0588e-05+0.00032374i
0.00064695-0.0027623i,0.0017205-0.0028576i,0.0021942-0.0039974i,0.0030314-0.0034769i,0.0027272-0.00030212i,-0.00019698+0.0019821i,-0.0017564+0.0025938i,-0.0027078+0.0019004i,-0.0032828+0.0013156i,-0.0021204+0.0024388i,-0.00024647+0.0027463i,0.0017399+0.0012894i,0.0030157-0.00038139i,0.0029007-0.00076043i,0.0021526-0.00088352i,0.0013651-0.0012471i,0.0006518-0.0011596i,-0.00070893-0.00055065i,-0.0030104-0.00067284i,-0.003822-0.00029449i,-0.0035287+0.0005483i,-0.0027779-0.00019365i,-0.0012739-0.00097196i
0.0019899+0.0014332i,0.0036885+0.002929i,0.0062709+0.0046156i,0.006691+0.0047948i,0.0040526+0.0033182i,0.00028525+0.0012118i,-0.0017563+0.00094825i,-0.0011621+0.00035827i,-0.00081467+0.00036843i,-0.00059094+0.0008611i,0.00059949+0.00055144i,0.0019415+0.00074543i,0.0019389+0.00068067i,0.001021+0.0018655i,0.0013855+0.0034391i,0.0020038+0.002667i,0.001772+0.00093828i,0.0017142-0.00020608i,0.00085632-0.00020766i,-0.00012298+0.00048387i,0.00033269+0.00089297i,0.0010722+0.00075469i,0.0013215+0.00089985i
-0.00087699+0.0019665i,-0.0021187+0.0032392i,-0.004103+0.0051656i,-0.0047644+0.006562i,-0.0040031+0.0060659i,-0.0034145+0.0022714i,-0.0029733+0.00054728i,-0.0028983+0.0016605i,-0.003206+0.0021504i,-0.0022046+0.0021616i,-0.00045788+0.0017335i,-0.00019424+0.00091216i,-0.00056309+0.00046637i,-0.0017619-0.00030365i,-0.0019285-0.0015421i,-0.00032782-0.0014398i,0.00067665+0.00014512i,0.0017574+0.0012788i,0.0019814+0.0014273i,0.0007368+0.0014887i,-0.00057102+0.0012418i,-0.00049751+0.0008848i,-0.00022664-0.00011084i
-0.00057115+0.00072484i,-0.0011737+0.00016196i,-0.0018309-0.0011165i,-0.0019739-0.0036379i,-0.00037464-0.0045209i,0.00021173-0.0033244i,-0.0007352-0.0018493i,-0.0011456-0.0010827i,-0.00045858-0.00078986i,-0.00060971+0.0009574i,-0.00057481+0.001797i,-0.00012171+0.00028213i,0.00012327-0.0022691i,0.0010438-0.0032008i,0.0013886-0.0029124i,0.0013136-0.0023361i,0.002025-0.0013453i,0.0024941-0.0012802i,0.0013138-0.0011862i,0.00037517-0.00064526i,0.0012251-1.352e-05i,0.0016998+0.00016701i,0.0014379-0.00075936i
0.00068442-4.4876e-05i,0.0010435-0.001802i,0.003225-0.0039668i,0.005041-0.0044625i,0.0037138-0.0019233i,0.00066672+0.0016106i,-0.0013862+0.0031877i,-0.0026078+0.0032103i,-0.002675+0.0025021i,-0.0013567+0.0026083i,0.00096363+0.0027121i,0.0020273+0.00091612i,0.001849-0.00062135i,0.001939-0.00065254i,0.0020815-0.00092496i,0.0013273-0.0012619i,0.00057776-0.0013744i,-0.00010998-0.0021422i,-0.0021098-0.0026482i,-0.003624-0.0015607i,-0.004028-0.00044241i,-0.0034418-0.000345i,-0.0015805-0.00036794i
0.0026703-0.0011154i,0.0029733-9.5013e-06i,0.0043154-0.00050829i,0.0042873+0.00027996i,0.0012118+0.00112i,-0.0019103+0.00032736i,-0.0025939+0.00018614i,-0.0019876+0.00056199i,-0.00086099+0.00043287i,-0.00018036+0.00071031i,0.00039151+0.0011945i,0.0012716+0.0007432i,0.001122+0.0010801i,0.0007736+0.0017815i,0.0016194+0.0020337i,0.0027456+0.0014351i,0.0018529-0.00013388i,-0.00047222-0.0014136i,-0.0017442-0.001362i,-0.0018739-0.0011275i,-0.0010439-0.0015525i,0.00031329-0.00087168i,0.00082619+0.00092552i
0.0023027+0.0097079i,0.0024761+0.010869i,0.0078161+0.012246i,0.0081663+0.0070354i,0.0056385-0.00039083i,0.001683-0.0038212i,-0.0014837-0.0020607i,-0.0019459+9.1802e-05i,-0.00086485+0.0010526i,-2.5171e-05+0.00083763i,-6.2201e-05-0.00029938i,-0.0010277-0.0011008i,-0.0027044-0.0015812i,-0.0034895-0.00055774i,-0.0031348+0.00089753i,-0.0016704+0.0015058i,0.00074744+0.0018372i,0.0021431+0.00098196i,0.0017201+0.00048925i,0.00057148+0.00098709i,-0.00021499+0.0012452i,2.9787e-05+0.0012085i,0.00066558+0.00098009i
-0.00049876-0.0013021i,-0.00010295-0.0018193i,-0.0013142-0.0030253i,-0.0027985-0.0044297i,-0.0027045-0.0045621i,-0.0024356-0.0025612i,-0.0022162-0.0014021i,-0.0022181-0.0012312i,-0.002089+0.00045346i,-0.0020501+0.0020745i,-0.0016131+0.0014605i,-4.5813e-05-0.0002436i,0.0017258-0.0014838i,0.0025384-0.0021434i,0.0028755-0.0023702i,0.00263-0.0019565i,0.0021044-0.0010974i,0.0014421+0.00029287i,0.00065394+0.0019092i,0.00081521+0.0020412i,0.0013848+0.0016973i,0.001619+0.0015196i,0.0017903+0.00062812i
-0.0031097-0.00096644i,-0.0021542-0.0002433i,-0.00035145+0.00078871i,0.0017048+0.0014529i,0.0022038+0.0016077i,0.0014753+0.0019091i,0.0002008+0.0021641i,-0.0011807+0.0015672i,-0.0017786+0.0021505i,-0.00079067+0.0029436i,0.00095926+0.0016248i,0.0019514-0.00050035i,0.0028503-0.0014896i,0.0026481-0.0016515i,0.0012242-0.0016437i,0.00092151-0.0014215i,0.0014884-0.0013998i,0.0017904-0.0015242i,0.00040575-0.00090327i,-0.0011617+0.0003255i,-0.0017212+0.00030881i,-0.0016081-0.00061066i,-0.00027533-0.0014382i
0.0023495+0.00086078i,0.0016981+0.00078092i,0.0029424+0.00021252i,0.0031512+0.0014266i,0.00049775+0.0023983i,-0.0021637+0.0018055i,-0.0029201+0.0013688i,-0.0023313+0.00059834i,-0.0018608+0.00014713i,-0.00085055+0.0011593i,0.00085168+0.0014376i,0.0012548+0.0010617i,0.0011182+0.0017202i,0.0016258+0.002014i,0.0015815+0.0010494i,0.00095998+0.00012746i,0.00070303-0.00054954i,0.00043327-0.0011932i,-1.3995e-05-0.0015598i,-0.00069116-0.0017879i,-0.00029199-0.0019374i,0.00092307-0.0011661i,0.001174+0.00065435i
