-0.0022027+0.00011286i,-0.0014401+0.00017063i,-0.00042872-8.9628e-05i,-8.689e-05+0.00010799i,-0.00096487+0.00073874i,-0.00097074+0.00096384i,-0.00048275+0.00048662i,-0.00018627-0.00030533i,-0.0006903+0.00025942i,-0.00029257+0.0011568i,0.00021312+0.00091291i,-0.00019619+0.00058237i,0.00017633+7.8867e-05i,0.0003277-1.0252e-05i,0.00029002+0.00029006i,0.00036703+0.0007242i,0.00023659+0.00073746i,-0.00013555+0.00043061i,-0.00096382+3.0783e-05i,-0.0010011+0.00031073i,-0.00037355+0.00025221i,-1.1582e-05-0.00024774i,-1.968e-05-0.00039109i
0.00035997+0.00083i,0.0014801+0.00077109i,0.0018048+0.00053522i,0.0017366+0.00038102i,0.0013573-0.00043335i,0.0016353-0.0011065i,0.0015832-0.00090981i,5.2335e-05-0.00081516i,-0.00082931-0.00066684i,-0.00057502-0.00051876i,-0.00031154-0.00032186i,-0.00043131+4.9548e-06i,-0.00040375-0.00017535i,-0.00048253-1.0636e-05i,-0.00046863+0.00013142i,-0.0004948+0.00051286i,-0.0010229+0.00062052i,-0.0010873+0.00022169i,-0.0010398-0.00026746i,-0.00093855-0.0003055i,-0.00050532+0.00014658i,0.00019456+0.00037634i,-4.4681e-05-5.3883e-05i
0.00018647+0.00054672i,0.00025211+0.0003635i,0.00073365+0.00084857i,0.000903+0.00062694i,0.00059661-0.00037134i,-0.00011383-0.0015802i,-0.00075082-0.001456i,-0.001363-0.00054971i,-0.00086492-0.00041336i,-0.00045526-0.00043167i,-0.00059572-0.0004156i,-0.00046821-3.2565e-05i,0.00013594+9.1916e-05i,0.00064084-0.0004767i,0.00016797-0.00060514i,-0.00018587-0.00019892i,0.00014497+0.00022395i,2.473e-05+0.00032005i,-0.00064935-0.00014574i,-0.00066281-0.0003896i,-0.00033524+0.0004728i,-0.00060894+0.00087831i,-0.0006695+0.0011737i
0.00013117+0.00096364i,-9.8783e-05+5.6457e-05i,-0.00093288+0.00027889i,-0.0012153+0.00049446i,-0.00076586-0.00017381i,-9.8268e-05-0.00015857i,-0.00052449-5.328e-05i,-0.0012394-0.00027152i,-0.00067461-0.00064947i,-0.00046903-0.00044274i,-0.00024667-0.00024269i,0.00064191-0.00045933i,0.00042323-0.00028029i,0.00042947-0.00050135i,0.00044283-0.00038214i,-6.965e-05-0.00026142i,0.00022079-3.3089e-05i,0.0003587+0.00037764i,-5.9598e-05+0.00046556i,-0.00010958-0.00011161i,-0.00010489-0.00030863i,-6.6896e-05-0.00050913i,0.00017086+2.4514e-05i
-0.00090991-0.00044835i,-0.00084049-0.00023501i,-0.0010324-9.8813e-05i,-0.0013441+1.3457e-05i,-0.00046353+0.0003457i,0.00025093+0.00054462i,-7.9607e-06-0.00038359i,0.00017838-0.00096972i,0.00054845-0.00052625i,-0.00028207-0.00011547i,-0.00071079+7.9185e-05i,-0.00042242+5.0908e-05i,5.8058e-05-0.00047618i,0.00011926-0.00026774i,1.1559e-05+0.00023485i,0.00011224+0.00051647i,0.00035443+0.00080372i,0.00017614+0.00068988i,0.00041339-0.00029548i,0.00014762-0.0010285i,-0.00078406-0.0011514i,-0.00058721-0.00041828i,-0.00022452+0.00024882i
-0.00099913-0.0025014i,-0.00097703-0.0020165i,-0.0011925-0.00087083i,-0.001388-0.0011022i,-0.0012522-0.00069829i,-0.00078827-2.3181e-05i,-0.00062981-0.00083971i,-0.0011735-0.00089028i,-0.0015179-0.00047516i,-0.00073355-0.00044239i,-0.00021209-0.00019913i,-0.00014581+0.00064239i,0.00074175+0.00091719i,0.00091275+0.00033775i,0.00075194-0.00071491i,0.0004891-0.0013759i,-0.00039348-0.00051381i,-0.00042807+0.00056357i,-0.00021272+0.0005535i,-0.00039444+0.00011319i,-0.00030517-0.00087799i,-7.2916e-05-0.0012909i,3.9164e-05-0.00054405i
0.002197+0.00037194i,0.0026289+4.358e-05i,0.0018463+0.00026717i,0.0012892-0.00073211i,0.0013509-0.0012285i,0.0011737-0.0010507i,0.00039113-0.00054606i,-0.00079683-0.0002053i,-0.000714-0.00045497i,0.00022689+0.00010428i,0.00055416+0.0005143i,0.00041622+8.9802e-05i,0.00037859+0.00012156i,0.00011778+0.00048306i,-0.00014616+0.00069887i,-9.1163e-05+0.00072755i,0.00022567+8.0514e-05i,0.00033757-9.2764e-05i,3.2156e-05+0.00032582i,-0.00040059+0.000691i,-0.00099011+0.00013379i,-0.00078592-0.00014835i,0.00038262+0.00016734i
-0.00052302+0.0021108i,-0.0003759+0.0025567i,0.00066043+0.002365i,0.00068956+0.0019395i,0.00037405+0.001087i,0.00053518-0.00028526i,0.00015292-0.00049906i,-0.00020987-0.00019027i,-0.00081292+6.8206e-05i,-0.00086718+0.00068134i,-0.00017498+0.00040571i,-0.00050229-0.00030647i,-0.00059572+0.00018507i,-0.00018335+0.00045006i,-0.00040022+0.00039535i,-0.00079254+0.00073396i,-0.00064791+0.00014323i,-7.9059e-05-0.00063907i,0.00058682-0.00052074i,0.0007261+1.2749e-05i,0.00041209-5.8597e-05i,0.00054829-0.00011131i,0.0007832-0.00022786i
-0.00081861-0.0010997i,-0.0011018-0.0014669i,-0.00040945-0.001306i,0.00026767-0.0011777i,0.00021599-0.00076686i,4.8225e-06-0.0010622i,-0.00016757-0.0008885i,-0.00094162-0.0006303i,-0.00042764-0.00083963i,0.00026559-0.00055168i,0.00037404+1.6549e-06i,0.0009104+0.00028454i,0.0010871+2.0304e-06i,0.00038211+0.00033116i,6.2166e-05+0.00060788i,0.00016891+0.00064514i,-6.0001e-05+0.0007302i,-0.00020465-9.2795e-05i,0.0001867-0.00027961i,0.00040098+0.00027268i,0.00044361+0.00019904i,0.00012116+0.0002941i,8.3906e-05+0.00032757i
0.00087103-0.00051746i,0.00082554-0.00065386i,2.4554e-05+0.00043542i,-0.0002334+0.00065655i,0.00019458-6.8403e-06i,0.00026079+7.1361e-05i,-0.00044674+0.00020697i,-0.0005741-0.00039429i,-9.7637e-05-0.00080457i,-0.00025303-0.00044637i,0.00013653+0.00062799i,0.0012286+0.00068742i,0.00092386+0.00045653i,-0.00012677+0.00043871i,-0.00059569+3.6002e-05i,-0.00039888-0.00096699i,-0.00039349-0.0012674i,-0.000836-0.0005449i,-0.00032212-0.00017288i,-0.00018849+1.9979e-06i,-0.00033631+0.000747i,0.00014335+0.0010782i,0.0006372+0.00082216i
0.00077635+0.0012178i,4.989e-05-7.8258e-05i,2.5751e-05-0.00033108i,0.00022301+7.2344e-05i,5.8882e-05+0.00061107i,-0.00012148+0.001074i,-0.00040883+0.00019845i,-7.6404e-05-0.0009463i,0.00027686-0.00066963i,0.00087409+0.00021311i,0.00072442+0.00027352i,0.0002783-0.00017835i,0.00087287-0.00036685i,0.00076878-0.00032998i,0.00024945+0.00010321i,-0.00075874+0.00032716i,-0.0012124+0.00023451i,-0.00092639-2.9245e-05i,-0.00094499-0.00017236i,-0.00027327-2.052e-05i,0.0001778+0.00026231i,-0.00039938+0.00073445i,-0.00022849+0.00052907i
-0.00042291+0.00043745i,0.00012569+0.00070451i,0.00033292+0.00075087i,-7.3824e-05+0.00015799i,7.544e-05-0.00012179i,0.00085655-0.00011442i,0.00043272+0.00027213i,-0.00060247-3.7957e-05i,-0.00078844-0.00084965i,-0.00060499-0.0009023i,0.0003948-0.00030285i,0.0011186-0.00018526i,0.0010152-0.00034014i,5.0141e-05+0.00012433i,0.00016749+0.00032699i,0.0006489+0.0002569i,-0.00031283+0.0010134i,-0.0011692+0.0012843i,-0.0011268+0.00030314i,-0.00015237-0.00014367i,0.00065309-0.00010873i,8.1931e-05+9.5231e-05i,0.00013774+6.0373e-05i
0.000399+0.001797i,0.0012706+0.0010793i,0.0014946+0.00040946i,0.00068471+0.0006451i,-5.488e-06+2.3481e-05i,0.00087261+9.4751e-05i,0.00054941+0.00059721i,-0.000844+3.3779e-05i,-0.00093741-0.00057725i,-0.00015552-0.00014747i,-4.1722e-05+0.00021148i,0.0002398+0.00029532i,0.00019567+0.00014197i,8.281e-05-0.00045631i,0.00039808-0.00037047i,-7.2836e-05-0.00026443i,-0.00052127-0.00013336i,-0.00082309+0.0004488i,-0.00063005+0.00063146i,0.00017742+0.00055335i,0.00038054+0.00061818i,0.00071526+0.00059986i,-1.6892e-05-0.00027182i
0.0008742+0.001806i,0.00067633+0.0016158i,0.0018004+0.0013218i,0.0020199-0.00045814i,0.0010462-0.0017817i,4.4751e-06-0.0015051i,-0.00084878-0.0011263i,-0.0013652-7.9471e-05i,-0.0010027+0.00021819i,-0.00044058-0.00069078i,-0.00020433-0.001232i,-0.00044566-0.0003287i,-0.00061775+0.00058704i,-0.00015476+0.00080079i,-0.00014146+0.0001869i,-0.00040078-0.00020862i,-0.00014291+0.00017949i,-0.00029457+0.00046248i,-0.00012626-5.23e-05i,-0.00023026-0.00049641i,-0.00071573-1.6856e-05i,-0.00031145+0.00074001i,-0.00022718+1.5591e-05i
0.0009205-0.001538i,1.5242e-05-0.0015079i,-0.0008336-0.0015501i,-0.0017668-0.0010784i,-0.001657-0.00058645i,-0.00014794-7.7629e-05i,0.0011571-0.00017084i,0.00074654-0.00030596i,-0.00030909-0.00052339i,-0.00059292-0.00091631i,-0.00059237-0.00080814i,-0.00031675+0.00015354i,0.00071262+0.00051226i,0.0012793-0.00028668i,0.0010213-0.00047149i,0.00036885+4.6222e-05i,-0.0004404+0.00046726i,-0.00028232+0.00052758i,-0.00025838+0.00052115i,-0.0001811+0.00015768i,-1.195e-05-0.00018234i,-0.00013063-4.8631e-05i,-0.00010641-0.00019182i
0.00036942+0.0012508i,0.00024298+0.00024681i,-0.00027976+0.00070194i,0.00037129+0.0018421i,0.0019227+0.0016587i,0.002058+0.00015031i,0.00096259-0.0003647i,0.00010263-0.00020071i,-7.261e-05-0.00025979i,0.00038757+0.00023179i,0.0004806+0.00073849i,0.00048322+0.00051495i,0.00037446+0.00061555i,-0.00020515+0.00056221i,-0.00033806+0.00011048i,-0.00021158-0.00049088i,0.0003009-0.00045212i,0.00085095+1.4795e-05i,0.00083399-0.00013549i,-0.0001147+0.00020654i,-0.00059803+0.00039124i,-0.00020261+1.9007e-05i,-0.0002058-0.00031526i
0.00013543+0.00064246i,0.00039354-0.00024387i,-0.00024947-0.0026918i,-0.0015827-0.0026202i,-0.0019781-0.0010451i,-0.001453-0.00023812i,-0.00032976-0.00027933i,-0.00016406-0.00048154i,-0.0015631-0.00070599i,-0.0019763-0.00013798i,-0.00104+0.00057795i,0.00029799+0.00091441i,0.0011165+0.0011704i,0.00078768+0.0012554i,0.0002583+0.0012931i,0.00018039+0.0003975i,0.00082685-0.00061766i,0.00072166-0.00052064i,-9.5189e-05-0.00030329i,0.00028421-0.00029632i,0.00019905-0.00025946i,-0.0003973-0.00047196i,3.2926e-05-0.0003615i
-0.00055969-0.00030863i,-0.00047057-0.00080763i,-6.1009e-05-0.00087732i,-0.00015121-0.00065997i,-0.00010043-0.00047312i,-0.00054733-0.0001811i,-0.00072174-5.5634e-05i,-2.126e-05-2.871e-06i,0.00035781-0.00013278i,-0.00017594-0.00041031i,-0.0010417-0.000658i,-0.00089933-0.00074531i,-0.00020531-0.00028015i,0.00025552+0.00035279i,0.00053749-0.0001246i,0.00038794-0.00051291i,-0.0001263+0.00051949i,-0.0004343+0.00097236i,-1.7009e-05+0.00042509i,0.00047987+0.00037944i,0.00040214+0.00022632i,0.00017544-0.00041453i,-2.8294e-05-6.4963e-05i
0.00013986+0.00018142i,0.00028133-0.00071329i,-0.00034752-0.0013908i,-0.00055313-0.00097859i,-0.0010069-0.00050945i,-0.00051097-0.0010089i,0.00011813-0.0017765i,-0.00024501-0.0019055i,-0.00056704-0.0010905i,-0.00010369-0.00014049i,0.00015782+0.00035453i,-0.00026282+0.0010108i,0.000224+0.0010595i,0.000885+0.00032423i,0.00051938+0.00025604i,-0.00033119+5.4823e-06i,-0.00081931-0.00057007i,-0.00077046-0.00072473i,-9.2934e-05-0.00053961i,0.00042941-0.00026598i,0.00033084-0.00021648i,0.00027984-3.84e-06i,0.00030144+0.00036067i
-0.0010975-0.00019133i,-0.0010999-1.3532e-05i,-0.0010545+1.6742e-05i,-4.4746e-05+0.00013998i,0.00088709+0.0001998i,0.00051954-0.0003152i,0.00016641-0.00076357i,2.7858e-05+5.0094e-05i,-0.00038245+0.00030977i,-0.00044146-7.8049e-05i,-0.00010605+0.00017563i,-0.00020166+0.00022579i,2.7777e-05+0.00016945i,9.5039e-05+0.00040077i,-0.00087501+0.00035646i,-0.0011011+8.1628e-05i,-0.00064881-0.00017086i,0.00012823+0.00065978i,0.00045721+0.00094509i,-0.00012244+0.0003173i,0.00021548+0.00018605i,0.00036873+0.00020675i,0.00048608+2.8452e-05i
0.00034207+0.0020187i,0.00055917+0.00081454i,0.001748+0.0012379i,0.0017586+0.001791i,0.0011139+0.00068225i,0.00016135+9.7383e-05i,-0.00023506+0.00053734i,0.00010055+0.00036505i,0.00017478-0.00037866i,8.8991e-05-0.0008821i,8.7533e-05-0.0010322i,0.00050146-0.00090068i,0.00036658-0.00026818i,8.8263e-05+0.00021084i,-6.8122e-05+0.00024523i,-0.0006017+0.0002036i,-0.00089228+0.00049422i,-0.00017528+0.00072286i,0.00052831+0.00047079i,-3.7345e-05+0.00032588i,-0.0002374+0.00015146i,-0.00029109-0.00044576i,-0.00064671-0.00064448i
0.00060781+0.00033677i,0.00074385-0.00090712i,0.0018462-0.0014638i,0.0018841-0.0017102i,0.00099315-0.0024959i,0.0001095-0.0025933i,-0.00037329-0.0012016i,-0.00016885-0.00022444i,-0.00044162-0.00024899i,-0.0005318-0.00062313i,-0.00028399-0.00016987i,-0.00046066+0.0001932i,-0.001262+0.00051855i,-0.0012705+0.0011849i,-0.00082813+0.0013186i,-0.00049307+0.00080748i,-0.00022529-4.6307e-05i,-0.00046149-0.00045839i,-0.00035837-0.00075361i,-0.0003716-0.00044593i,-0.00035567+4.6846e-05i,9.446e-05+0.00025425i,-2.5216e-06+0.00014187i
0.0014058-0.00047727i,0.0023876-0.00080476i,0.0016627-0.0017924i,-0.00029809-0.0019332i,-0.00095858-0.0014715i,0.00027071-0.00062206i,0.00036975+0.00029908i,-3.4673e-05-0.00011566i,-0.00063252-0.0014438i,-0.00078482-0.0012914i,-0.00033353-6.0453e-05i,-0.00027986+0.00062458i,-0.00037536+0.00047646i,-0.00024933-5.0595e-05i,-0.00016494-0.00051554i,-0.0003241-0.00066234i,-0.00062446-0.00037947i,-0.00065852-0.00095364i,-0.00063619-0.00097383i,-0.0006288-0.00021621i,-0.00020986+0.00024705i,7.847e-05-0.00029886i,0.00051342-0.00044463i
-0.00084029+0.001032i,-0.00089401+0.00053623i,-0.0012882-0.00012827i,-0.0016936-0.0011916i,-0.00099707-0.00054009i,-0.00049963+0.00027933i,0.00027839+0.00014449i,0.00061837-0.0002486i,0.00052316-0.00059106i,-0.00024064+0.00030066i,-0.00098097+0.0013135i,7.3555e-05+0.00089865i,0.00082975+0.00070818i,0.00032763+0.00050489i,0.00035999-0.00045095i,5.2542e-05-0.00063042i,-0.0006729+5.9599e-05i,-0.0011898+0.00019574i,-0.001088-0.00072563i,-0.00051288-0.00077875i,-0.00036178-8.4149e-05i,5.3782e-05-0.00030607i,0.00037948-0.00024831i
-0.00071166+2.0677e-05i,-0.0011373+0.0010135i,-0.00061936+0.0018177i,0.00035275+0.001372i,0.00099272+0.0010274i,0.0010886+0.00076676i,0.00043507+0.00024455i,-0.00011693-2.0099e-05i,4.6541e-05-9.2788e-05i,0.00045142-0.00013954i,0.00069542-0.00033994i,0.00034996-0.00082305i,0.00013659-0.00088021i,0.00054647-0.00016342i,0.00014907-0.00021121i,-0.00037569-0.00034109i,-0.00040311+0.00056615i,-0.00051856+0.00099452i,-0.001055+0.00013413i,-0.00056094-0.00031344i,-6.5051e-05+0.00093178i,-0.00047748+0.0011729i,0.00050128+0.00054117i
6.0267e-05-0.0016711i,-0.0006473-0.0016685i,-0.0007255-0.0015979i,-0.0012979-0.001201i,-0.0016619-0.0007674i,-0.0010742-0.0002111i,-0.00048696-0.00038079i,-0.00052731-0.00016901i,-0.00025593-0.00012216i,-0.00051972-0.00031636i,-0.00088826-0.00012796i,0.00027979+3.678e-05i,0.0014883-2.5965e-05i,0.0011978-0.00028048i,0.00072008-0.00049991i,-2.0653e-06-0.00015101i,-0.00093574+9.5229e-05i,-0.00047264+0.00023627i,0.0010004+3.1598e-05i,0.00076036-0.00071356i,-3.7945e-05-0.00097687i,4.3771e-05-0.00042181i,0.00072635+3.7376e-05i
0.00064072+0.00065039i,0.00063892+0.0012229i,0.00070758+0.0010346i,0.00089892-0.00038989i,0.001213-0.00086932i,0.00058723-0.00051483i,-0.00025705+0.00014464i,-0.0005886-0.00014978i,-0.0010294-2.8891e-05i,-0.0013979+0.00057143i,-0.001096-2.128e-05i,-0.00016636-0.00018563i,0.00049073+0.00042432i,0.00020615+0.00043566i,-0.00032681-0.00024508i,-0.00083363-0.00032588i,-0.00066095+0.00029573i,-0.00017693+0.0005139i,-0.00080174-8.524e-05i,-0.00044027-0.00042755i,2.8735e-05+0.00021874i,-0.00013835+0.00014717i,-0.00067064-0.00072611i
-0.00031226+0.0012229i,-0.00042326+0.0015814i,8.0051e-06+0.0012358i,0.00022921+0.0010335i,-0.00045039+0.0005404i,-0.00044565-0.00022586i,-0.0001131-0.00044587i,-0.00041094-0.00062443i,-0.00097412-0.0008537i,-0.0013194-0.00049364i,-0.00051579-0.00025888i,0.00044674-0.00033378i,0.00096914+0.00050583i,0.00049898+0.00058157i,0.00016428-0.00026831i,0.00025454+0.00015438i,0.00010478+0.0005652i,6.8498e-05+0.00038596i,-0.00031137+0.00065979i,-0.00084957+0.00052797i,-0.00066754+3.5418e-05i,-0.00015566+9.6509e-05i,-0.00040766-0.00024522i
0.00015286+0.00072246i,0.00010359-0.00095614i,0.00049418-0.0021993i,0.00081618-0.002174i,-8.2257e-05-0.0010467i,-0.00082123+5.846e-05i,-0.0011924+0.00015044i,-0.0014851-1.2677e-05i,-0.00053648-0.00014846i,-8.5784e-06-0.00014823i,-0.00079525-4.4999e-05i,-0.00079562-0.00020524i,-7.0036e-05-5.0693e-06i,0.00046526+0.00069346i,0.00049359+0.001158i,-3.6593e-05+0.001136i,-7.1018e-05+0.00069919i,0.00015933-0.00044507i,0.00095416-0.0010637i,0.00057768-0.00078172i,-0.0006663-0.00073471i,-0.00077874-0.00031993i,-0.0007228+0.0001991i
0.00021441-0.00098895i,-0.0003679-0.0016264i,-0.00097559-0.00033843i,-0.00091389-6.0363e-06i,-0.00051086-0.00068438i,0.00014731-0.00083182i,0.00086052-0.001216i,-0.00017919-0.001111i,-0.0012038-0.00083554i,-0.00059464-0.00049708i,-0.0010159-0.00022777i,-0.0013029-6.5047e-06i,-0.00060993+1.0394e-05i,-2.1759e-06-2.7718e-05i,0.00020999+0.0001563i,-0.00021625+0.0004843i,-0.00043407+0.00027431i,0.00012141+4.9353e-05i,-0.00041725+0.00026729i,-0.0014519+2.6886e-05i,-0.00069365-0.00080401i,0.00023391-0.0010932i,0.00063313-0.00079007i
0.0002135+0.00047524i,0.00030398+0.00014806i,-6.8413e-05+4.2346e-05i,0.00055761+0.00026402i,0.00082417+0.00087458i,4.1388e-05+0.00092348i,-6.6574e-05+0.00022664i,0.00051246-0.00086563i,-0.0002036-0.00076946i,-0.00030474-0.00025682i,0.00055311+0.00042573i,0.00015109+0.00056382i,-6.7072e-05+0.0003204i,0.00011437+0.0005706i,0.00020698+0.00048647i,0.00054519-0.00018953i,-2.3582e-05-0.00086585i,-0.00062843-0.00010822i,-0.00019417-0.0001621i,0.00017026-0.00061548i,0.00049447+0.00011795i,0.00093484+0.00045055i,0.00053812+0.00023637i
-0.00066844-0.00085567i,-0.00039812-0.0011083i,-0.00079451-0.0015773i,-0.00098964-0.0012998i,-0.00042965-0.00092483i,1.7854e-05-0.00066571i,-0.00075436-0.00074388i,-0.00096518-0.0012218i,-0.00053907-0.0010868i,-0.00055903-0.00033607i,0.00054601-0.00021324i,0.0014857+0.0001194i,0.0012747+0.00091074i,0.00095306+0.00044604i,0.00053746-0.0002889i,0.0003716+0.00017456i,0.00024521+0.00047385i,-4.2504e-05-0.00015023i,-0.00071286+2.8651e-05i,-0.00088634+0.0007378i,-0.00044474+0.0010184i,0.00036005+0.00095548i,4.3828e-05+0.00051567i
-0.00063778-4.921e-05i,0.00026679+0.0012999i,-0.00039059+0.001527i,-0.00085096+0.0011947i,-6.3492e-05+0.0014154i,0.00098794+0.0012654i,0.00078974+0.00080791i,-3.775e-05-0.00047279i,-0.00016477-0.00089457i,9.9982e-06+0.00035905i,0.0002332+0.00087933i,0.00018533+0.00084516i,-1.2724e-05+0.00054524i,-0.00040328-0.00019089i,-0.00020365-0.0006258i,-1.4101e-05-0.00045853i,-0.00039167+0.00056271i,-0.00096786+0.0015623i,-0.00059001+0.001621i,0.00088506+0.0011335i,0.0013505+0.00031833i,0.00041837-4.9183e-05i,-0.0001478-5.6042e-05i
0.0003253+0.00064722i,-0.00025562+0.00060522i,-0.00043786+0.00035589i,0.00037485+0.00067008i,0.00047169+0.00077096i,1.4483e-05-0.00083884i,-0.00064219-0.0013817i,-0.0012485-0.001199i,-0.00095994-0.00051108i,-0.00031042-0.0002437i,-0.00014742-0.0012332i,4.7106e-05-0.0010958i,0.00077571+0.00028406i,0.00050079+0.00060762i,-0.00062147+0.00049115i,-0.00099007+0.00012749i,-0.0007742-0.000365i,-0.00092017-0.00040818i,-0.00074827-0.00033267i,-0.00038508-0.00022535i,-0.00036858-0.00029335i,-0.00012737-9.2455e-05i,0.00034985+0.00011753i
2.2015e-05+4.7388e-05i,0.00033421-0.00078273i,6.2635e-05-0.00094763i,-7.8854e-05-0.00079522i,0.00075852-0.00022698i,0.0011894-8.0087e-05i,0.00038141-0.00083125i,-0.00018157-0.00052387i,-7.9041e-05+4.6648e-05i,1.8453e-05+0.00047913i,0.00012191+0.0005645i,0.00013668+0.00026121i,-0.00041318+0.00021291i,-0.00053084+0.00049235i,-0.00040018+0.00015143i,-0.00016198-0.00069981i,-0.00075683-0.00024116i,-0.0014762-0.00025667i,-0.0011891-0.00072464i,-0.0005085-0.00012341i,0.00028825+6.8636e-05i,0.00054086-0.0005147i,0.00014477-0.00035118i
-0.0010648-0.0006722i,-0.00050967-0.00043429i,0.00019117+0.00010699i,0.00064355+0.00030234i,0.00067883-0.00031636i,0.00059298-0.00059179i,0.00046269-0.00084227i,-0.00021813-0.00077627i,-0.00012326-0.00059598i,0.00017224+7.6272e-07i,-2.1624e-06+0.00027158i,0.00030298+0.00031027i,0.00063105+0.0004071i,0.00023203+0.00039859i,-2.6077e-05+0.00050819i,0.00013549+0.00092315i,-0.00048804+0.00088044i,-0.00078241+0.00031146i,-0.00015181+0.00044883i,-9.6274e-05+3.0411e-05i,-0.0003853-0.00025037i,-0.00019405+0.00056824i,0.00028069+0.00068871i
-0.0022849+0.0012354i,-0.001631+0.0019483i,-0.0014765+0.0023867i,-0.00080701+0.0013554i,-0.0001371+0.0012564i,-5.1218e-05+0.00051392i,-9.0603e-05-0.00069192i,-0.00028742-0.00062101i,-0.0011447-0.00069963i,-0.0011187-0.000691i,-0.0006423-0.0004366i,-0.00015775-0.00061871i,4.2839e-06-0.00094019i,4.837e-05-0.0010137i,0.00038607-0.00021408i,0.00048565+0.00043799i,0.0003719+0.00028429i,5.1001e-05-0.00015303i,-4.3744e-05-0.00048718i,0.00022698-0.00095634i,-2.0106e-05-0.00040491i,-0.00049115-0.00041804i,-0.00047607-0.00080218i
-0.0017677-0.00012213i,-0.0014266+0.00037349i,-0.00039931+0.0008349i,0.00083365-0.00026327i,0.00097045-0.00065748i,0.00066199-0.0012947i,-0.00021411-0.0011322i,-0.00074397-0.00078642i,-0.00073812-0.0010273i,-0.00018615-0.0018776i,0.00026983-0.0018357i,1.3903e-06-0.00032838i,-0.0010404+0.00069246i,-0.0011596+0.00055149i,-8.6356e-05-6.9592e-05i,0.00034544-0.00014362i,0.00054053+1.0628e-05i,1.9505e-05+0.00033385i,-0.00065131+0.00040249i,0.00030888+0.00047632i,0.00088228+0.00067037i,9.6356e-05+0.00062064i,-0.00031089+2.7053e-05i
0.0027036-0.0011181i,0.0025882-0.0014087i,0.0017903-0.0010357i,0.00037556-0.00077501i,-0.00040315-0.0008466i,6.7892e-05-0.00012417i,0.0005071-0.00012787i,0.00047626-0.0010391i,-0.00020493-0.0015105i,-0.0011527-0.0015276i,-0.00026071-0.00064983i,0.00045504+0.00013986i,0.00064494-3.4402e-05i,0.00091311+0.0002696i,0.00099178+0.00063614i,0.00044544-0.00062848i,-0.00051948-0.00091455i,-0.00034839+7.1738e-05i,0.00083062+3.376e-05i,0.0011292-0.00042737i,0.00055645+2.5833e-05i,2.7903e-05+0.00068672i,0.00026764+0.00021592i
0.00035392+0.0019773i,-0.00032255+0.0025797i,0.00036575+0.0023251i,0.0010087+0.00066655i,0.00038346-0.00048671i,0.00033005-0.001003i,0.00020352-0.00079652i,-0.00066523-0.0001522i,-0.0012831+0.00051389i,-0.00073913+0.0003442i,2.6838e-05+0.00010783i,0.000233+0.00032386i,-0.00018892+0.00028613i,-0.00070461+0.00066297i,-0.0005725+0.00069575i,-0.00089015+2.905e-05i,-0.00023779-0.00011755i,0.00080284-0.00021083i,0.00092375-0.00052697i,0.00020087-0.0004162i,-0.0004038-0.00014873i,-9.7377e-05+0.00031592i,5.8036e-05+0.00043841i
-0.00088751+0.0004542i,-0.00095733+0.00058105i,-0.00097916-0.00023798i,-0.00075384-0.00062059i,-0.00062573-0.00043918i,-0.0012232-0.00057373i,-0.00025656-0.0008437i,8.1786e-05-0.00044493i,-0.00043169-0.00049926i,0.00033478-0.00046051i,8.1484e-05-4.1272e-06i,0.00030658+0.00040853i,0.00096672+0.0012784i,0.00023335+0.0010519i,0.00020767+0.0007094i,0.00010365+0.00066451i,-6.4828e-05+0.00070719i,0.00034004+0.00056126i,0.00018741-0.00025741i,-0.00059121-0.00077546i,-0.0004112-0.00055802i,0.00027264+1.733e-05i,0.000317+1.1788e-06i
-0.00013003-0.0030379i,0.00078646-0.0015191i,0.00083677-0.00078398i,-0.00052769-0.0001517i,-0.0011205+0.00019682i,5.6586e-05+0.00032235i,0.0010698+0.00040442i,0.00052675-0.00047769i,-0.00045713-0.00089451i,-0.00089551-0.00040251i,-0.0011057-0.00034758i,-0.0010449+0.00035847i,-0.00070319+0.0012393i,-0.00023099+0.00080802i,0.0001284+0.00060481i,-0.00023734+0.0014654i,-0.00044903+0.0010698i,-0.00049368-0.00026859i,-0.00065727-0.00030997i,-0.00028475-9.2847e-05i,-0.00061367+1.4978e-06i,-0.001091+0.00020875i,-0.00017935+4.8077e-05i
0.00055712+0.001294i,0.00017487+0.0010009i,0.0003683+0.00055346i,0.00096408+0.0001899i,0.0012079-9.4153e-05i,0.00047487-0.00038621i,-0.00045136-0.00059563i,-0.00017472-0.00094918i,-0.00033001-0.00082342i,-0.00085292-2.7443e-05i,5.3949e-05+7.4697e-05i,0.0005894-5.1897e-05i,0.00014893-2.4315e-05i,2.6403e-05-9.9095e-05i,9.4935e-05+6.7193e-05i,-0.00021818+6.2685e-05i,-0.00076464-6.6439e-05i,-0.00066238+0.00045203i,-0.00033093+0.00049133i,5.0832e-05-3.5636e-05i,0.00038192-8.1855e-05i,0.00063074+0.00035722i,0.00065094-0.00025831i
