-5.3467e-05-4.9488e-05i,0.00039503+0.00042186i,-0.00069746-0.00063251i,-0.0013949-0.0013275i,-0.0010431-0.0014876i,-0.00063693-0.00065017i,-0.00060354+0.0005454i,8.2989e-06+0.0015838i,0.00036237+0.0016026i,0.00042651+0.0011971i,-0.00033878+0.00096287i,-0.00098203+8.2405e-05i,-0.00096757-0.00049472i,-0.000638-0.00064883i,-7.658e-05-0.00059699i,9.8467e-05+0.00027133i,0.00036519+0.0013854i,4.0426e-06+0.00036251i,-0.00023395-0.00017078i,0.00035597+8.8095e-05i,0.0011162-2.5411e-05i,0.00068913+0.00040257i,-0.00053247+0.00076682i
-0.0022135-0.00069183i,-0.0010993-0.00068952i,-0.0003408-0.0012557i,-0.00063752-0.00060701i,0.00020839+0.00037889i,0.00028032-0.00051374i,-6.9024e-06-0.0013429i,-7.02e-05-0.00054433i,-0.00062193+0.00053489i,-0.0012759+0.0011057i,-0.00070977-0.00014649i,0.00017482-0.00024697i,-4.5855e-05+1.7995e-05i,7.8002e-05-0.00088281i,-0.00018196-0.0013304i,-0.00066414-0.00078299i,-0.00023102-0.00025132i,0.0011158-0.00043487i,0.0012536+0.0002682i,-0.00036383+0.0011107i,-0.00087327+0.00074429i,-7.8895e-05+0.00022222i,0.00064935-0.00017988i
-0.0018465+0.00031297i,-0.0027378-0.00037608i,-0.0026358+0.0004065i,-0.00092484+0.0006588i,0.0014428+0.00023937i,0.0012301+7.1867e-05i,-8.8257e-05+9.0917e-05i,-0.00099857+9.2969e-05i,-0.0011663+0.0010919i,-0.0009419+0.0013635i,-0.0012781+0.00077985i,-0.0014029+0.00011739i,-0.0012233-0.00045451i,-0.00080472-0.00038717i,-0.00050773+0.00031093i,-0.00065855+0.00033489i,-0.00043029-0.00029208i,-0.00011467-0.00038054i,0.00039476-0.00017735i,0.00096523+0.00018882i,0.00082544+0.00037928i,0.00010273+0.00048876i,-0.0003639+0.00030969i
0.0014902-0.0012756i,0.00050696-0.0016944i,-0.00017678-0.00098678i,-0.0011149-0.00010811i,-0.0014849-0.00035134i,-0.00022434+0.00055297i,0.0008575+0.0020218i,0.00063348+0.0014603i,-0.00094418+0.00056619i,-0.0018463+0.00044491i,-0.0015434+0.00013823i,-0.0011342+0.00020704i,-0.00033546+0.0004566i,9.1711e-05+0.0001118i,8.975e-05+0.00013684i,0.00014757+0.00041561i,0.00046716+0.00039527i,0.00049898-0.00025839i,0.00023454-0.00033458i,-0.00020274+6.0186e-05i,-0.00051268+0.00082811i,-0.00014312+0.0014317i,0.00064662+0.0013143i
-0.00023532+0.0018669i,0.00029305+0.0013961i,0.00074794+0.0017902i,0.0010443+0.00088247i,0.0015023-0.00032395i,0.0008474-0.001351i,-0.00023411-0.0013944i,0.00011966-0.00082957i,0.00032903-5.8613e-05i,-0.00046925+0.00036051i,7.0632e-05+1.2059e-05i,0.00029855-0.00032123i,-0.00092265-9.9169e-05i,-0.0010597+9.4248e-05i,-0.00031241+0.00011261i,-0.00046192+0.00068039i,-0.0001256+0.00085858i,0.00038008+0.00061734i,0.0001637+0.00042039i,2.77e-05+0.00018469i,-0.00032898-0.00034053i,-0.00043345-0.00060718i,0.000107-4.6521e-06i
0.0004001+0.00070312i,-0.001093+0.00012848i,-0.0015602-0.00023082i,-0.00082011-0.00064995i,-0.00056218-0.0010827i,-0.00052805-0.000899i,-0.0004046+0.00013057i,-0.00043092+0.00041592i,-0.00012858+0.00037915i,0.00021784+0.00078026i,0.00022967+0.00068669i,-0.00033053+0.00032276i,-0.0012816+0.00041447i,-0.0010856-0.00016i,-0.00051435-0.00060875i,-0.00048856-0.0001104i,-6.9992e-05-0.00021384i,0.00014148+0.00029015i,-0.00032537+0.00050278i,-0.00023795-0.00021046i,-1.3321e-05-0.00012854i,-0.00049829+0.00051536i,-0.00096998+0.00056657i
-0.00020048+0.00083474i,-0.00093739+6.4443e-05i,-0.0014456-0.00025541i,-0.001894+0.0002147i,-0.0013112-0.00038389i,-0.00027122-0.00062545i,-0.00061288+8.2488e-05i,-0.00081043+0.00090555i,-0.00020858+0.0011793i,-2.0719e-05+0.0011972i,-0.00010826+0.00017539i,-0.00023093-0.00086876i,-0.0011172-0.00018323i,-0.00092677-0.00029581i,0.00017969-0.00015064i,8.5032e-05+0.00045176i,7.0823e-05+0.00042578i,0.0001336+0.00015571i,5.3638e-05+4.9041e-05i,-0.00011228-0.00032429i,-0.00024724-0.00062923i,-0.0001713+0.00018122i,-0.00010986+0.00021104i
0.0016561-0.0008301i,-9.7968e-05-0.00010124i,-0.0011532-0.00044035i,-0.00093192-0.00064503i,-0.00083496-0.00093531i,2.8618e-06-0.0014867i,0.0011329-0.00036398i,0.001458+0.00081942i,0.00029044+0.0014349i,-0.0009211+0.0014417i,-0.00044237+5.5847e-05i,-0.00010897-0.00030378i,-0.00069969+6.9283e-05i,-0.00053181+0.00046809i,0.0005153-7.1244e-05i,0.0012482-0.00096043i,0.0015261-0.00057099i,0.00082255+6.9246e-05i,-0.0001107-2.2479e-05i,-0.00031526+0.00022366i,-0.00022488-8.3191e-06i,7.7446e-05-0.00072212i,0.00026484-0.00051167i
-0.00067321+0.0017786i,-0.00052255+0.00089228i,-0.00055889+0.00049018i,-2.2063e-05-0.00037799i,0.00087737-0.00065437i,0.00036994-0.0011576i,-0.001004-0.00087985i,-0.001897+0.00022228i,-0.0021657+0.00073522i,-0.0014518+0.00060476i,0.00012728+0.00029088i,0.00087715+0.00043718i,0.00044491+0.00050366i,6.3209e-06+0.00039007i,0.00011366+6.8284e-05i,0.00044249-0.00023211i,0.00085558-0.0003427i,0.0010673-2.3506e-05i,0.00069175+0.00066408i,0.00055053+0.00053447i,-0.00023499-0.00010885i,-0.00012026-0.00018617i,0.00057583-0.00061059i
0.00044983-0.001234i,0.00051832-6.2042e-05i,-0.00069145+0.0004058i,-0.0010277+0.00027269i,1.8418e-05-0.00018386i,0.00094842-0.00014979i,0.00094864-0.00028993i,-0.00031206-4.6606e-05i,-0.00138+0.00037524i,-0.0016862+0.0003973i,-0.0014811+0.00044605i,-0.00082827+0.00054657i,-0.00022152-5.3954e-05i,0.00075258-0.00040569i,-3.7203e-05-9.2862e-05i,-0.00097755+9.5748e-05i,-0.00022295+0.00013282i,-0.00017503-0.00062919i,-0.00050839-0.00083893i,-0.00043985-0.00013579i,-0.00018587+0.00024582i,8.5309e-05+7.8346e-05i,-0.00021383+0.00033142i
-0.00049787+0.0022477i,-0.00096746+0.0017707i,-0.00052898+0.0011924i,-0.00025465+0.00088793i,-0.00051445+3.5077e-05i,-0.0001084-0.0013111i,0.00042259-0.001269i,8.9349e-05-0.00063238i,-0.00091657+0.00030137i,-0.00061525+0.00033079i,0.00063351-0.00073234i,0.00053118-0.0011842i,0.00018159-0.00012892i,-0.00016609+0.00073424i,-7.4551e-05+0.00051395i,0.00031192+0.00020494i,-0.00010448-0.00042652i,0.00016754-0.0010871i,0.00073407-7.7855e-05i,0.00019809+0.00090955i,-1.3269e-05+0.0005472i,-0.00020666-0.00027886i,-0.00036879-0.00014646i
-0.0011788-0.00022705i,-0.0021398+0.00027094i,-0.0027831+0.0011606i,-0.0022484+0.00036195i,-0.00092133-0.00070938i,6.2974e-05-0.0006302i,0.00034779+0.0001024i,-5.9962e-05+0.00033043i,-0.0010927+0.00039062i,-0.0010862+0.00011534i,-0.00037367-0.00039278i,-0.00074351-0.00056041i,-0.00010999-0.00036098i,0.00088903-0.00015335i,-0.0003403+0.00044238i,-0.0011044+0.00075514i,-0.00059984+0.00074945i,-0.00016183+0.0009236i,7.7063e-05-7.7264e-05i,-0.00037211-0.0005142i,-0.00080491+0.00040551i,-0.00018907+0.00054326i,0.00059552-9.6455e-05i
0.0011602+0.00074808i,5.4716e-06+0.00031961i,-0.00067756+0.00036338i,-0.00053477+0.00055301i,-2.4103e-05-0.00097716i,0.0010014-0.0017206i,0.0006807-0.00052854i,-0.00029289+0.00059431i,-0.00090475+0.00097287i,-0.0010624+0.00021844i,-0.00069176-0.00025873i,-0.00058057-0.00029309i,-0.0012347+0.00079661i,-0.0010605+0.0013056i,0.0002582+0.00057194i,0.00042061-0.00011687i,0.00037321-0.00025666i,-0.00023258-0.00015599i,-0.00060854-0.00047773i,-6.6598e-05-0.00072941i,0.00035599+0.00030472i,0.0003304+0.0012229i,0.00037385+0.0010683i
-0.0003194-0.0008102i,-0.0016504-0.00074161i,-0.0018954-0.00010015i,-0.00099007+0.00036678i,-0.00028783+0.00037098i,-0.00044613+0.00046268i,-0.00063565+0.00081134i,-0.000223+0.00079752i,-0.00010654+0.00068674i,-0.00092852+0.0004681i,-0.0011562-0.00014475i,-0.00039062-0.00029731i,0.00012467-1.1352e-05i,-0.00026379+7.2236e-05i,3.1006e-05-0.000381i,0.00071908-0.00017641i,0.0010404+0.0002903i,0.0004694+0.00043675i,0.00014232+0.00089167i,0.00038947+0.0011232i,-0.00026132+0.00038714i,-0.00054893-0.00025351i,-0.00036705-0.00040461i
0.00049905+0.0014368i,-0.0003112+0.001155i,-0.00014462+0.0010826i,-7.8761e-05-0.00022979i,0.00044931-0.0015026i,0.00087164-0.001351i,-6.2212e-05-0.00042952i,-0.00062348+0.00059401i,-0.00067358+0.0010935i,-0.0012046+0.00061673i,-0.0013747-0.00075106i,-0.0011552-0.00078225i,-0.0010235+0.00049714i,-0.00088823+0.00091716i,0.00036875+0.0010126i,0.00048055+0.00088174i,1.6544e-05+0.00047853i,0.00059935+0.00016084i,0.0003126+0.00031803i,-0.00067834+0.0011945i,-0.00085168+0.0008995i,-0.00014255-0.00025576i,0.0002129-0.00042711i
0.0020635-0.00045607i,0.0017126+0.00018013i,0.00056201-0.00010856i,-0.0005845+0.00040312i,-0.00088457+0.0009233i,-0.00086014+0.00087544i,-0.00056034+0.00038943i,-0.0009088+3.5192e-05i,-0.0013321+0.00058407i,-0.001076+0.0013258i,-0.0010064+0.00091286i,-0.00081665+0.00088189i,0.00035866+0.00091122i,0.00045833-0.00015642i,-0.00024445-0.00063486i,-0.00032153+0.00034414i,-9.1942e-05+0.00037293i,-0.00035479-1.9397e-05i,-0.00050976-0.0002456i,-0.00073638-0.0007443i,-0.00064727-0.00012662i,-0.00093617+1.3436e-05i,-0.00050901+8.3976e-05i
-0.0014347-0.00015093i,-0.0012721-0.00016856i,-0.001626+0.00054953i,-0.0012774+0.0019126i,0.0008486+0.0018583i,0.0025682+0.00049911i,0.0017647-0.00066665i,-0.00028199-0.00082646i,-0.0013239+0.0001423i,-0.0010402+0.00093879i,-0.00034158+0.00036807i,-0.00015542-0.00011368i,-0.00036838+0.00047764i,-5.163e-05+0.00030756i,0.00063695-0.00050834i,0.00093795-0.00060774i,0.00014503+0.0008249i,0.00038236+0.0013814i,0.00073303+0.00041373i,0.00042823-0.00028513i,0.00034043-0.00025804i,0.00093877-2.8907e-05i,0.00086927-0.00022675i
-1.4819e-05-0.001269i,-2.1331e-05-0.0006221i,-0.0016641+0.00019448i,-0.0021408+0.00040036i,-0.0014355+0.00076784i,-0.00082435+0.0014418i,-0.00018607+0.001228i,-0.0003755+0.001312i,-0.00092292+0.0012481i,-0.00070765+0.00044392i,-0.00050447-0.00062176i,-0.00067313-0.0007758i,-2.3357e-05-0.00018015i,0.000401-0.00051179i,-0.00037228-0.00077025i,7.6227e-05+0.00041104i,0.00085453+0.00082472i,0.00015333+0.00067496i,-0.0007956+9.917e-05i,-0.00055589-0.00017232i,-0.00066698+0.00027679i,-0.00069912-0.00025135i,-0.000272-0.00046448i
-0.000369-0.0029899i,0.00014757-0.0013245i,-0.00054171-0.00019362i,-0.00028946-0.00010827i,0.00034545+0.00039844i,0.00088687+0.00061612i,0.0010556-0.00028679i,6.8214e-05-5.991e-05i,-0.0012641+0.0013167i,-0.0014039+0.001148i,-0.0010371+0.00047557i,-0.00042752+5.511e-05i,-8.8273e-05-0.00027247i,-0.00026749-0.00040231i,-0.00055192-0.00062236i,-0.00068741-0.00029182i,-0.00074565+7.7319e-05i,-0.00099441+0.00061528i,-0.00092199+0.00089501i,-0.00073687+6.0509e-05i,-0.00054319-0.00039273i,-5.4417e-05-0.00040547i,0.00073112+0.00021161i
0.00063228+0.0017089i,-0.00038762+0.0012072i,-0.00025873+0.0010098i,-0.00083222+0.00042395i,-0.00073105-0.00060668i,-0.0002788-0.0012245i,-0.0013188-0.00015268i,-0.0022953+0.00070855i,-0.0022097+0.001144i,-0.0018907+0.0013025i,-0.00082992+0.0003264i,-0.0002328-0.00013487i,-0.0005874-0.0003755i,-0.00041688-0.00041491i,-0.00028351-0.00038066i,-0.00025661-0.00025721i,-0.00023768-0.00015393i,-0.00039741-0.00024017i,-0.00019548-0.00090073i,-0.00016398-0.00086998i,-0.00027905-0.00061835i,0.0003043-0.00033577i,0.00079198+0.00022922i
0.00062464-0.00028468i,0.00042169-3.4724e-05i,-0.0002179+0.00027646i,-7.0965e-05+4.2747e-05i,0.00029733-0.00030504i,0.00041127-0.00062659i,6.7139e-05-0.00031079i,-0.0009216+0.00074451i,-0.0014817+0.0014829i,-0.00099831+0.0013241i,-0.00099193-3.0954e-05i,-0.0013233-0.0014224i,-0.00059172-0.0015641i,0.00019276-0.0004025i,0.00026181+0.00051653i,-0.00013904+0.0003313i,-0.0002303-1.2514e-05i,-0.00036137-0.00021418i,-0.00037908-0.00014581i,-0.00044824+0.00014744i,0.00019654-1.8317e-05i,0.00024019-7.6489e-05i,-0.00016027-0.00027446i
-0.0012215-0.00016424i,-0.00093293-0.001178i,-0.00082344-0.00092237i,-0.0013373-0.00011088i,-0.00099249+0.00011454i,0.00042589+0.00016013i,0.00074161+0.00019201i,-0.00057192+0.00070165i,-0.0013345+0.00066665i,-0.0009429+0.00022912i,-0.00066291+0.0002334i,-0.0010803-0.00014538i,-0.00070061-0.00042688i,0.00035936-0.00025434i,0.00067134-4.0777e-05i,-0.00012923+5.8585e-05i,-0.00062616-0.00024254i,-0.00081876-0.0008634i,-0.00054384-0.00067408i,-1.6543e-05-0.00034133i,-0.0001608-0.00051954i,-0.00048649-0.00060588i,-0.00036345-0.00028497i
-1.9833e-06+0.0014856i,-0.00059771+0.0013132i,6.773e-05+0.0015254i,0.0014011+0.00021809i,0.0014809-0.0019487i,0.00091936-0.0022489i,0.00029726-0.00098501i,-0.00089747-7.677e-05i,-0.001613+0.00037202i,-0.00078504-2.2654e-05i,-2.5078e-05-0.00043132i,-0.00064788+0.00012568i,-0.0016055+0.00056052i,-0.0011744+0.00074504i,-0.00017194+0.0012125i,0.00012948+0.00088233i,0.00020615-3.4343e-05i,0.00084897-0.0004135i,0.00052813+0.00024188i,-0.00068792+0.00031946i,-0.000887-0.00040837i,2.5315e-06-0.0010716i,0.00040273-0.0010344i
3.2826e-05+0.00022822i,-0.0017145+0.00051325i,-0.0030551+0.00038324i,-0.0025482+0.00092102i,-0.0012461+0.0014998i,1.2082e-05+0.00088906i,0.00040084-0.00017969i,1.2361e-05+0.00032961i,-0.0011266+0.0014539i,-0.0013957+0.00095731i,-0.00076514-0.00040918i,-0.00043801-0.00092357i,-0.00047955+7.3152e-07i,-0.00017468+0.00058525i,-0.00018781+0.00028911i,-0.00028587+9.3458e-05i,-0.00025906-5.1626e-05i,-0.0003649+0.00011672i,-0.00060181-4.1111e-05i,-0.00054482-0.00040801i,4.3924e-05-0.0005846i,-1.1447e-05-0.00023644i,-0.00028419+0.00039237i
8.3815e-06-0.0021451i,0.00069868-0.0024565i,0.00059149-0.0010276i,-0.00010476-2.6271e-06i,0.00033438-0.00077669i,0.00097979-0.0015137i,0.00095399-0.0010824i,-4.6898e-05-0.00018352i,-0.0011786+0.00064134i,-0.0015271+0.0012249i,-0.0011169+0.00057455i,-0.001011-0.000415i,-0.00059585-0.00069253i,5.4222e-05-0.00044106i,-9.0702e-05-0.00025367i,-0.00059991-0.00067281i,-0.00064039-0.00069683i,-0.00027253-0.00027325i,-0.00031571+9.4721e-05i,-8.3714e-05+0.00086738i,1.6088e-05+0.0005387i,-4.5818e-05+0.00010836i,0.00038709+0.00040419i
0.000295+0.0020684i,-0.00068367+0.0013067i,-0.00051714+0.00049534i,0.00066064-7.4221e-05i,0.00059168-0.00052793i,0.00035219-0.0010922i,-0.00056135-0.00019832i,-0.0016171+0.00083274i,-0.002201+0.001217i,-0.0021266+0.00088215i,-0.0014549+0.00011008i,-0.00080418-7.5993e-05i,-0.0006479+1.0754e-05i,0.00010676+2.772e-06i,0.0010772-0.00011885i,0.00037501-0.00013971i,-0.0010277+0.0005977i,-0.00075246+0.0010906i,-0.00040805+0.00039965i,0.00012568+2.8889e-05i,5.024e-05+0.00042763i,-0.00083103-0.00011134i,-0.00044068-0.00040169i
-0.00014081-4.4204e-05i,-0.00059112-0.0008107i,-0.0016166-0.0012081i,-0.00084068-0.00044449i,0.00065339+9.0267e-05i,0.0011539-0.00027346i,0.00014974-0.00031068i,-0.0014487+0.00026243i,-0.0013041+0.0008361i,-1.1788e-05+0.00083589i,0.00063722+0.00061026i,-0.00067728+0.00032607i,-0.0012758+0.0001425i,-0.00060663+8.4713e-05i,-0.00028475-0.0002995i,0.00016145-0.0005628i,0.00028355-0.00052367i,0.00014142-0.00032945i,9.9017e-05-3.8382e-05i,-0.00035729+0.00026771i,-0.0004352+0.00026726i,9.1391e-05+0.00020199i,0.000334+0.00073054i
-0.00060051+0.00082696i,-0.001071+0.00037204i,-0.00052063+0.00066139i,0.00014196+0.00078361i,4.1645e-05+6.2344e-05i,-0.00019463-0.00032444i,-8.0576e-05-7.9775e-05i,2.3054e-05+0.00019034i,-0.00090696+0.0014221i,-0.001614+0.0017483i,-0.00060697+0.00057473i,-0.00049965+0.00063316i,-0.0012644+0.00057743i,-0.0011843+0.00017926i,-0.00044117+0.00037833i,-2.0351e-05+0.00017576i,6.9194e-05+4.1908e-05i,0.00012109-0.00027176i,0.00016151+0.00024736i,0.00065949-0.00023797i,0.00025928-0.00019113i,-0.00040047+0.0006024i,-0.00050134-0.00056428i
0.00044986-0.00035588i,-0.00052937-2.5132e-05i,-0.00077741-0.0004031i,-0.00034397+0.00012163i,-0.00049189+0.00061246i,-0.00069199-9.509e-05i,-0.00091206-0.00037559i,-0.0010759+3.1247e-06i,-0.0011847+0.00026541i,-0.0011571+0.00025677i,-0.0013768-0.00047867i,-0.0010167-0.00055515i,-3.9462e-05+2.0495e-05i,0.0001569+0.00046295i,-0.00053854+0.00041772i,-0.00064773+0.00062756i,-0.00019925+0.00042126i,-0.00033035-0.00020403i,-0.00068848-9.8181e-05i,-8.3972e-05+0.00071919i,-3.1604e-05+0.0012754i,-0.00045812+0.00091017i,-0.00054476+0.00038668i
-0.00018039-0.00064547i,-0.00034949-0.00019187i,-0.00078917+1.3979e-05i,-0.0010147+0.0006965i,5.5584e-06+0.00039325i,0.0013439-0.0012566i,0.00090461-0.002052i,0.00046312-0.00035594i,-0.00019189+0.00074534i,-0.0013181+0.00046842i,-0.00072122+0.00022654i,0.00052304-0.00044533i,0.00058372-0.0010164i,0.00028262-0.0010415i,8.4689e-05-0.001025i,0.00028961-0.00096692i,0.00067852-0.00056257i,0.00022542-0.00044629i,-0.00012837-0.00075406i,-0.00051665-0.00066716i,-0.00053612-0.00052089i,0.00028053-0.00058042i,0.00055279+6.6546e-05i
0.0009257+0.0012189i,0.00012387+0.0012304i,0.00047972+0.00078051i,3.6152e-05-0.00019228i,-0.00050682-0.00071977i,-0.00095353-0.0009052i,-0.00072049-0.00063541i,-0.00063233+0.00073828i,-0.0010946+0.0007053i,-0.00096545-0.00011451i,-0.0019102-0.00010481i,-0.0021037-0.00014988i,-0.0013971-0.00036102i,-0.00068293-0.00013217i,-0.00023945+0.00017474i,-0.00033554+0.0002319i,-0.00018662+0.00059916i,3.8812e-05+0.00032157i,0.00049551-1.4659e-05i,6.325e-05+7.7752e-05i,-0.00049194+0.00012051i,-0.00030867+0.00024879i,-0.00022582+0.00051917i
0.00014032+0.00021409i,-3.2619e-05+0.001493i,-0.00037392+0.0020198i,-0.00063319+0.00032381i,0.00023082-0.00051142i,0.00113-0.00015307i,0.00097373+8.8895e-05i,-9.2466e-05+0.0004927i,-0.001301+0.00073757i,-0.0014705+0.00041551i,-0.00091986-7.675e-06i,-0.00099855-6.8716e-06i,-0.00092481-0.00029366i,0.00035842-0.00031259i,0.00091307+0.00057525i,0.00095821+0.00094412i,0.00097858+0.0002687i,0.00013073+1.5866e-05i,-0.00052218+0.00026709i,-0.00079025+0.00019371i,-0.00079018-0.00014224i,-0.00084955+8.3452e-06i,-0.00055314+0.00061981i
0.0013974+0.00039551i,0.00044307+0.00050674i,-0.0011602-0.00047794i,-0.0023755-0.0002094i,-0.0028731+0.00086092i,-0.0017266+0.00053959i,-8.0176e-05+0.00089073i,-0.00028333+0.00066483i,-0.0012499-8.8705e-05i,-0.0014409+0.000306i,-0.00082007+0.00040961i,-0.00072369+0.00041164i,-0.00072327+0.00030176i,-0.00033236+0.00055208i,1.5685e-06+0.000541i,0.00026541+0.00052176i,0.00022129+0.00042204i,-0.0003432-0.00019149i,-0.0008341-0.00032374i,-0.0003194-0.00070958i,-0.00017682-0.00094811i,-0.00070683-0.00047508i,-0.00041352-4.8336e-05i
-0.00031909-0.0019374i,-7.2814e-05-0.0020883i,-0.0007859-0.0014224i,-0.00085711-0.00051579i,0.00059693-7.743e-05i,0.0013829+0.00012331i,0.0005044-0.00042581i,-0.00036354-0.00069617i,-0.00040404-0.00022208i,-0.000678+6.3667e-05i,-0.0012412-0.00059563i,-0.00083553-0.00077317i,8.0674e-05-0.0012064i,0.00012565-0.0019125i,-0.00068005-0.0011178i,-0.00073469-0.00043489i,3.4081e-05-0.00035895i,0.00038975+2.8529e-06i,0.00062302-7.1811e-05i,0.00073798+0.00017847i,0.00049928-0.00014743i,0.00016688-0.00028224i,0.00010701+0.00048067i
0.00020546-0.002239i,-0.00027054-0.0019674i,-0.0016685-0.0016411i,-0.0025721-0.00040129i,-0.0017185+0.00026736i,-3.0299e-05+0.00072551i,0.00025645+5.9913e-05i,-0.0004165+6.0547e-05i,-0.00058637+0.00086251i,-0.0010211+0.00086928i,-0.00039308+0.0009518i,-0.00014652+0.00032182i,-0.0007671-0.0003366i,-0.00027465-0.00036741i,0.00019942+4.7081e-05i,-9.5031e-05+0.00047301i,0.0001377+0.00073193i,7.824e-05+0.00077377i,-0.00011092+0.00088005i,0.00025693+0.00054988i,0.0008365-0.00017208i,0.0002178+8.8267e-05i,8.7708e-05+9.53e-05i
0.00016196+0.00077985i,0.00026567+0.0004051i,2.8134e-06-0.00016265i,0.0003477+0.00033202i,0.0010004+0.00015681i,0.0005345-0.00094772i,0.00052082-0.0008872i,0.00031814+0.00062793i,-5.0169e-06+0.0014839i,-0.0005505+0.00135i,-0.0010417+0.0004744i,-0.00024086-0.00038466i,0.00016774-0.00020694i,-0.00060162+0.00046439i,-0.00037169+0.00083871i,-3.0224e-05+0.00010813i,-5.106e-06-0.00033377i,-0.00023915+0.00042014i,-0.00013216+0.0008954i,-0.00016352+0.00057341i,3.2277e-05+0.00078985i,0.00060355+0.00065953i,0.00093804-1.3923e-05i
0.00042215-6.0534e-05i,0.001326+0.00046796i,0.00086677+0.0006928i,4.816e-05+0.00059082i,-0.00062009+0.00039467i,-0.0010398-2.1423e-05i,-0.00056723-0.00016248i,-0.00018448+0.00015233i,-0.0010979+0.00024915i,-0.0011767+0.00050783i,-0.0001517+0.00093017i,0.0004119+0.00098926i,0.00097595+0.00045244i,0.00091341+0.00023137i,0.00069219+5.7346e-05i,0.0004678-3.1018e-05i,6.9087e-05-0.0003678i,-0.00018649-0.0002383i,-0.0003298-0.00013263i,-0.00026675-0.00041424i,-0.00019506-0.00047122i,-0.000179-0.00026244i,6.4425e-05+2.5089e-05i
-0.00015933-4.1981e-05i,-0.0013162+0.00085454i,-0.0022492+0.0011603i,-0.0014067+0.00031843i,0.00046756-0.00022763i,0.0012869-0.0001847i,0.0010738+8.1993e-05i,-5.4237e-05-8.1809e-05i,-0.00093803+1.387e-05i,-0.00039716+0.00080408i,-0.00031263+0.0010927i,-0.0005413+0.00043902i,-0.00074335-0.00028615i,-0.00037939-0.00032155i,6.4967e-05+0.0001521i,-7.9791e-05+0.00042193i,-0.00029272+3.4432e-05i,-0.00010752+3.5588e-05i,-0.00072304+6.4961e-05i,-0.00094203-0.00017618i,0.00037332-5.8124e-06i,0.00066547-0.00027043i,6.7034e-06-0.00045141i
-0.00032222+0.0011718i,-0.00051966+0.00071964i,-0.00061238+5.8556e-05i,-0.00037909-0.0005138i,0.00026892-0.0012094i,-0.00056721-0.0015892i,-0.0014677-0.0012422i,-0.0013729-0.0005115i,-0.0014901+0.00046633i,-0.0013133+0.00023139i,-0.0003651-0.00016642i,-0.00027904+2.1677e-05i,-0.00059985-0.00028718i,0.00024032-0.00061967i,0.00073521-0.00047959i,0.00016208+0.00026257i,-0.00064901+0.00039911i,-0.00048076-0.00036119i,0.00014129+0.00021905i,0.0001101+0.0004078i,0.00010309+5.2984e-05i,-0.00022683+9.8141e-05i,-0.00036167-0.00039258i
0.00044966-0.00053856i,-0.00054635-0.00077816i,-0.002012-0.00131i,-0.0023948-0.00087i,-0.0013054+0.00068821i,-0.0005973+0.00063601i,-0.00045397+0.00022278i,-0.00077667+0.00082936i,-0.0015903+0.0013841i,-0.0015584+0.00033852i,-0.00061485-0.00040966i,-0.00011384-0.00029056i,-1.3367e-05-3.8245e-05i,0.00020142+0.0002205i,-0.00049178+0.00011687i,-0.00064618+0.00021426i,-8.6372e-05+0.00021011i,0.00011775-0.00027705i,0.00040998-0.0002458i,0.00074237+0.00013718i,0.00042608+0.00085914i,-0.00091764+0.000525i,-0.00056106-0.00015793i
1.6389e-05-0.00087627i,-0.0011639-0.0011058i,-0.00097073-0.0015768i,0.00052606-0.0013954i,0.0016588-0.00095345i,0.0013316-0.0006635i,0.00072788-0.0011001i,-0.00036123-0.00025572i,-0.0012+0.0011529i,-0.00097311+0.0016704i,-0.0010806+0.0012701i,-0.00050428+0.0004143i,-0.00037649-0.00025506i,-0.00097036-0.00044785i,1.4468e-05-0.00046322i,0.0011318-0.00050423i,0.00070568-0.00022498i,-0.00063537-0.00032135i,-0.0007765-0.00028243i,-0.00015565+0.00079102i,5.6647e-05+0.0011509i,0.00068673+0.0007378i,0.00082294+0.00055621i
0.002531+0.0017589i,0.0011245+0.0014241i,0.00031465+0.0017717i,-0.0002136+0.00025236i,-0.00071442-0.00098315i,-0.00068426-0.00024861i,-0.00051945+0.00078374i,-0.00064072+0.00054832i,-0.00050102+0.00011124i,-0.00071334+0.00011368i,-0.00025681-0.00025066i,0.00044862+0.000224i,0.00017668+0.0004511i,-0.00059489+0.00075177i,-0.00061433+0.00053677i,-0.00039365-0.00012619i,0.00013354+0.00029361i,0.00062964+0.0004922i,-5.3202e-05+0.00010454i,-0.00011252-0.00043373i,-7.8922e-05+4.5724e-05i,-9.9011e-05+0.00041889i,0.00040966+1.3175e-05i
-0.0018216-0.00043229i,-0.00094035-0.0010791i,-0.0013854-0.00071569i,-0.0011931-0.00056065i,-0.00044367+0.00029085i,0.00033885+0.00060233i,0.00044818+0.0003825i,0.00013991+0.00096422i,-0.00022385+0.0014999i,-0.00022365+0.0016332i,3.562e-05+0.00053463i,0.00025355-0.00049365i,-0.00020643-0.0004604i,-0.00062302+0.00052964i,-0.00098348+0.00056558i,-0.00078992-6.2258e-05i,-0.00029863-0.00041424i,-0.00053378-0.00051416i,-0.00065584-0.00030445i,0.00060469+0.00018843i,0.0010605+0.00030936i,0.00063464-0.00057582i,0.00050707-0.00069075i
