-0.0038337+0.0015635i,-0.0028167+0.00074061i,-0.0026691+0.00081283i,-0.0013279+0.00081101i,5.5973e-05+0.0011723i,-0.00057822+0.0019906i,-0.0010953+0.0027339i,-0.000339+0.0021736i,0.00023652+0.0010611i,0.00068266+2.1089e-05i,0.0011456+0.00014121i,0.00080517+0.00074349i,-0.00020615+9.1779e-05i,-0.00056067-0.0002545i,-0.00013553-0.00030302i,0.000805+6.9958e-05i,0.00070181+0.00059534i,0.00024193+0.00030635i,0.00043209-2.6715e-05i,0.00063946-0.00027982i,0.00011899-0.00071285i,0.00011276+4.6183e-05i,0.00037755+0.00079286i
0.00084963-0.00077706i,-0.00012277-0.00033933i,-0.00026433-0.00044445i,-0.0003181-0.00022926i,9.7598e-05-0.00027278i,0.00071949-0.00045266i,0.00093023+0.00020475i,0.00040355+0.00011466i,0.00011672-0.00016033i,-0.00011134-0.00066968i,-0.00017058-0.00084751i,3.7657e-05-0.00079135i,-0.00032133-0.00085493i,-0.00091657-0.00093617i,-0.00066827-0.00096572i,0.00040864-0.00013102i,0.00024466-0.00029941i,-0.00079986-0.0017111i,-0.0010916-0.0015742i,-0.00082932-0.00072919i,-0.00052894-0.00061897i,-0.00042327-0.000794i,0.00035535-0.00050788i
0.00018412+0.00044657i,-0.00039405+0.00090835i,-0.00036181+0.00026259i,0.0013145-0.00057831i,0.0026935-0.00079802i,0.0021231-0.0013282i,0.00064475-0.0011719i,-0.00033396-0.00066313i,-0.00050716-0.00025147i,6.0665e-05-0.00045738i,0.00032514-0.00091982i,0.00023827-0.00060882i,0.00025027-5.7723e-05i,-0.00049165-0.00034083i,-0.00030739-0.00051861i,0.00021957-0.00032231i,-0.00073205-0.00062642i,-0.0013757-0.000525i,-0.0008593-0.00064264i,-0.00046018-0.00093399i,-0.00098765-0.00071796i,-0.0012786-0.00049106i,-0.0006304-0.00051184i
-0.0015561+0.0019165i,-0.0019288+0.0013558i,-0.0012429+0.0013795i,-0.00058278+0.0014592i,-0.0004306+0.0011282i,-0.00027982+0.00096831i,-0.00018083+0.0010406i,-5.1082e-05+0.0011276i,0.00046056+2.0884e-05i,0.00050155-0.00058551i,0.00054952-0.00012095i,0.00094979-0.00017125i,0.00050318-0.00046838i,0.0003812-0.00069496i,0.00048623-0.00088749i,-0.00018854-0.0015373i,-0.0012388-0.0020608i,-0.0017521-0.0015501i,-0.0010713-0.00079573i,-0.00025325-0.0012217i,0.00017679-0.00073614i,0.00025215+0.0005653i,-6.3015e-05+0.00026451i
-0.00082176-0.00010259i,-0.00039367+0.00060724i,0.00088694+0.0010541i,0.0021088+0.00051637i,0.0023606-0.00040628i,0.0022273-0.0011873i,0.001252-0.00083835i,0.00023317-0.00068508i,0.00029777-0.00064861i,-7.6673e-05-1.6918e-06i,-0.0003875+1.2425e-05i,-3.2234e-05-0.0002566i,8.0825e-05-2.1999e-05i,0.00036182+0.00098278i,0.00055939+0.0010917i,0.00018091-5.9115e-05i,-8.6427e-05-0.0009183i,-0.00033904-0.00093222i,-0.00055933-0.0005523i,9.0173e-05-0.00020358i,0.00087199-0.0001388i,0.00032503-0.00091702i,-0.00019364-0.00078632i
-0.0010699-0.00015402i,-0.0012377-0.00028546i,-0.0011894-6.6026e-05i,-0.00069149+0.00087571i,-0.00059958+0.00098454i,-3.6575e-05+0.00057158i,0.00039058+0.0004241i,-3.9163e-05+0.000403i,-9.6584e-05+0.00069605i,-0.00039245-0.00019306i,-0.00069744-0.00040318i,-0.00095008+4.2733e-05i,-0.0010526-0.00037656i,-0.0012119-0.00020526i,-0.00039461-0.00017652i,0.00030186-0.0002078i,-6.0223e-05-0.00029234i,-0.00051741-0.00086012i,-0.00023685-0.0010501i,0.00020973-0.00031399i,0.00025783+0.0007231i,0.00012171+0.00065874i,-7.6667e-05+0.00054101i
0.00033861+0.00086875i,-0.00045611+1.6779e-06i,-0.00055244-0.00030305i,2.1947e-05-0.00035193i,0.0007961-0.00045029i,0.00091052-0.00055963i,0.00075522-0.00019057i,0.00056416+0.00070923i,0.00010628+0.00054628i,0.0001211-4.3362e-05i,-0.00015088+0.00031227i,-0.00079559+0.00082191i,-0.00056581+0.00029299i,-0.0004796-0.00022437i,-0.00024415+0.00025228i,0.00078981+0.00025707i,0.00076987-0.00040002i,-0.0004606-0.00070463i,-0.00061023-0.00073263i,-0.00079705-0.00052797i,-0.00088904-0.00038725i,0.00016666-0.00030172i,0.0010075-6.5656e-06i
0.00032889-0.001597i,0.00030527-0.0019931i,0.00064971-0.0010017i,0.00036729-0.00032442i,0.00028188-0.00079991i,0.00023939-0.00066184i,-0.00062308-0.0001142i,-0.0011331-0.0006934i,-0.0009034-0.0010207i,-0.00085221-0.00052711i,-0.00094186+0.0003356i,-0.0013106+0.00070879i,-0.001095+0.00010801i,8.713e-05+0.00038583i,0.00054196-3.5907e-05i,-0.00039029-0.0008333i,-0.00024895-0.00076065i,-0.00046896-0.00018229i,-0.00077942-0.00010372i,-0.00056273-0.00066332i,-4.4462e-05-0.00034988i,0.0010146+0.00035722i,0.00082517+0.00033973i
0.00019098+0.0024168i,0.00053989+0.0017844i,0.0017423+0.0018651i,0.0019748+0.0021119i,0.0021269+0.00087557i,0.0024334-0.00057269i,0.0018347-0.00049315i,0.0010056-3.3688e-05i,0.00050888-7.3568e-05i,-6.2622e-05+3.891e-05i,-0.0008581-8.2257e-05i,-0.00055941-0.00027199i,5.4395e-05-0.00036395i,4.0848e-05-0.00026541i,-8.9705e-05-0.00029117i,1.3127e-05-0.00033282i,0.00025865-7.2291e-05i,0.00023428-0.0002254i,4.3332e-05-0.00023606i,-0.00029663-6.1039e-06i,-0.00024216+8.1758e-05i,0.0001743+0.00067982i,-0.00017263+0.0011664i
0.00044315-0.00072209i,0.00049032+0.0008283i,0.00025631+0.00091712i,0.00033232-0.00016415i,0.002127-0.00049986i,0.0028519-0.00050972i,0.0017718-0.00090351i,0.00058917-0.000771i,-2.9656e-05-0.000323i,-0.00073409-4.497e-05i,-0.0012446+0.0003414i,-0.00040023+0.00037046i,-0.00054926+0.00025383i,-0.00075412+0.00064539i,-0.0001547+0.00025158i,0.00019047-0.00047822i,-0.00034121-0.00041538i,-0.00054454-0.0004356i,-0.00027616+0.00023529i,3.6135e-05+0.00054623i,0.00023196+0.00054685i,0.00020597+0.00026516i,0.00030398-0.00012259i
-0.0013179+0.0018918i,0.0003783+0.0022461i,0.00074044+0.0018651i,0.0017815+0.00056925i,0.0032011+0.00011273i,0.0029623-0.00036983i,0.0014262-0.00092064i,0.00071557-0.00087388i,0.00094973-0.00051186i,0.00071665+0.00014997i,9.6407e-05+0.00066927i,0.0002858+9.1356e-05i,0.00071378-0.00029928i,0.00077119-0.00022725i,0.00054127-0.00038874i,0.00058469-0.00080684i,0.0005174-0.0013682i,-0.0005039-0.00063943i,-0.0013961-0.00035134i,-0.00077187-0.00054295i,-0.00052216-0.00018151i,0.0001185+0.00041457i,0.00093975+0.00077141i
-0.0012837-0.0010519i,-0.0014-0.0011973i,-0.0011129-0.00097349i,-0.00021694-0.0014629i,0.00084788-0.0016209i,0.0014423-0.00115i,0.00086613-0.00024874i,-0.00081911+5.1921e-05i,-0.00068714-0.00046358i,0.00027158-0.00039773i,0.00070718-0.00043038i,0.00052252-0.00036947i,7.6642e-05+0.00013095i,0.00077727-2.6024e-05i,0.0011434-0.00076036i,0.00036445-0.00070486i,-0.00071819-0.00071066i,-0.00098959-0.00096951i,-0.00038353-0.0012643i,-0.00021833-0.00064582i,-0.0003159+0.00067488i,0.00026105+0.00056309i,0.00068714-0.00056302i
-0.0017401-0.0019439i,-0.0018287-0.0024465i,-0.0019347-0.0016486i,-0.00082549-4.4524e-05i,-0.00046029+0.00084726i,0.00017639+0.00081033i,0.0012374+0.00034552i,0.0011738-0.00021828i,0.0008499-0.00090837i,1.829e-05-0.00056302i,-0.0013724+0.00021513i,-0.0011465+1.367e-05i,-0.00029565-0.00022888i,-0.00023519+3.2716e-05i,-0.0004949-4.1588e-05i,-0.0012917-1.3587e-05i,-0.0015318-8.8443e-05i,-0.00079464-0.0003284i,-0.00054284-0.0001765i,-0.0004765+5.1898e-05i,-0.00053424+0.00037524i,-0.00083488+0.00035478i,-0.0004086-0.0002246i
0.0013925+0.00092993i,0.0016507+0.0016105i,0.0027959+0.001554i,0.0034904+0.00092885i,0.0029525+0.00035311i,0.0010522-0.00047792i,-0.0005568-0.00062129i,-0.00053942-0.00049457i,0.0005027-0.0006182i,0.00045512-0.00053158i,0.00028773+0.0001749i,0.00024116+0.0003115i,-0.00042034+0.00013808i,-0.00024187-4.5811e-05i,0.00010545-0.00023365i,-0.00057551-0.00046886i,-0.00095348-0.0013165i,-0.00030512-0.001513i,0.00038289-0.0016125i,0.00037815-0.00067066i,-0.00020545+0.00065522i,-0.00037388+0.0006588i,0.00023967+0.00082261i
-0.00020982-0.00094654i,-0.00038342-0.0011129i,-0.00071868-0.00093975i,5.1978e-05-0.00021859i,0.00067241+0.00029235i,0.00022425+0.00021642i,-0.00070167-0.00019226i,-0.0009504-0.00039897i,-0.00069414-0.00051891i,-0.00074581-0.00018209i,-0.00044569+0.0003448i,6.2667e-05+0.00064916i,-0.00042441+0.00053209i,-0.00073979+0.00047558i,-0.00083514-5.127e-05i,-0.00099278-0.00075444i,-0.00053595-0.00073062i,-7.179e-05-5.307e-05i,-0.00037189+0.00022037i,-0.0009109-0.00013033i,-0.00095166+0.00017259i,-0.00041036+0.00094619i,0.00016662+0.00068884i
-0.0013372+0.0001939i,-0.0004914-9.1076e-05i,-0.00075924+0.00012323i,-0.00069745+0.00028484i,0.0012194+0.00084689i,0.0014542+0.00080186i,0.00026509-0.00019349i,0.00029427-0.00045465i,0.00021054-0.00012677i,-0.00026142-0.00016793i,-0.00016201+0.00050484i,0.00018619+0.00070358i,0.00011553+0.0001078i,-8.5868e-05-0.00088964i,-4.7976e-05-0.00094876i,-0.00025331-0.0001516i,-1.0378e-05-0.00027766i,-5.6702e-05-0.00082837i,-0.00024452-0.0012125i,0.0004295-0.00044991i,0.00090401+0.0002475i,0.00047184-5.2274e-06i,1.2591e-06-0.00023896i
0.0017319-0.002198i,0.0021638-0.002583i,0.0033998-0.0023333i,0.0028562-0.0019297i,0.0012213-0.0011044i,0.000182-3.5847e-05i,0.00054002+0.00036484i,0.00079001+0.00055461i,0.00053289+0.00049695i,0.00081888-0.00033447i,0.0010822-0.00078725i,0.00080087-0.00033548i,0.00045609-0.00033274i,0.00054326-0.00027269i,0.00036445+0.00056513i,-0.00061697+0.00033448i,-0.00093541-0.00048646i,-0.00053322-0.0006197i,-0.00075943-4.8763e-05i,-0.00027226+0.00025915i,0.00058497-0.00027153i,-5.211e-05+0.00044744i,-0.0010402+0.0011192i
0.0040663-0.00071403i,0.0027682+0.0005742i,0.003145+0.0011188i,0.0026452-0.00053296i,0.0015699-0.0019063i,0.00093699-0.0011741i,0.00024106+9.6501e-05i,0.00011326+0.00018862i,8.72e-05-9.8129e-05i,-0.00011459-0.00054917i,-0.00033926-0.0010843i,-7.559e-05-0.0010337i,0.00051728-0.00027767i,0.00022203-0.00064894i,0.00032401-0.0010735i,0.00061088-0.00067624i,-0.00012401-0.00041047i,-0.00065651-0.00064239i,-0.00058199-0.00097341i,-0.00030459-0.00074776i,-0.00013928-0.00032957i,-3.8862e-05+0.00026679i,-9.6038e-06+0.00017495i
0.00043579-6.2913e-05i,0.00079515-0.00035136i,0.0014535-0.00010272i,0.0010966+0.00044683i,0.0012258-4.4268e-05i,0.001526-0.00010619i,0.00089468+0.0001899i,0.00071095-0.00035141i,0.00054975-0.00084509i,-0.00050075-0.0005011i,-0.0011287+0.00013929i,-0.00050445+0.00037522i,-0.00011293+0.00015776i,-0.00036608+0.00049273i,-0.00011147+0.0010587i,0.00012101+0.0001603i,1.8871e-05-0.00069138i,-0.00022641-0.0010267i,-0.00066352-0.0013881i,-0.00074445-0.001178i,-1.0587e-05-0.00059029i,0.00034747+0.00020397i,-0.00042005+1.9708e-05i
0.0004897+0.00024462i,1.9356e-05-0.00025452i,0.00019597-0.00039353i,0.00041802-0.00031785i,0.001246-0.00077612i,0.0017993-0.00073013i,0.00048924-0.00072069i,-0.00089404-0.00052069i,-0.00097278-0.00020845i,-0.00055018-0.00012257i,-0.00048755-0.00020027i,-0.00098731-0.00017675i,-0.00097247+1.6633e-05i,-0.00058211+7.5963e-05i,-0.00054854-0.00075789i,-0.00075657-0.00096575i,-0.00072651-0.00030524i,-0.00069471-0.00062672i,-0.00033843-0.00058395i,0.00012764-0.00048412i,0.00050581-0.00072012i,0.00040013-0.00059265i,0.00019992-0.00061686i
0.0026658-0.00023453i,0.0027764-0.00080637i,0.0017511-6.5997e-05i,0.001146+0.0014221i,0.0010618+0.0016747i,0.0011485+0.0011434i,0.00058915+0.00012319i,0.00024165-0.00067602i,0.00029271-0.001492i,-0.0001006-0.0012217i,-0.00041576+0.00028818i,-0.00084736+0.00053761i,-0.00092398-0.00027345i,-0.00030679-0.00056009i,0.0003545+0.00017441i,-3.3452e-06-0.000113i,-0.00057541-0.0010412i,-0.00059754-0.00053971i,-0.00048065+0.00056454i,-0.00031336+0.00049479i,-0.00038847-0.00013597i,-0.0001074-0.0004297i,0.00032993+0.00025231i
-0.00066361+0.0016643i,-0.001262+0.0013859i,-0.00090898-6.7444e-05i,0.00039919-0.00027199i,0.0012262+0.00018152i,0.00055353+7.3385e-05i,-0.00039241+0.0002571i,-0.00068782+8.9687e-05i,-0.00066032-0.00049552i,-0.00037777-0.0010724i,-0.0003906-0.0010048i,-0.00015825-0.00078817i,0.00049594-0.00059237i,0.00053806-0.00059793i,0.00055731-0.00060087i,0.00013321-8.4937e-05i,-0.00047483-0.00057917i,-0.00013193-0.00094472i,6.9545e-05-0.0003069i,-0.00032601-0.00027683i,-0.0008574-3.072e-05i,-0.00032126+0.00039398i,0.00066054+0.00023475i
0.00042775-0.00087309i,0.001103-0.0014816i,4.7891e-05-0.0013424i,-0.00032013-0.00024863i,0.00026795+0.00028485i,0.00061222+0.00050452i,0.0002943-0.00017955i,-0.00056409-0.00058811i,-0.00081164-0.00074137i,-0.00073123-0.0011341i,-0.00048839-0.0011774i,-3.891e-05-0.00075893i,0.00011248-0.00010747i,-0.00017022+0.00038044i,-0.00028587+0.00016448i,-0.0001339+0.00023145i,-0.00050439-0.00019992i,-0.00056419-0.0010542i,-0.00029888-0.00089721i,-1.5991e-05-0.00033499i,0.0003635-2.2145e-05i,0.00028003+0.00048672i,0.00062309+0.0010469i
0.0018166-0.0014157i,0.00084872-0.0024961i,0.00018111-0.00093652i,-0.00016691-0.00070243i,0.00029001-0.00054925i,0.0011012+0.00030208i,0.00064245+0.00054734i,-0.00015693-0.00025345i,-0.00065663-0.0014727i,-0.0010007-0.0018144i,-0.0016765-0.00031998i,-0.0016413+0.0010771i,-0.00010847+0.00017887i,0.00070956-0.00079744i,0.00016404-0.00096875i,0.00047272-0.00066933i,3.3526e-05-0.00043366i,-0.0011799-0.00021345i,-0.0011276+1.4951e-05i,-0.00049878+2.6757e-06i,0.00033263-0.00037584i,0.00066997-0.00043983i,0.00040262+0.00041214i
-1.5047e-05-0.00013502i,-0.00046959+9.9366e-05i,0.00039359+8.4149e-05i,0.00098983-0.00038916i,0.0011534-0.00053749i,0.00075808-0.00066649i,-0.00032939-0.00058368i,-0.00051883-0.0001149i,0.00020591+0.00056609i,0.00031746+0.00056955i,0.0005665+0.000175i,0.00012739-5.4138e-05i,-0.00051962-0.00058611i,0.00016806+8.1586e-06i,0.00044354+0.0003309i,0.00035348-0.00012321i,1.5978e-05-0.00039453i,-0.00085347-0.00065447i,-0.00062383-0.00012994i,-0.00051263+0.00067032i,-0.00079653+0.00081272i,-0.00053372+0.00070187i,-0.00080386+0.00012882i
0.0005651+0.00082163i,0.0016887+0.0015782i,0.0026766+0.0014968i,0.0029165+0.0012296i,0.0026886+0.00040891i,0.0017564-0.00025938i,0.00083465+2.4042e-05i,0.00052921+0.00049807i,-6.7368e-06-0.00029208i,-0.00076674-0.0012882i,-0.0011088-0.00082431i,-0.0011148+0.00035387i,-0.00064446+0.00035464i,0.00028004+4.9652e-05i,0.00023759+5.6555e-05i,-0.00035051-4.6429e-05i,6.078e-05+8.177e-05i,0.0002167-0.00019241i,0.00011578-0.0006229i,2.3585e-05-0.00082541i,0.00024604-0.00062483i,6.8259e-05-0.00019865i,-0.00012374-2.4405e-05i
-0.0020835+0.00099774i,-0.0026541+0.0007773i,-0.0014677+0.0016674i,0.0005489+0.0014322i,0.0017673+0.00055317i,0.001559+9.801e-05i,0.00068201+0.00021922i,0.00044779+0.00050352i,0.0010242+0.00040993i,0.00097043+0.00043732i,0.00027831+0.00087371i,0.00010927+0.00070541i,8.4882e-06+0.00017362i,3.941e-05-6.8538e-05i,0.00035543-0.00029139i,0.00040271-0.00041954i,-0.0002396-0.00081299i,-0.000804-0.00090419i,-0.00055057-1.8874e-06i,-0.00021785+0.00089995i,0.00012692+0.00099119i,-0.00065825+0.00076328i,-0.0012063-4.4669e-05i
-0.0017482-0.0013968i,-0.0018642-0.0013003i,-0.0012412-0.0013425i,-0.00057462-0.0007931i,-0.00049435+0.00070401i,-0.00033141+0.00091111i,-8.6086e-05+0.0010743i,-0.0006204+0.0011537i,-0.00054439+0.00022073i,-0.00059996-0.00072052i,-0.00011831-0.0011106i,0.00047023-0.0012177i,0.00064539-0.0013003i,0.00075014-0.0003596i,0.00090252-0.00058874i,0.001424-0.0013088i,0.0014482-0.0014115i,0.0010766-0.000935i,0.00013124+0.00023727i,-0.00016567+0.00072629i,0.00084014+0.00071077i,0.00084636+0.00085129i,0.0002956+0.0010488i
0.0011499-0.0017183i,0.0012955-0.0012148i,0.001763-0.0018332i,0.0010746-0.00099041i,0.00023812-0.00041328i,-3.7333e-05-0.00033804i,-0.00014157-0.00019377i,0.00010821-0.00012998i,-0.00017411+0.00021214i,-0.00064375-0.00011179i,-0.000516-0.00027513i,-0.00046808-5.8484e-05i,-0.00083872-0.00014923i,-0.00085596-0.00043411i,-0.0003489-0.00049015i,-0.00046039+0.00010908i,-0.00062614-4.4618e-05i,-0.00095409-0.00037839i,-0.00082438-0.00021655i,-0.00046255-0.00016912i,-6.8755e-05+0.00024882i,0.00051745+0.00037182i,0.00027935-0.00020618i
0.0010575+0.0003878i,0.0026875+0.00079637i,0.0026302+0.00056831i,0.0019341-0.0002249i,0.00098307-0.00065946i,-0.0002065-0.0012658i,-0.00034167-0.0011981i,-0.00028585-0.00027439i,-0.00047942+2.8132e-05i,-0.00033565-0.0008163i,0.00013165-0.00092748i,0.0001582-0.00044829i,0.00062991-0.0006005i,0.00064506-3.9816e-05i,0.00013283+0.00083601i,1.4453e-05+0.00038491i,-0.00057836-0.00067498i,-0.00046623-0.0013628i,0.00010136-0.001048i,0.00018781-0.00022972i,0.00024094-0.00059335i,-0.00014849-0.00068105i,0.00048737-4.7354e-05i
0.0019189-6.7307e-05i,0.00079116+0.0003639i,0.00019037+0.0015454i,-0.00079955+0.0013056i,0.00013486-6.2917e-05i,0.00050779-0.00036596i,-8.5734e-05-0.00062255i,0.00019231+7.4811e-05i,-1.8026e-05+0.0010294i,-0.00037323+0.00059948i,-0.00032673+0.0006982i,-0.00038667+0.0008415i,-0.00022361-0.00013316i,-0.00069421-0.00070204i,-0.001559-4.7517e-05i,-0.0013311-0.0001424i,-0.00040696-0.0011602i,5.2757e-05-0.00093105i,-0.0010196-3.8447e-05i,-0.0016739-0.00027107i,-0.00080715-0.00074947i,0.0001015-0.00055774i,0.0003019-0.00019065i
0.00037186+0.002157i,0.00018916+0.0014572i,0.0014305-8.9136e-05i,0.0027137-0.00087963i,0.003889-0.0006508i,0.0033221-0.00014082i,0.0016445+2.8598e-05i,0.00070431-0.00064045i,0.00010021-0.00084116i,-0.00064703-0.00046477i,-0.0014649+0.00032807i,-0.0011175+0.00078413i,0.00051044-0.00044346i,0.0010457-0.0013082i,0.00031688-0.00048771i,0.00034115+0.00016758i,0.00042295+0.00018538i,-0.00016279-0.00051882i,-0.00074023-0.00067851i,-0.0010554+1.3717e-06i,-0.00053393-8.2421e-05i,4.0028e-05-0.00010413i,0.00035859+0.00026763i
5.8924e-05-0.00073594i,0.00028388-0.00054794i,-9.2541e-08+0.00047676i,8.6168e-06+0.00096481i,0.0015461+0.0012046i,0.0016905+0.0011597i,0.00054767+0.00020113i,-0.00021273-0.00072654i,-0.00037941-0.00026297i,-0.00037774+0.00049693i,-0.0001862+0.00036712i,-0.00017745-0.00065908i,5.4792e-05-0.0010158i,-0.00027895-0.00042259i,-0.00028642+1.1215e-05i,0.00049446+0.00032724i,0.00026544+0.00061429i,-0.00014348-0.0002162i,-4.5605e-05-0.00087247i,-0.00017637+0.00032169i,0.00021398+0.0004948i,0.00067604-0.00054846i,0.00081526-0.00091931i
-0.0014917-2.5211e-05i,-0.0006594+0.00048551i,0.00032096+0.00029395i,0.0011492+0.00054418i,0.00156+0.0001909i,0.0018085-0.0015664i,0.0014824-0.001324i,0.00026948-0.00033958i,1.3208e-05+1.6787e-05i,0.00037015+0.00045782i,-0.00030342+0.00080768i,5.655e-05+0.00057591i,0.00059666+0.00068563i,-0.00015967+0.0011644i,-0.00043332+0.00075108i,-0.00035153-0.00025878i,-0.00027621-0.00039284i,3.8339e-05-0.00076112i,0.00010563-0.0013361i,-0.00019655-0.0016092i,-8.7391e-05-0.0011105i,-7.7752e-05+0.00021533i,7.6461e-05+0.0010469i
0.0013404-5.2313e-05i,0.001017-7.497e-05i,0.00017251+0.0015779i,-7.6533e-06+0.0028249i,0.00035157+0.0018311i,0.00090669+0.0010179i,0.0011423+0.000232i,0.0003739-0.00044642i,-0.00014877+9.6795e-05i,0.0001083-0.0002239i,7.8732e-05-0.0003015i,-0.00042955+0.00033719i,-0.0009509-4.0136e-05i,-0.0010693-0.00092056i,-0.00053376-0.00092861i,0.00016123-0.001103i,0.00054618-0.0014244i,0.00053631-0.00044836i,0.00078789+6.2053e-05i,0.0006186-0.0003153i,-0.00032785-0.00021694i,-0.00054459+7.6904e-07i,-0.00014494+0.0004529i
-0.0024721-0.00026387i,-0.0036923+0.00015001i,-0.0025929+0.00019194i,-0.00059427+0.0005078i,0.00050897+0.00081811i,0.0003441+0.00062189i,-7.7059e-05-0.00031257i,0.00017079-0.00093777i,-2.3013e-05-0.00055281i,-0.00023786+0.00040989i,0.00031754+0.00072433i,0.00036196+0.00042423i,-0.00058447+0.00041567i,-0.00072417+9.533e-05i,-0.00028346-0.00019871i,0.00031068-0.00058604i,0.00035427-0.00053957i,0.00014889-0.00076117i,0.00030854-0.00052782i,0.00082183+0.00011302i,0.0011153+0.00018599i,0.00063089+0.00017121i,8.6383e-05+0.00013644i
-0.0008326-0.0014862i,-0.0019437-0.00082922i,-0.0020867-0.00024238i,-0.0011517+0.00068444i,-7.0042e-05+0.00099044i,0.00043169+0.00027953i,0.0005081-2.4863e-05i,0.00024715-0.00025294i,0.00044431-0.00074715i,0.00030676-0.00036963i,-0.00048458+1.6225e-06i,-0.00060377+0.00064213i,0.00016876+0.00079973i,0.00024484-2.844e-05i,-0.00020701-0.00042103i,-0.00029517-0.0007104i,-0.00052868-0.00062775i,-0.00070004-0.00065165i,-0.0010374-0.001133i,-0.00099231-0.0007532i,-0.00078239-0.00018751i,-0.00029456+0.0001686i,0.00014112+0.00064041i
0.0017154-0.0020099i,0.0018239-0.0013502i,0.00084759-0.0018662i,0.00049043-0.0023767i,0.00045011-0.0018249i,0.00081435-0.00046121i,0.00062769-0.00037559i,-0.00039483-5.4179e-05i,-0.00047591+4.126e-05i,0.00049331-0.0001077i,0.00041837-0.00017125i,2.0306e-05-0.00033737i,-8.643e-05-0.00052955i,-0.0005582-0.00073173i,0.00018705-0.00068664i,0.00040301-0.00061011i,-0.00010096-0.00024834i,-0.00022622-0.00014762i,-0.00044333-0.00044277i,-0.00048474-2.1669e-05i,-0.00061722+0.00036399i,-2.7967e-06+0.0001187i,0.00059192-1.1997e-05i
-0.00024092-0.0025335i,-0.0010221-0.0022716i,1.696e-05-0.0030531i,0.00053447-0.0022215i,0.00028253-0.00074099i,-0.00011797-0.00040036i,-0.00089872-0.00056265i,-0.00082692-0.0005573i,-0.00029625-0.00043886i,-0.00028557-0.00069523i,7.2391e-07-0.00025497i,3.0991e-05+0.00018213i,-0.00050703+0.00019188i,-0.0009457-0.00011137i,-0.00056807-8.1125e-06i,-8.936e-05-0.00014969i,-7.765e-05-0.00059931i,0.00012483-0.00013188i,-0.00020333+5.0801e-05i,-0.00053431+0.00029722i,-0.00042191+0.00018916i,-0.00017947+0.000679i,8.8617e-05+0.00055654i
0.0015877+0.0010286i,0.0004888+0.00039575i,0.0003453+0.00026782i,0.00098138+0.00029179i,0.0021713-0.00019143i,0.0020375-0.00048057i,0.0006434+0.00015599i,2.1927e-05+0.00065846i,0.00016136-0.00011785i,-0.00027196-0.0009384i,-0.00018403-0.00061028i,0.00015134-0.00038516i,0.00016782-0.00046805i,0.00033451-0.00038i,0.00039634-0.00023477i,0.00038555-7.8628e-05i,0.00010249-0.00061173i,-0.00013891-0.00062101i,-0.00034133-0.00025926i,-7.9186e-05-0.00023544i,0.00050997+0.00021622i,0.0010305+0.00017097i,0.00052837+0.00024661i
-0.00159+0.00063457i,-0.00066353+0.0010028i,-2.3748e-05+0.0019941i,0.00061281+0.0022157i,0.0018366+0.0014017i,0.0022867+0.0001157i,0.0015442-0.00065611i,0.00053768-0.0010176i,0.00027811-0.00091439i,0.00019728-0.00052901i,0.00033032+2.0312e-05i,-0.00058084+0.00029568i,-0.0010863-0.00029583i,-0.00025955-0.00072093i,0.00020837-0.00066797i,0.0004804-0.00097145i,0.00043238-0.0011475i,-0.00037953-0.00064297i,-0.00083273-0.00027033i,-0.00040804+0.00040578i,-0.0004868+0.0011361i,-0.0011407+0.0013763i,-0.00019421+0.00090431i
0.001292-0.00013708i,0.00046817+0.00057669i,0.00054635+0.0013126i,0.0010381+0.0016463i,0.0014176+0.0016249i,0.0016572+0.0012949i,0.0017209+0.00054154i,0.0012782+0.00019988i,0.00058855-2.5219e-05i,-0.00025184-0.00042635i,-0.0011401+0.00036769i,-0.0013671+0.00041709i,-0.00096663-0.00059887i,-0.00059845-0.00036824i,-0.00087945-5.3214e-05i,-0.0010792+0.00026652i,-0.0002703+0.00014627i,-0.000252-0.00062169i,-0.00093892-0.00062817i,-0.0012192+0.00029208i,-0.0010596+0.00030193i,-0.00030901-0.00051191i,0.00031411-0.00020053i
0.00051265+7.36e-05i,0.00035348+0.0014324i,0.00084402+0.0014423i,0.0013523-0.0003126i,0.0013758-0.0010725i,0.0011794-0.0013361i,-0.00023726-0.00097944i,-0.0012362-8.8092e-05i,-0.00074975+0.00059093i,0.00027805+0.00012661i,0.00060917-0.00026658i,0.00093763+9.5798e-05i,0.0013067+0.00030185i,0.0005817+0.00038074i,-0.00022011+0.0002888i,-0.00034291-9.985e-05i,-0.00033542-0.00037564i,-0.00091265-0.00034856i,-0.00098914-0.00030227i,-0.00049971+0.00033999i,-0.00045062+0.00066236i,-0.00010845+0.00012199i,0.00023332-0.00044078i
