-0.00099216+0.0034221i,-0.00085846+0.001256i,-0.0018183-0.00042881i,-0.0012142-0.0017124i,-0.0012489-0.0016686i,-0.0010726-0.001062i,-0.00074145+4.428e-05i,-0.00069043+0.0011475i,-3.069e-05+0.00080505i,0.0005908-0.00039141i,0.0010682-0.00043287i,0.00063677+0.00039585i,-0.00010215-3.1368e-05i,4.2953e-06-0.00027056i,0.00012832+0.00010149i,0.00023777+0.00030847i,-0.00013183+0.00027027i,-0.00025919+6.835e-06i,0.00012522-0.00063336i,0.00057928-0.00092547i,0.00013299-0.0004727i,-0.00065163-0.0007789i,-0.00041831-0.0009841i
0.0019172-0.0021541i,0.0012874-0.0018296i,-0.0012933-0.0033507i,-0.0032787-0.0034798i,-0.0038921-0.0012405i,-0.0030465-0.0003899i,-0.0013893-0.0019375i,-0.0010689-0.0024138i,-0.0012572-0.0014142i,-0.00027299-0.00049453i,0.00043141+0.00040612i,0.00036202+0.001186i,0.00049633+0.0012194i,0.00069099+0.0010712i,-0.00039622+0.0003518i,-0.0012552-0.00068984i,-0.0010747-0.00026598i,-0.00069739+0.00017609i,-7.8735e-05+0.00020047i,0.0005095+0.0007616i,0.00090672+0.00090465i,0.00021857+0.000718i,-0.00048062+0.00047916i
-0.00028436+0.005934i,0.00058521+0.003473i,0.0021684+0.0026371i,0.0012499+0.0013817i,0.00028267-0.00050424i,0.00041576-0.0019652i,0.0015412-0.0023548i,0.0025397-0.0014425i,0.0016187-0.00038862i,0.00082905+0.00025122i,0.0003303-0.00020386i,-0.00048046-0.00099506i,-0.0011019-0.0007686i,-0.00090243+0.00012245i,-0.00035836+0.00043814i,-0.00060887+0.00048898i,-0.00063623-0.00021723i,3.9761e-05-0.00057602i,-6.623e-05-0.00013329i,-0.00037679-0.000902i,-0.00012554-0.0017561i,0.00031631-0.0011029i,0.00060201-1.0672e-05i
-0.0011681-0.0044725i,-0.002088-0.0057535i,-0.0034331-0.0076632i,-0.0057571-0.0069285i,-0.0050296-0.0029269i,-0.001761-0.00084561i,0.00098666-0.0016322i,0.0022876-0.0030212i,0.0011514-0.0026658i,9.7103e-05-0.00091773i,0.00020074-0.0002569i,0.0003122-0.00059386i,0.00036841-0.00059237i,0.00079026-0.00096335i,0.00082805-0.0014603i,0.00091802-0.00094626i,0.0012389+5.4711e-05i,0.0013745+0.00036877i,0.00092412-0.00010092i,0.00017661+0.00019992i,-0.00028017+0.00059248i,-0.00063935+0.001324i,-0.00058639+0.0012232i
0.00070667-0.0026794i,0.0028676-0.0014503i,0.0019986+0.00084582i,-0.00014411+0.0016328i,-0.0029219+0.001267i,-0.0028434+0.0016992i,0.00016665+0.00077465i,0.001398-0.00089322i,0.00080815-0.00094166i,0.00045162+0.00020371i,0.00048076+0.0011959i,0.00085635+0.0012365i,0.0011025+0.0012286i,0.00050983+0.0014758i,-0.00079618+0.0017186i,-0.00072991+0.0019711i,-0.00021811+0.0012758i,-0.00033952-0.00022856i,-0.00090709-0.001492i,-0.0012211-0.0013797i,-0.00093139-0.00050969i,0.00058151-0.00038198i,0.0014485-0.00042955i
0.0016414+0.0031552i,0.00026328+0.0017015i,-0.0021388-0.00091011i,-0.0032523-0.0019825i,-0.0029044-0.0010004i,-0.0013964-0.0003868i,0.00012396-0.00044394i,0.00062462-0.00062057i,0.00011065-0.00016631i,-0.00020662+1.0476e-05i,0.00017489-0.00078281i,0.00071672-0.001255i,0.00053202-0.0013458i,0.0006966-0.0015018i,0.0011573-0.0024577i,0.00060994-0.0025764i,0.00085333-0.0011484i,0.00049208+0.00010073i,0.00028054+0.00030109i,0.00033075+4.5259e-06i,-9.9319e-05+0.00011788i,-0.00017152+0.00016273i,-0.0004637-0.00069149i
0.0010565-0.00018962i,0.0015495-0.0023894i,0.0020126-0.0052655i,7.609e-05-0.0055311i,-0.0038671-0.0029583i,-0.0053612+0.00091375i,-0.0034113+0.0029134i,-0.0014128+0.0014723i,-0.00075433+0.00032574i,-0.00068564+0.00028671i,4.3686e-05+0.00015265i,0.00044539-1.3217e-06i,4.3866e-05+0.0003539i,-0.00074634+0.00035731i,-0.0013498-0.00010222i,-0.0014868-0.00019596i,-0.0016307-0.00023055i,-0.0011238-0.00032542i,-0.00029109-0.00066002i,-0.00032487-0.00084036i,-0.00071799-0.00064475i,-0.0013629-0.00074564i,-0.00071176-0.00020835i
-0.0001286-0.0012019i,-0.00062434-0.0024149i,-0.0029263-0.0014206i,-0.0043859+0.00043127i,-0.0042398+0.0012055i,-0.0036634+0.00031345i,-0.003196+0.0009924i,-0.0020832+0.0021151i,-0.00018104+0.0018741i,0.00096727+0.00060999i,0.0013775-0.00011723i,0.0010307-0.00028776i,0.00013174-0.00094404i,0.00042104-0.0017209i,0.0014-0.0011545i,0.0011977-0.00081751i,0.00037748-0.0001787i,-0.00038061+0.00084278i,-4.8149e-05+0.00053646i,0.00011387-0.00016903i,-0.00054177-0.00032704i,-0.0016311-0.00032171i,-0.0018381-0.00033409i
0.0045523-0.00034148i,0.0035368-0.0029576i,0.0022416-0.0063682i,-0.00089884-0.0069717i,-0.0040145-0.004571i,-0.0047125-0.0018092i,-0.0038398-0.001117i,-0.0021821-0.00020869i,-0.00062466+0.0013212i,-0.00044907+0.0015866i,-0.0008569+0.00022802i,-0.0011776-0.00071439i,-0.0017327-0.00058722i,-0.002125-0.00045593i,-0.0023776-0.00016991i,-0.0024128+0.00010633i,-0.0012957-0.00026083i,-0.00031972-0.00044859i,-5.8691e-05+0.00022883i,-0.00026309+0.0012912i,-0.00018787+0.0014698i,-0.00020356+0.00042892i,9.3477e-05-0.00016616i
0.0049445+0.0015347i,0.0037968+0.0006621i,0.0027525+0.00019423i,0.00023031+0.0010304i,-0.0021676+0.00057777i,-0.0028396-0.00047876i,-0.0017933-0.00092962i,-0.00064826-0.00096017i,-2.5014e-05-0.00027183i,-3.1094e-05+0.00045979i,-0.00030126+0.00039466i,0.00059799-0.0002594i,0.00056944-0.0010698i,0.0001958-0.0015778i,0.00042681-0.0014979i,0.00010133-0.0004222i,-0.00017807+0.00046709i,1.7951e-05+0.00063037i,-0.00019334+0.00074603i,-0.00035653+0.00079472i,-0.00042466+0.0005243i,-0.00052821+5.4469e-05i,-0.0002834-0.00012334i
0.0031432+0.0016361i,0.001359-0.00060021i,0.00030671-0.0042311i,-0.0012474-0.0058199i,-0.0022495-0.0050453i,-0.0012699-0.0036918i,-0.0006864-0.0040227i,-0.0014152-0.0037902i,-0.0020296-0.0019141i,-0.0016927-0.00015777i,-0.0010542-0.00025513i,-0.00057318-0.00073176i,-0.0003442-0.00068041i,-0.0015024-0.0005286i,-0.0022444-9.9315e-05i,-0.001538-0.0002696i,-0.00064134-0.0002075i,-0.00035857+0.00064405i,-0.00065008+0.0009779i,-0.000657+0.00056838i,-0.00010508+4.6144e-05i,0.00037329-0.00019676i,0.00019464-0.00017711i
0.0024482-0.00022626i,0.00027867-0.0009198i,-0.0014495-0.0020182i,-0.0032564-0.0027801i,-0.0032539-0.0031515i,-0.00208-0.003174i,-0.00029616-0.0024261i,0.00012419-0.0027493i,-0.0015351-0.0024061i,-0.0024722-0.0011737i,-0.0012754-0.00073554i,-0.00011878-0.00067982i,0.00039689-0.00097868i,0.0012223-0.0014295i,0.00097727-0.0010564i,0.00010865-0.00056681i,9.8666e-05-0.00048146i,-9.7954e-05+0.00024507i,-0.00052385+0.00085236i,-0.0011772+0.00014192i,-0.0014737-0.00066649i,-0.0013193-0.00056342i,-0.0005726-0.00037065i
0.00078321+0.0036246i,0.0022407+0.00067619i,0.00069346-0.0013029i,-0.0010636-0.00057283i,-0.0014392+0.0003108i,-0.00077036-0.00058185i,0.00081616-0.0021904i,0.0012764-0.0028386i,0.0005211-0.0025749i,0.00059761-0.0018666i,0.00051467-0.00059976i,-0.00098737-0.00036105i,-0.0019011-0.0012351i,-0.0016648-0.0020899i,-0.0012523-0.0022528i,-0.0012874-0.0012001i,-0.00068374-0.0002316i,-0.0003031-0.00070997i,-0.00051924-0.0014168i,-0.00069696-0.0010409i,-0.00049692-0.00029989i,-1.742e-05+0.00062868i,-0.00045698+0.0013193i
0.0012756+0.0022136i,0.0015499+0.0017583i,0.0036691-0.0008401i,0.0017777-0.0034703i,-0.002534-0.0026231i,-0.0029191-0.00023158i,9.9973e-05+8.7387e-05i,0.0021129-0.00092109i,0.001732-0.0020139i,0.00043613-0.0017371i,-0.00054182-0.00058429i,-0.0010337+0.00027084i,-0.0011237+0.0014516i,-0.00048381+0.0014197i,0.00026159+0.00071903i,0.00038245+0.0013639i,-0.00021085+0.0014037i,-0.00044231+0.00034774i,-0.0010321-0.0005019i,-0.00030163-0.00078676i,0.00074277-8.9104e-05i,-0.00042076+0.00061913i,-0.00099051+0.00056048i
0.0019658-0.0016777i,0.0026334-0.0028941i,0.00161-0.0022737i,-0.00073668-0.0012265i,-0.0029539-0.00047639i,-0.002575+0.00045236i,0.00018409+0.0018802i,0.0017322+0.0026014i,0.0017893+0.0013712i,0.00077675+0.00052325i,-0.00022573+0.00071136i,-0.00091876+0.00052244i,-0.00162-0.00020976i,-0.0015287-0.001045i,-0.00092167-0.0019761i,0.00036086-0.001881i,0.0010599-0.00049279i,0.00086923-0.00021784i,0.00070133-0.00094454i,0.00044819-0.00066879i,0.00028371-0.000243i,3.1442e-05+8.5841e-05i,-0.00062423+0.0006328i
0.0017687+0.0033238i,0.001032+0.00050354i,0.0010064-0.0010322i,-0.00045714-0.0018743i,-0.0028917-0.0023352i,-0.0031274-0.0011908i,-0.002353+0.001089i,-0.0017893+0.0033732i,0.00075858+0.0036889i,0.002462+0.0026349i,0.0011544+0.0010896i,-0.00030421-0.001393i,-0.00053172-0.0017622i,8.8588e-05-0.00026303i,0.0010804+0.00099326i,0.00075642+0.0015754i,-0.00098888+0.0015905i,-0.0019467+0.0008251i,-0.0013709+0.00016287i,-0.0011789+0.00039647i,-0.00098595-6.9871e-05i,-0.00044363-0.00090353i,-0.00064112-0.0013229i
0.00071395-0.00088474i,0.0017892-0.0024977i,0.0017347-0.0018255i,0.00012577-0.00033061i,-0.0015297-0.0016268i,-0.0030609-0.0020739i,-0.0033305-0.0002727i,-0.0014594+0.0014017i,0.0013796+0.00189i,0.0026428+0.0017026i,0.0017405+0.0010492i,0.0016688+1.692e-05i,0.0014593-0.00088044i,-5.5319e-05-0.0010904i,-0.0010678-0.00033208i,-0.00094826+0.00037435i,-0.00049875+0.00092865i,-0.00014582+0.00066822i,0.0005242+5.7142e-05i,0.00053042+0.00029043i,-6.5019e-05+0.00046949i,-0.00043756-0.00032483i,-0.00019597-0.00054678i
-0.0020939+0.00074395i,-0.00068422+0.0020318i,-0.00074427+0.00064888i,-0.0020903-0.00059928i,-0.0019474-0.0002782i,-0.0018359-0.00065694i,-0.0027269-0.0017917i,-0.0040027-0.0016166i,-0.0034515-0.0003615i,-0.0013089+0.00053008i,0.00019122+0.00061881i,0.00016171+0.00058792i,-0.00048096+0.00020862i,-0.00086875+0.00033724i,-0.0011089+0.00093816i,-0.0011053+0.00066184i,-0.00049671+0.00026512i,-0.00036186-0.00016597i,-0.00089973-0.00050758i,-0.00047934-0.00010644i,0.00020021+0.00022236i,0.00035805+0.00028761i,0.00070362+0.00054288i
-9.1025e-05-0.0037554i,-0.0017631-0.0048313i,-0.00034386-0.0046941i,-0.0011108-0.004112i,-0.0036368-0.003321i,-0.0044222-0.0028773i,-0.0033766-0.0022179i,-0.0034712-0.0026131i,-0.0050316-0.0023079i,-0.0039342-0.00041751i,-0.001628-8.2663e-05i,-0.00011098-0.00034241i,0.00050997-0.00013844i,0.00016246-0.0004023i,4.2348e-05-0.0016211i,0.00045918-0.0016129i,0.00078283-0.00050658i,0.00093993-0.00040773i,0.00083288-0.00049467i,-2.7119e-05-0.00029729i,-0.00022612-0.00018447i,0.00016799+0.00032216i,-0.00024935-0.00018828i
0.0033633+0.0056873i,0.0043588+0.0061182i,0.0027732+0.0040785i,0.00012866+0.0003729i,-0.00075032-0.0020021i,-2.2038e-05-0.0042689i,0.00088413-0.0063604i,0.00052194-0.0055251i,-0.0012048-0.0029777i,-0.0012747-0.001973i,-0.00031902-0.001245i,2.3173e-05+0.00031631i,-5.6444e-05+0.0011661i,-0.00057706+0.0011828i,-0.00053546+0.0010162i,-0.00011309+0.0009619i,-0.00051742+8.4852e-05i,-0.00078914-0.0010661i,-0.00031592-0.0010381i,-0.0002459-0.00057754i,-0.00069192-0.00082134i,-0.00027867-0.00062609i,0.00067363-0.00015455i
0.00074042+0.0027336i,0.001414-5.4391e-05i,0.0033496-0.0037293i,0.0010173-0.0048899i,-0.0014819-0.0025802i,-2.1305e-05+0.00011798i,0.0022381+0.00059472i,0.0023424-0.0012961i,0.001429-0.0017081i,0.0015234-0.001034i,0.00024661-0.0012865i,-0.0014552-0.0010996i,-0.0010831-0.00097931i,0.0002688-0.0019385i,0.0011452-0.0021926i,0.0011539-0.00069176i,0.0014524+0.00055975i,0.0011268+0.00066072i,4.3186e-05+0.00014938i,-0.00052333+0.00031507i,-0.00095843+0.00044947i,-0.00035512+0.00013435i,0.00015924+0.00053141i
0.013884+0.032017i,0.01491+0.021355i,0.025223+0.011091i,0.022717-0.0050128i,0.013227-0.01634i,0.0033269-0.016835i,0.001633-0.0067588i,0.005046+0.00023518i,0.007923+0.0012514i,0.010004-0.0019394i,0.0062453-0.0067836i,-0.00059805-0.0082674i,-0.0028006-0.0064277i,-0.00059539-0.0045112i,0.00076555-0.0042906i,-8.9313e-05-0.0040551i,-0.00077073-0.0014312i,-0.00072003+0.00027045i,-0.0021-0.00035278i,-0.00211-0.00071441i,-0.00064514-0.00081404i,-7.9162e-05-0.0013112i,-0.0010434-0.0021054i
-0.0064539-0.0075711i,-0.0065767-0.0064647i,-0.0086548-0.0043981i,-0.0084047+4.8311e-06i,-0.0059863+0.0045477i,-0.0013463+0.0062318i,0.0014178+0.004685i,0.0015098+0.002602i,0.0010306+0.0017071i,0.00033252+0.0023025i,0.0005918+0.0031137i,0.0018544+0.0029525i,0.001456+0.0020765i,0.00030616+0.0012067i,0.00033698+0.0011809i,0.0002489+0.0010865i,0.000122+0.0010302i,3.1652e-05+0.00074667i,6.131e-05+0.00021386i,3.1027e-05+0.00041488i,-0.00041393+0.0011581i,-0.00022293+0.0011809i,0.00031213+0.00075121i
0.0037464-0.0017712i,0.0028246-0.0032762i,0.000405-0.0030122i,-0.0018549-0.00093911i,-0.0036649+4.3936e-05i,-0.0036316-7.5054e-05i,-0.0015528+0.00018272i,-0.00028911+0.00084814i,-0.00031941+0.001584i,-0.00038037+0.002065i,0.00017642+0.0018233i,0.00055441+0.0015069i,-0.00026018+0.00076062i,-0.00072651+0.00030146i,-0.00082186-0.00018817i,-0.00029649+4.692e-06i,-0.00046947+0.0016655i,-0.0008074+0.0013711i,0.00044722+0.00010585i,0.0011238-0.00028124i,0.00033366-0.00037278i,-0.00070255-0.00017965i,-0.0011652-0.00065182i
3.5233e-05-0.001492i,-0.00031194-0.0010063i,-0.0038157-0.0018712i,-0.0075723-0.0017785i,-0.0082574+0.00056022i,-0.0067056+0.0023541i,-0.0058444+0.0026654i,-0.00501+0.0023664i,-0.0036977+0.0016642i,-0.0026034+0.00066689i,-0.00086495+0.00039333i,0.00047784+0.00030885i,0.00024233-0.00071508i,-0.00068491-0.00067356i,-0.00047406+0.00011269i,0.00015503+0.0004409i,-0.00011523+0.0002576i,-0.00023138+0.00032165i,-7.0955e-05+0.00045474i,0.00027375+0.00015322i,0.00042641-0.00066045i,-4.4733e-05-0.00081075i,-0.00032883-0.00046893i
-0.0019345-0.0026037i,-0.00083451-0.0015408i,0.0010229-0.00089383i,0.00086227+9.5501e-05i,-0.0022745+0.0018662i,-0.0050531+0.0030397i,-0.0053588+0.002359i,-0.0051004+0.00087232i,-0.0043114-0.00020187i,-0.0027214-0.00031847i,-0.0018309+6.2538e-05i,-0.0007613-0.00058794i,5.6304e-05-0.0010639i,-0.00031949-0.00072335i,-0.0010487-0.00042697i,-0.0015629-0.00011973i,-0.0018686-0.00058735i,-0.0012664-0.00069369i,-0.00071812-0.00053499i,-0.00036199+1.8017e-05i,-0.00027422+0.00049002i,-0.0011173+0.00058437i,-0.0011192+0.00030341i
0.00054554-0.002769i,-0.00096693-0.0026917i,-0.0045073-0.0021456i,-0.0062995-0.0011708i,-0.0048042+9.3374e-05i,-0.0022987-0.00054834i,-0.0014906-0.0014294i,-0.0017499-0.00056956i,-0.0021109-0.00028007i,-0.00174-0.0013782i,-0.0014834-0.0016695i,-0.001022-0.00098363i,-0.00015966-0.00012534i,-4.569e-05-0.00022504i,-0.00017857-0.00070423i,-0.00045565-0.00062135i,-0.00087062-0.0008349i,-0.0012321-0.00071033i,-0.0014502+8.1847e-05i,-0.0014044-0.00012435i,-0.0011222+0.0003048i,-0.00039739+0.00092725i,0.00030951+0.00039993i
0.0026138+0.001167i,0.0023068-0.00082522i,0.0015893-0.001873i,0.00061603-0.0024609i,-0.000655-0.0024324i,-0.0015672-0.0025408i,-0.0016065-0.0040992i,-0.001323-0.0038495i,-0.00047161-0.00196i,0.00063435-0.0016158i,0.00071951-0.0020185i,0.00024157-0.0020662i,0.00020656-0.0014063i,0.00052496-0.0013323i,-0.00018446-0.0012137i,-0.00055199-0.0007064i,0.00026174-0.00098903i,0.00058718-0.0016803i,-2.2805e-05-0.0015133i,-0.00036487-0.00034091i,-1.0483e-05+0.00081507i,0.00019788+0.0014811i,0.00018257+0.0010917i
0.00075906-0.00081185i,0.0006799-0.0014311i,-0.00050152-0.0010995i,-0.0018091-0.00053387i,-0.0026383-0.00031588i,-0.0020902-0.00060168i,0.0001333-0.0011637i,0.0015072-0.0014227i,0.0014087-0.0015905i,0.0017143-0.00084i,0.0012535-9.3195e-05i,6.5448e-05-0.00081255i,-0.00028223-0.00096522i,-7.6939e-05-0.00055195i,0.00017383+0.00019114i,0.0003996+0.0013552i,0.00019382+0.0011616i,-0.00015278+0.00043265i,0.00026341+0.00040956i,1.02e-05+0.0004343i,-0.0010016-0.00020528i,-0.00075494-0.0001764i,-0.0002325+2.5418e-05i
-0.0012633-0.0041299i,-0.0013495-0.0028331i,-0.0025798-0.0026826i,-0.0046054-0.0019946i,-0.0054685+0.00011579i,-0.0025804+0.0015811i,0.0015073+0.0011723i,0.0028923-0.00069362i,0.0026279-0.00043476i,0.001694+0.001216i,0.00079566+0.0013913i,0.0006044+0.0010016i,0.0010165+0.00083032i,0.00056848+0.00019636i,-0.00032178-9.2911e-05i,-0.00022188-0.00021646i,0.00037026-1.4206e-05i,0.00047134+0.0004028i,0.00021149-6.1238e-05i,0.00018731+0.00019871i,-0.00023868-1.3921e-06i,-0.0010226-0.00093996i,-0.00059555-0.0001026i
-0.0017189-0.0013926i,-0.0031029-0.001056i,-0.0031572-0.0027403i,-0.0027299-0.0028946i,-0.0030864+5.9601e-06i,-0.0019471+0.0022224i,0.00076431+0.0020732i,0.0020194+0.00071921i,0.0012449+9.7765e-05i,0.00049981+0.00050497i,0.00091808+0.001525i,0.0013174+0.0010946i,0.0013607-0.00011166i,0.00084908+0.00060158i,0.0003734+0.0015756i,-0.0005037+0.001358i,-0.0006363+0.00087374i,-0.00022232+0.00020371i,-0.00054592-0.00058059i,-0.00098706-0.00087701i,-0.0012782-0.00057446i,-0.00064799+0.00018327i,-6.2467e-05+0.0006885i
0.00064349-0.0047056i,-0.00066708-0.0051963i,-0.0032552-0.0025404i,-0.0049397+0.00015161i,-0.0043891+0.00039885i,-0.0030442+7.2951e-05i,-0.0025232+0.00089539i,-0.0018874+0.0017848i,-0.001254+0.0018884i,-0.0014044+0.0014618i,-0.0014291+0.0013004i,-0.00066365+0.0016453i,-0.00030803+0.0013872i,-0.00063079+0.00091865i,-0.0010621+0.0005911i,-0.0011346+0.00060485i,-0.0005484+0.0011076i,-0.00074383+0.00076996i,-0.00090846+0.00025827i,-0.00046586+0.00054439i,-0.00021309+0.00069336i,0.00014158+0.0001362i,0.00070265+0.00011503i
-0.0014093-0.0024336i,-0.0003984-0.0015899i,-0.0022111-0.0026394i,-0.0045061-0.0018048i,-0.0053817+0.0011496i,-0.0046984+0.0030424i,-0.0026629+0.0033443i,-0.0019809+0.0029342i,-0.0027844+0.0017549i,-0.0029525+0.0011201i,-0.001919+0.0014276i,-0.00095525+0.0012536i,-0.00019203+0.0007248i,0.00013081+0.0004049i,-4.0285e-06+0.0005665i,-0.00013831-0.00017248i,-0.0001298-0.00092118i,-0.00044691-0.00076978i,-0.00045116-0.00031406i,0.00042921+0.0003533i,0.00095209+0.00054802i,0.00069168+0.00063972i,-2.2099e-05-0.00012985i
0.00074055-0.0042315i,-0.00060335-0.0036203i,-0.0017911-0.0028196i,-0.0021091-0.0010148i,-0.0017128+8.5317e-06i,-0.0016084+7.8322e-05i,-0.0035416-0.00029751i,-0.004087-0.00035588i,-0.0025027-0.00042643i,-0.0017008-0.00053981i,-0.0012726-0.00074225i,-0.00052505-0.0012434i,-7.4417e-05-0.00050772i,-0.00018727+0.00052223i,0.00015242+0.00040905i,0.00037572-6.6897e-05i,-0.0003334-0.00075708i,-0.00053526-0.00076584i,5.5868e-05-0.00018849i,-0.00032911-0.0002885i,-0.001147-0.00087409i,-0.00088242-0.00089728i,-0.00052144+0.00031848i
0.0018783-0.002647i,-0.00073308-0.0029394i,-0.004243-0.0033865i,-0.0061032-0.0027904i,-0.00567-0.0017433i,-0.0035417-0.0016163i,-0.0031781-0.0016903i,-0.003483-0.0008618i,-0.0020406-0.00050432i,-0.00025097-0.00061113i,0.0010088-2.3863e-05i,0.00022147+0.00052582i,-0.0008879+0.00021941i,-0.00028755-0.00044911i,0.00031385+0.00062154i,-8.8798e-05+0.0011385i,3.9215e-05+0.00094357i,0.00043102+0.00058441i,0.00054112+0.00028178i,0.00017124+0.00031877i,-0.0004511+0.00014474i,-0.00046157+0.00060332i,-0.00072475+0.0012136i
0.0046781+0.0012033i,0.0052324+0.0018895i,0.0044248+0.0011939i,0.0019971-0.00044232i,-0.0018651-0.00094015i,-0.0031801-0.00079484i,-0.00065545-0.0017829i,0.001683-0.0027099i,0.0015051-0.0030116i,0.0013783-0.0026872i,0.0019296-0.0014454i,0.0013831-0.00024986i,0.0010394+0.00041996i,0.00025713-0.00051863i,-0.00069939-0.0012359i,-0.00074337-0.00063646i,2.0094e-05-0.0007157i,0.00099873-0.00074238i,0.00092246+4.2906e-05i,0.00030424+0.00021854i,-0.00016321-5.7441e-05i,0.00096839+1.6037e-05i,0.0016407+0.00024482i
-0.0034599-0.0030558i,-0.0045617-0.0049205i,-0.0058004-0.0068636i,-0.0058503-0.0046483i,-0.0051067-0.0015298i,-0.0022536+5.5452e-05i,0.00014488-0.0010191i,0.00015413-0.0024899i,4.9685e-05-0.0019331i,-7.5617e-05+0.00012568i,-0.00021303+0.001372i,0.00047847+0.0010927i,0.00051798+0.0005568i,9.5306e-05+0.0004411i,-0.00027645+0.0002342i,-0.00087332+0.0010186i,-0.0002292+0.0011726i,0.0002964+0.00092607i,-0.00011824+0.0011458i,0.00013148+0.0010261i,0.00014489+0.00086108i,-0.00031977+0.00019953i,-0.00029466+3.4296e-05i
0.00089786+7.2458e-05i,0.0018218-0.00088598i,0.0020105-0.0013799i,0.0014174-0.002141i,0.00016331-0.0027209i,-0.0005754-0.0017516i,0.00075533+0.00013311i,0.0019803+0.00053254i,0.00087219+0.00064557i,0.00020092+0.0006754i,0.0013192+0.00047044i,0.0018364-1.5324e-05i,0.0011613+0.0001283i,0.00049311+0.00019149i,0.00015433-0.00048612i,0.00013968+3.3492e-05i,-0.00028363+0.00062698i,-0.00018481-0.00019123i,0.0001973-0.00013807i,-0.0005862+0.00033874i,-0.00063813+0.00073162i,-0.00072351+0.00061995i,-0.00094171-8.2246e-05i
0.00020999+0.0026944i,0.0015089+0.0030195i,0.00053329+0.0025868i,-0.0012269+0.002193i,-0.0022646+0.0023195i,-0.002342+0.0025883i,-0.00072066+0.0023233i,0.00069981+0.0014682i,0.00085929+0.00057882i,-0.00049746+0.00084991i,-0.001329+0.0017i,-0.00054035+0.0010846i,8.1924e-05+0.00035099i,5.4465e-05+0.00077771i,-0.0001125+0.00021331i,-0.00059352-0.00078713i,-0.00037834-0.0010035i,0.00013823-0.00076776i,0.00026336-0.00071936i,0.00023955-0.00021475i,2.0101e-05-0.00058026i,-0.00026818-0.001016i,-0.00027266-0.00050137i
0.0026119-0.0053067i,-5.0204e-06-0.0070557i,-0.0024649-0.0085615i,-0.0033379-0.0062441i,-0.0031049-0.0017548i,-0.0016702+0.00085251i,-0.00072927+0.0012963i,-0.001243+0.00096247i,-0.0017415+0.00033739i,-0.0027129+0.00063718i,-0.0027412+0.00040591i,-0.0015416+0.00033618i,-0.00071788+0.0008446i,-0.00041767+0.00031637i,6.5514e-06-0.00014889i,0.00023799+0.00043605i,0.00059763+0.00089358i,0.00082966+0.00063692i,0.00023703+0.00068921i,-0.00013599+0.00078687i,-0.00058305+0.00073138i,-0.0006488+0.00047784i,-0.00027508+0.00016656i
-0.00059118+0.0047439i,0.00093149+0.0047703i,0.0013254+0.003935i,-0.00061142+0.0021125i,-0.0026618+0.00025937i,-0.0024549+0.00016646i,-0.0018958+0.00027057i,-0.0014926+0.0010286i,-0.001096+0.0025489i,-0.00085294+0.0020642i,-0.00046482-0.00017779i,-0.00022288-0.0018118i,-0.00017604-0.0013531i,0.00026091+4.9872e-05i,0.00068678+0.00072149i,0.00050323+0.00034938i,-5.1119e-05-0.00066075i,-0.00046822-0.0010581i,-0.00051587-0.00072417i,-0.00093962-0.00027817i,-0.00062482+0.00026453i,-0.00037336+0.00043469i,-0.00022358+0.00051853i
-0.003806+0.00073657i,-0.0039539-0.00067505i,-0.0023745-0.0004697i,-0.00067076+0.00022895i,-0.00082492+0.00033631i,-0.0017723-0.00033745i,-0.0015989-0.00059657i,-0.001498-0.00045595i,-0.00015212+0.00013205i,0.0014795+0.00021421i,0.0011699-0.00026274i,0.0007768-0.00054317i,0.0011037-0.0014998i,0.00055435-0.0013034i,-0.00063787+0.00025091i,-0.00043242-2.1285e-05i,0.00028533-8.5854e-05i,0.00029718+0.00038287i,3.8563e-05-0.00020138i,-0.00022263-0.00044446i,0.00032464-0.00019083i,0.00054419+9.9513e-05i,-1.5423e-05-1.6303e-05i
0.0015698+0.00018118i,0.0015118-0.00039936i,0.0018978-0.0014204i,0.00014487-0.0032164i,-0.0029789-0.0045253i,-0.0040215-0.0036912i,-0.0024084-0.0026081i,-0.0010226-0.0024813i,-0.00064552-0.002682i,0.00028211-0.0024632i,0.00041648-0.0013858i,0.00031084-0.00056126i,0.00093279+1.1149e-05i,0.00031719-0.00020253i,-0.00069348-0.00078955i,-0.00015784-0.00015163i,0.00060532+0.00049579i,-0.0002027+0.00044309i,-0.00089163+0.00057549i,-0.00098203+0.00019963i,-0.0013664-0.00053715i,-0.00099209-0.00065384i,-0.00053548-0.00062979i
0.0027857-0.00080593i,0.0034991-0.0016831i,0.0010041-0.00091758i,-0.0017564+0.00076657i,-0.0016459+0.0016672i,-0.00010154+0.00028147i,0.00096464-0.0016247i,0.00063585-0.0021271i,0.00015714-0.0010322i,-0.00012978-6.4088e-05i,0.00045709+0.00010826i,0.0004254-0.00028919i,0.00091666-0.00054721i,0.0019689+0.00048896i,0.0013095+0.00087606i,0.00016513+0.00072759i,0.00011958+0.00079726i,0.00042171-0.00016882i,0.00032453-0.00067743i,9.0419e-05+9.3296e-05i,-0.00028868+0.00069265i,-0.00050433+0.00047766i,-8.4575e-05-0.00046276i
