0.0002055+0.001719i,-0.0002358+0.00091742i,-0.00056255-0.00046831i,-0.00080669-0.0015534i,-0.0020972-0.00098123i,-0.0031101+0.00053289i,-0.0028707+0.00081681i,-0.00083698+0.00087149i,0.00086503+0.0011648i,0.0012165+0.00051351i,0.00049835-0.00015458i,-0.00052932-0.0004996i,-0.00042907-0.00061352i,-4.0504e-05-0.0010863i,3.4054e-05-0.0014193i,-0.00017576-0.00077351i,-0.00038011+0.00012089i,-0.00026364-0.00016837i,0.00031609-0.00054312i,0.00019078-4.9466e-05i,5.7059e-05+0.00035653i,-2.0837e-05-0.00013746i,-0.0005715-0.0002351i
9.6952e-05+0.0023539i,0.00049929+0.0020921i,0.0010357+0.0022293i,0.00066361+0.001057i,-0.00019549-0.00042883i,-0.00010532-0.0010571i,-0.00043681-0.00011717i,-0.00051256+0.00085864i,-4.6296e-05+0.0011503i,0.00051157+0.00073824i,0.00085512-0.00048865i,0.00075135-0.00065072i,0.0005243+0.00022789i,-0.00011206+0.00012998i,-0.00056408-0.00028918i,-0.00022936-0.00037428i,0.00029506-0.0003358i,0.0007254+1.1629e-05i,0.00086263+0.00052333i,-3.2664e-05+0.00041197i,-0.00075491-9.0167e-05i,-0.00012129-0.00027083i,0.00015986-0.00021289i
-0.0012023-0.001251i,-0.0010456-0.00095426i,-0.0010048-0.0014794i,-0.0015378-0.0015399i,-0.0022615-0.00092548i,-0.0015851-0.00085572i,-0.00088841-0.0011416i,-0.00041954-0.0012119i,8.8877e-05-0.00014863i,-6.3537e-05+0.00070094i,-0.00043995+0.0003901i,0.00022523+0.00025959i,0.00051437+6.9006e-05i,0.00019295-0.00032736i,0.00031028+0.0001617i,7.2826e-05+0.0003219i,-0.00030047+0.00022772i,-9.4451e-05-0.00012116i,0.00039176-0.0001207i,0.00066482+0.00064018i,0.00046884+0.0013898i,-0.00012782+0.0014075i,-0.00077399+0.00038565i
0.0023558+0.00042487i,0.0024203-0.0006616i,0.00090553-0.0016491i,-0.00049047-0.0010552i,-0.001229-0.00091386i,-0.00134-0.0004447i,-0.00095605-0.0001242i,-0.00057411-0.00044946i,-0.00073331-0.00013762i,-0.00085412-0.00018327i,-0.00064562-0.0011991i,-0.00016227-0.0012281i,0.00039554-0.00074333i,0.00015438-0.00053764i,-7.2851e-05+0.00015931i,0.00064145+0.00088267i,0.0012642+0.0007889i,0.0010661+0.0011396i,-0.0003479+0.00085116i,-0.0005012+0.00091179i,-3.7317e-05+0.00089854i,-0.00010973-0.00061007i,-0.00037797-0.0010617i
-0.00091792-0.0018325i,-0.00060222-0.00066144i,-0.00059832-0.00054224i,1.7393e-06-0.0010273i,-0.00041669-0.00085494i,-0.00045431-0.00050622i,0.00023925-0.00023402i,0.00021046+0.00021619i,0.00011123+0.00054327i,0.00050238+0.00053745i,0.00072231+0.00011763i,0.00045678-0.00022138i,0.00017064+0.000283i,-7.5392e-05+0.00045667i,-5.8272e-05-0.0002408i,-0.00017112-0.00042801i,-0.00024927+0.00015151i,-9.4695e-06+0.00039253i,-0.00011754+0.00030383i,-7.0205e-05+0.00011672i,0.00016144+0.00056443i,-0.00035849+0.0011527i,-0.00056998+0.00043591i
-0.00035481+0.00026777i,-0.00062462-0.00022665i,1.5706e-05-0.0002268i,0.00067772+0.0002257i,0.0010139+0.00040862i,0.00050175+0.00023971i,-0.00037004+6.0704e-05i,-0.00066361-0.00020878i,-0.0012172-0.00043744i,-0.0010062-0.0005763i,-0.00038557-0.00024201i,-0.00050703-0.00044983i,-0.00070796-0.00078052i,-0.00087835-0.0007739i,-0.00079389-0.00057297i,6.825e-05-0.00020358i,0.00024472+0.0006001i,-0.00031417+0.00071605i,-0.00041546+0.00033784i,-0.0002172-3.6804e-05i,0.00028248-5.8646e-05i,0.00068802-5.8722e-05i,0.00051894-1.226e-05i
0.0026715+0.0012884i,0.0020946+0.0011291i,0.0032458+0.00059175i,0.0023626-0.00083706i,-0.00015409-0.00224i,-0.00091985-0.0023723i,-0.00093353-0.0014392i,-0.00043946-0.00028335i,-0.0001622+0.0011492i,-0.00017593+0.0011775i,-9.6708e-05+0.00084198i,0.00046336+0.00046336i,0.00061879-0.00051664i,-0.00031006-0.0006815i,-0.00056775-0.00060179i,-0.00032343-0.00025276i,-0.00050118+0.00058596i,-0.00015978+0.0007693i,0.00039014+0.00032867i,0.00059967-0.00012944i,0.00095821-0.00048678i,0.001248-0.00078141i,0.00060595-0.00055248i
0.00083141+0.00028277i,0.0006318-0.0006787i,0.0017219-0.0018678i,0.0016559-0.0020252i,0.00038156-0.0017983i,-0.00090522-0.0017001i,-0.0010996-0.00054898i,-0.00057383+0.00078508i,-0.00023306+0.00062043i,0.00033786+0.00076886i,0.00077008+0.0010381i,0.00014497+0.00033864i,-0.00084405+0.00016523i,-0.0010693+0.00034348i,-0.00075687-0.00031842i,-0.00010534-0.00062437i,0.00032084-0.00060057i,-0.00033328+0.00020604i,-0.00031895+0.00089645i,4.7742e-05+0.00047153i,9.2321e-06-1.9336e-05i,7.7187e-05+0.0001352i,9.6521e-05+0.00035156i
-0.0012196-0.00035843i,-0.00134+0.0002545i,-0.0011493+0.00065237i,-0.0016108-0.00019033i,-0.001896-0.00069155i,-0.0010852+0.00016891i,-0.00010771+0.00052358i,3.4308e-06+5.8982e-05i,-0.0012012-0.00012945i,-0.0010163+2.1867e-07i,1.5868e-05-0.0003297i,0.00014483-0.00042134i,-0.00010695-0.00014542i,-0.00059313-0.00026041i,-0.00061396-0.00019957i,5.2238e-05-2.9323e-05i,-0.0001852+0.00041039i,-7.5802e-05+0.00076881i,0.00043323+0.00092321i,0.00031078+0.00074368i,0.000181+0.00056899i,-0.0002276+0.00035187i,-0.00079037+0.00070538i
-0.00084519+0.00019143i,4.6381e-05+0.00072807i,0.001242+0.00025558i,0.0016117+0.00030858i,0.00052738-8.4413e-05i,-0.00011529+0.00021136i,-0.00029553+0.00051031i,-0.00028188-0.00040776i,0.00016134-0.00042503i,5.2216e-05-0.00024499i,-0.00038307-0.00048148i,-0.00042704+0.00049966i,-0.00048319+0.00077837i,-0.00075927-0.00037837i,-0.00078245-0.0010355i,-0.00063894-0.00050553i,3.3011e-05-0.00015393i,0.00061504-0.00041711i,0.0010155+0.00017552i,0.0010172+0.00043639i,0.00046966-5.1033e-06i,-0.00052236-0.00023993i,-0.0010817-0.00019067i
-0.00081178+0.00071422i,-0.00026183+0.00083173i,-0.00068177+0.0012827i,-0.0016197+0.0011201i,-0.0013148+0.00026472i,-0.00035396+0.00050356i,-0.00084187+0.00061418i,-0.0013539-0.00030559i,-0.00090167-0.00036991i,-0.00019193+0.00046814i,0.0003092+0.00095115i,0.00014924+0.00076369i,-0.00016815+0.00036494i,-0.00019415+0.00045347i,-0.00014396-0.00048935i,0.00022039-0.0012879i,0.00032232-0.00076367i,-0.0001547-4.4679e-05i,0.00024217+0.00036965i,0.0010673+4.2047e-05i,0.00019618-0.0004808i,-0.00076898-0.0007096i,-0.0012333-0.0005859i
-0.0012735+0.00015266i,-0.00087881+0.00067568i,-0.0011798+0.0010646i,-0.00093829+0.00085651i,-3.9039e-05-0.00031105i,3.1824e-05-0.0013555i,-0.00021103-0.0010954i,-0.00067949-0.0005225i,-0.001146+0.00025788i,-0.00055636+0.0014415i,0.0003422+0.0010896i,8.7008e-05+0.00062378i,0.00014458+0.00084399i,0.0009567+0.00036246i,0.0010374-2.3654e-05i,0.0012263+0.00029226i,0.0011608-7.977e-05i,0.00038205-0.00086796i,0.00011428-0.001163i,0.00064932-0.00040643i,0.00082063+0.00021269i,-0.00036324+0.00023303i,-0.00029828+0.00038709i
0.0019604-0.00047693i,0.002541-7.7857e-05i,0.0026223-0.001114i,0.00087748-0.0022794i,-0.0010863-0.002758i,-0.0019624-0.0023228i,-0.0016139-0.0013872i,-0.00055141-0.0010489i,0.00027992-0.00069133i,0.00036154-0.00025068i,1.8256e-05+7.666e-05i,-0.00029579-0.00022147i,-0.00029185-0.001008i,-0.00038626-0.001148i,-0.00017679-0.00085902i,0.00025553-0.00059278i,0.00022861-0.00066998i,-0.00030175-0.00054604i,-0.00088228+0.00017872i,-0.00078859+0.0001662i,-0.00020486-0.00016936i,-0.00027548-0.00038674i,-0.00058551-9.501e-05i
0.00056589-0.00044993i,0.0005959-0.00079101i,0.0012609-0.0011641i,0.0016048-0.0019625i,0.00071311-0.0020005i,-0.00060266-0.00058419i,-0.00042072+0.00033569i,1.9922e-06+0.0006707i,-0.00051249+0.0005148i,-0.00010064-0.00019813i,3.2519e-05-0.00020581i,0.00012415-0.00022828i,0.00014286-0.00047282i,-0.00092786-0.00029411i,-0.00093871+0.00016662i,-0.00013875+0.00034116i,0.00026435-4.3441e-05i,0.00063447+1.51e-05i,0.00028002+0.00086531i,-0.00010034+0.00086187i,-0.00077543+0.00034853i,-0.0011765+0.0002157i,-0.00084156+0.00028699i
-0.00042742-0.0009915i,5.1958e-05-0.0004354i,9.6132e-05+7.3074e-06i,-0.00044509-0.00017527i,-0.00091864-0.00049843i,-0.00044942-0.00021072i,-0.00049305-8.7571e-05i,-0.00066986+0.00013958i,-0.00032351+0.00098542i,-0.00036586+0.0021376i,-0.00051643+0.0010461i,-0.0002411+0.000202i,0.00034315-0.0001632i,0.00056723-0.00087152i,-0.00020252-0.00030091i,-0.00034927+0.00042628i,0.00058974+0.00084942i,0.00073379+0.0010605i,0.00014473+0.00025983i,-0.00025242+0.00014552i,0.00016306+4.0908e-06i,0.00024914+8.9787e-05i,1.4976e-05+0.00026492i
0.0013814+0.0012797i,0.0015364+0.0013445i,0.00032361+0.0012935i,-0.00049221+0.00077564i,-0.00014188-0.00027606i,-0.00042694-0.0016926i,-0.00073676-0.0020311i,-0.00046767-0.0010247i,-0.00015424+0.00039911i,9.3786e-05+0.0014102i,-2.8999e-05+0.00089358i,8.3676e-05+0.00035738i,8.0115e-05+0.00042501i,-0.00014067+7.8269e-05i,-0.00018543-0.00072472i,-0.00099355-0.00043184i,-0.00056249+0.00017148i,0.00052945+0.00014579i,0.00028555-5.153e-06i,0.00013994+0.00019025i,0.00060107-0.0003671i,0.00025522-0.00084309i,-0.00047889-0.00042583i
0.0034544-0.00056239i,0.0038674+2.6882e-05i,0.0034124-0.0012211i,0.0016509-0.002116i,-0.00042813-0.00097448i,-0.00080661-0.00022403i,-0.00035242+0.00027944i,0.00017814+0.00070239i,0.0008237+0.00097155i,0.00096205+0.00042036i,0.00050061-9.0715e-05i,9.1264e-05-1.0814e-05i,-0.0002549+5.2487e-05i,-0.0007738-0.00038997i,-0.00054389-0.00051115i,-0.00065303+0.00024688i,-0.0012094+0.00036875i,-0.001192+0.00042375i,-0.00072214+0.0011579i,8.5205e-05+0.00071395i,0.00077929-0.00019601i,0.0013079-0.00030033i,0.0012115-0.0003086i
-0.0010958+0.00066436i,-0.00065075+0.00064898i,-0.00094456+0.00018778i,-0.00065814-0.00062684i,-9.2144e-05-0.00094943i,-0.00025379-0.00031486i,-0.00058565-0.00035529i,-0.00060857-0.0005579i,-0.00020665-0.00051217i,-0.00016607-0.00015248i,-9.2885e-06-0.00023443i,0.00026286-0.0012029i,0.00022727-0.0010651i,0.00044155-0.00041299i,0.00075243-0.00065909i,0.00017485-0.00049217i,-0.00059078+0.00025116i,-0.00073683+0.00042689i,-0.00030506+0.00057653i,0.00046221+0.00041158i,0.0011513+0.00076432i,0.0010988+0.0011409i,0.00023189+0.00021858i
0.00029452+0.00084529i,0.00076411+0.0010888i,0.0020607+0.00080516i,0.0028104+0.00032524i,0.0016157-0.00087355i,0.00064393-0.0015812i,8.376e-05-0.0012279i,-5.8236e-05+0.00014389i,-8.6284e-05+0.00063044i,-0.00060909+0.00021721i,-0.00076142-0.00080297i,0.00058534-0.0011998i,0.00095763-0.00077737i,0.00050434-0.00071999i,-0.00031307-0.00043938i,-0.00011219-0.00010841i,0.00073603+0.00056117i,0.00053379+0.00099409i,6.3533e-05+0.0013034i,-0.00021304+0.0019614i,5.9743e-05+0.0012104i,0.0002092-0.00029076i,-0.00039452-0.00071737i
-0.0017269+7.8927e-05i,-0.0012912+0.00085967i,-0.0015383-0.00041736i,-0.0015829-0.0010644i,-0.001644-0.00092194i,-0.0026865-0.0007811i,-0.0028329-0.00057388i,-0.0011934+0.00015361i,-0.00069564+0.00012492i,-0.00057313-0.00022618i,-0.00046372-0.00022102i,-0.00080984-0.00057377i,-0.00083834-0.00058472i,-0.00045074-0.00060021i,0.00042857-0.00022334i,0.00066315+0.00046074i,0.00046372+0.00061767i,0.00047461+0.00081241i,0.0006469-0.0001937i,0.00049797-0.00029856i,0.00051721+0.00011879i,0.00023642+0.00016727i,-0.00059348+0.00029285i
0.00053009+0.002578i,0.00050518+0.0019654i,0.0003535+0.0012396i,0.00087003+0.00080528i,0.0007819+2.6971e-05i,-0.00018929-0.00051631i,-0.00067131+0.0002145i,-0.00061961+0.00090246i,-2.8726e-05+0.0010955i,2.6451e-05-0.00041975i,-0.00019848-0.0015745i,-5.4476e-05-0.0013227i,-0.00021158-0.00098737i,-0.00030084-0.00029859i,-0.00010591-1.2578e-05i,0.00083397-0.00054308i,0.001239-7.4892e-05i,0.0010242+0.00088776i,0.00061296+0.00085195i,0.00026999+0.00048674i,0.00049514+0.00016294i,0.00044834-3.8952e-05i,-0.00014214+2.2953e-05i
-0.0033192+0.00086843i,-0.0020478+0.0017827i,-0.0017219+0.0017895i,-0.00048897+0.00099257i,0.00049169+0.00062848i,0.00084443+2.2474e-05i,0.00063624-0.00037769i,-0.0008702+1.4523e-05i,-0.0010249+2.7624e-05i,-0.00025777+9.4186e-05i,0.00067039+0.00052669i,0.0008627+0.00018659i,-0.00012877-0.00043354i,-0.00011563-9.4995e-05i,0.00028322+0.00034998i,-0.0001115+0.00022504i,-0.00035092+0.00026662i,0.00020474+0.00066992i,0.00048813+0.00068154i,0.00017564+7.5423e-05i,5.7327e-05-0.00025002i,-0.00063543-0.0001113i,-5.8986e-05-0.00069056i
0.00084224+0.00079502i,0.0026865+0.0012973i,0.0011325-0.00066553i,-0.00048095-0.0026116i,-0.0017065-0.0025585i,-0.0010761-0.00080852i,0.00029245+0.00020438i,-4.6453e-05-4.3903e-05i,-0.00022931-0.00069253i,0.00070376-9.966e-05i,0.00031414+3.9971e-05i,-0.00077713-0.0018212i,-0.00060644-0.0016674i,-0.00026826-0.00067144i,3.3926e-05-0.00078045i,7.092e-05-0.00013929i,0.00024401+5.1526e-05i,0.00039132+0.00038021i,-0.00017418+0.00083464i,-0.0002655+0.00035971i,-9.7781e-06+0.00032614i,0.00029311+0.00045844i,0.00053605+0.00055793i
0.00088741-0.00022718i,0.00099777-0.00097061i,0.0015671-0.0010711i,0.00066017-0.0020487i,-0.0012938-0.0022728i,-0.0019616-0.0017297i,-0.0010191-0.0014726i,-0.0010678-0.0011781i,-0.0014852-0.00059431i,-0.00042756-0.00039463i,0.00014602-0.00074372i,0.00050393+0.00020551i,0.00085282+2.8555e-05i,0.00022242-0.00065448i,-0.00053181+0.00012142i,0.00040136+0.00060787i,0.0012314+0.00071803i,0.00026857+0.0010783i,-0.00024428+0.0012888i,6.7862e-05+0.00042927i,0.000164+0.00026615i,8.7831e-05+0.00059043i,0.00049186+0.00025762i
-0.0012817+0.00086747i,-0.0010996+0.0014362i,-0.00044927+0.0019701i,0.00030206+0.00097843i,0.00030544+0.00026829i,-0.00046742-0.00014495i,-0.00098235-0.00037741i,-0.00077668+0.00042058i,-0.00034239+0.0013223i,0.00022321+0.0017766i,0.00066821+0.0013539i,0.00074603+0.00054854i,0.00056665+0.0001216i,0.00043409-0.00013766i,0.00063437+0.00027017i,0.00020761+0.0007844i,-0.00011728+0.00084775i,0.00016878+0.00068385i,0.00011451-2.5821e-05i,-0.00030825+5.5882e-05i,-0.00052141+0.00046178i,-0.00027779+0.0001145i,5.3605e-05+0.00023896i
0.0001724-0.00051808i,0.00091747-0.00041514i,0.0012864-0.00071221i,0.00093977-0.0010511i,0.0002461-0.00044729i,-0.00016028+0.0001331i,-0.00096134+0.00029226i,-0.0011259+0.00039547i,-0.00026266+7.5964e-06i,0.00043208-0.0007242i,0.0010193-0.00013578i,0.00096151+0.00067655i,0.00017523+0.00039063i,2.5384e-05-0.00034752i,0.00032087-0.00042568i,-0.00010605-0.00013945i,-8.9165e-05+0.00030323i,0.00037116+0.00058452i,0.00035021+0.0009052i,0.0001858+0.00051888i,0.00052321-0.00039943i,0.00055121-1.9475e-05i,0.00028543+0.00032407i
-0.0010454+0.00075306i,-0.00087912+0.0011608i,0.00013098-0.00031874i,0.00016584-0.00065555i,-0.00072912-0.00021013i,-0.0012532-0.00030789i,-0.0010619-0.00061822i,-0.00036791-0.00060715i,0.00025289+0.00027213i,0.00025795+0.00029693i,-0.00025781-0.00047484i,-0.00056948-0.00054794i,-1.5849e-05+0.00015776i,5.3769e-05+0.00053243i,-0.00071085+0.00055016i,-0.00095544+0.00089849i,0.00042092+0.0011378i,0.0014157+0.00083176i,0.00069432-2.3561e-05i,-0.0001725-0.00085382i,-0.00052247-0.0012124i,-0.00017267-0.00073431i,0.00022096-0.00041106i
0.0017507-0.0011322i,0.0020277-0.0028909i,0.0022034-0.0028359i,0.00092109-0.0012494i,-0.00058854-0.00076128i,-0.00064748-0.00098696i,-1.3365e-05-0.00070828i,-0.00045491-0.00039053i,-0.00059552+0.00012868i,0.0001864+0.00030646i,0.0007539+0.0002736i,8.3363e-05+0.00051272i,-0.00093643+0.00058322i,-0.001139+0.0002312i,-0.001161-0.00018756i,-0.0011717-0.00018942i,-0.00070036+0.00016907i,0.00022503+0.00073813i,0.00087022+0.0005047i,0.00092081+2.708e-05i,0.00072565-0.00039024i,0.00025494-0.00071497i,-6.3996e-05+0.00016912i
0.0020065-0.00022374i,0.0021323+0.0014769i,0.0027111+0.0014223i,0.0023668-8.6873e-05i,0.00073079-0.0013166i,-0.00027003-0.001582i,-0.0007171-0.0010755i,-0.00028644-0.00088967i,0.0004409-0.00011027i,2.9847e-05+0.00017098i,-0.00080938-0.00059589i,-0.0007282-0.0011072i,-1.7892e-05-0.00092477i,-9.7094e-06-0.00050699i,-6.4304e-05-7.4856e-06i,7.4613e-05+0.00043458i,7.5119e-05+0.00091761i,0.00061862+0.00053171i,0.0011734+0.00021304i,0.001021-0.00025404i,0.00067135-0.00076069i,0.00066506+0.00014665i,0.00097738+0.00049805i
-3.3561e-05-0.0012804i,9.8987e-05-0.0021929i,0.000565-0.002363i,1.2541e-05-0.0022755i,-0.00068616-0.0010461i,-0.00087437-0.00034934i,-0.00025931-0.00056053i,0.0001842-0.00052595i,0.00026198-0.0007394i,0.00023326-0.0001549i,-3.9279e-05+0.00022461i,-0.00060332+1.8895e-05i,-6.1231e-05+8.449e-05i,0.00040885+3.16e-05i,0.00032875-0.00033442i,0.00025737-5.8884e-05i,-3.7059e-05+0.0004642i,-0.00031729+0.00034073i,-3.9353e-06+4.6789e-05i,9.5882e-05-0.00056983i,0.00028244-0.00059516i,-5.1033e-05-0.00036586i,-0.0005008-0.00058751i
-9.6505e-06-0.0010135i,0.0010602-0.0010063i,0.00041427-0.00069359i,-0.00052796-0.0010942i,-0.00056299-0.00050211i,-0.00062756+6.7958e-06i,-0.0012809+0.00027779i,-0.0013041+0.00040415i,-0.00039512-9.0496e-06i,-5.6787e-05+0.00070799i,0.00047907+0.0011074i,0.00038253+0.00037229i,0.00014687+1.7973e-05i,0.00020114+4.333e-05i,-0.00045552-0.00017492i,-0.00029053-0.00030419i,0.00026233+0.00031307i,-2.3723e-05+0.00047828i,-0.00041609+0.00033376i,-0.00068693-0.00014625i,-0.00084861-0.00053839i,-0.00043995-0.00075601i,-0.00012517-0.0009486i
-0.0019062+0.0012719i,-0.0013801+0.0016545i,-0.0010799+0.0016193i,-0.00018009+0.0010844i,-9.6094e-05+0.00033761i,-0.0012816-0.00012054i,-0.0014027+0.0010221i,-0.00018183+0.00086584i,0.00042309-0.00012957i,0.00060619+0.00017409i,0.00087653-0.00022176i,0.00052804-0.00056764i,-0.00039544-0.00024297i,-0.00055069-0.00033123i,-0.00012142-0.00012089i,8.5754e-05-0.00019846i,0.00041413-6.445e-06i,0.00043718+0.00054653i,-0.00021766+0.00050272i,-0.00058544+8.862e-05i,-0.00025966-3.9683e-05i,-0.00011637+0.00095103i,0.00028105+0.0013508i
3.9199e-05-0.00052055i,0.00037492-0.00030506i,0.00048438-0.00013069i,1.7817e-05-0.00027299i,-0.00026652+6.8475e-05i,8.3374e-05+0.00047288i,0.00023112+0.00081444i,0.00023607+0.00033997i,-0.00010722-0.00070649i,0.00012878-0.00024061i,0.00042011+0.00013797i,0.00012343-4.5128e-05i,0.00015668-0.00067225i,-4.0902e-06-0.0013399i,-4.6368e-05-0.0012922i,-0.0001596-0.00022749i,-0.00042198+0.00057713i,-0.00060309+0.0010387i,-0.00018476+0.00046522i,5.4377e-05-0.00066225i,-0.0005564-0.00049139i,-0.00029472+0.000451i,0.00031976+0.00085134i
0.00098513-0.0018206i,0.00061825-0.0020585i,-0.00051477-0.0028639i,-0.00085581-0.0032652i,-0.0018687-0.0023297i,-0.0017956-0.0012633i,-0.00061563-0.00078692i,-0.00064742-0.00026492i,-0.00078257-0.00042997i,-0.0008779+0.00010817i,-0.00048762+0.00095704i,0.00062242+5.137e-05i,0.00087221-0.00049943i,0.00050974-0.00029341i,4.8261e-05+6.6579e-05i,-0.00028956+0.0007108i,0.00014684+0.00069021i,0.0007834+0.00097043i,0.00093622+0.00095404i,0.00016032+0.00015194i,-0.00064132+2.1904e-05i,-0.00088533-5.4265e-05i,-0.00091966+0.00044748i
0.0017226+0.00058049i,0.0028433+0.0010305i,0.0024559+0.00090773i,0.0016241-0.00023793i,0.00040461-0.0015776i,-0.00065539-0.0014124i,-0.00057801-0.00026891i,-0.00015627-0.00029972i,0.00012621-0.0006176i,9.762e-05-0.00034193i,0.00011386-8.1549e-05i,-0.00025024-0.00022893i,-0.00018126-0.00044936i,-3.7597e-05-0.00062673i,-8.9054e-05-0.00013942i,-0.00032134+0.00058953i,4.5896e-05+0.00033768i,0.000968+9.3814e-05i,0.0011357+0.00026081i,0.00048485+0.00071484i,0.00071886+0.00042753i,0.001716-3.6454e-05i,0.0013876-0.00041541i
-0.0012736+0.0010323i,-0.0015082+0.0016217i,-0.00065884+0.0015401i,-0.00053299+0.0002242i,-0.00064001-0.00056361i,-0.0010796+0.00062146i,-0.0016303+0.00081028i,-0.00010817+0.00034234i,0.00078864+0.00089307i,0.00059119+0.0013721i,0.00020928+0.001037i,0.00013346+1.7206e-05i,-0.00013432-0.0010735i,-0.0002988-0.0015509i,0.00014539-0.0008121i,-0.00015588-0.00047682i,-0.00094901+0.000207i,-0.0011192+0.00098504i,-0.00061414+0.00071754i,0.00017148+0.00024579i,0.00060767+0.00074959i,0.00062056+0.0012633i,0.00056388+0.00056906i
0.0019274+0.0013882i,0.001735+0.0012198i,0.0021357+0.00037494i,0.0017139-0.0011222i,0.00078686-0.0020377i,6.4079e-05-0.0016433i,-7.1964e-05-0.00058298i,-3.0684e-06+4.2194e-05i,-0.00042574+0.00013043i,-0.00039598-0.00086909i,0.00020954-0.0011634i,0.00076662+0.00013878i,0.00015397+0.00010055i,-0.00052739-0.00083478i,-2.3252e-05-0.0010139i,-0.00016854-0.00034823i,-0.0005569+0.00084315i,5.2936e-05+0.00091983i,4.3139e-05+0.00068307i,0.0001998+0.00070507i,0.00086692+0.00061344i,0.00037243+3.5498e-05i,0.00030229-0.00063467i
0.00101+0.00082165i,0.0022309+0.00058734i,0.003239-0.00017879i,0.0030437-0.0010311i,0.0013221-0.0017274i,-0.00089435-0.002001i,-0.00059051-0.0019931i,0.00072254-0.0011169i,0.00068995-0.00011867i,0.00044568+0.00030903i,0.00071431+0.00040111i,0.00088284+0.00044679i,0.00098032+0.00087793i,0.00060731+0.00061647i,0.00029814-2.9754e-05i,2.7413e-05+8.7556e-05i,-3.3652e-05+0.00010548i,-0.00014408+0.00043694i,-0.00032397+0.0007848i,-0.00042868+0.00076547i,-0.00037357+0.00075592i,-0.00064416+0.00082193i,-0.00063545+0.00044203i
0.0012498-0.0012794i,0.00026747-0.001427i,0.00055618-0.0019459i,0.00059299-0.001949i,-0.00036385-0.0017494i,-0.0011298-0.0012491i,-0.00098303-0.00036947i,-0.0005501+0.00037333i,-0.0005618+3.1699e-05i,-0.00093344-0.00016978i,-0.0011622+0.00059874i,-0.0013594+0.00023927i,-0.0012463-0.00014501i,-0.0005531+0.00045162i,-0.00047682+0.00073868i,-0.00046733+0.001117i,-0.0003558+0.0013885i,-0.00065362+0.0010086i,-0.00062208+0.00022518i,-8.1835e-05-0.00023534i,-0.00068587+0.00011786i,-0.0010055-4.0634e-05i,-0.00027566-0.00031496i
0.0016214-0.0022313i,0.0019059-0.0021599i,0.0013324-0.0014771i,-0.00033972-0.00065597i,-0.0021991-0.00027766i,-0.0020015-0.00018431i,-0.00050275+0.00064332i,-0.00018299+0.00080217i,-4.7996e-05-5.3937e-05i,3.1175e-05-0.00042205i,-7.1909e-05+6.7999e-05i,4.6921e-05+0.00049919i,-8.6001e-05+0.00029946i,-0.0008332-0.00018122i,-0.00080562-0.00039548i,0.000453-0.00068145i,0.00041737+0.00014266i,-0.00058445+0.00078039i,-0.00107+0.00015024i,-0.0012756-0.00013638i,-0.00091038-0.00063836i,-0.00030936-0.0013997i,-0.00056567-0.00070687i
0.00024043+0.00087185i,0.00090506+0.00098879i,0.0011864+0.00054766i,0.00084908-0.0010512i,0.00016849-0.0018375i,-0.00054559-0.0016278i,-0.00067425-0.0012866i,-0.000861-0.00086061i,-0.00031023+0.00017128i,0.00057506+0.0013871i,0.00024632+0.0014829i,-0.00055753+0.00054335i,-0.0007286-0.00024829i,-0.00039276+0.00014698i,-0.00043254+0.00020916i,-0.00039569+6.5158e-05i,-0.00013728-0.00057511i,-0.00033548-0.00045945i,-0.00066792+0.00035816i,-0.00079142+0.00028756i,-7.8801e-06+0.00052802i,2.2841e-05+0.0010712i,-0.00072992+0.0010488i
0.0027752+0.00037788i,0.0033025+0.0012531i,0.0044959+0.00099159i,0.0034233-0.00072341i,0.00068028-0.0011664i,-0.00091226-0.00092316i,-0.0010548-0.0003437i,-0.00048859-0.00016529i,9.3201e-05-0.00055864i,-0.00016044-0.00082741i,-0.00081672-0.0014587i,-0.00070481-0.0012078i,-0.00052257-0.00062013i,0.00011172-0.00062152i,0.00033346-8.348e-05i,9.5461e-05+0.00037683i,-0.0005643+0.00046038i,-0.00021719+0.0001537i,0.00089477-0.00029833i,0.0011703+6.3237e-05i,0.00063606+0.00027976i,0.00027668-0.00052602i,0.00070603-0.00034107i
-0.00032957+0.00084648i,3.5648e-07+0.00097695i,1.4061e-05+0.0016482i,-0.00016952+0.00018716i,-0.00086128-0.0012298i,-0.0009832-0.00084929i,-0.00046185+0.00019001i,-0.00072606+0.00066157i,-0.00060532+0.00054435i,0.00031475+0.00019531i,1.9124e-05-0.00020776i,-0.00045541-0.0008054i,-0.00019594-0.0014429i,0.00024989-0.0012868i,0.00060107-0.00081596i,0.00018919-0.00015806i,-0.0001759+0.00011923i,0.00023878+0.00027437i,0.00018933+0.0006968i,-0.00011606+0.00060966i,0.00038182+0.00051959i,-0.00015231+0.00014785i,-0.00065141-0.00051172i
