0.0002055+0.001719i,-0.0002358+0.00091742i,-0.00056255-0.00046831i,-0.00080669-0.0015534i,-0.0020972-0.00098123i,-0.0031101+0.00053289i,-0.0028707+0.00081681i,-0.00083698+0.00087149i,0.00086503+0.0011648i,0.0012165+0.00051351i,0.00049835-0.00015458i,-0.00052932-0.0004996i,-0.00042907-0.00061352i,-4.0504e-05-0.0010863i,3.4054e-05-0.0014193i,-0.00017576-0.00077351i,-0.00038011+0.00012089i,-0.00026364-0.00016837i,0.00031609-0.00054312i,0.00019078-4.9466e-05i,5.7059e-05+0.00035653i,-2.0837e-05-0.00013746i,-0.0005715-0.0002351i
-0.00014588-0.0020724i,0.00094548-0.0022926i,0.00070354-0.002073i,0.00014986-0.0013974i,-0.00071398-0.0010037i,-0.00089387-0.00055951i,-0.00059818-6.4321e-05i,-0.00046124-0.00012657i,-0.00067048-2.4926e-07i,-0.00068461+0.0006304i,-0.00016923+0.00026976i,-0.0003503-0.00061137i,-0.00077759-0.00013471i,-0.00018761+0.00071183i,-0.00018172+0.0005572i,-0.00032809+0.00030437i,3.0203e-05+0.00055276i,-0.00013916+0.00031928i,-0.00083592-0.00020442i,-0.00076854-3.8744e-05i,-8.5497e-05+0.00059045i,-0.00048195+0.00097077i,-0.00058843-6.0853e-05i
3.4359e-05-0.0016039i,-0.00019968-0.0015397i,-0.00065539-0.0029528i,-0.000805-0.0028211i,-0.0011477-0.0013368i,-0.0014965+2.2038e-05i,-0.00083271-0.00047038i,8.6471e-05-0.00079582i,6.6446e-05+0.000103i,4.7642e-05+1.0323e-05i,0.00042346-0.0010729i,0.0011996-0.00080198i,0.0010609+0.00020148i,0.0011675+0.00087918i,0.0015421+0.00041621i,0.0010086+0.00031773i,1.4684e-07+0.0010643i,-0.00070525+0.00064646i,-0.00022105+4.4597e-05i,0.00022895+0.00060151i,0.0002221+0.00037086i,0.00020916-8.685e-05i,0.0002946+0.00012744i
-0.0023265-0.0018239i,-0.0013263-0.0018369i,-0.0019123-0.0017343i,-0.0016633-0.00080126i,-0.0010536+0.00017405i,-0.00099781+0.00037162i,-0.001059+7.8731e-05i,-0.00087036-0.00054327i,-0.00026065-0.00033622i,0.00034485+0.00024948i,0.00046181+0.0004158i,-6.6885e-05+0.00034782i,-0.00056632-2.367e-05i,-0.0011949+4.0781e-05i,-0.0010071-0.00019149i,-0.0011892+0.00046196i,-0.00079029+0.00095327i,0.00054473+0.00050445i,0.00081466+0.0011017i,3.9989e-05+0.0017166i,-0.00037504+0.0004433i,-0.00063605-0.00043436i,-0.0005428-8.3036e-05i
-0.00067861-0.00027985i,-0.00016365-0.00074641i,-0.0011125-0.001204i,-0.0012386-0.0016241i,-0.0014838-0.0012545i,-0.00203-0.00013955i,-0.0017532+0.00033383i,-0.00092743-9.2623e-05i,-0.00085453-0.00051523i,-0.00053048+0.00033728i,0.00037223+0.00048055i,0.00087435-4.6536e-05i,0.00038757-2.7844e-05i,9.9728e-05+0.00034642i,0.00044231+0.00020268i,0.00024162+0.00018376i,-0.00036399-0.00012384i,-0.0001949-0.00059665i,-0.00026424+0.00017597i,-0.00055294+0.00092348i,1.1215e-05+0.0002946i,-0.00036685-2.1832e-06i,-0.00033558+0.0008463i
7.7771e-05-0.00049389i,0.00053042-9.2168e-05i,0.00038121+0.00076154i,0.00066551-0.00011751i,0.0003951-0.0011366i,-0.00033629-0.00065934i,-0.00040803-0.00051383i,-0.00076355-0.00068365i,-0.0010015-0.0006344i,-0.00066947-0.0001185i,-0.0012467+0.00045668i,-0.0010918+0.00074002i,6.343e-05+0.00047868i,0.00057002-0.00049688i,-0.00035881-0.00043173i,-0.00065804+0.00048275i,9.0964e-05+0.00059467i,0.00044649+0.00063054i,-7.8848e-05+0.00096463i,-0.00058463+0.0003275i,-0.0004545+0.00019357i,-0.0002564+0.00042946i,-0.00032045+0.00068106i
0.00067199+0.00011032i,0.0009082-0.00011312i,0.001072-0.0011013i,0.0010885-0.0022166i,0.00049978-0.001351i,-0.00062095-0.00039273i,-0.00073829+0.00029459i,0.00041852+0.0009655i,0.00075801+0.00097086i,0.00017266+0.00038876i,2.2461e-06-0.00042274i,0.00037115-0.00068028i,0.0010036-0.00033596i,0.00093512-0.00055075i,0.00071979-0.00025399i,0.00084498+0.00048087i,0.00051752+0.00072245i,3.5435e-05+0.00071743i,0.00037605+0.00043685i,0.00080164-0.00016053i,0.00028109-0.00083015i,-0.00020423-0.00083145i,0.00029347+6.7108e-05i
6.3923e-06+0.00069005i,0.00075066+0.00083782i,0.0010905+0.00093292i,0.0011502+0.00026224i,0.00021157+0.00046474i,-0.00016584-6.7399e-05i,-0.00012867-0.00047925i,-0.00020292-0.00044928i,0.00015272-0.000404i,0.00063356-0.00022842i,0.00070073-0.00032662i,0.00053347-6.5139e-05i,0.00029492-0.00022954i,8.124e-05+2.8485e-05i,3.0865e-05+0.0010303i,-0.00035544+0.00084766i,-0.00062924-0.00013779i,-0.00017073-0.00083711i,0.00035801-0.00015046i,0.00016752+0.0005333i,0.00048118+0.00091325i,0.00070918+0.00093224i,0.00082451+8.2384e-05i
-0.0014085+0.0002377i,-0.00094733-0.0001093i,-0.00072477-0.001304i,-0.00082139-0.0019739i,-0.0012625-0.0014478i,-0.0010875-0.00086656i,-0.00047579-0.00042137i,-0.00017992+0.00032523i,-0.00033711+0.0010802i,-0.00013443+0.00060435i,0.00025366+0.00014654i,0.00054951+3.6642e-05i,0.00049873-0.00054379i,-0.00080075-0.00029862i,-0.00131+0.00066122i,-0.00022125+0.00096619i,0.0006525+0.00043781i,-6.9208e-05+0.00028791i,-0.00031675+0.00027833i,-6.8401e-05-0.00011611i,5.3388e-06-0.00021602i,0.00019905+8.2549e-05i,-0.00016987+0.00040021i
-0.0014415-0.00039297i,-0.00076327-0.00058592i,-0.00059169+0.00029959i,-6.939e-05+4.4511e-06i,-6.257e-06-6.0802e-05i,-0.00020957+7.3856e-05i,-9.6833e-06-0.00024503i,0.00011299+0.00039506i,-1.5091e-06+0.0015238i,-0.00015502+0.0015096i,-0.00012807+0.0011786i,-0.00013944+0.00090199i,-0.00018226+0.00053199i,-0.00011696+0.00033912i,0.00060308+0.00034472i,0.00066997+0.00013864i,0.00012734+0.00045177i,-0.00012975+0.00046848i,-3.5833e-05+2.2109e-05i,0.00047535+4.9377e-05i,0.00026303+0.00038684i,-0.0001019+0.0011933i,0.00048481+0.0012908i
-0.0014606+0.0020433i,-0.0024862+0.0027363i,-0.0020996+0.0029784i,-0.0009128+0.0015856i,-0.00034076+0.0010001i,-0.0003297+6.9505e-05i,-0.00049954-0.00050502i,8.3293e-05+0.00032805i,-4.8889e-05+0.001573i,-0.00061036+0.0015353i,-0.00081615+0.00063095i,-0.00041965-0.00011615i,0.00014565-0.00067058i,-0.0005238-0.00060315i,-0.00065148-0.00020796i,-0.00083432+8.8445e-05i,-0.0011725-7.9106e-05i,-0.00050496-7.0614e-06i,8.129e-05-6.6722e-06i,-0.00060193-0.00031948i,-0.0014887-0.00023679i,-0.001034-3.0954e-05i,-0.00060104+0.00070552i
-0.0007702+4.269e-05i,-0.001271-0.00029666i,-0.00043861+0.00023251i,0.00038956+0.00037632i,0.00063952+0.00080199i,-0.00039198+0.00047133i,-0.0010716+1.8404e-05i,-0.0012892+0.00045002i,-0.00046878+0.00047247i,0.00053176-0.00013039i,0.00069735-0.00067945i,0.0006207-0.00037865i,0.00046385+2.4473e-05i,-8.0228e-05-6.0458e-05i,0.00013111-0.00047759i,0.00058226-0.00075065i,0.00031048+1.4179e-05i,0.00049308+0.00038025i,0.00097973+0.00031121i,0.00057885-0.00017067i,-8.046e-05-0.00048658i,-3.4374e-05-0.00042933i,-0.0001211-0.00015536i
0.0015705-0.00058031i,0.0020678-0.00099936i,0.00084668-0.00081123i,0.00011394-0.0012328i,0.00051542-0.0016397i,0.00010166-0.00060563i,-0.00046585+0.00034442i,-0.00090717+0.00091569i,-0.00034941+0.00097788i,0.00053469+0.00058846i,0.00051784+0.00065192i,7.435e-05+0.00014223i,-0.00099143-0.00010806i,-0.0011216+0.00038376i,-0.00040776+0.00073924i,-2.8527e-05+0.00070838i,6.9188e-05+0.00077254i,0.00021763+0.0011815i,0.00085491+0.0011599i,0.0011466+0.00048736i,0.00078317-0.00052332i,0.00058443-0.00076401i,0.00070088-0.00027605i
0.0012823-0.00033202i,0.0021285-0.00065924i,0.0013369-0.00057756i,0.00034405-0.0021743i,-0.00066824-0.0023815i,-0.00082068-0.00054589i,-0.00077362+0.00081349i,-0.00091116+0.00081922i,-0.00063676+0.00018401i,-0.00040047-0.00017107i,-0.00045519-0.00073486i,-7.2673e-05-0.00066006i,0.00073867-0.0002537i,0.0006263-0.00013763i,0.0004918-0.0005729i,0.00021927-0.00045481i,-0.00025156+0.00013965i,0.00022942+0.00072443i,5.8463e-05+0.0011938i,-0.0007045+0.0010529i,0.00021432+0.00047856i,0.00080684+0.00037392i,0.00031174+0.00064631i
0.00023413-0.0022743i,0.0011765-0.0022797i,0.0011402-0.0026209i,-0.00018456-0.0015835i,-0.0015752-0.00012102i,-0.0019142+0.00057105i,-0.0013864-8.7519e-05i,-0.00094654-0.00067513i,-0.00041607-2.7093e-06i,-9.0088e-05-0.00024537i,-0.00041776-0.00052619i,-9.8446e-05+0.00012534i,0.0002207+0.00034744i,0.00014967+0.00013831i,-5.5017e-05+0.00034406i,0.00054688+0.001057i,0.00065783+0.00085936i,-0.00017134+0.00025574i,0.00013647+0.00050014i,8.879e-05+0.00055994i,-0.00025147+0.00047175i,-5.1117e-05+0.00049217i,0.0001722+0.00010964i
0.0012849-0.0014757i,0.0019451-0.0027409i,0.0018598-0.0037674i,0.0002789-0.0026102i,-0.0015531-0.00013033i,-0.0022768+0.0015295i,-0.0020061+0.0011155i,-0.0016677-7.3298e-06i,-0.00070508-0.00031505i,0.00032458-8.5302e-05i,0.00027742+0.0004007i,6.3561e-05+0.0010062i,-0.00011223+0.0010927i,-1.6614e-05+0.00069777i,0.00028412+3.2258e-05i,0.00031028+7.9879e-05i,0.0010808+7.64e-05i,0.001077-0.00020632i,0.00043389+1.7959e-05i,0.00052811-7.6871e-05i,0.00086306-2.8451e-05i,-0.00010257-0.00018079i,-0.00035051-0.00056612i
-0.00072121+0.00093357i,-0.00039562+0.0010352i,0.00046793+0.0020243i,0.00056894+0.0016599i,2.1378e-05+0.00042653i,0.00018067-4.1524e-05i,-0.00014823+0.00027946i,-0.00051811+0.00090957i,0.00014295+0.0014015i,0.00070199+0.00099618i,0.00010442+5.6349e-05i,-0.00015213-0.00048045i,6.5847e-06-4.6022e-05i,-0.00026719+3.6731e-05i,0.00013998+0.00024259i,0.00048014+0.00094666i,2.6874e-05+0.00076046i,-0.00021554+0.00068357i,-0.00036366+0.00068214i,-0.00061609+0.00083185i,-0.00069055+0.00089276i,-6.4983e-05+0.00083335i,0.00046078+0.00059448i
-0.00030765-0.00012968i,-0.00038212-0.00050606i,-1.6268e-05-0.00066095i,-2.6974e-05-0.00044022i,-0.00072501+0.00019547i,-0.0008729+0.00010655i,5.5406e-06-0.00045395i,0.00058581-0.00031715i,0.00081494-0.00030894i,0.00015762-0.00059005i,-0.00021426-0.00034862i,-0.00086121-0.00024532i,-0.0012473-0.0004943i,-0.0006738-0.00062132i,-0.00058901-0.00082426i,0.0002688-0.00021715i,0.00045011+0.0010255i,9.7125e-05+0.00092136i,0.00035894+0.0001625i,0.00040794+0.00039439i,0.00067482+0.00043102i,0.00025535+4.5141e-05i,-0.00040298-0.00043086i
-0.0015277-0.0002079i,-0.0018137-0.0010029i,-0.00065063-0.0011801i,0.0001062-0.00093391i,-0.00067095-0.0010875i,-0.0013713-0.00073902i,-0.00083387-0.00012113i,-0.00013544+0.00016174i,7.014e-06+0.00043167i,0.00088474+0.00038028i,0.0014949-2.6026e-05i,0.00080888-0.00047795i,-2.4275e-05-0.00035888i,-7.2748e-05+4.6635e-06i,0.00031989+0.00027794i,9.372e-05+0.0010487i,-0.0004773+0.0013422i,-0.00057878+0.00015154i,-7.1572e-05-3.7818e-05i,-0.00042862+0.00047786i,-0.00078652-3.7445e-06i,6.062e-05-0.00095197i,-0.00010075-0.0012754i
-0.00017151+0.00038259i,0.00040648+0.00071715i,0.00011175+0.0010865i,-0.00037146+0.001005i,-0.00093746+0.00037229i,-0.00080592+0.00016572i,-0.00022519+4.3169e-05i,0.0004169+0.00014158i,-0.00016949+0.00041655i,-0.0008712+0.00045353i,-0.0011606-5.6572e-05i,-0.001482-0.00076978i,-0.0002817-9.9584e-06i,0.00087259+0.00024181i,0.00046489-0.00010868i,3.1956e-05+0.00013128i,7.1769e-05+0.00050661i,0.00056521+0.00052238i,0.00046698-0.00054418i,0.00050322-0.00074714i,0.0005029+0.00015799i,-0.0003347+0.00014351i,-0.00095666-0.00060401i
-0.00038706-0.0023038i,-0.00070503-0.0029956i,-0.0016934-0.0032352i,-0.001895-0.0021281i,-0.0013576-0.00082835i,-0.0011605-0.00025025i,-0.0015275-0.00064613i,-0.0011433-0.00066654i,-0.00031327+0.00026266i,-0.0002222+0.00071785i,3.0602e-05+0.000607i,-0.00057356+0.00072562i,-0.0014354+0.00067904i,-0.0010006-0.00021109i,-0.00078431-2.9517e-05i,-0.0007981+0.0010033i,-0.00057293+0.00084816i,-0.0001772+0.00044921i,0.00036198-7.4703e-05i,-4.9832e-05+2.3884e-05i,-0.0010027+0.00011688i,-0.00091271-0.00046982i,0.00011383-0.0011743i
0.00038726-0.0014373i,0.001498-0.0014112i,0.0020543-0.0019252i,0.0012704-0.0028918i,-0.00022189-0.0023932i,-0.00066364-0.0008253i,-0.00032393-4.8075e-05i,-0.0011617-0.00063601i,-0.0012909-0.00036662i,-0.00074031+0.00043768i,4.1311e-05+0.00039764i,8.1318e-05+0.00010598i,-0.00025943-0.00047316i,0.00019323-0.00027212i,-5.0036e-05+0.00037211i,-0.00047388+0.00018675i,-0.00016548+0.00023017i,0.00040952+0.00059565i,0.00055738+0.00029488i,0.00044869+2.3516e-05i,-0.0001974+0.00019741i,-0.00031555+0.00027295i,0.0002936+0.00019739i
0.00054002-0.0017977i,0.00043407-0.0019077i,0.00085514-0.0020649i,-0.00035774-0.0017228i,-0.001936-0.001106i,-0.0015538-0.00068617i,-0.00037553-0.00069346i,-0.00034645-0.0010996i,-0.00044413-0.0010517i,-8.3728e-05-0.00047988i,0.00018083+0.00013004i,0.00012965+0.0010419i,-0.00021493+0.0011623i,-0.00065992+0.00035833i,-0.0012789-0.00049492i,-0.0010141-0.00043322i,-0.00015112+0.00032318i,0.00050759+0.0011367i,0.00098107+0.0014203i,0.00043839+0.0011362i,-0.0004944+7.9747e-05i,-0.00033158-0.00019367i,-0.00010236-0.00019476i
0.00010455+0.0018669i,0.00023099+0.0025965i,0.001216+0.0028604i,0.0013231+0.0021245i,-5.7248e-06+0.001041i,-0.00055362+0.00013252i,0.0003177-4.4619e-05i,-0.00028961+8.5631e-05i,-0.0010356+0.00040311i,-0.0005278+0.00066583i,0.00044873+0.00066811i,0.00058064+0.00063416i,-0.00015872+0.00078036i,1.9006e-05+0.0001905i,0.00048511-0.00090711i,1.3579e-05-0.00071782i,-0.00041335-6.3528e-05i,-0.00023805+0.00012701i,0.00014926+4.95e-05i,0.0006295-0.00029255i,0.00066345-0.00017469i,0.00046686-1.3755e-05i,0.00020426-0.000159i
0.0027406+0.0016384i,0.0032785+0.0018624i,0.0033599+0.0011927i,0.0021086+0.0001483i,-6.2542e-05-0.00098034i,-0.00098734-0.0013181i,-0.00069863-0.0011955i,-0.00014639-0.00097434i,0.00024961-0.00040317i,-0.00010336-0.00028811i,-0.00060376-0.00016419i,-0.00058324+0.00030161i,-0.0005645+0.00046802i,-0.00068382-1.9771e-06i,-0.00016809-4.8029e-05i,0.00019654+0.00021408i,-2.7515e-05-5.002e-05i,3.8596e-06-0.00024888i,0.00011828-0.00030215i,0.0002416-0.00032211i,0.00025262+8.508e-05i,0.00030206+9.5438e-05i,0.00015358-0.00074912i
-0.0004458+0.00026543i,-0.00056902-0.00032699i,-0.00036755-0.00013693i,-0.0010722-0.0004066i,-0.00167-0.00094363i,-0.00107-0.00062529i,-0.00078531-0.0004292i,-0.00060662-0.00039808i,-0.00035135+0.00056518i,-4.4553e-05+0.00099488i,0.00018524+0.00081084i,-9.7397e-06+0.00029397i,0.00037258-0.00032959i,0.00053701-0.00027558i,0.00011033-0.00011543i,0.00034495+0.00047405i,-0.0003016+0.0011324i,-0.00023553+0.0010614i,0.00052603+0.00079303i,0.00036967-0.00013844i,-0.0002004-0.00039052i,-0.00026275+0.00055041i,-5.0732e-05+0.00051789i
-0.0012925+0.00096819i,-0.0020233+0.0019525i,-0.00055677+0.0019628i,0.00074301+0.00049686i,0.00033692-0.00056827i,-0.00031908-0.0010341i,-0.00038027-0.00045969i,0.00011461-4.2886e-05i,0.00014558+0.00064388i,-0.00022087+0.0011268i,7.7316e-05+0.00056318i,-0.00010461+0.00027622i,-4.9343e-05-0.00014012i,0.00058337-0.0010029i,5.6574e-05-0.00092435i,-0.00032158-0.00051342i,0.00022467+0.00031914i,0.00020112+0.0004716i,0.00018101-0.00025863i,0.00051912-0.00031164i,0.00051397-0.00028349i,0.00016194-0.00036105i,0.00037237-0.00029626i
0.00013905-0.0031807i,0.00075651-0.0036257i,-9.3954e-05-0.0034639i,-0.0010763-0.0023035i,-0.00090761-0.0014359i,-0.00050634-0.00094788i,-0.00070129-0.00030684i,-0.0015038-0.00021078i,-0.0018521-0.00016768i,-0.0012057+0.00039686i,-0.00013657+0.001349i,0.00026771+0.0013625i,0.000308+0.00057514i,0.00051354-0.00036057i,0.00096813-0.00041253i,0.00072449+0.00033466i,0.00010068+7.2219e-07i,0.00021982+2.5283e-05i,0.00060884+0.00084755i,0.00068324+0.00092078i,0.00057811+0.00017183i,0.00025516-0.0001286i,-7.6215e-05+0.00013218i
6.5483e-05-0.0007672i,-8.5136e-05-0.00075424i,-0.00055119-0.00087407i,-0.00075007-0.00086755i,-0.00035803-0.00052329i,0.00010678+0.00025399i,0.00022918-0.00015443i,-5.27e-05-0.00057626i,-0.00017412-0.00054688i,0.0001183-0.00091177i,0.00013817-0.00035906i,-0.00019448+0.00014555i,0.0002209+0.00042707i,0.00035355+0.00065635i,-0.00020198-0.00010427i,-0.00044536-0.00075548i,6.9766e-05-0.00051143i,0.0003926+0.00010662i,0.00058721+0.00031951i,0.00058382-0.00017557i,0.000451+0.00016365i,-0.00013947+0.00069557i,-0.00025938+0.00048136i
0.0008404-0.0033834i,0.00063949-0.0042002i,0.00064211-0.0040349i,0.00078103-0.0037388i,-9.5894e-05-0.0030323i,-0.00077088-0.0012524i,-0.00093788-0.00033305i,-0.00033983-0.00066732i,4.5968e-05-0.00047369i,-0.00033958+0.00013165i,-0.00061554+0.00023487i,-0.00112-0.00014793i,-0.0016083-0.00032508i,-0.0014898+0.00020306i,-0.00075075+0.00048122i,-0.00044822+0.0001818i,-0.00032057+0.00060758i,4.5187e-05+0.00046403i,0.00048764-0.00038413i,0.00036617-9.4163e-05i,-7.0402e-05+0.00014482i,2.7472e-05-5.5249e-05i,-0.00025254+5.3257e-06i
0.0013358+0.0019138i,0.0018125+0.0021489i,0.0018016+0.0019358i,0.00073996+0.00055857i,-0.00025925-0.00011328i,-0.00017353+3.0788e-05i,0.00075113-0.00023142i,0.001189-7.5011e-05i,0.00089454+0.00089257i,0.00082355+0.00083355i,0.0010334+0.00047027i,0.00052026+0.0005137i,0.00011077+0.00028352i,0.0003645-0.00011394i,0.00031486-2.5712e-05i,0.00052723+0.00012464i,0.0010772-9.5308e-05i,0.00055687-0.00075993i,-0.00021484-0.000531i,-3.8825e-06-0.00042268i,0.00024997-0.00084714i,-1.8148e-05-3.8656e-05i,-0.0004569+0.00042657i
-0.00045839-0.00085642i,-0.0002134-0.0015188i,0.0003389-0.00059944i,-0.00048554-0.0002444i,-0.00097037-0.00065291i,-0.00071748-0.0007443i,-0.00099285-0.00034954i,-0.00058579-0.00019867i,-0.00027237-0.00054765i,-0.00019347-0.00025342i,-0.0002755+0.00013453i,-0.0002439-0.00037801i,9.4052e-05-0.00011421i,0.0004041+0.00030346i,0.00046379-0.00065321i,0.00039255-0.00066248i,-0.00010761-0.00019038i,0.00026021+3.4574e-05i,0.00090346+0.00010738i,4.2336e-05+0.00033881i,-0.0010752+0.00017199i,-0.0012674-0.00057649i,-0.0010505-0.00049441i
0.003384+0.0018369i,0.0041739+0.001277i,0.0050365+0.00083578i,0.0037446-0.00069774i,0.00088606-0.0017643i,-0.0014769-0.0016192i,-0.0013809-0.00023469i,-0.00019475+0.00010451i,-3.7871e-05+2.5664e-05i,-0.00033894+0.00058549i,5.8039e-05+0.00034492i,0.00081449-0.00040027i,0.00079602-0.0011626i,0.00053104-0.00068746i,0.00087622+2.0581e-05i,0.00074971+0.00014088i,0.00037625+0.00048403i,0.0011103+0.00075402i,0.0013222+0.00080709i,-6.6596e-05+0.00024336i,-0.00073931-0.00068871i,0.0001823-0.0010611i,0.0005348-0.00029786i
-0.00097542+0.0025819i,-0.00090643+0.0030775i,-0.00084154+0.0026057i,2.1426e-05+0.0013636i,0.0001759+0.00019073i,-0.00071497-0.00050713i,-0.00088351-0.00080405i,-3.2398e-05-0.00055205i,0.00021961-0.00052329i,0.00022396-0.00059152i,0.00042751-0.00057361i,0.00027086-0.000124i,0.0004369-0.00035224i,0.00043299-0.00087771i,0.00014494-0.00011911i,-0.00017099-0.0001608i,-9.358e-05-0.00023434i,0.00019935+0.00044527i,-7.0668e-06+0.00042407i,0.00035085+0.00029i,0.00065946+6.6492e-05i,0.00030019-0.00046919i,0.00047406-0.00037118i
0.0014271+0.0023025i,0.001306+0.001145i,0.0025511+0.00033051i,0.0019444+5.5146e-05i,-1.8418e-07-0.0012977i,-0.00086809-0.0018746i,-0.00093064-0.00068445i,-0.00074188-0.0003656i,-0.0007603-0.00038035i,-0.0009584-5.6315e-05i,-0.00024323+0.00011504i,0.00060214-6.3733e-05i,0.00024612+0.00019344i,8.9426e-05+0.00021869i,0.00063355-0.00062894i,0.00044116-0.00079254i,-0.00019419+0.0001376i,4.8666e-05+0.00082816i,-0.00011657+0.0010629i,5.5378e-05+0.00069127i,0.00050942+0.00080067i,4.2319e-05+0.00032181i,0.00037571-0.00087139i
-0.0021123+0.0023398i,-0.0029365+0.0027311i,-0.0027377+0.0021974i,-0.0019586+0.0011862i,-0.0015544-5.9405e-05i,-0.00072783-0.00078323i,-0.00081555-0.00076394i,-0.0014285-0.00039496i,-0.0012362-7.3229e-05i,-0.00016874+0.00035661i,0.00015248+0.00038914i,0.0002546+0.0003734i,0.00082109+0.00063037i,0.00054034+0.00058092i,0.00053149+0.0003346i,0.00033192+0.00064491i,0.00018752+0.00061047i,0.00056532+8.7151e-05i,0.00081571-0.0004314i,0.00069935-0.00059125i,0.00035928-0.00049516i,0.0001852-0.00015303i,0.00014763+0.00042687i
-1.2736e-05+0.0011465i,0.0012742+0.0013101i,0.0036693+0.001322i,0.0047542+0.00040236i,0.0029251-0.00094281i,0.00012394-0.0026868i,-0.0011936-0.0026198i,-0.0013033-0.00093148i,-0.0011522+0.00017037i,-0.00021221+0.00044104i,0.00026733+0.00044734i,-0.00024955-0.00023976i,-0.00024082-0.00055243i,0.00059723-0.0001998i,0.0010947+0.0002929i,0.00013185+0.00012998i,-0.00029965-0.00012381i,0.00024964+0.00015624i,0.00052786+0.00019293i,0.00085724-0.00017581i,0.00081396-0.00030415i,0.00072047-0.00022417i,0.00066424+5.3388e-06i
-0.00016731+0.0012191i,6.9771e-05+2.0028e-05i,0.00044715+0.00039923i,-0.00014251-0.00032467i,-0.00058743-0.0015623i,-0.00063695+5.1439e-05i,-0.0011117+0.0011461i,-0.0019295+0.00060682i,-0.0010395+0.00055576i,0.00029344-0.00015574i,-8.582e-06-0.00069613i,-0.00017868-0.00031117i,-7.7766e-05-0.00036278i,-0.00043489-0.00015936i,-0.00021136+0.00046752i,-0.00062277+0.00036605i,-0.00029352-0.00011759i,0.00079388+0.00043714i,0.0009179+0.00079897i,0.00053118+0.00075307i,0.00033266+0.00048022i,4.772e-05-0.00068232i,0.00013065-0.0015239i
-0.0016938-0.00072244i,-0.00012521-0.00031443i,-0.00042328-0.00099263i,3.1317e-05-0.0014481i,-0.00020992-0.0011587i,-0.00045636-0.00078714i,-0.00029849-0.00067539i,-0.00037169-0.0012115i,-0.00022323-0.0010607i,0.00028154-0.00013605i,0.00041578+0.00021347i,0.00080467+0.00025779i,0.00075259+0.00072612i,-0.00041267+0.00062486i,7.632e-05-0.00052158i,0.00063281-0.00039875i,0.00026309+0.00037824i,0.00047346+0.00055636i,0.00035024+0.00029513i,0.00051671-0.00068671i,0.00032372-0.0011441i,-0.0001715-0.00063079i,-0.00034758+0.00019948i
0.0026791+0.00078147i,0.0033469+0.0017491i,0.0032531+0.0016235i,0.0019597-0.00021289i,0.00027565-0.0015327i,-0.00044097-0.0010085i,-0.00049819-0.00070486i,-0.0010138-0.00050084i,-0.0011203-0.00054465i,0.00012454-0.00086214i,0.00065841-0.0012307i,0.00021785-0.0015585i,0.00027841-0.0012453i,0.00034223-0.00057213i,0.00029279+0.00025885i,0.00023668+0.00047429i,-0.00019282+0.00024091i,-0.000101+5.233e-05i,0.00045252-0.00015413i,0.00033935-0.00039992i,0.00011904-0.00045916i,-0.00010681-0.00042448i,-7.7313e-05+0.0006346i
-0.0020458+0.0021401i,-0.0023062+0.001673i,-0.0020149+0.0020703i,-0.0014634+0.0016914i,-0.00070161+0.00075585i,-0.00034537-2.2728e-05i,-0.0007012-0.0008278i,-0.0014109-0.00058085i,-0.00073377-0.000159i,0.000564-0.00015134i,0.00039536+0.00023964i,-8.0578e-05+0.00029439i,-0.00051448+0.00046412i,-0.00036256+7.716e-05i,0.00028292-0.00089104i,0.00082991-0.00041552i,0.00090112+0.00035733i,0.00021841+9.6386e-05i,0.00035682+0.00017987i,-4.1442e-05+0.00047987i,-0.00058722+0.00018522i,-0.00046953+0.000597i,-0.00050711+0.00090704i
0.001079+0.0021512i,0.0011706+0.0019527i,0.0024551+0.0020145i,0.00224+0.00027482i,0.0013023-0.00066608i,0.00018896-0.00054848i,-0.00055948-0.00056215i,-0.00061844-4.5201e-06i,-0.00042192+0.00059917i,-0.00022793+0.00045679i,-6.6669e-05+7.8536e-05i,0.00082516-0.00033993i,0.0013868-0.00033063i,0.00096656-0.00052058i,-0.00021648-0.00013274i,-0.00065921+0.00081635i,-6.8591e-05+0.00056967i,0.00026904+9.0905e-05i,0.00066273-0.00019265i,0.0014078+0.00035058i,0.0012636+0.0011014i,0.00079793+3.7076e-05i,0.00047765-0.0005827i
0.00014513+0.00068011i,-0.00085608+0.0011911i,8.559e-06+0.00098412i,0.0018299+0.00069042i,0.0010128-0.00031115i,-0.00069495-0.00057331i,-0.00092338-0.0001103i,-0.00093799+9.6646e-05i,-0.00079551-0.00046386i,0.00018427-0.00023148i,0.00032649+0.00068295i,-0.00010274+0.00084782i,-0.00056797+0.00041135i,-0.00053314+3.0653e-05i,0.00017711-0.00055167i,0.0005188-0.0003894i,9.8983e-05+0.00012705i,-8.2972e-05+0.00040976i,7.8481e-05+0.00036026i,0.00014732+0.00025715i,0.0002182+2.5938e-05i,7.3699e-06-2.5792e-05i,-0.00019188+0.00049957i
