-0.0041765+0.0011454i,-0.0034488+7.5968e-05i,-0.0043651-0.00074546i,-0.004431-0.0012774i,-0.0039262+0.00021289i,-0.0022734+0.0021431i,-0.00042272+0.0028635i,0.0010149+0.0029874i,0.0013108+0.001586i,0.0015348+0.00020599i,0.0015341+0.00018549i,0.00089135-0.00015668i,0.00023568+5.2697e-05i,-0.00069553+0.00012005i,-0.00055392+8.8428e-05i,0.00026805+0.00033952i,0.00043068+0.00015864i,-1.4056e-05-0.00012952i,-0.00049498-0.00010964i,-0.00061033-9.1952e-05i,-0.00092615-0.00022481i,-0.00052751-0.00013425i,0.00038003+1.7167e-05i
0.040081+0.024699i,0.11209+0.053052i,0.17641+0.053507i,0.13119+0.0065774i,0.00034197-0.013922i,-0.052081+0.031547i,-0.0022814+0.047367i,0.025468+0.0070714i,0.0098189-0.010575i,0.0079909-0.0061216i,0.011457-0.011671i,0.0055441-0.013349i,0.0024605-0.0067645i,0.00054291+0.0016262i,-0.0016604+0.011438i,-0.0001599+0.01813i,0.002816+0.016965i,0.00073897+0.0095682i,-0.0072732+0.0022303i,-0.014043+0.0016182i,-0.010111+0.0084623i,0.0050596+0.017431i,0.019759+0.027804i
-0.042528+0.0088658i,-0.10724+0.044747i,-0.13743+0.098885i,-0.045647+0.1264i,0.088314+0.075033i,0.10829-0.017573i,0.026515-0.061374i,-0.025015-0.041527i,-0.013142-0.021213i,0.001108-0.015369i,0.0021934-0.00039552i,0.005309+0.01052i,0.0081501+0.0078263i,0.0076926-0.00077673i,0.0057679-0.010945i,0.0026702-0.016252i,0.00023353-0.01251i,0.0018084-0.0022397i,0.0067968+0.0058174i,0.0099068+0.0021248i,0.0073006-0.010256i,0.001096-0.018874i,0.0054839-0.019242i
0.0087532-0.040807i,0.014197-0.11529i,-0.028522-0.1983i,-0.14844-0.20878i,-0.25525-0.12435i,-0.22491-0.00906i,-0.10253+0.061293i,-0.018002+0.060421i,-0.0029963+0.031024i,-0.0081092+0.011076i,-0.010216-0.0041227i,-0.013877-0.012959i,-0.013664-0.010051i,-0.011219-0.00089592i,-0.0080273+0.0082413i,-0.0070008+0.012671i,-0.011334+0.010844i,-0.013069+0.004157i,-0.010743-0.00083038i,-0.0089315+0.0040309i,-0.0050953+0.014677i,0.0002827+0.01595i,-0.0011542-0.0015027i
0.023494+0.036329i,0.07423+0.097211i,0.15965+0.16358i,0.2455+0.17578i,0.28127+0.13076i,0.22732+0.045832i,0.11667-0.047655i,0.032255-0.080496i,0.01121-0.062966i,0.012403-0.04916i,0.0037194-0.034356i,0.00036589-0.011767i,0.0034679+0.0021706i,0.0062518+0.004139i,0.011723-0.0024927i,0.016426-0.010406i,0.018883-0.0095213i,0.016733-0.0044104i,0.0085653-0.0023315i,0.0034177-0.0046986i,0.0043987-0.0073264i,0.0049448-0.0022728i,-0.001758+0.0095177i
-0.03109+0.0010623i,-0.10943-0.010494i,-0.21774-0.023135i,-0.28544-0.026903i,-0.2674-0.028616i,-0.1955-0.013875i,-0.1035+0.041022i,-0.021181+0.071111i,0.007448+0.048911i,0.0011725+0.030817i,0.0027417+0.022583i,0.0058915+0.0062261i,0.00081907-0.0052529i,-0.0034607-0.0058735i,-0.005188-0.0021122i,-0.007616+0.0017088i,-0.01028+0.0018172i,-0.0096996+0.00077399i,-0.0031334+0.0017403i,0.0016183+0.00071258i,-0.0040343-0.0019631i,-0.012978-0.0036013i,-0.010873+0.0037026i
0.030183-0.021349i,0.088923-0.058645i,0.16604-0.087648i,0.20418-0.059135i,0.18384+0.020526i,0.1498+0.066104i,0.11311+0.024172i,0.058003-0.026396i,0.012647-0.024966i,-0.0045684-0.013673i,-0.013535-0.011053i,-0.015887-0.0020785i,-0.0074069+0.007747i,0.0024443+0.0107i,0.0082312+0.008128i,0.011498+0.0031293i,0.013363-0.0020311i,0.0099812-0.0041779i,0.0011401-0.0030464i,-0.0059068-0.00049695i,-0.0043167+0.0033504i,0.005164+0.004652i,0.018579-0.0025555i
0.0016409+0.028374i,-0.01295+0.087034i,-0.035608+0.14827i,-0.038273+0.12894i,-0.019226+0.013489i,-0.020496-0.071547i,-0.043586-0.054873i,-0.042826-0.012363i,-0.021077-0.003253i,-0.0068105-0.0021347i,0.0062341+0.0074858i,0.012422+0.0075694i,0.0075439+0.0032182i,0.0029092+0.00044961i,-0.0039498-0.0051165i,-0.011549-0.0084879i,-0.013324-0.0074971i,-0.0099312-0.0029177i,-0.0048423+0.0011185i,-0.0022802+0.0028789i,-0.002092+0.0063294i,-0.0031766+0.0081523i,-0.0070219+0.0020667i
-0.019303-0.020802i,-0.047937-0.063911i,-0.075822-0.10799i,-0.087902-0.085181i,-0.082625+0.018458i,-0.039536+0.098976i,0.025799+0.083217i,0.04242+0.03178i,0.020293+0.017935i,0.012814+0.022327i,0.0080603+0.010136i,-0.002649-0.0011692i,-0.0042965-0.0058409i,-0.0022239-0.0081102i,-0.00056038-0.0043194i,-0.0012026+0.0012982i,-0.0064942+0.0060096i,-0.0080509+0.0069855i,-0.0024515+0.0042471i,0.006318+0.0020685i,0.012046-0.0041467i,0.0071048-0.012687i,-0.0054368-0.012117i
0.029863+0.0047019i,0.077755+0.015434i,0.1416+0.025253i,0.18431+0.00074602i,0.1854-0.069051i,0.12355-0.13766i,0.013902-0.1374i,-0.042762-0.078829i,-0.02492-0.038907i,-0.0075336-0.030633i,-0.004737-0.019045i,0.0036866-0.0025868i,0.010462+0.0053957i,0.011361+0.0047751i,0.009621-0.00049453i,0.008675-0.0071663i,0.0088768-0.011127i,0.0058882-0.01053i,-0.00044531-0.0080561i,-0.0076859-0.0075777i,-0.01179-0.0047745i,-0.0061714+0.0045999i,0.0061541+0.012472i
-0.016054+0.010499i,-0.057234+0.030574i,-0.12838+0.049802i,-0.19907+0.06833i,-0.21987+0.098204i,-0.16106+0.12411i,-0.055044+0.11815i,0.0098287+0.080211i,0.015911+0.044099i,0.017119+0.0245i,0.020255+0.0052107i,0.0090135-0.0094697i,-0.0058868-0.014003i,-0.014076-0.0091622i,-0.014829+0.0042825i,-0.011141+0.015325i,-0.010149+0.017974i,-0.010064+0.015229i,-0.0060484+0.010358i,-0.0013605+0.0084249i,0.0004802+0.010463i,-0.00019375+0.010385i,0.0006864+0.0059496i
-0.0014755-0.014943i,0.018098-0.049819i,0.069097-0.093866i,0.13954-0.11799i,0.18095-0.11632i,0.14528-0.10426i,0.061585-0.091023i,0.010623-0.065949i,0.003645-0.037608i,-0.0023642-0.024966i,-0.013644-0.011337i,-0.0076221+0.0052698i,0.0071852+0.0097743i,0.013894+0.0061006i,0.014861+0.00060725i,0.014762-0.0041815i,0.013956-0.0081052i,0.011917-0.0095591i,0.0080746-0.0075082i,0.0049838-0.0070117i,0.0038563-0.012061i,0.0032866-0.018439i,0.0013486-0.020115i
0.0036878+0.014631i,0.002897+0.051912i,-0.027375+0.11323i,-0.084502+0.15148i,-0.12824+0.12349i,-0.11661+0.080339i,-0.060472+0.075691i,-0.0096643+0.065449i,0.006595+0.027439i,0.0046003+0.0017417i,0.0064447-0.0044865i,0.0026321-0.0054329i,-0.0040426+0.0011405i,-0.0039345+0.0081496i,-0.0030668+0.0067954i,-0.0041622+0.0019017i,-0.0053041-0.0003058i,-0.0060907+0.0011463i,-0.0052574+0.0025258i,-0.004797+0.0037348i,-0.0023511+0.0088618i,0.0022275+0.01541i,0.0044474+0.016886i
-0.0063878-0.0031014i,-0.024077-0.028306i,-0.033927-0.079116i,-0.017088-0.10846i,0.020998-0.059195i,0.060104+0.0058766i,0.074577-0.0043212i,0.05047-0.035545i,0.022515-0.024439i,0.011597-0.0073627i,-0.0010331-0.0050128i,-0.013302-0.0039086i,-0.015712-0.0029481i,-0.010809-0.0026656i,-0.0030717-0.0028461i,0.001639-0.0023495i,0.0020365+0.001343i,0.0020075+0.0022279i,0.0032266+0.00037515i,0.0035685-0.00090286i,3.3383e-05-0.0041304i,-0.0074705-0.0062697i,-0.012824-0.0035996i
0.0096254-0.0079507i,0.032791+0.0031379i,0.068632+0.036813i,0.083788+0.060886i,0.052913+0.020465i,0.0035842-0.042183i,-0.031303-0.039871i,-0.032147-0.009578i,-0.017982-0.010379i,-0.016686-0.01007i,-0.0091242+0.0019097i,0.0065144+0.0050222i,0.016979+0.0033648i,0.019711+0.0005548i,0.013781-0.0056647i,0.0045419-0.011682i,-0.0025852-0.013304i,-0.0051185-0.009272i,-0.0047833-0.0031674i,-0.0057069-0.00010058i,-0.0056646+0.0005761i,8.318e-05-0.00039987i,0.0095375-0.0018154i
-0.0081513+0.0053168i,-0.032478+0.013277i,-0.081417+0.020859i,-0.1194+0.041364i,-0.094479+0.089908i,-0.023857+0.11592i,0.027658+0.071908i,0.025097+0.018624i,0.0020657+0.0084239i,-8.9806e-06+0.0091038i,0.0016963-0.0021009i,-0.0066444-0.0068114i,-0.014892-0.0013874i,-0.016315+0.0040039i,-0.010173+0.0097332i,-0.0034519+0.013166i,-0.0025252+0.012197i,-0.0033039+0.010266i,-0.00078356+0.00763i,0.0035793+0.0067203i,0.0066161+0.0090168i,0.0062559+0.012246i,0.0052127+0.0093714i
0.00068886-0.0086107i,0.015446-0.029908i,0.053633-0.069913i,0.096882-0.11576i,0.10048-0.14887i,0.044909-0.14856i,-0.023898-0.10717i,-0.044415-0.059228i,-0.024946-0.031172i,-0.009055-0.01492i,-0.0018649+0.0015359i,0.0099161+0.0081285i,0.01784+0.00072482i,0.01378-0.0071396i,0.0056065-0.0076922i,0.0015415-0.0050488i,0.0019854-0.0054582i,0.0010532-0.0082267i,-0.0016806-0.0090123i,-0.0039998-0.0077054i,-0.006236-0.0068767i,-0.0088543-0.0068842i,-0.012659-0.0077192i
0.0043109+0.0040681i,0.0075108+0.032732i,2.0205e-05+0.094908i,-0.014494+0.16036i,-0.019393+0.17243i,-0.0063772+0.13581i,0.021414+0.096839i,0.034025+0.067488i,0.022046+0.041822i,0.012385+0.020858i,0.0089617+0.0041289i,0.0026503-0.0021319i,0.00076165+0.001028i,0.0014813+0.0030129i,-0.0025165+0.003311i,-0.0072318+0.0038949i,-0.0088238+0.0040802i,-0.0052705+0.0045086i,0.00052875+0.0045929i,0.0040889+0.004485i,0.0076064+0.0018498i,0.011816-0.0017318i,0.014107+0.00066868i
-0.0098072-0.0047735i,-0.031868-0.028406i,-0.066074-0.085692i,-0.086973-0.14222i,-0.06863-0.13712i,-0.028241-0.084884i,-0.016217-0.053063i,-0.024071-0.03585i,-0.009918-0.010904i,0.0051364-0.0016351i,-0.00079737-0.00063858i,-0.009272+0.0052358i,-0.012279+0.0074977i,-0.01057+0.0065967i,-0.0021034+0.0039306i,0.0083932+0.00030213i,0.013035-0.0023964i,0.008899-0.0042505i,0.0016481-0.0049088i,-0.0027774-0.0031416i,-0.0052907+0.0028086i,-0.0069657+0.0098445i,-0.005174+0.011141i
0.010937+0.002464i,0.042054+0.011254i,0.10256+0.037877i,0.14673+0.058194i,0.11513+0.038881i,0.048435+0.0098379i,0.02534+0.018653i,0.033717+0.02838i,0.027577+0.0072338i,0.011771-0.0072473i,0.0092638-0.0088619i,0.012294-0.013057i,0.011804-0.01411i,0.0099687-0.012454i,0.0045825-0.0098984i,-0.00224-0.0059842i,-0.0057283-0.0023204i,-0.0055325+0.00042255i,-0.0045153+0.0014306i,-0.0053608+0.0011859i,-0.0060524-0.0018559i,-0.0040788-0.010257i,-0.0010673-0.018172i
-0.0022031+0.0093344i,-0.032144+0.020264i,-0.097202+0.036893i,-0.15378+0.059089i,-0.1263+0.082611i,-0.041712+0.07816i,0.0069544+0.0326i,0.011108-0.002599i,0.0072112-0.003838i,0.0037686-0.0040182i,-0.0039377-0.0070806i,-0.011263-0.00094372i,-0.012208+0.009692i,-0.0056268+0.016457i,0.004096+0.01435i,0.0071607+0.0068143i,0.0036317+0.0018296i,0.00040277+0.0016098i,0.0017487+0.0023297i,0.0060207+0.00082188i,0.0091956-4.8854e-05i,0.0093772+0.0026074i,0.0056093+0.0060683i
0.0051647-0.010657i,0.016557-0.03679i,0.046168-0.084238i,0.069314-0.12439i,0.051001-0.12909i,0.003591-0.10345i,-0.026016-0.060753i,-0.023246-0.034867i,-0.01298-0.037637i,-0.0093561-0.032828i,-0.0021619-0.014704i,0.0062696-0.007264i,0.0056518-0.0087418i,-2.7244e-05-0.0075295i,-0.0033221-0.0058585i,-0.0024898-0.0054455i,-0.001084-0.0063775i,-0.0031433-0.0057655i,-0.0062161-0.0016212i,-0.0078957+0.0023777i,-0.0096169+0.0055102i,-0.0088994+0.008314i,-0.0057222+0.0097996i
0.0076271+0.0049157i,0.018867+0.031687i,0.03395+0.086509i,0.042802+0.13779i,0.044837+0.13778i,0.045008+0.095961i,0.048429+0.045016i,0.041661+0.0095532i,0.020653+0.005219i,0.00712+0.010206i,0.0011106+0.0041941i,-0.0029-0.0014923i,-0.00017563-0.0016359i,0.0030425-0.0020469i,0.00072541-0.0003801i,-0.0039905+0.0051409i,-0.0060176+0.0086177i,-0.0028803+0.0071006i,0.0013979+0.0027274i,0.0033819-0.0012539i,0.0019214-0.0066302i,-0.0019566-0.012412i,-0.001022-0.013802i
-0.0081426+0.0029002i,-0.036886-0.0054718i,-0.08923-0.027876i,-0.12765-0.045119i,-0.10979-0.037855i,-0.0656-0.020113i,-0.053958-0.010921i,-0.058393-0.00443i,-0.03786+0.0030966i,-0.014806+0.0045185i,-0.0078198+0.0075264i,-0.0029189+0.013072i,0.0018307+0.014025i,0.0029409+0.010121i,0.0034727+0.002361i,0.0047325-0.0058246i,0.0040862-0.0099953i,0.0010049-0.007853i,-0.0011287-0.0026204i,0.00045841+0.0014063i,0.0048002+0.0055281i,0.0087264+0.010753i,0.0070063+0.012775i
0.0061482-0.010579i,0.034978-0.023869i,0.094686-0.043718i,0.14569-0.062428i,0.12523-0.069368i,0.064736-0.054307i,0.041186-0.024837i,0.036896-0.0057847i,0.015391-0.0008942i,0.00032969+0.0013273i,0.00069747-0.0026953i,-0.0006247-0.010488i,-0.0031364-0.015657i,-0.0048629-0.014764i,-0.0068648-0.0066558i,-0.0061804+0.0022297i,-0.003284+0.0059929i,-0.00086192+0.0049277i,-0.0017896+0.0024056i,-0.0059162+0.0019009i,-0.00898+0.0022891i,-0.0091812+0.0010234i,-0.0060193-0.0017471i
-0.0010212+0.015471i,-0.014562+0.045042i,-0.04999+0.10042i,-0.082217+0.15402i,-0.061024+0.1624i,-0.013009+0.11734i,-0.0043464+0.058565i,-0.010961+0.030373i,0.0036521+0.023502i,0.014057+0.011331i,0.0063037+0.0038697i,0.0007837+0.0068313i,0.0043497+0.0088367i,0.0089791+0.008104i,0.010908+0.0046745i,0.0084632-0.00077565i,0.0047838-0.0021436i,0.0029708-3.3728e-05i,0.0028688-0.00090545i,0.0045758-0.004915i,0.0074706-0.0073057i,0.0084849-0.0083481i,0.0063664-0.0077649i
-0.0069019-0.0050056i,-0.015076-0.032881i,-0.016658-0.093649i,-0.010303-0.15934i,-0.01201-0.17189i,-0.02209-0.12572i,-0.015417-0.0588i,0.00099657-0.015851i,0.0030365-0.011754i,6.9908e-05-0.014682i,0.0051272-0.010681i,0.0072142-0.0082598i,0.0024266-0.0047243i,-0.002717+0.00022552i,-0.0045349+0.0035534i,-0.004086+0.0029647i,-0.0040594-0.00030288i,-0.003985-0.00097572i,-0.0026631+0.0016589i,-0.001459+0.0054322i,0.00034946+0.0077671i,0.0033772+0.0081953i,0.004954+0.0075897i
0.0069164-0.00033663i,0.027958+0.013254i,0.059041+0.049909i,0.073131+0.095603i,0.059592+0.11063i,0.045026+0.085922i,0.040461+0.038348i,0.035013-0.00072539i,0.028548-0.0049728i,0.022177+0.00014273i,0.009299-0.0028462i,-0.0036111-0.0030416i,-0.0069685-0.0015801i,-0.0035976-0.0019121i,0.0018185-0.0011921i,0.0048321+0.0010093i,0.0039771+0.0024934i,0.0012795+0.0015259i,-0.0012072-0.00096239i,-0.0029392-0.0015904i,-0.0049226-0.00023705i,-0.0068466+0.0020802i,-0.0062143+0.0012071i
-0.0059532+0.0022252i,-0.029143+0.0099383i,-0.071343+0.016663i,-0.096222+0.015017i,-0.070187+0.0039869i,-0.03027-0.0060772i,-0.018811-0.0022107i,-0.020055+0.0048751i,-0.014249-0.0014619i,-0.0097716-0.0077106i,-0.0044896-0.0020547i,0.0044252+0.0037797i,0.0092734+0.0061735i,0.010487+0.0064976i,0.0067313+0.0035103i,0.00082678-0.00076436i,-0.0013456-0.0038569i,-0.00044724-0.0035342i,0.0012558-0.0011601i,0.003447-0.0019575i,0.0064958-0.0067748i,0.0077647-0.011367i,0.0059175-0.010764i
-0.0018814-0.0077698i,0.0084876-0.028059i,0.028543-0.066276i,0.03524-0.094754i,0.0070194-0.0825i,-0.018233-0.048785i,-0.0042563-0.034314i,0.0096916-0.034643i,-0.00074026-0.024109i,-0.0081277-0.0089619i,-0.0089123-0.0051617i,-0.01198-0.0057764i,-0.012681-0.0038426i,-0.011143-0.0011254i,-0.0077901+0.0017068i,-0.0033516+0.003517i,-0.0020954+0.0027823i,-0.0024112+0.00067557i,-0.0022952+0.00013027i,-0.0026249+0.0030557i,-0.0046413+0.0089195i,-0.0068086+0.013077i,-0.0068899+0.011004i
0.0028142+0.0047571i,0.0083191+0.029018i,0.019046+0.083525i,0.039408+0.1399i,0.070176+0.14523i,0.077929+0.098688i,0.037273+0.050978i,-0.00051579+0.027879i,-0.001687+0.010435i,0.0020857-0.0034104i,-0.0015652-0.0020326i,0.00027241+0.0040589i,0.0055432+0.0034583i,0.0084648-0.0014659i,0.0073517-0.0062197i,0.0038371-0.0079224i,0.000746-0.0067694i,-0.0017701-0.0040585i,-0.0020656-0.0027403i,-0.00091011-0.005282i,-0.00097075-0.007298i,-0.0015623-0.0050504i,-0.00064218-0.00091254i
-0.0056876-0.0041456i,-0.025668-0.015732i,-0.063635-0.051436i,-0.10546-0.097818i,-0.125-0.11253i,-0.10829-0.083031i,-0.058504-0.040667i,-0.016457-0.012877i,-0.0093239+9.0197e-05i,-0.0088867+0.0061637i,-0.00077857+0.0031595i,0.0034461-0.0035036i,0.0034321-0.0028076i,0.0012016+0.0017423i,-0.0019109+0.0051528i,-0.0034976+0.0072005i,-0.0041674+0.007372i,-0.0037819+0.0057499i,-0.0024274+0.0032988i,-0.00063082+0.0023115i,0.00084415+0.0012137i,0.0021129-0.0017241i,0.0042606-0.0041494i
-0.0025371-0.0051671i,0.017601-0.0074023i,0.059807+0.0057663i,0.10738+0.039834i,0.12532+0.071275i,0.10643+0.06976i,0.061607+0.038017i,0.020688+0.0096978i,0.01106+0.0039222i,0.014079+0.0041053i,0.0071583+0.0030751i,-0.0023302+0.0056472i,-0.0072574+0.0062273i,-0.0075145+0.0030054i,-0.003368-0.0016909i,-2.0201e-05-0.0058096i,2.0762e-05-0.0047703i,-0.00066847-0.0008856i,-0.0015302+0.00046209i,-0.0023712+0.001882i,-0.00048656+0.0065811i,0.0018244+0.012329i,0.0013748+0.012456i
-7.593e-06+0.0078943i,-0.010028+0.021936i,-0.034351+0.037266i,-0.059328+0.028239i,-0.060807-0.011376i,-0.043228-0.035967i,-0.021897-0.018591i,-0.0053128+0.0056998i,-0.0022748+0.0077697i,-0.0035644+0.0025374i,0.0029601+0.00086155i,0.0095597-0.002357i,0.011211-0.0044479i,0.01039-0.0023389i,0.0074615+0.0023525i,0.0042738+0.0051171i,0.0029722+0.0036815i,0.0037379+0.00085131i,0.0030134-0.001308i,4.3204e-06-0.0026105i,-0.003005-0.0053985i,-0.0041846-0.00869i,-0.0024069-0.0080749i
-0.003104-0.007604i,-0.0092603-0.022899i,-0.017354-0.048425i,-0.026498-0.050407i,-0.030305-0.0092173i,-0.019957+0.022555i,-0.0022607+0.0056527i,0.0053876-0.016468i,0.0059201-0.013344i,0.0064119-0.005262i,0.00042931-0.0025453i,-0.0082144+0.0018341i,-0.010926+0.0061611i,-0.009475+0.0082447i,-0.0051804+0.0072155i,-0.00063432+0.0035944i,0.0016444+0.0024495i,0.0013687+0.002517i,0.00060355+0.0019338i,0.0031592+0.0029123i,0.007381+0.0046432i,0.0089156+0.0041935i,0.0062444+0.0021373i
0.0092968+0.0032679i,0.024716+0.011249i,0.056096+0.026295i,0.089521+0.030549i,0.10517+0.0033663i,0.087516-0.024733i,0.045938-0.014733i,0.018566+0.0037077i,0.011954-0.0031943i,0.0040031-0.013182i,-0.00097991-0.0086663i,0.0016084-0.003282i,0.003832-0.0034075i,0.0041982-0.0054895i,0.0029443-0.0058675i,0.0016722-0.0045827i,0.0016416-0.0044796i,0.0012715-0.0036013i,0.00091854-0.0016705i,-0.001209-0.0013437i,-0.0042292-0.0018538i,-0.0042169+9.1007e-05i,-0.0026106+0.0021341i
-0.00073939+0.0028275i,-0.018046+0.0067428i,-0.058556+0.0091654i,-0.11267+0.013673i,-0.14268+0.025583i,-0.12294+0.03407i,-0.064556+0.019147i,-0.015091-0.00090936i,0.00064897-0.0016369i,0.0043151+0.0017847i,0.0044202-0.0035159i,0.0006795-0.0073335i,0.00066895-0.0056221i,0.0031452-0.002006i,0.0044562+0.00049009i,0.0040067+0.0017268i,0.0018402+0.0023964i,-0.00051356-0.00037981i,-0.0016187-0.0030361i,-0.0012103-0.0012213i,-0.0012444+0.0010981i,-0.0027694+0.00076047i,-0.0023157-0.00065634i
-0.0013272-0.0032653i,0.0076105-0.014189i,0.035489-0.029333i,0.084099-0.037916i,0.12249-0.035334i,0.11395-0.027057i,0.060768-0.013652i,0.011713-0.0045574i,-0.00090824-0.0038323i,0.00048807-0.0056712i,-0.000321-0.0018575i,0.00026813+0.0057439i,-0.00011659+0.0085514i,-0.0012022+0.0061315i,-0.0029376-0.00020876i,-0.0056208-0.0059144i,-0.0072084-0.0066911i,-0.0071406-0.0035598i,-0.0057841-0.0010705i,-0.002541-0.0010777i,0.0025808-0.0027629i,0.0066691-0.0033757i,0.0062641-0.0015406i
0.0026432+0.0020215i,0.003902+0.013179i,-0.0065751+0.034117i,-0.039322+0.047694i,-0.077148+0.037103i,-0.082248+0.019714i,-0.048147+0.011366i,-0.014643+0.0067549i,-0.0075111+0.0052694i,-0.0062163+0.0062174i,-3.0728e-05+0.00061655i,0.0033657-0.0074437i,0.0036423-0.010779i,0.0035895-0.0097902i,0.0035764-0.0048384i,0.0034668-0.00028619i,0.0020581+0.00056533i,0.00012241-0.00070531i,-0.00074753-0.0014507i,-0.0028787+0.00051799i,-0.0070067+0.0041585i,-0.0091702+0.0058652i,-0.0078696+0.0045424i
-0.0062955+0.00099705i,-0.014178-0.0016563i,-0.022873-0.0073728i,-0.011128-0.0029057i,0.025563+0.02041i,0.049036+0.029176i,0.031666+0.0058788i,0.0032696-0.011555i,-0.0028326-0.010912i,0.0020202-0.0063474i,0.0009071+0.00031117i,-0.0010674+0.0078049i,-0.00085716+0.011637i,-0.0017284+0.010661i,-0.0035639+0.0070913i,-0.0046316+0.003722i,-0.0037308+0.0035371i,-0.0031758+0.0050474i,-0.0031888+0.0053544i,-0.00054409+0.0035404i,0.0035403+0.000202i,0.005631-0.0017372i,0.0054194-0.00070859i
0.0031343-0.00098829i,0.011748-0.0059948i,0.02592-0.014688i,0.031719-0.032058i,0.016652-0.056317i,-0.0011578-0.060154i,-0.00083809-0.029106i,0.0072578-0.00089346i,0.0049088+0.0019391i,-0.0029538-0.00016914i,-0.0027669+0.00016436i,0.00017686-0.0021521i,-0.00090079-0.0037423i,-0.00321-0.0035465i,-0.0027948-0.00052847i,-0.00042497+0.0015832i,0.0013118+0.00045803i,0.0020962-0.00094465i,0.002443-0.0011658i,0.0008413-0.000807i,-0.0010308-3.0173e-05i,-0.00076697-0.00083324i,-7.4174e-05-0.0026577i
0.00029009+0.0043542i,-0.0033821+0.014408i,-0.01558+0.0362i,-0.02924+0.069193i,-0.026144+0.097368i,-0.01092+0.092233i,0.00090577+0.04851i,0.0069103+0.01016i,0.011496+0.002293i,0.013815+0.00075612i,0.0065622-0.0035984i,-0.0022265-0.004318i,-0.003621-0.0024252i,-0.00063001-0.00040568i,0.0028796+8.771e-05i,0.0053603-0.00080846i,0.0055991-9.7435e-05i,0.0035006+0.0012537i,0.0022001+0.0017447i,0.0027735+0.0032808i,0.0031004+0.0058705i,0.00056012+0.0071417i,-0.0015126+0.0057463i
-0.0013896-0.00055219i,-0.0036561-0.0097534i,-0.0019842-0.033119i,0.010299-0.06908i,0.025754-0.098518i,0.026938-0.09237i,0.01349-0.046744i,0.0014966-0.0055983i,-0.0010866+0.0042578i,-0.0007731+0.00083775i,0.00094079+0.0013191i,0.0037374+0.0035569i,0.0060094+0.0047772i,0.0062991+0.0054808i,0.0040149+0.0042139i,0.00084917+0.0019314i,-0.0017458+0.00024374i,-0.0026249-0.0007437i,-0.0024979-0.00082341i,-0.0027734-0.0019208i,-0.0029633-0.0055344i,-0.0012203-0.0075015i,0.0014598-0.004562i
0.0030737+0.0012418i,0.0086787+0.0057083i,0.013045+0.022407i,0.0009324+0.052619i,-0.025242+0.079055i,-0.033879+0.077952i,-0.015084+0.045659i,0.0025914+0.013247i,0.0054528+0.0038115i,0.0058949+0.0023545i,0.0038429-0.0043423i,-0.0022791-0.0082589i,-0.0047336-0.0072569i,-0.001962-0.00577i,0.0019198-0.0051703i,0.004817-0.0050869i,0.0046949-0.0058774i,0.0025935-0.007244i,0.0010951-0.0073365i,0.0007575-0.0049353i,0.0019858-8.3573e-05i,0.0028627+0.0028396i,0.0019209+0.0016825i
-0.0043301-0.0022111i,-0.011754-0.0016752i,-0.020928-0.0048647i,-0.012285-0.015284i,0.020082-0.029146i,0.03925-0.035666i,0.020202-0.031774i,-0.0049203-0.020745i,-0.0089219-0.013413i,-0.004559-0.010976i,-0.0013143-0.0040784i,0.0015924+0.0046704i,0.0039357+0.0079423i,0.0051298+0.0062168i,0.0017747+0.0025161i,-0.0026147+0.0011709i,-0.0031183+0.0016615i,-0.0026355+0.0026386i,-0.0016918+0.0040118i,-0.00091968+0.003484i,-0.0014892+0.00094335i,-0.0011584+0.00085552i,-0.00019579+0.0022813i
-0.00054339-0.0046623i,0.00056146-0.0085512i,8.7208e-05-0.013187i,-0.012676-0.011088i,-0.038925-0.000271i,-0.046566+0.0073609i,-0.02005+0.0065119i,0.0038139-0.00038037i,0.0048075-0.0047435i,0.00079033-0.0018133i,-0.00013745-0.0010638i,-0.0015494-0.0038427i,-0.0025356-0.0047251i,-0.0025568-0.0029836i,-0.0013057-0.00097196i,-0.0002163-0.00058915i,-0.002382-0.0020425i,-0.0043241-0.003623i,-0.0049003-0.0030353i,-0.0054619-0.0014193i,-0.0051114+0.00023078i,-0.0040419+0.00029402i,-0.0027166-0.0010882i
-0.00233+0.0027203i,-0.0001933+0.0090244i,0.0070047+0.02234i,0.024938+0.038772i,0.050804+0.044968i,0.05749+0.032392i,0.031759+0.0075142i,0.0072029-0.0094318i,0.001907-0.012392i,0.0021708-0.010527i,-0.00083902-0.0048054i,-0.0029245+0.00042442i,-0.0025753+0.0016023i,-0.0025596+0.00034296i,-0.0031655-0.00056154i,-0.0031719-0.00049724i,-0.0017962+6.3404e-05i,-0.00073628+0.0010141i,0.00051364+0.0014964i,0.0038786+0.00082719i,0.0068313-0.00054641i,0.0062776-0.00022273i,0.0049158+0.0001881i
