-0.0029923+0.00069891i,-0.0036397+0.00059708i,-0.0033936+0.0024311i,-0.00082384+0.0029646i,0.0010123+0.001569i,0.0010203+0.0013602i,-8.1233e-05+0.0029586i,-2.2577e-05+0.0035816i,0.0007406+0.0023995i,0.0009828+0.0012434i,0.00056117+0.00026152i,0.00054011-0.00091957i,0.00052373-0.0015057i,6.2299e-05-0.0013204i,-5.3802e-05-0.00019755i,9.021e-05+0.00069393i,0.00033939+0.00102i,-0.00022514+2.9134e-05i,-0.00036097-0.00052551i,0.00015527+0.00031698i,0.00012054-0.00056232i,0.00028708-0.00073206i,0.00026058+1.117e-06i
2.8945e-05+0.00049555i,-0.00074272-0.00042218i,-0.00083645-0.0020904i,-0.00064895-0.0021945i,-0.0011484-0.0011151i,-0.0013808+0.00047938i,-0.00035961+0.0014713i,0.0012718+0.0011023i,0.0010507+0.00027934i,0.00049689+0.0004021i,4.6307e-05+0.00095333i,-0.00048792+0.0011525i,-9.381e-05+0.00079391i,0.00052737+0.00057339i,0.00048633+0.00020013i,-0.00048774+7.377e-05i,-0.0011462-0.00023482i,-0.00082847-0.00040831i,-0.00059068+0.00031158i,-0.00059409+0.00045267i,-0.00076003-4.1514e-05i,-0.0010458+0.00032134i,-0.0015309+0.00017934i
-0.0005646+0.00056511i,0.0010698-0.00054023i,0.0017197-0.00080696i,0.0019325+1.8769e-05i,0.0013862+0.00069078i,-0.00027911+0.00059438i,-0.0006046+0.00095665i,-0.00023363+0.0011389i,0.00035658+0.00039477i,0.00011601-0.00017045i,3.0861e-05+0.00016638i,0.0001914+0.00080203i,-0.00026714+0.00063702i,-8.9457e-06-0.00052388i,0.00030971-0.0011889i,-0.00018128-0.00049785i,0.00012979-8.2862e-05i,0.00081785+0.00014393i,0.00085786+0.00064356i,-0.00010125+0.00074234i,-0.00069962+0.00038474i,-0.00071273+3.6581e-06i,-0.00080842+1.8569e-05i
-0.0014581+0.0028109i,0.0005505+0.0030778i,0.00053366+0.0030626i,0.0015789+0.0016106i,0.0022551-0.00052734i,0.0011088-0.00069771i,-2.1423e-05+0.00023385i,-0.00017511+0.0014004i,1.365e-05+0.0010867i,0.00040349+0.00064575i,0.0010115+0.00079229i,0.0014471+9.4743e-05i,0.00031715-0.00067037i,-0.0011104-0.00068294i,-0.0005969-0.00059462i,0.00032661-0.00051192i,0.00034443+8.6393e-05i,4.8253e-05+0.00022972i,0.00040706+5.873e-05i,0.00016708+0.00051804i,-9.1186e-05+0.00085298i,0.00031941+0.00013922i,0.00027103-0.00058004i
-0.0013332+0.0011537i,0.00028129+0.002713i,0.0014525+0.0027968i,0.0014973+0.0026071i,0.0015686+0.0011231i,0.0020535-8.3381e-05i,0.0010346+0.00037018i,0.00025691+0.00043769i,0.0011914-0.00027898i,0.0018589-4.3874e-06i,0.0009435+0.00067755i,4.8516e-05-0.000244i,0.00041917-0.0013662i,0.00059268-0.0011719i,0.00041899-0.00028627i,0.00031307-0.00014446i,0.00020863-0.00055272i,0.00059673-0.00054543i,0.00091811-0.0004904i,0.00035996-0.00032516i,0.00029869-0.00049439i,0.00095208-0.00029394i,0.00070226+0.00050947i
-0.0024521+0.0022305i,-0.0023669+0.0025483i,-0.00066135+0.0033496i,0.0016401+0.0026622i,0.0035017+0.00061935i,0.0025189-0.00049733i,-0.00018514+0.00039112i,-0.00067894+0.00056799i,-0.00038145+0.00010504i,3.149e-06+3.2932e-05i,1.3704e-05-0.00049602i,-0.00010295-0.0016176i,0.00020753-0.0011719i,0.00024671-0.00018821i,0.00032765-0.0002453i,0.00030232-0.00037843i,0.00041111+0.00040835i,0.00064845+0.0011079i,0.00042303+0.0012389i,-0.00011289+0.00032322i,-0.00060547-0.00039441i,-0.00034194+0.00036316i,0.00047887+0.00056377i
0.00051675-0.0016671i,0.0012654-0.0014076i,0.00087844-0.00084875i,0.00019234-0.00017775i,0.00034123+0.00085208i,0.00065206+0.0016541i,0.00070678+0.0018904i,0.00059697+0.0018963i,-0.00020646+0.00067776i,-0.0004736-0.00057229i,-0.00040633-0.00043761i,-7.7055e-05+0.00014823i,0.0006909+0.00051821i,0.00090266+0.00068867i,0.00067378+0.00083025i,-1.2863e-05+0.00072388i,-0.00025171+0.00028445i,-0.00037556-0.00033325i,-0.00020976-6.622e-05i,-1.9721e-05+0.00078786i,-0.00061858+0.00069633i,-1.5699e-05+0.00038991i,0.00078815+0.00081074i
-4.9238e-05-0.00053828i,-0.00045297-0.00043058i,-0.00040384+0.0005292i,0.00033314+0.00076874i,0.0010863+0.00055867i,0.0012686+0.0010864i,0.00047397+0.0015565i,0.00077759+0.00053752i,0.0011776-0.00084198i,0.00019298-0.00036594i,-0.00023116+0.00031302i,-1.6167e-06+0.00053152i,0.00025178+0.0007382i,0.00071833-0.00013332i,0.00071375-0.00064353i,0.00020782-0.00012617i,3.8909e-05-0.00014165i,-0.00047108+0.00016788i,-0.00048248+0.00086753i,0.00041541+0.0010531i,0.00033157+0.00089252i,1.5589e-05+0.0003282i,0.00032527-0.00018891i
-0.00062878+0.00071923i,-0.001306+0.0018985i,-0.00028156+0.0021032i,0.0010369+0.00076682i,0.0012289-0.00037994i,0.00046529-0.00089845i,-0.00016196-0.00074539i,0.00048722+0.00047235i,0.0010627+0.0013188i,0.00095967+0.0011259i,0.00080778+0.0011454i,5.1996e-05+0.001052i,-0.00029661+7.8346e-05i,0.00022418-0.00020411i,0.00019696-0.00036664i,0.00029431-0.00083788i,0.00033784-0.00068141i,-8.8229e-05-0.00010085i,-0.0006285-7.8157e-06i,0.00011114-0.0006104i,0.0010293-0.00093281i,0.0010939-0.00018946i,0.00050157+0.00031572i
0.0003039-0.00086009i,0.00057299+7.7498e-07i,0.0014649+0.00067675i,0.0017181+0.00045915i,0.0011476-0.00066259i,0.0004116+9.3449e-05i,0.00051025+0.0013951i,0.00076984+0.00051046i,0.00011762-9.5513e-05i,-0.00033235+0.00027259i,-0.00011817+0.00046782i,0.00075887+1.804e-05i,0.0012305-0.00030958i,0.00076907-0.00031517i,-0.00023136-0.00040052i,-0.00061883-0.00052972i,0.0001806-0.00023257i,0.00114-4.0607e-05i,0.0012938+0.00034379i,0.00042483+0.00040232i,-0.00026506-6.193e-05i,-0.00068773-0.00027232i,-0.00023781-0.00015806i
-0.0024099-0.0011759i,-0.0012693-0.00010847i,-0.00084632+0.00025252i,-0.0005391+4.6336e-05i,-0.00036776-0.00052602i,0.00017853-0.00043088i,7.5735e-05+0.00010249i,-5.0941e-05+7.7714e-05i,0.00036483-0.00016764i,0.00015344+0.00022893i,0.0003521+0.0005408i,0.00046834+0.00042713i,0.00023518-0.00051797i,0.00074874-0.00048714i,0.0011639+0.0004958i,0.00047103+0.00080704i,-0.00032718+0.00047118i,-0.00034639-0.00017688i,0.00026047-0.00089497i,0.00050406-0.0012147i,2.3853e-05-0.00050752i,-0.00033826-0.00014824i,5.835e-05+0.00021053i
0.00063973-0.0011495i,-6.6574e-05-0.00075913i,-0.00097768-0.0014438i,-0.00026358-0.0011633i,-0.0003198+0.00015889i,-0.00079914+0.0010924i,-0.00045975+0.0018067i,-0.00054589+0.0019253i,-0.00097587+0.001283i,-0.00043312+0.00041003i,-0.00032737+0.00093239i,-0.00066266+0.00041806i,-0.00060974-0.00045964i,-0.00045545-0.00027321i,-0.00050404-0.00025927i,-0.00079597-0.00021266i,-0.00067315-0.00013276i,-0.00059626+0.00014807i,-9.7189e-06-3.7549e-05i,0.00012492+0.00013536i,-0.00013415+0.00051803i,0.00024763+0.00084191i,0.00093272+0.00066826i
0.00092869+0.00098801i,0.0014396+0.001109i,0.002114+0.00090077i,0.0012396-9.4533e-05i,0.00088879-0.0010733i,0.00070194-0.00035581i,2.8934e-05+0.0011164i,0.00096471+0.0014239i,0.0023464+0.00098479i,0.0017505+0.00035362i,0.00025975+0.00041189i,0.00029314+0.0006126i,-7.5229e-05+0.00065576i,-0.0002772+0.00031206i,-0.00032597+0.00029506i,-0.0005172+0.00051041i,-0.00040102+0.00026911i,-0.00035253+0.00032009i,-0.00065554+0.0002196i,-0.00074174+0.0002154i,-0.0012596+0.00084321i,-0.0014706+0.00085883i,-0.00065876+0.00060281i
-0.0023791-0.00056278i,-0.00088439-0.0008406i,0.000648-0.0013039i,0.0014365-0.0007469i,0.001715+0.00048353i,0.0012723+0.00064302i,7.8309e-05+0.0012313i,-0.00032845+0.0016406i,0.00051443+0.00083016i,0.0013462+0.00046841i,0.00063767+0.0010727i,-0.00080554+0.0012677i,-0.00034725+0.00066475i,0.00095018-0.00044544i,0.0013118-0.00077549i,0.00036911-0.0009247i,0.00034484-0.0010093i,0.00018726-0.00070226i,-0.00015588-0.00070171i,4.7606e-05-0.00080728i,0.0002007-0.00053117i,0.00010705-0.00028574i,-1.5358e-06+0.00014889i
-0.00018409-0.00061406i,-0.00028083+0.00052621i,-0.00064301+0.0010087i,-0.00036038-6.9551e-06i,-0.00015806-0.0002908i,-4.5906e-05+0.00121i,1.2785e-05+0.0011472i,-0.00019014+0.00083243i,-0.00087394+0.0009762i,-0.0010497+0.00056171i,-0.00060257+0.00034845i,0.0001753+0.00030305i,0.00026188+0.00017396i,-0.00016212-0.00051519i,-0.00042311-0.0012887i,-0.00068425-0.00081425i,-0.00045272-0.00083444i,0.00011929-0.00067538i,0.00029452-0.00050256i,0.00066575-0.00041104i,0.00055027-0.00011869i,0.00036681-0.00030753i,-6.5791e-05-0.00027713i
0.00051193+0.00018201i,0.0010662+0.00030224i,0.0018025-0.0001169i,0.0021947-0.00056926i,0.0013913-0.00093754i,-0.00012842-0.00048163i,-0.00081173+0.00059756i,-0.00018263+0.00059867i,0.00029044+0.00019043i,-0.00035097-3.0107e-06i,-0.0012565+0.00058003i,-0.00091664+0.00074478i,-4.5816e-05-0.00034437i,0.00018111-0.00037707i,-7.591e-05+0.00079409i,0.00015167+0.00028036i,0.00055951-0.00052812i,0.00013868+0.00014964i,0.00047741-0.00022181i,0.0011297-0.00038984i,0.00077507+0.00037024i,0.00034779+0.00028547i,0.0003045+4.3789e-05i
0.00038854+0.001155i,0.00099841+0.0021443i,0.0010854+0.0026519i,0.00098503+0.0018444i,0.0012925+0.0014437i,0.0014215+0.0014563i,9.9507e-05+0.0019958i,-8.5814e-05+0.0015714i,2.1421e-05+8.8728e-05i,-0.00046363-9.732e-05i,6.4556e-05-3.0385e-05i,0.00070448-0.00044349i,0.00034973-0.00036551i,0.00019414+0.0001034i,0.00049165+0.00021767i,0.00016424-0.00070524i,-0.00041558-0.0013813i,-0.00083239-0.00090465i,-7.1412e-05-0.00066055i,0.0006847-0.00031813i,0.00042227+2.7255e-05i,-0.00024042-0.00019052i,-0.00011966-0.00052867i
-0.0007353-0.0022678i,-0.00099545-0.001117i,-0.0014638+1.6442e-05i,-0.00027514+0.00034912i,-4.8254e-05+0.0001285i,-0.00065682+0.0012722i,9.617e-05+0.0021114i,0.00099352+0.0013971i,0.00068689-0.00010614i,-0.0002938-0.00053058i,-0.00050816-0.00019488i,0.0004903-0.00042784i,0.00064542-0.00061646i,0.0001262-0.00031836i,-2.4894e-05-0.00030171i,-4.9671e-05-0.0005964i,-0.0001299-0.00045976i,-0.00024473+5.4236e-05i,-9.2737e-05+5.9749e-05i,0.00016757-4.4374e-05i,-0.00030317-1.7307e-05i,-0.00071133+3.5511e-05i,-0.00052713-9.56e-06i
0.0024465+0.00027297i,0.0023658+0.00041536i,0.0021894-0.0009345i,0.0017145-0.0012286i,0.00055294-0.0007015i,-0.00042601+0.00068954i,-0.0011165+0.001404i,-0.0010432+0.0010652i,-0.00041718+0.00080006i,-0.00034234-3.7515e-05i,-0.00040368-0.00070242i,-0.00026298-0.00065165i,0.00025089-0.00027736i,0.00038649-0.00016056i,-7.6006e-05-0.00078495i,6.3328e-05-0.0010131i,0.00016998-0.00040786i,0.00017369+0.00017352i,0.00017563+0.00052988i,-0.0003403+0.00030077i,-0.00037589-0.00047265i,-0.00028712-0.0012662i,-0.00039781-0.00073997i
-0.00044753+0.00012542i,0.00023188+0.00095507i,0.00045944+0.00099163i,0.00012139+0.00098339i,-1.8564e-05+0.00064538i,-0.00010958+0.00041598i,-0.0005215+0.0011793i,0.0003063+0.0012724i,0.0014805+0.0012127i,0.00041228+0.00068882i,-0.00072856+0.00045809i,-1.7224e-05+0.00023614i,0.00043124-0.00054477i,0.00065684-0.00086841i,0.00079678-0.00057054i,0.00096769-0.00047517i,0.00046433-0.00053584i,-0.00039785-0.00082291i,-0.00053771-0.00071071i,-0.00044812+0.00034975i,-0.00075324+0.00012285i,-0.00078532-0.00020393i,0.00036595+0.00046595i
0.00062759+0.0013018i,0.00041516-0.00041324i,0.0011046-0.00061918i,0.0014763-0.00064996i,0.0010714-0.0014261i,-0.00045064-0.00032593i,-0.0014059+0.0020518i,-0.00035401+0.0020589i,0.00054321+0.00073212i,-0.00017425+0.00023143i,-0.00029873+0.0002338i,-0.00017015+0.00040762i,-0.00097221-0.00031034i,-0.00090099-0.00055962i,-6.4397e-05+1.4376e-05i,0.00083042+0.00030747i,0.0010535+0.00037109i,7.9628e-05-0.00070011i,-0.00034255-0.0010538i,0.00017409-0.00048586i,0.00023724-6.5838e-05i,0.00019774+0.00015367i,0.00060322+0.00052565i
-0.0011678-7.1441e-05i,0.00085416+0.0010182i,0.0021483+0.0017817i,0.0028548+0.0017327i,0.0028295+0.00077107i,0.001187+0.0009126i,-0.00017455+0.0016841i,0.00012016+0.0018177i,0.00028968+0.00094294i,-0.00015023-0.00028534i,-0.00025506-0.00019882i,-0.00061641-0.00025731i,-0.00038812-0.00086189i,0.00035757-0.00075832i,0.00048768-0.0007131i,0.00044607-0.00065539i,0.00083122-8.0394e-05i,0.00092583-0.00019235i,0.00022224-0.00042085i,-0.00040548+0.00016621i,-0.00034153+0.00065657i,-0.00028853+0.00017468i,-0.00021739+0.00031588i
0.00091183+0.0010493i,0.00070919+0.0020271i,0.0009332+0.0019231i,0.001635+0.0016153i,0.0014806+0.00070755i,0.0011195-0.00015047i,0.00073688+0.0003763i,-0.00017282+0.00060885i,-0.00033951-0.00023189i,-0.00012147-0.00021024i,-0.00054178+0.00035429i,-0.0004562+0.00038063i,-0.00093987+0.00023375i,-0.0010793-0.00019583i,-0.0001783-0.00037321i,-1.2333e-05-0.00015844i,-0.00066493-5.0099e-05i,-0.0010791+0.00017955i,-8.6526e-05+0.00034215i,0.00056081-0.00027459i,0.00037426-0.00099294i,0.00063104-0.00080711i,0.00022293+1.0835e-05i
-0.0010172-0.0009328i,-0.00060461-0.00078145i,-0.00014454-0.00049177i,0.00010675-0.00039393i,3.4324e-05-0.00036208i,-0.00028809+0.00060731i,-0.00052451+0.0011136i,0.00052691+0.00054672i,0.00083786+0.00074772i,-3.7652e-06+0.0014484i,0.00024372+0.0011341i,0.00033337+0.00068743i,-8.9192e-06+0.00054475i,0.0010271+0.00032864i,0.0018103+0.00080613i,0.00091493+0.0010918i,0.00013539+0.00036665i,0.00015035+0.00015859i,-6.6216e-05+0.00012115i,-0.00028695+3.5265e-06i,6.8245e-05+6.356e-06i,-5.5417e-05-8.2856e-05i,-0.00017656-0.00066931i
0.002906+0.0025148i,0.0032431+0.0022023i,0.0030724+0.0009622i,0.0025455-0.00054737i,0.0009574-0.0013795i,-0.00092047-0.00031602i,-0.00017766+0.0012409i,0.00072146+0.00090829i,0.00093204-0.00034399i,0.0016542-0.00067494i,0.0012204-0.00062129i,0.00028912-0.00053299i,-0.00029651-1.92e-06i,-0.00076066+0.00067501i,-0.00059752+0.00087478i,-0.00064171+0.00044773i,-0.00030685-0.00060494i,0.00032745-0.0008899i,-8.808e-05-0.00051136i,-0.00016705-0.00080501i,0.00058955-0.00074608i,0.00078013-9.9158e-05i,0.00075237-0.00010795i
-0.0018081-0.0018892i,-0.002334-0.0022273i,-0.0013991-0.0011885i,-0.00027185-0.00028709i,0.0004955-0.00027236i,0.00049937-0.00090837i,4.9549e-05-0.00059769i,0.00083606+5.3484e-05i,0.0017747+0.00023959i,0.0014032+0.00019611i,0.00058752-8.0677e-05i,0.0002682-0.00060203i,0.00053717-0.0010976i,0.00047543-0.0012758i,-0.00025451-0.0010044i,-0.00035124-0.00018392i,-0.00011998+0.00062594i,-0.00012773+0.00097602i,-7.8767e-06+0.00074206i,4.3561e-05+0.00026605i,0.00055989+0.00054465i,0.0003897+0.0012383i,-0.00023211+0.0015092i
-0.00030428+0.0014155i,0.0011168+0.0017976i,0.0023983+0.0023953i,0.0026289+0.0017014i,0.0015877+0.00048886i,0.00078401+0.0011364i,0.00042806+0.0025408i,-0.00065894+0.0021814i,-0.0011593+0.0014009i,-0.00023345+0.00031435i,0.0005601-0.00040517i,-0.0001454-0.00054565i,-0.00096429-0.0011323i,-0.000804-0.0009266i,-0.00053379-0.00034397i,-0.00011524-0.00033502i,0.00012976-0.00069347i,0.00020829-0.0010516i,0.000725-0.0006237i,0.00047671+0.00051882i,4.9942e-05+0.00074834i,0.00035775+0.00036836i,7.6921e-05+0.00037254i
0.00050211-0.00063177i,0.0010607-0.00044797i,0.0016327+0.00013718i,0.0012681+0.00010652i,0.0012314-0.00020125i,0.00087456+0.0010086i,0.00041205+0.0019859i,0.00073374+0.0016345i,0.00061064+0.00085348i,-0.00010043+0.00036876i,-0.00028715-0.00018545i,-0.00012401-0.00054998i,-3.605e-05-0.00049954i,-0.00012716-0.00046076i,-0.00037713+8.5345e-05i,-0.00039639+0.00022619i,-0.00031847+0.00050083i,-0.00025008+0.00057806i,-2.1342e-05+0.00041057i,0.00015624+0.000163i,0.00036829-0.00077585i,0.00032463-0.0010998i,-0.00049696-0.000651i
-0.0013793-0.00023485i,-0.00095391+0.00093548i,0.00019367+0.00056954i,0.0010393-0.00070496i,0.0013244-0.00070563i,-0.00027931+0.00049694i,-0.0016023+0.0017741i,-0.0010163+0.0015781i,0.00026716+0.00063871i,0.00041533+6.5858e-05i,1.0883e-05+0.00034848i,-4.4303e-05+0.000769i,-0.0001584+0.00030589i,-3.5541e-05-0.0002596i,0.0002768-0.00011692i,0.0007808+6.1979e-05i,0.00079609-0.00020119i,0.00073962-2.5505e-06i,0.00036609-0.0002217i,-0.00017824-0.00038668i,4.756e-05-0.00046127i,0.00020046-0.00039777i,0.00019373+9.5201e-05i
0.0012222+0.00072304i,0.0017544+0.00056923i,0.001845+0.00020824i,0.0015348-0.00059685i,0.0010699-0.0011292i,-8.7929e-06-0.00059213i,-0.00055829+0.00056645i,-3.3085e-05+0.00045698i,0.00049826+0.00028638i,-0.00013622+0.0012543i,-0.0006423+0.0012814i,-0.00053946+0.00072136i,-0.00053926+0.00048096i,-0.00025962+0.00041507i,-0.00070591-0.00020066i,-0.0014674+0.00020031i,-0.00074639+0.00023368i,2.7851e-05+6.3702e-05i,0.00031046+0.00017902i,7.4505e-05+0.0001099i,-0.00034537+0.00026005i,-0.00052535+0.0011242i,-0.00030882+0.0012225i
0.0004531+0.0027936i,0.00072188+0.0024453i,0.003567+0.0016148i,0.0038173+0.00032161i,0.0019061-0.0010106i,0.00026538-1.0032e-05i,-9.0403e-05+0.0020093i,1.6457e-05+0.0017054i,0.00035371+0.0011037i,0.00086546+0.0011181i,0.0010909+0.0012034i,0.0010361+0.00078903i,0.00052957+0.00013073i,-0.00055008-3.1615e-05i,-0.0010611+0.0002018i,-0.00028195+0.00045779i,0.00010297+8.8478e-05i,6.6504e-05-3.8832e-06i,-0.00093312+0.00088391i,-0.00081333+0.0012886i,-0.00021735+0.00096913i,-0.0012974+0.00050014i,-0.0011195+6.4518e-05i
7.2528e-05-0.00098342i,-0.00022325-0.0010144i,0.00057817-0.0016837i,0.0017121-0.00087771i,0.00069192+0.0014263i,-0.00016881+0.002624i,0.00045437+0.0027247i,0.00043178+0.0015235i,7.1412e-05-0.00022373i,0.00023132-0.00034201i,0.00078252+0.00063297i,0.0011303+6.1877e-05i,0.0010146-0.0012678i,0.00028258-0.0011775i,0.00014605-0.0013116i,-0.00017506-0.0018313i,-0.00033844-0.0015024i,8.5894e-06-0.00059164i,-0.00043783+0.00023969i,-0.001057+0.00020129i,-0.0016184+0.00021485i,-0.0016205+9.3805e-05i,-0.00066565-4.6181e-05i
0.0013968-3.6135e-06i,0.0011478-0.00022807i,0.00089782-0.00053933i,0.001242-0.0012874i,0.00094183-0.0011624i,-0.00019882+0.00026087i,-0.00054085+0.001091i,-0.00018423+0.00082859i,0.00038108+0.00026855i,0.00011402+0.00041268i,-0.00053268+3.2757e-05i,-0.00050463-0.00064605i,-0.0003078-0.00051314i,0.00019718+0.00045622i,0.00021802+0.0009811i,0.00047653-0.00014967i,9.0001e-05-0.00036879i,-0.0001641+0.00028911i,0.00037988+0.00051128i,0.00038226+0.00058448i,2.5728e-05+0.00052215i,0.00023528+0.00083004i,0.00015274+0.00088354i
0.0012267-0.0013485i,0.00099011-0.0011849i,0.00097253-0.0011013i,0.00075052-0.0013339i,0.00071665-0.00089377i,-0.00040421+8.4953e-06i,-0.00083207+0.0010976i,-0.00061349+0.001143i,-0.00081009+0.00020913i,-0.00074438-0.00040332i,-0.0006247-0.00043466i,-0.00078373-0.00084592i,-0.00078614-0.00090575i,-0.00081515-0.00068085i,-0.00016217-0.00073333i,0.00057075-0.00022492i,0.00037629+4.6306e-05i,0.0001791-0.000228i,-0.00038444-0.00032779i,-0.00079612-0.0007337i,-6.1638e-05-0.0015171i,0.00035857-0.0015241i,-0.0003912-0.0010282i
-0.0012018+0.0036497i,-0.00038572+0.0036508i,0.0026948+0.0031842i,0.0043882+0.0013721i,0.0030089+0.00043658i,0.0013711+0.0002633i,0.00052935+0.00040613i,-2.6485e-05+0.0013643i,0.00015645+0.001328i,0.00035613+0.00055282i,0.00017806+0.00030481i,-0.00026638+8.1051e-05i,-0.00031397-0.0010265i,-0.00023239-0.0012878i,-0.0004801-0.00061324i,-0.00081656+0.00017077i,-0.00092496+0.00053915i,-0.00074691-1.5372e-06i,-0.00026663-0.00032187i,0.00046429+0.00013199i,0.00055496+0.00016515i,0.00097711-2.5979e-05i,0.00087087+0.00034425i
-0.001683-0.00014398i,-0.0018182+0.00044624i,-0.001374+0.00097675i,0.00013931+0.0010028i,0.0011237+0.0011776i,0.0004336+0.0010048i,-0.00058383+0.0011954i,-0.00013582+0.0015588i,-0.0001051+0.0011568i,8.0504e-05+0.0016453i,0.00068583+0.0021381i,0.001202+0.0011608i,0.0013684+6.044e-06i,0.0017275-0.00075678i,0.00091628-0.00062452i,-0.00058975-0.00030224i,-0.00097186-0.0004725i,-0.00089758-0.00050127i,0.00013304-0.0001822i,0.00030438+0.0005513i,0.00023606+0.00090731i,0.00021524+0.00028745i,-1.94e-05+0.00031558i
-0.00078831-0.00172i,-0.00037672-0.0029406i,-0.00036887-0.0027158i,-0.00072631-0.0016666i,-0.00048632-0.0011521i,2.1436e-05+0.0007392i,-0.00024144+0.0018708i,0.00036437+0.00088077i,0.0008447-7.3288e-06i,-0.00014472+0.00055033i,-1.3613e-05+0.0011512i,0.00061771+0.00093002i,0.00085477+0.0005029i,0.0015936+0.00067605i,0.0018898+0.00074277i,0.00091875+0.00029696i,0.00020142-0.00055493i,-0.00024086-0.00088056i,-0.00020989-0.0011937i,0.00077245-0.00081497i,0.0007965+0.00039385i,0.00039048+0.000657i,-0.0001146-6.3163e-05i
0.0031868+0.00048334i,0.0024659+0.00071535i,0.0019241-9.1759e-05i,0.0019127-0.00089044i,0.0012524-0.00074689i,-0.00016358-0.00027731i,-0.001304+0.00037527i,-0.000971+0.0010065i,0.00023501+0.00049082i,0.00055617+2.9759e-07i,0.00083785-0.00050842i,0.001124-0.0005572i,0.00092337-0.00063546i,0.00075637-0.00085011i,0.00024087-0.00028i,-0.00049352-9.9499e-05i,0.00033534+0.00016705i,0.00055095+0.00097803i,3.1929e-05+0.0010315i,-0.00025762+0.00055039i,-0.00064066+1.279e-05i,-0.000405+0.00021953i,0.00016325+0.00060199i
0.0014729+0.00036575i,0.0013764+0.00042793i,0.0021305-0.00036808i,0.00099165-0.0017347i,8.5602e-05-0.0011981i,-0.00016665+0.00087105i,-0.00044344+0.0017597i,5.8947e-05+0.0016356i,0.00060839+0.00096106i,0.00043339+0.00054827i,0.00067787+0.00038776i,0.0010083+2.7308e-05i,0.00053254-7.775e-06i,-0.00029956-0.00034973i,-0.00010103-0.00036742i,0.0005055-5.8059e-05i,0.00086859+5.1113e-05i,0.0011148+0.00024569i,0.0011225-0.00016189i,0.00074435-0.00071244i,0.00048698-0.00099713i,0.00041002-0.00048004i,0.00093082-8.0195e-05i
-0.0014374-0.00025906i,-0.0013528+0.000576i,-0.0015996+0.0012704i,-0.00056847+0.0024021i,0.00048028+0.0027181i,0.00048064+0.002076i,0.00028249+0.0020744i,0.00035257+0.001822i,0.00041256-8.8002e-05i,0.00040832-0.0014535i,0.00019473-0.0012131i,-7.093e-05-0.0011967i,-0.00024629-0.0012162i,-0.00019082-0.0013196i,-8.8414e-05-0.0015081i,-0.00044412-0.00071846i,-0.0011936-0.00041995i,-0.0014291-0.0004787i,-0.00044356-0.00040353i,0.00028588-0.00054138i,0.00055337-0.00059071i,0.00065605-0.00027645i,4.6042e-05-8.5623e-05i
-0.0036721+0.0030008i,-0.0019919+0.0030459i,-0.00071178+0.0027713i,0.0017637+0.0013318i,0.0035617+0.00016893i,0.001918-0.00021095i,-0.00038577-0.00014003i,7.223e-05+0.00060217i,0.0004228+0.00067639i,-0.0006805+0.0007903i,-0.0010244+0.00079119i,-0.00097932+0.00029471i,-0.0011703-0.00012819i,-0.00066434-0.0004496i,0.00037939+8.2995e-05i,0.00039148+0.00052254i,-0.00018909-3.3484e-05i,-0.00026021-0.00019592i,-0.00054956+0.00013117i,-0.00071471-0.00012698i,-0.00017961+0.00015211i,-0.00020163+0.00023297i,-0.00072703-0.00015356i
0.0021931+0.0003858i,0.0023064+0.0015274i,0.0026384+0.00022499i,0.0019066-0.0012194i,0.00030683-0.00065293i,-0.00028124+0.00083882i,-0.00031411+0.0020019i,-1.5316e-05+0.0026158i,-0.00045798+0.0016751i,-0.00086244+0.00054505i,-0.00059474+0.00067629i,-0.00036636+0.0015859i,0.00019674+0.0019227i,0.00040769+0.0010523i,-0.0004845+0.0008582i,-0.00084103+0.00039062i,0.0003017-0.00035181i,0.0005927-6.8761e-05i,-9.0029e-05+0.00025747i,-3.1968e-05-0.0003886i,0.00021075-0.00033811i,-0.00068796+0.00024139i,-0.00057584+0.00022196i
0.00016602+0.0015707i,0.0017396+0.0011839i,0.0029553+0.0010728i,0.0034462+0.00039857i,0.0026384-0.00087996i,0.00047871-0.0015241i,-0.00016761-0.00034684i,0.0001712+0.00086218i,0.00046328+0.0008518i,0.00027625+0.0006067i,-4.4435e-05+0.0010238i,0.00024708+0.00086816i,0.0009245+0.00071053i,0.00048411+0.0005513i,-0.00011556+0.00021457i,0.00030729-3.2235e-05i,0.00084399-0.00010181i,0.00079109+1.4421e-05i,0.00053025+0.00037362i,0.00026518+0.0010027i,6.3889e-05+0.00096677i,-0.00053246+0.00063186i,-0.000869+0.00051969i
0.0021553-0.00043958i,0.0032876-0.00015167i,0.002271-0.0019467i,0.0013639-0.0029153i,0.00042554-0.0020558i,-0.0004161+0.00015148i,-0.0010498+0.0025815i,-0.0012472+0.0027847i,-0.00033186+0.001466i,-1.2896e-05+0.0011402i,-4.272e-05+0.0013883i,0.0015662+0.00057516i,0.0020495+0.00033098i,0.00044251-0.00034845i,-4.3095e-05-0.0011517i,0.00073275-0.00014486i,0.001144+0.00059103i,0.00063281+0.00013706i,0.00051993+5.1276e-05i,0.0010291-0.00015238i,0.00067255-7.2733e-05i,0.00016612-0.00046635i,0.00055316-0.00094257i
