-0.0012308+0.00073371i,-0.00015385+0.00095056i,-0.0011117+0.00063303i,-0.00044008-0.00032621i,-0.00073209-0.00072994i,-0.00047776+0.00034998i,0.00074623+0.00158i,0.00040706+0.0013549i,0.0012534+0.00080138i,0.0020409+0.00083261i,0.00069705+0.0001743i,0.00012437-0.00083953i,0.00055209-0.00055644i,-5.0876e-05+0.00023447i,-0.00057359+0.00042427i,-0.00027406+0.00057784i,7.3747e-05+0.0007268i,0.00028708+0.000394i,0.00015249+0.00022447i,0.00020304+0.00019131i,0.00077701-0.00060893i,0.00095507-0.00068592i,0.0005042+0.00026487i
-0.0021799-0.00032328i,-0.00258-0.00076292i,-0.0027535-0.0011894i,-0.0015253-0.0011473i,0.00011146-0.00047049i,0.00059079+0.00031243i,0.00098669+0.00074609i,0.0013426+0.00030042i,0.00092572+0.00075885i,0.00096613+0.0014548i,0.00083317+0.0005014i,0.00030594+7.8392e-05i,0.00037034+0.00034656i,0.000292+0.00029805i,-0.00034+0.00043403i,-0.0010761+0.00017503i,-0.00040061+3.2263e-05i,0.00046199+0.00056723i,0.00063364+0.0011575i,0.00059553+0.00082715i,0.00098627-0.0002719i,0.0013304-0.0008668i,0.00048165-0.0013353i
-0.00067259-0.00017415i,9.1438e-05-0.00030276i,0.00055881-2.8325e-05i,0.00031518+9.9048e-05i,-0.00017608+0.00038661i,-0.0011994+0.000435i,-0.0010927+0.00042136i,-0.00024093+0.00070729i,0.00063146+0.00042067i,0.001578+0.00014831i,0.00068342-0.00024017i,-0.0004672-0.00041436i,0.00022322+0.00014502i,0.00071937-0.00016963i,-2.7551e-05-0.00060552i,-0.00017084-0.00036845i,0.00036637+0.00043702i,0.00040294+0.00056584i,0.00023524+4.0948e-05i,0.000347-0.00046512i,0.00026349-0.0005669i,-4.5027e-05-0.00017016i,-5.2753e-05-0.00035021i
0.00024516-0.0027725i,0.00010961-0.0036121i,0.00027768-0.0034119i,0.00078993-0.0028719i,0.00057685-0.0016201i,-7.042e-05-0.00052653i,0.00089533+3.1613e-05i,0.0013565+0.00034674i,0.0010168+6.2701e-06i,0.00058499+5.1928e-05i,0.00015963-0.00011972i,-0.00032214-0.00027799i,-0.00085953-0.00044091i,-0.00046343-0.00059656i,-0.00040202+1.8412e-05i,5.9291e-05+0.0007252i,0.00035499+0.00048927i,9.4454e-05+0.00017185i,-0.00016877+0.00018086i,-0.00066971-0.0001305i,7.1216e-05-0.0010779i,0.0011659-0.0017023i,0.0013013-0.0011024i
-0.0018744+0.00044504i,-0.00097898+0.00011505i,0.0014805+0.00025078i,0.0021617+0.00024907i,0.0012925+0.00033232i,0.00098792-0.00012195i,0.00077471+5.3698e-05i,0.00081429+0.0001313i,0.00075396-9.5551e-05i,0.0010263+0.00018495i,0.0011583+3.7031e-05i,0.0004448-0.00014457i,0.00063542-8.9389e-05i,0.00097275-0.00011206i,0.00074729-0.00024679i,0.00056266-0.00026354i,0.00055265-0.00013318i,-0.00019766+0.00018095i,-0.00054753+5.0158e-05i,-0.00048221+4.8598e-05i,0.00042876+6.9781e-06i,0.0016498+0.0001191i,0.0010947+0.00053741i
0.00035843-0.00083769i,0.00068958-0.00014811i,0.00066284-0.0013462i,0.00054389-0.003348i,-0.00068092-0.0031331i,-0.0013824-0.0016033i,-0.0004284-0.00081841i,0.00021406-0.0007018i,0.00024657-0.00042357i,-5.9273e-05+1.6219e-05i,-0.00070513+3.9724e-06i,-0.00037525+5.6319e-05i,0.00038675+0.00024974i,0.00019419+0.00032931i,-0.00036791-0.0002867i,7.4984e-05-0.00042648i,-0.00024548+0.00010312i,-0.00044158-4.751e-05i,-2.2465e-05+3.8119e-05i,0.00058906+3.6187e-05i,0.00074153-0.00040091i,0.00030911-0.00031015i,0.00018174+0.00019426i
0.00019003+0.00079204i,0.00072152+0.001115i,0.0018832+0.0011956i,0.0014757+0.00049377i,0.00066926+1.5434e-05i,-0.00039085-3.2826e-05i,-0.00024289+0.00018972i,0.00035928+0.0001613i,0.00063959+0.00052955i,0.00055408+0.00055933i,-9.1669e-05+0.00020524i,-0.00073739-0.00060366i,-0.00019405-0.0012244i,0.0011952-0.0010578i,0.001375-0.0001151i,0.0008384+0.00075349i,0.00068778+0.00070506i,0.00077267+0.00052421i,0.0011119-0.00038324i,0.0014238-0.0016732i,0.0017176-0.0010833i,0.0013833+4.062e-05i,0.00095009-7.9352e-05i
0.0015045+0.0010712i,0.0022439+0.00019987i,0.0028726-0.00016571i,0.0022017-0.0011589i,0.0014024-0.00074522i,0.00079238-0.00025327i,0.00058383-0.00047762i,0.00043247-0.00010701i,0.00020183+0.00029826i,0.00015408+0.00038932i,0.00041714-0.0003177i,0.00089417-0.00092154i,0.00096876-0.0009087i,0.00030254-0.00070961i,-0.0004457-0.00025147i,-0.00072785-0.00011277i,-0.0010633-0.0004833i,-0.00059948-0.00085239i,3.3274e-05-0.00051509i,-0.00072197-4.6363e-05i,-0.0011272-0.00011986i,-0.00032356+5.8874e-05i,0.00048557+0.00015498i
-0.0010863-0.0012496i,9.4107e-06-0.0010978i,0.00038633-0.00053441i,0.00062063-0.00052896i,0.00064145-0.0016729i,-5.7897e-05-0.0018988i,-0.00048795-0.00092674i,-0.00017448-2.9769e-05i,-0.00022706+0.00067838i,-0.00074228+0.00084141i,-0.00067307+0.00054581i,-0.00094827+0.00058411i,-0.0012921-3.1081e-05i,-0.00045752-0.00037416i,2.316e-05-5.2923e-05i,-0.00057054-0.00061963i,-0.0013202-0.00077308i,-0.0015689-9.382e-05i,-0.00094117-0.00011714i,0.0001367-2.3706e-05i,-0.00028066+0.00017937i,-0.0013989+0.00023837i,-0.00071707+8.0924e-05i
-0.00037285-0.00047128i,8.5411e-05+0.0012999i,0.0011238+0.0018692i,0.0011872+0.00016829i,0.00033537-0.0014737i,-0.00064703-0.001323i,-0.00031295+0.00012988i,9.404e-05+0.00044478i,-7.3602e-05+0.00037157i,0.0004139+2.9421e-05i,0.00089173+7.1678e-05i,0.00040213+0.00044294i,-0.00037416+0.00011331i,-0.00048349-9.1002e-05i,-0.00034373+0.00031429i,-0.0001061+0.00075726i,7.1132e-05+0.00062924i,-2.2153e-05-9.329e-05i,-0.00020172-0.00065046i,2.5893e-05-8.0904e-05i,0.00023798+0.00071346i,0.00027022+0.00064551i,0.00037536+0.00091662i
0.00049161-0.00013725i,0.00028628+0.00061894i,6.4443e-05+0.00048005i,0.00094109-0.00033149i,0.00098438-0.00051225i,0.0001027-0.00048561i,-8.3092e-05-0.00033935i,-0.00014186-5.3531e-05i,-0.00030434+0.00022916i,-0.00011026+0.00043758i,4.2675e-05+0.00018738i,-0.0002249-0.00025532i,-0.00016112-0.00024707i,0.0003726-0.00061929i,0.00039035-0.00092676i,0.00059103-0.00057i,0.00048944+0.00027889i,0.00041198+0.00019878i,0.00082961-0.00010347i,0.00020671-0.00014866i,-0.00043228+0.00035769i,-0.00044348+0.0003561i,0.00026619-0.001052i
0.00035801-0.0020133i,0.0010049-0.0023688i,0.0020833-0.0029908i,0.002306-0.0012731i,0.00085579+0.00024572i,-0.00033669+0.00051613i,0.00020336-0.00027738i,0.0015562-0.0010186i,0.0019928-0.00053667i,0.00090089-0.00061018i,-7.3498e-05-0.00032796i,-0.00016176+0.00015779i,-0.00026428+0.0004792i,-0.00053879+0.00062645i,-0.00058551+0.00022725i,-0.00035743+0.00087577i,-5.9891e-05+0.0012337i,0.00059383+0.00084166i,0.00049154+0.00019784i,-0.00011094-0.0003426i,6.7253e-05-0.00037005i,0.0001585-0.00039187i,6.2046e-05-3.6696e-05i
0.00088572-0.00014238i,0.0020202-0.00097851i,0.0023995-0.0016851i,0.0018381-0.001714i,0.001231-0.00088653i,-7.324e-05-8.3361e-05i,4.34e-05+0.00036993i,0.00097204+0.00085666i,0.0011793+0.0011296i,0.0013397+0.00055109i,0.0011741+0.00046118i,0.000795-0.00028622i,0.00093486-0.00019953i,0.00082615+0.0003151i,0.00051503+0.00038358i,0.00044323-7.5628e-05i,0.00054506-0.0007686i,-0.00011496-0.0002008i,-0.00013955-0.00038207i,4.7646e-06-0.00076275i,-0.00012931+6.1419e-06i,-3.1617e-05+0.00090223i,0.00012169+0.00071368i
0.00081302+0.00046772i,5.0119e-06+0.00032253i,0.00069262+0.0001019i,0.00086227+3.6421e-05i,0.00068501+4.6726e-05i,0.0010043+5.5903e-05i,0.00066062-0.00022324i,0.00084189-3.4803e-05i,0.00094024+0.0007343i,0.00017846+0.00057899i,0.00031097-0.00016741i,0.0009794-0.00055965i,0.0011756-0.00014087i,0.0010591+0.00016646i,0.00092648+0.00059211i,0.00080588+0.00079343i,0.0011043+0.00054786i,0.0010378+0.00058064i,4.9256e-05+0.00044617i,-0.00040643-0.00037922i,3.9455e-05+0.00017941i,0.00075564+0.00086242i,0.00066637+0.0008938i
-0.0009464-0.00070604i,-0.00099411-0.001582i,-0.00030139-0.00067828i,0.00068957+0.00015552i,0.00093311+0.00035108i,3.7719e-05+0.001004i,-0.00024786+0.00082073i,-0.00016384-2.4382e-05i,-0.00011971-0.00017866i,0.00068168+0.00034332i,0.00048264+0.00043534i,-0.00011984+0.00021253i,-0.00027278-0.00012303i,-0.00073608+0.00010536i,-0.00069709+0.00094166i,-0.00026136+0.0012743i,-0.00023524+0.00085856i,-0.00051521+0.00055626i,-0.00076193+0.00032147i,-0.00082099-2.2846e-05i,-0.00016055-0.00028494i,0.0006847-0.00055671i,0.00051988-0.00053042i
0.002461+0.00048537i,0.0024711-0.00075077i,0.0035048-0.0018747i,0.0033157-0.0032437i,0.0012007-0.0035274i,1.8049e-05-0.002123i,-0.00050126-0.00099675i,-0.00050145-0.00017783i,-0.00019151+0.00043121i,-0.00014559+0.00028006i,3.9941e-05-8.9255e-05i,0.00023888-0.00012392i,0.00051724+0.00020778i,0.00033839+0.00063551i,0.00029301-1.2876e-05i,0.00040112-0.00025374i,-0.00048538-0.00015941i,-0.00055189-0.00060616i,-0.00021861-0.0004385i,0.00015085-0.00045551i,0.00014872-0.00015395i,-0.00041161+0.00018342i,-0.00047126+0.00043704i
0.00055678-0.0004238i,-5.9958e-05-0.00039734i,-0.00051506+0.00056845i,-0.00088325+0.0015124i,-0.00015742+0.00083938i,0.00030936+0.00011298i,0.0001061+0.00017452i,0.00023305-0.00027581i,0.00020017-0.00033396i,-0.00014163-0.00046417i,-9.352e-05-0.00089437i,0.00021249-0.00045589i,0.00019697-0.00010698i,-0.00026545+3.4253e-05i,-0.00035175-6.2835e-05i,0.00029927-0.00046126i,-0.000212-0.00023639i,-0.00086355+0.00028215i,-0.00032284+0.0001677i,-1.843e-05-0.00025059i,0.00021932-4.3417e-05i,0.00036347+0.00015239i,0.00070444-0.00061081i
0.00083672-0.00022432i,0.0015032-0.0019303i,0.0016074-0.0029779i,0.00070084-0.0027918i,5.3201e-05-0.0028732i,0.00020416-0.0012427i,0.00012152+0.00038801i,-9.2195e-05+0.00014604i,0.00037037-0.00025948i,0.001006-0.00043628i,0.00043255-0.00054456i,-0.00029689-0.0011976i,-0.00022423-0.0013706i,-3.0532e-05-0.00068172i,0.00014876-0.00030859i,0.00035386-0.00054148i,0.00047742-0.00011944i,-0.00011707+0.00099854i,-0.00092578+0.00090217i,-0.0005937+0.00044929i,-3.6473e-05+0.0003366i,-0.00012643+0.00011686i,0.00017351-0.0005267i
-0.0010775+0.00049828i,-0.00033976+0.00067761i,0.00019143+0.00082465i,0.0014103+6.1501e-05i,0.0016933+5.5232e-05i,0.0010607+0.00059715i,0.00035129+0.0012548i,1.5292e-05+0.00089481i,0.00084359+0.00076648i,0.0012897+0.0012415i,0.00078714+0.00057403i,-3.8698e-05+0.00036942i,3.495e-06+0.00044269i,0.00028033-0.00023689i,-0.00013259-0.00038966i,-0.00026009+0.00035529i,3.6315e-05+0.00090188i,0.00011306+0.00023654i,-0.00010447+2.6176e-05i,0.00028814+3.4518e-05i,0.00061927-0.00052496i,0.00038454-7.532e-05i,0.00058445+0.00080268i
0.00091876-0.00068176i,0.001423-0.001076i,0.0023463+0.00010501i,0.0014016+0.00074491i,-0.000601+0.00076857i,-0.0015317+0.0014213i,-0.0012667+0.001436i,-2.1778e-06+0.0011132i,0.0006238+0.0010767i,0.00048519+0.00099688i,0.00074154+0.00056783i,0.0013837+0.0001232i,0.00079093-0.00018026i,-0.00049188-0.00034784i,-0.0004152+0.00010314i,0.00063472+0.00016772i,0.00098237+0.00023255i,0.00063187+0.00026049i,0.00074741-0.00034951i,0.00081716-0.0006223i,1.0161e-05-0.00064573i,0.0002365-0.00081569i,6.9491e-05-0.00027059i
0.00069836-0.00060299i,0.00097985-0.0017626i,0.0016762-0.0026987i,0.0024611-0.0034431i,0.0019785-0.0036317i,0.00030829-0.0025754i,-0.00059586-0.0014243i,-0.00051343-0.0010684i,-3.9484e-06-0.00086649i,0.00012189-0.0005301i,0.00030966+0.00023302i,0.00072582-0.0001556i,0.00049225-0.00099675i,-4.9162e-05-0.00084755i,-1.4846e-05-0.00067743i,0.00070891-0.00022389i,0.00025164+3.9963e-05i,-4.9967e-06-0.00021726i,0.00076373-7.6539e-05i,0.0012699+9.2222e-05i,0.0014261-3.2964e-05i,0.0010288+0.00044769i,0.00087942+0.0003738i
-0.00089396-0.00095677i,0.00035508-0.00022716i,0.0010589+0.0019216i,0.0009263+0.0018322i,0.00034452+0.00081032i,0.00044797+0.00054411i,0.0008815+0.00037282i,0.0010845+0.0003206i,0.00060986+0.00025388i,-8.7988e-05-0.000903i,-0.00018615-0.0013521i,-0.00010202-0.00083924i,-0.00058874-0.00037533i,-0.00020753-0.00024195i,4.111e-05-0.0004632i,-0.00022835-0.00012746i,0.00039877+0.0008517i,0.00041031+0.00063908i,0.00031775+0.00034863i,0.00019636+0.00059632i,-0.00054715+0.00065687i,-0.00089435+4.5107e-05i,-0.00024121-0.00056876i
0.0019513-0.00011892i,0.0030472-0.0024752i,0.0028127-0.0013372i,0.0017188-0.0015104i,-0.0001018-0.00217i,-0.00080633-0.001692i,-0.00022813-0.0011473i,6.4754e-05-0.00021777i,0.00016721+0.00025562i,5.6718e-05+3.819e-05i,-0.00067937+0.00043859i,-0.00077516+0.00047062i,0.00034272+0.0001003i,0.00014288-5.2792e-05i,-0.00053403-4.9259e-05i,-0.00069979+0.00028406i,-0.00087903+0.00085306i,-0.00021579+0.00044778i,-1.7024e-05-0.00014171i,-0.00014143-0.00052894i,0.00021688-0.00064746i,-0.0001574-0.00055516i,-0.00069382+0.00010284i
0.001535+0.00054181i,0.0010447+0.00015389i,0.0025274+0.00071447i,0.0026314+0.00030101i,0.0015939-0.00058719i,0.0012245-0.00037003i,0.00058995-0.0003691i,0.0007425-0.00018384i,0.0019358+5.3355e-05i,0.0016273-0.00027537i,0.0004443-0.00035792i,0.0001593-0.00031577i,0.00040721-0.00031428i,0.0013449-0.00041636i,0.0019459-0.00056097i,0.0013955+0.00021249i,0.0010161+0.00020828i,0.0010623-0.000374i,0.0011524-0.00048924i,0.00074787-0.00041849i,8.4737e-05-0.00018853i,0.00046516+0.00034021i,0.00084685+0.00044626i
0.00096343+0.0020184i,0.0014517+0.0018543i,0.0026607+0.001099i,0.0025797+0.00036085i,0.0017511-0.00041117i,0.00088627+0.00024414i,0.00017197+0.0012879i,0.00039597+0.00047834i,0.00041215+5.1353e-05i,0.00069007+0.00057124i,0.0010749+0.00044648i,0.00083211-0.00030162i,0.0008062-0.00038092i,0.00068429-0.00056669i,0.00040767-0.00081465i,0.00027264-0.00083217i,-0.00037077-0.00029392i,-0.0010758+0.00032353i,-0.00092414+0.00078469i,4.7107e-05+0.00079775i,0.00045059+0.0004776i,0.00040554-0.00011529i,0.0010483-0.00033202i
-0.0027198-6.6076e-05i,-0.0018897+0.00069009i,-0.0015168-0.00013558i,0.00025937-0.001156i,0.00079198-0.0013098i,0.00045545-0.00075141i,0.0012026-0.00023667i,0.0015745-0.00013578i,0.0014252+0.0004563i,0.001007+0.00054233i,0.00080246-0.00016725i,0.0008817-9.8048e-05i,0.0010851-0.00042683i,0.00058097-0.00096361i,-0.00016187-0.00072318i,-0.0003328-0.00019789i,-0.00056376+0.00013502i,-0.00038437-6.8634e-05i,0.00028823-0.00022656i,0.00073701-0.00017445i,0.00082161-1.0388e-05i,0.0009014+8.6081e-05i,0.00076086-0.00025185i
0.00073249-0.00099919i,0.0015631-0.001108i,0.0027875-0.001674i,0.0015088-0.0016958i,0.00016313-0.0011723i,-0.00072162-0.0010401i,-0.00062536-0.00054333i,0.00017171-0.00013528i,0.00084907+0.00018607i,0.0010073+9.6775e-05i,0.00088638-0.00054885i,0.00067774-0.0004693i,4.9963e-05+0.00021064i,-0.0004114+0.00039108i,-0.00010356+0.00031368i,0.00039361+0.00017583i,0.00014085-0.00060941i,-0.00031135-0.0012726i,-2.2382e-05-0.00096862i,0.0001441-0.00043481i,-0.00025873+0.00069315i,3.1954e-05+0.00090661i,0.000264+0.00021481i
-0.00079764-0.00028448i,-0.00060602-0.0011652i,-0.00023746-0.001932i,0.00090687-0.00088045i,0.001064+0.00011678i,-5.5677e-05+0.0001326i,-0.00018672+0.0002982i,5.0961e-05+0.00045372i,7.912e-05+0.00050505i,0.00023883+0.00053397i,-0.00037192+0.00050662i,-7.2287e-05+0.00039266i,0.00066248+0.00047977i,0.00069907+0.00041486i,0.00084685+0.00079138i,9.1719e-05+0.0012733i,-7.3272e-05+0.0010122i,0.00057657+0.00049587i,7.5127e-05-7.7913e-05i,-0.00047541+0.00014727i,6.508e-05+0.00036629i,0.00025478-0.00015298i,0.00039313-0.00019041i
7.6214e-05-0.00025573i,0.00021765+0.00040889i,0.00063039+0.00034804i,0.00030636+0.00036332i,-0.00023625+0.00050647i,0.00025315+0.00012203i,0.00087836-0.00012887i,0.0010312+0.00023136i,0.00098136+0.0010259i,0.0013387+0.0011998i,0.00034563+0.00028387i,-0.00095323-0.00062392i,-0.00068065-0.00050061i,0.0001932-1.2391e-05i,0.00030291+0.00015893i,-0.00025604+3.1074e-05i,0.0001319+0.00047575i,0.00094066+0.0011391i,0.00090707+0.00081042i,9.5909e-06+0.00025218i,-0.00037261+0.00015037i,-0.00036443-0.00016201i,-8.9342e-05-3.5497e-05i
0.00023785+0.00013738i,0.0002039+0.00062564i,0.00092735+0.00072938i,0.0021502+0.00015272i,0.0013796-0.0002653i,0.00036161-0.00034525i,0.00016203-2.5851e-05i,-0.00012455+0.0001519i,0.00028042+0.00029747i,0.0010119+0.00025881i,0.0011191-0.00073406i,0.00069781-0.001463i,0.00051584-0.00049219i,0.00031732+0.00024498i,-0.00030668+0.00025415i,-0.00019671-0.0002944i,0.0003146-0.00031723i,0.00021817+3.2767e-05i,-0.00069468-4.4184e-05i,-0.0011352+0.0003002i,-0.00044341+0.00028371i,0.00032044-0.00038803i,0.00097895-0.00046954i
-0.00010767+0.00060036i,0.0012154-0.00042172i,0.0023137-0.00059682i,0.0016473-0.00078066i,0.00055996-0.00063989i,0.00043191-0.00093872i,-1.3076e-05-0.0008956i,-0.00013093-0.00010424i,0.00055552+8.9963e-05i,0.0013032-5.3871e-05i,0.0011601-0.00045882i,0.00069532-0.00084098i,0.00092388-0.0010614i,0.0013525-0.000954i,0.0017358-0.00012918i,0.0011016+0.00039735i,0.00014701+0.00046295i,0.00065253+0.00023585i,0.00074864-0.00026474i,-8.9995e-05-0.00054176i,-4.3028e-05-0.0010527i,-7.2635e-05-0.00048398i,-9.9446e-05+0.00036208i
0.00014899-0.0028538i,6.945e-05-0.0017697i,0.00037705-0.0023059i,8.6708e-05-0.0024257i,-0.00021354-0.0013229i,-0.00036705-0.0010026i,0.00031257-0.00095265i,0.0004833-8.2806e-05i,-4.6008e-05-0.00016966i,-9.5638e-05-0.0013338i,-0.00044068-0.0015964i,-0.0010863-0.00064711i,-0.0013641-0.00050558i,-0.0010697-0.00080445i,-0.00048184+7.59e-05i,-9.4226e-05+0.001091i,-0.00033343+0.0016046i,-0.00080144+0.00076973i,-0.00089777-1.3786e-05i,-0.00090914-0.00024693i,-0.00056661-0.00062082i,-0.00020426-0.0002209i,-0.0001247+0.00022969i
-0.0015846-0.00064789i,-0.0012678-0.00067163i,-0.0012646-0.00032362i,-0.00044397+2.9716e-05i,-0.00026215+0.00014525i,-0.0009437+0.00016339i,-0.00085803+7.941e-05i,-0.0001771+0.0001663i,-0.00029113+0.00042614i,0.00034916+0.00054997i,0.0010236+0.00011827i,0.00019205+0.00023358i,1.8147e-05+0.00053091i,0.00096911-2.7195e-05i,0.0015531-0.00016726i,0.0005735+0.0005997i,-0.00030781+0.00056976i,-0.00033363-0.00010836i,-0.00022654-0.00055229i,-0.00019126-0.0007018i,-0.00046203-5.0251e-05i,-0.00040607+0.00051521i,7.9711e-05+0.00032861i
-0.00076412-0.00068431i,-0.00021644-0.0017087i,0.00062445-0.0021536i,0.00073044-0.0014412i,-0.00024235-0.00040313i,-0.00083101+0.00049579i,-0.00033414+0.00057387i,0.00080328+0.00039197i,0.00081095+0.00030329i,0.00086977+0.00017463i,0.00072261+0.00036164i,0.0003478+0.0007126i,0.00038967+2.269e-05i,0.00029146-0.00084749i,0.00039867-4.4611e-05i,0.00056736+0.00042667i,0.00095792+0.00041411i,0.00068376-0.00018149i,0.00027093-0.0011961i,-0.00032727-0.001367i,-0.00019252-0.00094579i,0.00034318-0.00056391i,0.00016533-0.00057753i
0.0020056-0.0015641i,0.0022011-0.0012149i,0.0036388-0.0015267i,0.0035602-0.0013157i,0.0017858-0.00073774i,0.00066417+1.6832e-05i,0.00048899+0.0002075i,0.00019442-0.00079897i,0.0002438-0.00088424i,0.00091657-0.00064376i,0.00065786-0.00061071i,0.00032326+0.0003866i,-0.00021452+0.00088783i,-0.00031068+7.3081e-05i,0.00040208-0.00065086i,0.00041991-0.00099675i,-5.9971e-05-3.0343e-05i,5.6578e-05+0.00096349i,0.00044086+0.00039901i,0.00038194-0.00022045i,0.00013717-6.3232e-05i,-0.00020137+0.00028726i,-0.0006976+0.00029199i
0.0018434+0.0026796i,0.0018868+0.0029529i,0.0027869+0.0018966i,0.002819-0.00019936i,0.0011105-0.0019207i,-0.0010944-0.001276i,-0.0012539-0.00044529i,1.5176e-05-9.2484e-05i,0.00080617+0.00031649i,0.00087143+0.00080114i,-0.00017828+0.00025293i,-0.00051157-0.00036991i,0.00034263-4.064e-05i,0.00070602-0.00045388i,0.00066558-0.00039363i,-8.1233e-05+0.00036073i,-0.0010004-5.634e-05i,-0.0012644-0.0006299i,-0.00041217-0.00054236i,0.00043111-0.00018482i,0.0010253+0.00031428i,0.00099961+0.00034968i,-8.1824e-05+0.00021771i
-0.00051503-0.0021014i,0.00021145-0.0025992i,0.00070593-0.0031246i,0.00085389-0.0017043i,0.00029717-0.00062913i,-0.0012283-0.00094874i,-0.0010977-0.001192i,0.00012236-0.00032717i,0.00074584+0.00044251i,0.00077467+0.00047693i,0.0010009-4.9665e-06i,0.00030807-0.00056214i,-0.00051192-0.00044486i,-7.9446e-05-0.00033688i,9.5417e-05-5.5445e-06i,-0.00075758+0.00012434i,-0.0011568+0.00021138i,-0.0006877+0.00047902i,0.00017562+0.00091968i,0.00028087+0.00058402i,-0.00037211+0.00011254i,-0.00063475+0.00077733i,-0.00012592+0.00098056i
0.00050945-0.001091i,0.0011079-0.00056291i,0.0013497-0.00045003i,0.0013211-0.00055222i,0.00052099-0.00022037i,-0.00042263-0.00028393i,-0.001574-0.00039422i,-0.00089461-0.00015623i,0.00012318+0.00029121i,0.00037263+0.00071647i,0.00032698+0.00052422i,-0.00015023+0.00051044i,0.00025544+0.00087259i,0.00091459+0.0013919i,0.00084305+0.0010227i,0.00070755+0.00054233i,0.00033688+0.00075454i,0.00030163+0.0012358i,0.0007041+0.0012032i,0.00080203+0.00011102i,0.00010526-0.0009519i,-7.6715e-05-0.0010875i,6.9289e-06-0.0011211i
0.0022275+0.00080179i,0.0023247+0.002043i,0.0023693+0.0023134i,0.0025768+0.00093006i,0.0015274-0.00071158i,3.6016e-05-0.00046332i,-0.00042646+0.00021267i,9.3972e-05-0.00017016i,-0.00026421+0.00016284i,-0.00070919+0.0004273i,0.00011024-0.00033376i,0.00041763-0.00028374i,0.00016301+0.00015269i,0.0010015-0.00019104i,0.00051562+3.9009e-06i,0.00012259+0.00055543i,0.00090424-8.4654e-05i,0.00091183-0.00043696i,0.0005385-0.00036474i,-0.00010971-0.00013799i,-0.00049468+8.1825e-05i,-0.00020378+0.00013067i,-0.00012529+0.00017847i
0.00046686-0.00030962i,0.00079221-0.0012636i,0.0018145-0.002828i,0.0026042-0.0037044i,0.0012906-0.0023016i,-0.00035826-0.00063664i,-0.00034994-0.0005024i,7.8589e-05-0.00093989i,0.00070018-0.00078264i,0.00056202-0.00063293i,-0.00055491-0.00012603i,-0.00081967+0.00047689i,-0.00026128+0.00024062i,0.00015382+0.00010095i,-0.00013328-2.365e-05i,-2.5869e-05-0.0002267i,0.00019545-0.00032548i,3.7535e-05+0.00030476i,0.00025522+0.00025533i,0.00080167-0.00061454i,0.0010746-0.0002654i,0.00081318-0.00013908i,3.8276e-06-0.00078216i
-0.0012273-0.0019497i,-0.0015129-0.0032732i,-0.0020242-0.0031111i,-0.0013221-0.0022113i,-0.00063413-0.0012582i,-0.00075994-8.0955e-05i,-0.0012097+1.4141e-05i,-0.0015946-0.00036877i,-0.0012761+0.00026023i,-0.00060408+0.000735i,-0.00027222+0.0004601i,-5.7506e-05+0.00035786i,-0.00036836-1.1327e-05i,-0.00080657-6.1187e-05i,-0.0006238-0.00013792i,-0.00041378-0.00014187i,1.4394e-05-0.0002507i,0.00039745-0.00053371i,0.00035562-0.0007525i,0.0001329-0.00057935i,0.00012972-0.00021983i,0.00046881+0.00012155i,0.00097153+8.3954e-05i
0.0020075-0.00024022i,0.0034357-9.2625e-05i,0.0042932-0.00054614i,0.0031268-0.0017057i,0.0015682-0.0021672i,0.00044989-0.0010339i,3.4629e-05-0.00029891i,0.00047093-0.00081346i,0.00072967-0.00041004i,0.0013239-0.00058904i,0.0011873-0.00068821i,-2.9139e-05+0.00041611i,-0.00014166+0.00016451i,-5.7832e-05-0.0010156i,-0.00019964-0.00069405i,-0.00034836+0.00014048i,0.00036054-0.00072872i,0.00082239-0.0010454i,0.00034086-0.00018119i,0.00095612+0.00062309i,0.0013724+0.00096734i,0.0014557+0.00071277i,0.0012598+0.00014557i
-0.0012265+0.0014507i,-0.0013737+0.0024908i,-0.0016449+0.0023592i,-0.00090764+0.0012836i,-0.00014089+0.00072691i,0.00060084+0.00046546i,0.00065034+0.00035882i,0.00029685+0.00048607i,0.0002261+0.00099513i,0.00012904+0.0016132i,0.00034574+0.0018442i,0.00027467+0.0012963i,0.00037899+0.00068236i,0.00059176+0.00051748i,-0.00020214+0.00014425i,-0.00020494-0.00017765i,0.00031027+0.0002424i,6.02e-05+0.00021542i,-0.00011471-0.00094778i,-0.00013503-0.0013615i,0.00010137-0.0010371i,0.00052044-0.0014547i,0.00046838-0.0012455i
-0.00011355+0.0012105i,0.00075711+0.00092801i,0.001135+0.00042284i,0.0015476+0.00012619i,0.0023867-0.0015267i,0.0013391-0.0016711i,-1.1355e-07-0.00076028i,0.00060141-0.00041157i,0.00080265+0.0001577i,0.00037977-0.00015653i,0.00045968-0.00062634i,0.00070035-0.00064736i,0.00090648-0.00018326i,-1.6084e-05+3.0643e-05i,-0.00093556+2.0295e-06i,-0.0016552+7.4315e-05i,-0.0016622-0.00028133i,-0.001406-0.00084558i,-0.00102-0.00018114i,-6.2743e-05+0.00069001i,0.00028013+0.0004561i,0.00037123+0.00012608i,0.00042591+0.00017589i
