-0.0029725+0.00049693i,-0.0019559+0.0010825i,-0.0018738+0.00020403i,-0.0016992-1.3868e-05i,-0.0010424+0.00054929i,-0.00049601+0.0010849i,0.00014901+0.0010396i,0.00018654+0.0006351i,0.00018883+0.00026157i,0.0004519+9.0302e-05i,0.00030171+0.00034229i,3.9254e-05+0.00032163i,-0.00020058+2.7872e-05i,-0.00045244+0.00036185i,-0.00021259+0.00049861i,0.00010192+0.00011555i,-0.00040491-0.00025975i,-0.00050373-0.0001307i,-0.0001668+0.00097549i,6.1541e-05+0.00058353i,0.00058573-0.00053292i,0.00034218-0.00040924i,0.00052512+0.00021143i
0.0010698+0.00077722i,0.00048879-0.00038143i,0.00063066-0.00070583i,0.00063014+0.00023909i,0.0008367+0.00026182i,0.0011201-0.00076361i,0.0006102-0.0011157i,-2.4454e-06-0.0014484i,0.00094313-0.00075383i,0.0014764-0.00032086i,0.00039482-0.00029245i,-0.0011382-0.00026423i,-0.0015366-0.00035081i,-0.0015193+0.00033979i,-0.0013257+0.0011059i,-0.00050768+0.00046259i,0.0001742+9.7275e-06i,0.00046347+0.00019352i,2.6327e-05+0.00081978i,0.00031893+0.001206i,0.0006848+0.00038455i,9.7307e-05-0.00088213i,3.7377e-05-0.0010154i
-0.0019589-0.00065761i,-0.001512-0.0008694i,-0.0010836-1.7699e-05i,-0.00033822+0.0021501i,-0.00055873+0.0032327i,-0.00079311+0.0015764i,0.00024216-0.00050049i,0.00055238-0.0010637i,-6.5456e-05-0.0010444i,-0.00028556-0.0002351i,-0.00054336+0.00059218i,-0.00083416-0.00041268i,-0.0012545-0.0011646i,-0.001013-0.00069369i,0.00052888-0.00024732i,0.00082852+0.00014308i,-0.00033572+6.8504e-05i,-0.00057838-6.4512e-05i,-9.1685e-05-0.00019988i,0.00013861-0.00058578i,-0.00011542-0.0010384i,-0.00013397-0.0010862i,0.00051495-0.00069468i
-0.00089938+0.0030542i,-0.00012745+0.0027657i,0.0015312+0.0013486i,0.0026726+0.0011246i,0.0021648+0.0011196i,0.00078506+0.00019438i,-0.00033486-0.00042501i,-0.00063472-0.00061409i,5.6472e-05+0.00027386i,0.00056136+0.00028119i,-0.00027806-0.00079434i,-0.00031731-0.0011059i,-4.8745e-05+0.00015276i,-0.00075791+0.00092419i,-0.00080141+0.00048484i,-0.00089541+0.00034214i,-0.00057667+0.00065978i,0.00078814+0.00066089i,0.0015478+0.00060592i,0.00070883+0.00068632i,-0.00011448+0.000585i,9.2112e-05+0.00023723i,0.00088969+0.00019138i
-0.0021107+0.0011221i,-0.0025967+0.0010137i,-0.0019577-5.7692e-05i,-0.0011241-0.00085981i,-0.00031374-0.00089613i,0.00080968-0.00099201i,0.0012136-0.0011853i,0.00052056-0.0007641i,-2.1895e-05-0.00017766i,0.00010612+0.00085257i,0.00046897+0.001221i,0.00053415+0.00013531i,5.9166e-05-0.00014653i,0.00037701+0.00011416i,0.00026317+0.0002709i,-0.00057787+0.00068794i,-0.00035357+0.00073631i,0.00036898+0.00084231i,-0.00011596+0.00071253i,-0.00057059+0.00045821i,-0.00072111+0.00033141i,-0.0010485+0.00026663i,-0.001508-6.2944e-05i
-0.0024053-0.0015877i,-0.003104-0.0011189i,-0.002798+0.00012841i,-0.00063968+0.001712i,0.0010955+0.0025314i,0.0011152+0.0014083i,0.00014259-0.00051712i,-0.00056952-0.0016265i,-0.0001628-0.00090557i,0.00032605+0.00060355i,0.00035861+0.001264i,0.00041578+0.00032639i,0.00056834-0.00069182i,1.1989e-05-0.00017129i,-0.00073771+0.00032662i,-0.00071604-8.4697e-05i,-0.00032221+0.00011203i,-0.00037712+0.00063459i,0.00014536+0.00067783i,0.001012+0.0006502i,0.00086497+0.00079778i,0.00027906+0.0011715i,0.00028983+0.0008649i
0.00042111+0.0014019i,0.0014001+0.0013957i,0.0019886+0.001669i,0.0015214+0.00046919i,0.0011378-0.00048061i,0.0012906-0.00029533i,0.00076498-7.1013e-06i,-4.0588e-05+0.00018856i,0.00027335+0.00066342i,0.00080577+0.0010357i,0.00050982+0.00034914i,0.00025731-0.00054791i,0.00025566-0.00016788i,0.00052959+8.1162e-05i,0.00059831-0.00031216i,-2.8428e-05-0.00029173i,-0.00023503+0.00031748i,-8.4624e-05+0.0007279i,-9.9574e-05+0.00074365i,-0.00057085+0.00026141i,-0.00053738+0.00010516i,-0.0002001-0.00027196i,-0.0001109+4.4723e-05i
0.0029074-0.0011955i,0.0008014-0.00071716i,-0.00023234-0.0015955i,4.7311e-05-0.002337i,-0.00081978-0.0015244i,-0.0016305+0.00029069i,-0.0012544+0.00062171i,-0.00017331-0.00035194i,0.00088032-0.0003079i,0.00037951+1.9568e-05i,-0.00089164+3.2558e-05i,-0.0011475+5.3817e-05i,-0.00087901+0.00045073i,-0.00026944+0.00060425i,-0.00045982+0.00038659i,-0.00057958-0.00016283i,-7.3844e-05+0.00024184i,-0.00045886+0.00069013i,-0.0009656+0.0003566i,-0.00075041-6.3212e-05i,4.9408e-05+0.00024465i,-8.4665e-06+0.00098563i,-0.00061931+0.0013498i
0.0013935-0.00057849i,0.0015639-0.0016156i,0.0019297-0.001966i,0.0020048-0.0020447i,0.0016848-0.0017001i,0.00061806-0.00051997i,0.00049955-6.1826e-05i,0.0012642-0.00027419i,0.0010049+0.00074826i,-0.0003009+0.0013194i,-0.00062182+0.0002546i,-0.00026952-0.00066439i,-0.00054265+2.7475e-05i,-0.0008651+0.00063818i,-0.00035959+0.00070484i,0.00019909+0.00039102i,0.00074907+0.00017185i,0.00063551+0.0005301i,0.00049118+0.00058783i,-0.0001285+0.00055349i,-0.0001642+0.00024067i,0.00096132-9.1018e-05i,0.00098496-0.00010747i
0.00028718-0.0011448i,-0.00019433-0.00048296i,-0.00022115+0.00059485i,-7.1344e-06+0.0012593i,-1.0251e-05+0.0013841i,0.00094785+0.0007864i,0.0015086+0.00079056i,0.00053812-0.0001306i,-0.00028359-0.000822i,-0.0001958+9.876e-05i,0.00015429+0.00052782i,0.00017746+0.00016313i,0.00036206+6.7181e-05i,0.00020418+0.00042837i,-0.0006078+0.00044792i,-0.00063474+0.00061034i,-0.00025983+0.00091982i,-0.00037236+0.0012731i,-0.00054854+0.00080683i,-3.5239e-05+0.00021125i,-0.00014769+0.00015145i,-0.00053742-0.0002398i,-0.00035784+0.00010273i
0.00064669-0.00063356i,0.00014827-0.0001783i,-0.00054724+0.00061843i,-0.00059794+0.0016397i,5.4603e-05+0.0013284i,0.00031999+0.00042452i,-0.00021318-0.00027166i,-0.00035586-0.001002i,-0.0004316-0.0013382i,-0.00060868-0.00056466i,-1.1628e-05+0.0008106i,0.00034041+0.00071891i,9.4071e-05-4.5496e-05i,-0.00014287-0.00034115i,-0.00047292-8.5826e-05i,-0.00041019+0.00055107i,0.00011148+0.00068939i,0.00076659+0.00066158i,0.00097032+0.00070208i,0.00077648+0.00045553i,0.00067416+0.00011916i,0.00054244+0.00030039i,0.00098265+0.0006535i
0.00013089+0.0025012i,0.00054194+0.0013399i,0.0011096+0.0013911i,0.002073+0.00083074i,0.002801+0.00052211i,0.0022816+0.00026874i,0.001316-0.0007265i,0.00088082-0.00098178i,3.9214e-05-0.00013512i,0.00011476+0.00022352i,0.00063338+0.00036466i,-0.00028033+0.00030191i,-0.00078714-0.00048008i,-0.00057687-0.0011926i,-0.00038754-0.001012i,-0.00013979+0.00037348i,0.00048428+0.0010228i,0.00047933+0.0010153i,0.00024544+0.00098528i,0.00079111+0.00067746i,0.00045196+0.00050571i,-0.00014452-0.00013943i,-0.00016953-7.6617e-06i
-0.0013787+0.00089808i,-0.00086351+0.0010783i,-0.00054037+0.001281i,-0.00035187+0.0015076i,0.00047402+0.0011595i,0.00142+0.00062834i,0.0014553-0.00032781i,0.00053756-0.0017447i,-0.00016864-0.0016687i,-0.0001299+0.00017148i,-0.00026234+0.0013734i,-0.00062621+0.00098958i,-0.00041805+0.00014044i,-4.0292e-06-0.00074424i,-9.2103e-05-0.00077708i,-0.00059486+0.00041604i,-0.0007309+0.0013695i,-7.0086e-05+0.00085603i,0.00069574+8.0769e-05i,0.00061571+0.00013891i,-4.0851e-05+0.00028309i,0.00010022-5.0401e-05i,0.00092607-0.00010884i
-0.0006083+0.00028559i,-0.00019983+0.00052747i,0.00065309+0.001047i,0.00035686+0.001041i,0.00047256+0.0010563i,0.00060877+2.5111e-05i,0.00061914-0.00099578i,0.00056702-0.001438i,0.00023981-0.0016349i,-0.00043799-0.00063546i,-0.00048447+0.00025882i,-0.0004016+0.0006711i,-0.00078415+0.0001922i,-0.00042669-0.00035961i,-0.00014176+0.00058573i,-0.00055157+0.0012882i,-0.0012166+0.00021274i,-0.00063997-0.00058205i,0.00031569-0.00088091i,0.00017278-0.001226i,0.00012492-0.00088858i,-0.00014665-2.3692e-05i,-0.0011489+0.0004164i
0.0031104+0.0015442i,0.00344-0.00044151i,0.0049402-0.00044162i,0.004573+0.00015167i,0.0020436-0.00038877i,0.00053787-0.001533i,-0.00013306-0.00079913i,-0.0013163-0.00013926i,-0.00032058-0.00027642i,0.0020199-0.0005114i,0.0024503+0.00017381i,0.0015127+0.00044246i,0.00016888+0.00010491i,-0.00063616+0.00021032i,-0.00050137-3.1966e-05i,-0.00034097+0.0001281i,-0.00042831+0.00075766i,-0.00040884+0.0007319i,-0.00041647+0.00030768i,-0.0004452-4.0827e-05i,-0.00025754+7.3732e-05i,-0.00043313+0.00049159i,-0.00042747+0.00031144i
-0.00033315-0.001259i,-0.00013508+0.0010693i,-0.00073014+0.0014657i,-0.00079352+0.00065542i,-0.00010238+0.00077763i,0.00061257+0.00018602i,0.00049389-0.00078135i,0.00028712-0.0013013i,0.0002153-0.0015263i,0.00085724-0.00076546i,0.00077292+0.00036669i,-0.00021515+0.00013068i,-0.00092637-0.00017448i,-0.0011369+3.0457e-05i,-0.0011867-9.4596e-05i,-0.0011861-6.0442e-05i,-0.0010525+0.00034607i,-0.00073986+0.00061851i,-0.00014554+0.00037369i,0.00051011+0.00034232i,0.00031521+0.0004743i,0.00011599+0.00027952i,0.00028731+9.5679e-05i
-0.0015702+0.0016461i,-0.00017061+0.001559i,0.00079274+0.00063564i,0.0010531+0.0011572i,0.00088888+0.0018119i,0.00026758+0.0011678i,-0.00012242+0.00038943i,4.7587e-05+5.7171e-05i,0.00075038+0.00042288i,0.0013397+0.00073068i,0.0011039+0.00023898i,0.00065283-0.00025179i,0.00063252-7.4662e-05i,0.00045298+0.00020141i,-0.00026941+0.00054599i,-0.0007707+0.0007098i,-0.00040734+0.00020378i,-0.00065728+1.895e-05i,-0.0011432-0.00035437i,-0.00060548-0.00037504i,0.00037072+0.00012235i,0.0010317+0.00051534i,0.00062849+0.00012273i
-0.00084538-0.00019823i,-0.00089646-0.00058518i,0.00014465-0.0012961i,0.0011735-0.00103i,0.00163-2.4764e-05i,0.0014401-0.00049974i,0.0011841-0.0014611i,0.00088346-0.0017734i,0.0010681-0.0013873i,0.00094542-0.00074926i,6.5045e-05-0.0001602i,-0.00025101+0.00050256i,-0.00070962+0.00034361i,-0.0007421-0.00040039i,-0.00012066+0.00022015i,0.00013446+0.0013387i,0.00079854+0.0011814i,0.00091904+0.001009i,0.00044905+0.0011456i,-0.00031331+0.00056909i,-0.00041002+0.000888i,-0.00013658+0.001357i,-0.00051344+0.00013442i
-0.00055489-0.00025579i,-0.00076773-0.00083842i,-0.00073619-0.00089838i,-0.0006401+0.00028613i,-0.00069782+0.0012017i,0.00051775+9.5334e-05i,0.0011083-0.00064808i,0.00018913-0.00071106i,-0.00061569-0.0006815i,0.00050125-0.00059496i,0.0019217-7.9587e-05i,0.00099871+0.00078755i,-0.0003416+0.00044438i,-1.6237e-06-0.00035569i,0.00053255-0.0010057i,0.00030294-0.00038349i,9.2054e-05+0.00073782i,-6.1899e-05+0.00057826i,0.00034346-0.00041276i,0.00052349-0.0010186i,-0.00011594-0.00089204i,-0.00044372-0.00057657i,-0.00041859-0.0004366i
-0.0021072-0.00015062i,-0.0018765+0.00070582i,-0.0010121+0.0016762i,-0.00040223+0.0021954i,0.00015771+0.0026142i,0.00048694+0.00193i,0.00039146-0.0002566i,-0.0001369-0.0014719i,-0.00028704-0.0005316i,9.3778e-05+0.00062191i,-7.1405e-06+0.0011416i,-2.796e-05+0.0011326i,-0.00036997+0.00029142i,-0.00096069-0.0010274i,-0.00036673-0.0006376i,-0.00072658+0.00059583i,-0.00043798+0.00096468i,0.00020731+0.00068349i,0.00017751+0.00041279i,0.00039792+0.00020038i,1.471e-06-0.00050978i,-0.00063638-0.00072452i,-0.00086562-0.00014766i
-0.0014056+1.18e-05i,-0.00072024-0.00057603i,-0.0001424-0.00015119i,-0.00047459+0.00065836i,0.00038834+0.00055243i,0.0019177+9.7937e-06i,0.0016989-0.00031935i,0.00098427-0.00048908i,0.00060216-0.00030319i,0.00029605+0.0004702i,0.00015706+0.00064998i,5.2465e-05+0.00020611i,-0.00017054-0.00032519i,-2.4548e-05-0.00033178i,9.8398e-05-0.00027703i,-0.0002564-0.00020457i,-0.00050058+0.00045076i,-0.00021075+0.00056489i,-0.00060335+0.00055852i,-0.00092433+0.00061489i,-0.0001788+0.00058167i,0.00024898+0.00033417i,7.0923e-05+0.00045105i
0.00047713+0.00054639i,0.0013492+0.00016173i,0.0011648+0.00057681i,0.0010645+0.0008168i,0.00093322+0.00060728i,0.00087763+0.00049143i,0.00086094+0.00030632i,0.00073633-0.00025404i,0.00035745-0.00025936i,-0.00048692+0.00053547i,-0.00044193+0.00096821i,-0.00031019+0.00084362i,-0.0005878+0.00021286i,-4.2228e-05+0.00031536i,0.00016057+0.00029903i,-0.0010026-3.8003e-05i,-0.0013304+0.00069644i,-0.0005669+0.001244i,-0.00040472+0.00048426i,-0.00048831-0.00060962i,-0.00045197-0.00041263i,-8.5947e-05-0.00014086i,0.00018134-0.00054518i
0.0029733-0.00057419i,0.0029513-0.00057908i,0.0012895-0.0011046i,-0.00032678-0.00036281i,0.00033835+0.00026576i,0.00077185+0.00031697i,0.00064529-0.00015616i,0.00092672-0.00038587i,0.00017443-0.00051658i,-0.00015467-0.00048365i,0.00032326+5.1578e-05i,0.00035724+0.00082077i,-0.0001318+0.0013791i,0.000199+0.0010166i,0.0005416+0.00062558i,4.2948e-05+0.00064887i,-4.0886e-05+0.00027992i,0.00027505+0.00032363i,-0.0003467+0.00086329i,-0.00052779+0.00058584i,0.00039161+7.7524e-05i,0.00055786+0.00073815i,0.00029255+0.00095343i
-0.00044554-0.00033544i,-0.0016729+0.001275i,-0.0029723+0.0016702i,-0.0030399+0.00094746i,-0.001565+0.00081546i,-0.00026592+0.001103i,-2.6269e-05-0.00027824i,-0.00022235-0.0013692i,0.00019955-0.00080549i,4.3249e-05-9.0436e-05i,-0.00066166+0.00023537i,-0.00058476+0.00050054i,-0.00024149-0.00012382i,-0.00014441-0.00071064i,-0.00015553-0.00061363i,-0.00025493-0.0011074i,-0.00032188-0.00098639i,0.00020108+0.0003712i,0.00059516+0.00032226i,0.00013686-0.00040437i,-3.7362e-05-0.00055118i,-0.00010534-0.00043975i,-2.1701e-05-0.00044333i
0.00017383+0.0025371i,0.00051146+0.00334i,0.0016541+0.0023934i,0.0020243+0.00063167i,0.0020553-0.00049477i,0.0017092-0.00076638i,0.00087703-0.00050924i,-0.0002059-0.00078445i,-0.00081016-0.00018191i,-0.00036723+0.0004493i,4.0901e-05+5.0857e-05i,0.00015248-0.00013243i,-0.00025446-0.00019083i,-0.00024696-0.00036988i,8.3042e-05+0.00018566i,-0.0001166+0.0005503i,0.00038046+0.00064486i,0.00063342+0.00070815i,-7.5606e-05+0.00058455i,-0.00066587+0.0010133i,-0.00051157+0.00088559i,-0.0005155-0.0003068i,-0.00094264-0.00077045i
0.0021601-0.0019271i,0.00093778-0.0014198i,0.00059036-0.00074651i,0.0007301+0.00018962i,9.0854e-05+0.00038248i,-0.00089099+0.00016612i,-0.00063098+0.00018323i,0.00012653-0.00025294i,0.00032114-0.00092808i,-0.0002268-0.00080782i,-0.00024824-0.00050694i,-0.00013012+7.2482e-05i,-1.3536e-05+0.00010155i,0.00036433-0.00053902i,0.00033093-0.00039595i,-2.4481e-05-4.5199e-05i,6.1951e-05+0.00014204i,0.00045586-1.4302e-05i,0.00096471-0.00067025i,0.00097329-0.00052329i,0.00089003+0.00024196i,5.5707e-05+0.00043308i,-0.00097291-3.088e-05i
-0.00078234+0.0014866i,-0.00066265+0.0023i,-0.0005079+0.0027082i,0.00041737+0.0015259i,0.0013613+0.0012682i,0.0011313+0.0014377i,0.00083656+0.00041795i,0.00054742-0.00015026i,-0.00029382+0.00013916i,-0.00032121+0.00041487i,-6.8319e-05+0.00039587i,-0.0004788+0.00064323i,-0.00062103+0.0010617i,0.00013447+0.0011069i,0.00055049+0.00050034i,-0.00011053-0.00024923i,-0.00083761-0.0008946i,-0.00031537-0.0011588i,-0.00019618-0.00077731i,-0.00060735+3.5031e-05i,-0.00035519+0.00057182i,0.00059371+0.00065254i,0.00031144+0.00031193i
-0.00040414+0.00027675i,-0.00033095+0.00064169i,0.00041618+0.0012617i,1.6681e-05+0.00054446i,-2.9983e-05+0.0003746i,0.00075109+0.00053475i,0.00088292-2.8687e-05i,0.00041928-0.00028317i,-0.00063812-0.0004136i,-0.00046859-0.00049486i,-0.00065713-0.00039732i,-0.0012587-0.00055179i,-0.00051348-0.0005207i,0.00046281-0.00033296i,6.5664e-05-0.0002388i,-0.00026012-0.00020561i,0.00036647+8.3257e-05i,0.00072531-0.00019351i,0.00031492-0.00020788i,-8.8775e-05+0.00030532i,-1.2642e-05+0.00055277i,0.0002086+0.00050587i,0.00065448-2.069e-05i
-0.0012642-0.00012634i,-0.00072379+0.00076518i,0.00035723+0.00086352i,-4.282e-05+0.00069929i,2.0299e-05+0.00057012i,0.00072061+0.00050956i,0.0004569-0.00010058i,-0.00014066-0.00049705i,-0.0011455-7.9444e-06i,-0.00082326+2.6341e-05i,0.00022623-0.00048841i,-0.00025883-0.00068048i,-0.00019037-0.00035712i,0.00045521+0.00045448i,-0.00028262+0.00023039i,-0.00012126-0.00026072i,0.00091019-0.00046324i,0.00084443-0.00067102i,0.00073183-0.00031399i,0.00061989-0.00027125i,0.00029772-0.00044824i,0.00029054-0.00045222i,0.00056189-0.0003661i
0.00072178-0.00082762i,0.00090968-0.0010126i,0.0020749-0.00036622i,0.0020846+4.9241e-05i,0.001004-6.3356e-05i,-0.00015025-0.00055563i,-0.00041958-0.0007369i,-0.00010757-0.0010191i,-8.0571e-05-0.00034424i,-0.00075633+0.00037472i,-0.0012704+7.0772e-05i,-0.0014907-7.2485e-05i,-0.00060143+0.00016842i,0.00055696+0.00015729i,0.00022-0.00065513i,-0.00040205-0.00052435i,-0.0007623+2.2818e-05i,-0.0010857+3.6771e-05i,-0.00077001+0.00027487i,0.00014651+0.00071035i,0.00051724+0.00041847i,0.00048508-0.00043305i,0.00042735-0.0010966i
-0.00086999+0.00030659i,6.0365e-05-0.00058836i,-5.6375e-05-0.0011937i,-0.00027224-0.00072198i,2.465e-05-0.00068373i,4.1828e-05-0.00061002i,-0.00031881-0.0011272i,-0.00047909-0.0021755i,-0.00014265-0.0014477i,0.00018467+9.9618e-05i,0.00030995+0.00084066i,0.00040413+0.00029137i,7.2513e-05+9.8515e-05i,-0.00040515+0.00062709i,-0.00028937+0.00056585i,0.00028611-0.00026193i,0.00049449-0.00093043i,0.00048722-6.5408e-05i,7.1885e-05+0.00062263i,-0.00020491+0.00051003i,0.00018181+9.4017e-05i,0.00016187+0.00044544i,0.00031916+0.00077477i
-0.0023723+0.0003256i,-0.0021472+0.00040781i,-0.0012209+0.0011717i,2.8621e-05+0.0020832i,0.0013279+0.0022666i,0.0014814+0.0017083i,0.00076702+0.0012546i,0.00024326+0.00050075i,4.4617e-05+0.00042435i,-0.00028428+0.00013955i,-0.00064604-0.00093316i,-4.0692e-05-0.0011503i,0.00074059-0.00052248i,0.00066071-0.0003013i,0.00060759-0.0003079i,0.00031465+0.00014071i,-1.1668e-05+0.00052734i,-0.00027573+0.00059454i,-0.00059777-0.00020332i,-0.00083464-0.00049421i,-0.0010676-0.00060288i,-0.0001347-0.0013362i,0.00097602-0.00015395i
-0.001419+0.0024282i,-0.0011977+0.0028091i,-0.0001999+0.0025504i,0.00058658+0.0015408i,0.0012288+0.00091682i,0.00082531+0.0006634i,-3.3336e-05+4.9149e-05i,-0.00057421-0.00033064i,-0.00035303-0.0002401i,0.00058474+4.8654e-06i,0.0007883-0.00065368i,-0.00060111-0.0010247i,-0.00084511-0.00076019i,4.9843e-05-0.0003094i,0.00027954-0.00025578i,0.00010097-0.00032157i,0.00017995-0.00049344i,0.00032505+6.0225e-05i,0.00016365+0.001294i,0.00032541+0.0011594i,-0.000195+0.00057049i,-0.00063409-9.5228e-05i,6.5465e-06-0.00026907i
-0.00027228-0.00019944i,8.2366e-05+0.0010828i,-0.00068098+0.0015977i,0.00029371+0.00093504i,0.001373+0.00047323i,0.0012189-0.00060944i,0.00034035-0.0012076i,-0.00016685-0.0012561i,-0.00023129-0.0011623i,0.00039918-0.00033208i,0.0016929-8.2425e-05i,0.0017469-0.00024983i,0.0011715+0.00026245i,5.3353e-05+0.00063078i,-8.9658e-05+0.0002105i,-4.5537e-05+0.00058618i,-0.00012914+0.00088081i,-0.00022272+0.00028767i,-5.9359e-05-1.876e-05i,0.0002044+7.0859e-05i,0.00044691-0.00036493i,0.00074559-0.00041303i,0.00042743+0.00013036i
0.0016905-0.0026694i,0.0018264-0.0028658i,0.002511-0.0016601i,0.001672-0.00062871i,0.0012321+0.0002173i,0.001047+7.63e-05i,0.00063216-0.00054326i,0.00046606-0.00067565i,0.00044826-0.0014242i,0.00089663-0.00094062i,0.0013665+0.00038987i,0.0018268+0.00040939i,0.0016364-9.4569e-05i,0.0013031-3.5783e-05i,0.00069756+3.4665e-06i,-0.00039225-0.00020596i,-0.00063062-0.00042281i,-0.0002549-6.8605e-05i,9.6301e-05+0.00019902i,0.00013473+0.00034532i,0.00016013+0.00090431i,0.00038824+0.00097055i,-0.00063157+0.00076525i
0.00043749-0.0022301i,-0.00055983-0.001324i,-0.001403+0.00030938i,-0.0011805+0.0012734i,-0.0006837+0.0016106i,-1.4501e-05+0.0010629i,0.00078424-0.00058583i,0.0011634-0.0012888i,0.00052115-0.0012174i,0.00049375-0.00047016i,0.00091096+0.00017414i,0.00053689-0.00046627i,6.6152e-06-0.00037522i,-0.00013263-9.6217e-05i,7.7795e-05-0.00067173i,0.00024233-0.00046171i,0.00014934+3.4344e-05i,8.0638e-05-0.00040364i,2.4084e-06-0.00065734i,0.00087959+9.9301e-05i,0.0012592+0.00014421i,0.00074302-0.00042459i,0.00033935-0.001147i
0.0015188+0.00014528i,0.00023654+0.00075066i,-0.00022033+0.00071208i,0.00032096+0.00036959i,0.00018204+0.00012389i,-4.6664e-05+0.00056848i,0.00033212+0.0012219i,0.00031693+0.0010239i,0.00059173+0.00063237i,0.00076396-0.00019565i,0.0010442-0.00038669i,0.0012343+7.9643e-05i,0.0007109+0.00017628i,0.00075541+0.00067168i,0.00093089+0.0011193i,0.00018188+0.0011858i,-0.00022026+0.0010723i,0.00026541+0.0010366i,0.00060711+0.00090933i,0.00057174+0.00041573i,0.0012213-4.5012e-05i,0.00080132+0.00066518i,-0.00019582+0.001569i
0.002903-0.00077794i,0.0017718-0.0024758i,0.001083-0.0043292i,0.00028964-0.0041145i,-0.00043932-0.0026792i,-0.00038452-0.00018696i,0.00026846+0.0010403i,0.0014695+7.0144e-05i,0.0018375-0.00011489i,0.00056634+0.0008187i,0.0003448+0.0014209i,0.0010938+0.00011704i,0.0012329-0.00065366i,0.00084094+2.3226e-05i,7.4763e-05+0.00012678i,0.00021781+0.00029817i,0.00018102+0.00050502i,0.00024688+5.1972e-06i,0.00065971+0.00039132i,0.00049871+0.00081969i,0.00020091+5.8414e-05i,0.0001008-0.00023682i,0.00027231+0.00028562i
-0.00093709-0.0011201i,-0.00091025-0.00029328i,-0.0014585+0.00045175i,-0.0016981+0.0013737i,-0.00048838+0.0022287i,0.00082318+0.0021737i,0.00066602+0.00040844i,0.00013379-0.0012646i,-8.9095e-05-0.0010598i,0.00043453+0.00021662i,0.0014612+0.00054989i,0.0016669+0.00037765i,0.00044853+0.00090755i,-0.00046839+0.00097304i,2.906e-05+0.00072341i,0.00083407+0.00074307i,0.00032501+0.0002332i,-0.0004042+0.00020728i,5.9675e-05+0.00040182i,0.00032948-0.00010346i,0.00044738+0.00025831i,0.00044319+0.0011057i,-1.8579e-06+0.00060872i
-0.0027568+0.00016914i,-0.0028489+0.0020176i,-0.0026846+0.0030439i,-0.0012142+0.0032832i,0.00056759+0.0035476i,0.00146+0.0015716i,0.00062249-0.00029725i,0.00025229-0.00028764i,-0.00040815+0.00061426i,0.00017107+0.0009642i,0.0013569+0.0011518i,0.00038858+0.0019173i,0.00011401+0.0015367i,-0.00031252+0.00041495i,-0.0011679+0.00067096i,-0.0010322+0.0012416i,-0.00074126+0.00094478i,-0.00017816+0.00034959i,5.6428e-05-0.00060838i,-0.00017207-0.00016705i,0.000366+0.00056671i,0.00097588+0.00027851i,0.00028171-0.00016789i
0.0010623-0.00056585i,0.00035594-0.0020463i,0.0011212-0.0020417i,0.0016381-0.0018056i,0.0017712-0.0012834i,0.0016313-0.00039753i,0.00075712-1.0746e-05i,9.4453e-05-0.00013904i,7.8281e-05-0.00048699i,0.00069038-0.00039122i,0.00027478-8.7876e-06i,-0.0008581+0.00062938i,-0.00074791+0.0017448i,-0.00038853+0.0015238i,0.00045546+0.00035081i,0.0010521+0.00020975i,-0.00015725+0.00029337i,-0.00033161-9.578e-05i,0.00011646-0.00026722i,-0.0001771+0.00045983i,-0.00063497+0.00086792i,-0.00076638+0.00060255i,-0.00011983+0.00053283i
-0.00017773-0.0009764i,-0.0002262-0.001039i,-0.00098185-0.00038096i,-0.0009704+4.2204e-05i,5.3699e-06+0.00019258i,0.00026569-2.651e-06i,0.00045647-0.00083517i,0.00053856-0.0016822i,-0.00042699-0.0011302i,-0.0013347+0.00067019i,-0.0014139+0.0016467i,-0.00087701+0.0011989i,0.00049063+0.0010738i,0.00054479+0.0012494i,-0.00033918+0.0010075i,-0.00029644+0.0009031i,-0.00054517+0.00065432i,-0.00031224+0.00015466i,7.5313e-06-6.047e-05i,-0.00043449-0.00028382i,-0.00044559-0.00027819i,-0.00011852-0.00012639i,-0.00050593-0.00055527i
0.0014375-0.00035987i,0.0004139-2.1846e-05i,-0.0011428-0.00015871i,-0.00073553+0.00010764i,0.00051327-9.6331e-05i,0.00042742+0.00038849i,-0.00020918+0.00074849i,-0.00020284+0.00052986i,3.6498e-05+0.00050883i,8.2565e-05+0.00069962i,0.00038165+0.00099564i,8.1995e-05+0.0011581i,-0.0004394+0.00092949i,2.2901e-05+0.0002411i,0.00052861+0.00010981i,0.00011066+6.1209e-05i,-0.000284-0.00072318i,-0.00028502-0.00079378i,-4.6978e-06-0.00014663i,0.00044076-2.7806e-05i,0.0005522+0.0001511i,5.9769e-05+0.0009073i,-0.0005171+0.00077293i
-0.0019211+0.0014582i,-0.00073625+0.0013612i,9.9701e-05+0.0004813i,0.00063239+0.00036591i,0.00076575+0.00090156i,0.00047043+0.00044107i,0.00040544-0.00035011i,0.00037102-0.00050222i,-0.00027269-1.0316e-05i,-0.00020369+0.0010251i,0.00027094+0.0014126i,0.00031985+0.00054759i,-0.00045717+4.1265e-05i,-0.00092255+4.7083e-05i,-0.0011112-0.00019581i,-0.0009824-0.00065227i,-0.00026987-9.7442e-06i,-0.00038162+0.001036i,-0.00024237+0.0013965i,-0.00012742+0.00093721i,-0.0001252+0.00020126i,4.9236e-05-0.00062094i,-0.00053344-0.00076555i
