-0.00040902-0.00080017i,-9.4945e-07-0.0017982i,0.00014147-0.001807i,-3.7672e-05-0.00084078i,-0.00091783+0.00066546i,-0.0009591+0.001626i,-0.00064151+0.0014829i,-0.0010771+0.0014411i,-0.0004376+0.0013629i,0.00094931+0.00080776i,0.0010167-0.0001676i,0.00049099-0.00073914i,0.00030682-0.0010042i,0.00030651-0.0010029i,-0.00055946-0.00025991i,-0.0012547+0.00014511i,-0.0009939+9.0675e-05i,-0.00066264-0.000445i,-0.00055317-0.00037872i,-0.00049176+0.00013266i,-6.9865e-05+0.00042174i,9.4851e-05+0.00073705i,4.6953e-05+0.00032984i
0.0020843+0.0014744i,0.0019514+0.00072042i,0.0021964-0.0012969i,0.0017378-0.0028027i,0.00031011-0.0018736i,-0.00013667+6.2809e-05i,0.00058074+0.0018005i,0.00086955+0.0024589i,0.00094136+0.0020319i,0.0008601+0.0011506i,-0.00029607+0.00071007i,-0.0011605+0.00077689i,-0.0014149+0.00023196i,-0.0018123-0.00087913i,-0.0018351-0.0016448i,-0.00083526-0.00077101i,0.00034803-6.2093e-05i,0.00092286-6.5642e-05i,0.00094852-0.00029841i,0.00067505-0.0005975i,-0.00029877-0.00066662i,-0.00097863-0.00089002i,-0.0010399-0.00054952i
0.00049591+0.0017767i,0.00098168+0.0012384i,0.0023813+0.00016267i,0.0017951-0.00084914i,0.00050719-0.00115i,0.00042845-0.00031242i,-0.00018478+0.00078249i,-0.0007384+0.0012288i,-0.00020293+0.00072598i,0.00045531+0.00023911i,0.00053016-0.00037615i,0.00042773-0.0009119i,0.0010316-0.0011386i,0.0013422-0.00078063i,0.0016194-0.00033788i,0.00084455+4.1212e-05i,-0.00071505+0.00047757i,-0.00060814+0.00075517i,-0.00035385+0.00072959i,-0.00095637+0.0005618i,-0.00096757+0.00067003i,-0.00050542+0.00074381i,-0.00049746+0.00056562i
-0.00067583-0.0030021i,-0.00044633-0.003452i,-0.0010758-0.0033078i,-0.0020811-0.0027235i,-0.0026057-0.0014135i,-0.0023554+0.00066051i,-0.00086093+0.0022524i,0.0005572+0.0030331i,0.0011904+0.0024187i,0.0013184+0.0010045i,0.0011719+0.00016748i,0.00048987-0.00014413i,0.00063927+0.00033451i,-2.2682e-05+0.0010529i,-0.0017035+0.00068049i,-0.0013353+0.00030303i,3.8324e-05+0.00027779i,0.00010336+0.00045556i,0.0002409+0.00050579i,0.00050147+0.00020547i,0.00039707-0.00030457i,2.2042e-05-0.00053201i,-0.00055848-0.00086933i
-0.0006806-0.0029249i,0.0013138-0.0037794i,0.0015597-0.0048039i,0.00030956-0.0040261i,-0.00046925-0.00054088i,-0.00067263+0.0021396i,0.00037481+0.002368i,0.0013498+0.002162i,0.00079012+0.0016649i,0.00056889+0.00036854i,0.0010438-0.00060952i,0.00079624-0.00058094i,6.1988e-05-0.00045357i,0.00016364-0.0014318i,0.00084093-0.0024565i,0.00042389-0.0015385i,-0.00093881-0.00028998i,-0.0012343+0.000348i,-0.00030189+8.7721e-05i,0.00014646-0.00019291i,0.00050765+0.0002262i,0.00091409+0.0002706i,0.00059148-0.00013282i
0.0003392+0.0032608i,0.0017449+0.0018814i,0.0030734+0.00069171i,0.0031034-0.0010594i,0.0015666-0.0019899i,0.00026231-0.00099721i,-0.00050639+0.00054734i,-0.00046762+0.0012753i,2.2021e-05+0.0017138i,7.1079e-05+0.00079143i,-0.00029567-0.0005072i,-0.0008983-0.00034908i,-0.00094313+0.00064204i,-0.00094831+0.00086943i,-0.000551+0.00067709i,-0.00011117+0.00067482i,0.00036524+0.00067635i,0.00052837+0.00012281i,6.1919e-07-0.00024251i,-0.00022122-0.00035557i,0.00023408-0.0002355i,9.2867e-05+0.0002349i,-0.00029393+0.00046088i
-0.0020695+3.2656e-05i,-0.0024532-0.0019727i,-0.0009888-0.0025725i,0.0005566-0.0019739i,0.00016067-0.0002523i,0.00013017+0.0014717i,0.00049766+0.0013527i,0.00070495+0.0009312i,0.00066934+0.0014278i,8.7952e-05+0.0010651i,4.6699e-05-0.00037257i,-0.00021206-0.001387i,-0.00013512-0.0011633i,-5.9599e-05-0.00061139i,-0.00022329-0.00078505i,-0.00055071-0.00044392i,-0.0011582+0.0010766i,-0.00085573+0.0012981i,-0.00069852-6.4435e-05i,-0.0014148-0.00078956i,-0.001712-0.00054657i,-0.0011903-0.0005561i,-0.00035931+0.00011614i
-0.00089538+0.0014832i,0.00018893-2.5248e-05i,0.0019554-0.001285i,0.0022873-0.0023217i,0.0010952-0.0016309i,5.1506e-06-0.0002949i,-0.00036417+0.00083466i,-0.0002071+0.0016948i,0.00083449+0.001395i,0.00092064+0.00056965i,-0.00046247-0.00050012i,-0.00092483-0.00060274i,-0.0014231+0.00041776i,-0.0018841+0.00061691i,-0.0012562-0.00017225i,-0.00059225-0.00010704i,-0.00062335+0.0010007i,-0.00028183+0.00095037i,0.00018626+0.00038251i,-8.4799e-05+6.4871e-05i,-0.00044058-0.00026471i,0.00019234-0.000763i,0.00066567-0.00095611i
-0.00086874+0.00029977i,-0.00050609-0.0015699i,0.00062147-0.003046i,0.0008646-0.0033474i,0.00043644-0.001356i,-0.00019104+0.0015237i,-0.00031207+0.0026598i,-0.00071662+0.0035615i,-0.00079388+0.0034586i,2.2646e-05+0.0017264i,0.00032369+0.00036623i,0.00022029-0.00083546i,0.00013614-0.0014614i,0.00017137-0.0019056i,0.00087216-0.0019645i,0.00096026-0.0013927i,-8.754e-05-0.00070027i,-0.00011114-0.00028816i,0.00032071+9.3076e-05i,-0.00013226+0.00030813i,-3.796e-05+0.00048498i,0.00064955+0.00029837i,0.0012173+0.00039952i
0.0017616-0.0007133i,0.0027769-0.0018376i,0.0031574-0.0031883i,0.0022186-0.0039431i,0.0011484-0.0024974i,0.00029831-0.00079448i,0.00016892+0.00027653i,0.00050796+0.0015568i,0.00020594+0.0013679i,-0.00024128+9.9345e-06i,-0.00039116-0.00087479i,3.404e-05-0.00086069i,0.00041172-0.00018734i,-0.00033218+0.00074557i,-0.0012695+0.00051412i,-0.00077966+9.3981e-05i,0.00043733+0.00044564i,0.00056091+0.00070683i,0.00027253+0.00046746i,0.00015016+3.7986e-05i,-0.0003942+0.00046586i,-0.00018284+0.00061853i,0.00036479-7.4533e-05i
-0.0013207-0.00048642i,-0.00071579-0.001602i,0.00048892-0.0025563i,0.0014007-0.0018184i,0.00049626+0.00020932i,5.1254e-05+0.0012158i,-0.00041572+0.00086246i,-0.00079564+0.0013261i,-0.00026896+0.0018941i,0.00057779+0.00047373i,0.0011107-0.00046825i,0.001156-0.00034206i,0.0012635-0.00049977i,0.0015265-0.0009726i,0.0011792-0.0013945i,0.00066091-0.0010361i,0.00032634-0.00024234i,-0.00034338+0.00013863i,-0.00022626-0.00014359i,0.00017233-0.00031478i,0.0002608-0.00024869i,-2.7267e-05-0.00046584i,-0.00099058-0.0001455i
0.0002219-0.0044515i,0.0021231-0.0046546i,0.00098694-0.0041636i,-0.00076714-0.0033227i,-0.0016029-0.00029829i,-0.00058553+0.0029084i,0.00054365+0.0029554i,0.00045181+0.0016744i,0.00012158+0.00098806i,-0.0005932+0.0012226i,-0.00065952+0.00092759i,0.0005033+0.00037814i,0.00083183+7.9146e-05i,-0.00029448-0.00050926i,-0.00057129-0.00020277i,-0.00036793+0.00045724i,-0.00061998+0.00043296i,-0.00024787+0.00043365i,0.00057904+0.00010884i,0.0006542-0.0011398i,-0.00019361-0.00099676i,-0.00054679-1.8531e-05i,-0.00025354+0.00038839i
-0.00030148+0.00021693i,0.00049625-8.2698e-05i,0.00068681-0.0011447i,0.00030911-0.0017487i,-0.00011279-0.00071196i,0.00036124+0.00090404i,0.00084164+0.0012818i,0.00029371+0.0014083i,-0.00014684+0.001862i,0.00089555+0.00097855i,0.00079993+0.00024485i,-0.00070275-3.5971e-05i,-0.001235-0.00053514i,-0.00078057-0.0013438i,-0.00015409-0.0014536i,0.00027228-0.0011341i,1.1306e-05-0.00065146i,-0.00050726+0.00029093i,-0.00059021+0.0007066i,-0.00085102+0.00069945i,-0.001186+0.00066008i,-0.0010706+0.00024949i,-0.00086068+0.00076803i
-0.00098235-0.00023656i,-0.0011745-0.0011214i,-0.0013132-0.0024914i,-0.0011477-0.0027404i,-0.0013882+0.00041346i,-0.0014654+0.0032433i,-0.0010039+0.0023878i,-0.00033306+0.0017397i,-0.0003371+0.0017634i,-0.00093675+0.0016489i,-0.00085539+0.0012229i,-0.00083715-0.00016079i,-0.0016865-0.00071921i,-0.0018491-9.6149e-05i,-0.0015858+0.00043654i,-0.0014622+0.0007437i,-0.0011275+0.00041948i,-0.0003344-0.00032842i,-0.00025775-0.00032678i,-0.00030837-0.00091968i,0.00084821-0.0013542i,0.00090461-0.00039437i,4.9334e-05-0.00018446i
0.0013094-0.00262i,0.0020111-0.0025852i,0.0026251-0.0040038i,0.0015868-0.0047413i,-0.00052984-0.0032151i,-0.00069913-0.00017445i,0.00030091+0.0017108i,0.00030887+0.0016517i,9.0748e-05+0.00085487i,0.0001991-0.00019669i,0.00023666-0.0004009i,0.00057749-1.6314e-05i,0.0016725-0.0003091i,0.0027552-0.0011834i,0.0022373-0.0023882i,0.00093861-0.0021526i,-0.00040181-0.00057986i,-0.0014402-3.2153e-05i,-0.0008283+0.0003124i,3.2671e-05+0.00021543i,0.00032798-0.00039571i,0.00035825-0.0005153i,8.51e-05-0.00047492i
0.00023622-0.00013042i,0.0027314-0.001051i,0.0038192-0.0026221i,0.0022021-0.0034668i,0.00048521-0.0012608i,0.00029201+0.0016038i,-0.00048003+0.0015567i,-0.00071452+0.00047501i,0.00011702+0.00057693i,0.00027662+0.00028519i,0.00021994+0.00029986i,0.00089954+0.0010719i,0.00095451+0.00069237i,2.0822e-05+0.00077624i,-0.0010605+0.00083157i,-0.0010065+0.00044351i,-0.00048891-0.00024749i,-0.00010171-0.0014391i,-0.00029401-0.0013983i,-0.00047451-0.00064484i,-0.00041526-0.00026898i,-0.00025447+9.6572e-05i,-0.00054124+0.00044904i
-0.00062852+0.0011121i,0.000245-3.3593e-05i,0.0017102-0.0019634i,0.0020121-0.0020083i,0.0007776-1.6067e-05i,0.00054366+0.0013091i,0.00010116+0.0019108i,-0.00074621+0.0021393i,-0.00011081+0.0016473i,0.00031872+0.00084154i,-0.00058124-0.0002619i,-0.00080293-0.001063i,-0.00039472-0.0010572i,0.00017709-0.00096892i,-0.00046253-0.00072222i,-0.00053637-2.9625e-05i,0.00015414+0.00038722i,-0.00017553+0.00016704i,-0.00091468-0.00080953i,-0.0010004-0.0015711i,-0.00097398-0.00051262i,-0.00040956+0.00085452i,0.0004383+0.0014204i
-0.00041852+0.0016399i,-5.4002e-05+0.00060352i,0.0018268+0.00020402i,0.0029298-0.00072767i,0.0020475-0.0011853i,0.00081525+2.4401e-05i,0.00038489+0.0020014i,7.1341e-05+0.0025062i,6.2078e-05+0.0020841i,0.00017132+0.0014248i,0.00010641+0.00023166i,-0.00017001+0.00022161i,-0.00046889-7.893e-05i,-0.00099152-0.00037309i,-0.0011539-0.00021699i,-0.00089936+0.0003539i,-0.00019554+0.00055858i,0.00013808+0.00061868i,-6.0328e-05+0.00052822i,-0.00024457-0.00025016i,-0.00064558-0.00035676i,-0.00062847-0.00017219i,-0.00071259+6.0882e-05i
0.00093482-0.00031574i,0.00086361-0.0005239i,0.00097013-0.0025179i,0.00017373-0.0034567i,-0.0011-0.0027509i,-0.0016129+0.00034189i,-0.00045015+0.0026263i,0.000907+0.0025947i,0.0015936+0.0016952i,0.00097808-0.00013982i,0.00057299-0.0009232i,0.00065097-3.7218e-05i,0.00083732+0.00051466i,0.0011036-0.00031886i,0.000842-0.00083894i,0.00029974-0.00065035i,-0.00052551+7.7165e-05i,-0.00060397+0.00053171i,-0.00012143+0.00058572i,0.00024502+0.00013633i,-1.4914e-05-0.00012336i,0.00015405+0.00013791i,0.00031948-0.00024314i
0.0028469-0.0026188i,0.0015176-0.0038847i,0.00094396-0.0063296i,-0.00034194-0.0064359i,-0.0022008-0.0031177i,-0.0026854+0.00024023i,-0.0011296+0.0019595i,0.00026463+0.0020359i,0.00057902+0.00046942i,-0.00019311-0.00047092i,-0.0010723-0.0005528i,-0.00063365+7.7104e-05i,0.00011106+0.0010172i,-0.00018881+7.4098e-05i,-0.0004177-0.0010875i,0.00021818-0.001029i,0.0007634-0.00088295i,0.00028897-0.00047511i,-0.00020976+0.00039743i,8.6503e-05+0.00069779i,4.8939e-05+0.00044049i,0.00011523-0.00021591i,0.00011541+0.00056266i
0.0011655+0.00065624i,0.0017302+0.00034144i,0.0023491-0.0013462i,0.002164-0.0022031i,0.00040001-0.0016734i,-0.00071709-0.00011889i,-0.00055329+0.00056679i,0.0001351+0.00053247i,0.00081663+0.0010954i,0.00043579+0.0010892i,-0.00046453+9.7012e-05i,-0.0002517-0.00037547i,0.0006444-0.0003938i,0.00042531+7.2539e-05i,0.00054438-0.00030602i,0.0012586-0.0009642i,0.00060147-0.00078355i,-0.00012709-0.00023656i,-0.00064608-0.00018202i,-0.00090311-0.00053934i,-0.0009568-0.00046924i,-0.00057828-0.00041162i,-0.00027538-5.4201e-06i
0.00056647-0.00039073i,0.00039816-0.0011084i,0.00013518-0.0026334i,-5.9371e-05-0.0032596i,0.00026712-0.0012196i,0.000601+0.0011945i,0.00037078+0.0022136i,-0.00038248+0.0024426i,-6.8863e-05+0.0022156i,0.00034125+0.0011567i,-8.9678e-05+5.4126e-05i,-1.5768e-05-0.00053657i,0.00035702-0.00036242i,-0.00024575-0.00023993i,-0.0011137-0.00024768i,-0.00078375-0.00011125i,-0.00059627-0.00015081i,-0.00098202-4.5361e-05i,-0.0011033+0.00014264i,-0.00063987-7.9296e-05i,-0.00043951-0.00074595i,-0.0002269-0.00052887i,7.3978e-05-9.9999e-05i
0.00022457+0.00020296i,0.0014624-0.0013082i,0.0039386-0.0035276i,0.0036467-0.0043345i,0.00067511-0.0023448i,-0.001117+0.00039926i,-0.0011233+0.0015181i,-0.00044272+0.0015493i,0.00072249+0.001444i,0.0011505+0.00081012i,0.00053362+0.00023508i,-0.00010675-0.0003478i,-0.00026473-0.00034432i,-0.00054072-7.7972e-05i,-0.00091439+0.00018456i,-0.00062672+0.00070123i,-0.0002156+0.00035028i,0.00015601-0.00059221i,-0.00018545-0.00040303i,-0.00010775+0.00063471i,0.00035451+0.00070373i,0.00037725-7.2916e-05i,-0.00015457-6.345e-05i
0.0012542+0.00015328i,0.0016966-0.00028585i,0.0013813-0.0012717i,0.0003227-0.0016567i,-0.0005578-0.0008494i,-0.00040003+0.00047962i,9.1558e-05+0.0014425i,-6.1369e-05+0.0019673i,0.00054727+0.0018522i,0.00051951+0.0010569i,-0.00040696+0.00016487i,-0.00032067-0.00073361i,-0.00010957-0.00084761i,-0.00045627-0.00063403i,-0.0002136-0.00070553i,0.00012742-0.00076011i,0.00015806-8.5606e-05i,-7.9269e-05+0.00045332i,-0.00070001-0.00033175i,-0.00067856-0.00098464i,-0.00079803-0.00058281i,-0.0012151-0.00012002i,-0.00073546+0.00010783i
-0.00039733-0.0019131i,0.0018207-0.0018886i,0.0023526-0.003277i,0.00036444-0.0040901i,-0.0014288-0.0020518i,-0.0015236+0.00057764i,-0.0011111+0.0017718i,-0.00080509+0.0021338i,-6.6541e-05+0.0018597i,0.00041451+0.001575i,-6.7293e-05+0.0012894i,0.00032593+0.00010091i,0.001328-0.0012642i,0.0011167-0.00096478i,0.000448-6.13e-05i,-0.00027244+0.00063128i,-0.00050968+0.00076733i,-0.00027851+0.00017057i,0.00031761-0.00017903i,0.00027039+0.00017494i,-0.00028604+0.00060427i,-0.00046325+0.00050029i,-0.00052799+0.00065937i
0.0016179+0.00083686i,0.0020927-0.00037498i,0.0026203-0.00095578i,0.002172-0.0022133i,0.00027993-0.0017758i,-0.00053936-0.00033182i,2.0298e-05+0.0014982i,-0.00022457+0.0021501i,-5.9739e-05+0.0014841i,0.00023552+0.0011401i,-0.00010634+7.5335e-05i,-0.00010953-0.00028584i,-0.00012196-0.00047974i,-0.00043211+3.9647e-05i,-0.00041275+0.0006988i,-0.00031123-0.0001622i,0.00027369-0.00057308i,0.00013933-0.0010607i,-4.9652e-05-0.0013654i,0.00027974-0.00092803i,-0.00064196-0.00062212i,-0.0010652-0.00072524i,0.00028543-0.00064903i
0.0016782+0.00103i,0.00037379-0.00014673i,2.9628e-05-0.0022948i,-0.00079897-0.0029199i,-0.0016495-0.0016597i,-0.0012511+0.00024832i,-0.00019309+0.0013665i,0.0010008+0.0015144i,0.001327+0.00097136i,0.00087976-0.00042691i,0.0004578-0.0011466i,0.00062652-0.0013718i,0.00054387-0.00081864i,0.00019143-0.0011044i,-2.2135e-05-0.00053155i,-0.00010051+0.00072496i,0.00026219+0.00056404i,0.00029258+0.00027988i,-0.00081498-4.1804e-05i,-0.0012583-0.00031023i,0.00026578-0.00015019i,0.00085205+4.0786e-05i,0.00034932-0.00021977i
-0.00044413-0.00068741i,-0.00069709-0.00242i,0.00047419-0.0040423i,0.0014417-0.0032865i,0.0012814-0.00095483i,0.0012912+0.0008248i,0.001599+0.0010326i,0.0011259+0.0014219i,0.00023926+0.0017515i,0.0002297+0.00080858i,0.00022637-7.3057e-05i,-0.0005147+0.00010327i,-0.00075714+0.0003311i,-0.00024585+1.2797e-05i,0.00053947+0.00040432i,0.00081183+0.00053084i,0.00053381-0.00012814i,0.00012449+0.00024266i,-0.00012554+0.00054353i,-0.0003801-0.00012498i,-0.00034281-7.6155e-05i,-0.00041268+0.00072387i,-0.00034041+0.0006503i
-0.001148-0.001343i,0.0014103-0.0026835i,0.0037527-0.0021537i,0.0034544-0.00086999i,0.0013356+0.00026376i,-0.00058537+0.00048925i,-0.00054427+0.00037364i,0.00012393+0.00085312i,-0.00021728+0.0010117i,-0.00034473+0.00044873i,-0.00015588-0.00041464i,-0.00023178-0.00072883i,-0.00054521-0.00082035i,-0.00041593-0.0016115i,-0.00022693-0.0016789i,6.1322e-05-0.0009591i,0.00022708-0.00024569i,-0.00054344-0.00042709i,-0.00043797-0.0011973i,-6.6254e-05-0.001004i,-0.00030688-0.00066399i,-0.0008872-0.00021275i,-0.00097938+0.00037248i
-0.0010814-0.00023002i,-0.001236-0.0010207i,-0.00085079-0.0015655i,-0.00011111-0.001608i,0.00037439-0.0004199i,0.00011921+0.00097401i,-0.00010645+0.0012444i,0.00019786+0.0008843i,0.00028301+0.00076369i,0.00058737+0.00054129i,0.0010657-0.00056664i,0.0016039-0.00039929i,0.0015974+0.00059207i,0.00040708+0.00042421i,-0.00091683+0.00034018i,-0.0016284+0.00067454i,-0.0010784+0.00066169i,-0.00022125-0.0001027i,5.1891e-05-0.00018768i,0.00055205+0.00034894i,0.00041297+0.00020924i,-8.3557e-05-0.00012595i,-0.00039628-2.1611e-05i
0.0011077+0.00078938i,0.0019813-0.00035787i,0.0030797-0.0013765i,0.0017399-0.0024353i,-0.00033834-0.0013087i,-0.0005164+8.6091e-05i,0.00053908+0.0011346i,0.00095619+0.0022984i,0.0013155+0.001843i,0.001113-7.5464e-05i,0.00069603-0.00059184i,0.0012905-0.00046004i,0.00057513-0.00051047i,-0.000756-0.00078735i,-0.00020442-0.0013266i,-0.00014249-0.0008957i,-0.00031303-0.00043572i,0.00045084-0.00027469i,0.00064297-0.00016816i,8.9385e-06-0.00016528i,-9.4336e-05+0.00034623i,-3.5763e-05+0.0003791i,-0.00011033+2.4263e-05i
-0.0036407-0.0018383i,-0.0015914-5.618e-05i,-0.00061942-0.00051257i,-0.00032695-0.0014505i,6.3528e-05-0.00032018i,0.00018492+0.0011997i,0.00090652+0.0016913i,0.00083235+0.0017585i,-0.00010277+0.0016215i,0.00025763+0.00080995i,0.00048698-2.2816e-05i,9.6407e-05+0.00018065i,-0.00025981-0.00022885i,-0.00058596-0.0012742i,-0.0011277-0.00037783i,-0.00064703+0.00124i,-2.0689e-05+0.0015903i,1.4856e-05+0.001205i,0.00027129+0.00055668i,0.00045822+0.00041291i,0.00064784+0.00014539i,0.0005945-0.00026399i,0.00028534+0.00016244i
0.00037256-0.0017547i,0.001793-0.0023598i,0.0025107-0.0036425i,0.0011756-0.0022163i,-0.0014831+0.00014653i,-0.0014748+0.0012697i,-0.00080615+0.0016826i,-0.00091307+0.002047i,-0.00040451+0.0023186i,-0.00019598+0.0013607i,-1.5189e-05+0.00021989i,0.00030305+0.00038164i,6.2684e-05+0.00049814i,0.00011734-0.00084268i,0.00038138-0.0013598i,2.2846e-05-0.00050499i,-0.00037203+0.00044013i,-0.00017943+0.0010158i,-7.3568e-05+0.00086893i,0.00012197+0.00032581i,1.8362e-05+0.00017447i,-0.00037647-0.00036156i,4.3729e-05-0.00093913i
-0.00034677+0.0015101i,0.00054915+0.00076603i,0.0013808+0.0017894i,0.0015165+0.001465i,0.0013593+0.00096451i,0.0011031+0.00092996i,0.0001453+0.0013708i,-9.6709e-05+0.0022014i,0.00096211+0.001915i,0.00050198+0.001342i,-0.00087653-0.00013893i,-0.001077-0.0007886i,-0.0011251-0.00032909i,-0.0010018-0.00074857i,-0.0010002-0.00042152i,-0.0007089-0.00031164i,-0.00075868-0.00063906i,-0.00097838-0.00066299i,0.00011526-0.00078433i,0.00043294-0.00084571i,-4.5519e-05-0.00099858i,0.0003825-0.00060088i,0.00069591+0.00022017i
-9.8612e-06-0.00043258i,-5.5837e-05-0.00063638i,7.0158e-05-0.0019606i,-0.00066267-0.0029463i,-0.00072495-0.0017365i,-7.7449e-05+0.0009431i,-0.00054662+0.0017158i,-0.001473+0.0013901i,-0.001252+0.0012818i,-0.00060353+0.00054913i,-0.00077526-0.00023071i,-0.00086422-0.00050567i,-0.00040863-0.0010313i,-9.4395e-05-0.00067351i,-0.00032612+0.0001653i,-0.00045845+0.00024011i,-0.00036432+0.0001642i,-0.00077654+0.00023193i,-0.0005758-0.00021574i,0.0001762-0.00057153i,0.0010587-0.00020719i,0.00022955-2.9421e-05i,-0.00081625+0.00042322i
0.0022487+0.00075735i,0.0017749+3.6063e-05i,0.0021001-0.0026114i,0.0016631-0.0043584i,0.00058884-0.0035801i,-0.0010191-0.0013217i,-0.0011385+0.00067296i,0.00012864+0.00096474i,0.0013863+6.7642e-05i,0.0013847+0.00039959i,0.00053015+0.0005581i,-6.0702e-05+0.00040457i,5.7143e-05+7.8973e-05i,0.00011125+1.998e-05i,0.00013818-0.00020837i,0.00017072-0.00041851i,0.00021643-0.00026516i,-0.00016488-0.00054413i,-0.00026305-0.00067506i,2.2664e-05-0.00028678i,-0.00037931+0.0004133i,-0.00050092+0.00089911i,0.00037777+0.00077841i
0.00050253+0.00096049i,0.0019769-0.00036287i,0.00342-0.0014256i,0.002673-0.002203i,0.00061174-0.001607i,7.6452e-06+0.00025366i,-0.00033129+0.001188i,-0.00056682+0.0016364i,-0.00050307+0.0022764i,-0.00010076+0.0019322i,3.324e-05+0.00034193i,-0.00015728-0.00081441i,-0.00027381-0.00093677i,-0.00037595-0.00080292i,-3.1421e-05-0.00084948i,9.4336e-05-0.00034111i,-0.0001355+0.00019067i,-0.00093897-0.00024483i,-0.0011385-0.00062402i,-0.00061945+0.00013562i,-0.00028216+0.00067587i,-0.00014032+0.00076562i,-0.00056667+0.00091458i
0.00176-0.0018785i,0.0019259-0.0021573i,0.00081409-0.0042707i,0.00025298-0.004883i,-0.0012295-0.0023332i,-0.0015516+0.0010604i,0.00058728+0.0017442i,0.00084311+0.0012963i,-0.00073704+0.00076016i,-0.0014284+0.00027241i,-0.0004369+0.00048889i,0.00044868+0.00040004i,0.0010825-3.0247e-05i,0.00087713-9.6121e-06i,-0.00022021-0.00038126i,-0.0006155-0.00048052i,-0.00059407+0.00015591i,-0.0004873+0.00045883i,-0.00063329+0.00016053i,-0.00096069-8.1009e-05i,-0.00062036+0.00013904i,-0.00015398+0.0004117i,-5.7518e-05+0.00040994i
0.0012826-0.00021192i,0.0026136-0.00054933i,0.0034691-0.0018859i,0.0026136-0.0022593i,0.00082735-0.0011798i,-0.00025528+0.00041485i,-0.00055524+0.0013674i,-0.00068362+0.0017719i,-0.00036735+0.00078644i,0.00026685-0.00063494i,0.0010411-0.0011527i,0.00086498-0.0012i,0.00067623-0.0012585i,0.00071062-0.00079485i,0.00060722+7.9819e-05i,0.00075761-0.0003061i,0.00051873-0.00068298i,0.00018946-1.421e-05i,2.6178e-05-6.6451e-05i,2.9982e-05-0.00058531i,7.9322e-05-0.00090087i,0.000129-0.00075028i,6.9174e-05+0.00014057i
-8.3745e-05+0.00062905i,0.00072549+0.0001484i,0.0011462-0.00054725i,0.00085998-0.0010569i,0.00065838-0.00070688i,-0.00036228+0.00068917i,-0.0020426+0.0011464i,-0.0013317+0.00096393i,-2.841e-05+0.0010369i,-0.00024031+0.00067479i,-5.5216e-05+0.00020315i,0.00042154-0.00015276i,0.00050604-0.00064679i,0.00026682-0.00087226i,-9.9094e-05-0.00084949i,-0.0007279-0.00055855i,-0.00060824+0.0001022i,-0.00052614-4.8306e-05i,-7.8993e-05-0.00069566i,0.00031228-0.00081977i,-0.00011476-8.3635e-05i,-0.00032882+0.00068208i,-0.00062054+0.00097806i
0.0014299-0.00075047i,0.0015067-0.00235i,0.0018666-0.0033342i,0.00036768-0.0034355i,-0.0014772-0.001195i,-0.0015413+0.0017015i,-0.00059458+0.0027278i,-0.00058715+0.002275i,-0.0010039+0.0019713i,-0.0010975+0.00094057i,-0.0011624-9.5934e-05i,-0.0011464-0.00076452i,-0.00068258-0.00067265i,-0.00032524-0.00046359i,0.00041161-0.00050616i,0.00046529-0.00033976i,0.00014807-0.00074275i,0.00037672-0.00036906i,-0.00041522+0.0003539i,-0.00093561+0.00041535i,-0.00020376+0.00084733i,0.00048766+0.00084332i,0.00022844+3.6787e-05i
0.0017221+0.00077131i,0.0024009+0.00064266i,0.0030285-0.00081846i,0.002423-0.0014264i,0.0015347-0.00029952i,0.00092597-0.00023727i,0.00059944+0.00039629i,0.00034912+0.00087721i,0.00037662+0.00058615i,0.00073619+0.00059463i,0.00062688-0.00016333i,-0.0001924-0.00064885i,-0.00011382-0.00046746i,-0.00076642-0.00023767i,-0.0012118+0.00025644i,-0.00041171+0.0002174i,-0.00025983-3.1885e-05i,-0.00025461-0.00028684i,-0.00050473-0.0009633i,-0.00040912-0.00032829i,-0.00018368+0.00027718i,-0.0001827-0.00032086i,0.00019317-0.00032947i
-0.00011956-0.0003057i,-0.00078054-0.00047922i,-0.00032648-0.001658i,0.00079653-0.0031503i,-0.00054779-0.0021546i,-0.0011461+0.00035535i,-0.00059606+0.0015668i,-0.00027206+0.0015185i,0.00062975+0.00099947i,0.00096661-4.4884e-05i,0.00019733-0.00068619i,-0.00084454-0.00010906i,-0.00083774-1.9491e-06i,-0.00019468-0.00091754i,0.00026498-0.0011934i,0.00043467-0.00035904i,0.00036986-2.2353e-05i,0.00017806+0.0002848i,-0.00037386+0.00063383i,-0.00032863+0.0003899i,0.0002547+0.00022217i,0.00012287+0.00071637i,-0.00010657+0.00051404i
-0.0005852+0.0005637i,-8.2134e-05-0.0016859i,0.0023817-0.0028522i,0.0032007-0.0026608i,0.0015978-0.0016814i,-2.1771e-05-0.00037913i,-0.001094+0.0016023i,-0.001579+0.002606i,-0.0002913+0.0019134i,0.0010911+0.00049812i,0.00093814-0.00067541i,0.00070302-0.00078428i,0.00029218+8.9455e-05i,0.00017006+0.00048714i,0.00050441+0.00010475i,-3.398e-05+0.00017619i,0.00023689+0.0007462i,0.0010747+0.00069953i,0.0010025+0.00047569i,0.00079434+0.00025384i,0.00060705-0.00013688i,0.00052468-0.00054572i,-8.0808e-05-0.00065373i
