0.00014398+4.5522e-05i,-5.5141e-05-0.0010065i,-0.00086934-0.0034234i,-0.0013838-0.0051848i,-0.0020751-0.0042057i,-0.0019948-0.0017907i,-0.00070033-5.0279e-05i,0.00092437+0.0010507i,0.0013057+0.0014157i,0.00074628+0.00051513i,0.00060088+0.00026911i,0.00081057+5.3775e-05i,0.0003243+0.0005893i,-0.00026526+0.00078775i,-0.00086614-7.3907e-05i,-0.0013159-0.001054i,-0.00031103-0.0012226i,0.00030415-0.0010283i,-0.00035967-0.0006028i,-0.00044835+0.00038061i,-0.00057139+0.0014145i,-0.00084613+0.0013006i,-0.00050107+0.00036775i
0.0017373-0.0010472i,0.00017798-0.0017801i,-0.00018695-0.0021504i,0.00026473-0.0026058i,-0.00062185-0.003024i,-0.0011751-0.0018028i,-0.00046412-0.00042315i,-6.1042e-05+0.00065321i,-0.00038647+0.00094321i,-0.0004026+0.0014693i,-0.00052845+0.0024288i,-0.00063371+0.0021795i,-0.0011052+0.0016112i,-0.00064099+0.0004309i,-0.00028442-0.00033568i,-0.00054714-3.1964e-05i,-0.00068462+0.00013307i,-0.00074242-0.00012617i,-0.00013646+0.00036261i,0.00057322+0.00092391i,0.00040794+0.00084643i,-0.0003543+0.00034958i,-0.00052247-1.1609e-05i
3.7714e-05-4.7627e-05i,0.0011357+0.0002838i,0.0018953+0.0001125i,0.0026344-0.00066206i,0.002804-9.2418e-05i,0.0022457-0.00027086i,0.00098256-0.00063975i,-0.0005803-0.00041026i,-0.0010951+6.5374e-05i,-0.0012818+0.00064781i,-0.0013355+0.00035851i,-0.0012694-0.00018947i,-0.0010445+0.00052743i,-0.00099047+0.00098755i,-0.0013922-0.00011404i,-0.00047534-0.00072714i,0.00042325-0.00054425i,0.00051614-0.00078957i,0.00015124-0.00063723i,-0.00038302+0.00028843i,-0.00044185+0.00019783i,-0.00075259-0.00010451i,-0.0007195+0.00026501i
0.0018257+0.00022014i,0.0025679-0.0013097i,0.0037305-0.0022178i,0.002844-0.0031586i,0.00053578-0.0035208i,-0.00077193-0.0022731i,-0.00051475-0.0009686i,-0.00022847-0.00033359i,-0.00096696-0.00059291i,-0.0012781-0.00087071i,-0.00039268+2.9261e-05i,3.8073e-05+0.00015618i,-0.00069113-0.00061551i,-0.00070197-0.0008682i,-0.00017119-0.00030622i,0.0003882-0.00024065i,0.0007652-0.00054646i,0.00022189-0.00062291i,-0.00076493-0.00028165i,-0.00030899-6.4794e-05i,0.00056916-4.6843e-05i,0.00054426-0.00015962i,-0.00021796-0.00033809i
0.00057997-0.00072983i,4.1321e-05-0.0010126i,-0.00019859-0.0020886i,0.0002456-0.0030609i,0.00067398-0.0027354i,0.00090466-0.0012906i,-0.00011373-0.00026465i,-0.0011412-0.00065187i,-0.0009732-0.0015231i,-0.00014592-0.0011966i,0.00059259+0.00018009i,0.0009775+0.00061303i,0.0006645+0.00047433i,0.0001576+0.00074718i,0.00016908+0.00046524i,0.00015068-0.00082791i,0.00013973-0.0012139i,0.00045615-0.0011615i,0.00070771-0.00094255i,8.753e-05-1.1055e-05i,-0.00081405+0.00079026i,-0.00076533+0.0013054i,9.7969e-05+0.0010318i
-0.00053374+0.0014435i,0.0010937+0.0022579i,0.0020623+0.002269i,0.0026716+0.0013084i,0.0036443-0.00039442i,0.0026129-0.00083456i,0.0014314-0.00050468i,0.00028491+9.6415e-05i,-0.00054117+0.001012i,0.00040714+0.0016692i,0.00050476+0.0017543i,-0.00068863+0.0017193i,-0.0014376+0.0010353i,-0.0013918-0.00040132i,-0.0012771-0.0011833i,-0.0014502+0.00054671i,-0.00084959+0.0016086i,-0.00058743+0.0011427i,-2.9773e-06+0.00084391i,0.00052062+0.0001666i,0.00036441+4.8169e-05i,0.00020571+0.00048519i,-6.9283e-05+8.5859e-05i
-0.00070788-0.0020466i,-0.00080852-0.001412i,-5.9358e-05-0.0019905i,0.0012429-0.0022187i,0.00098072-0.00063113i,0.00034411+2.2865e-05i,3.0856e-05-0.00072361i,-0.00050809-0.001361i,-0.0014022-0.0006731i,-0.0013371+0.00089646i,-0.0010238+0.0012687i,-0.00077876+0.0011484i,-0.00080267+0.0014841i,-0.001112+0.00082232i,-0.00080025-0.00037379i,-0.00020652-0.00041503i,0.00017047-0.00051368i,0.00036588-0.00088662i,4.5534e-06-0.00069198i,6.163e-05+7.52e-05i,0.00047876-0.00023554i,6.064e-05-0.0013692i,-0.00011548-0.0010256i
0.00012418-0.0013131i,0.00026863-0.0013564i,-0.00020284-0.0020342i,-0.001006-0.0030059i,-0.0010986-0.0019527i,-0.0011892-0.00051037i,-0.0009134-0.00030649i,-0.0010059-0.00032408i,-0.0019638-0.0007034i,-0.0021374-0.0011326i,-0.0016859-0.00043412i,-0.0010625-0.00029167i,-0.00070397+0.00013763i,-0.00081488+0.0006158i,-0.00055369+8.443e-05i,0.00052403-0.00021931i,3.7734e-05-0.00034845i,-0.00027787-0.00015317i,0.00040371-0.00046164i,0.00079257-0.0006291i,0.0011864+0.00032946i,0.00046133+0.00059369i,-0.0010649+0.00066625i
0.0017387-0.0017855i,0.0010249-0.00063319i,0.0007247-0.00015863i,0.00041946-0.0002184i,-0.00043737+2.9781e-05i,-0.00055638+0.00029071i,-0.00060368-0.00030063i,-0.00064675-0.0015877i,-0.00034265-0.0021896i,-0.0003581-0.0016796i,-0.00053244-0.0012116i,-0.00077984-4.3253e-05i,-0.00056883+0.00069763i,0.00017672+0.00089997i,3.6603e-05+0.0005356i,-0.00042021-0.00021509i,-0.0008884-6.6922e-05i,-0.00091875+0.0005077i,-0.00094875+0.00065078i,-0.00044598+0.00014404i,0.00028891-6.9231e-05i,0.00034161-1.2241e-06i,0.00027339+0.0002174i
0.00012664-0.00017894i,0.00057784+4.9502e-05i,0.0019449-0.00039632i,0.0025096-0.0022424i,0.0019726-0.0029673i,0.0013049-0.001461i,0.00023295-0.00067375i,-0.00064657-0.00078313i,-0.00032449-7.4242e-05i,-0.00024925+0.00093103i,-0.00027503+0.0011487i,0.00013873+0.0015062i,-0.00014906+0.0021565i,-0.00044995+0.0017867i,-3.0697e-05+0.00090794i,0.00013342+6.7782e-05i,0.00035005-0.00049949i,0.0002548+0.00021491i,0.00043899+0.00066262i,0.00012453+0.00084356i,-0.00060457+0.00042333i,-0.00044552-0.0009756i,-7.4664e-05-0.00086758i
-0.00037506+0.0026813i,-0.00017201+0.00263i,0.00072013+0.0020388i,0.0010241+0.00061966i,0.00089982-0.00027187i,0.00031012-0.00043262i,1.5341e-05-0.00034594i,0.00033946+0.0002357i,0.0004134+0.0010645i,-0.0002938+0.0015396i,-0.00089061+0.0012766i,-0.0015548+0.00089245i,-0.0016991+0.00063227i,-0.0018312+0.00025043i,-0.0014677-0.00029768i,-0.00047248-0.00017604i,-0.00038098+0.00054602i,-0.00074408+0.00067071i,-0.00024003-0.00026086i,0.00027415-0.00081602i,0.00026719-0.0004878i,2.7264e-05+7.0519e-05i,0.0001143+7.2589e-05i
-0.00033792+4.3882e-05i,0.00057831+1.453e-05i,0.0013041-0.00019706i,0.0019726-0.0015669i,0.0012904-0.0022501i,0.000112-0.0012891i,-0.00048376-0.00075177i,-0.00089924-0.00082921i,-0.00092368-0.00013022i,-0.001264+2.3868e-05i,-0.0017185+3.6951e-05i,-0.0011086+0.00031821i,-0.00028738+0.00036148i,-0.00015786+0.00011963i,-0.00017134+0.00034665i,-0.00011632+0.00077801i,-0.00030855+0.0011095i,-8.9796e-05+0.00068031i,0.00017994-0.00018155i,-0.00019184-0.00032302i,0.00046444+0.00039071i,0.0010842+0.0010164i,0.00039616+0.0012635i
0.00079953-0.0014223i,0.00083581-0.00098796i,0.0006863-0.0017641i,0.00074529-0.0029708i,0.00047129-0.0019862i,-6.1061e-06-0.00082457i,-0.00011655-0.0011288i,-0.00039367-0.0022475i,-0.0010926-0.0022491i,-0.0016444-0.0015384i,-0.0017144-0.0011151i,-0.0017213-0.00033857i,-0.00092612+0.00030407i,-0.00025964-0.0005366i,-0.00037967-0.00083398i,-0.00037724-0.00059393i,0.0002373-0.00020197i,0.00049486+0.00062862i,0.00058971+0.00099064i,0.00051835+0.0010725i,-8.6462e-05+0.00051072i,-1.7831e-05-0.00046873i,0.00053505-0.00099624i
-0.00020904+0.00029227i,0.00041743+0.00065391i,0.00056933+0.00029189i,0.00090516-0.001225i,0.001241-0.0016082i,0.00076966-0.00069112i,0.00016899-0.00092788i,-0.00011167-0.0019139i,6.8347e-05-0.0020773i,0.00017896-0.0014861i,0.00016609-0.0009841i,0.00042076-0.00081772i,0.00072367-0.00016386i,0.0010435+0.0004394i,0.00058526+0.00016513i,0.00013366+0.00029773i,0.0001871+0.00089615i,0.00021597+0.0002517i,0.00036247-6.0804e-05i,0.00072825+0.00052968i,0.0007766+0.00095559i,-7.9709e-05+0.00028291i,0.00024135-0.00076624i
-0.0015497+0.00015378i,-0.00065508+0.00010482i,-4.735e-05+0.00042834i,0.00070808-0.00066097i,0.00081716-0.001353i,-9.3782e-05-0.00065382i,-0.00017362-0.00020781i,-0.00035153-0.0003933i,-0.0010358+0.00018239i,-0.00063714+0.0011427i,6.6267e-05+0.0019022i,0.00030231+0.0016238i,0.00045261+0.00075088i,0.0008926+0.00084779i,0.00047923+0.00084278i,5.8498e-05+0.00058023i,0.00076292+0.00046668i,0.00030312+0.00026221i,-0.00078315+9.4094e-05i,-0.00065415-0.00047401i,4.3415e-05-0.00059549i,0.00057261+0.00041896i,0.0002012+0.00031675i
0.00049517-0.0016428i,0.0007375-0.001236i,0.00031441-0.0017105i,-0.00032713-0.0014802i,-0.00091524-0.00070695i,-0.00031071-5.6113e-05i,0.00052864+0.00018705i,-0.00015774+0.00023937i,-0.0010086+0.00063467i,-0.001908+0.0013385i,-0.0019064+0.0019953i,-0.0011883+0.0025668i,-0.0010778+0.0021208i,-0.00022658+0.0012596i,0.0007208+0.00074443i,0.00043554+0.00015134i,-0.00011817-1.5103e-05i,-0.00036701+0.00026448i,-0.00035447+0.00024503i,-0.00059171+0.001236i,-0.00033549+0.0015933i,0.00054232+0.00034052i,0.0005669-0.00012595i
-0.00035114+4.2545e-05i,-0.00049536-0.00045536i,0.00033257+4.5017e-05i,0.001576-0.00062502i,0.0018612-0.001769i,0.0010791-0.0016574i,0.00021012-0.001114i,-0.00017833-0.00061655i,-0.0010401-0.00057624i,-0.0015235-0.00051453i,-0.0016142-0.00042117i,-0.0018839+0.00010036i,-0.0010551+0.00056907i,-0.00028285+0.00037786i,0.00040868-5.577e-05i,0.0007595+2.9066e-05i,-7.189e-05-0.00014838i,-0.00054199-0.00032324i,-0.00049524+0.00064891i,-0.00048812+0.00091431i,-0.00011052+0.00060769i,0.00020728-0.00011973i,5.9568e-05-0.00042678i
0.00093687+0.0010822i,0.00065222+0.00049697i,0.0015816-0.00091878i,0.0018257-0.0022985i,0.00099815-0.002469i,0.00047786-0.0016891i,-0.00037498-0.0010566i,-0.0009995-0.0011263i,-0.00073387-0.0012194i,-0.00043719-0.00065871i,-0.0010042-0.00056527i,-0.0021771-0.00081466i,-0.0022173-0.00052381i,-0.0015757-0.00015532i,-0.0014692-0.00028218i,-0.00070482-0.00054489i,0.00043291-0.0007074i,0.00049436-0.00063439i,-0.00021769-0.00060064i,-0.00037633-0.00036341i,0.00014702-0.00018112i,0.00027862-0.00022383i,-0.00027862-0.00080516i
-0.0001352+0.00085644i,8.6691e-05+0.00031385i,0.0013847-0.00021349i,0.00124-0.00089419i,0.00029168-0.0018183i,0.00048131-0.002005i,0.00069217-0.001407i,0.00027548-0.00070793i,0.00083318-0.00046416i,0.0011462-0.00036502i,0.0010152-0.00019519i,0.00092008-0.00020869i,0.00054244+5.2109e-05i,0.00019411+0.00028975i,0.00060112+3.4615e-05i,0.00019106+0.0004543i,-0.00052577+0.00022509i,-0.00061857-0.00019363i,-0.00050346-0.00051522i,-0.0001662-0.0011125i,-9.1164e-05-0.00064737i,-0.00040818+0.00034673i,-0.00074692+0.00036501i
-0.0015263+0.0014909i,-0.00011356+0.0020219i,0.001185+0.0020423i,0.001255+0.0010122i,0.00094853-6.8611e-05i,6.4398e-05+8.1948e-05i,-0.00021276-0.00073165i,-0.00065558-0.0012892i,-0.0012589-0.0001403i,-0.0010837+0.0012105i,-0.00063466+0.0018627i,-0.00033754+0.0016407i,2.6689e-05+0.0011965i,-1.0053e-05+0.00047399i,-0.00014082-0.00010707i,-0.00070272-0.00027503i,-0.0013645-0.00026996i,-0.00063188-0.00023239i,-0.00025181-0.00012482i,-0.00029468-0.00040814i,0.00050792-0.00052597i,0.0013081-0.00067612i,0.0011863-0.0010403i
0.0012095+0.0018216i,0.001062+0.00040012i,0.0026833-0.0018989i,0.003242-0.0029172i,0.0019028-0.0026593i,0.00071154-0.0016365i,0.00027788-0.00032843i,-0.00037054-0.00027137i,-0.00081867-0.00033311i,-0.0011607+0.00012658i,-0.0017986+0.00068484i,-0.0011846+0.0014481i,-0.00025845+0.0021148i,-4.9311e-05+0.0014959i,0.00015257+0.0010313i,-0.0001154+0.0012876i,0.00033381+0.00067835i,0.00023574-0.00020344i,-0.00042868-0.0002785i,-8.9354e-05-0.00020164i,0.00049087-0.00010659i,0.00030573+0.00065132i,-0.00061358+0.0006896i
0.0011277-0.00023071i,0.001222-0.0022405i,0.0019647-0.0036964i,0.002125-0.0037458i,0.00096038-0.0026108i,0.00014241-0.0012574i,0.00031952-0.0012465i,-8.2611e-05-0.0020694i,-0.00061651-0.0018104i,-0.0016663-0.0010149i,-0.0021938-0.00021982i,-0.0019963+0.00054838i,-0.0017678-1.5874e-05i,-0.001172-0.0004458i,-0.0010552-0.00032455i,-0.0004328-0.00022018i,0.00031815-0.0005625i,4.5269e-05-0.00077476i,-0.00050183+0.00013961i,-0.00027362+0.00038248i,-0.00049458+0.00053463i,-0.00046057+0.00075292i,0.00022152+0.00079428i
7.0278e-05+0.00094923i,0.0008413+0.001025i,0.00082487+0.00016123i,0.00043497-0.0003578i,0.00023181-0.0003639i,0.00071667-0.0001001i,0.00093516+0.00054403i,0.00067307-0.00029066i,0.00029861-0.0012645i,-0.00038257-0.0012859i,-0.001132-0.001261i,-0.0016709-0.0010416i,-0.001189-0.00025249i,-0.00017387+0.00066493i,-0.00010008+0.00078268i,-0.00037298+0.00041387i,-0.0002531+0.00015188i,-0.00026953-0.00020352i,-0.00012563-0.00046806i,-0.00033829+0.00025605i,-0.00070344+0.00043024i,-0.00031925-0.00012706i,0.00051417-5.8812e-06i
0.00021825+0.00068404i,0.0014384+0.0007221i,0.002668+1.4535e-05i,0.003964-0.0018426i,0.0036676-0.002654i,0.00050073-0.0026697i,-0.001229-0.0017908i,-0.00080211-0.0011954i,-0.0013115-6.2316e-05i,-0.0011274+0.00038668i,0.00032714-0.00010189i,0.0011213-0.0001718i,0.0014241-0.00043572i,0.00066732-0.00076375i,-7.4666e-05-0.00040402i,0.00017744+0.00031137i,0.00028171+0.00040993i,-0.00017846-0.0005221i,0.00019239-0.00095188i,0.00092569+5.7627e-05i,0.00091121+0.0011259i,0.00010758+0.00074368i,-0.00058345-1.9488e-05i
-1.5563e-06+0.00019049i,-0.00097144+0.00018263i,-0.00023534-0.0005842i,0.00098071-0.0018034i,0.00092694-0.0015535i,3.4368e-05-0.001482i,-0.00056462-0.00065315i,-0.0015275-0.00017252i,-0.0024722-0.0001082i,-0.0016673+0.0006846i,-0.00015236+0.0021947i,0.00025442+0.0030245i,0.00010195+0.0018873i,0.00011618-8.7639e-05i,-0.00018094-0.0011429i,-0.00084851-0.0013817i,-0.00063236-0.0012452i,0.00014554-0.00025134i,-3.8541e-05+0.00024057i,-0.00052592+0.00059309i,-0.00045492+0.00070947i,-0.000287+0.00021187i,8.7803e-05-0.00080121i
-0.0020687-9.4639e-05i,-0.0017754-1.6343e-06i,-0.00022568-3.7189e-05i,0.0010215-0.00030208i,0.0021284-0.0002448i,0.0019312+8.6056e-05i,0.0005804-0.00016806i,-0.00047883-0.00067295i,-0.00090618-0.0014941i,-0.0012206-0.00059859i,-0.0019907+0.0014348i,-0.0018698+0.0021182i,-0.0010154+0.00099693i,-0.00090391-0.00036084i,-0.00059096-0.00067243i,6.2997e-05-0.00076032i,0.00019942-0.00057911i,-0.00038912-0.0002367i,-0.001046+0.00029645i,-0.00082812+0.00048516i,-0.00023068+0.00023865i,8.7609e-05-7.783e-05i,0.00062042+0.00026652i
0.00016038-0.00024841i,-0.00066748+0.00058977i,-0.0015593+0.00024832i,-0.00036944-0.00124i,0.00077735-0.0021192i,0.00038992-0.0014423i,-0.00054713-0.001622i,-0.00093469-0.0017809i,-0.00018551-0.0015322i,-0.00019434-0.0017957i,-0.00048201-0.0015281i,-0.00054219-0.0002367i,-0.00056984+0.0010657i,5.6999e-05+0.00098779i,0.00032837+0.00047116i,-2.8096e-05+0.00036475i,1.9111e-05-1.0363e-05i,2.6676e-05+0.00038518i,-8.5569e-05+0.00085171i,-3.8946e-05+0.00045873i,-0.00015823+0.00099391i,3.4894e-06+0.00073398i,0.00055928-0.0003007i
-0.00023443+4.6981e-05i,-0.00019393+0.0010428i,0.00065033+0.00029067i,0.0020691+0.00047327i,0.0024087+0.0014772i,0.0019561+0.0013526i,0.0021794-0.00019886i,0.0017547-0.0010004i,0.00054743+0.00020671i,0.00020727+0.0013242i,0.00027874+0.00044686i,0.00026042-0.00058282i,0.00036266-0.00021281i,0.00045337-0.00017159i,0.0001851-0.00054986i,-0.00045105-0.00025404i,-0.00061093-0.00033591i,0.00031859-0.00058483i,0.00095228-0.00071377i,0.00093184-0.0001713i,0.00037101+0.0003846i,-0.00030784+5.0735e-06i,-0.00055377-0.00055263i
0.001023+0.0031951i,0.0015669+0.0013847i,0.0033557-0.00090538i,0.0038739-0.0029253i,0.00257-0.0037717i,0.00016877-0.0028291i,-0.00054277-0.00097042i,-0.00018946+0.00010916i,-0.00048969+0.00018226i,-4.2743e-05+0.00029452i,0.0010909+0.00028556i,0.0016936+0.00051313i,0.00087591+0.00018207i,-0.00039636-0.00012098i,-0.00039967+0.00036396i,-0.00014146+0.0006215i,-0.0003149-0.00019913i,-0.00012574-0.00083873i,-0.00032523-0.00059037i,-0.00020324+0.00026307i,0.00011412+0.00094949i,0.00019669+0.00062936i,3.8006e-05-0.00037373i
-0.0016449+0.0015227i,-0.0014145+0.0015593i,-0.00058487+0.0019725i,0.0012278+0.00025523i,0.0015733-0.0015066i,0.00084215-0.0014952i,-0.00059217-0.0012237i,-0.0015637-0.0015071i,-0.001843-0.0012854i,-0.0014442-0.00040896i,-0.00052279+0.00086866i,-0.00017169+0.0012938i,-0.00042915+0.0011051i,-0.00063881+0.00067134i,-0.00054782+0.0006395i,-0.00027712+0.0014674i,-0.00020039+0.0011215i,7.7295e-05+0.00027652i,-7.7445e-05+0.00026134i,-0.00012013-0.00024769i,0.00028239-0.00060613i,0.0003729-0.00059431i,0.00011386-0.00022002i
0.0027509+0.0005343i,0.0026643+0.00018253i,0.002446-0.00079433i,0.0018824-0.0020302i,0.00039788-0.0024662i,-0.0011167-0.0010841i,-0.00054129-0.0001645i,0.00035727-0.0011165i,7.2063e-05-0.0021014i,-0.0010991-0.0020722i,-0.0022525-3.5498e-05i,-0.0019707+0.0015408i,-0.00064227+0.0013663i,0.00022973+0.00088042i,0.00029856+0.00080314i,-5.7643e-05+0.0012496i,-0.00066913+0.00087368i,-0.00092585+2.3743e-05i,-0.00019179-1.4393e-05i,0.00045193+0.00056448i,-0.00020804+0.00075701i,-0.00031135+0.00017748i,-0.00032443-0.00052196i
-4.6023e-05+0.0021739i,0.00064927+0.0018955i,0.0017026+0.0013494i,0.0032852-7.8059e-05i,0.0038506-0.0016643i,0.0025738-0.0019024i,0.00093041-0.0011178i,-0.00024006-0.00085506i,-0.00060668-0.00063132i,-0.0011443-0.00072451i,-0.0017685-0.00028738i,-0.001914-3.407e-05i,-0.0014056+0.00035498i,-0.0009802+0.00067893i,-0.00044462+0.00054113i,0.00016517+0.00053367i,0.00047049+0.00066802i,0.00056683+0.00050717i,-4.3123e-05+0.00033634i,-0.00052118+0.00016841i,-0.00076297+0.00029485i,-0.0010454+0.00062465i,-0.0013102+0.0012461i
0.00034171-0.0020899i,0.00027642-0.0032697i,0.00070356-0.0045557i,0.0012066-0.0051277i,0.0010209-0.0039799i,-0.00048621-0.0019279i,-0.0010339-0.0015303i,-0.00095506-0.0013873i,-0.0013159-0.00056802i,-0.0013841-6.9782e-05i,-0.00071343-0.00026473i,-0.00043411-0.001304i,8.4924e-05-0.0014815i,0.00044233-0.00026476i,0.00025626-0.00019034i,0.00019445-0.0002559i,4.1858e-05+0.00028068i,5.3107e-05+0.00034541i,6.5935e-06-0.00021401i,-0.0003837-7.9612e-05i,-0.00073926+0.00011616i,-0.00026325+8.2356e-05i,-0.0001348+0.00019772i
-0.0002304-0.00050949i,-0.0012541-0.00122i,-0.0010578-0.0014172i,-8.4009e-05-0.001708i,0.00074683-0.0017108i,0.00095934-0.0010863i,-0.00016546-0.00013819i,-0.0017346-0.00053926i,-0.0021422-0.0010834i,-0.0015031-0.0001378i,-0.0005654+0.00089921i,8.5968e-05+0.0016411i,-0.00020174+0.00086163i,-0.00071883+0.0002774i,-0.00041967+0.00044301i,-0.0003408+0.00074525i,-0.00053171+0.00070064i,-0.0007867-2.3559e-05i,6.9846e-05-0.00037953i,0.00088009-0.00014864i,0.00076865+1.9095e-06i,0.00074763-0.00040628i,0.00020557-0.00027284i
-0.001122-0.001053i,1.0801e-05-0.00035599i,0.00034616+0.000686i,0.0013446+0.00077858i,0.00068326+0.0002679i,-0.00058687+0.0001082i,-0.00059763-0.00033592i,-0.00047751-0.0015406i,-0.00051345-0.0016039i,-0.0010272-3.0151e-05i,-0.0011086+0.001086i,-2.4477e-05+0.0016062i,0.00082661+0.0023222i,0.00060648+0.0016763i,-6.7945e-05+0.00082797i,-0.00015855+0.00032945i,0.00036722-0.00010458i,0.00023237+0.00024692i,-1.0845e-05+0.0001764i,-2.3171e-05-0.00024809i,0.00031694+0.00026038i,0.00046192+0.00055209i,0.0002642+0.00025696i
0.0010155-0.0018708i,0.0005882-0.0022479i,-0.00059655-0.002794i,-0.00078036-0.0032275i,-0.00027573-0.0022326i,-0.00019228-0.00057264i,0.00019464-0.00076777i,9.9893e-05-0.0013985i,-0.00090585-0.00083382i,-0.0020182-0.00015778i,-0.0022999+0.0001792i,-0.0023218+0.0010138i,-0.0017943+0.0014204i,-0.00068501+0.00050661i,-0.00024067-4.2016e-05i,-0.00072331+6.372e-05i,-0.00035584+0.00022696i,0.0002266-0.00014175i,-0.00021436-0.00057219i,-0.00038712+0.00010029i,-3.6452e-05+0.00060506i,0.00029837-0.00010571i,0.00016198-0.00058407i
-0.00052658-0.0012338i,-0.0017086-0.00058701i,-0.001629-0.0010644i,-0.0014436-0.00049958i,-0.00077197+0.00017965i,0.0011727-6.0543e-05i,0.0018608-0.0013037i,0.00057211-0.0022832i,-0.0011338-0.0022371i,-0.0018129-0.0011996i,-0.0017831-0.00087327i,-0.0014368-0.00036214i,-0.00079807+0.00061384i,-0.00070159+0.00045391i,-0.00095082-0.00058285i,-0.00074963-0.00073809i,1.9967e-05-0.00011785i,3.9478e-05+9.9985e-06i,-0.0001527+0.00047612i,5.8046e-05+0.00044826i,-0.00023322-0.0005355i,-0.0006064-0.00046131i,-0.00051243+0.00032788i
-0.00062988-0.0007572i,-0.00072255-0.0010038i,-0.00049524-0.0011318i,0.00048371-0.0014297i,0.0005151-0.0010644i,0.00036686+0.00018826i,-6.5411e-05+0.00042156i,-0.00024085-0.0007363i,-0.00036081-0.0015703i,-0.00037173-0.00062552i,0.00064759+3.4219e-05i,0.0007141-9.6296e-06i,-1.211e-06-0.00065384i,-0.0006715-0.0013488i,-0.00029334-0.00093592i,0.00055437+0.0001623i,0.00037349+0.00057753i,-0.00042799+0.00070268i,-0.00064809+0.00067346i,-0.00053123+0.00046652i,-0.000695-1.1999e-05i,1.7464e-05-3.8196e-05i,6.0757e-05-0.00024449i
-0.0020368+0.00075243i,0.00018971+0.0013383i,0.0022313+0.0014002i,0.0030767+0.00030899i,0.0020588-0.00065035i,0.0013519-0.0012066i,0.00091692-0.00089572i,-0.00013639-0.00092236i,-0.0012966-0.0011711i,-0.0012401-0.00041887i,0.00023128+0.00024176i,0.00093063+0.00092278i,0.00080605+0.0014832i,0.00070399+0.0013274i,0.00019742+0.001037i,-0.00024157+0.00082837i,-0.00023745-0.00019544i,0.00045815-0.0013263i,0.00027802-0.0017811i,-0.00045158-0.0011224i,-0.00026419-0.00038069i,0.00013514-0.00086622i,0.00037717-0.00077631i
0.0013532+0.00070413i,0.0010698-0.0002669i,0.0019823-0.0015513i,0.0028502-0.0019362i,0.0021038-0.0020603i,0.0013286-0.0011846i,0.00074515-0.00047098i,0.00021053-0.00041495i,-0.00038234-0.00066825i,-0.0015215+0.0002908i,-0.0023873+0.001595i,-0.0017218+0.0019452i,-0.0007348+0.0023648i,-0.00017735+0.0024703i,9.0421e-05+0.0018399i,8.6753e-05+0.00020036i,0.00016634-0.0017082i,0.00023126-0.0008853i,0.00016052+0.00099001i,0.00025374+0.0001521i,8.3551e-05-0.00054187i,-0.00042611-2.8226e-06i,-0.00067513-0.00025491i
-0.00088541+0.0010921i,-0.00063036+0.00032985i,0.0013579-0.0010336i,0.0023631-0.0027565i,0.0017155-0.0028639i,0.00011683-0.0019521i,-0.00012489-0.00095852i,-0.00029537+0.00021292i,-0.00044066+0.00013366i,-0.0010471-0.00049302i,-0.0016665-0.00018777i,-0.0018225+0.00093621i,-0.0017554+0.0021315i,-0.0012872+0.0018304i,-0.00043232+0.00011425i,0.00037115-0.0004898i,0.0014984+0.00027715i,0.00095037+0.00092553i,-0.00012226+0.00084249i,-0.00013757+0.0011374i,2.1125e-05+0.00096273i,0.00058522+0.00027847i,0.00017171-0.00056767i
0.0015025+0.00052671i,0.00158+0.00016062i,0.0030846+0.00028414i,0.0038572-7.388e-05i,0.0030272-0.001434i,0.0015257-0.0014809i,0.00012293-0.0007579i,-0.00024712-0.00074506i,5.8758e-06+8.3966e-06i,-0.00031325-0.00015417i,-0.00029848-0.0013702i,-0.00062639-0.0012508i,-0.0016699-0.00090698i,-0.0018157-0.00073321i,-0.00045435-4.6399e-05i,0.00014298+6.9478e-05i,-0.0002887+0.00012188i,5.3623e-05+0.00022637i,2.8675e-05+0.00014001i,-0.00026736+0.0003127i,-0.00051985+0.00039943i,-0.0005344-2.1596e-05i,0.00047563-0.00020594i
0.003003+0.0021268i,0.0024996+0.0010201i,0.0023935-0.0010469i,0.0012932-0.0022454i,-0.00033029-0.0028063i,-0.00078939-0.0018514i,-0.00042611-0.00043298i,0.00012886-0.00034682i,-5.6607e-05-0.00078707i,-0.00051956-0.00057892i,-4.7721e-05+2.8113e-05i,-3.0542e-05-0.00014079i,-0.0007443-0.00026786i,-0.00056254-0.00037013i,0.00012217+6.5557e-07i,0.0003952+0.00020427i,0.00040957-0.00029326i,9.0222e-05-0.00082512i,-0.0010526-0.00081896i,-0.0009571-0.0008384i,0.0004038-0.00068258i,0.0013965-0.00019702i,0.0010185-0.00059931i
0.00065434-0.00034707i,0.0011954-0.001447i,0.0017665-0.0017516i,0.0028538-0.0025708i,0.0032889-0.0032155i,0.0023291-0.0021668i,0.0011967-0.0012439i,0.00025216-0.0013148i,-0.00061365-0.001159i,-0.0010208+6.7422e-06i,-0.00069209+0.0014716i,0.00049645+0.0010935i,0.0017655+0.00045614i,0.001612+0.00081702i,0.00046754+0.000883i,-0.00015622+0.00040944i,-0.00020174+0.00070265i,-0.00065216+0.00085802i,-0.00059049+0.00052915i,0.00058738-0.00017397i,0.00041335-0.00044255i,-0.00025269+0.000142i,3.3615e-06-2.0308e-05i
