-0.0015854-0.0007223i,-0.00054296-0.0016227i,-0.00092438-0.0019964i,-0.0018537-0.0003546i,-0.002791+0.0021608i,-0.0023636+0.0024695i,-0.00066184+0.0018215i,1.9808e-06+0.0014847i,-9.9411e-05+0.0013694i,-0.00041052+0.00030153i,-0.00063458-0.0015951i,-0.00089423-0.0020152i,-0.00078745-0.0011692i,-0.00052196-0.00036509i,-6.9413e-05-5.6089e-05i,9.4877e-05+0.00023834i,0.00015864+0.00088631i,-0.00010497+0.00094288i,-0.00036997+9.505e-05i,-7.2658e-05-8.116e-07i,0.00027032+0.00075701i,0.00031955+0.00067212i,-0.00035005-0.00014389i
0.00059269+0.00075336i,0.0010563+0.00052159i,0.0019347-9.0011e-05i,0.00047805+7.1757e-05i,-0.0022996+0.00147i,-0.0032357+0.00199i,-0.0020718+0.002009i,-0.0019679+0.0021454i,-0.0024029+0.00082609i,-0.0022143-0.00083595i,-0.0012781-0.0012807i,-0.00054704-0.0010778i,-0.00083588-0.00038065i,-0.00025359-0.00027002i,-0.00011964-0.00011958i,-0.00058224+0.00021455i,-0.00015708+0.0003648i,0.00083413+0.00052592i,0.00064731-0.00027208i,0.00039141-0.0003735i,0.00011524+4.1706e-05i,0.00022942+8.9368e-06i,0.00058695+9.7541e-05i
0.0011148-0.0012535i,0.00090266-0.00078845i,-4.1739e-05-0.0011814i,-2.6875e-05-0.00029018i,-0.00021331+0.0021434i,0.00048024+0.0032554i,0.0025632+0.0036666i,0.0022121+0.0034661i,0.00037162+0.0026606i,-0.00028157+0.0024812i,-0.00056505+0.0019906i,-0.00018234+0.0011663i,0.00010696+0.0011062i,-0.00039807+0.0012975i,-0.00068017+0.00085787i,-0.00015039+0.00042892i,0.00067407+0.00035501i,0.00059746-0.00017304i,0.00025762-0.00062559i,-0.00033159-7.9925e-05i,-0.0006431+0.00060827i,0.00022826+0.00013669i,0.00071729-0.00076777i
-0.0026507-0.0006789i,-0.0016502+0.00067924i,-0.0011714+0.0018919i,-0.001327+0.0022191i,-0.00052693+0.0018264i,0.0018756+0.0010119i,0.0031735-0.0001286i,0.003024-0.0013403i,0.0031113-0.0011741i,0.0031561-0.00015344i,0.0024183+0.00063397i,0.0010586+0.00075915i,0.00011435+0.00012248i,0.00018594-0.00011236i,-0.00016412+8.5149e-05i,-0.001114+0.0005442i,-0.00075449+0.00071371i,-0.00030026-0.00034735i,-0.00072005-0.0011091i,-0.00026447-0.00075945i,4.0862e-05-0.0005482i,-0.00013314-0.00016092i,0.00024651+0.00020304i
0.00051026-0.0014549i,-0.00019576-0.0019i,0.00037697-0.0025123i,-0.0002142-0.0020703i,-0.0010846-0.00026466i,-0.0011742+0.00049115i,-0.00042674-0.00076274i,-9.6407e-05-0.0025586i,0.00081487-0.0034018i,0.0013289-0.0028856i,0.00085363-0.0022206i,0.00039268-0.00091741i,-0.00022038+0.00019297i,-0.00016634-0.00023022i,0.0004217-0.00049007i,0.00036602+5.8344e-07i,-0.00051156+0.00023451i,-0.0013003-0.00056028i,-0.0013393-0.0011204i,-0.00049517-0.0006839i,0.00062426-0.00074108i,0.0006627-0.0011546i,0.00012922-0.00093885i
0.0013236-0.0024875i,-0.00015207-0.0017812i,-0.0021037-0.00084781i,-0.0035704+2.1469e-05i,-0.0039551+0.00073848i,-0.0036048+0.0019101i,-0.0034799+0.0020073i,-0.0033852+0.0013473i,-0.0032067+0.00082969i,-0.0024504-0.00062274i,-0.0018217-0.0013385i,-0.0017373-0.00043385i,-0.00099702+0.00027575i,-0.0002581+0.00052831i,4.5281e-05+0.00077727i,0.0004924+0.00040824i,0.00035471+7.9862e-05i,-5.2054e-05+0.001039i,-0.00022875+0.00076032i,3.4612e-05-0.00019963i,-0.00018888-0.00021161i,5.1787e-05-0.00017796i,0.00069097+0.00027972i
-0.00092756+0.0014219i,-0.00042439+0.00048341i,0.0010107+0.00058371i,-0.00031606+0.0010565i,-0.0016098+0.0014019i,-0.00081889+0.0024478i,0.0004743+0.0035448i,0.0004071+0.0044159i,-0.0011777+0.0038608i,-0.002042+0.0023823i,-0.0010472+0.00097198i,0.0001242+0.00048569i,8.0604e-05+0.00077535i,-0.00024384+0.0009655i,5.7523e-05+0.00087469i,0.0005801+0.00032489i,0.00085413+0.00026013i,0.00053065+0.00046971i,-0.00032033+0.00048153i,-0.00057372-7.9355e-05i,-5.5478e-07-0.00055045i,-7.7505e-05-4.3277e-05i,-0.00034336+3.1062e-05i
0.0013876-0.0020828i,0.0007148-0.0013373i,-0.00018562-0.00072063i,-0.0012478-0.00042694i,-0.00078103+0.001021i,0.0014104+0.0021146i,0.0036786+0.0006094i,0.0043812+6.1321e-05i,0.0033729+0.0014427i,0.0021381+0.0018727i,0.001762+0.0010885i,0.0019196+0.0002762i,0.0011315-0.00012929i,0.00033989+0.00022035i,-2.9975e-05+0.00019636i,0.00064726-0.00051197i,0.0010777-0.00030492i,4.6398e-05-0.00010359i,9.5234e-05-0.00012982i,0.0004951+4.4297e-05i,0.00016149+0.00021655i,0.00052831+0.00010896i,-0.00042246-0.0001438i
-0.001065-0.00038059i,-0.00060023-0.00060618i,0.00011134-0.00031715i,-0.00014437+0.0004603i,-0.00016057+0.00093085i,0.00076321-0.0004237i,0.0017735-0.0026054i,0.0028607-0.003784i,0.0034251-0.0031616i,0.0035606-0.001617i,0.0031571-0.0010193i,0.0014715-0.00094026i,-8.2767e-05-0.00066717i,-0.00012267-0.0004669i,0.00021975+0.00011373i,6.466e-05+0.00071073i,0.00011757+0.00079299i,0.00033435+0.00065464i,-0.0003799+0.00067053i,-0.0012391+0.00072202i,-0.00063989+0.00050692i,0.000506+0.00032535i,0.00064988+8.5813e-05i
0.00080186+0.0050445i,0.0019414+0.0027391i,0.0026606+0.00088369i,0.0018445+9.4683e-05i,0.0011343-0.00076617i,-0.0004274-0.0018984i,-0.0028405-0.0022039i,-0.0037433-0.002181i,-0.0026623-0.0022712i,-0.00085463-0.002463i,-0.00035692-0.0025427i,-0.00070602-0.0016744i,-0.0010055-0.00084563i,-0.0007715-0.00047085i,-0.00036504-2.1143e-06i,-2.1797e-05-0.00026367i,7.0714e-05-0.00067127i,0.00039073-0.00049477i,-4.7677e-05-0.00014511i,-0.00047868-0.000344i,-0.0007141-0.0007407i,-0.00063967-0.00065355i,-0.00044464-0.00018043i
-0.00048868-0.00084073i,-0.00067329-0.00028789i,-0.00018433+0.00012151i,-0.00073199+0.0012826i,-0.0014942+0.0026057i,-0.00091066+0.0033589i,-0.0009459+0.0038477i,-0.0018284+0.0035016i,-0.0025676+0.0026642i,-0.0022726+0.0010834i,-0.0015636+0.0003994i,-0.00083999+0.00051621i,-0.00041033+0.0009355i,0.00044047+0.0010535i,0.0010071+0.00018866i,0.00076273-0.00018113i,0.00099089+5.4487e-05i,0.0013198+3.8056e-05i,0.0008218+0.00059443i,-0.00013759+0.00084699i,-4.6468e-05+0.00015305i,0.00039636-0.00053801i,0.00041724-0.0010408i
7.7325e-05-0.0024534i,0.00033453-0.0017055i,-0.0002695-0.0012542i,-0.0014886+0.00056963i,-0.001464+0.0022119i,0.00064554+0.0028268i,0.0023503+0.0031933i,0.00256+0.003341i,0.0024509+0.0032044i,0.0020379+0.0029821i,0.001529+0.0023438i,0.0010822+0.0014681i,0.0012866+0.0006578i,0.0015768+0.00050148i,0.00094257-0.00020058i,0.00029012-0.0010095i,0.00032388-0.00091336i,0.00086001-0.00028824i,0.00064642-0.00010928i,0.00040486-0.00046652i,0.0002184-9.7467e-05i,-0.00069579+0.00015708i,-0.0014482-0.00037347i
-0.00054042-0.00014382i,-0.0013461+0.00089296i,-0.0010978+0.00084653i,-0.0014231-0.00013028i,-0.0011472-0.00034003i,0.0013367-0.00022181i,0.0036417-0.00099309i,0.0044749-0.0016383i,0.004307-0.0013082i,0.0036685-0.00025989i,0.0024618-0.00047974i,0.0007276-0.0015344i,0.00030216-0.0018216i,0.00055868-0.0011077i,0.00017828-0.00044501i,0.00085033-0.00030194i,0.00068451-0.00055741i,-0.00032327-0.00076941i,0.00013112-0.00071485i,-5.5411e-05+0.00036208i,-0.00073645+0.00077729i,-0.00078996+0.00053055i,-0.00050679+0.00067981i
0.00025368-0.00024935i,-0.00048074-7.4363e-05i,-0.00049748-0.0001803i,-0.00041648+7.9236e-05i,-0.0010189-0.00025526i,-0.00096761-0.00095199i,-0.00068114-0.0017994i,-0.00073337-0.0026784i,-0.00070544-0.0032767i,-8.5684e-05-0.0037586i,-0.00072833-0.003105i,-0.0023265-0.0019829i,-0.0028982-0.001284i,-0.0018186-0.00070625i,-0.00075279+1.1914e-05i,-0.00030065+0.00030098i,-0.00038739+0.00041445i,-0.00048384+0.00039514i,0.00028454-0.0002475i,0.00013024-3.4901e-05i,-3.8115e-05-0.00020276i,0.00040009-0.00046932i,0.00027291+6.6065e-05i
0.0010856-0.0018619i,4.5197e-05-0.0011266i,-0.0015669-0.00055096i,-0.0023229-0.00079635i,-0.0031074-0.00012422i,-0.003329+0.0022913i,-0.0031447+0.0027587i,-0.0035647+0.0011241i,-0.0036109+0.0001286i,-0.0038585+1.367e-05i,-0.002863-0.00035918i,-0.0011201+0.00018917i,-0.00042446+0.0015141i,-0.00024353+0.0016473i,-0.00021644+0.00092945i,-4.3805e-05+0.0014194i,0.00014162+0.0018225i,-0.00032028+0.0012353i,-0.0008818+0.00068729i,-0.00021239+0.00022071i,0.00033996+0.00039669i,-3.6964e-06+0.00045595i,-0.00064937+0.00044385i
-0.00034202+0.00013561i,-0.00085528+1.4071e-05i,-0.00097763-0.00022325i,-0.00095914+5.7555e-05i,-0.001647+0.0017343i,-0.0019124+0.0038191i,-0.00074809+0.0049085i,0.00013761+0.0048238i,-5.0649e-05+0.0037571i,-5.8514e-05+0.0025824i,0.00034398+0.0021844i,0.0008785+0.00070688i,0.0014841-4.7703e-05i,0.0012386-0.00010114i,0.00052867-8.6047e-05i,0.00015393+0.00053375i,-0.00024818+0.00045626i,-0.0008756+0.00011392i,-0.00073716+0.00063771i,-0.00038529+0.00057841i,3.8045e-05+0.00027361i,0.00056614+3.3669e-05i,0.00031111-0.00033987i
0.002334-0.00084238i,0.0020695-0.00039735i,0.0011019-0.0011134i,-0.0007623-0.00065807i,-0.001233+0.00024056i,0.00087577+0.001518i,0.0035981+0.0019692i,0.004195+0.0012023i,0.0035138+0.00085097i,0.0029467+0.00072781i,0.0014374-0.00037504i,-0.00038607-0.0014702i,-0.00036994-0.0014893i,0.00012293-0.00099171i,-0.00032123-0.00053411i,-0.0011143-0.00017761i,-0.00061846+0.00010747i,0.00024517-0.00045111i,0.00057221-0.00036844i,0.00022333+0.00066872i,-0.00031906+0.00072654i,0.00014656-0.00054647i,0.00065704-0.0011851i
-0.00025694+0.00066478i,-0.00056679+0.00073348i,6.6549e-06+0.00047798i,-0.00027913+5.7387e-05i,-0.00030219-0.00031661i,0.00051485-0.0014981i,0.0011198-0.0039599i,0.0013212-0.0047977i,0.0014977-0.0041706i,0.0016093-0.0035653i,0.0013068-0.0027552i,-0.00025817-0.00114i,-0.0011794-0.00061913i,-0.0010092-0.00099533i,-0.00081829-0.00051535i,-0.00013961+0.00018546i,0.0002422+0.00027151i,-1.6179e-05+0.00025636i,-0.00016719-5.9358e-06i,-0.00031905-0.00029933i,-0.00013909-2.5909e-05i,-0.00011764+0.0001686i,-0.00075018+0.00035655i
-0.00030225+0.00075686i,-0.00032656+0.0012016i,-0.0016638+0.00081194i,-0.0011099+0.0003675i,-0.00082285+0.00054072i,-0.0024426+0.0010212i,-0.0040197-8.8399e-05i,-0.0045748-0.0018476i,-0.0037167-0.0018955i,-0.0022986-0.0014286i,-0.0012034-0.00050715i,-0.00099822+0.00044617i,-0.0012599+0.0012734i,-0.00060669+0.0014511i,0.00013376+0.00094794i,-7.4432e-06-4.4128e-05i,0.00036662-0.00042608i,0.0003668+0.00038512i,-2.4461e-05-0.00013169i,-0.00036008-0.00040514i,-0.0011319+0.00015842i,-0.00094685+0.00016205i,-0.00027475-7.0294e-05i
0.002241+0.0024097i,0.0023303+0.00082919i,0.0017471-0.00032124i,0.0010401+0.00089533i,-9.0649e-05+0.0025125i,-0.00099148+0.0034255i,-0.0015208+0.0041403i,-0.0026163+0.0041839i,-0.0032609+0.0037257i,-0.0016141+0.0031989i,0.00011618+0.0020444i,0.00064413+0.00044883i,0.0011187-0.00025459i,0.00077582-8.3874e-05i,9.2239e-05-0.00057968i,-5.4563e-05-0.00079254i,0.00024528-0.00027404i,0.00059609-7.1817e-05i,2.9696e-05+1.0262e-05i,-8.585e-05-7.6996e-05i,0.00055841-0.0003137i,0.00023318-0.00013401i,0.00014266+0.00019287i
-0.00052249+0.00043065i,-0.00037105+0.00049202i,0.0003501+0.0017085i,0.00044866+0.0015265i,0.00065901+0.0010236i,0.0016671+0.0019376i,0.0027837+0.0028454i,0.0032778+0.0031461i,0.0030976+0.0030809i,0.0023412+0.0023345i,0.0019222+0.00063616i,0.001449-0.0010547i,0.00047577-0.0019014i,-4.5739e-05-0.0015267i,6.4222e-05-0.00047647i,-0.00048609+0.00035914i,-0.0016696+0.00050382i,-0.0016378-0.00022471i,-0.00033908-0.00096077i,0.00034129-0.0011256i,0.00078114-0.00079221i,-2.0703e-05-0.00024279i,-0.001354-0.0002294i
-0.0010285+0.0012341i,-0.00042502+0.0015134i,0.00067601+0.0014765i,0.00064164+0.00068911i,0.00080494+0.00059609i,0.0019623+0.00023236i,0.0027821-0.0024252i,0.0032956-0.0041781i,0.0032712-0.0028731i,0.002676-0.0016137i,0.0016553-0.0020778i,0.0005755-0.0023296i,-0.00049177-0.0013194i,-0.00054658+2.8037e-05i,-0.0002594+0.00062847i,-7.1342e-05+0.00020599i,0.00026227+3.0259e-05i,-7.6643e-06-0.0004592i,-0.00022029-0.00099799i,-0.00058793-0.00053997i,-0.0009532+0.00013011i,-0.00030991-0.000203i,0.00062688-0.00040039i
0.0032554-0.0014638i,0.0018665-0.0019056i,0.00091063-0.0019292i,0.00035806-0.0018829i,-0.00077879-0.002013i,-0.0025762-0.0019055i,-0.00332-0.0025053i,-0.0025125-0.0035318i,-0.0016981-0.003055i,-0.002116-0.0014276i,-0.0022763-0.00023478i,-0.0010425-2.6296e-05i,-0.00023736+0.00087565i,-0.00045308+0.0014413i,-0.00046168+0.00091985i,0.00010988+0.00089738i,8.3505e-05+0.0010383i,-0.00062171+0.00079401i,-0.00058698+0.00069712i,-0.00055847+0.00032453i,0.00020773-0.00019386i,0.0003774+0.00036345i,-0.00015209+0.00023777i
2.8219e-05+0.00084071i,-0.0019398+0.00055369i,-0.0015875+0.00019567i,-0.00049648+0.00023667i,-0.00080654+0.0011335i,-0.002717+0.0018199i,-0.0042012+0.0019168i,-0.0046676+0.0025733i,-0.0041142+0.0027589i,-0.0022428+0.0017328i,-0.00012761+0.0003497i,0.0009883-4.0367e-05i,0.00071817+0.00077591i,0.00052627+0.00044887i,0.00079422+6.2853e-05i,0.00061881-1.0915e-05i,0.00036829-1.7312e-05i,-0.00023935+0.0003942i,-0.0007868+0.00062934i,-0.00069139+0.001018i,-0.00028497+0.00072853i,0.00028875-8.2955e-05i,-0.00019093-0.00056395i
0.0016769+0.00061565i,0.0018518+0.00044996i,0.0012045+0.0011708i,-9.9629e-05+0.001382i,-0.00044094+0.0019424i,0.00018427+0.0037564i,0.0015105+0.0050626i,0.0015363+0.0052142i,0.0013125+0.0039709i,0.0023154+0.0021489i,0.0023682+0.00038005i,0.00096346-0.001023i,-0.00044358-0.0014771i,-0.0012013-0.00096934i,-0.00093206-0.00041545i,-0.00014787-0.00019861i,0.00074714-0.00018104i,0.0010891+3.2473e-05i,0.00010909+0.00023675i,-0.00015724-0.0003467i,-4.7798e-05-0.00073784i,0.00017067-0.00086814i,0.0011951-2.9061e-06i
0.00033528+0.001194i,0.00055409+0.0013427i,0.00080372+0.0011078i,0.00022866+0.0015077i,0.00031245+0.0019138i,0.0023399+0.0011655i,0.0044841-0.00030524i,0.0049375-0.0012324i,0.0047955-0.0015105i,0.0035175-0.0020649i,0.0010056-0.0018574i,-0.0010351-0.00054504i,-0.0013422+0.00044538i,-0.0006295+0.00073383i,0.00020696+0.00095099i,0.0004828+0.00082922i,0.00022872+0.0010279i,-5.5533e-05+0.00059795i,7.3186e-05-0.00023737i,-3.6239e-05-0.00034843i,-0.00019868-8.4175e-05i,3.8602e-05+0.0001159i,-0.00037848+0.00048247i
-0.0034019-0.0012272i,-0.0029845-1.2637e-05i,-0.0036562+0.00098552i,-0.0026385+0.0017691i,-0.0012602+0.0013075i,-0.00022801-0.00056427i,0.00049005-0.0024546i,0.00052926-0.0039873i,4.0366e-06-0.0041155i,-0.00050404-0.002981i,-0.0008254-0.002057i,-0.00041071+6.1876e-05i,-0.00036298+0.0023325i,-0.0004522+0.0023483i,0.00020535+0.00096042i,7.7364e-05-0.0001381i,1.691e-05-0.00013121i,0.00067971-9.7411e-05i,0.00034026-0.00029492i,-0.00010882-0.00081812i,-0.00044185-0.00060796i,-0.00046314-5.9921e-05i,0.00069998+0.00061709i
-0.0015241+0.0001259i,-0.0010834+0.00090329i,-0.0015185+0.00090247i,-0.0020699+0.0014592i,-0.0023861+0.0021963i,-0.0028193+0.00096253i,-0.0034482-0.00037305i,-0.004552-0.0007499i,-0.004749-0.00059895i,-0.0039922+0.0010209i,-0.0021702+0.0018795i,-3.7523e-05+0.00098791i,0.0011628+0.0001353i,0.00088546-0.00032389i,8.4771e-05-0.00090878i,-0.00018271-0.0017921i,-8.8714e-06-0.0016463i,9.7036e-05-0.00043037i,4.8315e-05+0.00025711i,-2.2004e-05+0.00013729i,-5.4891e-05+6.2918e-05i,-0.00024362-3.1861e-05i,0.00084114-0.00023182i
-0.00070952+0.00016698i,-0.0013197+0.00088448i,-0.0015051+0.00099901i,-0.0022653+0.0013706i,-0.0030261+0.002917i,-0.0025042+0.005144i,-0.0010093+0.0064854i,-0.00038013+0.0060343i,-0.00016574+0.0047826i,0.00050979+0.0040367i,0.0008738+0.0025022i,0.0011689+0.00028203i,0.0012047-0.0005673i,0.00091983+0.00028783i,0.00030877+0.00023577i,-0.0003158+3.3777e-05i,9.1886e-05+0.00058376i,0.00013792+0.0010071i,4.0084e-05+0.00022375i,-2.9968e-06-5.5282e-05i,-0.00055365+0.0002652i,-0.00017876-0.00011905i,5.2254e-05-0.00090791i
0.00042483+0.00075332i,-0.00017066-0.00010791i,-0.00099622-0.00054558i,-0.001281+0.00032703i,-0.00026375+0.0012945i,0.0019552+0.0020093i,0.0047091+0.0025371i,0.0059889+0.0024299i,0.0060246+0.0020043i,0.0050337+0.00082965i,0.0026244-0.00044458i,0.00013469-0.0004548i,-0.00060123+0.00016159i,-0.00042644+0.00036052i,-0.00085865+0.00094451i,-0.00066645+0.00095224i,-0.00027032+0.00048249i,-0.00033285-0.0003762i,-4.5065e-05-0.00083209i,0.00020121-0.00061995i,-0.00050368-0.00063623i,-0.0010928-0.00035055i,-0.00094762+0.00023277i
0.0016847+0.0001282i,0.002207+0.00013131i,0.0017523+7.3685e-05i,0.00050938+0.00025329i,-0.00056187-9.3051e-05i,0.00093032-0.0011594i,0.0028736-0.0029423i,0.003091-0.0043763i,0.0021141-0.004251i,0.00093695-0.0036762i,0.0005472-0.0030087i,-0.00019522-0.0015368i,-0.00082599+0.0006347i,-0.00061499+0.002341i,-0.0005935+0.0016191i,-0.00060813+0.0001822i,-0.00035063+7.9176e-05i,0.00011615-0.00018215i,0.00016466-3.4279e-05i,-0.00011386+0.00018824i,0.00023726+3.3771e-05i,0.0010216+0.00083145i,0.001075+0.00068731i
0.0013855+0.00048301i,0.0020816+0.00016865i,0.0018719-0.000369i,0.00093053-0.00021307i,-0.0013592+0.00018529i,-0.0037893-0.0006322i,-0.0042551-0.0018798i,-0.0042056-0.0033283i,-0.0037442-0.0039958i,-0.0026439-0.0027909i,-0.00098855-0.0010126i,-4.7919e-05-5.8872e-05i,-0.00013499+0.00057975i,-0.00029368+0.00078343i,0.00052719+0.00074397i,0.0008735+0.00028003i,0.00046013-0.00050913i,-9.9285e-05+0.00034224i,4.2237e-05+0.00089832i,0.00034481+0.00030605i,-0.00014847-0.00027018i,-0.00067885-0.00042714i,-0.00025338-0.00064493i
0.0007948-0.00063041i,0.00025094-0.00023434i,0.00060491-0.00075287i,-0.00027718-0.0011706i,-0.0024005+0.00041316i,-0.0035048+0.0027812i,-0.0038676+0.0034707i,-0.0037815+0.00418i,-0.00299+0.0044359i,-0.0011913+0.0030435i,3.5502e-05+0.0011852i,-0.00043591+0.00050266i,-0.0005856+0.00045527i,0.00028373+0.00031917i,0.00013277+0.00032258i,-0.00014671+0.00049959i,-0.00010524+0.00013039i,-0.00053185-0.00013258i,-0.0010098-0.00031972i,-0.00070461-0.00037165i,-0.000677+2.4941e-05i,-0.001192+0.00045148i,-0.0010297+0.00067i
0.00019971-0.00016273i,0.00058671+0.00043636i,-0.00017453-0.0001996i,-0.0014317+0.00054676i,-0.0017221+0.0021949i,-0.00015869+0.0033062i,0.0017612+0.0042086i,0.002528+0.0045951i,0.0029441+0.0034492i,0.0035727+0.001779i,0.0020616+0.0011605i,-0.00010124+0.00010682i,-0.00047402-0.00076497i,-0.00022261-0.00037276i,-0.00021783-0.00033512i,6.3563e-05+6.5473e-06i,5.233e-05+0.00065623i,-0.00052124+0.00030582i,-0.00020028-0.00024045i,9.3334e-06-0.00032779i,-0.00035858-0.00044288i,-0.00039851-0.00031497i,-0.00036351-0.00025468i
0.0016377+0.00025971i,0.00133+0.00077487i,0.0011513+0.0013618i,0.00079382+0.001071i,0.00099324+0.0005608i,0.0033252+0.00042742i,0.004825-0.00070115i,0.0055797-0.0024756i,0.0050533-0.0034668i,0.003177-0.0033315i,0.00094186-0.0014071i,-0.0005732+0.00031171i,-0.00025186+0.00060653i,0.00018999+0.00045501i,-4.1213e-05-0.0008635i,0.0003386-0.00091106i,0.00068957+0.00024783i,0.00054298+0.00020565i,-1.9184e-05+1.1703e-05i,-0.00084227+0.00026749i,-0.00055194+0.0002175i,0.00020642+0.00016898i,0.00050098+0.00036119i
-0.0020268-0.0018241i,-0.0020474-0.00070814i,-0.001886-0.00023536i,-0.001631+0.00039335i,-0.0017017+0.0002698i,-0.0011912-0.00054738i,-0.0011582-0.0023848i,-0.0017792-0.0048769i,-0.0020142-0.0042476i,-0.0022111-0.0015008i,-0.00073896-0.00053088i,0.0010563-0.00064782i,0.00088733-0.0006486i,0.0007756-0.00059969i,0.00099674-0.00037694i,0.00079253-0.00064515i,0.00020584-0.0009415i,-0.00073217-0.00072066i,-0.0012668-0.00032855i,-0.00039712-0.00024901i,-0.00010921+0.00011064i,-0.00097274-7.0373e-05i,-0.00075005-0.00029003i
0.0013208-0.00029715i,0.00065369-0.00062741i,0.00055218-0.0016013i,-0.0005946-0.0010352i,-0.0023505-7.2184e-05i,-0.003263+6.0415e-05i,-0.0042561+0.0007649i,-0.0049296+0.0014266i,-0.0050733+0.0020214i,-0.00384+0.0019815i,-0.0020946+0.0013277i,-0.00053541+0.00083004i,0.00036344+0.00047484i,0.00049846+0.00066421i,0.00031218+0.00070405i,0.00027543+0.00018849i,-9.0418e-05-0.00037588i,-0.00046626-0.00018489i,-0.00066455+0.00032983i,-0.00071342-0.00031408i,-0.00058265-0.0010679i,-0.00041723-0.00078851i,-0.00021829-0.0002186i
-1.4088e-06-0.00019961i,-1.4175e-05-0.00052134i,-0.0015704-0.00061913i,-0.0022187-0.00035965i,-0.0020867+0.0012338i,-0.0014703+0.0038506i,-0.00057531+0.0055138i,-4.6722e-05+0.006461i,0.0014827+0.0061736i,0.002344+0.0036525i,0.0014413+0.00054928i,0.00026827-0.00013122i,-0.000547-6.5204e-05i,-0.00036895-0.00012154i,0.00027633+0.0006366i,4.4929e-05+0.00075379i,1.9702e-05-4.7065e-05i,0.00016373-0.00045873i,0.00021151-0.00018416i,0.00020432-7.2771e-05i,0.0003466+0.00026147i,0.00044329+0.00066555i,-8.3681e-05+0.00076799i
-0.0024256+0.00042683i,-0.0011243+0.00065344i,-0.001345+0.0013927i,-0.0018261+0.0011023i,4.3383e-05+0.00061765i,0.0032977+0.00098259i,0.0056076+0.0010015i,0.006823+0.00045461i,0.0061486-0.00098432i,0.0036133-0.0021089i,0.0015921-0.0016655i,0.00095068-0.0010928i,0.0007213-0.00057026i,0.00033624+2.3324e-05i,-0.00016666+8.3349e-05i,8.262e-05-0.0006716i,0.00014156-0.0007804i,-0.00020259+1.9671e-05i,0.00010463+0.00039382i,0.00041409-9.3432e-06i,8.4527e-05-7.1093e-05i,-0.00067118+2.4004e-05i,-0.00067189+0.00061825i
0.00034666+0.00039261i,0.0010745+0.00068854i,0.00097831+0.0010505i,0.00038318+0.00048581i,-7.172e-05+6.1037e-05i,-1.0885e-05-0.00076297i,0.0011491-0.0034528i,0.0010738-0.0054712i,7.2554e-05-0.0051003i,-0.00082732-0.0031511i,-0.0011215-0.0014042i,0.00014811-0.00082669i,0.00069126+0.00014084i,-9.1629e-05+0.00088092i,1.0046e-05+0.00041222i,0.0010498+0.00064506i,0.00027294+0.0010475i,-0.0016259+0.00066379i,-0.0011125-0.00026649i,8.6952e-05+7.6664e-05i,0.00013621-0.00024568i,-0.00025214-0.00062296i,0.00017249+0.000431i
-0.00016367+0.00041549i,0.00069171+0.00017949i,0.00048025+0.00078261i,-0.00012018+0.00093247i,-0.00020817+3.8095e-05i,-0.0011725-0.00073079i,-0.0029789-0.00077027i,-0.005385-0.00092646i,-0.0065348-6.8826e-05i,-0.0046723+0.0011467i,-0.0014063+0.0010805i,-1.4002e-05+0.00087703i,-0.00030619+0.00075984i,-3.6953e-05+0.00016752i,-7.1298e-05+3.0548e-05i,-0.00043211+0.0002569i,-0.00071588+0.00070976i,-0.00068839+0.0010485i,-0.00094349+0.0001301i,-0.00065858-0.00044208i,-0.0007159+8.7719e-05i,-0.00072706+0.00077136i,-0.00014323+0.00080844i
0.0014312-0.0015712i,0.00037616-0.00043774i,-0.0010294-0.00026176i,-0.0021686+0.00011711i,-0.0026538+0.0011505i,-0.0027736+0.0037077i,-0.0025128+0.0057751i,-0.0021067+0.0061351i,-0.0011614+0.0056374i,-0.00025059+0.003775i,1.9909e-05+0.0015838i,-3.6244e-05+0.00029576i,-0.00031292+0.00012647i,-0.00069215+0.00020113i,-0.00056927-0.0003703i,-0.0001592-0.00061788i,0.00040331-0.00031748i,0.00045697+0.0002556i,0.00054537+0.00043144i,0.00021639-0.00012604i,0.00018811-0.00085055i,0.00091114-0.0011654i,0.00060797-0.00079628i
0.00086543+0.00060954i,0.00074643+0.00063105i,8.7553e-06+0.00026153i,-0.00086604+9.7966e-05i,-0.00061787+0.0019366i,0.0015912+0.0036849i,0.0046103+0.0041927i,0.0068304+0.0041963i,0.0067217+0.0022829i,0.0049582-0.00062707i,0.0027141-0.0013068i,0.0016034+6.76e-05i,0.00082185+0.00069593i,-0.00036781-4.6989e-05i,-0.0011131-0.00072791i,-0.0011676-0.00040231i,-0.00037116-4.6277e-05i,0.00046105-0.00060907i,0.00080494-0.0008913i,0.00036481-0.00020155i,0.00027037+4.5907e-05i,0.00047276+0.00028497i,0.00025281+0.00013775i
