-0.0033771+0.00084674i,-0.0033165+0.0014875i,-0.0045501+0.0012405i,-0.0046457+0.0020103i,-0.003662+0.0028469i,-0.0025513+0.0021772i,-0.0019013+0.0015733i,-0.00061706+0.0016597i,0.00085787+0.0016332i,0.0010815+0.00057737i,0.0015287-0.00052191i,0.001991+5.6434e-05i,0.0012489+0.00026534i,0.00042181-0.00025189i,9.6234e-05-4.5584e-05i,-0.00047005+0.00031986i,-0.00053374+0.00037347i,-0.00022502-0.00012304i,-0.000227-0.00073232i,-0.0004713-0.00064992i,-0.0006009+0.00018437i,-0.00031294+0.00076508i,-0.00011125+0.00037479i
0.00048536+0.0016675i,0.00037811+0.0011279i,-0.00031563+0.00017767i,-0.00050407-9.4049e-05i,0.00093455-0.00065479i,0.003285-3.6332e-05i,0.0039591+0.0011746i,0.0026916+0.0031408i,0.0020072+0.0062553i,0.0017806+0.0078282i,-7.5665e-06+0.0055403i,-0.002418+0.0013813i,-0.0041894-0.0015962i,-0.0051392-0.0031238i,-0.0046213-0.0029506i,-0.0019983-0.0014409i,-0.00042251-0.00075236i,-0.00073946-0.00029032i,-0.00044041+0.00027942i,-0.00027783-0.00070977i,-0.00072703-0.0012277i,-0.00050601-1.1653e-05i,-0.00028586+0.0010991i
0.000689-0.00058585i,0.001128-9.6591e-05i,0.00065455-0.00063551i,-0.00015724-0.0010667i,-0.00029044+1.9881e-05i,-0.00026776+0.0016803i,0.00069738+0.0029238i,0.0039215+0.0032787i,0.0075049+0.0043126i,0.0089014+0.004818i,0.0071023+0.0025559i,0.0048218-0.0019043i,0.0026734-0.006335i,0.0001343-0.008705i,-0.0010863-0.0078048i,-0.00090081-0.0045423i,-0.00010638-0.0019768i,0.00017782-0.0012322i,-0.00045786-0.0011695i,-0.0007957-0.0013884i,-0.00098825-0.00096502i,-0.0013024-8.5705e-05i,-0.00076198+0.0010407i
-0.0033041+0.0016166i,-0.0038256+0.0019819i,-0.0041015+0.0025442i,-0.0029856+0.0030241i,-0.0025944+0.0028225i,-0.0031213+0.00035098i,-0.0019107-0.0033179i,0.0020699-0.0041219i,0.0062553-0.0031499i,0.0087382-0.001916i,0.0086816+0.00015976i,0.0077149+0.0011113i,0.0067953-0.0011198i,0.0055271-0.0025364i,0.0043318-0.0019945i,0.004241-0.0014733i,0.0032602-0.001093i,0.0013191-0.0011946i,-0.00041714-0.00086955i,-0.00094672-6.0853e-06i,0.00021073-0.00019717i,0.00082556-0.00031173i,0.00063249+0.0005543i
0.00052017-0.00013199i,0.00015267-0.0018304i,0.00081983-0.0037087i,-0.00049178-0.0046379i,-0.0025035-0.0055609i,-0.0027993-0.0071195i,-0.0017364-0.007975i,-0.00047915-0.0079963i,0.00049721-0.008093i,0.00080873-0.0072616i,0.0008536-0.0037392i,0.0009961+0.0013706i,0.00097923+0.0042623i,0.0010506+0.0054291i,0.00098945+0.0054805i,0.0004068+0.0031352i,0.00011925+0.0010102i,-0.00014284+4.9234e-05i,-0.00075742+2.3421e-05i,-0.0010789+0.00067657i,9.2969e-05+0.0011923i,0.001452+0.000338i,0.00093996-0.0013543i
0.002512+0.00075984i,0.0025341-4.7182e-05i,0.00155-0.0016165i,-5.0026e-05-0.002831i,0.0006695-0.00342i,0.0025512-0.0035801i,0.0028206-0.0032763i,0.00028952-0.0045451i,-0.0035814-0.0056534i,-0.0061433-0.0047807i,-0.0057866-0.003111i,-0.0051768-0.0013631i,-0.00589+0.00081088i,-0.0054521+0.0038815i,-0.0042234+0.0049482i,-0.003418+0.0029255i,-0.0027142+0.0012371i,-0.0018889+0.00081094i,-0.00043126+0.00086068i,0.00034076+0.00056176i,0.00021672+9.8625e-06i,0.00049845-0.00032786i,9.7294e-05-0.00070069i
-0.0018961-0.00053125i,-0.002136+0.0011909i,-0.001957+0.0017641i,-0.00067833+0.0027328i,0.00044056+0.0038095i,0.0011073+0.0042827i,0.0010741+0.0046224i,-0.0011164+0.0034166i,-0.0042553+0.0018371i,-0.005378+0.0011013i,-0.003371+0.00026442i,-0.0003929-0.0014276i,8.3957e-05-0.0034375i,-0.0011998-0.0036569i,-0.0024211-0.0024398i,-0.0024247-0.001454i,-0.0014599-0.0011917i,-0.00099115-0.0018862i,-0.0001917-0.0011371i,0.00096515-0.00045553i,0.00068399-0.00066103i,-0.00099729-0.00047541i,-0.0014229+0.00069978i
-0.0020897-0.003299i,-0.0034901-0.0024303i,-0.0057243-0.0010822i,-0.006365+0.0011491i,-0.0063247+0.0033676i,-0.0063164+0.0032367i,-0.0062926+0.0025219i,-0.0051185+0.0041236i,-0.00335+0.0074113i,-0.0015945+0.0087831i,0.0010593+0.0071997i,0.0040745+0.0040508i,0.0064074-0.00025515i,0.0062842-0.0047108i,0.0042785-0.0070632i,0.0037564-0.0060247i,0.0033298-0.0044507i,0.0018709-0.0029982i,0.00046883-0.00080978i,-0.00023588-0.00030104i,9.92e-05-0.0011275i,-3.4198e-05-0.0005295i,-3.3568e-05+0.0016439i
-0.0011885+0.0013895i,0.0006643+0.0013605i,0.00012254+0.0016629i,-0.00024744+0.00040812i,-0.0010749-0.0023207i,-0.0017329-0.0065443i,-0.00013228-0.0076623i,0.002471-0.0023696i,0.0044684+0.0050442i,0.0055663+0.0084654i,0.0049618+0.0084945i,0.0035382+0.006753i,0.0040884+0.0037264i,0.0048755+0.0002012i,0.0041234-0.0017589i,0.004219-0.0010709i,0.0034012-0.0011488i,0.0013591-0.0010525i,-0.00026508+0.00021522i,-0.00061833+0.00084257i,-0.0006186+0.0014123i,0.00021497+0.0015597i,0.0013712+0.001456i
-0.00040971-0.00063504i,-0.0014719-0.00035916i,-0.0038056-0.0014354i,-0.0040457-0.0031907i,-0.00051538-0.0047919i,0.0046167-0.0049749i,0.0075294-0.0039922i,0.0084133-0.0032823i,0.0093124-0.0021209i,0.0083475-0.00084084i,0.0045099-0.00056925i,-7.1962e-07+8.4879e-05i,-0.0024154+0.0013234i,-0.0022473+0.0029324i,-0.00097034+0.0037198i,-0.00060081+0.0025813i,-0.00060038+0.0012071i,-9.1741e-05+0.00071356i,-0.0010345+0.0012111i,-0.0020809+0.0011661i,-0.0013344+0.001101i,-0.00022683+0.0018218i,0.00041619+0.00092001i
-0.0017583-0.001005i,-0.001215+0.00023749i,-0.0005408+0.00058603i,-5.6863e-05+0.0010572i,0.0018524+0.0029801i,0.0044644+0.0052233i,0.0048493+0.0053139i,0.004451+0.00083863i,0.0049101-0.0055382i,0.0053272-0.0077572i,0.0038105-0.0063876i,0.0012608-0.0052034i,-0.0023994-0.0036421i,-0.0060555-0.0004702i,-0.0072755+0.002387i,-0.0068612+0.0016497i,-0.0057102-0.0004852i,-0.0043935-0.0005476i,-0.0030387+0.00039952i,-0.0017903+0.00059583i,-0.0012513+0.00088496i,-0.00096882+0.00042877i,-0.0004255-0.00068744i
-0.0010635-0.0023309i,-0.0014618-0.0028064i,-0.0037448-0.0040263i,-0.005007-0.0016686i,-0.0056598+0.0030763i,-0.0080059+0.0060532i,-0.0092546+0.0037085i,-0.0075243-0.0023431i,-0.0047593-0.0077676i,-0.0027478-0.0084108i,0.000105-0.0046129i,0.002891-0.001651i,0.0025323-0.00080551i,-0.00072752-0.00039459i,-0.003232-0.0001542i,-0.0033077-0.00016611i,-0.0025097-0.0011187i,-0.0010341-0.0012167i,0.00090945-8.0133e-05i,0.0022453-0.00014159i,0.0023414-0.0015079i,0.0012679-0.0013785i,-0.00032368-0.00055798i
0.0020083-0.0039742i,0.00075646-0.0034612i,-0.00045014-0.0054599i,-0.003256-0.0057629i,-0.0067218-0.0050017i,-0.0080303-0.0057385i,-0.0077078-0.0083154i,-0.0075006-0.0083408i,-0.0079756-0.004947i,-0.0083096-0.0010074i,-0.00622+0.0022984i,-0.0018498+0.0038046i,0.0022387+0.0032581i,0.0044679+0.00067175i,0.0048564-0.0021266i,0.0039853-0.0025083i,0.0034362-0.0015833i,0.0027569-0.0012266i,0.0016069-0.00088025i,0.001653-0.00046815i,0.001692-0.00088502i,0.0010874-0.00041144i,4.3407e-05+0.00073174i
-0.0009419-0.0032587i,-0.0029395-0.0022828i,-0.0039261-0.0038229i,-0.0042042-0.0050641i,-0.0018206-0.0063275i,0.0032019-0.0080054i,0.0066748-0.0076212i,0.0040943-0.0025979i,-0.0014536+0.0040082i,-0.004424+0.007051i,-0.0044411+0.0060859i,-0.0033593+0.0046997i,8.9081e-05+0.0040134i,0.005473+0.0024484i,0.0079066+0.00035513i,0.0069426-0.00036882i,0.0044384+7.8946e-05i,0.0011853-0.00011253i,-0.00057379-0.00087172i,-0.00092901-0.00050695i,-0.0012642+0.00069482i,-0.0016911+0.0012037i,-0.001447+0.0018619i
3.7908e-06-0.0011423i,0.0010449-0.0022881i,0.0013053-0.0034693i,0.0013658-0.0025901i,0.0028992+8.9479e-05i,0.0066648+0.0036665i,0.0093053+0.0071712i,0.0074828+0.0090919i,0.0050516+0.0097285i,0.0046434+0.0089396i,0.0040597+0.0052291i,0.0029326+0.00025777i,0.0019431-0.0019507i,0.0014105-0.00030283i,0.0014674+0.002173i,0.00041069+0.002059i,-0.0020027+3.3461e-05i,-0.0031236-0.00087956i,-0.0025241-0.00062632i,-0.0019856-0.00029603i,-0.0026424-0.00034995i,-0.0029945-0.00015573i,-0.0021818+0.00094747i
0.0027919-0.0048552i,0.0016237-0.0046597i,-0.0011329-0.0064941i,-0.0040235-0.0040544i,-0.0066075+0.0020021i,-0.007628+0.0088995i,-0.0054823+0.01153i,0.00058061+0.0092229i,0.0076557+0.0056072i,0.010916+0.0036469i,0.0091088+0.0027509i,0.0059064+0.0010925i,0.0022723-0.0027381i,-0.0027182-0.0043852i,-0.0065025-0.0020296i,-0.0064643-0.00054251i,-0.0038745-0.0013752i,-0.0018813-0.0017072i,-0.0013783-0.0016782i,-0.0017386-0.0013131i,-0.0020611-0.0011861i,-0.0021111-0.0012106i,-0.00070481-0.00069507i
-0.005861+0.0058233i,-0.0061532+0.0067433i,-0.003578+0.012479i,-0.0023507+0.011019i,-0.003827+0.0042859i,-0.0074879-0.0052296i,-0.0091245-0.011873i,-0.0028991-0.011553i,0.0041801-0.0082945i,0.0062434-0.0048688i,0.006163-0.00044571i,0.0061471+0.0016264i,0.0037859-0.0016034i,-0.0011551-0.0042444i,-0.0045353-0.0033217i,-0.0033198-0.0021259i,-0.00047317-0.0022152i,-9.9567e-05-0.0017933i,-0.00035607-0.0003269i,0.0016899+0.0014856i,0.0037679+0.001822i,0.0044969+0.00013712i,0.0029757-0.0013817i
-0.00040453+0.0031216i,-9.0648e-05+0.0023541i,0.0014338+0.0025597i,0.0010611+0.00046702i,0.0010934-0.0060423i,0.0034488-0.014229i,0.0045811-0.01758i,0.003211-0.016552i,0.001127-0.01455i,-0.00076696-0.011329i,-0.0011463-0.0070524i,-0.0012545-0.0020354i,-0.0018672+0.0013368i,-0.00069097+0.0014934i,0.0013558-6.9111e-05i,0.0019609-0.00081386i,0.0019205-0.00055577i,0.0019784-4.9091e-05i,0.0021548+0.0010422i,0.0025001+0.0022072i,0.0027104+0.0023684i,0.002317+0.00095166i,0.0011893-9.7441e-05i
0.0016559+0.0044464i,0.0018709+0.0026313i,0.0025068+0.0015224i,0.0046583+0.0012647i,0.0092865+0.00056563i,0.013823+0.0015227i,0.01381+0.0025237i,0.0066322+0.0014627i,-0.0031555-0.0003108i,-0.0073026-0.001688i,-0.0049181-0.0015459i,-0.0019764-0.00025466i,-0.00035779+0.0023607i,0.0027747+0.0047614i,0.0062858+0.0039868i,0.0063419+0.0011502i,0.0033706-0.00050457i,0.0011155-0.00066141i,-0.00019634-0.00051962i,-0.0011935-0.00079685i,-0.0020739-0.00036981i,-0.0028978+0.00010998i,-0.0021201+0.0001912i
-0.0029935-1.7112e-05i,-0.0036575+0.0017144i,-0.0041192+0.0035503i,-0.0029119+0.0061896i,-0.0013498+0.0099905i,-0.0013901+0.013922i,-0.0040251+0.015229i,-0.0070552+0.012502i,-0.0084035+0.010545i,-0.0070087+0.010313i,-0.001464+0.0078482i,0.0039736+0.0038653i,0.0051108+0.0020565i,0.0041514+0.0028315i,0.0036107+0.0036032i,0.0031317+0.0016883i,0.0013035-0.00074279i,-0.0010247-0.0010899i,-0.00069206-0.0010826i,0.00043981-0.001484i,-0.00091283-0.0025034i,-0.0028996-0.0021732i,-0.0035659-0.00092708i
-0.00015414-0.00029828i,-0.00057813-0.00027818i,-0.0018861-0.00062471i,-0.0041517-0.0001997i,-0.0082187-0.00028036i,-0.012721-0.0021838i,-0.014952-0.0020646i,-0.011771+0.0020291i,-0.0047413+0.0084769i,0.00010628+0.012129i,0.0028983+0.010652i,0.0060747+0.0071249i,0.0073867+0.0019692i,0.0039831-0.0023819i,-0.00093877-0.0016079i,-0.0018589+0.00036362i,-0.00070091-0.00027976i,-0.0003139-0.0011088i,-0.00068402-0.0011392i,-0.00042161-0.00088043i,8.5608e-05-0.00090929i,0.00021838-0.00142i,0.00058505-0.00078913i
-0.00026659-0.00013956i,-0.00053773+0.00047804i,-0.0017159-0.00010104i,-0.0029531-0.0020939i,-0.0028186-0.0069065i,-0.0010897-0.013945i,0.0016868-0.016687i,0.0062555-0.01095i,0.011497-0.0023874i,0.012115+0.001436i,0.0065776+0.001988i,0.0022261+0.0021064i,0.0015821-0.0010059i,5.0298e-07-0.0057765i,-0.0031122-0.006938i,-0.004346-0.0037742i,-0.0036091-0.0016118i,-0.0025785-0.0016644i,-0.0026543-0.00033101i,-0.0029526+0.0016652i,-0.00078213+0.0025432i,0.0019584+0.0023551i,0.0036418+0.0019953i
-0.0016476+0.0017457i,-0.00059779+0.00054196i,6.6209e-07+0.0006509i,0.0028882+0.00023943i,0.0092313-0.00074501i,0.015877-0.0024685i,0.019245-0.005087i,0.018757-0.0067464i,0.016506-0.0072838i,0.012201-0.0075112i,0.0059841-0.0070719i,0.0011023-0.0056913i,-0.0019777-0.0039872i,-0.003612-0.003746i,-0.0020449-0.0038734i,-0.0010628-0.0037934i,-0.0012281-0.002285i,-0.00037561-0.00048455i,-0.00034588-0.00015623i,-0.00096312+0.00068371i,-0.00050045+0.00084211i,0.00010044+0.0010062i,0.0011315+0.0011967i
-0.0019982+0.0015118i,-0.0022577+0.0016233i,-0.0015247+0.0035048i,-0.00010138+0.0067381i,0.0011526+0.011453i,0.0033182+0.015052i,0.003913+0.013532i,0.0028858+0.0046788i,0.00067884-0.0051265i,-0.00075483-0.0079419i,0.00017777-0.0060047i,0.0013979-0.0039598i,-4.7633e-06-0.0011644i,-0.001435+0.0029247i,0.00065683+0.0041872i,0.0021104+0.0013503i,0.0010462-0.00079738i,0.00064906-0.0011071i,0.001722-0.00063654i,0.0025627+0.0004364i,0.0016128+4.8925e-05i,-0.00070578-0.00088609i,-0.0022511-0.0011184i
0.0030243-0.00072818i,0.0019774-0.0011939i,-0.00034439-0.0027293i,-0.0048666-0.0022081i,-0.0097561+0.00055194i,-0.015276+0.0030559i,-0.018461+0.0033867i,-0.01737+0.0015751i,-0.014868-0.00063765i,-0.012524+0.00030844i,-0.0066646+0.0044327i,0.00039374+0.0063314i,0.0032614+0.0065945i,0.0030409+0.0065074i,0.002644+0.0052111i,0.0028765+0.0033823i,0.0027235+0.0010827i,0.0015788+4.2919e-05i,0.0014281-0.00033151i,0.003545-0.00055358i,0.0040877-0.0013502i,0.0012482-0.0025972i,-0.0021166-0.0018925i
-0.0022323+0.00048742i,-0.0026145+0.0014818i,-0.0032631+0.0014803i,-0.0027199-0.0016229i,-0.0027223-0.0078528i,-0.0044573-0.01407i,-0.0068593-0.014946i,-0.0097347-0.0084999i,-0.010665+0.0012216i,-0.0088076+0.0080436i,-0.0051535+0.0091628i,-0.00042634+0.0078423i,0.0039926+0.0053554i,0.0054254+0.0013736i,0.0027585-0.0010259i,0.00095523-0.0001352i,0.0014568+0.00042291i,0.00053499-0.0010493i,-0.0011964-0.0011887i,-0.0010786-0.0012847i,0.00026202-0.0011689i,0.00071905-0.00013109i,0.00058824+7.7627e-05i
0.00040154-0.0010413i,0.0007264-0.0025523i,-0.00010825-0.0027937i,0.0013929-0.003621i,0.0070797-0.0055031i,0.013789-0.0078945i,0.01551-0.0093245i,0.011339-0.0044531i,0.0084264+0.005282i,0.0080519+0.0089903i,0.0050046+0.0038905i,0.0012163-0.0012737i,0.0010875-0.0033733i,0.0013025-0.0053178i,-0.0012088-0.0056871i,-0.003374-0.0035608i,-0.0030206-0.0017289i,-0.0023314-0.0019723i,-0.0031775-0.0025371i,-0.0046485-0.0021235i,-0.0046954-0.00026342i,-0.0030985+0.001595i,-0.00050115+0.0018848i
-0.0036312-0.0001104i,-0.0025847+0.00060384i,-0.0019078+0.0015032i,-0.0018573+0.0042391i,0.00020826+0.0095506i,0.0059058+0.01366i,0.011428+0.013538i,0.014946+0.010304i,0.016551+0.0067686i,0.015296+0.0026764i,0.010608-0.0020106i,0.0045727-0.0055635i,-0.00027365-0.007222i,-0.0030811-0.0064072i,-0.0028204-0.0034809i,-0.0019157-0.0017966i,-0.0031461-0.001463i,-0.0031788-0.0015388i,-0.0019644-0.0014018i,-0.0020481-0.00071259i,-0.0020243-0.00081701i,-0.0014646-0.00026721i,-0.0001563+0.0017384i
0.00058701+0.00066579i,2.4929e-06+0.002074i,-0.0024523+0.003774i,-0.0048262+0.0043362i,-0.0076158+0.0057237i,-0.010673+0.0090147i,-0.009421+0.0095862i,-0.0018307+0.0041195i,0.0059698-0.004175i,0.0068086-0.0086507i,0.0033485-0.0062751i,0.0018906-0.0020257i,-0.00022288-0.00046146i,-0.0028647+0.00069413i,-0.0020016+0.0018962i,0.00066745+0.00044765i,0.001542-0.0016839i,0.0011001-0.00047969i,0.0013453+0.0022105i,0.0024941+0.0031384i,0.0030252+0.0016444i,0.0020749-0.00031627i,0.00025312-0.0019008i
0.0013601-0.0028332i,0.00039449-0.0042104i,-0.0013345-0.0058223i,-0.0036491-0.0072779i,-0.0069102-0.0094487i,-0.010112-0.012188i,-0.012101-0.013418i,-0.011196-0.013076i,-0.0099985-0.013693i,-0.010881-0.011228i,-0.0087924-0.0024945i,-0.0030158+0.0056495i,0.00038677+0.0079869i,0.00035522+0.006687i,0.0008582+0.0039624i,0.002827+0.0011161i,0.0034581-0.00046459i,0.001981-0.00063957i,0.00079416+0.0011327i,0.00087242+0.0029065i,0.0020838+0.002197i,0.0029023+0.0003514i,0.0019319-0.00097418i
-3.5892e-05+0.00060633i,0.00094281+0.0018089i,0.0022205+0.0010582i,0.0036659-0.0026419i,0.0074106-0.0078323i,0.010467-0.013515i,0.0063209-0.016778i,-0.0032764-0.014358i,-0.010837-0.0072943i,-0.012516+0.00038015i,-0.0086555+0.0050462i,-0.0022538+0.0062459i,0.0027529+0.0049542i,0.0055137+0.0027678i,0.0061317+0.001026i,0.00501+0.00075951i,0.003911+0.0005077i,0.0028025-0.00056169i,0.0005745-0.00066642i,-0.0018647-0.0011128i,-0.0019665-0.0011997i,-0.00051244+0.00015727i,0.00070597+0.00058909i
0.00010523+0.0028328i,5.5588e-06+0.0021299i,0.0023228+0.0024357i,0.0051293+0.0033253i,0.0073699+0.0052933i,0.010239+0.0075322i,0.010998+0.0061101i,0.0052955+0.0049035i,-0.00097721+0.0087183i,-0.00011794+0.012891i,0.0042688+0.009467i,0.0054537+0.0013293i,0.0046617-0.0034777i,0.0038615-0.0051229i,0.0017241-0.0051448i,-0.00048947-0.0026034i,-0.0015861-0.00093693i,-0.00085518-0.0021629i,0.00059376-0.0037276i,0.0009121-0.0039414i,-8.0907e-05-0.0031902i,-0.0014077-0.0019464i,-0.0010747+0.000212i
0.0012964+0.00089915i,0.0012178+0.0012459i,-0.00032044+0.0013076i,-0.0026905+0.0032075i,-0.0059041+0.0064317i,-0.0081291+0.010193i,-0.0051269+0.013176i,0.0027193+0.014316i,0.0096476+0.014636i,0.014032+0.012006i,0.014424+0.0044247i,0.0098924-0.0034688i,0.0041332-0.0073394i,-0.00038307-0.0074579i,-0.0043831-0.0040552i,-0.006454-0.0012148i,-0.0057045-0.0011066i,-0.0039108-0.00074759i,-0.00205+0.00051252i,-0.00043381+0.00053993i,0.00025238-0.00012826i,-0.00059858-0.00025473i,-0.0016114+6.849e-05i
0.00048507+0.00047794i,8.0687e-05+0.00083197i,-0.0014033-0.00054073i,-0.0047784-0.0035975i,-0.0096464-0.006578i,-0.012384-0.0070729i,-0.010151-0.0025864i,-0.00050332+0.0028797i,0.011056+0.0019729i,0.015582-0.0038547i,0.010957-0.0060029i,0.0038763-0.0038804i,-0.00061558-0.0017564i,-0.0037781-0.0010883i,-0.0047269-0.00075969i,-0.0031014-0.001265i,-0.0017766-0.0020865i,-0.0029986-0.00075568i,-0.0039124+0.00083325i,-0.0027263+0.0015055i,-0.00044462+0.0022119i,0.0013863+0.0022754i,0.0011883+0.0011647i
0.0012609+0.0018231i,-7.1338e-05+0.00088673i,-0.00092873+5.9847e-06i,0.0011913-0.0026079i,0.0054025-0.0074697i,0.0067998-0.012045i,0.0049977-0.013377i,0.0034865-0.012844i,0.0039276-0.014581i,0.0017214-0.016413i,-0.0033877-0.010086i,-0.0052704-6.7318e-05i,-0.0035479+0.00439i,-0.0024201+0.0046554i,-0.00038939+0.0029954i,0.0026211+0.00030488i,0.0038259-0.0010881i,0.0028391-0.00049147i,0.00012076+0.00010127i,-0.0010774-0.00035492i,-0.00035684+0.0001227i,0.0006913+0.00087275i,0.0012568+0.00059184i
-0.0022199-0.0014046i,-0.0015006-0.0010102i,-0.00012416-0.0017311i,0.0029317+0.00042706i,0.0081212+0.0046955i,0.012536+0.0041967i,0.011302-0.0028268i,0.0038169-0.012013i,-0.0056174-0.015137i,-0.01252-0.0098049i,-0.012575-0.00072274i,-0.0069608+0.0056394i,-0.00079099+0.0060948i,0.0030799+0.0056379i,0.0050119+0.0051599i,0.0063991+0.0024916i,0.0065954-1.0209e-05i,0.0057991-0.00050209i,0.0046405-0.00015077i,0.0039502-0.00055778i,0.0016496-0.0016704i,-0.00088503-0.00066953i,-0.0010428+0.0012589i
-0.0015689+0.0012929i,-0.0021836+0.0028205i,-0.003041+0.005067i,-0.0042958+0.007274i,-0.0046471+0.0087235i,-0.003765+0.0087302i,-0.0026644+0.0046183i,-0.0037714-0.0012066i,-0.0098921-0.00079564i,-0.01306+0.0062987i,-0.0064476+0.0098751i,0.00182+0.0061258i,0.0054022+0.00070024i,0.0055696-0.0015288i,0.0045722-0.00057091i,0.0033596+0.00088037i,0.0023158+0.0010739i,0.001249-3.7643e-06i,0.0018877+0.00057221i,0.0034905+0.00074354i,0.0037178-0.00049034i,0.0014321-0.001507i,-0.0005178-0.001317i
0.00079313+0.0023946i,-0.00041841+0.00080012i,-0.0014237-0.00094123i,-0.0042184-0.0029516i,-0.0083171-0.005743i,-0.011288-0.0061158i,-0.010141-0.0014815i,-0.0056625+0.0063868i,-0.0024281+0.014509i,0.0019372+0.017796i,0.0079827+0.011874i,0.010063+0.0018014i,0.0071867-0.0038604i,0.0030929-0.0046846i,-0.0017421-0.0035829i,-0.0045461-0.0013886i,-0.0044351-0.00031124i,-0.0047765-0.0013935i,-0.0048434-0.0014719i,-0.0031803-0.00014794i,-0.00042692+9.7189e-05i,0.0017569-0.00035555i,0.0016612-0.00075119i
0.00030693-0.0017179i,-0.00010319-0.0013485i,-0.0024845-0.0028961i,-0.0023467-0.0057455i,0.00067137-0.0085461i,0.0013446-0.0091423i,-0.0012939-0.0055799i,-0.00019271+0.0033373i,0.0072716+0.011021i,0.014256+0.0097943i,0.014216+0.0028974i,0.0091792-0.002014i,0.0031707-0.0029782i,-0.0030397-0.0041288i,-0.00764-0.0045867i,-0.0081215-0.0044577i,-0.0058519-0.0048535i,-0.0053854-0.0049688i,-0.0063468-0.0045146i,-0.0054727-0.0039357i,-0.0032028-0.0019774i,-0.00063572+0.00030515i,0.00087209+0.0011973i
-0.0021039-6.0467e-05i,-0.0016448+0.00079621i,-0.00066869+0.0024094i,0.0026655+0.0035715i,0.0056195+0.0049769i,0.0089783+0.0047205i,0.0097861+0.0015361i,0.0098084-0.0011735i,0.012946-0.0036312i,0.013967-0.0069499i,0.0077935-0.0076121i,0.00047293-0.0032797i,-0.0026143+5.9391e-05i,-0.0034047+0.0010581i,-0.0023973+0.000618i,0.00048092-0.0026862i,0.0021248-0.0043829i,0.0020964-0.0027217i,0.0018153-0.0020066i,0.0008989-0.0019292i,-0.0012363-0.0011349i,-0.0025479+2.599e-06i,-0.0019538+0.00050795i
-0.0013019-0.00095908i,-0.0011847-0.0008864i,-0.001632+0.0013904i,-0.0032904+0.0047865i,-0.0038043+0.007786i,-0.00083082+0.0090503i,0.0038694+0.0044105i,0.0069276-0.0055187i,0.0061936-0.013373i,0.00032972-0.014331i,-0.0064517-0.0091786i,-0.0078374-0.0021259i,-0.0048228+0.0017565i,-0.00054975+0.0037581i,0.0046649+0.0044713i,0.0081621+0.0023683i,0.0074921+0.00062198i,0.0051155+0.0027046i,0.004764+0.0058016i,0.0051822+0.0051906i,0.0023702+0.0017665i,-0.00070082-0.00039038i,-0.0015295-9.4576e-05i
0.00094362-0.0011061i,0.00067314-3.8656e-06i,-0.0017132+0.0010639i,-0.0053612-0.00048562i,-0.0073444-0.0033762i,-0.0074201-0.0041414i,-0.0055943-0.0058178i,-0.0028976-0.0096783i,-0.0055817-0.011814i,-0.011532-0.0083307i,-0.010312-0.0009253i,-0.0031662+0.0030118i,0.0020978+0.0027829i,0.0041492+0.0035839i,0.0056462+0.0050452i,0.0054422+0.005812i,0.0040056+0.005683i,0.0022446+0.0045559i,3.9295e-05+0.0049821i,0.00050977+0.0050058i,0.0033324+0.0019638i,0.0027382-0.00010694i,0.00087178+0.000327i
-0.0039223+0.00069015i,-0.0042043+0.0010893i,-0.0058338+0.00087116i,-0.0043856-0.0019808i,-0.00030381-0.0062748i,0.0011603-0.0098737i,-0.0023035-0.010773i,-0.0074425-0.0062232i,-0.011524+0.0010948i,-0.011376+0.0073737i,-0.0031764+0.0093095i,0.0058827+0.006008i,0.0074634+0.001871i,0.0045244-0.00024096i,-0.00040749-3.6342e-05i,-0.004405+0.0015838i,-0.003935+0.0012906i,-0.0026529-0.0028739i,-0.0031426-0.006205i,-0.0018127-0.004012i,0.00097209-0.00049255i,0.0017616+0.0011621i,0.0012347+0.0017308i
0.0019915-0.0007383i,0.0014872-0.0019546i,0.0015151-0.0048974i,0.0036864-0.0055268i,0.0066984-0.0029019i,0.0072418-0.0015817i,0.0038623-0.0015487i,-0.002064+0.0036242i,-0.0032608+0.011861i,0.0016613+0.014752i,0.0075659+0.010896i,0.0096065+0.0051221i,0.0063275-0.00095383i,0.0009762-0.005973i,-0.0048396-0.0083122i,-0.0082844-0.0083448i,-0.0061578-0.008033i,-0.0025666-0.0075465i,-0.00024983-0.0077698i,-0.00057536-0.0074719i,-0.0027316-0.0044166i,-0.0026887-0.0012612i,-0.001096+0.00036921i
-0.00092564-0.0021871i,-0.0012996-0.0014509i,-0.00077132-0.00044817i,-0.0013631+0.004405i,-0.003492+0.010277i,-0.0018825+0.012644i,0.0014134+0.013358i,0.0040052+0.013879i,0.0080269+0.014022i,0.011437+0.011054i,0.0095051+0.0053567i,0.0050701+0.0010251i,0.0020726-0.0023137i,0.00033862-0.0053307i,-0.00013428-0.0065542i,0.00096477-0.0083507i,0.00080465-0.0087216i,-0.0014342-0.0040221i,-0.0026692+0.00085693i,-0.0034016+0.0010316i,-0.0049344-0.00033124i,-0.0054918-0.0010515i,-0.0037446-0.00093925i
