0.00026019+0.00026246i,0.00035825-0.0018429i,0.00051676-0.002881i,-0.00036579-0.0020189i,-0.0014968-5.8389e-05i,-0.0024075+0.001069i,-0.0020934+0.00094856i,-0.0011995+0.001082i,9.1619e-05+0.0011647i,0.0011948-0.00032862i,0.00136-0.0012105i,0.00026999-0.0010302i,-0.00028221-0.00025612i,-0.00043751-0.00030175i,-0.00036329-0.0010497i,-0.00017642-0.00056986i,-1.4108e-05+1.4002e-05i,8.3574e-05+0.00051165i,0.00035162+0.00094575i,0.00052909+0.0002445i,0.00056652-0.00079162i,0.00061128-0.00027733i,0.000238+0.00019381i
-0.044475-0.017145i,-0.15083-0.019899i,-0.3214+0.063529i,-0.40716+0.23164i,-0.31715+0.31813i,-0.18445+0.28586i,-0.12196+0.23369i,-0.11296+0.14735i,-0.14555+0.069945i,-0.14769+0.079581i,-0.075913+0.087505i,-0.0070732+0.053342i,0.02138+0.04283i,0.021213+0.047389i,0.0036091+0.045163i,-0.0074429+0.043859i,-0.017974+0.035654i,-0.033461+0.025044i,-0.034887+0.016041i,-0.031132+0.0016614i,-0.03507-0.015239i,-0.039621-0.019475i,-0.031002-0.0044376i
0.049711-0.044231i,0.11162-0.16315i,0.13819-0.36175i,0.026192-0.47871i,-0.18367-0.38188i,-0.32004-0.21054i,-0.32417-0.11896i,-0.24594-0.059394i,-0.14837-0.010062i,-0.09325+0.002282i,-0.076847+0.025609i,-0.057194+0.070143i,-0.030299+0.074593i,-0.013005+0.028256i,-0.0062351-0.014797i,0.004447-0.034103i,0.026519-0.049931i,0.048116-0.063547i,0.049857-0.062393i,0.035199-0.042255i,0.024255-0.013866i,0.018858-0.0010684i,0.011867-0.0060177i
0.036773+0.033304i,0.094645+0.11221i,0.15677+0.2354i,0.18847+0.32406i,0.22819+0.27471i,0.29433+0.085017i,0.29201-0.067997i,0.2423-0.059065i,0.22955-0.044758i,0.17934-0.12929i,0.068672-0.18185i,-0.0081929-0.16019i,-0.034293-0.1306i,-0.032243-0.082617i,0.0077812-0.015602i,0.061262+0.024037i,0.082796+0.032228i,0.060154+0.021276i,0.010729-0.0011487i,-0.025158-0.0089248i,-0.029675+0.00022022i,-0.016793+0.0077781i,0.00073447+0.0057865i
-0.010731+0.0087959i,-0.015286+0.042248i,0.033006+0.024404i,0.12426-0.10799i,0.16188-0.20703i,0.12002-0.11164i,0.096152+0.010453i,0.075614-0.0091187i,0.027746-0.041204i,0.045968+0.0048062i,0.10081+0.022322i,0.10619-0.0095175i,0.088749-0.019247i,0.065801-0.01709i,0.015047-0.027787i,-0.042736-0.028323i,-0.063358-0.012574i,-0.038095-0.0098464i,-0.0011273-0.023677i,0.014332-0.036322i,0.010204-0.036073i,0.016439-0.02053i,0.035699-0.010457i
-0.031154-0.024748i,-0.11243-0.02374i,-0.23222+0.02475i,-0.30006+0.10163i,-0.29569+0.082759i,-0.29127+0.0126i,-0.2598+0.027069i,-0.17896+0.040146i,-0.13057+0.036953i,-0.11651+0.088083i,-0.073871+0.11937i,-0.021525+0.10351i,0.0089976+0.083076i,0.015775+0.05493i,0.021584+0.027062i,0.048036+0.0047259i,0.084243-0.017051i,0.10062-0.017096i,0.086013+0.014328i,0.062935+0.045001i,0.047676+0.046012i,0.036386+0.028889i,0.025238+0.013186i
0.02634-0.040388i,0.084114-0.1227i,0.14983-0.25507i,0.16679-0.29168i,0.17842-0.13713i,0.23173-0.0087503i,0.23048-0.015753i,0.18028+0.033375i,0.14731+0.12582i,0.098877+0.095008i,0.015663+0.0036742i,-0.069324-0.011408i,-0.10049+0.021863i,-0.076414+0.029393i,-0.059503+0.0028047i,-0.07716-0.018518i,-0.10469-0.0054083i,-0.12986+0.026057i,-0.14157+0.041109i,-0.11943+0.030232i,-0.077437+0.0091511i,-0.050335-0.009104i,-0.039589-0.0090115i
0.026616+0.025726i,0.075617+0.091995i,0.15837+0.19297i,0.24511+0.22851i,0.24685+0.10992i,0.11995-0.05186i,-0.03923-0.13513i,-0.13498-0.1868i,-0.18477-0.22847i,-0.17131-0.16132i,-0.055513-0.05361i,0.056076-0.066707i,0.055768-0.13312i,0.013063-0.12817i,0.018361-0.077074i,0.055775-0.055126i,0.056027-0.081313i,0.01693-0.087726i,0.01436-0.039774i,0.057942-0.0059215i,0.089344-0.014258i,0.091868-0.021186i,0.082539-0.010861i
-0.0065253-0.0036475i,-0.049807-0.0060442i,-0.13379-0.0087738i,-0.20894-0.0065232i,-0.21886+0.0028883i,-0.14277+0.038188i,0.0087641+0.069735i,0.17896+0.048001i,0.30468-0.013002i,0.29192-0.09168i,0.13518-0.11171i,0.048248-0.048682i,0.10317-0.027469i,0.13198-0.059143i,0.077-0.059426i,0.022281-0.033974i,0.021395-0.021818i,0.034933-0.020045i,0.01148-0.0032675i,-0.018723+0.020928i,-0.033013+0.031725i,-0.045647+0.042242i,-0.039991+0.063309i
-0.00027607-0.044602i,-0.020978-0.10584i,-0.075552-0.1618i,-0.087526-0.11852i,0.0046241-0.027425i,0.049731-0.031571i,-0.078978-0.054296i,-0.24865+0.02144i,-0.28654+0.14479i,-0.14928+0.205i,0.046454+0.13557i,0.12449+0.013797i,0.10188-0.014435i,0.091996+0.017597i,0.093926+0.013104i,0.094212-0.013843i,0.10648-0.037084i,0.10374-0.067814i,0.070713-0.085855i,0.038166-0.068003i,0.029918-0.045795i,0.036648-0.047856i,0.038101-0.05199i
0.048353-0.025233i,0.15595-0.038924i,0.29768-0.070882i,0.32598-0.0414i,0.23162+0.12741i,0.21199+0.26233i,0.29103+0.17877i,0.31368+0.028812i,0.22406+0.0071656i,0.083018+0.076928i,0.0040079+0.14275i,0.024801+0.1529i,0.029911+0.12575i,0.016717+0.11144i,0.053601+0.087694i,0.090313+0.055802i,0.082283+0.065532i,0.044733+0.10849i,0.0022339+0.13192i,-0.014966+0.11125i,-0.011423+0.077156i,-0.020603+0.063813i,-0.03855+0.070625i
-0.01487+0.035029i,-0.054845+0.15379i,-0.092709+0.30155i,-0.097387+0.30373i,-0.12469+0.087064i,-0.23891-0.09734i,-0.35908-0.085823i,-0.38847-0.021018i,-0.35601+0.0017147i,-0.27368+0.037669i,-0.12423+0.058765i,0.011293+0.011329i,0.070179-0.056752i,0.062505-0.087785i,0.041418-0.061661i,0.063232-0.031644i,0.090838-0.065811i,0.062382-0.12048i,-0.0084612-0.1271i,-0.057491-0.088812i,-0.047901-0.04565i,0.0040412-0.023001i,0.052742-0.01695i
-0.05203-0.08393i,-0.14177-0.13603i,-0.30002-0.14482i,-0.37347-0.039792i,-0.30116+0.078605i,-0.15371+0.082647i,0.019005+0.040901i,0.19085+0.028904i,0.31973-0.033808i,0.29327-0.14178i,0.14653-0.1349i,0.11521-0.015073i,0.21177+0.037175i,0.24249+0.01103i,0.19068+0.011533i,0.1565+0.044806i,0.16162+0.055392i,0.15011+0.01281i,0.097247-0.036177i,0.067586-0.030974i,0.082154+0.0035055i,0.075304+0.021761i,0.031385+0.027313i
-0.023483-0.14223i,-0.052262-0.30196i,-0.20297-0.42442i,-0.32424-0.29027i,-0.17651-0.047111i,0.062157-0.056375i,0.075788-0.21994i,-0.023049-0.26586i,-0.10249-0.24117i,-0.17701-0.15955i,-0.13434-0.018071i,-0.011289+0.028827i,0.010951+0.0061138i,-0.038506+0.035249i,-0.07481+0.078857i,-0.082099+0.098119i,-0.048084+0.083775i,-0.021203+0.011717i,-0.056931-0.070551i,-0.10049-0.070519i,-0.073465-0.0029931i,-0.014395+0.032409i,-0.00046503+0.026037i
-0.41996+9.3178i,1.0661+9.4112i,5.3732+9.2146i,7.6413+5.0297i,6.4998+0.3573i,3.5876-2.1331i,1.2031-1.872i,0.40679-0.65129i,0.79641-0.018833i,1.2397-0.46878i,0.68899-1.3466i,-0.40174-1.5809i,-1.26-1.063i,-1.7176-0.1723i,-1.6324+0.55045i,-1.0738+0.7883i,-0.37762+0.70867i,0.1445+0.5682i,0.41283+0.49512i,0.46271+0.53444i,0.43247+0.62413i,0.38144+0.63432i,0.26077+0.50602i
-0.14448+0.11771i,-0.28203+0.33206i,-0.40807+0.67532i,-0.41321+0.86301i,-0.31243+0.7598i,-0.13603+0.54105i,0.039596+0.30239i,0.072384+0.086893i,0.017401-0.00078104i,-0.015527+0.00038833i,-0.041693+0.029913i,-0.053042+0.10833i,-0.034957+0.18495i,-0.0066107+0.20679i,0.021389+0.18236i,0.032738+0.14097i,0.040925+0.1203i,0.084588+0.117i,0.14007+0.070056i,0.1275-0.011806i,0.06636-0.038925i,0.032942+0.0015085i,0.029567+0.043725i
-0.13037+0.010164i,-0.29945-0.015331i,-0.43285+0.0091466i,-0.29301+0.074606i,0.049683+0.092486i,0.23185+0.012034i,0.19492-0.076188i,0.13686-0.11132i,0.11593-0.12089i,0.083042-0.12994i,0.016236-0.11885i,-0.038815-0.046132i,-0.039895+0.052537i,-0.029548+0.094693i,-0.040144+0.086581i,-0.051313+0.085935i,-0.067606+0.10462i,-0.090944+0.10001i,-0.094918+0.049696i,-0.068389-8.1735e-05i,-0.029552-0.02477i,-0.01031-0.049724i,-0.02154-0.066623i
0.019579-0.066165i,0.030932-0.23969i,-0.011625-0.46507i,-0.11093-0.54733i,-0.14189-0.46815i,-0.095896-0.36775i,-0.091436-0.23962i,-0.094187-0.13138i,-0.10734-0.13125i,-0.17647-0.13454i,-0.17665-0.057903i,-0.078221-0.0078684i,-0.026888-0.042968i,-0.064327-0.07009i,-0.093493-0.041042i,-0.06307-0.029308i,-0.020309-0.078903i,-0.0081598-0.12595i,-0.024079-0.10094i,-0.042649-0.014446i,-0.027113+0.069052i,0.01262+0.089257i,0.02336+0.054198i
0.084199+0.050325i,0.28127+0.087946i,0.49608+0.073953i,0.41843-0.0019224i,0.047067+0.011842i,-0.14965+0.11489i,-0.024402+0.10965i,0.11583+0.01902i,0.14927-0.048383i,0.13852-0.10069i,0.085625-0.11425i,0.023193-0.098031i,-0.020359-0.12031i,-0.066482-0.13785i,-0.092745-0.085709i,-0.08019-0.014339i,-0.058342+0.022601i,-0.03271+0.035857i,-0.0063632+0.03656i,-0.0093737+0.03246i,-0.026298+0.040228i,-0.011861+0.049007i,0.0070424+0.032347i
-0.055088+0.1062i,-0.11067+0.29633i,-0.12255+0.5307i,-0.0033584+0.54212i,0.1366+0.22471i,0.097377-0.16598i,-0.055267-0.35605i,-0.079263-0.34193i,0.068849-0.29057i,0.16076-0.27368i,0.10002-0.1826i,0.067758-0.022275i,0.11334+0.043263i,0.087948+0.058679i,0.012322+0.15234i,-0.027506+0.25109i,-0.061897+0.25713i,-0.094032+0.19208i,-0.094878+0.10904i,-0.066716+0.049803i,-0.014467+0.02059i,0.025151-0.0148i,0.0084394-0.049733i
-0.069867-0.0074863i,-0.21369-0.035728i,-0.37322-0.039263i,-0.39385-0.010616i,-0.33476-0.002591i,-0.38615+0.034114i,-0.41623+0.13515i,-0.26109+0.098402i,-0.1146-0.084433i,-0.10195-0.13002i,-0.069011-0.023829i,0.030685-0.0024247i,0.06278-0.084166i,0.020217-0.1083i,0.010996-0.055186i,0.046562-0.019936i,0.057328-0.028874i,0.015122-0.051642i,-0.040454-0.054463i,-0.051312-0.020818i,-0.012855+0.012606i,0.019129+0.014129i,0.016111+0.014317i
0.025953-0.066337i,0.036713-0.24028i,-0.029201-0.47222i,-0.22058-0.5271i,-0.37419-0.30418i,-0.29249-0.091556i,-0.1144-0.1075i,-0.076278-0.19742i,-0.11274-0.16609i,-0.039364-0.054115i,0.10177-0.017611i,0.13585-0.071572i,0.020126-0.098605i,-0.11098-0.047198i,-0.1354+0.017519i,-0.091638+0.027818i,-0.080991+0.0086954i,-0.096513+0.015564i,-0.081416+0.036965i,-0.052718+0.037001i,-0.032854+0.020411i,-0.0075762+0.00093477i,0.014822-0.023823i
0.066438+0.035789i,0.21932+0.11625i,0.47965+0.26053i,0.71959+0.3748i,0.80352+0.37728i,0.71941+0.25514i,0.4648+0.042355i,0.1168-0.10769i,-0.091801-0.12844i,-0.077193-0.12635i,-0.0011738-0.1438i,0.021092-0.11995i,0.017246-0.035129i,0.034443+0.043457i,0.054881+0.045677i,0.021947+0.0013923i,-0.042883-0.009118i,-0.07298+0.019872i,-0.065141+0.050549i,-0.034418+0.053584i,0.0019213+0.022262i,0.0096616-0.019596i,-0.014352-0.045344i
-0.028748+0.042841i,-0.098075+0.09354i,-0.20987+0.077217i,-0.31711-0.12435i,-0.4017-0.40678i,-0.51722-0.45147i,-0.59245-0.21177i,-0.53192-0.0044966i,-0.42497+0.019049i,-0.3517-0.0097107i,-0.24743-0.0073198i,-0.10419-0.027276i,-0.012619-0.07135i,0.011773-0.050829i,0.018314+0.02618i,0.016415+0.069761i,-0.016742+0.068197i,-0.062162+0.058987i,-0.069093+0.066181i,-0.014643+0.07447i,0.057747+0.035516i,0.063986-0.028464i,0.01061-0.036886i
-0.034883-0.0025511i,-0.077662-0.014297i,-0.10833-0.0034466i,-0.10101+0.06107i,-0.09215+0.14576i,-0.076113+0.17948i,-0.028247+0.14696i,-0.021531+0.076923i,-0.069456+0.030298i,-0.092931+0.018135i,-0.078159-0.019314i,-0.06711-0.076456i,-0.064066-0.090764i,-0.035871-0.048776i,0.025197-0.0027319i,0.061855+0.012136i,0.031927+0.030907i,-0.023298+0.080514i,-0.030722+0.11808i,0.010727+0.08691i,0.033194+0.00049883i,0.0075073-0.063453i,-0.026315-0.060804i
-0.004265-0.015759i,0.007511-0.054716i,0.001198-0.088833i,-0.034653-0.013305i,-0.02526+0.16679i,0.05815+0.24176i,0.10734+0.15212i,0.081597+0.070154i,0.043244+0.02557i,0.0049824-0.040719i,-0.039301-0.081869i,-0.076015-0.074623i,-0.095918-0.04972i,-0.067726-0.041895i,-0.0088449-0.068409i,0.021201-0.087549i,0.042691-0.043959i,0.083228+0.035713i,0.094546+0.077517i,0.049468+0.052712i,-0.016977+0.013142i,-0.057867+0.018729i,-0.045922+0.046734i
0.013659+0.024169i,0.041168+0.065114i,0.12992+0.11519i,0.26009+0.052157i,0.30696-0.14117i,0.1827-0.22275i,-0.011655-0.083961i,-0.11459+0.079175i,-0.099472+0.11506i,-0.050083+0.052923i,-0.048174-0.01004i,-0.077518-0.022186i,-0.071129-0.0097016i,-0.027677-0.0089238i,0.0083322-0.019874i,0.016833-0.016532i,0.013411+0.0059413i,0.028378+0.026692i,0.047958+0.020945i,0.025544-0.011967i,-0.029218-0.036779i,-0.063961-0.030832i,-0.06262-0.010571i
-0.010623-0.0090696i,-0.04811-0.048245i,-0.14878-0.10606i,-0.28095-0.1122i,-0.34563-0.018403i,-0.2822+0.1052i,-0.12153+0.15927i,0.020166+0.12042i,0.059315+0.066311i,0.040036+0.052136i,0.028686+0.047752i,0.030567+0.035277i,0.031855+0.017276i,0.017948-0.0052814i,-0.0092078-0.02702i,-0.015878-0.045336i,0.012361-0.071162i,0.046894-0.10279i,0.059035-0.10041i,0.041468-0.049585i,0.016871+0.010072i,0.012651+0.040366i,0.016336+0.033737i
0.012461+0.011798i,0.042839+0.02177i,0.076716+0.054137i,0.086782+0.11525i,0.07017+0.16166i,0.047414+0.1272i,0.011993+0.068363i,-0.014567+0.078072i,-0.015057+0.08337i,-0.029959+0.049487i,-0.044062+0.031208i,-0.04064+0.01224i,-0.049659-0.0027731i,-0.045731+0.0092296i,-0.0146+0.0093949i,0.0036547-0.011436i,0.0070533-0.017852i,0.018978-0.013595i,0.036427-0.013221i,0.046435-0.0040239i,0.052427+0.0088082i,0.054934+0.0098483i,0.042248+0.0080783i
-0.0022174+0.016861i,0.029007+0.053499i,0.12772+0.045924i,0.24447-0.079164i,0.27489-0.21638i,0.22825-0.21097i,0.18138-0.14794i,0.10924-0.12795i,0.033967-0.067191i,0.029133+0.018961i,0.039149+0.051733i,0.026892+0.058485i,0.013907+0.047272i,-0.016153+0.020413i,-0.049018+0.016942i,-0.061763+0.036136i,-0.068871+0.056861i,-0.067965+0.068449i,-0.04219+0.060013i,-0.0099005+0.033427i,-0.0009747+0.0045327i,-0.011215-0.012544i,-0.015944-0.015025i
-0.052904+0.0024116i,-0.16436+0.036378i,-0.33276+0.15997i,-0.4385+0.34836i,-0.40738+0.4355i,-0.2995+0.35316i,-0.18095+0.22782i,-0.075448+0.12011i,-0.033544+0.011629i,-0.034998-0.048477i,-0.012152-0.051734i,0.0071239-0.038835i,0.0097957-0.0040819i,0.03331+0.028195i,0.060329+0.03072i,0.067436+0.018391i,0.061779-0.0037788i,0.051026-0.034899i,0.032858-0.056735i,0.011616-0.050971i,0.00090345-0.028297i,0.0031967-0.013191i,0.011192-0.0058834i
0.018632-0.034969i,0.070218-0.15722i,0.14006-0.36718i,0.1885-0.53344i,0.22318-0.52683i,0.22223-0.42613i,0.14455-0.33795i,0.035569-0.24061i,-0.046463-0.12709i,-0.091139-0.050908i,-0.1045-0.017762i,-0.085565-0.00096421i,-0.049673-0.0058369i,-0.026642-0.021052i,-0.019868-0.020219i,-0.004589-0.0070945i,0.020593+0.0056193i,0.029697+0.020375i,0.021406+0.032148i,0.0051588+0.031056i,-0.010938+0.022142i,-0.021652+0.0073306i,-0.034287-0.0039804i
0.028713+0.041437i,0.096885+0.10921i,0.17454+0.19464i,0.14727+0.22771i,-0.016087+0.21172i,-0.13293+0.20202i,-0.1174+0.17034i,-0.065391+0.10764i,-0.0081472+0.084919i,0.067124+0.10053i,0.111+0.073428i,0.085573+0.013431i,0.020663-0.011212i,-0.028641+0.0080592i,-0.034135+0.032087i,-0.033773+0.029926i,-0.0601+0.021655i,-0.080552+0.035638i,-0.062453+0.060186i,-0.016542+0.06979i,0.022545+0.053859i,0.041197+0.033496i,0.054643+0.014568i
-0.024333+0.046226i,-0.069827+0.11254i,-0.11425+0.2043i,-0.098962+0.23046i,-0.031193+0.14317i,-0.0012744+0.040094i,-0.022332+0.039518i,-0.029306+0.099631i,0.0047927+0.08031i,0.015491-0.019879i,-0.021902-0.055156i,-0.040589-0.013155i,-0.023229+0.014562i,-0.0019661+0.0052135i,-0.0017141-0.023297i,-0.02127-0.031792i,-0.020937-0.0059251i,0.001692+0.01033i,0.0052686-0.00371i,-0.017685-0.02328i,-0.040121-0.027513i,-0.045194-0.021386i,-0.039921-0.018865i
-0.028671-0.033519i,-0.10279-0.10497i,-0.18398-0.18052i,-0.15777-0.18824i,-0.031241-0.11976i,0.020558-0.037506i,-0.035021-0.00088006i,-0.083284-0.029997i,-0.11446-0.06201i,-0.13261-0.04498i,-0.10109-0.033019i,-0.054098-0.052337i,-0.032366-0.055193i,-0.028369-0.018462i,-0.019627+0.036012i,-0.00026716+0.063342i,0.0085464+0.048844i,0.0021012+0.022263i,0.0024078+0.0078572i,0.0078625+0.0018538i,0.0050389-4.484e-05i,-0.0071945+0.0015767i,-0.029539+0.0056799i
0.050234-0.022466i,0.13246-0.065127i,0.21292-0.13201i,0.15573-0.17324i,-0.017755-0.1609i,-0.10276-0.12048i,-0.044708-0.06031i,0.028932+0.015539i,0.063687+0.07187i,0.084189+0.075342i,0.075672+0.038744i,0.030891+0.004069i,-0.0087185-0.0059259i,-0.016105-0.0087202i,-0.0033557-0.020823i,0.0035334-0.030935i,-0.010546-0.02893i,-0.030281-0.019077i,-0.032032-0.011415i,-0.021498-0.0092726i,-0.0099297-0.010872i,0.00031679-0.01573i,0.0093597-0.011363i
0.0027941+0.039806i,0.0075261+0.11417i,0.02125+0.20502i,0.030063+0.2535i,0.058435+0.26984i,0.1094+0.23987i,0.090282+0.15038i,0.010221+0.078984i,-0.021672+0.022508i,-0.027373-0.035456i,-0.049851-0.025847i,-0.05211+0.025156i,-0.047692+0.03967i,-0.047029+0.027826i,-0.035709+0.0055119i,-0.027325-0.014705i,-0.0099722-0.015244i,0.025248-0.012636i,0.043938-0.017296i,0.034058-0.018155i,0.013083-0.012473i,-0.0085-0.0023888i,-0.01746+0.0025471i
-0.038798+0.00030987i,-0.085869+0.024575i,-0.081915+0.06023i,0.030218+0.018174i,0.095746-0.12221i,0.0084386-0.15605i,-0.021714-0.071619i,0.042329-0.083758i,0.0064503-0.11606i,-0.057424-0.045004i,-0.037725-0.0033582i,-0.0053004-0.024646i,0.023881-0.039207i,0.044421-0.054718i,0.02082-0.05905i,-0.011914-0.036164i,-0.02676-0.01199i,-0.03009-8.0634e-05i,-0.014261+0.0017605i,0.0049838-0.0067233i,0.010245-0.011154i,0.017146-0.0035403i,0.024977-0.00092746i
-0.0014813-0.035337i,-0.033282-0.12854i,-0.16871-0.23862i,-0.368-0.19181i,-0.39605-0.011065i,-0.21193+0.028706i,-0.11089-0.047779i,-0.12516+0.0063163i,-0.047111+0.090728i,0.05511+0.064212i,0.074874+0.030357i,0.063791+0.013529i,0.02478-0.01205i,-0.025112-4.9291e-05i,-0.027002+0.039614i,-0.0021082+0.045968i,-0.0004825+0.021247i,-0.017462+0.0098487i,-0.028196+0.02109i,-0.027767+0.037027i,-0.018838+0.038454i,-0.014579+0.022207i,-0.017855+0.015734i
0.04013+0.038292i,0.15537+0.091133i,0.37247+0.12334i,0.55367+0.056137i,0.524-0.022452i,0.34996+0.0272i,0.24065+0.090834i,0.17531+0.033061i,0.056486-0.043454i,-0.043311-0.062442i,-0.082141-0.057795i,-0.097439-0.023959i,-0.078884+0.032909i,-0.019263+0.058396i,0.034107+0.026967i,0.040067-0.0088448i,0.031272+0.0023899i,0.040045+0.028835i,0.046084+0.032388i,0.039542+0.015694i,0.026026-0.0069562i,0.010006-0.019713i,-0.0018625-0.02414i
-0.03776+0.01797i,-0.12009+0.063802i,-0.23769+0.1334i,-0.30819+0.14595i,-0.31184+0.046275i,-0.28773-0.084257i,-0.2172-0.13653i,-0.10837-0.13385i,-0.030826-0.094172i,0.0073377-0.019109i,0.031148+0.022704i,0.049995+0.016007i,0.05584-0.018913i,0.014435-0.054762i,-0.049677-0.046772i,-0.064879-0.013969i,-0.04114-0.0098129i,-0.023087-0.024762i,-0.017915-0.023517i,-0.019142-0.0020718i,-0.013795+0.021963i,0.0034188+0.028164i,0.018684+0.014828i
-0.0088267-0.041725i,-0.056572-0.11401i,-0.16105-0.15056i,-0.21521-0.026613i,-0.090477+0.16914i,0.071535+0.233i,0.039665+0.21841i,-0.058844+0.24132i,-0.039497+0.19768i,0.0049502+0.074868i,0.0057472+0.00070366i,-0.0071344-0.026279i,-0.025495-0.026386i,-0.0094561+0.0058758i,0.041778+0.029095i,0.062631+0.018661i,0.031473-0.0046032i,-0.013822-0.017735i,-0.028112-0.020494i,-0.008916-0.022158i,0.0054336-0.024887i,-0.0056961-0.020241i,-0.021709+0.0043068i
0.046149+0.0071395i,0.18745-0.019357i,0.41568-0.15397i,0.48871-0.39779i,0.24023-0.5029i,-0.036294-0.3536i,-0.045999-0.21929i,0.028688-0.20871i,0.0025906-0.15452i,-0.034055-0.056128i,-0.037214-0.0022986i,-0.035622+0.029789i,-0.027075+0.047461i,-0.024465+0.033418i,-0.039077+0.0087274i,-0.046878+0.01215i,-0.015421+0.043214i,0.034482+0.058757i,0.051882+0.037763i,0.029772+0.0051947i,0.0017786-0.012431i,-0.0097836-0.020481i,-0.016598-0.032459i
-0.042958+0.05809i,-0.13275+0.20357i,-0.24014+0.47943i,-0.21566+0.70116i,-0.023803+0.61106i,0.13359+0.31968i,0.11857+0.15625i,0.04624+0.13208i,0.031945+0.088614i,0.047701+0.026568i,0.060866-0.011491i,0.067836-0.036242i,0.054925-0.046179i,0.024037-0.029714i,0.008884-0.0068131i,0.01588-0.010501i,0.012188-0.03396i,-0.0030449-0.040403i,-0.0090325-0.017411i,-0.0056724+0.0095638i,0.0071095+0.020812i,0.027012+0.020833i,0.041813+0.012691i
-0.026167-0.049725i,-0.084591-0.17227i,-0.18992-0.34708i,-0.27003-0.39829i,-0.25725-0.22798i,-0.2129-0.00058771i,-0.16043+0.12113i,-0.086591+0.14036i,-0.050683+0.10033i,-0.070085+0.051895i,-0.099473+0.032752i,-0.11134+0.029438i,-0.090657+0.015984i,-0.0385-0.01692i,-0.0039658-0.053844i,-0.02393-0.063696i,-0.06435-0.037099i,-0.07639-0.0024938i,-0.054895+0.0091532i,-0.029634+0.002674i,-0.027163-0.001757i,-0.037659+0.0020887i,-0.038271+0.016932i
0.057569-0.009026i,0.16995-0.047191i,0.3094-0.15457i,0.31802-0.29029i,0.18269-0.35761i,0.083635-0.35407i,0.050802-0.34783i,0.0096-0.30622i,-0.0014866-0.20053i,0.030164-0.10784i,0.056496-0.058028i,0.064237-0.025158i,0.046153+0.0054643i,0.010763+0.041172i,-0.0062213+0.076137i,0.014272+0.098315i,0.054203+0.096721i,0.071101+0.073409i,0.051891+0.047688i,0.028294+0.02987i,0.014441+0.017735i,-0.001573+0.010669i,-0.020471+0.0037132i
-0.0079652+0.055584i,-0.013047+0.21526i,0.031432+0.4825i,0.14274+0.66731i,0.21787+0.61042i,0.20885+0.44218i,0.17264+0.3213i,0.11118+0.22016i,0.03484+0.13483i,0.0050533+0.083815i,0.0021764+0.030954i,-0.013743-0.017685i,-0.018232-0.039689i,-0.0073845-0.041954i,0.0062236-0.040566i,0.016091-0.05659i,0.0068868-0.078789i,-0.0048164-0.075784i,-0.0060312-0.04754i,-0.0099678-0.020698i,-0.0043015-0.010481i,0.020115-0.01326i,0.042057-0.020682i
-0.058497-0.036983i,-0.18664-0.13455i,-0.40084-0.29023i,-0.55089-0.39347i,-0.51426-0.34764i,-0.40978-0.2082i,-0.33121-0.08188i,-0.21599-0.022382i,-0.11308-0.027604i,-0.082933-0.023685i,-0.065239+0.020511i,-0.038945+0.052251i,-0.032228+0.051859i,-0.03541+0.035295i,-0.048532+0.023231i,-0.072892+0.036516i,-0.084835+0.056373i,-0.074768+0.046865i,-0.050361+0.013025i,-0.025098-0.0057839i,-0.013279-0.0022043i,-0.021631+0.0019266i,-0.029332+0.0049203i
0.050339-0.022276i,0.16077-0.069667i,0.3197-0.12511i,0.39152-0.12666i,0.33045-0.09818i,0.26438-0.14315i,0.20376-0.23236i,0.098522-0.22497i,0.02619-0.13123i,0.0099719-0.074415i,0.0093961-0.06904i,0.021124-0.065029i,0.036845-0.047834i,0.043544-0.025846i,0.056332-0.022091i,0.076208-0.035838i,0.085995-0.038317i,0.076514-0.015457i,0.059375+0.010891i,0.046646+0.0054716i,0.027612-0.013065i,0.0089258-0.010588i,-0.0013834+0.0014386i
0.0089327+0.043582i,0.033563+0.14195i,0.089321+0.26915i,0.14136+0.30512i,0.12913+0.26176i,0.0646+0.29738i,0.067595+0.35803i,0.11501+0.29536i,0.10614+0.17753i,0.072005+0.10859i,0.039038+0.07632i,0.0017349+0.048433i,-0.025016+0.017773i,-0.037326+0.0041i,-0.039267+0.014517i,-0.039626+0.024676i,-0.038743+0.020799i,-0.018621+0.0041792i,0.0066669-0.011553i,0.010529-0.0094823i,0.0086433-9.6506e-05i,0.015399-0.0076266i,0.018792-0.025968i
-0.055584-0.010905i,-0.17465-0.019424i,-0.36819-0.027365i,-0.49149-0.030451i,-0.4398-0.072981i,-0.32423-0.15084i,-0.26219-0.13256i,-0.19504-0.042375i,-0.10159-0.027544i,-0.052649-0.056357i,-0.033149-0.044334i,-0.010053-0.0084238i,0.0067858+0.01622i,0.0088783+0.016324i,-0.00037897+0.0077731i,-0.0081405+0.0099182i,-0.012607+0.013798i,-0.025391+0.012937i,-0.04018+0.0085634i,-0.039821+0.005273i,-0.02653+0.0084355i,-0.016189+0.014375i,-0.013655+0.019352i
