6.787e-05+0.0016724i,0.0014269+0.00096002i,0.0011689+0.00053872i,0.00087125+0.00037948i,0.00040199+8.0649e-05i,-0.00058844-8.3072e-05i,-0.0011845+0.00048252i,-0.00069683+0.00069774i,4.5398e-05+0.0014389i,0.00066679+0.0012465i,0.00090017-0.00031522i,0.00057385-0.001083i,0.00011904-0.0012918i,-0.00063248-0.00077846i,-0.00096046-0.00050573i,-0.00013142-0.00028587i,8.1752e-05+0.00035725i,-0.00027788+0.0004355i,9.545e-05+0.00071077i,0.00039362+0.00038223i,0.00023985+0.0004042i,0.00010835+0.0010731i,0.00015094+0.00096332i
-0.099507-0.13203i,-0.16802-0.26321i,-0.21199-0.33509i,-0.20412-0.31967i,-0.1473-0.27078i,-0.089321-0.20487i,-0.056562-0.11677i,-0.028582-0.047473i,-0.0053022-0.026056i,0.00091856-0.028017i,-0.0039477-0.028652i,-0.011501-0.020584i,-0.011742-0.0095253i,-0.0047655-0.0046902i,0.0010891-0.0028762i,0.0029161+0.0010142i,0.00069271+0.0039133i,-0.0028908-0.00029587i,-0.0063003-0.011162i,-0.014217-0.020808i,-0.025741-0.02683i,-0.030254-0.029567i,-0.022933-0.02642i
0.1104-0.054798i,0.22447-0.034595i,0.29173+0.052796i,0.27956+0.13643i,0.21855+0.1611i,0.14195+0.13357i,0.07081+0.083439i,0.023758+0.044738i,0.010005+0.021049i,0.013802+0.00044779i,0.01449-0.012898i,0.0058088-0.013795i,-0.0046654-0.0081647i,-0.0084359-0.0022342i,-0.0066079-0.00060164i,-0.0051345-0.0020525i,-0.0017803-0.0017594i,0.0035233+0.0032857i,0.0056291+0.014391i,0.0070025+0.027874i,0.010504+0.037957i,0.010939+0.038904i,0.0064775+0.02941i
0.030157+0.060869i,-0.02389+0.08032i,-0.14435+0.026836i,-0.23572-0.04315i,-0.23714-0.052914i,-0.17201-0.033482i,-0.095469-0.015465i,-0.043992+0.0098648i,-0.017298+0.028142i,-0.0043234+0.027843i,0.004858+0.016944i,0.011354+0.0018481i,0.012013-0.010156i,0.01136-0.013113i,0.012618-0.010406i,0.013235-0.007024i,0.010447-0.0044976i,0.0049998-0.0062732i,-0.00063632-0.016224i,-0.0042267-0.034044i,-0.0046904-0.051066i,-0.0021965-0.052114i,0.0018504-0.034762i
-0.01639+0.048016i,0.031199+0.056756i,0.16025+0.044145i,0.26317+0.02132i,0.2445-0.0047107i,0.17244-0.0097341i,0.11012-0.010118i,0.058276-0.017689i,0.022568-0.012549i,0.0051675-0.0013654i,-0.0031426+0.0055415i,-0.003378+0.0099384i,0.0023094+0.011585i,0.0033033+0.01154i,-0.0019301+0.011784i,-0.0061803+0.010714i,-0.0048894+0.0076973i,-0.00026271+0.0045086i,0.0049639+0.0056794i,0.006846+0.015376i,0.0046595+0.028925i,0.0021666+0.033502i,-0.0010165+0.025693i
-0.071475-0.015422i,-0.14922-0.0024061i,-0.2355+0.050315i,-0.26775+0.08253i,-0.21872+0.050258i,-0.15208+0.013835i,-0.096302+0.0093542i,-0.045081+0.0083349i,-0.013253-0.0027628i,-0.0048512-0.01346i,-0.011673-0.018766i,-0.020977-0.014114i,-0.021322-0.004886i,-0.0149-0.0033239i,-0.0084779-0.0048888i,-0.00389-0.0023912i,-0.0015301+0.0030021i,-0.0030356+0.0066581i,-0.0053734+0.0049917i,-0.0039043-0.0036192i,0.0012376-0.015085i,0.0055409-0.017304i,0.0059835-0.0085671i
0.034218-0.070761i,0.087928-0.14209i,0.14065-0.20047i,0.16782-0.19886i,0.15947-0.13854i,0.11596-0.07622i,0.055791-0.033692i,0.010375-0.0021972i,-0.0020325+0.0083028i,0.0031561-0.0035759i,0.0070874-0.017237i,0.0054653-0.019557i,0.0035334-0.012334i,0.0069358-0.0043155i,0.0089017+0.00014131i,0.0041763+0.0017743i,-0.00051877-0.00025i,0.0012841-0.0046936i,0.0076584-0.0052795i,0.0071145+0.00067264i,-0.0045703+0.0070467i,-0.015256+0.004594i,-0.016205-0.0054844i
0.037295+0.037776i,0.038175+0.098004i,-0.0086657+0.1566i,-0.07346+0.18347i,-0.10379+0.17187i,-0.086957+0.12906i,-0.044227+0.077065i,-0.011283+0.043403i,0.00093495+0.032226i,0.0087236+0.026374i,0.017412+0.013739i,0.017162-0.0011765i,0.0088006-0.010046i,0.002541-0.010869i,0.00095165-0.011891i,0.0013085-0.015111i,0.0013913-0.014148i,-0.0009825-0.0073775i,-0.0061832+6.5174e-05i,-0.0056444+5.6458e-05i,0.0045635-0.0036141i,0.012876-0.0010096i,0.010767+0.0060026i
-0.012012+0.012166i,-0.01121-0.024824i,0.021302-0.1047i,0.059116-0.17012i,0.065692-0.17795i,0.053622-0.14059i,0.035928-0.089079i,0.016218-0.048179i,0.0036531-0.018967i,-6.404e-06+0.0022441i,0.0005779+0.014156i,0.0035212+0.016987i,0.0077052+0.012969i,0.0086019+0.0089362i,0.0079849+0.010256i,0.0083595+0.013132i,0.0078922+0.012582i,0.0090761+0.0055554i,0.012398-0.0069656i,0.010257-0.016753i,0.0019056-0.020011i,-0.00056795-0.020375i,0.0034343-0.01738i
-0.0080996+0.01378i,-0.0043036+0.064968i,0.0028183+0.14822i,0.0025139+0.19668i,0.0041302+0.16648i,-0.00037772+0.11007i,-0.0092681+0.065531i,-0.0099145+0.031006i,-0.0067788+0.0093668i,-0.0092413+0.00051362i,-0.017971-0.00064436i,-0.023441+0.0046927i,-0.020473+0.010387i,-0.015637+0.0092893i,-0.012561+0.0048305i,-0.008387+0.002918i,-0.0034845+0.0052365i,-0.00091308+0.010732i,-0.0010591+0.018416i,-0.00044265+0.024937i,0.0018994+0.028904i,0.0015705+0.030886i,-0.0012644+0.024749i
-0.021889-0.024778i,-0.057717-0.072148i,-0.099693-0.1421i,-0.10693-0.18566i,-0.076945-0.16007i,-0.048571-0.10444i,-0.033584-0.051401i,-0.024501-0.0082398i,-0.017886+0.0089063i,-0.014315+0.0021486i,-0.011561-0.0092757i,-0.009063-0.01394i,-0.0046668-0.012469i,0.0031047-0.0091637i,0.0085025-0.0048301i,0.0089131-7.3267e-05i,0.0064824+0.0018445i,0.0034189-0.001373i,0.0019645-0.010633i,0.0032301-0.020361i,0.0028585-0.026997i,0.00049036-0.029252i,-0.00058197-0.023129i
0.030829-0.0042795i,0.07732+0.0064123i,0.13112+0.038829i,0.144+0.084578i,0.10679+0.10729i,0.067446+0.089901i,0.045405+0.052285i,0.026702+0.021024i,0.011188+0.0092678i,0.0057507+0.0047741i,0.0080494-0.0035523i,0.0080093-0.011209i,0.0032522-0.010903i,-0.0014243-0.0049751i,-0.0041241-0.0025516i,-0.0066517-0.0058323i,-0.0074688-0.0081832i,-0.0050297-0.0041313i,-0.0026178+0.0065279i,-0.0020941+0.017727i,-0.0041817+0.023275i,-0.0074555+0.021842i,-0.0084641+0.014437i
-0.011368+0.012869i,-0.037551+0.016538i,-0.078621-0.00063488i,-0.10741-0.037923i,-0.10026-0.063802i,-0.068916-0.061863i,-0.038214-0.044445i,-0.019601-0.027635i,-0.011541-0.013482i,-0.0053284-0.00033346i,0.0015387+0.0079213i,0.0052389+0.009044i,0.0039187+0.0047528i,0.0020927+0.0010668i,0.0027639+0.00015289i,0.0041877+0.00026018i,0.0045049+0.0007425i,0.0029095-0.00080594i,0.0007082-0.0084447i,0.0019705-0.018476i,0.007831-0.024967i,0.014323-0.02242i,0.016226-0.01005i
0.0064196-0.0027265i,0.031633+0.00053233i,0.078987+0.01403i,0.11701+0.026046i,0.11792+0.021809i,0.08632+0.01441i,0.04383+0.01273i,0.013222+0.0089781i,-0.00045217+0.0035918i,-0.0085037+0.00040609i,-0.016424+0.0032194i,-0.017886+0.0092952i,-0.010859+0.012081i,-0.0054586+0.010431i,-0.0054405+0.009185i,-0.0051667+0.0099355i,-0.0018523+0.010904i,0.0038513+0.012805i,0.0091211+0.016964i,0.0065313+0.022034i,-0.0030194+0.023332i,-0.009953+0.017349i,-0.0089875+0.0047397i
-0.013268+0.0063714i,-0.047619+0.013921i,-0.10483+0.016576i,-0.14109+0.0076764i,-0.12782+0.0046814i,-0.093744+0.0078029i,-0.057401+0.01015i,-0.025563+0.014382i,-0.011499+0.013449i,-0.012321+0.0050628i,-0.015284-0.0037818i,-0.014827-0.0093417i,-0.010188-0.011014i,-0.0035543-0.010717i,0.0017796-0.00907i,0.006046-0.005387i,0.0068891-0.0020274i,2.0319e-05-0.00024217i,-0.0093127-0.0017109i,-0.0096086-0.0059413i,-0.0018867-0.0073506i,0.0027082-0.0029472i,3.7215e-05+0.0048171i
0.0010901-0.020183i,0.025862-0.050503i,0.073254-0.080461i,0.11169-0.077228i,0.10368-0.046726i,0.075056-0.02505i,0.049283-0.017949i,0.023586-0.014005i,0.0029664-0.010736i,-0.005679-0.01115i,-0.0057917-0.013483i,-0.0048581-0.013108i,-0.0031422-0.0082589i,-0.0007534-0.0017841i,-0.00078565+0.0026913i,-0.0023714+0.0045547i,-0.0027444+0.0027739i,-5.7275e-05-0.00065863i,0.0055916-0.0021554i,0.0078129-0.002684i,0.0018165-0.0058418i,-0.0034943-0.010884i,-0.0012999-0.011702i
0.0084215+0.0066927i,0.011386+0.031457i,-0.0062115+0.069573i,-0.039243+0.087596i,-0.053098+0.067889i,-0.043507+0.040233i,-0.029091+0.019107i,-0.017529+0.0023163i,-0.0097981-0.0067121i,-0.0017632-0.0090667i,0.0052496-0.0085096i,0.005809-0.0074352i,0.0017992-0.005029i,-0.0025922-0.0024285i,-0.0054331-0.0023622i,-0.0060427-0.003953i,-0.0066662-0.0039587i,-0.0095273-0.0011024i,-0.012314+0.0012955i,-0.0093477+0.0023797i,-0.001584+0.0056742i,0.002245+0.01002i,0.00064144+0.011341i
-0.0018833-0.0025054i,-0.0016847-0.015484i,0.002943-0.043786i,0.018018-0.073351i,0.033793-0.078999i,0.031381-0.060094i,0.01521-0.03006i,0.0036371-0.0057419i,0.00046801+0.0013114i,-0.00068181-0.00047334i,-0.0042763+0.0020122i,-0.0048888+0.0067014i,7.6664e-05+0.006832i,0.0038237+0.0048562i,0.0036619+0.0055128i,0.0010497+0.0079337i,0.00039828+0.0085429i,0.0051275+0.0069261i,0.012783+0.0027151i,0.015544-0.0020707i,0.010787-0.0058946i,0.0072498-0.0099213i,0.0072076-0.010927i
0.003547+0.0071053i,0.0020961+0.023504i,-0.0056398+0.046591i,-0.01505+0.066584i,-0.018555+0.070921i,-0.016404+0.05792i,-0.010321+0.037457i,9.4879e-05+0.020884i,0.0076942+0.010778i,0.005208+0.003045i,-0.0034711-0.0033983i,-0.0083589-0.0065944i,-0.0074499-0.006999i,-0.0063488-0.0065877i,-0.0057658-0.0064438i,-0.0034709-0.0052014i,-0.0019153-0.0020956i,-0.0044311+0.002872i,-0.0089991+0.0098235i,-0.011845+0.01493i,-0.012138+0.01664i,-0.012821+0.01699i,-0.013797+0.012927i
-0.0062363-0.0068418i,-0.013999-0.026581i,-0.017448-0.062146i,-0.014031-0.083525i,-0.011047-0.071198i,-0.0078673-0.049408i,-0.00084228-0.033853i,0.00092523-0.021186i,-0.0034516-0.010883i,-0.0066665-0.004874i,-0.0061189-0.0036482i,-0.0043417-0.0026869i,-0.0019052+0.00052626i,0.0011267+0.0024541i,0.003897+0.002524i,0.0049335+0.0026607i,0.004209+0.0009066i,0.0025541-0.0037372i,0.0021434-0.010382i,0.004189-0.017557i,0.0067186-0.0225i,0.0081881-0.020729i,0.0088102-0.011165i
0.0084838-0.0019023i,0.028797+0.0072117i,0.051815+0.030006i,0.056546+0.052798i,0.043009+0.052825i,0.027519+0.036951i,0.011956+0.021157i,-0.0010448+0.0086055i,-0.0055076+0.00011822i,-0.0030808-0.0066861i,-0.00046009-0.011444i,-0.0018479-0.010259i,-0.0048844-0.0042512i,-0.0069481+0.00025449i,-0.0088964+0.0013273i,-0.0094863+0.00046554i,-0.0070224-0.0014659i,-0.004432-0.00030681i,-0.0039813+0.0051703i,-0.0042029+0.010412i,-0.0048167+0.011743i,-0.0070849+0.0087513i,-0.0074239+0.0016647i
-0.0015825+0.005553i,-0.015629+0.0091414i,-0.039624-0.0020337i,-0.054662-0.025313i,-0.046158-0.036693i,-0.030512-0.029075i,-0.018853-0.013575i,-0.0084303+0.0012739i,0.0005839+0.0060847i,0.0060144+0.0031966i,0.006418+0.00079306i,0.0048508-8.6227e-05i,0.0053324-0.0022793i,0.0065728-0.0046374i,0.0052024-0.004432i,0.0025594-0.0020575i,0.0023782+0.0011033i,0.0029677+0.00035725i,0.0039771-0.0051299i,0.0083491-0.0087569i,0.012921-0.0078934i,0.013885-0.0052385i,0.010431-0.0012727i
0.0030439-0.00079581i,0.010031-0.0037113i,0.026973-0.0080495i,0.041732-0.0033305i,0.038255+0.0080202i,0.026035+0.01246i,0.018734+0.012143i,0.015416+0.0087394i,0.01385+0.0037876i,0.010295+0.0015101i,0.0019032+0.0017718i,-0.0053462+0.0016529i,-0.0057509+0.0017753i,-0.0046731+0.0017059i,-0.0055847+0.00092067i,-0.0059939+0.0013906i,-0.0033119+0.0034786i,0.00091986+0.0073008i,0.0040708+0.011929i,0.0018797+0.01432i,-0.0048951+0.011706i,-0.0083407+0.0054783i,-0.0064969+0.00022906i
-0.0056763+0.0046599i,-0.011974+0.0058582i,-0.021321+0.0035232i,-0.031877-7.9156e-05i,-0.035949+0.00072359i,-0.028505-0.00080723i,-0.016205-0.0075218i,-0.0069618-0.0090056i,-0.002852-0.0022725i,-0.0019369+0.0045988i,-0.0013194+0.0045361i,-0.0011001+0.00142i,-0.0022566+0.00043064i,-0.0013066-0.00079852i,0.0012526-0.002543i,0.0028486-0.0024469i,0.00079847-0.0016209i,-0.0053607-0.0026454i,-0.010053-0.0046269i,-0.0083588-0.0065784i,-0.0029436-0.0059207i,-0.00023099-0.0011855i,-0.0011269+0.003188i
0.0014244-0.0032305i,0.0097841-0.010004i,0.031098-0.017306i,0.046234-0.020309i,0.040903-0.0176i,0.027971-0.011591i,0.014395-0.0038879i,0.00028819+0.002059i,-0.006702+0.004701i,-0.008894+0.0039772i,-0.010467+0.0012972i,-0.010565+0.00074325i,-0.0081725+0.0024525i,-0.0040174+0.0046368i,-0.0013246+0.0046774i,-0.00072813+0.0028302i,-0.00022525+0.00059936i,0.0012176-0.00015014i,0.0037298+0.0016414i,0.004794+0.0017164i,0.0030907-0.0018425i,0.0025061-0.004932i,0.004925-0.0058402i
-0.0031812+0.0025113i,-0.006366+0.012066i,-0.016256+0.02607i,-0.026441+0.029804i,-0.026098+0.020107i,-0.017543+0.012556i,-0.010991+0.012466i,-0.0051745+0.013781i,0.00046684+0.011061i,0.0014817+0.0041764i,0.00036089-0.0030621i,-0.00050345-0.0081186i,-0.00055979-0.010451i,4.9206e-05-0.011099i,0.0005935-0.010088i,0.00070007-0.0072318i,0.00077741-0.0042131i,-0.00089819-0.0037514i,-0.0025791-0.0043117i,-0.0014789-0.0017074i,0.001283+0.0033002i,0.00082327+0.0064306i,-0.0027439+0.0043974i
0.00047465-0.0034667i,-0.002332-0.012561i,0.0024852-0.026845i,0.011487-0.03583i,0.012265-0.030313i,0.0082762-0.019388i,0.0090015-0.010538i,0.010867-0.0045657i,0.0094103-0.003247i,0.0054881-0.0025399i,0.0023341+0.00016219i,0.0010962+0.0028296i,0.00034414+0.0043857i,-0.00015392+0.005005i,-0.00076609+0.0047678i,-0.0010291+0.005549i,0.0014492+0.0066972i,0.0063028+0.0064956i,0.01006+0.0048123i,0.0093036+0.0021629i,0.0066725-0.00090999i,0.0067602-0.0026038i,0.006649-0.002286i
-0.00087422+0.0021518i,0.0032457+0.0037796i,0.0074672+0.014269i,0.0073179+0.02369i,0.0018364+0.023249i,-0.0025592+0.015609i,-0.0054461+0.0052403i,-0.0046053-0.0021437i,-0.0017092-0.0020007i,0.00051203+0.0014771i,3.6045e-05+0.00077003i,-0.003638-0.0015774i,-0.0072688-0.00098495i,-0.0086224-0.0007374i,-0.0063169-0.002018i,-0.0037906-0.0015305i,-0.0032396+0.0026331i,-0.0045499+0.0062479i,-0.0068172+0.0071555i,-0.0086135+0.0065559i,-0.010098+0.0058312i,-0.011415+0.0057847i,-0.0098018+0.0044171i
-0.00044135-0.001461i,-0.0017513-0.0054283i,-0.002088-0.01229i,9.9396e-05-0.018856i,0.0025294-0.020487i,0.0038532-0.015075i,0.0017887-0.0064474i,-0.004236+0.0026364i,-0.0086985+0.0081092i,-0.0097763+0.0090635i,-0.0085367+0.0074012i,-0.0049028+0.00453i,0.00034198+0.0007916i,0.004251-0.0017666i,0.0053596-0.0018132i,0.0037849-0.00088565i,0.00040709+0.00065771i,-0.0019065+0.00074586i,-0.00087703-0.0014736i,0.0015611-0.0038428i,0.0040277-0.0058645i,0.0075147-0.0056564i,0.0073023-0.0023754i
0.0021062-0.00086209i,0.0043418+0.0011512i,0.0070598+0.009468i,0.0085567+0.01605i,0.0077363+0.013147i,0.0056219+0.010427i,0.0026511+0.011188i,0.00058734+0.01234i,-0.001071+0.010334i,-0.0051058+0.00355i,-0.0084601-0.0032568i,-0.0090371-0.0062877i,-0.0062965-0.0072394i,-0.0026014-0.0065257i,-0.0015288-0.0052636i,-0.0011299-0.0055071i,-0.0011208-0.005293i,-0.0020506-0.0035302i,-0.00369-0.00035591i,-0.004322+0.0021216i,-0.0037505+0.0031302i,-0.0040001+0.0033212i,-0.0040098+0.00069642i
0.0038027-0.0022942i,-0.001255-0.0044387i,-0.010034-0.011579i,-0.015541-0.01621i,-0.014671-0.013986i,-0.011021-0.0095451i,-0.0027171-0.0065391i,0.004462-0.0033576i,0.0053835-0.0037699i,0.003065-0.0056841i,0.001765-0.0058606i,0.0029565-0.0050079i,0.0030098-0.0033358i,0.0022045-0.0012481i,0.0030106+0.00068002i,0.0029596+0.002094i,0.0021484+0.00083377i,0.002605-0.0025797i,0.003464-0.0054291i,0.0039975-0.0049633i,0.0047251-0.0031229i,0.0054072-0.0016866i,0.0039604-0.00021556i
0.0038518-0.00225i,0.010373-0.0035211i,0.016128-0.0035328i,0.018376+0.0014394i,0.013857+0.0061282i,0.0083346+0.005754i,0.0035996+0.0021609i,-0.0014583-0.0016293i,-0.0033313-0.0040188i,-0.0011722-0.0041431i,-0.00044264-0.0032888i,-0.0030147-0.00064511i,-0.0054282+0.0028405i,-0.0061851+0.0049121i,-0.0053213+0.0052674i,-0.0032479+0.0047216i,-0.00070541+0.0055267i,0.001957+0.0071588i,0.0020617+0.0069077i,-0.0011975+0.0056116i,-0.0049619+0.0032425i,-0.00536+0.0013126i,-0.0022256+0.0010496i
0.0045342+0.00063179i,0.0043112+0.0026693i,-0.0019516+0.0015692i,-0.0093177-0.00016348i,-0.010272-0.0017057i,-0.0070103-0.00092066i,-0.0049439+0.0016371i,-0.0057653+0.0060166i,-0.0057338+0.0087203i,-0.0041945+0.007758i,-0.001349+0.0050617i,0.0011262+0.0013161i,0.002085-0.0031765i,0.0031559-0.0063206i,0.00364-0.005942i,0.0021799-0.0023551i,-0.00071591+0.001922i,-0.0035414+0.004151i,-0.0037202+0.0033982i,-0.0020755+0.0017699i,-0.00082686+4.3074e-05i,0.0001178-0.0013108i,0.00073691-0.00087632i
-0.0012237+0.0025739i,0.0023174+0.00074432i,0.0064101-0.0029952i,0.0080462-0.0054788i,0.0069563-0.0049549i,0.006341-0.0030423i,0.0068768+0.0011729i,0.0049804+0.0067093i,0.0026454+0.0086898i,-0.00093965+0.0064347i,-0.0042252+0.0041023i,-0.0042142+0.0028774i,-0.0011617+0.0024113i,0.001423+0.0013224i,0.00071294-0.00058398i,-0.0013093-0.0020281i,-0.0028033-0.0016726i,-0.003547-4.9955e-05i,-0.0022552+0.0010763i,-0.0010992+0.0003817i,-1.6893e-05-0.0019988i,0.0016965-0.0024111i,0.0017902-0.0010358i
-0.0031877+0.0029727i,-0.004111+0.0034885i,-0.0056661+0.0019293i,-0.0062588-0.00084676i,-0.0049686-0.0021907i,-0.0038748-0.0016392i,-0.001504-0.0018345i,0.0014996-0.002432i,0.0024284-0.0040715i,0.00029974-0.006331i,-0.0016472-0.007479i,-0.0022063-0.007i,-0.0031907-0.005i,-0.0035625-0.0016779i,-0.0010722+0.00038896i,0.0018364-0.0010167i,0.0021208-0.0039057i,-4.1372e-05-0.0058472i,-0.0017445-0.0064697i,-0.0016366-0.0047894i,-0.0010204-0.0015909i,-0.0018815+0.00013539i,-0.0036179-0.00046155i
-0.00011472-0.0037619i,0.0027719-0.0061907i,0.0067896-0.0097756i,0.007408-0.0086437i,0.0043108-0.0037626i,0.0014801-0.00034197i,-0.00029516+0.00052549i,-0.0041054-0.0013591i,-0.0045554-0.0039492i,-0.0012882-0.0054586i,0.00043926-0.0043998i,0.00075228-0.0016926i,0.00090891+0.0017267i,0.0014648+0.0045134i,0.0016774+0.0057668i,0.00070069+0.0044291i,0.00047281+0.0021581i,0.0013835+0.00026693i,0.0024042-0.00069747i,0.0019656-0.00028357i,0.0017912-0.00037039i,0.0027187-0.00016487i,0.0027829+0.00091293i
0.0017429-4.7634e-05i,0.0020691+0.002761i,0.0026485+0.0050701i,0.00014971+0.0042154i,-0.0019045+0.00096514i,-0.0017881+0.0012598i,-0.0018994+0.0050282i,-0.0032876+0.0072171i,-0.0022037+0.0074248i,0.001242+0.0049623i,0.0023497+0.0023739i,0.00046228+0.0001147i,-0.00086263-0.0022566i,-0.0010134-0.0027949i,-0.0018181-0.0025988i,-0.0028376-0.0014226i,-0.0025976+0.00060297i,-0.00061305+0.0025427i,0.0011273+0.0034772i,0.0016268+0.0033743i,0.00035282+0.0024135i,-0.0022059+1.0864e-05i,-0.0027995-0.0018916i
-4.9908e-05+0.0016281i,-0.00064504+0.00018505i,0.00030654-0.0044051i,0.0019171-0.0099455i,0.0025065-0.010793i,0.0025712-0.0076038i,0.0032449-0.0017954i,0.0041152+0.0041717i,0.0044265+0.0078718i,0.0026034+0.0079566i,0.00019009+0.0067194i,0.00061494+0.0045162i,0.0026575+0.0013145i,0.0026102-0.0012639i,0.000443-0.0017249i,-0.0013811+0.00027885i,-0.0018449+0.0025123i,-0.00087541+0.0038761i,0.00032604+0.0031824i,0.00037266+0.00016679i,0.001167-0.0015124i,0.0028762-0.0013341i,0.0029949-0.00051176i
-0.002526-0.00047249i,-0.00087226+0.0017897i,0.00081505+0.0038578i,0.0020417+0.00296i,0.00096292+0.0016048i,-0.00031573+0.0016101i,0.0006103+0.00058282i,0.0020406-0.0014104i,0.0012535-0.00056222i,-0.0023263+0.00027025i,-0.0068423-0.00036608i,-0.0095457-0.00081748i,-0.0088038+0.00050719i,-0.0062817+0.0029041i,-0.0027689+0.0021719i,0.0011816-0.0010773i,0.0012415-0.0024907i,-0.001606-0.0015659i,-0.0018381-0.00083387i,-0.00095074-0.0014421i,-0.0016536-0.001527i,-0.0027507-0.0011786i,-0.003083-0.00081638i
0.00087524-0.0021102i,-0.00029614-0.0042334i,3.6054e-05-0.0060319i,0.00070507-0.0051297i,-1.053e-05-0.0029081i,-0.00069608-0.0012476i,-0.0012291-0.00054556i,-0.0031269-0.0016491i,-0.0042888-0.0028814i,-0.00333-0.0037933i,-0.0022648-0.0046699i,-0.0012158-0.0051934i,0.00030802-0.0036829i,0.0022659-0.0013671i,0.0035913+0.00041177i,0.0027507-0.00013845i,0.00013464-0.0020536i,-0.0024317-0.0020887i,-0.0036204-0.0010709i,-0.0020281+0.00020574i,0.00084947+0.0011645i,0.0022809+0.0010555i,0.00080346+0.0011486i
0.00016445+0.00070431i,0.0013931+2.183e-05i,0.0031443+2.7795e-05i,0.0034627+0.0010661i,0.0032192+0.00058984i,0.0017337+0.0012571i,-0.00028949+0.0033679i,-0.0018239+0.0050872i,-0.0014037+0.0057009i,0.00071975+0.0040393i,0.0022265+0.0017335i,0.003315+0.00082011i,0.0028489+0.00065482i,0.001393-4.564e-05i,-0.00079235-0.00077972i,-0.0038155-0.0010878i,-0.0045531-0.00083438i,-0.002447-0.00086172i,0.00075142-0.00046801i,0.0021441-0.00043093i,0.0017656-0.0012076i,0.0010035-0.0012517i,0.00072144-0.001788i
-0.00033376+0.0012419i,-0.0014196-0.0012477i,-0.0017477-0.0025218i,-0.00090377-0.0036109i,0.00050135-0.0045189i,0.00028036-0.0037626i,0.00032344-0.00056437i,0.0025437+0.0036362i,0.0034634+0.0063674i,0.0033411+0.0069934i,0.0023546+0.0055396i,0.00029364+0.0027728i,-0.0013613+0.00072811i,-0.0029775-0.00030264i,-0.0026527-0.00025823i,-0.00078663+0.0011874i,0.0010139+0.0022901i,0.0031788+0.0024491i,0.0034725+0.0014928i,0.0022717+0.00065513i,0.0016235+0.00057965i,0.0015472-0.00071295i,0.00077543-0.0015877i
0.00094638+0.00077877i,0.0019149-0.0012217i,0.0027342-0.0015826i,0.0018502-0.00090538i,0.00012232-0.00040391i,-0.0010115-7.7718e-05i,-0.00040049-0.00024743i,0.001153+0.00033682i,0.00073852+0.0016514i,-0.0016885+0.0030593i,-0.0050725+0.0037984i,-0.0071007+0.0031712i,-0.0064274+0.0026019i,-0.0041212+0.0027633i,-0.00039119+0.0023715i,0.0023102+0.0013319i,0.0028534+0.00067719i,0.0013164+0.0013869i,-0.00030139+0.0014238i,-0.00061454-0.00025168i,-0.00032186-0.0014649i,5.0626e-05-0.00058986i,-0.00086301+0.00061614i
0.00092493-2.6836e-05i,0.0021485-0.0015567i,0.0031204-0.0020004i,0.0031359-0.0024723i,0.0031675-0.0028426i,0.0017093-0.0022404i,-0.0012727-0.00076647i,-0.0041436+0.00060393i,-0.0059954+3.9475e-05i,-0.0068478-0.0013891i,-0.0068255-0.0038232i,-0.0052071-0.005963i,-0.0027075-0.0052175i,-0.0010781-0.0033157i,0.0012063-0.0024822i,0.0023765-0.0023409i,-0.00030798-0.0023271i,-0.0030721-0.0011435i,-0.0025019+0.0010038i,-0.00050522+0.0020781i,0.00036667+0.0023078i,0.00031216+0.0011931i,-0.00037021+0.00066851i
-0.001601-0.00045585i,-0.00087507-0.0013579i,-0.0013473-0.00050013i,-0.001498+0.0015297i,0.00026592+0.002356i,0.00053687+0.0026198i,-0.0013304+0.0036495i,-0.0027185+0.0040663i,-0.0025201+0.0028398i,-0.00078784+0.00044441i,0.0013338-0.0018279i,0.0036619-0.0019639i,0.0058129-0.0018529i,0.0052405-0.0025615i,0.0015792-0.0029932i,-0.0020096-0.0022918i,-0.0032297-0.0007496i,-0.0026142-0.00017918i,-0.0019875-0.00031288i,-0.0013611-0.0010206i,0.000397-0.0018425i,0.0021087-0.0013498i,0.0022794-0.0010499i
0.001897-0.00061977i,0.0046832-0.0027493i,0.004586-0.0050592i,0.0015273-0.0061492i,2.0617e-05-0.0056965i,-0.00031458-0.0035578i,0.00021941-0.00055106i,0.0019623+0.0021263i,0.0035193+0.003592i,0.0027772+0.0032929i,8.511e-05+0.0037842i,-0.0018709+0.0047007i,-0.0021265+0.0045418i,-0.0029264+0.0032365i,-0.0031311+0.0019671i,-0.00095992+0.0024982i,0.0016715+0.001167i,0.0037282-0.0014568i,0.0047316-0.0019982i,0.0034087-0.00090329i,0.0015916-0.00021218i,0.00062301-0.0013237i,2.3442e-05-0.002622i
-0.0010018-5.6213e-05i,0.0014383+0.00075555i,0.0020549+0.0014032i,0.0015956+0.00069612i,0.0010167+0.0010357i,0.00069547+0.00088287i,0.00081692-0.00034408i,0.0015468-0.0004254i,0.0010845+9.155e-05i,-0.0015528+0.0016319i,-0.0042029+0.0034649i,-0.0056449+0.0037638i,-0.0043387+0.0015636i,-0.0019231+0.0009009i,-0.00049775+0.0026317i,0.0019062+0.0035491i,0.0040585+0.002051i,0.0034406+0.0015122i,0.0016464+0.0023899i,0.00070812+0.0012965i,-2.917e-06-0.00010006i,0.00011344+0.000462i,0.00046792+0.0016728i
