-0.00070439+3.1036e-05i,-0.0011376+8.9591e-05i,-0.0022699-0.00032612i,-0.0023706-7.6895e-05i,-0.0018183+0.00083681i,-0.0011053+0.0017631i,-0.00042291+0.0019983i,0.00073225+0.0026857i,0.0016182+0.0026082i,0.0018438+0.0012324i,0.0013708-0.00015386i,0.00083328-0.0004407i,0.00082912+0.00044706i,-6.4e-05+0.00018594i,-0.00071482-2.4174e-05i,-0.00039116+0.00062652i,-0.00038533+0.00030437i,-0.00029193-0.00039109i,-0.00049474-0.0002626i,-0.00099845+9.3122e-05i,-0.00031861-0.00046236i,-5.5743e-05-0.00087376i,-0.00071556+0.0001094i
-0.0012773+0.00035504i,-0.00093111+8.8458e-05i,-0.00018859+0.0011107i,0.00028347+0.0011086i,0.00065925+0.00072447i,0.00078265+0.00025487i,0.00079295-0.0008461i,0.00066143-0.00042865i,2.7981e-05+0.00053889i,-6.032e-05+0.00024485i,-0.00041477-0.00059748i,-0.00012351-0.001172i,0.00040217-0.0005015i,0.00053799+0.00046162i,0.0010851+0.00036692i,-0.00045507+9.5596e-06i,-0.0012833-8.7461e-05i,-0.00050513-0.00057197i,-4.2257e-05-0.00040012i,-9.9154e-05-0.00022997i,-5.493e-05+0.00042166i,-0.00030032+0.0010015i,-0.00047636+0.00033492i
4.2775e-05+0.0017604i,-2.21e-05+0.0011415i,0.00019542+0.00076649i,3.6829e-05+0.00093151i,-0.00028379+0.00035634i,0.00043015-0.00032526i,0.00018223-1.4149e-05i,-0.00011213-2.9466e-05i,0.00028184-0.00036858i,0.00041608-0.00097404i,0.00031486-0.0010718i,-9.7212e-05-0.00033803i,0.00024133-6.9484e-05i,0.00070889-0.00039022i,0.00079387-0.00078729i,0.00091934-0.0002605i,0.00082751+0.00042819i,0.0012279+0.00076762i,0.00085773+0.0007066i,-0.00054636+0.00018153i,-0.00058334-0.0002969i,0.00047978+0.00020031i,0.00064236+5.8189e-05i
-0.0013566+0.00058242i,-0.0012809+0.00094694i,-0.0010783+0.0024575i,0.000548+0.0026236i,0.0025838+0.0019555i,0.0033511+0.001012i,0.0019081-5.6646e-05i,0.00055451-0.00020397i,0.00040346-0.00024309i,0.00034514-0.00059973i,0.00029254-0.00087965i,0.00031001-0.00084616i,0.00041904-0.00065308i,-0.00014394-0.00024382i,-0.00078921+0.00045353i,-0.00012818+0.0010807i,0.0010925+0.0012046i,0.00051081+0.0013469i,-0.00045014+0.00087646i,-0.00064115+9.6091e-05i,-0.0009427-0.00034628i,-0.00094401+0.00010171i,-0.00059515+0.00037237i
0.00083105+0.0011787i,0.0014743+0.0011212i,0.0015035-0.00070515i,0.0018129-0.0016938i,0.0012014-0.0017788i,-0.00033416-0.0016235i,-0.00053257-0.00049166i,0.0003291+0.00014239i,0.000827-0.000257i,0.00072488-0.0004517i,0.00017341-0.00056606i,-0.00038652-0.0013202i,-0.0014134-0.0012742i,-0.0011032-0.00027932i,0.0001548+0.000761i,6.8259e-07+0.0012615i,-0.00021417+0.00029568i,0.00070572-0.00042347i,0.00094422+6.4261e-05i,0.00032291-0.00019356i,-5.7941e-05-0.00087615i,-0.00038281-0.00088759i,0.00012343-0.00097742i
0.0014526+0.0020747i,0.0015016+0.0015428i,0.0028704+0.0013263i,0.0031015+0.0007386i,0.0025774-0.00027751i,0.0013163-0.00050277i,0.00073197+0.00028218i,8.445e-05+0.00073832i,0.0004419+0.00028532i,0.0010851-0.000527i,0.0005837-0.0011823i,-0.00024159-0.00079599i,-0.00064135+4.3722e-05i,-0.00018971+0.00081862i,-0.00029157+0.0007174i,-0.00085359-7.1641e-05i,-0.00023686-0.00057763i,0.00054594-0.00016742i,0.0002439-1.2968e-05i,0.00016913+0.00016215i,0.00040504+0.00057971i,0.00056722-0.00014239i,0.00015357-0.00075467i
0.0011535-0.0012648i,-7.9449e-05-0.00086701i,-0.00036164-0.00057168i,-0.00050532-0.00059338i,-0.0006282-0.0001946i,-0.0005425+8.1007e-05i,-0.0004214+0.00024904i,-0.00035233+0.00015739i,-0.00015772-0.00053316i,0.00018497-0.00076884i,0.0003693-0.0016928i,0.00040765-0.0020403i,5.3684e-05-0.0006771i,-0.00052179+0.0001697i,-7.006e-05+0.00014489i,4.0848e-05+0.00020307i,-0.00029901+6.3931e-05i,-0.00044514-0.00012505i,-0.00049654-0.00037481i,4.8285e-06-0.00050015i,-0.00014885-0.00031288i,-0.0001954-0.00042752i,0.00017671-0.00047768i
0.0010187+0.00013278i,0.0012659-0.00036326i,0.0016314+5.9437e-05i,0.002174+0.00075566i,0.0026822-0.00015648i,0.0021844-0.0010766i,0.0010259-0.0005438i,0.00020848-4.0086e-05i,-5.6807e-05+0.00013949i,-0.00011721-0.00025159i,-0.00050398-0.00048752i,-0.0007819-0.00044101i,-0.00077431-0.00075595i,-0.00093126-0.00037545i,-0.00093929+0.00049137i,-0.00037634+0.00035221i,0.00062405-0.00051596i,0.0010708-0.00045774i,0.00035397+0.00020155i,-0.00013235+0.00034803i,0.00039103-1.0016e-05i,0.00022809+6.0372e-05i,-0.00076332+0.00096166i
-0.0007844-0.0021321i,-0.00077378-0.0017184i,-0.00095694-0.00042736i,-0.00066647-0.0001783i,-0.0006564+0.0002189i,-0.00097674+0.00027106i,-0.00052558-0.00017806i,0.00026422+0.0005102i,0.00041493+0.00016106i,7.2833e-05-0.00076615i,-0.00038554-0.00095458i,-0.00084442-0.00033025i,-0.00055539+9.5454e-05i,0.0003099+0.00024379i,0.0006056-0.00022i,0.00050887-0.00069088i,-1.0429e-05-0.00010452i,0.00014141+0.00032194i,0.00044819+8.4362e-05i,4.3679e-05+4.2474e-06i,-0.00026001+0.0003562i,2.2634e-05+0.00069041i,0.00075079+0.00077627i
-0.00067569-0.00016539i,-0.00075555-0.0002295i,-3.7458e-05-0.00029923i,0.000783-0.00025736i,0.00095596+0.00090877i,0.00044132+0.00089322i,-0.00026799+0.00041441i,-0.00025701+0.00013447i,-0.00022989-0.000219i,-0.00010781+0.00017873i,-0.00024345+0.00026698i,-0.00017533-0.00048675i,0.0002611-3.2153e-05i,-0.0002411+0.00088168i,-0.00089464+0.00087592i,-0.00062474+0.00050567i,-0.00036217+0.00053671i,-0.00051194+0.00072754i,-0.00015857+0.00019001i,0.00035518-0.00056904i,0.00058276-0.0008397i,0.0012554+0.00035956i,0.0011924+0.0012532i
0.00036626-0.00065764i,0.0010479-0.00031655i,0.0018456-0.00084094i,0.0014877-0.00073815i,0.00087973-5.0224e-06i,0.00091339+0.00016075i,0.00029084-0.00028055i,0.00013526-0.00058525i,0.0004102-0.00052185i,8.6753e-05-0.00027967i,-0.00035308-0.00023376i,-0.00061865-0.00030151i,-0.00054373-0.00016384i,-0.00090261-0.00013504i,-0.0010215-0.00011021i,-0.00053117+0.00074012i,-0.00016194+0.0008871i,-0.00029029-0.00018231i,-0.0002707-0.00056827i,-0.00014365-0.00031562i,-0.00021926-0.00053182i,0.0001442-0.0003594i,5.6681e-05+0.00012543i
-0.0015925+0.00015878i,-0.0018098-0.00074076i,-0.00158-0.00020966i,6.5763e-06+0.0013147i,0.00072999+0.0010345i,0.00092508+0.00034934i,0.00072699-0.0001476i,-0.00031123-0.0001887i,-0.00058059+3.4036e-06i,-0.00016322+0.00041561i,-0.00047156+0.00051525i,-0.0007702+0.00039388i,-0.00061249+0.00080291i,-0.00017143+0.0012791i,-0.00035593+0.00071965i,2.1027e-06-4.4711e-05i,0.0005581-0.00037837i,0.00073046-0.00031311i,0.000573-0.00013822i,2.4651e-05-8.9172e-05i,-0.00031409-0.00014056i,-8.0907e-05+0.00014404i,0.00015692-8.7264e-05i
0.0010874+0.00051587i,0.0014177+0.00049389i,0.0019257+0.00034111i,0.0022034-0.00018151i,0.0019374-0.00025807i,0.0013672-0.00038299i,0.00073877-0.00044122i,-0.00020547+0.00024663i,-0.00058642+0.00029151i,-0.00010167-0.00072416i,0.00038664-0.00058579i,0.00051487+1.2454e-05i,5.3903e-05-0.00036207i,-0.00039426-0.00036856i,-0.00076984+0.00028512i,-0.00074717+0.00045493i,-0.00025552+0.00056267i,0.00032335+0.00010825i,0.00069043-0.00076807i,0.00054717-0.00084483i,0.0007305-0.00044006i,0.00039299+4.6121e-05i,-8.139e-05+0.00023219i
-0.0014607+0.0014809i,-0.00035107+0.0012494i,0.00034217+0.0016417i,8.3134e-05+0.00118i,-0.00021069+0.00025797i,-0.00033382+0.00039195i,-3.1468e-05+0.00043951i,0.00031221+1.5286e-05i,3.243e-05-2.761e-05i,9.5605e-05-0.00033607i,0.00028493-0.00085273i,0.00017567-0.00072349i,0.00055841-3.3819e-05i,0.00083231+8.6622e-05i,0.00050558-0.00021903i,-0.00013996+0.00037267i,-0.00069953+0.001022i,-0.00063734+0.00061115i,-0.0002962+9.2974e-05i,-0.00041835+0.00034399i,-0.00042646+0.00017454i,-0.00017998+2.5106e-05i,-0.00015878+0.00010414i
-0.0016988-0.0018257i,-0.00051762-0.00085882i,-0.00076876+0.00078607i,-0.00089553+0.0018967i,9.0882e-05+0.0019853i,0.00075066+0.00079839i,0.00073257+0.00056358i,0.0009337+0.0005243i,0.0010411+7.8141e-05i,0.0010875-0.00029889i,0.0005941-0.00086812i,-0.00069946-0.0004714i,-0.0013152+0.00069821i,-0.00087296+0.0015265i,-0.00065538+0.00070839i,-0.00016934+0.00012665i,0.00036882+0.00060885i,0.00029336+0.00061682i,0.00039709+0.00026809i,0.00084145+0.00025375i,0.00063243+0.00048962i,0.00037612+0.00061328i,0.00040043+0.00056259i
0.0025625+0.00097244i,0.0028796-0.00059452i,0.0033192-0.0013984i,0.0024836-0.001513i,0.0022503-0.0013155i,0.001539-0.00042302i,0.00037885+0.00050772i,0.00010105+0.00099214i,0.00012023+0.00074869i,0.00023674-0.00013093i,-0.00015237-0.000521i,-0.00036123-0.00029787i,-5.0185e-05+0.00021886i,7.6409e-05+0.00084195i,-9.3343e-05+0.0005811i,-0.0003967+0.00047948i,-2.461e-05+0.00083477i,3.9387e-05+0.00027262i,3.4064e-05-3.8046e-05i,-0.00052752+0.00051777i,-0.0010082+0.00032705i,-0.00030143+6.412e-05i,0.00034644-0.00037599i
-0.0011474+8.7556e-05i,-0.00055679+0.0012584i,0.00055442+0.0020633i,0.00063324+0.0016157i,0.00070199+8.8736e-05i,0.001193+4.6896e-05i,0.0014945+0.00039473i,0.0017604+4.5255e-05i,0.0017975-0.00057688i,0.00075305-0.00063164i,-0.00028962-0.00086414i,-0.00020463-0.0012695i,0.00034618-0.00077731i,0.00010839-0.00060441i,-0.00073413-0.00079094i,-0.00064171-0.00021497i,-0.00011417+0.00048684i,-0.00020254+4.2402e-05i,-0.00010172-0.00049866i,-0.00013375-0.00028807i,-0.00050768+4.1886e-05i,-0.00033834+0.00070931i,-6.7388e-05+0.00060312i
-0.00065317+0.00053225i,0.00049898+0.000322i,0.0010578+0.0006542i,0.0014476+0.00043447i,0.0018012+1.731e-05i,0.0012854-0.00056166i,0.00064886-0.0010036i,0.00044678-0.00030616i,0.00059832+0.00013631i,0.0010133-0.0002768i,0.0011904-0.0013258i,0.00080093-0.0015563i,0.00065869-0.00018934i,0.00062566+0.00026918i,-0.00011464+0.00018124i,0.00013688+0.00051514i,0.00075852+0.00017875i,0.0010446-0.00010978i,0.0011655+0.00024356i,0.00084929+0.00077353i,0.00040254+0.00079557i,0.00035109+0.00032301i,0.00028019-0.00021837i
0.0012671+0.0024469i,0.0022867+0.0020251i,0.004109+0.00086772i,0.0034029-0.00021164i,0.0012705-0.00020976i,1.5506e-05-6.541e-05i,-0.00058195-0.00020628i,-0.0005946-0.00016213i,-9.0365e-06+0.00037377i,0.00040738+0.00031812i,-9.848e-05+0.00016375i,-0.00060534+0.00049932i,-0.001081+0.0010617i,-0.001211+0.00076775i,-0.00054269+0.00033519i,-0.00036015+0.00020944i,-0.00010009+0.00022625i,0.00049569+0.00079295i,0.00020621+0.00011977i,-0.00058516-0.00062426i,-0.0002113-0.00032055i,0.00040538+3.513e-05i,1.9751e-05-7.4292e-06i
0.00017063+0.00036436i,-0.0001814+0.00053785i,0.00038249-6.4695e-05i,0.0012308-0.00018348i,0.0012405+0.00011896i,0.0005405+0.00037251i,0.0004532+0.00053037i,0.00099467+0.00040052i,0.00070595-0.00026242i,0.00022627-0.00081958i,-9.8005e-06-0.0010225i,-0.00048999-0.0013635i,-0.00022708-0.00060476i,2.8599e-05-0.0004278i,-5.9192e-05-0.00014842i,1.6071e-05+0.00080851i,-0.00025556+0.001088i,-2.3238e-05+0.0007049i,0.00036302+5.0849e-05i,0.00058541+0.0002176i,0.00028249+3.2328e-05i,0.00045597+0.00015574i,0.00061747+0.00099238i
0.00079584+0.0013483i,0.0014524+0.00031692i,0.0014449+0.00032102i,0.0017655+0.00066084i,0.0019813+0.00035858i,0.00098044+0.00015832i,4.2299e-05+0.00042544i,-0.00015132-0.00012171i,-0.00053321-0.0012527i,-0.00073567-0.0010666i,-0.0010937-0.001032i,-0.00097906-0.0015714i,-0.0002513-0.00083834i,0.00023167-0.00012345i,0.0011034+0.00024567i,0.0010141+0.0005389i,0.00063323+0.00052659i,0.00063059+0.0005065i,0.00029863-0.00035597i,-0.00025655-0.00040999i,-2.1181e-06+0.00025997i,0.00040916+0.00051229i,0.00065485+0.00043939i
0.0002296-0.00033469i,0.001647+0.00025649i,0.0022104+0.00017759i,0.001713-0.00033657i,0.00034684-0.00041982i,-3.67e-05-2.5916e-05i,-7.3123e-05+0.00027732i,-1.7539e-06+5.3067e-05i,0.00075451-0.00077362i,0.00091732-0.0012614i,0.00015709-0.0010049i,-0.00067775-0.001137i,-0.00042529-0.0012274i,-0.00068118-0.00073202i,-0.0013714-0.00073047i,-0.0010496-5.8367e-05i,-0.00017804+0.00070452i,-0.0002377+0.00079851i,-0.00058778+0.00027063i,0.00025719-0.00064683i,0.00047896-0.00041221i,5.6907e-05-0.00062477i,0.00048677-0.00073257i
9.7725e-05+0.0012272i,0.00083149+0.00086937i,0.0016676+0.0019049i,0.0014058+0.0017327i,0.00025068+0.00062203i,-0.00036427-0.00067165i,-0.00050111-0.0013206i,-0.00069543-0.00080535i,-0.000853+0.00029519i,-0.00027973+0.00018868i,0.00024213-0.00055161i,0.00048727-0.00059775i,0.00065793-0.00043121i,0.00038384-0.00049915i,0.00023108-0.00076491i,0.00011785-0.00085847i,-0.0004188-0.0010534i,-0.00019004+8.4667e-05i,0.00062938+0.00079433i,0.00089795+3.2476e-05i,0.0006193+9.4544e-05i,0.00023362+0.00051738i,-0.00026076+0.0006526i
-0.0011724-4.346e-05i,-0.00051648-0.001925i,-0.00021068-0.0026489i,0.00034554-0.00094903i,0.00017617+0.00098601i,0.000461+0.001637i,0.00082604+0.0016035i,-0.00010186+0.0010623i,-0.00021968+0.00023052i,-6.1105e-05-2.1909e-05i,-6.1082e-05-4.6804e-05i,-1.0075e-05-5.6536e-06i,-0.00062409-4.9306e-05i,-0.00030172-3.1547e-05i,4.1387e-05+0.0003596i,-0.00061041+0.00099847i,-0.00071458+0.001523i,-0.0001185+0.00076405i,-9.662e-05-0.00025765i,-0.0005808-0.00033456i,-0.0005586+0.00032923i,-0.00027985+0.0010891i,0.00027116+0.00075839i
-0.00041399+0.00033345i,-0.00035839+0.0011679i,0.00067132+0.00036098i,0.00013189-0.00014079i,-0.00010745-0.00063455i,0.00050961-0.001263i,0.00047494-0.001052i,0.00025185-2.4278e-05i,0.00050899+0.00046604i,0.0003831-0.00010875i,3.5668e-05-0.00090547i,-0.00012608-0.00098003i,-0.00031599+1.9146e-05i,-0.0004347+0.00024971i,-0.00021806-0.00037602i,0.00037123-0.00062927i,0.00054605-0.00048827i,0.00092709-0.00010531i,0.0010442-0.0003695i,0.00025852-0.00072467i,-0.00041984-0.00033626i,-0.00080188+0.00033963i,-0.0006557+0.0010496i
-0.0017055-0.00066954i,-0.0015869-0.00065668i,-0.001134-0.00054572i,0.001004+0.00051499i,0.0021042+0.0010384i,0.0017787+0.0012588i,0.00097737+0.00055716i,0.00081671-0.0004185i,0.0015842+0.00024275i,0.0017566+0.00053245i,0.0010772-0.00048077i,0.00030336-0.0008563i,0.00020699-0.00074644i,0.00011478-0.00019736i,-0.00043023+3.1476e-05i,-0.0004283+0.00012195i,-4.8397e-05+4.6357e-05i,-0.00019633+0.00018244i,0.00022322+0.00070077i,0.00075709+0.0012764i,0.00047994+0.0013032i,0.00022445+0.00022308i,0.00015662-0.00056771i
-0.0006111+0.0020859i,0.0018884+0.0015503i,0.0022549+0.00094245i,0.0017129+0.0012147i,0.0015847+0.00036092i,0.0015736-0.0011865i,0.00059734-0.0010148i,-0.00066563-0.00061001i,-0.00042057-0.0010198i,7.6401e-05-0.00078337i,-8.2379e-05-0.0006307i,0.00021896-0.00062932i,0.00021793-0.00052626i,-0.00014192-0.00013916i,0.00039865+0.00061744i,0.00081185+0.00026548i,0.00043572-0.00062617i,-5.2926e-05-0.00085966i,-0.00026221-0.00049294i,2.2278e-05+0.00046041i,-0.00073749+0.00030478i,-0.00083783-0.00040252i,3.2499e-05-0.00021051i
0.00031709+0.000689i,5.3651e-05+0.0021862i,-0.00054667+0.0025811i,0.00074384+0.0013915i,0.0027293-0.00012635i,0.0018975-0.00049352i,0.00026564+0.00038083i,-0.00037351+0.00098273i,-0.00046313+0.00056076i,-3.2837e-05+7.4915e-05i,0.00040763+5.997e-05i,-0.00047223-0.00014534i,-0.00084965-6.2754e-05i,1.1935e-05+0.0001367i,0.00013943-0.00039508i,-0.0003118-0.00052105i,-0.0005926+0.00042779i,5.7582e-05+0.00052112i,0.00071853+6.1782e-05i,0.0010845-0.00030693i,0.00051537+8.2018e-05i,-0.0010305+0.00075912i,-0.0010948-3.3268e-05i
-0.00053458+0.00019856i,-0.0003105+6.1844e-05i,-0.00019468-0.00023352i,-0.00039935-0.00047139i,-0.00039518+0.00051515i,-0.00016854+0.00039439i,0.00040718-6.2023e-05i,0.00077679+0.00050887i,0.00089189+0.00031628i,0.00027086-0.00018557i,-0.0001726-0.00071003i,-0.00027944-0.00037608i,0.00025152+0.0004243i,0.00016331+0.00089447i,0.00011357+6.6438e-05i,0.0012385-0.001197i,0.0012021-0.00087663i,0.0005431-0.00024265i,0.00049765-0.00042462i,-0.00018356-0.00039511i,-0.00042029-0.00014364i,-0.00021271+0.00024509i,-0.00038582+0.00063838i
0.00025629+0.0011506i,0.00052243+0.0014763i,0.0010735+0.0021681i,0.0016455+0.0016497i,0.0017387+0.00070276i,0.0012093+0.00057413i,0.00067339+0.00033916i,0.00013722-0.00032998i,0.000127-0.00030604i,0.0002029-0.0003969i,4.0047e-05-0.00086513i,-0.00060889-0.00079124i,-0.00083259-0.0010348i,-0.00063128-0.0011531i,-0.0010526-0.00077727i,-0.00092969-0.00058424i,-0.00030064-0.00054296i,-0.00027603-0.00064787i,-0.00013725-0.00091243i,0.00029938-0.00045248i,1.0167e-05+0.00029901i,-0.00057117-0.00022961i,-0.00067456-0.0016441i
0.0025769-0.00012629i,0.0023007-0.00052236i,0.0022048-0.0013492i,0.0011317-0.0014534i,0.00075299-0.0012836i,0.00064766-0.00069966i,-0.00030408+0.00049503i,-0.00045413+0.00076747i,0.00029231-0.00030304i,0.00028042-0.00086618i,9.0254e-05-0.0014098i,-0.00064539-0.0015572i,-0.00099831-0.00086318i,-0.00043005-0.00014439i,-6.9349e-05+0.00019675i,0.00016738-3.4682e-05i,0.0002556-0.00016272i,0.00047031-0.00035408i,0.00083945-9.7191e-05i,9.4194e-06+0.0004653i,-0.00089804+0.00031185i,-0.00055191+0.00033395i,5.5781e-05+0.00063972i
0.00018004+0.00064588i,-0.00015788+0.00082575i,-0.00014401+0.0018027i,0.00043828+0.0020263i,0.00024496+0.0013861i,0.00013556-0.0001001i,0.00010089-0.00071649i,-0.00010482-0.00086102i,0.00065305-0.00099261i,0.0010492-0.00072354i,0.00088247-0.00077767i,0.00057779-0.00020886i,0.00030014-0.00017545i,0.00046094-0.00054366i,-3.9066e-05+0.00017842i,-0.00039518+0.00043578i,-7.8964e-05+0.00049451i,5.7657e-05+0.00018065i,0.00095872-0.00030315i,0.0010578-7.0249e-05i,0.00028868+0.0002028i,0.0002147-0.00027734i,0.0001715-0.00037159i
-0.00055932-0.0023061i,-0.00092925-0.0017976i,-0.0009269-0.0018725i,-9.0325e-05-0.0016823i,0.00023866-0.0007367i,-4.5034e-05+0.00067247i,0.00018625+0.0014897i,0.00063168+0.0012868i,0.00042139+0.00053105i,-0.00018697+5.9295e-05i,-0.00070569-0.00033554i,-0.00055301-0.00035061i,-0.00065473+0.00027413i,-0.00045285+0.00031482i,-0.00042467+0.00022659i,-0.00031005+0.00039679i,7.4545e-05+0.00010083i,0.0001573-0.00058301i,0.00021014-0.00067166i,5.7053e-06-0.00021546i,-0.00042476-0.00010209i,-0.00022441+0.00036926i,-0.0002311+0.00034912i
-0.0008762+0.00063033i,-0.0015656+0.001379i,-0.0011029+0.0023065i,-3.2095e-05+0.0024901i,0.0012273+0.001691i,0.0013627+0.0008637i,0.0010926-0.00035017i,0.001415-0.00060785i,0.0012188-9.7066e-05i,0.0015409-0.00019729i,0.0011996-0.00054396i,0.00065957-0.00057454i,0.00070241-0.00098202i,0.0011042-0.0012919i,0.0010113-0.00025793i,7.2223e-06+0.00082538i,-0.0005652+0.00037674i,-0.00023556-0.00021625i,-6.174e-05+7.9739e-05i,-0.00010537+2.6029e-05i,3.1842e-05-0.00040744i,-0.00034857-0.00058114i,-0.00080249-0.00097276i
0.00045637-8.2453e-05i,0.0013695+0.000622i,0.00081454-0.00063622i,0.00091722+2.8519e-05i,0.0010232+0.00086792i,0.00055714+0.00076879i,0.00063826+0.00055299i,0.0016746+5.6872e-05i,0.001953-0.00011524i,0.0018436-0.00081882i,0.00086869-0.0012705i,-0.0004499-0.000642i,-0.00024635+9.1627e-06i,-0.00053423-0.00050616i,-0.00091108-0.00084888i,-5.5755e-05-0.00044192i,0.00040158+0.00042229i,-0.00048066+0.0011652i,-0.0010557+0.00079398i,-0.00043444-0.00030076i,0.00034896-0.0010807i,0.00030242-0.00079439i,-5.8422e-06-0.00083676i
0.00098321-0.00058999i,0.00048282-0.00050518i,-0.00017438-0.00035611i,-0.00022975+0.00051099i,0.0001733+0.00076717i,0.00056141+0.00067034i,0.00011585-9.9852e-05i,-9.1459e-05-0.00079829i,-0.00044514-0.00015048i,-0.00059511-4.7656e-05i,0.00030148-0.00038311i,3.3523e-05-0.00060908i,-0.00026078-0.00039878i,0.00023431+1.4962e-05i,0.00029784-0.00018779i,-9.7894e-05-0.00079855i,0.00028134-0.00041204i,0.00065296+0.00037576i,0.00052778-0.0001204i,-6.8609e-05+6.0997e-05i,-0.00026547+0.00054567i,0.0001036+0.00035544i,9.7146e-05-7.1635e-05i
0.0013221-0.00098379i,0.001602-0.00030408i,0.0016254-0.00072489i,0.0014254-0.00072363i,0.0010882-0.00059917i,0.001064-0.00044494i,0.00074526-3.2977e-05i,0.00048335+0.00066708i,0.00052479+0.00056792i,8.5568e-05-0.00036115i,-0.00013168-0.0010378i,-5.5735e-05-0.0011321i,-7.627e-05-0.00051689i,0.00016975+9.7388e-05i,-0.00015393-0.00026005i,-0.00053751-9.1073e-05i,-0.00082589+0.00069991i,-0.00049661+0.00040531i,-0.00032839-3.1312e-05i,-0.00061906-4.1669e-05i,-0.00054118+0.00027434i,-0.00025808+5.3743e-05i,0.00035705-0.00053105i
-0.0011856+0.0020643i,0.00037953+0.0019578i,0.0014905+0.0025099i,0.0015249+0.002288i,0.001918+0.00090988i,0.0011629-0.00039484i,-0.00010029-0.0003897i,0.00085035-0.00023867i,0.0010085+5.6201e-05i,-0.00044083-0.00010068i,-0.00068095-0.00070989i,-0.0003878-0.00061075i,-0.00047053-0.00027131i,-0.00072989-1.5675e-05i,-0.00054658-3.8652e-05i,0.00061096-0.00025613i,0.00098505-5.7268e-05i,0.00037592-0.00039685i,0.00039002-0.00033106i,0.00063074-0.00016896i,0.0011683-0.0002127i,0.00064849+0.00031275i,-0.00037834+0.00065585i
0.00028422+8.4593e-05i,0.00065133+0.0005579i,0.00069061+0.00089424i,0.001221+0.001206i,0.00050487+0.0011862i,-7.5822e-05+0.0010713i,-0.00041961+0.0015243i,-0.00038374+0.0013099i,-0.00026578+0.00034415i,-0.0002557-0.00060458i,-0.0004399-0.0017181i,-0.00019626-0.0019485i,0.00030494-0.0010885i,-3.1307e-05-0.00095823i,-0.00068723-0.00097863i,-0.00065858-0.0013175i,-0.00012708-0.0012021i,0.00050962-0.00055612i,0.0012118-0.00043383i,0.0010738-0.00049578i,0.0005417-0.0003243i,0.00057117+1.7188e-05i,0.0002745+0.00064733i
-0.0010356+0.000375i,-0.00093968-0.00064828i,-0.00076948-0.00015318i,-0.00010909+1.9889e-05i,-2.3375e-05-0.00044867i,1.352e-05-0.00042619i,-0.00014964-2.5413e-05i,-0.00017598-0.00032231i,0.00015579-0.00064654i,0.00023306-3.5647e-05i,-0.00017033-0.00053594i,-0.00071027-0.0005929i,-0.0012582+0.00038626i,-0.00079682+5.6547e-05i,-0.00087895-0.00069202i,-0.0015291-0.00063396i,-0.00081571-0.00031247i,-0.00016703-6.9762e-07i,0.00014465-3.2218e-05i,0.00039118-0.00013745i,0.00039215+5.6682e-05i,0.00022954-0.00039653i,0.00025698-0.00053072i
-0.00013211+6.2567e-06i,4.0294e-05+0.00081888i,0.00094052+0.001199i,0.0014688+0.00076758i,0.0019075-2.3424e-05i,0.0014076-0.00021603i,0.00090869-0.00041914i,0.0011445-0.00093385i,0.001256-0.0014406i,0.00098387-0.001742i,-5.6222e-05-0.0012074i,-0.0012816-0.00049948i,-0.0011031-0.00048248i,-0.00046699-0.00018558i,8.4529e-05+0.0003689i,0.00054693+0.00054697i,0.00019304+0.00041541i,0.0003483+0.0003851i,0.00013605+0.00036324i,-0.00060991-0.00023953i,-0.00062934-0.00070281i,-0.00024655-0.00031557i,-0.00061843+0.00074228i
0.00081128+0.00021657i,0.00069684-0.00036198i,0.00079443+0.00044154i,0.00052518+0.00081453i,0.00080893+0.00030655i,0.00085702+0.00042621i,0.0001923+0.00025217i,0.00021515+0.00091025i,0.00069912+0.0010336i,8.3039e-05-0.00073564i,-0.00072379-0.0012423i,-0.00072266-5.8563e-05i,-0.00073501-1.5583e-05i,-0.00036947+1.5887e-05i,-0.00014401+0.0003744i,-0.00011372+0.0003062i,9.5718e-05+0.00077963i,0.00018603+0.00073668i,0.00026081-8.3979e-06i,0.00025036-0.00028097i,-0.00059338-0.00027185i,-0.00092191-0.00057889i,-0.00077295-0.00022007i
-0.0014618+0.00060192i,-0.0015403-0.0010769i,-0.00068964-0.0015389i,0.00038627-0.00045079i,0.00067301+0.00062031i,0.00017022+0.00052607i,0.00035582+1.2923e-05i,0.00083091-9.966e-05i,0.00085015+6.3698e-05i,0.0008652-0.00058945i,0.00047696-0.0014174i,-0.0001793-0.00099596i,-0.00084279-9.3415e-06i,-0.001049+0.00028617i,-0.00013301+0.00012078i,0.0010194+4.9119e-05i,0.0009036-0.00050456i,0.00052276-0.00093093i,0.00067743-0.00082481i,0.00061742-0.0010206i,-0.00010077-0.00032736i,-0.00074296-0.00013123i,-0.0010943-0.00030919i
