-0.00079674-0.00031342i,-0.00080398-0.00014274i,-0.00096929-0.00031761i,-0.00070215-0.00088895i,-0.00051847-0.00059159i,-0.0012839+0.0011893i,-0.0020286+0.0025503i,-0.0015344+0.0027594i,-0.00035883+0.003286i,0.00034158+0.0024654i,0.0002657+0.00013207i,-0.00026526-0.001088i,-0.00018682-0.0013006i,-9.8774e-05-0.00096196i,-0.00075134-0.00017178i,-0.00073162+3.9413e-05i,-0.00013223-0.00079842i,0.00075212-0.00078068i,0.0011109-0.00035209i,0.00084681-6.9306e-05i,0.0001038+0.0005155i,-0.00072978+0.0003885i,-0.00089657+0.00033374i
-0.00031954+0.0030418i,0.00047483+0.0030528i,0.0017789+0.001331i,0.0015508-0.00040567i,0.00038834-0.0012315i,-0.00067875-0.00095809i,-0.00036803-0.00038344i,0.0010465+0.00075157i,0.0022203+0.0025241i,0.0017647+0.0019975i,-0.00084428+0.00094005i,-0.0021307+0.0010613i,-0.0011299+0.0013631i,-0.00049414+0.0016569i,-0.00014708+0.0012558i,0.00012573+0.00055008i,0.00023813-0.00010904i,-0.00018245-0.00060657i,-5.9291e-05-0.0012046i,0.00058335-0.00083814i,0.00061741+4.4256e-05i,0.00027478+0.00022624i,-0.00043174+8.8305e-05i
-0.00032297-0.0010779i,-0.00092214-0.0014306i,0.00021855-0.0015768i,0.00039523-0.0015186i,-0.00087924-0.0014755i,-0.0013324-0.00070836i,-0.000789+0.0012503i,0.00037868+0.0025905i,0.0014553+0.0026733i,0.0011261+0.0018481i,-0.00091886+0.00082715i,-0.0016698+6.1974e-05i,-0.00072636+2.4311e-05i,-0.00075061-0.00013066i,-0.00083204-0.00022755i,-0.00032653-0.0003293i,0.001318-0.00068978i,0.0023376-0.00046861i,0.0018163+0.00049603i,0.0014452+0.00029479i,0.00091481-0.00052256i,0.00036307-0.00033505i,0.00036524-3.3017e-05i
0.0010202-0.0015414i,0.0015138-0.0024926i,0.00052019-0.0010091i,-0.0011898-0.00074839i,-0.001009-0.00075034i,0.00020532+0.00041042i,0.0011037+0.0016027i,0.0019769+0.0025498i,0.0021742+0.0027598i,0.0011505+0.0024223i,-0.00023266+0.0021949i,-0.00070565+0.0013153i,0.00050688-0.00010632i,0.00075941-0.00083574i,-0.00047381-0.00087523i,-0.00093537-0.00057555i,-0.0009828-0.00065589i,-0.00025612-0.00099889i,0.00055531-0.00051144i,-0.00018671+0.0004015i,-0.00040681+0.00067331i,0.00034618+0.00045182i,0.00036297+0.00035672i
0.0023578+2.936e-05i,0.0021713+0.00063529i,0.0025828-0.00097862i,0.001449-0.0025572i,0.00017625-0.0022354i,-0.00024179-0.001996i,0.00023411-0.00032302i,0.0022485+0.0017617i,0.0031142+0.0020063i,0.0015346+0.00073415i,-0.00018583-0.00063025i,-0.00073787+8.5983e-05i,-0.00085601+0.00088162i,-0.00079264+2.7858e-05i,0.00022594-0.0011933i,0.00080421-0.0014048i,0.00087513-0.00032389i,0.0012303+0.00022646i,0.0010848-0.00010275i,0.00071648+3.7596e-05i,0.00044802-2.0345e-05i,0.00028605-0.00051235i,-0.00023194-0.00074335i
0.0010717+4.6271e-05i,0.00042861+0.00021767i,0.00031433-0.0003857i,-0.00059029-0.0018191i,-0.0022176-0.0012597i,-0.0020043+0.00044794i,0.00035426+0.0011183i,0.0026708+0.001747i,0.0026894+0.0021577i,0.0011379+0.0015268i,-0.00036459+0.0004998i,-0.00097174+0.00036023i,-0.00048221+0.00081893i,-4.4852e-05+0.00028926i,-0.00043217-0.00012478i,-0.00056366+0.00022479i,-0.00044646+0.00027044i,5.5772e-05+4.8118e-05i,0.00063207-0.00011725i,0.00076955+0.00012692i,0.00076278+0.00017739i,0.00051751+0.00049109i,0.00025992+0.00057586i
-0.001827+0.0002354i,-0.0025045-0.00038682i,-0.0023467-0.00062907i,-0.00082423-0.0014982i,-0.0002913-0.0020909i,-0.00047311-0.0013518i,-0.00031145+0.00010264i,0.00021949+0.0021161i,0.00012441+0.003098i,-0.00070496+0.0024522i,-0.0012213+0.000863i,-0.0012861+6.8679e-06i,-0.0010135-0.00097542i,-0.00031568-0.0020812i,0.00049965-0.0014434i,0.00084008-0.00066843i,0.00095635-0.00069624i,0.0013195-0.00022682i,0.0019813-0.00013851i,0.0019758-0.00023862i,0.00094133-0.00039481i,-0.00059579-0.00027112i,-0.0013956-0.00079228i
0.0004542-0.00072894i,-0.00020809-0.0021661i,-0.00017475-0.0020147i,-0.001033-0.00085275i,-0.0011973-8.4736e-05i,-0.00098209+0.00098553i,-0.00087218+0.0015887i,0.00010054+0.0027308i,0.0010425+0.0033863i,0.00078272+0.0026983i,-0.00041411+0.0014817i,-0.00074785+8.9796e-06i,-9.1854e-05-0.0005923i,0.00033288-0.00053061i,8.965e-05+0.00034937i,3.7872e-05+0.0013301i,-9.7504e-05+0.0014472i,0.00019801+0.00096373i,0.00086203+0.00039354i,0.00090407+0.00045071i,-0.00020043-0.00030105i,-0.00086927-0.00081903i,-0.00054502-6.5703e-05i
0.0061619-0.002192i,0.006594+0.00041769i,0.0045615-0.003076i,0.0014379-0.0051332i,-0.0019936-0.0042129i,-0.0036376-0.00084208i,-0.00020497+0.0022652i,0.002754+0.0037416i,0.0030153+0.0024618i,0.001747-0.00015201i,1.5856e-05-0.0010175i,-0.00021937+7.9456e-05i,0.00015075+0.00076889i,0.0006983-0.00021265i,0.001657-0.00035518i,0.0018093+1.9458e-05i,0.0013348-0.00030837i,0.0012629-0.000222i,0.0016417-4.6934e-05i,0.0013639+0.00031422i,0.00054269+0.00042565i,-3.2093e-05+0.00076197i,-7.2298e-05+0.00055154i
-0.000352-0.00018667i,-7.8546e-05-0.00021653i,-0.00024682-0.001469i,-0.0023204-0.0025596i,-0.0036393-0.0010075i,-0.0026085+0.0010672i,-0.00047234+0.0016045i,0.0011733+0.0023005i,0.0014906+0.0022261i,0.00060628+0.00077913i,-0.00013868+0.00027735i,-0.00057383+0.00050861i,-0.00011404-5.1802e-05i,0.0009941-0.00056811i,0.00014527-0.00064934i,-0.00073503-0.00044727i,0.00040708+0.00050035i,0.00039113+0.0010717i,-5.6617e-05+0.00032901i,-0.00027907-0.00025865i,-0.00074383-0.00028648i,-0.0002301-8.4498e-05i,0.00013894+0.00028409i
-0.00023448+0.00018209i,-0.00050415+0.00059942i,0.00097133+0.00066536i,0.0018376+0.00036821i,0.0019584+0.00057626i,0.0016534+0.00063003i,0.0016069+0.0015562i,0.0016378+0.0021032i,0.0015993+0.0012681i,0.0010337-7.0156e-05i,-0.00035906-0.00025359i,-0.00039902+0.00026013i,0.00070421+0.00015216i,0.001394-0.00065456i,0.001441-0.0015629i,0.0011674-0.001373i,0.0011833-0.00076969i,0.0013145-3.2322e-06i,0.0018216+0.00072125i,0.0015394+0.00075537i,0.00063172-3.2816e-05i,0.00015653-0.00058159i,0.00017601-0.00022495i
1.1655e-05-0.0016293i,-0.0002739-0.0013006i,-0.00092865-0.0022085i,-0.0014351-0.0026262i,-0.0022831-0.002481i,-0.0029801-0.0012349i,-0.0020751+4.8965e-05i,0.00036035+0.0011024i,0.0021361+0.0022693i,0.0016789+0.0014577i,0.00052588+0.00062692i,-0.00015698+0.00039915i,0.00036975+0.00023038i,0.00090538-0.00020184i,0.00040499-0.00028146i,9.15e-05+0.00023126i,0.00083253+0.00040193i,0.0010162+0.00012242i,0.0001228+0.00018957i,-0.00025097+0.00086067i,3.0367e-05+0.00050581i,0.00082049-0.00057887i,0.00156-0.00037721i
0.0001574+0.00018895i,0.00063799+1.5289e-05i,0.00031964-0.00064463i,-0.00025925-0.0014771i,-0.00033947-0.0013322i,-0.0013167-0.00028133i,-0.00086152+0.00091507i,0.00025026+0.001509i,0.00089356+0.0013815i,0.0015855+0.00051669i,0.00072557-0.00090907i,-0.00086275-0.0011669i,-0.0012519-0.00055118i,-0.0006271+0.0002613i,0.00014732-8.4576e-06i,0.00033059-0.00039613i,0.00095716-0.00011708i,0.0012929-0.0006818i,0.00082375-0.00087022i,0.00013193-9.4514e-05i,-0.00043934+0.00019562i,-0.0003868-0.00036467i,-0.00030426-0.00026124i
-0.00016232+0.00036413i,0.00034729+0.00055782i,0.0010177+0.00044933i,0.0013391+0.00069542i,0.00048698+0.00064862i,8.9253e-05+0.00068998i,0.00034611+0.0011315i,0.0013044+0.0016245i,0.0026715+0.0024939i,0.0015788+0.001792i,-0.00014471-0.0002821i,-0.0004214+8.4701e-05i,5.7607e-05+0.0016526i,0.00034364+0.0011787i,-0.00031381+0.0010048i,-0.00042667+0.001444i,0.00011769+0.0010325i,0.0001405+0.00072049i,0.00022574+0.0005184i,0.00056035+0.0005761i,0.0011244+0.00037144i,0.00052571+0.00014378i,-0.00065226+0.00030024i
0.0014126-0.0015434i,0.00050767-0.0013683i,0.00011925-0.0016548i,-0.00026154-0.001715i,-0.0015026-0.00078321i,-0.0010297+0.00031819i,0.00026915+0.00070199i,0.0011526+0.0012768i,0.0017905+0.0013643i,0.00057222+0.00037187i,-0.0011214-0.00047396i,-0.0014503-0.00029065i,-0.0013504+0.00023844i,-0.00019814+0.00078097i,0.00086488-0.00040837i,0.00051265-0.0014444i,-6.8111e-05-0.00073045i,4.6509e-05+9.1536e-05i,0.00046336+6.4135e-05i,0.00060931+9.4754e-05i,-0.00042528+0.00071558i,-0.0012748+0.00037892i,-0.0010861+0.0006183i
-0.0026724+0.00058322i,-0.0012819+0.00016475i,-0.00052834+0.0011901i,0.00048438+0.00074615i,-7.4503e-07+0.00020628i,-0.00073976+9.7234e-05i,0.00061984+0.00018305i,0.0020019+0.0015184i,0.0024466+0.0025566i,0.0016031+0.0017371i,0.00010717+0.00031722i,-0.00041155-0.00021145i,0.00015055+0.00064012i,-0.00013208+0.00094114i,-3.2953e-05+6.1961e-05i,0.00047818-0.00036291i,0.00090299-0.00032432i,0.00066365+0.00051918i,-3.8091e-05+0.0007334i,-0.00064081+0.0006012i,-0.00078416+0.000168i,-0.00019876-0.00062244i,-0.00020808-0.00086352i
-0.0022735-0.0028624i,-6.659e-05-0.0033713i,0.0006749-0.002988i,-4.9735e-05-0.0013475i,-0.00053137+0.00043868i,0.00033862+0.0012013i,0.0010036+0.001701i,0.00081203+0.0021571i,0.0012829+0.0025667i,0.00027094+0.0021259i,-0.0014653+0.00045638i,-0.0011503-0.00049626i,-0.00044442-0.00059955i,-0.00040662-0.00071969i,-0.00038591-0.0005182i,-0.00053316-0.00029536i,-0.00069005-0.00085945i,0.00036162-0.0012095i,0.00089775-0.00034269i,3.4941e-05-6.2078e-05i,-0.00021242-0.00044278i,-0.00013316-0.0003409i,-0.00026089-0.000261i
-0.00061802+0.0006172i,0.000983+0.00028772i,0.0022204+0.0002551i,0.0016074-0.0010622i,-0.00049963-0.0018905i,-0.00087051-0.0010628i,0.00019229+0.00038956i,0.00067996+0.0026309i,0.0010709+0.0035912i,0.0012184+0.0024982i,0.00044819+0.00071935i,-0.00037739-0.0001571i,-0.00067235-0.00045267i,-0.00082837-0.0004099i,-0.00038211+0.00015687i,0.00086259+0.00060045i,0.0013541+0.00079484i,0.0010562+0.00060318i,0.0007976+0.00032936i,0.00081749+0.00030549i,0.00058562+4.0009e-05i,0.00033767+0.00015359i,6.0694e-05+0.00021262i
-0.0026086+0.00052133i,-0.00062161+0.00041234i,0.0012489+0.00058798i,0.001509+0.00054274i,0.0010668+0.00024928i,0.001074+0.00041151i,0.0013526+0.0013414i,0.00093005+0.0026021i,0.00058813+0.0030331i,-0.00010013+0.0015408i,-0.0016012+0.00021913i,-0.0019722+0.00021849i,-0.0017702+9.963e-05i,-0.0012214+0.0001265i,-0.00018153+0.00015912i,0.00092419+0.00039857i,0.001021+0.00042224i,1.5643e-05+0.00012481i,-0.00067895-0.00053113i,-3.7764e-05-0.00098514i,0.00087742-0.00064031i,0.00041223+9.6378e-05i,-0.00050949+0.00068334i
0.0010658-0.00099368i,0.00073379-0.00055996i,0.00079229-0.0013719i,0.00044538-0.0022149i,-0.00021892-0.0022641i,-0.00090959-0.0013086i,-0.00071702-0.00014285i,-0.00010393+0.0012472i,0.00084797+0.0023309i,0.001197+0.0015649i,-4.1929e-05+7.7968e-05i,-0.00070268+8.0973e-05i,-0.00047387-2.3779e-05i,-0.00015585-0.00068083i,0.001225-0.00076459i,0.0021642-0.00013914i,0.001808+0.00077988i,0.0012956+0.00054317i,0.00083999-1.9843e-05i,0.00052594-0.00031421i,0.00038449-0.00050851i,0.00045693-0.00015975i,0.0009145+5.341e-05i
0.0025319+0.0028185i,0.0023402+0.0021626i,0.0027043-0.00072288i,0.0022479-0.0027843i,0.00062372-0.0021128i,-0.0019183-0.00062796i,-0.0017003+0.001215i,-0.00012166+0.0026953i,0.00065514+0.0032248i,0.00087818+0.0019029i,-0.00041717+0.00054888i,-0.0010416+0.00072404i,0.00033152+0.00083805i,0.00098222+0.00051984i,0.00024716+0.00029621i,-0.00012484+0.00049552i,0.00055116-0.00022324i,0.00067615-0.0016069i,0.00053337-0.0019384i,0.00027334-0.00047645i,0.00026695+0.00065658i,4.1359e-05+0.00080319i,-9.4828e-06+0.00073441i
0.00057913+7.8307e-05i,0.00053734+0.00052099i,0.0018675+0.00035478i,0.00070909-0.00093425i,-0.0011547-0.0010456i,-0.0010983+0.0008168i,-0.00065272+0.0019302i,7.9284e-05+0.0024222i,0.00080272+0.0020809i,0.00075798+0.00093332i,-0.00010614+0.00036175i,-0.00062876+0.00096932i,-6.3577e-05+0.00052872i,0.00024698-0.00071998i,0.00031722-0.0006024i,0.00067871-0.00046328i,0.000471-0.00053249i,-0.00050804-0.00022923i,-0.00035043-0.00017424i,-0.00017542-0.00040105i,-0.00014375-0.00037207i,0.00048934+3.6428e-05i,0.00033267-0.00022986i
-0.0015464+0.0017033i,-0.0014697+0.00025098i,-0.00052362-0.00063867i,0.00091078-0.00085645i,0.0010104-0.0011433i,-0.00010241-8.6414e-05i,-4.0571e-05+0.0014328i,0.0015008+0.0023106i,0.0025406+0.0023943i,0.0016214+0.0014466i,2.0214e-05+0.00044238i,-0.00056414+0.00065572i,-0.00017367+0.00082485i,0.00036688-0.00029408i,6.6674e-05-0.00020005i,6.0301e-07+0.0010152i,0.00027607+0.00057344i,0.00061789-4.4897e-05i,-6.423e-05+9.4342e-05i,-0.00066198+1.3842e-05i,-0.00042031+0.00020279i,0.00026222+0.00024529i,0.00048099-0.00016088i
0.00043284+4.1293e-05i,0.00019983-0.0011654i,0.00023727-0.0015212i,-0.00029563-0.0012776i,-0.0020468-0.00067994i,-0.0024179+0.00050803i,-0.0013588+0.001553i,0.00010358+0.0023168i,0.0016278+0.0030774i,0.0012496+0.0015352i,2.0096e-05-4.1955e-05i,-0.00016013+0.0008931i,0.00043079+0.0010038i,0.0007036+0.00038176i,0.0012044+0.00013707i,0.0013483+0.0001719i,0.0013238+0.00023567i,0.0014219+0.0009405i,0.00092466+0.0011276i,-2.9318e-05+0.00066904i,-0.00060239+0.00061432i,-0.0004651+0.0012974i,0.00016925+0.0012576i
0.00092618-0.00031805i,0.0018079-0.0013299i,0.0024084-0.002335i,0.0014082-0.0021108i,-0.00012478-0.00094326i,0.00029646+0.00047832i,0.0010849+0.0016191i,0.00082269+0.0015473i,0.0011938+0.0012525i,0.0010879+0.00087978i,-0.00019998+0.00013798i,-0.0011922-5.411e-05i,-0.00019789-0.00031117i,0.00066703-0.00035798i,0.00046781-0.00012248i,-0.00021295-0.0001341i,-0.00055522-0.00028673i,0.00077032-0.001011i,0.0010708-0.00092361i,-0.00042923-5.102e-05i,-0.0011377+0.00026887i,-0.00050258-0.00018763i,-0.00028454-0.00017995i
-0.00056838-0.00071561i,0.00083559-0.0002543i,0.00028773+0.00019724i,-0.0013064+0.0010051i,-0.0025+0.0014742i,-0.001755+0.0012729i,-0.00025155+0.00091752i,0.00076533+0.0011361i,0.00072297+0.002097i,0.00063979+0.0014059i,0.00020154+0.00025855i,-0.00017092+0.00038905i,2.2267e-05+0.0005249i,1.7625e-05+5.3288e-05i,-0.00016709-0.00061207i,0.00050843-0.00045461i,0.00099565+1.9175e-05i,0.00068143+7.35e-05i,0.0006506-0.00022696i,0.0006266-0.00028551i,0.00044416+6.1296e-05i,-0.00010372+0.00056849i,-8.4845e-05+0.000484i
-0.00027927-0.00013043i,0.00073156+0.00094127i,0.001375+0.001146i,0.0014508+0.00024838i,0.0016285-0.00032104i,0.0013065-0.00049704i,0.00036097+1.4769e-05i,0.00068353+0.0015598i,0.00082173+0.0028158i,-0.00023664+0.0015972i,-0.0014622+0.00022213i,-0.0015988-5.3779e-05i,-0.00012425-6.0932e-05i,0.00072656+0.00040954i,9.1748e-05+0.00064459i,7.1842e-06+0.0006864i,0.00057816+0.00035163i,0.00050695+0.00039652i,0.00063168+0.00012366i,0.0007091-0.00042645i,0.00029224+1.9112e-05i,0.00025797+8.0374e-05i,0.0003754-0.00025284i
-0.00099269-0.00017878i,-0.0017181-0.00032077i,-0.0016162-0.0010705i,-0.0010308-0.0016546i,-0.0013439-0.00060196i,-0.0015705+0.00047147i,-0.00058992+0.001566i,0.00038851+0.0020338i,0.0012978+0.0020521i,0.0012836+0.0019314i,0.00072769+0.00073722i,-0.00010948+0.00066617i,-0.00010438+0.0011578i,0.0007879+0.00083302i,0.00098934+0.00059221i,0.00095578+0.00052618i,0.00075142+0.0002961i,0.00032606+0.0001123i,0.00028799+0.00013842i,0.00031365+0.00014607i,0.00024539-6.6269e-05i,0.00019512+8.7027e-05i,0.00012884+0.00045728i
-0.00028066-0.0015228i,-0.00091049-0.0031968i,-0.0013655-0.0031424i,-0.0018516-0.0020173i,-0.0028173-0.0010097i,-0.0018916+0.0011198i,7.3035e-06+0.0023757i,0.00029272+0.002385i,0.00071157+0.0016056i,0.0010008+0.00040931i,0.0003293-0.00040112i,-0.00015504-0.00041949i,0.0002314-0.0008836i,0.00066939-0.0013671i,0.0013616-0.0016364i,0.0012944-0.00095231i,0.00082512+0.00043948i,0.00041009+0.00020958i,0.00083378-0.00011502i,0.0011144-1.933e-06i,0.00027199+0.00047476i,-0.00055394+0.00055224i,-0.00080318-0.00014316i
0.002932+0.00015124i,0.0031728-0.0009978i,0.0030485-0.0022267i,0.00090199-0.0025789i,-0.001127-0.0019533i,-0.0010981-0.00085024i,0.00082606+0.001148i,0.0016261+0.002583i,0.0012583+0.0028906i,0.00070944+0.0012471i,-0.00054141-0.00043493i,-0.0012096+0.00030965i,-0.00081999+0.00097696i,-0.00074127+0.00056557i,-0.00054936-0.00045012i,1.4865e-05-0.001271i,0.001002-0.0012539i,0.0016238-0.00087474i,0.0011682-0.00023873i,0.00091074+0.00012321i,0.00067895-0.00011798i,0.00039241+7.3877e-06i,0.00011208+0.0001242i
0.00064499+0.00017059i,0.00058431+0.00033958i,0.00071657-0.00095827i,-0.00014424-0.0023974i,-0.00086334-0.0025679i,-0.00093854-0.0005439i,-0.00031752+0.0011816i,0.0004534+0.002211i,0.00074038+0.0026315i,0.00077318+0.001821i,3.3576e-05+0.00028075i,-0.00021388-8.6044e-05i,-6.5633e-05+0.00087653i,1.7953e-05+0.0003877i,-0.00017549-0.00027708i,-0.00097841+0.00037998i,-0.00049855+0.00044683i,0.00038531-0.00019167i,0.00051787+0.00026897i,5.9948e-05+0.00015712i,1.7488e-05-0.00014345i,0.0003919-0.00045534i,0.00056969-0.00048086i
0.0009672+0.0026811i,0.0012101+0.0025579i,0.0018628+0.00017984i,0.0014463-0.0012089i,-1.6792e-05-0.00093116i,-0.00076807-0.00039341i,-0.00063585+0.0014793i,0.00062041+0.0025129i,0.0017296+0.0022273i,0.0012288+0.0019284i,0.00026873+0.001293i,-0.00067299+0.00083696i,-0.00074175+0.00044804i,-0.0004846-0.00020165i,-0.00057472-0.00092449i,-0.00021015-0.0007404i,0.0007864+0.00022417i,0.0017156+0.00016741i,0.0012562-0.00016944i,0.0002623-0.00060798i,-9.4492e-05-0.00041747i,-0.00049578-0.0001098i,-0.0011312-0.00035221i
-0.0024601+0.00036637i,-0.0030538-0.00043624i,-0.0021457-8.8918e-05i,-0.00078926-0.00024449i,-0.00016469-0.0002342i,-0.00031459+0.00046192i,-0.00092504+0.00098288i,-0.00037885+0.001827i,0.0011579+0.0020617i,0.0014446+0.00096576i,0.00024746-3.5059e-05i,9.0662e-05-0.00025227i,0.00074385-0.00055124i,0.00085143-0.00077731i,0.0011503-0.00020263i,0.00079568+0.00092617i,7.1027e-05+0.0015483i,9.685e-05+0.0017372i,0.00017539+0.0018218i,0.00020606+0.0013796i,0.00043863+0.00080559i,0.00028453+0.00037931i,-7.7576e-05+0.00027699i
-0.00097602-0.0016658i,0.00018505-0.0035453i,0.00093463-0.0036292i,4.5565e-05-0.0023367i,-0.00109-0.00069886i,-0.0011461+3.2994e-05i,-9.8041e-05+0.00034549i,0.00059265+0.0015634i,0.0015183+0.0021743i,0.0012941+0.0011115i,0.00011604+0.00022527i,-0.00025135+0.00098039i,0.0002415+0.00070356i,0.00064122+3.8185e-05i,0.00053848+3.298e-05i,0.00041943-0.00014498i,0.00085709-0.00078743i,0.0015741-0.00091783i,0.0015203-0.00060621i,0.00070109-0.0005311i,7.005e-05+0.00036882i,-0.00048723+0.00073369i,-0.0010408+0.00018766i
0.0011489+0.00047386i,0.0019871+0.00037687i,0.0015399+0.0011312i,0.00052551+0.0010809i,-0.00013213+0.00048806i,0.00013612+0.00049059i,0.0010063+0.00083175i,0.00070342+0.0018592i,0.00062891+0.0019471i,0.00054487+0.00055576i,-0.00091272-0.00025265i,-0.00092844-0.00022169i,0.00031593-0.00026578i,-3.3235e-05+9.6105e-05i,-0.00099271+4.072e-06i,-0.00052885+8.5591e-05i,0.00027044+0.00011833i,0.00073144-0.000163i,0.00069691-0.00067859i,-0.00022431-0.00085189i,-0.00045078+0.00013849i,6.4442e-05+0.00024359i,-0.00036287-0.00026125i
0.00022325+0.00094894i,0.00055072+0.00081943i,0.00021306-0.0006222i,-0.00065277-0.0021328i,-0.0013304-0.0012328i,-0.0017109-0.00062199i,-0.00069375+0.00019309i,0.00088568+0.0024912i,0.0018886+0.0039365i,0.0011962+0.003354i,3.919e-05+0.0010836i,-0.00035944+0.00016372i,-0.0001815+0.00050304i,-0.0004765+0.00026975i,-0.0002829+0.00038455i,0.00055182+0.00065442i,0.0012946+0.00010683i,0.0015484-0.00032726i,0.0012586-5.0151e-05i,0.00063176-4.9193e-05i,0.00017809-0.00010141i,0.00019672-9.9131e-05i,0.00028648+8.0877e-05i
-0.0026354+0.003245i,-0.0014277+0.002724i,0.00088634+0.0024338i,0.002272+0.00048254i,0.0023756-0.002287i,0.0020091-0.002201i,0.0008834-0.00052145i,0.00024119+0.00022716i,0.0002489+0.0015393i,0.0001975+0.0017857i,2.3245e-05+0.00055041i,-1.4005e-05+0.00028913i,-0.00064828+0.00060073i,-0.00058562+0.00079967i,-0.00014439+0.00081339i,0.00022945+0.00019803i,0.0002984+0.00049167i,0.0001859+0.00026998i,0.00017185-0.00014952i,0.00024681+0.00025963i,0.00033228+0.0005183i,0.00027128+1.0439e-05i,0.00014111-0.00048764i
-0.0030654-0.0032683i,-0.0027446-0.0030847i,-0.0038018-0.0024286i,-0.0039128-0.00072923i,-0.0021549+0.0010512i,7.6184e-05+0.0020314i,0.00073095+0.001857i,0.00067381+0.001896i,0.00057165+0.0023402i,7.8323e-05+0.0010389i,-0.00095288-0.0007277i,-0.00070953-0.00024811i,-0.00013639+0.00037876i,0.00035838-0.0002122i,0.00093288-0.00057038i,0.0011054-0.00078219i,0.0014246-0.00041339i,0.0013367+0.0005077i,0.0012677-8.7255e-05i,0.001383-0.00076617i,0.00054141-0.00090294i,-0.0007891-0.00068163i,-0.0011466-0.00013419i
0.00085552+9.8582e-05i,0.002686-0.00065394i,0.0039876-0.00031465i,0.0033773-0.00057813i,0.0024907-0.0017568i,0.0010473-0.0020044i,-0.00089667-0.00032813i,-0.00034823+0.001943i,0.00086763+0.0034445i,0.00077646+0.0026403i,0.00049414+0.0010189i,0.00027281+0.00083469i,0.00014774+0.00099213i,-0.00039898+0.00012461i,-0.00011554-0.00017571i,0.00064646-0.00023319i,0.00072856-0.0004203i,0.00058817-0.00044109i,-8.0184e-06+0.00012275i,-0.00046373+0.0010757i,-0.00015496+0.00058138i,4.0938e-05-0.00056726i,0.00021557-0.00066086i
0.0017399+0.0039623i,0.0012224+0.0024596i,0.0015575+0.00070143i,0.0015135-0.0016629i,0.0013757-0.0027256i,0.00036054-0.0017986i,-0.00018975+0.0001556i,0.00049608+0.0018197i,0.0018033+0.002244i,0.0022099+0.0012668i,0.0017509+0.00021661i,0.00055438+0.00030121i,-0.00022841+0.00066145i,0.00029283+0.00053821i,0.00068322+0.00037478i,0.00013592-4.1781e-05i,0.00041224-0.00042018i,0.0010006-0.00015211i,0.00052891+0.00031694i,0.00021584+0.00093445i,0.00011031+0.00036825i,-0.00058992-0.00064379i,-0.00044493-0.00078339i
-0.00080128+0.00071002i,-0.000319+0.0006957i,0.00080706-2.3995e-05i,0.001224-0.00089812i,-0.00027649-0.00070197i,-0.00040835-0.00039892i,0.0010536+0.00037513i,0.0016337+0.0019801i,0.0015212+0.0023231i,0.0011991+0.00093143i,-0.0001734-0.00051429i,-0.0011888-0.00013215i,-0.00098534+0.00060957i,-0.00028466+0.00018587i,-0.00014221+0.00043653i,0.0001909+0.00039573i,0.0012433-6.63e-05i,0.0010528-0.00043292i,0.00061727-0.00047531i,0.00083333-0.00041691i,0.00017372-0.00058128i,-0.00035995-0.00055405i,-0.00047086-0.00026659i
-0.00090196+2.9001e-05i,-0.0014097-0.000231i,-0.00079384-0.001466i,-0.00059388-0.0026489i,-0.0012074-0.0019054i,-0.0011549-0.00049098i,-0.00023431+0.00092783i,0.00069391+0.0021381i,0.00065182+0.0025869i,0.00011086+0.0015085i,-0.00087433-0.00013881i,-0.0011884-0.00024021i,-0.00027703-9.4978e-05i,0.00013726+0.00020464i,-0.00052942+3.7195e-05i,-0.00071238-0.00099367i,5.6988e-05-0.0013387i,0.00073454-0.00067365i,0.00061039-0.00033849i,0.00092+5.5903e-05i,0.00082387+0.0005691i,0.00036948-0.0001332i,0.00042627-0.00086613i
-0.00015171-0.0007019i,-0.0001895-0.0010749i,0.0014044-0.0017128i,0.0013479-0.0025519i,-0.00074911-0.0033127i,-0.0016758-0.0022859i,-0.0011327+0.00011842i,6.5183e-06+0.0011489i,0.0017344+0.0010567i,0.0024442+0.00040459i,0.00089813+0.00033762i,-2.7432e-05+0.00093435i,-3.2823e-05+0.0012465i,0.0004047+0.00027987i,0.0012261-0.00022582i,0.0016125-0.00019162i,0.0012748-0.00059459i,0.00077776+0.00020896i,0.00059636+0.0010047i,0.00053561+0.0009298i,0.0005954+9.005e-05i,0.00040193-0.00030897i,-0.00020266+0.00032011i
0.0010711+0.00038942i,0.00073055+0.00036865i,7.1719e-05+0.00056264i,-0.00043478-0.00053485i,-0.00018908-0.0016276i,-0.00036384-0.00097969i,-1.9833e-06+0.00098305i,0.0010464+0.0026199i,0.0017912+0.0031705i,0.0020586+0.0020668i,0.00094435+0.0010523i,-0.00011283+0.00047289i,-9.0116e-07-0.00040533i,0.00014898-0.00054584i,0.00021309-0.00014735i,0.00016459-0.0010943i,0.00081716-0.001481i,0.0011411-0.00074135i,0.00019291-0.00050262i,-0.00025054-0.00021113i,-0.00040894+2.7115e-05i,-0.00014089-3.3139e-05i,-2.4709e-05-0.00021921i
