-0.001969+0.00076107i,-0.001214+0.0015246i,-0.0021083+0.002861i,-0.0019136+0.003121i,-0.00081694+0.0039569i,-0.00036519+0.0029973i,-0.00015828+0.00083893i,0.00034327+0.00058656i,0.00060388+0.00080552i,0.00092498+0.00098451i,0.0012194-0.00022773i,0.001203-0.0012942i,-7.3404e-06-0.0012551i,-0.0010086-0.0010623i,-0.0010742-0.000658i,-0.00058648-0.00035297i,0.00020872+6.2339e-05i,0.00070522-5.0171e-05i,0.00052807+3.1423e-05i,-0.00036476+0.00021962i,-0.00061508-0.00024003i,-0.0003042+0.00023091i,-6.9946e-06+0.00028289i
-0.00072394+0.001628i,-0.00048947+0.0019252i,0.00077537+0.0016427i,0.0019086+0.0010743i,0.0012738+0.00044709i,3.2597e-05-0.00037323i,-0.00056196-0.00028312i,-0.00082767-0.00029827i,-0.00060713-0.00079441i,0.00022243-0.0005608i,-0.0001436-0.00031028i,-0.001061-0.00047392i,-0.0010856-0.00043744i,-0.00048427-5.0387e-05i,-0.00021673-7.1703e-05i,9.0145e-05-0.00019619i,-4.922e-05+0.00011918i,0.00028622+0.00043231i,0.00050846+0.00016462i,0.00025897-0.00046079i,5.3826e-05-0.00029241i,-0.00074443+0.00038867i,-0.0010082+0.00089848i
-0.0015339-0.00061157i,-0.0018688-0.0011658i,-0.0017606-0.0014308i,-0.00024332-0.00090671i,-0.000347+9.7243e-05i,-0.00075226+0.00021722i,-0.00011854-0.00010562i,0.00056095-0.00047038i,0.00097249-0.0001964i,0.00038452-0.00010937i,-0.00062742-0.00034522i,-0.00058695-0.00016042i,0.00052069-0.00017744i,0.00054742-3.3614e-05i,-0.00010898+1.385e-05i,-0.00026967-0.00070741i,-0.00049339-0.00056199i,-0.00054908+4.4478e-05i,6.4307e-05+0.00071377i,0.00095835+0.00018596i,0.0015173-0.00086659i,0.00068481-0.00072493i,-0.00039981-0.0003468i
0.00019521+0.00047901i,-0.00040254+5.0757e-05i,-0.001073-0.0007668i,-0.00054763-0.0013099i,-0.00034319-0.00099091i,-0.00062337-0.00094321i,-0.00056773-0.00070013i,-0.00061832-0.00013977i,-0.00053918-0.00026507i,-0.00051017-0.00042483i,-0.00026747-0.00041778i,0.00013576-0.00064954i,0.00020274-0.00094229i,4.6779e-05-0.000791i,0.00010679-0.00046267i,7.5489e-05+0.00030452i,-0.00062417+0.00087467i,-0.00028134+0.00066311i,0.00050921-6.9187e-05i,0.00066732-0.00071035i,0.00047261-0.00058379i,0.00047857-0.00032049i,0.00074464-0.00017106i
-0.00043519+0.0006128i,-0.00079356+0.0010097i,-0.00063333+0.00081307i,-0.0006474-7.6099e-05i,-0.0012548-0.00036548i,-0.0010292-0.00040425i,-0.00081874-0.00055089i,-0.00093525-0.00068279i,-0.00052788-0.00017595i,0.00050679+0.00048799i,0.00071081+0.00073561i,0.00074694+0.0001545i,0.00097192-0.0005724i,0.00077976-0.00022914i,0.00039079+0.00047432i,-0.00012979+0.00068939i,0.00015717+0.00072538i,0.00034524+0.00082933i,0.00020909+0.00055986i,0.00011832+0.00034589i,-4.0462e-06+0.0010763i,-5.4396e-05+0.0013777i,0.00026996+0.00090807i
-0.0012056+0.00095939i,-0.0013552+0.0010465i,0.00067898+0.0011316i,0.0018894+0.0008643i,0.0016259+0.001427i,0.00081307+0.0010239i,-0.00013037-0.00017631i,0.00034778-0.00040663i,0.0012645+0.00030183i,0.0011005-0.00014843i,0.0011588-0.00060286i,0.0012019+1.4444e-05i,0.00033931-1.6011e-05i,-0.00065918-0.00054223i,-0.00082083-0.00045055i,-0.0013742+7.5831e-05i,-0.0010078+0.00071858i,0.00015877+0.00055911i,0.00037206+0.00033318i,-5.9385e-05+0.0012193i,-3.844e-05+0.0015036i,0.00050762+0.00077491i,0.00064886+5.3153e-05i
0.00054702+0.00067988i,0.00078974+0.00076559i,0.0024258-0.0017138i,0.0023244-0.0031171i,0.00012435-0.0026551i,-0.0015192-0.0013061i,-0.00073992-0.00062997i,0.00044554-0.00064692i,0.00092628-0.0011241i,0.0004144-0.0013294i,-0.00033476-0.0009305i,-0.00087432-0.00021386i,-0.00083013+0.00049183i,-0.00069692+0.00050793i,-0.0004228+0.00011246i,0.00053049+3.8384e-05i,0.00032739+0.00060409i,-0.00018668+0.00061262i,0.00053225+0.00054194i,0.00069761+0.001018i,0.00027547+0.00060722i,-0.0007884-4.0334e-05i,-0.00066644+0.00027192i
-0.0013996+0.000758i,-0.0022124+0.00052208i,-0.0023143+0.00032284i,-0.0014334+0.00029501i,-6.7779e-05-0.00016798i,0.00044077-0.0004985i,-0.0002396-0.00023779i,-0.00083819-0.00027775i,-0.00048377-0.00070307i,6.161e-05-0.00085995i,0.00017473-0.00021859i,-8.8714e-05+0.00034935i,-0.00030058+0.00010975i,-0.00065698+0.00016085i,0.0001947+0.00056296i,0.0011343-0.00012052i,0.00067724-0.00048612i,0.0001469-7.6988e-05i,0.00019783-0.00023048i,0.00087217+3.0695e-05i,0.0011766+0.00015394i,0.00082816-0.0001677i,0.00046745+0.00041899i
-0.0013798+0.00048987i,-0.0014966+8.5291e-05i,-0.00073354+0.00085168i,0.00066709+0.0014639i,0.00093064+0.00024241i,0.00011533-0.00071698i,-4.8747e-05-0.00055885i,-0.00040422-0.0004705i,-0.0010121-0.00056402i,-0.00035753-0.00083534i,-4.8727e-05-0.00045541i,-0.00075537+0.00012124i,-0.00089329+0.00041098i,-8.6305e-06+0.00096651i,0.00038342+0.00088818i,6.355e-05+0.0002576i,-8.5492e-05-0.00047297i,-4.3221e-05-0.00079613i,-0.00019342-0.00080029i,-0.00033669-0.00033952i,-0.00035941-0.00023328i,-0.00067768-0.00032504i,-0.00062053+0.00013678i
0.00070409-0.0016881i,0.00026552-0.0018545i,-0.00032406-0.0021128i,-0.001348-0.0023209i,-0.0015681-0.00075677i,-0.0014068+0.0010741i,-0.000898+0.00090945i,-0.00025585+0.00046629i,-0.00051403+0.00055979i,-0.00054067+0.00011391i,-0.00013915-8.2619e-05i,0.00018216+0.00047607i,0.00056675+0.0011411i,0.00090118+0.00094445i,-8.4834e-06-0.00011492i,-0.00013238-0.0005899i,0.00086637-0.00016919i,-8.964e-05+0.0010753i,-0.00019789+0.0013543i,0.00095365+0.0003161i,0.00096649-0.00021895i,0.00014457-0.00019938i,-7.0103e-05-0.00085138i
-0.0020832-0.00018478i,-0.0023387+0.0004544i,-0.001774+7.1381e-05i,-0.0011834+0.00011325i,-0.0012771+0.00027777i,-0.0011367-0.00016629i,-0.00098668-0.00027118i,-0.00085463-0.00025311i,-0.00058874+9.2515e-06i,-0.00065588+0.00017522i,7.0338e-05+1.2802e-05i,0.00057103-6.2115e-05i,8.1226e-05+5.4391e-05i,-0.00016899+0.0001584i,0.00026983-0.00031027i,0.00023966-0.00086339i,-0.00027648-0.00066462i,-0.00028385-0.00083854i,-2.078e-06-0.00091439i,-0.00027392-3.6664e-06i,-2.1142e-07+0.00086192i,0.00020688+0.00079934i,6.9716e-05+0.00019935i
-0.00013241-0.00084796i,-0.00082669-7.3252e-06i,-0.0019963-0.00035652i,-0.0017952-0.00029487i,-0.00093962+0.00015195i,-0.00060725-9.1413e-05i,-0.00025073-0.00065718i,-0.00040632-0.00065683i,-0.00094412-0.00079845i,-0.001329-0.00042379i,-0.0014033+0.00021003i,-0.0015712-0.00032355i,-0.00059623-0.00036203i,0.0007095+0.00038538i,0.0010607+0.00036565i,0.00018382-0.00014258i,-0.00029388+5.0901e-05i,-0.00023217+0.00041622i,-4.1566e-05+0.00056793i,-5.073e-05+0.00078793i,0.00020104+0.0011114i,0.00062528+0.0008068i,0.00032135-0.00039121i
-0.0011945+0.00079985i,-0.0013798+0.00075594i,1.1139e-05+0.001447i,0.00033869+0.0021424i,-0.00038687+0.00063017i,-0.00050025-0.00087098i,-0.0010947-0.00063728i,-0.00028987-0.00046195i,0.00044312-0.00041898i,0.00049579-0.00091954i,0.00047294-0.0012276i,0.00038177-0.00081312i,0.00073273-0.00027262i,0.00035288-0.00042278i,-1.4559e-05-0.00038503i,8.0898e-05+0.0001581i,-0.00031195+0.00064222i,-0.00055314+0.00010322i,0.0005944+0.00027338i,0.00092325+0.0007148i,0.00059495-0.00021689i,0.00050639-0.00049503i,4.909e-05+0.00015658i
-8.7703e-05-0.0013544i,-0.00042499-0.001412i,-0.001781-0.0002436i,-0.0021443+0.00040006i,-0.0012106+8.6291e-05i,-4.3449e-05+7.019e-05i,-0.00043896-0.00069166i,-0.0011534-0.0016802i,-0.0016137-0.0016121i,-0.0015207-0.00091929i,-0.00079181-0.00010516i,-0.00048393+3.6741e-05i,-0.00043456+0.00015002i,-0.00035217+0.00017818i,-0.00027562-0.00052181i,-0.00014342-0.00043463i,5.4821e-06+0.00010703i,-0.00041076+0.00037086i,-0.00058+0.00063579i,-0.00018104-0.00014112i,0.00019369-0.00089743i,0.00056957-0.00013859i,0.00057279+0.00027878i
-0.0013495+0.00018324i,-0.0018167-0.00063206i,-0.0019936-0.0017573i,-0.0015448-0.0023575i,-0.00096663-0.00199i,-0.0010091-0.0017693i,-4.87e-05-0.002373i,0.00012498-0.0025843i,-0.0017604-0.0027588i,-0.0025847-0.0022154i,-0.0014977-0.0011305i,-0.00061873-0.00043772i,0.00017727+0.00053482i,0.00055504+0.00091434i,0.0010418+0.00043386i,0.0011532+0.00031177i,0.00019863+0.00018595i,-0.00021678+0.0004724i,-0.00028759+0.0006814i,-0.00034059+0.00033045i,0.00010381-0.00021966i,0.0006822-0.00059442i,0.00068809-0.00083959i
-0.0017519+0.0005197i,-0.00051918+0.00098583i,0.00046966+0.0019539i,0.0013885+0.0030935i,0.0017595+0.0028763i,0.0010396+0.0013874i,-0.00038809+0.0017542i,0.00033731+0.0027343i,0.0027746+0.0025183i,0.0037923+0.0015245i,0.0025689-0.00037457i,0.0011151-0.0018196i,0.0001455-0.0020719i,-0.00099306-0.0013171i,-0.0010463-0.00085079i,-0.0006611-0.00017982i,-0.0006725+0.00082777i,-0.00073464+0.00073845i,-0.00035733+0.00029841i,0.00047182+0.00025917i,0.00026017+0.00029373i,-0.00018186-9.1408e-05i,-0.00010521+0.00012022i
-0.0011254+0.0013873i,-0.00070994+0.0019414i,0.00066951+0.0028829i,0.0015743+0.0019551i,0.0019681+0.0010935i,0.0017293-7.9324e-05i,0.0010339-0.00094985i,0.00028383-0.00066548i,-8.964e-05-0.00055826i,0.00041727-0.00065075i,0.00065651-0.00082893i,-0.00051338-0.0011038i,-0.0016284-0.00086472i,-0.001867-0.00051779i,-0.0015199-0.00070996i,-0.00040725-0.00080122i,0.00062958-5.2342e-06i,0.00052942+0.00035226i,0.00016118-8.6706e-05i,0.00036826-0.00040151i,-0.00020525-0.00040767i,-0.00078915-0.00032631i,-0.00052509-8.2007e-05i
0.0005494+0.00030764i,1.1578e-05+0.0002618i,-0.00056678+0.00034192i,-0.00049699-0.00019296i,0.00015141-0.00052495i,0.00042622+0.00011249i,-0.00013943+0.00069025i,0.00025919+0.00041776i,0.00096198+7.6933e-05i,0.0013704+0.00011925i,0.00095283-1.6986e-05i,0.00015894-7.8947e-05i,-0.00034017-0.00041748i,-0.00018024-0.00024348i,0.00031364+2.9065e-05i,0.00020217-0.0005423i,0.0002379-0.0005498i,0.0003953+1.8979e-05i,0.00022265+3.9113e-05i,-0.0001267+0.00029893i,-0.00023327+0.00075238i,-0.00029325+0.0010522i,-0.00028646+0.00046901i
-0.0010274+0.0016803i,-0.00056683+0.0022191i,0.00023271+0.0020718i,0.00032267+0.0015912i,0.0001993+0.0012518i,0.00010933+0.00095438i,0.0006469+0.0010588i,0.00035872+0.000911i,-0.00013585+0.00020563i,-0.0001604-0.00037436i,-0.00017201-0.00046875i,-0.00024118+0.00010353i,-0.00016835+0.00017172i,-0.00065046+8.3328e-05i,-0.00097602+0.00029421i,-0.00054974+0.00018669i,9.8813e-05-0.00010961i,0.00043325-9.7204e-05i,0.00077649-0.00030874i,0.00058098-0.00018805i,6.786e-05-6.1008e-05i,-0.00054576+7.1802e-05i,-0.00071966-0.00025298i
-0.00057457-0.00079361i,-0.0013276-0.00033972i,9.1399e-05+0.00035211i,0.0015964-6.0841e-05i,0.00046509-0.00052373i,-0.001338+2.2024e-05i,-0.001859+0.00016434i,-0.00058569+0.00041798i,0.0013784+0.00090274i,0.0012995+0.0014857i,0.00037186+0.0013606i,-0.00019418+0.00028763i,-0.00094524-0.00034387i,-0.0012225-0.00046904i,-0.00099395-0.00028331i,-0.00039389+0.00018576i,-0.00019571+0.00081105i,-0.00012304+0.00093587i,0.00012382+0.00045895i,0.0001403+0.0001384i,0.00027678-0.00043613i,0.00020361-0.00017629i,-8.9493e-06+0.0006471i
-0.0017896-0.00095303i,-0.0013998-0.00072748i,-0.00084122-0.00017998i,-0.0001873+0.00044794i,0.00014316+0.0014628i,-0.00015319+0.0012011i,0.00036559+0.0005485i,0.0012116-0.00026868i,0.0010956-0.00090462i,0.00048892-0.0006508i,9.7272e-05-0.00094447i,1.904e-05-0.0008216i,-6.4881e-05-0.00031813i,-0.00018978-0.00029506i,-0.00031812-0.0001304i,-0.00064763-4.9565e-05i,-0.00051458+0.00031678i,-0.00011536+0.00081047i,-0.00036519+0.00088475i,-0.00067439+0.00029684i,-0.0008139+5.5807e-05i,-0.00071345-0.00011648i,-0.0011226-0.00049088i
0.00069372+0.0010383i,1.3091e-05+0.0014314i,-7.0581e-05+0.0015819i,0.00095653+0.001123i,0.0017214+0.00053031i,0.0017171+8.6585e-05i,0.0009845+0.00011102i,-0.000399+0.00016858i,-0.0014253-0.0001477i,-0.0014114-0.00054528i,-0.00078174-0.00037244i,0.00011203-9.1278e-05i,0.0003315+3.2955e-05i,0.00024539+6.6327e-05i,0.00023024-0.00011012i,0.00017164-1.4993e-05i,0.00048041-0.00010902i,0.00076332-0.00055674i,0.00058595-0.00028631i,0.00055472-0.0002197i,0.0007061-0.00023117i,0.00028672+0.00011535i,-0.00088836+0.00015939i
-0.0017443+0.00095662i,-0.0018442+0.0016106i,-0.0017797+0.0014954i,-0.0023003+0.0010343i,-0.0026547+0.00098528i,-0.0019136+0.00085526i,-0.00060992-0.00021738i,-8.4675e-05-0.00059594i,-0.0002156-0.00020658i,-0.00064086-2.0342e-05i,-0.0002607+0.0002863i,-0.00021789+0.00056032i,-0.00079457+8.116e-05i,-0.00084211-0.0006896i,-8.6607e-05-0.0011913i,0.000128-0.0010485i,-0.00020386-0.0005216i,-0.00039079+0.0006314i,-2.5821e-06+0.00098211i,0.0003248+0.0010056i,-7.3211e-05+0.00091765i,-0.00049668-0.00021199i,-0.00054662-0.00078499i
-0.0020928-0.00013103i,-0.0011657+0.00052838i,-0.00027897+0.0016452i,-1.865e-06+0.0015266i,0.00043053+0.00039085i,-0.00023775-0.0002699i,-0.00072703-0.00072216i,-0.00068302-0.00023526i,0.00030961-6.8891e-05i,0.0013522+0.00022216i,0.00070487+0.0008161i,3.1722e-05+0.00017134i,-0.00053271+6.8562e-05i,-0.0011221+0.00019809i,-0.00070847-0.00057617i,-0.00042736-0.00096749i,-0.0002444-0.00056775i,5.4669e-06-5.5886e-06i,-0.00022074+0.00046277i,-0.00036298+0.00069753i,0.00010096+0.00032285i,0.00057691-9.4095e-05i,8.1484e-05-0.00046643i
-0.00029132-0.00050508i,0.00069158-0.00018856i,0.00056767-0.001373i,0.00029686-0.0017992i,-0.00039936-0.00035091i,-0.00059097+0.00024105i,-0.00054752+0.00056553i,-0.0011468+0.00054033i,-0.00070409-0.00063787i,0.00067152-0.00087417i,0.0013009+0.00012688i,0.00065648+0.00072713i,-7.9536e-05+0.00099623i,-0.00057836+0.001336i,-0.00059348+0.00079506i,-0.00071344-0.00020912i,-0.00098968-0.00027878i,-0.00055117-0.00075696i,-0.0002107-0.00099714i,-0.0006111+0.00018368i,-0.0002352+0.00052203i,0.00085972-3.985e-06i,0.00060398-8.8989e-05i
-0.00024917+0.0012356i,-9.0602e-05+0.0011837i,0.0009241+0.0015909i,0.0010303+0.0010335i,0.0011281-0.00028876i,0.0001706-0.0012754i,-0.00054889-0.00060982i,0.00033674+0.0004404i,0.0010915+0.00026936i,0.0013717-0.00046711i,0.00066692-0.0007689i,-0.00064145-0.00088713i,-0.00062223-0.0010018i,7.3687e-05-0.00040974i,2.6143e-06-0.00041447i,8.4534e-05-0.00056746i,0.00059588-0.00019824i,0.00032748-0.00018579i,-5.9029e-05-0.00050394i,0.00018079-0.00069511i,0.00061194-0.0011554i,1.4887e-05-0.00026036i,-0.00051745+0.000876i
-0.00036963-0.0005268i,-0.00080388+0.00073499i,-0.00058977+0.0017783i,-0.00081648+0.0015467i,-0.0007155+0.00030839i,-0.00045311+0.000511i,-0.00023964+0.0014192i,0.00044561+0.0015504i,0.00072951+0.0020123i,2.1216e-05+0.0013948i,-0.00013761-0.0002343i,-1.6536e-06-0.00016257i,-0.00057263+0.00050497i,-0.00054853+0.00048065i,-0.00026809+0.00015051i,-0.00034191-0.00017169i,-0.00011198+0.00012766i,-0.0002111+1.8817e-05i,-0.00043588-9.9964e-05i,-0.00038934-3.1421e-05i,-0.00032446-0.00022345i,-1.467e-05+0.00017237i,0.000255+0.00014902i
-0.00018479+0.00068292i,0.00072726+0.00049083i,0.0022888-0.00011413i,0.0021512-0.00082068i,0.00062923-0.00086263i,0.00024127-0.0014092i,0.00086962-0.0013008i,0.00084152-0.00081055i,0.00042941-0.00042825i,0.00031936+0.00017538i,0.00057505+0.00060926i,0.00013607-0.00014879i,-0.00048978-0.00092564i,0.00021288-0.00036248i,0.00071961-0.00067631i,0.00052277-0.00083621i,0.00049876+0.00041356i,0.0012506+0.0010701i,0.00076594+0.00080126i,-0.00048218+0.00049335i,-0.00045768+0.00071167i,1.2499e-06+0.0010017i,0.0001262+0.00046113i
-0.0015729+0.00028915i,-0.00089447-0.00032382i,-4.8592e-07+0.00039093i,0.00028093+0.00043415i,0.0010317-0.00029973i,0.001144-0.0012158i,0.00058382-0.0012187i,0.00021954-0.00029188i,0.00049879+0.00038358i,0.00048205+0.00063472i,4.7094e-05+0.00013506i,-0.00043903-0.00049426i,-0.00016649-0.0001866i,-3.6052e-05-0.0001857i,-0.00019401+9.6435e-05i,-0.0003409+0.00028792i,-0.00023879+6.7494e-05i,0.00073345+0.0002136i,0.00021212+0.00027305i,-0.00077274-0.00040829i,-0.00077833-0.00057742i,-0.00061207+0.00021061i,-0.00046558+0.00029063i
-0.00070577-0.00072106i,-0.00075835-0.00067081i,-0.00054901+0.0010357i,-0.00042849+0.002113i,-0.00026838+0.0015008i,-3.7352e-05+0.00022422i,-0.00040812-0.00080007i,-0.00066313-0.0014758i,-0.00046319-0.0023429i,-0.00038225-0.0023494i,-0.00048708-0.0012904i,-0.00024838-0.0011049i,-0.00041958-0.00076442i,-0.00048693-0.0010354i,0.0003114-0.0013322i,0.00041248-0.00098589i,7.3803e-05-0.0002927i,0.00036015+0.0005613i,0.00062269+0.00060452i,0.00016992-0.00068539i,-0.00015541-0.0012482i,0.00047094-0.00044065i,0.00076786-2.3863e-05i
0.00046135+0.00022683i,8.3077e-05+0.00049649i,0.00031773+0.00044539i,0.00053519-0.00070143i,8.7975e-05-0.00069104i,-0.00010907+5.728e-05i,-0.00096681+0.00027893i,-0.0016816+1.0334e-05i,-0.00071721+0.00012782i,0.00047416+0.00053361i,0.00084972+0.00038122i,0.00029068-0.00028615i,0.00028639-0.00035376i,0.00032783+0.00012477i,0.00039102-0.0004776i,4.9082e-05-0.0012821i,0.00018986-0.0007467i,0.00095498+0.00047822i,0.00052012+0.00076745i,0.00017887+0.00021651i,0.00021495-0.00018615i,-0.0004155-1.5226e-05i,-0.00071771+0.00037584i
-0.00027181-0.00027657i,-0.0011637+0.0011687i,-0.00076886+0.0013457i,-0.00090756+0.00090065i,-0.00084178+0.0010152i,-0.00053001+0.0011332i,-0.00039621+0.00076408i,0.00037134+0.00065159i,4.9198e-05+0.00030771i,-0.00091576-0.00025217i,-0.00057721-1.0714e-05i,0.00034915-0.00021312i,0.00010619-0.00036583i,-0.00059828-0.00011491i,-0.0005216-1.7729e-05i,-0.00011686-0.00024237i,0.00024714-0.00055123i,1.86e-05-0.00028581i,-0.00055419+0.00019741i,-0.00051311-0.00059221i,-0.00024678-0.0012899i,-0.00087593-0.0008068i,-0.0010123-0.00036669i
0.0011944-0.0017802i,0.0010817-0.0024485i,0.00075355-0.0035297i,-0.00025846-0.0035944i,-0.0022937-0.0028032i,-0.0032332-0.0005094i,-0.0021352+0.0010108i,-0.0005175+0.00057236i,-3.6709e-05+0.00038182i,-0.00066467+0.00017837i,-0.001025-0.00021916i,-0.0014333+0.00011493i,-0.00064264+0.00030044i,0.00013315+0.00038477i,0.00018651+0.00020318i,0.00076724-9.9534e-05i,0.00059946-0.00035626i,-2.29e-05-0.00035527i,0.00066709-3.2074e-05i,0.0009894-0.00021279i,0.00064399-0.00036462i,8.9124e-05-9.794e-05i,-0.00026683-0.00017093i
-0.0033596-0.0010788i,-0.0034001-0.00045424i,-0.0025165+0.00071237i,-0.0021947+0.0010625i,-0.0022786+0.00080769i,-0.00074388+0.0010607i,0.00041515+0.00072309i,0.00048801+5.1563e-05i,0.00088391-3.2128e-05i,0.00095248+0.00017779i,0.00040604+5.0753e-05i,-0.00032337-0.00043555i,-0.00049302-0.00049866i,0.00032798-0.0011795i,0.0010344-0.0015396i,0.00097166-0.001188i,0.00023945-0.00061028i,8.0043e-05+0.00012467i,0.00016992+0.00015589i,-0.00044965+0.00028594i,-0.00053761+0.00050928i,-7.7121e-06+0.00033211i,0.00082671+0.0002858i
6.1739e-06+0.00054058i,-0.0004978+0.00066973i,-0.00064738+0.0011912i,0.0010235+0.0014389i,0.001733+0.00024321i,0.00068822-0.0017522i,-0.00028103-0.001974i,-9.2235e-06-0.0010514i,0.00073521-0.00038837i,0.0012719-0.00015456i,0.00064163+6.3284e-05i,-0.00078999+0.00039653i,-0.0014225+0.00067357i,-0.00093331+0.00035708i,-0.00016461-0.00010682i,0.00027902-0.00028115i,0.00030894-3.1509e-05i,0.00045394+0.00048495i,0.00075603+0.00014161i,-0.00035822-0.00052442i,-0.0013697-0.00073116i,-0.0010229-2.9854e-07i,-0.00053887+0.00062883i
0.00020539-0.0011884i,-0.00015724-0.00046145i,-0.00081819+0.00010961i,-0.00083257+0.00072937i,-0.0010538+0.001669i,-0.00098053+0.0021018i,0.0002451+0.0013871i,0.00099178+0.00017472i,0.00050542-0.00089496i,0.00016029-0.0006312i,0.00014559+6.9322e-05i,0.00043942-9.3128e-05i,0.00071064+6.9062e-05i,0.00047621-0.00013258i,-8.1022e-05-2.8681e-05i,-0.0003714-8.034e-07i,-0.00043338+3.7647e-06i,-0.00051229+0.00071998i,-0.00051362+0.00090065i,-0.00029587+0.00049898i,-0.00014759-0.00015371i,-0.00027123-0.00054148i,-0.0012441-0.00036717i
-0.0021727-0.00087953i,-0.0017541-0.00017273i,-0.0020356+7.2896e-05i,-0.0018332-0.00028945i,-0.00089065+7.5784e-05i,-0.00042085+0.00070562i,-0.00038586+0.00020382i,-0.00049096-0.00064303i,2.4054e-05-0.00092962i,-4.0862e-05-0.00099189i,-0.00069847-0.0011537i,-0.00046695-0.00061748i,0.00032195+0.00042528i,-0.0001955+0.00047691i,-0.00056567-0.00077176i,0.00032204-0.00081631i,0.00053331+0.00013245i,-0.00049091+0.00033872i,-0.00057088-0.00013718i,-0.00030515-0.00087006i,2.8674e-05-0.0007145i,0.00075629+0.00024303i,0.00041243+0.00045934i
-0.0001715-0.0010156i,-0.0008929-0.00020112i,-0.0010919-0.00017667i,-0.00084413-0.00083263i,-0.0014487-0.00097625i,-0.0015105-0.00049679i,-0.00055867-0.00042016i,-0.00051306-0.00065571i,-0.00043655-0.0009614i,-5.4286e-05-0.00082117i,0.00042527-0.00075873i,0.00087869-0.00081804i,0.00075004-0.00039057i,0.00023125+7.3278e-05i,-0.00011903-5.7504e-05i,0.00030128+0.00044085i,0.00096724+0.0015928i,0.00037926+0.0016829i,-0.00012175+0.00043945i,-8.8523e-05-6.7487e-05i,-0.00043993-0.00025497i,-0.0002172-0.00055243i,-0.00063456-0.00051067i
0.00046128+0.002206i,-0.00023704+0.0014083i,0.00030684+0.0011209i,0.00082676+0.00064514i,0.0014743+0.00030495i,0.00071139-0.00055087i,-0.00062102-0.00088468i,-0.00077934+0.00014576i,-5.2994e-06+0.00046741i,0.00066194-0.0010039i,0.00058387-0.0020071i,-0.00027401-0.0011517i,-0.0010631-0.00014091i,-0.001332-0.00058966i,-0.00059577-0.001212i,0.00018918-0.0014241i,0.00060873-0.0011322i,0.00052259-0.0014581i,0.00011791-0.00152i,0.0002402-0.00034195i,0.00027081+0.00026795i,0.00058331-0.00033253i,0.00070132-0.00069874i
-0.0013167+0.001205i,-0.00073785+0.0010698i,0.0009477+0.00020219i,0.0014597-0.0014429i,0.0010366-0.0019001i,0.00047126-0.001478i,-0.00053602-0.00055558i,-0.0011701+0.0002726i,-0.00067861+6.3846e-06i,0.00013671-0.00015712i,0.00064224-8.1414e-05i,0.00018012-0.00035246i,-0.00065028+0.00026383i,-0.00026479-0.00034046i,0.00084016-0.0010404i,0.00046826-0.00044307i,0.00012566-0.00092995i,0.00058698-0.00073313i,0.00055382+0.0004311i,0.00031541-0.00015238i,-7.8812e-05-0.00053582i,-8.2712e-05-0.00030211i,0.0001379+0.00033421i
-0.00042401-0.00075999i,9.9057e-05-0.0018495i,0.00028024-0.0010226i,2.8894e-05+0.00025899i,-0.00048335+1.5685e-05i,-0.00070325+0.00018066i,-0.00051493+0.00067159i,0.00057207+0.00067794i,0.0013443+0.00057542i,0.0012411+0.00047961i,0.00039493+0.00033001i,-0.00095901-0.00013307i,-0.001007-0.00091395i,-0.00038325-0.00058908i,-0.00064504+7.9161e-05i,-0.00056007-0.00011908i,-0.00068895-0.00013293i,-0.00072187+0.0001792i,-0.00012533-0.00035164i,0.00016057-0.00048857i,-0.00030335+0.00045981i,-0.0003583+0.00095142i,-6.4694e-05+0.00021971i
-0.00049607+0.0018454i,0.00058675+0.0025732i,0.001096+0.0027604i,-0.00017961+0.0014001i,-0.00081477+0.00091079i,-0.0010066+0.0014265i,-0.00041231+0.00099122i,0.00092046-0.00020304i,0.0014992-0.00081592i,0.00094765-0.00080248i,0.0003713-0.00030183i,0.00026748-2.6774e-05i,-0.00041899+4.2675e-05i,-0.00050099-0.00034622i,-2.1553e-05-0.00086731i,-0.00021996-0.00052564i,-0.0006163-0.00011283i,-0.0010363+0.00017668i,-0.00021943-0.00015567i,0.00046927-0.00070411i,6.531e-05-0.00036614i,-0.00073141+0.00032634i,-0.00050295+0.00018343i
-0.0008976-0.0012046i,-0.0011257+6.61e-05i,-0.0011861+0.00072901i,-0.0005864+0.00051276i,0.00072665+0.00046807i,0.00077726+0.00062222i,0.00055488+0.00020855i,0.00091751-0.00014054i,0.00092224-0.00024085i,0.00035285-0.00090144i,-0.00021907-0.0017708i,-0.00048643-0.0015448i,-0.0005327-0.00083079i,-0.001067+0.00012792i,-0.0011166+0.0007336i,-0.00062377+0.00051081i,-0.00046936+0.00057907i,0.00034125+0.00031973i,0.00030221+7.905e-05i,5.0047e-05+0.00060748i,9.7997e-05+0.00046894i,-0.00036388-0.00084495i,-0.00066293-0.001407i
