-0.0018581+0.0012234i,-0.0038601-0.00044845i,-0.0044183-0.00015218i,-0.0037583+0.00075176i,-0.003364+0.0017291i,-0.0020799+0.0028987i,-0.00059577+0.0025781i,0.00069998+0.0017147i,0.0015887+0.0013284i,0.0015464+0.00071075i,0.0013586+1.6423e-05i,0.00098304-0.00042819i,3.3579e-05-0.00080355i,-0.00033103-0.00080467i,-0.00032359-0.00019079i,0.00047993+0.00081336i,0.00091033+0.0009718i,0.00048562+0.00021426i,-8.7843e-05+0.00012884i,-0.00020138-3.9219e-06i,-8.3667e-05+0.00017124i,-0.00075258+0.00043872i,-0.00059639-8.1378e-06i
-0.062274+0.026554i,-0.12051+0.059738i,-0.14139+0.084919i,-0.095052+0.076105i,-0.042038+0.041745i,-0.019729+0.011456i,-0.010006-0.0042668i,-0.008126-0.016894i,-0.015973-0.018711i,-0.020301-0.0084271i,-0.021179-0.0030061i,-0.026787-0.00038538i,-0.024522+0.0049775i,-0.010986+0.0043151i,0.0012587-0.0011353i,0.0043859-0.0034309i,-0.0008227-0.0029202i,-0.0062293-0.0024526i,-0.002698-0.0035122i,0.010487-0.0099128i,0.021472-0.021165i,0.018462-0.025348i,0.008474-0.018138i
-0.027685-0.058989i,-0.066197-0.1227i,-0.1017-0.15633i,-0.10999-0.11355i,-0.081773-0.038758i,-0.032328+0.0090758i,0.0032436+0.022852i,0.016562+0.022425i,0.016431+0.014232i,0.0077239+0.00094322i,0.0044691-0.0080413i,0.011128-0.014297i,0.014167-0.019382i,0.010104-0.018524i,0.0030479-0.013677i,-0.0047906-0.010296i,-0.0079136-0.0076366i,-0.002566-0.0030216i,0.0034179+0.0024929i,0.0071532+0.010847i,0.012923+0.022049i,0.017165+0.025999i,0.015988+0.017955i
0.052535-0.023482i,0.12894-0.051479i,0.19439-0.075545i,0.18779-0.092637i,0.11058-0.096496i,0.028814-0.072505i,-0.014291-0.037263i,-0.027063-0.020559i,-0.02389-0.016352i,-0.013199-0.010572i,-0.0073041-0.0033916i,-0.007493+0.0084623i,-0.0011197+0.021871i,0.010817+0.024264i,0.019507+0.015165i,0.02228+0.0017518i,0.017435-0.010134i,0.0081692-0.012052i,0.00040254-0.0037321i,-0.0056913+0.007061i,-0.012849+0.012148i,-0.018607+0.0078621i,-0.01815+0.0033481i
0.018945+0.055856i,0.027069+0.13408i,0.021189+0.21051i,0.01508+0.22291i,0.028008+0.16737i,0.046844+0.097223i,0.048354+0.040115i,0.039553+0.011608i,0.030868+0.0060338i,0.017505+0.00053677i,0.006833-0.0071392i,0.0002252-0.012872i,-0.010834-0.010645i,-0.01934-0.0028689i,-0.021236+0.0038871i,-0.016032+0.010754i,-0.0042943+0.015202i,0.0033655+0.011341i,-0.0013585-0.00062302i,-0.016121-0.011092i,-0.026367-0.012759i,-0.020231-0.005568i,-0.0060068+0.00061968i
-0.052822+0.010615i,-0.11834+0.0011785i,-0.1696-0.029061i,-0.15478-0.06532i,-0.1101-0.080222i,-0.086392-0.055157i,-0.060592-0.016438i,-0.037125-0.00082583i,-0.030956-0.00059954i,-0.021521-0.0011332i,-0.010065-0.00051679i,-0.0038389+0.0039387i,0.0033527+0.0055742i,0.010065+0.00038523i,0.013566-0.0064701i,0.01247-0.0099623i,0.0071586-0.0064426i,0.0048583+0.0016208i,0.011003+0.0058604i,0.021406-0.0021374i,0.026627-0.017274i,0.019167-0.024903i,0.0055565-0.019187i
-0.0080757-0.043619i,0.0029533-0.093595i,0.028958-0.10734i,0.06171-0.045584i,0.093794+0.0224i,0.1016+0.028796i,0.072983+0.0093751i,0.046965+0.00045535i,0.036956-0.0091836i,0.025874-0.017996i,0.014919-0.019994i,0.0050917-0.021795i,-0.0044248-0.016947i,-0.0073339-0.0054072i,-0.0052704+0.0027811i,-0.0061526+0.0031941i,-0.0095291-0.0020109i,-0.011574-0.0068357i,-0.0096431-0.0061717i,-0.0038358+0.0021427i,0.0026599+0.015287i,0.0083566+0.022697i,0.011776+0.018553i
0.037358-0.0044463i,0.083727-0.001371i,0.095948-0.0025714i,0.028909-0.021811i,-0.066627-0.034333i,-0.11044-0.01072i,-0.092868+0.013118i,-0.061974+0.017847i,-0.035384+0.021526i,-0.0080645+0.022065i,0.0079418+0.018977i,0.015175+0.017971i,0.018378+0.015481i,0.016141+0.01169i,0.014+0.0060126i,0.014747-0.0025946i,0.016472-0.0067938i,0.017309-0.0040836i,0.015334+0.0018526i,0.0068948+0.0072063i,-0.0058733+0.008501i,-0.013662+0.0043304i,-0.013378+0.0011713i
0.0060971+0.044381i,0.0070162+0.096853i,0.020628+0.13931i,0.075016+0.1229i,0.14498+0.049416i,0.15339-0.029005i,0.10835-0.063055i,0.064972-0.056542i,0.034304-0.036759i,0.012515-0.018036i,-0.0025039-0.0094085i,-0.013563-0.0059096i,-0.01986+0.0012057i,-0.020408+0.0068064i,-0.015141+0.010041i,-0.0062693+0.012972i,-0.0003322+0.012711i,-0.0022384+0.0081372i,-0.0085743+0.00088867i,-0.013528-0.0073563i,-0.015964-0.014044i,-0.013185-0.011711i,-0.0076254-0.0034683i
-0.041111+0.0041728i,-0.10074-0.0069072i,-0.16537-0.023137i,-0.19768-0.0066287i,-0.18302+0.056884i,-0.13246+0.11254i,-0.069403+0.11707i,-0.029201+0.086321i,-0.016194+0.053914i,-0.0047823+0.030471i,0.0068644+0.014861i,0.012062+0.004308i,0.011675-0.0050483i,0.0085278-0.01044i,0.0053678-0.011162i,0.001871-0.0088036i,-0.00053288-0.0029403i,0.0030678+0.0017085i,0.010104+0.00043558i,0.017445-0.0044896i,0.023006-0.010977i,0.021614-0.014045i,0.01462-0.01263i
0.0052517-0.033983i,0.037226-0.085398i,0.09231-0.13244i,0.13691-0.1453i,0.13708-0.14558i,0.0856-0.15323i,0.018873-0.1306i,-0.0084146-0.083313i,-0.0063123-0.050617i,-0.0087613-0.028154i,-0.012686-0.010058i,-0.012555-0.0012758i,-0.0091634+0.0048688i,-0.0044947+0.0092103i,6.9305e-05+0.010629i,0.0031487+0.0076452i,0.00021834-0.00077325i,-0.0050371-0.0047958i,-0.006882+0.0007286i,-0.0030473+0.0097057i,0.003338+0.016239i,0.0047168+0.016065i,0.0019226+0.012082i
0.030279+0.012687i,0.066754+0.052533i,0.072133+0.10807i,0.013102+0.15061i,-0.043859+0.17761i,-0.023795+0.17312i,0.020841+0.1201i,0.025721+0.066574i,0.018585+0.043298i,0.019976+0.026735i,0.017691+0.01073i,0.014062+0.00076146i,0.0081381-0.0045435i,0.00095587-0.0055501i,-0.0034686-0.0041184i,-0.0030093-0.0029883i,0.0041078-0.0031491i,0.010493-0.0047982i,0.0088542-0.0069671i,-0.00027755-0.0053621i,-0.010255+0.0003946i,-0.010274+0.0044602i,-0.0030754+0.00378i
-0.014937+0.026105i,-0.046373+0.049326i,-0.063119+0.037887i,-0.029126-0.048073i,0.0034979-0.1511i,-0.016682-0.17406i,-0.038405-0.12045i,-0.032729-0.069064i,-0.030371-0.038379i,-0.030012-0.010189i,-0.023776+0.005669i,-0.017589+0.0097017i,-0.01049+0.0096911i,-0.0044525+0.0067254i,-0.00056559+0.0037794i,0.003057+0.0038386i,0.0041013+0.0067689i,0.0030083+0.010494i,0.0027579+0.011131i,0.0025042+0.0046972i,0.00037457-0.0070279i,-0.0050932-0.012832i,-0.010104-0.0089389i
-0.018211-0.015248i,-0.043426-0.038548i,-0.057806-0.031261i,-0.032763+0.060093i,0.024811+0.16951i,0.077873+0.18434i,0.085868+0.12606i,0.061197+0.07196i,0.037495+0.032828i,0.019442+0.0033549i,0.0087658-0.011643i,0.0045759-0.015214i,0.0015414-0.011535i,0.00069083-0.0074948i,-0.0005419-0.0065896i,-0.0040093-0.0044963i,-0.0074862-0.0019762i,-0.0094706-0.0017962i,-0.0084195-0.0044427i,-0.0037944-0.0067636i,0.0040269-0.0041566i,0.011637-2.4013e-05i,0.013881+9.6891e-05i
0.012383-0.016794i,0.040053-0.049386i,0.05591-0.095044i,0.0051233-0.14578i,-0.092542-0.17485i,-0.15124-0.15087i,-0.14226-0.095283i,-0.10024-0.049407i,-0.058105-0.022274i,-0.028444-0.0045065i,-0.01126+0.0057025i,-0.0017959+0.0091729i,0.0016995+0.0090731i,0.0030298+0.008731i,0.0071475+0.0067232i,0.01076+0.00090975i,0.010267-0.0052403i,0.0086015-0.0061169i,0.0092649+0.00042487i,0.010933+0.01005i,0.0099788+0.014281i,0.0039884+0.0097123i,-0.00059136+0.0046436i
0.024094+0.014462i,0.055466+0.053983i,0.096258+0.1081i,0.13962+0.13722i,0.18392+0.1232i,0.20661+0.078554i,0.17933+0.02204i,0.11506-0.0071763i,0.059882-0.010603i,0.02805-0.014642i,0.0093578-0.017129i,0.00066049-0.013085i,-0.0025183-0.0083561i,-0.0047641-0.0048428i,-0.0063929-0.00026888i,-0.0049745+0.0044633i,-0.0010187+0.0054985i,-0.00043632+0.00062782i,-0.0064321-0.0061817i,-0.015188-0.0096033i,-0.019591-0.0066668i,-0.01366+0.00044627i,-0.0050476+0.0050074i
-0.021561+0.021348i,-0.068013+0.040398i,-0.1307+0.044024i,-0.17538+0.012142i,-0.20003-0.018439i,-0.2023+0.0069998i,-0.15311+0.052337i,-0.087554+0.050146i,-0.047905+0.029056i,-0.021092+0.023266i,-0.0028341+0.018259i,0.0039918+0.012314i,0.00757+0.0079817i,0.0078826+0.0035668i,0.0050894-0.0013694i,0.0020691-0.005347i,0.0018991-0.0036929i,0.0062974+0.0013692i,0.012112+0.0040819i,0.016417+0.0013091i,0.014135-0.0063038i,0.0058677-0.011138i,-0.00041301-0.0092605i
-0.010916-0.02654i,-0.018864-0.072107i,0.0016731-0.10488i,0.079266-0.075248i,0.16784-0.035669i,0.17942-0.055289i,0.1159-0.078705i,0.058866-0.060393i,0.028879-0.038963i,0.0041296-0.02898i,-0.0089474-0.019764i,-0.010353-0.010484i,-0.006725-0.0037479i,-0.0010337-0.00177i,0.0025056-0.0013986i,0.00329-0.0014811i,0.00029254-0.0012701i,-0.0058698+0.00089324i,-0.010491+0.002414i,-0.0092579+0.0031374i,-0.0018282+0.0056122i,0.0038369+0.005954i,0.0034987+0.0035426i
0.025988-0.0045857i,0.062852-0.009277i,0.066005-0.0063406i,-0.02818+0.018931i,-0.14481+0.06163i,-0.15778+0.095626i,-0.094747+0.090655i,-0.04639+0.05839i,-0.018723+0.03328i,0.0039833+0.015957i,0.014304+0.0052888i,0.01402+0.0031773i,0.0089349+0.0043587i,0.0052416+0.0052024i,0.0048028+0.0040304i,0.0044909+0.00089938i,0.0046201-0.003984i,0.0048683-0.0080891i,0.005059-0.0071125i,0.0040544-0.0016454i,0.00097415+0.0034726i,0.00041987+0.0045307i,0.0040384+0.0028882i
0.0065029+0.021062i,0.016923+0.054828i,0.04659+0.061377i,0.10273-0.0092724i,0.15207-0.10665i,0.14134-0.14523i,0.088759-0.12394i,0.043201-0.084084i,0.015302-0.045414i,-0.0013066-0.017867i,-0.0085535-0.0042299i,-0.010055+0.0015987i,-0.008338+0.0018151i,-0.0056155+0.0011384i,-0.0039155+0.0034714i,-0.0003589+0.0061366i,0.0034204+0.0060378i,0.0039689+0.0032158i,-3.4343e-05+0.00018094i,-0.0069735-0.0020317i,-0.012084-0.0044175i,-0.012438-0.0044656i,-0.010896-0.00079436i
-0.02045+0.0045865i,-0.059719+0.019747i,-0.096842+0.055826i,-0.10304+0.12081i,-0.093377+0.18747i,-0.072139+0.20815i,-0.031898+0.17262i,-0.0028541+0.106i,0.0035169+0.049069i,0.0070235+0.019789i,0.0095265+0.0050639i,0.007928-0.0011577i,0.0070987-0.0010859i,0.0065721-0.0018854i,0.0018064-0.0042415i,-0.0040407-0.0045907i,-0.0053312-0.0027415i,-0.001931-0.0014348i,0.0034841-0.0034335i,0.0083239-0.0079291i,0.010995-0.010388i,0.010881-0.008182i,0.0082154-0.0052961i
-0.004088-0.019832i,-0.015098-0.064944i,-0.023503-0.11671i,-0.020318-0.15428i,-0.0084617-0.18804i,-0.020876-0.20374i,-0.051669-0.16444i,-0.048455-0.095321i,-0.025926-0.045083i,-0.019614-0.017426i,-0.017057-0.0025154i,-0.010856+0.001979i,-0.0055634+0.0030526i,-0.0013695+0.0031342i,0.0021995-0.00072561i,0.0058336-0.0050094i,0.0069417-0.0053575i,0.0047619-0.0011881i,0.0033067+0.0059792i,0.0059884+0.012363i,0.0089243+0.013439i,0.0050316+0.009121i,-0.00026326+0.0036888i
0.024566-0.0052383i,0.069116-0.0076976i,0.10752+0.0035767i,0.09716+0.052014i,0.069244+0.12459i,0.084518+0.15053i,0.10421+0.10271i,0.075612+0.048778i,0.038641+0.021159i,0.023458+0.001226i,0.015734-0.0095191i,0.0095898-0.0080093i,0.0056753-0.0027913i,0.0051996+0.0015802i,0.006126+0.0036587i,0.0045009+0.0044015i,0.0011604+0.0035337i,-0.0034478+0.00076548i,-0.0080234-0.001893i,-0.012494-0.0018637i,-0.013913+0.0024284i,-0.0080783+0.0056557i,-0.00035035+0.0061087i
0.0055235+0.026114i,0.0031062+0.06642i,-0.00027939+0.085547i,-0.011375+0.019807i,-0.041864-0.084856i,-0.079868-0.10334i,-0.084796-0.05077i,-0.057783-0.018963i,-0.032131-0.0074029i,-0.016664+0.0069211i,-0.0079846+0.014859i,-0.0062014+0.01452i,-0.0066334+0.010953i,-0.0060309+0.0072487i,-0.0036339+0.0044269i,-0.0012758+0.00058385i,0.0016323-0.0030143i,0.0057821-0.0046672i,0.006722-0.0047843i,0.0048681-0.0057482i,0.0019174-0.0088622i,-0.0025054-0.010085i,-0.0047233-0.0073823i
-0.02584-0.0030379i,-0.061726-0.0058826i,-0.08109+0.010027i,-0.028981+0.062239i,0.060332+0.1153i,0.098472+0.10676i,0.083263+0.055855i,0.054501+0.019318i,0.026166+0.0027188i,0.0055497-0.0064923i,-0.0044718-0.01054i,-0.0068927-0.010131i,-0.0031917-0.0072454i,0.0010584-0.0046562i,0.00123-0.0033328i,4.6006e-05-0.0018642i,-0.0005191+0.00059516i,0.00032862+0.0018819i,0.00055513-0.0015434i,0.0010633-0.0069609i,0.0038631-0.0072602i,0.0067273-0.00323i,0.004729+0.00042762i
0.0043574-0.02196i,0.0055874-0.056865i,-0.015169-0.08822i,-0.071785-0.091683i,-0.13073-0.087543i,-0.14491-0.076594i,-0.11562-0.040705i,-0.070437-0.0099873i,-0.031992-0.00079591i,-0.011789+0.0024397i,-0.0021345+0.0032527i,0.0022133+0.0024401i,0.0018181+0.0039739i,0.00091556+0.0048583i,0.00084272+0.00081317i,0.0012252-0.0048789i,0.0015585-0.0060468i,0.0024029-0.0029856i,0.00666+0.003371i,0.012384+0.0097584i,0.012521+0.010847i,0.007594+0.0066058i,0.0040093+0.0013496i
0.018359-0.001679i,0.053986-0.0045297i,0.091224-0.013i,0.11766-0.01726i,0.15234-0.0030361i,0.17278+0.0020425i,0.14098-0.021165i,0.078437-0.029736i,0.031533-0.017317i,0.0099521-0.012237i,0.0010915-0.008993i,0.00057464-0.0033815i,0.0024586-3.6441e-05i,0.0035186+0.0017198i,0.0062034+0.0019887i,0.0084319+0.0014433i,0.0065699+0.0014307i,0.0018364+0.0019645i,-0.0058408+0.0027502i,-0.015402+0.0052782i,-0.017424+0.0087666i,-0.011139+0.0090048i,-0.005638+0.0069393i
0.00083146+0.022037i,0.0047615+0.060338i,0.012016+0.093084i,-0.0060654+0.085668i,-0.06861+0.064139i,-0.11603+0.070923i,-0.09191+0.083219i,-0.044768+0.058893i,-0.019898+0.025547i,-0.0048513+0.012944i,0.0035589+0.0083646i,0.0015701+0.0072433i,-0.0028969+0.0074487i,-0.0066414+0.0067346i,-0.0080539+0.0074568i,-0.0054466+0.0056822i,-0.0021299+0.00064643i,0.00014019-0.0033221i,0.0010577-0.0066743i,0.00029517-0.011691i,-0.002163-0.015683i,-0.0041101-0.013365i,-0.0022162-0.0078994i
-0.024922-0.0010863i,-0.067742+0.001334i,-0.098732+0.011934i,-0.058784+0.021611i,0.028447-0.0016707i,0.064898-0.052146i,0.034966-0.073554i,0.0097365-0.052837i,0.0030225-0.027835i,-0.0047827-0.014186i,-0.0099022-0.0072593i,-0.010365-0.0059058i,-0.0070951-0.006164i,-0.0023209-0.0076142i,-0.00019909-0.0094789i,0.00059538-0.0073416i,0.0026356-0.0032481i,0.0046437-0.00117i,0.0048119-0.0017465i,0.0058583-0.0013821i,0.010347-0.00026956i,0.011526-0.0004253i,0.0064705-0.00094387i
0.0040501-0.024149i,0.0076983-0.06564i,-0.0026374-0.1052i,-0.044524-0.088409i,-0.08754-0.018285i,-0.075198+0.03615i,-0.027386+0.045545i,-0.0025556+0.033374i,0.0013664+0.017113i,0.0050335+0.0030825i,0.0077697-0.0053611i,0.008214-0.0074628i,0.0073523-0.0032512i,0.0062943+0.0019555i,0.0045988+0.0030388i,0.0022996+0.0018006i,0.00093296+0.001341i,0.0012013+0.0025702i,0.0042453+0.0024826i,0.0065623+0.0025294i,0.0044594+0.0057984i,0.0023015+0.0081442i,0.0023457+0.0064139i
0.018541+0.0032875i,0.055401+0.012271i,0.10123+0.016287i,0.12769-0.010404i,0.12726-0.054939i,0.1007-0.072568i,0.050563-0.060919i,0.01322-0.038868i,0.00080706-0.016927i,-0.0028207-0.0032869i,-0.0015128+0.0027564i,0.0008417+0.0050709i,0.00059682+0.0048768i,0.0012643+0.0029704i,0.0032335-7.2218e-05i,0.0047945-0.0025025i,0.0049221-0.0031803i,0.003324-0.0015241i,-0.00091087+0.0032587i,-0.0046724+0.0089912i,-0.0064955+0.0099002i,-0.0064808+0.0047572i,-0.0040655+0.000412i
-0.0027834+0.014544i,-0.010324+0.045819i,-0.019774+0.081959i,-0.030581+0.10629i,-0.048486+0.12615i,-0.048632+0.13523i,-0.014526+0.10412i,0.0077761+0.052756i,0.0049479+0.019713i,0.002971+0.0058874i,0.0020913+0.00012805i,-0.0013847+0.00017009i,-0.0034215+0.0021927i,-0.0038425+0.0051186i,-0.001891+0.008276i,0.0013123+0.0082341i,0.0026981+0.0046295i,0.00042963+0.00026495i,-0.0040204-0.0052064i,-0.0090386-0.011063i,-0.011531-0.012671i,-0.0081611-0.0077616i,-0.0044977-0.00031587i
-0.019061+3.988e-05i,-0.046115+0.00099065i,-0.066532+0.0030486i,-0.048215-0.01325i,-0.015783-0.068724i,-0.019983-0.11191i,-0.040163-0.087313i,-0.033825-0.041198i,-0.01622-0.017793i,-0.0094129-0.0057839i,-0.0064939-0.00055977i,-0.0045856-0.0029468i,-0.0036082-0.0065926i,-0.0036486-0.0088302i,-0.0061833-0.008481i,-0.006689-0.0052007i,-0.0024299-0.0020719i,0.0030764-0.0013171i,0.0081528-0.002783i,0.013982-0.0043153i,0.016942-0.0058796i,0.012185-0.0070103i,0.0059875-0.007934i
-0.0023797-0.021984i,-0.0069878-0.056359i,-0.027715-0.082659i,-0.047152-0.050065i,-0.024391+0.029766i,0.030281+0.068569i,0.056974+0.040494i,0.040597+0.012833i,0.019462+0.0072468i,0.01062+0.00082574i,0.0059792-0.0054754i,0.0051233-0.0066925i,0.0067318-0.0037311i,0.0086564+0.00038434i,0.010467+0.00086213i,0.0088571-0.0018756i,0.0044921-0.0014407i,0.0021793+0.0013234i,0.0022586+0.0030025i,0.00096266+0.0061278i,-0.0011034+0.011221i,3.8922e-05+0.01308i,0.00090002+0.011267i
0.020283+0.00029678i,0.063383+0.0011902i,0.11705-0.013981i,0.12673-0.055254i,0.071237-0.091202i,0.0018425-0.072058i,-0.025596-0.022693i,-0.021492-0.0022026i,-0.014777-0.00081133i,-0.0075806+0.0040463i,0.00098006+0.0067563i,0.0048693+0.0077129i,0.0023178+0.0072782i,-0.0017914+0.0054137i,-0.0020982+0.0051591i,-0.00012693+0.0044414i,0.001091+0.0021312i,0.001449+0.00069984i,0.0016635+0.0022801i,0.001053+0.0032188i,-0.0024856-0.00014608i,-0.005683-0.0040924i,-0.0038761-0.0058517i
-0.0067584+0.024474i,-0.016726+0.068368i,-0.027299+0.13334i,-0.015276+0.18032i,0.020888+0.17721i,0.0412+0.12i,0.034836+0.049147i,0.023337+0.010497i,0.014311-0.0011753i,0.0057073-0.0056812i,-0.0028062-0.0048854i,-0.0079912-0.001491i,-0.0079854+0.0007358i,-0.004919+0.0016378i,-0.0018141+0.0011816i,0.00014758+5.2632e-05i,0.0010347+0.00091353i,-2.0933e-05+0.0021356i,-0.0048947+0.0011449i,-0.0092424-0.00029408i,-0.0081768-0.0006036i,-0.0028437+0.0013648i,-0.0006164+0.0041783i
-0.017849-0.004834i,-0.050343-0.019478i,-0.089457-0.052304i,-0.11333-0.09201i,-0.12082-0.11099i,-0.1083-0.089476i,-0.071174-0.039675i,-0.03447-0.0067038i,-0.016002+0.0016941i,-0.0054485+0.0035868i,0.00086276+0.00026171i,0.00010036-0.0045692i,-0.0026962-0.0065075i,-0.004365-0.0058922i,-0.0051836-0.0030807i,-0.0038621+0.00019826i,-0.0010356+0.0011913i,0.0016046-0.00062566i,0.0044204-0.0051944i,0.0081404-0.010361i,0.0079528-0.012772i,0.0034094-0.011116i,0.00070265-0.0076335i
0.0063148-0.0093662i,0.01736-0.032365i,0.039993-0.043643i,0.075534-0.015901i,0.11806+0.021839i,0.12831+0.017806i,0.084515-0.0092358i,0.036987-0.01617i,0.015731-0.010925i,0.0046826-0.0078252i,-2.9251e-05-0.0044289i,0.002233-0.0024062i,0.0062341-0.00019429i,0.0090882+0.00060918i,0.0084208-0.0030974i,0.0049588-0.005771i,0.0019856-0.0036178i,0.00091252+7.2731e-05i,0.0014445+0.0040212i,0.0052695+0.010216i,0.0091282+0.014093i,0.0090853+0.011734i,0.0055009+0.0068606i
0.011891+0.00066937i,0.035583+0.00037322i,0.048548-0.011343i,0.0085881-0.026863i,-0.065346-0.014183i,-0.086821+0.022863i,-0.04758+0.038209i,-0.017168+0.025771i,-0.0092605+0.014277i,-0.0021754+0.0082477i,0.0031852+0.002408i,0.0033523+0.0018754i,0.00019734+0.0054252i,-0.0028675+0.0080395i,-0.0011964+0.0080825i,0.003403+0.0050996i,0.0049594+0.00057235i,0.003255-0.0016725i,-0.0010259-0.0015963i,-0.0072896-0.001404i,-0.012532-0.0022938i,-0.012291-0.0018055i,-0.0075055+0.00057293i
0.0033459+0.020028i,0.0056005+0.05681i,0.02855+0.10243i,0.077954+0.10802i,0.1105+0.05413i,0.084042-0.0055934i,0.032856-0.024664i,0.008578-0.020236i,0.0028604-0.016813i,-0.0030168-0.010603i,-0.0055465-0.0020827i,-0.0057707+0.0022943i,-0.004434+0.0016054i,-0.0019538-0.0016009i,-0.0022635-0.0023634i,-0.0030207-0.00021515i,-0.00115+0.0019889i,0.0011463+0.003231i,0.00090715+0.0027308i,0.0014307+0.0016857i,0.0049565-0.00045587i,0.0056322-0.0031147i,0.0035043-0.0030835i
-0.021353-0.002804i,-0.061686-0.010762i,-0.13047-0.01833i,-0.18511-0.006166i,-0.17746+0.022835i,-0.10898+0.036526i,-0.038431+0.026711i,-0.0080457+0.017596i,0.00090206+0.012794i,0.0051705+0.0050742i,0.0021176-0.0023199i,-0.0022121-0.0055676i,-0.0033525-0.0044567i,-0.0026143-0.0017277i,1.5047e-05-0.0015707i,0.002448-0.0032096i,0.0017303-0.0031377i,-0.00041654-0.0039614i,-0.0019374-0.0069006i,-0.0038331-0.0086131i,-0.0055125-0.0053983i,-0.0039335-0.00031278i,-0.0030784+0.0025049i
0.0059015-0.012967i,0.027364-0.046286i,0.074379-0.094429i,0.12706-0.13141i,0.14009-0.13413i,0.099698-0.098902i,0.043118-0.052997i,0.0087462-0.026452i,-0.0040459-0.014003i,-0.0062445-0.0038322i,-0.0012168+0.0010223i,0.0040278+0.000854i,0.0067947-0.0006615i,0.0072706-0.0013907i,0.0047916-0.0011414i,0.0024239+7.2012e-05i,0.0026551+0.0011161i,0.004975+0.0010438i,0.0091027+0.001975i,0.014005+0.0031402i,0.014713+0.0012543i,0.0097984-0.001427i,0.0057535-0.0039902i
0.010143+0.00081228i,0.030126+0.021046i,0.036764+0.067978i,0.010991+0.129i,-0.023038+0.16172i,-0.024654+0.13658i,-0.0037927+0.075681i,0.0078495+0.030517i,0.0090465+0.011339i,0.0060128+0.0015304i,0.00096978-0.0010388i,-0.00070092+0.0026203i,-0.0012297+0.0074768i,-0.00067915+0.0091917i,0.0026013+0.0059363i,0.0044298+0.00029301i,0.0028213-0.0025958i,-0.00047354-0.0021905i,-0.0045938+0.00054696i,-0.0093459+0.0062175i,-0.011578+0.009749i,-0.0090757+0.0085268i,-0.0050982+0.0076574i
0.00070728+0.012038i,-0.0076235+0.027021i,-0.014483+0.020215i,-0.014433-0.035843i,-0.015213-0.10057i,-0.025852-0.10174i,-0.026429-0.054045i,-0.017391-0.02202i,-0.014149-0.010228i,-0.008956-0.0018852i,-0.0020129+0.0016051i,-0.0016595+0.0017153i,-0.0034602-3.7811e-05i,-0.0034956-0.0022515i,-0.0022706-0.00069709i,-8.001e-05+0.0033862i,0.0027818+0.0039294i,0.0053375+0.0018277i,0.0059095-0.0015248i,0.0050735-0.0079506i,0.0037004-0.013532i,0.0012823-0.013513i,0.00037691-0.0095602i
-0.011815-0.0038575i,-0.035302-0.00078081i,-0.058201+0.019847i,-0.044306+0.068394i,0.0038935+0.10425i,0.035066+0.080849i,0.031003+0.033827i,0.020013+0.010214i,0.01483+0.0012568i,0.0063686-0.0040414i,-0.0021407-0.0028308i,-0.0041122+0.00015184i,-0.0013865+0.0032692i,0.0030316+0.0045805i,0.0034257+0.0017609i,0.00019116-0.0019899i,-0.0019428-0.0018306i,-0.0024495+0.00055478i,-0.0029663+0.0014431i,-0.002744+0.0028454i,3.9502e-05+0.0063111i,0.0034376+0.0075099i,0.0026264+0.0061757i
0.0043864-0.011972i,0.0081782-0.045943i,0.0065262-0.10226i,-0.017999-0.14626i,-0.048039-0.13785i,-0.048377-0.082696i,-0.028764-0.030444i,-0.017016-0.0085128i,-0.013221-0.00013414i,-0.0060453+0.002286i,-1.7269e-05-0.0017029i,0.0015162-0.0034767i,0.00090003-0.0021115i,-8.3803e-05-0.00057168i,0.0011103+0.0013581i,0.0040329+0.0016614i,0.0054974-0.00060524i,0.0048139-0.0031395i,0.0049691-0.0050192i,0.0050753-0.0083374i,0.0016066-0.0099379i,-0.0012657-0.0075343i,-0.00041839-0.0045081i
0.015201+0.0022201i,0.046173+0.020852i,0.099429+0.0591i,0.14561+0.098528i,0.14626+0.10458i,0.098489+0.070723i,0.047003+0.028561i,0.024517+0.0036884i,0.014327-0.0076741i,0.0038602-0.008771i,-0.0007911-0.0020444i,-0.00018445+0.0043136i,0.0018279+0.0082718i,0.0023721+0.0079538i,0.00092325+0.0049697i,-0.00037891+0.0032505i,-0.0007709+0.0018878i,0.00012334+0.0019106i,0.00096641+0.0066546i,0.003235+0.012974i,0.0059533+0.014114i,0.0056673+0.010431i,0.0030831+0.0061318i
-0.0040993+0.013012i,-0.027865+0.031388i,-0.080645+0.046107i,-0.14228+0.035065i,-0.16246+0.0084429i,-0.1187-0.0048703i,-0.056741-0.0022311i,-0.024225+0.0054932i,-0.011212+0.0096515i,-0.0024523+0.0058062i,-0.0010634+0.00017517i,-0.0052673-0.00067086i,-0.0085202-0.00042551i,-0.0073241-0.00090767i,-0.0024624-0.00035848i,0.0020727-8.0066e-05i,0.0038796-0.0023753i,0.0025323-0.0048422i,-0.0023311-0.0070915i,-0.0084774-0.0095268i,-0.012165-0.0094831i,-0.010653-0.0070156i,-0.005861-0.0037838i
