-0.00012243-0.00021911i,0.00069737-0.0013846i,0.0015597-0.0014499i,1.4733e-05-0.00049063i,-0.0028986+0.00056203i,-0.0034407+0.0014927i,-0.0024666+0.0014687i,-0.0018905+0.0012466i,-0.0015593+0.0016884i,-0.00061265+0.0016646i,-0.00019467+0.00034322i,-0.00048036-0.0010152i,-0.00043299-0.0014067i,-0.00037152-0.00056122i,-0.0007169-0.00046022i,-0.00062074-0.00049923i,6.9067e-05+0.00034077i,0.00057055+0.00037773i,0.00041573+0.00044028i,-0.00054127+0.00045552i,-0.00092496-0.00012595i,-0.00022212-0.00038398i,0.00053849-0.00082029i
-4.8079e-06+0.0017798i,0.00062817+0.0011697i,0.0012766-0.00021147i,0.0011219-0.00049492i,0.00018194-0.00066157i,-2.8236e-05-0.00099185i,-0.0011485-0.00021997i,-0.0019298+0.00037313i,-0.0018605-0.00013744i,-0.00091359-7.7822e-05i,-0.00024417+0.00060144i,-0.0012276-0.00015895i,-0.0015577-0.0010274i,-0.0012519+0.00011461i,-0.0011572+0.00083346i,-0.00053441+0.0002707i,0.00016583+0.00041679i,0.00047364+0.00010698i,0.00022903+0.00015782i,-0.00092196+0.00018439i,-0.00070368+0.00019651i,0.00018346+0.00084616i,-0.00020584+0.00049161i
0.00090177+0.0012322i,0.00078099+0.0015613i,0.0021187+0.001477i,0.0024707-0.00060603i,0.00028856-0.0016958i,-0.00245-0.00094727i,-0.0035132-0.0001411i,-0.0027833+0.00096471i,-0.0021149+0.00090182i,-0.0013314-0.00027309i,6.4466e-05-0.00032645i,0.00062142+0.0003246i,0.00062509+0.00015274i,0.00025516-0.00060045i,-0.00011903-0.00035401i,0.00034791+0.00065128i,0.0014247+0.00037011i,0.0017914+8.256e-05i,0.00044595+0.00058794i,-0.00058914+0.00064026i,-0.00060041+0.00090748i,-0.00040517+0.00080302i,0.00062445+0.00016342i
-6.0641e-06+0.0010442i,-0.00037806+0.0023821i,0.00039944+0.0027532i,0.00057373+0.0011944i,-0.0011976-0.00011498i,-0.0027363+5.3151e-05i,-0.0027877+0.00066251i,-0.0015442-3.287e-05i,-0.00096503-1.3841e-05i,-0.00031285+0.0010226i,0.0010077+0.0014509i,0.00092191+0.00091187i,0.00076436+0.00017825i,0.00057758+0.00041671i,-0.00063259+0.00095144i,-0.00083196+0.00010749i,-0.00022091-0.00075231i,-0.00010941-0.00059812i,-0.000147-0.00041851i,0.00025473-0.00056045i,0.00059341-0.000151i,0.0008999+0.00056619i,0.00075369+0.00057534i
-0.00023644+0.0006733i,0.0001025+0.0018154i,0.0010678+0.0015537i,0.0010283-8.694e-05i,-0.00035739-0.0010422i,-0.0018926-0.00091735i,-0.0029158-0.00019253i,-0.0020322+0.0004428i,-0.0013773+0.00057856i,-0.00086283+0.00018956i,0.00082661+0.0008608i,0.0014706+0.0013237i,0.00024484+0.00074243i,-0.00018694+0.00040524i,0.00073465+1.9371e-05i,0.00082783+0.00010795i,0.00044222+0.0003786i,-0.00024387+0.00018386i,2.6154e-05+8.6044e-05i,0.00032805+0.00052333i,-0.0004947+0.0005652i,-0.000768+0.00046337i,-0.0003954+0.00021545i
0.0007469-0.00020319i,0.00085497+5.3116e-05i,0.00081841-0.00064949i,0.00025158-0.0018183i,-0.0018098-0.002708i,-0.0036795-0.0018466i,-0.0035116-0.00018832i,-0.0027938+0.00029424i,-0.0019231+0.00050179i,-0.00050441+0.00038132i,0.00036777+0.00026651i,0.00021615+0.00038258i,-0.00030463-0.00012585i,0.00010954+0.00013906i,0.00074499+0.00061826i,0.00075394+0.00079075i,-0.00012125+8.586e-05i,-0.00091691-0.00092478i,-0.00052348-0.00017575i,4.0358e-05+0.0010382i,-0.00024184+0.0012655i,-0.00082156+0.00044201i,-0.00053871-0.00035609i
0.00030996-0.0007682i,0.0014973-0.00060131i,0.0021175-0.0014383i,0.00062028-0.0016323i,-0.0012522-0.0014087i,-0.0022493-0.00045321i,-0.0024265+0.0006144i,-0.0022194+0.00065232i,-0.0022835+0.00014617i,-0.0020622+0.0003176i,-0.00070844+0.00038956i,0.00053601+0.00038224i,0.0002981+0.00030922i,-0.00025255+0.00036041i,0.00071969+0.00054544i,0.0013938+0.00066247i,0.00082105-0.00017654i,-8.3628e-05-0.00077351i,-0.00021612-0.00022872i,0.00017341+0.00056944i,0.00038631+0.00063835i,0.00072482-9.2242e-05i,0.00043634-0.00077488i
0.0013412+0.00079998i,0.0015605+0.0017865i,0.0027961+0.0018164i,0.0018912-0.00034495i,-0.0010202-0.0011965i,-0.0032705-0.00052623i,-0.0032906+0.00033342i,-0.0020243+0.00105i,-0.001462+0.00067125i,-0.00070248-0.00013239i,0.00030853-0.0010185i,0.00012703-0.0013833i,-0.00065754-0.00075866i,-0.00029732-0.00042131i,0.00019581-0.00030591i,0.00030726-0.00038576i,-1.0355e-05-0.0010484i,-0.00020897-0.0014392i,8.1215e-05-0.00027194i,3.1987e-05+0.00033016i,-0.00044762-1.3566e-05i,-0.00038392-0.00075693i,-0.00011458-0.00071959i
-0.0015682+0.001825i,-0.00041418+0.0024827i,0.00079074+0.0024009i,0.0007835+0.0017521i,-0.00038419+0.00052689i,-0.0020262-1.3789e-06i,-0.002313-0.00038639i,-0.0015618+0.00019558i,-0.001332+0.0010186i,-0.00020442+0.0014248i,0.0012406+0.0015012i,0.00075498+0.00092429i,-0.00018939+0.00098433i,-1.0923e-05+0.00091406i,-3.8966e-05+0.00065103i,-0.00028774+0.00038459i,-0.00013687+6.3604e-05i,-0.00021783-0.00038567i,-0.00055502-0.00061319i,-0.00050707-0.00031939i,-0.00015419-0.00027653i,-0.00054024-0.00025098i,-0.00092251-0.00026016i
0.00027776-0.0016682i,0.00059458-0.0011148i,0.00098798-0.00020441i,-0.00037621-0.00070347i,-0.0027093-0.00090754i,-0.0029675-8.0295e-05i,-0.0021778+0.00052591i,-0.0017361+0.00041823i,-0.0015105+0.00021527i,-0.0011975+0.00076658i,0.00017586+0.00039652i,0.0013704+0.00026468i,0.0010882+0.00085253i,0.00079126+0.0010945i,0.00029812+0.00073861i,-0.00060965+0.00046875i,-0.00091784+7.5877e-05i,-0.0008526-0.00029385i,-0.00021614-0.00025009i,0.00087753-0.0004793i,0.0013068-0.000345i,0.00071718-0.00020954i,4.569e-05-0.00031826i
-0.00024225+0.0027104i,0.0011282+0.0017108i,0.0023134+0.00066025i,0.0018384-0.00025121i,-0.00061966-0.0010755i,-0.0026766-0.001522i,-0.0029567-0.00078103i,-0.0028299-0.0001661i,-0.0024897-0.00031521i,-0.0015236+0.00049244i,-0.00028013+0.00083686i,0.00012032+0.00066485i,-0.00030136+0.0014717i,-0.00052771+0.0013995i,0.00017133+0.00091858i,4.1732e-06+0.00067289i,-0.00057386-2.3221e-05i,-0.00073681-0.00031957i,-0.00028184-0.0001301i,-0.00026365+0.00067111i,-0.00064341+0.00048463i,-0.00039753+0.00022199i,-0.00052999+0.00073653i
0.00023669+0.0026349i,0.00067589+0.0017157i,0.0022541+0.00092586i,0.0015993-0.00048721i,-0.00055819-0.0015034i,-0.0020939-0.0015751i,-0.0022745-0.00057017i,-0.0017046+9.1531e-05i,-0.0011127+0.00019997i,-1.0503e-05+0.00059376i,5.6056e-05+0.0004551i,-0.00018469-0.00014843i,0.0003171-7.9444e-05i,-0.0001546+0.00014169i,-0.0011588+0.00067049i,-0.00099417+0.00059252i,-0.00094896+0.00052194i,-0.00070999+0.00083275i,-0.00061813+0.0010215i,-0.00079188+0.00083157i,-0.00070709-3.8074e-05i,-0.00018433-0.00026255i,6.9508e-05+0.00013798i
-0.00019236-0.0015715i,0.0010044-0.00073502i,0.0019271-0.00087591i,0.001155-0.0015421i,-0.0015187-0.0013555i,-0.0037008-0.00046605i,-0.0026472+0.00078111i,-0.0013305+0.00045263i,-0.0016048-0.00089216i,-0.0011758-0.00095311i,-0.00010175-0.00077699i,-0.00021889-0.00042889i,-0.00087048+0.00073511i,-0.00099966+0.00071836i,-0.001227-0.00072797i,-0.00051963-0.00093699i,-0.00018451+0.00029091i,-0.00061913+0.00083217i,-0.00033598+0.00050186i,-0.00015169+0.00057705i,-0.00042515+0.00075708i,-0.00010556+0.00080823i,0.00056714+0.0011512i
0.0013317+0.0024205i,0.0018176+0.0022276i,0.0019234+0.0024749i,0.00079666+0.0012896i,-0.00096192-0.00010507i,-0.0019053-0.00058369i,-0.0017755-0.0003204i,-0.0015515-0.00055367i,-0.0017496-0.00085119i,-0.00089781-0.00017965i,0.00039392+0.00026799i,0.00035364-0.0002748i,0.00017152-0.00027544i,-5.3794e-06+0.00056601i,-0.00014124+0.00066375i,0.00033537+0.00041545i,0.00023864-8.6827e-05i,-0.00027092+9.4459e-05i,-8.5809e-05+0.00077823i,-0.00021458+0.00043i,-0.00018441-0.00019839i,0.00020224-3.4247e-05i,-0.00012729+0.00025958i
-4.8943e-05+0.00033927i,0.00076962+0.0017209i,0.0014063+0.0020762i,0.00069858+0.0012717i,-0.0017423+6.4625e-05i,-0.0032079-0.00018563i,-0.0034808-0.00028983i,-0.0034774+0.00013537i,-0.0025971+0.00030714i,-0.00095279+0.00042342i,0.00013847+0.00071868i,0.00071421-0.00041119i,0.00069253-0.00013065i,-0.00020092+0.0012178i,-0.00040528+0.0008373i,-1.535e-06+0.0002906i,-0.00041496+0.00026694i,-0.0004788+9.694e-05i,-0.0006961+0.00022238i,-0.0012422+0.00050827i,-0.00018574+0.00094863i,0.00039636+0.00062383i,0.00012731-4.6685e-05i
-0.0012019+0.0019746i,-0.00072836+0.0010353i,0.00033034+0.0010459i,0.0012987-0.00011793i,0.00069263-0.0014862i,-0.0021498-0.0017447i,-0.0034614+4.8183e-05i,-0.0027944+0.00082373i,-0.0019128+0.00065573i,-0.00093239+0.00094119i,-0.00039189+0.0002035i,-0.00031722-0.00022344i,-1.1342e-05-7.0682e-05i,0.00026536+0.00028425i,-0.00010475+0.00058433i,-0.00033355+0.00020753i,-0.00041587-0.00048496i,-0.00011127-0.00048331i,0.00019399-0.00035192i,-0.00032389-0.0008489i,-0.00050503-0.0013653i,6.1526e-05-0.0014604i,-8.5876e-05-0.00066486i
0.00058413-0.0005839i,0.0011038-0.0013588i,0.00073579-0.0029511i,0.00019978-0.0025844i,-0.0012422-0.00035825i,-0.0027998+0.0003667i,-0.0026078+0.00089454i,-0.0016067+0.0013932i,-0.00099849+0.00055231i,-0.00049474+0.00024229i,0.0002819+0.00039074i,0.00088257+5.9252e-05i,0.00081594-0.00061159i,0.00031499-0.00091054i,0.00027421+0.00032843i,0.00021372+0.00061208i,-0.00027785+0.00015713i,-9.1625e-06-0.00019964i,0.00049056-0.00043285i,8.8654e-05+9.0357e-05i,-0.00049081+0.00041716i,-0.00049971-6.9674e-05i,0.00045869-0.00016365i
0.0031976-0.0011175i,0.004447-0.00030798i,0.0038388-0.00051663i,0.0013157-0.0012409i,-0.0014557-0.00092988i,-0.0021561-0.00018617i,-0.0014204+9.059e-06i,-0.0012366-0.0002679i,-0.0014553-0.00032956i,-0.00078206+0.00083267i,0.00010404+0.001148i,0.00045375+0.00011851i,0.00036387-0.00029412i,0.00020585-0.00010581i,0.00051737-0.0005742i,0.00030035-0.0010925i,-0.00011676-0.00092922i,-0.00072853-0.00078052i,-0.00034992-0.00088101i,0.00011019-0.00050367i,-0.00010791+0.0003234i,-1.9349e-05+0.0004889i,0.00036167+0.00011997i
-6.3052e-05+0.00060276i,0.0010974+0.0023429i,0.0016679+0.0033906i,0.00059321+0.0019539i,-0.00065831-7.2362e-05i,-0.0010841-0.00055423i,-0.001588+0.00017021i,-0.0017894+0.00047836i,-0.0018906+0.00032543i,-0.0019377+0.00065066i,-0.00086084+0.00027117i,-0.00061939-6.6459e-05i,-0.00061452-0.00014695i,0.00010743-0.00013807i,0.00034138-6.3622e-05i,-3.0969e-05+0.00037091i,-0.00030773+0.00026599i,-0.00029067-0.00036757i,-0.00065201-0.00035279i,-0.00092669-0.00029012i,-0.00051296-0.00041736i,1.068e-05-0.00056113i,0.0005193-0.00067505i
-0.0024356-0.00039851i,-0.0018319+0.00059335i,-0.0017962+0.0016375i,-0.0012551+0.00063562i,-0.0009924+5.7485e-05i,-0.001628+0.00042598i,-0.0022733+4.2381e-05i,-0.0022563-0.00036473i,-0.0011879-8.0566e-05i,0.00046111+0.00038055i,0.0010226-0.00010489i,0.00043076-0.00026685i,-6.9154e-05+0.00031028i,-0.00017116-0.00032527i,0.0001969-0.0010734i,0.00054322-0.0010531i,0.00022949-0.00045013i,-0.00059115+7.0005e-05i,-0.00079417+0.00041748i,-0.00028321-0.00074254i,-3.8375e-05-0.00099681i,1.4343e-05-6.601e-05i,0.00027098+0.00015328i
0.0012139-0.0014492i,0.0010771-0.00036039i,0.0014486+0.0003879i,0.0011914+0.00021279i,-0.00049316-0.00051083i,-0.0023569-0.00074202i,-0.002558-0.0008217i,-0.0020545-0.0008682i,-0.0017976+0.00066834i,-0.0013021+0.0015853i,-0.00057178+0.00065488i,0.00042244+0.00025766i,6.1798e-05+7.1838e-05i,-0.0005199-0.0005894i,7.2106e-07-0.00052631i,0.00030742-0.00048705i,-0.00011972-0.00022097i,-0.00081785+0.00096974i,-0.00068817+0.00065826i,-0.00021015-0.00058823i,-0.00058088-0.00085588i,-0.00055287-0.000304i,-2.1096e-05-0.00019068i
0.0007892-0.0012284i,0.0016085-0.0021268i,0.0016663-0.0029744i,0.0005014-0.0019568i,-0.0020727-0.00088708i,-0.0039442-0.00028273i,-0.0035547+0.00083174i,-0.0027854+0.00026362i,-0.0022244-0.00099862i,-0.00090456-0.00095828i,0.00034895-0.00036413i,0.00023709+7.8526e-06i,0.00049673+0.00072595i,0.00082002+0.0013836i,0.00021248+0.0011465i,-3.5857e-05-5.1796e-05i,-0.0002942-0.00066865i,-0.00096046-7.3602e-05i,-0.00061171+0.00037298i,0.00026093+0.00014202i,0.00025936+0.00033475i,0.00013398+0.00033572i,6.251e-05-0.00017682i
0.00070447+0.0024071i,0.0010172+0.0021655i,0.0030665+0.0014424i,0.0031835+9.3002e-05i,0.00060103-0.00052725i,-0.0025613-0.00064244i,-0.0040098-0.00018673i,-0.0033312+0.00042157i,-0.0019514+0.00063207i,-0.0006039+0.00086479i,0.00097933+0.000569i,0.0012898+0.00035022i,-7.1216e-06+0.0010624i,-0.00038384+0.0013073i,-4.643e-05+0.0009693i,6.5977e-05+0.00048353i,-0.00010166+3.1375e-05i,-0.00027891+0.00064161i,-0.00017892+0.00073879i,-0.00021041+5.4349e-05i,-0.00025463+0.00020398i,-0.00012347-0.00021731i,0.00079817-0.00065091i
-0.002375+0.00043161i,-0.00058828+0.0010997i,0.0006989+0.0025098i,0.0005438+0.0019112i,-0.00083495-0.00045456i,-0.0013937-0.00090936i,-0.001786-0.00013224i,-0.0023424+0.00032568i,-0.0018099+0.0010917i,-0.0013139+0.0016452i,-0.00049707+0.00056144i,1.2422e-05-0.0011419i,7.7471e-05-0.0013653i,0.00010352-0.00036054i,-0.00050334+0.00017407i,-0.00060275+0.00056046i,-0.00027843+0.00075367i,-5.9371e-06+0.0002267i,-0.00063693-0.00028489i,-0.00054597-2.4011e-05i,-0.00013981+0.00028576i,-0.00037331+0.00015555i,-0.00091976+0.00025673i
0.00026852-0.0001714i,0.0015526+3.8393e-05i,0.0015183-0.0007336i,1.714e-05-0.0013177i,-0.0026307-0.001344i,-0.0035233-0.0010208i,-0.0024397-0.00016125i,-0.0010544-7.2271e-05i,6.8161e-05-2.8778e-05i,0.00061889+0.00029666i,0.00060003-3.7622e-06i,0.00058829-0.00042083i,0.00025747-0.00047505i,0.00022566+2.1418e-05i,0.00032852+0.00053246i,-2.6051e-05+0.0001705i,-6.5311e-05-0.00010259i,5.1047e-05+0.00055998i,0.00018313+0.00090351i,0.00049436+0.00022147i,0.00039904+5.8535e-05i,0.0003618+0.00060798i,0.00051339+0.00067664i
0.0015538-0.00023399i,0.0016553+0.0012222i,0.0016394+0.0019197i,0.0013764+0.001215i,-0.00019184-0.00016489i,-0.0019157-0.00053977i,-0.0022833-0.00058048i,-0.0022361-0.0009062i,-0.0023264-0.00085191i,-0.00095963-9.2862e-05i,0.00012641+0.00016601i,-0.00037634-0.00027703i,-0.00054162-0.00077098i,0.00045743-0.00010833i,0.00053104+0.00062793i,-0.00035788+0.00071535i,-0.00042774+0.00013257i,-6.4232e-05+3.2008e-05i,0.00015305+0.00053399i,0.00046638+0.00080975i,0.00044955+0.00012643i,4.8746e-05-0.00073178i,-0.0011054-0.00062627i
-0.002308+0.00071201i,-0.0026194+0.00062204i,-0.0018152+0.00094491i,-0.00060253+0.00032849i,-0.0012561-0.00044145i,-0.0024885-0.0017193i,-0.0025545-0.0015921i,-0.0021322-0.00061037i,-0.0024597-6.3482e-05i,-0.0018614+0.0011795i,0.0001812+0.0013882i,0.00048755+0.00071223i,-0.00036366-9.2513e-05i,-0.00037176-0.00055923i,-0.00038132+7.9242e-05i,-0.00017195+0.00063905i,-0.00010564+0.0010202i,-0.0009861+0.00047599i,-0.0011065-0.00073986i,-0.00035666-0.0009104i,-0.00039743-0.00089929i,-0.00091017-0.00052466i,-0.00016052+0.00020996i
-0.00035225+0.00012094i,0.00045654-0.00050394i,0.0014956-0.0016885i,0.0010848-0.0017797i,-0.00062164-0.0014919i,-0.0025159-0.0005629i,-0.0032126+0.00092368i,-0.0026919+0.00095911i,-0.0015111+0.00058532i,-0.00010801+0.00027437i,0.00054626-0.00028716i,0.0006799-0.00036574i,0.00054954+0.0001321i,0.00031785+0.00027917i,0.00071468-0.00027626i,0.00038523-0.00071223i,-0.00044055-0.00073832i,-0.00025848-0.00077962i,0.00010865+2.4742e-05i,-1.7796e-05+0.00083731i,-0.00014548+0.00063611i,0.00015551+0.00072557i,0.00070266+0.00058885i
0.0015446+0.00015564i,0.0031198-0.0002385i,0.0039302-0.00065198i,0.0027974-0.00073574i,-0.0001433-0.00074428i,-0.0021965-0.00043864i,-0.0023484+0.00026757i,-0.0022453-0.00010627i,-0.001747-0.0006242i,-0.00045522-0.00042523i,0.0012037+0.00011581i,0.0016005+0.00036188i,0.00052273-0.00017582i,0.00028467-0.00026233i,0.00056816+0.00031521i,-0.00024783+0.00068286i,-0.0011564+0.00057593i,-0.00111+0.00048818i,-0.00094414+0.00025419i,-0.00050586-0.00036364i,0.00030933-0.00066552i,0.00036875-0.00074672i,0.00013621-0.00036017i
-0.00053815+0.0022142i,4.9289e-05+0.0037542i,0.00026065+0.0041635i,0.0007911+0.0026824i,0.000514+0.00062041i,-0.00091896+0.0001241i,-0.0020995+0.00015111i,-0.0023872-0.00055579i,-0.0015053-0.00078331i,-0.00056454+0.00025616i,0.00060702+0.0010342i,0.000769+0.0007143i,0.00027899-0.000156i,0.00037487-0.00054451i,0.00043978+0.00011533i,-0.00010821+0.00099488i,-0.00048182+0.00094426i,0.00040762+0.0010165i,0.00097833+0.001087i,0.00078173+0.00070593i,0.00047932+0.0008227i,7.515e-05+0.0010108i,-0.00079672+0.001092i
-0.00084735+0.00036391i,-0.0016825+0.00093112i,-0.0013947+0.0023099i,-0.00042567+0.0021248i,-0.00094624+0.00025268i,-0.002428-0.0011572i,-0.0031441-0.00083691i,-0.0029638+4.1506e-05i,-0.0027851+0.00021077i,-0.001427+0.00036417i,-4.4412e-05+0.00070378i,0.00038859+0.00013007i,0.00040496+0.00013193i,0.00063977+0.00057643i,0.00044434+9.5732e-05i,-0.0002527-0.00024062i,-0.00035704+0.00013806i,-0.00040889+0.00031215i,-0.00068471-0.00026998i,-0.00054908-0.00038715i,-0.00070989-2.191e-05i,-0.00028641+0.00037652i,0.00030967+0.0010453i
0.00058912-0.0015711i,0.00060221-0.0021011i,0.0013205-0.0018817i,0.00023888-0.0020744i,-0.0021126-0.0019989i,-0.0038287-0.00049548i,-0.0039408+0.00123i,-0.0029296+0.0012931i,-0.0018686+0.00086949i,-0.00087358+0.00084299i,-4.5373e-05+0.00054047i,0.00037969+0.00064275i,-0.00012404+0.00079257i,-0.00012227+0.0007922i,-0.00012641+0.00064502i,-0.00067242+0.00010331i,-3.2418e-05+4.0168e-05i,-0.00027043+0.00031452i,-0.0010183+0.00060333i,-0.00046555+0.00066939i,7.8756e-05+0.00016643i,-6.611e-05+0.00035152i,0.00012676+0.00053988i
0.0013024+0.0016723i,0.0023747+0.001351i,0.0041173+0.00061597i,0.003451-0.00040324i,0.0010848-0.0019596i,-0.00085701-0.0028631i,-0.0022292-0.0019516i,-0.0026559-0.0014628i,-0.0018285-0.0011915i,-0.00020636-7.5244e-05i,0.00090379+0.00060534i,0.00080474+0.0001378i,0.00025589-0.00014009i,8.0061e-05-0.00011143i,0.00027486+0.00023901i,0.00050274+0.0012089i,-0.00013722+0.0012673i,-0.00056994+0.0009749i,-0.00095179+0.00076532i,-0.0015648+0.00035034i,-0.0011413+0.00058146i,-0.00029993+0.0010812i,-0.00025314+0.0004708i
0.0013462+0.0018285i,0.0023263+0.0031601i,0.0031908+0.0028035i,0.0023386+0.0010214i,-0.00086946-0.00014692i,-0.0036031-0.00056602i,-0.0037356-0.00036627i,-0.0025796+0.00075508i,-0.0014319+0.0018125i,-0.00034136+0.0022044i,0.00031987+0.002077i,0.00039146+0.000884i,0.00012236-0.00038539i,-0.00028267-8.5977e-05i,-0.00035493+0.0011068i,-5.3063e-05+0.0011142i,0.00036684+0.00064054i,0.00056446+0.00033602i,8.5154e-05+0.00013672i,-0.0004132+0.00057637i,3.471e-05+0.00010992i,0.00037646-0.00032574i,0.00030608+0.00010313i
-0.0015628+0.00049969i,-0.0011325+0.001223i,-1.2959e-05+0.0015919i,3.031e-07+0.00029127i,-0.00089445-0.00033842i,-0.0024209+0.00089709i,-0.0028449+0.0014433i,-0.0022142+0.0011737i,-0.0018752+0.00065837i,-0.0012588+0.00053545i,-0.00062037+0.00029389i,-0.00044822+0.00043704i,-0.00038541+0.00053461i,0.00035551+0.00024246i,0.0002002+0.00022864i,-0.00036129+0.0001356i,-8.1292e-05+1.7656e-05i,0.00096911+0.00034118i,0.00099516+0.00075807i,-0.00018808+0.00050292i,-0.00022108-0.00020365i,0.00013328-0.00021871i,-0.00060023+0.00015991i
0.001296-0.00053669i,0.0011167-0.001149i,0.0012478-0.0011774i,0.00034992-0.0011043i,-0.0021195-0.0013596i,-0.0039489-0.0010716i,-0.003415-0.00040003i,-0.0017267-0.00095884i,-0.0015402-0.0013993i,-0.00058485-0.00068342i,0.00086979+9.8522e-05i,0.0012173+0.00033143i,0.00099795+0.00038285i,0.00030422+0.00011938i,-0.00014797+0.00045013i,9.3962e-05+0.00051713i,0.00041465+1.9934e-07i,0.00071154+6.962e-05i,0.00079113+0.00021879i,0.00014289+0.00013558i,0.00030205+5.6692e-05i,0.0010694-0.00011422i,0.00089123-0.00044705i
0.0022048-0.0012214i,0.003293+0.00076945i,0.0026454+0.0010055i,0.0010595+0.00042794i,-0.00068047+4.1526e-05i,-0.0014364+0.00090321i,-0.00085271+0.0012523i,-0.0010044+0.00015651i,-0.0015883-0.00025021i,-0.0012228+0.00049539i,-0.00014498+0.00075777i,0.00025283+5.3756e-05i,-0.00061799-0.00066233i,-0.0010518-0.00033646i,-0.0003609+0.00049658i,0.00035673+0.00016804i,-0.0001524-0.00061328i,-0.00051005-0.00024383i,-0.00038195-6.2592e-05i,-0.00015833-0.00032277i,-0.00011682-0.0005927i,-0.00062359-0.00075154i,-0.00066755-0.00042749i
-9.5201e-05+0.0011328i,-0.00033798+0.0014383i,0.00075148+0.00089076i,0.0014286-0.00081313i,0.00058818-0.0022234i,-0.0013224-0.0022686i,-0.002485-0.0013769i,-0.0025085-0.00090402i,-0.0025126-0.0004493i,-0.0014745-0.00033397i,0.00076269-0.00047219i,0.0014091-0.00044343i,4.1135e-05-0.00015328i,-0.0011986-4.3838e-06i,-0.0011512+0.00032832i,-0.00094182+0.00088723i,-0.00099206+0.00065322i,-0.0011979-0.00043111i,-0.0009792-0.0007449i,-0.00076842-0.00053557i,-0.00086855-0.00070815i,-0.00031258-0.00052344i,0.00082011+0.00022162i
0.00048866+0.0010237i,0.00062882+0.00066456i,0.0026048+0.0012152i,0.002836+3.4366e-06i,0.000484-0.001108i,-0.0025087-0.00075008i,-0.0038644-0.00020494i,-0.0026943+0.00055146i,-0.0013565+0.0010315i,-1.4334e-05+0.0010651i,0.0010984+0.00020987i,0.00090357-0.00029994i,0.00016242+0.00046065i,-0.0012062+0.00080308i,-0.00094804+0.00062339i,-0.00022011+0.00011664i,-0.00051092-0.00016141i,-0.00045483-0.00048998i,-0.00036912-0.00054807i,-3.593e-05-4.3481e-06i,0.00026361+7.4165e-05i,-0.00011216+4.7839e-05i,-0.00060609+3.3238e-05i
0.00073628-0.00025442i,0.0022503+0.0014397i,0.0021456+0.00084453i,0.0011576-0.0007783i,-0.0010381-0.0016783i,-0.002737-0.0011285i,-0.0030655-9.2283e-05i,-0.0027333+0.00032508i,-0.0020321+0.00055023i,-0.0010327+0.00073938i,8.3737e-05+0.00082783i,0.00033023+0.00078229i,0.00025847+0.0012345i,6.0712e-06+0.00079357i,-0.00058771-0.00029905i,-0.0010181-0.0003413i,-0.0011217-6.5758e-05i,-0.00080969-0.00025847i,-0.00058221-9.114e-05i,-0.0003531+0.0002957i,-0.00056564-2.9347e-09i,-0.00091959+0.00026671i,-0.0014216-0.00012679i
0.00097915+0.00019547i,0.0015176+0.0012226i,0.0015756+0.001327i,0.00023553+0.00054844i,-0.0020244-0.00039383i,-0.0041764-0.00038208i,-0.0037562-0.00012158i,-0.0018335-4.5103e-05i,-0.0014144-0.00074003i,-0.0013461-0.00051071i,-0.00047938+0.00043673i,0.00021653+0.00020483i,8.2935e-05-0.00023598i,-0.00074446-5.746e-05i,-0.0011652+0.00011512i,-0.00090625+2.0635e-06i,-0.0011205-0.00038812i,-0.00087161-0.00056659i,-0.00038021-0.00034022i,-0.00048563-0.00016034i,-0.00037104-0.00022671i,0.00047127-0.00041975i,0.00019926-0.00078507i
-0.0012865-0.00098337i,-0.0019862-3.7851e-06i,-0.00084214+0.00071461i,-0.00028995-0.00029556i,-0.001349-0.0007241i,-0.0014888-8.2136e-05i,-0.0014937+0.00027327i,-0.0016545+0.0001159i,-0.0013355-0.00030404i,-0.00075426+7.2076e-06i,-1.6893e-06+0.0001928i,0.00054325-7.3779e-05i,0.00032856+2.8279e-05i,6.2464e-05+0.00045159i,-0.00029626+0.00074353i,-0.00092816+0.00043693i,-0.00095461-4.7609e-05i,-0.00014693-0.00033108i,7.1448e-05-0.00021966i,-0.00057594+0.00052075i,-0.00012586+0.00057978i,0.00027737+0.00065949i,0.00024548+0.00021258i
0.00038755-0.0006296i,0.00098501-0.00087902i,0.0019922-0.0011358i,0.0017331-0.0014288i,-0.00050491-0.0015217i,-0.0020891-0.0012438i,-0.0022724-0.00041482i,-0.0019017-0.00028815i,-0.0017896-0.00019554i,-0.0010426+4.3042e-05i,0.00050969-1.6979e-05i,0.0010913-0.00043796i,0.00010421-0.00082309i,-0.0007492-0.00082412i,-0.00066489+0.00038986i,-0.00092218+0.00079659i,-0.0010125+0.00030837i,-0.00081177+9.0699e-05i,-0.00075925+0.00035084i,-0.00038641+0.00034517i,-0.00011631+0.00041996i,-0.00011799+0.00061672i,0.00052555+0.00052825i
