-0.0017012+0.00089665i,-0.0010599+0.0017853i,-0.0011105+0.00050169i,-0.00091331-0.00092888i,-0.0019688+0.00046988i,-0.0017905+0.0016344i,-0.00091151+0.00083263i,-0.00057424-0.00031806i,0.0002723-0.00081295i,0.0006611-0.00054519i,0.00036487-0.00075908i,0.00022773-0.0011025i,-0.00038021-0.0013323i,-0.0011298-0.001024i,-0.001545-0.00052212i,-0.00047286-0.00020164i,0.0008009+9.5914e-05i,0.0015245-5.7538e-05i,0.0017168-0.00019211i,0.00094303+0.00014365i,-1.5451e-05+0.00068197i,-0.00077497+0.00078949i,-0.00038684+0.00028701i
0.24767-0.070514i,0.35844-0.14781i,0.28244-0.18296i,0.083291-0.1096i,-0.055963+0.021805i,-0.09564+0.11128i,-0.04608+0.12498i,0.034999+0.077695i,0.061703+0.026744i,0.041862+0.015398i,0.023071+0.014286i,-0.0024618+0.0025371i,-0.043809+0.0070138i,-0.074395+0.035467i,-0.07698+0.06656i,-0.060084+0.092067i,-0.031664+0.10428i,-0.0073032+0.079518i,-0.0044835+0.028553i,-0.015556-0.011011i,-0.027027-0.028021i,-0.036721-0.017316i,-0.031779+0.011228i
-0.03373+0.23582i,-0.029821+0.34977i,-0.033587+0.28916i,-0.10138+0.1309i,-0.15914+0.035256i,-0.11335-0.0091969i,-0.065442-0.033236i,-0.072485-0.00070591i,-0.062801+0.048532i,-0.040297+0.050673i,-0.035907+0.032249i,-0.023515+0.01739i,0.0013823-0.00077766i,0.024542-0.014139i,0.046404-0.030335i,0.058288-0.058602i,0.045645-0.074531i,0.019842-0.052338i,0.011049+0.001809i,0.021528+0.046941i,0.028058+0.05907i,0.027094+0.047739i,0.027135+0.024489i
-0.18011-0.098646i,-0.24615-0.11651i,-0.12956-0.074485i,0.10228-0.078086i,0.21083-0.12637i,0.14318-0.099167i,0.062457-0.028082i,0.034509-0.014756i,0.0049501-0.037367i,-0.010495-0.045977i,0.00028671-0.045059i,0.01034-0.040204i,0.011482-0.039831i,-0.0059492-0.046215i,-0.039891-0.040124i,-0.060248-0.024233i,-0.052623-0.019182i,-0.030466-0.025356i,-0.018199-0.038887i,-0.020647-0.050947i,-0.016012-0.045103i,0.0018171-0.031587i,0.0088789-0.022315i
0.15612-0.10644i,0.18996-0.15087i,0.079921-0.076487i,-0.072613+0.10972i,-0.10499+0.25011i,-0.040347+0.22811i,0.01651+0.11491i,0.039523+0.023955i,0.04722-0.0093822i,0.047321-0.0027251i,0.037117+0.011677i,0.020937+0.02901i,0.018745+0.054651i,0.039963+0.068977i,0.063745+0.06623i,0.069147+0.070309i,0.055177+0.080999i,0.032316+0.07729i,0.01964+0.061563i,0.019735+0.045839i,0.010229+0.028037i,-0.013555+0.013738i,-0.025935+0.0097701i
0.04142+0.15564i,0.068358+0.18315i,0.076024+0.060971i,0.047048-0.11373i,-0.0015785-0.19209i,-0.025902-0.1723i,-0.029355-0.10215i,-0.028869-0.012089i,-0.01447+0.043186i,0.00073422+0.046438i,0.0016079+0.027458i,-0.010485+0.0029508i,-0.03635-0.019183i,-0.068281-0.028478i,-0.083431-0.035457i,-0.073339-0.053952i,-0.048775-0.06835i,-0.025724-0.056381i,-0.012457-0.024259i,0.00015945+0.0043515i,0.012716+0.014324i,0.016895+0.016808i,0.017418+0.021437i
-0.13579-0.021659i,-0.16676-0.019572i,-0.10676+0.0048479i,-0.051413+0.017252i,-0.053984+0.016329i,-0.042152+0.050047i,-0.0087035+0.052368i,-0.018334+0.0030473i,-0.056773-0.013487i,-0.068543+0.0016979i,-0.048822+0.0046498i,-0.016296-0.0065632i,0.013603-0.019761i,0.033963-0.027795i,0.038516-0.022952i,0.021451-0.0060339i,-0.00422+0.006414i,-0.014741+0.002637i,-0.0133-0.012637i,-0.022927-0.026799i,-0.034569-0.027924i,-0.02709-0.022018i,-0.010866-0.019283i
0.054601-0.10468i,0.063913-0.12447i,0.064464-0.064156i,0.13168-0.0070243i,0.20673-0.031592i,0.14768-0.087405i,0.039608-0.083328i,0.0063239-0.055123i,0.011992-0.057404i,0.018144-0.05967i,0.023389-0.039012i,0.025004-0.005629i,0.033472+0.016591i,0.045497+0.0154i,0.050326+0.004034i,0.056237-0.0020904i,0.061287+0.0023483i,0.050358+0.0083984i,0.03217+0.0049754i,0.027691-0.001055i,0.031305-0.00096573i,0.023553+0.00030649i,0.0057216+0.00044155i
0.056513+0.084263i,0.043584+0.09988i,-0.072982+0.062895i,-0.23892+0.078011i,-0.29331+0.16716i,-0.18103+0.19458i,-0.048926+0.14071i,0.016971+0.098203i,0.044761+0.081265i,0.040062+0.062093i,0.018112+0.041043i,-0.007635+0.022784i,-0.036872+0.026291i,-0.048356+0.051344i,-0.042181+0.059931i,-0.04054+0.040814i,-0.04177+0.011417i,-0.036294-0.0053012i,-0.027768+0.010681i,-0.020482+0.036924i,-0.017151+0.032874i,-0.017946+0.0080312i,-0.015968-0.0073823i
-0.081862+0.025692i,-0.056487+0.016602i,0.082596-0.04073i,0.21361-0.14666i,0.1983-0.21384i,0.085213-0.16767i,-0.00092298-0.078289i,-0.040718-0.029415i,-0.063822-0.0027978i,-0.059835+0.02318i,-0.038885+0.024294i,-0.020948+0.0012035i,-0.010321-0.035144i,-0.015444-0.069122i,-0.021551-0.07233i,-0.011532-0.047556i,0.0016164-0.017524i,0.0085929-0.0066922i,0.0043097-0.027218i,-0.013461-0.048132i,-0.026212-0.035568i,-0.020951-0.0048731i,-0.0094583+0.012531i
0.0035232-0.058601i,-0.013803-0.028328i,-0.063064+0.088384i,-0.10235+0.18886i,-0.083045+0.17914i,-0.040447+0.096187i,-0.020559+0.022883i,-0.008185-0.0084881i,0.0028555-0.035966i,-0.0064325-0.068387i,-0.014994-0.067229i,-0.0009187-0.03451i,0.024929+0.00032839i,0.051242+0.019912i,0.059229+0.021698i,0.042411+0.010917i,0.020734-0.004141i,0.0044513-0.0023514i,-0.00012033+0.01604i,0.012112+0.024851i,0.028161+0.013261i,0.0332-0.0059405i,0.028279-0.016689i
0.054957+0.010999i,0.050772-0.016343i,0.022579-0.071319i,0.029205-0.090572i,0.052118-0.04536i,0.053543+0.012603i,0.057799+0.03541i,0.063836+0.018966i,0.063951+0.014136i,0.076299+0.030738i,0.079022+0.029702i,0.047522+0.017885i,0.0073325+0.022313i,-0.016544+0.037099i,-0.020494+0.044525i,-0.0066061+0.042633i,0.012727+0.033151i,0.025748+0.017077i,0.029164+0.006934i,0.021993+0.011182i,0.0084928+0.018983i,-0.0032877+0.017721i,-0.012359+0.01143i
-0.025108+0.035487i,-0.014659+0.03048i,-0.0088391-0.0075928i,-0.06611-0.034528i,-0.13319-0.04274i,-0.13654-0.052968i,-0.12469-0.040918i,-0.11931+0.012947i,-0.098613+0.052441i,-0.081313+0.051544i,-0.066061+0.042799i,-0.043022+0.026349i,-0.037874-0.002224i,-0.050545-0.021568i,-0.055725-0.026147i,-0.05173-0.02225i,-0.042726-0.0090869i,-0.029924+0.0015925i,-0.027197-0.0022449i,-0.03413-0.014587i,-0.034086-0.022567i,-0.021359-0.016231i,-0.004939-0.0043717i
-0.020093-0.029994i,-0.0021468-0.0066168i,0.061543+0.043435i,0.14186+0.051183i,0.17547+0.01973i,0.13828-0.0055961i,0.087462-0.034122i,0.049877-0.07073i,0.0086659-0.087172i,-0.019002-0.072118i,-0.018589-0.052933i,0.00033955-0.041671i,0.031836-0.038254i,0.058559-0.04304i,0.062744-0.040127i,0.048606-0.021845i,0.024834-0.00054787i,0.0045746+0.014198i,0.0091022+0.016079i,0.032953+0.004805i,0.046265-0.0065043i,0.039677-0.0095258i,0.025226-0.0057863i
0.013122-0.014521i,-0.040435-0.018197i,-0.14487-0.018455i,-0.21382-0.016013i,-0.20128-0.010746i,-0.12801+0.0027161i,-0.04619+0.013522i,0.00114+0.01324i,0.039432+0.012436i,0.076951+0.0021128i,0.07939-0.0057816i,0.056057+0.0099682i,0.029952+0.035084i,0.010899+0.054464i,0.0035352+0.055888i,0.0050831+0.030662i,0.012169-0.0032491i,0.013987-0.020631i,0.0020492-0.011251i,-0.018387+0.0096268i,-0.03068+0.019901i,-0.024783+0.01637i,-0.013406+0.0073673i
0.013942+0.020645i,0.054044-0.008202i,0.11966-0.044843i,0.18205-0.028666i,0.19105-0.0045108i,0.11249-0.018938i,0.017617-0.0015275i,-0.0019726+0.044277i,-0.0018878+0.060595i,-0.026946+0.076606i,-0.034045+0.085281i,-0.030821+0.053932i,-0.038562+0.012329i,-0.050039-0.015228i,-0.060509-0.019385i,-0.060425+0.0024234i,-0.047629+0.028663i,-0.031213+0.033484i,-0.019466+0.013321i,-0.015518-0.0062017i,-0.013365-0.0083551i,-0.012885-0.00088583i,-0.014348+0.0027396i
-0.022619+0.014964i,-0.020664+0.043744i,-0.041082+0.042545i,-0.14215+0.0016431i,-0.20937+0.0079185i,-0.11327+0.043925i,-0.0077698-0.0023157i,-0.027243-0.059767i,-0.054487-0.057231i,-0.040745-0.059233i,-0.036441-0.064304i,-0.025012-0.046045i,0.0021239-0.031914i,0.027182-0.0326i,0.041346-0.039261i,0.03626-0.044438i,0.014318-0.038576i,-0.0079251-0.019725i,-0.011247-0.00032378i,0.0077855+0.0031506i,0.027658-0.0095673i,0.029465-0.020337i,0.021172-0.016909i
-0.0031481-0.025655i,-0.02028-0.0091359i,0.022699+0.040007i,0.16612+0.034175i,0.22824-0.057724i,0.10261-0.08844i,0.014535-0.0045655i,0.055751+0.041293i,0.072059+0.012281i,0.047441-0.0035624i,0.041717+0.00042986i,0.039861+0.0092078i,0.035322+0.02749i,0.032682+0.041891i,0.024053+0.04153i,0.010864+0.028092i,0.0036998+0.0029496i,0.0045577-0.024219i,0.0021884-0.030844i,-0.013488-0.008681i,-0.031905+0.024711i,-0.033357+0.043285i,-0.023037+0.038309i
0.028624-0.0074696i,0.0089133-0.061583i,-0.090167-0.098489i,-0.1974-0.009614i,-0.15868+0.1175i,-0.025512+0.11376i,0.011727+0.037131i,-0.025507+0.022222i,-0.023511+0.051711i,0.00064134+0.064161i,0.0018405+0.053713i,-0.017606+0.03467i,-0.041278+0.02071i,-0.05406+0.015904i,-0.047792+0.011699i,-0.02697+0.0052004i,-0.0082517+0.0032135i,-0.0022043+0.0055383i,-0.0053905+0.0042766i,-0.0032109-0.0073819i,0.01139-0.022912i,0.022109-0.031265i,0.019641-0.029047i
0.0040278+0.036781i,0.072216+0.060119i,0.17301+0.02329i,0.17353-0.069914i,0.059668-0.096848i,-0.024032-0.0494i,-0.041077-0.024347i,-0.052264-0.016491i,-0.061934-0.011368i,-0.067603-0.016025i,-0.059404-0.01546i,-0.023965-0.019459i,0.010211-0.033953i,0.028133-0.044923i,0.030723-0.047531i,0.018606-0.039645i,0.0045638-0.022624i,0.0040224-0.0061739i,0.022795+0.0019549i,0.043981-0.0015188i,0.040357-0.0169i,0.012434-0.027875i,-0.0085579-0.021919i
-0.042198-0.011032i,-0.097963+0.028743i,-0.10927+0.090989i,-0.038392+0.067413i,0.0051107-0.035424i,-0.019909-0.064273i,-0.0019331-0.029109i,0.043694-0.037865i,0.048712-0.047275i,0.049676-0.031507i,0.04986-0.024746i,0.032724-0.008566i,0.021499+0.015154i,0.01948+0.029677i,0.022467+0.036063i,0.029375+0.02561i,0.02904+0.0019853i,0.017314-0.016295i,-0.0078277-0.01551i,-0.037115+0.0096504i,-0.044097+0.046968i,-0.022093+0.069808i,0.00070476+0.062445i
0.023157-0.038267i,0.0051223-0.095597i,-0.069356-0.085772i,-0.081862+0.073173i,0.045814+0.19539i,0.12983+0.10917i,0.049749+0.014558i,-0.023811+0.040382i,-0.010442+0.05732i,0.0019643+0.03919i,-2.4621e-05+0.033971i,-0.0036169+0.023971i,-0.014128+0.010667i,-0.024098+0.0033912i,-0.029606+0.00048118i,-0.026829+0.0022797i,-0.012647+0.0046124i,0.0024841+0.0051963i,0.010479-0.0015215i,0.014172-0.018904i,0.016036-0.037674i,0.015401-0.047082i,0.011538-0.045351i
0.033471+0.042733i,0.10917+0.031524i,0.15565-0.098215i,0.011661-0.27555i,-0.21775-0.25454i,-0.23273-0.054808i,-0.081021+0.020861i,-0.024054-0.027685i,-0.047271-0.020095i,-0.044097+0.011583i,-0.030725+0.0088123i,-0.017921-0.003104i,-0.0069498-0.014179i,-0.0042128-0.019583i,-0.00056983-0.013618i,0.0084244-0.003481i,0.015552+0.0054874i,0.015652+0.010918i,0.014464+0.014111i,0.018487+0.012685i,0.01858+0.0029625i,0.0067995-0.0081986i,-0.0023634-0.010246i
-0.054264+0.023021i,-0.091981+0.1259i,-0.0086955+0.3015i,0.23062+0.35919i,0.37224+0.17861i,0.25429-0.029797i,0.086077-0.063435i,0.030598-0.030603i,0.018012-0.042453i,0.00038892-0.052464i,-0.0073988-0.037358i,-0.0042843-0.008556i,0.0085996+0.016188i,0.022705+0.021172i,0.023877+0.014597i,0.012727+0.0079956i,0.00086654+0.007187i,-0.0020058+0.009121i,-0.0043823+0.013737i,-0.018149+0.029994i,-0.031532+0.054059i,-0.028873+0.066499i,-0.020464+0.055817i
0.002466-0.066316i,-0.071926-0.17308i,-0.26068-0.24828i,-0.43218-0.16029i,-0.37276+0.016278i,-0.15642+0.090482i,-0.019895+0.070006i,0.019069+0.060144i,0.029428+0.061225i,0.030607+0.049788i,0.028542+0.030339i,0.013417+0.0065187i,-0.008684-0.0034774i,-0.021712+0.00079943i,-0.022432+0.0063874i,-0.015174+0.007675i,-0.0081477+0.0044264i,-0.013318-0.00055291i,-0.026189-0.008492i,-0.027537-0.02224i,-0.013117-0.033739i,0.0059494-0.032843i,0.014799-0.022297i
0.068372+0.029528i,0.20283+0.027895i,0.35271-0.056398i,0.3515-0.16371i,0.1902-0.1404i,0.054351-0.027907i,0.0066295+0.0012128i,-0.02722-0.029017i,-0.045734-0.022966i,-0.037952+2.7056e-05i,-0.026061+0.01128i,-0.0089792+0.010761i,0.0062187+0.00026345i,0.011522-0.0092665i,0.0091594-0.011124i,0.0036468-0.0054663i,0.002006+0.0044997i,0.0093367+0.014301i,0.029266+0.018331i,0.047603+0.010469i,0.04225-0.01006i,0.019441-0.028662i,0.0044343-0.031119i
-0.063992+0.050522i,-0.12027+0.16911i,-0.10698+0.31738i,0.0011232+0.30484i,0.047998+0.098171i,-0.015369-0.043461i,-0.026707-0.015909i,0.02049+0.0095057i,0.02088-0.013636i,8.0057e-05-0.020482i,-0.0017408-0.018468i,-0.0019043-0.013776i,-0.0024054-0.0054742i,-0.00086163-0.0030565i,-0.0017946-0.0026913i,-0.0036816-0.00083899i,-0.0040269-0.0012202i,-0.0069641-0.0053569i,-0.02009-0.005941i,-0.036989+0.0081018i,-0.043076+0.032335i,-0.036675+0.050778i,-0.026057+0.052127i
-0.024298-0.074401i,-0.11832-0.18097i,-0.28668-0.21994i,-0.36892-0.058903i,-0.21518+0.1484i,-0.0055694+0.14684i,0.025606+0.033769i,-0.010494+0.0035778i,0.011897+0.010821i,0.030371-0.0010819i,0.023612-0.0061012i,0.011349-0.0062787i,-0.0028281-0.0019217i,-0.0054808+0.0066099i,-0.00042137+0.007833i,-0.0012482+0.002596i,-0.0079328-0.00023923i,-0.012564+0.0032246i,-0.011819-0.00021898i,-0.008891-0.017553i,-0.00039125-0.031905i,0.011633-0.035135i,0.012939-0.031503i
0.08819+0.01256i,0.24603-0.028634i,0.41033-0.19116i,0.36626-0.40723i,0.11166-0.41967i,-0.071206-0.19749i,-0.066864-0.0199i,-0.036218+0.014776i,-0.048002+0.017859i,-0.041478+0.027085i,-0.019095+0.026035i,-0.00025265+0.017011i,0.0073334+0.0032507i,0.0018607-0.006596i,-0.0044495-0.0061155i,-0.005091-0.0019186i,-0.0013341-0.0010427i,0.0014543-0.0087577i,0.0044606-0.016627i,0.012892-0.017549i,0.016546-0.019643i,0.011767-0.021103i,0.010286-0.014909i
-0.046621+0.079278i,-0.10401+0.25424i,-0.094388+0.5169i,0.037808+0.65366i,0.14741+0.48396i,0.10777+0.18171i,0.031966+0.017018i,0.023187-0.023586i,0.02517-0.040741i,-0.00060849-0.040844i,-0.018911-0.026028i,-0.018082-0.0097226i,-0.0082709+0.0031686i,0.00060364+0.0073559i,0.002464+0.003104i,-0.0030721-0.0037462i,-0.011074-0.0072428i,-0.01294-0.0026056i,-0.010971+0.013218i,-0.012843+0.033809i,-0.015522+0.043883i,-0.017053+0.03648i,-0.01681+0.019845i
-0.050396-0.081374i,-0.17056-0.23001i,-0.36332-0.39198i,-0.4809-0.4169i,-0.36967-0.28709i,-0.14823-0.13085i,-0.035528-0.032368i,-0.021176+0.015467i,-0.0059911+0.028013i,0.016868+0.015967i,0.026974+0.0029062i,0.023203-0.0045283i,0.013103-0.0082176i,0.0061813-0.0061497i,0.0065883-0.0021057i,0.012025-0.00037418i,0.019072-0.0024975i,0.019622-0.0084103i,0.0097225-0.023603i,0.0012566-0.041086i,0.0020567-0.04082i,0.0030051-0.02379i,-0.0047104-0.0064809i
0.099448-0.010567i,0.28189-0.040416i,0.48826-0.10509i,0.50925-0.14181i,0.30829-0.073206i,0.11282+0.012124i,0.049187+0.0051825i,0.032016-0.021264i,0.016802-0.0094537i,0.009592+0.0059847i,0.0015049+0.012303i,-0.0016779+0.013058i,-0.0011072+0.0074947i,-0.00121+0.0019588i,-0.0019655+0.0014617i,-0.0056978+0.002048i,-0.012334+0.0029086i,-0.013504+0.0086227i,0.0005315+0.015972i,0.020968+0.018255i,0.032366+0.010216i,0.03818-0.00065673i,0.041859-0.0043628i
-0.033161+0.094036i,-0.083983+0.27151i,-0.10103+0.47057i,-0.033574+0.47306i,0.02762+0.23489i,-0.007703+0.027811i,-0.050013+0.0080826i,-0.031882+0.021818i,-0.012693+0.00041339i,-0.010835-0.0041784i,-0.007596-0.0010939i,-0.0072676-0.00015427i,-0.0028279+0.0039414i,0.0036754+0.0032591i,0.0040989-0.0014638i,0.0038787-0.0055481i,0.0056854-0.0087923i,0.0078225-0.012852i,0.0036983-0.0087858i,-0.0094165+0.0091005i,-0.020789+0.02297i,-0.026664+0.01908i,-0.027048+0.0078188i
-0.07231-0.068642i,-0.21327-0.19873i,-0.41709-0.31576i,-0.51401-0.25562i,-0.35809-0.068832i,-0.097572+0.0121i,0.023429-0.016749i,0.026785-0.0068288i,0.029206+0.019727i,0.030471+0.0054958i,0.018927-0.010127i,0.0102-0.011289i,0.0013219-0.0058541i,-0.0048018+0.0014368i,-0.0026496+0.0024235i,0.0030814-0.00069085i,0.010525-0.0047155i,0.011494-0.0073703i,0.0036069-0.013984i,-0.005085-0.028728i,-0.0077771-0.032409i,-0.0049978-0.017116i,-0.0062765-0.0035679i
0.097987-0.033365i,0.29066-0.099977i,0.53947-0.21403i,0.61405-0.32183i,0.40589-0.29727i,0.12946-0.13214i,-0.0056857-0.0062951i,-0.03741+0.0074149i,-0.04508+0.0062869i,-0.028675+0.029379i,-0.0062765+0.037496i,0.0024051+0.028455i,0.0040115+0.016778i,0.0030229+0.0069044i,-0.00056252+0.0028232i,-0.0040808+0.0075083i,-0.0022876+0.018644i,0.0051593+0.02592i,0.018392+0.022625i,0.031789+0.01513i,0.035068+0.0097767i,0.033794+0.0078852i,0.031254+0.0074034i
-0.01311+0.10002i,-0.062155+0.3016i,-0.13093+0.57011i,-0.15092+0.68568i,-0.10324+0.51002i,-0.03563+0.21795i,0.0063018+0.050953i,0.014967+0.016904i,0.0074765+0.0095842i,-0.0080371-0.0046149i,-0.018887-0.012855i,-0.015319-0.012577i,-0.0047925-0.0088735i,0.0043181-0.005926i,0.0074868-0.0072466i,0.0039695-0.013498i,-0.0057434-0.021315i,-0.019673-0.01796i,-0.031622+0.0063039i,-0.035533+0.034492i,-0.032443+0.039945i,-0.02904+0.020923i,-0.019869+0.00043865i
-0.079079-0.05297i,-0.21962-0.18667i,-0.37378-0.37656i,-0.38973-0.46172i,-0.23425-0.3565i,-0.0876-0.18668i,-0.053388-0.079627i,-0.047802-0.037268i,-0.028888-0.017783i,-0.012538-0.0044549i,0.0021501+0.0022465i,0.0084774+0.0021733i,0.0049891+0.0033065i,0.0017851+0.006395i,0.0041962+0.0081542i,0.011143+0.010541i,0.017879+0.012518i,0.023207+0.0050456i,0.018557-0.019236i,0.00061724-0.046592i,-0.015108-0.04941i,-0.02275-0.029319i,-0.029416-0.011773i
0.082222-0.044187i,0.25439-0.10516i,0.45081-0.15501i,0.46558-0.12701i,0.27781-0.022086i,0.12241+0.056658i,0.082112+0.047933i,0.047335+0.014751i,0.015342+0.0072396i,0.012801+0.0056805i,0.010276+0.0030111i,0.0054989+0.0051841i,0.0023343+0.0017888i,-0.0020113-0.0044714i,-0.0028127-0.0051129i,-0.0023353-0.0023415i,-0.0014763+0.0029018i,0.0012944+0.0090484i,0.012168+0.014686i,0.033868+0.015472i,0.049904+0.0098145i,0.053478+0.0089554i,0.049158+0.014125i
0.0059543+0.088355i,-0.0093846+0.26583i,-0.036678+0.47604i,-0.02385+0.49828i,0.0068995+0.27177i,-0.025741+0.040179i,-0.062706-0.032585i,-0.032444-0.03037i,-0.0083237-0.028699i,-0.02239-0.013172i,-0.028751+0.0041503i,-0.023412+0.0055419i,-0.015196+0.00359i,-0.005166+0.002967i,-0.00046414+0.0012002i,-0.0037639+0.00024687i,-0.010906+0.0030987i,-0.016976+0.012617i,-0.021322+0.029659i,-0.025233+0.046471i,-0.0276+0.043851i,-0.027936+0.018328i,-0.02185-0.0062981i
-0.085729-0.036066i,-0.24319-0.13495i,-0.43466-0.27319i,-0.49892-0.29858i,-0.34869-0.15374i,-0.10788-0.0085888i,0.022073+0.028991i,0.022016+0.027902i,0.012727+0.027347i,0.026021+0.0068015i,0.02601-0.013782i,0.017725-0.014126i,0.0099723-0.0054648i,0.0047408+0.00397i,0.0050292+0.0080644i,0.0088091+0.00428i,0.012966-0.0069583i,0.0096661-0.024929i,-0.0063507-0.044913i,-0.025767-0.056169i,-0.033324-0.045961i,-0.028016-0.022203i,-0.021946-0.0058634i
0.065241-0.055415i,0.22413-0.13127i,0.45704-0.20172i,0.56282-0.20911i,0.41171-0.15711i,0.16653-0.09706i,0.02967-0.058896i,0.0015839-0.037766i,-0.0064081-0.017496i,-0.015641+0.006894i,-0.013987+0.021754i,-0.0087612+0.019037i,-0.0084211+0.0092044i,-0.01046+0.0013274i,-0.012235+0.00054567i,-0.013657+0.005796i,-0.014114+0.013129i,-0.0037114+0.01966i,0.021958+0.016077i,0.046364+0.0010384i,0.053787-0.0115i,0.048112-0.010681i,0.038047-0.0033995i
0.022063+0.079316i,0.014385+0.24042i,-0.057951+0.43633i,-0.16017+0.48692i,-0.18361+0.346i,-0.10817+0.18753i,-0.026247+0.10538i,-0.0025537+0.058102i,-0.0059883+0.030776i,-0.0033144+0.016283i,-0.0014286+0.0012319i,-0.0014583-0.005257i,0.0045714-0.0048671i,0.0098986-0.0050576i,0.0088126-0.0041806i,0.0057051-0.0054933i,0.003281-0.0074733i,-0.0026402-0.0021254i,-0.011834+0.020603i,-0.015467+0.052291i,-0.013054+0.060791i,-0.012224+0.040024i,-0.010692+0.017583i
-0.070144-0.012493i,-0.19389-0.086454i,-0.31116-0.21204i,-0.27216-0.27977i,-0.095974-0.22521i,0.016248-0.14923i,0.015144-0.10078i,-0.0012094-0.049842i,-0.0049438-0.02347i,-0.012121-0.021036i,-0.011351-0.01638i,-0.0034344-0.012655i,0.00019235-0.0098921i,0.00083711-0.006233i,0.0017079-0.0036867i,0.0014365-0.0010544i,-0.0015926-0.00098251i,-0.0093651-0.0075902i,-0.024359-0.023425i,-0.040719-0.039767i,-0.044147-0.040148i,-0.034617-0.027798i,-0.024392-0.016814i
0.04368-0.058763i,0.14906-0.14239i,0.28783-0.20683i,0.29341-0.17546i,0.12601-0.062283i,-0.0091936+0.049628i,-0.022832+0.077784i,-0.012086+0.03452i,-0.012686+0.0096693i,0.0027141+0.016267i,0.016357+0.016772i,0.015672+0.012075i,0.010208+0.00928i,0.0033445+0.0071871i,-0.0014873+0.0068119i,-0.00047872+0.0081489i,0.005239+0.0078868i,0.015881+0.002228i,0.032879-0.010396i,0.045017-0.023315i,0.042333-0.024396i,0.034757-0.011413i,0.027951+0.0022346i
0.028269+0.056862i,0.050094+0.19071i,0.051817+0.36367i,0.049819+0.4021i,0.071726+0.23748i,0.073448+0.04258i,0.04335-0.030939i,0.027811-0.021111i,0.018383-0.016568i,-0.0065392-0.020144i,-0.023372-0.011032i,-0.020742-0.0035114i,-0.01252-0.0041712i,-0.0057232-0.0085197i,-0.0051535-0.011678i,-0.0097317-0.011363i,-0.014167-0.008926i,-0.015734+0.0028838i,-0.0093315+0.029777i,0.0053327+0.053779i,0.016034+0.050684i,0.012077+0.026919i,0.004638+0.0079159i
-0.061965+0.0045843i,-0.17961-0.038147i,-0.32122-0.14546i,-0.36885-0.22597i,-0.29032-0.16565i,-0.17351-0.036461i,-0.088306+0.032337i,-0.042906+0.030939i,-0.015312+0.019079i,0.0065872+0.01296i,0.016821+0.0048502i,0.01314+0.0020612i,0.0068326+0.0067035i,0.0062976+0.0093162i,0.0085675+0.0049533i,0.010849-2.7252e-06i,0.013353-0.0011787i,0.0092823-0.0063766i,-0.013616-0.016841i,-0.044686-0.020742i,-0.0559-0.011773i,-0.044436-0.0018949i,-0.029776+0.001417i
0.022235-0.050543i,0.11043-0.12215i,0.25521-0.16767i,0.34202-0.11672i,0.28716-0.030861i,0.17206-0.010964i,0.083834-0.027682i,0.035124-0.019817i,0.016925-0.0079286i,0.0074849-0.0074181i,0.00021208-0.0039816i,0.0003465-8.5018e-05i,0.0022683-0.00039177i,0.0030698+0.00060067i,0.0036258+0.0021715i,-0.00016055+0.002841i,-0.0059298+0.0022875i,-0.0053769-0.0038123i,0.0073237-0.018216i,0.024428-0.035462i,0.030714-0.039353i,0.028383-0.02705i,0.024363-0.013262i
0.03541+0.040192i,0.062957+0.12956i,0.042883+0.24201i,-0.041239+0.24067i,-0.11318+0.10815i,-0.12587+0.014802i,-0.090332+0.0099994i,-0.042001+0.013398i,-0.021294+0.011243i,-0.016591+0.017466i,-0.0087058+0.017076i,-0.0034798+0.010418i,-0.0026867+0.0071921i,-0.0047178+0.0049566i,-0.0078046+0.0013494i,-0.0087896-0.0016772i,-0.0056535-0.0020038i,0.0027227+0.0063058i,0.016897+0.024833i,0.029053+0.039823i,0.025615+0.035822i,0.010209+0.021275i,-0.0011921+0.011206i
-0.041607+0.011153i,-0.13107-0.00080962i,-0.22211-0.040583i,-0.19283-0.056847i,-0.048766-0.011344i,0.057161+0.020759i,0.05452+0.0097474i,0.012974+0.005756i,0.0014794+0.0041941i,0.0051225-0.012549i,0.0015954-0.02083i,-0.00045042-0.016338i,0.0024504-0.011175i,0.0086254-0.0078955i,0.014105-0.0081206i,0.01564-0.010806i,0.013311-0.013106i,0.0005301-0.013328i,-0.026688-0.0077547i,-0.047481+0.0036927i,-0.042145+0.013315i,-0.024004+0.012742i,-0.01215+0.0067387i
0.0055477-0.040787i,0.050356-0.1096i,0.13294-0.18753i,0.1528-0.20859i,0.050536-0.16866i,-0.052487-0.10739i,-0.064803-0.055519i,-0.035731-0.031421i,-0.020162-0.014838i,-0.012091+0.0072303i,-0.0014643+0.016991i,0.001596+0.011795i,-0.0024663+0.0073617i,-0.0053075+0.0095956i,-0.0028265+0.013955i,0.00062262+0.016678i,0.0014872+0.019042i,0.0058543+0.01412i,0.012253-0.008055i,0.010856-0.034871i,0.0020446-0.043582i,-0.0023399-0.033411i,-0.0003951-0.020329i
