2.4199e-05-0.0006671i,0.00014922-0.001781i,-0.00013845-0.0021599i,-0.00037367-0.0020725i,-0.0013945-0.001756i,-0.0011055-0.00094054i,0.00025391-0.00027582i,0.00034257-0.0001489i,-3.9772e-05-0.00013134i,0.00026673-0.00013282i,0.00033096-0.00067967i,5.2272e-05-0.0011083i,-0.0001127-2.5226e-05i,-0.00018575+0.0007633i,-0.00010375+0.00064254i,-0.00046884+0.0010389i,-0.00077194+0.001201i,-0.00050544+0.00039969i,8.9983e-05-0.00064953i,0.00054519-0.0012186i,-0.00022271-0.0010421i,-0.00041465-0.00081679i,0.0003909-0.00059033i
0.15052-0.19036i,0.40136-0.12482i,0.51826+0.081012i,0.31964+0.12747i,-0.030472-0.0087791i,-0.21489-0.099048i,-0.17191-0.10259i,-0.094568-0.067925i,-0.06985-0.020473i,-0.062578+0.0020778i,-0.048436+0.0034424i,-0.020263+0.0050442i,0.0063308-0.0052799i,0.01004-0.031236i,-0.0022022-0.049835i,-0.011802-0.047619i,-0.0088009-0.030662i,0.0074188-0.0078513i,0.024353+0.0088049i,0.024067+0.0074663i,0.0097758-0.0012334i,0.004036-0.0015347i,0.0083798+0.00018918i
0.018373+0.024907i,-0.21861+0.14475i,-0.51889+0.21737i,-0.45189+0.18161i,-0.1015+0.08288i,0.10147+0.014124i,0.089831+0.035697i,0.040884+0.061797i,0.029175+0.036385i,0.032676-0.0015858i,0.028946-0.013453i,0.020384+0.0048478i,0.026635+0.029925i,0.047592+0.046437i,0.062269+0.050535i,0.053533+0.037906i,0.026529+0.015276i,-0.0038016-0.00077307i,-0.028176-0.00091868i,-0.038195+0.0049046i,-0.03872+0.0069754i,-0.035705+0.011335i,-0.022045+0.01698i
0.17597-0.0068214i,0.32147-0.2063i,0.41575-0.48569i,0.28985-0.50207i,0.034661-0.27661i,-0.11324-0.082006i,-0.12089-0.0094846i,-0.070079+0.008544i,-0.02891+0.02059i,-0.0090288+0.03037i,0.00075618+0.031763i,0.002279+0.024607i,-0.0086114+0.01244i,-0.032896+0.00053051i,-0.052446-0.0067754i,-0.044718-0.007593i,-0.014714-0.0052313i,0.011467-0.011108i,0.018864-0.029212i,0.014486-0.041223i,0.013585-0.037586i,0.015029-0.032617i,0.010643-0.029715i
-0.089233+0.21267i,-0.07932+0.38752i,0.03659+0.48704i,0.14703+0.419i,0.21392+0.26748i,0.24419+0.14371i,0.21924+0.060251i,0.15432+0.0047779i,0.090453-0.032784i,0.043849-0.040381i,0.017022-0.026565i,-0.0028804-0.018355i,-0.01392-0.011075i,-0.00085226-0.0054323i,0.019894-0.0086183i,0.02433-0.0099326i,0.0093083-0.0044218i,-0.0034474+0.0082205i,0.0026749+0.024643i,0.017927+0.032616i,0.026117+0.024699i,0.020408+0.0088216i,0.0067813+9.8978e-05i
-0.16311-0.14246i,-0.24769-0.22992i,-0.25485-0.22837i,-0.25464-0.16961i,-0.28756-0.078693i,-0.25016-0.0029778i,-0.14024-0.0014221i,-0.060547-0.0219i,-0.023912-0.0021089i,0.00033505+0.022624i,0.013537+0.018077i,0.016739-0.0042041i,0.0090704-0.02025i,-0.0081235-0.01463i,-0.019514+0.00627i,-0.016643+0.023061i,-0.0041615+0.025599i,0.0053269+0.016948i,0.0072236+0.0059728i,0.0051867+0.005128i,0.004425+0.013558i,0.0085941+0.017105i,0.010431+0.01065i
0.058147-0.081613i,0.029365-0.030929i,-0.046134+0.1137i,-0.0052675+0.13648i,0.11388-0.0147i,0.13193-0.12345i,0.068666-0.088441i,0.017968-0.026266i,-0.011631-0.011825i,-0.020901-0.015609i,-0.011381-0.012748i,0.00551-0.00025782i,0.023095+0.007699i,0.030086+0.00088652i,0.023706-0.0064042i,0.012712-0.0078762i,0.0028025-0.0065932i,-0.0071281+0.0064381i,-0.013433+0.02774i,-0.017146+0.031123i,-0.022393+0.017568i,-0.023916+0.012598i,-0.016042+0.016409i
0.11859-0.05058i,0.10987-0.20463i,-0.015223-0.35295i,-0.11981-0.27765i,-0.13038-0.072584i,-0.1202+0.040662i,-0.13136+0.053824i,-0.10995+0.050543i,-0.050393+0.051416i,0.0025075+0.04142i,0.025044+0.029655i,0.027583+0.026586i,0.023324+0.02649i,0.010951+0.023444i,-0.0062486+0.014949i,-0.01776+0.00518i,-0.012729-0.006856i,-0.0038364-0.033763i,-0.0089498-0.06618i,-0.018145-0.074835i,-0.021081-0.05925i,-0.019299-0.038882i,-0.014749-0.021415i
0.11716+0.20642i,0.32305+0.32317i,0.49998+0.30718i,0.44802+0.19123i,0.26754+0.093187i,0.16203+0.050047i,0.13219+0.023329i,0.09638+0.0055374i,0.042208-0.0062584i,-0.00035852-0.00075495i,-0.013558+0.018167i,-0.013419+0.02686i,-0.011848+0.022531i,-0.0042518+0.0038372i,0.0058575-0.022777i,0.00905-0.033028i,0.0073986-0.014879i,0.018969+0.015447i,0.044076+0.033582i,0.059762+0.034268i,0.059663+0.02166i,0.049969+0.0053934i,0.035548-0.0074415i
-0.27032+0.085897i,-0.45659+0.18231i,-0.49062+0.22539i,-0.36885+0.15977i,-0.23288+0.086682i,-0.13112+0.071714i,-0.041482+0.061835i,0.014364+0.030898i,0.036518+0.0057462i,0.034191-0.0021127i,0.01294-0.00023005i,-0.0094389+0.0018757i,-0.019623+0.0079434i,-0.010923+0.022438i,0.0094631+0.034778i,0.021449+0.032913i,0.013571+0.015711i,-0.012903+0.002019i,-0.043196+0.0074252i,-0.054597+0.021269i,-0.041137+0.027301i,-0.023704+0.020836i,-0.01769+0.010424i
-0.056797-0.24748i,-0.073779-0.42233i,-0.054554-0.41749i,0.015757-0.26641i,0.091465-0.15988i,0.096564-0.13025i,0.054342-0.099785i,0.016481-0.05894i,-0.016113-0.020993i,-0.027426+0.0070708i,-0.015354+0.0087607i,-0.002307-0.0066166i,0.00018214-0.014971i,-0.0087477-0.010255i,-0.017346+0.0035537i,-0.015085+0.016753i,-0.0055373+0.023052i,0.0086185+0.025011i,0.027547+0.01731i,0.037918+0.0012415i,0.026999-0.0063974i,0.012068-0.001479i,0.0095629+0.0053262i
0.18733-0.03564i,0.29079-0.029882i,0.2079-0.010681i,0.020957+0.008713i,-0.080504+0.019485i,-0.098127+0.011835i,-0.10619+0.00054267i,-0.097131-0.0036003i,-0.058507-0.0081999i,-0.019369-0.01366i,0.005853-0.010644i,0.018856-0.0030227i,0.01838+0.00067236i,0.0068096-0.0018819i,-0.0097824-0.0044211i,-0.019007-0.0041786i,-0.017142-0.0096388i,-0.022754-0.018583i,-0.041455-0.015321i,-0.050312-0.0027984i,-0.041229-0.00071716i,-0.030539-0.0056017i,-0.0244-0.0055821i
0.050061+0.15013i,0.090906+0.24761i,0.11615+0.19103i,0.1093+0.064822i,0.086395+0.02462i,0.073855+0.029433i,0.061247+0.015451i,0.041642+0.007674i,0.02696+0.014498i,0.020654+0.023654i,0.019689+0.030058i,0.018964+0.028478i,0.015406+0.017117i,0.0098202-0.0013725i,0.0025454-0.020785i,-0.0051207-0.026055i,0.0010743-0.013i,0.032029-0.0083933i,0.066413-0.027465i,0.072514-0.043747i,0.057106-0.036173i,0.041972-0.019698i,0.0296-0.0088588i
-0.13482+0.066328i,-0.22427+0.14193i,-0.17462+0.16951i,-0.077171+0.12226i,-0.075542+0.066611i,-0.093987+0.067457i,-0.05247+0.086097i,-0.0053547+0.066804i,0.0084287+0.028901i,-0.0035796+0.0088486i,-0.022095+0.015779i,-0.027153+0.03069i,-0.018303+0.035651i,-0.00026852+0.031524i,0.019937+0.018812i,0.02546+0.0016492i,0.0075913-0.0065242i,-0.024545+0.011064i,-0.05065+0.048633i,-0.054957+0.070264i,-0.043009+0.06405i,-0.025885+0.044856i,-0.012243+0.022135i
-0.068083-0.15722i,-0.15598-0.27271i,-0.17861-0.2312i,-0.072422-0.07908i,0.079589-0.015383i,0.13421-0.045797i,0.099552-0.059603i,0.059607-0.041796i,0.026391-0.016577i,0.0016899+0.0034387i,-0.014085+0.0053781i,-0.025499-0.0024938i,-0.027089-0.0021965i,-0.020386+0.0079706i,-0.0071251+0.020518i,0.0077195+0.024514i,0.015023+0.01544i,0.013086-0.0090843i,0.0044653-0.0411i,-0.00098022-0.053801i,-0.00039249-0.045637i,-0.0026007-0.034345i,-0.0068984-0.022332i
0.16065-0.046395i,0.28494-0.13034i,0.23886-0.19157i,0.01985-0.17039i,-0.14296-0.079286i,-0.14927-0.014328i,-0.10583-0.005386i,-0.079657-0.0080696i,-0.062436-0.0074828i,-0.044828-0.005196i,-0.021766-0.0056582i,-0.0022723-0.010383i,0.00012936-0.011721i,-0.010086-0.007585i,-0.019286+0.0013657i,-0.021687+0.0105i,-0.020322+0.015397i,-0.013523+0.023798i,0.0040849+0.037769i,0.016343+0.039869i,0.013913+0.024972i,0.0084468+0.012507i,0.0063855+0.0081469i
0.014249+0.15695i,0.053997+0.30604i,0.10889+0.31239i,0.16282+0.13925i,0.1734-0.026167i,0.13309-0.079987i,0.072646-0.071828i,0.033794-0.051278i,0.027752-0.034735i,0.031841-0.024214i,0.031532-0.015985i,0.024996-0.010457i,0.012757-0.01254i,-0.0035339-0.019685i,-0.01702-0.021479i,-0.018166-0.015848i,-0.0053953-0.01281i,0.006991-0.022824i,0.0057892-0.036667i,0.0016888-0.036708i,0.0057711-0.024691i,0.0090634-0.015602i,0.0049381-0.013171i
-0.1377-0.026881i,-0.27648-0.019997i,-0.30763+0.0099688i,-0.23088+0.068941i,-0.18314+0.13447i,-0.15269+0.17137i,-0.090157+0.15071i,-0.036612+0.097846i,-0.010757+0.05528i,-0.0024823+0.031514i,-0.0034286+0.023269i,0.00088105+0.022768i,0.010369+0.018912i,0.018481+0.008589i,0.019175-0.0068417i,0.008518-0.015556i,-0.0025699-0.0065027i,0.00096882+0.014715i,0.016241+0.033123i,0.020548+0.037265i,0.0088829+0.032662i,1.3522e-05+0.029526i,0.00072337+0.02717i
0.059034-0.11223i,0.066543-0.20527i,0.076735-0.16634i,0.11787-0.063241i,0.15369-0.07472i,0.12351-0.12754i,0.06813-0.11099i,0.037464-0.069732i,0.012174-0.044323i,-0.0091903-0.023801i,-0.021513-0.0060768i,-0.028059+0.0065471i,-0.023921+0.012903i,-0.010065+0.015627i,0.0080235+0.013462i,0.021491+0.0036497i,0.018912-0.0082132i,-0.0086651-0.018807i,-0.049219-0.024531i,-0.068083-0.021692i,-0.054248-0.014492i,-0.031208-0.012702i,-0.017092-0.017668i
0.10199+0.064576i,0.15188+0.015045i,0.03668-0.047628i,-0.15291-0.016896i,-0.18796+0.090042i,-0.092091+0.13332i,-0.023129+0.097359i,-0.0069386+0.063206i,-0.0058057+0.044857i,-0.011083+0.031285i,-0.013296+0.018438i,-0.0094175+0.0058779i,-0.0056826+9.2327e-05i,-0.0039866+0.0017411i,-0.0011434+0.0094953i,0.0015689+0.017929i,0.0037793+0.021046i,0.017438+0.015122i,0.044528+0.0028041i,0.058998-0.0078576i,0.04711-0.014856i,0.026345-0.015356i,0.011351-0.0089752i
-0.051868+0.12036i,0.049042+0.1711i,0.1998+0.0651i,0.25885-0.14922i,0.18033-0.27124i,0.069032-0.24191i,0.0065313-0.1603i,-0.014958-0.093873i,-0.015241-0.052592i,-0.00841-0.033691i,-0.001488-0.025419i,0.0023833-0.016589i,-0.0015358-0.0091665i,-0.011979-0.0050095i,-0.019388-0.00075159i,-0.016981+0.00015652i,-0.012177-0.0027908i,-0.013714+0.0011045i,-0.019396+0.014627i,-0.018474+0.024423i,-0.008282+0.021536i,-0.00012418+0.014596i,0.0054419+0.009088i
-0.16339-0.048987i,-0.26445+0.054378i,-0.26948+0.21956i,-0.1712+0.32885i,-0.069547+0.32942i,-0.016666+0.25885i,0.0080771+0.16556i,0.018942+0.086061i,0.028592+0.036376i,0.033307+0.010702i,0.027836-3.7469e-05i,0.019528-0.005294i,0.013433-0.0102i,0.008887-0.016312i,-0.00011757-0.019977i,-0.0092524-0.01444i,-0.0085856-0.0048938i,0.0023031-0.0031595i,0.015441-0.0103i,0.017733-0.013953i,0.011117-0.0074286i,0.0060019-0.0014376i,0.00068985+0.00092474i
0.064039-0.19283i,0.024355-0.30983i,-0.044096-0.3363i,-0.074686-0.28208i,-0.080224-0.23163i,-0.092507-0.18349i,-0.077208-0.11943i,-0.045817-0.072259i,-0.032564-0.042054i,-0.024399-0.019232i,-0.014219-0.0068292i,-0.0083666+0.0030803i,-0.0034176+0.010512i,0.0033795+0.012071i,0.010013+0.0048586i,0.011231-0.0079403i,0.0041957-0.013092i,-0.0097853-0.0077897i,-0.025822+0.0030536i,-0.031845+0.0095221i,-0.02692+0.0072001i,-0.018986+0.0048612i,-0.011874+0.0036827i
0.18899+0.082847i,0.27226+0.091715i,0.21761+0.092136i,0.098142+0.13979i,0.07929+0.18625i,0.1179+0.1537i,0.10538+0.094612i,0.068425+0.058246i,0.041184+0.030363i,0.018515+0.017088i,0.00648+0.01786i,0.00030349+0.014398i,-0.0049064+0.0058882i,-0.0062104+0.00060361i,-0.00011021+0.0025234i,0.010228+0.0090627i,0.015819+0.010268i,0.016528-0.0034597i,0.013239-0.02421i,0.0080276-0.028706i,0.0064181-0.018809i,0.0078724-0.013933i,0.0078534-0.014806i
-0.078624+0.17087i,-0.066327+0.19782i,-0.016586+0.036231i,-0.017119-0.18426i,-0.075108-0.24021i,-0.1064-0.15813i,-0.09249-0.079107i,-0.067903-0.030688i,-0.045582+0.0022038i,-0.031092+0.010613i,-0.024148+0.0069331i,-0.015383+0.006918i,-0.0037708+0.0094033i,0.0056901+0.010607i,0.0074748+0.010057i,0.0035346+0.0072557i,0.001+0.0062976i,0.0075143+0.014938i,0.021558+0.029018i,0.028826+0.029909i,0.021975+0.017233i,0.010218+0.008585i,0.004315+0.0068794i
-0.17474-0.047052i,-0.19235+0.026004i,-0.054147+0.16315i,0.11993+0.24747i,0.1781+0.21209i,0.14614+0.11904i,0.10293+0.050224i,0.068872+0.012973i,0.044552-0.010171i,0.030266-0.019666i,0.021085-0.019219i,0.01032-0.016056i,-0.0010866-0.011525i,-0.0090424-0.0066837i,-0.013241-0.0025989i,-0.011204-0.0002205i,-0.0085984+0.00059603i,-0.012912+0.00012304i,-0.02167-0.0015533i,-0.024843-0.0010426i,-0.018956+0.0036794i,-0.0091428+0.0080283i,-0.00053246+0.0097637i
0.0020911-0.1999i,-0.10002-0.24679i,-0.24046-0.1943i,-0.31444-0.1243i,-0.28977-0.083542i,-0.21628-0.045849i,-0.13662-0.018483i,-0.072787-0.012734i,-0.03279-0.0058478i,-0.010398+0.0031961i,-0.001359+0.0040475i,0.0029963-0.00055309i,0.0067979-0.0069765i,0.0084961-0.010134i,0.0057336-0.011917i,-0.0017929-0.014081i,-0.0074176-0.013962i,-0.0058321-0.012469i,0.00062322-0.011197i,0.0049373-0.011866i,0.0049912-0.013645i,0.0014329-0.014613i,-0.0043891-0.013876i
0.22441-0.021634i,0.29899-0.086599i,0.28325-0.12801i,0.23928-0.087737i,0.21085-0.025805i,0.17046-0.014504i,0.11011-0.018868i,0.059411-0.015155i,0.022956-0.014863i,0.0065929-0.0085376i,0.0076873-0.00012771i,0.0059508+0.00284i,-0.00017849+0.0048346i,-0.0053854+0.0065853i,-0.0042836+0.0064404i,0.0036166+0.0056937i,0.0086467+0.0038366i,0.0055971-0.00132i,-0.0019876-0.0066448i,-0.0058724-0.0049952i,-0.003547+0.0025027i,0.00090184+0.0077201i,0.0047129+0.0080582i
0.032928+0.22769i,0.051257+0.29416i,0.026626+0.22479i,-0.053283+0.092541i,-0.11434+0.030529i,-0.10498+0.038751i,-0.076446+0.043184i,-0.052404+0.038577i,-0.026435+0.034568i,-0.014722+0.026153i,-0.014371+0.021378i,-0.0084919+0.017721i,0.0013101+0.01021i,0.0084813+0.00052207i,0.010356-0.0042382i,0.0071456-0.0011235i,0.0060044+0.0026858i,0.012419+0.005258i,0.020011+0.0072723i,0.019957+0.0082336i,0.013405+0.0056778i,0.0074686-0.0014083i,0.0029681-0.0072444i
-0.20567+0.049935i,-0.24262+0.053212i,-0.11925+0.041479i,0.066236+0.014308i,0.13949-0.021367i,0.10816-0.045326i,0.071101-0.047163i,0.046067-0.033339i,0.021922-0.021117i,0.0066103-0.017481i,0.0003304-0.016099i,-0.0032405-0.0079841i,-0.0035432+0.0048334i,-0.0013195+0.014415i,0.0012926+0.016537i,0.0037164+0.011385i,0.0035953+0.0078735i,-0.00066277+0.013346i,-0.0077428+0.019818i,-0.011347+0.017423i,-0.010414+0.011496i,-0.007606+0.011784i,-0.0024801+0.014638i
-0.068249-0.17418i,-0.097611-0.19954i,-0.13683-0.093016i,-0.18025+0.035316i,-0.17995+0.072923i,-0.12657+0.062456i,-0.066911+0.04931i,-0.024255+0.030783i,0.002988+0.013825i,0.012203+0.0088892i,0.010059+0.0097694i,0.0060734+0.0029214i,0.0011461-0.0096333i,-0.0053651-0.014868i,-0.0095845-0.012783i,-0.01023-0.0086231i,-0.0107-0.0073696i,-0.014169-0.010169i,-0.016974-0.013869i,-0.01437-0.017648i,-0.0098601-0.017785i,-0.0071793-0.013394i,-0.0056251-0.0089901i
0.1435-0.1034i,0.17357-0.15671i,0.1156-0.187i,0.069955-0.17999i,0.073144-0.13917i,0.058803-0.096642i,0.028433-0.067531i,0.0072884-0.04547i,-0.0080595-0.025692i,-0.010714-0.010679i,-0.0040456-0.0058592i,0.0010832-0.0039423i,0.0051862+0.0014577i,0.0059657+0.0051344i,0.0042699+0.0054582i,0.0035764+0.0041935i,0.0051679+0.0010188i,0.0088895-0.0049083i,0.012601-0.0083931i,0.016474-0.0057857i,0.017679-0.0041812i,0.01416-0.0058126i,0.0094427-0.0066708i
0.12623+0.13664i,0.18773+0.18087i,0.17559+0.14882i,0.089721+0.11083i,0.0094176+0.10413i,-0.014157+0.092501i,-0.015095+0.067286i,-0.014706+0.040817i,-0.0092308+0.01804i,-0.0039812+0.0073222i,0.0012836+0.0069967i,0.00247+0.0064016i,-0.0016912+0.003232i,-0.0063489-0.0021891i,-0.0081715-0.0052418i,-0.007758-0.0030116i,-0.0062669+0.00024976i,-0.0032351+0.0026157i,-0.00054647+0.0061656i,-0.00042708+0.012933i,-0.0011201+0.017652i,-0.0021573+0.015721i,-0.0037518+0.010804i
-0.1339+0.13559i,-0.18745+0.18221i,-0.14969+0.13997i,-0.057145+0.035059i,0.0051487-0.043122i,0.015951-0.059742i,0.011419-0.046803i,0.0077674-0.025917i,0.0031582-0.0085962i,-0.0026061-0.0047624i,-0.0070889-0.0051335i,-0.0051775+0.00093604i,0.0031429+0.0071184i,0.013402+0.0067622i,0.018374+0.0039175i,0.015544+0.0016172i,0.012028+0.0014513i,0.0098494+0.0046045i,0.0049173+0.0066887i,-0.0021764+0.0053987i,-0.0048027+0.0028241i,-0.00065425-0.00093333i,0.0043953-0.0053041i
-0.13186-0.12058i,-0.15957-0.17176i,-0.12117-0.13102i,-0.072842-0.026635i,-0.047671+0.042948i,-0.025118+0.051891i,-0.00078627+0.04295i,0.015391+0.02892i,0.020954+0.012736i,0.017278+0.0059629i,0.011197+0.0068169i,0.0040197+0.0059246i,-0.0039353+0.0035246i,-0.0094261+0.0041778i,-0.009552+0.0056303i,-0.0057569+0.0055802i,-0.0042869+0.006257i,-0.0075612+0.0081914i,-0.010847+0.0056834i,-0.010331-0.0020035i,-0.0097135-0.0047067i,-0.0114+0.0025223i,-0.011436+0.01026i
0.082418-0.12467i,0.12136-0.13636i,0.089766-0.098062i,0.025258-0.079056i,-0.0044575-0.081586i,-0.012392-0.070362i,-0.017392-0.049415i,-0.01539-0.029114i,-0.011632-0.0095846i,-0.0099545+0.0032515i,-0.0088282+0.0066366i,-0.003989+0.0037194i,0.003075-0.0013472i,0.0058971-0.0047825i,0.0053828-0.0036643i,0.0053606-0.00048099i,0.0065568-0.0017073i,0.0060704-0.0091646i,0.005299-0.016571i,0.006473-0.018114i,0.0082977-0.017229i,0.0087979-0.017649i,0.0072067-0.017289i
0.1257+0.04312i,0.14234+0.068191i,0.096996+0.045246i,0.049647+0.02658i,0.027542+0.048627i,0.018868+0.056685i,0.0096959+0.038361i,-0.0028351+0.016223i,-0.011023+0.0010787i,-0.0067733-0.0040957i,0.0028913-0.0055405i,0.0038049-0.0047045i,-0.0019068+0.0010426i,-0.0067804+0.0059813i,-0.0098612+0.0068136i,-0.011339+0.0063044i,-0.0092327+0.0063633i,-0.002428+0.0077132i,0.0081276+0.010958i,0.015743+0.015323i,0.015263+0.016889i,0.0081053+0.014163i,0.0018969+0.010104i
-0.02642+0.13494i,-0.046898+0.17794i,-0.023414+0.14097i,0.0047182+0.058448i,-0.0032029-0.005535i,-0.015891-0.028005i,-0.018119-0.02514i,-0.013863-0.014056i,-0.007222-0.0044823i,-0.0042434+5.5306e-05i,-0.0039911+0.0028339i,-0.0020466+0.0028572i,0.00054756-0.0019051i,0.0035407-0.0093471i,0.0056232-0.014094i,0.0036532-0.014135i,-0.00030083-0.013069i,-0.0053655-0.0095129i,-0.013496-0.0021363i,-0.019686+0.0057362i,-0.017139+0.0090506i,-0.0092148+0.0042611i,-0.0033586-0.0020057i
-0.13281-0.022545i,-0.19329-0.055312i,-0.17239-0.051815i,-0.095015-0.012455i,-0.026547+0.018457i,0.011484+0.026732i,0.024446+0.024037i,0.024456+0.017392i,0.01906+0.0083396i,0.010614+0.0011794i,0.0036336-0.00019129i,0.0013373+0.0032561i,0.0026308+0.0078061i,0.0050495+0.011645i,0.005616+0.011172i,0.0037552+0.0076053i,0.0029107+0.0074115i,0.0046015+0.007337i,0.0067547+0.00096284i,0.0055358-0.0073266i,0.0024306-0.0084077i,0.0023058-0.0025038i,0.0036898+0.0020222i
0.020708-0.11551i,0.066272-0.16268i,0.088123-0.13588i,0.053894-0.085375i,0.0022611-0.059343i,-0.025758-0.043072i,-0.028306-0.025497i,-0.013448-0.0099548i,0.00028457-0.00057448i,0.0032219+0.0043952i,0.0012428+0.0080485i,-0.00020902+0.0078749i,-0.0019256+0.0034122i,-0.005163+0.00049503i,-0.004972+0.00033011i,-0.00015357-0.00012369i,0.0025733-0.00031498i,0.0004709+0.00034766i,-0.0037886+0.0006984i,-0.0052683-0.00043104i,-0.0050526-0.0029329i,-0.0071522-0.0033884i,-0.0076804-0.0021349i
0.098195+0.0073861i,0.11122+0.04673i,0.05684+0.074187i,0.0094106+0.062313i,0.011107+0.0401i,0.024416+0.023714i,0.020082+0.0096656i,0.0032581+0.0014749i,-0.0079399-0.0011535i,-0.0066566-0.0018542i,-0.002216-0.0032329i,-0.00094206-0.0021088i,0.00059399+0.0025305i,0.0014893+0.0057685i,-0.00055314+0.0076491i,-0.0013221+0.010469i,0.0021089+0.011247i,0.0084358+0.0066341i,0.014108-0.00074162i,0.015606-0.0057695i,0.014172-0.0057078i,0.012519-0.004622i,0.0092865-0.0053475i
0.01003+0.082669i,-0.003336+0.084266i,-0.0077901+0.027919i,0.00050041-0.018864i,-0.010242-0.019846i,-0.02717-0.0068872i,-0.032236-0.0062915i,-0.027496-0.0069961i,-0.019853-0.003156i,-0.010406+0.0026513i,-0.0019247+0.0064918i,-0.00036732+0.0042114i,-0.0046103-8.9562e-05i,-0.008439-0.0049801i,-0.0089457-0.0083819i,-0.0080244-0.0096366i,-0.0083135-0.0088968i,-0.010953-0.0013631i,-0.012436+0.013269i,-0.0096823+0.023778i,-0.0065304+0.023118i,-0.0058188+0.015721i,-0.0055977+0.0081338i
-0.076972+0.036097i,-0.096805+0.036508i,-0.067823+0.048404i,-0.022406+0.060008i,0.010487+0.038573i,0.028786+0.010302i,0.030457-0.00048779i,0.020112+0.00016292i,0.0092472+0.00045703i,0.00042007-0.0021547i,-0.0061884-0.0030954i,-0.005461-0.0021744i,0.00043868-0.0032864i,0.0056886-0.0047214i,0.008081-0.003629i,0.0067926-0.001058i,0.0044093-0.0019163i,0.0013899-0.0075102i,-0.0051343-0.014499i,-0.010321-0.01622i,-0.007705-0.011801i,-0.00035785-0.0075712i,0.0052344-0.0042646i
-0.039476-0.072002i,-0.029394-0.11748i,-0.022639-0.12294i,-0.028895-0.091553i,-0.030274-0.048608i,-0.027529-0.013428i,-0.020327+0.002342i,-0.0053098+0.0039469i,0.0081196+0.00065734i,0.011475-0.001159i,0.010206+0.00024479i,0.0098509+0.0038467i,0.0075169+0.0064362i,0.0011516+0.0067822i,-0.0047377+0.004581i,-0.0056933+0.00021101i,-0.0033456-0.0011193i,0.00035291+0.0021877i,0.0061156+0.005343i,0.0096482+0.0050867i,0.0067122+0.0035291i,0.00064142+0.0039646i,-0.0030592+0.0039325i
0.058973-0.028262i,0.10474-0.00051628i,0.10342+0.038284i,0.066485+0.047184i,0.036925+0.024021i,0.024399-0.004564i,0.019022-0.015365i,0.010858-0.0099048i,0.0047837-0.0024023i,0.0019078+0.0023116i,-0.00066763+0.0049362i,-0.0019867+0.0073291i,0.00014478+0.0076205i,0.002704+0.0042485i,0.0034238+0.0028055i,0.0051312+0.0058654i,0.0073732+0.0064132i,0.0060072+0.0011585i,-0.00011876-0.0060052i,-0.0053709-0.0098303i,-0.0062908-0.0093056i,-0.0045813-0.0078978i,-0.0038098-0.0064425i
0.019969+0.043514i,-0.0065+0.061745i,-0.049953+0.029153i,-0.062969-0.012738i,-0.044441-0.010646i,-0.027074+0.0094506i,-0.022363+0.012985i,-0.024428+0.004671i,-0.022379+0.0016933i,-0.013235+0.0043942i,-0.0047852+0.0041628i,-0.0041977+0.0020047i,-0.0072194+0.0033717i,-0.0088217+0.0041131i,-0.008728+0.0018472i,-0.0085385+0.0012608i,-0.0073872+0.0041576i,-0.0030954+0.0091059i,0.0052938+0.012735i,0.012773+0.012647i,0.012229+0.0099878i,0.0083266+0.0069462i,0.0056295+0.0025456i
-0.025336+0.024307i,-0.022783+0.019214i,0.018227+0.0057088i,0.051229+0.0061382i,0.03857+0.0038517i,0.016856-0.011574i,0.0093429-0.020056i,0.0029071-0.015415i,-0.004055-0.0074423i,-0.0080543-0.0025836i,-0.0088193-0.0013817i,-0.0085755-0.0031233i,-0.0073123-0.0058494i,-0.0040939-0.008546i,0.001248-0.0087138i,0.0045612-0.0060734i,0.0023849-0.0049859i,-0.006036-0.0052263i,-0.016565-0.0031219i,-0.020026+0.0013544i,-0.01528+0.0032614i,-0.0094638+0.0021588i,-0.0045438+0.001794i
-0.033138-0.017481i,-0.046344-0.0217i,-0.056183-0.0096829i,-0.062869-0.0014713i,-0.042251+0.0012198i,-0.011057+0.01048i,0.0031633+0.017552i,0.0064482+0.012465i,0.0094484+0.0031053i,0.0095093-0.0045648i,0.0080885-0.0078381i,0.0092542-0.0056323i,0.010529-0.002008i,0.0084287+0.00053609i,0.0030639+0.0029367i,-0.0023187+0.0023569i,-0.0026484-0.0010635i,0.0036345-0.0044649i,0.011496-0.0079525i,0.013837-0.0093365i,0.011493-0.0071499i,0.009048-0.0044738i,0.0064234-0.0017357i
0.022827-0.034861i,0.047716-0.043003i,0.064972-0.045122i,0.060455-0.042438i,0.032223-0.028961i,0.0047458-0.020394i,-0.00097817-0.015803i,0.0065106-0.0087916i,0.012546-0.0021609i,0.010523+0.0021388i,0.0054261+0.0064033i,0.0036353+0.010691i,0.0044823+0.010874i,0.0042484+0.0059593i,0.0026046+9.8721e-06i,0.0015838-0.0033161i,0.0011901-0.0038011i,-5.6442e-05-0.0018696i,-0.0036935+0.0015388i,-0.0077025+0.0044156i,-0.0084328+0.0054705i,-0.0073464+0.0038284i,-0.0072071+0.00098708i
