-0.00077314-0.00040337i,-0.0011314-0.00049443i,-0.0015845-0.00098167i,-0.0012622-0.00058318i,-0.00057449+0.00057053i,9.3507e-05+0.0010211i,0.00068839+0.0017017i,0.0015297+0.0021512i,0.00097494+0.0014351i,-9.4399e-05-0.00011258i,-0.00073184-0.0011019i,-0.0011376-0.00082137i,-0.00015343-0.00071363i,0.00058991-0.00024621i,-0.00020778+2.6263e-05i,-0.0004394+8.8017e-05i,-0.00010555-0.00022482i,0.00011051-0.00033035i,0.00022735+0.00047751i,0.00016263+0.0011438i,0.00069257+0.0010492i,0.00065784+0.00048917i,-0.00027152+0.00021941i
0.00085531-0.007855i,0.0023273-0.0057926i,0.0022657-0.0020431i,-0.0016527+0.00078546i,-0.0053788-0.00029386i,-0.0057725-0.00033413i,-0.0048127+0.0036409i,-0.0050269+0.0082264i,-0.0039422+0.0076907i,-0.0023524+0.0035448i,-0.0013548+0.0025594i,0.00069561+0.003043i,0.0020038+0.0011384i,0.00061728-0.0010589i,-0.0012233-0.0013918i,-0.0022119-0.00080387i,-0.0020528-0.00053791i,-0.0013898+0.00045248i,-0.0014603+0.00078453i,-0.0016954-0.00040024i,-0.0021237-0.0013361i,-0.0026175-0.0013394i,-0.0029219-0.00038682i
0.0043936+0.0016015i,0.0040233+0.0020713i,0.0012946-0.00082714i,0.00053115-0.0013719i,0.0031773+0.00096629i,0.0052275+0.0017279i,0.0049394+0.0014139i,0.0040754+0.0025726i,0.0043518+0.0021286i,0.0041659-0.0011219i,0.0016831-0.0031689i,-0.0005177-0.003132i,-0.0022444-0.0025643i,-0.004231-0.0012652i,-0.0042277+0.00052153i,-0.0032461+0.0013265i,-0.0015086+0.0016109i,0.0010415+0.001217i,0.0022699-0.00029415i,0.0013781-0.00098866i,-0.0003621-0.00077478i,-0.00070223-0.00022343i,0.00017552-0.00024679i
-0.00026184-0.0016003i,-0.00078672-0.0047058i,0.0001016-0.0070525i,0.0023594-0.0060929i,0.0060852-0.0028805i,0.0085792+0.00069683i,0.0090546-0.00034271i,0.0073242-0.0040728i,0.0043713-0.0052667i,0.0017439-0.0046315i,-0.00046807-0.0043274i,-0.0028512-0.0038384i,-0.0047814-0.0014081i,-0.0034544+0.0026508i,0.00049732+0.0045742i,0.0031717+0.0031i,0.003656+0.00097361i,0.0036899+0.00028704i,0.0035344-1.3176e-05i,0.0029203-0.00057015i,0.0023087-0.00020728i,0.0015418+0.00050862i,0.0010197-6.4781e-05i
0.0029945-0.00067279i,0.0025448-0.0018596i,0.00091187-0.0040946i,-0.0013368-0.0038144i,-0.0021629-0.0016779i,-0.00034579+0.0001802i,0.0015246-0.0010369i,0.0015737-0.0049447i,-0.00023319-0.0060095i,-0.0024149-0.0024768i,-0.0025241+0.00045118i,-0.0017049+0.0018461i,-1.1992e-06+0.0038764i,0.0023652+0.0044538i,0.0037575+0.0015899i,0.0030479-0.00058124i,0.0012479-0.0015193i,0.00081395-0.0022522i,0.0013349-0.0011419i,0.0020006+3.0234e-05i,0.0021896+0.00070694i,0.0017159+0.0015528i,0.001523+0.0013521i
-0.00032896-0.0050447i,0.0016525-0.0033276i,0.0026076-0.00064424i,-0.0002653+0.0017362i,-0.0046304+0.0024123i,-0.0057332+0.0024414i,-0.0034504+0.0022073i,-0.0027722+0.0004106i,-0.0034675+0.00095749i,-0.0028054+0.0045051i,0.00044131+0.006582i,0.0032666+0.0058582i,0.0041203+0.0037594i,0.0039234+0.00052085i,0.0016054-0.0013192i,-0.0012991-0.0011846i,-0.0027007-0.0011909i,-0.0037322-0.0013126i,-0.0041951-0.00017207i,-0.0023392+0.00097993i,-0.00078699+0.00042622i,-0.00084192+0.00024133i,-0.00094882+0.0012779i
0.0051908+0.0020097i,0.0052513+0.0024784i,0.004193+0.0020878i,0.0036532+0.0018642i,0.0025756+0.00017013i,-8.8882e-05-0.002394i,-0.0027272+0.00026923i,-0.0024018+0.0066804i,-0.00064807+0.0076025i,0.00010164+0.0035833i,0.0012047+0.001084i,0.0028376+0.00058029i,0.0028486-0.00083859i,0.00010549-0.0020319i,-0.0033648-0.0010548i,-0.0045158+0.00056723i,-0.0033928+0.0009248i,-0.0022821+0.00076319i,-0.0015215+0.0007595i,-0.0016162+0.00099607i,-0.0018275+0.0005549i,-0.0019382+0.00014782i,-0.0023213+0.00074956i
-0.0021254+0.0037396i,-0.0027661+0.0020781i,-0.0011912-0.00087072i,-0.00041736-0.0012061i,0.00028762-0.00085286i,0.0008212+0.00033292i,0.0011759+0.0035694i,0.0032808+0.0064729i,0.0062576+0.0056834i,0.0061562-0.00046149i,0.0019326-0.0043889i,-0.0022503-0.0042625i,-0.0040188-0.0042616i,-0.0039036-0.0027327i,-0.0024366+0.00030961i,0.00016608+0.0018788i,0.0025033+0.0024659i,0.0038453+0.0018739i,0.003572+0.00043374i,0.0022483-0.00046154i,0.0013948-0.00043119i,0.00068718-0.00094682i,-3.5773e-06-0.0023486i
-0.0010729-0.005729i,-0.0013676-0.0056789i,-0.0018438-0.0046115i,-0.0013983-0.00054243i,0.0020738+0.0061866i,0.0060577+0.01017i,0.0072383+0.0055561i,0.0053155-0.0021888i,0.0023121-0.0056294i,0.00065545-0.0060136i,-0.00063639-0.0051267i,-0.0027139-0.0037453i,-0.003693-0.0019958i,-0.0012519+5.92e-05i,0.0032407+0.00047201i,0.0050217-0.00044554i,0.0040217-0.0006888i,0.0031845-0.00040793i,0.0027016-0.0017917i,0.0024877-0.0033979i,0.0023201-0.0032384i,0.0021663-0.0021206i,0.0014184-0.001319i
0.0019576-0.0046041i,0.0027151-0.0026995i,2.147e-05-0.0019802i,-0.0011617-0.001161i,4.1376e-05+0.00033192i,0.00077718+0.0011517i,0.00013492-0.00090113i,-0.00366-0.0050182i,-0.0070549-0.0052741i,-0.0057769-0.00085174i,-0.0020498+0.0024167i,0.00017572+0.0028326i,0.001646+0.0029057i,0.0030805+0.0019586i,0.0029622-0.00035989i,0.001808-0.0016628i,-0.00024852-0.0018964i,-0.0019016-0.0017629i,-0.0018313-0.0013476i,-0.00056332-0.0014012i,0.00017577-0.0013298i,0.00044437+0.00023431i,0.00102+0.0018216i
0.0017511+0.0016992i,0.0008192+0.0011358i,-0.00041628-0.0004536i,-0.0046773-0.0011225i,-0.0090008-0.0025653i,-0.0086112-0.0046938i,-0.0067783-0.0040009i,-0.0069133-0.00097166i,-0.0075804+0.0025126i,-0.0055245+0.0050359i,-0.0012185+0.0057686i,0.0029344+0.0055171i,0.0047639+0.0051587i,0.0027964+0.0034201i,-0.00098409+0.0022331i,-0.002471+0.0022023i,-0.0022886+0.00082645i,-0.0028328-0.00029005i,-0.0032472+0.00045751i,-0.0015698+0.0014011i,-0.00029188+0.00082429i,-0.00079453+0.00063512i,-0.00011059+0.0014959i
0.00091569+0.0008182i,0.0012117+0.0012773i,0.0022808+0.003147i,0.0044736+0.0030736i,0.0031907+9.2205e-05i,-1.5328e-05-0.0027986i,-0.00056178-0.00169i,0.00055596+0.0038449i,0.0020655+0.0061944i,0.001225+0.0033918i,0.00013811+0.00086378i,0.00096073-0.0003326i,0.000204-0.00083873i,-0.0019966+0.00052475i,-0.0036054+0.0023533i,-0.002193+0.0034768i,0.00040406+0.0027369i,0.0017495+0.0020473i,0.0015863+0.0022982i,0.00097766+0.0022599i,0.00044791+0.0022157i,-0.0012852+0.00065519i,-0.0018848-0.0014505i
0.0020202+0.00063003i,0.0017331-0.0022744i,0.0012566-0.0070842i,0.0038463-0.0087627i,0.0071326-0.0061101i,0.0084294-0.0030514i,0.0087395-0.00054942i,0.0097131+0.0021266i,0.0098778+0.0022435i,0.0063973-0.00060167i,0.00037046-0.0035767i,-0.0039356-0.0044701i,-0.0049978-0.0037421i,-0.0036004-0.0020152i,-0.00083047-0.00020271i,0.0012504+0.00018983i,0.0029246+0.00044171i,0.0038589+0.00041362i,0.0036402-9.5754e-05i,0.002591+0.00037242i,0.0025338+0.0010609i,0.001387-2.8478e-05i,-0.0008503-0.001477i
-0.0054844-0.00088522i,-0.0077555-0.0020984i,-0.0069746-0.0030108i,-0.0046525-0.0015445i,-0.0020716+0.0027422i,0.0020088+0.0078306i,0.0056976+0.0070866i,0.007044+0.00010427i,0.0060929-0.0053823i,0.0041501-0.0065068i,0.0025155-0.0054144i,0.00045438-0.0041878i,-0.00086775-0.0035397i,0.00075117-0.0032929i,0.0021608-0.0031791i,0.0012665-0.0036253i,0.0002321-0.0026003i,-0.00013735-0.00077579i,-0.00088104-0.00038003i,-0.0010322-0.00094426i,-0.00033574-0.00090968i,0.0006194-0.0004195i,0.00091733-0.00053736i
0.0032337-0.00026604i,0.0045061-0.0019073i,0.0034222+0.00074912i,-0.00023635+0.0054391i,-0.0025997+0.0074084i,-0.0025755+0.0078049i,-0.0036236+0.0057041i,-0.0068015+0.00032818i,-0.0085967-0.0034005i,-0.00613-0.002658i,-0.0014006-0.00069236i,0.0013991-0.00025044i,0.0033772-3.487e-05i,0.004005-4.9903e-05i,0.0012508-0.0011614i,-0.0018396-0.0016624i,-0.0032122-0.00065891i,-0.0037198+0.00021601i,-0.0037294+0.00042436i,-0.0027807-0.00032934i,-0.0021037-0.00092739i,-0.00090669+0.00032i,0.00068443+0.0010687i
0.0037504-9.0391e-05i,0.0077258+0.00052196i,0.0093994+0.0023642i,0.0031836+0.0034415i,-0.0044487+0.0011029i,-0.0082148-0.0025588i,-0.01058-0.0032517i,-0.011924+0.0013751i,-0.01089+0.0061111i,-0.0076315+0.0068244i,-0.0030904+0.0055701i,0.0015277+0.0041808i,0.0038453+0.0019967i,0.0020586+0.00046936i,-0.00030032+0.001147i,-0.0009731+0.0015815i,-0.001324+4.6984e-05i,-0.0018333-0.00099187i,-0.0017563-0.00023338i,-0.0016592+0.00016132i,-0.0015567-0.00013418i,-0.0015071+0.00072071i,-0.0010213+0.0016258i
0.0034029+0.00014664i,0.00032769+0.0039723i,-0.0018548+0.0054924i,0.0016275+0.0039143i,0.0042288+0.00051791i,0.0024053-0.0042347i,-0.0003821-0.004407i,-0.0010015+0.0018359i,-6.3533e-05+0.006635i,-0.00099185+0.0059973i,-0.0028417+0.0045824i,-0.0033737+0.0041354i,-0.0027891+0.0029421i,-0.0010936+0.0017817i,0.00070219+0.0015426i,0.0017634+0.00090096i,0.002548-0.00046715i,0.0033172-0.0010302i,0.0030016-0.001154i,0.0020805-0.0013085i,0.0017043-0.00094323i,0.00063365-0.0013262i,-0.00098072-0.0018129i
-0.001229+0.0029658i,-0.0055927+3.1384e-05i,-0.0064881-0.0097263i,-0.00013277-0.016075i,0.0073742-0.014296i,0.0099044-0.0090388i,0.0091992-0.0038626i,0.010313-0.0003279i,0.011579+0.00020691i,0.0082844-0.002319i,0.0028207-0.0030759i,-0.00091572-0.0025384i,-0.0038612-0.0019333i,-0.0045155+0.00033346i,-0.0017957+0.0015306i,0.00042165+0.00072515i,0.0022336+0.0003431i,0.0031765+0.00118i,0.0031032+0.00056443i,0.0032279-0.00067051i,0.0033145-0.00026975i,0.0023092-0.00031529i,0.00046808-0.00022561i
-0.0029396-0.0023819i,-0.006716-0.0079784i,-0.0091945-0.010303i,-0.010783-0.0081561i,-0.0089143-0.0022901i,-0.0031295+0.0056674i,0.0047399+0.0073382i,0.010082-0.00015403i,0.0088313-0.0068407i,0.0054929-0.0075506i,0.0037159-0.0063331i,0.0018161-0.005249i,-0.00073631-0.0029234i,-0.0012984+0.00028776i,-0.00037894+0.0011819i,-0.00073869+0.0012178i,-0.0013574+0.0026519i,-2.9123e-05+0.0032659i,0.0011761+0.0020205i,0.00093546+0.0011613i,0.00041116+0.0013241i,0.00021816+0.0013445i,0.00012568+0.00087928i
0.0015326-0.0082893i,0.006211-0.0089071i,0.0086354-0.0030176i,0.0033503+0.007224i,-0.0035597+0.013719i,-0.0029056+0.015397i,0.0011041+0.010909i,0.00043086+0.0014027i,-0.003574-0.004163i,-0.0039332-0.0027324i,-0.00059807-0.0013197i,0.0018063-0.0016125i,0.0038855-0.0017045i,0.0044256-0.0023982i,0.0019402-0.0019228i,-0.0013004-0.0012231i,-0.0033629-0.00066653i,-0.0035636+0.00032592i,-0.003358+0.0015104i,-0.0027279+0.0014078i,-0.0024827+0.00013087i,-0.0022229-0.0001965i,-0.00082372+0.00017854i
0.009192+0.0010766i,0.017834+0.0018307i,0.022292+0.0049838i,0.019337+0.0074506i,0.01031+0.0041387i,0.0010643-0.0018083i,-0.0051243-0.0035674i,-0.0096979+0.00027748i,-0.011087+0.0045458i,-0.0086557+0.0054775i,-0.0052696+0.0050349i,-0.0020004+0.0050411i,0.0022872+0.0024499i,0.0035843-0.0013537i,0.001161-0.0033625i,0.000247-0.003215i,-0.00052541-0.0028488i,-0.0021447-0.0035047i,-0.0026292-0.0029312i,-0.0023318-0.0015041i,-0.002641-0.0014766i,-0.0029172-0.0012947i,-0.0016614-0.0005175i
-0.00066988+0.0062354i,-0.00064014+0.010715i,0.00066543+0.0097939i,0.0038198+0.0021438i,0.0070788-0.0055506i,0.0039278-0.010725i,-0.0041338-0.0099279i,-0.0081699+0.0010083i,-0.0051331+0.010022i,-0.001847+0.0081825i,-0.0020271+0.0049382i,-0.0016466+0.0042431i,-0.000854+0.0026749i,-0.00086562+0.00093118i,0.00049287+0.00021063i,0.0024925-0.00054741i,0.0024268-0.0012984i,0.0010032-0.0020994i,0.00021311-0.002968i,-0.00034496-0.0027536i,0.00021898-0.0020233i,0.0005129-0.0015427i,0.00031959-0.0013531i
-0.0017827+0.0036899i,-0.0093176+0.0052974i,-0.017612+0.0010859i,-0.018233-0.0069814i,-0.010134-0.010193i,-0.0030221-0.0074975i,-0.00074201-0.0032015i,0.0029144-0.00012728i,0.0080644+0.00064254i,0.0083938-0.0017483i,0.003835-0.0040348i,0.00016553-0.0042831i,-0.0024666-0.0020552i,-0.0036857+0.0014986i,-0.0011644+0.0031597i,0.0018767+0.0026294i,0.0025609+0.0028124i,0.0031617+0.0031171i,0.0032666+0.0016308i,0.0034262-0.00010071i,0.0038284-0.00036102i,0.0031549+0.00015995i,0.0019209+0.000124i
-0.002956-0.00053729i,-0.011039-0.0040537i,-0.018618-0.0062027i,-0.020985-0.0016591i,-0.016871+0.0067231i,-0.0073709+0.013203i,0.0032565+0.010809i,0.0099172-0.00077934i,0.010516-0.0094492i,0.0059303-0.0095499i,0.0031082-0.0070286i,0.0021571-0.0056657i,-0.00078438-0.0033357i,-0.0017745+0.0008011i,-0.0012875+0.0029823i,-0.0021716+0.0023817i,-0.0018082+0.0018874i,0.00077757+0.0021037i,0.002441+0.0026029i,0.0028547+0.0021861i,0.0020587+0.0013158i,0.00045222+0.0010038i,0.00047782+0.0011186i
0.0018186-0.0049476i,0.0058926-0.014359i,0.013256-0.016422i,0.0148-0.0050496i,0.0087525+0.0070296i,0.0045479+0.010481i,0.0056296+0.0082502i,0.0041993+0.0010049i,-0.0018192-0.0053664i,-0.0049194-0.0030953i,-0.002871+0.0011579i,-8.5519e-05+0.00097229i,0.0017335+0.00081573i,0.0018043+0.0011461i,-0.00025164+5.5e-06i,-0.0018389-0.0011641i,-0.0019285-0.0015929i,-0.0018599-0.00063856i,-0.0025522+0.0013698i,-0.0024632+0.0028343i,-0.0019686+0.002849i,-0.001624+0.0019736i,-0.00059627+0.0019038i
0.0067379-0.0097623i,0.018281-0.015189i,0.030675-0.017496i,0.031364-0.01552i,0.018686-0.01136i,0.0056137-0.0078028i,-0.00086538-0.0041542i,-0.0051921+0.0017413i,-0.008399+0.0070232i,-0.0076795+0.0089846i,-0.0048433+0.0080091i,-0.0019722+0.007012i,0.00155+0.0054031i,0.0027131+0.00038043i,0.0013798-0.0021238i,0.00090612-0.0020351i,0.0008938-0.0030655i,-0.00081779-0.0027057i,-0.0021016-0.00089813i,-0.0023636+0.00052954i,-0.0019607+0.00061091i,-0.0021253-0.00014652i,-0.0026733+0.00028744i
0.0091258+0.0051451i,0.014613+0.011696i,0.014141+0.012035i,0.0095586+0.0011866i,0.0073957-0.0094334i,0.0041613-0.012126i,-0.0023355-0.0080027i,-0.005004+0.0020387i,-0.0018535+0.0091647i,0.00021553+0.0065989i,-0.0010178+0.0023618i,-0.0010098+0.0017579i,0.00048607+0.00014265i,0.0010392-0.0012383i,0.0020353-0.00064468i,0.0034307-0.00048838i,0.0031768-0.00059938i,0.0017202-0.0010111i,0.00094582-0.0027817i,0.00065087-0.0039884i,0.00048265-0.0037748i,0.00066161-0.0033474i,7.4603e-05-0.0026501i
0.00014524+0.0087771i,-0.0089074+0.019177i,-0.02154+0.024192i,-0.026864+0.01885i,-0.018722+0.0088202i,-0.0063986+0.0026932i,-0.00081964+0.0010785i,0.0025647+0.00074253i,0.0077627-0.0012081i,0.0075152-0.0059161i,0.0028017-0.0091727i,-0.00019607-0.0077879i,-0.0024882-0.0050093i,-0.0033149-0.0011461i,-0.0014634+0.0016543i,-0.00060595+0.0019164i,0.0002356+0.0023099i,0.0021551+0.0019668i,0.0023957-0.00057588i,0.0010357-0.0029057i,0.00073332-0.0028157i,0.001302-0.0015684i,0.0011711-0.0014669i
-0.0078494+0.003814i,-0.018161+0.0089007i,-0.025148+0.016548i,-0.024871+0.02524i,-0.018325+0.027646i,-0.008212+0.022755i,0.0007008+0.013054i,0.0047064+4.8744e-05i,0.0039277-0.0096021i,0.0017358-0.010088i,0.0012845-0.0072975i,0.0010407-0.005114i,-0.00085597-0.0018681i,-0.0023287+0.00093035i,-0.0030855+0.0013942i,-0.0037439+0.00089764i,-0.0025098+0.0019267i,-0.00047641+0.0027378i,0.00052626+0.0023675i,0.00088778+0.0013461i,0.0013358+0.00096565i,0.0014844+0.0014129i,0.00059509+0.0010518i
-0.0040191-0.011115i,-0.0061876-0.024065i,-0.00080395-0.030526i,0.0076091-0.02038i,0.0080978-0.0043699i,0.0036336+0.0045759i,0.002773+0.0053271i,0.0011643-0.00017544i,-0.0049114-0.0042218i,-0.007319+9.1128e-05i,-0.0037702+0.0052445i,-7.4264e-05+0.0059326i,0.0013578+0.0049835i,0.00029422+0.0030887i,-0.0010588+0.001423i,-0.00069833+0.00044228i,-0.0012223-0.0014722i,-0.0020607-0.0015977i,-0.0017608+0.00074123i,-0.0011938+0.0024458i,-0.0011753+0.0023824i,-0.0015857+0.0015772i,-0.0011665+0.0017607i
0.0062293-0.011292i,0.013987-0.026499i,0.021278-0.043297i,0.021813-0.049797i,0.015587-0.037977i,0.0073391-0.020239i,0.0017899-0.0076486i,-0.0026687+0.0025779i,-0.0057766+0.0097981i,-0.0044194+0.012095i,-0.0021875+0.010697i,-0.00062868+0.0083557i,0.0017826+0.0047857i,0.0031108+0.0011919i,0.0041773-0.00046077i,0.0054926-0.0017323i,0.0037681-0.0035905i,0.00025831-0.0040679i,-0.0012883-0.003106i,-0.0005254-0.00095419i,0.00013408+0.00016519i,7.1019e-05-0.00020647i,-0.0009984-9.4936e-05i
0.011495+0.0026291i,0.019908+0.003281i,0.019052-0.0015387i,0.0084084-0.012247i,0.0020975-0.018441i,0.0016282-0.015385i,-0.00073974-0.008143i,-0.00083963+0.0030812i,0.0037476+0.01086i,0.0053103+0.0074103i,0.0021475+0.001205i,-0.00092281-0.0017741i,-0.0010771-0.0030532i,0.00076321-0.0023237i,0.0023527-0.00087278i,0.0032899-0.00042631i,0.003575-0.00047267i,0.0028672-0.0015175i,0.0010875-0.0029853i,-0.00036726-0.0029809i,-0.00088196-0.0017325i,-0.0006501-0.00075569i,0.00020768-0.00070841i
0.0055275+0.014418i,0.0070772+0.030443i,0.0039719+0.046578i,-0.0031988+0.04859i,-0.0063989+0.034454i,-0.0030843+0.018519i,0.00071692+0.0085717i,0.0039827+0.001958i,0.0077546-0.0034778i,0.0065924-0.0075629i,0.0016932-0.008185i,-0.0013639-0.0066098i,-0.0031636-0.0036783i,-0.0036933-0.00019728i,-0.0028094+0.0014299i,-0.0033332+0.0029491i,-0.0021467+0.0049019i,0.001593+0.0046269i,0.0026045+0.002305i,0.0014182+0.00076045i,0.00022165+0.00088907i,-5.8097e-05+0.00094549i,0.00045189+0.00033844i
-0.0040873+0.0075449i,-0.0066554+0.017898i,-0.0010022+0.032794i,0.006878+0.044334i,0.0058869+0.041745i,0.0022709+0.030443i,0.0031655+0.01663i,0.0035165-0.00077275i,-0.00096897-0.013616i,-0.0042758-0.013326i,-0.0028542-0.0068413i,-0.0014214-0.0023339i,-0.00099131+0.00033881i,-0.00191+0.0019606i,-0.0039913+0.0023197i,-0.0049816+0.0022681i,-0.0043631+0.0028602i,-0.0026014+0.0037373i,-0.00027991+0.0038281i,0.00082024+0.0034629i,0.00019031+0.0025156i,-0.00048449+0.0016112i,-0.00039875+0.00079214i
-0.012321-0.0075371i,-0.017471-0.015189i,-0.013821-0.020395i,0.00070215-0.018992i,0.0094016-0.010847i,0.006478-0.0030281i,0.0022556-4.8679e-05i,-0.002684-0.0014178i,-0.008321-0.0016416i,-0.0079301+0.001957i,-0.0027242+0.0043276i,0.00094185+0.0039913i,0.0022211+0.0023816i,0.0019739+0.0012316i,0.0012824+0.00044725i,0.00047743-0.0014129i,-0.0018237-0.0026186i,-0.003899-0.0020191i,-0.0035414+0.00024508i,-0.0021808+0.00090086i,-0.0018211+0.00037245i,-0.0020156+0.00028826i,-0.0018615+0.00026612i
0.0023492-0.011882i,-0.0023794-0.028001i,-0.016873-0.048176i,-0.026773-0.059297i,-0.017698-0.051036i,-0.0061046-0.033219i,-0.0035488-0.017609i,-0.0029197-0.0011456i,-0.0006264+0.011404i,0.0019738+0.011346i,0.0014513+0.005367i,9.9733e-05+0.0025226i,0.00077058+0.0010126i,0.0023389-0.00053807i,0.0033591-0.0011827i,0.0040924-0.0029466i,0.0029992-0.005051i,0.00057854-0.005159i,-0.0017021-0.0042738i,-0.0033006-0.002801i,-0.0025066-0.0014931i,-0.00097113-0.0013796i,-0.00022305-0.0010463i
0.011741+0.004203i,0.011902+0.0057445i,-0.0029881+0.0013742i,-0.021883-0.0054538i,-0.023523-0.0094307i,-0.013129-0.010164i,-0.0065162-0.0066885i,-0.00019323+0.0027982i,0.0090812+0.007698i,0.01008+0.0032225i,0.0032101-0.0016417i,-0.00045285-0.0023998i,-0.0017935-0.0017974i,-0.0024443-0.0015221i,-0.00068574-0.00091564i,0.0011747+0.00037421i,0.0029892-0.0002034i,0.0034681-0.0026807i,0.0016001-0.0038124i,0.0001357-0.0023879i,0.00068047-0.00068978i,0.0015298-0.00082665i,0.00063179-0.00071517i
0.0049745+0.011065i,0.011994+0.021219i,0.023342+0.03236i,0.025543+0.042212i,0.014206+0.040934i,0.0041447+0.029871i,0.0018347+0.017i,0.0022282+0.004454i,0.0025876-0.0057175i,0.00087322-0.008398i,-0.00086397-0.0043657i,0.00044426-0.0013819i,0.00046146-0.00084508i,-0.0013435+3.4272e-05i,-0.0025953+0.00011191i,-0.002378+7.2428e-05i,-0.00067161+0.0012231i,0.0021896+0.0029046i,0.003888+0.0036425i,0.0033426+0.0024453i,0.0023956+0.0014051i,0.0015707+0.0014643i,0.00061708+0.0010723i
-0.0059045+0.0025613i,0.0037757+0.0017433i,0.032454+0.0033006i,0.055996+0.011202i,0.046319+0.018609i,0.022112+0.021722i,0.0084372+0.017007i,-0.00044445+0.0026774i,-0.010827-0.00695i,-0.0124-0.0035856i,-0.0055284+0.0016784i,-0.00046255+0.00213i,4.4323e-05+0.00098706i,-0.00077831+0.00026751i,-0.0014499-9.3876e-05i,-0.0026355+0.00027822i,-0.0030559+0.003025i,-0.0019979+0.0062353i,0.00042838+0.0067852i,0.0017382+0.0043523i,0.00052773+0.0019174i,-0.0012205+0.0016282i,-0.0011538+0.00035619i
-0.0047292-0.00853i,-0.0041975-0.018686i,0.0010778-0.029649i,0.007159-0.037908i,0.009219-0.034897i,0.0057749-0.019009i,0.0032358-0.0054318i,-0.0010905+0.00042433i,-0.007781+0.0054734i,-0.0078038+0.0079294i,-0.0036899+0.0044389i,-0.0023796+0.0010649i,-0.0012817+0.001254i,0.00036649+0.0020943i,0.00028924+0.0023407i,0.00091327+0.0021772i,7.0887e-05+0.0020847i,-0.0034295+0.0019251i,-0.005472+0.0019577i,-0.0050439+0.00093201i,-0.0043403-0.00023279i,-0.0029265+6.1496e-05i,-0.0012586+0.00036301i
0.0039288-0.0054257i,-0.0051636-0.0025822i,-0.031917+0.0018575i,-0.053967-0.0050932i,-0.042906-0.018052i,-0.017421-0.023834i,-0.0036199-0.018776i,0.0029419-0.0058746i,0.0093156+0.0039493i,0.010641+0.0025336i,0.0052581-0.0025374i,0.00031447-0.0026927i,7.0718e-05-0.00039832i,0.0012444+0.00053213i,0.0021902+0.00063915i,0.0027745+0.00047885i,0.0012809-0.0017726i,-0.00081585-0.0047658i,-0.0022853-0.0048459i,-0.0026835-0.0030264i,-0.00080233-0.0017022i,0.0010012-0.00099545i,0.00094776-0.001102i
0.011453+0.010346i,0.0070008+0.030528i,-0.015473+0.051555i,-0.034197+0.058573i,-0.02728+0.043463i,-0.010467+0.01653i,-0.0037722-0.0010452i,0.001583-0.0041454i,0.010898-0.0065556i,0.011368-0.010143i,0.004928-0.0075402i,0.0028098-0.0027199i,0.0028181-0.0016732i,-0.00036352-0.0025774i,-0.0020992-0.0031594i,-0.00085066-0.0038109i,0.00088019-0.0042154i,0.0022608-0.0051435i,0.0015459-0.0062448i,0.0011476-0.0053611i,0.002311-0.0029191i,0.0023996-0.0012193i,0.0017966-0.00030942i
-0.005635+0.016537i,-0.0044903+0.023532i,0.0098791+0.024163i,0.029161+0.028922i,0.028224+0.035068i,0.013517+0.028639i,0.002307+0.015575i,-0.0029666+0.0044322i,-0.0044871-0.003511i,-0.0042058-0.0046445i,-0.0005736+0.000208i,0.0033077+0.00066067i,0.0015538-0.0030881i,-0.00172-0.0036502i,-0.0023331-0.0033428i,-0.0020079-0.0032466i,-0.00074068-0.00064359i,0.0014507+0.0016126i,0.0030698+0.0011538i,0.0032196+0.0002467i,0.0022094+0.00017399i,0.00086156+0.00059311i,0.00032629+0.0018323i
-0.019337-0.0078681i,-0.020508-0.034398i,0.0030573-0.067971i,0.033404-0.075666i,0.031983-0.047279i,0.011811-0.010317i,0.0020388+0.0097049i,-0.003802+0.013151i,-0.011339+0.012651i,-0.01042+0.013761i,-0.0023212+0.011622i,5.7548e-05+0.006076i,-0.0019532+0.002316i,-0.0010675+0.00092339i,0.00016499+0.00022157i,2.2017e-05+0.0007819i,0.00011244+0.003382i,1.2982e-05+0.006354i,0.00057996+0.0072644i,0.0013476+0.0057557i,0.00067511+0.0034888i,-0.00069848+0.0021675i,-0.0016659+0.0016628i
-0.0074168-0.022457i,-0.0061892-0.04717i,-0.0080196-0.068606i,-0.016883-0.076688i,-0.021109-0.06356i,-0.013551-0.034245i,-0.0031843-0.010993i,0.00061532+0.0016479i,-0.00014986+0.011205i,0.0013737+0.012544i,0.00083575+0.0045305i,-0.0033123-0.00030373i,-0.0032439+0.00112i,0.0013759+0.00094098i,0.0044955+0.00058563i,0.0041105+0.0016934i,0.0019569+0.0021465i,-0.0011737+0.0027597i,-0.0023938+0.0031091i,-0.0020586+0.0016351i,-0.0020806+0.00071796i,-0.0020665+0.0013831i,-0.0016132+0.0011144i
0.020155-0.0047826i,0.033505+0.0081002i,0.020326+0.033648i,-0.014117+0.045544i,-0.025859+0.027157i,-0.011816+0.0026156i,-0.0015471-0.0094218i,0.0030782-0.010222i,0.0085727-0.0081176i,0.0083371-0.0092833i,0.0024278-0.0097934i,-0.00018932-0.0054708i,0.0019692-0.0002519i,0.0028453+0.0014656i,0.0017517+0.0017608i,0.0018128+0.0015519i,0.0022331-0.0023805i,0.001603-0.0062008i,-0.00065123-0.0059789i,-0.0021662-0.0041141i,-0.001256-0.0019131i,0.00031347-0.00049707i,0.0014833-0.00063698i
