0.00031094-0.00030164i,-0.00011129-8.8678e-05i,-0.0023782+0.00033819i,-0.0026654-0.00043541i,-0.0017844+0.00075308i,-0.0014372+0.0022579i,-0.0004494+0.0025943i,0.00043672+0.0018223i,0.00071193+0.0007333i,0.00032865-0.00024042i,0.00021529-0.0011193i,0.00051034-0.0013045i,0.00048364-0.00053813i,0.00043645-4.8276e-06i,0.000118+0.00032364i,0.00045486+0.00019726i,0.00085842-3.1236e-05i,0.00016513+0.00015715i,-0.00041923+0.00066927i,-0.00065018+0.00083693i,-0.00022677+0.00030125i,0.00022376-0.00043291i,0.00028378-0.00038703i
0.0035903+0.0010538i,0.0041831+0.00011237i,0.0028959-0.0012662i,0.0010533-0.0014276i,0.00048043-0.00062696i,0.00026614+0.00036791i,0.00010463+0.00035318i,0.0005214-1.0969e-05i,0.00030295-0.00031977i,0.00035275-0.0012549i,0.00087913-0.0016484i,0.00056845-0.00070561i,1.418e-05-6.9041e-05i,-0.00080011-0.00034053i,-0.0012176-0.0008611i,-8.9753e-05-0.0010217i,0.00036909-0.00023986i,0.00021228+0.00083936i,0.00013286+0.0020054i,-0.00024999+0.0026952i,-0.00084255+0.0016149i,-0.00028241+0.000396i,6.9669e-05-0.00011698i
0.0021673+0.00048765i,-0.00031044-0.00076677i,-0.002929-0.00082392i,-0.0024577+0.00049113i,-0.0013664+0.00021212i,-0.0014054-0.00098506i,-0.0012655-0.0014836i,0.00019263-0.0022172i,0.0012623-0.0023538i,0.0019948-0.001355i,0.0020709-0.00023841i,0.0018952+0.00056076i,0.0015963+0.00091038i,0.0010561-0.00028352i,0.00053737-0.0015385i,0.00031681-0.0017517i,4.5362e-05-0.0014272i,-0.00043544-0.00063917i,-0.00017607-2.977e-05i,-0.00021371+0.00019017i,-0.0012116-0.00017782i,-0.00090944-0.00045888i,0.00031408-0.00022428i
-0.00046581+0.001527i,-0.0021733+0.00043813i,-0.0032758+0.00028455i,-0.0017171+0.0011956i,-0.00065419+0.001407i,-0.00059205+0.0013416i,-0.00019098+0.0010258i,0.0003777-0.00051007i,0.00022347-0.0021817i,0.00055989-0.0017062i,0.0014849-0.00053763i,0.00070908+0.00071901i,-0.00034217+0.0016092i,0.0010237+0.0012064i,0.0019572+0.0005848i,0.0010106+0.00072158i,-3.5148e-05+0.00064707i,-0.00076023+0.00048649i,-0.00085831+0.00059173i,-0.00063217+0.00042505i,-0.00068566-0.00021768i,-0.00048923-0.0002184i,0.00015547+0.00068215i
-0.0013173-0.00063997i,-0.0010165-0.00095199i,-0.0025289-0.001266i,-0.0021932-8.7841e-05i,-0.0017416+0.002219i,-0.001421+0.0025737i,-3.7272e-05+0.0021858i,0.00046752+0.0012737i,0.00044289-5.0473e-06i,0.00040029+0.00018206i,0.0010055+0.0012034i,0.00073174+0.0018697i,-0.00033695+0.0017029i,-0.00010421+0.00042715i,0.0018418-0.00094809i,0.0023508-0.00094277i,0.00074403-0.00021202i,-0.00030958+0.00075346i,-0.00014464+0.0004575i,0.00055201-0.00020921i,0.0010362-0.00066946i,0.00074269-0.00073347i,-0.00027982+0.00015032i
0.0013433-0.0011693i,0.00060881-0.0028627i,-0.00042287-0.0020604i,-0.0010278-0.00089555i,-0.00053038-0.00010303i,-0.00053791-9.6681e-05i,-0.0005113-0.00091992i,0.00043526-0.0022988i,0.0012578-0.0020657i,0.0018919-2.3679e-05i,0.0021098+0.0012908i,0.0013858+0.00056818i,0.0013579-0.00041925i,0.0016631-0.00070285i,0.0015453-0.00012415i,0.00072703+0.00076396i,-9.5636e-05-0.00019465i,-0.00016442-0.00052044i,0.00015817+0.0003113i,-0.00023804+0.00017355i,-0.00050644-0.00042894i,-0.00027489-0.00016251i,0.00030136+0.0007968i
0.0020373+0.00038581i,0.0016007-0.00033888i,0.00069425-0.0013249i,-0.00051338-0.0019426i,-0.0015557-0.0022717i,-0.0014241-0.0017845i,-0.0003586-0.00015379i,0.00016315-0.0011521i,0.00076005-0.0025163i,0.0004762-0.0013149i,-0.00041906+0.00029634i,-0.001915+0.0010899i,-0.0022389+0.0013733i,-0.00070252+0.0011631i,0.00057907+0.00094585i,0.0010742+0.0011377i,0.00067206+0.0011373i,-0.00028541+0.0011161i,-0.00082662+0.00075868i,-0.00014594+0.0006867i,0.00075437+0.00028095i,0.000838-0.00043819i,0.00016747-0.00026743i
0.0055448+0.0011366i,0.0052224-0.0013393i,0.0035363-0.0025949i,0.0005609-0.0038744i,-0.0018181-0.0032037i,-0.0026238-0.00068008i,-0.0011543+0.0010192i,0.00055337+0.0012487i,0.00031607+0.000431i,-0.00070275+0.00015046i,-0.0018345+0.0014151i,-0.0031274+0.0021751i,-0.0031097+0.0020114i,-0.0016102+0.0024593i,-0.00016491+0.0023498i,0.00038603+0.0022738i,-4.8835e-05+0.0024182i,-0.00056797+0.0021182i,0.00039253+0.001419i,0.0011087+0.0011268i,0.00063898+0.00089413i,0.00016275-2.3254e-05i,-0.00019971-0.00021468i
0.0013128+0.0014843i,0.0019098+0.0013641i,0.0018503-0.001078i,0.0019721-0.002176i,0.00078443-0.0011412i,0.00046795-0.00043515i,0.00095115-0.00038394i,0.0011084-0.0012063i,0.00057113-0.00096385i,-0.00053685+0.0010139i,-0.0014306+0.0022523i,-0.0017629+0.0024234i,-0.0011748+0.0021096i,-0.00026032+0.0012225i,0.0003874+0.0017329i,0.00044834+0.0022496i,-0.00013179+0.00085043i,-0.00097146-0.00017737i,-0.00091795-0.00010794i,0.00026986-8.7996e-05i,0.00079467-0.00010856i,0.0009684+3.6355e-05i,0.001173+0.0002859i
-0.0015626+0.00038481i,-0.0027855+0.0014503i,-0.0027062+0.002735i,-0.00081685+0.0018287i,0.0012495+0.0003836i,0.0016747-0.00030605i,0.00065437-0.00022983i,0.00015187-0.00028182i,-0.00016749-0.00057701i,-0.0010598-0.00018094i,-0.0016508+0.00039955i,-0.0025323-1.9705e-06i,-0.0028152-0.00033047i,-0.0018299+0.00064651i,-0.001366+0.0017661i,-0.0012709+0.0015123i,-0.0021072+0.00076313i,-0.0020032+0.0011061i,-0.00096881+0.0015119i,-0.00073358+0.0014959i,-1.0582e-05+0.00040177i,0.0010535+1.3479e-05i,0.00063186+0.00055451i
-0.0058618-0.0020101i,-0.007048-0.0012897i,-0.0064675+0.00080393i,-0.003432+0.002084i,-0.0010132+0.0011889i,-0.0010534+0.0011181i,-0.0016942+0.0013651i,-0.0016198+0.00015466i,-0.0014639-0.0010288i,-0.0021182-0.00038329i,-0.0026812-0.00037104i,-0.0021106-0.0010926i,-0.0018092-0.0010233i,-0.0020392-0.00028537i,-0.0022503+0.00046611i,-0.0014106+0.00092264i,-0.00055221+0.00073542i,-0.0011577-2.4804e-05i,-0.0017-0.00011324i,-0.00090489+0.0011593i,0.00028996+0.0017165i,0.00015838+0.00094237i,0.00020707+0.00042153i
-0.0038721-0.0023524i,-0.0039325-0.0016565i,-0.0024722-0.000481i,-0.0003967+0.00061496i,0.00095855+0.001417i,0.00089639+0.0017178i,0.00073465+0.0010951i,0.0010293+0.00018339i,0.0003019+1.2703e-05i,-0.00089331+2.9251e-05i,-0.0012782-0.0014806i,-0.0019148-0.0027238i,-0.0020147-0.002108i,-0.0018888-0.00060045i,-0.0022184-0.00013102i,-0.00171-0.00046901i,-0.0011442-0.00028034i,-0.0014668+5.6289e-06i,-0.0012174+0.00050675i,-0.00068637+0.0011765i,-0.00012825+0.0011109i,0.00065252+0.00048004i,0.00092867+0.00018851i
0.002915-0.0075458i,-0.00071866-0.0069429i,-0.0029546-0.0038655i,-0.0036173-0.0010771i,-0.0036749+0.00077551i,-0.0021039+0.0018351i,0.00031302+0.0012149i,0.00092631-0.0008476i,-4.6878e-05-0.002177i,-0.0014306-0.0026721i,-0.0018358-0.003771i,-0.00039846-0.003537i,-0.00048821-0.0029723i,-0.0027718-0.0026916i,-0.0038796-0.0016702i,-0.0034992-0.0011775i,-0.0026712-0.0013825i,-0.0020498-0.00065641i,-0.0020124+0.00087384i,-0.0020509+0.0010931i,-0.0012473+0.0010394i,-0.00017213+0.0012586i,-8.9985e-05+0.00040018i
0.001802-0.0026786i,-0.00013609-0.0052478i,-0.0022564-0.0052559i,-0.0017826-0.0024617i,4.2284e-05-0.00065045i,0.00015583-0.0010758i,0.0001409-0.0019334i,0.00071566-0.0017924i,3.5299e-05-0.0017526i,-0.0017453-0.0021758i,-0.0013235-0.0036612i,3.6929e-05-0.0042426i,-0.00014869-0.0025205i,-0.0013537-0.0027296i,-0.0026741-0.0037032i,-0.003532-0.0025244i,-0.0028877-0.0017658i,-0.0016043-0.0012587i,-0.0011914-0.00066211i,-0.00083525+0.00077187i,-0.00053149+0.0017844i,0.00043688+0.0013612i,0.001373+0.0010358i
0.0038173-0.00306i,0.0038839-0.0020922i,0.0017109-0.00067797i,-0.00098179-0.00069153i,-0.0026261-0.0019163i,-0.0026466-0.0026015i,-0.00098357-0.0018127i,-8.6158e-05-0.0013784i,-0.0012202-0.00098216i,-0.0017193-0.0007799i,-0.00060406-0.0012073i,0.0010906-0.0015408i,0.0010872-0.0022038i,0.00027709-0.0027099i,0.00054896-0.0025984i,-2.629e-05-0.0022479i,-0.001258-0.0023924i,-0.0011246-0.0029123i,-0.0013406-0.0022995i,-0.0015568-0.00046503i,-0.00083605+0.00027362i,-0.00049997+0.00070561i,3.8061e-06+0.0016231i
0.0039898-0.0019734i,0.0025225-0.0018639i,-0.0011302-0.0023084i,-0.0023493-0.0013735i,-0.0015612+0.00030811i,0.0003765+0.00080717i,0.0026311+0.00075913i,0.003085-0.00033978i,0.0014499-0.0021896i,0.00089971-0.0030276i,0.0027619-0.0030678i,0.0034694-0.0026592i,0.0029713-0.0027705i,0.001817-0.0024897i,0.0010069-0.0017332i,0.0005222-0.0022919i,0.00047247-0.002515i,0.00035018-0.0017068i,-0.0011378-0.0018123i,-0.0024234-0.0014014i,-0.0029099+0.00039859i,-0.0026171+0.0012953i,-0.0017132+0.0013893i
0.0013579+0.00056045i,0.001095-0.00038682i,-0.00030109-0.0017763i,-0.00016539-0.0019457i,0.0010661-0.00091521i,0.00080649-0.0010739i,0.00032938-0.0018959i,0.00073116-0.0024995i,0.00037591-0.0027311i,0.00023613-0.0030065i,0.0017395-0.0029812i,0.0035348-0.0027376i,0.0034147-0.0029343i,0.0022267-0.0035988i,0.0015796-0.0036334i,0.002113-0.002781i,0.0022585-0.001345i,0.0015849-0.00063661i,0.00049273-0.00091378i,-0.0010846-0.00075471i,-0.0013705+0.00034076i,-0.00026638+0.0012945i,-9.303e-05+0.0014715i
0.0018994+0.0016326i,0.00097239+0.0023315i,0.001756+0.0016654i,0.0020592-0.00044666i,0.00034005-0.00096704i,-0.001176+0.0001878i,-0.0011953+0.00061053i,-0.00046369+2.9279e-05i,0.0001505-0.00028787i,0.0010067-0.00044478i,0.0026163-0.00038035i,0.003531+3.1971e-05i,0.0033474+9.9573e-06i,0.0026517-0.00062617i,0.0020818-0.0012309i,0.0018418-0.0015098i,0.001654-0.0014949i,0.0011009-0.001409i,-8.4204e-05-0.0016213i,-0.0013713-0.001715i,-0.0016131-0.0011407i,-0.0010371-0.00064787i,-0.00089849+6.6903e-06i
-0.0014156+0.00034892i,-0.0038115+0.00018973i,-0.0042599+0.0013463i,-0.0034544+0.0018072i,-0.0016503+0.0014063i,0.00044458+0.0016044i,0.00078474+0.0013015i,0.0011637+0.00022962i,0.0019042-0.00063443i,0.0032267-3.1511e-05i,0.0039911+0.0015177i,0.0039806+0.002567i,0.004687+0.0020156i,0.0056441+0.00079451i,0.0049174+0.00045044i,0.0038002-0.00010744i,0.0032379-0.00055741i,0.0022769-0.00065452i,0.0012024-0.0016397i,-0.00042863-0.0023335i,-0.0015625-0.0015555i,-0.0014346-6.2519e-05i,-0.0015387+0.00082765i
-0.00055884-0.0017448i,-0.0015257-0.0041322i,-0.0020677-0.003775i,-0.0021999-0.0020946i,-0.0012727-0.0002577i,-0.00071703+0.0015611i,-0.00011315+0.0009573i,0.0011737-0.0015232i,0.0020104-0.0029758i,0.0025967-0.0030238i,0.0031693-0.00032092i,0.0031563+0.0019811i,0.0027833+0.0018052i,0.0030519+0.0016354i,0.0031517+0.0019493i,0.0031168+0.0023706i,0.0030835+0.0015152i,0.0026431-0.00041952i,0.0010152-0.0018012i,-0.0010412-0.0020324i,-0.0013231-0.0012598i,-0.00019232-0.00072866i,-0.00018956-0.00031575i
-0.0016577-0.00070805i,-0.0023363-0.00029757i,-0.002595+0.00024628i,-0.0014236+0.0015724i,-0.0014758+0.0024336i,-0.0020438+0.0022217i,-0.0010763+0.00073642i,-0.00034129-0.0010944i,-0.0010209-0.00056371i,-0.00081705+0.0020269i,0.00079814+0.0048458i,0.00089036+0.0051947i,0.0010543+0.004215i,0.0022136+0.0044667i,0.0023717+0.0032504i,0.002309+0.0018416i,0.0018451+0.0014606i,0.0013105-7.8247e-05i,0.001304-0.0016538i,6.5109e-05-0.0023748i,-0.00089187-0.0018513i,-0.00057564-0.00065554i,-0.00078184-0.00034319i
-0.0025148-0.00033437i,-0.0031659-0.0016463i,-0.0041665-0.00056853i,-0.0036657-0.0010173i,-0.0016825-0.0026442i,-0.0013443-0.002138i,-0.0012304+0.0001011i,6.3092e-05+0.00030663i,0.00071341+0.00091258i,0.0002281+0.0034356i,5.473e-05+0.0049468i,0.00047615+0.0052884i,0.0017379+0.0050933i,0.0028891+0.0048412i,0.0024119+0.0036472i,0.0015863+0.0023306i,0.0010088+0.0014075i,0.00084029+0.00048794i,0.00023958-0.00091642i,-0.00037281-0.0026977i,-0.00065061-0.0032026i,-0.001078-0.0022097i,-0.00086593-0.00094719i
-0.0014697+0.00070469i,0.00069059+0.00022127i,0.00074514-0.00045287i,0.00019427-0.0011741i,-0.00031237-0.0013482i,-0.00072251-0.001048i,9.6459e-05+0.00036503i,0.0017026+6.7079e-05i,0.0021534-0.00076179i,0.0016923+0.00084547i,0.00041872+0.0024284i,-0.00096851+0.0024375i,-0.00099078+0.002544i,-0.0010361+0.0028001i,-0.0011958+0.0023934i,0.00030846+0.0028459i,0.0015031+0.0032219i,0.0008645+0.0016695i,-0.00047059-0.00035373i,-0.00034439-0.0012463i,-5.5728e-05-0.00078964i,-0.00020105-0.0008442i,-0.0004511-0.00077073i
0.0036845+0.00082321i,0.0032391+0.00021593i,0.0024917-0.00087275i,0.0016462-0.0010458i,0.00082129-0.001267i,-0.0010585-0.00041997i,-0.0009222+0.00010994i,0.0010345-0.00075208i,0.0011017-0.0013547i,-0.00096087-0.001094i,-0.0033397-0.00011752i,-0.0040451+0.0014531i,-0.0035768+0.0041866i,-0.0037665+0.00569i,-0.0036897+0.0046893i,-0.003071+0.0040673i,-0.0022969+0.0036467i,-0.00083902+0.0018505i,0.00051609-0.00094202i,0.00096407-0.0024868i,0.00091573-0.0020974i,0.00065437-0.001845i,0.00034903-0.0018504i
-0.006085-0.0042479i,-0.0072997-0.0023531i,-0.0071495-0.00027124i,-0.0041089+0.0011959i,-0.00065464+0.0013236i,0.00036872+0.00026854i,-0.00050373-1.6357e-05i,-0.0010555-0.00064609i,-0.0026306-0.00069753i,-0.005251+0.00078838i,-0.0063037+0.00074638i,-0.005159+0.00041356i,-0.0038466+0.0013848i,-0.0027269+0.0014474i,-0.0022003+0.0016048i,-0.0028404+0.0019088i,-0.0026935+0.0023459i,-0.0016493+0.0017707i,-0.00042036+0.00050892i,0.00034586-0.0012245i,7.7249e-05-0.0019579i,-0.00019485-0.0016065i,-0.00063032-0.0010576i
0.0021041-0.0077749i,-0.00047692-0.0062259i,-0.0024003-0.004135i,-0.0023382-0.0012415i,-0.00074026+0.0010506i,-0.000312+0.00057041i,0.00021506-0.00025807i,0.001417-0.00015118i,0.0012086-0.00066884i,-0.00042165-0.0005086i,-0.0022115-0.00012514i,-0.0028245+0.00011628i,-0.0030578+0.0010076i,-0.0036461+0.0010015i,-0.0035911+0.0004573i,-0.0034806+0.0017276i,-0.0030267+0.0031528i,-0.0013953+0.0026175i,0.0002382+0.00093014i,0.00055417+2.6102e-05i,0.00017671-0.00010663i,0.00038995-0.00016654i,0.00037379+0.00029782i
0.0080151+7.1534e-05i,0.004201-0.0016336i,0.00087751-0.0014555i,-0.0014539-0.00023382i,-0.0027275-8.763e-05i,-0.0029952-0.00028056i,-0.0012639-0.000769i,0.00083007-0.002049i,0.00058372-0.0034443i,-0.00076682-0.0039853i,-0.0011627-0.0036789i,-0.0013244-0.0030373i,-0.0025969-0.0022066i,-0.0042487-0.0012059i,-0.0049845-0.0015626i,-0.0047-0.0016556i,-0.0032154-0.00052954i,-0.0015643-0.00095541i,-0.00013955-0.0012696i,0.00088806-0.00078904i,0.0015368-0.0008182i,0.0013565-0.00094781i,0.00059161-0.00054449i
0.00075764-0.0007116i,-0.0016755-0.0026155i,-0.0043256-0.0015525i,-0.0048733+0.00026474i,-0.0029266+0.0008308i,-0.0011266+0.00029523i,-0.00019004-0.00092644i,-0.0003458-0.0031567i,-0.0013755-0.0051451i,-0.0024259-0.005887i,-0.0027379-0.0050709i,-0.0021557-0.0033113i,-0.0018709-0.0017132i,-0.0026632-0.00062687i,-0.0028703-0.0008909i,-0.0026612-0.0020553i,-0.0022463-0.0015844i,-0.00095699-1.3265e-05i,4.276e-05-0.00049846i,0.00039725-0.0018457i,0.00057501-0.0022185i,-4.0105e-05-0.0017525i,-0.00044193-0.0004449i
0.0046985+0.001239i,0.003015-0.0015688i,0.00035844-0.0021264i,-5.0091e-05-0.003169i,0.00038066-0.0025814i,-0.00030958-0.00022524i,-0.00014436+0.00049191i,0.00041749-0.00034994i,0.00038626-0.0017048i,0.00039499-0.0029647i,0.00094088-0.0039488i,0.00079116-0.0036811i,-0.00016231-0.0021754i,-0.00034123-0.0029381i,-0.00073067-0.0041164i,-0.0013643-0.0034614i,-0.001267-0.0015914i,-0.0013994+9.5867e-05i,-0.00065138-0.00032805i,-0.00037288-0.0011325i,-0.00058174-0.00044976i,-0.00055752-0.00025472i,-0.00082063-0.00087421i
0.0011843+0.005877i,0.0012918+0.0013316i,-0.0002391-0.0023293i,-0.00063117-0.0021422i,-0.0016441-0.00077993i,-0.0016588-0.00040913i,0.001637-0.00018018i,0.0034435-0.00041594i,0.003252-0.0011834i,0.0034753-0.0014909i,0.0036368-0.0019499i,0.0021217-0.0025941i,-2.9695e-05-0.0025735i,-0.00022026-0.0031123i,0.00061186-0.0030538i,0.00028099-0.001924i,-0.000759-0.0016672i,-0.00014172-0.0015648i,0.0013731-0.0021102i,0.0009684-0.0024101i,-7.8716e-05-0.0022369i,0.00046611-0.0018125i,3.4653e-05-0.0006229i
-0.0075774-0.0011208i,-0.0054489-0.00059756i,-0.0038195+0.00026123i,-0.002172+0.0011787i,-0.00051578+0.0010399i,0.00015255+0.00042539i,0.00043886-0.00050805i,0.0013386-0.002339i,0.0028395-0.0031864i,0.0045504-0.0029687i,0.0052517-0.0021926i,0.0040308-0.002438i,0.0017894-0.0020849i,0.00086557-0.00082869i,0.0015867-0.0011232i,0.001204-0.0023189i,-0.00019105-0.0024441i,-0.00044109-0.00139i,0.00073251-0.0015024i,0.001428-0.0024512i,0.0011605-0.0021312i,0.0010807-0.0021298i,0.001642-0.0014669i
0.00040981-0.0062297i,-0.0010766-0.0051395i,-0.0031635-0.0035548i,-0.0029104-0.0015244i,-0.0015097-0.00050504i,-0.00096333-0.00080014i,2.4678e-05-0.00054903i,0.00021799-0.0011653i,-0.0002787-0.0024402i,0.0010901-0.0013371i,0.0024603+0.00020354i,0.0015629-9.3992e-05i,0.001731-0.00096485i,0.0041141-0.0010675i,0.0047212-0.0012537i,0.0025174-0.00063087i,0.00064581+0.00043023i,-2.8349e-05+8.6873e-05i,-0.00014913-0.0010516i,-0.00052882-0.0027648i,-0.00020277-0.0033595i,0.00063204-0.0012892i,0.00015176-1.1075e-05i
-0.00096062+0.00078675i,0.00014751+0.00082048i,0.00017366+0.00055311i,-0.0011805+0.0021177i,-0.00036212+0.0039049i,0.0013994+0.003545i,0.0010449+0.0028792i,0.00038847+0.0030794i,0.00073059+0.0033883i,0.0024519+0.0040929i,0.0038+0.0036226i,0.0032345+0.0013715i,0.0021179-0.00024255i,0.0014034-0.00023841i,0.0022929+0.00028664i,0.002349-0.00017012i,0.00088545-0.00085008i,0.00048674-0.00090361i,0.00073207-0.0014552i,0.00094557-0.0023357i,0.00081517-0.0018672i,0.00059367-0.00049854i,0.00074231-0.00025943i
-0.0035131-0.0037989i,-0.0022161-0.0013907i,-0.00025563+0.00066313i,-0.00019003-0.00010794i,8.6293e-05-0.0025177i,0.0012809-0.0042791i,0.0029475-0.0038376i,0.0043244-0.0023844i,0.0045392-0.0010242i,0.0044549+0.00093915i,0.0042509+0.0019927i,0.0024845+0.00089469i,0.0011511+0.00042875i,0.0011254+0.0015678i,0.0017984+0.0019659i,0.0018928+0.00081329i,0.0010643-0.00093168i,0.00057623-0.0022294i,0.0014418-0.0020749i,0.0023272-0.0013121i,0.0023747-0.00074123i,0.0014356-5.207e-05i,0.00079683-0.00016434i
0.0067604-0.0058774i,0.0021477-0.005507i,-0.0020237-0.0028178i,-0.0024256-0.0014286i,0.00019127-0.00066606i,0.0021316+0.00044058i,0.0034113-9.1023e-05i,0.0025409-0.002332i,0.00097158-0.0020183i,0.0002747+0.00070053i,-0.00019502+0.0018871i,-3.4233e-05+0.0015393i,0.00094351+0.0020255i,0.0012555+0.0034256i,0.0015458+0.0030544i,0.0016728+0.0011277i,0.00066731-0.00053991i,0.00061055-0.0015734i,0.0013161-0.0012762i,0.0027333-0.00057242i,0.0035032-0.00020322i,0.0019717+9.1876e-05i,0.00059901+0.00018112i
-0.0013743+0.0046022i,-0.0016893+0.0039332i,-0.0020335+0.0015652i,-0.0013287+0.00029383i,0.00035482+0.001335i,0.00067258+0.0022588i,-0.00014891+0.0012041i,-0.0016188-5.181e-05i,-0.0043143+0.0013761i,-0.0051715+0.0036804i,-0.0037263+0.0045616i,-0.0021784+0.0034213i,-0.00057441+0.0023328i,0.00043698+0.0016554i,0.00040373+0.0022337i,0.00028167+0.0014626i,0.00049408-0.0014942i,0.0010243-0.0023048i,0.0011067-0.0012627i,0.00068769-7.0085e-06i,0.00073199+0.00086136i,0.00083952+0.0011433i,0.00081019+0.00088451i
-0.0044186-0.00068739i,-0.0059255+0.00040932i,-0.0045336+0.0027574i,-0.0019556+0.0023526i,0.00018432+0.00019208i,0.0020635-0.0011242i,0.0031925-0.00070207i,0.0039958+0.00017917i,0.0027339+0.0015275i,-0.00052136+0.003687i,-0.0017222+0.0044849i,-0.0010468+0.0027724i,-0.0010304+0.0012739i,-0.0013904+0.0019597i,-0.0015307+0.0028199i,-0.0006539+0.001651i,6.3098e-05+7.4152e-05i,0.00027075-0.001166i,0.00098253-0.001155i,0.0015475+0.00023434i,0.0017044+0.0011753i,0.0013487+0.0015555i,0.00070041+0.001153i
0.0010076+0.0031159i,0.00040835+0.0021695i,-0.0004616+0.0028071i,0.0015225+0.0030382i,0.0042936+0.0021851i,0.0043225+0.001057i,0.0036674+0.00063555i,0.0027431-0.00087616i,0.001182-0.002227i,-0.0012272-0.0016582i,-0.0030248-0.001335i,-0.0022249-0.0021656i,-0.0018982-0.0026205i,-0.0022512-0.0021441i,-0.0021354-0.0015443i,-0.00087387-0.0016857i,0.00091675-0.0015158i,0.001365-0.0012749i,0.00084904-0.0011988i,0.00076955+2.4034e-05i,0.0013334+0.0010101i,0.0014377+0.0015995i,0.00057811+0.0015183i
0.019715-0.026861i,0.01137-0.035603i,-0.0051261-0.043544i,-0.017068-0.029202i,-0.02247-0.0086135i,-0.017071+0.0070522i,-0.004403+0.0084088i,0.0011339+0.0021672i,-0.0028625-0.0039509i,-0.010993-0.0062228i,-0.012906-0.002039i,-0.0080427+0.0038783i,-0.004887+0.010064i,-0.0052328+0.015959i,-0.0055327+0.017405i,-0.0031786+0.010869i,-0.00038572+0.0022325i,0.00206-0.00081708i,0.0049706-0.00047136i,0.0057507-0.00088926i,0.0038599-0.0015562i,0.00043812-0.0020676i,-0.0022973-0.0014075i
0.00089981-0.0062181i,0.00019783-0.0060719i,-0.001389-0.0038665i,-0.0028444-0.00025217i,-0.0028848+0.0025137i,-0.0017461+0.0046388i,-0.00072329+0.0044761i,-0.0011976+0.0029415i,-0.0020475+0.0017838i,-0.0024757+0.00047482i,-0.001959-0.0012477i,0.00048279-0.0014622i,0.001103-0.00010616i,-0.0021623+0.00093603i,-0.0042456+0.0016413i,-0.0013557+0.0015235i,0.001318+8.9666e-05i,0.0017734-0.0008814i,0.0022006-0.00036776i,0.0020321+0.00089957i,0.0011206+0.0013596i,-6.3469e-05+0.0010831i,-0.00093301+0.0008777i
0.0049793-0.0056388i,0.0014531-0.0063086i,-0.0021382-0.0057116i,-0.0038516-0.002604i,-0.0035427-0.0016129i,-0.0033221-0.0013496i,-0.0013581-0.00058101i,0.0022185-0.0013034i,0.0034813-0.0042575i,0.0021191-0.0074554i,0.0015434-0.0070063i,0.0024265-0.0041263i,0.0015494-0.0028732i,-0.00046248-0.0025551i,-0.0014085-0.0014442i,-0.001202-0.00033688i,0.00031118+1.4711e-05i,0.0023878-0.00045837i,0.0034525-0.001353i,0.0027916-0.0010044i,0.0016694+0.00045242i,0.00013758+0.00088371i,-0.00091726-1.0321e-05i
0.0050396-0.0041252i,0.0041144-0.0050886i,0.0015349-0.0055391i,0.00030247-0.0039781i,0.00058911-0.00049635i,8.4055e-05+0.0021056i,-5.6237e-05+0.0021157i,0.00031136-0.0019841i,-0.00045288-0.0066687i,-0.00085733-0.0082101i,0.00058089-0.0066815i,0.0026163-0.0040245i,0.0033697-0.0026018i,0.0026487-0.0023882i,0.00089194-0.0026322i,0.00022513-0.0019018i,0.0012773-0.00078146i,0.0019973-0.00076796i,0.00092702-0.0012528i,-0.00041249-0.0009204i,-0.0005286+6.3839e-05i,-0.00035424+0.00038245i,-0.0013175+4.2572e-05i
0.0062817+0.00027124i,0.0022036-0.0017762i,-0.0014597-0.0032279i,-0.0028604-0.0032575i,-0.0039374-0.0026386i,-0.0048247-0.0014734i,-0.0044782+6.5385e-05i,-0.0027773+7.6723e-05i,-0.00083181-0.00084476i,0.001677-0.0018895i,0.0045622-0.0021415i,0.0052724-0.00029585i,0.0046776+0.0013585i,0.0028239-0.00032852i,9.5845e-05-0.0019624i,-0.00077446-0.0010093i,0.00036413+0.00075269i,0.001915+0.00081916i,0.0023491-0.00047497i,0.0017904-0.00058615i,0.00026707+9.3855e-05i,-0.00079677+0.00039699i,-0.00050521-0.00048113i
-0.0048345+0.0028483i,-0.0065619+0.0017053i,-0.006165+0.00215i,-0.0031988+0.0043837i,-0.00075823+0.0053732i,-0.00010584+0.0038648i,0.0014867+0.0024048i,0.003527+0.0013813i,0.0051937+3.7993e-05i,0.0073832-0.00091545i,0.0079038+6.2259e-05i,0.005455+0.0018603i,0.0042013+0.0011476i,0.0052759-0.001124i,0.0037198-0.0022559i,0.0011697-0.0012819i,0.0010688+0.00080936i,0.0022944+0.0013703i,0.002877-0.00051974i,0.0014878-0.0014769i,-0.000361-0.00024313i,-0.0007159+0.00033225i,-0.00061001-2.1984e-05i
-0.0024006-0.0027154i,-0.0013195-0.0031331i,-0.0010748-0.0018741i,-0.00092246-0.002581i,-0.00088446-0.0033465i,-0.0015815-0.0038777i,-0.0010366-0.0050515i,0.00048164-0.0056573i,0.0020492-0.0052555i,0.0032327-0.0025333i,0.004062+0.0010629i,0.0033489+0.003632i,0.002037+0.0041944i,0.0021749+0.0019501i,0.0024996-0.00022309i,0.0019935+0.00046664i,0.0017593+0.0015643i,0.0024282+0.0014531i,0.0027459+0.00078756i,0.0010532-0.00025275i,-0.00046761-0.00085834i,-0.00032442-0.0013629i,0.00012913-0.0018028i
