0.00087126-0.00033647i,0.0020192-0.00069959i,0.0019804+1.699e-05i,0.00072942+0.0001078i,-0.00031884-9.6244e-05i,-0.0003401+0.00070172i,-0.00039551+0.001361i,0.00071993+0.0012577i,0.0015487+0.00099825i,0.00078884+0.00062136i,0.00053402-0.00037004i,-0.00011119-0.000415i,-0.00058067+0.0002553i,0.0001315-7.0277e-05i,0.00038181-0.00080892i,9.1805e-05-0.00048772i,0.00045453+0.00010016i,0.00033523-0.00049159i,-0.00026737-0.0010758i,-0.00052759-0.0011349i,-0.00038834-0.00083272i,-0.00018142-0.00050646i,-7.388e-05-0.00063554i
2.4461e-05+0.0003049i,0.0001625+8.1305e-05i,-0.00012832-0.0001046i,-0.00057196+0.00061826i,-0.00054872+0.001009i,0.0004847+0.00048256i,0.00072139+0.00025196i,0.00089677+0.00067378i,0.00072789+0.00072472i,-1.0163e-05-4.3321e-05i,2.0977e-05-0.00054412i,-0.00017806-3.0804e-05i,-0.001161+0.00042973i,-0.0011023+0.00064902i,-0.00048379+0.00093729i,-9.2054e-05+0.0011494i,0.00020935+0.00060809i,0.0004213+0.00018165i,0.0003569-6.8344e-05i,-0.00052188-0.00038475i,-0.0014478-0.00052522i,-0.00066441-0.00039549i,9.3746e-05+0.00064458i
0.00030547+0.0025577i,0.00082616+0.0019839i,0.00057644+0.0020921i,0.00093964+0.0017912i,0.00088062+0.00026075i,0.00053348-0.0005563i,0.00051875-0.00041377i,0.00041384-0.00011483i,0.00038064-0.000551i,0.00049652-0.00079781i,-7.3488e-05-0.000412i,-0.00010629-0.00047581i,0.0002698+2.4615e-05i,-0.00022601+0.001209i,-0.00042266+0.0017767i,-0.00020553+0.0014551i,0.0003525+0.00073999i,0.0002709+4.2043e-05i,0.00018334+0.0002388i,-0.00012903+0.00048912i,-3.6121e-05+0.00018896i,0.00027622+0.00036709i,-0.00035344+0.0010555i
-0.0014838+0.00021446i,-0.0012583-0.00053512i,-0.002445-5.4073e-05i,-0.0031166+0.00049231i,-0.0018638+0.00036066i,-0.00017495+0.001019i,8.953e-05+0.0011979i,3.4076e-05+0.00042376i,0.00062609+0.00032896i,0.00037312+0.00035432i,-9.6544e-05-0.00022385i,-0.00056315+0.00011438i,-0.00048913+0.00058777i,-0.00022214+0.00069798i,-0.00051704+0.00074194i,-0.0010514+0.0012614i,-0.00055297+0.0014673i,0.0001444+0.0014664i,-0.00048877+0.0011506i,-0.00088467+0.00046537i,-2.123e-05+0.00061057i,7.1836e-05+0.0013588i,-8.9321e-05+0.0011537i
0.0016114+0.00081815i,0.0019957+0.00030302i,0.0018169+0.00073053i,0.00081607-0.00046814i,0.00062078-0.001194i,0.0013481-0.00037009i,0.0012883-0.00010403i,0.0016314-0.00013585i,0.0014222+0.00056585i,0.00068264+0.00029758i,9.76e-05-0.00085594i,-0.00035376-0.00096463i,-0.00024216-0.00050994i,-3.1226e-05+0.00021418i,-0.00051608+0.00071647i,-0.00046747+0.00029342i,-0.00013355+0.00022491i,0.00050401-0.00037348i,0.00040233-0.00025787i,-0.00034482+0.00048597i,-0.00034191+0.00028714i,-0.00019107+3.9332e-05i,-6.4743e-05+0.00022368i
0.0015799-0.0018013i,0.0008375-0.0020692i,-8.5001e-05-0.0021548i,-1.5817e-05-0.00072666i,-0.00014019+0.00031688i,-0.00071838+0.000498i,-0.00046391-0.00013431i,0.00047074-0.00014563i,0.00061766+0.00024936i,-0.00022647-7.6426e-05i,-0.00064705-0.00024668i,-0.00033631+0.00036894i,-0.00033584+0.00057068i,-0.00041872+0.00035928i,-0.00037533-0.00010678i,-0.0002829-0.00041449i,0.00074515-0.00056277i,0.0013813-0.0010674i,0.0011604-0.0007449i,0.00057411+0.00022193i,-8.1011e-05+0.00018874i,-0.00033587-5.9285e-05i,0.00021482+2.163e-05i
-0.00021179-0.00038764i,-0.00089844-0.001277i,-0.0011347-0.0013656i,-0.00090905-0.00063107i,2.6583e-05-0.00043772i,0.00053011+0.00010676i,0.00086163+0.0001722i,0.00094354-0.00013017i,-9.7981e-05-0.00073461i,-0.0010443-0.001153i,-0.00067101-0.00028806i,-0.00053392+0.0004284i,-0.00083591+0.00049119i,-0.0008103+0.0011242i,-0.00046842+0.0008041i,-6.7657e-05+0.00033657i,0.00031902+3.0111e-05i,0.00073186-0.00048849i,0.00067312-0.00025771i,0.00067977+7.9609e-06i,0.0010105+1.9253e-05i,0.0006825-0.00053983i,0.00053121-0.00078889i
-0.0011747+0.00024283i,-0.0016355+0.00064098i,-0.0014168+0.00067489i,4.2796e-06+0.00096046i,0.00074915+0.0013177i,0.0011267+0.0012411i,0.0009954+0.00096377i,0.00096983-3.6839e-06i,0.0014088-0.00051705i,0.00080842-7.2144e-05i,-0.00012836-0.00010584i,-0.00021453+9.7837e-05i,4.5684e-05+0.00023006i,-0.00017184+0.00031943i,-0.00082557+0.0010889i,-0.00063236+0.00090943i,0.00041251+0.00065496i,0.00016715+0.00042608i,-0.00024712+0.00039203i,-0.0001769+0.00041625i,-0.00013529+0.00026417i,-0.00033822+0.00028549i,-0.00045992-0.00018633i
0.0028752+0.00016889i,0.0021682+0.00087927i,0.0028561+0.00056732i,0.0017143-0.00049774i,-0.00084127-0.00053645i,-0.0013225-0.0002549i,0.00026188-0.00056357i,0.0012547-0.00063385i,0.0012272-0.00028662i,0.00012183-0.00063783i,-0.00025707-0.0014417i,-1.9804e-06-0.0010319i,-0.00060757-0.00028275i,-0.00029525-0.00041536i,0.0009964-0.00053522i,0.0012123-0.00087863i,-5.6971e-05-0.0007963i,-0.0002903-0.00017438i,0.00014265-0.000358i,9.2594e-05-0.0005707i,9.4386e-05-2.4394e-06i,-0.00016099+0.00010059i,-0.00019515-0.00015655i
0.00091941+0.00092729i,0.00087465+0.00010463i,0.00031107-2.6585e-05i,0.0011347+0.001003i,0.0016166+0.0011605i,0.00099772+0.00080074i,0.00048762+0.00021947i,0.00015793-0.00023151i,0.00012664-0.00017745i,0.00028998+0.00068801i,0.00025863+0.00097356i,0.00016077+0.00041252i,0.00025136-0.00066986i,0.0002252-0.001049i,-0.00026494-0.0004047i,-0.00088356+9.2138e-05i,-0.0015385+0.00031497i,-0.0015505-6.013e-05i,-0.00078389-0.00030549i,-0.00035606-0.00052203i,0.00012106+0.0002884i,0.00029235+0.0011732i,-0.00018574+0.00079295i
-0.00062983-0.00093265i,-0.00014166+0.00033286i,0.00023293+0.0003716i,-0.00010429-2.552e-05i,-0.00080137-0.00030788i,-0.0007912+0.00064266i,-0.00018028+0.0013351i,-0.00040075+0.0004433i,-0.00055715+0.00037715i,-0.00050547+0.00031808i,-0.00051891+0.00036232i,-0.00021202+0.00056114i,0.0001559+0.00043021i,0.0004335+0.00068427i,0.00044715+0.00037265i,0.00053646+0.00013003i,0.00053644+0.00035332i,0.00014768+0.00035996i,-6.158e-05-0.00041572i,-0.0004702-0.00051526i,-0.00037708+0.00035351i,0.00024703+0.0006518i,0.00017118-5.7315e-05i
-0.00096846+0.00028674i,-0.0004903+0.00031382i,-0.00053031+0.00027446i,-0.000383+0.00073062i,0.00053667+0.00028466i,0.001065-0.00071199i,0.00091685-0.0010734i,0.0012361-0.00076408i,0.00062748-0.00051447i,-0.0004275-9.3044e-05i,-0.0004881+0.00047778i,0.00014735+0.00089984i,0.00024872+0.00079705i,-0.00016242+0.00055635i,-7.2413e-05+0.00039091i,-0.00022951+0.00060352i,1.7579e-05+0.00074502i,0.00063338+0.00042469i,0.00065387+0.00014992i,0.00057514+0.00044086i,3.894e-05+0.00022379i,-8.7888e-05-0.00014793i,0.00012024+6.1902e-05i
0.0012735+0.00048337i,0.001875-2.7038e-05i,0.0015875-0.00091941i,0.00057629-0.00097166i,0.00043868-0.00091826i,-0.00017104-0.00074219i,0.00047644-0.00042682i,0.00055372-0.00023646i,9.5566e-05-0.00062724i,0.00035728-0.00068558i,-0.00040332-0.00016169i,-0.00028265-0.00051183i,6.7856e-05-0.001091i,0.00011345-0.00098888i,0.00036876-0.00041098i,0.00015636+0.00055474i,2.9783e-05+0.00027405i,0.00021219-0.00036911i,6.9939e-07+5.6518e-05i,-0.00050416-0.00016013i,-0.00031128-0.00036356i,-2.9091e-05-0.00018153i,0.00015272-0.00020309i
-0.00017543+0.00091208i,-0.00080613+0.0013346i,-0.00032755+0.00057393i,0.00039915+0.00041171i,0.00015132+0.0011771i,-0.00018935+0.00072847i,0.0002632+7.8262e-05i,0.0010054-0.0002095i,0.00073993-0.00098901i,-0.00032378-0.00076013i,-0.0014567+0.0001411i,-0.00094857+0.00060834i,0.0001038+0.00033922i,0.00059158+0.00026102i,0.00047191+0.00079389i,0.00013004+0.00085524i,0.00057849+4.9055e-05i,-1.806e-05-0.00042105i,-8.7762e-05-0.00072952i,0.00076974-0.0004783i,0.00085059+0.00018073i,0.00076142+0.00014756i,0.00077491+0.00022421i
-8.9583e-05-0.00098027i,6.4444e-05-0.0015117i,0.00060447-0.0016113i,0.0011583-0.00081513i,0.0011473+0.00044633i,0.00087743+0.00029375i,-0.00028477-0.00022874i,-0.0010677-0.00065639i,-0.00038418-0.00096467i,0.00026953-0.00063407i,-0.00027602-0.00076024i,-0.00051078-0.00055529i,2.9045e-05+0.00011385i,-0.00027779-0.00027232i,-0.00091472+4.4331e-05i,-0.00039405+0.00019191i,-0.00055304-0.00081788i,-0.00090192-0.00070993i,-0.00010969-0.00022317i,0.00030856-0.00023962i,0.00022151-0.00046634i,-9.3037e-05+1.5864e-05i,-0.00059736+0.00067613i
0.00065418+0.0012929i,0.00042606+0.0020135i,-7.0761e-05+0.0017277i,0.00017003+0.00098616i,0.00069887+0.0010352i,0.00062689+0.00081073i,0.00028937+0.00046939i,-0.00058296+0.00057086i,-0.00099321+0.00095259i,-0.0004321+0.00049945i,0.00025386-1.1689e-05i,0.00067235+0.00022643i,0.00013252+0.00033969i,-7.6823e-05+0.00031115i,0.00011278+6.4408e-05i,-0.00018524+0.00012602i,-3.7208e-05+0.00014489i,-3.3536e-05-0.00013351i,-0.00069246+4.7801e-05i,8.3166e-05+0.00044333i,0.00091198+0.00016622i,0.00035785-0.00077605i,-3.3602e-05-0.00082922i
0.00025385-0.00021965i,0.0017533+0.00056493i,0.0009309+0.0013442i,0.00040755+0.00046957i,0.00072071-0.00072971i,0.0010427-0.0007362i,0.00092677-0.00060632i,0.00042329-6.7016e-05i,-0.00054271+0.00059248i,-0.0015934+0.00043208i,-0.001134+0.00033189i,-0.00055895+0.00083029i,-0.00034716+0.00077754i,-0.00021453+0.00089849i,-0.00060265+0.00054614i,-0.0010044-0.00024184i,-0.00021619-0.00031829i,0.00039062-0.00036586i,-0.00029828+3.1643e-05i,-0.00010879+0.00059618i,0.00063908+0.00089332i,0.0001991+0.00069414i,-0.00036589+0.00012137i
-0.00090926-0.00063746i,-0.0013159-0.0015376i,-0.0021405-0.0010523i,-0.0021933+0.00058614i,-0.0018142+0.0010893i,-0.0012382+0.00087324i,0.00056551+0.00048135i,0.0013723-0.00027883i,0.00054068-0.00037293i,-0.0006225-0.00036779i,-0.00077825-0.00010004i,-0.00024265-7.5683e-06i,0.00017377-0.00031864i,-5.3213e-05-0.00027197i,-3.3658e-05-0.00040802i,0.00024373-0.0006085i,-0.00017986-0.00030899i,-0.0003992-0.00035146i,-0.00025743-0.00028618i,-0.00051083-0.00081383i,-0.00049412-0.0011475i,-0.00010144-0.00066958i,-0.000166-0.00024894i
-0.002283-9.0573e-05i,-0.0016767-0.00027217i,-0.00099405-0.00022641i,0.00036494-0.00024459i,0.00083624-0.00058123i,3.1354e-05-0.0010865i,-0.00027561-0.00063948i,-0.00038616-0.00019351i,-0.00063216+5.7986e-06i,-0.00036756+0.00051255i,-0.0008596+0.00042407i,-0.0011829-0.00020791i,-0.00015059-0.00027496i,0.00030664+0.00050287i,-0.00062833+0.00077998i,-0.00047943+0.00049515i,0.00021923+0.00024113i,2.8311e-05+0.00041322i,0.00019156+7.6225e-05i,0.00071137-0.00018264i,0.00071623-0.00024812i,0.00054712-0.00044373i,-0.00021872-0.0005128i
0.0023123+0.00069498i,0.0035725+0.0006i,0.0026791+0.00018192i,0.00067736-0.00028053i,7.1964e-05+0.00013451i,-6.8771e-05+9.3175e-06i,5.1445e-05-0.0010439i,-0.00053472-0.0019911i,-0.00094451-0.0014699i,-0.00049188-0.00070758i,0.00015174-0.00072213i,0.00027603-0.00075745i,0.00045566+2.9944e-05i,0.00039413+0.00047903i,0.00050063+0.00028372i,0.000456-0.00039912i,2.5845e-05-0.00077017i,-0.00044907-0.00084684i,-0.00016943-0.00059219i,0.00019594+0.00020807i,-0.00033478+0.00054516i,-0.00014072+3.708e-05i,0.00032348-0.00060468i
0.0011372-0.00012148i,0.00079392+0.00024589i,0.00050148-3.5723e-05i,0.00021568+0.00039848i,-0.00014399+0.00022056i,0.00031031-0.00054495i,0.0003476-0.00013005i,0.00024948+0.00015617i,0.0006393-3.655e-05i,0.00075336+0.00016331i,0.00028046+0.00032933i,9.0635e-05+0.00043434i,0.0002076+0.00031001i,1.0128e-05-0.00034902i,-4.4484e-05-0.00028954i,0.00049638-0.00017943i,-0.00038315+1.658e-05i,-0.0013018+0.0004372i,-0.0011992+8.0254e-05i,-0.00056654-4.7158e-05i,8.7146e-05+0.00029629i,-6.4098e-05+0.001247i,-0.00026083+0.0014369i
5.4388e-05+0.00059404i,-0.00015666+0.0012358i,0.00036107+0.0015685i,0.00020137+0.0020219i,0.00033375+0.0015674i,0.0012892+0.00076187i,0.0013425+0.00078567i,0.00091311+0.0013676i,0.00010276+0.0005818i,-0.00098876-0.0003093i,-0.00091425-0.00024495i,4.7241e-05-0.00045823i,-0.00040693-0.0002184i,-1.5422e-05-0.00031688i,0.00098822-0.0001037i,0.00050538+0.00055341i,1.6213e-05+0.00081359i,-0.00051927+0.00046783i,-0.00057821+0.00013435i,-0.00045553+0.00039583i,-0.00050148+0.00057103i,0.00017204+0.00046299i,0.00080956+0.00020366i
-0.00023835-0.00028637i,0.00037015-0.00099807i,-0.00067548-0.002451i,-0.0014396-0.0017954i,-0.0017995-0.0014957i,-0.0013964-0.0010697i,0.00010568-2.6338e-05i,-0.00010291+8.3494e-05i,-0.0010156-0.0005677i,-0.00089341-0.00080982i,-0.00091951-0.00038347i,-0.0011021-0.00055887i,-0.00094563-0.00051966i,-0.00059484+0.00019091i,-0.00031864+1.4594e-05i,-0.00031122+0.0001446i,-0.00019432+0.0003309i,0.00036035+0.00022451i,0.00021884-0.00046526i,-0.00034703-0.001025i,-0.00021204-0.00049367i,4.8937e-05-0.00040962i,-0.00059452-0.00064702i
0.0016236+0.00057042i,0.0028296+0.0015075i,0.0011371+0.0016063i,-0.00020522+0.0011225i,0.00060287+0.00034131i,0.0011693+0.00057684i,0.00070374+0.00092097i,0.00033022+0.00055212i,0.00012153-0.00056685i,3.4268e-05-0.00077499i,-0.00017128-0.00024239i,-0.00070769-0.00045752i,-0.00085018-0.00038795i,7.9453e-05-9.3933e-05i,0.00063566-0.00042955i,3.8676e-05-0.00063546i,-0.00023674-0.00025628i,-0.00035269-6.9755e-05i,-8.1229e-08-1.4581e-05i,0.00039171+0.00040709i,0.001003+0.0011362i,0.0010453+0.0014877i,0.00017801+0.00064938i
0.00054774+0.00077981i,0.0015351+0.00071064i,0.0010349+0.00098489i,-4.7237e-05+0.0015796i,-0.00058107+0.0015i,-0.00039825+0.00064428i,0.00049379+0.00072918i,0.00021609+0.0010009i,-0.00044249+0.00060497i,-0.00074517+0.00046797i,-0.0013543-0.00019569i,-0.00094476-0.00035243i,0.00011276+0.00036859i,0.00016147+0.0006934i,-0.0001073+0.00063971i,5.5684e-05+0.00035166i,0.00012765-7.8498e-05i,0.00033255-0.00018939i,0.00062619-0.00066632i,0.00037866-0.00091159i,0.00024542-0.00031245i,0.0003473-0.000557i,0.00052707-4.9166e-05i
0.00010267+0.00037126i,-0.00038118-0.0002642i,0.00021235-0.00061114i,0.00074618-0.00024201i,0.0012157-0.00047119i,0.0016212-0.00072143i,0.00077465+0.00020671i,0.00012605+0.00021243i,0.0001429-0.00022016i,0.00049648-0.00057946i,0.00049433-0.00054325i,4.0883e-05-0.00029042i,-0.00047462-0.00011959i,-0.00097445+0.00015216i,-0.00075235+0.00020115i,-3.0041e-05+0.00083777i,0.00067096+0.00079432i,0.0006947+9.2672e-05i,0.00039054-0.00040441i,0.00056216-0.00032245i,0.00043858-0.00046551i,0.00015482-0.0003763i,0.00037428+0.00070636i
0.00038389+0.00045635i,3.1976e-05-0.00045706i,0.0012612+0.00032496i,0.0010988+0.00080104i,-0.00033709+0.00066601i,-0.0013106+0.0006367i,-0.00079791-0.00024029i,4.9009e-05-0.00027431i,-0.00039233-0.00010714i,-0.00078191-0.00054555i,-0.00027633-0.00010684i,-0.00021028+0.00033677i,-5.9589e-05+0.00022318i,4.4511e-05+7.3646e-05i,-0.00035716+8.0674e-05i,-0.00086743-0.00025667i,-0.00087401-0.00019926i,-0.00055283+1.7033e-05i,7.5764e-05-0.00016347i,0.00041294-0.00034393i,4.4866e-06+2.235e-05i,-0.00065656+0.00041113i,-0.00079857+6.558e-05i
0.0013901+0.00022838i,0.0021329+0.0006412i,0.0018486+0.00046076i,0.00051507+0.00017778i,2.0106e-05+0.00053181i,7.4739e-05+0.00016122i,0.0004336-0.00043518i,0.00083118-8.7917e-05i,0.0011116-0.00047463i,0.00076629-0.0011892i,0.00017066-0.00095905i,0.00047669-0.00020569i,0.00099558+0.00041134i,0.00071829+0.00021951i,0.000471-0.00046576i,1.0418e-05-0.00038051i,-7.2033e-05+0.00043942i,-0.00047426+0.00049765i,-0.00061899+0.00030202i,7.0124e-05+0.00069279i,0.0001304+0.0006541i,-0.00029712-0.00013349i,-0.00027295-0.00060358i
-0.00025908+0.0014892i,-0.00046322+0.00068865i,-0.00085873+0.00014167i,-0.00032046+0.00048742i,0.00072413+0.0012344i,0.0015551+0.0010972i,0.0011735+0.00058223i,0.0001535-5.8538e-05i,-0.00046989-0.00019697i,-0.00055051-0.00047077i,-0.00015321-0.00051764i,0.00014904+0.00029345i,0.00048814+0.0005876i,0.00059388+3.555e-05i,0.00021758-0.0001439i,0.00010921+0.00015211i,0.00018915-9.058e-06i,2.6506e-05-0.00070254i,-0.00016006-0.00046654i,0.00016675-7.8879e-05i,0.00039114+0.0003202i,0.00022854+0.00015139i,4.7517e-05-0.00089314i
0.001379+0.00016625i,0.0003322+0.00013447i,-0.00044586+0.00049192i,-0.00013193+0.0001898i,0.00037775-0.00049044i,9.0066e-05-0.00065979i,-0.00080648-0.00072331i,-7.8504e-05-0.00065579i,0.00059041-0.0011012i,0.00035865-0.0012702i,0.00042271-0.00092621i,9.5376e-05-0.00054907i,-0.00035675+0.00010864i,-0.00088958+0.00054699i,-0.00043041+0.00087347i,0.00030952+0.0011421i,-4.7944e-06+0.00068149i,-0.00059356+0.00029823i,-0.00073556-0.00029458i,-0.00088995-0.00094964i,-0.00066228-5.4229e-05i,7.776e-05+0.0012552i,-2.1137e-05+0.0012499i
-0.0014151+0.00098198i,-0.0014657+0.0011559i,-0.00072162+0.0010342i,0.0002853+2.3343e-05i,0.00088853+0.0002014i,0.00045311+0.00038376i,0.00084606-0.00046696i,0.001203-0.00058734i,0.0004406-0.00097182i,7.2992e-05-0.0010949i,0.00013495-0.00066378i,0.00039976-0.00021787i,0.0003408-0.0001955i,-4.0805e-05-0.0004378i,-3.4415e-05-0.00020052i,0.00017981-0.00023902i,0.00051523-1.9843e-05i,0.00045815+0.00073656i,0.00037945+0.00095015i,0.00010596+0.00060978i,-0.00032101+9.3107e-05i,-0.00029095-9.3692e-05i,-0.00012117+0.00051762i
-0.0026844+0.00029493i,-0.0024556+0.0020216i,-0.0029954+0.0034619i,-0.0022353+0.0036783i,-0.001106+0.0028893i,-0.00071463+0.0019061i,-0.00038803+0.0011029i,-0.0001695+0.00036198i,0.00024888+0.00015987i,0.00020633+0.00030227i,9.7301e-05-0.00028149i,0.0006427-0.00039119i,0.00052678+0.00028111i,-6.2346e-05+0.00055112i,8.4808e-05+0.00086052i,0.00038489+0.00081503i,0.00055884+0.00091838i,0.00077065+0.00064638i,0.00061152-0.00027557i,0.00029088-0.00037827i,-0.00050058+7.3766e-05i,-0.0013436-0.00012736i,-0.00059927-0.00014325i
-0.0015291+0.0020124i,-0.0025002+0.0017629i,-0.0034365+0.0017711i,-0.0027874+0.001975i,-0.0013005+0.00093154i,0.00015201-0.00020905i,0.00068112+0.00053003i,0.00028544+0.0013911i,-0.00011604+0.00078297i,-0.00023189-0.00023972i,-0.00017916-0.00039505i,-0.00024095+0.00058302i,-0.0008155+0.00028859i,-0.00025076-0.00033977i,0.0005096+0.00049632i,0.00050565+0.00088379i,0.00052401+0.00026973i,0.00056984-0.000521i,0.00055407-0.00093881i,0.00065851-0.00087595i,0.00096717-0.00047891i,0.00046818+3.6397e-05i,-0.00062178+0.00010804i
0.00011161-0.00054021i,0.0011429-9.5247e-05i,0.0020373-0.00019162i,0.001539-0.0015153i,0.00035969-0.0018028i,-0.00058236-0.00026777i,-0.00013376-0.00012934i,0.00060915-0.00048307i,0.00036581+6.477e-06i,-0.00024738-0.00017137i,-3.0825e-05-0.00023595i,-8.0305e-05-0.00076171i,-0.00061367-0.00092701i,-0.0007615-0.00048647i,-0.00045128+0.0001639i,-0.00024053+0.00071746i,-0.00014254+0.00095301i,-4.4154e-05+0.0008262i,-0.00035553+0.00041662i,-0.00062668+0.00038158i,-0.00076115+0.00032709i,-0.00048071+0.00017646i,0.00033378+0.0002795i
0.0010765+0.0012823i,0.00071475+0.00098774i,0.00058858+0.0016388i,-3.5236e-05+0.00083468i,-0.00064626-0.0011397i,9.964e-05-0.0016124i,0.0004737-0.00072101i,0.00016373+0.00026924i,-0.00026417-3.7655e-05i,-9.3024e-05-0.00049346i,0.00027618-0.00023384i,-0.00010062-0.00020517i,-0.00031047-0.0011046i,-0.00016061-0.0014975i,1.7701e-05-0.00088533i,-5.4095e-05-0.00078935i,0.00029259-0.0013006i,0.00066029-0.0012319i,0.00032653-0.00021169i,-0.00041761+0.0008951i,-0.00038231+0.00070548i,-0.00027717+0.00027777i,-0.00082393+0.00020656i
-0.00086382+0.00089154i,0.00081616+0.0010634i,0.0024846+0.001755i,0.0009369+0.0016897i,0.00014052+0.00029672i,-0.00056305-0.00091685i,-0.00089844-0.00075417i,0.00016317-3.8119e-05i,0.00066835+0.00027708i,6.8273e-05+0.00024476i,-0.00053917-4.864e-05i,-0.00039127-0.00058832i,0.00029419-0.00060454i,-1.6693e-06-0.00023369i,-0.00045263+1.7554e-05i,0.00025632+3.4761e-05i,0.00061913+0.0010875i,0.00019406+0.00081813i,-0.00045146-0.00014771i,-0.00046347-0.00029935i,-0.00022269-3.1588e-05i,-0.0002538+0.00040114i,-0.00051585-3.496e-05i
-0.00091577+0.0015991i,-0.0011322+0.0020114i,-0.0016922+0.002061i,-0.0010165+0.0013807i,0.00043796+0.00050294i,0.00062876-0.0006622i,0.00020893-0.0010651i,0.00049742-0.0007925i,0.00061622-0.00056582i,0.00059679+0.00017926i,0.00091831-8.9979e-05i,0.00064663-0.00067587i,0.00085057+4.7189e-05i,0.00070365+0.00036127i,-0.00013546+0.00023193i,-0.00037142+6.2636e-05i,3.8894e-05-2.5843e-05i,0.00025858+0.00010893i,0.00026185-0.0003859i,0.00018397-0.00088619i,0.00076402-0.00083354i,0.00068325+1.8322e-05i,-0.00058506+0.00080434i
-0.00093213+0.00086942i,-0.0020008+0.0016859i,-0.0019849+0.00086915i,-0.00071444+0.00019343i,3.4663e-06+0.00046911i,0.00035171+0.00074882i,9.1779e-05+0.00044629i,0.0005099-7.5752e-05i,0.0006032-4.1472e-05i,0.00054296-0.00062824i,0.00068251-0.0010428i,-2.1447e-05-8.2927e-05i,0.0001615-0.00017002i,0.00070017-0.00062863i,0.00097541-0.00040622i,0.00074296-0.00011433i,0.00015234+0.00054051i,0.00034904+0.00053082i,0.00031684+9.9167e-05i,-0.00012156+0.00032497i,-0.0003216+0.00048049i,-0.00034168+0.00099827i,-0.00037996+0.00063205i
-0.001112-0.0011102i,-0.00077458-0.00052726i,-0.00030494+0.0003692i,8.4882e-05+0.00046166i,0.00047312+0.00023096i,0.00065048+0.00046393i,0.00081875-1.1318e-05i,0.0010639-0.000341i,0.00084894-0.00066246i,-0.00052942-0.00053996i,-0.00057205-0.00060741i,0.00089562-0.00013281i,0.00026916+0.00075399i,-0.0010976+0.0006935i,-0.00068786+0.00025844i,-1.1315e-05+0.00039218i,-0.0002255-0.00012943i,-0.00088442-0.0011229i,-0.00050217-0.0014171i,0.00012402-0.00074228i,-0.0004889-4.2422e-05i,-0.00079002+7.2113e-05i,-0.0007071+0.00016898i
-0.0011774+0.00066994i,-0.00077725+0.0015539i,-0.00054845+0.00096504i,0.00013593+0.00043141i,0.0011752-0.00027044i,0.00088506-0.00059941i,0.00027217-0.00042569i,-0.00038871+0.00013641i,-0.00074549+0.00065333i,-0.00023873+0.00064994i,-0.00023779+0.00022968i,0.00011891-3.1228e-05i,-6.2173e-05+0.00015381i,-0.00093458+6.3296e-05i,-0.00059205-5.485e-05i,0.00056879-8.7016e-05i,0.0011667-0.00033339i,0.00078668-0.00099315i,0.00013063-0.00034421i,0.00030959-9.8013e-05i,0.00053937-0.00060087i,0.00013523+0.00010517i,-0.0010607+0.00094049i
-0.0013101-0.00011908i,-0.0014616-0.0014509i,-0.0026615-0.0010304i,-0.0027191+0.00048559i,-0.0016065+0.0009455i,-0.00054615+0.00075792i,0.00024413+0.00071345i,0.00046376+0.00021334i,-2.7389e-05-4.8484e-05i,-0.00062093+3.4355e-05i,-0.00030822+0.0001477i,-0.00056601+0.00013254i,-0.00097025+0.00071958i,-0.00076406+0.00091196i,-0.00055159+0.0008301i,-0.00043419+0.00040097i,-0.00068418-0.000256i,-0.00041907-0.00049131i,-6.4248e-05-0.00011344i,0.0004329-0.000198i,0.00050688-0.00060106i,-0.00033642+6.9579e-05i,-0.00013156+0.00047563i
0.0026973-0.0016252i,0.0028241-0.0032916i,0.0032691-0.0025292i,0.0015359-0.0018756i,-0.00055161-0.0019654i,-0.00067943-0.0010437i,8.7156e-05-6.3364e-05i,0.0003106+0.00011187i,0.00045634-0.00033288i,7.2583e-05-0.00072784i,-0.000938-0.00077767i,-0.0012803-0.00062496i,-0.00080165-0.00089534i,-0.00074705-0.0013846i,-0.0010238-0.0014657i,-0.00063571-0.00051738i,4.4327e-05-0.00011756i,0.00039944-0.00058297i,0.00016749-2.7386e-05i,0.00013708+0.00029088i,0.00020201-7.1845e-05i,0.00021424-0.00030154i,0.00062163-0.00041623i
0.0008138-6.6027e-05i,0.0010792-0.00096334i,0.0012808-3.2143e-06i,0.0015291+0.00039283i,0.0010739+0.00037094i,0.0011507+0.00016198i,0.0014292-0.00017299i,0.0010347-0.00036134i,0.00027608-0.00030911i,-0.00020497-0.00051979i,-0.00035489-0.00095416i,-9.6945e-05-0.00099215i,-0.00028729+1.4429e-05i,-0.00071265+0.00046126i,-0.00065983+0.00032982i,-0.00020379+0.00063918i,-0.00046815+0.00019869i,-0.0013574-0.00077483i,-0.0007167-0.00099646i,9.7741e-05-0.00010433i,0.00020967+0.00061178i,0.00023174+0.00089326i,0.00025371+0.00050339i
