0.0034124+0.00019672i,0.0034184-0.0016915i,0.0020708-0.0034664i,-0.0003831-0.0028278i,-0.0021195-0.0017477i,-0.0026011+0.00033666i,-0.0013658+0.001366i,-9.9588e-06+0.0011664i,0.0013713+0.00091867i,0.0012763-4.5357e-05i,0.00077408-0.00055797i,0.00046029-0.00094656i,-0.00039019-0.000574i,-0.00099804-0.00017097i,-0.00085169-0.00065132i,-0.00017422-0.00056245i,2.1037e-05-0.00033048i,-0.00034795+0.00013627i,-0.00078133-0.00036241i,-0.0011778-0.00094027i,-0.00075489+3.6462e-05i,-0.00058029+0.00095067i,-0.0013703+0.00039378i
0.0020897-0.00072119i,0.0018467-0.0019262i,0.00091815-0.003381i,0.00073351-0.0031583i,0.0011201-0.0019964i,0.0010913-0.001421i,0.001293-0.00084294i,0.00085191+0.00036642i,0.00019894+0.00038872i,-6.8974e-05-0.00015564i,-0.00049684-8.5514e-05i,3.1851e-05-0.00030302i,0.00066352-0.00075557i,5.3415e-05-0.00031165i,-0.00024382+0.00019222i,-0.00018575+9.7383e-05i,-7.9711e-05-0.00016902i,0.00022782-0.0003381i,0.00037486-0.00056521i,0.00083504-0.00094765i,0.00064694-0.00020746i,-7.2683e-06+0.00081847i,-0.00022153+0.00094377i
0.00011937+0.0022513i,0.0013238+0.0021843i,0.0018369+0.0022904i,0.0019435+0.0010182i,0.0010976+0.00020668i,-3.1335e-05-0.00064647i,-0.00057152-0.0011612i,-0.00031286-0.0010981i,0.00039996-0.00093712i,0.0011352-0.00089443i,0.00078269-0.0009571i,-0.00018193-0.00067654i,-0.00030056-0.00038756i,-0.00048627+3.522e-05i,-0.001205-0.00037958i,-0.00065071-0.00059734i,2.4517e-05-0.00010144i,-3.1265e-05+0.00022564i,8.3643e-05+0.00055434i,-0.0011811+0.00038503i,-0.0017301-0.0004494i,-0.00099734-0.00036614i,-0.00023968+0.00039832i
-0.00015663-0.00025914i,-0.0010145-0.00098655i,-0.0023468-0.001092i,-0.0017069-5.4498e-05i,-0.00026198+0.00043529i,-0.00015027+0.00032826i,0.00054303-3.22e-06i,0.00051765-0.00027175i,-0.00018339-0.00014202i,-4.1585e-05-8.9897e-05i,3.186e-05-5.7812e-06i,0.00021275+0.00018631i,0.00039087+4.0038e-05i,0.0010478-0.00013501i,0.0012122-0.00049987i,0.00016152-0.00077053i,-0.00014499-0.00071163i,-0.00024196-0.00050262i,-0.00024918-6.8011e-05i,-0.00012831+0.0006211i,0.00016229+0.0009469i,0.00057481+0.00031216i,0.00076578+0.00020904i
0.0011497+0.0019754i,0.0023264+0.0030206i,0.0020328+0.0032166i,0.0018434+0.0014334i,0.0024148+0.00010396i,0.0015407-0.00098737i,0.0011487-0.0015186i,0.001661-0.0011961i,0.0013893-0.00033679i,0.00023349+0.00024128i,4.5672e-06+9.2726e-05i,-3.3944e-05+7.6183e-05i,-0.00023157-0.00034025i,-0.00018665-0.00036436i,-0.00049324+0.00028084i,-0.00049671+0.00068618i,0.00017239+0.00043158i,6.3576e-05-0.00030263i,-0.00025207-0.00081942i,-0.00018534-0.00056407i,-0.00042034-0.0010473i,8.6642e-05-0.0011669i,0.00062693+0.00018417i
-0.0021554-0.00026786i,-0.0024747-0.00029758i,-0.00093178-0.00078349i,0.00015081-0.00020566i,0.00014339+0.00037863i,0.00077839-0.00018241i,0.0013069-0.00037583i,0.00086995-0.0002964i,0.00016272-0.0005969i,-0.0001639-0.00065533i,0.0003197-0.00041158i,0.00034717-0.00030242i,-0.00036835-1.4685e-05i,6.3409e-05-9.089e-05i,0.00029038-0.00069713i,-7.5434e-05-0.00082543i,0.00017562-0.00035843i,4.9688e-05+0.00026948i,-0.00020178+0.00010904i,0.00047645-4.2956e-05i,0.000715+1.258e-05i,0.00049292+0.00014852i,0.00017761+2.9079e-05i
0.00063108+0.0023258i,0.001672+0.0028166i,0.0035329+0.001706i,0.0030959+8.8419e-05i,0.0018374-0.00063286i,0.00083228-0.00086407i,-0.00041226-0.0010604i,-0.00041919-0.00071423i,0.00028083+0.00024018i,5.761e-05+0.00010477i,-0.00085142-0.0002585i,-0.00079557-0.00016847i,0.000295-0.00040148i,0.00030046-0.00058627i,-0.00014398-0.00032293i,-0.00010515-0.00023239i,0.00022797+3.5031e-05i,0.00065838+4.28e-05i,0.00079518-9.5292e-05i,0.00036836+8.1334e-05i,0.00033551-0.00021056i,0.00022244-0.00046487i,8.6206e-06-0.00039364i
-0.0032091+0.0089201i,-0.0029627+0.012382i,0.0052956+0.012858i,0.010224+0.0064339i,0.010846-0.00048046i,0.0059272-0.0042099i,0.0011451-0.0028896i,0.0002894-0.00050785i,0.001054+0.0013324i,0.0028188+0.00092641i,0.0024778-0.0020542i,2.7867e-05-0.0031907i,-0.0016766-0.0028045i,-0.0023187-0.0023464i,-0.001884-0.0012301i,-0.00034328-0.00022632i,0.0015968+0.00048473i,0.0014824-0.0001086i,0.0001283-0.00062307i,0.00012204-0.00045445i,9.9276e-05-0.00041853i,-0.00056837+3.6043e-05i,-0.00046571+0.00082258i
0.0020477-0.0048898i,0.0019289-0.0062693i,-3.6742e-06-0.0061748i,-0.0011711-0.0037527i,-0.0012847+6.5631e-05i,0.00032526+0.0018526i,0.0016406+0.00068605i,0.0011726-0.00043778i,0.00053444-0.0008205i,0.00023549-0.00011071i,-0.00053397+0.00034909i,-0.00087478-0.00022547i,3.0454e-05-0.00053613i,0.00061621-0.000717i,0.00021865-4.3502e-05i,0.00019138+2.9979e-06i,6.9667e-05-0.00010463i,-7.0503e-05+0.00028857i,-3.6024e-05-8.5624e-05i,-3.5567e-05-0.00015318i,4.9042e-05+0.00024048i,0.00035569+0.00022515i,0.00053186-0.00013998i
-0.00094251-0.0018694i,-0.0017234-0.0025526i,-0.0031781-0.0016769i,-0.0031085-0.00070981i,-0.0019616-0.00029796i,-9.7536e-05+0.00022092i,0.00089646-0.00069197i,8.9883e-05-0.001337i,-0.001285+7.003e-05i,-0.0018349+0.00057585i,-0.00095063+0.0003454i,-0.00015435+0.0004631i,-1.9116e-05+2.2094e-05i,0.00022493-0.00047646i,0.00039242-0.00050856i,0.00017378-0.00046431i,0.00014281-0.0006168i,7.9073e-05-0.00036851i,-0.00046268+0.00013107i,-0.0005655+0.00012022i,-0.00015698+0.00010013i,0.00011096+0.00025441i,-0.00021449+0.00016671i
-0.00012967-0.0019544i,-0.0010096-0.0029795i,-0.0019478-0.0027855i,-0.0023742-0.0014444i,-0.0024069+9.3358e-05i,-0.0011236+0.00063238i,-0.00014044+0.00017976i,0.00042713+0.00017323i,0.00068374+0.00018352i,0.0004119-2.0345e-06i,-0.00014262+0.00054114i,-0.00026784+0.0007535i,-0.00021919+0.00060909i,0.00038574+0.00060821i,0.00099485-0.00016004i,0.0007729-0.0011535i,0.000746-0.0011893i,0.00038789-0.00034064i,-0.00058317+0.00077881i,-0.001067+0.0006685i,-0.00063572+6.6095e-05i,-0.00047628+0.000153i,2.8773e-05+0.00049943i
-0.00048014+0.00015591i,0.00078861-0.00097947i,0.00083538-0.00068636i,0.00035974+0.00096294i,0.00038022+0.0011619i,0.00084311+0.00039248i,0.0012694+0.00037182i,0.0018353+0.00063077i,0.0015024+0.00011492i,0.00062612-0.00097261i,0.00069056-0.00058241i,0.00086957+0.00026111i,0.00089533+0.0007547i,0.00065058+0.00091458i,6.4788e-05+4.3557e-05i,-0.00022662-0.00032972i,-0.00087458-0.00036006i,-0.000883-0.00087654i,-0.00029579-0.0011585i,-7.7069e-05-0.00048768i,6.1569e-05+0.00022758i,0.00052829-0.00015576i,0.00068311-0.00067967i
0.0005278-0.0011105i,-0.00089068-0.0009568i,-0.0021688-0.0014617i,-0.0019054-0.00061278i,-0.00063925+0.00017479i,0.00037219-0.00030275i,-4.1063e-05+0.00016712i,-0.00080478+0.0010031i,-0.00080431+0.00070161i,-0.00029841-0.00034851i,-0.00032976-0.0010714i,-0.00041383-0.00043199i,-0.00018146+0.00024614i,-0.00017503-0.00011463i,-0.00033691-0.00048476i,-0.00030299-0.00036445i,-4.2862e-05-0.00061388i,0.0006315-0.00073646i,0.00041445-0.00031262i,-0.00042391-4.0937e-05i,-0.0006076-8.593e-05i,-0.00011884-4.779e-05i,0.00017582-5.2845e-05i
0.0003772-0.00069986i,0.001033-0.00045626i,0.0011008-0.00026421i,-0.00030297-0.00013078i,-0.00010806-0.00021278i,-0.0004102-0.00029206i,-0.00066548-0.00056886i,-2.7404e-05-0.00016093i,-0.00020901+2.7745e-05i,-0.0001524+0.00012063i,0.00016027-8.2248e-05i,0.00060632-0.00022497i,0.00020512-0.00033926i,-0.00024997-0.0005143i,-0.00027125-0.0001383i,-0.00067199-0.00032335i,-0.00074226-0.00042975i,-0.00087768+9.5783e-06i,-0.00064422+0.00066965i,1.0365e-05+0.00054877i,0.00035963+0.00023687i,0.00035918+0.00041141i,0.00070899+0.00040105i
0.00015709+0.0029073i,-0.0012036+0.0022978i,-0.00046653+0.0019022i,0.0012993+0.001323i,0.0021433+0.00012375i,0.001114-0.00072811i,6.5786e-05-0.0004858i,-4.2041e-05+0.00015536i,0.00046105+0.00037373i,0.00085214+0.00085015i,0.00021879+0.00027439i,-0.00040252+5.1248e-05i,-0.00047799+0.00031323i,-9.7548e-05-0.00030132i,1.0156e-05-0.00031984i,0.0004045+0.00026624i,0.0011207+0.0006345i,0.00072494+0.00065316i,-5.6144e-06+0.0010859i,-0.00012201+0.00088598i,0.00042026+0.0005397i,0.00087469-0.00015534i,0.00016745-0.00027699i
-0.00065522-0.0015433i,-0.00034715-0.001407i,-0.00066341-0.0017044i,-0.00077351-0.0013728i,-0.00057319-0.00071073i,0.00053649-0.00025652i,0.0013843-0.00057814i,0.0014279-0.00037143i,0.0010281+0.00036393i,3.2415e-05-6.8621e-05i,-0.00017817-0.00071683i,0.00024928-0.0010724i,-0.00012738-0.00090445i,-0.00036323+0.00015768i,-0.00074151+0.00039239i,-0.001002+0.0003399i,-0.00098616+0.0006583i,0.00016092+0.0004673i,0.00093867+4.6749e-05i,0.00039584-0.00080019i,0.00013494-0.0014151i,0.00022646-0.00098415i,0.0002858-0.00081927i
0.00086071+0.00086018i,0.001477-0.00016205i,0.00058208-0.00012609i,-0.00080135-0.00028579i,-0.0013002-0.0013015i,-0.00095629-0.0013888i,4.9336e-05-0.0011896i,0.00090583-0.0012271i,0.0012062-0.00043919i,0.0015292-0.00020151i,0.001097-0.00065428i,0.00034661-0.00099642i,3.9439e-05-0.00057041i,5.6283e-05+0.00041797i,-2.154e-05+0.00053633i,-0.00052678+0.00054448i,-0.00027335+0.00048828i,2.5271e-05-0.00037574i,-2.0279e-05-0.0012322i,0.00021346-0.00079677i,-0.00026713-0.00067464i,-0.00049618-0.0013433i,-0.00021279-0.001071i
0.00021793-0.0024495i,0.00035269-0.0030468i,4.015e-05-0.0014509i,-8.9118e-05+0.00013479i,0.00043998+0.00074761i,0.0011721+6.3047e-05i,0.00094038-0.0015802i,0.00089634-0.0014019i,0.00061434-6.9461e-06i,-0.00024473-0.00042029i,0.00054594-0.0018306i,0.0015613-0.0014174i,0.0011618-0.00015575i,0.0011006+0.00033575i,0.00092515+0.00061615i,0.0003875+0.00019848i,5.284e-05+0.00014641i,0.00033302+0.00075751i,0.0013103+0.0012032i,0.001039+0.0010399i,0.0005346+7.8269e-05i,0.0010841-0.00040815i,0.00088148-0.00059028i
0.00055964+0.000803i,0.0010837+0.00071253i,0.0016509+0.00020802i,0.0012993+0.00017458i,0.0011158-0.00041383i,0.00061757-0.0013163i,0.00038996-0.00096414i,0.0011024+0.00032912i,0.0013626+0.00066387i,0.00036046-0.00070279i,-0.00019777-0.0021602i,-0.00014917-0.0011558i,-0.0003383+0.00068333i,0.00024027+0.001259i,0.00091079+0.00010457i,0.0010776-0.00056698i,0.0014884-0.00030349i,0.0013098-0.00049982i,0.0011493-0.00032107i,0.0019148-0.00025476i,0.0016564-0.00048588i,0.00067505-0.00058534i,-0.00013902-0.00065107i
0.0007696-0.00077414i,0.0010498-0.0015792i,-3.9093e-05-0.0022296i,-0.00073537-0.0014384i,-0.00050301-0.00086061i,0.00014854-0.00028641i,0.00039265-0.00021543i,0.00051988-0.00041656i,0.0006196-0.00029538i,0.0010045-2.4961e-05i,0.0011847+0.00023986i,0.00060219-0.0003012i,7.4637e-05-0.00064485i,0.00024126-0.00081341i,6.7355e-05-0.0004093i,-0.0003521-0.00066202i,-9.6924e-05-0.00088938i,-0.000122-0.00044998i,-0.00033767+0.00022272i,9.7874e-05+0.00070605i,0.00050084+0.00038739i,0.00071424-0.00017118i,0.00073229-0.00011381i
0.0023479-0.0020745i,0.002526-0.001824i,0.0011072-0.0023585i,-0.0010724-0.002018i,-0.0016007-0.0014764i,-0.00055648-0.0012766i,0.00027785-0.00094938i,0.00086239-0.00065272i,0.00087818-0.00024743i,6.5517e-05-0.00029386i,-1.675e-06-0.00076979i,0.00013642-0.0006891i,-6.7289e-05+3.953e-05i,-8.3526e-05+0.0004336i,0.00028071-0.00038446i,0.00058506-0.00072777i,0.00043463-0.00047192i,-0.00010405+0.00014999i,-0.00052696+0.00026539i,-0.00038219+0.00027089i,-0.00062913+0.00028163i,-0.00086443-0.00044519i,-0.00077258-0.0005118i
-0.0012528-0.0032066i,-0.00081199-0.0035766i,-0.0010418-0.0028517i,-0.0011918-0.00095001i,-0.00069707+0.00044823i,-0.00057321+0.00021867i,-0.00051403-0.00043871i,-0.00032473+7.7721e-05i,-0.00023506+0.00022439i,-0.00015583-0.00027806i,0.00052248-0.000343i,0.0010763-0.0003836i,0.00067767-0.00046858i,0.00036619+0.00041164i,-0.00017474+0.00080988i,-0.00047466-0.00052559i,0.00028506-0.00092172i,0.00049664-0.00011334i,-0.00032364+0.00044411i,-0.00092528+0.00045523i,-0.0005464+0.00040144i,0.00078284+0.00064309i,0.00070421+0.00032204i
0.00095142+0.00022934i,0.00058603+0.00083134i,-0.00024856-0.00018162i,-0.00066913-0.0008685i,-0.00044761-0.0013652i,-0.00034559-0.0014148i,-8.8264e-05-0.00023548i,0.00062406-0.00015403i,0.0013629-0.00010788i,0.0012487+0.00049914i,0.00044466+0.00022802i,-9.0742e-05-0.00052761i,-0.00027087-0.00072482i,-0.00042565-0.0010333i,-0.00025879-0.0015625i,-0.00041726-0.0010402i,-0.0010755-0.00080352i,-0.00089873-0.00054203i,3.5465e-05-0.00043438i,0.00030983-0.00094884i,-0.00013931-0.00036953i,-6.051e-06-0.00021576i,0.00018266-0.00014925i
0.0013821+0.0007545i,0.0018855-0.00022884i,0.0010519-0.0013345i,0.00092028-0.00067463i,0.0011622-0.00060796i,0.00062159-0.0012226i,0.00078157-0.0011942i,0.00098776-0.00065703i,0.0011252-0.00015135i,0.00099866+0.0003031i,-0.00013448+2.6548e-05i,-0.00068861-0.00019295i,-0.00053642-0.00032951i,-0.00034199-5.4245e-05i,5.8534e-05+0.00025691i,0.00025233-0.00023822i,-0.00036866+0.00014105i,-0.00059325+0.00028931i,-0.00028453-0.00074466i,-0.00011099-0.0010561i,-0.00030828-0.00033186i,-0.00031174+0.00032429i,-0.00033153+0.00039575i
0.003032-0.00018568i,0.0014382+5.061e-05i,0.00096991-0.002149i,0.00017512-0.0029725i,-0.0013148-0.0026489i,-0.00070297-0.0018839i,0.001037-0.000901i,0.0012581-0.00084695i,0.0004705-0.00099795i,0.00047271-0.00086267i,-4.6065e-05-0.00039045i,-0.00097711-0.00060158i,-0.00046126-0.00061293i,0.00057609-0.00010911i,0.00039528+6.774e-05i,8.9893e-05-0.00013342i,3.1102e-05+0.00040269i,-0.00018645+0.00058664i,-0.0002644+0.0001021i,-0.00022196-9.2764e-05i,0.00038894-0.00042818i,-2.4575e-05-0.00026676i,-0.00068151+1.1675e-05i
0.00014114-0.0020422i,-0.00033061-0.0029657i,-0.00073136-0.0027889i,-0.0014555-0.0014337i,-0.00071848-0.00038956i,0.000533+4.4403e-06i,0.0012631-0.00047193i,0.00064344-0.0011585i,-0.0010597-0.00084221i,-0.0010793-0.00041168i,-0.00045231-6.3581e-05i,-0.00015691+0.00025374i,0.0001465-8.2243e-05i,0.00032535+7.8227e-05i,7.073e-05+0.00037536i,7.581e-05+0.00038766i,0.0004339+0.00056043i,0.00052386+0.00050654i,0.00076266+0.0001341i,0.0007944-0.00010449i,0.00018647-0.00034915i,-0.00029712-0.000374i,-0.00054257-4.5749e-05i
-0.0012912-0.001175i,-0.0004019-0.0009685i,-8.1369e-05+0.0005832i,-8.8778e-05+0.0010209i,0.00088334+0.0014912i,0.0015407+0.0013771i,0.0010557+0.00067136i,0.0004522+0.00092793i,0.00015466+0.00076021i,-0.00044181-0.00034218i,-0.00073913-0.000371i,-0.00029469+0.00012419i,6.6182e-05-0.0004232i,-0.00040292-0.00039338i,-0.00097688-0.00040576i,-0.00068845+6.7729e-05i,-0.00016698+0.001023i,0.00023803+0.00049369i,-8.6663e-05-0.00032971i,-0.00035422-0.00023201i,5.2065e-05+0.00021355i,4.9738e-05+0.0006647i,0.00025592+0.00040211i
0.00098954+0.00011213i,0.00066924+0.00016205i,0.00015518-0.00030598i,0.00011255-0.0015742i,0.00033564-0.0013281i,0.00032326+0.00014488i,0.00067536+0.00029793i,0.0014672-0.00048361i,0.0015667-0.00078935i,0.00099295-0.00081116i,0.00025399-0.00095602i,0.00047155-0.0013023i,0.00076383-0.0003594i,0.00027585+0.00036763i,-0.00092221+0.00030338i,-0.0014308-0.00016072i,-0.0013803-0.00034497i,-0.001146-0.00063658i,0.00050665-0.00052267i,0.0014471+0.0006779i,0.00086451+0.00049997i,-5.6321e-05+0.00014282i,-0.00058097-2.3444e-05i
0.0026179+0.00044873i,0.0041626-0.00016582i,0.0032449-0.0010974i,0.00070757-0.0020184i,-0.00042467-0.0020062i,-0.00044737-0.0011548i,-0.00043688+0.0001696i,0.00023844+0.00015797i,0.00043722-0.0008671i,0.00032536-0.0012415i,0.00046001-0.00036979i,-0.00027655+0.00021025i,-0.00060105-9.4441e-05i,-0.00023922-0.00048802i,0.00010363-0.00024103i,0.0010619+0.00019276i,0.00055996+0.0006977i,-9.4711e-05+0.0007091i,4.7934e-05+0.0004268i,0.0002231+0.00071694i,0.00041633+0.0013026i,0.00039991+0.00086301i,-0.00024722+4.1387e-05i
-0.00081957+0.00021457i,0.00010784+0.00048502i,0.00086211-6.2936e-05i,0.00093594-0.0003505i,0.00072802-0.00017258i,0.00094008-0.00094955i,0.0012673-0.00097078i,0.0010741-6.8683e-05i,0.00089882+9.7717e-05i,0.0012645-0.00066889i,0.00047121-0.0011178i,-0.00063116-0.00085065i,-0.0006824+0.0003281i,-0.00076028+0.001119i,-0.00080943+0.00085701i,-0.00020291+0.00027463i,1.6181e-05-0.00069591i,-5.3028e-07-0.00069156i,-0.00014163+0.00022966i,-0.00051061-5.2994e-05i,0.00023077-0.0002944i,0.0011205+3.4254e-05i,0.00045115-4.6204e-05i
0.00072754-0.0003737i,0.00094538-0.0010906i,0.0010247-0.00082829i,0.00093592-0.0009981i,0.00096151-0.00074997i,0.00050481-9.27e-05i,0.00080888-0.00079549i,0.00095017-0.00047059i,0.00060464-0.00037402i,0.00024032-0.00032523i,-0.0010258+0.00019663i,-0.00087118-1.62e-05i,0.00044009-3.945e-05i,0.000542+0.00071167i,0.00017467+0.00055639i,0.00026026+0.0006642i,-0.00023497+0.00044669i,-0.00080856+0.00017802i,-0.0010862+0.00015867i,-0.00062756-5.5118e-05i,-4.2358e-05+0.00018657i,-0.00020652-0.0002511i,-0.0002765-0.00085903i
0.0022965+0.00029116i,0.0014168+0.00018213i,0.0011215-0.0011181i,0.0011751-0.0021262i,0.00062248-0.0020128i,0.00054748-0.0015179i,0.00067699-0.0015084i,0.00044257-0.00098799i,-0.00027823-0.00073082i,-0.00049752-0.0011983i,3.0525e-05-0.0010044i,1.9522e-05-0.00061111i,-0.00064314-0.00044912i,-0.0004129+9.21e-05i,0.00025891+0.00070226i,-0.00014708+0.00064398i,-0.00062242+0.00054997i,-0.00053991+0.00070357i,-0.00010195+0.00035125i,0.00035823+8.7996e-05i,3.166e-05+0.00038899i,-3.0913e-05-0.00027193i,0.00029927-0.0010746i
-0.001326-0.0006785i,-0.0014874-0.00068591i,-0.00077819+0.00072242i,-7.9922e-05+0.0015861i,0.00083649+0.0011014i,0.0011645+0.00021751i,0.0005044-0.00014303i,0.00033551-9.466e-05i,0.00014843-0.00063072i,-0.00010823-0.0005903i,-0.00033157-3.6629e-06i,9.7166e-05+0.00060925i,0.00011362+0.0010014i,-0.00054677+9.5987e-05i,-0.0012212-0.00097291i,-0.0014228-0.00079015i,0.00013546-0.00028736i,0.00078995-0.00036941i,-0.00037414-0.00031988i,-0.00035199+0.00023604i,0.0001055+8.334e-05i,0.0003512-0.00065555i,0.00046606-0.00020649i
0.00091174-0.0010556i,0.0015224-0.0012907i,0.0011518-0.001985i,0.00086608-0.0025411i,0.00022942-0.0019138i,-0.00091633-0.0012366i,-8.1328e-05-0.0001976i,0.00080254+0.00052581i,0.0012828+0.00021023i,0.0014733-0.00035958i,0.00019969-0.00056834i,-1.8416e-05-0.00027548i,0.00050358+0.0002718i,0.0006042+0.00013065i,0.00027216+3.2235e-05i,-0.00071004+0.00055608i,-0.00053736+0.00083781i,0.00030613+0.00090658i,0.00012954+0.0010008i,-0.00039054+0.00094984i,-0.0005771-0.00035821i,-0.00044021-0.0010878i,0.00044591-0.00050666i
-0.00077847-0.0017202i,-0.0010054-0.00276i,-0.001803-0.0020056i,-0.0025146-0.00039639i,-0.0012944+0.00034496i,0.00050172+0.00069976i,0.00088157+0.00029936i,0.00086286-0.00012975i,0.00020122+0.00032984i,-0.0010524+0.00062097i,-0.0012995+0.00024984i,-0.00078515+0.00030606i,0.00020302+0.0006077i,4.2785e-05+0.00037081i,-0.00033358+0.00040627i,0.00024094-0.00024851i,0.00051555+0.0002102i,0.0003344+0.00055071i,0.00052975+1.6796e-05i,0.00064065+0.00013492i,0.00036774-0.00027646i,-0.00015171-0.00036489i,-0.00031331-0.00030305i
0.0039576-0.0010221i,0.0035285-0.00073218i,0.0024246-0.0023728i,0.00061024-0.0031707i,-0.00074391-0.0022191i,8.8462e-05-0.00072598i,0.0004075-5.2713e-06i,-0.00014204-0.00031484i,0.00018794-0.00051267i,0.00046031-7.5849e-05i,-0.00019195+7.5176e-05i,-0.0010095+0.00010973i,-0.0010537+0.00054533i,-0.00017401+0.00075667i,0.00052694+0.000502i,0.00092703+0.00056987i,0.00090133+0.00086538i,0.00074434+0.00038806i,0.00044688-9.4537e-05i,9.5332e-05-0.00036421i,-0.00050332+0.00016358i,-0.00046432+0.0011892i,-0.00055224+0.0004797i
-0.00043479+0.0014496i,-0.00032126+0.0020229i,0.00031373+0.00072637i,0.00091742-0.00050173i,0.00081443-0.00076235i,-0.00039497-0.00021134i,-0.0011692-0.00029947i,-0.00029528-0.00027792i,0.00099505+0.00070752i,0.00093464+0.00048377i,0.00010842-0.0003773i,-0.00011678-0.00017743i,0.00013754-0.00028945i,0.00073174-0.00051503i,0.00088646-0.0011593i,0.00014736-0.001588i,-0.00050532-0.00084011i,-0.00020609-0.00019064i,7.5896e-05-0.00017908i,-8.4778e-05+0.00027592i,-0.00013332+0.00072637i,-6.614e-05+0.00020337i,-0.00047276-0.00050961i
0.00024343-0.0023185i,-2.9194e-05-0.0021141i,-0.0018627-0.001378i,-0.0012716-0.00040739i,0.0007525+0.00094095i,0.0018601+0.00085263i,0.0014805-9.4077e-05i,0.00091864-0.00098236i,0.00073688-0.00049182i,-0.00021263+0.00020463i,-0.00075057+0.00067092i,-0.00075046+0.00094888i,-0.00027438+0.00094738i,0.00017971+0.0014819i,-0.00014017+0.0005365i,-0.00032806-0.00071112i,8.3543e-05+3.2398e-05i,-3.5942e-05+0.00068734i,-5.2164e-05+0.00060121i,9.8592e-05+0.00069244i,1.5963e-05+0.00072483i,0.00082472+0.00046507i,0.0010601+0.00012215i
0.0011918+0.00029403i,0.00091863+0.00053852i,0.0016319+0.00025205i,0.0019601-0.0015591i,0.0010198-0.002057i,0.00037531-0.0022531i,0.0002755-0.0017973i,-2.7582e-05-0.00066451i,-0.00041996-0.00020932i,0.0001139-0.00039429i,0.00082315-0.0006674i,0.00032565-0.00053958i,-0.00099474-0.00021163i,-0.0014361-0.00037665i,-0.00062186-0.00076926i,0.00015888-0.00074004i,0.00038242-0.00032675i,0.00043023-0.00025702i,0.00056716-0.00058417i,-0.00021263-0.00095377i,0.00031333-0.00086428i,0.00096878-0.00079942i,1.9781e-05-0.00094413i
0.00046203-0.002023i,2.9035e-05-0.0028048i,-0.00042404-0.0014871i,-0.0017006-0.0002684i,-0.001803-6.4244e-05i,0.00040349-0.00017487i,0.001533-0.00016545i,0.0009783+0.00013792i,0.00037915-8.2805e-05i,0.00016978-0.00050713i,-0.00042775-0.00014931i,-0.00046133+0.00023918i,0.0005413+0.00073635i,0.0014241+0.00061174i,0.0017347-0.00058683i,0.001459-0.00085375i,-1.8426e-05-8.7666e-05i,-0.0014022+0.00019658i,-0.0011533-0.00088176i,-0.0002198-0.00070216i,-0.00039701+0.00028817i,0.00021995+0.00025741i,0.00092006-0.00012717i
0.0016495-0.00096327i,0.00096784-0.0015556i,-5.4728e-05-0.0019924i,6.0024e-05-0.0018987i,0.00025262-0.001532i,-0.00019189-0.00077538i,9.3692e-07-0.00043818i,4.3612e-05-0.00067808i,-9.9481e-06-0.00081481i,-3.4626e-06-0.00066117i,-0.00032092-0.0010338i,-0.00035845-0.000988i,-6.0746e-05-0.00023754i,0.00037112+0.00019804i,0.00069859+0.00047724i,0.00017936+0.00057443i,-0.0005548+0.00078505i,-0.00045116+0.0011529i,0.00021657+0.00040352i,0.00070004-0.00045199i,0.00068246-0.0002672i,0.00017174-0.00012747i,-0.00011573-0.00026491i
-0.0022919-0.00097926i,-0.0016972-0.0013054i,-0.0014328-0.00051148i,-0.0025222+0.00037576i,-0.0019326-8.4993e-05i,0.00023374-0.0008542i,0.00074076-0.00081787i,0.00027338-0.00023652i,-0.00072875+0.00051544i,-0.00064674-9.3472e-05i,-0.0002538-0.0003319i,-0.00091542-0.00033229i,-0.00032969-0.00056714i,-0.0002811-0.00021216i,-0.0008438-0.00023979i,-0.0007532+5.8505e-05i,-0.00053273+0.00042517i,-0.00013599-0.00040119i,0.00027439-0.00077183i,0.00016759+0.00073394i,-0.00051689+0.0014014i,0.00010342+0.00049254i,0.00072683+0.00015542i
0.00026357-0.0011291i,0.00029653-0.0012486i,-9.6983e-06-0.00091615i,-0.0012846-0.00078697i,-0.0015118-0.00095439i,-0.00034069-0.00062029i,0.00033437-0.0002274i,4.8786e-05-6.1648e-05i,-0.00021805-0.00050921i,-0.00010863-0.00083248i,-0.00045635-0.0007355i,-0.00057293-0.00065947i,-0.0003557-0.00019567i,0.00037885+0.0004286i,0.00095019+0.00066347i,0.00091717+0.00028298i,2.5769e-05+0.00029952i,-0.00089227+0.00066945i,-0.00080622+0.00030623i,-6.1104e-05+8.9897e-05i,3.6206e-05+3.0381e-05i,-0.00053636+0.00025119i,-0.00016158-1.5696e-05i
0.00089039+0.0026225i,0.0011642+0.0014112i,0.0017287+0.00058822i,0.0021149-0.00060841i,0.0017377-0.0021447i,0.00022241-0.0023838i,-0.00036249-0.0020719i,2.1754e-05-0.00042425i,0.00017902+0.00033838i,0.00037391-0.00056739i,0.00041309-0.00074275i,0.00017546-4.1196e-06i,0.00017978-0.00018712i,0.00031611-0.00028197i,0.00036374+0.00033519i,0.00021887-0.0003258i,8.1369e-05-0.00031651i,0.00033408+0.00040702i,0.00062253+0.00040325i,0.00068664+0.00061487i,0.00019386+0.00089694i,0.0001917+0.00054703i,-3.5093e-05+0.00066182i
