-0.0022015-0.00036557i,-0.00098688+0.0011231i,-0.0017036+0.0024549i,-0.002464+0.0024775i,-0.0026435+0.0026807i,-0.0024788+0.0028295i,-0.0016757+0.0010976i,-0.001235+0.0002446i,-0.0017739+0.00037781i,-0.0012882+0.00089356i,5.3071e-05+0.0005543i,0.0011855-0.00088393i,0.0015103-0.0013575i,0.0008127-0.0015071i,0.000246-0.0017547i,-0.00015114-0.001029i,-0.00031447-0.00070571i,-0.00014373-0.0010005i,3.0731e-05-0.00063773i,-0.00055424-0.00014179i,-0.00040504+7.6381e-05i,0.00010055+5.0424e-05i,0.0002656-0.00029483i
0.022075-0.0021108i,0.036083+0.0040884i,0.0027519+0.039908i,-0.088293+0.12497i,-0.13522+0.2125i,-0.066825+0.20238i,0.010388+0.10304i,0.014176+0.041006i,0.0090407+0.03854i,0.020058+0.02164i,0.016142-0.005789i,0.0059337-0.01419i,0.0046382-0.01338i,0.0068611-0.012429i,0.0056837-0.011017i,0.0016438-0.0089635i,-0.00043946-0.0073786i,0.00024404-0.0071055i,0.0014614-0.0068901i,0.0035094-0.0072994i,0.0040023-0.010151i,0.0011046-0.012564i,-8.6848e-05-0.012651i
-0.0189-0.00030631i,-0.031687-0.0016053i,0.0091639+0.0015889i,0.13058-0.0043294i,0.22999-0.037985i,0.18978-0.071934i,0.080277-0.05875i,0.029899-0.030996i,0.018626-0.028213i,-0.00073281-0.020387i,-0.010728-0.0025797i,-0.0098197+0.0026091i,-0.011601-0.00067302i,-0.014539-0.0029373i,-0.016156-0.0021323i,-0.016053+0.0011862i,-0.015811+0.0027691i,-0.014542+0.0030083i,-0.011789+0.0029716i,-0.011031+0.0013654i,-0.011038+0.0034102i,-0.0074037+0.0095385i,-0.0020516+0.010171i
0.018434+0.0039799i,0.035033+0.0020137i,0.0098331-0.030509i,-0.090736-0.093905i,-0.19334-0.11883i,-0.18685-0.065184i,-0.10172-0.0084615i,-0.053405+0.0022027i,-0.044622+0.0097684i,-0.021338+0.020247i,0.0023885+0.012226i,0.0079606+0.00086962i,0.0052587-0.001726i,0.00056712+0.0028263i,-0.00060214+0.010178i,0.0017866+0.014392i,0.0047855+0.015091i,0.0063271+0.013208i,0.0063589+0.010249i,0.0067513+0.0089607i,0.0092404+0.0060124i,0.01112-0.0013969i,0.0081863-0.0073437i
-0.019227-0.0048003i,-0.040064-0.0036234i,-0.049158+0.045075i,-0.015418+0.15875i,0.049795+0.2387i,0.083426+0.18203i,0.059598+0.068588i,0.029695+0.020085i,0.0246+0.012832i,0.017314-0.0024258i,0.0012917-0.010363i,-0.0082217-0.0066976i,-0.011109-0.0023465i,-0.0086235-0.00071945i,-0.001473-0.0017915i,0.0039843-0.0032899i,0.0051954-0.0067268i,0.0036861-0.0093878i,0.0017544-0.010284i,-1.7929e-06-0.012174i,-0.0037773-0.011442i,-0.0094182-0.0063377i,-0.012112-0.00081937i
0.015283+0.014405i,0.042844+0.019798i,0.091964-0.009336i,0.14325-0.10493i,0.14984-0.19243i,0.090949-0.15945i,0.02639-0.061712i,-0.0016899-0.017741i,-0.016108-0.013509i,-0.020183+0.00022839i,-0.010455+0.010575i,-0.0031752+0.0083981i,-0.00034986+0.0076931i,0.0011807+0.0086753i,0.0018538+0.0065163i,0.0022587+0.0031018i,0.0013845+0.0025212i,0.00015152+0.0039258i,-0.002787+0.0045496i,-0.006972+0.0075026i,-0.0056787+0.011763i,0.002394+0.012905i,0.010155+0.010639i
-0.010768-0.0097905i,-0.032233-0.030214i,-0.091096-0.041482i,-0.18819-0.011807i,-0.24464+0.036469i,-0.18518+0.04237i,-0.08244+0.014431i,-0.035277+0.0094492i,-0.017589+0.024384i,0.00046195+0.020157i,0.004433+0.0041638i,0.0014403-0.00062164i,0.001882+0.001437i,0.0040608+0.001471i,0.0068405-0.0007962i,0.006908-0.004102i,0.0056605-0.0068714i,0.0061366-0.0076526i,0.0067705-0.0051883i,0.0098492-0.0027076i,0.013146-0.005265i,0.0093221-0.011169i,0.0010959-0.014354i
0.0053773+0.012829i,0.016813+0.042735i,0.060084+0.095899i,0.14768+0.14126i,0.21047+0.14547i,0.1692+0.10457i,0.081054+0.050478i,0.038105+0.014982i,0.0246-0.0038082i,0.0078386-0.0076448i,-0.0016175-0.0017646i,-0.00055488+0.0011117i,0.0032054+0.00088812i,0.004536-0.001926i,0.0022332-0.0081578i,-0.0020933-0.012703i,-0.005955-0.012899i,-0.0074426-0.010409i,-0.0078241-0.0091514i,-0.01017-0.009726i,-0.013651-0.0074484i,-0.014377-0.00014803i,-0.01132+0.0064169i
0.0022157-0.012899i,0.0072102-0.04896i,0.00097325-0.12372i,-0.03783-0.21231i,-0.073239-0.24237i,-0.057125-0.17048i,-0.023721-0.068218i,-0.016522-0.016352i,-0.021325+0.002128i,-0.015292+0.012138i,-0.0052156+0.010816i,-0.0001539+0.0043447i,0.0022419-0.00026771i,0.0012186-0.0014452i,-0.0044755-0.00066409i,-0.010204+0.0010286i,-0.011107+0.0024517i,-0.0083269+0.0031178i,-0.0050828+0.0063429i,0.00036671+0.011574i,0.0066529+0.013805i,0.010694+0.011616i,0.011695+0.0074613i
-0.0079592+0.011539i,-0.029373+0.04223i,-0.070629+0.11094i,-0.10526+0.20353i,-0.10875+0.24055i,-0.082354+0.16437i,-0.043026+0.054675i,-0.013982+0.0084591i,0.00087321+0.005957i,0.0060109+0.0010814i,0.0042616-0.0051772i,0.0014427-0.0064363i,-0.00070548-0.0067294i,-0.00064965-0.0072514i,0.00048096-0.0062253i,0.00033097-0.0028479i,-0.0014476-0.00034657i,-0.003735+0.00023372i,-0.0019334-0.0014923i,0.0024613-0.0086338i,0.0032928-0.015968i,0.00067278-0.016558i,-0.00087613-0.011584i
0.013008-0.00909i,0.045143-0.027755i,0.11621-0.060717i,0.19945-0.097878i,0.23328-0.099183i,0.17859-0.043744i,0.084858+0.0063794i,0.02478+0.0073288i,0.00031513-0.0040074i,-0.0074845+0.00037879i,-0.0046788+0.0052836i,-0.0016017+0.0014349i,-0.0031756-0.0029708i,-0.0064551-0.0038157i,-0.0099502-0.001619i,-0.010277+0.0012438i,-0.0059133+0.003239i,-0.0029927+0.0039257i,-0.0047781+0.003776i,-0.010388+0.0048065i,-0.014296+0.0080055i,-0.010326+0.011546i,-0.0030271+0.0094149i
-0.011691+0.005042i,-0.04573+0.0039223i,-0.11986-0.0072669i,-0.20769-0.029508i,-0.23437-0.057315i,-0.16218-0.071654i,-0.067919-0.053224i,-0.027394-0.01625i,-0.016319+0.009319i,-0.0052653+0.011715i,-0.0010207+0.0032703i,-0.0034575-0.00040111i,-0.0054049+0.0009418i,-0.0042469+0.0035949i,-0.0004718+0.0055566i,0.0029744+0.0062925i,0.0027184+0.0057273i,0.0015201+0.0055567i,0.0033003+0.0064203i,0.0081677+0.0063375i,0.014473+0.0051797i,0.015807+0.00084737i,0.010562-0.0044511i
0.011925+0.0011096i,0.039188+0.017713i,0.092347+0.065875i,0.14574+0.13661i,0.14409+0.18042i,0.076792+0.15053i,0.014287+0.074735i,-0.00038991+0.021146i,0.00364+0.0023869i,0.0037197-0.0021372i,0.0017934-0.0025039i,-0.0004275-0.0020813i,-0.0024138-0.00090109i,-0.0018638+4.5526e-05i,-0.00024893-0.00071886i,0.0020038-0.0023244i,0.004516-0.0032738i,0.0054423-0.0040949i,0.0040806-0.0071554i,-0.00016279-0.011458i,-0.0067264-0.013527i,-0.012505-0.010909i,-0.01379-0.0052399i
-0.0069994-0.0070223i,-0.020338-0.03328i,-0.035209-0.098759i,-0.033974-0.1825i,-0.00043097-0.20984i,0.040101-0.14072i,0.043806-0.045757i,0.019041-0.001642i,-0.00092838+0.0065483i,-0.0058086+0.0088029i,-0.0044016+0.0085278i,-0.0043809+0.0061006i,-0.0041447+0.0058336i,-0.0014303+0.0072456i,0.0015152+0.0063976i,0.0022706+0.0020454i,0.0013009-0.0019731i,0.00035824-0.002711i,-0.0013698-0.0011202i,-0.0030019+0.0050995i,-0.00044212+0.013328i,0.0064228+0.016473i,0.0098884+0.014313i
0.0035919+0.0069439i,0.00093272+0.033333i,-0.024013+0.088837i,-0.078631+0.15145i,-0.13198+0.15507i,-0.12743+0.080245i,-0.068786+0.0064327i,-0.020449-0.011222i,-0.0019339-0.0029274i,0.0022219-0.0010798i,0.0023462-0.0037281i,0.0022326-0.0023873i,0.0025673+0.0013406i,0.0042914+0.00072529i,0.0047045-0.0046109i,0.0016947-0.007606i,-0.0013047-0.0067927i,-0.002187-0.0058168i,-0.00043753-0.0056569i,0.0045631-0.0061067i,0.0088361-0.0098758i,0.0070768-0.015558i,0.0031402-0.015808i
0.0017101-0.0078477i,0.01469-0.027976i,0.059905-0.056365i,0.13175-0.066747i,0.17451-0.02927i,0.13584+0.028462i,0.056526+0.043388i,0.0079317+0.01998i,-0.0046471+0.0027837i,-0.0044218+0.0018771i,-0.0019719+0.0029484i,-4.7849e-05+0.00066612i,0.0014993-0.00046208i,0.0022645-0.0011471i,0.00088638-0.00060797i,-0.001593-0.00054078i,-0.0028023-0.0020507i,-0.0035167-0.0021967i,-0.0051699-0.0020097i,-0.0088803-0.0026498i,-0.014028-0.00072926i,-0.015591+0.0051859i,-0.011971+0.0087387i
0.00033371+0.0091644i,-0.01636+0.015479i,-0.062935+0.013209i,-0.1254-0.015194i,-0.14006-0.063917i,-0.081122-0.085729i,-0.016496-0.059114i,0.0015836-0.02075i,-0.003098+0.00060969i,-0.0035921+0.005311i,-0.001814+0.0029479i,-0.00098194+0.0010905i,3.3598e-05+9.8805e-06i,0.0002335-0.0019974i,-0.00096277-0.0050523i,-0.0036128-0.0062677i,-0.0052564-0.0044562i,-0.0042317-0.0015839i,-0.0021896+0.0027832i,0.0019461+0.0088604i,0.008239+0.011329i,0.013626+0.0073237i,0.014716+0.0027466i
0.0037555-0.0048566i,0.017768-0.0019854i,0.049499+0.02452i,0.078689+0.082122i,0.062593+0.13093i,0.0079133+0.11416i,-0.026467+0.052456i,-0.021906+0.011212i,-0.0087264+0.0016496i,-0.0024675+0.0012117i,-0.00077763-0.00039848i,0.00070012-0.0025108i,0.0022542-0.0044745i,0.00095404-0.00548i,-0.0020972-0.003441i,-0.0036162+0.00046264i,-0.0037809+0.0032218i,-0.0047039+0.0032454i,-0.0032667-2.0291e-05i,-0.00031554-0.0064513i,-0.0022632-0.0126i,-0.0066383-0.013149i,-0.0067569-0.0092517i
-0.0010448-0.00034245i,-0.010529-0.010253i,-0.020183-0.043717i,-0.0086156-0.096731i,0.034481-0.11958i,0.066524-0.075549i,0.049745-0.012936i,0.013685+0.01183i,-0.0049734+0.011377i,-0.006355+0.008312i,-0.0033527+0.0060817i,-0.0041371+0.0021392i,-0.0073378-0.0019428i,-0.0076951-0.0031047i,-0.0051505-0.0022876i,-0.0027948-0.0018394i,-0.0015172-0.00072371i,-0.00027941+0.0022414i,-0.00086416+0.0044089i,-0.0052516+0.006609i,-0.007173+0.01191i,-0.0026048+0.015209i,0.0015946+0.012727i
0.0028713-0.0013132i,0.0028218+0.0093898i,-0.0088827+0.034789i,-0.045565+0.065383i,-0.090171+0.06038i,-0.089264+0.013447i,-0.042073-0.020591i,-0.0058022-0.01788i,0.0017071-0.0049225i,0.00028446+0.00054456i,0.00091432-0.00014746i,0.0012257-0.0011515i,6.7512e-05+0.00036559i,-0.0011347+0.0021987i,-0.002245+0.0025724i,-0.0031101+0.0020269i,-0.0033354+0.00048796i,-0.0025285-0.0011352i,0.00084138-0.0011469i,0.0062666-0.00053776i,0.011108-0.0034494i,0.01215-0.0084159i,0.0084528-0.0094652i
0.0021097-0.0041398i,0.0038442-0.011961i,0.022259-0.024292i,0.060166-0.025206i,0.087142+0.0053173i,0.065266+0.043898i,0.019776+0.045921i,-0.0035438+0.023692i,-0.0048234+0.0085363i,-0.0013938+0.0034714i,-7.0894e-05+0.0021514i,-0.0013403+0.0015926i,-0.0025242+0.00074077i,-0.0019747+0.00028461i,0.00011437+0.00081976i,0.0022103+0.00051218i,0.0022313+0.001209i,0.00079395+0.0026693i,-0.00012753+2.3065e-05i,-0.0033701-0.0049926i,-0.0094777-0.0053133i,-0.012963-0.0012857i,-0.01108+0.0012309i
-0.00020343+0.0011379i,-0.0066097+0.0024212i,-0.026935+3.9006e-05i,-0.056848-0.017798i,-0.062645-0.049366i,-0.027612-0.062105i,0.0070318-0.041068i,0.010187-0.014718i,-0.00024881-0.00076559i,-0.00309+0.0040057i,-0.00096389+0.0021909i,-0.00148+6.5444e-05i,-0.0022549+0.0033854i,-0.0019117+0.0068399i,-0.0016684+0.0054794i,-0.0018268+0.0018267i,-0.00093126-0.0014165i,0.0002822-0.0029521i,-0.00039209-0.0011397i,0.00027573+0.0054501i,0.0044143+0.01158i,0.0088261+0.012136i,0.0087882+0.0094432i
0.0021439+0.00019879i,0.0069638+0.0015222i,0.017575+0.015014i,0.02413+0.046587i,0.0078362+0.07569i,-0.01926+0.065377i,-0.025308+0.025124i,-0.013012-0.0013983i,-0.003652-0.0051145i,-0.00064886-0.0027152i,0.00030421-0.0012238i,0.0020874-0.00012794i,0.0041495+9.1191e-05i,0.007129-0.00052898i,0.0083627-0.0024954i,0.0059115-0.0040294i,0.0023483-0.0034961i,-7.0997e-05-0.0032801i,-0.00066742-0.0039441i,0.0012305-0.0066812i,0.002805-0.012428i,0.0015454-0.015185i,0.00079833-0.012395i
-0.0034588-0.0011333i,-0.0065925-0.0039128i,-0.0075511-0.014583i,0.0063961-0.033675i,0.035926-0.039709i,0.051038-0.016128i,0.031535+0.010287i,0.0023648+0.016191i,-0.0088221+0.011935i,-0.0061585+0.0077028i,-0.0028072+0.0035485i,-0.0024699+0.00024368i,-0.0033455-1.7754e-05i,-0.0035471-5.7125e-05i,-0.0036992-0.0014349i,-0.0033932-0.0023126i,-0.0019202-0.0024124i,-0.0010689-0.0010412i,-0.0016996+0.00070198i,-0.0052843+0.0034457i,-0.0095972+0.0076006i,-0.011219+0.010497i,-0.0098019+0.0088272i
0.0019812-0.00069979i,0.0012922+0.0016286i,-0.005217+0.010688i,-0.024415+0.020881i,-0.047571+0.015627i,-0.045773-0.0069237i,-0.020251-0.021727i,-0.0045688-0.015242i,-0.0031334-0.0034517i,-0.0029695+0.0018435i,-0.0017152+0.0016957i,0.00044958+9.6367e-05i,0.0035128-0.0016619i,0.0053446-0.0031416i,0.0044485-0.0041738i,0.002167-0.0053548i,-0.00028712-0.0055812i,-0.0020668-0.0046405i,-0.0010828-0.0025839i,0.0036131-0.00034068i,0.0095038-0.00013401i,0.013462-0.00062746i,0.013063+8.4685e-05i
0.00070029-0.00059787i,0.0029073-0.0026039i,0.011571-0.0041623i,0.028645+0.0014699i,0.042383+0.02011i,0.031462+0.035431i,0.0073505+0.029398i,-0.0032742+0.014222i,-0.0020088+0.0058892i,-0.00075772+0.0028019i,-0.0011426+0.00053019i,-0.0015934-0.00096142i,-0.0032572-0.0036431i,-0.0059678-0.0067114i,-0.0081316-0.0058861i,-0.0089923-0.0039522i,-0.0086601-0.0023229i,-0.0068472-0.00032209i,-0.003826+6.885e-05i,-0.0042224-0.0028006i,-0.0088322-0.0072085i,-0.010809-0.0092353i,-0.006782-0.0083183i
-0.0017544+0.0031275i,-0.0034035+0.0028885i,-0.0098287-0.00067465i,-0.016161-0.01403i,-0.012278-0.032273i,0.0035735-0.035371i,0.012549-0.01847i,0.0068468-0.001084i,-0.00088051+0.0059564i,-0.0013193+0.0071389i,0.00044265+0.0047621i,-0.00059497+0.0010415i,-0.0017557-0.0002486i,-0.0016731+0.0011846i,-0.0016772+0.0030602i,-0.0011032+0.0049961i,-0.00013486+0.0050884i,0.00023077+0.0029409i,-0.00036588+0.0024285i,-0.001269+0.0053757i,-0.00054434+0.011615i,0.00096694+0.016097i,0.0013026+0.013539i
0.00048348-0.0020342i,0.0013782-0.00056478i,0.0018836+0.005097i,-0.0026797+0.017976i,-0.014538+0.028025i,-0.025047+0.020816i,-0.02091+0.0033505i,-0.0093814-0.0066332i,-0.0045223-0.0051568i,-0.0031369-0.00097899i,-0.00052592+0.00070617i,-0.00011039+0.00064642i,-0.0029606-0.00044297i,-0.0048988-0.0026559i,-0.0048117-0.004823i,-0.0044577-0.0051945i,-0.0034928-0.0033296i,-0.0021645-0.00045357i,-0.00069151+0.0010395i,0.0014679-0.0013759i,0.0052196-0.0073828i,0.0094514-0.011628i,0.010318-0.010515i
-0.0017033-0.0011431i,-0.0038039-0.0022746i,-0.0027411-0.0063424i,0.0060677-0.0099146i,0.018335-0.0070318i,0.024902+0.0059438i,0.019115+0.014175i,0.0071446+0.008855i,0.00011588+0.0041505i,-0.00020258+0.0040618i,0.0004088+0.0020784i,-0.00089104-0.00046479i,-0.0021727+0.0013081i,-0.0018008+0.0051622i,-0.0012269+0.0079386i,-0.00050579+0.0086232i,0.00050187+0.0070217i,0.0017956+0.0049241i,0.0021618+0.0031029i,-0.0016151+0.0026604i,-0.0087389+0.0042364i,-0.013649+0.0043408i,-0.013057+0.0012861i
0.0023913-0.0017509i,0.00059666-0.0011547i,-0.0058431+0.00082047i,-0.017878+0.0030161i,-0.02828+0.00088243i,-0.024654-0.0068132i,-0.011342-0.011471i,-0.0057565-0.0068424i,-0.0065469+0.00067181i,-0.0049106+0.0035338i,-0.0018964+0.002622i,-0.00069379+0.0025119i,0.00012203+0.003629i,0.003107+0.0024709i,0.0066174-0.0010906i,0.0071825-0.0029706i,0.0054051-0.0030182i,0.0030293-0.0027618i,0.0020233-0.0013572i,0.0031808+0.0016869i,0.0072089+0.0042759i,0.011945+0.0057288i,0.012099+0.0072487i
9.4581e-05+0.001905i,0.0010678+0.0012061i,0.0063358+0.0030374i,0.013629+0.011022i,0.016883+0.022243i,0.0093405+0.023413i,-0.0028528+0.01202i,-0.0088494+0.0017863i,-0.0069813-0.0001825i,-0.0033063-0.00022912i,-0.0019448-0.0023784i,-0.001182-0.0031423i,-0.00019346-0.0019958i,-0.0010218-0.00084618i,-0.0022813-0.0014534i,-0.0017408-0.0034134i,-0.0011805-0.0041724i,-0.00013034-0.0026006i,0.00080838-0.0015048i,-0.000368-0.0041376i,-0.002957-0.0097737i,-0.004608-0.013277i,-0.003054-0.011621i
0.0019218-0.0016627i,0.002038-0.00070248i,-6.7266e-05-0.0040849i,-0.0003127-0.01045i,0.0059965-0.013157i,0.01346-0.0076293i,0.013022+0.0019072i,0.0071068+0.007587i,0.0021157+0.0078357i,0.00041366+0.0063327i,-9.2575e-05+0.0033979i,0.00055869+0.0012566i,0.0021069+0.002254i,0.0046747+0.0026694i,0.0064012+0.00022119i,0.0048318-0.0021304i,0.0029414-0.0031571i,0.0015941-0.0036982i,-0.00095707-0.0030653i,-0.0032389+0.001362i,-0.0048321+0.0080817i,-0.0053974+0.01198i,-0.0057696+0.010553i
-0.0021017+0.00063314i,-0.0025859+0.00095938i,-0.0025506+0.0027867i,-0.0041789+0.0073913i,-0.008204+0.010816i,-0.012586+0.0062508i,-0.013217-0.00022124i,-0.010283-0.00032186i,-0.0077759+0.0031417i,-0.0056543+0.0040649i,-0.0032172+0.0025643i,-0.00086002-0.00012539i,-0.000245-0.0025377i,-0.0013952-0.0050733i,-0.0034459-0.006882i,-0.0053064-0.0069487i,-0.0061893-0.0052959i,-0.0059639-0.0029435i,-0.0033158-0.0014314i,0.0011564-0.0014605i,0.0060106-0.0034025i,0.0097483-0.004724i,0.010074-0.0033138i
0.0023082+0.0015404i,0.0048146-0.00035637i,0.0066172-0.0014801i,0.011352-0.001861i,0.016734-8.2849e-05i,0.017513+0.0050816i,0.012137+0.0065274i,0.003848+0.0015599i,-0.0009486-0.00081165i,-0.0011981+0.00060071i,-0.0008385+0.00034509i,-0.0017511-0.0023069i,-0.0027755-0.0034583i,-0.0035671-0.001753i,-0.0045138+0.00025229i,-0.0055521+0.00045536i,-0.0056534-0.00056414i,-0.0043835-0.00091217i,-0.0030904-0.001161i,-0.0044446-0.0016918i,-0.008283-0.0019542i,-0.01033-0.0019271i,-0.0084224-0.0019247i
0.0011773-0.0016633i,-0.001289-0.0044067i,-0.0049435-0.0067148i,-0.010055-0.0080997i,-0.012108-0.0092296i,-0.0068257-0.0071133i,0.00085262-0.0026883i,0.0030311+0.0009898i,0.00069373+0.0037136i,-0.00050858+0.0046904i,-2.4142e-05+0.003248i,0.00090326+0.0011054i,0.0014474+0.00065262i,0.0013393+0.00039202i,0.00033899+0.00055429i,-0.001349+0.0029928i,-0.0025827+0.0045673i,-0.0033146+0.0040207i,-0.0029832+0.0038075i,2.2749e-05+0.0054401i,0.0037449+0.008016i,0.0050591+0.0092704i,0.0045037+0.0075816i
0.0013061+0.001025i,0.0030911+0.0011815i,0.0029226+0.0032209i,0.0008277+0.0089847i,-0.0026703+0.013688i,-0.0052643+0.009744i,-0.007213+0.0014457i,-0.008967-0.0020572i,-0.0084904-0.00047757i,-0.0057177+0.0011075i,-0.0030131+0.00058508i,-0.0042975-0.0011384i,-0.0074834-0.0019358i,-0.0084534-0.0011103i,-0.0070857+3.0392e-06i,-0.0042169+0.00036899i,-0.00066502+0.001146i,0.0014463+0.0023963i,0.0023599+0.0015202i,0.0025539-0.002756i,0.0019723-0.0074973i,0.0017473-0.0092705i,0.0017549-0.0071152i
-0.0028928-0.0024609i,-0.005503-0.0027284i,-0.0062158-0.0033954i,-0.002876-0.0027934i,0.0019232+0.0005829i,0.0059351+0.0040439i,0.0059354+0.0038179i,0.0023945+0.0010879i,-0.00070112+0.00060266i,0.00063034+0.0023145i,0.0033392+0.0028704i,0.0028893+0.0030819i,0.0024732+0.004729i,0.003325+0.0057776i,0.0037071+0.0052822i,0.0035616+0.0040484i,0.0024345+0.0021853i,0.00098547+0.00028829i,-0.00034305-0.00085629i,-0.0023382+0.00081362i,-0.0051432+0.0033133i,-0.0066051+0.003426i,-0.0056521+0.0026047i
0.0021223-0.0002468i,0.0026578+0.00015102i,-0.00081381+0.0030763i,-0.0045059+0.0076618i,-0.0063938+0.0097928i,-0.0065147+0.0075259i,-0.0065049+0.0042732i,-0.0063875+0.0036534i,-0.0062578+0.0048964i,-0.0047114+0.0041125i,-0.0030519+0.0019573i,-0.0015802-0.00012535i,7.7652e-05-0.0019522i,0.0018162-0.0031713i,0.0038053-0.0031802i,0.0053658-0.0027759i,0.0049608-0.0014335i,0.0033382+0.00017469i,0.002736+0.00032573i,0.0038722-0.0002732i,0.0060483-0.00086107i,0.0074137-0.00045638i,0.0069203+0.0011054i
-0.001532-0.0025119i,-0.0023032-0.002327i,-0.00073989-0.0015871i,0.0027871+0.0011269i,0.0057062+0.0058762i,0.0061926+0.0097432i,0.0038939+0.0075017i,-0.0008388+0.0026763i,-0.0025764+0.0020791i,-0.00043042+0.0023839i,0.00065145+0.00025373i,-0.00087793+0.00036305i,-0.0017597+0.0036321i,-0.0017937+0.003817i,-0.0018856-7.3775e-05i,-0.001739-0.0050608i,-0.0011155-0.0075923i,-0.00024621-0.0072279i,-0.00095279-0.0056253i,-0.0032192-0.0039484i,-0.0051918-0.0029326i,-0.0056579-0.0032044i,-0.0047363-0.0036321i
-0.000293-0.00092928i,-0.0002495-0.0017693i,-0.0013723-0.0018517i,-0.0022948-0.0017938i,-0.00081229-0.0025832i,0.0034513-0.0020956i,0.005523-0.00034948i,0.0019097+0.0017208i,-0.0015728+0.0035638i,-0.0014694+0.0029866i,0.00028833+0.00083391i,0.0024401-0.0010774i,0.0062526-0.0031672i,0.0086569-0.0050962i,0.0063084-0.0048i,0.0024041-0.0025878i,-0.0016018-0.0011982i,-0.0043601-0.001671i,-0.0034787-0.0010026i,-0.00015295+0.001686i,0.0017897+0.0045984i,0.0013445+0.0061719i,0.0010587+0.0050146i
-0.0014632+0.0015498i,-0.00026916+0.0020832i,0.00096686+0.0037327i,0.0019482+0.0061542i,0.0013379+0.0064745i,0.00040673+0.003353i,-0.00010305+0.00015888i,-0.00089529-0.00073623i,-0.00073698+0.00028449i,-0.00099116+0.0022321i,-0.0023693+0.0024592i,-0.0036585+0.00042709i,-0.0057022-0.0018197i,-0.0078654-0.0039072i,-0.0079585-0.0052027i,-0.0068623-0.0052787i,-0.0046117-0.0039854i,-0.0025029-0.0017526i,-0.0017179-0.00029044i,-0.0013683-0.0014503i,0.0003484-0.0031183i,0.0019861-0.0029969i,0.0022521-0.0024107i
0.002347-0.0025857i,0.0019068-0.0035917i,0.0016623-0.0052825i,0.00024222-0.0059711i,-0.00041777-0.0037901i,0.00095742+0.00061301i,0.00064995+0.0035476i,-0.0011455+0.0027232i,-0.0029851+0.0011422i,-0.0026126+0.0011255i,-9.4522e-05+0.00077951i,0.0015356-0.00022657i,0.0020633+0.00022549i,0.0020837+0.0020631i,-6.215e-05+0.0035058i,-0.0034691+0.003404i,-0.0049381+0.0023149i,-0.0046299+0.00094001i,-0.003859+0.00096676i,-0.0027775+0.0020237i,-0.0025984+0.0027054i,-0.0030857+0.0024549i,-0.0021936+0.0014639i
0.0010594+0.00049679i,-0.00045121+0.00058528i,-0.0019588+0.0013359i,-0.0037918+0.003139i,-0.0048978+0.0027856i,-0.0040096+0.00073533i,-0.0016691-0.0014324i,-0.0023369-0.0032381i,-0.0049856-0.0015252i,-0.0051377+0.0018572i,-0.0027496+0.0025759i,-0.0018986+0.00019261i,-0.0038943-0.003605i,-0.0043827-0.0055866i,-0.0016043-0.0036442i,0.00054136-0.0003105i,-1.4487e-05+0.002555i,-0.00085119+0.0047314i,4.3953e-05+0.0032102i,0.0014913+0.00036102i,0.0030186-3.9325e-05i,0.0043161+0.0013236i,0.004452+0.0023816i
5.6793e-05+0.00015719i,0.0002478-0.00039103i,0.0017505-0.0010329i,0.0018783+8.722e-05i,0.0019364+0.0040086i,0.0023061+0.0057661i,0.0025616+0.0031137i,0.00052823+4.8492e-05i,-0.00085561+0.0010437i,0.00070089+0.0034262i,0.0013475+0.0028078i,-0.00044199+0.0027288i,-0.0024094+0.005769i,-0.0028756+0.0073688i,-0.0022738+0.005465i,-0.00096734+0.0025263i,0.00098632+0.00017803i,0.0020523+5.4387e-05i,0.0013528+0.00047841i,-0.00029117+0.00017167i,-0.0010724-0.00067996i,-0.00058435-0.0022716i,9.8105e-05-0.002882i
-0.00075936+0.00064799i,0.00041031+0.0010518i,-0.00038161+0.0017368i,-0.0028389+0.0027419i,-0.0041698+0.0039032i,-0.003613+0.0042188i,-0.0046809+0.0028314i,-0.0074047+0.0027389i,-0.0081648+0.0043301i,-0.0054509+0.0038858i,-0.0015651+0.0016881i,0.00015861-8.0832e-05i,0.0014205-0.0014681i,0.0044525-0.0017474i,0.0065846-0.001616i,0.004463-0.0016178i,0.0012923-0.001188i,0.0006282-0.0019167i,0.0008175-0.0021784i,0.0003394-0.0013938i,-0.000411-0.00039238i,-0.0012218+0.0011788i,-0.0009539+0.0015389i
-0.00087602-0.0016208i,-0.00076382-0.00040392i,-0.0004774+0.0018363i,0.0014544+0.0050714i,0.0032092+0.0073318i,0.0030377+0.0049472i,0.002049-0.00047182i,0.00020519-0.0022666i,-0.00030881-0.00071303i,0.00093959+0.00048894i,0.00076297+0.0010468i,-0.00036991+0.0019685i,-0.00066794+0.0026522i,-0.0011882+0.0014178i,-0.001551-0.0017067i,-0.00051296-0.0032614i,0.00095123-0.0016556i,0.0016959-0.00062342i,-3.7929e-05-0.00090885i,-0.0013442-0.00063412i,0.00013381-0.00026921i,0.0019644-0.00047514i,0.0027287-0.00074435i
