-0.0022274-0.0013799i,-0.0027075-0.0011875i,-0.0035429-0.00091449i,-0.0023111-0.00019659i,-0.0011312+0.0013352i,-0.00077665+0.0011954i,-0.00036368+0.00050847i,0.00069948+0.00064527i,0.0010526+0.00089841i,0.00016473+0.00071748i,-2.0451e-05+0.00026979i,0.00022099-0.00021419i,0.00016139-0.00067866i,-0.00056817-0.00057846i,-0.0015801-0.00061068i,-0.00054146-0.00067208i,0.00022177-0.0012444i,-6.9865e-05-0.00059864i,-3.8656e-05+1.8524e-05i,-0.00055932-0.00072822i,-0.00077489-0.00077368i,-0.00055424-0.00058865i,-0.00022449-0.00064937i
-0.00050547+0.0009456i,-0.00026416+0.00013364i,0.00044518-0.00069618i,0.00050983-0.0011605i,0.00027493-0.0012349i,0.0012992-0.0014866i,0.0017546-0.0012362i,0.0010789-0.0011489i,0.00028173-0.0012445i,0.00015354-0.00058667i,-0.00045841+0.00039692i,-0.00096218+0.00058631i,-0.00065524+0.00011103i,2.4122e-05+0.00013703i,0.00038155+0.00019741i,9.385e-05-0.00019958i,-0.00038423-0.00053175i,-9.0296e-05-0.00030924i,0.00024663+0.00024294i,-0.00081376-0.00011538i,-0.0013279-0.00034939i,-0.00027663+0.00017303i,0.00076669+0.00069123i
0.00012806-0.0016849i,0.00015061-0.0007851i,-0.00086738+0.00064781i,-0.0016278+0.00084349i,-0.0010725+0.00043804i,7.2798e-05-0.00010249i,0.00050742-0.00032271i,0.00017346-0.0002188i,-8.1722e-05+0.00025383i,-0.00032528+0.00060689i,-0.00071645+0.00098916i,-0.00067124+0.0013602i,-0.00014229+0.00018061i,-9.1524e-05-0.00083922i,-0.00025968-0.0010953i,-7.3909e-06-0.00087797i,6.7279e-05-0.00090096i,0.00067911-0.0012111i,0.0013948-0.0011564i,0.00074844-0.00035546i,-0.00026929+0.00031453i,-6.9845e-06-3.9081e-05i,0.00026186+9.8659e-05i
0.0024706-0.0020649i,0.0032931-0.0021442i,0.002333-0.0015863i,0.00082476-0.00085918i,-0.00069097-0.00060038i,-0.00090934+4.3978e-05i,0.00048979-0.00011454i,0.00083406-0.00050338i,0.00016788-0.0011504i,-0.0004839-0.0011086i,-0.00077701+0.00059429i,-2.047e-05+0.00093343i,0.00099166-0.00038827i,0.0002802-0.00068513i,-0.00015902-0.00078316i,0.00012954-0.00070193i,-0.00022857-0.00017147i,1.2611e-05+3.6678e-05i,-0.00030787+0.00042182i,-0.00044544+0.0010363i,0.00030636+0.00076525i,-1.7082e-06-0.00020734i,-0.00024804-0.00074261i
-0.0017914+0.00028167i,-0.0014734-0.00099311i,-0.0017338-0.0012419i,-0.0016872-0.00099979i,-0.00046368-0.0013336i,-4.5334e-05-0.0014468i,0.00017034-0.00070039i,-0.00023306-0.00013004i,-0.00088151+0.0002865i,-0.00099524+0.00050974i,-0.00070808+0.00055246i,0.00033574+9.2377e-05i,0.00024495-0.00033358i,-0.00085318-7.6254e-05i,-0.0012264+0.00023233i,0.00036321+0.00031736i,0.0013608-0.00050131i,0.00038005-0.0012401i,-0.00012581-0.00082372i,5.6273e-05+4.4321e-05i,-0.00026414+1.7792e-05i,-0.00034036+0.00031768i,0.00025949+0.0010646i
0.0019807+8.1686e-05i,0.00055819-0.0013523i,-0.00043122-0.0022481i,-0.00093918-0.0011513i,-0.00056649+8.4809e-05i,0.00049225-0.00084743i,0.000182-0.0012834i,-0.0001367-0.001333i,0.00038934-0.00098972i,0.00029384-0.00058046i,0.00069073-2.3472e-05i,0.00056475+0.00053677i,-4.6578e-07+0.00016964i,0.00041735-0.00063213i,0.00045861+0.00011205i,0.00024769+0.00090627i,-1.4656e-05+0.00058058i,-0.00039588-0.00027898i,-0.00018672-0.0010776i,8.9026e-05-0.00036011i,-0.00084718+9.512e-05i,-0.0011666-0.00032633i,0.00017022-0.00021734i
0.00055361+0.0018791i,0.00057136+0.00042219i,0.00039566-6.2782e-05i,0.00061271-0.0001685i,0.0010727-0.00037305i,0.0017955-0.0011784i,0.0019221-0.0011298i,0.00067356+8.3468e-05i,-0.00048586+0.0010675i,-0.00080955+0.00098697i,-9.5764e-05+0.00012756i,0.00052249+4.8157e-05i,-0.00042807+0.0004058i,-0.00047195+0.00025737i,0.00053348+0.00012465i,0.00099622-0.00021412i,0.0003572-0.00035597i,-0.00055813-0.00020406i,-0.00020193-0.00013364i,0.00068523+0.00031668i,0.00054296+0.0018385i,-4.5293e-05+0.0015948i,-0.00055366+0.00041634i
-0.0012728-0.0001278i,-0.0010265+0.0016514i,-0.00097796+0.003115i,5.5733e-05+0.0015845i,0.00035275-7.1216e-05i,-6.7783e-05-8.885e-05i,-6.0268e-05-0.00062393i,-0.00038898-0.00066286i,-0.00046509+0.00018001i,-0.0010613+0.00095433i,-0.0013509+0.00080853i,-0.00060416+0.00018863i,-0.0004999+0.00049804i,-0.00055019+0.00063571i,-0.00045092+0.00020899i,-0.00077592-0.00029105i,-0.00047099-0.00048157i,0.00084499-0.00061247i,0.001113-0.00061988i,0.00020946-0.00031952i,-0.00058149-0.0005951i,-0.00062338-0.00080835i,-8.9423e-05-0.00019683i
-0.00048189-0.0023219i,-0.001072-0.0027335i,-0.0016593-0.0019263i,-0.00050371-0.0014896i,0.00055906-0.00065504i,0.00056676+4.4855e-05i,-6.3952e-05-0.00031398i,-9.6932e-05-0.0011993i,0.00058393-0.0015735i,0.00076665-0.0011111i,0.0007389-0.00027133i,0.0010015+0.00022948i,0.0012745+0.00021054i,0.0016746-0.00057866i,0.00138-0.0011231i,0.00061507-0.00099264i,7.9874e-05-0.00062077i,-0.00038826-0.00060668i,-8.1242e-05-0.0005106i,0.00015219-0.0002371i,-0.0004007-0.00072391i,-0.00056649-0.0010698i,-0.00091641-0.00075735i
0.00094612-0.00253i,-0.00036519-0.0024739i,-0.002161-0.0022101i,-0.0030709-0.0018541i,-0.0018077-0.00035296i,2.6954e-05+0.00037254i,0.0001849-0.00049182i,0.00043537-0.00093028i,0.0003723-0.00083424i,-0.00050499-0.00054008i,-0.00023703+0.00013877i,0.00037576+0.00033267i,-1.3771e-05+0.00023676i,-0.00065578-0.00040632i,-0.00060667-0.0013014i,0.00018523-0.0012247i,0.00084479-0.00055137i,0.0011302+0.00014938i,0.00071161-0.00027725i,0.00039136-0.00040461i,9.9084e-05-0.00014591i,6.8817e-05-0.00034835i,0.00086171-0.00012471i
-9.2928e-05+0.001429i,1.7778e-05+0.00094598i,0.00033991+0.0010817i,0.00063419+0.0010073i,-7.9986e-05+0.00054072i,-0.000588-0.0011604i,-0.00014449-0.0014637i,0.0006787-0.00033468i,0.00034497+0.00049183i,-0.00021215+0.0011377i,0.0003025+0.00098911i,0.00074519+0.00039928i,8.2372e-05+0.00012766i,-0.00074889+6.6345e-05i,-0.00079173+0.00010291i,0.00030766-0.00024225i,0.00096854-0.001087i,0.00061555-0.00063449i,0.0001345+0.0005907i,-0.00050236+0.00033933i,-0.00076338+0.00020419i,-0.0006857+0.00055679i,0.00020697+0.0012251i
0.00037096+0.00043692i,0.0018391+0.00027166i,0.0021619-0.0001981i,0.001825-0.0007269i,0.0013753-0.0011038i,0.0011447-0.0013674i,0.00096395-0.0017344i,-0.0003469-0.0011729i,-0.0015506-0.0004106i,-0.0011696-9.2828e-05i,-0.00048335-0.00020317i,-0.00089341-0.00044294i,-0.0011942-0.00039362i,-0.00047179-9.5413e-06i,0.00057399+0.00048057i,0.00065683+0.00023009i,0.0002429-0.00048131i,9.0048e-05-0.00081655i,-0.00035315-0.00068043i,-0.00021204+5.0176e-05i,-0.00021283+0.00047577i,-0.00053025+0.00028488i,0.00028818-0.0004214i
-0.00065908-0.0017865i,-0.0010046-0.0018201i,-0.0015425-0.001159i,-0.0017274-0.00069215i,-0.00096988-0.00032531i,-0.00066659+0.00019899i,6.4878e-05+0.00018051i,0.00033357-4.7106e-05i,-0.00021083-0.00018753i,-0.00015716-0.0001008i,-6.6682e-05+0.00095689i,0.00036194+0.0010907i,0.0010121-0.0002995i,0.0017975-0.00091774i,0.0019149-0.00059059i,0.00095833-2.2005e-05i,0.00088562+0.00015415i,0.00084322-0.00049422i,-0.00021245-0.00043634i,-0.00068212+4.7217e-05i,-0.00012231-7.8401e-05i,0.00034349+0.00016118i,-0.00024877+0.0005748i
0.0011554-0.0012891i,0.0004335-0.0019485i,-0.0008662-0.002589i,-0.0011377-0.0016438i,-0.00035249-0.00090802i,0.00072194-0.00071523i,0.0013779-0.00022563i,0.0006101-5.4272e-05i,-0.00024162+0.00031181i,-0.00032349+0.00082931i,-8.7083e-05+0.00035369i,0.00053955-4.3682e-05i,0.0010779+0.00042332i,0.00041863+0.00026928i,-0.0002559-0.00019092i,-0.00026504-0.00049181i,-8.302e-05-0.00080889i,0.00019132-0.00011824i,0.00034672+0.0005025i,0.00043134+0.00033117i,0.00020621+0.00034239i,3.0541e-05-1.1457e-06i,0.00010657-0.00094425i
-0.00201+0.00056085i,-0.0021844+0.00022229i,-0.0018116+0.0012444i,-0.00061238+0.0017041i,0.00092694+0.00056323i,0.0012813-8.1407e-05i,0.00067598+9.0355e-05i,0.00025533-9.0053e-05i,0.00036404-5.2252e-05i,-7.5078e-05+0.0010782i,-0.00032971+0.001042i,-4.3753e-06+0.00044207i,-0.00058731+6.529e-05i,-0.00093216-9.0453e-05i,-0.0010367+2.6589e-05i,-0.00076215-2.4779e-05i,-0.00049251-0.00012096i,-0.00082999+0.00074504i,-0.00053961+0.0011066i,-0.00045389+0.00039056i,-0.00083893+0.00021144i,-0.00045647-9.4471e-05i,8.923e-05+0.00047039i
0.00050371+0.0017659i,0.0010924-0.00063718i,0.0013096-0.0011837i,0.0015039-0.00035582i,0.0014801+0.00028316i,0.0014619+0.00053264i,0.00151+0.00047194i,0.0010754-7.4659e-06i,0.0007485+0.00021929i,7.4976e-05+0.00070913i,-0.00040595+0.0005703i,-5.2186e-05+0.00053736i,-1.5166e-05+0.0001297i,-0.0004624+0.00025336i,-2.8738e-05+0.00074654i,0.0016136+0.00049175i,0.0013105+2.8979e-05i,-0.00023615-0.00079334i,-0.00030815-0.001369i,-9.197e-05-0.00067258i,2.8067e-05+0.00049682i,0.0004081+0.0010287i,1.4559e-06+0.00088443i
-0.00025241+9.8209e-05i,-0.00054991+7.2134e-05i,-0.00013816-0.00042931i,4.0701e-05-0.0010133i,0.00024045-0.0011646i,0.00073198-0.00098559i,0.00063422-0.0010742i,0.00053264-0.00070374i,0.00029622+0.00053508i,-6.373e-05+0.00076554i,-6.2507e-05+0.00020444i,0.00019653+4.1618e-06i,0.00010489+0.00025765i,-6.3412e-05+0.00054908i,3.2546e-06+0.00038077i,0.00024355-0.00026257i,0.00010646-0.00037502i,5.032e-06-0.00039363i,0.00038741+1.5134e-05i,0.00065309+0.001317i,0.0003887+0.0011136i,9.1285e-06+0.00040039i,0.00027768+0.00045464i
0.00090929-0.0014283i,0.0013816-0.0017768i,0.0011844-0.0016553i,0.00098593-0.00024007i,0.0006113+0.00082452i,0.00016591-0.0002182i,0.00012998-0.0013234i,-0.000365-0.00088391i,-0.0010019-0.00061837i,-0.00072801-0.00056901i,0.00058624+0.00028766i,0.00096931+0.00088206i,0.00014638-4.3417e-06i,0.00014987-0.001055i,0.00064332-0.0010341i,0.0010709+0.00027994i,0.00080501+0.00073909i,2.4203e-05-3.9162e-06i,2.326e-05-0.00032446i,-0.00037241-0.00020655i,-0.00021514+0.00012861i,0.00028056-0.00014221i,-0.00031774-0.00037458i
-0.00049851+0.0010333i,0.00013556+0.00019689i,-0.00027791+7.444e-05i,-0.00011657+0.00044043i,0.001209-0.00048931i,0.00099145-0.00035011i,0.00017527+0.00024316i,0.00038766-8.2003e-05i,-2.9917e-05+0.00024928i,-0.00016457+0.0007285i,2.9492e-05+0.00078466i,-0.00035326+0.00035905i,-0.00059134-0.00024494i,6.8507e-05-0.00053472i,-0.00014236-0.00014209i,-0.00087285-0.00021562i,-0.00052753-0.00075594i,-0.0003561-0.00088289i,-0.00036574+0.0002525i,0.00043518+0.001158i,0.00091333+0.00086399i,6.896e-05-8.6355e-05i,-0.00081086-0.000609i
0.0017211-0.00058079i,0.00073794-0.0016539i,-0.0012023-0.0017234i,1.5997e-05-0.00063447i,0.0018745+0.00030442i,0.0010128+7.7124e-05i,8.5282e-05-0.00076414i,0.00025931-0.00071753i,0.00019749+0.00038555i,-0.00058745+0.00078683i,-0.00045024+0.00026293i,0.00011644+0.00026388i,0.00012899-7.5828e-05i,9.9821e-05-0.00069042i,-0.00022048-0.00076288i,0.00049263-0.00014445i,0.0015007+0.00069607i,0.0012728+0.00059797i,0.00061269-0.00070838i,0.00039163-0.0010077i,0.0003422-0.0010082i,0.00065789-0.0011501i,0.00033392-0.00056289i
0.0008036-0.00066479i,0.00049076-0.0010815i,0.0009322-4.7005e-05i,0.00078729+0.00018386i,0.00029793+4.374e-05i,0.00020571+0.00034102i,0.00051594-0.00028242i,0.00066954-0.0013788i,-0.00018284-0.0014362i,-0.0011441-0.0011628i,-0.00099094-0.0015989i,-0.00066984-0.0013067i,-0.0001089-6.0734e-06i,0.00021892+0.00042576i,0.00015684+0.00036514i,0.00030251+0.00055665i,-0.00044689+0.000684i,-0.00069502-0.00020391i,-0.00070527-0.00076777i,-0.00065138-0.00015814i,0.00050125+0.00089613i,0.00095401+0.00075028i,0.00052421+0.00019237i
-6.1722e-05-0.0010714i,0.00012509-0.0016903i,6.2181e-05-0.0023715i,-0.00024603-0.0015356i,0.00029036-0.0011941i,-9.5511e-05-0.0015116i,-0.00050031-0.0013456i,-0.0005328-0.00052967i,-0.00064084+0.00082061i,-0.00035048+0.00062161i,-9.6844e-05+0.00057862i,6.0546e-05+0.0012533i,0.00032664+0.00083767i,0.00049167+7.8769e-05i,0.00053577+0.00039956i,0.00065101+0.00028293i,0.00041671+0.0002435i,-7.5414e-05+0.00065308i,-0.00025986+0.00025393i,-0.00019064-0.00022576i,-0.00051593-0.00040336i,-0.0012897-0.00045027i,-0.0012472-0.00043319i
-0.00010652-0.00024478i,0.00044988-0.00060959i,0.00033211-0.00066667i,-0.00015964-0.00018455i,-0.00048318-0.0006252i,0.00021311-0.00089811i,0.00070597-0.00080726i,0.00047425-0.00067309i,-0.00026389-9.7009e-05i,-0.0011802+0.00080389i,-0.00094859+0.00084372i,0.00010052+0.00031329i,0.00091864+0.00032611i,0.0003907+0.00013922i,-0.00063845-0.00010676i,-0.00047023-0.00014204i,6.8601e-05-0.00061256i,5.1055e-05-0.00078029i,-0.00048504+5.7814e-05i,-0.0010625+0.00022289i,-0.0010982+0.00017091i,-0.0013161+0.00048518i,-0.0011195+0.00027833i
0.0015899-0.00097685i,0.0010626-0.0010738i,0.00091421-0.0012073i,0.00079358-0.0013996i,0.00019194-0.0014524i,-0.00046904-0.0013117i,-0.0003649-0.00064741i,0.00046396-0.00043826i,0.00077004-0.00030553i,-0.00016617+0.0004072i,-0.0010108+0.0010271i,-0.001398+0.0013996i,-0.001327+0.0011562i,0.00028245+0.00087214i,0.0016356+0.000357i,0.00095403-6.5525e-05i,0.00024356-3.9348e-05i,0.0005065+0.0004638i,0.00021594+0.00084066i,-0.00064132+0.00066639i,-0.00067293+0.00075281i,-0.00024725+0.00053798i,-0.00010968+0.00010496i
-0.00085701+0.00010229i,-0.00049977-0.00027622i,-0.00016548+5.4255e-05i,0.00022978+0.00015309i,8.6084e-05-0.0011909i,0.00044803-0.0014264i,0.00048372-0.00044674i,0.00034819-0.00065291i,0.00046988-0.00085153i,0.00051027+4.6859e-05i,0.00014614+0.00082338i,-3.6882e-05+0.00089032i,0.00030192+0.00062411i,-0.00017642+7.7758e-05i,-0.00038728+0.00031683i,-0.00028096+0.00035037i,8.8649e-05-0.00040426i,0.00045565-0.00068824i,0.00010731+8.4925e-05i,-0.00033089+0.00052803i,-0.00016824+0.0005422i,-0.00035631+0.00052491i,-0.00087629-0.00019531i
0.0003792+0.00025167i,-0.00039334-0.00020866i,-0.00095621+0.00016772i,-0.00042626+0.00045016i,0.00013681-0.00011573i,0.00036265-0.00112i,0.0012096-0.0011248i,0.0012616-0.00079469i,0.00087792-0.00060776i,0.00011224+0.00010518i,0.00050741+0.00043033i,0.0012536+0.00050294i,8.131e-05+0.00098411i,-0.00045298+0.00033256i,5.9213e-05-0.0012337i,0.00054628-0.0013689i,0.00029298-0.00082487i,-0.0002563-0.00055519i,0.00011806+6.8787e-05i,1.6435e-05+0.00079549i,-4.7568e-05+0.00084255i,0.00023648+0.0003498i,0.00014128-0.00028582i
0.002966+0.00030291i,0.0032118-0.00066146i,0.0023937-0.0013554i,0.00042538-0.0014227i,-0.00034599-0.0014459i,0.00022922-0.0018217i,0.0013265-0.0015828i,0.0010845-0.00071839i,-0.00021598-0.00030988i,-0.00021421+0.00021835i,6.0252e-05+0.0007963i,-0.00069783+0.00069521i,-0.00088926+0.0010357i,-0.00013499+0.00078008i,0.00057197-1.6415e-05i,0.00075782-0.00018324i,-2.4698e-06+0.0002255i,0.00018901+0.00064517i,0.0010139+0.00018364i,0.00045664+0.00016923i,-0.00060553+0.00069547i,-0.00036236+0.00021185i,0.00012894-0.00028136i
0.00023992-0.0033061i,-0.00017622-0.0032164i,-0.00089431-0.0022553i,-0.00092095-0.00067482i,-0.0012097+9.7515e-05i,-0.0010692+3.5606e-05i,-0.00012714-0.00080272i,0.00018031-0.000674i,-2.6759e-05-0.00027412i,0.00045816+0.00013095i,0.00020211+0.00041915i,-0.00030532+9.0663e-05i,0.00023688-0.0004203i,0.00093892-0.00056329i,0.0011269-0.0007343i,0.00080151-0.00081848i,0.00037935-0.00061438i,0.0004769-0.00039048i,0.00078293+0.00029311i,-0.00016245+0.0012723i,-0.0014607+0.0015293i,-0.0012957+0.00070778i,-0.00054359+7.4396e-05i
0.00089201+0.0012443i,0.0003881+0.0012899i,0.00012055+0.0011117i,0.00070223+0.00056371i,0.00084023-0.00043755i,0.00083511-0.0014132i,0.00072722-0.00056585i,0.00084507+0.0006046i,0.00057273+0.0003772i,0.00039904+0.00057966i,0.00041071+0.0011588i,0.00021913+0.00082482i,-0.00014867+0.00017783i,-0.0011123+0.0001578i,-0.00096794+0.0005481i,0.00026057+1.1121e-05i,0.00039696-0.00028673i,-0.00027006-0.00010771i,-0.00054536+0.00021186i,-0.00021482+4.9042e-05i,0.00021628+0.00026835i,-7.1763e-05+0.00054746i,0.00022434-0.00019241i
-0.0011468-0.001165i,-0.00092098-0.0011766i,1.7492e-05-6.8956e-06i,0.0007909+0.00053076i,1.2246e-05+0.00029378i,-0.00051975+3.5595e-06i,-0.00024464-0.00047781i,-9.5858e-05-0.00094623i,-0.0003724-0.00082791i,-0.00057865+3.0159e-06i,-0.00073683+0.00054799i,-0.00013578+0.00032098i,0.00041132-0.00022047i,0.00014915-0.00046497i,0.00051344-0.00058682i,0.0014504-0.00074728i,0.0013632-0.00053309i,0.00061984-0.00039424i,-0.00035098-0.00051062i,-0.00090016-0.00038762i,-0.00086188-0.00061217i,-0.00024957-0.00047327i,-0.0001236-0.00039065i
0.0018142+0.00090217i,0.0021682-0.00090934i,0.0015325-0.0010026i,0.00050386+2.0683e-05i,-0.00013288-0.00017641i,-1.7788e-05-0.00051684i,0.00041614-0.00061841i,0.00050491-0.00044688i,-0.00019071+9.2014e-05i,-0.00040781+0.00033524i,-0.00034424+0.00029987i,-2.825e-05+3.8948e-05i,0.0003445-0.00043661i,0.000796-0.00053898i,0.00053956-0.00061974i,-0.00018544-0.00041396i,-9.0052e-05-0.00034001i,0.00015212-0.00051756i,-0.00012291-0.00089265i,-0.00021407-0.00061335i,-0.00054219+0.00033374i,-0.00027721+0.00039614i,0.0002151+0.00024324i
0.0027176-0.001099i,0.0021935-0.003018i,0.001459-0.0027512i,0.0002359-0.0014239i,-0.00018965-0.00050152i,0.0004672-0.00061984i,0.00059291-0.0009543i,-0.00023978-0.00047001i,-0.00011832+0.00040729i,0.0003072+0.00038793i,0.00039101+0.00072619i,0.00015706+0.0010551i,0.00036222+0.00050767i,0.00036471+0.00036476i,9.1641e-05+0.00061799i,0.0001337+0.00027172i,-0.00055081-0.00019583i,-0.00021059-0.00039136i,0.00044956-7.6501e-05i,0.00047192+0.0001769i,-2.5704e-05+0.00025147i,0.00026281+0.00016623i,0.00076459+0.00051387i
0.0018227-0.00047023i,0.0016839-0.0020383i,0.00049255-0.0016222i,0.0002322-0.00051243i,0.00058254-0.00075548i,0.00050425-0.00090864i,0.00020749-0.00061403i,-0.00070921-0.00053862i,-0.0012089-0.00047844i,-0.00085421-0.00029238i,-1.119e-06+0.00014238i,0.00054888-0.00021081i,-0.00022324-0.00067379i,-0.00098448-0.00075795i,-0.00071861-0.00077157i,-8.4198e-05-0.001187i,0.0001753-0.00043856i,3.6533e-05+6.0468e-05i,-0.0001704-0.00043081i,0.00029821-0.00038128i,0.00062645-0.00051511i,0.0005338+1.4057e-06i,-0.00061839+0.00092595i
-0.0017476+0.00098331i,-0.0015225+0.00054633i,-0.0013246+0.0011703i,0.00047624+0.0015082i,0.0017301+0.00015756i,0.0016326-0.0009655i,0.0012033-0.00037927i,0.00097103-4.0377e-05i,0.00020555-0.00031072i,-0.00041405+0.00029277i,0.00045292+0.00034834i,0.00077613+0.00079291i,5.5315e-05+0.00046227i,-0.0015602+5.5089e-05i,-0.001955+1.3052e-05i,-0.00063237-0.00022042i,0.00029681+2.073e-05i,0.00029308-0.00025832i,0.00066559-0.00090939i,0.00082222-0.00084504i,-0.00016099-0.00092747i,-0.0011571-0.00091519i,-0.00071397-0.00055898i
0.0021911+0.00016698i,0.00078537-0.00032649i,-0.00031982-0.00033699i,-0.00066267-0.0012849i,-0.00020723-0.0018512i,0.00080946-0.0013334i,0.0013321-0.00092645i,0.00096195-0.00016544i,0.00072032+0.00031987i,0.00036739+0.00021315i,0.00042545-0.00021811i,0.00031019-0.00034898i,0.00017077-0.00030643i,0.00055891+0.00030428i,0.000205+0.00065558i,-0.00030555+0.00026247i,-0.00030632-5.4313e-05i,-0.00014812-0.00016891i,0.00013544+2.4346e-05i,0.00049017+8.1362e-05i,0.00017414+0.00012498i,-1.5012e-05+0.00028672i,-0.00029445+0.00018914i
0.0018359+0.00066299i,0.0020965-0.00034144i,0.0021271-0.0011204i,0.0012344-0.0014465i,0.00046452-0.0015249i,0.00028536-0.0015067i,0.00022224-0.00095313i,-0.00040437-0.00045286i,-0.0007798+4.2379e-06i,-0.00050047+0.00038251i,-0.00017136+0.00019114i,0.00051528+0.00016377i,0.00033892+0.00049065i,-0.00017457+0.00040187i,0.00014442+3.8545e-05i,0.00042668-0.00036447i,-2.9769e-05-0.00081611i,-0.00016815-0.00098709i,0.00044528-0.00058946i,-9.0987e-05-0.00013263i,-0.00049878-0.00054776i,0.00015486-0.0012798i,0.00091566-0.0014143i
0.001663+0.00026257i,0.001769-0.00070834i,0.0011803-0.0011005i,0.00060883-0.0015479i,-0.00019804-0.0011518i,-0.00038849-0.0003828i,-0.00033864-0.00037674i,4.9271e-06-0.00010873i,0.00036346-9.4649e-05i,0.00029763-0.00017547i,0.00044649+0.00045183i,0.00030921+0.00086789i,0.00059862+0.00033609i,0.00099528+0.00035409i,0.00038738+2.5129e-05i,0.00019949+3.1901e-07i,0.00020617+0.00051378i,-0.00020643+0.0002442i,-5.9366e-05-0.00047891i,0.00056249-0.0015435i,0.0005982-0.0013855i,0.00051549+0.00018756i,-5.0403e-05+0.00096532i
0.00069442+0.0010441i,0.00023558-0.00037813i,0.00060003-0.0015785i,0.00029626-0.00096548i,-0.00013629-0.00024154i,0.00049461+0.00014004i,0.00069854+6.355e-06i,0.00019903-2.7282e-05i,-0.00055644+4.6957e-05i,-0.00069856-4.227e-08i,-0.00039634+0.00042409i,-0.00074422+0.00038209i,-0.00058722-0.00051837i,-6.7526e-05-0.00039276i,0.0006583+0.00060486i,0.00058203+0.00067618i,0.00018735-7.9789e-06i,-0.00023407-0.00010159i,-0.00037586+0.00015333i,-0.00034934-0.00014318i,-8.1177e-05-0.00017195i,-0.00036185+0.00020049i,-0.00042717+6.0778e-05i
-0.000931+0.0005618i,0.00012728-0.00017867i,0.0011365+0.00091487i,0.0010153+0.001041i,0.00089006+0.000742i,0.0013106+0.00072396i,0.00063646+0.00056864i,-2.7745e-05+0.00068518i,-0.00034596+0.00099022i,-0.00014006+0.00063749i,0.0010497+0.00042738i,0.0012088+0.00028502i,0.00048272+0.00013735i,-0.00025179-1.7953e-05i,-0.00055632-7.4583e-05i,-0.00039524-0.00031817i,0.00011176-0.0004263i,0.0007226+0.00029564i,0.00012037+0.0009616i,0.00024688+0.00045991i,3.073e-05-0.00011096i,-0.00090622-0.00039164i,-0.00076688+6.7589e-06i
0.00032609-0.00078548i,1.9977e-06-0.00080951i,-0.00038626-8.96e-05i,-5.7279e-05-0.00067111i,-6.9473e-05-0.0012314i,-0.00084705-0.0010307i,-0.0003002-0.0008347i,-0.00043818-0.00080009i,-0.00087628-0.0002511i,-0.0005635+0.00097383i,-0.00043949+0.0014465i,0.00014216+0.0010602i,0.00097293+0.00052728i,0.00058797+0.0005955i,-7.5217e-05+0.001608i,-1.7199e-05+0.001041i,-0.00011173+8.936e-05i,-0.00051155-0.0002661i,-0.00042126+0.00029973i,-0.00018295+0.00038421i,0.0002974-0.00042519i,0.00083858-0.00060168i,0.00067423+0.00032568i
0.0013942+2.7811e-05i,0.0017208-0.00097711i,0.0016092-0.0015712i,0.00073156-0.0017246i,0.00025423-0.0018328i,4.7918e-05-0.0013397i,-2.1953e-05-0.0005846i,0.00034854+0.00053411i,0.00072437+0.00070748i,0.00031407-0.0003294i,-0.00022472+0.00037488i,-0.00051198+0.00077766i,-0.00045611+8.3406e-05i,-4.2927e-05-0.00017671i,0.0005526-0.00028228i,0.00099139-0.00072895i,0.00089927-0.00080517i,0.00043024-2.8421e-05i,8.6495e-06-0.00020136i,-0.0002609-0.00051274i,-0.00011229-0.0011352i,-0.00018297-0.0011121i,-0.00049989-0.00046933i
0.0010283+0.00046212i,0.00067504-0.00054294i,0.00012551-0.0012384i,-4.1017e-05-0.0010617i,-0.00055737-0.0011022i,-0.0013784-0.0008221i,-0.0014138+6.3889e-05i,-0.00022173+0.0008674i,0.00075586+0.0014352i,0.00061863+0.00079812i,0.00038468+0.00075142i,0.00042005+0.0010713i,0.00036443+0.00082921i,0.00033883+0.0010441i,-0.0001267+0.00047386i,-0.00050531-5.7062e-05i,-0.00034433+0.00028739i,-0.0003111+0.00088542i,-0.00046092+0.0016252i,-0.00035913+0.0016884i,0.00048332+0.00066147i,0.00095762+0.00042396i,0.00048077+0.00087765i
0.001247+0.00056627i,0.0020222-0.00088213i,0.0019048-0.0007828i,0.0018991-0.0003948i,0.0016923-0.00055738i,0.00046666-0.00080984i,-0.00080069-0.0011428i,-0.00058977-0.0014193i,0.00035713-0.00062877i,0.00013252+0.00015121i,-0.00031615-0.00024942i,5.2191e-05-0.00024398i,0.00082689-0.00017926i,0.00061473-3.0118e-06i,0.00016916+0.00060713i,-0.00015028+0.00032672i,-0.00043201-0.00034974i,9.4644e-05+0.00020252i,0.00033158+0.00082656i,-0.00022202+0.000462i,-0.00014219+0.00059971i,-0.00017655-9.1589e-05i,-0.00050264-0.0012495i
