-0.0013121+0.0010764i,-0.00057795+1.5218e-05i,-0.001702+0.00081689i,-0.00178+0.0010984i,-0.00055038+0.00025092i,-0.0011792-0.00011115i,-0.0023801+0.00039575i,-0.0014551+0.0012688i,-2.1822e-05+0.0012209i,0.00068281+0.00053771i,0.0004256-1.8895e-05i,8.8907e-05-0.00019308i,0.00026826-0.00066641i,-0.00054698-0.00041644i,-0.0013277-0.00031692i,-0.0005299-0.0011266i,0.00010165-0.0011508i,0.00010387-0.0011191i,0.00036948-0.00091824i,0.0003339-0.0004191i,3.989e-06-0.00068508i,-0.00025284-0.00095511i,3.819e-05-0.00030054i
0.00041252-0.0011915i,0.00023877+0.00030305i,0.00037592+0.0012189i,0.0011292+0.00059028i,0.0012537-0.00055962i,0.00032713-0.00052957i,-0.00060105-0.00038886i,-0.00094531-0.0001038i,-0.0011462+0.00097581i,-0.00092576+0.0014293i,-0.00081516+0.00060459i,-0.001028-0.00016562i,-0.00084723+2.3623e-06i,-0.00044866+5.1285e-05i,-8.7978e-05+0.00025388i,0.00026027+0.00018158i,0.00016554-0.00037127i,-0.00082727-0.00046014i,-0.00093462-0.00038735i,0.00027196-2.9696e-05i,0.00055363+0.00041424i,2.4783e-05+0.00071139i,0.00012262+0.00060552i
-0.0018678-0.0024215i,-0.001355-0.0017576i,-0.0023192-0.00060405i,-0.0020614+0.00054707i,-0.00056125+0.00043031i,-2.4794e-05-0.00021657i,-0.0003424+2.0688e-05i,-0.00095835+9.1597e-05i,-0.0011304+0.00024654i,-0.00050578+0.00062777i,-0.00010681+0.00045719i,0.00025849+0.00087577i,0.00074405+0.00035945i,0.0005441-0.00083586i,-1.8832e-05-0.00097113i,-0.00061509-0.00037659i,-0.00052551-0.0007544i,0.00027004-0.001491i,-0.00022387-0.00071375i,-0.00078536-2.7176e-05i,-0.00017962-5.3878e-05i,0.00017923+0.00015275i,2.5549e-05+0.00049385i
0.0013885+0.00098128i,0.0011444+0.0013339i,0.0014259+0.0019248i,0.0016566+0.00101i,0.0013526-0.0012081i,0.00041788-0.0019351i,-0.00091845-0.00053295i,-0.00082049+0.00091532i,0.00013542+0.001484i,0.00025668+0.001385i,0.0003434+0.00093154i,0.00069897+0.00019936i,0.00083523-0.00045522i,0.0011445-0.00079892i,0.00035822-0.0013161i,-0.0002875-0.001263i,0.00093293-0.0016499i,0.00087877-0.0017094i,-0.00027675-0.0010771i,-0.00017986-0.00081129i,1.4091e-05-0.00014501i,9.9704e-05-0.00037459i,0.00061411-0.0010624i
0.00020771-0.00041117i,-0.00038696-0.00055188i,-0.0013967-0.00030324i,-0.00082018-0.00023459i,0.00078417-0.00029067i,0.00022297-0.00077645i,-0.00081199-0.0010336i,-0.00050285-0.001282i,-0.00070315-0.00062196i,-0.0017282+0.00032956i,-0.0010868-0.00011882i,-0.00015573+0.00013074i,3.1972e-05+0.00064036i,0.00032993+0.00058094i,-0.00018949+0.0005068i,-0.00050407-0.00010133i,-0.00045532-9.0243e-05i,-0.00055775+0.00020825i,-0.00025026+7.4731e-05i,3.1336e-05-4.8124e-06i,0.00059786-2.5525e-05i,0.00025686-0.00015796i,-0.0007905-0.00013175i
0.0016259+0.00097248i,0.0013766+0.0011108i,0.001274+0.0022876i,0.0019856+0.0012028i,0.0023434-0.0018313i,0.00078116-0.0020799i,-0.0012494-0.00028244i,-0.0021215+0.0011701i,-0.0015025+0.0018996i,-0.00052714+0.0016268i,-0.00057368+0.0011357i,-0.00071645+0.00043181i,-0.00039548+0.00058381i,0.00021626+0.0016774i,0.00024507+0.001533i,-0.00041499+0.0001039i,-0.00087929-0.001219i,-0.00066176-0.0014077i,-8.9185e-05-0.00052034i,0.00032731+0.00066205i,0.00013866+0.0012631i,-0.0003434+0.00079765i,-0.00043078+0.00020246i
4.1655e-05+3.8738e-05i,-0.00043294-0.0005913i,-0.001167-3.2203e-05i,-0.00094092+0.0003924i,-0.00080717-0.00091036i,-0.0014126-0.0020989i,-0.0019889-0.0013115i,-0.0015789-0.00011199i,-0.00033006+0.00090068i,0.00020653+0.0014922i,-0.0004697+0.0012792i,-0.001034+0.0010043i,-0.00044001+0.0012189i,-4.3539e-05+0.0010156i,0.0002961+0.00058051i,0.00056698+0.00044137i,0.00028674+0.00018663i,-0.00011861-7.2309e-06i,-0.000308-0.00022192i,0.0001954-0.00064451i,9.6344e-05-0.00072447i,-0.00011283-0.0010148i,-0.00074307-0.00056208i
0.00069991+0.0017912i,0.00060057+0.0026242i,0.0012947+0.0016042i,0.0019826+0.00026259i,0.0016853-0.0015721i,0.00072788-0.0025128i,-0.00031935-0.001706i,-0.0011502-0.00045786i,-0.001057+0.0010104i,-0.00051051+0.0014404i,-0.00027696+0.0009036i,-0.00028512+0.00024082i,0.00019006-9.0591e-05i,0.00073672+0.00063775i,0.00033779+0.00047995i,0.00011319-0.00031409i,0.00072615-0.00017385i,0.0013773-0.00017562i,0.00088066-0.00015692i,0.00018934-0.00032491i,-0.00060581+0.00022218i,-0.00071355+0.00023855i,0.00018894-0.00010007i
-0.0010498-0.00078886i,-0.00096304-0.00014235i,-0.0028127+0.00084358i,-0.0015105+0.00060773i,0.0014186+0.00020953i,0.00086529-0.00033685i,-0.0012659-0.00085536i,-0.0017617-0.00042058i,-0.001812+0.00070506i,-0.0010174+0.00047079i,1.8812e-05-0.00031303i,0.00077702-0.00068377i,0.0012097-0.00072963i,0.0016486-0.00016656i,0.00081112+0.00047127i,-0.0008642+0.00051442i,-0.0013622+2.791e-05i,-0.00073316+0.00039215i,0.00029311+0.00049045i,0.00036729+0.00027607i,-0.00023036-0.0003645i,-0.00068015-0.00059807i,-0.00079713+0.00015602i
-5.6974e-05-0.00088393i,-0.0010748+0.00023111i,-0.00033619+0.00057256i,0.00091076+0.00077161i,0.0010735-0.00063002i,3.0579e-05-0.0011798i,-0.0012816-0.00073378i,-0.0019452-0.00038351i,-0.0018517+0.00017773i,-0.0014581+0.00057247i,-0.00082236+0.00025019i,-6.8478e-05-0.00025165i,-7.9971e-05+0.00017486i,0.00013782+0.00044066i,0.0001222-0.00047782i,0.00052436-0.00055853i,0.00087533-6.9945e-05i,0.00054048-9.33e-05i,0.00065868-6.3667e-05i,0.00095644+0.00040924i,0.00078618+0.00028449i,-0.00013034+0.00010709i,-0.00071673+0.00089705i
0.0011192+0.0010159i,0.00032589+0.0016087i,0.00086748+0.0011065i,0.0023546-0.00069235i,0.003516-0.0021601i,0.0018471-0.0022828i,-0.00057695-0.00080754i,-0.0014566+0.00091424i,-0.00086405+0.0018631i,-0.00029925+0.0017574i,-2.6857e-05+0.00060642i,0.00027206+0.00035686i,-0.00059024+0.00089806i,-0.00094828+0.0010043i,-0.00017023+0.0012576i,-2.5328e-05+0.0004825i,-0.00047938-0.00079089i,-0.0010407-0.0010534i,-0.00079286-0.0008807i,-0.00059766-8.6646e-05i,-0.00057721+0.00018034i,-0.00033121+0.00023182i,-0.00022561+0.00063501i
-0.0010426-0.00018646i,-0.00079598-0.00042532i,-0.00061496+0.00017341i,-0.00011372+0.00016506i,0.0010658-0.00078292i,0.0012596-0.0023449i,-0.0010276-0.0026525i,-0.0026038-0.0013504i,-0.0020948+0.00028682i,-0.0012656+0.0006167i,-0.0008125-0.00018293i,-0.00048303-0.00018678i,-8.5713e-05+0.00050842i,-0.00014756+0.00075335i,-0.00052353+0.00034739i,0.00010636+0.00033071i,0.00040671+1.4847e-05i,0.00012438-0.00055909i,0.00038295-0.00082577i,0.00024432-0.0001173i,0.00017757+0.00057349i,0.00053213-2.8131e-05i,0.00033488-0.00033296i
0.0011051+0.00058506i,0.0019595+0.00026516i,0.0028915+0.0001877i,0.0024258-0.00088935i,0.0019854-0.0028503i,0.00018906-0.0034659i,-0.0017626-0.0021566i,-0.0021873-0.00098761i,-0.0014381+0.00035423i,-0.00087312+0.00078924i,-0.00042852-1.8866e-05i,-9.6774e-05+0.00024784i,-0.00024341+0.0010645i,5.0529e-05+0.00082759i,0.00023167+7.7584e-05i,0.00032172-0.00045594i,0.00040204-0.00092722i,0.00018121-0.00057595i,0.00011307-0.00032616i,0.00068401-4.6239e-05i,0.0011713+0.00056659i,0.00011068+0.00053658i,-0.00079613+0.00015814i
-0.00017282+0.00063795i,-0.00065372+0.00096723i,-0.0016997+0.00071299i,-0.00097755+0.00077063i,0.00089284+0.00061885i,0.0012666+0.00012113i,-0.00046803-0.00016714i,-0.0016645-0.00070769i,-0.0018321-0.00012261i,-0.0014162+0.00053663i,-0.00076339+0.00065092i,-0.00010161+0.0010831i,9.1915e-05+0.0017009i,-0.00012963+0.0014445i,-0.00038539+0.00038812i,-0.00058263-0.00037979i,-0.00065252-0.00080223i,-0.00043683-0.00045928i,-6.1482e-05-0.00037917i,-0.00045378+7.7969e-05i,-0.00032138+0.00063157i,-9.564e-06+0.00019811i,-0.00018858-0.00043029i
-0.00062335+0.00046513i,0.00034789-0.00066775i,0.0022612-0.00049492i,0.0028721+4.7836e-05i,0.0021183-0.00066841i,0.0014019-0.0017449i,-4.0335e-05-0.0015988i,-0.001511-0.00036719i,-0.0017162+0.0015713i,-0.0010466+0.0019026i,-0.00029445+0.00056956i,0.00055685-0.0005045i,0.00085585+5.7044e-05i,8.4036e-05-2.907e-05i,0.00022628-0.00099681i,0.00081571-0.00047295i,0.00065125+0.00017745i,0.00069983+0.000179i,0.00075038+0.00083175i,0.00065262+0.0018098i,0.0011181+0.0012042i,0.0010556-0.00017818i,-0.00014299-0.00033588i
-3.9953e-05-4.9959e-05i,-0.0014543+0.0015294i,-0.0022277+0.0027103i,-0.0010898+0.0018999i,0.001042+0.00012023i,0.00090832-0.0012481i,-0.00029647-0.0012474i,-0.00087075-0.00027734i,-0.00070058+0.00050821i,-0.00046174+0.00023814i,-0.00056368-0.00039682i,-0.00022557+0.00018653i,-0.00016252+0.00086454i,-0.00027984+0.00018842i,0.00026689-0.00033139i,0.00056402-0.00012518i,0.00020888-0.00048563i,0.0001655-0.00035847i,0.00017397+0.00090754i,-0.00010619+0.00087934i,-0.0010535-0.00032312i,-0.0018109-8.2504e-05i,-0.00068727+0.00034426i
0.00078819+0.00029949i,0.00042581-0.00091668i,0.0015241-0.00078223i,0.002594-0.00086041i,0.0024493-0.0021664i,0.0010375-0.002545i,-0.00034303-0.00091033i,-0.00081689+0.00060942i,-0.0014071+0.0016289i,-0.001329+0.0012657i,-0.00029019+0.0010635i,0.00034406+0.00089051i,7.0161e-05-0.00014471i,-8.8102e-05-0.00082611i,-0.00039014-0.00068899i,0.0001691-0.00022457i,0.0012452-0.00011694i,0.00090492-0.00033051i,0.00041676+0.00035433i,2.4772e-05+0.0016097i,-0.00036026+0.0019512i,-0.00024701+0.0013859i,-0.00014835-0.00016478i
0.00013483+0.0030965i,-0.00091922+0.0034526i,-0.0012834+0.0025855i,-0.0003607+0.0001561i,0.0009753-0.0024275i,-3.0134e-05-0.0038867i,-0.001106-0.0030078i,-0.0013754-0.0011075i,-0.0012418-5.8362e-05i,0.00010412-5.7757e-05i,0.0009192-0.0003997i,-7.849e-05+0.00059084i,-0.00047117+0.0011122i,-0.00046773+0.00087979i,-0.00054732+0.0004969i,0.00023933-0.00034325i,0.00035444-0.00074016i,-5.0527e-05-0.00061776i,-2.307e-05-0.00072355i,-0.00039932-0.00011308i,-0.00022755+0.00019556i,0.00065104-2.4444e-05i,0.0010097+7.4175e-05i
-8.7578e-05+0.00048127i,0.00081735-0.00015609i,0.0014102-0.00086858i,0.0013307-0.0014245i,0.001143-0.0016908i,-0.00014039-0.0010468i,-0.0015914-0.0008713i,-0.0015873-0.00034034i,-0.001023+5.4192e-05i,-0.00031616-0.00043135i,-7.8575e-06-0.00055421i,0.00022003+1.4841e-06i,0.0009682+0.0002179i,0.0011382-0.00013242i,0.00050462-0.00014467i,6.9443e-05-5.8879e-05i,0.00050684-0.00032512i,0.00044018-0.00037448i,-3.1924e-05+0.00011169i,-0.00015093+8.4719e-05i,0.00036489-0.00025022i,0.00056045-0.00036993i,0.00067843-0.00038008i
-0.00057474+0.00031924i,-0.00090958+0.00026772i,-0.00083371+0.0013293i,-0.00026356+0.00052673i,0.0006105-0.0011051i,0.00052319-0.00083834i,-0.00032458-0.00036512i,-0.00069453-0.00044893i,-0.00067236-0.00067007i,-0.00038425-0.00058277i,-0.0006839-0.00060262i,-0.0011806-0.0009931i,-2.9039e-05-0.00054323i,0.00072671+0.00092463i,0.00020351+0.0013469i,-0.00047575+0.00028815i,-0.00060127-0.00027364i,-0.00040139+8.5615e-05i,-1.66e-05+6.3236e-05i,-3.2415e-05+7.0295e-05i,-0.00048343-0.00016713i,-0.00018733-0.00012455i,0.00040555+0.00041836i
0.00011455-2.2597e-05i,0.0010745-0.00031596i,0.0013859+0.0011534i,0.0010623+0.0012117i,0.0013703+0.00028798i,0.00041263-0.0011076i,-0.0011458-0.0016372i,-0.00093818-0.00049107i,-0.00087051+0.0005495i,-0.0010382+0.0010646i,-0.00079105+0.0013362i,-0.00037321+0.00044076i,9.0301e-05-0.0010945i,0.0001346-0.0012216i,0.00024813-0.00035654i,0.00046128-1.6042e-05i,0.00019813-0.00035522i,-0.00068788-0.00019725i,-0.00036335+0.00033039i,0.00016259+0.00055815i,-0.0001378+0.00070531i,0.00035012+0.0007303i,0.0003822+0.00095842i
-3.2767e-05+0.00046607i,-0.00025901-0.00023422i,-0.00082645+0.00015243i,-0.00052271+0.00085537i,0.00046184-0.00069662i,-0.00048464-0.0017118i,-0.0011929-0.00090385i,-0.0012645+0.00027492i,-0.0011201+0.0012107i,-0.00094392+0.0013903i,-0.0004615+0.0013756i,-0.0007848+0.00092601i,-0.0013044+0.00042922i,-0.00057993-0.00010259i,-9.8186e-05+6.6891e-05i,-0.00025024-0.00046744i,-0.00033459-0.0011053i,0.00059628-0.00080208i,0.00042098-0.00041108i,-0.000597-0.0004164i,-0.00049111-7.4343e-05i,-0.00030917+0.00016562i,0.00036739+5.4316e-05i
0.00085694-0.0010321i,0.0015186+8.5429e-05i,0.00173+0.00029998i,0.0017332-0.00022694i,0.0012317-0.0013001i,0.00058469-0.0021511i,0.00059884-0.0019907i,-5.0649e-05-0.001409i,-0.0009071-0.00027872i,-0.00057852+0.00049702i,-0.00011808+0.00017367i,0.00012347-0.00033382i,0.00072583+5.7701e-05i,0.0009307+0.00064922i,0.00073265-0.00044548i,2.5931e-05-0.0009598i,-0.00026235-0.0012423i,-0.0004566-0.0015453i,-0.0002071-0.0011903i,-0.00025833-0.00038784i,-0.00066002-0.00014496i,-0.00022261-0.00085629i,-0.00011766-0.0012727i
0.0004637+0.00033304i,-0.0011793-4.2163e-05i,-0.0022205+7.3611e-05i,-0.0023741-0.00015524i,-0.0018111-0.00083437i,-0.0015193-0.0013958i,-0.0020646-0.0011507i,-0.002273-0.00016246i,-0.00091886+0.00031806i,0.00075012+0.00073481i,0.00079536+0.0010549i,9.8682e-05+0.00063242i,-2.1267e-05+0.00061204i,-0.00036794+0.00069112i,-0.00046018+0.00016325i,8.3149e-05-0.00059367i,0.00078256-0.00030529i,0.00068789-7.2105e-06i,-6.6637e-05-2.8526e-05i,-0.0003378+0.00062593i,0.00043052+0.00092875i,0.00073138+0.00044384i,0.00065099+0.00011895i
0.00062355+0.00013636i,0.00061466+0.0016461i,0.0014776+0.0016857i,0.0020602+0.0011439i,0.0018802+0.00028516i,0.0011635-0.00061351i,-1.8183e-05-0.00070902i,-0.0011862+0.0001696i,-0.0013672+0.00048384i,-0.0010161-0.000755i,-0.00046922-0.0012502i,-0.00023551-0.00049756i,0.00015198+0.00017732i,0.0012194+0.0006054i,0.0013743+0.00013911i,0.00025904-0.00090147i,-9.5436e-05-0.0011479i,0.00052513-0.00045856i,0.00030976+6.6295e-05i,-0.00046715-0.00043487i,-7.1481e-05-0.00055591i,0.00030279+0.00010989i,6.7724e-05+0.00035727i
-0.0017373-0.00037137i,-0.0018116-0.00086932i,-0.0012711-0.001599i,-0.00043974-0.0023869i,0.00073798-0.0034362i,0.00054593-0.0029081i,-0.0013667-0.0017886i,-0.0027404-0.00033289i,-0.002757+0.00090738i,-0.0012497+0.00084881i,-0.00014569+0.00022025i,-0.00044649-6.1243e-05i,-0.00061503+0.00011192i,-0.00062169+0.00045414i,-0.00052442+0.00045035i,-0.00026702+0.00028194i,0.000164-0.00016588i,0.00058357+0.00015853i,0.0002809+0.00070243i,-0.00029226+0.00059966i,-0.0003688+0.00076207i,0.00020944+0.00053253i,0.00018271+0.00040755i
0.00098785-0.0002451i,0.001345+0.00047973i,0.0012493+0.0010353i,0.0010214+0.00041272i,0.0012821-0.0011485i,0.00024631-0.0016536i,-0.0011487-0.00059798i,-0.0021221-8.1284e-05i,-0.0020001-0.00026649i,-0.00074533+7.8049e-05i,0.00016671+0.00031452i,-0.00014711+0.0004074i,-0.00071898+0.00029742i,-0.00034339+0.00018991i,-0.00021916+8.9896e-05i,-0.00051025-0.00033253i,-0.00020465-0.00046536i,-0.00021269-0.0001004i,-0.00020225+0.00026919i,0.00050178+0.00022637i,0.00094974-0.00012501i,0.00049072+8.0416e-05i,-0.0003367+0.00049575i
0.00015495+1.5361e-05i,-0.0008749-0.00011669i,-0.0016144-0.0010931i,-0.0010403-0.0014353i,-0.0009566-0.0022174i,-0.0015864-0.0024398i,-0.0024623-0.0011331i,-0.0027131+0.00019675i,-0.0018703+0.00040608i,-0.00043406-0.00042439i,0.00010761-0.00067797i,-0.00054959-0.0004501i,-9.9374e-05-0.00063295i,5.2392e-05-0.00071053i,-0.00023686-0.00036975i,-0.00026672+0.00038921i,8.2293e-05-0.00011768i,6.1938e-05-0.00050856i,-0.00043434-0.00035756i,-0.00038086-0.00015623i,6.1711e-05-0.0002079i,0.00050484+0.00034168i,-5.1791e-05+0.0011221i
-0.00036575-0.0010769i,0.00042392+0.00037393i,0.00033036+0.0012256i,0.000138+0.00089528i,0.0012268+0.00023163i,0.0016252-0.00044631i,0.00077935-0.0008023i,3.2657e-05-0.00077922i,-0.00028279-0.00049427i,0.00021739-0.00025811i,0.00078084+0.00017391i,0.00066328+0.0009967i,0.00020855+0.0014973i,-0.0003187+0.0010874i,-0.00026761+0.00062262i,0.00023707+0.00024547i,0.00043376-0.00045506i,-0.00010853-0.00064064i,0.00023024-0.00036084i,0.00032481-0.00093044i,9.7372e-05-0.00079801i,0.00013723-0.00030915i,-0.00027192-6.9768e-05i
-0.00053848-4.5595e-05i,0.00034131-2.0345e-05i,0.0011428-0.00013901i,0.0022187-0.00106i,0.0029706-0.0019468i,0.001883-0.0032158i,-0.00059021-0.0031121i,-0.0019414-0.0012898i,-0.0020744-0.00046922i,-0.0011201-0.00011681i,0.00011149+0.00022414i,0.00029927+0.00078752i,0.00041486+0.001209i,0.00080276+0.00082338i,0.00085452+0.00049574i,0.0014348+6.0084e-05i,0.0017121-0.00013796i,0.00053377+6.7967e-05i,0.00021884+9.1428e-05i,0.00060438-4.9023e-05i,1.2941e-05+4.6661e-05i,-0.00037411-0.00010248i,-0.00015271-2.846e-05i
-0.00019383+0.00095509i,-0.00013739+0.0015984i,0.00025443+0.0021236i,0.0015206+0.0014098i,0.0026502+0.00013128i,0.00095518-0.0007618i,-0.0016353-0.00069694i,-0.0026341-0.00024357i,-0.0018657+0.00034255i,-0.00093649+0.00048275i,-0.00077757-0.00011886i,-0.0004235-0.00039438i,4.1471e-05+0.00030155i,-0.00085627+0.00018209i,-0.0013946+0.00024463i,-0.00093631+0.00079196i,-0.00039944+0.00040583i,-2.6181e-05-0.00021805i,-0.00022825-0.00023572i,-0.00094687-0.00020793i,-0.00053296+2.1414e-05i,8.7977e-05+7.0017e-05i,0.00033458-0.00017055i
-0.00034451-0.0011366i,-0.00040914-0.001741i,-0.0002305-0.0023146i,0.0010594-0.0030682i,0.00078385-0.0027807i,-0.00043721-0.0020964i,-0.0009009-0.0014246i,-0.0017623-0.00068756i,-0.0021067+1.2376e-05i,-0.00097729+0.0011215i,-3.1559e-05+0.00095812i,-7.5573e-05-0.00067368i,-0.00024753-0.0014724i,-0.00031714-0.0012516i,-3.4757e-05-0.00085281i,0.00030155-0.0009148i,0.00023612-8.7244e-06i,0.00039634+0.00098144i,0.00015092+0.00041119i,0.00024349+0.00017182i,0.00031807+0.00065483i,0.00056145+0.00014258i,0.00055902-0.00022512i
-0.0008356+0.0019415i,-0.00063004+0.0010936i,-0.0012811+0.0015414i,-0.0015384+0.0012521i,-8.8153e-05-0.00064585i,-0.00073118-0.0022284i,-0.0026345-0.0019763i,-0.0025219-0.00090333i,-0.0010161+0.00093249i,-0.0002713+0.0017366i,0.0001173+0.001209i,-0.00010695+0.00094108i,-0.00019426+0.0009777i,0.00059797+0.0010103i,0.00046457+0.00069738i,-0.00019291+0.00034936i,8.4316e-06-0.00026309i,0.00018802-0.0004618i,0.00014412-0.00034725i,-0.00044128+2.3339e-05i,-0.0004509+0.0001508i,-0.00012017-8.8889e-05i,-6.326e-05-0.00054202i
0.0013566+3.5429e-05i,0.00066202+0.00034142i,0.001644+0.00083909i,0.0021285+0.00042656i,0.0019937-0.00087892i,0.0013344-0.0014229i,-4.704e-05-0.00082112i,-0.00073958+4.5162e-05i,-0.0008862+0.00031193i,-1.1381e-05-2.9346e-05i,0.00034222+0.0006131i,-0.00059167+0.0016819i,-0.00084776+0.0016513i,-3.3026e-05+0.001024i,0.00068239+0.00070323i,0.00026161+0.00029909i,-0.00062142-0.00010969i,-0.00079226-0.00034079i,-0.00044946-0.00020362i,-4.9923e-06-3.3969e-07i,0.00079676+0.00028354i,0.00085065-9.0176e-05i,0.00010877-0.00042313i
-0.001394-0.00037512i,-0.0021124+2.5103e-05i,-0.0025596-3.1709e-05i,-0.0012636-0.00031465i,0.0010694-0.002031i,0.0012493-0.0027256i,3.4646e-05-0.0010816i,-0.00038175+0.00016068i,-0.00018561+0.00059155i,-6.4648e-05+0.0014657i,0.00048107+0.0010384i,0.0011571+0.00062478i,0.0013248+0.00081222i,0.00093288+0.00066937i,0.00013311+0.00083114i,-0.0002209+0.00040916i,-0.0002894-0.00056581i,9.282e-05-0.000778i,0.00027453-0.00023882i,-0.00026465+0.00034773i,-0.00052113+0.00019626i,-4.848e-05-0.00065397i,4.2964e-05-0.0011181i
0.00077179-0.00073198i,0.00077296-0.00072984i,0.0015341-0.00094098i,0.0016436-0.0014684i,0.00093618-0.0021799i,-0.00073099-0.0019064i,-0.0018634-0.0011671i,-0.0018774-0.00061545i,-0.0015-7.4967e-05i,-0.00094613-4.4975e-05i,-0.00013899-0.00047762i,0.00061433-0.00055843i,0.00054619-0.00010145i,0.00020798-0.00022593i,3.9511e-05-0.00043821i,0.00062038-0.00055295i,0.00091902-0.00094085i,0.00048348-0.0005632i,0.00026264+0.00010963i,0.00014479+0.00027462i,0.00046182+0.00050014i,0.0010041+6.5236e-05i,0.0011904-0.0008245i
-0.0025949+0.00059113i,-0.0029417+0.00025908i,-0.0028437+0.00047753i,-0.001421+0.0013274i,0.00054087+0.0015196i,0.0012445-0.00013485i,4.0909e-05-0.0013026i,-0.0018144-0.0010483i,-0.0018927-0.0007138i,-0.00096436+0.00022252i,-0.00011479+0.00061528i,-0.00017583-8.4845e-05i,-0.0008134-0.00087508i,-0.00045563-0.0010418i,0.00050438-0.0007062i,0.00070187-0.00097427i,0.00034938-0.0010881i,0.00042054-0.00073009i,0.00071461-0.00080099i,0.00021233-0.00053537i,-0.00034132-0.00093437i,-0.000333-0.0004153i,-0.00066881+0.00011115i
0.0014475-0.00065345i,0.0019649-1.9125e-05i,0.0023856+0.00024042i,0.0025441-0.00023899i,0.0013537-0.0015137i,0.00053928-0.0011892i,-0.0009203-0.00060295i,-0.0017203-0.0008202i,-0.00062112-0.00020076i,-0.00010989+0.00036227i,-0.00066716+0.0005903i,-0.00080291+0.00088135i,-0.0010957+0.00048361i,-0.0017128+7.9558e-06i,-0.00098079+0.00022365i,-0.00015308+0.00033445i,0.0006584+0.00031175i,0.00048844+0.00011199i,1.1252e-05+5.6643e-05i,0.00022772+0.00051332i,0.00016248+0.00017731i,0.00053234-0.0001766i,0.0004108-3.0325e-05i
-0.0013286+0.001505i,-0.0017324+0.001848i,-0.0025264+0.0017317i,-0.0023197+0.0013796i,-0.0010372+0.00065713i,-0.00020793-0.001344i,-0.0015-0.002445i,-0.0024929-0.0014757i,-0.001849+0.00023514i,-0.00065838+0.00081814i,-0.00050678+0.00043962i,-0.00063326+0.00042714i,-0.0006235+0.00052772i,-0.0007393+0.00019717i,-0.0001183+0.0005904i,0.00057627+0.00050101i,0.001002-0.00087601i,0.0004952-0.0010342i,1.7448e-05-0.00044668i,-1.2997e-05-0.00015212i,3.6084e-05+0.00014524i,0.00089541+0.00024111i,0.000747-0.00019452i
0.0028235-0.00025467i,0.0028029-0.00043546i,0.0024013-0.0010122i,0.0014679-0.0016269i,0.00019447-0.0021193i,-0.0011948-0.00088951i,-0.0018477+0.00107i,-0.0013688+0.0014926i,-0.000638+0.00088369i,-0.00060033+0.00053481i,-0.00070627+0.00074823i,-0.00068393+0.0012732i,-0.00025961+0.0014866i,0.00067887+0.0010988i,0.00094625+0.00040893i,0.00058896-0.00028704i,0.00072239-0.0005008i,0.0004268-0.00022797i,0.00010634+0.00054325i,0.00018113+0.0011245i,0.00071493+0.0006274i,0.0010852+0.00016372i,0.0010309+0.00037784i
-0.00018263-0.0024821i,-0.00055693-0.000586i,-0.0020009+2.0951e-05i,-0.0026266+0.00086269i,-0.0024747+0.00068673i,-0.0015796-8.8203e-05i,1.2903e-05-0.00058394i,-2.8905e-05-0.00061512i,-0.00076713-0.00018364i,-0.00029121-1.0171e-05i,0.00065611+0.0004524i,0.00105+0.00084636i,0.00084921-0.00042067i,0.00044765-0.0018065i,0.00032925-0.0019284i,0.0007537-0.0017213i,0.0006819-7.8936e-05i,0.00056497+0.0012888i,0.00059796+0.00049665i,-8.6472e-05+0.00024508i,-0.0004668+0.00028623i,-8.6965e-05-5.4005e-05i,0.0002217+2.8379e-05i
-0.00010958+0.00075397i,-0.00066809-7.4735e-05i,-0.00032547+6.2629e-05i,0.0008015+0.00017171i,0.0013327-0.0011544i,-4.2912e-05-0.0023107i,-0.0017107-0.0026108i,-0.0022029-0.001267i,-0.0017967+0.00061747i,-0.00040811+0.00042906i,0.00092489+8.6699e-05i,0.00063232+0.00034887i,2.9478e-05+0.00014912i,-3.7043e-05-0.0001626i,0.00035516-0.00040426i,0.00095638-0.00013419i,0.00054517-0.0004819i,0.00028454-0.000605i,0.00061573+0.00024585i,0.00024738+0.00045646i,-0.00024322-0.00049267i,0.00040617-0.00090453i,0.00058662+0.00010758i
0.0013829+0.00044905i,0.0007888+0.00012111i,0.00061847+0.00034003i,0.0014543+0.00011546i,0.0021259-0.00083586i,0.0019191-0.00080113i,1.9367e-05-0.00035949i,-0.0012224+0.00011694i,-0.0013868+9.8448e-05i,-0.0013695-0.0005228i,-0.00078762-0.00099982i,-0.00031489-0.0012869i,-0.00016835-0.0011546i,-0.00016266-0.00058154i,-0.00012064-0.00059483i,-0.00029368-0.00041101i,3.1124e-06-0.00011395i,-0.00026078-0.0001669i,-0.00085829-0.00010589i,-0.000628+0.00024824i,-0.0006939+0.0011346i,-0.00057683+0.0014622i,-0.00033175+0.00079891i
