0.001303-0.0010329i,0.0011511-0.0026245i,-3.2685e-05-0.0042084i,-0.0015113-0.0031205i,-0.0018958+0.00025361i,-0.0017638+0.0028722i,-0.0010908+0.0031028i,-0.0001803+0.0015681i,0.00059404+8.0369e-05i,0.0012215-0.00079836i,0.00060846-0.0011339i,-0.00073446-0.00078581i,-0.00042331-0.00018265i,0.00015715+6.4586e-05i,0.00038569+0.00014001i,0.00045923+0.00056861i,3.3881e-05+0.0007422i,4.9602e-06+0.000697i,0.00049578+0.0004713i,0.00074216+0.00032732i,0.00062538+4.3948e-05i,0.00028786-0.00031709i,-0.00049605-9.1141e-05i
-0.0022802-0.0018785i,-0.0039298-0.00022372i,-0.0043082+0.0013931i,-0.0017017+0.0020397i,0.00067602+0.0021803i,0.0018745+0.0011997i,0.0015194-8.3107e-05i,9.3066e-06-0.00042874i,-2.3257e-05-0.00046789i,0.00022171-0.00035979i,-0.00022193+0.00011589i,-0.00014753-0.00024102i,-0.00024526-0.0003983i,-0.00048316-0.00066709i,-0.00047967-0.0013036i,-0.00024758-0.001357i,0.0003856-0.00052406i,0.00091307+0.00041975i,0.00039038+0.00021399i,-0.00022317-0.00031828i,5.511e-05-0.00042923i,5.4397e-05-0.00064616i,-5.6053e-05-0.00040141i
0.00012629-9.3308e-05i,-0.00015362+0.00041364i,-0.00048084+0.0009668i,-0.00026973+0.0010452i,-0.00013308+0.0012126i,-0.00054051+0.001442i,-7.4628e-05+0.0007124i,0.00068958+0.00027297i,0.00034231+0.00031221i,0.00013246-4.6401e-05i,-4.0002e-05+1.1201e-05i,-0.00015579-7.1237e-05i,-0.00010893-0.00092861i,0.00033725-0.00080249i,0.00047401-0.00039385i,0.00021504-0.00025731i,8.0022e-05+0.00022624i,-0.00029726+0.00014037i,-0.00046179+0.00068669i,4.0599e-05+0.0012265i,0.00022138+0.0010265i,-0.00047388+0.0010041i,-0.00060421+0.00047376i
0.00028884-0.0013583i,-0.0011094-0.0022602i,-0.0022499-0.0012878i,-0.0020161+4.9816e-07i,-0.00063032-0.00012796i,0.00095926-0.0006796i,0.0010503-0.00056617i,0.00031843-0.00065584i,-0.00017174-0.00074417i,-0.00034282-0.00050442i,-0.00028753-0.00052681i,9.2962e-05-0.00054882i,0.00038796-0.00019771i,0.0003301-0.00019287i,-4.3183e-05-0.00039841i,-0.00024192-0.00041971i,-0.0001087+0.0006093i,0.00025792+0.00047242i,0.0003296-0.00062823i,8.0707e-05+0.00021643i,0.00017377+0.0011782i,0.00026567+0.00071806i,0.00056673-0.00033286i
0.0013066+0.00062737i,0.00075395+3.6111e-05i,0.00010241+3.4544e-06i,0.00049275+9.0747e-05i,0.0010059-0.00036916i,0.00048322-0.0015097i,-0.00037007-0.0019326i,-0.00055551-0.0013038i,-0.00059677-0.00065112i,-0.000295-0.0008012i,0.00058461-0.00122i,0.0003987-0.00058049i,0.00016608+0.00022041i,0.00071722-0.00011102i,0.00066499-0.00063514i,0.00036829-0.0004275i,0.00046581+0.00021997i,0.00014173+0.00070396i,-0.00017209+0.0006239i,-0.0002377+0.00038951i,-0.00017535-4.5654e-05i,0.00045627-8.3953e-05i,0.0003911+0.00020685i
-0.003022+0.001356i,-0.0026283+0.0019026i,-0.001238+0.0029477i,0.00043474+0.0028446i,0.0011499+0.0011645i,0.00062165-0.00015915i,0.00037596-0.00014863i,0.00045813-0.00015227i,0.00067822-0.00013453i,0.00093186+0.00029075i,-6.3749e-05+9.7738e-05i,-0.00085206-0.00043351i,-0.00041038-0.00067041i,-0.00014948-9.2251e-05i,-0.00060803+0.00037146i,-0.00058391+8.3181e-05i,9.6513e-05-8.5132e-05i,0.00062847+0.00055193i,0.0014402+0.00050653i,0.00098043-0.00023299i,-0.00039149-0.0008459i,-0.0013849-0.00079061i,-0.001204+0.00016736i
0.00026857-0.0014745i,-0.0010204-0.00085187i,-0.001458-0.00058857i,-0.00075288+0.00011974i,0.00012695+0.00035305i,0.00014508+0.00047053i,-0.00017687+0.00042796i,-0.0002491+0.00039423i,-0.00041896+0.00014803i,-0.00060226-0.00027724i,-0.00035417-0.00036207i,-0.00025312+8.124e-06i,-0.00024096+0.00019443i,0.00055242+0.00062178i,0.00065397+0.00041056i,0.00064036+0.00023776i,0.00084983+0.00081545i,0.00069335+0.00079154i,0.00013757-6.61e-05i,1.4331e-05-0.00061428i,0.00018636-0.00069836i,0.00035131+0.00011141i,-2.7928e-06+0.00047006i
-0.0026471-0.002585i,-0.0037387-0.0014831i,-0.0034647+0.00074521i,-0.0017504+0.0027857i,0.00041681+0.0023368i,0.0015045+0.00025652i,0.0010442-0.00064093i,-8.9895e-05-0.00082735i,-0.0006237-0.00080322i,-0.00046614-0.00037135i,7.9567e-06-0.00051804i,0.00094017-0.0013038i,0.0013223-0.0013696i,-8.5666e-05-0.0011455i,-0.00021366-0.0016469i,0.0011813-0.0013237i,0.0015343-0.00021949i,0.00092013+0.00025189i,0.00087799-0.00032291i,0.00065404-0.00089408i,6.3953e-05-0.00047291i,-0.00062929-0.00053067i,-0.00034492-0.00075594i
-0.0019588+0.0010578i,-0.0015161+0.0015381i,-0.0021475+0.001853i,-0.0016938+0.0020775i,-0.00051712+0.0012264i,6.7627e-05-0.00031246i,0.00091406-0.00053869i,0.0010496+0.00058066i,-0.00018704+0.00062989i,-0.00035829-0.00025451i,0.00082034-0.00056433i,0.0009519+5.9895e-05i,6.6069e-05+0.00042456i,-0.00074251-3.3981e-05i,-0.00053343-0.00077101i,9.1524e-05-0.00096515i,6.6798e-05-0.0010168i,-0.00042889-0.00013313i,-0.00076661+0.0001447i,-0.0008159-0.00066325i,-1.6548e-05-0.00019387i,0.00055587+0.00013076i,0.00049071+5.378e-05i
-0.0003397-0.0018563i,-0.0028084-0.0023273i,-0.0027878-0.0023729i,-0.0015624-0.00092668i,-0.00073955+0.00063456i,0.00059598+0.00046225i,0.0012093-8.5915e-05i,0.00059089-0.00033578i,6.6952e-05-0.0012626i,-2.0732e-05-0.00149i,-0.0008072-0.0010327i,-0.00043136-0.00042757i,0.00037771-2.2358e-05i,0.00048512-0.0004943i,0.00077292-0.00025209i,0.00072744+0.00031178i,0.00039631-0.00013891i,-0.00025826-0.00051658i,-0.00027767-0.00040581i,0.00062935-0.00044061i,0.0011522-0.00051246i,0.00066215-0.00021144i,0.000706-0.00018037i
-0.00029808+0.00066384i,6.7807e-05+0.0010427i,-0.00047846+0.00070832i,-0.00087275-4.2071e-06i,4.2408e-05+0.00018998i,9.8588e-05+0.00030377i,-6.9061e-05-0.00038166i,0.00048738-0.0011093i,0.00094853-0.0003868i,0.00092946+0.00017763i,0.00043955-8.8656e-05i,-0.00040649-0.00034619i,-0.0010543-0.0010091i,-0.00057801-0.00045203i,-0.00015221+0.00027187i,-0.00050729+0.00025611i,-0.00037778-0.0004472i,0.00012217-0.00070546i,0.00080117-6.9309e-05i,0.0012069+0.00029801i,0.0010037+7.4465e-05i,0.0001198-0.00049242i,-0.00058809-5.1211e-05i
-0.0013222-0.00045339i,-0.0025187-0.00039979i,-0.0025551+0.00014864i,-0.0018932+0.00027273i,-0.00082068-0.00019624i,4.2196e-05-0.00017792i,0.00018113-0.00035634i,-7.4999e-05-0.00030834i,-0.00022862-0.00080923i,-0.00022502-0.0014378i,-0.00072828-0.00097609i,-0.00084036-0.00011115i,-0.00032645-0.00032559i,0.000603-0.00017384i,0.00044526-7.6625e-05i,0.00077438+5.0548e-05i,0.0010152+0.00054247i,0.00029574+8.4864e-05i,0.00055342-0.00060626i,0.00055423-0.00027601i,2.2211e-05+0.00017065i,-0.00063411+0.00049321i,-0.00068009+0.00073734i
-0.00045533-0.00026403i,-0.00024833-0.00025938i,0.00065705+4.622e-06i,0.00082122+0.00033238i,0.0003917+0.0002927i,7.3291e-05-0.0003154i,-0.000405-0.00085282i,-0.00049662-0.00057746i,-0.00072416-0.00029532i,-0.0013448-0.00093601i,-0.0011215-0.00074513i,-0.00075495+0.00020566i,-1.8167e-05+0.00047417i,0.00095678+0.0001323i,0.00039921-0.00032135i,5.0892e-05+0.00013085i,0.00074349+0.00073953i,0.00048322+0.00061109i,-0.00013307-6.0315e-05i,0.00024646-0.00027903i,0.00092529+0.00029596i,0.00046356+0.00049164i,-0.00051674+0.00021197i
-0.0020642+0.00093857i,-0.0027187-0.00012207i,-0.0012549+0.00024563i,0.0005327+0.00065868i,0.0015507-0.00032801i,0.0024928-0.0010711i,0.0019677-0.00041319i,0.00072486+0.00032975i,0.00029606+0.00032462i,0.0001845-0.00031803i,-7.174e-05-0.00096829i,0.00030758-0.0013049i,0.00046172-0.0012223i,0.0001854-0.00047894i,0.00034992+0.00026884i,0.00027995+0.00043602i,-0.00031397+0.00043859i,0.00019722+0.00087016i,0.00018906+0.0010732i,-0.00036349+0.00034908i,-0.00034512+0.00057695i,6.4959e-05+0.00067289i,0.0003941+0.0008424i
-0.00038088-0.00064018i,-0.0012139-0.00035008i,-0.0015761+0.00052653i,-0.0008024+0.0013324i,0.00058764+0.00083714i,0.00096366+0.00021038i,0.0005692-0.00061387i,-0.00040977-2.5134e-05i,-0.00068445+0.00050789i,-0.00051757-0.00027i,-0.00036949-0.00024304i,-0.00040452-0.00013782i,-0.00051383-0.00061197i,0.00029-0.00068938i,0.0008986-0.00030548i,0.00089442-0.00022433i,0.00028964+0.0001899i,0.00043317+0.00062498i,0.00046733+0.0011499i,-3.9753e-06+0.00112i,-0.0002987+0.00054712i,-0.00042162+0.00050327i,-0.0001989-7.6465e-05i
-0.00047405-0.001078i,-0.0022848-0.00066109i,-0.0025755-2.3779e-06i,-0.00060268+0.00038254i,0.00088388-0.00016806i,0.00104-0.00021578i,0.00065438-0.00040518i,-0.00045938-1.5113e-05i,-0.00114-0.0001493i,-0.00107-0.00095971i,-0.00058097-0.0012155i,0.00017752-0.00018674i,0.00033348+0.00082885i,-8.3426e-06+0.00056607i,9.1496e-05-0.00015387i,0.00046937-0.00055611i,0.00097223-0.00077061i,0.0010623-0.00075988i,-0.00016831-0.00042055i,-0.0013405-0.00043509i,-0.0009653-0.0006321i,-0.0001105-0.00031044i,-0.00012609-4.2444e-05i
0.00026167+1.4435e-05i,8.9461e-05-0.00055455i,-0.00061364+3.7248e-05i,-0.00028534+0.00061431i,0.00016397+0.00033341i,0.00038218-0.00014717i,0.00028692-0.00042499i,-0.00034914-0.00025661i,-0.00058194+0.00025458i,-0.00086548+0.00043108i,-0.00066819-7.248e-05i,-0.00048804-0.0004849i,-0.00022706-0.00019427i,0.00051357+0.00055425i,4.6379e-05+0.0013137i,-0.00092377+0.00099511i,-0.0012532+0.00021336i,-0.0010862+0.00062949i,-0.0012332+0.0012874i,-0.0012462+0.0006075i,-0.00090779-0.00079974i,-0.00087624-0.0012564i,-0.0007089-0.0005101i
-0.001067+0.0022495i,-0.0013216+0.0033865i,-0.0016122+0.0019506i,-0.0003848-5.7153e-05i,0.001465-0.0009416i,0.0016122-0.0013985i,0.00076079-0.0013867i,-1.0058e-06-0.0010247i,0.0006641-0.00034077i,0.0013831+0.00016203i,0.00079476+0.00014166i,0.00020545+5.5176e-05i,4.3598e-05+0.00011968i,-0.00014169+0.0007213i,-4.3779e-05+0.00059607i,-0.00028701-5.2646e-05i,-0.00037342+0.00032058i,0.00052617+0.00038134i,0.00017522+0.00034359i,-0.00072658+2.9752e-05i,-0.0004377+1.1944e-05i,-2.2648e-05+0.00083089i,-1.5883e-05+0.00093601i
-0.0011214-0.00055829i,-0.0012926-0.0011211i,-0.00044087-8.8628e-05i,0.00096093+0.00072364i,0.0016471-0.00025124i,0.00065123-0.0014577i,-0.00062274-0.001048i,-0.0011826+7.0108e-05i,-0.00065454+8.8352e-05i,-0.00047561-0.00052088i,-0.00025188-0.00045457i,-0.00037393+0.00028056i,-0.00050818+5.1521e-05i,0.00032183-0.00036301i,0.000288+0.00022318i,-0.00010216+2.6726e-05i,0.00033958-0.00020848i,0.00030935+0.00049167i,-0.00042225+0.00060432i,-0.00071861+0.00010412i,-0.00038566+8.2237e-05i,-0.00043704-8.0872e-05i,-0.00052684-2.6321e-05i
0.00093826+0.0012011i,0.0007803+0.0014068i,0.00064489+0.00052408i,0.0010383-0.00044698i,0.0012072-0.00070651i,0.0011537-0.00097066i,0.00074833-0.0010443i,0.00081314-0.00069029i,0.00081481-0.00062408i,0.00077664-0.00078056i,0.0011202-0.0005621i,0.00092902-0.00020555i,9.7986e-05+0.00016383i,-0.00078074+0.00066287i,0.00025983+0.0010434i,0.0011239+0.00092264i,-8.8286e-05+0.00043937i,-0.00087912+0.00018762i,-0.00098093+0.00039196i,-0.00024297-0.00035107i,0.00047882-0.0002759i,8.2437e-05+0.00046673i,0.00018829-0.00035514i
-0.0031539+0.00095164i,-0.0029903+0.00067834i,-0.001654+0.0018087i,0.00016696+0.0016896i,0.0014748+0.00084819i,0.0010276+0.00018735i,-2.8434e-05-0.0003704i,-0.00074992-0.00043568i,-0.0010753+0.00024054i,5.2337e-05+0.00031428i,0.00087353-7.3898e-05i,0.00097572+0.00022243i,0.00053221+0.00067554i,-0.0005927+0.00039718i,-0.00064757+0.00020541i,3.5895e-05-0.0002152i,0.00018246-0.00040537i,-0.0002274-6.232e-05i,-0.00033816+0.00029126i,0.00023518+0.00036443i,0.00017686+0.0003191i,-0.00094323+0.00045195i,-0.0007258+0.00040028i
6.3099e-05-0.0020246i,-0.00050024-0.0013102i,-0.0017605-0.00057002i,-0.002668+0.00024099i,-0.0018922+0.00011644i,-0.00035177+0.00015363i,0.00043329+0.00036044i,0.00037557-0.00016227i,-0.00060449-0.0004418i,-0.00095018-0.00012471i,-0.00082569-0.00024806i,-0.0010871-0.00038677i,-0.00025186-0.00086722i,0.00067693-0.0010513i,-0.00039802-0.00022803i,-0.00049659+0.00051028i,0.00082117+0.0010257i,0.00092317+0.00040435i,0.00038151-0.00069256i,0.00081666-0.00049114i,0.0015482+0.00034606i,0.000631+0.00044912i,-3.7776e-05+5.5162e-05i
-0.0016313+0.0026323i,-0.0011582+0.0014603i,0.00013935+0.0011431i,0.0012995+0.00034811i,0.0023641-0.0013952i,0.0021829-0.0017577i,0.00062931-0.00053326i,8.4148e-05+0.00016606i,0.00014569-2.9277e-05i,0.00029222-0.00018545i,-0.00013731-0.00013891i,-0.00037245-0.00053736i,-0.00010384-2.6235e-05i,-7.9894e-05+0.00075305i,-0.00045911+0.00050819i,-0.0014186+0.00052906i,-0.0012143+0.00085994i,-0.00048414+0.00063393i,-0.00010325+0.00041697i,0.00042565+0.0002465i,0.00040254+0.00077315i,0.00026786+0.0004392i,0.00047585-0.00029525i
-0.00087318-7.0767e-05i,-0.0015198+0.00027371i,-0.0013359+0.00060312i,-4.6142e-05+0.0011874i,0.0014395+0.0010262i,0.0010156-0.00010807i,-2.5926e-07-0.00076609i,-0.00039327-0.00045708i,-0.0010302+0.00048648i,-0.00051858+0.00036646i,0.00040158-0.00043387i,0.00039558-0.00060519i,-0.00013696-0.00032284i,1.309e-05+7.5631e-05i,0.00033927+0.00010132i,0.00054643+0.00042282i,0.00019783+0.00059837i,0.0002224-7.8502e-05i,-1.4007e-05+5.3476e-07i,-0.00065369+0.00025011i,-0.0010354+7.5343e-05i,-0.0009355-0.00047928i,-0.00062475-0.00080689i
-0.0011747+0.00080096i,-0.00082079+0.0014864i,-0.00053409+0.0016275i,0.00046484+0.00084822i,0.00064887-0.00038042i,-0.00026894-0.0013592i,-0.00030257-0.001542i,0.00019851-0.00061364i,0.0003913+0.0002588i,0.00053563+0.00051073i,0.00064818+0.00010006i,0.00035547-0.00018716i,0.00021768+0.00046057i,0.00046358+0.0008562i,0.00086373+0.00037768i,0.00064983+7.4565e-05i,0.00042166+0.00029904i,0.00025025+0.00061946i,0.00059135+0.00058725i,0.00029379+0.0005663i,-0.00024245+0.00066136i,-0.00027555+0.00050597i,-0.00090571+3.69e-05i
-0.0024372-0.0021044i,-0.0017552-0.0013237i,-0.0027549-0.0012438i,-0.0013477-8.5077e-05i,0.00097129+0.00043554i,0.0021995+2.4399e-05i,0.0015185-0.00034135i,5.3617e-06-0.00076306i,-5.5869e-05-0.00082069i,0.00023768-0.00017056i,-0.00015196+0.00093214i,-7.6946e-05+0.00081436i,9.7387e-05-0.00071298i,-0.00069855-0.0013321i,-0.00088303-7.6722e-05i,0.00013212+0.00094558i,0.00038684+0.0010157i,0.00017608+0.00043695i,0.00030829-0.0004929i,0.00012446-0.00022192i,-0.00013913+0.00032894i,-5.6328e-05+0.00022509i,-0.00047567+9.1111e-05i
0.00098131+0.0019276i,0.00086279+0.0022231i,0.00050507+0.0019664i,-0.00029282+0.0012337i,-0.00046605+0.00032637i,0.00038013-0.00034971i,0.00068354-0.0009428i,6.277e-07-0.0010977i,-8.5947e-05-0.00028781i,0.00019669+0.00031737i,-0.00034767-0.00057824i,-0.00069251-0.00079539i,-0.00031231+0.00014063i,0.0005639+0.00058225i,0.00060645+0.00093677i,-2.4951e-05+0.00094074i,-0.00031016+0.00060956i,-0.0003815+0.00064706i,-7.6026e-05+0.00054382i,0.00051041+0.00026354i,0.0007967-0.00019027i,0.0006203-0.00062675i,-0.00020732-0.00021908i
-0.003266-0.00067913i,-0.0039933-0.00021927i,-0.003585-0.00029432i,-0.0015352+6.8333e-05i,0.00053195+0.00062641i,0.0014759+8.2193e-05i,0.00082765-0.00019025i,-0.00032819+0.00029966i,-0.00031994+0.00021388i,0.000652-0.00040859i,0.001134-0.0011307i,0.00060256-0.00091418i,-9.826e-05-0.00025339i,-0.00024736-5.2479e-05i,0.00013925-0.00052426i,0.00033327-0.0006477i,0.0005563+0.00033376i,0.00081977+0.00041262i,0.00080613-0.00014899i,0.00076377-0.00051382i,0.00031096-0.00035366i,-0.0002453-0.00019205i,-0.00052076-0.00015209i
0.00059513-0.00010726i,7.9713e-05-0.0013418i,-0.00064203-0.0015717i,-0.0015895-0.00039952i,-0.0016376+5.5502e-05i,-0.00080574-0.00072346i,0.00019236-0.0010694i,-0.00031795-0.00051866i,-0.00057737+0.0002429i,-0.00057472+0.00038681i,-0.00072802+2.0427e-06i,0.0002613-0.00026586i,0.0010271+6.5874e-05i,0.0011807+0.00030711i,0.0012732+0.00050402i,0.00074196+0.00043455i,-0.00016946+0.00016528i,-5.8013e-05-0.00025092i,-2.9921e-05-0.0011085i,5.3517e-05-0.001038i,0.0004478-0.0003566i,0.00077789+0.00014951i,0.0008149+0.00034155i
0.00085695+0.0018029i,-0.00052477+0.001617i,-0.0007739-4.1991e-05i,4.6397e-05-0.00073584i,5.6366e-05-0.00028469i,-0.00046832+0.0007613i,-0.00083249+0.00063335i,-0.00057746+0.00031461i,-2.9667e-05+0.00031226i,1.7712e-05-0.00032794i,-0.00045086-7.8916e-05i,-0.00075533+0.00012767i,-7.951e-05-0.00015706i,0.00090089+0.00047789i,0.00084824+0.00094327i,0.00036808+0.00095302i,-9.5264e-05+0.00066196i,0.00056176+9.6894e-05i,0.0017875+0.00010714i,0.0012372+2.3005e-05i,-0.00049525-4.8395e-05i,-0.00068578-3.1531e-05i,-0.00048322+3.4861e-05i
-0.00010106+0.0010723i,0.00079495+8.1063e-05i,0.00082696+0.00090954i,0.00050917+0.0011444i,0.0011717-0.00033947i,0.0013575-0.00146i,0.00058339-0.0015721i,-0.00040836-0.001087i,-0.00055351-2.9611e-05i,-0.00044416+0.00014266i,-0.00050851-0.00065137i,-0.00056008+0.00013392i,-0.00046547+0.0016357i,-0.00024697+0.0016491i,-8.091e-06+0.0012685i,-4.5975e-05+0.00050176i,-0.00046556-0.0002837i,-0.00065582-0.00025338i,-0.001295+8.5366e-05i,-0.0015009+0.00043441i,-0.00022194+0.00047013i,0.00027679+8.093e-05i,-0.00033816+7.7353e-05i
-0.00019028+0.0017444i,-0.00041436+0.0020663i,0.00035942+0.001265i,0.0010043-0.00021677i,0.00069387-0.001181i,0.00063807-0.00034886i,0.0011379+0.00028304i,0.00069128+0.0009067i,0.00041566+0.001014i,0.0001781+0.00040847i,-0.00052404-0.00022021i,-0.0005369+2.3467e-05i,5.7808e-05+0.00024449i,0.00046727-0.00021203i,0.00053759-0.00030005i,0.00012923+0.00014995i,-0.00020348+0.00011425i,-1.741e-05-5.0621e-05i,0.00027004-0.00018784i,3.0275e-05-3.235e-06i,0.00012176+0.00017694i,0.00077706+8.0112e-05i,0.0008551-0.00062247i
0.002114-0.001726i,0.0017568-0.00273i,0.00031193-0.0031998i,-0.00077918-0.0025799i,-0.00099013-0.0024397i,-0.0011607-0.0024966i,-0.00058324-0.00093674i,7.9212e-05-0.00024384i,0.00022139-0.0009536i,-0.00042901-0.0011074i,-0.0012908-0.00095833i,-0.00092334-0.0004447i,-0.00012566+0.00016243i,0.00065019+0.00084231i,0.00084658+0.0011627i,0.000286+0.00077621i,0.00013394+0.00029723i,0.00018939-3.2643e-05i,0.0002632-0.00026138i,0.00046357-0.00040896i,0.00055191-0.00010761i,1.0411e-05+0.00059179i,8.8685e-05+0.00060744i
0.0090459+0.0015623i,0.0086245-0.0013745i,0.0073853-0.0070233i,0.0028966-0.0081602i,-0.0020749-0.0063951i,-0.0042198-0.0023964i,-0.0022113+0.00093255i,0.0002404+0.00085816i,0.00078321-0.0007072i,-0.00038492-0.0019725i,-0.0011186-0.0017053i,-0.00087285+0.00010432i,0.0007528+0.0019564i,0.0032545+0.0018238i,0.0036664+0.0018662i,0.0022192+0.0022148i,0.00087185+0.0023186i,0.00052752+0.0016756i,0.00071165-4.3233e-05i,0.0004116-0.0015239i,0.00029255-0.00077865i,0.00049123+0.00050423i,0.00065376+0.00029853i
-0.0055286-0.0025681i,-0.0061421+0.00024017i,-0.0052032+0.003754i,-0.00090733+0.0043598i,0.0022002+0.0032608i,0.0027257+0.00051043i,0.00086492-0.0011537i,-0.00090149-0.00032146i,-0.0016561+0.00058645i,-0.0013792+0.00088458i,-3.4794e-05+0.00099948i,0.00031562+0.00076597i,-0.0012726+1.5629e-06i,-0.0024233-0.0007966i,-0.0015259-0.001022i,0.00010955-0.0013065i,0.00019764-0.0016679i,-0.0012194-0.00089924i,-0.0016316+5.4208e-05i,-0.00075332+0.00013775i,0.00023729-0.00047189i,0.00057353-0.00033675i,0.00016141-5.9876e-05i
0.00074546+0.0021326i,0.00029944+0.0027279i,-0.0008539+0.0020413i,-0.00062758+0.00083804i,-0.00014735+0.00049405i,-2.3772e-05+5.9188e-05i,-2.7354e-05+0.00029003i,-0.00029314+0.0011113i,-0.00057441+0.000959i,-0.00064661+0.00068202i,-0.0012106+0.00057971i,-0.00064242-0.0001693i,-0.00047255-0.00048034i,-0.00084948-0.00026123i,-0.00039527-0.00026652i,0.00050044-0.00051249i,0.00059237-0.00063095i,-0.00039485-0.00069861i,-0.0008939-0.00066517i,-0.00029685-0.00045038i,0.00058198-4.2362e-06i,0.00090386+2.401e-05i,0.001178+1.3212e-05i
-0.0030553-0.00021617i,-0.0034952+0.00078946i,-0.0024528+0.0024591i,0.00058138+0.0023689i,0.0022698+0.0013222i,0.0017571+8.2335e-05i,0.0013165-0.00072684i,0.00093605-0.00013845i,0.00026493+0.0004885i,0.00020192+7.8062e-05i,5.2102e-05-0.00081879i,9.9984e-05-0.00081852i,-0.00034738-0.0003206i,-0.00060559-0.0005926i,0.00054472-0.00098626i,0.00077594-0.00079647i,-0.00022727-0.00071196i,-0.00078421-0.00022522i,-0.00058241+0.0002663i,6.0669e-05-0.00083199i,0.00019075-0.001766i,-0.00010777-0.00082081i,0.00019291+6.3922e-05i
0.00079312+0.0018976i,0.00077006+0.0014139i,0.00068319+0.0010777i,0.0009119+0.00092856i,0.0009195+0.00087751i,0.00076726+0.00023983i,1.4718e-05-0.0009681i,-0.0003417-0.00054476i,-0.00015796+0.00057558i,0.00045066-0.00011871i,0.00063406-0.00020363i,0.00048151-0.00016366i,-7.1352e-05-0.00073821i,-0.00065188-0.00065669i,-0.00047645-0.00039696i,0.00039397-0.00062505i,0.00021999-0.00013271i,-1.6789e-05+0.00068859i,0.00038081+0.0011569i,0.00033196+0.00082913i,0.00028689+0.00026082i,0.00029393+0.00031368i,0.0005678+0.00015979i
-0.0032088-0.0017788i,-0.005263-0.00068087i,-0.0056001+0.00049253i,-0.0030869+0.00090502i,-0.00049712+0.00061511i,0.00011998+0.00071352i,-0.00019569+0.0010466i,0.00040566+8.0553e-05i,0.0011422-0.00030166i,0.00066439+0.00032128i,-0.00038537+0.00041982i,-0.00032234+6.3654e-06i,-0.00011076-0.00045803i,-7.652e-05-0.0010502i,-0.00016101-0.001155i,-3.2771e-05-0.00073277i,0.00041819-4.9657e-05i,0.00012134+0.00023134i,-0.00071431+0.00023246i,-0.0013859+0.00024855i,-0.00164-3.7055e-06i,-0.00068187+0.0001181i,0.00045611+0.00048322i
0.0012782-0.00059062i,0.0013745-0.00026008i,0.0013365-0.00044172i,0.00083862-8.4837e-05i,0.00038223+0.00028207i,0.00032054+4.4675e-07i,0.00045432-0.00045096i,0.00084368-0.00034508i,0.00078572-0.00048693i,-4.4879e-05-0.00026961i,-0.00061634-0.00025109i,-0.00081384-0.00067751i,-0.00075757-0.00048485i,-0.00050314-0.00042319i,-8.2777e-05-0.00046844i,0.00049178+5.0311e-05i,-3.3635e-05+0.00010945i,-0.00026341+0.0002737i,-0.000375+0.00070374i,-0.00023778+0.0006232i,0.00035406+0.001139i,0.00076897+0.0011145i,0.00095982+0.00040275i
-0.0015145+0.0011421i,-0.0023277+0.00070418i,-0.0025828+0.00045868i,-0.0021453+0.00078163i,-0.00040175+0.00065355i,0.001298+0.00080074i,0.0014208+0.00074586i,0.00022231-1.0354e-05i,-0.00068235+0.00011128i,-0.00076103+8.5772e-05i,-0.00017217-5.06e-05i,0.00043827+0.00068014i,0.00018437+0.00067503i,0.00011781+0.00055625i,0.00061903+0.00022267i,0.00051887-9.7759e-05i,-0.00022827+0.00017422i,7.7463e-05+0.00061102i,7.6197e-05+0.00054765i,-0.00017253+0.000355i,0.00015078+0.00064887i,0.00045507+0.00080469i,0.00069826+0.00042335i
-0.00024493-0.00093533i,-9.0351e-05-0.0015737i,-0.00072991-0.0017467i,-0.0002967-0.0010599i,0.0010166-0.0005788i,0.0013247-0.0010967i,0.00075895-0.0012151i,-0.00022748-0.00051261i,-0.00077271-0.0010693i,-0.00050282-0.0012065i,-0.00060315-5.9276e-05i,-0.00092494+0.00025745i,0.00020165-0.00062451i,0.00076233-0.00090326i,0.00046078-0.00022005i,0.00035138+0.00053201i,0.00012421+0.0002229i,0.00043648-0.00059108i,-0.00012582-0.0010387i,-0.0011406-0.0011349i,-0.00051384-0.00074899i,0.0001724-4.8564e-05i,-0.00012586-0.00014534i
-0.0039224+0.00035454i,-0.0042858+0.0018957i,-0.003972+0.0026002i,-0.0020982+0.0017509i,0.00034416+0.0012343i,0.0019616+0.0016344i,0.0016815+0.00046913i,0.00018005-0.00043013i,-0.0009975+1.6152e-06i,-0.0012795-6.7516e-05i,-0.00077975-5.3777e-05i,-0.00012396+4.3768e-05i,0.00040837-0.00037224i,-7.0722e-05-0.00093715i,-0.00036357-0.00058455i,-0.00040113-0.00021436i,-0.0010225-0.00047911i,-0.0012827-0.00075922i,-0.0015829-0.00018936i,-0.0011599+0.00036106i,0.00055823+2.684e-05i,0.001257-0.00012216i,0.0004524-0.00026185i
