-0.0013279+0.0010487i,-0.0020401+0.0013983i,-0.0031675+0.00097898i,-0.0023605+0.00087933i,-0.0019235+0.0017782i,-0.0018913+0.0019713i,-0.00054969+0.00083431i,0.00058529-3.6555e-05i,0.00083287+7.396e-05i,0.00098465-3.7392e-05i,0.00088661-6.9585e-05i,0.00019023+0.00027i,-2.0079e-05+0.00013199i,-0.00023965-0.00030354i,-0.00062546-0.00017309i,-0.00094946+0.00064786i,-0.0011355+0.00042566i,-0.001093-0.00031833i,-0.00038237-0.000624i,-0.00013925-0.00063151i,9.2763e-05-0.00042303i,0.00052042-6.4146e-05i,0.00022474-0.00029042i
-0.0018445+0.0028886i,-0.0014128+0.00075642i,-0.0011294+0.00062015i,-0.00035129+0.0012792i,-0.00029651+0.00074435i,-0.00040058-0.00049195i,-0.00043494-0.00067426i,-0.00034861-2.1606e-05i,-0.00034052+0.00053937i,-0.00012606+0.00039938i,0.00080616-1.2249e-05i,0.00092653-0.00015973i,-0.00059223+8.0253e-05i,-0.0012617+0.00035858i,-0.00094871+0.00011831i,-0.00088817-0.00016689i,-0.00036836+0.00017889i,-0.0004215+8.8015e-05i,-0.00073678-0.00077131i,-0.00057899-0.00036999i,-0.00011704+0.00077529i,-0.00030892+0.00091675i,0.00025862+0.0004959i
0.0008553-0.0003006i,-0.00032831-0.00028057i,-0.00081892-0.00087853i,0.00017286-0.00099918i,0.00043301+7.6596e-05i,-0.00047148+0.00049143i,-0.00073706-7.3505e-05i,-5.1555e-05+0.00047589i,0.00036845+0.0007362i,0.00045215+0.00070866i,0.00058626+0.00087551i,0.00063248+0.00063437i,0.0001304+0.00062156i,0.00034915-0.00027136i,0.00079306-0.00027615i,-1.4271e-06+3.145e-05i,-0.00060898-0.00033367i,-4.3463e-06-4.9561e-05i,0.0011006-0.00015701i,0.0013768-0.0007164i,0.0009101-0.00078121i,0.00026437-0.00019425i,-0.0008544+0.00028203i
0.0014217+0.0022148i,0.0022402+0.0013047i,0.0017895+0.00060761i,0.00058392-0.00029783i,8.127e-06-0.00052697i,3.2464e-05+0.0002093i,-0.00044403+0.00098421i,-0.00058716+0.0012631i,0.00050373+0.0014014i,0.0010606+0.00056017i,0.00073296+0.00039866i,0.00020121+0.0006356i,-0.00038921+0.00067379i,-0.00047131+0.0014994i,-0.00043611+0.0016784i,-0.00093395+0.00080648i,-0.00084051+0.00063994i,-0.00014787+0.00081156i,0.00046612+0.00074568i,0.00062787+0.00043842i,0.00067002-0.00042347i,0.00068616-0.00056009i,-2.127e-05+0.0001716i
4.3762e-05+0.0016503i,-0.00088447+0.0016654i,-0.0017491+2.7389e-05i,-0.00090702-0.00015154i,7.9067e-05+3.4988e-05i,-0.00032435-9.663e-05i,-0.00065218+0.00037293i,-0.000481+0.00057955i,0.00032495+0.00018378i,0.00057074+0.00014503i,0.0008092+0.00013012i,0.0010416+0.00090112i,1.7108e-05+0.001398i,-0.00047072+0.0010309i,-0.00032475+0.0010518i,-0.00028849+0.00033501i,3.1016e-06-0.00048368i,0.00027431-0.00029685i,5.7756e-05-0.00045158i,-0.00047313-0.0010181i,-0.00060525-0.00059565i,-0.00035124+3.5751e-05i,-0.00055903+0.00014981i
-9.9365e-05-0.0015972i,-0.0011019-0.00088069i,-0.0012065+0.00036536i,-0.00095574+0.00067405i,-0.0003412+0.00074768i,0.00061097+0.0010484i,0.00064138+0.00095947i,0.00020755+0.0007146i,6.7023e-05+0.00040197i,0.00054415-0.00048393i,0.0010151-0.00077093i,0.00072874-0.00020682i,0.00014013-0.00025702i,0.00032078-0.0011092i,0.00066318-0.00072026i,0.00056426-0.00064881i,-2.6964e-05-0.0010139i,-0.00033885-7.5094e-05i,-3.1672e-05+0.00024111i,0.00045495-0.00030625i,0.000793+0.00032948i,0.0005217+0.00074542i,-0.00015596+0.00072472i
-0.0036607+0.0022198i,-0.0033722+0.0040261i,-0.00083907+0.0032782i,0.0013257+0.001377i,0.0017365+0.00069514i,0.00097101+4.7808e-05i,2.3974e-05-0.00052006i,-0.00055247-0.000234i,-0.00043077-0.00015394i,3.9253e-05+0.00015814i,-0.00012313+0.0010223i,-0.00090116+0.00049751i,-0.001415-6.5199e-06i,-0.0014439+0.00028211i,-0.0005389+0.00076177i,0.00025564+0.00085434i,-4.0182e-05+0.00020023i,-0.00038922-0.00026357i,-0.00094898-0.00063195i,-0.00044435-0.00063311i,-0.00038942+0.00029285i,-0.00089646+0.0007612i,-0.0012692+0.00072013i
-0.0015798-0.00040907i,-0.0013899+0.00067273i,-0.0018928+0.0023429i,-0.0017883+0.0027634i,-0.00074442+0.0022425i,0.00043798+0.0015172i,0.00076911+0.00029384i,-2.1794e-05-0.0011169i,-0.00063379-0.0010465i,-0.00029082+4.3702e-05i,-4.5429e-05+0.00022886i,1.1904e-06+0.00030673i,-2.1639e-05+0.00042719i,-0.0011068-0.00047326i,-0.0018959-0.00080499i,-0.00072627-0.00052896i,0.00040112+0.00062445i,0.00030057+0.0012517i,-0.00018902+0.00012258i,-0.00022978-0.00027843i,0.000284-0.00047112i,0.0010942-0.00021542i,0.0006598+9.5614e-05i
-0.0022461+0.00031214i,-0.0016823+0.0014619i,-0.0015828+0.0014523i,-0.0011528+0.00055627i,-0.00016979+4.9381e-05i,0.00069629-0.00012243i,0.00033293-0.00047726i,-0.00060988-0.00077958i,-0.00054397-0.00092674i,0.0003789-0.00014356i,0.00057768+0.00019919i,-0.00017943-0.00064394i,-0.00022265-0.0013872i,0.0008493-0.0010909i,0.00092304-0.0008113i,0.00091706-0.00073704i,0.00046075-0.00088397i,-0.00070742-0.00055024i,-0.00066495+0.00014391i,0.00029703+0.00024843i,0.00050792-4.2426e-05i,-8.3541e-05-0.00016868i,-0.00021496-5.2887e-05i
-0.0019321+7.969e-05i,-0.0016112-8.1383e-05i,-0.00088896+0.00017467i,-0.00034205+0.00092508i,-0.00050188+0.0010122i,-0.00050401+0.00046722i,-0.00028816+0.00043979i,-0.00047814+0.00096859i,1.6375e-05+0.0012384i,0.00031735+0.0012318i,-0.00054699+0.0011256i,-0.00062571+0.00049619i,-0.00010408+0.00016601i,4.3542e-05-0.00037232i,0.0003532-0.0010767i,0.00071487-0.0012818i,-0.00019561-0.0017684i,-3.2294e-05-0.0010035i,0.00034881-0.00033408i,0.00034611-0.00074694i,0.00022202-0.00053842i,-0.00017581-0.00024961i,-0.00027471-0.00011342i
-0.001538+0.00017686i,-0.0014311+0.00043243i,-0.00039388+0.0013744i,0.00030761+0.0019366i,0.00014207+0.0015543i,0.00035205+0.00088619i,0.00039679+0.00042655i,-8.2811e-05+0.00067297i,-0.00020497+0.00069703i,-0.0003901+0.00027447i,-0.0006267+0.00072211i,0.00021942+0.00091024i,0.00049445+0.00053036i,0.00041853+0.00013511i,0.00067042-0.00025772i,6.7444e-05-0.00081008i,3.5605e-05-0.00054174i,-0.00011987+0.00058144i,-0.00044104+0.0012464i,-7.2812e-05+0.0014737i,-0.00029622+0.0012505i,-0.00035385+0.00025545i,-0.00057299-0.00033215i
-0.00054581-0.0012326i,-0.0010716-0.0013779i,-0.0019735-0.0016478i,-0.0022359-0.0016458i,-0.0015251-0.0010266i,-0.0001795-0.00017033i,0.00066905+3.8569e-05i,-0.00022626+0.00038305i,-0.00041225+0.00063633i,0.00026682+0.00061684i,-0.00017036+0.0006018i,-4.7343e-05+0.00037595i,0.00045441+0.00025886i,0.00024589-0.00011427i,0.00027166-0.00052713i,-0.00024217-0.00054425i,-0.00097093-0.00067351i,-0.00096043-0.00051283i,-0.00052137-0.00027329i,-5.12e-05-5.554e-05i,-0.00033254-0.00030797i,-0.00066969-0.00011534i,-0.00097672+8.1591e-05i
-0.0014105+0.00020783i,-0.0017063+0.0015745i,-0.00095998+0.0021732i,-0.00077257+0.0024899i,-0.00054247+0.0024252i,1.3861e-05+0.0022073i,-0.00012107+0.00069342i,-0.00053292-0.00043798i,-0.00040079+0.00014837i,1.0415e-06+8.7483e-05i,-0.0005862+5.1848e-05i,-0.00078764+0.00019458i,-0.0003047+0.00051869i,-0.00013624+0.00083933i,-0.00025551-1.5899e-05i,-0.00039058-0.00043085i,-0.00013923-0.00028674i,7.8014e-05-0.00018182i,0.00053734-0.00012506i,0.00062154-0.00030617i,0.00021534-0.00048949i,0.00019568-0.00041985i,0.0004211-0.00028725i
0.00034762-0.0037312i,-0.00086469-0.002506i,-0.0018295-0.0015564i,-0.0013696-0.00079787i,-0.00036865+0.00014102i,0.00058441+0.00061309i,0.00065318-0.00030351i,-1.8796e-05-0.0008874i,-0.0011575-0.00020717i,-0.0014964-6.895e-05i,-0.0010514+1.0622e-06i,-0.00051672-0.00073651i,-0.00010375-0.00082947i,0.00025518-0.00015169i,0.00078382-0.00032842i,0.00077319-0.00047809i,0.00020138-0.00054412i,7.1297e-05-0.00039988i,-0.00051545+0.0003767i,-0.0010447+0.00072347i,-0.0012337-0.000151i,-0.0013184-0.00064628i,-0.00054165-0.00025891i
-0.00097773-0.00065885i,-0.0015545-0.00018925i,-0.0024573+0.00056108i,-0.0027658+0.00040988i,-0.0022913-0.00024489i,-0.0021279+8.2003e-05i,-0.0014139+0.00046229i,0.00017692-7.3409e-05i,0.0007952-4.6879e-05i,0.00014742+0.0002407i,-0.00040238-0.00050526i,-0.00026132-0.00053639i,-1.6207e-05+0.00044332i,5.4696e-06+0.00086896i,-0.00018058+0.00028749i,-0.00069752+0.00022746i,-0.00037899+0.00095758i,0.00014292+0.00077803i,0.00023241+0.00049768i,-0.00012536+0.00024835i,-0.00042079-0.00073696i,-0.00049622-0.0010301i,-0.00075566-0.00057677i
-0.0032488+0.00025471i,-0.0036577+0.00076263i,-0.0025691+0.0024127i,-0.00076341+0.0028706i,0.00054488+0.0023923i,0.0013612+0.0015557i,0.00097046+0.00057845i,-0.00055772+0.0002049i,-0.00058582+0.000301i,0.00044628+0.00080058i,0.00072637+0.00085052i,0.00034367+0.00018368i,0.00026996-0.00055643i,0.00022783-0.0010892i,0.00028207-0.00074425i,0.00014767+0.00028681i,-0.0001654+9.5413e-05i,-0.0007481+0.00032591i,-0.00048512+0.0010993i,0.00036981+0.0005439i,7.722e-05+0.00022636i,0.0001893+0.00018963i,0.001181-0.00049421i
-0.0042621-0.00205i,-0.0051479-0.0015261i,-0.0057149-0.00014635i,-0.004059+0.0012498i,-0.002152+0.0021438i,0.00012299+0.0017794i,0.0013464+0.000636i,0.00064482+0.00023659i,8.2188e-05+6.0485e-05i,-0.00015515+0.00057489i,0.00032464+0.00070507i,0.00070763+0.00019061i,0.00028818+0.00010905i,-6.758e-05-0.0003038i,6.0328e-05-0.0018479i,0.00027197-0.0018392i,0.00052086-0.00095997i,0.00017293-0.00084846i,-0.00067873-0.00054938i,-0.00076851+0.00036069i,-0.00032373+0.0010406i,-0.00049694+0.00051588i,-0.00029966+0.00029407i
0.0033939+0.0073969i,0.0058336+0.0048714i,0.0089565+0.00061989i,0.0069884-0.0019458i,0.0031943-0.0039791i,-3.419e-05-0.0040858i,-0.00066429-0.0013121i,-0.00018755-0.00020059i,0.00085797-0.00062709i,0.001609-0.0013742i,0.00073486-0.0020639i,-0.00029186-0.0013416i,-0.00088443+0.0010237i,-0.0009982+0.0037202i,-0.00078375+0.0039719i,-0.0012027+0.002071i,-0.00167+0.00037858i,-0.00042308-9.1318e-05i,0.0015491-5.0605e-05i,0.0015956-0.00023484i,0.00078969-0.0002372i,0.0014108+8.4008e-05i,0.0016303+0.00038633i
0.0011737+0.0051964i,0.002148+0.0048186i,0.0030331+0.0029457i,0.0020979-0.00029521i,0.0016093-0.0021618i,0.0010171-0.00123i,2.8619e-05+0.00067304i,-0.0004759+0.0012067i,-0.00026223+0.00069815i,-0.00039163-0.00028218i,-0.0005896-0.00069008i,-0.00023707-0.00035291i,0.00038349+0.0005408i,0.00040502+0.00073206i,-0.00016015+0.00048867i,-0.00045646+0.00021669i,-0.00078244+0.00037955i,-0.00092207+0.0010035i,-0.00081939+0.00039996i,-0.00012373-0.00049895i,-0.0003083-0.00074805i,-0.001224-0.00078684i,-0.00027631-0.00024696i
-0.00049299+0.0010791i,-0.00049801+0.00173i,0.00013799+0.00076892i,-6.3042e-05-0.00021566i,-0.00032842-0.00076139i,-0.00076071-0.0013727i,-0.0018852-0.0013949i,-0.0010805+0.00024724i,0.0006312+0.001759i,0.00061377+0.0011609i,5.8093e-05+0.00036756i,-0.00025789+0.000168i,-0.00091136+0.00021096i,-0.00086268+0.00099804i,-0.00045575+0.0015377i,-2.4381e-05+0.0002568i,0.00073171-0.00034646i,0.00059154+0.00038319i,0.00030142+0.00028448i,0.00056666+4.269e-05i,0.00075984-0.00011232i,0.00032821-0.00090811i,0.00021389-0.00056766i
0.0015072+0.0025469i,0.0023465+0.0034212i,0.0024573+0.0017829i,0.0016714+1.7148e-05i,0.0012404+6.8425e-05i,0.00083424-8.0426e-05i,0.00071758-0.00021729i,0.00094092-0.00043297i,0.00099947-0.00054262i,0.0011762-0.00045255i,0.00083896-0.00013427i,0.00063996-0.00010282i,0.0011944-0.00012954i,0.00055951-2.0673e-05i,0.00015476-0.00056114i,4.4533e-05-0.00047411i,-0.00070279+0.00047056i,-0.0010312+0.0012745i,-0.00059931+0.0001193i,9.9976e-05-0.00064052i,0.00030928-0.00016237i,0.00055885-0.00028911i,0.00051449+1.9941e-05i
-0.0013604-0.0015243i,-0.0012356-0.0016324i,-0.0011387-0.0014611i,-0.0010855-0.0015138i,0.00086072-0.00093566i,0.0017723-5.7028e-05i,0.00038881-0.00027864i,-0.00012252-0.00048209i,0.00056315-0.00010776i,0.00014411-2.3556e-05i,-0.00069769-0.00017419i,-0.00019664-0.00011973i,0.00084873+0.00022684i,0.001276+0.00053126i,0.0010838+0.00066851i,0.00053277-0.00010913i,9.6569e-05-0.00088387i,5.0578e-05-0.001352i,0.00053935-0.0016339i,0.00043914-0.00085224i,-0.00037362-0.00018888i,-0.00026747+0.00032313i,-0.00052717+0.00041152i
0.0016102+0.0022569i,0.00058001+0.0036478i,5.3636e-06+0.0030582i,-0.00043331+0.0015977i,-0.00064746+0.00024213i,-0.00057024-0.00042178i,-0.00024083+8.947e-05i,0.00028939+0.00071629i,0.00065094+0.00045409i,9.0384e-05+6.3131e-05i,-0.00028069+0.0006702i,-0.00047836+0.00085004i,-7.7938e-05+0.00060848i,0.00092992+0.00037824i,0.00086501+0.00030373i,-0.00019292+0.00026123i,-0.0015223+0.00057925i,-0.0012492+0.0012373i,-0.00011483+0.0012884i,0.00020543+0.00093522i,0.00012157+0.0002408i,1.5223e-05+0.00026381i,0.00032273+0.0004276i
-0.0012479+0.0016909i,-0.0012326+0.0013701i,0.00011681+0.00088503i,0.0014896+0.00051914i,0.0019444+0.00014225i,0.00086672-0.00072034i,-0.00054146-0.0011631i,-0.00025675-0.00072379i,0.00086007+9.7001e-05i,0.00081222+7.0782e-05i,-0.00032385-0.00029072i,-0.00080187-0.00032064i,-7.0121e-05+0.00019887i,0.00014382+0.00047481i,5.9258e-05+0.0006142i,-0.00038058-6.8473e-06i,-0.0012235-0.0007791i,-0.0010531-0.00019776i,-0.00040887+0.00015792i,-0.00053545-0.00061871i,-0.0010783-0.00045675i,-0.00055234+0.00014732i,-0.00018588+0.00035074i
0.00074397+0.00056841i,0.0011726+0.0011055i,0.00046644+0.001023i,-0.0011508+0.00038818i,-0.0011409+0.00083314i,-0.00048919+0.0012457i,3.5237e-05+0.00090057i,0.00033789+0.00080936i,0.00015348+0.00021175i,0.00013895-0.00032924i,0.00022201-0.00018214i,0.00022634-0.00052613i,-4.3559e-05-0.00016557i,-0.00051567-0.00037618i,-0.00018206-0.00087352i,0.00062315-0.0005199i,0.00053802-0.00021456i,0.00094605+9.2398e-05i,0.0014057+0.00066955i,0.00085608+0.00016795i,-0.00017434-0.00095248i,-0.00053384-0.00085415i,-0.0003676+0.00019788i
0.00097511+0.0010092i,0.00041296+0.00077715i,0.0016777+0.00084293i,0.0015132+0.00080721i,0.00050875-0.00018888i,0.00013753-0.00058868i,-0.00030983-4.1259e-05i,-0.00033382+0.00090466i,-0.00018267+0.00083307i,6.2945e-05-0.00018244i,0.00066772-0.00027686i,0.00058541-0.00014099i,2.7423e-06+0.00014519i,-0.00032026+0.0010499i,-0.0002445+0.00088442i,-0.00034291+0.00069799i,-0.00056964+0.00029912i,-0.00092755-0.0005146i,-0.00093789-0.0010455i,0.00044244-0.00078905i,0.00035884+2.8334e-05i,-0.00033514+0.00049549i,1.6323e-05+0.00024736i
-0.0003326+0.0019089i,-0.0010636+0.0022839i,-0.00053537+0.001352i,-0.00037162+0.00031059i,-0.0005676+0.0003118i,1.0351e-05+0.00039774i,0.00035164-2.2353e-06i,0.00034275-0.00086268i,0.00015846-0.00076155i,0.00041713-0.0002845i,0.00065433+0.00035138i,0.00017927+0.0010759i,-8.6184e-06+0.00043395i,0.00010425-0.0002902i,-0.00033782-7.6382e-05i,-0.00053262-0.00021954i,0.00055236-0.00094714i,0.00091778-0.00098056i,-9.9252e-05-0.00078085i,-0.00061499+0.00015961i,-0.00062433+0.00075286i,-0.00019829-0.00019803i,0.00015667-0.00070753i
-0.00093915-0.00044337i,-0.00053517-0.00062116i,-0.0012858-0.0013203i,-0.0018249-0.0017589i,-0.00091592-0.00054272i,-0.00057868+0.00055209i,-0.00018724+7.5726e-05i,0.00060455-0.00025109i,0.00036904-0.00042237i,-0.00017336-0.00035402i,0.00010499+0.00050717i,-7.7338e-06+0.00075684i,-0.00070626-6.8915e-05i,3.0243e-05-0.00052298i,0.00085835-0.00053762i,0.00058534-0.00081075i,5.975e-05-0.00028523i,-0.0005857+0.00047649i,-0.00070751+0.00057122i,0.00021568+0.0002168i,0.00068742+0.00036183i,-0.00016564+0.00017626i,-8.6281e-05+6.5758e-05i
-5.3452e-05-1.9729e-05i,0.00064678+0.00037851i,0.0012941+0.0006728i,0.0011253+0.00081561i,0.00091206+0.00038517i,0.00057064-9.5437e-05i,0.00015186-0.00019467i,-0.00021653+0.00055823i,-0.00039721+0.00065976i,-0.00027051+0.00033346i,-0.00020478+0.00029274i,-0.00041178+0.00076353i,-0.00013958+0.0012317i,0.00082084+0.00075434i,0.0011701-0.00019362i,0.0010036-0.00033841i,0.00065243-0.00095064i,0.00050547-0.001612i,0.00042915-0.0008656i,-0.00031555-0.00093967i,-0.00031564-0.00097411i,-0.00017155+0.00021755i,-0.00053756+0.0011057i
-0.00151-0.0010582i,-0.001961-0.0010601i,-0.0019666-0.00034483i,-0.0014864-0.00050513i,-0.00020989-0.001076i,7.6651e-05-0.00056899i,0.00038375+0.00062031i,0.00068031+0.0011063i,0.0006444+0.00056659i,0.00030096+0.00014223i,8.638e-05+0.00056783i,0.00032955+0.00041777i,-0.00059659-0.0004174i,-0.0013859-0.00062704i,-0.0012257-0.00048793i,5.9357e-06+0.00023394i,0.0008496+0.00020734i,0.00059381-0.0002618i,0.0012236-0.00026091i,0.0014125-0.00024966i,0.0012358-0.00038085i,0.0012388-0.00040039i,0.0008861+1.4679e-05i
0.0033294+0.0010501i,0.0026349+0.00075656i,0.0015347-0.00041255i,0.00011886-0.0003805i,-0.0012446+0.00032366i,-0.0019892+0.00030652i,-0.0010877+0.00060223i,-1.5325e-05+0.00066425i,-5.177e-05+0.00040599i,-0.0010645+0.0006219i,-0.0011179+0.00064145i,-0.00082476+0.00034453i,-0.00084351+6.4514e-05i,0.00056479+1.4549e-05i,0.0011043+0.00055641i,0.00035502+0.00051576i,6.7877e-05+0.00015192i,3.7243e-05+4.9142e-05i,-0.00010286-0.00019968i,0.00038724+1.2947e-05i,0.00085504+1.9391e-05i,0.00031551-0.00040624i,0.00042275-2.3125e-05i
-0.0021932-0.0010307i,-0.002254+0.00023833i,-0.0015656+0.0012018i,-0.00080254+0.00042459i,0.00054515+0.00028156i,0.0010165+0.00072436i,0.00050428+0.0011661i,0.00015708+0.0011164i,-0.0001785+0.00068709i,-0.00059933-0.00026629i,-0.0011142-0.0011304i,-0.0011765-0.0010256i,-0.00098323+2.2409e-05i,-0.00043248+0.00058217i,5.5104e-05+0.00031663i,0.00010044-0.00018442i,0.00044682-0.0008307i,0.00077279-0.00092473i,0.00081889-0.00044169i,0.00013143+7.9058e-05i,-0.00058649-0.00016275i,-7.8036e-05-0.00036769i,0.00079697-0.00048185i
0.0005756+0.00096633i,0.0006316+0.00011217i,0.00029939-0.00026369i,0.00059509-0.00087021i,0.00087915-0.0006442i,0.00024129+0.00019078i,0.00013965+0.00037747i,0.00028263+0.0005178i,4.1564e-05+0.00036733i,0.00048057+0.00012709i,0.00072901+0.00061664i,0.00021963+0.00076013i,5.4928e-05+0.00041098i,0.00023129+0.00033307i,9.6196e-05+0.0010794i,-0.00036957+0.00097209i,-0.00010638+0.00038619i,-0.00051681+7.8402e-05i,-0.00087226+4.8458e-05i,-0.00063664-0.0001444i,-0.00055079-0.00052755i,-0.00080652+0.00028071i,-0.00050626+0.00073262i
-0.0017413+0.0010969i,-0.0024208+0.0003651i,-0.002276+0.00080957i,-0.0012996+0.0017011i,2.5593e-06+0.00072196i,0.001197-0.0004567i,0.0013298-6.6761e-05i,2.9055e-05+0.00014752i,-0.00040933+6.3365e-05i,-0.00032733+3.3786e-05i,-0.00044291+0.00024167i,-0.00057692+4.3648e-05i,-0.0008321-0.00047978i,-0.0011004-0.00075295i,-0.00038922-0.00046278i,0.00012366-0.00020293i,0.00040204-0.0003591i,0.0007673-0.00044648i,0.00058938-0.0005057i,0.00041559-0.00070056i,9.2103e-05-0.00077401i,-0.00043428-0.00064596i,-0.0010093-0.00028072i
-0.00077537+0.0029694i,-0.00046255+0.0020378i,0.00037408+0.0011459i,0.0013855+0.00060381i,0.0011723+0.00041151i,0.0008135-1.4176e-05i,8.0695e-05-0.00024322i,-0.00040256+0.0001783i,-0.00014154+0.00055544i,-4.5092e-06+0.00022863i,0.0003838+0.00018183i,0.00058156+0.00011793i,-0.00021447-0.00030427i,-0.00053755-0.00048829i,-0.00022341-4.4025e-05i,-0.00092233+0.0010983i,-0.0010873+0.0015203i,-0.00010416+0.00083689i,0.00028881+0.00044016i,7.3026e-05+0.00019742i,0.00044546+8.1437e-05i,0.001047-0.00027282i,0.0015753-0.00060475i
-0.0013903+0.0010644i,-0.0012871+0.0010379i,-0.00073835+0.00018065i,-0.00087634-0.00046471i,-0.00024324-0.00092075i,0.0011238-0.00070365i,0.00083628-0.00016264i,-0.00037287+0.00032281i,6.8547e-05+0.00010468i,0.0010048-0.0002476i,0.0011896+0.00030177i,0.00062966+0.00048551i,0.00026089+0.00018332i,3.1462e-05+0.00011133i,3.486e-05-0.00027852i,0.00012608-0.00080068i,-0.0004331-0.00083136i,-0.00037792-0.00072049i,-6.0167e-05-0.00039728i,-9.5989e-05-0.00046294i,0.00037229-0.00064199i,0.00021557-0.0007817i,-0.00068783-0.00057413i
-0.0031369+0.00067547i,-0.0031112+0.00036707i,-0.00117+0.00064464i,0.00095983+0.0001808i,0.0015659-0.00022626i,0.00082755-8.0067e-05i,-0.00062683+0.00010831i,-0.0011078+0.00020246i,-0.00054504+0.00084583i,-0.0002094+0.00070081i,-9.9093e-05-0.00043334i,0.00027593-0.00010235i,-5.8593e-05+0.00068031i,-0.00053961+0.00060468i,-0.00058745+0.00088092i,-0.00039075+0.0010753i,0.000265+0.00085953i,0.00041659+0.00084994i,4.6209e-05+0.0010786i,4.2647e-05+0.00049505i,-6.7356e-05-6.7349e-05i,0.00038626+6.1611e-05i,0.00021482-0.00031217i
-0.00099424+0.0010626i,-0.0014779+0.0014785i,-0.0016453+0.0017785i,-0.00088158+0.0016289i,0.00051161+0.0015131i,0.00088798+0.0017132i,0.00078977+0.0010764i,0.00029625+0.00031557i,0.00025225+0.00056467i,0.00061298+0.00026042i,0.00050087-0.00034024i,0.00041824-0.00067736i,0.00010609-0.00076038i,0.00077479-0.00048357i,0.00095388-0.00028297i,-0.00040434-0.00063624i,-0.00049082-0.00018342i,8.5468e-05+0.00097157i,0.00014495+0.00084689i,-0.0002373+0.00032209i,-0.00064376+0.00010479i,-0.00035228-0.00033741i,0.00033623-0.000179i
-0.0016899+0.00011558i,-0.0014447+0.00032213i,-0.00090373+0.00078832i,8.4822e-05+0.00044751i,0.00032408-0.00026743i,0.00030829-0.0010099i,0.00053768-0.0010054i,0.00071805-0.00061373i,0.00094647-0.00048184i,0.00087402-0.00046176i,0.00062313+0.00024387i,0.00028523+0.0012329i,0.00034305+0.00097175i,0.00012579+0.0008951i,-0.00070177+0.00098578i,-0.00021659+0.00018048i,0.00063317-0.00054436i,0.0013287+0.00016444i,0.001299+0.00028186i,0.00067257-0.00048538i,0.00024904-0.00074829i,-2.5111e-06-0.00057338i,-0.00041765-0.00042712i
0.00043008+0.0017847i,0.00077359+0.0022426i,0.00015556+0.0015013i,-0.00027432+0.00062976i,0.00036302+0.00023493i,0.001171-0.00040625i,0.0012947-0.00112i,0.00081935-0.00038124i,0.00025301+0.00059881i,0.00018258+0.00020268i,0.00011143+0.00010553i,-0.00024371+0.00013953i,0.00018721-0.00071691i,0.00015143-0.00034753i,-0.00073378+0.00025537i,-0.00088995+0.00031216i,-0.00056254+0.0007281i,-0.00017801+0.00088294i,0.00024906+0.00065338i,0.00023187+0.00031808i,-0.0006065-0.00027522i,-0.001147-4.3312e-05i,-0.00047287+0.00012358i
-0.0010678-0.0019113i,-0.0014507-0.0025259i,-0.0004789-0.001785i,-1.3981e-05-0.0011424i,-0.00022378-6.8115e-05i,-0.00017972+0.00031984i,-0.00011297-3.2484e-05i,-0.00085962+0.00071611i,-0.00051005+0.00051449i,0.00052607-3.884e-05i,0.00024025+0.00037875i,-0.00068807+0.00015675i,-0.00065555-0.00048777i,7.2281e-05-0.00095043i,0.00075718-0.00090372i,-4.3139e-05-0.00066673i,-0.00030023-0.0011661i,0.0002781-0.0013087i,0.00036432-0.00033138i,8.068e-05-0.00028489i,0.00034176-0.00049109i,0.0002993-0.00026214i,-0.00027099-4.155e-05i
-0.0012924+8.2079e-06i,-0.0010802+0.00071783i,-0.0015055+0.0018887i,-0.00097601+0.0017989i,0.00023681+0.0013077i,0.00093232+0.00052124i,0.00018193+0.00024096i,-0.00034331+0.00081954i,1.4975e-05+0.0015989i,0.00031656+0.0018963i,0.00065778+0.00096872i,4.0683e-05+0.00050288i,-0.0012311+0.00022235i,-0.0015273-0.00095912i,-0.0011778-0.00069098i,-0.00078215+0.00045058i,-0.00029734+0.00040472i,0.00018442+0.00081698i,0.00067931+0.0013633i,0.00095709+0.0009273i,-0.00011317+0.00093827i,-0.00065424+0.00047118i,0.00036341-0.00047428i
-0.0013134-0.0020207i,-0.0025718-0.00051425i,-0.0026013+0.00050968i,-0.0020053+0.00067601i,-0.0010395+0.00059694i,-0.00014523+7.8237e-05i,-0.00022961+0.00027701i,0.00018878+0.00055595i,0.00035375+0.00051344i,8.489e-05-0.00051498i,0.0003096-0.00080548i,0.00040028-0.00021672i,0.00022834-1.2277e-05i,0.00036511-0.0002528i,0.00081172-0.00059509i,0.00079675-0.00012649i,0.00010575-1.9537e-05i,-0.00044125-0.00052264i,-0.0012402-0.00038888i,-0.00089216-0.00040256i,-0.00013535+0.00049475i,-0.00011898+0.00091726i,-0.0005943+0.00033675i
