2.3923e-05+0.00029276i,-0.00027462-0.0012561i,-0.0010099-0.0012145i,-0.002103+0.00015959i,-0.0029817+0.0018703i,-0.0026679+0.0019071i,-0.0017904+0.0017211i,-0.00075943+0.0017712i,-0.00020603+0.00032661i,-0.00026687-0.0011024i,8.6806e-05-0.0015511i,0.00036309-0.00088295i,-0.00035202-0.00016941i,-0.00075767+0.00030176i,-0.00013002+0.00071208i,0.00062288+0.00029024i,0.001306+1.9162e-05i,0.00067939-0.00058426i,0.00047659-0.00072287i,0.00073391+0.00051457i,0.00073037+0.00055889i,0.00071124+0.00016115i,0.00013836-0.00025988i
-0.00094989-0.00043719i,-0.001985-0.00056099i,-0.0028431+0.00029648i,-0.0030121+0.00086849i,-0.0031963+0.00062669i,-0.0028159+0.00022063i,-0.00094092-0.00010947i,0.0006519-0.00045432i,0.00060133-0.00048914i,6.0566e-06+0.0001392i,5.2431e-05+0.00069992i,0.00041468+0.0002233i,0.00087105+0.00013399i,0.0015128+0.0003322i,0.0014973+0.00021129i,0.00053292-0.00055755i,0.00019507-0.00097202i,0.00068288-0.00074031i,0.00032485-0.00070923i,7.4425e-05+4.1529e-05i,-0.00031996+0.00040893i,-0.0007332-0.00035947i,-0.00046534-0.00075615i
5.1436e-05+0.00022928i,2.8102e-05+0.00044154i,0.00043378-0.00049294i,0.0001394-0.00068506i,-0.00082101-0.00030835i,-0.0014283-0.00012758i,-0.0011318-3.4497e-05i,-0.00047389-0.00091362i,-0.00015586-0.0016603i,1.1053e-05-0.00071924i,0.00033859+0.00027394i,0.00046886+2.6091e-05i,8.2917e-05-0.00063295i,8.9772e-05-0.00020908i,0.00023056+4.827e-05i,0.00023955-2.6892e-05i,5.0209e-05+0.00016697i,-0.0005219+0.00026179i,-0.00046281+6.299e-05i,0.00015382-0.0003285i,0.00057991+0.00014805i,0.00057916-4.9586e-05i,0.00055429-0.0004808i
-7.9161e-05+0.00094833i,0.00033125+0.0002546i,-0.00026309-0.00061443i,-0.0011129-0.001336i,-0.00097414-0.00035197i,-0.0014791+0.0010627i,-0.0026769+0.0011991i,-0.0027709+0.00098898i,-0.0017863+0.00039235i,-0.00065894-0.00018959i,-0.00012968-0.00032892i,-0.00071544-0.00013985i,-0.0013589+0.00046854i,-0.0013451+0.0006881i,-0.00060768-3.4426e-05i,-0.00016143-0.00043896i,-0.00080742-0.00049772i,-0.00081506-9.6773e-05i,-0.00028064+0.00046242i,-0.00058373+0.0001749i,-0.00068283-0.00010594i,-0.00015149-4.3205e-05i,0.00022503+7.5932e-05i
-0.00070858-8.686e-05i,0.00020675-0.00097024i,-0.00060116-0.00034673i,-0.0015012+0.00025816i,-0.0013327-0.000139i,-0.00063428-0.00091259i,0.00070239+0.00022133i,0.0007215+0.0015849i,-0.00022414+0.0012165i,-0.00015263+0.00015938i,6.3808e-05+0.00012148i,-0.0010608+0.00085054i,-0.0013198+0.00032336i,-0.00047382-9.3837e-05i,-0.00069518+0.0003379i,-0.00035614+0.0006296i,0.00033472+0.00066598i,0.00030354+0.00026406i,-0.00029448+0.00020289i,-0.00072425+0.00010497i,-1.5103e-05-0.00016476i,0.00013309+0.00012051i,-0.00026965+0.00081809i
0.0011255+0.0025858i,0.00058285+0.00093351i,0.0013305+0.0010286i,0.0012143+0.00074224i,0.00063952+7.6449e-05i,-4.9351e-05+0.0007456i,-0.00076992+0.0012578i,-0.00063492+0.0011343i,0.00037809+0.0012001i,0.00038037+0.0010026i,-0.00029295+0.00051178i,-0.00059001+0.00092896i,-0.0011668+0.0017924i,-0.00094294+0.0015676i,0.00021022+0.00096347i,0.00030285-0.00017447i,0.00029959-0.0013003i,0.00092775-0.00057174i,0.0008187+0.00046131i,0.00033685+0.00036275i,-0.00022076+0.00022159i,1.5412e-06+7.4637e-05i,0.00052354-0.00038729i
-0.0011253-1.4688e-05i,-0.0011356+6.0692e-05i,-0.0012823+0.00023744i,-0.0019535-6.7178e-05i,-0.0026381-0.0010144i,-0.0018573-0.00093217i,-0.00090353-0.0011749i,7.7225e-05-0.0017873i,0.00080043-0.0013032i,0.00091458+0.00011756i,0.00080856+0.0013954i,0.00056336+0.00045891i,0.00050259-0.00053845i,0.001049-0.00095698i,0.0010953-0.00082306i,0.00044373+0.0001226i,0.00016824+0.00029455i,-1.2904e-05+0.00030267i,0.00016071+0.00018751i,0.00015389+0.00020361i,2.6355e-05+0.0004819i,4.8894e-05+0.00042889i,-0.00067938+0.00032569i
-0.00012084+0.0015643i,0.00047551+0.00092383i,0.0017191+0.0012262i,0.0016508+0.0008202i,-0.00024236+0.00045784i,-0.0013982-1.3958e-05i,-0.0018817-0.00022181i,-0.0021517-0.00082677i,-0.00078733-0.0012773i,0.00019154-0.0012111i,-5.1829e-06-0.0016774i,-0.00024568-0.0020977i,-0.001252-0.0014109i,-0.00114-0.0006507i,-0.00027002-0.00088761i,-0.00033024-0.00059573i,-0.00075487-0.00064483i,-0.00017817-0.0012966i,-7.4623e-05-0.0011104i,-0.00050673-0.00055541i,0.00037718+0.00021013i,0.00028639-8.5939e-06i,-0.00039878-0.00057899i
-0.0028224-0.0013696i,-0.0026254-0.00038895i,-0.0028777+0.00087639i,-0.0023776+0.0022039i,-0.001741+0.0027247i,-0.0007216+0.0017141i,-0.00091271+0.00043391i,-0.0023024+0.00050543i,-0.0024723+0.0003377i,-0.0017727+0.00018715i,-0.0019962-0.00019878i,-0.0027307-0.00023321i,-0.0026559-0.00020547i,-0.0013301-0.00033907i,-0.00050888-0.00026508i,0.00025531-9.2192e-05i,0.0006983-0.00012336i,0.00020692-0.00083318i,0.00039828-0.0011666i,0.0003698-0.00069701i,0.00015316-0.00035416i,0.00011545+0.00028406i,-5.541e-05+0.00083981i
0.002058+0.0016203i,0.0016829+0.00070534i,0.0016921-0.00059015i,0.0013508-0.0014477i,-0.0011415-0.0017308i,-0.0030365-0.00090017i,-0.0016346+0.00088263i,-4.3965e-05+0.0017652i,0.00038584+0.0019982i,0.00025508+0.0014351i,-0.00075546+0.0012743i,-0.0016582+0.0017926i,-0.0012946+0.0022102i,-0.00019667+0.0024827i,0.00052952+0.0020817i,0.00019486+0.00085758i,-0.00017013-4.1871e-05i,0.00034354-0.00017213i,0.00042163-0.00073133i,-9.9142e-05-0.0010937i,-0.0001615-0.00045682i,0.00048198-1.671e-05i,0.00064742+0.00042255i
0.00014755+0.0013331i,-0.0006136+0.0016153i,-0.00050312+0.00076503i,-0.00088411-6.7718e-05i,-0.0016794-0.00016326i,-0.0011534+0.00073177i,0.0001835+0.0006354i,0.0022397-0.00054349i,0.0028991-0.00065716i,0.00093916+0.00012176i,-0.00098103+0.00064202i,-0.0011898+0.00071974i,-0.00056628+6.7485e-05i,5.6006e-06-0.00010202i,0.00055892+0.0003636i,0.00075465+0.00084712i,0.00094351+0.0011652i,0.00088651+0.00086347i,0.00037758+0.00011939i,-0.00024562-0.00011578i,-0.0002664-0.00042924i,-7.1262e-05-0.0012487i,0.00018711-0.0010568i
-0.00070947+0.00019661i,-0.0012967-0.00053344i,-0.0016962-0.0011437i,-0.0011868-0.00071324i,-0.0012592+0.00014052i,-0.001236+0.0007645i,-0.00055791+0.00022401i,-0.00082869-0.0015833i,-0.00039501-0.0020678i,0.00033846-0.00096602i,0.00069233-0.00017457i,0.00096756-0.00047239i,0.0010651-0.00044953i,0.0017522-0.00024293i,0.0013947+0.00020425i,0.00035976+0.00071473i,0.00025681+0.00093341i,1.2096e-06+0.0006821i,0.00053875+0.00076879i,0.00026608+0.00039702i,-0.00050907-0.0003972i,-0.00047249+0.00010252i,-0.0010087+0.00022616i
0.0031389+0.00018927i,0.0023701+0.00010321i,0.00058554-0.00091842i,-0.00087299-0.0019746i,-0.0015101-0.0020859i,-0.0028168-0.00055207i,-0.0032301+0.0004709i,-0.0027107+0.00060399i,-0.0025745-0.00075257i,-0.001621-0.0016217i,-0.00044486-0.0010026i,-0.00038955-0.00044494i,-0.0010511-0.00021155i,-0.0011694-0.00024584i,-0.0009181-0.00050728i,-0.00054431-0.00058543i,5.4525e-05-0.00034052i,0.00069228-0.00042764i,0.0011685+8.6868e-05i,0.00047783+0.0010124i,-0.00038588+0.0010388i,-0.00044481+0.00029394i,0.00025219+5.1718e-05i
-0.00038406+0.0014691i,-3.3868e-05+0.00095845i,0.0014244+0.00017372i,0.0018467-0.00018983i,0.00050871-0.00040498i,-0.00033948-0.00080076i,0.00012696-0.00016192i,-0.00050851+0.00059345i,-0.0016653+0.00018721i,-0.0017019-0.00011994i,-0.00098747-0.00038065i,-0.00093004-0.00036138i,-0.0012327+0.00042243i,-0.00047978+0.0013178i,-8.4697e-05+0.00075888i,-0.0005747+1.7058e-05i,-0.00064648+0.00032099i,-0.001039+5.4973e-05i,-0.001494-0.00032436i,-0.00068738+0.00026118i,-0.00013774+0.00097689i,-0.00015079+0.00095577i,-0.00012852+0.00034752i
0.00057339+0.0016365i,0.00039332+0.00040805i,0.00032119+0.00066672i,0.00021075-0.00026907i,-0.00012076-0.0020177i,-0.00038429-0.0018682i,-0.0013167-0.00064267i,-0.0010303+0.00064082i,0.00039522+0.001827i,0.00060606+0.0015657i,0.00031818+0.00030182i,0.00017861+0.00032089i,3.5121e-05+0.00069014i,0.00051097+7.4448e-05i,0.0004922+0.00054612i,-0.00083074+0.0012773i,-0.0014213+0.0013127i,-0.0010967+0.00093623i,-0.00031082+4.7922e-06i,0.00017619-0.0010109i,-0.00042827-0.0010353i,-0.00036022-0.00039132i,0.00012653-0.00032013i
0.00056643-0.00048953i,0.00028915+0.00023462i,0.00040814+0.00015651i,-0.00051128-0.00058294i,-0.0013681-4.4732e-05i,-0.00090073+3.2074e-05i,-0.0012814-0.00034416i,-0.00055383-0.00085444i,0.0013569-0.00056608i,0.0018501-0.00029884i,0.0011395+6.2852e-05i,0.00055279+0.00041311i,0.00053049+0.00013067i,0.0007075+0.0005123i,0.00076188+0.00089786i,0.0010645+0.00035528i,0.0015177+0.00050888i,0.001033+0.0010812i,9.2232e-05+0.00083576i,-7.5645e-05+0.00058247i,-0.00049385+0.00039749i,-0.00052097-5.7077e-05i,-0.00047232-0.00041263i
0.0009431+0.0018012i,0.00013264+0.0026942i,-0.0001892+0.0023331i,-0.0012262+0.0012001i,-0.002254+2.1094e-05i,-0.0024495+5.3641e-05i,-0.0021596+0.00049504i,-0.0012454-0.00019621i,-0.00083673-0.0014369i,-0.00039445-0.0012026i,8.6889e-05-0.00034263i,-0.00044139-8.328e-05i,-0.0012136-0.00016012i,-0.0012437-0.00050226i,-0.0010508-0.00099307i,9.9642e-05-0.0005717i,0.0007486-0.00011002i,-0.0004976-0.00012342i,-0.00038787-8.4057e-05i,0.00080237+0.00018828i,0.0008878-0.00030347i,0.00045985-0.00045074i,-0.00010419+0.00018914i
-0.00068778-0.00065317i,-0.00087325-0.00023926i,-0.0023626-0.00017367i,-0.002735-0.00015117i,-0.0016614+0.00018581i,-0.00035802-7.4672e-05i,7.3562e-05+0.00022325i,-0.00046968-0.00039357i,-0.00098909-0.0017193i,-0.00072979-0.0016451i,-0.00021124-0.0010406i,-8.8911e-05+5.9154e-05i,-0.0003657+0.00068472i,-4.9647e-05+0.00026876i,4.7878e-05+6.5633e-05i,-5.006e-05-0.00039639i,9.5812e-06-0.0013768i,-0.00022301-0.00095693i,-0.00078798-0.00013558i,-0.00089177-0.00010547i,-0.00063492-0.00029117i,-0.00014513+0.00040376i,9.5868e-05+0.00051734i
-0.0010375+0.0010605i,-0.00090442+0.0014687i,-9.7563e-05+0.0019152i,0.00036258+0.0013199i,-0.00010008+0.0013933i,-0.0011494+0.0010632i,-0.0011172+0.00027268i,-0.00057564+0.00088737i,-0.0009752+0.0017613i,-0.0016268+0.0016694i,-0.0011721+0.0010128i,4.8363e-05+0.00058096i,0.00034583+8.4284e-05i,-0.0002274-7.9e-05i,-0.00049937+0.00035779i,-0.00082643+0.0010036i,-0.0005731+0.0007612i,0.00012728+7.2334e-05i,-0.00037293-0.00052233i,-0.00071079-0.00074427i,-0.00080044-4.2282e-05i,-0.00046705+0.0010725i,-0.00013825+0.00074372i
0.00091707+0.00061119i,0.00021158+0.00042665i,-0.0011905-0.00054293i,-0.0019461-5.2873e-05i,-0.0026788+0.00095541i,-0.0028841+0.00059721i,-0.0016834-0.00043266i,-0.00011584-0.00097202i,0.00076305-0.00068926i,0.00072027+0.00062051i,0.00031458+0.0014339i,0.00050218+0.00048466i,0.00056266+0.00047867i,0.00046884+0.0012104i,0.00060842+0.00071552i,2.4524e-06+0.00039939i,-0.00021247+0.00046663i,0.00029906+0.00028087i,0.00021531-0.00035319i,9.7173e-05-0.00068218i,0.00029168-0.00079368i,-0.0002029-0.0010144i,-0.00074474-0.00055285i
-0.0020284+0.0011761i,-0.0027657+0.0010491i,-0.0022934+0.0016471i,-0.00094183+0.0019804i,-1.3154e-05+0.0018719i,-0.00054886+0.0014003i,-0.0010605+0.00044114i,0.00030903-0.00021973i,0.00083388-0.00069753i,0.00051649-0.0013331i,0.00096167-0.0017302i,0.0010544-0.0016534i,0.00094646-0.0010314i,0.0014017+0.00010213i,0.00084675+0.00016862i,0.0002607-0.00031588i,0.0008077+0.00035851i,0.00023204+0.0014271i,-0.00030088+0.00084316i,6.7353e-05-4.0179e-05i,0.00044243-0.00071138i,3.7409e-06-0.0010916i,-0.0011557-0.00089754i
9.5523e-05-0.00085396i,0.00050103-0.00011637i,-0.00021559+2.4285e-05i,-0.0017119+0.00060945i,-0.002219+0.001052i,-0.0021802+0.00099288i,-0.0023785+0.00046514i,-0.0022436-0.00038687i,-0.0016416-0.0010279i,-0.0021779-0.0010582i,-0.003097-0.00048121i,-0.0025821-0.00016709i,-0.0013347-0.00014275i,-0.00071607-0.0002811i,-0.00053116-0.00096815i,0.00018091-0.001055i,0.00026788-0.00093506i,0.00026224-0.0010971i,0.00054218-0.00080803i,-0.00036325-0.00019286i,-0.0010659+0.00017319i,-0.0011715-0.000214i,-0.00094587-0.00041062i
-0.0030366+0.0010553i,-0.0013288+0.0022648i,-0.0011352+0.0027846i,-0.00072191+0.0016587i,-0.00097597+0.00029729i,-0.0014666-0.0003475i,-0.00098171+0.00026577i,-0.0012136+0.00027945i,-0.0024324-0.00034342i,-0.0023586+0.00018094i,-0.00092853+0.0013178i,-0.00019999+0.001473i,-0.00021975+0.0012813i,-0.00041467+0.00048961i,-3.3663e-05-0.00012534i,8.3214e-05+8.5283e-05i,-0.00019102-0.00053424i,8.783e-06-0.00034139i,0.00024324-5.203e-05i,0.00020951-0.00047181i,-0.00026887-0.00066364i,-0.00049804-0.00035159i,6.4614e-05-4.5189e-05i
-0.0016786+0.0011623i,-0.001628+0.0012379i,-0.0023323+0.0014757i,-0.0035145+0.0024492i,-0.0035038+0.0027401i,-0.0024906+0.0024933i,-0.0017654+0.0022392i,-0.00086419+0.0011655i,-0.00025032+0.00079479i,-0.0003224+0.0017124i,-0.00013538+0.0014415i,0.00034961+0.00062821i,-0.0003478-0.00012254i,-0.0008813-0.00044231i,-0.00025711-0.00010233i,9.0266e-05+0.00045686i,-0.00027994+0.0010643i,-0.0013903+0.00047492i,-0.0019467+0.00016833i,-0.0011631+0.0010712i,-0.00035153+0.00053322i,-0.00038249-0.0003149i,-3.5489e-05-0.0004687i
0.00066453-0.0031531i,-0.0011682-0.0035932i,-0.0023072-0.0039704i,-0.0029568-0.0030984i,-0.002911-0.00089796i,-0.0021963+0.00078591i,-0.0012265+0.0010149i,-0.00049782+0.00026354i,-1.2509e-05-0.00034942i,0.00035342-0.00057863i,0.0011561-5.2314e-05i,0.0014002+0.00061764i,0.001134+0.00011981i,0.00060083-0.00015698i,0.00040206-0.0002882i,0.00049742-0.00063404i,0.00067629-0.00043654i,0.0010105+0.00077861i,0.00021717+0.001198i,-0.00019051+0.00088951i,0.00039819+0.00058667i,0.00053544+0.00023028i,-0.00019344-0.00042465i
0.0034067+0.0011991i,0.0031864-0.00023057i,0.0027778-0.0019381i,0.00051622-0.0023441i,-0.0017222-0.0019008i,-0.0028664-0.0012062i,-0.0017905-0.00052911i,-0.00038276+9.9933e-05i,0.00077243-0.00033428i,0.0017888-0.0016725i,0.00069551-0.0020567i,-0.0011149-0.00085176i,-0.00097947+0.00020898i,0.00011984+0.00032138i,0.000347+0.00035248i,-4.8738e-05+7.5545e-05i,-0.00046374+2.9776e-05i,-0.00043065-1.8505e-05i,6.1919e-06+6.6468e-05i,0.00074344+9.5716e-05i,0.001444-9.557e-05i,0.0011982-0.00034843i,0.0001537-0.00047236i
-0.00083975+0.00040156i,-0.00097904+0.00030399i,-0.0011042+0.00015159i,-0.0015386+0.00013941i,-0.0021767-0.00044432i,-0.00095427-0.00037371i,-0.00014855-0.00049137i,-0.00028724-0.0021019i,0.00078676-0.0029374i,0.0011085-0.0020896i,0.00055345+0.00017981i,0.00013821+0.0021317i,-0.00083653+0.0018873i,-0.0014332+0.00031678i,-0.00085274-0.00038608i,-0.00071058+0.00052812i,-0.0010935-0.00052906i,5.6733e-05-0.0013903i,0.00092681-0.00042325i,0.00073322-0.00013885i,0.00075016-0.000464i,0.0004959-0.0015044i,-0.00071609-0.001129i
0.00015026+0.0006044i,-0.00092796+0.0011704i,-0.0014306+0.0010594i,-0.0014553+0.00036009i,-0.0019324+0.00010151i,-0.0020732+0.00053473i,-0.0021906+0.00013907i,-0.0030166-0.000118i,-0.002748+6.2234e-05i,-0.0018056+0.0001814i,-0.00078726+0.00047668i,0.00055972+0.00054143i,0.00088599+0.00089401i,-0.0003481+0.00064238i,-0.00037954+0.00021161i,0.00071475+0.00067015i,0.00097142+0.00037521i,0.00032193+9.9937e-05i,-0.00057022+0.00019556i,-0.00073313-0.0001018i,-0.00055432-0.00027866i,0.00024334+9.3404e-05i,0.00084927+0.0010263i
-2.5981e-05-0.0020114i,-0.00094416-0.0016789i,-0.0017028-0.00093301i,-0.0024433-0.00040115i,-0.0034451-0.00017369i,-0.0043136+0.00011541i,-0.0036198+0.00051378i,-0.0025759+0.0010034i,-0.002049+0.0014859i,-0.0014359+0.0014457i,-0.0011361+0.00030486i,-0.0012415-0.00026122i,-0.00099285+0.00032036i,0.00046586+0.00055833i,0.0010573+0.00050691i,0.00088666+0.00021392i,0.0014253+0.00011955i,0.0011054-0.00010006i,0.00021198-0.00052624i,-2.5201e-05+0.00060644i,0.00030196+0.0012629i,0.00063304+0.0010257i,-5.0094e-05+0.00068403i
0.0004385+0.00039335i,-0.00010791-0.00061893i,0.00030927+6.0703e-05i,0.00064804+0.00071038i,0.00073127+0.00054463i,0.00086832+0.0017156i,0.00098457+0.003449i,0.0013688+0.003796i,0.0016729+0.0026557i,0.001083+0.00054182i,0.00027735-0.0011477i,-0.00030466-0.0011214i,-0.00056679+0.00042105i,-0.00074439+0.00072286i,-0.00087943-0.00022239i,-0.00014722-0.00065971i,0.00083956+0.00029735i,0.00045732+0.0010415i,-0.00022469+0.00074299i,0.00031822+0.00024641i,0.0012396-7.1185e-05i,0.0012845-3.5661e-06i,0.00029177+8.1315e-05i
-0.0015204+0.0012553i,-0.001428+0.000816i,-0.0019888-0.00031097i,-0.0021555-0.00089909i,-0.0017466+7.9334e-05i,-0.00050739-0.00066127i,0.00065708-0.0016305i,0.0016868-0.001603i,0.0029498-0.0010161i,0.0023353-0.00048171i,0.00033871-0.00063307i,4.2103e-05-0.00049852i,0.00044769-0.0002628i,-0.00013197-0.00038388i,-0.00086856-0.00061346i,-0.0010646-0.00065466i,-0.0008757-0.00058708i,-0.00044865+0.0001647i,3.2102e-05+0.00051194i,0.00051656+0.00026371i,0.00025094-0.00035693i,-0.0003624-0.00044592i,-0.00061411+0.00049002i
0.0011004+0.0012876i,0.0016676+0.0017996i,0.0016863+0.0015711i,0.00077017+0.0019474i,0.0003745+0.0013647i,0.0007979-0.00056793i,0.0011814-0.0017218i,0.00012148-0.0024841i,-0.0011474-0.0032475i,-0.0012711-0.0025589i,-0.00076874-0.00028291i,0.00022814+0.0014898i,0.00086028+0.00078706i,0.00042555+0.00038373i,0.0001627+0.00053739i,0.00060281+0.00037404i,0.00068049-0.00052445i,0.00016551-0.00061895i,-0.00092573-0.00033725i,-0.0014488-0.00050632i,-0.00079613-7.8708e-05i,-0.00042603+0.00014153i,-0.0009+0.00056165i
-0.0012731+0.0011829i,-0.0024993-4.2201e-06i,-0.0024294+0.00015169i,-0.0015922-0.00049069i,-0.0022049-0.00096447i,-0.0027948-0.00076796i,-0.0030071-0.001314i,-0.0042374-0.0012159i,-0.0040959-0.00033078i,-0.0025267-1.0304e-05i,-0.0012336-0.00067547i,2.6022e-05-0.00093103i,3.5999e-06-0.00081338i,-0.00033556-0.00010198i,0.00024669+0.0008758i,0.00087745+0.0004621i,0.00093031-0.0010558i,0.00047196-0.0020279i,-0.00043205-0.001757i,-0.0012178-0.00034833i,-0.00081171+0.00047504i,4.0875e-05+0.00047636i,-0.00028724+7.6962e-05i
-0.001234+0.00085124i,-0.0022388+0.0009216i,-0.0014282+0.0015212i,-0.00010078+0.0016301i,-0.0012382+0.001157i,-0.0025665+0.0013587i,-0.0022794+0.0014866i,-0.0017062+0.0022648i,-0.00075364+0.0032005i,0.00021974+0.0025789i,0.00039641+0.001277i,-0.00049948+0.00032535i,-0.00088314-6.0837e-05i,-0.0010211-0.00060389i,-0.0010904-0.00077094i,-0.00096989-0.00033241i,-0.00067019-0.00048926i,-0.0010185-0.00044343i,-0.00072158+0.00012657i,0.00088867+0.00064082i,0.0019583+0.00078134i,0.0018808+0.00035303i,0.0012173+0.0001338i
0.00032457+0.0027074i,0.00071432+0.001369i,0.0010406+0.00019502i,0.00062382-0.00082886i,-0.00020589-0.0014456i,-0.0010079-9.7984e-05i,-0.00027587+0.0011956i,0.0010787+0.0010588i,0.0021442+0.0010741i,0.0024042+0.0015471i,0.0020509+0.0017183i,0.0013098+0.0019177i,0.00021844+0.0012599i,-0.00058213-3.6792e-05i,-0.0011775-0.00022038i,-0.0014473+0.00025927i,-0.0010605+0.00087109i,-0.00064954+0.00082599i,-0.00018986+0.00049226i,0.0005053+0.00031437i,0.00078027+0.00062126i,0.00041218+0.00029412i,-5.7368e-05-0.00093924i
-0.0012135-0.0012915i,-0.0023912+0.00065525i,-0.0028974+0.0018794i,-0.0024432+0.0019535i,-0.00091914+0.0023393i,0.00094719+0.0025245i,0.0016188+0.001602i,0.0016438-0.00031078i,0.0013894-0.0030078i,0.00072045-0.0036815i,6.7399e-06-0.00091506i,0.00011746+0.00095537i,0.000508+0.00038419i,0.00035004+0.00025877i,-0.00010963+0.00024257i,-0.00024943-0.00026989i,1.5061e-05+0.00037123i,0.00018569+0.0014489i,-0.00039745+0.0010356i,-0.00050886-0.00019034i,-0.00034726-0.00080067i,-0.00084608-0.00056511i,-0.00085302-0.00013104i
-0.00052003+0.00018614i,-0.00036155-0.00021277i,-0.00049869-0.00089123i,-0.0010014-0.0010382i,-0.0019451-0.00018531i,-0.001601-0.00089449i,-0.0013577-0.0025699i,-0.0018752-0.0033817i,-0.0024669-0.0038008i,-0.0024103-0.0031634i,-0.00079561-0.0019975i,0.00056522-0.0014558i,0.00026712-0.0012936i,0.0001976-0.00065625i,0.00069579-0.00023276i,0.0014217-0.0001528i,0.0015339-0.00094196i,0.00098312-0.0015388i,0.00046329-0.00045548i,0.00038619+0.00071589i,-0.000282+0.00081808i,-0.00016396+0.00071905i,0.00022183+0.00043259i
0.00042356+0.0017665i,8.905e-05+0.00025606i,0.00021264+0.00012028i,-0.00049132+0.00041328i,-0.0022053+0.00022474i,-0.0032454+3.8915e-05i,-0.0032768+0.0003968i,-0.0030247+0.0013067i,-0.0029845+0.0020155i,-0.0027775+0.0026305i,-0.0024024+0.0018279i,-0.0019094+0.00032988i,-0.0010526+3.5077e-05i,-0.00053791+6.1468e-05i,-0.00016407+3.4314e-05i,0.00013247+4.7693e-05i,0.00018533-0.00032379i,-5.3731e-05-0.00075719i,-0.00059454-0.000341i,-0.00077148+0.00024883i,-0.00048248-0.00025295i,0.00037861-0.0010201i,0.0006054-0.00074189i
-0.0030786+0.00041359i,-0.0038267+0.0013904i,-0.0037195+0.0012676i,-0.0036385+0.0017435i,-0.0037603+0.0030205i,-0.0023716+0.0032145i,-0.00076878+0.0025745i,-0.0007756+0.0021943i,-0.00082796+0.0023044i,-0.00024224+0.0023215i,0.00045702+0.0024762i,0.00047637+0.0027473i,0.0002993+0.0021733i,0.00033284+0.0013667i,-0.00014487+0.00058579i,-0.00073754+1.4383e-05i,-0.00073245+0.00040872i,-0.00058047+0.00010797i,-0.0005502-0.00021611i,-0.00044796-3.4054e-05i,-0.00021853-0.00017269i,7.7754e-05-0.00087005i,0.00058978-0.00072419i
-0.0003048-0.0013392i,-0.00079103-0.0009417i,-0.002107-0.00021583i,-0.0016104+0.00068498i,-0.0011092+0.0011872i,-4.4366e-05+0.0013431i,0.00099308+0.001011i,0.0016067+0.00013505i,0.0022796-0.00081059i,0.002882-0.0012373i,0.0022677-0.0006314i,0.0014932+0.00042866i,0.0016217+2.4537e-05i,0.001116-9.1215e-05i,-8.8131e-05+0.00077666i,-0.0011175+0.0011309i,-0.0010185+0.00074365i,-0.00026512+0.00041727i,-0.00020988+0.00027493i,-0.00019817+9.2287e-05i,-1.4985e-05-0.00036505i,0.00036653-0.00069281i,0.00025452-0.00037775i
0.00068138+0.0016997i,0.0007632+0.00078156i,0.00063501-0.0001272i,3.1164e-05-0.00076966i,-0.0005575-0.0014004i,-0.0015739-0.00096562i,-0.0017648-0.001058i,-0.0011723-0.0023896i,-0.00084228-0.0027552i,-0.00054295-0.0028839i,0.00049852-0.0024643i,0.0014319-0.0019837i,0.0005883-0.0021368i,-0.00062577-0.00092418i,-0.00056212+0.00022699i,0.00061021+0.00083563i,0.00097285+0.00095197i,0.00055734-9.8878e-05i,0.00013257-0.00071825i,-0.00034373-0.00020815i,0.00015764+0.00040128i,0.00049166+0.0014732i,-0.00036745+0.0015268i
0.0014352+0.0016523i,0.00064303+0.00081769i,0.0011158+0.00011185i,0.00043674-0.0007712i,-0.0021844-0.0010344i,-0.0049218-1.9401e-05i,-0.0048597+0.00084661i,-0.0037735+0.00039696i,-0.002964+4.3748e-05i,-0.0019923-0.00035132i,-0.0018757-0.0011256i,-0.0031372-0.0013993i,-0.0033838-0.00054136i,-0.0017482+0.00024358i,3.7529e-05+0.00036877i,0.0011136+0.00063012i,0.0010339+0.00071359i,0.00017066+4.4441e-05i,-0.00037653-0.00023631i,-0.00046964+0.00011862i,9.3153e-05+0.00017698i,0.00091502-0.00033802i,0.00076188-0.00030334i
0.00059343+0.001112i,0.0003611+0.00094935i,0.0009683+0.00056479i,-0.00043435+0.0004367i,-0.0014483+0.00054127i,-0.00079278+0.0012129i,-0.00032677+0.0020234i,0.00028593+0.0031063i,-0.00044064+0.0035715i,-0.0014989+0.0030535i,-0.001598+0.001985i,-0.001853+0.0012524i,-0.0019882+0.0013716i,-0.0018017+0.00085704i,-0.001515+0.00065099i,-9.7895e-05+0.00034461i,0.0010207-0.00018843i,0.00073941-0.00036445i,0.0005502-0.00037494i,-0.00022203+0.00072195i,-0.00056332+0.0012205i,4.6972e-05+0.00042171i,-8.1342e-05-0.00024342i
