-0.001158-0.00068566i,-0.00066474-0.0014666i,-0.00053601-0.0017254i,-0.0010061-0.0012268i,-0.0012209-0.00034115i,-0.0013493+0.00038493i,-0.00052311+0.0013338i,0.00018709+0.0012853i,0.00085137+0.00068269i,0.0014599+0.00016311i,0.00085368-2.4906e-05i,7.5422e-05-1.706e-05i,7.7816e-05-0.00060688i,0.00029935-0.00080901i,0.00034249+9.4411e-05i,0.00030994-8.7882e-05i,0.00081445-0.00043126i,0.0011464-1.7699e-05i,0.00057255-0.00033192i,-0.0004904-0.00022037i,-0.0013739-1.355e-05i,-0.0012698-0.00028417i,-0.00070867-0.00040775i
-9.781e-06+0.0016305i,-3.6044e-05+0.00010688i,0.00088746-0.001133i,0.0022999-0.0020534i,0.0026658-0.0021233i,0.0011499-0.0019955i,0.00050029-0.0018157i,0.0002968-0.00050305i,-0.00062304+0.00051653i,-0.00071074+0.00044481i,-4.1111e-05+0.00095571i,-1.5054e-05+0.0016887i,-0.00073105+0.0017092i,-0.00096412+0.00014588i,-0.00055805-0.0006176i,-2.8854e-05+0.00025957i,0.00086158+0.00089737i,0.00078225+0.0012958i,-4.1915e-05+0.00085783i,-0.0003669+3.3292e-06i,-0.00042267-0.00058099i,-0.00071497-0.00049245i,-0.00069841-0.00022565i
0.00061341+0.00044261i,0.0012513+0.00051598i,0.0013256+0.00089727i,0.00076955+0.00098797i,0.0014635+0.00054771i,0.0016538+0.0004955i,0.00090987+0.00066293i,0.00017485+0.00066283i,0.00036751+0.00104i,0.0014828+0.0017209i,0.0013723+0.00088765i,0.00058524-0.00036108i,0.00029569-0.00048759i,-1.9403e-05+0.00023224i,-5.5687e-05+0.00017801i,0.00015712+0.00057889i,0.00079062+0.0013487i,0.000923+0.0011603i,3.153e-05+8.4103e-05i,-0.00018567-0.00090106i,0.00031018-0.00087356i,0.00038875-0.0012035i,1.789e-06-0.0010654i
-0.00070642-0.0012456i,-0.0016536-0.0018249i,-0.0015594-0.00079512i,-0.001027-0.00029823i,5.4093e-06+0.00011075i,0.00079012+0.00071351i,0.0002126+0.00034969i,0.00023251-2.3947e-05i,0.0011539+0.00059528i,0.0012576+0.00096185i,0.0003163+0.00043974i,-0.00020418-6.4429e-05i,-2.4014e-05-0.00069665i,0.00014841-0.001215i,0.00026481-0.00024053i,0.00054823+0.00083247i,0.00054775+0.00048056i,5.4317e-06-0.00011501i,0.00014485-4.8522e-05i,0.00020873-0.00012895i,-0.00018952-0.00052196i,-0.00021943-0.00053641i,-0.00092644-0.00078967i
-0.0019669+0.00059775i,-0.00054951+0.00018607i,-0.00084327+0.0010638i,0.00043796+0.0024409i,0.0026289+0.0024515i,0.0027112+0.0017343i,0.0014643+0.00098558i,0.00046362+0.00022104i,-0.00061161+1.7398e-05i,-0.00089008+7.4093e-05i,2.3886e-05+0.0001325i,0.00026993+0.00062232i,0.0001253+0.00084592i,-2.7586e-05-0.00011818i,-0.0002535-0.00056743i,-0.00070423-0.00021738i,-0.00075394+0.00021889i,0.00025937+0.00036567i,0.00070519-0.00030929i,-0.00016388-0.00085355i,-0.00068341-0.00058885i,0.00019114-0.00019431i,0.00090175+0.00018957i
-0.0014703+0.00031503i,-0.00078784-6.5239e-05i,-0.00031342+0.00013639i,-0.00025483+0.0001953i,0.0007579-0.00041631i,0.0013301+0.0002408i,0.00033648+0.00027362i,-0.00057383-0.00055189i,-0.00048007-7.8416e-05i,0.00010422+0.0012383i,-0.00015975+0.00093818i,-0.0007929-5.0614e-05i,-0.00063037-2.139e-05i,-0.00047842-0.00011493i,-0.00036869-0.00030238i,-0.00038118-0.00039158i,-0.00027422+5.9618e-05i,-0.00022901+0.00035694i,-0.00061383+0.00025936i,-0.00034126-5.9576e-06i,-0.00035255-0.0003018i,-0.00028898-0.00027187i,-0.00044728+6.4638e-05i
0.00069025+0.001701i,0.00036069+0.00061587i,0.0012727-0.00044176i,0.0007741-0.00060416i,0.0010505-0.0012785i,0.00093815-0.0024036i,-0.00054751-0.0019445i,-0.0014458-0.00059004i,-0.0011445+0.00049113i,-0.00051783+0.00020467i,-0.00083744-0.00026775i,-0.00097846+0.0001929i,-0.00072516+0.00079367i,-0.00023372+0.0008596i,-0.00034097+0.0013648i,-0.00087826+0.0011565i,4.7193e-05+0.0003951i,0.00031191+0.00064211i,0.00022554+0.00052136i,0.00032334-0.00012342i,-0.00062164-0.00054815i,-0.0010942-0.00043025i,-0.00043385+0.00017802i
0.0037847-0.0010036i,0.0028438-0.0019522i,0.0025401-0.002888i,0.0014943-0.0022048i,-0.00014807-0.0018805i,-0.00058405-0.0010217i,-0.00056221-0.00028872i,-0.00050134+0.00065262i,0.00048087+0.0022502i,6.5136e-05+0.0019125i,-0.00063624+0.00092606i,-0.00074069+0.00044783i,-0.00013945+0.00072408i,0.0005074+0.0017814i,0.00018552+0.0011766i,0.0002964+0.00039204i,0.00083913+0.00074715i,0.0013084+0.00088896i,0.0012083-0.00012658i,0.00085697-0.0010177i,0.00023238-0.00066141i,-8.0925e-05-0.00013862i,0.00044228-5.0782e-05i
-0.0011775+0.0010695i,-0.00030353+0.00073992i,0.0010477+0.0011821i,0.0017314+0.0013168i,0.0017757+0.00098677i,0.001601+0.00045856i,0.0010952+0.00043899i,0.00044364+0.0010346i,-0.00014563+0.00091739i,-0.00015002+0.00057237i,0.00026202+0.0011553i,3.7685e-05+0.00084566i,-0.00039607-0.00063139i,-0.0010543-0.00083621i,-0.00094972-0.00042603i,0.00027062-0.00056575i,0.00068572-0.0010071i,0.00071697-0.0019094i,0.0006175-0.0017829i,-8.2841e-05-0.00098062i,3.8996e-05-0.00052486i,-0.00022781+8.8109e-05i,-0.00082919+0.000559i
0.00066284-0.0012423i,-0.00023844-0.0015438i,-0.00034214-0.0025i,0.00019661-0.0025514i,0.00097201-0.0013658i,0.0014318+0.00025835i,0.0013325+0.00045921i,0.00033056+5.53e-05i,0.00029051+0.0005043i,0.0011211+0.0008134i,0.001306+0.00077979i,0.00041796+0.00020699i,-0.00052497+0.00051742i,-0.00017035+0.0010872i,-0.00047985+0.00099258i,-0.0006456+0.00074837i,0.00027703+4.2013e-05i,0.00048396+0.00020783i,0.00022038+0.00046617i,-1.8204e-05+0.00073584i,-4.0493e-05+0.00053991i,0.00031528-0.0005837i,-0.00070094-0.00076426i
-0.001456-0.0013428i,-0.0018563-0.0014384i,-0.0022563+0.00053576i,-0.0013002+0.0023986i,0.00061184+0.0023196i,0.0013293+0.00076436i,0.0014304+0.00010039i,0.00094552+1.4132e-05i,0.00071591-0.00022765i,0.00060497+1.5479e-05i,4.9594e-05+0.00046872i,6.4481e-05+0.00042862i,-0.00011674+0.0005149i,-0.00022662+0.00023383i,0.00012735+0.00028658i,0.00036078+0.00055936i,0.00040317+0.00011041i,0.00062286+0.00042018i,0.00070849+0.00080617i,0.00055647-0.00014252i,7.9781e-05-0.00060208i,-0.000199-0.00031795i,3.2609e-05-0.00035838i
-0.0014286-0.0010112i,-0.00061455+0.00061144i,-0.00038072+0.00081687i,7.2848e-05+0.0014671i,0.00085203+0.0014237i,0.0006718-0.00040276i,0.00055228-0.0013822i,-7.3963e-05-0.0014958i,-0.00065719-0.00065781i,-0.00070634+0.00048534i,-0.00059999+0.00063463i,0.0005561+0.00044862i,0.00097698+0.00060041i,0.00050763+0.000239i,-0.00013558+0.0003251i,-0.00028485+0.0002863i,0.00014174-0.00063106i,0.00070962-0.0007697i,0.00083663+0.00024386i,0.0010009+0.00022466i,0.0011128-0.00085766i,0.00042037-0.0010682i,-0.00022547+0.00010597i
-0.0013072+2.6254e-05i,-0.001549+3.3012e-05i,-0.0018187+0.00088812i,-0.00093871+0.0016066i,0.0002825+0.0019089i,0.00048829+0.0013967i,0.00010047+0.00064875i,-5.0483e-05+0.0005214i,-0.00011103+0.00086754i,-0.001005+0.0003933i,-0.0012917-0.0008996i,-0.00061395-0.0012001i,0.00062356-0.00069402i,0.0012212+2.9306e-05i,0.00063716-0.00038797i,0.00060656-0.00064135i,0.00018519+0.000357i,-0.00037569+0.00040485i,-9.5374e-05+0.00010658i,-0.00022885+0.00029088i,-0.00043294+0.00067433i,0.00049982+0.00068415i,0.00034433+0.00017436i
0.0022167-0.0013211i,0.00088786-0.001662i,-0.00039648-0.0017581i,-0.00037878-0.0015587i,0.00021336-0.00077119i,-8.0841e-05-0.00025196i,-0.00081803+0.00073612i,-0.0011227+0.002067i,-0.00054196+0.0016721i,8.1118e-05+0.0013484i,0.00027448+0.0014882i,-0.0001137+0.0015457i,-0.00036758+0.0016138i,3.7652e-05+0.0009178i,0.00053041+0.000224i,0.00075759+0.00015165i,0.00069835+0.00025866i,0.00014245+0.00092707i,-0.00042779+0.00068219i,-0.00014911-0.00020616i,-7.7319e-05-0.00078893i,-0.00061553-0.0010436i,-0.00037682-0.00036083i
0.00046223+0.0013987i,0.00015154-0.00026909i,0.00028401-0.00082439i,0.0012395-0.0011295i,0.0020887-0.0019622i,0.0016326-0.0020588i,0.00068419-0.00062544i,-0.00023829+0.00066461i,-0.00059648+0.0013952i,-0.00077484+0.0017262i,-0.00093662+0.0015575i,-0.00066329+0.00044519i,-0.00044629-0.0002951i,-0.00037194+0.000659i,-0.00022137+0.0015247i,-2.8909e-05+0.0015734i,-0.00033438+0.0014566i,-0.00019271+0.0008726i,-0.00010293+1.7428e-05i,-0.00013672-0.00014043i,0.00017532-0.00057846i,1.1689e-05-0.0010838i,-8.804e-05-0.00039833i
-0.00077141+0.001028i,-7.0514e-05+0.00036247i,0.00015579+0.00070921i,0.00059602+0.0018334i,0.0017085+0.0017441i,0.0016895+0.00047328i,0.00068099+0.00040984i,0.00069311+0.0010598i,0.00086488+0.00098769i,0.0007093+0.0010075i,0.00044433+0.00075772i,-0.00032233-0.00022977i,2.1816e-05+0.00017411i,0.00026255+0.00046613i,0.00056161-0.00054912i,0.0010071-0.0006039i,0.001104+0.00056438i,0.00079694+0.00097748i,0.0006418+0.00050413i,0.00062592+1.8594e-05i,0.00048364-0.00048423i,0.00036215-0.00040622i,0.00048268-0.00012467i
-9.9618e-05-0.0009047i,-0.0015654-0.002045i,-0.0027891-0.0020579i,-0.0026244-0.0003561i,-0.0014673+0.00064338i,-3.6283e-05+8.0783e-05i,0.00021201-0.0011114i,-0.00024193-0.0010646i,-0.00053583+0.00039667i,-0.00042362+0.00062055i,0.00024047-0.00013337i,0.00059705-1.8079e-06i,0.0004869+0.00069114i,0.00057966+0.00058032i,0.00064622+0.00038023i,0.00026919-0.00033687i,0.00018044-0.00061095i,-0.00025353+6.7962e-05i,-0.00018283-8.5541e-05i,-0.00011739-0.00036622i,5.7354e-05-0.00025451i,0.00019385+0.00016904i,0.00020849+8.3732e-05i
-0.0011843+0.00014951i,-0.00077805-0.00040474i,-0.00010311-0.0010773i,0.00081386-0.00028085i,0.0014788+0.00090761i,0.00057954+0.00075453i,-0.00032164+6.8104e-05i,-0.00032594-0.00023608i,0.00028701+3.4907e-05i,0.00084246+0.0003167i,0.00037587-0.00013571i,0.00022122-5.3592e-05i,0.00079631-2.5492e-06i,0.0012786+0.00012565i,0.0012522-6.9314e-05i,0.0011535-0.00042064i,0.00037716-0.00027514i,0.00027437-0.00043638i,0.0012517-0.00072814i,0.00069361-0.00058236i,-4.6759e-05-5.7808e-06i,-0.00042577+0.00036343i,-0.00068746+0.00013154i
-0.0012126-0.0021716i,-0.0025531-0.001084i,-0.002759+0.0011935i,-0.0020818+0.0030129i,-0.00041422+0.0018084i,0.0012879+0.00017982i,0.0006241+0.00045405i,-0.0012259+0.00014602i,-0.0010809+0.0001279i,-0.00010317+0.00028448i,-0.00031485+0.00018929i,-0.00090199+0.00037196i,-0.00037835+0.00046553i,0.00062114-0.00035949i,0.00076856-0.00076158i,-0.00024315-9.7761e-05i,-0.00038958-0.00017817i,0.0003137-0.00034261i,-0.00050792-0.00018696i,-0.0014583-0.00038654i,-0.00081056-0.00042107i,-0.0005698-0.00021169i,-0.00051692+9.5565e-05i
-0.0010573-0.0012293i,-0.00099962-0.00062494i,-0.0011802-9.1862e-05i,-0.00015941+3.3402e-05i,0.0015017-0.00010573i,0.0011323-0.00025661i,-4.8025e-05+5.2085e-05i,-0.00031197+0.00055172i,-0.000237+0.00027604i,0.00043169+0.00053594i,0.00078233+0.00076487i,0.00034829+0.0005028i,0.00012736+0.00013687i,-0.00014017-0.00020633i,-0.00078061-0.00011992i,-0.00032799-0.00023717i,0.00074271+0.00015028i,0.0011403+0.00030179i,0.00074793+0.00026874i,0.00028257+0.00031006i,-1.129e-05+8.4907e-05i,-0.00029239+0.00011016i,2.419e-05+0.0001466i
-0.001131-0.0008201i,-0.0013107+0.00063915i,-0.00075054+0.0014928i,-0.00058695+0.0021922i,-0.00033833+0.0025807i,0.00086519+0.0014991i,0.0014019+0.0004248i,0.00060878+0.00071777i,-0.00025624+0.0011091i,0.00046238+0.0004114i,0.0013655-0.00027302i,0.0011051-0.00028833i,0.00050756-0.00024524i,-6.5612e-05-7.0725e-05i,-0.00095557-0.00012153i,-0.0012519+7.5584e-05i,-0.00053178-0.00039582i,3.0379e-05-0.00073206i,0.00021605-0.00040351i,0.00015325-0.00011967i,3.3178e-05-0.00029876i,-0.0005033-3.204e-05i,0.0001442-4.3674e-06i
-0.0026346+0.0013995i,-0.0019566+0.0012224i,-0.0023334+0.0018772i,-0.0016669+0.0030229i,0.0003301+0.0033776i,0.0016264+0.0016779i,0.0014287+0.00016786i,0.00043663-0.0002236i,0.00062239-0.00023382i,0.0011608+0.00059132i,0.00077715+0.0010911i,0.00055901+0.00016598i,-0.0005574-0.0010119i,-0.0012503-0.0010519i,-0.00080484-0.00022683i,-0.00041+0.00024885i,0.00024146+0.00038184i,0.00027395+0.00024847i,0.00029791-0.00039157i,0.00089632-0.00027961i,0.0008379+5.4767e-05i,0.00054608-0.00028264i,0.00034622+1.0712e-05i
-0.0021337-0.0016799i,-0.0015404-0.00067984i,-0.00074519+0.00073957i,0.00061208+0.002272i,0.0015078+0.0026643i,0.0017653+0.0011623i,0.0011974-0.001056i,-0.00016164-0.0012404i,0.00024044+0.00018688i,0.00089198+0.0014638i,0.0004888+0.001233i,0.00064248-4.4232e-05i,0.0013741-0.00024867i,0.0010668+7.4033e-05i,6.7461e-05+0.00039263i,-0.00017751+0.00099852i,-0.00014444+0.0001267i,-9.4104e-06-0.0007114i,0.00029263+4.4244e-07i,5.3128e-05+0.00095167i,-0.00029683+0.00073766i,0.00013728-0.0002909i,-0.00030304-0.00047547i
0.0016186-0.00045643i,0.000105-0.00034195i,-0.00096912-0.00011048i,-0.00042595-0.00032666i,0.00088387-0.00048636i,0.00055356+0.00033201i,-3.7235e-05+0.00069941i,-0.00042841+0.00011164i,-0.00071436+0.0001322i,-0.00019576+6.8352e-05i,9.476e-05+6.9514e-05i,-0.00046387+0.00047752i,1.067e-05+0.000413i,0.00028137+0.00065624i,0.0002843+0.00010978i,0.00079162-0.0001913i,0.00069757+0.00045557i,0.00038491+0.00089942i,-0.00021099+0.00059412i,-0.00044142-0.0004897i,0.0001706-0.00055135i,0.00034801-0.00034599i,-0.00034914-0.00070586i
0.00033523+0.0019551i,0.00099703+0.00067898i,0.0020307+0.00049224i,0.0024411-0.00036803i,0.0025627-0.00098223i,0.001846-0.0013382i,4.4944e-06-0.00082257i,-0.00019463+8.1663e-05i,0.00086942+0.00072742i,0.0006335+0.0008163i,-0.00048896+6.893e-05i,-0.0013166-0.00030194i,-0.0018491+0.00018345i,-0.0017509+0.00026881i,-0.00079505+0.00033412i,-0.00064245+0.00043281i,-0.00065717+0.00061218i,-0.00052864+0.00045668i,-8.3135e-05+0.00034066i,0.00031813+0.00027045i,0.00065967-0.00025083i,-7.1088e-05-8.9654e-05i,-0.00053427+0.00023559i
-0.00048551+0.0018772i,0.00058775+0.001288i,0.0010948+0.0023673i,0.001704+0.0023156i,0.002938+0.0012674i,0.0014916-0.00018593i,-0.00065066-0.00065647i,-0.0010401+0.00067225i,-0.0010187+0.0017927i,-0.00090288+0.0013591i,-0.00087789+0.00053014i,-0.0014391+0.00021943i,-0.001656-0.00031652i,-0.001234-0.00064912i,-0.00065461-0.00011578i,-0.00032297+0.00072783i,-2.5421e-05+0.0010742i,0.0006925+0.00061888i,0.0019386-9.7155e-05i,0.0014262-0.00030526i,9.9188e-05+0.00045349i,-0.0002584+0.00041642i,-0.00053645-0.00028122i
-0.00059489-6.086e-05i,4.0228e-05-0.00038652i,0.00013087-0.0010108i,-0.0002278-0.00023674i,0.0005203+0.00056905i,0.0011913-0.00022786i,0.00050986-0.00038747i,-0.00016256+0.00042635i,-0.00024529+0.0019728i,-0.00014289+0.0022021i,0.00031279+0.0015526i,0.00017137+0.0014788i,0.00062492+0.0010981i,0.0010651+0.00054861i,7.5889e-05+0.00051413i,0.00025587+0.00038577i,0.00056047+3.1055e-05i,2.3015e-05+8.8378e-05i,-5.9006e-07-0.0002692i,-0.00028593-0.00046123i,-0.00032597-0.00053115i,0.00037051-0.00062981i,0.00065559-0.00060981i
-0.00011734-0.0016758i,-0.0005516-0.0018503i,4.3793e-05-0.0021494i,0.0010679-0.0017716i,0.0021968-0.00025453i,0.002077+0.0011169i,0.0016825+0.00097199i,0.0014942+0.00053406i,0.0015431+0.00091664i,0.0015502+0.0011902i,0.0010061+9.2895e-05i,0.00081515-0.00040977i,0.0010757+0.0007933i,0.0018649+0.0012825i,0.001328+0.0011976i,0.0004059+0.00023177i,-0.00014301-0.0012517i,-7.1885e-06-0.00082479i,0.00027091-0.00021325i,-0.00065231+0.00032872i,-0.0012544+0.00085609i,-0.0010224+0.00049461i,-0.00093373-6.1174e-05i
0.0010746+0.00079819i,-0.00028045-2.7252e-05i,-0.00069602-3.4844e-05i,-0.00023882-0.00020702i,0.00093162-0.0008306i,0.00099017-0.00080678i,0.0002885-0.00060965i,-0.00033683-8.9742e-05i,-0.00011519+0.00036724i,0.00067612-0.00034985i,0.00020607-0.0019172i,-0.00095036-0.0015379i,-0.0011825+8.4587e-05i,-5.7384e-05+0.00034076i,0.00032397+0.00035812i,0.00059007+0.0001369i,0.00075937-0.00018987i,0.00037931+0.00069139i,9.5224e-05+0.00067503i,-0.00039167+0.00036377i,-0.00025456+0.00051333i,-4.813e-05+0.00029256i,0.00061966+8.8101e-05i
0.0010016-0.0008111i,-0.00029249-0.0015771i,-0.0011191-0.0026395i,-0.00044538-0.0023927i,-0.00015609-0.0013079i,-0.0010421-0.0009648i,-0.0013195-0.00097073i,-0.00092462+0.00050705i,-0.00069645+0.0014436i,-0.00012212+0.00035511i,-0.00040873-0.00049699i,-0.00046556-0.00031858i,0.00013256-0.00011996i,2.1744e-05-4.1356e-05i,-0.00047062+0.00023557i,-0.00018352+0.00050508i,0.00034429+0.0006564i,2.3735e-05+0.00059556i,1.6544e-05+0.00059721i,-9.0057e-05+0.00041536i,-0.00024038+0.00025257i,9.2229e-05+0.0007031i,-9.0096e-05+0.00059118i
-0.0010865+0.00026804i,-0.0014077+0.0001846i,-0.0010219+0.00046138i,-0.00030601+0.00037918i,0.0004714+0.00070524i,0.00088515+0.00077539i,0.0003464+0.00046798i,-0.0005826+0.00039223i,-0.00066866+0.00051432i,-0.00064882+0.00065845i,-0.001525+0.00047104i,-0.0014754+0.00017886i,-0.00016572+0.0002549i,0.00022054+0.00033298i,0.00044336+0.00070541i,0.00081749+0.00077098i,0.0003701+0.00031508i,0.00010521+0.00020934i,0.00013415+0.00059509i,-0.00018003+0.0007493i,8.0712e-05+0.00020655i,0.00037603-0.00011976i,-5.3371e-05-0.00029187i
-0.0016708-0.0026568i,-0.0029-0.00081327i,-0.0040185+0.00050486i,-0.0029044+0.0013051i,-0.0004727+0.0024589i,0.0017246+0.0023755i,0.0014891+0.0015016i,-6.7634e-05+0.001049i,-0.00063719+0.0010198i,-0.00057438+0.0014921i,-0.00065033+0.0013124i,-0.0002933+0.00091545i,0.00041441+0.00048995i,0.00082322+2.7761e-05i,0.0010039+6.602e-05i,0.00077907-4.744e-05i,0.00075741-0.0007168i,0.00092634-0.00077171i,0.00067655-0.00043567i,0.00022215-0.00046118i,-1.273e-05-0.00041991i,0.00014787-0.00038068i,-0.00057664-0.00038813i
-0.0021823-0.00083725i,-0.00017885-0.00051544i,0.00038983-0.00054624i,-0.00055617+0.00043222i,-0.00015543+0.00051171i,0.0010025+0.0001243i,0.00081328-0.00046317i,0.00099556-0.0006936i,0.0014265+0.00017899i,0.00078817+0.00048457i,-3.1724e-05+0.00052702i,0.0002367+0.0010247i,0.00081116+0.00063713i,0.00081832-0.00021145i,0.0004269+0.00021208i,0.00026971+0.00065236i,-5.6053e-05+0.00035981i,7.5159e-05+0.00028609i,0.00063721+0.0002732i,0.00075851-0.00014385i,-0.00029556-0.00051644i,-0.001142-0.0004139i,-0.00098897-0.0003854i
0.0021029-0.0029725i,2.9476e-05-0.0026247i,-0.0024585-0.001703i,-0.0036934-0.00018341i,-0.0028271+0.00068388i,-0.00076231+0.00085835i,-0.0001414+0.00033861i,8.9406e-05+0.0003973i,0.00023827+0.0010673i,0.00043808+0.00093623i,0.00082634+0.00013011i,0.0012246+0.00064206i,0.0015554+0.0014693i,0.0011208+0.00071469i,0.0013505+0.00026658i,0.0015603+0.00077222i,0.00075321+0.001516i,2.6654e-05+0.0018703i,-0.00021354+0.0012244i,-0.0010431+0.00048316i,-0.00087367+6.7065e-05i,-0.00053464-0.00042689i,-0.00044008-0.00012849i
0.00065864-0.0011472i,0.00031733-0.0023519i,-0.00045404-0.0027786i,-6.2969e-06-0.0019631i,-0.00018993-0.0012192i,-0.0011291-0.00022614i,-0.0012332+0.00053249i,-0.0010069+0.00080021i,-0.00052688+0.0010376i,6.0764e-05+0.00031883i,0.00031239-0.0011478i,0.00027136-0.00055714i,-0.00035814+0.0011728i,-0.0011574+0.0010672i,-0.00050565+0.00021342i,0.00033516-0.00012713i,0.00033309-0.00034696i,0.00013564-0.00035096i,-9.4841e-05-0.00014888i,-4.0183e-05-0.00014694i,-0.00026064-0.00027963i,-0.00066208-0.00038174i,-0.00076644-0.00037438i
0.00039656-1.441e-05i,0.00046847-0.00088479i,0.00086074-0.00053324i,0.0014622+0.00026103i,0.0019829+0.000527i,0.0014613+0.00052785i,0.00059575+0.00080048i,-0.00051991+0.0011829i,-0.00046708+0.0006737i,0.00034445+0.00063765i,6.7264e-05+0.00039887i,-0.00022216-0.0004968i,-0.00039723-0.00022978i,-0.0002524+0.00086071i,-0.00023232+0.0013097i,-0.00036577+0.00090493i,0.00064872+0.0001374i,0.00059939-0.00081668i,-0.00055877-0.0011601i,-0.00048056-0.0013405i,0.00018365-0.00091663i,0.00024321-0.00014668i,-0.00035309+0.00018602i
0.0014727+0.00036783i,0.0014759-0.0016869i,0.0013794-0.0022213i,0.00026226-0.0011739i,-0.00036832-0.0011787i,0.00015685-0.0016756i,0.00049602-0.00024576i,-0.00013037+0.0015194i,-0.00091359+0.0015951i,-0.0011372+0.00043931i,-0.0012598+0.00043357i,-0.0011462+0.0011945i,-0.0011038+0.0016572i,-0.00066189+0.0016498i,-0.00015676+0.00097765i,-0.00016636+0.0004372i,-1.0604e-05+9.9926e-06i,-7.8808e-05-0.00060071i,-6.4525e-06-0.00089025i,-5.9408e-05-0.00041418i,-0.00020518+0.00025558i,-0.00014114-0.00013174i,2.0581e-05-0.00047087i
0.00091376-0.0010289i,-0.00031296-0.0013232i,-0.00073436-0.0014331i,-0.0006714-0.00046417i,-0.00044336-0.0004234i,0.00027257-0.0010452i,-0.00031228-0.0010792i,-0.0009807-0.0010231i,-0.00053178-9.6445e-05i,-2.7278e-05+0.00043367i,-0.00087023+0.00086022i,-0.0016629+0.0014645i,-0.0010537+0.0012372i,-0.0006428+0.00049788i,-0.00051946-0.00012626i,-0.00050339+0.00041824i,-0.00013107+0.00058154i,0.00012672-0.00017855i,0.00054337-0.00071911i,0.00085098-0.000646i,0.00093118-0.00089318i,0.00036345-0.00094772i,-0.00012544-0.00050546i
0.0017642-0.0031168i,0.00063732-0.0017672i,2.4779e-05-0.00073896i,-0.00046702-0.00017203i,-0.00094256-0.00025217i,-0.00018609+0.00040764i,0.0010482+0.00049458i,0.0010046+0.00026136i,0.00025909+0.00035787i,0.00036151+0.00056641i,0.0011217+0.00085591i,0.00057031+0.0016014i,-3.0105e-05+0.0014292i,2.4494e-05+0.00048028i,-0.00021394+0.00015605i,-4.1964e-05+0.0001041i,0.0002732-0.00049387i,0.00019092-0.00042904i,-0.00029545-0.00014904i,-0.0012594-0.00082269i,-0.0019307-0.00089858i,-0.0017406-0.00056312i,-0.001273-0.00041923i
0.00096652-0.0023453i,-0.00064288-0.0032014i,-0.0032164-0.0040259i,-0.0041757-0.00294i,-0.0031294-0.00064137i,-0.0011635+0.001233i,0.00015059+0.0011691i,0.00030818+0.00047262i,0.00021501+0.00080705i,0.00036393+0.00044323i,0.00059401-0.00044847i,0.0005952-0.00063268i,0.00092727+0.00078199i,0.0012993+0.0010182i,0.0012326+0.00022139i,0.00052892+0.00048998i,0.00017306-0.00039479i,-0.00017327-0.0011988i,-0.00065527-0.0011394i,-0.00073664-0.0012939i,-0.00064815-0.00032657i,-0.00063545+0.00082163i,-0.00048357+0.00037882i
-0.00039106-0.0013968i,-0.0012529-0.00093195i,-0.0016973-0.00060553i,-0.0015296+0.00014088i,-0.00048284+0.00038032i,0.00081838+0.00011768i,0.00089625+2.0886e-05i,0.0001637+0.00049187i,3.5575e-05+0.0011324i,0.00018077+0.00054436i,-0.00016304-0.00055912i,-0.00016641-0.00097611i,0.00072389-0.001161i,0.0013395-0.0007727i,0.00064244+5.1472e-05i,-1.0195e-05+0.00041433i,0.00014232+0.00058292i,0.00052096+0.00028918i,8.9379e-05-0.0001127i,0.00011657+0.00027669i,0.00053438+0.00077367i,0.00014087+0.00083814i,-0.00011227+0.00095558i
-0.00024912-0.00056117i,-0.00071283-0.00037982i,-0.0021898+0.00026263i,-0.001979+0.0012395i,-0.00069944+0.0016337i,-0.00026795+0.00082641i,-0.0005063+0.00033165i,-0.00045044+0.00075168i,-0.00033258+0.00072911i,-0.00054386+0.00080478i,-0.00076995+0.00076492i,-0.00057319+0.00026016i,-0.00074607-0.00020564i,-0.0014701-0.00042542i,-0.0014335-0.00073817i,-0.00016558-0.000858i,0.00047148-0.00058149i,0.00053124-0.00042479i,-0.00024736+0.00031691i,-0.00046853+0.00026882i,0.00063147-0.00090631i,0.00075909-0.00080888i,0.0003096-9.4884e-05i
-0.0015354-0.00036494i,-0.0015982+0.00043356i,-0.0018873+0.0014428i,-0.00080357+0.002014i,0.0010201+0.0023313i,0.0014183+0.0012992i,0.0012022+0.00086426i,0.00067488+0.00093305i,-0.00025757+0.0016037i,-0.0008775+0.0019631i,-0.00071578+0.0011325i,-0.00012604+0.00049398i,0.00043648+0.00033597i,0.00075756-0.00012914i,0.00042044+5.9675e-05i,0.00018238+7.1006e-05i,0.00040847+0.00021374i,0.00050951+0.00021799i,0.00032459-0.00033196i,7.5429e-05-0.00024022i,-9.5303e-05-0.00033168i,-0.00026318-0.00028306i,-0.00016314-5.5164e-05i
-0.0014398+0.00054865i,-0.00087907+0.0010026i,4.7677e-07+0.0014649i,0.0011356+0.0021469i,0.0020361+0.0029187i,0.0017481+0.0025297i,0.0011034+0.00088218i,0.00050307-0.00022779i,-0.0001611+0.00057182i,-0.00034584+0.0026244i,0.00055766+0.0025582i,0.00082864+0.0011i,0.00032177+0.00096211i,0.00021172+0.00090487i,0.00024052+0.00047228i,6.7589e-05+0.00035677i,-0.00048956-0.00039904i,-0.0006447+0.00019945i,5.8903e-06+0.0011136i,0.00069646+1.6557e-05i,0.00037799-0.00075733i,0.0004674-0.00090415i,0.00071423-0.00052184i
