-0.0026977-0.0016758i,-0.0024867+0.00017658i,-0.003185+0.0017245i,-0.0043914+0.0026803i,-0.0045122+0.0023255i,-0.0027816+0.0014639i,-0.001421+0.0020608i,-0.00088642+0.002577i,0.00013823+0.0026535i,0.00082205+0.002761i,0.0010527+0.0025965i,0.00076025+0.0021009i,0.00026208+0.001261i,-0.00010347+0.0007733i,-0.00017604+0.00061558i,0.00030718+0.00025587i,0.0003071-0.0002681i,-9.0954e-05-0.0002005i,0.00010024+0.00025816i,0.00039293+0.00077204i,1.3416e-05+0.00066835i,-0.0004315-0.00054898i,-0.00025141-0.0010848i
-0.0008498+0.00081739i,-0.0028938+0.00045561i,-0.0040545-0.00012068i,-0.0034919-0.0011399i,-0.0032427-0.0015114i,-0.0023938-0.0006315i,-0.00077898-0.0001181i,-0.00031014+0.00014698i,-0.00083754+0.00074374i,-0.0013165+0.0011249i,-0.0014883+0.0012198i,-0.0010918+0.0013237i,0.00026211+0.001418i,0.0004717+0.00067319i,-0.00015997+0.00049665i,-9.4298e-05+0.0013125i,0.00024392+0.00079443i,9.4631e-05+1.4815e-05i,-0.00015537+0.00078368i,-0.00053564+0.0013778i,-0.00075023+0.00094248i,-0.00027993+0.00042434i,-0.00024322+0.00043197i
-0.001071+0.00054534i,-0.0006756-0.00044576i,-0.00036174+0.00068901i,-0.0013502+3.1984e-05i,-0.0016367-0.0006609i,-0.0011646-0.00021335i,-0.00095162+0.00016988i,-0.00064903+0.00038344i,-0.00068674+0.00072445i,-0.00030407+0.00083615i,-0.00017403+0.00080977i,0.00016942+0.0012314i,0.0010515+0.001852i,-9.7553e-05+0.0018919i,-0.0009522+0.0013107i,-0.00055586+0.0008195i,-0.00012093+0.00036049i,-0.00026826+0.00066283i,-0.00023129+0.00055518i,0.00020915+0.00015346i,4.4809e-05+0.00036465i,-8.4134e-05+0.00038777i,0.00041973+0.0003205i
-0.0023384+0.00049067i,-0.0033819+0.0017561i,-0.0056315+0.0021641i,-0.005388+0.0012383i,-0.004405+0.00085983i,-0.0030594+0.00093469i,-0.0010588+0.00079996i,-0.00029476+0.0011938i,-0.0011701+0.0015208i,-0.00069159+0.0010745i,0.00022325+0.00083539i,0.0006426+0.0013447i,0.00091359+0.00158i,0.00040608+0.0009461i,0.00014574+0.0003601i,0.00013111-0.00012924i,0.00019206-0.0005466i,0.00022184+6.4966e-06i,0.00010708+0.0008303i,-0.00048315+0.00093851i,-0.0007453+0.0007169i,-0.00061006-5.344e-05i,-0.00059587-0.00051099i
-8.019e-05+0.00042533i,-0.00048845+0.00097884i,-0.0018507+0.00224i,-0.0019721+0.0028845i,-0.0021967+0.0017468i,-0.002189+0.0010651i,-0.00091685+0.0011789i,7.387e-05+0.0010625i,-0.00016065+0.0014308i,-0.00030081+0.00099689i,-0.00065412+0.00098i,-0.0010038+0.0015662i,-9.9408e-06+0.00056664i,0.00081345-0.00083482i,0.00072449+5.2525e-05i,0.00031791+0.0013004i,0.00034408+0.0011183i,0.00042903+3.8786e-05i,0.00035111-0.00060251i,4.1511e-05-0.00018066i,-0.00016758-0.00044269i,-0.00041404-0.00072595i,-0.00052859+0.00038858i
0.0010466+0.0019351i,0.00046512+0.002612i,0.00076153+0.0017203i,0.00089847+0.00047489i,-0.00016676+0.00026937i,-0.00081189+0.0010001i,2.8165e-06+0.0019109i,-0.00036446+0.00079906i,-0.000965+4.2189e-05i,4.4944e-05+0.00086316i,0.0011148+0.0013666i,0.00053432+0.0010053i,-5.7258e-05+0.00012006i,0.00075933+0.00042229i,0.00086968+1.4025e-06i,0.0002151-0.001232i,-0.00044853-0.00072105i,-0.00057874+4.691e-05i,-0.00022039+0.00012002i,-0.00013621-0.00014377i,-0.00013795-0.00050142i,-0.00047214-0.00029008i,-0.00073964+0.00037202i
-0.0010569+0.00088771i,-0.0026164+0.0001126i,-0.001866-0.0012106i,-0.00072617-0.0017998i,-0.00067643-0.001338i,-0.00089842-0.00021831i,-0.0004276+0.00021842i,-0.00013613+4.3273e-05i,-0.001081+0.00016608i,-0.001594+0.00045562i,-0.0011234+0.00033971i,-0.00059416+0.00013604i,-0.00045678+6.8812e-05i,0.00035176-0.00039585i,0.0014535-0.00032325i,0.0013384+0.00037022i,0.0004094+0.00020364i,0.00019794-0.00032135i,0.00026555-0.00026128i,0.0003442+3.9002e-05i,0.00062056+0.00047408i,0.00049214+0.00011503i,0.00016074-0.00024788i
-0.00058579+9.7638e-06i,0.00019935+0.0004991i,-0.00056056+0.00057124i,-0.0032506-0.0012391i,-0.0045883-0.0009882i,-0.0031065+0.00049501i,-0.0020139+0.00096287i,-0.0019365+0.00034612i,-0.0015068+0.00018164i,-0.001093+0.00099987i,-0.00052675+0.0017093i,-0.00014909+0.00058349i,-0.0004753-0.00077837i,-0.00043781-0.00042189i,0.00014336+0.00013589i,0.00050528+0.0003458i,0.0005609+6.6818e-05i,0.0002123-0.00040642i,-0.00034442-0.00010383i,8.0045e-05-6.8454e-05i,0.00045102-0.00063173i,-0.00049022-0.00032946i,-0.0007809+1.9261e-05i
-0.00049996-0.00061511i,-0.0024014-0.00012582i,-0.0041359+0.00058671i,-0.004642+0.002508i,-0.0038383+0.0027037i,-0.0021194+0.0014063i,-0.00064179+0.00087726i,4.0074e-05+0.00090252i,-0.00054083+0.0014163i,-0.0010592+0.0015956i,-0.0012615+0.0015103i,-0.0013313+0.0012306i,-4.6116e-05+0.00048734i,0.00081503+0.00032298i,0.00024748+0.0002056i,0.00021731-0.00023253i,0.00055972-8.4153e-05i,0.00039836+2.2692e-06i,-0.00049932+6.9865e-05i,-0.00028982-7.3021e-05i,0.00017245-0.00042807i,5.1896e-05-0.00036933i,0.00027664-0.00046393i
-0.0013915-0.00080394i,-0.002605-0.00053621i,-0.004444-0.0010159i,-0.0054271-0.00047105i,-0.0050846+0.0012386i,-0.0022622+0.0025508i,-0.0003989+0.0016306i,-0.00057162+0.00043455i,-0.00085647+0.00058307i,-5.7376e-06+0.0013784i,0.00068857+0.0017936i,0.00056702+0.0013617i,0.00035155+0.0011217i,-1.2557e-05+0.00079339i,0.00038853+0.00010279i,0.00035728+0.00020496i,-0.00038105-8.1625e-05i,-0.00044073-0.0013082i,-0.0004725-0.0016035i,-9.1053e-05-0.00079758i,0.00041155+7.4744e-05i,0.0011012-7.1068e-06i,0.00079381-0.00030482i
-0.0009683+0.00090268i,-0.00079142+0.0014518i,-0.00095851+0.0010293i,-0.0011971+0.00039637i,-0.0010353-0.00010385i,-0.0008019-0.00057048i,-0.00092405-0.00066394i,-0.0006927+4.5166e-05i,-0.00083395+0.00074377i,-0.0017684+0.00092712i,-0.0015495+0.0015479i,-0.00041776+0.0017711i,0.00090401+0.00049999i,0.0011499+1.0641e-05i,0.0005641+0.00012248i,2.1825e-05-0.00027748i,-1.2983e-05-0.00010131i,0.0001487+0.00012929i,-0.00025383+0.00030943i,-0.001023+0.00071992i,-0.00099541+0.00053999i,-0.00058265+0.00038791i,-0.00037892-7.6789e-05i
-0.00075694+0.00010155i,-0.0018763-0.00041452i,-0.0026715-0.00074675i,-0.0016638-0.0010292i,-0.0020139-0.0010358i,-0.002689-0.00016311i,-0.0023958+0.00054676i,-0.0015559+0.00021804i,-0.00084228+0.00045675i,-0.000936+0.00070383i,-0.00013009+0.00034873i,0.00046328+0.00064771i,5.9782e-05+0.0010521i,0.00024894+0.00081395i,0.00069557+0.00011731i,0.00076448+0.00037741i,0.00031813+0.0010077i,-0.00024626+0.00019092i,-0.00017713-0.00061776i,0.00043782-0.00066127i,0.00075212-8.2805e-05i,0.0010132+0.0001436i,0.0009402-0.00037179i
-0.00032939+0.0012931i,-0.0011732+0.001912i,-0.0020421+0.0019704i,-0.0026563+0.0007368i,-0.002815-0.00056536i,-0.0019204-0.00084902i,-0.00062189-0.0003576i,-0.00074572+3.0698e-05i,-0.0015738-0.00026865i,-0.0011717+0.00010701i,-0.00054475+0.00078861i,0.00027238+0.00072709i,0.00066843+0.00024815i,-1.4195e-05+0.00030872i,-0.00049156+0.00022442i,-0.00045982-0.00026979i,-0.00025582-0.00060909i,0.00019595-0.00038263i,0.0004325+0.00028944i,-0.00022522+0.0008461i,-0.00038353+0.00026066i,-1.5832e-05-0.00058252i,0.00022214-0.00020314i
3.2991e-05+0.0019264i,-0.0015277+0.0015232i,-0.0027403+0.0024507i,-0.0024997+0.0026557i,-0.0024606+0.0012153i,-0.0028265-0.00022742i,-0.0016046-0.00034818i,-0.00074655+2.5197e-05i,-0.0012887+0.00025782i,-0.0012483+0.00044864i,-0.00031193+0.0010601i,0.00040842+0.0018751i,0.00066331+0.0021143i,0.00081062+0.0013916i,0.00054221+0.00032137i,-0.00064151+0.00015382i,-0.00090079+9.2304e-05i,-0.00074642+0.00024989i,-0.00041435+0.00051263i,0.00027271+0.00078231i,0.00012908+0.00064752i,0.00013716+0.00060096i,0.00013319+8.6035e-05i
-0.00056054+0.0023838i,-0.00013299+0.0030798i,0.0013545+0.0041487i,0.0019833+0.003509i,0.0012681+0.0011482i,0.0012354+7.2816e-05i,0.0012543+5.389e-05i,0.00014967+0.00057078i,-0.00081998+0.0017463i,-0.00098923+0.0020834i,-9.7008e-05+0.0014101i,0.0006143+0.00090356i,0.0013915+0.00079844i,0.0015173+0.00056022i,0.00082223+0.00087671i,0.00061508+0.0004651i,0.00045464+6.0142e-05i,-0.00028216-0.00018542i,-0.00055948-0.00017431i,-0.0004139+0.00037424i,-0.00013629+0.00050525i,0.00031353-0.00013953i,0.00085594-0.00035166i
-0.00020834-0.00055279i,-0.0026449-0.0012143i,-0.0035768-0.00145i,-0.0029284-0.00084683i,-0.003062-0.0006748i,-0.0024342-0.00024498i,-0.00046996+0.00092213i,-0.00037235+0.0011413i,-0.0004384+0.00098428i,-9.3449e-05+0.0017282i,-0.00031635+0.0015494i,-0.00026567+0.00045747i,-1.5946e-05+0.00033942i,-0.00029053+0.00072913i,-0.00038605+0.00025854i,0.00080887-0.00014683i,0.0016847-0.00031592i,0.0014864-0.000895i,0.00047201-0.00052437i,-0.00026994-0.00014162i,-2.7508e-05-0.00012126i,0.00032706-0.00054133i,-5.1223e-05-0.00054881i
-0.0011537+0.0004393i,-0.00096866+0.00031358i,-0.0013178+0.001324i,-0.0020206+0.0019996i,-0.0020164+0.0015261i,-0.00089887+0.00055745i,-0.00023924+0.00044581i,-0.00069932+0.00078805i,-0.0010011+0.0012104i,-0.00073876+0.0018697i,-0.00036093+0.0022099i,0.00025922+0.0017888i,0.0012675+0.00087243i,0.0016036+0.00046034i,0.00054311-8.6365e-05i,-0.00014461-0.00067751i,0.00043016-0.00076858i,0.00048405+0.00051517i,-0.00038607+0.00075034i,-0.00070739-0.00041948i,-0.00039127-0.00084183i,-0.00021206+2.6028e-06i,6.9783e-05+0.00058582i
-0.0019537+0.0020591i,-0.0030962+0.0022627i,-0.0030292+0.0026679i,-0.0024994+0.0025552i,-0.0017507+0.0013692i,-0.0010935+0.00076907i,-0.00063414-2.2326e-05i,-2.967e-05-0.00027052i,-0.00052472-1.1001e-05i,-0.00037578+0.00029272i,0.0001069+0.0002843i,0.00068486+0.00032939i,0.0013542+0.00065161i,0.0010606+0.00059488i,0.00066006+0.00051943i,0.00074968+0.00042348i,0.00077363-6.5766e-05i,8.0624e-05-0.00032019i,6.1871e-05-0.00016713i,-9.5426e-05+0.00062909i,-0.00039699+0.00070042i,-0.00045547+0.00028734i,-0.00049197+0.00074054i
-0.00034777+0.0012207i,-0.0011516+0.00027027i,-0.00082737+0.00062496i,-0.0019925+0.0006876i,-0.0023701-6.9256e-05i,-0.0010359+0.00053603i,-0.00054447+0.00083933i,-0.00057345+3.7698e-05i,-0.00092561+0.00027226i,-0.0011574+0.00053111i,-0.0004094+0.00096611i,0.00015016+0.0008894i,0.00061391+0.00011504i,0.00084609-0.00024147i,7.8853e-05+7.6177e-05i,-0.00075993+0.00062742i,-0.00080928+0.0006436i,-0.00079541+0.001095i,-0.00046498+0.0015179i,0.00047569+0.00074638i,0.00059345+0.00017577i,-2.4298e-05+0.00025529i,0.00028263+0.00064397i
-0.0015377-0.0011072i,-0.0027748+4.3997e-06i,-0.0033368+0.0012547i,-0.0029977+0.00025773i,-0.0024315-0.00030203i,-0.0018796+8.837e-05i,-0.0014302+0.00076108i,-0.0016785+0.001173i,-0.0016782+0.0010879i,-0.0013839+0.00039363i,-0.0014528+0.00038314i,-0.00087219+0.00054523i,-0.00047341+0.00076362i,-0.00037299+0.0009183i,-0.00032015+0.00029598i,-0.00083406+0.00027336i,-0.0015691+0.00041471i,-0.00055476+0.00041221i,-3.4967e-05+0.00079177i,-0.00090009-0.00013596i,-0.001011-0.00048155i,-0.00091055-6.9679e-05i,-0.0001369+4.9941e-05i
-0.0018234-0.0010792i,-0.0026195-0.0012267i,-0.0035531-0.001868i,-0.002892-0.0016491i,-0.0017928-0.00010208i,-0.0012431+0.00093029i,-0.00087181+0.00098716i,-0.00083422+0.00072536i,-0.00064462+0.0015645i,-0.00064992+0.002106i,-0.00071599+0.0015846i,-0.00052929+0.0016675i,-0.0011702+0.0015261i,-0.0014051+0.001123i,-0.00054961+0.00061056i,0.00019229+9.1843e-05i,0.0004844+0.00015926i,0.00024676+0.00039089i,6.0879e-05+0.0005327i,0.00027663+0.00045271i,0.00050029+1.3382e-05i,0.00047686-9.3801e-05i,-0.00018231+0.00037149i
-0.0017185-0.001108i,-0.003108+0.00059866i,-0.0050283+0.0021845i,-0.0053562+0.0025447i,-0.0042645+0.0021669i,-0.0023902+0.0015371i,-0.00099496+0.00078809i,-0.001088+0.00065308i,-0.0016507+0.0010386i,-0.0015373+0.0012275i,-0.00060814+0.0015587i,0.00017983+0.0018284i,0.00066944+0.0018678i,0.00032725+0.0015127i,0.00023048+0.00072466i,0.00049568-0.00063314i,0.00062038-0.0015264i,7.5395e-05-0.0010575i,-0.00083882-0.00017423i,-0.00057516-0.00033084i,-8.1029e-06-0.00059379i,0.00017297-0.00040546i,0.00061435+0.00018049i
-0.0010467-0.00095655i,-0.002519-0.000967i,-0.004067-0.00035176i,-0.0038014-0.00028605i,-0.0029237+0.00022253i,-0.0024451+0.00054785i,-0.0015714+0.00058031i,-0.00094523+0.0010488i,-0.00074245+0.0010952i,-0.0011002+0.0011991i,-0.00091963+0.00070302i,0.00016513+0.00040062i,0.00046022+0.00081936i,0.00036675+0.00059472i,-0.00032601+0.00071701i,-0.00046775+0.00052645i,-0.00046422-0.00037499i,-0.00076471-0.00012901i,-0.00046347+0.00078859i,-0.00073559+0.00041402i,0.00014451-0.00023372i,0.00027413-0.00011689i,-0.0002932+0.00018673i
0.00019706+0.00042496i,-0.0007892+0.00077502i,-0.0018405+0.00043754i,-0.0019963-0.00014826i,-0.0015609+0.00027075i,-0.00077826+0.0018295i,-0.00048897+0.002039i,-0.0003546+0.0014173i,-0.00035416+0.00095584i,-0.00036597+0.00054278i,-0.00059171+0.00043701i,-0.00062027+0.00082971i,-0.00014631+0.00022267i,0.00023751-0.00051093i,-0.00011716-0.00022253i,-0.00056567-0.00029867i,-0.00057231-9.9946e-05i,-0.00064408+0.00073571i,-0.00088519+0.00051732i,-0.00022108+2.5025e-05i,-4.3709e-07+0.00058758i,-3.4099e-05+0.00043079i,0.00067464+0.00011234i
-0.0035179+0.00017646i,-0.0038059+0.0017528i,-0.0042522+0.0026788i,-0.0039165+0.0026805i,-0.0033686+0.0021158i,-0.0016116+0.0013599i,5.5932e-06+0.00093465i,-0.00018368+0.00048504i,-0.00096068+0.00041297i,-0.0011363+0.0014932i,-0.00052718+0.0025947i,0.00023362+0.0020994i,0.00066904+0.0010807i,0.00079293+0.00076635i,0.00072089+0.00035458i,0.00093615+0.00036541i,0.00098079+0.00034749i,2.4412e-05+0.00028862i,-0.00088357+0.00030379i,-0.00058392+1.597e-06i,0.00054245-0.00011719i,0.0015186-8.3553e-05i,0.0012575+0.00040325i
0.00026653-0.00041606i,-0.00069246-0.0006502i,-0.0024497-0.00094525i,-0.0033188-0.00034822i,-0.0026126-4.5122e-05i,-0.0025928-7.3211e-05i,-0.0027+0.00044707i,-0.0024547+0.00031825i,-0.0018286+0.00046553i,-0.0013999+0.0012416i,-0.00061292+0.00093559i,0.00062465+0.00093108i,0.0010346+0.0011663i,0.00027892+0.0010018i,0.00015272+0.00084006i,7.0179e-05+0.00071808i,0.00020418+0.00077497i,0.00012058+0.00058648i,-0.00051536+0.00015959i,-8.9952e-05+0.00023074i,0.00025628+0.00074063i,0.00021971+0.00037512i,0.00063713-0.00039602i
-0.0023323+0.0014138i,-0.00243+0.0035623i,-0.0032493+0.0040421i,-0.0026994+0.0026896i,-0.0017841+0.0012022i,-0.001061+0.0005029i,-0.0001362+0.00069603i,-0.00023445+0.00048217i,-0.0013327+0.0006901i,-0.0015053+0.0013643i,-0.00033198+0.0014445i,0.00050961+0.0014233i,0.00058229+0.0014287i,0.00074789+0.0016908i,0.00057183+0.0017714i,0.0004278+0.00076275i,0.00076697+0.00026408i,0.0010452+0.00024857i,0.0010447-0.00034372i,0.00022903-0.00040741i,-0.00015575+2.2606e-05i,0.0002182-0.00022416i,0.0003855-0.00028101i
0.000221-0.002724i,-0.00076441-0.0030857i,-0.0014225-0.00249i,-0.0032478-0.0022876i,-0.0047652-0.0026036i,-0.0038056-0.0014581i,-0.0019551+0.00034169i,-0.0013579+0.0010268i,-0.0012331+0.0014504i,-0.00068341+0.0015075i,-0.00026907+0.0011902i,-0.00040465+0.0010482i,0.00027506+0.0012166i,0.0014168+0.00050953i,0.0011042+4.3392e-05i,0.00018354+0.00080012i,-0.00063038+0.00030255i,-0.001024-0.0005968i,-0.00028152-5.676e-05i,0.00064353+0.00015177i,0.00010882-0.0004939i,-0.0007492-0.00059364i,-2.3492e-05-0.00036215i
-0.0011393+0.0016655i,-0.0022444+0.0021132i,-0.0028444+0.0022139i,-0.0030673+0.0019754i,-0.0032228+0.001798i,-0.0019376+0.0016138i,-7.7511e-05+0.0013672i,0.00030493+0.0012375i,-0.00090221+0.0013557i,-0.0015902+0.0015005i,-0.0013563+0.0021675i,-0.00024582+0.0016963i,0.0010174+0.0011642i,0.00089255+0.00090812i,0.00052079+0.00055676i,0.00080068+0.00054876i,0.0011831+0.00065443i,-0.00016179+0.00084603i,-0.0010502+0.00066628i,-0.00068582+0.0001827i,-0.00090551+0.00055964i,-0.00026304+0.00046049i,8.5774e-05-0.00023567i
-0.00083616+0.0015961i,-0.0015766+0.0010662i,-0.00067198+0.0014036i,0.00042925+0.00094152i,0.00027181-0.00029525i,-0.00036579-0.00040388i,-0.00050009+0.0008205i,-0.00026187+0.0013849i,-0.00080976+0.0010571i,-0.00077656+0.00048183i,-7.7949e-05+0.00061334i,0.0011216+0.0011688i,0.0015552+0.00054991i,7.0806e-05-0.00031683i,-0.00045744+3.9166e-05i,0.00033085+0.0004992i,0.0007506+6.631e-05i,0.00034077+8.2284e-05i,-0.00030221+0.00034155i,-0.0014487-0.00017773i,-0.0017505-0.0017581i,-0.00092995-0.0013681i,-0.00033117-0.00023269i
-0.003333+0.0019054i,-0.0036243+0.0035474i,-0.0036799+0.0043407i,-0.0028574+0.0029489i,-0.0021671+0.0020521i,-0.0017363+0.0014457i,-0.00063848+0.0007673i,-4.0272e-05+0.00010823i,-0.00030055-7.0167e-05i,-0.0004159+0.00092864i,-0.00048463+0.0019101i,-0.00047+0.0012635i,0.00033044-0.00036902i,0.001137-0.00028885i,0.00088836-4.4305e-05i,0.00021329-0.0008557i,-0.00096847-0.0010611i,-0.0011082-0.0010796i,-0.00017464-0.00094788i,-4.9677e-05-4.7078e-05i,0.00027786+0.00038027i,0.00088148+0.00028452i,0.00075576+9.8169e-05i
0.00054282-0.00067021i,2.6292e-05-0.0015148i,-0.00038558-0.0029347i,-0.0010015-0.0023432i,-0.00046493-0.00040628i,-0.00030148+0.00083613i,-0.00018615+0.00098214i,0.00033468+0.00016864i,-1.835e-05+6.1913e-05i,-0.00076855+0.00049901i,-0.00058083+0.00063757i,0.00030919+0.00035746i,3.971e-05+0.00047399i,-0.00041337+0.00061037i,-0.00020937+0.00088006i,-0.00012465+0.00048731i,-0.00095768+4.8672e-05i,-0.001257+0.00027707i,-0.00014314+0.00015487i,-8.4364e-07+5.4558e-05i,0.00014888-0.00013338i,0.00066959-0.00045021i,4.1021e-05-0.00058902i
-0.002697-0.0016i,-0.0026344+0.00025643i,-0.0034114+0.0015767i,-0.004633+0.0002986i,-0.004666-0.00042965i,-0.0035556+0.00036718i,-0.0024125-1.4128e-05i,-0.0016513-0.00024664i,-0.0014669+0.00036189i,-0.00097804+0.0018148i,2.9054e-05+0.0014157i,0.00061302+0.00051333i,0.0008207+0.00032475i,0.00089729+0.00053521i,0.00028962+0.00063728i,-0.00043971+0.0011105i,0.00061343+0.0011955i,0.0013972-3.3947e-05i,0.00058292+0.00024988i,-0.00025418+0.00046504i,-0.0006612-5.0551e-05i,-0.00056316+0.00050345i,-0.00082472+0.00013015i
0.00079673-0.0020682i,5.0064e-05-0.0022103i,-0.0022666-0.0027585i,-0.0034183-0.0018022i,-0.0034998-0.0011755i,-0.002656-0.00082006i,-0.0018259-0.00039393i,-0.0019337-2.1362e-05i,-0.0020931+0.0006591i,-0.001976+0.0011109i,-0.0018891+0.00093041i,-0.0010409+0.00091607i,-0.00052542+0.0016261i,-0.00046216+0.0012431i,0.00027782+0.00056195i,0.00093765+0.00064792i,0.00059888+0.00059726i,0.00027632+0.00060134i,0.00067573+7.8505e-05i,0.00064356-0.00054556i,0.00056152-9.3799e-05i,-6.8402e-05+0.00018054i,-1.1215e-05+0.00030392i
-4.9838e-05-0.0028773i,-0.0015578-0.0026581i,-0.0037491-0.0028376i,-0.0052415-0.0023913i,-0.0052838-0.0012935i,-0.0029706+0.00015671i,-0.00071386+0.00095441i,-0.00082235+0.00083039i,-0.0011974+0.00061243i,-0.00095938+0.00075923i,-0.0010432+0.00068538i,-0.0011055+0.00080709i,-0.00050189+0.00076966i,-7.8046e-05+0.00080767i,0.00027917+0.00055667i,0.00091841+0.00041989i,0.00058517+0.00060079i,-0.00085474-4.9606e-05i,-0.0011648-0.00026357i,-0.00064177-3.5715e-05i,-1.0451e-05-5.0972e-05i,0.0002924-0.00014422i,0.00031959-0.00054156i
0.00050357-0.001833i,-0.0014498-0.0013492i,-0.0037398-0.00092094i,-0.0045548+7.1131e-05i,-0.0043401+0.00069097i,-0.0033724+0.00050455i,-0.0015112-0.00030622i,-0.00048013-0.00070806i,-0.00061882+0.00044559i,-0.0011832+0.0011316i,-0.0011643+0.0010929i,-0.00035625+0.001535i,1.3868e-05+0.00092399i,-0.00062047+0.00070606i,-0.00070515+0.00065718i,-0.00034395-0.00019362i,-0.00016939-0.00059161i,-0.00055347-0.00019849i,-0.00071011+0.00061053i,-0.00078777+0.0013582i,-0.00079302+0.00080605i,-0.00046541+9.6203e-05i,-0.00054425+0.00039507i
-0.001933-0.00015977i,-0.0025805+0.00081392i,-0.0037123+0.0010087i,-0.0027967+0.001061i,-0.0024024+0.000939i,-0.0020124+0.00050136i,-0.00084238+0.00072963i,-0.00064579+0.00013432i,-0.0013475+2.7909e-05i,-0.0013467+0.00076285i,-0.00095547+0.0002545i,-0.00056553+4.8756e-05i,-0.00010501+0.0005815i,-0.00052919+0.0001805i,-0.00068892+1.1288e-05i,-0.00020522+0.00067485i,-0.00077577+0.00099388i,-0.0011731+0.00079824i,-0.00062315+0.00093964i,-0.00037806+0.00054819i,-4.4755e-05+0.00012417i,0.00026546+0.0003612i,7.546e-05+0.00079021i
0.0015942+0.0015126i,9.8792e-05+0.0013102i,-0.0009453-0.00092095i,-0.0015069-0.0031701i,-0.0018301-0.0034121i,-0.0014137-0.0018255i,-0.00068705-0.00052104i,-0.0012045-0.00018913i,-0.001906+5.7672e-05i,-0.0016685+0.00038362i,-0.00099986+0.00068774i,0.00028227+0.0010946i,0.00081663+0.001615i,0.00052064+0.00061728i,0.00043979-0.00015483i,0.00041592+0.00049859i,0.00037603+0.00025354i,-9.3948e-05-0.00034014i,-0.00048413-0.00020915i,0.00027931+9.2443e-05i,0.00081864+0.00012015i,0.00058398-0.00014692i,0.00082422-6.5103e-05i
-0.0014478+6.4288e-05i,-0.0032817+0.001153i,-0.0027373+0.0020491i,-0.0020644+0.0014327i,-0.0036103+0.00036697i,-0.0036884+0.00015702i,-0.0018212-0.00026187i,-0.00040044-0.00026977i,-0.00073262+0.0011437i,-0.0013833+0.0024186i,-0.0011276+0.0024668i,-0.00052411+0.0016671i,2.5126e-05+0.00047468i,0.0002854-0.00010785i,0.00076382-0.00018152i,0.0011454-0.00034825i,0.00086482-0.00084293i,0.00058767-0.0003016i,0.00058673+0.00061212i,0.00070307+0.00089233i,0.00059965+0.0005728i,0.00066443+0.00015984i,0.00039206+0.00020744i
0.00078535-0.0010836i,0.00059973-0.0015265i,-0.00098974-0.0014998i,-0.0033727-0.0012088i,-0.0039754-0.0010462i,-0.0028224-0.00027972i,-0.0019576+0.00089684i,-0.0017418+0.00083251i,-0.0011028+0.00097244i,-0.00087223+0.0016048i,-0.0010404+0.0010579i,-0.00037236+0.00046782i,0.00032458+0.00060244i,0.0010958+0.0008313i,0.0017166+0.00093103i,0.00102+0.00010569i,0.00045449-0.0005204i,0.00045774-0.00067436i,3.3005e-05-0.00094503i,-7.2227e-05-0.00073593i,0.00049578+0.00018915i,0.00046925+0.00074457i,-0.00051418+0.00021807i
-0.0026913+0.0011058i,-0.0032854+0.0016844i,-0.0031622+0.0029199i,-0.0018908+0.001882i,-0.00096041-5.3404e-05i,-0.0012398+0.00014445i,-0.00096612+0.0009459i,-0.0011358+0.001189i,-0.0011696+0.0015734i,-0.00051032+0.0015057i,-0.00011248+0.001356i,0.00019922+0.0012588i,0.00079653+0.0011057i,0.0010025+0.00077471i,6.678e-05+0.00086359i,-0.00088037+0.00075633i,-0.00095567+0.0001521i,-0.00015854+5.6245e-05i,-5.3548e-05-9.6195e-05i,-3.6855e-05-0.000543i,0.00030046-0.00087424i,0.00035225-0.0005891i,5.7263e-05+0.00036509i
0.0011635-0.00080599i,0.00037089-0.0016576i,-0.00038147-0.0025183i,-0.0014813-0.0031041i,-0.0015577-0.0027766i,-0.00076947-0.0022461i,-0.0006852-0.0012822i,-0.00073264-0.0006493i,-0.00036104-0.0005694i,-0.00074502+3.6433e-05i,-0.00083325-1.3295e-06i,-5.1992e-05-0.00033143i,0.00074162-0.00033657i,0.00054638-0.00057628i,-0.0002645-0.00037513i,-0.00079212+0.00032436i,-0.00017792+0.00067764i,0.00037408+0.00049151i,-1.7461e-05+2.5577e-05i,-0.0004273-0.00025737i,-0.00064739-0.0002203i,-0.0013239-0.00055892i,-0.0014359-0.0006455i
-0.0020823+0.0022888i,-0.0035493+0.0025315i,-0.0036054+0.0034171i,-0.002435+0.0030402i,-0.00095561+0.001658i,-0.00074908+0.00044308i,-0.0015565+7.0943e-05i,-0.00078889+0.00011487i,-0.00051706-0.00021545i,-0.00092416+0.00035538i,-0.00041905+0.0005016i,-0.00027773+0.0004611i,0.00019537-0.00013932i,0.00044729-0.00024348i,0.00016926+1.6723e-05i,0.00040255-0.00018749i,0.00080998+2.9198e-05i,0.00058891-0.00016659i,3.6366e-06-0.00063802i,-9.0764e-05-0.00090806i,-0.00012366-0.00051573i,3.4357e-05-0.00029856i,0.0002221-0.00034415i
