-0.00056079-0.00062083i,0.00073755-0.0010162i,-8.3848e-05-0.0017776i,-0.0019223-0.0014559i,-0.0036296+0.00028766i,-0.0043913+0.0010013i,-0.0022653+0.0013369i,-0.00078459+0.00085115i,-0.0014632-0.00019099i,-0.0021488-0.00047843i,-0.00065495-0.00037564i,0.00039326+0.00030236i,0.00066649+0.00018232i,0.00060259-0.00079634i,0.0001544-0.0014283i,0.00016099-0.0012845i,5.2711e-05-0.00019171i,0.00017945-0.00037931i,0.0003153-0.00038814i,0.00023266+0.00058466i,0.00075715-0.00027535i,-0.00011857-0.00091618i,-0.0010517-0.00045694i
-6.7306e-05+0.0012113i,0.00044843+0.0012423i,0.0012119+0.0011577i,0.00061341+0.00034042i,-0.0010452-0.001129i,-0.002262-0.0015504i,-0.0020016-0.00027914i,-0.00061581+0.00023427i,-7.0132e-05-0.00071836i,-0.00053889-0.0013294i,-0.0014105-0.00063409i,-0.0013849+0.00026301i,-0.00052384+0.00050486i,-0.00027812+0.00099019i,0.00012365+0.0010761i,0.0006406+0.00083391i,0.00047004+0.001067i,0.00078475+0.00050004i,0.0014352-0.00037535i,0.0008229-0.00072959i,-0.00031642-0.0013312i,-0.00024967-0.00094493i,-0.00037969-0.00017601i
0.00095228-5.2765e-05i,-0.00071076-0.0002019i,-0.0024664-0.0010023i,-0.0031359-0.0011897i,-0.0043984-0.0014704i,-0.0044192-0.00090129i,-0.0027946+0.00025127i,-0.00045571-5.5915e-06i,0.00053414-0.00080529i,-0.00061065-0.00093568i,-0.00091215-0.00038395i,-0.00087671+0.00042591i,-0.00040305+0.00074814i,0.00016177+0.00014235i,0.00050691+0.00030319i,0.0010884+0.00012268i,0.0010606-0.00045724i,0.00037012-6.8216e-05i,0.00052937+1.3453e-05i,0.00075858+0.00056344i,0.00020904+0.0012847i,-0.00058329+0.0013711i,-0.0010077+0.00065831i
0.00048542-0.00028654i,-0.00049216+0.0011344i,-0.00097728+0.0023066i,-0.00050252+0.001083i,-0.00094721-0.00026657i,-0.001914+0.00023032i,-0.0019955+0.00098764i,-0.0013012-0.0002436i,-0.00052863-0.0011487i,3.6246e-05-0.00082628i,5.5359e-05-0.00052653i,-0.00073232-0.00041807i,-0.00065842-0.00017817i,0.00010148+0.00044544i,-8.5695e-05+8.1208e-05i,5.6901e-05-6.0737e-05i,0.00068825+1.2938e-05i,0.00035542+0.00014104i,-7.61e-06+0.00033488i,-0.00040438+0.00048268i,-0.00096736+0.0005826i,-0.0010631+0.00018842i,-0.00054762-2.3194e-05i
-0.0012185-0.00091673i,-0.0012142-0.001125i,-0.00055918-0.0013101i,-0.0017743-0.00092748i,-0.0040282-0.0010309i,-0.0040674-0.0002827i,-0.0022996+0.00090238i,-0.00049709+0.0011791i,0.00012746-0.00021299i,0.00017769-0.0012174i,0.00029904-0.00074865i,0.00028722-0.0005144i,-0.00041832-0.0001868i,-0.00056457-5.9103e-06i,-0.00030209-3.8321e-05i,4.6646e-05+6.9364e-05i,0.00059628+4.5689e-05i,0.0016038-3.7114e-05i,0.0016752+0.00010096i,0.0013703+4.4733e-05i,0.0013239+1.3764e-05i,0.00063422-0.00019124i,0.00063448-0.00056352i
0.00083011+0.0018254i,0.00042649+0.0016346i,0.00044703+0.00083528i,0.00028775+6.8942e-05i,-0.00066377-0.00098101i,-0.0024463-0.00094611i,-0.0022817+0.00012752i,-0.00057999-6.9615e-05i,0.00036598-0.0011043i,-6.44e-05-0.0014255i,-0.00061531-0.0016936i,-0.00076254-0.0013081i,-0.00046701-3.8794e-05i,-6.3765e-05+0.00038328i,-0.00030592+0.00053832i,-0.00032293+0.00079283i,-1.2773e-06+0.00082859i,0.00088982+0.00074649i,0.0014211-3.6304e-05i,0.0012452-0.00067981i,0.00093734-0.0011062i,0.00018981-0.0011903i,-0.00052415-0.00081121i
0.00044048+0.00071277i,0.0014247-0.00079961i,0.0013653-0.0013368i,0.0011004-0.0013725i,-0.00036165-0.00079307i,-0.0021243-0.00094425i,-0.0018311-0.00055969i,-0.00049705-0.00050141i,0.00030107-0.0012637i,-0.00092087-0.00087274i,-0.0017943-0.00044977i,-0.0015056-0.00029957i,-0.0011993-0.00038386i,-0.00030584-0.00020544i,-0.00046276+0.0013055i,-0.00084079+0.0014301i,-6e-05+0.00058372i,0.00049879+0.00058161i,0.00059873+0.00019141i,0.0005812-0.00029858i,0.0010552-0.00067759i,0.0013083-0.00074056i,0.00064034-0.00055592i
-0.0012475+0.00066359i,-0.00095067+0.0018788i,-0.0014808+0.0035567i,-0.0016785+0.0022767i,-0.0014537-0.00027679i,-0.0024242-0.00078189i,-0.0020169-0.0010064i,-0.00091978-0.0014837i,-0.001322-0.0016117i,-0.0023264-0.0015209i,-0.0016898-0.0012899i,-0.00097972-0.00080629i,-0.00072851-0.00029952i,-0.00024528+0.00015259i,0.00075049+0.00025356i,0.0015509+4.17e-05i,0.00090778+0.00036154i,0.0003498+0.00043827i,0.0002819-0.00020296i,0.00015464-0.00076635i,0.00029445-0.00044562i,0.0004475-9.2884e-05i,0.00044122-0.00017652i
0.0013668-0.0011777i,0.0010502-0.0016852i,0.00067718-0.0011609i,-0.00071004-0.00092852i,-0.0028716-0.00096591i,-0.0035193-0.00021253i,-0.002551+0.00052022i,-0.0013481-0.00085469i,-0.0011117-0.0017765i,-0.0012628-0.0010287i,-0.0010911-0.00066927i,-0.00086059-0.00065135i,-0.00029311+2.4091e-05i,0.00059983+0.00023803i,0.0012611+0.00047793i,0.0010389+3.2405e-05i,0.00069824-0.00089447i,0.00060419-0.00085737i,0.00057029-0.00037275i,0.00060605+8.0331e-06i,0.00027696+0.00021758i,0.0001962+0.00082929i,-2.9984e-05+0.0012913i
-0.00013834+0.0021332i,0.00028598+0.0019803i,0.00048034+0.0010614i,-0.00034678-0.00067051i,-0.001448-0.0018802i,-0.0026357-0.0013071i,-0.0024427-0.00042648i,-0.0010645-0.00034776i,1.0195e-05-0.0011604i,-0.00018855-0.001139i,-0.0014721-0.00030506i,-0.0014013-0.00024175i,-0.00016218-0.00054663i,0.00049022-0.00093606i,0.00068537-0.00050933i,0.00032232+0.00020658i,0.00033925+0.00017607i,0.00093826+0.00028896i,0.0009223+3.64e-05i,0.00028344-0.00043926i,-2.8948e-05-0.00048811i,-0.00029418+6.0196e-05i,-0.00024476+0.00016129i
-0.00028679-0.00061848i,0.00055845+3.8943e-05i,-6.3111e-05-0.00011234i,-0.00030142-0.00077188i,-0.0010361-0.00054643i,-0.0024321-0.00013806i,-0.0018423+0.00041461i,-0.00010027+0.00025556i,-0.0001556-0.00074371i,-0.00098056-0.0013855i,-0.00056295-0.0013028i,-0.00047773-0.00081135i,-0.00089739+0.0003435i,-0.00086848+0.00051675i,-0.00077701-3.5362e-05i,-0.0009341+0.00053108i,-0.00046427+0.00071905i,0.00024531+0.00029393i,0.00037793-0.00025032i,0.00069567-0.00010876i,0.0001718-0.00028803i,-7.575e-05-0.0010209i,-0.0002807-0.00067522i
0.0018545+0.00095762i,0.00088308+0.00045148i,0.00053329-0.00069198i,-0.00041114-0.0012046i,-0.0018611-0.0014994i,-0.0023084-0.0010792i,-0.0017649-0.00016683i,-0.00053686-9.2683e-05i,-0.00022625-0.00016829i,-0.00052633-0.00048592i,-0.00049942-0.00091584i,-0.0011316-0.00061656i,-0.0013889-0.00071231i,-0.00083226-0.00086832i,-0.0002796-0.00026071i,0.00040193+0.00047216i,0.0010364+0.0013086i,0.0012109+0.00094893i,0.00087127-7.201e-05i,0.00055924+1.6292e-05i,-0.00020452+8.7653e-05i,-0.00037588-0.00038973i,-0.00014012-0.00052446i
-0.00031336-0.00097174i,0.00016929+0.00027884i,-0.00045712+0.00091059i,-0.00093352+0.0010976i,-0.0010015+0.00082228i,-0.0010591+0.00029262i,-0.0011385-0.00041351i,-0.00073076-0.0011592i,-0.00065292-0.0014708i,-0.0011227-0.0011061i,-0.00083577-0.00069796i,-0.00056852-0.00058825i,-6.016e-05+0.00041173i,-0.0002355+0.0011166i,-0.00080454+0.0013494i,-0.00029768+0.0012993i,8.1863e-05+0.00049343i,-4.9026e-05+0.00016167i,-0.00031494-4.3978e-05i,6.6048e-05+3.466e-05i,5.1878e-05+0.00023774i,-0.00023718-0.00034113i,-0.00042637-0.00086754i
-0.0010978-0.0015555i,-0.0022707-0.00039702i,-0.003134+0.00052476i,-0.0040385+0.00032479i,-0.004902-7.1626e-05i,-0.0046709+0.00040326i,-0.0026782+0.00062546i,-0.00029885-0.00066524i,3.4225e-05-0.0022534i,-0.0010587-0.0025761i,-0.00091835-0.0019614i,0.0002934-0.00052564i,0.00032118+0.00071821i,0.00080623+0.00068075i,0.0011986+0.00080223i,0.0013652+0.0002539i,0.0017395-4.7827e-05i,0.00065702+0.00093848i,-0.00013315+0.0012854i,-0.00072542+0.00016628i,-0.00062454-0.00059054i,-0.00051033-0.00038857i,-0.00087101-0.00043002i
-0.00032714-7.2941e-05i,-0.00085852-0.00064231i,-0.0015761-0.0011321i,-0.0020562-0.0017065i,-0.0027647-0.00147i,-0.0039005-0.00026708i,-0.0026211+0.0009884i,-0.0013853+0.00040774i,-0.0015291-0.0022301i,-0.0015911-0.0029582i,-0.00097048-0.0014731i,-0.00029576-0.00025381i,0.00077206+0.00024344i,0.0009039+0.00028202i,0.00028039-0.00017574i,0.00045504+5.9978e-05i,0.001121+0.00027243i,0.0017603+0.00029265i,0.001034+0.00037927i,7.8257e-06+0.00024407i,-0.00026399+0.0001562i,-0.00057472-4.5809e-05i,-0.00065879-0.00041688i
0.0011723+0.00074214i,5.978e-05-4.0656e-05i,-0.00014353-0.00021864i,-0.0012664-0.0010042i,-0.0023434-0.0019759i,-0.0037684-0.0018553i,-0.0032354-0.00068171i,-0.00070298+0.00018742i,0.00049068-0.000852i,-0.00016387-0.002546i,-0.0011364-0.0024708i,-0.0010017-0.00094101i,-8.3725e-05-0.00018823i,0.00087358-0.0003554i,0.0012012-0.0006154i,0.00068396-0.00019156i,0.00022554+0.0006786i,0.00016889+0.00089099i,0.00033129+0.00064053i,0.00072282-0.00020642i,0.00050972-0.00068391i,-0.00091861-0.00030136i,-0.0014257-0.00020003i
0.0025317+0.0018546i,0.0021634+0.00038196i,0.00051823-0.00075259i,-0.00011225-0.0010773i,-0.0012223-0.0009179i,-0.0026443+0.00016443i,-0.0029165+0.0015484i,-0.001763+0.0010349i,-0.00076037-0.00056511i,-0.0012145-0.0012629i,-0.0015583-0.0012575i,-0.0012013-0.0010126i,-0.0006566-0.00097849i,-1.9191e-05-0.0004075i,-0.00037657-5.7604e-05i,-0.00025741-0.0004172i,0.0011027-0.00044603i,0.0012192-0.00037622i,0.0006766-8.6205e-06i,0.00033438-0.00033152i,0.00039843-0.00090834i,0.00040157-0.00045485i,2.8575e-05+0.00011149i
-0.00068856+0.00082846i,-0.00025148+0.0013161i,0.00045995+0.0013834i,0.00067126+0.00069813i,0.00035469-0.00029364i,-2.0815e-05-0.0014237i,-0.00033267-0.0012569i,-0.00027882+7.9701e-05i,0.00025072+0.00064543i,-0.00027871-0.00067019i,-0.00093641-0.001185i,-6.7892e-05-0.00032542i,-0.00014647+0.00010683i,-0.00083133+0.00013474i,-0.00068474+0.0008161i,-0.0013638+0.0011565i,-0.0011798+0.00036933i,0.00043703-0.00034471i,0.0015136-0.00019599i,0.0010559-0.00025276i,0.00054341-0.00083964i,0.00069324-0.00093507i,0.00025075-7.3592e-05i
0.00054287+0.0011641i,-0.00017404+0.00038496i,6.257e-06+0.00069441i,-7.9895e-05+0.00068547i,-0.00088458-0.00029273i,-0.0023838-0.00064615i,-0.003274-6.4453e-05i,-0.0020658+0.00047505i,-0.00043089-0.0003211i,-0.00023737-0.00099287i,-0.0010474-0.00050291i,-0.0010582+0.00042988i,-0.00090891+0.00048376i,-0.0009777+0.00041835i,-0.00043701+0.00094479i,0.00055734+0.00098744i,0.00061861+0.00086936i,0.00018067-3.9943e-05i,0.00037386-0.00049546i,0.0004539-0.00010011i,0.00018888-0.00035468i,0.00033771-0.00032002i,0.00016763+0.00025072i
-0.003029+0.00013917i,-0.0028497+0.0015606i,-0.0032647+0.0013469i,-0.0031509+0.0012286i,-0.0028008+0.0023922i,-0.0022039+0.0025524i,-0.0014195+0.0012985i,-0.00066484-0.000166i,-0.00028238-0.0010966i,-0.00083509-0.00057259i,-0.00073184-0.00011779i,-4.8707e-05-0.00017731i,0.00041431+5.6119e-05i,3.0168e-05-0.00010935i,-0.0004192+2.9473e-05i,-9.4575e-05+0.00079095i,0.00018338+0.00079997i,0.0002733+0.00020082i,0.00028213-0.00022874i,0.00014955-0.00042223i,-7.5901e-05-7.8307e-05i,-3.4828e-05-0.00014694i,-0.00025534-0.0005276i
-0.0010398-0.00035825i,-0.0013404+0.0014361i,-0.0017074+0.0022378i,-0.001854+0.0013465i,-0.0025491+5.2288e-05i,-0.0025431-0.00096404i,-0.0015571-0.00049015i,-0.00057032-0.00032542i,-8.1289e-05-0.0019929i,-0.00017079-0.0028376i,-0.00061366-0.0017072i,-0.00042292-0.00042219i,-4.0562e-05+0.00045633i,0.00059919+0.00015651i,0.0012222-0.00055547i,0.0013623-0.00018447i,0.00151+0.00075766i,0.0010228+0.001227i,0.00029137+0.0010893i,-0.00061607+0.00010381i,-0.00051405-0.00055975i,0.00016313+0.00034623i,-0.00015293+0.0011607i
-0.00068682-0.0018868i,-0.00059362-0.0012992i,-0.0011579-0.00071411i,-0.0024705-0.00020442i,-0.0034935+0.000268i,-0.0033933+0.00084437i,-0.0025939+0.00068278i,-0.0014694-0.00059198i,-0.00082091-0.002504i,-0.00023997-0.0025012i,0.00010129-0.0012714i,0.00028642-0.00037193i,0.00098627+8.4238e-05i,0.00095834+0.00042051i,0.001091-0.00024506i,0.00075023-0.00070611i,-0.00016982-0.00027328i,0.00022022+0.00018506i,0.0015695+0.00023484i,0.0018055+0.00035601i,0.00082326+0.00050036i,0.00012675+0.00094242i,-0.00052733+0.0010004i
-0.0015693+0.0014893i,-0.0009581+0.00081511i,-0.00058786+0.00052137i,-0.00097159-0.00013399i,-0.0018496-0.00084711i,-0.0023468-0.00059311i,-0.001996-0.00024283i,-0.0015054-0.0013536i,-0.0013652-0.0020318i,-0.0012329-0.0016407i,-0.00072168-0.00087046i,-0.00011449-0.0006316i,0.00013196-0.00085274i,9.4604e-06-0.00065086i,0.00015747-0.00062854i,0.0007639-3.519e-05i,0.00037661+0.00056693i,0.00083467+0.00064432i,0.0018646+4.5469e-06i,0.0013324-2.8292e-06i,0.0012621+0.00051554i,0.0010459+0.00034988i,-0.00031711-0.00023784i
0.0021665-0.0017599i,0.0015062-0.0011948i,0.00021745-0.00049236i,-0.0022776-0.00042208i,-0.0040106-0.00096218i,-0.0040172-0.00084385i,-0.0030742-0.00041064i,-0.0020662-0.00063874i,-0.0019006-0.0021234i,-0.0022115-0.002762i,-0.0013466-0.0016222i,-0.00034622-0.0010611i,-0.00026709-0.0010667i,-0.00048041-0.00058116i,-0.00056154-0.00027032i,-5.4615e-05+0.00052335i,0.00026029+0.00065455i,0.00085086-0.00023097i,0.0010271-0.00090782i,0.00019349-0.00096375i,-7.0708e-05-0.0004804i,0.00041335-1.255e-05i,0.00083555-5.5543e-05i
-0.0024986-0.00011164i,-0.0017323+0.00049397i,-0.0018204+0.0012895i,-0.0016686+0.00084665i,-0.00236+0.00017191i,-0.0025637+0.00010779i,-0.0024506+0.00057284i,-0.0025595+0.00017383i,-0.0017174-0.001166i,-0.001578-0.0010885i,-0.0018233-0.00043095i,-0.0010027+4.2583e-05i,-0.00040956+0.00031724i,-0.00078078-0.00075004i,-0.00054777-0.00074328i,-3.31e-06+0.00012388i,0.00048539-8.6336e-05i,0.0010486-0.00072492i,0.00047064-0.00069388i,-0.00028402-0.00013977i,0.00029451+0.00051478i,0.00044339-1.6503e-05i,-3.1844e-05-0.000647i
0.0019826-0.00095607i,0.00094797-0.0012542i,-0.00032822-0.001494i,-0.0016621-0.0018095i,-0.0036952-0.0025261i,-0.004772-0.0022118i,-0.003144-0.0005275i,-0.001213-0.00026544i,-0.00061893-0.0010863i,-0.00037993-0.0010418i,-0.00026654+0.00017522i,-0.00055123+0.00096468i,-0.00038477+0.0013123i,0.00018909+0.0016975i,0.00024149+0.0020371i,0.00038847+0.0015198i,0.0011002+0.00093582i,0.0010785+0.0014228i,0.0010034+0.0011698i,0.00083213+0.00052144i,0.00024132-0.0002412i,2.7688e-05-0.00068483i,0.00042081-0.00099004i
0.00015512+0.0014543i,2.5177e-05+0.00067704i,0.00047732+0.00062294i,0.00028335-8.6794e-05i,-0.00081332-0.0010588i,-0.0023593-0.0012342i,-0.0024196-8.8479e-05i,-0.0017536+0.00083383i,-0.00047761-0.00040072i,0.00059703-0.0012552i,0.00019533-0.00077941i,-0.00021141-0.00040924i,-0.00094837+0.00052115i,-0.0014249+0.00096206i,-0.00030516+0.00077372i,0.00026582+0.00075967i,0.00034504+0.001331i,0.00057616+0.001483i,0.00098954+0.0013189i,0.00064737+0.000295i,0.00033037-0.0009189i,0.00061088-0.0005275i,0.00039686+0.00032679i
0.0010126-0.0020978i,0.00027125-0.0014446i,-0.0015233-0.0012331i,-0.0024752-0.0017195i,-0.0025292-0.0017684i,-0.0033212-7.497e-05i,-0.0024599+0.00073054i,0.0002199-0.0002516i,0.0012339-0.0014977i,0.00065613-0.0020293i,0.00022578-0.0011555i,0.00011787+0.00020565i,0.00093603+0.00092817i,0.0017114+0.00082482i,0.0012958-0.00010504i,0.00086242-0.00028857i,0.00076669+0.0001925i,0.0014425+0.00068912i,0.0012068+0.0012185i,0.00023058+0.00035889i,-1.7478e-05-0.00018075i,3.5574e-05-2.8207e-05i,-0.00031769-5.8152e-05i
-0.001922+0.0010273i,-0.0020189+0.0012515i,-0.0012768+0.0014341i,-0.0015602+0.00048151i,-0.0024116-0.00015865i,-0.0028307-0.0006395i,-0.0017408-0.00098894i,0.00032465-0.00149i,0.00021555-0.002232i,-0.00042653-0.0023471i,-5.4658e-05-0.0013001i,0.00081212-0.00040715i,0.0016621-0.00028878i,0.0014133+0.00057492i,0.00070528+0.00078197i,0.00056179+0.00072953i,0.00026609+0.00069376i,0.00043038-0.00021513i,0.00076045-0.00064602i,0.00068704-0.00037146i,0.00073524-6.3921e-05i,0.00077625-0.00060987i,0.0007891-0.0011357i
0.0011503+0.00073563i,0.0017391+0.0007413i,0.0020816-0.00013356i,1.8196e-05-0.0015966i,-0.002243-0.0016525i,-0.0031083-0.0011738i,-0.0026368-0.00081259i,-0.0015309-0.0013363i,-0.0011641-0.0024947i,-0.0011686-0.0018282i,-0.0013458-0.00067434i,-0.00071911-0.00032546i,0.00046392-0.00092884i,8.3074e-05-0.0017703i,-0.00096058-0.00026445i,-0.00027886+0.0008607i,0.0012478+0.00012619i,0.0015102-6.2211e-05i,0.0014153+0.00048824i,0.0011379+7.2687e-05i,0.00085615-0.00038291i,0.0004807+7.3912e-05i,-0.00046969+0.00065938i
-9.0552e-05-0.00092706i,-0.0013763-0.00053567i,-0.0015272-0.00068939i,-0.0019803-0.00094875i,-0.0036366-0.00076911i,-0.0049888-0.0004359i,-0.0037348+0.00055774i,-0.0014261-0.00010517i,-0.0010763-0.0018328i,-0.002225-0.0023215i,-0.0021422-0.0013984i,-0.00084605-0.00039935i,-0.00012057-0.00062498i,-0.00040859-0.0011722i,-0.0002635-0.0003491i,0.00027267+0.00026288i,0.00038522+0.00086031i,0.00021005+0.0011122i,-0.00024076-0.00016175i,-0.00052512-0.00037986i,-0.00034132-8.8564e-05i,0.0001765-0.00047128i,0.00031777-0.00052142i
0.0022247-0.0015278i,0.002662-0.0021926i,0.0013967-0.002705i,-0.00094836-0.0014553i,-0.0039664-0.0001216i,-0.0050072+0.00033074i,-0.002978+0.0010998i,-0.0018587+0.00058058i,-0.0018823-0.001064i,-0.0020494-0.0012514i,-0.0022042-0.00015062i,-0.0022258+0.00071399i,-0.0017623+0.00031389i,-0.00055318+0.00044096i,0.00021945+0.0012056i,0.00070409+0.00067308i,0.0011581-0.00027676i,0.00083556-0.00049829i,-3.1574e-06-0.0003839i,-0.00030394-0.00075465i,-5.6351e-05-0.00063964i,6.6098e-05-0.00038007i,0.00023386-0.00019338i
-0.00071035-0.0010578i,-0.0017028-0.00090802i,-0.0022582+7.9244e-05i,-0.0034042+0.0005471i,-0.0042551-2.0893e-05i,-0.004061-0.00026988i,-0.0022712-7.315e-05i,-0.00042448+0.0002202i,-0.00013233-5.1358e-05i,-0.0002924+0.00032933i,-0.00029011+0.0004361i,-1.502e-05+0.00021946i,0.00064552+0.00051558i,0.00069033+0.00098732i,0.00063088+0.0012086i,0.0012828+0.001612i,0.0014019+0.0013497i,0.0012247+0.00071141i,0.0010679+0.0012085i,0.001123+0.001388i,0.00098642+0.00028223i,-9.2716e-05-9.1658e-05i,-0.0004114-5.3129e-05i
0.00055878-0.0029648i,-8.1928e-05-0.0021531i,-0.0006227-0.0019632i,-0.0014134-0.001756i,-0.003379-0.00095183i,-0.004243+0.00026866i,-0.0022662+0.00071163i,0.00026322+0.00065983i,0.0012529-0.000863i,0.00054381-0.001775i,2.9286e-06-0.001002i,-0.00085646+0.00047313i,-0.00085469+0.0010951i,-0.00036088+0.00087482i,0.00027845+0.00026848i,0.00069923-0.00027522i,0.0012806-0.00011631i,0.0016486+0.00069483i,0.001168+0.0014565i,0.00054915+0.0015625i,0.00044417+0.00063278i,0.0005555-0.00020376i,-0.00029092+1.1421e-05i
-0.00060967-0.00050698i,-0.0021133-0.00057351i,-0.0041865-0.00020375i,-0.0054291-0.00031928i,-0.004781-0.0019947i,-0.0034882-0.002117i,-0.0019262-0.0010416i,0.00026346-0.00075971i,0.001439-0.0024259i,0.00085392-0.0029018i,0.00018296-0.0018345i,0.0001087-0.001339i,0.00015965-0.00077796i,0.00045683-0.00012724i,0.00043822-0.00020198i,0.00034927-0.00049856i,0.00097744-0.00019365i,0.001748-0.00021917i,0.0015664-8.1768e-05i,0.0013908+0.00084311i,0.0010283+0.00065094i,3.7825e-05-3.4735e-05i,-0.001061-0.00019799i
0.0017524+0.00045366i,0.002419+0.00066402i,0.0014447+0.00098314i,-0.00068938+0.00063289i,-0.0016403-0.0012101i,-0.0020678-0.0016164i,-0.0020738-0.00039916i,-0.0013492-0.0010555i,-0.00021081-0.0029064i,-0.00012304-0.0032694i,-0.00025655-0.0029089i,0.00054869-0.0011516i,0.0014822+0.00075263i,0.0015661+0.0003618i,0.0013449-0.00035055i,0.0012382+5.7029e-05i,0.0006339-3.498e-05i,0.00070053-0.00026124i,0.001154+0.00037366i,0.00056182+0.00045499i,0.00011297+2.8383e-05i,0.00018614+8.0663e-05i,0.00013312+0.00020699i
-0.00010765+0.00063255i,-0.0011051-0.00079032i,-0.0011344-0.00057258i,-0.00095471-0.0013903i,-0.0014118-0.0025735i,-0.0029657-0.002475i,-0.0020298-0.00072943i,0.00046174+0.00013208i,0.001296-0.0013621i,7.8072e-05-0.0022093i,-0.0011871-0.0017877i,-0.00046546-0.0014106i,-0.00028363-0.0012873i,-0.00098058-0.0012996i,-0.0010915-0.00082493i,-0.00039331-0.00049534i,0.00032776-9.5829e-05i,0.0005829+0.000892i,0.00055812+0.0007137i,0.00063691+0.00058795i,0.00037258+0.00065673i,0.00049894+0.00049701i,0.00058052+0.00056657i
0.0010497+0.0012276i,0.0013528+0.0014156i,0.0019469+0.0019225i,0.0016265+0.00092847i,-1.0615e-05-3.7018e-05i,-0.0014948-0.00075719i,-0.001802-0.0010742i,-0.0016107-0.001186i,-0.0023648-0.0022899i,-0.0030084-0.0029053i,-0.0025668-0.0016425i,-0.0016526-0.0012304i,-0.0010146-0.0016216i,-0.00091563-0.00048363i,-0.0012913+0.00063946i,-0.0011155+0.0006784i,-0.00061933+0.00055563i,-0.00015692-0.00016981i,0.000953+0.00016142i,0.0012772+0.00058167i,0.00040398+0.00044662i,9.8884e-05+0.00010207i,6.1495e-05-0.00055553i
-0.0008205+7.32e-05i,-0.0019537-0.0007763i,-0.0026541-0.00052026i,-0.0021996+7.3372e-05i,-0.0015335+4.3952e-05i,-0.0021339-0.00082797i,-0.0022615-0.00056122i,-0.0016164+0.00019744i,-0.001437+0.00047493i,-0.0019965-2.4462e-05i,-0.0021222-0.00035813i,-0.001898-5.1821e-05i,-0.001506+0.00021508i,-0.00077026+7.9357e-05i,0.00031821+0.00048243i,0.001152+0.0012807i,0.00075433+0.00098945i,0.00022069+0.00031933i,0.00012104-0.00055656i,4.8104e-05-0.00091616i,2.8075e-05-0.0011207i,-0.00047056-0.0004908i,-0.00065421+2.6611e-05i
-0.00013003+0.0020397i,0.00069318+0.0023457i,0.0023645+0.0023106i,0.0021565+0.0019738i,-3.4493e-05+0.00096501i,-0.0016459-0.00021329i,-0.0012646-0.00023755i,-0.00095734+4.3229e-05i,-0.0012206+0.00077111i,-0.0013018+0.0011222i,-0.00088325+0.00076364i,-0.0010449+0.00095543i,-0.0011143+0.0012299i,-0.00034593+0.0013594i,0.00015104+0.0010056i,0.0005026+0.00061729i,0.0010979+0.00070112i,0.0012474+0.0011959i,0.00087398+0.0011647i,0.00098315+0.00059083i,0.0010545-0.0004175i,0.001271-0.0013659i,0.0010303-0.00040831i
-0.0015397-0.0023535i,-0.0027733-0.0029782i,-0.0039462-0.0034066i,-0.0041104-0.0030434i,-0.004045-0.0012595i,-0.0031976+0.00031704i,-0.0014487+0.00088826i,-0.00059791+0.0010496i,-0.00076756-0.0003745i,-0.00073112-0.0014962i,-0.00064684-0.00021695i,-0.00025284+0.00079825i,5.6622e-05+0.00087886i,0.00015292+0.00056209i,0.00017083+0.00030858i,0.00033286+0.00064204i,0.00031121+0.0013845i,-0.00035907+0.00092022i,-0.00011319+0.00010646i,0.00030569-0.0003151i,-0.00038881-4.9469e-05i,-0.00051877+0.00047646i,-0.00049176+0.00014251i
-0.0017623+0.00012018i,-0.00062631+0.0017541i,-0.0010063+0.0029461i,-0.001688+0.0027266i,-0.0027714+0.0020774i,-0.0037684+0.00093398i,-0.0023352-7.308e-05i,-0.00027021-0.0004757i,-0.00045638-0.0014983i,-0.00098773-0.0019856i,-0.00050844-0.0010622i,0.00062998+8.6581e-05i,0.00099581+6.857e-05i,0.00018266-0.00053861i,-4.0765e-05-0.00068928i,0.00024211-0.00044572i,0.00031568+0.00016935i,0.00058463+0.00027464i,0.00079589+5.354e-06i,0.00024658+0.00011868i,-0.00063596-0.00019773i,-7.0802e-05-0.00049521i,0.00063266-0.00062833i
0.00086521-0.00069963i,-0.00090585-0.0029302i,-0.0016861-0.0036582i,-0.0020654-0.0031153i,-0.0033632-0.0026523i,-0.0043057-0.0022213i,-0.0030629-0.00069508i,-0.00079895-0.0014019i,0.00035328-0.0036999i,0.00042699-0.0037664i,-0.00032963-0.002812i,-0.00069945-0.0016884i,-0.00020681-0.0011642i,0.00041883-0.00086438i,0.00077689+6.7206e-06i,0.0011346+0.00053314i,0.0014079+0.00031551i,0.00097281-0.00044651i,0.0002877-0.00047923i,1.6311e-05+5.4218e-05i,0.00041969+0.00014616i,0.00025374+0.00020447i,-5.6457e-05+0.00024121i
0.0026205+0.0014771i,0.0021925+0.0017068i,0.0010384+0.00082974i,-0.0011599-0.00033321i,-0.0027045-0.0012646i,-0.0032262-0.0010199i,-0.0023515+5.4396e-05i,-0.00071906+0.00030256i,-0.00017815-0.001702i,-0.0011112-0.0030426i,-0.001658-0.0025141i,-0.00081958-0.0016347i,-0.00026296-0.00064707i,0.00013621-6.8692e-05i,0.00024817-6.8978e-05i,0.00072035+0.00014628i,0.0018899+0.000699i,0.0022501+0.0011843i,0.0015031+0.00053391i,0.00043632-0.00011855i,4.0621e-05-0.00053972i,0.00043952-0.001305i,0.00068934-0.001453i
