0.0007204+0.001354i,0.00097776-0.00048327i,0.00037201-0.0015277i,-0.00028177-0.0012896i,-0.0011581-0.0016178i,-0.0024226-0.00065978i,-0.0021224+0.0010037i,-0.00069274+0.001394i,-0.00023439+0.0008644i,0.00041518+0.00020388i,0.00098374-0.00020051i,0.00029677+0.00014989i,-0.00023215+0.00021756i,9.9332e-05+5.9094e-05i,-0.0001007+0.00021962i,-0.00043154+0.00049768i,-0.00011509+0.00078695i,0.00010964+0.00045558i,-0.00014222-0.00071119i,0.00034867-0.0015493i,0.00048187-0.0010452i,-0.00039795-0.0002345i,6.0131e-05+0.00041783i
-0.0013562+0.00022488i,-0.0092792-0.0024702i,-0.027602-0.013539i,-0.043377-0.037176i,-0.034077-0.055887i,-0.013236-0.048164i,-0.00532-0.029327i,-0.0052547-0.016962i,-0.0041619-0.010445i,-0.0013276-0.0056675i,0.0030559-0.00047244i,0.0066079+0.0028147i,0.0072276+0.0038458i,0.0053365+0.0040634i,0.0035868+0.0036366i,0.0028948+0.0024162i,0.0014721+0.0013668i,0.00085119+0.00062004i,0.0022275+0.00059312i,0.0020398+0.0008157i,0.00049219+0.00049383i,0.00044273+6.4282e-05i,0.00035178+0.00037805i
0.0010843+0.0036629i,-0.0037277+0.013742i,-0.021631+0.030881i,-0.050741+0.042823i,-0.067709+0.030796i,-0.055201+0.0083845i,-0.034534-0.0015348i,-0.022874-0.0034456i,-0.015756-0.0032637i,-0.0082625-0.0022879i,0.00030741-0.0025988i,0.0049105-0.0038i,0.0051502-0.0040894i,0.004847-0.0031185i,0.0046807-0.0019347i,0.0043531-0.0020173i,0.0035806-0.0019791i,0.0033548-0.0014423i,0.0034263-0.0015314i,0.002159-0.0010446i,0.001092+6.8246e-05i,0.00086331+0.00094996i,0.001131+0.0011879i
0.003671-0.00067462i,0.01378+0.0053486i,0.027937+0.027154i,0.032244+0.059609i,0.013856+0.073156i,-0.0057299+0.053541i,-0.0069063+0.029257i,-0.0037922+0.018776i,-0.0036434+0.014162i,-0.0015855+0.0091458i,0.00021714+0.0023911i,-0.00061422-0.0039477i,-0.0018364-0.0075254i,-0.00070039-0.0080666i,0.00040967-0.0061474i,-0.0001924-0.0038181i,-0.00039125-0.0023973i,-0.00020506-0.0020762i,-0.00041385-0.0019699i,-0.00018701-0.0013746i,0.0007018-0.00072218i,0.00096643-0.00021338i,0.00049083-3.5625e-05i
0.0021363-0.0026124i,0.013053-0.01157i,0.038967-0.022516i,0.072163-0.0231i,0.081911-0.0051945i,0.058927+0.011863i,0.031751+0.014993i,0.01735+0.01349i,0.012814+0.011331i,0.009451+0.0070892i,0.002422+0.0022771i,-0.003412+0.00040752i,-0.0055872+0.00068232i,-0.0060298-0.00032135i,-0.0048036-0.0017504i,-0.0030581-0.0013965i,-0.0021906-0.00098054i,-0.0021452-0.0010032i,-0.0025739-0.00084215i,-0.0014087-0.0016848i,-0.00038961-0.0021291i,-0.00092675-0.001719i,-0.00050711-0.00076289i
-0.004042-0.0021799i,-0.0082558-0.013514i,-0.012433-0.041324i,-0.0031177-0.074919i,0.019228-0.080181i,0.029582-0.053085i,0.023286-0.028303i,0.016531-0.016748i,0.01262-0.011265i,0.0085658-0.0088172i,0.0032971-0.0038083i,-0.00028297+0.0036071i,-0.0022153+0.0076587i,-0.0039245+0.0070052i,-0.0043133+0.0048024i,-0.002238+0.0036482i,-0.00040191+0.0029877i,0.00037247+0.0028648i,0.00035872+0.0030856i,0.00063626+0.002683i,0.00016793+0.0012613i,-0.00050947+5.6896e-05i,-0.00036626-0.00058149i
-0.0017875+0.0048057i,-0.015208+0.0059505i,-0.047025+0.0020592i,-0.084154-0.014366i,-0.087993-0.037666i,-0.056616-0.044555i,-0.026028-0.033599i,-0.0097915-0.022827i,-0.0041978-0.017311i,-0.0048366-0.011406i,-0.0031748-0.0032293i,0.001845+0.0016326i,0.0040234+0.0020309i,0.003266+0.0035247i,0.0021529+0.0060453i,0.0016278+0.0052117i,0.00064077+0.0035347i,0.00074094+0.0026639i,0.0022945+0.0023638i,0.0017778+0.0027946i,0.00034335+0.0036383i,-0.0003321+0.0033474i,0.0003511+0.0014087i
0.0038736+0.0026079i,0.0041009+0.017991i,-0.0060413+0.048504i,-0.030208+0.077925i,-0.052209+0.072458i,-0.049826+0.039594i,-0.033497+0.01591i,-0.022889+0.0058287i,-0.017705+0.0019894i,-0.013955+0.0038235i,-0.0067223+0.0041319i,0.0017043-0.00041898i,0.0060821-0.0035079i,0.008182-0.0027627i,0.0080208-0.0017187i,0.0054451-0.0013187i,0.0023828-0.00096652i,0.0011645-0.0015364i,0.0016423-0.0016777i,0.001787+0.00035764i,0.0021003+0.001837i,0.0014304+0.0012666i,5.228e-05+0.00070455i
0.0038104-0.0013504i,0.01982+0.0016907i,0.05052+0.020671i,0.078577+0.054225i,0.072516+0.075982i,0.039396+0.065168i,0.011762+0.040026i,-0.0018906+0.024011i,-0.0047315+0.018683i,-0.00019783+0.015017i,0.0033404+0.0068328i,0.0030742-0.0009947i,0.0015545-0.004311i,0.00082736-0.005247i,0.0013236-0.0052604i,0.0013746-0.004306i,0.00047125-0.0024908i,-0.00057825-0.0014909i,-0.00069505-0.0015957i,0.0014441-0.0018548i,0.0033996-0.0029685i,0.0022007-0.0036426i,0.00023756-0.0022531i
-1.0999e-05-0.0046485i,0.0089308-0.018957i,0.033794-0.045456i,0.06836-0.065793i,0.08411-0.053054i,0.066494-0.022038i,0.040604-0.0028372i,0.024766+0.0040573i,0.017561+0.0065152i,0.015368+0.0034669i,0.010222-0.0014219i,0.0022872-0.0014252i,-0.0031372-0.00045638i,-0.0059842-0.0017004i,-0.0060539-0.002204i,-0.0041692-9.6243e-05i,-0.0023851+0.0020517i,-0.0018495+0.0024339i,-0.00099832+0.0014171i,4.2092e-05-0.00030537i,-0.0001098-0.0012242i,-0.00017402-0.00097015i,0.00036946+0.00035846i
-0.003235-0.0021037i,-0.01541-0.01468i,-0.037788-0.049223i,-0.052896-0.093481i,-0.039001-0.10995i,-0.0098549-0.084856i,0.0080002-0.04864i,0.012713-0.024523i,0.012696-0.015295i,0.0078563-0.014718i,0.00040504-0.01035i,-0.0030998-0.0024054i,-0.0035479+0.0011918i,-0.0041159+0.0016437i,-0.0052471+0.0022863i,-0.0049203+0.0024494i,-0.0022799+0.0017238i,-0.00059412+0.0012412i,-0.00063211+0.0011705i,-0.0017037+0.00058196i,-0.0028199+0.0007105i,-0.0023163+0.0015377i,-0.00098278+0.0014731i
-0.0032794+0.0035354i,-0.018015+0.01375i,-0.054071+0.028333i,-0.096848+0.032967i,-0.10378+0.016328i,-0.07146-0.0054774i,-0.039732-0.014262i,-0.022317-0.014573i,-0.013838-0.013621i,-0.012681-0.010901i,-0.010352-0.0049675i,-0.0027158+4.6645e-05i,0.0032008+0.0024176i,0.0042273+0.0037782i,0.0038988+0.0038438i,0.0038704+0.0021343i,0.0038182+0.00053919i,0.0031267+0.00016435i,0.0016365+0.00039618i,-0.00068712+0.00085233i,-0.0017646+0.0017274i,-0.00063794+0.0020032i,1.2993e-06+0.00086705i
0.0036522+0.0044806i,0.010724+0.021672i,0.014631+0.0634i,0.0075998+0.11078i,-0.011257+0.11741i,-0.026083+0.077485i,-0.027512+0.03582i,-0.021826+0.015656i,-0.017293+0.009793i,-0.013353+0.010847i,-0.0059591+0.010925i,0.00084431+0.0071276i,0.0034168+0.0034825i,0.0046539+0.0021839i,0.0053821+0.0017782i,0.0053922+0.0012328i,0.0043776+9.0242e-06i,0.0028317-0.0014042i,0.0021358-0.00075538i,0.002717+0.002184i,0.0042383+0.0032577i,0.0048656+0.00097873i,0.0029418-0.0009998i
0.0054588-0.002846i,0.026062-0.0035998i,0.068145+0.0015097i,0.10979+0.01397i,0.10694+0.024958i,0.064202+0.026416i,0.027336+0.023359i,0.011877+0.019107i,0.0057852+0.014522i,0.0058133+0.013397i,0.0086559+0.010322i,0.00556+0.0043947i,0.0007937-0.00037525i,-0.00067568-0.0038001i,-0.0026399-0.0043983i,-0.0040818-0.0028858i,-0.003642-0.0023591i,-0.0010199-0.0024283i,0.0015589-0.0015132i,0.0030511+0.00086784i,0.0042765+0.0010494i,0.0036572-0.00026228i,0.0021433-0.00030914i
0.001476-0.0090786i,0.0044698-0.029616i,0.019707-0.072434i,0.043628-0.11134i,0.059183-0.10404i,0.054723-0.057153i,0.040777-0.018035i,0.027997-0.002723i,0.019609-3.8433e-05i,0.016508-0.0039565i,0.012794-0.0078486i,0.0062996-0.0070983i,0.001504-0.0061437i,-0.0017268-0.006288i,-0.0038946-0.0053845i,-0.0039722-0.0031579i,-0.0035308-0.0011787i,-0.0030956+0.00045377i,-0.0013262+0.00066127i,0.00086821-0.00098491i,0.00056508-0.0032135i,-0.0012714-0.0033127i,-0.0023372-0.0012569i
-0.0038697+0.0013183i,-0.023273-0.0086464i,-0.061127-0.03354i,-0.095231-0.061624i,-0.088667-0.065224i,-0.046727-0.044528i,-0.011532-0.027653i,-0.00038901-0.019684i,0.0011941-0.013187i,9.2524e-05-0.011962i,-0.0031853-0.011092i,-0.0013711-0.0053847i,0.001676-0.00030526i,0.0018707+0.0037633i,0.0016921+0.0062805i,0.0016675+0.0046874i,0.0015099+0.0028146i,0.001369+0.0019i,0.0012481+0.00030767i,0.0012936-0.0016199i,0.00041074-0.0027578i,-0.00047534-0.0018397i,-0.00049603-0.00028498i
-0.0044296+0.0058715i,-0.018394+0.021176i,-0.052702+0.052043i,-0.089792+0.076993i,-0.092015+0.062696i,-0.06001+0.019279i,-0.032518-0.011099i,-0.020528-0.01472i,-0.015099-0.0087449i,-0.013628-0.0035717i,-0.012322+0.0019414i,-0.0078127+0.0051095i,-0.0043689+0.0056243i,-0.003152+0.0067384i,-0.00065534+0.0067867i,0.0018308+0.0057365i,0.0034988+0.003957i,0.0043307+0.0014972i,0.0028614+0.0015451i,0.00083066+0.002692i,0.0010792+0.0033844i,0.0021577+0.0028815i,0.0025058+0.00078675i
0.0064639+0.0029846i,0.020522+0.022132i,0.043387+0.062209i,0.061994+0.097972i,0.055135+0.087196i,0.026438+0.042028i,0.00075485+0.014464i,-0.0071152+0.010482i,-0.0033088+0.0085451i,-9.2337e-05+0.008365i,0.00047392+0.008894i,-0.00043014+0.0042066i,-0.000776-0.00059273i,0.00068774-0.0031293i,0.0010041-0.0048116i,0.00059584-0.004084i,0.0017157-0.0017591i,0.0021541-0.00051825i,0.0010072+0.0011983i,-0.00068126+0.0033119i,-0.00091805+0.0034812i,0.00017343+0.0012983i,0.0011613+1.4704e-05i
0.0070676-0.0029033i,0.029009-0.010966i,0.073555-0.022242i,0.11201-0.027429i,0.09806-0.015826i,0.044506+0.0064416i,0.0082284+0.021549i,0.0020187+0.021068i,0.0035479+0.012095i,0.0064515+0.005474i,0.0093707+0.0018138i,0.0092887-0.00092603i,0.0080817-0.0027521i,0.0055544-0.0044642i,0.0029797-0.0044808i,0.0012321-0.0046455i,-0.0008235-0.004993i,-0.0022467-0.0042662i,-0.00087422-0.0034525i,0.0013111-0.0024571i,0.001559-0.0023869i,0.00059051-0.0037457i,-0.0011081-0.0031561i
-0.003612-0.0078238i,-0.0036189-0.031649i,-0.0037314-0.077026i,-0.0072944-0.11333i,-0.015871-0.093465i,-0.017241-0.036186i,-0.0049611-0.001272i,0.0041295+0.0021774i,0.0021719-0.0016867i,2.8681e-05-0.0044839i,0.0011128-0.0055781i,0.0018833-0.0016544i,0.00067021+0.0019926i,-0.0017876+0.0033199i,-0.0029662+0.0047191i,-0.001649+0.0041192i,-0.0001795+0.0017807i,-0.00043141+6.7857e-05i,-0.00013884-0.00034539i,0.0013655-0.00062563i,0.001791-0.0012006i,0.00070521-0.00062921i,-0.00059759+0.00015767i
-0.0084352+0.0025043i,-0.030612-0.0045154i,-0.074095-0.018555i,-0.1078-0.029132i,-0.080529-0.025363i,-0.015426-0.017082i,0.020709-0.015999i,0.018156-0.014487i,0.0073513-0.0074514i,0.00075842-0.0022372i,-0.0041103-0.00027073i,-0.0067192-0.00017747i,-0.007632-0.00024026i,-0.0074957+0.0012418i,-0.0058808+0.0040175i,-0.0044108+0.0057543i,-0.0022761+0.0059285i,-5.5379e-05+0.0049992i,3.9564e-05+0.0032845i,-0.00096445+0.0018603i,-0.0015914+0.0018997i,-0.00011014+0.0040517i,0.0021506+0.0050971i
-0.0020788+0.0062658i,-0.013322+0.028816i,-0.03553+0.068999i,-0.04476+0.10208i,-0.019225+0.087573i,0.016797+0.035236i,0.020759-0.0028484i,0.0072613-0.0067535i,0.0029323+0.0010611i,0.0031344+0.0056273i,0.0022174+0.0058897i,0.0022+0.0017072i,0.0024672-0.002391i,0.0034305-0.0027471i,0.0043314-0.0024949i,0.0034436-0.0015497i,0.0018618+0.0015168i,0.00043726+0.0032383i,0.000174+0.0028698i,-0.00033248+0.0013471i,0.00037522+0.00063403i,0.0015861+0.0011945i,0.0017401+0.0013156i
0.0063841+0.0030012i,0.026533+0.019641i,0.057278+0.051497i,0.074872+0.071631i,0.049291+0.043634i,-0.0038849-0.0035577i,-0.033964-0.017741i,-0.027323-0.0097647i,-0.010382-0.004781i,-0.0004111-0.002953i,0.0055861-0.0017069i,0.0092256+5.3043e-05i,0.0095559+0.0015791i,0.0075228+0.00097466i,0.0055598-6.1468e-05i,0.0058016-0.00034264i,0.0058911-0.0016275i,0.00462-0.0025327i,0.0040338-0.0010318i,0.0035999+0.00049877i,0.0030894-0.00056783i,0.0026422-0.0034568i,0.001302-0.0042491i
0.009925-0.0044186i,0.032637-0.016569i,0.071619-0.040893i,0.090433-0.066191i,0.051389-0.065934i,-0.008628-0.038303i,-0.028409-0.0097401i,-0.013761-0.00064985i,-0.0018764-0.0052052i,-0.00020233-0.0091231i,-0.0016007-0.0090885i,-0.0036356-0.0039415i,-0.0046094+0.0014991i,-0.0040976+0.0020005i,-0.0038577+0.0013358i,-0.0016254+0.00097254i,0.0027176-0.00044856i,0.0049702-0.0018427i,0.0043213-0.001426i,0.0024149-0.00058204i,0.00070438-0.0014778i,-0.00030045-0.0029938i,-5.6158e-05-0.0031178i
-0.004665-0.0069471i,-0.011725-0.033223i,-0.021407-0.076108i,-0.028543-0.095682i,-0.018417-0.05012i,0.0054377+0.019979i,0.020249+0.045113i,0.014725+0.029349i,0.0028698+0.013382i,-0.0036899+0.0059842i,-0.0070768+0.0015239i,-0.0077263-0.0010082i,-0.006866-0.0028052i,-0.005787-0.0028039i,-0.0047009-0.0017578i,-0.0046506-0.0019413i,-0.0051315-0.0015979i,-0.0039075-0.0014745i,-0.0028039-0.002774i,-0.0026527-0.0030179i,-0.0025352-0.0014119i,-0.003122+0.00093431i,-0.0032988+0.002221i
-0.0045998-0.0012566i,-0.030031-0.0029604i,-0.073973-0.0056596i,-0.1015+0.0027415i,-0.06877+0.021829i,-0.0052356+0.027423i,0.022882+0.013615i,0.014081+0.0041657i,0.0021979+0.0039938i,-0.0020754+0.0054623i,-0.0011037+0.0068885i,0.003547+0.0053203i,0.0069896+0.00077555i,0.0068349-0.0022322i,0.0049267-0.0030704i,0.0021983-0.0024944i,-0.0019154-0.0014094i,-0.0050599-0.00015088i,-0.0051233+0.00073058i,-0.0028241+0.0010757i,-0.00063999+0.0022483i,6.2985e-05+0.003364i,-0.00018071+0.0022165i
0.00053464+0.0099227i,-0.0078589+0.036387i,-0.023156+0.075398i,-0.027366+0.088004i,-0.010487+0.03369i,0.0040706-0.039308i,0.0036949-0.058594i,0.0031241-0.036027i,0.0053682-0.014702i,0.0054797-0.0041174i,0.0069676+0.00088103i,0.0082474+0.002856i,0.0072519+0.0038444i,0.0051604+0.003617i,0.0030303+0.0029318i,0.0032852+0.003409i,0.0041434+0.0041012i,0.0030969+0.0046303i,0.0012524+0.0058759i,0.0012453+0.0059537i,0.0032949+0.004002i,0.0043884+0.0012248i,0.0043564-0.00080717i
