-0.0033545+0.0014593i,-0.002374+0.00049266i,-0.0021146+0.0010672i,-0.001765+0.0019106i,-0.00092521+0.002802i,-0.00010779+0.001975i,0.00029035+0.0013923i,0.00038303+0.0015894i,0.00070698+0.0010641i,0.00097537+1.1712e-06i,0.00068337-2.2608e-06i,0.00023801+5.183e-07i,4.8814e-05-0.00026793i,0.00021555-0.00066084i,0.00024302-0.00064922i,0.00055317+4.4413e-05i,0.00075348+0.00032049i,0.0006935-6.3947e-05i,0.00078698-0.00028962i,0.00017327-0.00035222i,-0.00056546-1.2769e-06i,-0.0007796+1.3496e-05i,-0.00039207-0.00061499i
0.02897+0.024711i,0.080474+0.063826i,0.15776+0.088193i,0.19342+0.058349i,0.12278-0.0036257i,0.011415-0.047069i,-0.036848-0.051051i,-0.027131-0.041412i,-0.016001-0.022297i,-0.012753+0.0057962i,-0.0093157+0.0175i,-0.0053342+0.018523i,0.0047701+0.019064i,0.012756+0.010707i,0.0078107+0.00023714i,0.0021486-0.0024408i,0.00025562+0.00010593i,-0.0024626+0.00049928i,-0.0042123-0.00062936i,-0.0033606+0.0010911i,-0.0018538+0.0022206i,-0.0013482+0.0013195i,-7.2291e-05-0.00021651i
0.00046774-0.01626i,-0.0050983-0.03166i,-0.012667-0.0070927i,0.0022298+0.045159i,0.027921+0.055507i,0.014376+0.024917i,-0.028149+0.0030405i,-0.04231+0.0058334i,-0.015292+0.011751i,0.016572+0.0038224i,0.022264-0.0079131i,0.01131-0.011459i,0.0050703-0.01067i,0.0019646-0.00781i,-0.0026407-0.0006371i,-0.0074752+0.0071217i,-0.010623+0.013497i,-0.012715+0.016448i,-0.013999+0.013808i,-0.012564+0.008349i,-0.0087888+0.0046237i,-0.00546+0.0026393i,-0.0030187+0.0021275i
0.011755-0.01351i,0.033805-0.053301i,0.049711-0.15179i,0.018212-0.24025i,-0.044511-0.1833i,-0.058052-0.019589i,-0.013088+0.088859i,0.015082+0.087486i,0.0067427+0.041867i,-0.0038336+0.0094716i,-0.0030928-0.00017469i,0.0033305-0.0023814i,0.0010043-0.010125i,-0.0058957-0.01168i,-0.0062872-0.0025623i,-0.0010692+0.0040316i,0.0076586+0.0042361i,0.015785+0.0043008i,0.015915+0.006202i,0.0093268+0.0081329i,0.0047851+0.0076714i,0.0039553+0.0046254i,0.0016558-0.00030486i
-0.029613-0.0057302i,-0.074521-0.0013892i,-0.11201+0.035937i,-0.094463+0.084267i,-0.021793+0.074846i,0.052709+0.023346i,0.089256-0.016691i,0.084316-0.028954i,0.051125-0.027711i,0.01232-0.022849i,-0.0075219-0.012251i,-0.010379-0.001746i,-0.010391+0.0092958i,-0.003782+0.015596i,0.0084861+0.010515i,0.015838+0.0031323i,0.016771-0.002436i,0.01586-0.0061318i,0.015883-0.0043684i,0.01438-0.0019499i,0.010188-0.0029265i,0.005346-0.0027633i,0.0027827-0.00024136i
0.0039151+0.013204i,-0.016451+0.035701i,-0.078343+0.059547i,-0.1479+0.078365i,-0.13449+0.071688i,-0.052533+0.0024328i,-0.011629-0.081997i,-0.025387-0.094767i,-0.033644-0.040926i,-0.01753+0.0073847i,-0.0022654+0.014959i,-0.0020461+0.0078575i,-0.0049343+0.0098286i,-0.0045068+0.011595i,-0.0049951+0.0069401i,-0.0078248+0.001656i,-0.013246-0.0043263i,-0.016706-0.012212i,-0.014293-0.016956i,-0.0081786-0.015011i,-0.0023998-0.01024i,-0.0010621-0.0077079i,-0.0035434-0.0038514i
-0.0031696+0.022768i,0.02199+0.048122i,0.11105+0.07362i,0.21711+0.058508i,0.19544-0.0072707i,0.037462-0.043745i,-0.091753-0.0070764i,-0.1042+0.030033i,-0.053983+0.024418i,-0.014317+0.0050467i,-0.0026983-0.0032359i,0.0036777-0.00086486i,0.015049-0.0024891i,0.017164-0.0088433i,0.0061726-0.011429i,-0.0049525-0.0090358i,-0.010683-0.0014328i,-0.013233+0.0057139i,-0.01424+0.0050026i,-0.014572+0.000951i,-0.012656+0.00091736i,-0.007264+0.0020682i,0.00052905-0.0011545i
0.03509-0.0075498i,0.077579-0.0067824i,0.10013-0.0032295i,0.062072+0.00050697i,0.00053838+0.023234i,-0.025586+0.068749i,-0.0044219+0.10472i,0.028422+0.10211i,0.037909+0.061661i,0.025235+0.019959i,0.011044+0.0029889i,0.0041078-0.0001542i,0.0021558+0.00077795i,0.0047532+0.0069602i,0.009441+0.013852i,0.013145+0.017458i,0.015182+0.01964i,0.012701+0.021355i,0.0057812+0.022933i,0.0012714+0.020509i,-0.00055145+0.012883i,-0.0025221+0.0062249i,-0.0028488+0.0038073i
-0.0092386-0.0113i,-0.042037-0.055681i,-0.085337-0.16029i,-0.11246-0.25355i,-0.097357-0.21587i,-0.0182-0.082139i,0.080979-0.011883i,0.10089-0.026625i,0.04203-0.030574i,-0.0042683-0.0063818i,-0.010839+0.0045491i,-0.0091867-0.0021376i,-0.011464-0.01143i,-0.012733-0.015694i,-0.012894-0.011279i,-0.013629-0.0059334i,-0.009453-0.0059527i,0.0025085-0.0052874i,0.01296-0.0015968i,0.01502+0.00095296i,0.012439+0.0015535i,0.0080704-0.00018328i,0.00058783-0.0034186i
0.0035607-0.03029i,0.012845-0.039809i,0.0089591+0.014231i,-0.012465+0.12772i,-0.0029312+0.17075i,0.029802+0.076042i,0.010233-0.045958i,-0.033268-0.078702i,-0.026457-0.04228i,0.0037185-0.013959i,0.010116-0.0038651i,0.0050556+0.0057655i,0.003989+0.0064551i,0.0041564-0.0040721i,0.0038175-0.013199i,0.00099462-0.015458i,-0.0046672-0.012594i,-0.0056986-0.012446i,0.0019148-0.015615i,0.0084191-0.01467i,0.0073428-0.010054i,0.0038411-0.0049162i,0.003738-0.00031314i
-0.022869+0.032202i,-0.083778+0.091858i,-0.16515+0.15083i,-0.18585+0.14684i,-0.13003+0.072038i,-0.088171-0.0102i,-0.092212-0.025413i,-0.074556+0.017386i,-0.024977+0.032188i,0.0032883+0.011483i,0.0050582+0.0047228i,-0.0011373+0.0086297i,-0.012237+0.015898i,-0.018941+0.027017i,-0.015687+0.033869i,-0.0091788+0.038936i,-0.0039742+0.040363i,-0.0045527+0.031431i,-0.010174+0.01549i,-0.014158+0.0014652i,-0.013682-0.0053545i,-0.010743-0.0058965i,-0.0076235-0.002297i
-0.0055743-0.028574i,0.046307-0.071622i,0.18059-0.11524i,0.31203-0.11839i,0.29231-0.082859i,0.15452-0.021017i,0.062846+0.049285i,0.045304+0.056214i,0.021075+0.010661i,-0.0087286-0.0097698i,-0.0035154-0.0094429i,0.014829-0.0096131i,0.021923-0.0044947i,0.018405+0.00045041i,0.0099737-0.0011479i,0.0086031-0.0024946i,0.01653-0.0006075i,0.020454+0.0030627i,0.012138+0.0043934i,-0.00012453+0.0016302i,-0.0053934+0.0007911i,-0.00239+0.0013619i,0.0019818-0.0034519i
0.030592+0.04967i,0.048762+0.13013i,0.025448+0.19492i,-0.050564+0.15398i,-0.11416+0.062552i,-0.10248+0.031037i,-0.034993+0.016828i,0.0052461-0.017786i,-0.0016601-0.024919i,-0.0075485-0.0069681i,-0.0058036-0.0013293i,-0.0023293-0.0013799i,0.013583-4.1488e-05i,0.032932-0.0041386i,0.037594-0.0091551i,0.034551-0.015161i,0.031253-0.024209i,0.025522-0.026942i,0.018102-0.016463i,0.0094407+0.00062773i,0.0033763+0.011148i,0.00059883+0.0097049i,-0.00016321+0.0050416i
-0.047837-0.03667i,-0.10202-0.14111i,-0.16505-0.29285i,-0.17652-0.35139i,-0.11268-0.25658i,-0.026421-0.14079i,0.0047289-0.085655i,-0.019529-0.038887i,-0.027957+0.012893i,-0.010704+0.025574i,-0.0078026+0.0067153i,-0.015518-0.014997i,-0.021397-0.033685i,-0.029585-0.037449i,-0.032524-0.021932i,-0.033078-0.010064i,-0.038359-0.012351i,-0.040269-0.015584i,-0.030586-0.011019i,-0.014316-0.0034781i,-0.0026967-0.0010494i,0.00058308-0.0033208i,-0.0037713-0.0030596i
0.071973+0.0082174i,0.16946+0.067792i,0.25676+0.19841i,0.23386+0.30558i,0.12675+0.28226i,0.04859+0.18031i,0.017631+0.098545i,0.012478+0.055434i,0.017946+0.024808i,0.014226+0.0048626i,0.0066263+0.0053256i,-0.00075403+0.010503i,-0.017679+0.008146i,-0.029951+0.0057204i,-0.025437+0.0039545i,-0.017805+0.0052163i,-0.017238+0.015266i,-0.017842+0.024515i,-0.012603+0.020431i,-0.0030265+0.0088484i,0.004007+0.00025263i,0.0048682-0.0022403i,0.0037302-0.0019698i
-0.071975+0.0091553i,-0.20888+0.012065i,-0.35103-0.0087515i,-0.34033-0.042186i,-0.19693-0.070877i,-0.10022-0.08086i,-0.063063-0.055098i,-0.018187-0.029678i,0.01402-0.02761i,0.012848-0.020782i,0.0035791-0.0044984i,-0.0052603+0.015906i,-0.00761+0.043638i,0.0031807+0.056583i,0.014411+0.044129i,0.015818+0.030868i,0.013687+0.030211i,0.016533+0.033431i,0.018542+0.028727i,0.011525+0.014102i,0.00042723+0.00076207i,-0.0047641-0.0032348i,-0.0015854+0.00050084i
0.049001-0.048194i,0.17376-0.11916i,0.35049-0.19529i,0.40275-0.217i,0.26807-0.14663i,0.1293-0.049086i,0.065824-0.012995i,0.014959-0.016088i,-0.028038-0.0074391i,-0.03105+0.0049943i,-0.011446+0.0057841i,0.01022+0.0031359i,0.031552+0.00055377i,0.038984-0.0046411i,0.023893-0.010624i,0.0089537-0.013664i,0.013768-0.017043i,0.023295-0.02509i,0.021628-0.027376i,0.012691-0.018762i,0.0057035-0.0080527i,0.0036503-0.0020237i,0.0027049-0.002174i
-0.040403+0.089278i,-0.13775+0.22432i,-0.28787+0.35475i,-0.36386+0.35777i,-0.29143+0.23748i,-0.17596+0.13299i,-0.091248+0.096975i,-0.0425+0.07476i,-0.017969+0.04521i,-0.0072503+0.02068i,-0.0030281+0.0058031i,0.0043758-0.0027792i,0.014655-0.018493i,0.011685-0.034041i,-0.0029516-0.025725i,-0.012358-0.0046775i,-0.015895+0.0038774i,-0.018933+0.00042962i,-0.020135-0.003305i,-0.016964-0.0012403i,-0.0092192+0.0034299i,-0.0031798+0.003284i,-2.8859e-05-0.0016301i
0.013634-0.079297i,0.031734-0.22664i,0.052905-0.37464i,0.046212-0.34983i,0.0381-0.17866i,0.06467-0.082884i,0.06284-0.08833i,0.041829-0.066342i,0.041214-0.016913i,0.039205+0.0051978i,0.027145+0.0034037i,0.0083695-0.010744i,-0.01915-0.018046i,-0.034444-0.0053491i,-0.02573+0.01192i,-0.010908+0.017468i,-0.0090109+0.016695i,-0.017491+0.019884i,-0.020619+0.022038i,-0.013942+0.014129i,-0.0053374+0.0010214i,-0.0009248-0.0069192i,-0.0017471-0.006977i
0.055002+0.094553i,0.15118+0.26438i,0.27264+0.45845i,0.34985+0.47954i,0.30805+0.295i,0.17366+0.12008i,0.081501+0.057343i,0.044864+0.025105i,0.016368-0.0071963i,0.00028305-0.013855i,-0.0015442-0.0074261i,-0.0021013+0.0033069i,-0.0021203+0.017006i,-5.6187e-05+0.025494i,0.010383+0.026065i,0.025303+0.021603i,0.038206+0.019403i,0.049329+0.02016i,0.049764+0.015936i,0.034424+0.0056722i,0.013522-0.0024468i,0.00044639-0.0040815i,-0.0036622-0.003485i
-0.072233-0.077598i,-0.19443-0.21461i,-0.30921-0.36271i,-0.30265-0.39288i,-0.2027-0.29096i,-0.14485-0.15787i,-0.15246-0.043972i,-0.12666+0.017972i,-0.066473+0.016016i,-0.030322-0.0082412i,-0.022609-0.017214i,-0.016708-0.0093914i,0.0018947+3.2967e-05i,0.022969-0.00084392i,0.023638-0.013507i,0.0065379-0.022915i,-0.0036389-0.021516i,0.0021779-0.020646i,0.0080895-0.022878i,0.0037337-0.0173i,-0.0016076-0.0046256i,-0.0023359+0.0020997i,-0.00021246+0.0013135i
0.089995+0.011745i,0.23692+0.012187i,0.36743-0.044482i,0.31558-0.15966i,0.13407-0.20616i,0.049897-0.13904i,0.098929-0.087665i,0.10671-0.070516i,0.047389-0.031808i,0.0066167+0.006086i,0.0012501+0.015858i,0.0038773+0.0032526i,-0.0028606-0.014526i,-0.0092116-0.022626i,-0.0085912-0.020165i,-0.003626-0.017305i,0.00079177-0.027212i,-0.012482-0.044945i,-0.034353-0.045551i,-0.035806-0.024497i,-0.020558-0.003804i,-0.0059437+0.005714i,-0.0026386+0.006769i
-0.10278+0.011782i,-0.29291+0.069676i,-0.48592+0.18383i,-0.49867+0.29778i,-0.32645+0.30142i,-0.13916+0.2137i,-0.043216+0.13487i,-0.0025609+0.069797i,0.0097806+0.024663i,0.010664+0.016425i,0.011788+0.014358i,0.0016004+0.0096451i,-0.011301+0.0099702i,-0.021548+0.0091666i,-0.02964+0.011339i,-0.026922+0.016707i,-0.022216+0.01946i,-0.021496+0.030554i,-0.015956+0.04262i,-0.0056827+0.032896i,0.0011257+0.010528i,-9.6877e-05-0.0028698i,-0.0035619-0.0029152i
0.057769-0.015656i,0.1647-0.060808i,0.22797-0.11621i,0.15067-0.11255i,0.013985-0.047712i,-0.077664-0.035471i,-0.13888-0.075746i,-0.15912-0.056559i,-0.094472-0.0095958i,-0.018787-0.009626i,-0.0012851-0.020998i,-0.0060514-0.0059433i,-0.0014666+0.016577i,0.0042206+0.025087i,0.0046813+0.017983i,-0.0034918+0.0041003i,-0.017406+0.0023154i,-0.018287+0.014741i,-0.00021183+0.025358i,0.015823+0.024359i,0.018787+0.013701i,0.015184+0.0017362i,0.010845-0.0019818i
-0.032228+0.063643i,-0.05653+0.17712i,0.014723+0.28438i,0.18717+0.25614i,0.27403+0.11666i,0.22067+0.045176i,0.16787+0.080457i,0.13884+0.090011i,0.073588+0.040925i,0.0089146+0.0035954i,-0.010877+0.0030539i,0.0025086+0.0097844i,0.020648+0.0044234i,0.025878+0.0018481i,0.018053+0.010686i,0.0034527+0.021534i,-0.0032062+0.027203i,0.010077+0.017769i,0.023111-0.0066545i,0.01462-0.020945i,-0.002497-0.011969i,-0.0081212+0.0026495i,-0.0020902+0.0063777i
0.043565-0.069664i,0.08202-0.18546i,0.044136-0.28788i,-0.079182-0.24578i,-0.14188-0.075329i,-0.095977+0.057932i,-0.026109+0.072038i,0.02268+0.028836i,0.026871+0.00039161i,-0.00050113+0.0065062i,-0.0063208+0.014547i,0.002378+0.00052965i,0.00066058-0.015783i,-0.0047898-0.020387i,-0.0070538-0.013075i,-0.0020299+0.0058234i,0.0088623+0.023974i,0.0094989+0.023254i,-0.0025056+0.0088878i,-0.0082825-0.0021698i,-0.0024231-0.0083884i,0.0035552-0.010839i,0.0041073-0.010134i
0.002391+0.057892i,0.0039062+0.12199i,0.011782+0.12214i,0.021017+0.0050183i,0.026424-0.13517i,0.038262-0.2152i,0.029162-0.24332i,-0.023692-0.19681i,-0.046713-0.084979i,-0.010588-0.0088678i,0.015533-0.0024984i,0.0090614-0.01398i,-0.005454-0.013196i,-0.0080585-0.0033663i,0.0076251+0.0063518i,0.031686+0.0099022i,0.04728+0.0028396i,0.04339-0.0070535i,0.022108-0.0052599i,0.0037824+0.0020601i,0.0016452+0.002847i,0.0060279-0.002837i,0.0026685-0.0067409i
-0.038259-0.068029i,-0.076949-0.12074i,-0.087268-0.065988i,-0.01946+0.10662i,0.064623+0.21262i,0.058244+0.18845i,-0.025008+0.15543i,-0.063622+0.12777i,-0.036785+0.067522i,-0.013738+0.019838i,-0.012302+0.0089761i,-0.017129+0.015123i,-0.013749+0.023029i,-0.004718+0.022328i,-0.0042714+0.0084609i,-0.011566-0.015213i,-0.014631-0.032012i,-0.0076079-0.024701i,0.0066853-0.0049693i,0.013411+0.0021423i,0.0023248-0.0026029i,-0.010579-0.0054467i,-0.011837-0.0026318i
0.019901+0.048206i,0.037139+0.098144i,0.031+0.08887i,-0.021539-0.034318i,-0.10872-0.16405i,-0.18435-0.16649i,-0.15447-0.060659i,-0.039371+0.029043i,0.030498+0.032245i,0.0218+0.0016139i,0.0029643-0.0065371i,8.7363e-05-0.0023744i,0.00039693-5.1942e-05i,0.0045973-0.0048161i,0.0056237-0.014176i,-0.0034097-0.016187i,-0.016756-0.012494i,-0.022245-0.013101i,-0.018577-0.018345i,-0.017261-0.016775i,-0.01503-0.0055881i,-0.010037+0.0034444i,-0.0050799+0.0064035i
-0.044289-0.031389i,-0.067612-0.09048i,-0.020478-0.17345i,0.071134-0.21514i,0.12432-0.14882i,0.18054-0.02781i,0.22434+0.0099861i,0.15358-0.030062i,0.040705-0.023489i,0.015358+0.016232i,0.036405+0.016026i,0.041991+0.0042319i,0.040143-0.00026117i,0.025372-0.0057324i,-0.00045707+0.0084352i,-0.015092+0.039385i,-0.010372+0.05799i,0.0025015+0.050094i,0.0058606+0.025866i,0.00066733+0.0078979i,-0.0021149+0.0025863i,-0.0018406+0.0021803i,-0.0034476-0.0023454i
0.038931+0.072497i,0.082208+0.17172i,0.030321+0.27872i,-0.13764+0.32049i,-0.26814+0.28894i,-0.26975+0.21371i,-0.19338+0.10458i,-0.11054+0.010147i,-0.055483-0.02887i,-0.034285-0.034407i,-0.03306-0.028221i,-0.029235-0.019732i,-0.021282-0.014291i,-0.020147-0.0090438i,-0.015854-0.0059683i,0.00029836-0.01244i,0.012857-0.020381i,0.0055709-0.016374i,-0.0072925+0.001431i,-0.0045973+0.017989i,0.0062939+0.017505i,0.012156+0.0071543i,0.011501+0.0010344i
-0.05145-0.016971i,-0.13734-0.062849i,-0.19101-0.11361i,-0.1238-0.11365i,0.02206-0.1071i,0.11822-0.16396i,0.08062-0.17039i,0.012079-0.057018i,0.016794+0.02549i,0.020325+0.010431i,-0.0053346-0.011497i,-0.017604-0.017741i,-0.021811-0.024116i,-0.016038-0.0093532i,0.0094226+0.0072171i,0.028732-0.0029926i,0.025637-0.028914i,0.015815-0.047065i,0.010855-0.045873i,0.0052181-0.032465i,-0.001692-0.017093i,-0.0064477-0.0049325i,-0.0091193+0.0054211i
0.096105-0.013614i,0.24902+0.0035929i,0.39992+0.068423i,0.42536+0.14936i,0.30836+0.19906i,0.1364+0.21586i,0.034049+0.17707i,0.008742+0.074758i,-0.014317+0.0070463i,-0.02031+0.02508i,0.00050135+0.054377i,0.0082774+0.055531i,0.00092716+0.049098i,-0.0027534+0.034082i,-0.018435+0.011614i,-0.049914+0.0058825i,-0.070134+0.028836i,-0.062177+0.058217i,-0.033751+0.061209i,-0.0075411+0.037894i,0.0023376+0.014094i,0.0038816+0.0039576i,0.0072716-0.0013855i
-0.057232+0.020077i,-0.15856+0.015133i,-0.25228-0.038491i,-0.23924-0.15052i,-0.16416-0.25848i,-0.12763-0.26921i,-0.1027-0.17138i,-0.046547-0.061449i,0.0011663-0.025033i,0.012616-0.037078i,0.0072868-0.046328i,-0.0041094-0.032989i,-0.0060218-0.0049984i,0.0051365+0.0067506i,0.012242+0.0057363i,0.013234+0.016231i,0.016779+0.030115i,0.020724+0.028955i,0.015514+0.015078i,0.0036383+0.0026586i,-0.0010612-0.0055967i,0.0042564-0.012048i,0.01157-0.014883i
0.026239-0.051329i,0.093145-0.11638i,0.15269-0.18028i,0.11752-0.16572i,0.058079-0.036023i,0.086903+0.10688i,0.12078+0.12924i,0.066678+0.073715i,0.0036682+0.052174i,-0.00309+0.045692i,0.012108+0.026818i,0.029355+0.011079i,0.040355-0.002i,0.029888-0.00087489i,0.012874+0.01625i,0.015872+0.031063i,0.035792+0.025904i,0.052834+0.0030237i,0.051089-0.014355i,0.030789-0.014886i,0.0089627-0.0089812i,-0.004605-0.0097406i,-0.016578-0.011749i
-0.052359+0.060006i,-0.16828+0.16265i,-0.27933+0.28935i,-0.28878+0.31382i,-0.24342+0.17619i,-0.22199+0.025203i,-0.1642-0.013179i,-0.060854-0.012336i,-0.017231-0.03195i,-0.046006-0.023814i,-0.061015+0.0054002i,-0.042338+0.013311i,-0.023264+0.00069316i,-0.014504-0.018654i,-0.016409-0.034773i,-0.024603-0.039149i,-0.034914-0.034019i,-0.048325-0.025558i,-0.053605-0.015324i,-0.041726-0.0016996i,-0.022311+0.010665i,-0.0089322+0.017831i,0.0019707+0.021275i
0.023832-0.061862i,0.089388-0.14897i,0.17209-0.21986i,0.23306-0.17849i,0.27148-0.079012i,0.27121-0.064966i,0.17068-0.10599i,0.031858-0.080726i,-0.013448-0.015647i,0.024452+0.0087492i,0.046988-0.009792i,0.026873-0.02997i,0.0017301-0.027051i,-0.002239-0.0094674i,0.012468+0.0093087i,0.028541+0.016012i,0.032341+0.012481i,0.022227+0.014516i,0.009506+0.014966i,0.005658+0.0020747i,0.0050168-0.0094721i,-0.0012943-0.010809i,-0.0075109-0.0081781i
0.021511+0.10551i,0.059183+0.23775i,0.10462+0.29331i,0.079062+0.16577i,-0.05187+0.033402i,-0.15903+0.068658i,-0.10961+0.13331i,-0.018437+0.094419i,-0.00026514+0.046156i,0.0068503+0.036611i,0.018134+0.023607i,0.0069411+0.02011i,-0.0084743+0.033025i,-0.023493+0.045115i,-0.033477+0.053164i,-0.024223+0.062033i,0.0069997+0.071129i,0.050834+0.069454i,0.072589+0.054651i,0.054541+0.03366i,0.029556+0.01104i,0.022731-0.0091134i,0.017618-0.022064i
-0.02651-0.055771i,-0.087128-0.16865i,-0.15781-0.2758i,-0.17487-0.2901i,-0.10234-0.25359i,0.0017405-0.22541i,0.035907-0.16848i,0.030794-0.055885i,0.039984+0.013777i,0.012666+0.00082114i,-0.036129-0.01043i,-0.043134+0.00014537i,-0.016304+0.0067681i,0.016253+0.0072681i,0.038995-0.0030996i,0.039278-0.026932i,0.018686-0.057863i,-0.006669-0.082605i,-0.020887-0.083235i,-0.024942-0.058909i,-0.027627-0.030579i,-0.027918-0.012243i,-0.018813-0.001632i
0.057859+0.0012048i,0.11482+0.054378i,0.11427+0.12365i,0.021207+0.19824i,-0.06439+0.26009i,-0.078551+0.22685i,-0.074414+0.10915i,-0.076429+0.0089071i,-0.045774-0.021426i,0.01004-0.0092034i,0.045847+0.006116i,0.05657+0.012841i,0.0578+0.0029997i,0.050441-0.016332i,0.027034-0.028871i,-0.0047782-0.029948i,-0.030523-0.024343i,-0.053822-0.020272i,-0.063702-0.012669i,-0.041547+0.0027556i,-0.013243+0.01394i,-0.0069992+0.016909i,-0.017166+0.0197i
-0.037743-0.0090219i,-0.077864-0.036331i,-0.076843-0.037232i,0.0057028-0.031219i,0.068622-0.087751i,0.031093-0.13523i,-0.022065-0.081939i,-0.011197-0.0062877i,-0.00032925-0.0003617i,-0.031004-0.01231i,-0.046079+0.0010272i,-0.033449+0.0052903i,-0.023751-0.004246i,-0.021719-0.013291i,-0.023809-0.014454i,-0.029178-0.0022052i,-0.033764+0.022432i,-0.025662+0.05484i,-0.011087+0.068722i,-0.011265+0.048437i,-0.013807+0.020733i,0.0010555+0.0086159i,0.024048+0.0014123i
0.032593-0.01129i,0.084166+0.010571i,0.13148+0.0090697i,0.12623-0.014186i,0.077154+0.025308i,0.041601+0.11709i,0.0586+0.15626i,0.077185+0.10325i,0.056251+0.024375i,0.038587-0.017462i,0.041608-0.038893i,0.030186-0.058919i,-0.0088577-0.062619i,-0.044026-0.038485i,-0.047045+0.00038095i,-0.01993+0.027376i,0.017048+0.027244i,0.048888+0.011119i,0.065191-0.0020524i,0.059801-0.0091469i,0.040939-0.010657i,0.021657-0.012266i,0.0043746-0.016879i
-0.088956+0.029951i,-0.18497+0.040013i,-0.26+0.03855i,-0.28211+0.0058039i,-0.27881-0.047199i,-0.23354-0.074497i,-0.139-0.10123i,-0.081296-0.11631i,-0.076401-0.052742i,-0.056068+0.026154i,-0.034925+0.049736i,-0.026524+0.065986i,0.006539+0.08663i,0.037262+0.076794i,0.027955+0.048969i,4.972e-05+0.034629i,-0.016407+0.034207i,-0.018353+0.018179i,-0.022131-0.0049918i,-0.028672+0.0017655i,-0.020255+0.019523i,-0.0038539+0.020498i,0.0038474+0.023343i
0.071087-0.038113i,0.11229-0.051166i,0.092619-0.039975i,0.046598+0.035697i,0.10971+0.12849i,0.22937+0.12575i,0.19955+0.05001i,0.072046+0.024818i,0.029218+0.023533i,0.035224-0.019954i,0.017409-0.054364i,-0.0080593-0.055379i,-0.031822-0.03676i,-0.035584+0.00063034i,-0.011301+0.029007i,0.009478+0.026907i,0.0027796+0.017458i,-0.022781+0.018232i,-0.033628+0.011285i,-0.016672-0.011732i,-0.0064177-0.029965i,-0.018324-0.030766i,-0.029298-0.02992i
-0.071697+0.062186i,-0.073951+0.14045i,0.033283+0.20977i,0.19514+0.19192i,0.19054+0.089074i,0.0061409+0.011311i,-0.1209+0.029488i,-0.13187+0.055657i,-0.14155+0.040025i,-0.14181+0.046577i,-0.089926+0.052348i,-0.032907+0.022551i,-0.0081118-0.013918i,-0.012749-0.033259i,-0.028312-0.018i,-0.021594+0.019367i,0.016497+0.044661i,0.055507+0.058185i,0.062405+0.067158i,0.040374+0.060656i,0.026358+0.039765i,0.037157+0.018268i,0.049292+0.0049455i
0.092315+0.0043934i,0.17303-0.0039955i,0.22074-0.047655i,0.2096-0.13809i,0.21125-0.21279i,0.23955-0.17667i,0.2453-0.074573i,0.23494+0.0055543i,0.21177+0.043329i,0.15175+0.039025i,0.074378+0.036458i,0.033149+0.057535i,0.042693+0.071311i,0.081891+0.047246i,0.10705-0.013922i,0.086193-0.075169i,0.043937-0.1065i,0.02196-0.1111i,0.02267-0.10275i,0.018314-0.089489i,0.00031095-0.069895i,-0.017783-0.047666i,-0.020649-0.031715i
-0.097111-0.017837i,-0.24558-0.056555i,-0.40431-0.12823i,-0.49304-0.21324i,-0.53715-0.25563i,-0.49942-0.25203i,-0.37965-0.23263i,-0.30562-0.1923i,-0.26783-0.10226i,-0.16667-0.0064297i,-0.052218+0.011725i,-0.013205-0.017831i,-0.026133-0.022513i,-0.047981-0.001332i,-0.061739+0.032879i,-0.052665+0.066455i,-0.037138+0.078988i,-0.038746+0.068698i,-0.049296+0.056259i,-0.044916+0.058867i,-0.027609+0.057714i,-0.021066+0.042873i,-0.029861+0.033942i
0.11028-0.044557i,0.29132-0.084195i,0.40593-0.10635i,0.29247-0.020962i,0.11751+0.16077i,0.077616+0.28329i,0.098277+0.28009i,0.15944+0.24828i,0.27471+0.17493i,0.28295+0.035667i,0.15606-0.027921i,0.066244+0.0087339i,0.057845+0.024067i,0.047067+0.0055886i,0.014377+0.0021946i,-0.012782+0.019742i,-0.010024+0.038974i,0.012355+0.037946i,0.015988+0.011412i,-0.001679-0.024349i,-0.015302-0.048904i,-0.010263-0.050748i,0.0010116-0.039444i
-0.082854+0.064253i,-0.29031+0.18518i,-0.47606+0.35275i,-0.4558+0.37488i,-0.36064+0.16715i,-0.34938-0.059035i,-0.30006-0.10757i,-0.17521-0.11286i,-0.12765-0.15726i,-0.12847-0.12929i,-0.062401-0.083274i,-0.012326-0.10141i,-0.04261-0.1057i,-0.079228-0.063903i,-0.092731-0.028515i,-0.08801-0.012525i,-0.063011+0.0050229i,-0.024952+0.023965i,0.011855+0.026827i,0.020086+0.031023i,0.011762+0.055713i,0.016494+0.058866i,0.022151+0.022811i
0.02328-0.095007i,0.18615-0.23211i,0.38516-0.40375i,0.4263-0.3942i,0.35265-0.10965i,0.37068+0.17361i,0.40763+0.1858i,0.28177+0.066081i,0.10039+0.016723i,0.015876+0.016926i,-0.0067796+0.021877i,0.003737+0.049716i,0.059955+0.05483i,0.11603+0.01211i,0.14083-0.018556i,0.13719-0.034483i,0.096488-0.070758i,0.031492-0.10382i,-0.014586-0.089436i,-0.018687-0.057878i,-0.014379-0.051672i,-0.026532-0.042309i,-0.034286-0.010094i
