0.0008568+0.00034372i,0.0011212-0.00080774i,-0.00042767-0.0013429i,-0.001528-0.0012113i,-0.0009863-0.001399i,-0.00045044-0.00093271i,-0.00011369+0.00086165i,0.00084249+0.0022776i,0.0021177+0.0016764i,0.0019418+0.00015541i,0.0011122-0.00038633i,0.00064551-0.00068353i,5.4733e-05-0.00055003i,-2.7858e-05-9.6711e-05i,0.0005236-7.0143e-05i,-9.7975e-05-4.9327e-06i,-0.00059975-3.4973e-06i,4.9996e-06+0.00041037i,5.803e-05+0.0001494i,0.00025555-0.00018654i,0.0001619+0.00026641i,-0.0009073+0.00014485i,-0.0012366+0.00048081i
0.017077+0.032892i,0.033753+0.086417i,0.05065+0.14908i,0.072583+0.17122i,0.10809+0.12636i,0.12718+0.037642i,0.095383-0.037343i,0.035055-0.052035i,0.0074686-0.028936i,0.013274-0.021012i,0.012839-0.023497i,0.0070566-0.011281i,0.0048332+0.0026593i,0.001956+0.006742i,0.001399+0.0053551i,0.0022146+0.0032102i,0.0017928+0.0051687i,0.0023207+0.0080995i,0.0028042+0.0072872i,0.00099448+0.0033715i,-0.0033129-0.0018698i,-0.0082287-0.0039225i,-0.010347-0.0025081i
-0.036551-0.014487i,-0.091493-0.034488i,-0.13129-0.038262i,-0.11002-0.01472i,-0.060158-0.00058331i,-0.044104-0.0047136i,-0.051398+0.005914i,-0.034879+0.018744i,-0.014394+0.0055935i,-0.020622-0.0080275i,-0.026079-0.0015328i,-0.013946+0.0036157i,-0.0016559-0.0003507i,0.0011627-0.0031363i,-0.0039191-0.0021545i,-0.010056+0.0011735i,-0.011074+0.0047091i,-0.0069819+0.006156i,0.00064096+0.0030583i,0.0073199-0.003742i,0.00933-0.0076188i,0.0093072-0.0094088i,0.0089726-0.010743i
0.047611-0.025651i,0.11081-0.065111i,0.15077-0.12722i,0.11987-0.17713i,0.047796-0.17648i,-0.019196-0.13438i,-0.054964-0.074162i,-0.048598-0.01517i,-0.03014+0.012773i,-0.027604+0.019034i,-0.021571+0.020761i,-0.0077037+0.013903i,-0.0014837+0.0056496i,-0.002734+0.0032354i,-0.0024015+0.0019387i,0.0014047-0.00016748i,0.0065649-0.004157i,0.009502-0.0096722i,0.0054689-0.010925i,-0.0028507-0.0045283i,-0.0081971+0.0028843i,-0.0079261+0.0079738i,-0.0049912+0.010971i
-0.015234+0.054746i,-0.024496+0.12206i,-0.0033541+0.16324i,0.025313+0.131i,0.010003+0.08227i,-0.013946+0.085948i,0.0059089+0.091969i,0.024183+0.053993i,0.01777+0.031415i,0.025003+0.033712i,0.029276+0.021089i,0.013327+0.005099i,-1.0488e-05+0.00052648i,-0.0024735+0.0026368i,-0.0001795+0.0062699i,0.0029492+0.0080116i,0.0031589+0.0068763i,-0.00076985+0.0037995i,-0.006622-0.0001977i,-0.010585-0.0021484i,-0.01112-0.0027812i,-0.0094097-0.0047593i,-0.0091566-0.0068493i
-0.024204-0.052939i,-0.073764-0.099932i,-0.14372-0.094515i,-0.18704-0.0060693i,-0.15955+0.070675i,-0.08827+0.073681i,-0.03087+0.0467i,0.0032238+0.02444i,0.027371+0.0012166i,0.032602-0.017145i,0.024196-0.020676i,0.01498-0.014325i,0.010821-0.0044217i,0.01102+0.0011375i,0.0074724+0.00067071i,0.0018761-0.0026919i,-0.0053843-0.006799i,-0.011804-0.005217i,-0.0086098+0.0019712i,0.001383+0.0065845i,0.009423+0.0081861i,0.012679+0.0069198i,0.013229+0.0040819i
0.062355+0.021873i,0.12705+0.025149i,0.15027+0.0019131i,0.10656-0.019658i,0.081663+0.0010868i,0.10674+0.0033385i,0.096666-0.037027i,0.043774-0.048713i,0.0082055-0.039198i,-0.0085703-0.044102i,-0.020818-0.037282i,-0.018081-0.01453i,-0.0084537-0.0028276i,-0.0021783-0.0029827i,0.0024082-0.0052555i,0.0025269-0.0053154i,0.0030543-0.0007964i,0.0059223+0.0046278i,0.0065169+0.007474i,0.0067173+0.0082297i,0.0058236+0.0045972i,0.00030562+0.0006629i,-0.0048758+0.0022233i
-0.059052+0.027652i,-0.095742+0.073062i,-0.05798+0.10206i,0.052631+0.079597i,0.10383+0.026276i,0.050236+0.002456i,0.00048696+0.01094i,-0.014803+0.0056649i,-0.03317-0.0033734i,-0.04641+0.0050133i,-0.040932+0.013171i,-0.025384+0.0078216i,-0.011975-0.0045207i,-0.0079949-0.010543i,-0.0096474-0.006791i,-0.010014-1.0282e-06i,-0.0084965+0.0052931i,-0.0047503+0.0063176i,-0.00017474+0.00068272i,0.0010639-0.007855i,0.00032692-0.011761i,0.00046057-0.012034i,0.0014003-0.01208i
0.024992-0.066844i,0.041291-0.12782i,0.038737-0.1277i,0.025291-0.075002i,0.017106-0.067779i,-0.0080668-0.098307i,-0.047409-0.079063i,-0.049261-0.018079i,-0.028541+0.024831i,-0.015427+0.045125i,-9.2013e-05+0.044303i,0.0084968+0.026291i,0.0058166+0.015399i,0.0023683+0.012396i,-0.00087126+0.0066201i,-0.002651+0.0014044i,-0.00036645-0.0016316i,0.0032739-0.00613i,0.0043686-0.0088418i,0.0010591-0.0079325i,-0.0037073-0.0039035i,-0.005774+0.0030996i,-0.0043355+0.0083601i
0.028568+0.068388i,0.049881+0.1295i,0.025818+0.1084i,-0.0548+0.018802i,-0.10389-0.010004i,-0.058909+0.026901i,0.0079759+0.033181i,0.021358+0.017631i,0.022299+0.024299i,0.041276+0.024289i,0.044999+0.0079947i,0.025643+0.00044914i,0.0047373+0.0030612i,-0.0035986+0.0083657i,4.8469e-06+0.012969i,0.0059733+0.013276i,0.007145+0.011215i,0.0032579+0.0090558i,-0.0028056+0.0081933i,-0.0048501+0.0090947i,-0.0030589+0.0073298i,-0.0027048+0.0024808i,-0.005087-0.00096532i
-0.07628-0.039964i,-0.14069-0.081276i,-0.1523-0.095814i,-0.11238-0.06332i,-0.10219-0.018229i,-0.10521+0.021325i,-0.067784+0.03935i,-0.016979+0.024811i,0.018251-0.0026392i,0.02894-0.027331i,0.014634-0.03428i,0.003991-0.024127i,0.0088997-0.015647i,0.01098-0.011676i,0.0059652-0.0068433i,0.0031374-0.0036794i,3.2779e-05-0.0041743i,-0.0052573-0.0044653i,-0.0067334-0.0031017i,-0.0028053-0.001582i,0.0039701+0.0002635i,0.010427+0.0024116i,0.013825+0.0030061i
0.085558-0.024439i,0.17506-0.028459i,0.2121+0.013313i,0.17445+0.092324i,0.13794+0.12895i,0.10678+0.065093i,0.044439-0.008443i,-0.0012765-0.016249i,-0.010668-0.017606i,-0.025199-0.03107i,-0.035361-0.023985i,-0.027464-0.0050916i,-0.01366+0.0073211i,-0.00071879+0.0064676i,0.0061166-0.0038847i,0.0059071-0.010944i,0.0050959-0.010925i,0.0071268-0.0073768i,0.010515-0.0045631i,0.0098225-0.0059831i,0.0036648-0.0084772i,-0.0047406-0.0068731i,-0.009851-0.0029389i
-0.046339+0.087637i,-0.099729+0.17066i,-0.12404+0.20699i,-0.069127+0.1766i,0.015624+0.13058i,0.045177+0.10151i,0.029605+0.073689i,0.010815+0.0373i,-0.01379+0.011123i,-0.029205+0.014091i,-0.018558+0.021299i,-0.0061769+0.011793i,-0.0068227-0.00018828i,-0.010334-0.0025757i,-0.011329+0.00089253i,-0.012561+0.0026741i,-0.014392+0.0042096i,-0.013365+0.0081697i,-0.0088664+0.0095073i,-0.0057516+0.005843i,-0.0052189+0.00014109i,-0.0036071-0.0050942i,-0.00089523-0.0093524i
-0.031321-0.10794i,-0.047539-0.21865i,-0.027875-0.29187i,0.012245-0.28884i,0.030403-0.24184i,0.023047-0.16008i,0.01677-0.068556i,0.017253-0.018024i,0.012353+0.0085956i,0.0095949+0.029381i,0.013204+0.033299i,0.018835+0.022741i,0.021156+0.0085666i,0.013391-0.0017923i,9.6964e-05-0.0030518i,-0.0076261+0.0024548i,-0.0071855+0.0040241i,-0.0042608-0.001078i,-0.0061419-0.00635i,-0.010566-0.0044642i,-0.009277+0.0045913i,-0.0034983+0.013208i,0.00035496+0.017643i
0.10363+0.056439i,0.21115+0.1164i,0.24933+0.11924i,0.16539+0.028073i,0.054801-0.066897i,0.018697-0.087431i,0.029626-0.068846i,0.022746-0.042731i,0.010813-0.013634i,0.015419-0.0050143i,0.012977-0.016793i,-0.0021269-0.017232i,-0.0090734-0.0033721i,-0.0054188+0.0060946i,0.0016216+0.0091765i,0.006873+0.011257i,0.0096542+0.014466i,0.010949+0.012926i,0.01061+0.006962i,0.0095655+0.0040932i,0.0076548+0.0020944i,0.002714-0.0018519i,-0.0037716-0.0047681i
-0.12074+0.02642i,-0.25091+0.05969i,-0.32359+0.10037i,-0.29494+0.13734i,-0.24846+0.13419i,-0.20491+0.077035i,-0.14378+0.023149i,-0.084675+0.00011388i,-0.036039-0.011082i,-0.0038665-0.018349i,0.0049718-0.016803i,0.0029438-0.013474i,-0.0030216-0.011173i,-0.0070293-0.0039522i,-0.0028513+0.0013536i,0.0027645+6.244e-06i,0.0032333-0.0036128i,-0.00081603-0.0023086i,-0.0043538+0.004641i,-2.6105e-05+0.007328i,0.0082379+0.0012287i,0.01282-0.0053649i,0.015448-0.0069426i
0.067429-0.10551i,0.1375-0.20292i,0.13494-0.21615i,0.044206-0.076507i,-0.018474+0.097262i,-0.020536+0.13461i,-0.024734+0.066293i,-0.034719+0.028199i,-0.025779+0.021501i,-0.021289+0.0090576i,-0.024546+0.0081261i,-0.01624+0.014546i,-0.0020309+0.014904i,0.0070853+0.0092167i,0.0082454-7.595e-06i,0.0057153-0.0065327i,0.005524-0.0084578i,0.0055376-0.0083569i,0.0028456-0.0074012i,9.0071e-05-0.0080735i,-0.0038529-0.0066389i,-0.008789-0.0011612i,-0.012977+0.0038397i
0.029596+0.129i,0.059357+0.24822i,0.11856+0.28574i,0.20089+0.19982i,0.24655+0.1243i,0.21508+0.12706i,0.14371+0.12145i,0.080374+0.083056i,0.031728+0.044414i,0.003596+0.01927i,-0.0032457+0.004473i,-0.0043319-0.0015648i,-0.0031208+0.00041552i,0.00039901+0.00048073i,-0.0013256-0.0022996i,-0.0084362-0.0012998i,-0.013131+0.0022124i,-0.0097173+0.0048364i,-0.00037473+0.0039168i,0.0039169-0.0011736i,-0.00020359-0.0049662i,-0.0044776-0.0062854i,-0.0050607-0.0088545i
-0.1096-0.087281i,-0.19426-0.15479i,-0.18427-0.18285i,-0.040948-0.1787i,0.10668-0.21103i,0.11706-0.22218i,0.045134-0.13486i,0.019449-0.045006i,0.026262-0.0098028i,0.020706+0.0042299i,0.011499+0.010255i,0.0063845+0.0092026i,0.0039533+0.0026991i,0.00088726-0.0062011i,-0.0028237-0.0082723i,-0.0043949-0.0049563i,-0.0053116-0.0041537i,-0.0056573-0.005643i,-0.0057088-0.0047686i,-0.0041712-0.00060718i,0.0012974+0.003731i,0.0074525+0.007569i,0.010472+0.013066i
0.14974-0.0037464i,0.27154-0.024895i,0.25957-0.060245i,0.070689-0.10998i,-0.1108-0.16645i,-0.12742-0.1889i,-0.060582-0.16012i,-0.026976-0.10194i,-0.013171-0.052414i,-0.0049058-0.024875i,-0.0052287-0.0080377i,-0.0023747+0.00077842i,0.0014632+0.0029313i,-0.0011758+0.0050336i,-0.0028894+0.0070259i,-0.00088555+0.0086614i,0.0015298+0.011706i,0.0021908+0.012315i,0.00041101+0.0070088i,-0.0034834+0.00058937i,-0.0064017-0.0021618i,-0.0078555-0.0021911i,-0.009428-0.0023777i
-0.11133+0.098835i,-0.21409+0.19489i,-0.26318+0.22757i,-0.27805+0.19327i,-0.32114+0.19726i,-0.30826+0.22005i,-0.18343+0.17733i,-0.069689+0.087802i,-0.03279+0.025974i,-0.016743+0.0079766i,0.00089979+0.0034272i,0.007317+0.0027437i,0.0061289+0.0062898i,0.0021141+0.0074458i,-0.003232+0.0046314i,-0.0064789+0.0026985i,-0.0077324+0.0014907i,-0.0054033+0.0020603i,-0.0014276+0.0042441i,0.00085838+0.0028972i,0.00080876-0.0028632i,0.003455-0.0071596i,0.011044-0.0086037i
0.030054-0.14918i,0.050822-0.28343i,0.053489-0.28017i,0.0661-0.07607i,0.11171+0.14397i,0.11778+0.20624i,0.062361+0.13583i,0.0068712+0.068147i,-0.011687+0.046529i,-0.0077704+0.026672i,-0.0069743+0.00010625i,-0.0082204-0.016861i,-0.0048539-0.021637i,0.0004265-0.014926i,0.0047551-0.0054906i,0.0068088-0.0010066i,0.009188-0.00023629i,0.0095006-0.003022i,0.0045392-0.0058433i,0.00037823-0.0015437i,-0.0011489+0.0079292i,-0.0025927+0.013125i,-0.0054315+0.012395i
0.09938+0.14057i,0.18838+0.2583i,0.27664+0.28862i,0.34801+0.18633i,0.41302+0.055761i,0.41064-0.035951i,0.27564-0.074913i,0.1226-0.050483i,0.056988-0.015706i,0.034183-0.010815i,0.014815-0.0078392i,0.0051374+9.4303e-05i,0.0032315+0.001982i,0.0025613-0.00059637i,0.0016212-0.00091732i,-0.00010392-0.00016171i,-0.0049031-0.0011485i,-0.0065079-0.00039693i,-0.0026582+0.0012956i,-0.00049659+0.00092828i,-0.00061965-0.00091955i,-0.001619-0.0065608i,-0.0052548-0.014748i
-0.17015-0.027248i,-0.29556-0.05529i,-0.33165-0.080308i,-0.24427-0.13525i,-0.15473-0.25021i,-0.14111-0.3007i,-0.12856-0.19511i,-0.067092-0.070443i,-0.0090274-0.02542i,0.0023985-0.011995i,-0.0086693+0.0018849i,-0.022455+0.012905i,-0.027844+0.019738i,-0.017697+0.01788i,-0.005351+0.0061046i,-0.00098021-0.0044591i,-0.00058794-0.0060318i,-0.0033362-0.0026848i,-0.0065339+0.0026574i,-0.0016927+0.0056932i,0.006833+0.0008534i,0.0096573-0.0022774i,0.0092011+0.0040852i
0.15738-0.094294i,0.2576-0.18468i,0.23299-0.23591i,0.021483-0.21835i,-0.22679-0.14512i,-0.31285-0.053505i,-0.22337+0.0067438i,-0.10854+0.015949i,-0.061482+0.00011024i,-0.040203-0.0089557i,-0.012347-0.015572i,0.0085209-0.021988i,0.013788-0.018659i,0.0082177-0.0093993i,0.001439-0.0014129i,-0.0031363+0.0041111i,-0.0030308+0.008762i,0.0019609+0.0089102i,0.0055693+0.0030531i,0.0029594-0.00074258i,-0.0037886-0.00051032i,-0.010496+0.0010622i,-0.015298+0.0041396i
-0.040441+0.1783i,-0.045873+0.32391i,-0.029169+0.37505i,-0.0087448+0.34311i,-0.014731+0.36906i,-0.0030604+0.39911i,0.041137+0.29164i,0.039313+0.12997i,0.0080212+0.049384i,-8.9924e-05+0.026171i,0.0012473+0.020142i,0.0067726+0.027561i,0.018133+0.024679i,0.019672+0.0084603i,0.0069811-0.0018215i,-0.003816-0.0037921i,-0.0050151-0.0058946i,-0.0015456-0.0075406i,0.0040409-0.0048376i,0.0081377-0.003692i,0.007258-0.0059912i,0.0059033-0.0064741i,0.010326-0.007782i
-0.092703-0.12816i,-0.16111-0.22878i,-0.15562-0.20283i,-0.024328-0.041736i,0.17061+0.049505i,0.25956-0.008576i,0.17229-0.070384i,0.063253-0.041409i,0.031067+0.0076119i,0.01911+0.015483i,-0.0058176-5.1468e-05i,-0.025562-0.015137i,-0.028665-0.015985i,-0.016108-0.006987i,-0.00015987-0.0014266i,0.005725+3.5689e-05i,0.0037348+0.00094129i,-0.0024867+0.0010696i,-0.0083001+0.00010667i,-0.0070634-0.0012851i,-0.002057+0.00039146i,0.0025953+0.0050661i,0.0041788+0.0082616i
0.14505-0.0019192i,0.25902+0.0077419i,0.28279-0.00739i,0.20692-0.073213i,0.14158-0.14954i,0.10744-0.18642i,0.0502-0.14787i,0.0022509-0.067487i,-0.003498-0.021857i,0.0030051-0.0078157i,0.017913+0.0080732i,0.034377+0.011047i,0.027381+0.0026993i,0.0064972+0.0021264i,-0.0048419+0.0062582i,-0.0064886+0.0083814i,-0.0085455+0.0088373i,-0.0073718+0.0091503i,-0.0036375+0.0032648i,-0.0063821-0.0058153i,-0.0095891-0.0090538i,-0.0084366-0.0096745i,-0.0088123-0.013181i
-0.078752+0.1081i,-0.16193+0.1604i,-0.2021+0.12068i,-0.19437+0.014166i,-0.24321-0.049417i,-0.3082-0.0099599i,-0.24076+0.062509i,-0.10455+0.061896i,-0.034381+0.025266i,-0.013967+0.011925i,-0.010575+0.0033545i,-0.022137+0.0027859i,-0.020881+0.0095298i,-0.0082026+0.0023113i,-0.0074458-0.0075021i,-0.0088672-0.0050693i,-4.3394e-05+0.0016571i,0.0078597+0.0036301i,0.0065046+0.0043867i,0.0037711+0.0075779i,0.0046078+0.0077337i,0.0057337+0.0039353i,0.0070957+0.0032207i
-0.048814-0.08294i,-0.043664-0.13466i,-0.0022386-0.11645i,0.036101-0.032458i,0.06815+0.037899i,0.10623+0.056571i,0.10858+0.025307i,0.066814-0.0017468i,0.035701-0.0015517i,0.028644-0.0064904i,0.020612-0.020629i,0.01657-0.024421i,0.01904-0.020212i,0.015676-0.010859i,0.012862-0.0003789i,0.012864+0.0014484i,0.008529-0.0031289i,0.001793-0.005455i,-0.0030904-0.0035647i,-0.0045087+0.00039902i,-0.0036247+0.0043769i,-0.0043378+0.0054657i,-0.0081734+0.0063386i
0.11271-0.0062177i,0.15736+0.061589i,0.14164+0.14981i,0.10418+0.18289i,0.1128+0.16337i,0.13831+0.099364i,0.10992+0.022484i,0.050515-0.017989i,0.023053-0.028098i,0.010929-0.028297i,-0.0072744-0.0037246i,-0.012833+0.026004i,-0.011109+0.031333i,-0.0098209+0.024522i,-0.0070936+0.017606i,-0.0057317+0.0082362i,-0.0066725-0.0021361i,-0.0088591-0.0045985i,-0.0061794+0.00059046i,0.0025024+0.0010699i,0.0085843-0.0058338i,0.0084323-0.010562i,0.007996-0.011074i
0.012284+0.099715i,0.038152+0.074782i,0.026725-0.028257i,-0.047419-0.1034i,-0.1446-0.13439i,-0.20492-0.1461i,-0.19678-0.10488i,-0.14303-0.030552i,-0.096515-0.00019117i,-0.071846-0.0018152i,-0.036998-0.0085997i,-0.0094579-0.028089i,-0.01017-0.034474i,-0.012378-0.023236i,-0.0063898-0.018323i,-0.0067319-0.016393i,-0.011367-0.0054406i,-0.0086394+0.005555i,-0.0025452+0.0070254i,-0.0017921+0.0046702i,-0.0041758+0.0035699i,-0.0051819+0.0047335i,-0.002223+0.0078238i
-0.10213-0.10806i,-0.099983-0.15599i,-0.01258-0.15836i,0.050309-0.1181i,0.028095-0.021833i,0.001682+0.089626i,0.0069675+0.11654i,0.0056911+0.08376i,-0.017966+0.070608i,-0.02299+0.065347i,-0.010418+0.041796i,-0.0023286+0.025722i,0.010767+0.020948i,0.018825+0.0096166i,0.010349+0.0025259i,0.0017089+0.0071995i,0.0022959+0.0099835i,0.007285+0.0077643i,0.011765+0.0016072i,0.010727-0.0049944i,0.0035962-0.0051282i,-0.0030695-0.0042001i,-0.0094126-0.0047487i
0.092565-0.047069i,0.032028-0.071798i,-0.08912-0.037026i,-0.080291+0.053706i,0.059014+0.10448i,0.13985+0.073295i,0.1301+0.033989i,0.11302+0.016686i,0.11349+0.021504i,0.098255+0.019561i,0.044456-0.0023626i,-0.010461-0.008733i,-0.023776+0.0016809i,-0.015408+0.0079808i,-0.015027+0.0078019i,-0.018545+0.0077882i,-0.013714+0.0095273i,-0.0080129+0.0061636i,-0.0080168+0.0012885i,-0.0026232+0.0025701i,0.0075885+0.0039439i,0.01303+0.0040978i,0.015945+0.0035678i
-0.081506+0.16009i,-0.11219+0.22907i,-0.11317+0.22957i,-0.07894+0.17992i,-0.0047517+0.078437i,0.046849-0.05672i,0.017382-0.12424i,-0.016362-0.099378i,0.0055166-0.079414i,0.016939-0.068738i,0.015118-0.017937i,0.032627+0.022882i,0.033626+0.020935i,0.017119+0.013016i,0.012766+0.011241i,0.01501+0.0032755i,0.0099747-0.0087046i,0.0014616-0.012765i,-0.0048126-0.0099508i,-0.009891-0.0097919i,-0.012276-0.010028i,-0.010655-0.0059736i,-0.0077112-0.00045428i
-0.0036592-0.061946i,0.045826+0.031179i,0.11132+0.15013i,0.06246+0.10951i,-0.14572+0.011512i,-0.31006+0.035344i,-0.27912+0.074576i,-0.1967+0.03586i,-0.16484-0.010881i,-0.12531-0.021289i,-0.073769-0.021805i,-0.046691-0.019492i,-0.031077-0.0094117i,-0.011499-0.0029092i,0.0012415-0.00054633i,0.0061827+0.0080792i,0.0092331+0.015106i,0.0096151+0.015055i,0.0088611+0.011553i,0.005821+0.0048108i,0.00084926-0.0033823i,-0.00198-0.010772i,-0.0024719-0.016721i
0.15298+0.084918i,0.26503+0.069977i,0.32933-0.033364i,0.29497-0.12096i,0.22267-0.096675i,0.17729-0.0053464i,0.13477+0.061706i,0.067481+0.090421i,0.004335+0.11604i,-0.0070402+0.10909i,0.011486+0.049203i,0.018853-0.0074512i,0.019697-0.024913i,0.017939-0.027632i,0.0067051-0.03093i,-0.0087-0.029825i,-0.020482-0.020191i,-0.021389-0.010562i,-0.013658-0.0050708i,-0.0064181+0.0030423i,-0.0016696+0.010356i,-0.00015536+0.013292i,0.00016353+0.015807i
-0.084289-0.1172i,-0.047853-0.28013i,0.0068189-0.37336i,0.03406-0.23586i,0.10719+0.016499i,0.23031+0.13287i,0.25006+0.092628i,0.18972+0.067766i,0.17077+0.06683i,0.13371+0.031451i,0.046615+0.021992i,-0.0013193+0.047968i,0.0037292+0.047654i,0.0061231+0.022909i,-0.0038102+0.0068004i,-0.0064263+0.0018959i,0.00060335+0.00044239i,0.0057805+0.0023691i,0.0065598+0.0028072i,0.0093522-0.0008116i,0.0094797-0.0049391i,0.0026679-0.0042782i,-0.0056719-0.0017706i
0.06049-0.056417i,-0.029868-0.090894i,-0.19866-0.069423i,-0.28231-0.0017486i,-0.2433-0.029627i,-0.21149-0.18494i,-0.19444-0.24206i,-0.095879-0.17786i,0.011449-0.14887i,0.037062-0.13206i,0.034282-0.08255i,0.027618-0.046277i,0.0028949-0.026362i,-0.016184-0.0023865i,-0.01755+0.015218i,-0.015887+0.020495i,-0.013832+0.021464i,-0.0091196+0.020243i,-0.0058277+0.015013i,-0.0048377+0.007534i,-0.0032332+0.00066843i,0.0041265-0.0049306i,0.014816-0.0088526i
-0.15863+0.11081i,-0.31795+0.22799i,-0.41638+0.33222i,-0.331+0.34524i,-0.15608+0.25754i,-0.061331+0.14528i,-0.0602+0.05219i,-0.11922-0.024549i,-0.18502-0.046156i,-0.17853-0.011689i,-0.1023+0.0139i,-0.035065+0.0028033i,-0.018326-0.014021i,-0.017329-0.011499i,-0.0074509-0.0029695i,0.0033839-0.0040778i,0.0093198-0.011596i,0.01055-0.017591i,0.0073238-0.018101i,-0.0001313-0.016802i,-0.006025-0.014274i,-0.0082315-0.0090283i,-0.0091847-0.0020586i
0.046387+0.011026i,0.15121+0.087468i,0.28914+0.14778i,0.32571+0.049059i,0.17548-0.10138i,-0.0024502-0.071826i,-0.04873+0.035158i,-0.052295+0.075092i,-0.065213+0.10275i,-0.043941+0.093892i,-0.034417+0.019796i,-0.048007-0.024349i,-0.033159-0.013483i,-0.0045856-0.0052077i,0.0035786-0.0071614i,-0.0049402-0.0032354i,-0.012787+0.0044815i,-0.010928+0.0095503i,-0.0025167+0.009144i,0.0046054+0.0070564i,0.0080959+0.0038012i,0.0050679-0.0031179i,-0.003221-0.0061236i
0.040476+0.061393i,0.17669+0.14688i,0.37284+0.17201i,0.44584+0.08788i,0.33892+0.0028202i,0.18246-0.027638i,0.069561+0.0047382i,0.055773+0.093636i,0.11503+0.12443i,0.12697+0.08264i,0.079903+0.064901i,0.04368+0.077047i,0.034257+0.077921i,0.027494+0.059673i,0.011321+0.034615i,-0.00268+0.018116i,-0.0089385+0.0078009i,-0.012873-0.00087144i,-0.015182-0.00015394i,-0.011802+0.0046848i,-0.0085368+0.0046714i,-0.0079589+0.0073937i,-0.0044372+0.012058i
0.11181-0.071323i,0.12797-0.25046i,-0.0045585-0.39177i,-0.22471-0.24178i,-0.33213+0.10767i,-0.25503+0.28922i,-0.097632+0.22036i,0.023982+0.078768i,0.068716-0.026901i,0.053533-0.07664i,0.019342-0.067551i,0.0018864-0.035527i,-0.0010191-0.017179i,-0.001633-0.010255i,0.0017212-0.0057622i,0.0070325+0.001854i,0.012008+0.012885i,0.012581+0.018856i,0.010066+0.016361i,0.0074548+0.010409i,0.0034597+0.0073842i,0.0034003+0.0047695i,0.0091606-0.0039133i
-0.10313+0.060371i,-0.088441+0.047028i,-0.076428-0.021937i,-0.095148-0.068239i,-0.040062-0.066093i,0.071689-0.076171i,0.074352-0.12105i,-0.023451-0.12954i,-0.086964-0.076305i,-0.084864-0.011053i,-0.041197+0.015148i,0.00050725-0.00084615i,0.010739-0.022478i,0.0092608-0.024345i,0.011821-0.01438i,0.011906-0.017527i,-0.002148-0.027604i,-0.016233-0.021717i,-0.012468-0.014335i,-0.0048848-0.015416i,-0.001353-0.012685i,0.004474-0.0075432i,0.0065863-0.0022158i
0.0086561-0.1595i,-0.17019-0.076112i,-0.30821+0.1327i,-0.19831+0.23259i,0.035027+0.14905i,0.16004+0.05436i,0.12324+0.027529i,0.0099679+0.021236i,-0.072075+0.036564i,-0.089685+0.047492i,-0.084347+0.028378i,-0.069334+0.010604i,-0.040844+0.0051269i,-0.021835-0.0035695i,-0.026162-0.015102i,-0.037582-0.013548i,-0.029818+0.0032283i,-0.0057705+0.013034i,0.0083735+0.0047205i,0.01085-0.010321i,0.01304-0.022706i,0.007789-0.03017i,-0.0081806-0.025746i
0.07045+0.26624i,0.22472+0.22795i,0.35175+0.05818i,0.31428-0.077764i,0.11819-0.17318i,-0.11963-0.22448i,-0.19019-0.15188i,-0.06327-0.053905i,0.047849-0.05293i,0.064364-0.085774i,0.050315-0.077737i,0.041139-0.041707i,0.042653-0.01086i,0.042735-0.0015017i,0.025731-0.0010452i,-5.3343e-05+0.008773i,-0.013166+0.019359i,-0.010751+0.017588i,-0.0056594+0.015281i,-0.0017296+0.021573i,0.00022853+0.02644i,-0.0040706+0.025341i,-0.006398+0.018786i
-0.13881-0.34271i,-0.10958-0.29083i,0.025052-0.085796i,0.13678+0.13466i,0.17241+0.33429i,0.21688+0.42316i,0.21752+0.34549i,0.11332+0.265i,0.062631+0.22737i,0.07515+0.14823i,0.057839+0.069954i,0.022282+0.037689i,0.0030318+0.028264i,-0.0020414+0.016815i,-0.0058928+0.0090269i,0.0030164+0.013452i,0.02162+0.012069i,0.019878+0.0056352i,0.0015013+0.0077075i,-0.010533+0.012554i,-0.013345+0.012911i,-0.0092603+0.0091018i,-0.00061357+1.3524e-05i
0.22758+0.30537i,0.16033+0.20072i,-0.10984+0.032307i,-0.3078+0.060586i,-0.25798+0.091617i,-0.13315-0.15437i,-0.13899-0.36919i,-0.1655-0.26083i,-0.08153-0.055278i,0.011641+0.017342i,0.028329+0.00066014i,0.004332-0.010317i,-0.023216-0.0044741i,-0.044589-0.0024056i,-0.050219-0.0041539i,-0.042485-0.004502i,-0.030272+0.0036394i,-0.0087274+0.01172i,0.011662+0.002727i,0.015591-0.010967i,0.012405-0.019968i,0.0068799-0.028825i,-0.00018155-0.025519i
-0.21115-0.15044i,-0.15168+0.081281i,0.095002+0.4131i,0.28449+0.51407i,0.29336+0.39222i,0.15715+0.26976i,-0.046096+0.18756i,-0.15899+0.13288i,-0.14077+0.089086i,-0.14534+0.06311i,-0.17837+0.10656i,-0.12876+0.15479i,-0.040756+0.13536i,0.0030773+0.1017i,0.012172+0.077266i,0.0018805+0.038754i,-0.024806+0.0069085i,-0.039196+0.00013071i,-0.028327-0.0023885i,-0.011622-0.02341i,-0.0073649-0.047115i,-0.013334-0.035767i,-0.013194+0.0042938i
