-0.0017528-0.0010924i,-0.0012678-0.0021428i,-0.0012891-0.0019878i,-0.0013003-0.00094658i,-0.0015135+0.00042361i,-0.00099502+0.0015845i,0.00024745+0.0020442i,0.00142+0.0016983i,0.002543+0.0015907i,0.0020485+0.00042803i,0.00037362-0.00049337i,-0.00016843-0.0010802i,-3.5889e-05-0.0014451i,-0.00021702-0.0010119i,-0.00024308-0.0008077i,-4.6742e-05-0.00062816i,8.2816e-05-0.00043994i,0.00033-0.00014824i,0.00078491-9.477e-05i,0.00088521-0.0003449i,0.00043449-0.00032182i,0.00016003+0.00050988i,0.00017856+0.00094071i
0.0014304+0.0013037i,0.0023284+0.0011012i,0.0023683-6.6337e-05i,0.0012809-0.00081981i,-0.00037686-0.00041679i,-0.001329+0.00033337i,-0.0012982+0.00084509i,-0.0010049+0.00043787i,-0.00069681-9.1716e-05i,-0.00077238+3.7032e-05i,-0.00030864+0.00059224i,4.9396e-05+0.00023497i,2.9009e-05-0.00012856i,-0.00011256+0.00017276i,-0.00016907-0.00043678i,0.00065495-0.00045063i,0.00087714-0.00075125i,0.00066601-0.0010392i,0.00098885-0.00030141i,0.00098161+0.00054517i,0.00066309+0.00087409i,0.00011805+0.00058154i,-0.00055402+0.00010237i
0.00021147+0.0012637i,0.00054197+0.00023767i,0.0015522+0.00072672i,0.0020555+0.00086763i,0.0013751+5.2874e-07i,-0.0002931-0.00049536i,-0.0012698+0.00079263i,-0.00078154+0.001686i,-0.00013811+0.00075331i,-3.7097e-05+7.8841e-05i,-0.00040795-0.00011743i,-0.00047442-9.1134e-05i,9.5382e-05+0.00033749i,0.0002845+0.00020387i,0.00010926-0.00022861i,-0.00010133-0.00036897i,-0.00037214-7.6479e-06i,-0.00077178+2.0259e-05i,-0.00048812+0.00011778i,-0.00031948+0.00073792i,-0.00040814+0.0009448i,0.00013234+0.0005513i,0.00031699+0.0003936i
-0.00015321+0.0026321i,0.00027442+0.0024713i,0.0012902+0.00067619i,0.00093924-0.0007611i,0.00022848-0.0013471i,-0.00061371-0.0011268i,-0.0010436+3.763e-05i,-0.00092363+0.00087132i,-9.6474e-05+0.00029922i,0.0011521+5.5997e-05i,0.0010888+0.00020461i,0.00066184+8.7717e-05i,0.0002432-2.9948e-05i,0.00028564-0.0006599i,2.4839e-06-0.0014867i,-0.00065902-0.0010659i,-0.0011584-0.00010051i,-0.0010575+0.0002656i,-0.0004725-0.00035685i,-0.00033931-0.0016055i,-0.00065128-0.00065427i,-0.0008353-0.00017943i,-0.00034407-0.00050249i
-0.00097845-0.00039283i,-0.00040398-0.00067341i,0.00067026+0.00023828i,0.00087938+0.00092706i,0.00039635+0.0010645i,-0.00013744+0.00062231i,-0.00090698+0.00037518i,-0.0014209+0.00077059i,-0.00052349+0.00082589i,0.00032768+0.00095195i,0.00047081+0.0011152i,0.00083962+0.0011253i,0.0011681+0.00081209i,0.00059425-6.9594e-05i,-0.00040134-0.00073413i,-0.00034052-0.0010814i,0.00028147-0.0008176i,0.00044709-0.00026409i,0.00017267+0.00015195i,-0.00019055+0.0006347i,-0.00048693+0.0013818i,-0.00029705+0.0014956i,0.00024411+0.00098738i
-0.00096406+0.0037489i,0.0009316+0.0033692i,0.001372+0.0024268i,0.00073626+0.0016748i,0.0010776+0.0012612i,0.00076888+0.00051072i,-0.00048904+0.00064444i,-0.00089449+0.00033421i,-0.00058705+0.001227i,-3.8256e-05+0.0020577i,0.0013067+0.00013902i,0.0018669-0.0013264i,0.0011574-0.0015768i,0.00042875-0.0015733i,-0.00011322-0.0014516i,-8.4157e-05-0.0014161i,0.00073464-0.00029739i,0.00125+0.00061535i,0.00066748+0.00066137i,2.5166e-05+0.00086315i,-1.4808e-05+0.00087294i,-0.0001036+0.00074001i,0.00030637+0.00061558i
-0.0056311+0.0042638i,-0.0036295+0.0053578i,0.00081614+0.0077678i,0.0038538+0.0050032i,0.0044138+0.0011693i,0.0014507-0.0017015i,-0.001898-0.001426i,-0.0016941+0.0005261i,-0.00031984+0.00099681i,0.0012995+0.00048316i,0.0026571-0.00035663i,0.0016463-0.0010188i,-0.00023002-0.0024062i,-0.00090157-0.0039352i,-0.00090468-0.0039161i,0.00015574-0.0024999i,0.0010102-0.00089486i,0.00062767-0.00028851i,-0.00049892-0.00050397i,-0.0010738+0.00049143i,-0.00072094+0.0012554i,-0.00017234+0.0011548i,-0.00020177+0.00069945i
0.0062917-0.0019631i,0.0055008-0.0039549i,0.0013009-0.007052i,-0.0027333-0.005696i,-0.0053347-0.0026019i,-0.0041199+0.0011978i,-0.00035889+0.0033474i,0.0020063+0.0029776i,0.0023043+0.00097304i,0.00065261-0.00033642i,-0.00077695-0.00016227i,-0.00063801+0.00062329i,-9.6624e-05+0.0017289i,0.00039466+0.0029325i,0.00031936+0.0028005i,7.9237e-05+0.0012616i,0.00058707+0.00036507i,0.0010827+0.00025902i,0.0011996+0.00052049i,0.00091778+0.00035521i,0.00018794-3.4084e-05i,-0.0012422-0.00061883i,-0.0011965-0.00079527i
0.001315-0.00072444i,0.0019153-0.0015608i,0.0019142-0.0023501i,0.001396-0.0014519i,-0.00054688-6.6625e-05i,-0.00094346+0.001992i,0.00033157+0.0025019i,0.000917+0.0010332i,0.00086061+2.8762e-05i,-0.00033757-0.00044146i,-0.0014366-0.00075573i,-0.001341-0.00022699i,-0.00050433+0.00043276i,-0.00034418+0.00099274i,0.00032386+0.0011912i,0.00040392+0.00086325i,0.00025319-0.00039981i,0.00027136-0.0012034i,0.00043117-0.0010887i,0.00064336-0.00093772i,0.00042632-0.00051933i,0.00019227-0.00045605i,0.00024325-0.00063094i
0.0046965-0.00056131i,0.0052821-0.0021696i,0.003693-0.0036213i,0.0013165-0.0025336i,-0.0011809-0.0015691i,-0.0016238+4.4806e-05i,-0.00031504+0.0020668i,0.00049723+0.00119i,0.00069752+8.817e-05i,0.00038243-9.6639e-05i,-0.00042455-0.00034715i,-0.0006424+0.00060957i,-4.9695e-05+0.001601i,0.00029715+0.0011896i,-0.0003349+0.00098616i,-0.00057975+0.00050187i,-0.00071449-0.00021687i,-0.00072897+0.00026405i,-0.0006175+0.0013098i,-0.00038089+0.00083932i,0.00054988-0.0006896i,0.00031966-0.00044736i,-0.00048334+0.00040983i
0.00031066+0.00036529i,0.00079379-0.00053373i,0.0012916-0.0010286i,-4.3409e-05-0.00049134i,-0.0016531-0.0010092i,-0.0014858-0.00047079i,-0.00022204+0.0005552i,0.00075529+7.5623e-05i,0.00083698-0.00021412i,0.00031441+0.00019089i,3.1849e-05+0.00064679i,-7.8018e-05+0.00071309i,0.00061543+0.00048643i,0.0019095+0.00025209i,0.0018574+7.2136e-05i,0.00037475-0.00039653i,-0.00029813-0.00017217i,-0.0003753-0.00014797i,-0.00015233-0.00060549i,0.00073357-0.0003161i,0.00093807+9.4145e-05i,0.00020806+0.00017545i,-0.00023812-0.00078185i
0.0017628-0.0011746i,0.0006515-0.001559i,0.00023339-0.001756i,0.00015723-0.0010885i,-0.00020425+8.9689e-05i,-0.00087252+0.0010015i,-0.00096747+0.0015824i,-0.00024444+0.0010654i,-0.00039726+0.00072183i,-0.00034657+5.8525e-05i,0.00014966+1.0296e-05i,-0.00022106+0.00015152i,-0.00012965-0.00023177i,0.00050987-0.00062488i,0.00099075-0.00054012i,0.00056201+0.00039722i,-0.00020415+0.00048399i,-0.00026875+0.00031964i,-0.00044222+0.00046091i,-0.0011185+0.00063652i,-0.00093826+0.0010305i,8.8414e-05+8.4874e-05i,0.00040345-0.0006075i
-6.6296e-05-0.0012295i,0.0011926-0.00095754i,0.0019177-0.00098256i,0.0015514-0.00083716i,0.00023042+0.00026516i,-7.6621e-05+0.001584i,0.0001083+0.001344i,0.00062949+0.0004844i,0.00083686+0.00017161i,-0.00020859-8.5152e-05i,-0.00041453-0.00019867i,0.00066901+0.00014053i,0.00041395+0.00045592i,-0.00038835-5.6097e-05i,0.00038502-0.00015773i,0.00074851+0.00052301i,-3.4287e-05+0.00064961i,-5.4007e-05+0.00054287i,0.00064623+0.00070603i,0.00050745+0.00066095i,0.00019517+2.5515e-05i,0.00043872-0.00030123i,0.00072789-0.00026239i
2.978e-05+0.00029301i,-0.00032873-0.00047163i,-0.00051069-0.0010712i,5.9022e-05-0.00076488i,-4.2382e-06-0.00088873i,-0.0010157-0.00073656i,-0.0015324-6.4654e-05i,-0.0011534+0.00034815i,-0.00035641+0.00028301i,-0.00025201+8.5197e-05i,-0.00028885-0.00037933i,-7.8084e-05-0.0011226i,9.4557e-05-0.0013687i,0.00057376-0.00088267i,0.0010478-0.00055842i,0.00059566-6.2104e-05i,-0.00010132-0.00010562i,-0.00077881-0.00063305i,-0.0012739-0.00074898i,-0.00043814-0.00089149i,0.00045668-0.00068652i,0.00030142-0.00042658i,6.0773e-05-0.00065234i
-9.5499e-06+0.00026345i,0.0010861-0.00043765i,0.0014258-0.0012225i,0.00043318-0.001194i,-0.00060706-0.00065698i,-0.0014679+0.00027268i,-0.0009874+0.0013482i,-0.00036944+0.0012058i,-4.7465e-05+0.00045881i,0.0001557+0.00017674i,-0.00034941-0.00012182i,-0.00037015+0.00048155i,-0.00022404+0.00052693i,-0.00025651+0.00040053i,-4.0869e-05-0.00010583i,0.00011111-0.000627i,-0.0001694+9.8288e-05i,-0.00030189+0.00065779i,-0.00081458+7.7853e-05i,-0.00092562+0.00010611i,-0.00023829+0.00022604i,0.00023488+0.00053661i,-0.0001639+0.0014631i
0.00047161+0.00029404i,0.0017433+0.00036979i,0.0028092+0.0005481i,0.0014644+0.00064296i,1.7028e-05+0.00082357i,-0.0002296+0.0014332i,0.00019937+0.0013763i,0.00017214+0.00039171i,0.00040577+0.00069397i,0.00068075+0.0016346i,0.00023494+0.0011816i,-0.00017226+0.00031066i,-0.0007102-0.00084993i,-0.0004938-0.0012755i,-7.011e-06-0.00099334i,4.1906e-05-0.00042759i,-8.9667e-05+0.00012401i,-0.00067475+0.00075629i,-0.0011523+0.00089016i,-0.0012918+0.00030833i,-0.00095137-7.8337e-05i,-9.4842e-05+0.00034046i,0.00082362+0.00012769i
0.00027063+0.00057162i,0.0014702+0.00019614i,0.0014433-0.0012726i,6.7596e-05-0.0014266i,-0.00056421-0.0003789i,-0.0008555+0.00064382i,-0.00067217+0.001786i,3.5454e-05+0.0013674i,0.00026388+0.00073449i,0.00018375+0.00056216i,0.00030479+0.00036392i,0.00022275-9.8017e-05i,0.0004646-0.00042116i,2.0315e-05-0.00020058i,-0.0010326-0.00056556i,-0.001226-0.00093724i,-0.0010174-0.00092175i,-0.0011351-0.00063035i,-0.00099814-0.00026886i,-0.00015425-0.00019491i,0.00032066-3.7323e-05i,3.2085e-05+0.00015026i,-0.0002493+0.00023698i
0.0024181+0.0007436i,0.0023671+0.00033549i,0.0012561+0.00026977i,0.00062407-0.00047227i,-0.00027999-0.0011635i,-0.0010059-0.00038265i,-0.00093471+0.00076892i,-0.00037432+0.00088874i,8.5505e-05+0.00040906i,-0.00028437+0.00016747i,9.1386e-05-0.00075535i,0.00057558-0.0015154i,0.0001286-0.0006243i,-0.00025377+0.00035307i,-0.0004504+0.00014327i,-0.001003-0.00017508i,-0.00055325-0.00020671i,0.00070448+0.00037879i,0.00063405+0.0005339i,-0.00021718+0.00041153i,-0.00069302+0.00053028i,-0.00074694+0.00027987i,0.00010855-0.00035879i
0.0011703+0.0015365i,0.0028835+0.00070089i,0.0035067-0.00011381i,0.001861-0.00037939i,-7.852e-07+0.00017273i,-0.001937+0.0011584i,-0.0022122+0.0017745i,-0.00045703+0.0017488i,0.00080513+0.00099366i,0.0013317+0.00012089i,0.001035+0.00011584i,0.00099227+0.00035414i,0.0011883+0.00047772i,0.00091635+0.0004008i,-0.00011688-0.00024811i,-0.00022522-0.00029141i,0.00030223+0.00015424i,-0.00039634-0.00040664i,-0.00020108-0.00048065i,0.00048563+0.00021282i,0.00039571+8.6122e-05i,0.00013729-0.00017562i,-0.00042627-0.00010281i
0.0020445-0.00048198i,0.0030759-0.001298i,0.0028301-0.0022992i,0.0012233-0.0026269i,-0.0001705-0.0017737i,-0.0018652+0.00010827i,-0.0017936+0.0016386i,0.00041433+0.0021997i,0.0012966+0.0014605i,0.00010905+0.00055658i,-0.0010709-0.00014971i,-0.00137-0.00050328i,-0.0011075-0.00026956i,-0.0011895+0.00014967i,-0.0010375+0.0002368i,-0.00037757+0.00051484i,8.0549e-05+0.00028549i,0.00014995-0.00025121i,0.00017903+0.00016685i,0.00040628+0.00068879i,0.00036152+0.00091896i,0.00060702+0.0002361i,0.00045161-0.0003739i
0.0025235-0.0014055i,0.0015348-0.0021349i,0.00019908-0.0028495i,-0.00054007-0.0015278i,-0.00097368-2.223e-05i,-0.00034446+0.00075526i,0.00064317+0.001746i,0.00050808+0.0020609i,-0.00015465+0.0010283i,-0.00034039+0.00094939i,7.6322e-05+0.00086805i,0.00013417+0.00038086i,0.00062609+0.00079538i,0.0012318+0.0005161i,0.00060587+2.305e-05i,0.00015841+3.6862e-05i,0.00024954-7.0503e-05i,0.00034013+1.3055e-05i,8.8211e-05+6.6938e-05i,8.5752e-05+0.00022504i,0.00061836+0.00046603i,0.00043991+0.00045223i,-0.00077384+0.00027609i
0.0011274-0.00013298i,0.0020364-0.00021041i,0.0023796-0.0013349i,0.0015207-0.0017687i,0.00028316-0.0011046i,-0.00048874-0.00019187i,-0.00048505+0.0010747i,-0.00023405+0.0014359i,0.00014398+0.00095018i,-1.6997e-06-0.00013055i,-1.4915e-05-0.00060306i,0.00044136-0.00018786i,0.00068187+0.00063291i,0.00041214+0.00094078i,0.00012392+0.00083466i,-0.0001861+0.00015273i,-0.00027754-0.00041262i,-0.00019828-0.0002814i,-0.00019649-0.00049977i,6.9017e-05-0.00020401i,0.00021335+7.511e-05i,-0.00044475-0.00047041i,-0.00094941-0.00045824i
0.0028747-0.00093865i,0.0025054-0.0022173i,0.0015432-0.0024201i,0.00053392-0.0014951i,-0.00027122-0.00029884i,-0.001183+0.0012661i,-0.0013146+0.001676i,-0.00020562+0.00053967i,0.00065607-6.3824e-05i,0.00056818+0.00014666i,0.00047263+0.00014265i,0.00054654+0.00049145i,0.0010005+0.0013183i,0.0010678+0.001435i,0.00062149+0.00137i,0.00060531+0.00071794i,0.00070125-0.00012831i,0.00038025-0.00017716i,0.00014489-0.00028763i,0.00015752-0.00052599i,0.00060649-0.00044182i,0.00022514-0.0002249i,-0.00028204+1.1987e-05i
0.0006961-0.00058084i,0.0012607-0.00043548i,0.0020026+0.00015609i,0.0014001-0.00034766i,4.6376e-05-4.7726e-06i,-0.00028158+0.001305i,-0.00044407+0.0015629i,-0.00044901+0.0013038i,5.2545e-05-0.00010914i,0.00017901-0.0011012i,-0.00011453-0.00053389i,0.00022918+0.00022732i,0.00080711+0.00045697i,0.00041145+0.00041824i,0.00028474+0.00030693i,0.00034392+0.00027552i,-0.00063355+0.00041156i,-0.00067455+0.0005728i,0.00015732+0.00085493i,0.00041499+0.00060274i,-0.00011166-0.0002918i,-0.00029155-0.0012658i,0.00093602-0.0015145i
0.0002957-0.0013105i,0.0011762-0.0024226i,0.001716-0.0034577i,0.00044656-0.0025319i,-0.00050026-0.00055709i,-0.001201+0.00010486i,-0.0010874+0.00024212i,0.00019747+0.00027474i,0.00053281+0.00027673i,0.00024048+0.00043777i,-0.00030988+0.00034621i,-8.6488e-05+0.00052673i,-0.00032465+0.00061001i,0.00016465+0.00026034i,0.00092575-0.00028005i,0.0010128-0.00055544i,0.00087251+5.556e-05i,-5.9844e-05+0.00097905i,-0.00084214+0.00096749i,-0.00048644+0.00039721i,0.00020435+0.0005832i,0.00034097+0.00068909i,-0.00017054-6.2347e-05i
0.00090866+0.0019051i,0.0013233+0.00049384i,0.0018865+0.00037199i,0.0016704+0.00056848i,0.00048011+3.8355e-05i,-0.00062116+6.49e-05i,-0.00067798+0.00036862i,0.00058309-9.2602e-05i,0.00061611-0.00069362i,-2.5495e-05-0.0004595i,0.00020019+0.00032897i,0.0007889-0.00071845i,0.00051981-0.001086i,-0.00011114-0.00025884i,-0.00022086+0.00013592i,-0.00069083+4.4845e-05i,-0.00086775-0.00017229i,-4.825e-05+0.00072307i,-0.00019144+0.0012808i,-0.00058784+0.00094053i,-0.00054663+0.0003163i,-8.5307e-05-0.00010524i,-0.00035234-3.406e-05i
0.00021491+0.00010782i,0.0018834+0.00023819i,0.0023671+0.0010601i,0.0020218+0.0012413i,0.00097404+0.00065154i,-0.00061296+0.00035513i,-0.0018433+0.0012565i,-0.0013776+0.0014365i,-0.00034036+0.0008577i,-0.000198+0.0011667i,-6.0651e-05+0.0013319i,-0.00031103+0.00053162i,-8.3265e-05+9.802e-05i,0.00029141+0.00050231i,0.00013538+0.00031364i,-0.00024273-2.9063e-05i,-0.00039941-0.00022963i,-0.00039203-0.00026207i,-0.00047254+0.00010137i,-0.0006913+0.00045917i,-0.00094512+0.00040952i,-0.00045909+0.00047846i,0.00024767+0.00082151i
0.00091568+0.00083633i,0.0023643+0.0014677i,0.0035482+0.00022366i,0.0024623-0.0011776i,0.00093221-0.0015826i,-0.00016254-0.00075133i,-0.00064518+0.00058569i,-0.00045102+0.0016176i,6.4685e-05+0.0015815i,0.00060091+0.00068053i,0.00048656-0.00028737i,0.00016925-0.00050192i,0.00011029-0.00014522i,0.00029982-0.00031541i,0.00025811+5.4846e-05i,-0.00021429+0.00041083i,-1.3441e-05+0.00037009i,-8.4477e-05+0.00096001i,-0.00073498+0.00093853i,-0.00064912+1.8928e-05i,-8.1651e-07-0.00055158i,0.00045554-0.00054742i,0.00028181-0.00043429i
-0.00047828+6.6951e-05i,0.0001311+0.00052405i,-0.00035889+0.00090004i,-0.00019204+0.00043342i,-0.00019534-0.00018476i,-0.00080872-0.00043426i,-0.00091679-3.0114e-05i,-0.00063495+0.00021231i,0.0001775-0.00051699i,0.00061337-0.00030844i,0.00066587+0.00032463i,0.0006912+0.00038875i,0.00083782+0.00021852i,0.0015191-0.00015208i,0.0018606-0.00058815i,0.0013316-0.0010034i,0.00096704-0.00055006i,0.0007978+0.00011486i,0.00075678+0.00088929i,0.00037842+0.0010007i,-4.0899e-05+0.00018605i,0.00036551-0.00058367i,0.0006178-0.00046606i
0.0027539-0.00025753i,0.0022178-0.0012662i,0.0015935-0.00085963i,0.00028069-0.00065573i,-0.00065011-0.00081292i,-0.00087464-9.5984e-06i,-0.0004525+0.0012214i,0.00014796+0.001495i,0.00052507+0.00050016i,4.2735e-05-0.00064712i,-0.00047007-0.00094343i,-0.00015206-0.00057912i,0.00038553-0.00067465i,0.00041352-0.00098999i,-0.00038682-0.00082108i,-0.00077165-0.00046147i,2.9288e-05-0.00033757i,0.00044441+0.00034005i,0.00018791+0.00041968i,-9.3246e-05+4.8274e-06i,0.00026219-5.0788e-05i,0.00023468-0.00014579i,-3.5716e-05-3.3851e-05i
0.00086882+0.00018664i,0.0016188+0.00056007i,0.0016316-0.00027669i,0.0014641+6.9042e-05i,0.00076562+0.0016361i,-0.00033461+0.0023017i,-0.0011534+0.0016538i,-0.00094086+0.0011733i,-0.00039382+0.0013906i,-0.00032669+0.00046793i,-0.00027781-0.00054471i,-0.00021877+0.00011064i,-0.0004159+0.00067184i,-0.00019557+4.8784e-05i,0.00025418-9.2447e-05i,0.00054941-0.00019385i,0.00010813-0.00030704i,-0.00020002-0.00027247i,0.00025505-0.00039073i,0.00029447+6.8276e-05i,-0.00067435+0.00052672i,-0.0012664-0.00016838i,-0.00041946-0.00086833i
0.00016134-0.0021234i,0.00065811-0.0015203i,0.0001706-0.0019369i,-0.00045252-0.001399i,-0.00039955+0.00033023i,0.0008111+0.00097473i,0.00098058+0.00065389i,0.00042223+0.00055163i,-6.2429e-05+0.0010103i,-0.00037666+0.00070594i,-0.0004319+0.00092275i,0.00035989+0.0011294i,0.0011138+0.00038706i,0.00063878+0.00052925i,-0.00021962+0.0010471i,-0.00046766+0.00077959i,2.5109e-05+0.00072797i,0.00040945+0.00099882i,-0.00043045+0.00061554i,-0.00020947+0.00059673i,-9.3701e-05+0.00046423i,-0.00087866+0.0002734i,-0.0009252+0.00083664i
-0.00053819-0.0023492i,-0.00064749-0.0016541i,-0.0005916-0.00091666i,-0.0012319-0.00071867i,-0.0020152-0.00066604i,-0.0017514+0.00031063i,-0.00093171+0.0013217i,7.3258e-05+0.00098179i,0.00012189+0.00048664i,-0.00060811+0.00018878i,-0.0011785-8.6014e-05i,-0.00063204-0.00062751i,0.00041424-0.00062902i,0.0005675+0.00011133i,0.00070365+0.00041884i,0.00095048+0.00036857i,0.00050248+0.00096053i,-9.3618e-05+0.0011706i,-0.00029889+0.0001685i,-0.00031886-0.00031136i,0.00039784-8.6506e-05i,0.00082404+0.00027423i,0.00025432+0.00016094i
0.0016847-0.00081916i,0.0014316-0.0013608i,0.00094338-0.002866i,-0.00057279-0.0026113i,-0.0012414-0.00037207i,-0.0014758+0.0014994i,-0.001059+0.0016498i,-0.00017454+0.0012711i,5.1118e-05+0.00098178i,-6.0081e-05+0.00019981i,-0.000269-0.00064043i,-0.00037271-0.00051126i,-0.00024381-0.00019435i,0.00012998-0.00021766i,0.00020549-0.00033401i,-0.00029047-0.00051348i,-0.00019298-0.00020187i,0.00075365+0.00041263i,0.00060671+0.00096127i,0.00028074+0.00048802i,0.00023665+7.4514e-05i,0.00033046+0.00025243i,0.00073311+0.00047583i
0.0020644+0.0017663i,0.0025136+0.0013178i,0.0024579-0.00077055i,0.0012456-0.0014575i,-0.00093212-0.00095024i,-0.0016818+0.00056965i,-0.0011283+0.0021411i,-0.00038644+0.0018783i,-0.0003755+0.00065315i,0.00022634-0.00012954i,0.001004-6.7136e-05i,0.00044506+0.00035414i,-0.00030089+0.00064097i,-0.00024424+0.00033326i,-0.00058494-0.00048789i,-0.00067458-0.0008108i,-0.00039936-0.00029745i,-0.00034368+8.3433e-05i,0.00033843+0.00018328i,0.00063965+2.5099e-05i,0.00016648-0.00023476i,3.6023e-05+0.00027368i,7.7268e-05+0.00048044i
-6.9093e-05-0.0005536i,0.00073303-0.0010366i,0.0016836-0.00014122i,0.0016181-5.0054e-05i,0.0005727+0.00027884i,0.00029189+0.00069741i,0.00019901+0.00079863i,0.00031638+0.0015821i,0.0001946+0.0015553i,-0.00015837+0.0007214i,0.0002173+0.00030368i,0.00081106-0.00039489i,0.00040585-0.00043489i,-0.00041542-0.00045683i,-0.00066626-0.0010602i,-0.00043168-0.0011743i,-0.00047752-0.00015313i,-0.00020011+0.0010079i,0.00021494+0.00096347i,-8.239e-05+0.00087928i,-0.00034519+0.00063313i,1.4992e-05-9.4271e-05i,0.00022768-0.00015782i
0.0025185+0.0025007i,0.0031758+0.0021897i,0.0036255+0.00076178i,0.0024177-0.0007804i,0.00069784-0.0013672i,-0.00069897-0.00014056i,-0.00089224+0.00090546i,0.00034971+0.0016029i,0.00091465+0.0013045i,6.6787e-05+0.00046125i,-0.00030543+0.00059856i,-0.00017377+0.00037323i,-0.00032753-0.00057532i,0.00010815-0.0014834i,0.00020482-0.0011391i,-5.2239e-05+0.00030467i,-0.00065438+0.0012822i,-0.00093173+0.0011777i,-0.0010589+0.00042556i,-0.000723+4.2269e-05i,-0.00022167+0.00039318i,1.958e-05-0.00016807i,0.00015805-0.00079303i
0.0012195-0.00031274i,0.0013477-0.0013237i,0.001248-0.0016142i,0.00056454-0.0015923i,-0.00075011-0.00083646i,-0.0018629+0.00064615i,-0.0015167+0.0016326i,-0.00070488+0.0017423i,-9.147e-05+0.00092946i,0.00023875+0.00014949i,0.00031258-0.00022591i,0.00017449-0.00016i,-0.00038529+0.00038063i,-0.00068993+0.00031275i,0.0007489+0.00074029i,0.0018111+0.0010895i,0.00081957+0.00031844i,-0.00039323+0.00023293i,-0.0010291+0.0006588i,-0.00083449+0.00033079i,-0.00030819-0.00011871i,-0.00020082-0.00036653i,1.7429e-06+0.00038945i
0.0029319+0.00086142i,0.0027854+0.00013296i,0.0029198-0.0011658i,0.0020625-0.0010873i,0.00035957-8.4342e-05i,-0.00071481+0.00087442i,-0.00058507+0.0016706i,0.00033052+0.0020245i,0.00053329+0.0015802i,0.00040616+0.0011041i,0.0007571+0.00048633i,0.00044728+0.00022592i,-0.00059842+0.0001845i,-0.00076715+3.2176e-05i,-0.00084867-8.924e-05i,-0.00083071-0.00056951i,-0.00017038-0.00012934i,0.00031008-5.5337e-05i,0.00056206-0.00034504i,0.00055953-2.2928e-05i,0.00094995-0.00037152i,0.00058759-0.0006072i,0.00050135-0.00036114i
2.4163e-05-0.00058305i,0.00043459+0.0004043i,0.00084476+0.00026423i,0.0013692-0.00058417i,0.00079407-0.00041779i,-0.00019118-9.0811e-05i,-0.00087335-0.00038134i,-0.00082509-5.4075e-06i,5.9539e-05+0.00042596i,0.00074451+0.00011789i,0.0002285+4.7198e-05i,-0.00035312+2.3181e-05i,-0.00060934+0.00051773i,-0.0005958+0.0003133i,0.00035368-0.00045448i,0.00071545-0.0007466i,-0.00035152-7.3953e-05i,-0.00080781-3.0293e-06i,-0.00023594-0.00051442i,0.00025639-0.00038981i,0.00037307-0.00010322i,0.00059128+0.00043319i,0.00056154+0.00080358i
0.0032304+0.00034261i,0.0033709-6.84e-05i,0.0017887-0.001484i,0.00023236-0.0017422i,-0.0013094-0.00031503i,-0.0017121+0.00046669i,-9.2648e-05+0.00010241i,0.00072289+0.00018143i,0.00020947+9.3645e-05i,0.00018515-0.00071739i,0.00014694-0.0012448i,9.4193e-05-0.0014363i,0.0002327-0.00076565i,0.00034397+0.00021167i,0.00041402+0.00040645i,-0.00010397+0.00061569i,-0.00014461+0.0010666i,2.4573e-05+0.0011806i,-0.00035883+0.00071213i,2.5908e-05+0.00068646i,0.00052004+0.0010081i,6.2384e-05+0.00027437i,-0.0003735-0.00060248i
0.00082979+0.00069777i,0.00095294+0.00015181i,0.0013279-0.00010142i,0.0011006-0.0002971i,0.00081888-0.0004372i,-0.00055555+0.00013944i,-0.001192+0.0011386i,-0.00047831+0.0013142i,-0.00036367+0.00018538i,-0.00024588-0.00029556i,0.00041903-0.00025887i,0.0010002-0.00053246i,0.0007004-0.00054182i,1.4505e-05-0.00045986i,0.00029924+3.2031e-05i,0.0007459+0.00040929i,0.00058931+0.00051813i,0.00020455+0.00058611i,0.00016091+0.000449i,0.00053354+0.00022349i,0.00035415-0.00018601i,0.0001784-0.00055734i,0.00054831-0.00047384i
0.0014416+0.00095628i,0.0024402+0.00089521i,0.0025987+4.136e-05i,0.0016061-0.00015676i,0.00050995+0.00054039i,6.1557e-05+0.0016202i,1.8756e-05+0.002105i,0.0001896+0.0011468i,0.00012727+0.00028622i,0.00019205+0.00089247i,-0.00014697+0.00080327i,-0.00026398-9.6949e-06i,-7.9804e-05-0.00041564i,-9.3331e-05-0.00048144i,0.00041096-0.00011015i,0.0015016+0.00029872i,0.0013204+0.00019207i,0.00034254-0.00023266i,6.9341e-06+5.9568e-06i,0.00024359+0.00019348i,0.00032814-0.00031307i,9.8055e-05-0.00051057i,5.7832e-05+0.00066087i
0.0013859+0.00032048i,0.001945-0.00067952i,0.001646-0.001415i,0.00084978-0.0018202i,0.00088531-0.0018021i,0.00015988-0.00098279i,-0.0010716+0.00066194i,-0.00070852+0.0015562i,0.00040794+0.0014781i,0.00012925+0.00075443i,-0.00090644-0.0003304i,-0.00086938-0.00075947i,-0.0013702-0.00030063i,-0.0012551+0.00051281i,-0.0003379+0.00027762i,-0.00035512+5.5258e-05i,-0.000945-0.00053399i,-0.0010345-0.00086549i,-0.00056501-0.0002835i,9.939e-06+0.00035194i,-0.00083763+0.00070236i,-0.001842+8.816e-06i,-0.0016919-0.00048432i
