-0.0020475-0.00075863i,-0.0022765-0.00055945i,-0.003066+4.7124e-05i,-0.0027509+0.00075671i,-0.0017573+0.0015731i,-0.00048637+0.0022428i,0.00029767+0.0028637i,0.00070615+0.0020332i,0.00074289+0.00088535i,0.00021836+0.00060579i,0.00048588-7.6621e-05i,0.00081817-0.00057425i,0.00041902-0.00079833i,0.0003191-0.00093864i,-3.1434e-05-0.00081091i,-5.9746e-05-0.00045388i,0.00032193-0.00056744i,-0.00010919-0.00038019i,-0.00010782-2.0385e-05i,-0.0003419+1.1847e-05i,-0.00058295+0.00050876i,-0.0013153+0.00067442i,-0.0012086+0.00025782i
0.00030578+0.002014i,-0.0051264+0.0043155i,-0.033805+0.011158i,-0.11143+0.023301i,-0.22515+0.035115i,-0.28891+0.048881i,-0.24198+0.066578i,-0.14301+0.065079i,-0.072948+0.040208i,-0.038125+0.019916i,-0.015955+0.010021i,-0.0032472+0.0022368i,-0.0018735-0.0021841i,-0.0035943-0.0017708i,-0.0025555+0.0013633i,-0.0014649+0.0049929i,-0.0010875+0.0069614i,0.00068289+0.0060219i,0.0018352+0.0019404i,-0.00027774-0.0033943i,-0.0039938-0.0069759i,-0.0054376-0.0077613i,-0.0012915-0.0072775i
-0.0018449+0.0025707i,0.0040804+0.0019868i,0.033661+0.0060907i,0.11011+0.02408i,0.21622+0.058775i,0.27476+0.076976i,0.23535+0.047918i,0.14692+0.0082627i,0.077262-0.0023703i,0.038912-0.00013089i,0.014945-0.00082012i,0.00076206+0.00030472i,-0.0026009+0.0025208i,-0.00015319+0.0018227i,0.0024308-0.0009409i,0.0032518-0.0044822i,0.0019871-0.0065521i,0.00015314-0.0052541i,-0.0017814-0.0012125i,-0.0014448+0.0039097i,0.0013785+0.007705i,0.0024535+0.0075957i,-0.00098517+0.0055273i
0.00035364+7.3124e-05i,-0.0062349-0.00058753i,-0.030684-0.014409i,-0.086298-0.059607i,-0.1603-0.13417i,-0.19691-0.17991i,-0.17009-0.14192i,-0.11183-0.068746i,-0.059268-0.028749i,-0.027326-0.015291i,-0.010541-0.004876i,-0.0017427+0.00017843i,0.00022871-0.00080142i,-0.0016966-0.0017769i,-0.0034691-0.00089555i,-0.0049618+0.0020867i,-0.0058816+0.004676i,-0.0034678+0.0049552i,0.00034668+0.0024804i,0.0018864-0.002274i,0.0014124-0.0070349i,0.00068109-0.007963i,0.0023165-0.0055435i
0.0017869-0.003785i,0.0056883-0.001384i,0.021231+0.019146i,0.053144+0.080087i,0.087073+0.17536i,0.095001+0.23239i,0.080449+0.19013i,0.059872+0.10397i,0.03513+0.047678i,0.014551+0.021846i,0.0032948+0.0071695i,-0.0031992+0.001081i,-0.0049656+0.0015178i,-0.002443+0.0030375i,0.00172+0.0027846i,0.0054666+0.0013459i,0.0066104-0.0010212i,0.0039865-0.0020748i,-0.0001706-0.0015109i,-0.0026779+0.00043358i,-0.0045016+0.0050594i,-0.0052785+0.0067285i,-0.005419+0.0031528i
0.0020206+0.00094484i,8.5531e-05-0.0041783i,-0.0062244-0.027957i,-0.011797-0.092772i,-0.0022519-0.18723i,0.018127-0.23608i,0.016422-0.19032i,-0.0024864-0.10667i,-0.0072254-0.050516i,-0.0035375-0.022517i,-0.0022346-0.0066479i,6.0888e-05+0.00079291i,0.0017714+0.0014873i,0.00029647-0.00063977i,-0.0032762-0.0022651i,-0.0068103-0.0025063i,-0.0074356-0.0011325i,-0.0046726+0.0016906i,-0.0012599+0.0032365i,0.002764+0.0012864i,0.0060758-0.002713i,0.0066182-0.0042122i,0.0056201-0.0012962i
0.0015225-0.0011852i,0.0033258+0.0037202i,0.00050584+0.027061i,-0.020276+0.083856i,-0.067033+0.15946i,-0.10731+0.18969i,-0.091048+0.14645i,-0.041288+0.082717i,-0.01355+0.040317i,-0.0064527+0.017773i,-0.0019785+0.0049661i,-0.0019442-0.00088073i,-0.0046528-0.00079332i,-0.0035623+0.0013509i,0.00012796+0.0038053i,0.0034921+0.0050638i,0.0051593+0.0034114i,0.0050364+0.00076569i,0.0027324-0.0017022i,-0.0024734-0.0024503i,-0.0072047-0.00081845i,-0.0090425+0.00077261i,-0.0075779-0.00082692i
-0.0010779+0.0027223i,0.00020289-0.0026953i,0.011131-0.02094i,0.051276-0.062277i,0.12291-0.10799i,0.1712-0.11457i,0.13748-0.080825i,0.065618-0.046825i,0.024047-0.024379i,0.0093392-0.0094925i,0.0014377-0.0023142i,-0.0014416+0.0016903i,-0.00080618+0.003117i,-0.0001071+0.0010595i,-0.00064791-0.0022638i,-0.0024327-0.0050915i,-0.0042977-0.0047485i,-0.0045894-0.0020299i,-0.0021718+0.0012289i,0.0018214+0.0025337i,0.0056224+0.0021926i,0.0071761+0.002755i,0.0052899+0.0032778i
-0.0010492-0.00048138i,-0.002943+0.0035428i,-0.018867+0.017849i,-0.066922+0.039085i,-0.14227+0.04758i,-0.18415+0.026214i,-0.14171+0.0044637i,-0.06818+0.006243i,-0.026814+0.0081216i,-0.011203+0.0041993i,-0.0025631+0.0019394i,0.00058212-0.0015114i,-0.00019233-0.0029836i,-0.0018082-0.00020288i,-0.001749+0.0028379i,0.00020325+0.0044898i,0.002255+0.0050118i,0.0036065+0.0041226i,0.0030494+0.0011526i,7.7412e-05-0.0023835i,-0.0033166-0.0039248i,-0.0048443-0.0041848i,-0.0032294-0.0050682i
-0.00085233-0.00067955i,0.001685-0.0033661i,0.018792-0.0088792i,0.067224-0.0077869i,0.13546+0.016076i,0.16282+0.052652i,0.11667+0.054642i,0.05425+0.022939i,0.021403+0.0037412i,0.0078345+4.5022e-05i,0.00010588-0.00095734i,-0.0034865+0.00067744i,-0.0030451+0.0019543i,-0.0011208+0.0013851i,0.00015522-0.0014209i,0.0011181-0.0056442i,-0.00016944-0.0070069i,-0.0021971-0.0049931i,-0.0029173-0.0017182i,-0.0021906+0.001694i,-0.00013711+0.0045707i,0.0016521+0.0059766i,0.0012097+0.0050471i
-0.0030571+0.0003211i,-0.0062937+0.0027289i,-0.022432+0.0028149i,-0.060517-0.015627i,-0.10513-0.063426i,-0.10859-0.10781i,-0.066355-0.092619i,-0.029339-0.039669i,-0.013826-0.0087502i,-0.0060641-0.00061726i,-0.0014705+0.0025546i,0.0012204+0.001407i,0.001361-0.00035859i,-0.0010318-0.00025035i,-0.0031234+0.0010997i,-0.0033686+0.0033903i,-0.0020412+0.0054085i,-0.0011377+0.0057241i,0.0009821+0.0035695i,0.0031197-0.00013419i,0.0015497-0.0034047i,-0.00032238-0.0051733i,0.00094353-0.0048466i
-0.0014352+0.0027114i,0.0019578+0.0022144i,0.01576+0.0098516i,0.043536+0.039761i,0.065606+0.094344i,0.049578+0.13107i,0.015823+0.099718i,0.0049311+0.039203i,0.0058274+0.0080266i,0.0041523+0.00061214i,0.0011731-0.0018943i,-0.0018495-0.0022867i,-0.003379-0.00045038i,-0.0022844+0.0006749i,0.00037632+0.00030457i,0.002495-0.0019032i,0.0026257-0.0041457i,0.001733-0.0037337i,0.00094636-0.0030595i,0.00014913-0.0017668i,-0.00053941+0.0015298i,-0.0012315+0.0042348i,-0.0019421+0.0042745i
-2.0618e-05-0.003145i,-0.0032395-0.0037473i,-0.012761-0.015375i,-0.022973-0.048253i,-0.016138-0.10102i,0.016883-0.12463i,0.033012-0.08363i,0.013911-0.029962i,-0.0019732-0.0066755i,-0.0051264-0.00051098i,-0.0051327+0.002117i,-0.0027347+0.0032887i,-0.0011873+0.0026561i,-0.0012764+0.0012899i,-0.0018929+0.00054804i,-0.003298+0.00078685i,-0.0048908+0.0025393i,-0.0050483+0.0041998i,-0.0028732+0.004127i,-0.00037523+0.0028197i,0.00089026-0.0002559i,0.0019396-0.0031372i,0.0025808-0.0018918i
0.00043992-0.00042237i,0.0018142+0.0011468i,0.0045175+0.014581i,0.00094767+0.047619i,-0.025478+0.087785i,-0.061156+0.09134i,-0.057565+0.048709i,-0.020442+0.012773i,0.0015026+0.002799i,0.0042528+0.0008073i,0.0023403-0.00076264i,-0.00055199-0.0012032i,-0.0028908-0.00050154i,-0.0029508+0.00035221i,-0.00079251+0.0010202i,0.0019903+0.00084965i,0.0040367+0.00075508i,0.0038615+0.00086644i,0.0026413+0.00066509i,0.00081587-6.632e-05i,-0.0019917+0.00080194i,-0.0034673+0.0021409i,-0.0032938+0.00064294i
-0.00081074-0.0015396i,-0.00080466-0.0035678i,0.00054475-0.015239i,0.01636-0.039472i,0.055518-0.061398i,0.087892-0.049501i,0.066653-0.014122i,0.019156+0.00058337i,-0.003146-0.0011573i,-0.0059112-0.001156i,-0.0051575-1.8133e-05i,-0.0035878+0.0013728i,-0.0024506+0.0026949i,-0.0014871+0.0028437i,-0.0013514+0.0012603i,-0.0022456-0.00071373i,-0.0035232-0.0015945i,-0.0041227-0.0011029i,-0.0030862-0.00035727i,-0.0013755-0.00021768i,0.00027164-0.0017059i,0.0014877-0.0032468i,0.0014113-0.0014454i
0.00045847-0.0022588i,0.0010018+1.1384e-05i,-0.005789+0.0098161i,-0.028578+0.024941i,-0.067194+0.028424i,-0.086258+0.003742i,-0.053885-0.018477i,-0.010015-0.010734i,0.0046074+0.00081951i,0.0033876+0.0039546i,0.0014639+0.003346i,-0.00011728+0.00030275i,-0.0012915-0.0010404i,-0.0021658+0.00017251i,-0.0013103+0.0012353i,0.00098148+0.002211i,0.0019237+0.0029345i,0.0021597+0.0024072i,0.0024211+0.0016519i,0.0011166+0.0010698i,-0.0017793+0.0013538i,-0.0034201+0.0022621i,-0.0029294+0.0015003i
-0.00081836+0.001556i,5.2739e-05-0.00065157i,0.0083748-0.0054322i,0.03303-0.0093994i,0.067906+0.0022494i,0.073542+0.0295i,0.035456+0.034455i,0.0017801+0.010195i,-0.0044725-0.00655i,-0.0028139-0.0077825i,-0.0024114-0.0044937i,-0.0027461-0.00077664i,-0.003077+0.0012051i,-0.0027753+0.0011006i,-0.0022745-0.00034086i,-0.0017719-0.0020458i,-0.001627-0.0028252i,-0.0010371-0.0025373i,4.2561e-05-0.0014983i,0.00075773-0.00092123i,0.0019652-0.0019364i,0.0031052-0.0028448i,0.0017271-0.0016696i
-0.00019787-0.0024941i,-0.00056708-0.0020519i,-0.0086039-0.00010124i,-0.029394-0.0045452i,-0.05097-0.027128i,-0.043334-0.053416i,-0.0099251-0.043033i,0.0063212-0.0082671i,0.0029401+0.0081579i,-0.00085335+0.0079407i,-0.0021215+0.0048148i,-0.0015563+0.0018295i,-0.00041859+0.0001536i,-0.00026216-0.00068081i,-3.5585e-05-1.6177e-05i,0.00079218+0.0010405i,0.00028436+0.0016234i,-0.0010653+0.001867i,-0.0013841+0.0014897i,-0.0019197+0.00092273i,-0.0042503+0.00015394i,-0.0061222+0.00081829i,-0.0049091+0.0017596i
-0.00042633-0.00066259i,0.0016102-0.0012883i,0.0088998-2.5104e-05i,0.02301+0.012005i,0.031448+0.039961i,0.015005+0.05844i,-0.0086505+0.035963i,-0.0084259+0.0013042i,0.0011779-0.0099572i,0.0034797-0.0065616i,0.0013553-0.003272i,-0.0010952-0.0010524i,-0.0018651+0.0010298i,-0.0019262+0.0017391i,-0.0018598+0.0019483i,-0.0012264+0.00074611i,0.00025388-0.00061688i,0.0014162-0.00067108i,0.00051728-0.0001379i,4.4664e-05+0.00088813i,0.0026688+0.0017348i,0.0041538+0.0017382i,0.0032233+0.00032963i
0.00096496+0.0011528i,-0.0014403+0.0011329i,-0.0056641-0.0036332i,-0.011195-0.01885i,-0.0070956-0.043398i,0.014269-0.05041i,0.024713-0.022952i,0.0090943+0.0044933i,-0.0053594+0.0083126i,-0.0071631+0.0046342i,-0.0048824+0.0024107i,-0.0021026+0.0010137i,-0.00076106+4.0473e-05i,-0.00030743-0.00053615i,-0.00039977-0.00010699i,-6.5184e-05+0.00027024i,0.00024025+0.00042867i,-0.00082473+0.001172i,-0.0015781+0.0014791i,-0.0017854-0.00019249i,-0.003597-0.0022789i,-0.0056995-0.0030186i,-0.0049218-0.0024055i
0.0011856+0.00053144i,0.0023354+0.0010219i,0.0048757+0.0056571i,0.0048736+0.019348i,-0.0083059+0.036398i,-0.029346+0.032304i,-0.026179+0.0041551i,-0.0017021-0.011129i,0.011286-0.0065105i,0.0093356-0.0010249i,0.0036335-0.00025904i,-5.0192e-05-0.00052447i,-0.0012857+0.00021469i,-0.0022676+0.0014745i,-0.0022135+0.001596i,-0.0014817+0.00078514i,-0.00075062+0.00065612i,0.00060122+0.00069917i,0.00077137+0.00044626i,0.0001114+0.0013704i,0.00015886+0.0034848i,0.0013133+0.0058439i,0.0024696+0.004813i
0.00063886-0.0010104i,0.00055347-0.0013952i,0.0011865-0.0073602i,0.0066742-0.018495i,0.024278-0.026154i,0.039096-0.014251i,0.023902+0.0067617i,-0.0028801+0.010468i,-0.010977+0.0021772i,-0.0074078-0.002745i,-0.0049551-0.002191i,-0.0033722+0.00040364i,-0.001586+0.0015098i,-0.00074123+0.0012409i,0.00039115+0.0011659i,0.0019588+0.0015183i,0.002234+0.0014238i,0.0012057+0.00020436i,0.00049829-0.00066162i,7.2037e-06-0.0012829i,-0.00060424-0.0035974i,-0.00053782-0.0064878i,-0.00074663-0.0065598i
0.0027489-0.0063476i,0.003815-0.0058049i,-0.00088938-0.0037357i,-0.01276+0.0051552i,-0.030355+0.0086742i,-0.03553-0.0046237i,-0.013556-0.016963i,0.0091766-0.008165i,0.011658+0.0028759i,0.0040358+0.0042446i,-0.0020126+0.0032652i,-0.0037299+0.002405i,-0.0031482+0.0019001i,-0.0019878+0.0013501i,-0.0019414+0.00046265i,-0.0024433-0.00054453i,-0.0019971-0.00048275i,-0.00092581+0.00072604i,-0.0004104+0.0012801i,-0.0012345+0.0015513i,-0.0031318+0.0035944i,-0.0038427+0.0067737i,-0.0021938+0.0069749i
-0.0017222-0.0015284i,-0.0013244-0.0022438i,0.00053117-0.0030856i,0.0098733-0.0043189i,0.025057+0.0018995i,0.026011+0.015985i,0.0047243+0.016258i,-0.010235+0.00038711i,-0.0078067-0.0087051i,-0.001895-0.0069706i,0.00045641-0.0025812i,1.7887e-05-0.00069354i,-0.00063972+0.00016386i,-0.00039142+0.001336i,0.00045741+0.0019045i,0.001279+0.0021952i,0.00090088+0.0015725i,0.00064892+0.00072379i,0.0007822+0.00087262i,0.0009779+0.0010044i,0.0023016-0.00045654i,0.0037478-0.0031551i,0.0039382-0.003806i
-0.00076124+0.0021111i,-0.00012262+0.0031687i,-0.0023363+0.0041696i,-0.0097034+0.0015155i,-0.017369-0.010383i,-0.010628-0.023501i,0.0069177-0.01576i,0.01142+0.0042451i,0.0045376+0.011534i,-0.0005956+0.0077375i,-0.0013752+0.0031705i,-0.0011271+0.00085003i,-0.001888-5.2324e-05i,-0.0019878-0.0016915i,-0.00097943-0.0030755i,-0.00061488-0.0030199i,-0.0015803-0.0024913i,-0.0015861-0.0013742i,-0.00026257-0.00064497i,-0.00062501-2.8882e-05i,-0.0030849+0.00084689i,-0.0059673+0.0018712i,-0.0065973+0.0020412i
-0.0013791+0.00267i,0.00027084+0.0025252i,0.0035863+0.0027383i,0.0095912+0.0072194i,0.012529+0.017932i,0.0022876+0.022624i,-0.010092+0.0084351i,-0.006921-0.0089642i,0.0012067-0.011353i,0.0036327-0.0055989i,0.0024654-0.0013807i,0.00076118-0.00016898i,-0.00026867-0.0006142i,-0.0011334+7.9938e-05i,-0.0013979+0.0022828i,-0.001047+0.0029563i,-0.00056845+0.0020356i,-0.00055214+5.3364e-06i,4.7373e-05-0.00079033i,0.0010907-5.934e-05i,0.0040124+0.00029835i,0.0068335+0.00058306i,0.0062166+0.0003009i
-0.0013973+0.0015148i,-0.0011733+0.001801i,-0.0027459+0.001823i,-0.003923-0.0041463i,0.00041265-0.01561i,0.011792-0.018333i,0.014841-0.0043877i,0.0037877+0.0090414i,-0.0051012+0.0084689i,-0.0054632+0.0023988i,-0.0030063-0.00063449i,-0.0015792-0.0010099i,-0.0014728-0.00068327i,-0.0013651-0.0012058i,-0.00023388-0.002422i,0.00027479-0.002751i,-0.00045978-0.0017735i,-0.00043329-0.00015781i,0.00038838+0.00077014i,0.00068153-0.00050834i,-0.001719-0.0023936i,-0.0047257-0.0030366i,-0.0041656-0.0019849i
-0.00092371+0.00096506i,-0.00057041+0.0019207i,0.00085984+0.0048255i,0.0016482+0.010077i,-0.004573+0.01459i,-0.013338+0.0085056i,-0.010364-0.0057814i,0.0019737-0.010951i,0.0081841-0.0057898i,0.0058614-0.00031777i,0.0016473+0.0010434i,-0.00090836+0.00012929i,-0.0013173+1.788e-05i,-0.0010891+0.00071221i,-0.0014496+0.0017998i,-0.0026936+0.0025494i,-0.0025143+0.0023604i,-0.00078642+0.0016519i,0.00039382+0.00045389i,0.0008999+1.0681e-05i,0.0015859+0.0019994i,0.002556+0.0052417i,0.0025438+0.0054913i
-0.00047699-0.00058292i,-0.00071136+0.00026227i,-0.0012349-0.0011778i,0.0013629-0.0051245i,0.0092841-0.0080562i,0.015855-0.001307i,0.007798+0.0095039i,-0.0062784+0.0093028i,-0.0095543+0.0023201i,-0.0053083-0.0015847i,-0.0016988-0.001171i,-0.00056559+0.00011633i,-0.00095516-0.00050008i,-0.00080827-0.0012748i,0.0010741-0.0014175i,0.0031053-0.0017808i,0.0028665-0.0018816i,0.0013613-0.0016096i,0.00092319-0.00063763i,0.00079832-0.00091631i,0.00027157-0.0035024i,6.4324e-05-0.0050662i,0.00034479-0.0048662i
-0.0025753+0.00064828i,-0.0009178+0.00072444i,0.00030049+0.002704i,-0.0026948+0.0054781i,-0.0084854+0.003438i,-0.0092965-0.0064242i,0.00021482-0.012259i,0.009232-0.0059121i,0.0086306+0.0016124i,0.0037073+0.0036035i,0.00010849+0.0021665i,-0.00069995+0.00053902i,-0.00028094-0.00011607i,-0.00089369-0.00028736i,-0.0022387+0.00050642i,-0.0032485+0.0011078i,-0.0029749+0.0012602i,-0.0015797+0.0012959i,-0.00061118+0.000319i,-0.0013023+0.00060175i,-0.0023886+0.0028484i,-0.0023455+0.0047473i,-0.001379+0.0042111i
-0.00060543-0.00053698i,-0.0014863-0.00069547i,-0.00080317-0.0014112i,0.0033635-0.0013307i,0.009397+0.0022374i,0.0080176+0.0088318i,-0.0031007+0.0085216i,-0.0092846-0.00023309i,-0.0059036-0.0054034i,-0.0017085-0.0038466i,4.988e-05-0.00041833i,0.00027972+0.0012829i,1.9515e-05+0.00079573i,-0.00010067+0.00073308i,0.0012225+0.00039514i,0.0029963+0.00041084i,0.0028291+0.00054449i,0.0014823+0.00025774i,0.00044525-0.00025516i,0.00050013-0.00056585i,0.0014616-0.001783i,0.0033221-0.0032219i,0.0032853-0.0027349i
-0.001646+0.0017731i,-0.00031751+0.0014349i,-0.00025928+0.0010491i,-0.0023575-0.00051265i,-0.0043263-0.006413i,0.00028084-0.012146i,0.0082006-0.0068342i,0.0083964+0.0039414i,0.0029439+0.0080149i,-0.0014909+0.0053309i,-0.0019717+0.0018503i,-0.0012494+0.00015278i,-0.0013798+0.0001978i,-0.0016832+0.00083443i,-0.0025404-2.6926e-05i,-0.003584-0.0012564i,-0.003583-0.00081949i,-0.0023659+0.00014875i,-0.0011246+0.00062567i,-0.0010702+0.00059482i,-0.0025133+0.00067622i,-0.0039508+0.00091475i,-0.0040119+0.00082662i
0.0016613+5.3267e-05i,0.001437-8.8288e-06i,0.0020158-0.00072008i,0.003475+0.0020597i,0.0044847+0.007278i,-6.9569e-05+0.0086049i,-0.0055423+0.00096111i,-0.00371-0.0070471i,0.0011393-0.0063888i,0.0019112-0.0018184i,-0.00031294-2.2042e-05i,-0.001651+0.00026479i,-0.0017223+0.00087918i,-0.0010141+0.0013187i,0.00043337+0.0019488i,0.0012695+0.002805i,0.0014993+0.0026285i,0.0016903+0.0017778i,0.0017603+0.00097675i,0.0020506+0.00098335i,0.0029485+0.00034277i,0.0038199+7.5953e-05i,0.00275+0.0009506i
5.6087e-05-0.00029728i,6.5603e-05-0.0006534i,-0.00096963-0.0014728i,-0.0014493-0.0040284i,0.00022351-0.0076567i,0.0057601-0.0069837i,0.0071998+0.00042226i,0.0013923+0.0056689i,-0.0027261+0.0040261i,-0.0030405+0.00082863i,-0.0020976-0.00046287i,-0.00084361-0.00084223i,-0.00070182-0.00056049i,-0.0010652-0.00012411i,-0.001232-0.0012795i,-0.0019476-0.0026302i,-0.0025112-0.002764i,-0.0019845-0.0020451i,-0.0010065-0.0017215i,-0.0010346-0.0018722i,-0.0018037-0.002592i,-0.0028598-0.0025386i,-0.002325-0.0018511i
0.0013171+0.00086048i,0.0012783+0.00093056i,0.0017606+0.0012152i,0.0016601+0.0032301i,-0.0017495+0.0051936i,-0.0062453+0.0015944i,-0.0040669-0.0047667i,0.0016293-0.005977i,0.0040916-0.0023309i,0.0030826+0.00064684i,0.00064519+0.00092559i,-0.00091056+0.0011533i,-0.0016535+0.001483i,-0.0017734+0.0013816i,-0.0018744+0.0022272i,-0.0016637+0.0032973i,-0.00038671+0.0033195i,0.00058843+0.0026448i,0.00062805+0.0017724i,0.00056097+0.0011199i,0.00068046+0.0015445i,0.0011849+0.0021098i,0.0012135+0.0017337i
0.00013399+0.00072969i,0.0013641-6.1954e-05i,0.0022482-0.00097819i,0.0034345-0.0030387i,0.0058841-0.0043231i,0.0071088-0.00057538i,0.0030355+0.004907i,-0.0027099+0.0051585i,-0.0042687+0.0016578i,-0.0023802-0.00095495i,-0.0010915-0.0012324i,-0.0012324-0.00096958i,-0.0019951-0.00093055i,-0.0014043+0.00019388i,0.00020504+0.00017798i,0.00070192-0.0020851i,0.00015575-0.0029787i,8.1124e-05-0.0020915i,0.00036026-0.0010923i,0.00013256-0.0015995i,-0.00038389-0.0024206i,-0.00054891-0.0038537i,0.00016432-0.0037963i
0.0017843+0.00065139i,0.001273+0.00091698i,0.00087045+0.0015056i,-0.00089114+0.0020085i,-0.0034472+0.00015609i,-0.0027858-0.0041232i,0.0021354-0.0061823i,0.0058049-0.002343i,0.0045243+0.0021218i,0.0011528+0.0030757i,-0.00060146+0.002i,-0.0013097+0.00057704i,-0.0013719-0.00019354i,-0.0021187+0.00030281i,-0.0025576+0.0009376i,-0.002099+0.0015123i,-0.0018078+0.0024317i,-0.0013517+0.0023901i,-0.00035475+0.00086961i,-0.00026422+0.0013024i,-0.0010505+0.0026515i,-0.0012799+0.0024858i,-0.0011111+0.001888i
0.000137+0.00088228i,3.2507e-05-0.00026539i,0.0020262-0.0013635i,0.0043299-0.0011836i,0.006405+0.00044692i,0.0045068+0.0029832i,-0.001665+0.0032452i,-0.0053698+0.00018077i,-0.0036737-0.0018065i,-0.0011898-0.001791i,-0.00056302-0.0016618i,-0.00053636-0.0010245i,-0.0010866+0.00020565i,-0.0014362+0.0015425i,-0.00030905+0.0012559i,0.0010801-0.00037984i,0.0015772-0.0017643i,0.00073649-0.0016987i,0.00034349-0.00089384i,0.00096541-0.0012377i,0.0015353-0.0024503i,0.0017002-0.0028987i,0.0012132-0.0019559i
0.0013537+0.00025893i,0.0013146+0.00059855i,-0.00046808-0.0012262i,-0.0022509-0.0022077i,-0.0023648-0.0039714i,0.0014325-0.0055327i,0.0062315-0.0031509i,0.0059346+0.0011825i,0.0020599+0.0031916i,-0.00085638+0.0018281i,-0.0021784+0.00050676i,-0.0022145+0.00024168i,-0.0016607+0.00019705i,-0.0016518+0.00059195i,-0.0019387+0.0003714i,-0.0023164-8.2121e-06i,-0.0022887+2.0304e-05i,-0.0020842-6.484e-05i,-0.0015806+6.448e-05i,-0.0013729+0.00020379i,-0.0024731+0.00059381i,-0.0037413+0.0011862i,-0.0026825+0.00076922i
0.00026074+0.00031614i,0.00057562+0.00014974i,0.0012992+0.0004299i,0.0021344+0.0016702i,0.003134+0.0040187i,0.00073283+0.0039637i,-0.0028874+2.6742e-05i,-0.0028193-0.0028189i,-0.00039226-0.0026491i,0.0010565-0.00080308i,0.00083304+0.00045981i,-0.00053492-1.9111e-05i,-0.0016005-0.00023743i,-0.0015088+0.00070218i,-0.00068514+0.0013685i,8.2957e-05+0.00096535i,0.00072436+0.00020639i,0.0012845-0.00018093i,0.0011518+0.00030737i,0.00072669+0.00046213i,0.0011562-0.0011663i,0.002112-0.0012403i,0.0015817+0.00047541i
-0.0022292-0.00012845i,-0.00073414+0.00061931i,-0.00065413+0.0014238i,-0.00016762-0.00022088i,0.0020496-0.0030957i,0.0053797-0.0027169i,0.0056739+0.0012994i,0.0024682+0.0039047i,-0.0002969+0.0033256i,-0.0021522+0.0010356i,-0.0030595-0.00047442i,-0.0022921+2.6282e-05i,-0.0013743+0.00049953i,-0.00066167+0.00032413i,9.6515e-05+5.5833e-05i,-0.0005927-0.00029165i,-0.001867-0.00052869i,-0.0018442-0.0003892i,-0.0015419-0.00027593i,-0.0012666-0.00069258i,-0.0018379-0.00084661i,-0.001953-0.00022381i,-0.00059893-5.2842e-05i
0.001896-0.0011488i,0.001243-0.0010156i,0.00090317-0.00075195i,0.00058668+0.00050145i,-0.0006243+0.0016246i,-0.0028889+0.00036087i,-0.0025052-0.0033286i,0.00068423-0.004883i,0.002546-0.0031659i,0.002083-0.0010572i,0.00057897-0.00058452i,-0.00093272-0.00077495i,-0.0020117-0.00011703i,-0.0021772+0.00067043i,-0.0021318+0.00088517i,-0.001466+0.00033265i,9.0272e-05+1.6705e-05i,0.00063367+0.00084361i,0.00012684+0.0011937i,4.4264e-05+0.00063275i,0.0018909+0.00020408i,0.0028873+0.0003414i,0.0014254+0.00075774i
0.00052851-0.001555i,0.0014197-0.0008847i,0.001285-0.0015042i,0.0015336-0.0017853i,0.00252-0.0013841i,0.0031976-0.00056077i,0.0013252+0.0015395i,-0.0015109+0.0020642i,-0.0025974+0.00051501i,-0.0018956-0.00034042i,-0.0013044+0.00012501i,-0.001196+0.00068395i,-0.00094819+0.00076259i,-0.00058164+0.00059921i,0.00014388+0.00084536i,-0.00012173+0.00058384i,-0.00094022-0.00028581i,-0.00072561-0.00091003i,-0.00032636-0.0010098i,-0.00085378-0.0013879i,-0.0017799-0.002321i,-0.0019117-0.0024453i,-0.00040113-0.0016375i
-0.00041839+0.00152i,-0.000822+0.0015201i,-0.0021264+0.0014121i,-0.0022698+0.0013425i,-0.0019688+0.00047266i,-0.00081056-0.0016057i,0.00093127-0.0026902i,0.0017439-0.00094704i,0.0019034+0.0014421i,0.000679+0.0017732i,-0.00023772+0.0012849i,-0.00064803+0.00089561i,-0.00097196+1.6085e-05i,-0.001124-9.8675e-05i,-0.00061844-0.00083445i,-0.00026117-0.0010824i,7.7646e-05+0.00028621i,0.0001763+0.0011799i,-0.00055939+0.0011943i,-0.00083029+0.001419i,-0.00022812+0.0021008i,-5.4474e-05+0.0023886i,-0.00084598+0.0017644i
-0.00060944+0.00027004i,0.00027633+0.00054294i,0.00075288+3.4101e-06i,0.0026819-5.9566e-05i,0.005001+0.00051382i,0.003993+0.0011407i,-0.00027713+0.00096105i,-0.0025859-0.00039747i,-0.0018514-0.0017546i,-0.00074949-0.001639i,-0.00047705-1.6218e-05i,-0.0013645+0.0011995i,-0.0016232+0.00086298i,-0.0010261+0.00059009i,-0.00075592+0.00081898i,-0.00063907+1.6025e-05i,-0.00049147-0.0015703i,-0.00044849-0.0016704i,7.9936e-05-0.00036306i,0.00066307-0.00069876i,0.00027004-0.0016738i,0.00071334-0.0016099i,0.0022303-0.00064682i
