-0.0014584+0.00052902i,-0.00073798+0.00045246i,-0.00044193-7.0248e-05i,-0.00090759-0.00062507i,-0.0012776+0.0014984i,-0.00074261+0.0037421i,0.00041688+0.0039283i,0.0013442+0.003524i,0.0010283+0.0023451i,0.0003443+0.0011777i,0.00039145+9.0543e-05i,-5.1009e-05-0.0007197i,-0.00042286-0.0013903i,-0.00053473-0.0016434i,-0.00054163-0.001089i,-0.00039665-0.00052526i,-0.00010111-0.00046354i,0.00030873-3.2924e-05i,0.0005951+0.00037471i,0.00043964+0.0005887i,0.00034474+0.00069612i,0.00043+0.00069736i,0.00028338+0.00064458i
-0.020725-0.00048802i,-0.015574-0.0095185i,-0.010978-0.0066417i,-0.0041483+0.0022467i,0.0010791+0.002662i,0.0042017-0.0020074i,0.0038695-0.0043124i,0.0010215-0.0083907i,3.6805e-05-0.01098i,0.0030683-0.011233i,0.0053942-0.010604i,0.0028536-0.0091114i,-0.0019976-0.006613i,-0.0052326-0.0046164i,-0.0038789-0.0035722i,-0.00028855-0.0024953i,0.0016512-0.0027373i,0.0017543-0.0025288i,0.0022495-0.0018721i,0.0025803-0.0027496i,0.0025116-0.0035547i,0.002281-0.0034708i,0.0015354-0.0016215i
0.006523-0.015556i,0.0014493-0.0030901i,-0.0030089-0.003162i,-0.0030433-0.0052821i,-0.000232-0.0048061i,0.00047027-0.0027102i,0.0028578+0.00060121i,0.0050425+0.0051258i,0.0030579+0.007231i,-0.0013255+0.0062853i,-0.0052458+0.0056752i,-0.0048956+0.0062559i,-0.00057794+0.0064732i,0.0017662+0.006061i,-0.00023498+0.0042039i,-0.0035567+0.00041706i,-0.0058995-0.0020218i,-0.0067279-0.0017723i,-0.0065408+0.00015855i,-0.0057092+0.0018029i,-0.0042048+0.0030903i,-0.0024241+0.0031125i,-0.0010912+0.001386i
0.010973+0.016806i,0.011413+0.0063399i,0.012264+0.0039761i,0.0077398+0.0049766i,0.0040537+0.0056682i,0.0042795+0.0045709i,0.0003547+0.0008095i,-0.003665-0.0018252i,-0.0027439-0.0012373i,0.00051607+0.00074111i,0.0034474+0.0016417i,0.0046595-0.0011412i,0.0022865-0.0049138i,-0.00038428-0.0041843i,0.00051401-0.00045496i,0.0034743+0.0024922i,0.0060495+0.0040658i,0.0078406+0.0048459i,0.0069615+0.0048055i,0.0047738+0.0023714i,0.0042724-0.00058957i,0.0039591-0.00098415i,0.0025405-0.00042266i
-0.023742-0.012154i,-0.024536-0.0093062i,-0.025576-0.0090419i,-0.01734-0.0046338i,-0.0080031+0.00057413i,-0.0013395+2.4882e-05i,0.0033529+7.8571e-05i,0.003633+0.0018891i,0.0022242+0.00041154i,0.0026783-0.003288i,0.0018779-0.0043782i,-0.0012759-0.00079131i,-0.0016702+0.0038155i,-0.00060456+0.0041778i,-0.0015056+0.00081502i,-0.0037202-0.00304i,-0.0054315-0.0053262i,-0.0059146-0.0047045i,-0.0049396-0.0028289i,-0.0036487-0.0026408i,-0.0029614-0.0033055i,-0.0023409-0.0027953i,-0.0013163-0.00053705i
0.021359-0.003792i,0.017484+0.0031728i,0.010988+0.004819i,0.0052219+0.0028891i,0.0069015-0.00025097i,0.0052522-0.0020832i,0.0012548-0.0010968i,0.0023897+0.0017541i,0.0026949+0.0039107i,-0.0016126+0.0053194i,-0.0040075+0.0056543i,-0.0012615+0.0025919i,0.001553-0.001585i,0.0019729-0.0033463i,0.002071-0.0027142i,0.0019417-0.00021305i,0.0015765+0.0024848i,0.0022069+0.0031819i,0.0023152+0.002775i,0.0013054+0.0030827i,0.0011881+0.003444i,0.0011705+0.0026427i,0.00064932+0.0014965i
-0.01767+0.011015i,-0.013751+0.001758i,-0.0095239+0.0033066i,-0.0034494+0.0076929i,0.00093659+0.0072421i,0.0036162+0.0050443i,0.0018259+0.0014958i,-0.0031481-0.0020925i,-0.0045285-0.0024415i,-0.00089701-0.0016596i,0.0024986-0.00072561i,0.00071722-0.00025652i,-0.0025697-0.00038643i,-0.0034471-0.00045249i,-0.0017098-0.00045135i,0.00169-0.0015251i,0.0029025-0.0028801i,0.0019992-0.0031835i,0.0015357-0.0026568i,0.0013552-0.0031849i,0.0014152-0.0042029i,0.0021016-0.0035821i,0.0024311-0.0018338i
-0.0032345-0.0091909i,-0.0041104-0.0011825i,-0.0065573-0.00066223i,-0.0045361-0.0021906i,-0.0028048-0.0027144i,-0.0008084-0.0019529i,0.0033514+0.0011646i,0.0071053+0.0057334i,0.0080907+0.0068147i,0.0050059+0.0049446i,0.0028264+0.003074i,0.0032304+0.0014499i,0.004311+0.00039453i,0.0033669+0.00017354i,-0.00011545+0.0003015i,-0.0040942+0.000853i,-0.0062172+0.0013663i,-0.0052057+0.0015498i,-0.0038082+0.0019742i,-0.0037583+0.0026997i,-0.0037947+0.0036507i,-0.0029921+0.0036878i,-0.0015153+0.0022972i
0.018583+0.0076716i,0.01609+9.7937e-05i,0.016274-0.002544i,0.011648-0.0028853i,0.0088061-0.0016375i,0.0070166-0.0029195i,0.0001843-0.0060573i,-0.0062781-0.0066204i,-0.0080587-0.0045405i,-0.0062003-0.0012533i,-0.0046688+0.0016727i,-0.004998+0.0015204i,-0.0058324-0.00094378i,-0.0046773-0.0017224i,-0.00036987-0.00073132i,0.0036196+0.00046934i,0.0055371+0.00048196i,0.0062104-0.00036196i,0.0051904-0.00053303i,0.0045509-0.0011059i,0.0046716-0.0020706i,0.0042389-0.0013491i,0.0021946-0.00033318i
-0.016726-0.002365i,-0.019854-0.003624i,-0.021995-0.0024799i,-0.017069+0.001106i,-0.0078643+0.0050389i,-0.00034101+0.0062996i,0.0043447+0.0065995i,0.0069875+0.0068228i,0.0078745+0.0060183i,0.0085314+0.0027359i,0.0087685-0.00082045i,0.0081855-0.00090461i,0.0070814+0.0010838i,0.0054193+0.0026588i,0.0017541+0.0028959i,-0.0023362+0.00067008i,-0.0057184-0.0009932i,-0.0075573-0.00090067i,-0.0069104-0.0010374i,-0.0048109-0.0010427i,-0.002713-0.00099089i,-0.0011842-0.0017443i,-0.00092732-0.0019556i
0.011376-0.011189i,0.0099368-0.0019024i,0.0065914+0.0010275i,0.0034154+0.00017595i,0.0035744-0.0023689i,0.002001-0.0043829i,-0.00060667-0.0035613i,-0.0016129-0.0006077i,-0.0017239+0.00068929i,-0.0030765+0.00040735i,-0.0055878+0.00054075i,-0.0070149-0.0015722i,-0.0056702-0.0044639i,-0.0031148-0.0037906i,-0.0013384-0.0010267i,3.2266e-05+0.0016306i,0.002172+0.0034278i,0.0039753+0.0035048i,0.0041969+0.0032197i,0.0033459+0.0033135i,0.0027148+0.0030126i,0.0019426+0.001797i,0.00083719+0.00082133i
-0.0067777+0.0089849i,-0.0036623+0.0029569i,-0.0003494+0.0010051i,0.0015963+0.0020807i,0.0035074+0.0039562i,0.0053292+0.0031902i,0.0038745-0.00028207i,-0.00066318-0.0013593i,-0.0036587-1.5594e-05i,-0.0033692+0.00080471i,-0.0012271+0.0019059i,0.0005347+0.0048418i,0.00096447+0.0058977i,0.0014081+0.0037851i,0.0019273+0.00088935i,0.0019973-0.0027337i,0.0009967-0.0054033i,-0.00055063-0.0053796i,-0.0010648-0.0042318i,-0.00052074-0.0039689i,-0.00023789-0.0048953i,0.00031306-0.0042676i,0.0012305-0.0026937i
-0.0059684-0.0045313i,-0.0077875-0.0031547i,-0.013181-0.0018949i,-0.012011+0.0010695i,-0.0066573+0.0021867i,-0.0022108+0.0024844i,0.0012523+0.0032134i,0.0066938+0.0036566i,0.010984+0.0026199i,0.0096583+0.00087926i,0.0068044-0.0016392i,0.0050529-0.0050017i,0.0035373-0.006018i,0.00098865-0.0028953i,-0.0013456+8.4572e-05i,-0.002712+0.0010042i,-0.0027052+0.0025981i,-0.0019311+0.0040932i,-0.0020621+0.0042212i,-0.0023584+0.0038382i,-0.002592+0.0042052i,-0.0018144+0.0039829i,-0.00041016+0.0015655i
0.015292-0.0052735i,0.013078-0.0069221i,0.012196-0.0048774i,0.011455-0.0024581i,0.01075-0.0027563i,0.0076155-0.0041557i,-0.00029335-0.0039431i,-0.0085239-0.0017668i,-0.011765+0.00065974i,-0.0098252+0.001783i,-0.0075582+0.0036915i,-0.0075541+0.0054717i,-0.0072136+0.0047646i,-0.0055299+0.0032522i,-0.0022475+0.0012057i,0.0015104-0.00089294i,0.0031944-0.0027984i,0.0043717-0.0032692i,0.0045784-0.0030323i,0.0035609-0.0036248i,0.0038339-0.0030238i,0.0029835-0.001712i,0.0017668+9.3244e-05i
-0.011713+0.0071654i,-0.014588+0.0056277i,-0.013189+0.0053814i,-0.0075341+0.0053775i,-0.0026136+0.0058005i,0.0013147+0.0050264i,0.0050387+0.004814i,0.0076667+0.0032284i,0.0085081+0.0013984i,0.0078032+0.00053048i,0.0075066-0.0013514i,0.0086479-0.0030509i,0.0083946-0.0031363i,0.005147-0.0019401i,0.0017993-0.00061993i,-0.00068909-0.0010711i,-0.0037981-0.00081431i,-0.0057571+0.00020517i,-0.0053196+0.00025696i,-0.0048766+0.00035443i,-0.0046171+0.00026069i,-0.0033447-0.00051254i,-0.001251-0.0013375i
-0.0057783-0.0084427i,-0.00042079-0.00095092i,-0.0033672+0.0016356i,-0.0057692+0.0015528i,-0.0033003-0.00033752i,-0.00020051-0.002286i,0.0002768-0.0021212i,-0.0028057+0.00030107i,-0.0042077+0.0031637i,-0.0035426+0.0037701i,-0.0029131+0.0024163i,-0.0039364-0.00041577i,-0.0051481-0.002005i,-0.0048004-0.0013918i,-0.0027286+5.686e-05i,1.7862e-05+0.0014087i,0.0037278+0.0022517i,0.0047641+0.0019487i,0.0027669+0.00066437i,0.0022226+0.00042262i,0.0025114+0.0013325i,0.0022255+0.0019066i,0.0018349+0.0010949i
0.010609+0.005565i,0.0094678-0.0033285i,0.0090931-0.0060624i,0.0060445-0.0029931i,0.0059387+0.00050062i,0.0063762+0.0021243i,0.0041436+0.0014493i,0.0022467+0.0019875i,0.00042035+0.002035i,-0.001092+0.00096524i,-7.1416e-05+0.0018507i,0.001658+0.004225i,0.002797+0.0043705i,0.0032067+0.0018163i,0.0031203-0.00060878i,0.0019932-0.0025391i,-0.0018835-0.0042815i,-0.0036538-0.00349i,-0.0023329-0.001763i,-0.00050946-0.0022612i,-0.00010081-0.0029233i,-0.00090303-0.0020617i,-0.00065822-0.00083403i
-0.007597+0.0015774i,-0.012229+0.00081105i,-0.016782+0.0025062i,-0.012462+0.004878i,-0.0059572+0.0039932i,-0.0029282+0.0017634i,-0.0026294+0.00031091i,0.00013949-0.00030412i,0.0033083-0.0012053i,0.0033888-0.0020376i,0.0016236-0.0024592i,0.0008512-0.0044485i,-0.00030388-0.0058788i,-0.0026392-0.0042035i,-0.0025082-0.0016761i,-0.0012441+0.00073567i,-0.0014167+0.0020646i,-0.0011158+0.0016656i,-0.0014288+0.0017909i,-0.0023062+0.0027061i,-0.002231+0.0031283i,-0.00096309+0.0020615i,0.00014318+2.2515e-05i
0.012232-0.019606i,0.0036365-0.014229i,-8.6848e-05-0.007885i,-0.00098129-0.0028197i,0.0010679-0.0023148i,0.0046828-0.0040512i,0.0044722-0.0021884i,0.00038198+0.00098542i,-0.0022699+0.0026673i,-0.00081472+0.0031093i,0.0004996+0.0045009i,-0.0010983+0.0058877i,-0.0019475+0.0056932i,-0.00078337+0.0034822i,0.00035412+0.00022012i,0.00095227-0.0013434i,0.001774-0.00154i,0.0018746-0.0019554i,0.0011872-0.002218i,0.001268-0.0023127i,0.002093-0.0023512i,0.0025118-0.0020829i,0.0024119-0.00081849i
-0.010824+0.006482i,-0.009581+0.0093435i,-0.0057536+0.0055304i,-0.0011647+0.0020926i,0.0013723+0.0043105i,0.0012289+0.0055695i,0.0013281+0.0044229i,0.0030628+0.00076801i,0.0042908-0.0040266i,0.0021839-0.005622i,0.00065051-0.0050221i,0.0014038-0.0033779i,0.0019989-0.0015762i,0.0018186-0.00064061i,0.00091427-0.00027062i,-0.00082257-0.00026205i,-0.0023004+0.0010743i,-0.0026422+0.0017913i,-0.0024295+0.00093165i,-0.0018494+9.1269e-05i,-0.001764-0.00065401i,-0.0015097-0.00033667i,-0.0004157+0.00079262i
-0.010404-0.0045772i,-0.0042101+0.0015778i,-0.0071974+0.0054746i,-0.0094871+0.0072886i,-0.0042985+0.0053604i,-0.00077859+0.0011111i,-0.001639-0.0014971i,-0.0043824+0.00062078i,-0.0051252+0.0043779i,-0.0034763+0.0061039i,-0.002391+0.0046924i,-0.0030312+0.0027303i,-0.0030591+0.00061496i,-0.0024285-0.00024339i,-0.00081459+0.00024719i,0.0014297+0.0010259i,0.002779+0.00075513i,0.0022658-0.0001537i,0.00059806-0.00042i,0.00045029+0.00035654i,0.0014139+0.0012845i,0.0018633+0.0011872i,0.0018034+0.00051976i
0.0067062+0.0069714i,0.0056475-0.0042834i,0.0040466-0.0071776i,0.0048125-0.0022167i,0.0059302-0.00065033i,0.005997-0.00029432i,0.0069225+0.00093911i,0.0073399+0.0013421i,0.0056617+7.9624e-05i,0.0047087-0.00075327i,0.0045942-0.0010687i,0.0048635-0.00053475i,0.0039258-8.2769e-05i,0.0019119-0.0010096i,0.00052759-0.0015843i,-0.00088059-0.0010964i,-0.0025336-0.00047711i,-0.0029454+0.00031204i,-0.0016857+0.0002508i,-0.0014036-0.0013266i,-0.0018374-0.0024826i,-0.0011293-0.0025938i,0.00038696-0.0015678i
0.0026826+0.003008i,-0.0035516+0.0021633i,-0.005917+0.0041171i,-0.0020259+0.0045796i,-0.0005423+0.0034182i,-0.0022597+0.0031486i,-0.0054232+0.0031131i,-0.0064085+0.0025961i,-0.0059787+0.0011831i,-0.0062643+0.00036793i,-0.0065628+0.00077457i,-0.0040098-0.00042132i,-0.0018409-0.00075483i,-0.0015072+0.0011937i,-0.00077941+0.001866i,0.00078677+0.0017241i,0.0017444+0.0015437i,0.00093487+0.00058962i,0.0003499-0.00030922i,0.00028655-0.00039403i,-0.00014455-0.00019883i,-0.0009093+0.00084842i,-0.0014727+0.0011201i
-0.003495-0.012666i,-0.0082934-0.0047736i,-0.00943+0.00035096i,-0.0069792+0.0019597i,-0.0026812+0.0037388i,0.0041861+0.0027005i,0.0075104+0.00069311i,0.0055323+0.001098i,0.0037826+0.004111i,0.0047218+0.0060228i,0.0056257+0.005898i,0.0036504+0.0039955i,0.0011515+0.00068488i,0.00065124-0.0013951i,0.00099003-0.0017013i,0.00067842-0.002005i,-0.00033631-0.0029271i,-0.00065891-0.0025418i,-0.0011233-0.00061092i,-0.0015501+0.00070012i,-0.0002666+0.0004042i,0.0012803-0.00075797i,0.0018238-0.0014361i
-0.0044988+0.0029923i,0.0012481+0.0018543i,0.0032911-0.0016898i,0.0025672-0.0026902i,0.0031953+3.0937e-05i,0.0029039+0.0023551i,0.0020931+0.00382i,0.0013725+0.0021139i,-7.6541e-05-0.0017122i,-0.0022752-0.0034482i,-0.0017658-0.003475i,0.00024642-0.0029417i,-0.00036957-0.0010865i,-0.0021259+0.00084255i,-0.0023323+0.001223i,-0.0021104+0.001129i,-0.0022452+0.0020731i,-0.00089812+0.0031014i,0.00066+0.0016988i,0.00055013-0.00061786i,-0.00063174-0.0011476i,-0.00095152-7.4117e-05i,-0.0002997+0.0012356i
-0.026983-0.0065333i,-0.020143+0.0028942i,-0.023624+0.013794i,-0.018484+0.020221i,-0.0049575+0.021895i,0.0063785+0.015091i,0.003587-3.0399e-05i,-0.0050698-0.003333i,-0.0079994+0.0041657i,-0.0050409+0.0091611i,-0.00022537+0.0081888i,0.0014614+0.0031907i,0.0014739-0.00090554i,0.002919-0.0019392i,0.0035983-0.0017171i,0.0022599-0.0015107i,0.0015198-0.0019413i,0.00085823-0.0025312i,-0.00020117-0.0025023i,-0.00033977-0.0018107i,-0.00021594-0.00025703i,-0.00027956+0.0018167i,0.00022388+0.0022081i
0.0089823+0.0030094i,0.00337-0.0063776i,0.00091853-0.0095616i,0.001036-0.0061479i,0.00085002-0.0036866i,0.0013613-0.00084525i,0.0041175+0.0014961i,0.00697+0.0012312i,0.0082807-0.0013242i,0.0081802-0.0037399i,0.0062095-0.0043057i,0.0028539-0.0031532i,-0.00027257-0.0020725i,-0.0018925-0.0021163i,-0.0024394-0.0019762i,-0.0017523-0.0013947i,-0.001407-0.00045617i,-0.0012419+0.00043582i,-0.00060812+0.0011746i,-0.00084506+0.0013562i,-0.0010193+0.00025204i,0.00016664-0.0015367i,0.0011768-0.0027765i
0.010501-0.0030811i,0.0026029-0.0022301i,-7.1456e-06-0.0029379i,0.00083663-0.0043134i,5.4705e-05-0.0029177i,-0.0017475-0.0025754i,-0.0054227+8.8539e-05i,-0.0071893+0.0034026i,-0.0075104+0.0032941i,-0.0084502+0.0029461i,-0.0071913+0.0027343i,-0.0035734+0.0017906i,-0.00050041+0.0019662i,0.00032692+0.0033555i,0.00024446+0.003469i,0.00050301+0.0028407i,0.0016016+0.0020849i,0.0026914+0.00086078i,0.002604-0.00011601i,0.0024512-0.00091116i,0.0025775-0.00071136i,0.0020742-0.00023508i,0.0005071+0.00078969i
-0.0063488-0.0046838i,-0.0049205+0.0011778i,-0.0045129+0.0025708i,-0.0061755+0.001868i,-0.002648+0.003493i,0.0027115+0.0009242i,0.0048553-0.0020169i,0.0052224-0.0014593i,0.0054314+0.0011296i,0.0055636+0.0022351i,0.004536+0.0010716i,0.0024587-0.00012727i,0.0011159-0.0022944i,0.00072956-0.0044576i,0.00071637-0.004361i,-6.2384e-05-0.0031372i,-0.0012368-0.0033796i,-0.0023518-0.0030756i,-0.0031274-0.0018949i,-0.0025908-0.00087514i,-0.0008415-0.0001267i,0.0012799+0.00019971i,0.0016465-2.8319e-05i
-0.0031612-0.0010655i,0.0007048-0.0018202i,0.0017721-0.0038573i,0.0010194-0.0021986i,0.0017682-0.00032273i,0.00057573+0.0010063i,0.0001285+0.0047398i,0.00027874+0.0050894i,-0.00036243+0.00094554i,-0.00069719-0.0012264i,-0.00087388-0.001528i,-0.0013702-0.0017623i,-0.0025592-0.00012565i,-0.0036982+0.0025628i,-0.0029408+0.003016i,-0.00059391+0.001995i,0.0012353+0.0029866i,0.0015164+0.0033768i,0.0012489+0.0019965i,0.00081997+0.00072846i,-0.00014431-0.00034087i,-0.00084378-0.0014037i,-0.0010155-0.0026451i
-0.0034056+0.0078989i,9.6237e-05+0.0020044i,0.00021209+0.00085603i,-0.00042004+0.0029356i,0.00067029+0.0014783i,0.001274-0.0014869i,-0.00079257-0.0039499i,-0.0031202-0.0022899i,-0.0025729+0.0022717i,-0.0013692+0.0052246i,-0.00062729+0.0051143i,0.00073699+0.0025741i,0.0027381+0.00032906i,0.0048278+0.00016503i,0.0039614-0.00051278i,0.0010037-0.0012394i,-0.00060551-0.0015762i,-0.0020217-0.0019934i,-0.0021307-0.0021731i,-0.00060561-0.0018326i,0.0011131-0.00051648i,0.0021035+0.00087521i,0.001842+0.0018504i
0.012893-0.0013624i,0.0037191-0.0045988i,-0.001317-0.0043404i,-0.0020638-0.0026281i,-0.0013089-2.803e-05i,0.0029792+0.002415i,0.0064387+0.0022305i,0.0065975+0.00044939i,0.0059642-0.0023049i,0.0045846-0.0048332i,0.0017367-0.0046637i,-0.00020922-0.0036329i,-0.0010854-0.0032509i,-0.0024271-0.0033897i,-0.0031139-0.0022017i,-0.0020225-0.0004799i,-0.0013611+0.0004447i,-0.001271+0.0011167i,-0.0010926+0.00084478i,-0.0022379+0.00081116i,-0.0028829+0.00042021i,-0.0021143-0.00085446i,-0.00051259-0.0018232i
0.0022892-0.0019329i,-0.00077683-0.0014721i,-0.00083067-0.0017763i,0.0011843-0.0032445i,0.0025307-0.0019441i,0.00089977-0.00097606i,-0.0032814+0.0017259i,-0.0050976+0.0047087i,-0.0045734+0.0055982i,-0.0038962+0.0056628i,-0.002102+0.0052637i,0.00069588+0.0033211i,0.0022732+0.0022516i,0.0021182+0.0033086i,0.0023805+0.004035i,0.0026931+0.003029i,0.0025114+0.0012917i,0.0019266-0.00028389i,0.0017452-0.001601i,0.0024027-0.0017815i,0.0028401-0.00067713i,0.0015051-4.9786e-06i,0.0009886-0.00024496i
-0.0028628-0.0051402i,-0.0014099+0.00096555i,-0.00083916+0.003043i,-0.0015959+0.0038775i,0.0015564+0.0033516i,0.0049018-0.00093346i,0.0049464-0.004425i,0.0043178-0.0043734i,0.0046584-0.0028642i,0.0040016-0.0029838i,0.0019819-0.0028999i,0.00030889-0.0021414i,-0.00027589-0.0023144i,-0.00034889-0.0034942i,-0.00091509-0.0039583i,-0.0015685-0.0032183i,-0.0016019-0.0023721i,-0.0023919-0.0019582i,-0.0026064-0.0020512i,-0.0017035-0.00055388i,-0.00036272+0.0011785i,0.0010556+0.0014544i,0.001569+0.00097184i
-0.0095744+0.0052509i,-0.0023638+0.0025385i,-0.0014749+0.00018593i,-0.0018534+0.00019767i,-0.00010834+0.0002894i,0.000429+0.00093245i,0.0010224+0.0031157i,-0.00025506+0.0050026i,-0.0027451+0.0049326i,-0.0041936+0.0035712i,-0.003364+0.0022781i,-0.0012467+0.0017568i,-0.001063+0.0022984i,-0.0019018+0.003039i,-0.0010142+0.002672i,0.00022005+0.0013667i,0.00092842+0.00053052i,0.0015418+0.00075448i,0.0015216+0.00088758i,9.2142e-05+0.0010459i,-0.0015434+0.0010933i,-0.0018103-0.00025193i,-0.001014-0.0012849i
0.007978+0.0027957i,0.0042178-0.0023373i,-0.00027797-0.0036515i,-0.00065011-0.0010673i,0.001024-0.00081275i,0.0018573-0.0021955i,-0.00035704-0.0027926i,-0.0012538-0.0014575i,0.0014207-1.7153e-05i,0.0034851+0.00069308i,0.0030807+0.00014577i,0.0026048-0.000917i,0.0033389-0.0013181i,0.0033654-0.0012995i,0.0017174-0.0014196i,7.6052e-05-0.0015299i,-0.00010649-0.001032i,0.00035326-0.001155i,0.00020193-0.0012788i,9.2017e-05-0.0013156i,0.00078263-0.0011471i,0.0011993-0.00058374i,0.00095054+0.00036662i
0.00044104+0.0035469i,-0.0030906+0.0012011i,-0.0040113+0.0016832i,-0.0024231+0.0019189i,-0.0011398+0.0032258i,0.0016102+0.0034981i,0.0027731+0.0023256i,0.0017371+0.0005798i,-0.00016638-0.0012225i,-0.0020802-0.0024248i,-0.0027721-0.002749i,-0.0027909-0.001536i,-0.0039282-0.00043309i,-0.004121-0.00069935i,-0.0042189-0.0001247i,-0.0046963+2.4112e-05i,-0.003979-7.0597e-05i,-0.0027754+0.00069229i,-0.0018644+0.00078946i,-0.0024886+0.00061902i,-0.0025122+0.00086984i,-0.00080609+0.00072482i,0.00077299-0.000368i
0.002422-0.010621i,-0.0007497-0.0035657i,-0.0016853-0.0010622i,-0.0013857-0.0010665i,-0.00053809+0.00091445i,0.00027421+0.00073565i,-0.00058345+0.0015237i,-0.0018695+0.0047779i,-0.0018961+0.007244i,-0.00058044+0.0083058i,0.0021872+0.0075021i,0.0044936+0.0050839i,0.0046122+0.0023946i,0.0043462+0.001404i,0.0046453+0.0015504i,0.0047182+0.0012071i,0.0037225+0.000157i,0.0025134-0.0009173i,0.0018847-0.00048408i,0.001168+0.00037161i,0.0003168+0.00064861i,-0.00030615+0.00048696i,6.4637e-05-0.00044858i
-0.0080841-0.0014817i,-0.0044132-0.00029997i,-0.0035799-0.00029275i,-0.0032245+0.001283i,0.0021691+0.003272i,0.0053597+0.0026058i,0.0044434-1.1417e-05i,0.003483-0.0018334i,0.0031456-0.0033958i,0.0027301-0.0052902i,0.0011631-0.0055164i,-0.0014786-0.0045061i,-0.0026051-0.0038924i,-0.0022511-0.0034469i,-0.0020189-0.0028677i,-0.0022571-0.0017397i,-0.0022608-0.00065515i,-0.0019882+7.9854e-05i,-0.0012967-0.00046975i,-0.00079708-0.00099693i,-0.0001869-0.00043736i,0.00028723-0.00017217i,0.00095073-0.00070355i
-0.0034818-0.00074315i,-0.00054904-0.0014805i,-0.00068117-0.0020798i,-0.001214+0.00020178i,-0.00076565+0.0016034i,-0.00062875+0.0020962i,0.00068148+0.0024793i,0.0006102+0.0034685i,-0.0016177+0.0045766i,-0.0039094+0.0061414i,-0.0033267+0.0066875i,-0.001042+0.004858i,0.00070615+0.0030327i,0.0016018+0.0023005i,0.00089741+0.0019565i,0.0004297+0.001046i,0.00040629+0.00025797i,-0.00052438+9.6831e-06i,-0.00075948+0.00010427i,-0.00062385+0.00015062i,-0.00079908-7.4468e-05i,-0.00078679-7.7788e-05i,-0.00020722+0.00076962i
0.0040074+0.0085771i,0.00025554+0.0014462i,-0.0018154-0.0023255i,0.00013093-0.0023789i,0.0020148-0.0030026i,0.002234-0.0037062i,0.00085472-0.0043556i,0.00021826-0.0029122i,0.0021169-0.00073174i,0.0051692+3.4467e-05i,0.0056675-0.00023415i,0.0039572-0.00066614i,0.002611-0.0012502i,0.0021474-0.0020063i,0.0025421-0.0026145i,0.0028844-0.0031682i,0.0021186-0.0027367i,0.00079146-0.0017913i,0.00076515-0.0010244i,0.0010045-0.00054129i,0.00072432+0.00033491i,0.00078717+0.00031607i,0.00068985-1.9071e-05i
0.0062335-0.0068566i,0.0015817-0.003806i,-0.00019683-0.00092392i,0.00052013+0.00018751i,0.0010868+0.0030322i,0.0019996+0.0027235i,0.0017963+0.0014499i,0.00053354+0.0014112i,-0.0015651-0.00052496i,-0.003354-0.0030564i,-0.0050122-0.0028649i,-0.0055207-0.00015389i,-0.0052812+0.0013557i,-0.0048697+0.00092523i,-0.0045805+0.00053793i,-0.004434+0.00053708i,-0.0036495+0.0013309i,-0.0023614+0.001643i,-0.0018859+0.00080508i,-0.0022026+0.00055624i,-0.002103-0.00029966i,-0.0014334-0.0011379i,-0.00066715-0.001067i
-0.0013138+0.0019943i,-0.0017915+0.0041864i,-0.0019889+0.0041962i,-0.0020576+0.0025904i,-0.0016914+0.0011124i,-0.00068283-0.00093333i,-0.00045168+0.00061614i,0.00019287+0.003585i,0.0015845+0.0070037i,0.0026711+0.0092007i,0.0040861+0.0077753i,0.0048593+0.0045051i,0.0047351+0.0012578i,0.0048318+0.00019731i,0.0045672+0.00031207i,0.0035516-0.00021175i,0.0022248-0.00046283i,0.00086862-0.00054859i,0.00045175-0.00039355i,0.00051735+0.0004471i,0.00023731+0.00092753i,0.00043679+0.00081598i,0.00086389+0.00077674i
-0.009733-0.010861i,-0.0058915-0.0046258i,-0.003636-0.0010451i,-0.0016715+3.3214e-05i,0.0034364+0.00055694i,0.0053611+0.0003245i,0.0036616-0.00041276i,0.00050958-0.0018405i,0.00027137-0.0042861i,0.0014397-0.0064469i,0.00072812-0.0065072i,-0.0015985-0.0045445i,-0.0042652-0.0033104i,-0.0046439-0.0027186i,-0.0025432-0.0013321i,-0.0012362-0.00015906i,-0.00021502-4.2637e-05i,0.0008547+0.00017178i,0.00080524+0.000406i,0.00075049-0.00048733i,0.00047594-0.0010385i,0.00031682-0.0011074i,0.0005216-0.0010015i
0.0011281+0.011748i,0.0025631+0.0054055i,0.0010535+0.001896i,-0.00070271+0.0036288i,-0.00024642+0.0043349i,0.0012459+0.0040021i,0.00071269+0.0039685i,-0.00080425+0.0037047i,-0.0018808+0.0039438i,-0.0039261+0.0046064i,-0.0040106+0.0042211i,-0.001209+0.0031763i,0.0015493+0.0030253i,0.0011219+0.0033057i,-0.00043056+0.0024041i,-0.00029537+0.00088247i,-0.00019027+0.00048067i,-0.00091413+0.00069856i,-0.0012664+0.000456i,-0.0016729-1.1273e-05i,-0.0015794-0.00011607i,-0.00091213+0.00021091i,-0.00094948+0.00041779i
