-0.0013027-2.4773e-06i,-0.00096-9.0109e-06i,-0.00077661+0.00098353i,-0.00067883+0.00045049i,-0.00094356-0.00028351i,-0.0003558-0.0001412i,-0.00026812+0.00046028i,-0.00012209+0.00055513i,0.00059898+0.00068083i,0.0010135+0.00044779i,0.0017876+4.9786e-05i,0.0014928-0.00039723i,-9.7391e-05-0.00055593i,-0.00051719-0.00078758i,-0.0001857-0.00053413i,0.00024286+0.00011845i,0.00012811+0.00048911i,-0.00051622+0.0006037i,5.2617e-05+0.00050425i,0.00087319+0.00022866i,0.0003462-0.00038396i,-0.0007142+3.9839e-05i,-0.0011014+0.00062095i
-0.0014958+0.0017565i,-0.00047171+0.0023674i,0.00079547+0.0022851i,0.00085834+0.00072552i,0.0013521-0.00033393i,0.001348-0.00091769i,-0.00011138-0.0012312i,-0.0011835-0.00069726i,-0.00059836+0.000171i,-1.2606e-05+0.00097036i,0.00020817+0.0008143i,0.00026604+0.0002132i,0.00023792-2.6313e-05i,-0.00033466-0.00039228i,-0.00078439-0.0012209i,-0.00043787-0.0015703i,0.00021916-0.00092687i,0.001017-5.4505e-05i,0.0013407+0.0002652i,0.00058928+0.00011274i,-0.000404+1.9901e-05i,-0.00022885-0.00017566i,0.00085335-0.0004518i
-0.0015092-0.00068526i,-0.0020263+2.6729e-05i,-0.0024351+0.00040273i,-0.0026128+0.00050039i,-0.0015567+0.00057035i,-0.00027572+0.00055278i,-0.00014338+3.5061e-05i,-0.00027805-0.00038399i,-0.00032484-0.00028976i,-0.00071838+0.0002608i,0.00010231+0.00074937i,0.00079321+0.0008232i,0.00059351+0.00040574i,0.0002822-0.00019985i,3.5881e-05-0.00089784i,0.00029191-0.0011492i,0.00041554-0.00050954i,-0.0003749-0.00017489i,-0.00073735-0.0003101i,-2.8149e-05+0.00029767i,0.00019185-1.2332e-05i,-0.00025207-0.00042723i,-0.00014769-0.00024528i
0.001066-0.0016876i,0.00061002-0.0012601i,-0.00016678-0.0019129i,-0.00038999-0.0020763i,-0.0006133-0.0011357i,-0.00032996-0.00080586i,-0.00036297-0.00043785i,-0.00080115-0.00034833i,-0.00040386-0.00084005i,-0.00022668-0.00058448i,-0.00086444+0.00014365i,-0.0009745+0.00038283i,-0.00055001-0.00025492i,-0.00077446-0.00060885i,1.6741e-05-0.00059836i,0.00078507+6.9316e-05i,0.0002927+0.00029491i,-0.00037737+0.00020688i,-0.00057722-0.00033381i,-0.00064797-0.00094412i,-0.00058192-0.0007027i,-0.00048372-0.00050798i,-0.00063388-0.00041825i
0.00018707-0.0021985i,-0.00021939-0.0018027i,-0.0013754-0.0020379i,-0.0014126-0.0018446i,-0.00064982-0.0010009i,-0.00054446-2.9844e-05i,-0.00046821-0.00043317i,-0.00023543-0.00053451i,3.2865e-05-0.00036017i,6.2723e-05-0.00082438i,0.00021546-0.0007651i,0.00082279-0.00090683i,0.00033092-0.00084534i,-0.00039117-0.00015009i,-0.00047045-6.3969e-05i,-0.00015235-0.00026503i,-0.0003006-2.7221e-05i,0.00014891+0.00062078i,0.00057459+0.00043914i,2.4693e-05-0.00031783i,-0.00035698-0.00015153i,-0.00067581+0.00048625i,-0.00035252+0.00064434i
-0.001354+0.00018822i,-0.00088217-0.00018454i,-0.00017221+4.2161e-06i,-0.00034229+0.00098845i,-0.00037392+3.7206e-05i,0.00051703-0.00084651i,0.00069843-0.00040754i,0.00015704+9.9772e-05i,-0.00024751+0.00070245i,-0.00022864+2.5693e-05i,0.00022372-0.0012368i,0.00054277-0.0017492i,0.00025464-0.00097913i,-0.00011482+2.1389e-05i,-0.00013476+0.0006042i,-0.00049918+0.00045761i,0.00010805-0.00029498i,0.00082235-0.00046636i,0.00041096-0.00030966i,5.2328e-05+0.00028319i,0.00022915+0.00036493i,0.00069045-0.00064319i,0.00084112-0.00065955i
0.00061258-0.0012623i,-0.0014954-0.00087757i,-0.0023029-0.00089611i,-0.0014475-0.0016035i,-0.0015281-0.0016972i,-0.0013752-0.0015224i,-0.00079622-0.0014926i,-0.00041619-0.0014173i,-1.4314e-05-0.001136i,0.00048644-0.00062873i,0.00048538-0.00048232i,0.00018424+0.00022831i,-8.7776e-05+0.00054271i,-0.00031995+0.00018282i,-0.00051698-2.2025e-05i,-0.00020317-0.00053322i,0.00064461-0.00066881i,0.00072004+5.2074e-05i,4.693e-07+0.0005143i,-0.0001541+0.00019197i,-0.00018264+0.00038024i,0.00035009+0.00077005i,0.0005987+0.00026442i
-0.00071256+0.00024441i,-0.0011734+0.0018081i,-0.00090058+0.0016948i,-0.00085167+3.7264e-05i,-2.5913e-05-0.00045627i,0.00032744+0.00016653i,-0.00023851+0.00053099i,-0.00080638+0.00015163i,-0.00012248-0.00074142i,0.0011765-0.00072864i,0.0010267-7.866e-05i,0.00061693-9.3684e-05i,0.00057067-0.00031936i,0.00084131-0.00033667i,0.00060015+8.9176e-05i,0.00029947+5.8346e-05i,0.00068879+2.4347e-05i,0.00091613-0.0003175i,0.00088941-0.00062634i,0.00079739+0.00026698i,0.00036484+0.00096167i,-0.00024386+0.00054748i,-0.00048704+0.00017727i
-0.0017016+0.0013512i,-0.0013151+0.0012962i,-5.4499e-05+0.0017794i,0.001448+0.0016321i,0.0018408+0.00041448i,0.0010693-0.00096017i,0.0008523-0.0014057i,0.00029924-0.00097427i,2.4208e-06-0.00034383i,0.00036361+0.00037518i,0.00035502-0.00025958i,0.00014829-0.00076128i,-0.00012169-8.2167e-05i,-0.00046619+0.00042751i,-0.00051149+3.8769e-05i,-0.00019948-0.00066632i,0.00031746-0.0013319i,0.00084135-0.00126i,0.00028129-3.62e-05i,-0.00043935+0.0001287i,-0.00071781+0.00016508i,-0.00029985+0.00013717i,0.00047809-0.00087154i
-0.0017661-0.0026884i,-0.00158-0.001746i,-0.0027633-0.0011366i,-0.0024732+0.00066192i,-0.0019577+0.0017058i,-0.0014008+0.001285i,-0.0005424+0.0004442i,6.9443e-05-0.00059805i,-0.00016541-0.0012104i,-0.00029374-0.00046298i,-0.00050983+0.00075836i,-0.00030564+6.9414e-05i,-0.00023229-0.00025363i,-0.00010845-0.00031047i,-3.1838e-05-0.00079069i,-0.00017622-0.00050905i,-2.0128e-05+0.00028644i,-0.00022778+0.001383i,-0.00056586+0.0014422i,-0.00055829+0.00065664i,-0.00084161+0.00024314i,-0.00091041+4.465e-05i,-0.000326+0.00011357i
-0.00055553-0.0017879i,-0.0012458-0.0013103i,-0.0018354-0.0011818i,-0.00094961-0.00080008i,-0.00022319-0.00025629i,3.8355e-05-0.00017588i,0.00043829-0.00023079i,0.00050696-0.00015931i,0.00018306+0.00025715i,0.00029461+0.00050853i,0.00088221+6.854e-05i,0.00081724-0.00028811i,0.00034195+1.3864e-05i,9.4274e-05+0.00029627i,-0.00038425-0.00024455i,-0.00026566+1.2203e-05i,0.00073052+0.0003987i,0.00054312+0.00076602i,-0.00042418+0.0010532i,-0.00046358+0.00063578i,-0.00033604+0.0001837i,-0.0001212+0.00024914i,0.0001757+0.00047022i
-0.001235+0.00095633i,-0.00099427+0.002288i,-0.0014887+0.0017549i,-0.0005004+0.00095046i,0.0012212+0.00037251i,0.0022288-0.00050822i,0.0003505-0.00063728i,-0.00099287-1.1133e-05i,-0.00060525+0.0001118i,-0.00093948-2.9714e-05i,-2.796e-05+0.00031073i,0.00092888+3.7818e-05i,0.00083157-0.00020346i,0.00054897-8.3807e-05i,-0.00047602+0.0002316i,-0.00094945+0.00016879i,-0.00038839-0.00012847i,0.00039363+0.00011151i,0.00062519-8.7183e-06i,0.00011841-0.00031348i,-2.7238e-05-0.00032854i,-0.00015822+0.00056825i,-0.00035702+0.00094196i
-0.00052331-0.00026654i,-0.0013272-0.0012624i,-0.0016913-0.00089579i,-0.00052126-8.5336e-05i,6.2079e-05-0.00046296i,0.00041261-0.0016323i,0.0007836-0.0020777i,2.0703e-05-0.00087814i,-0.00084439+0.00039428i,-0.0004935+0.00040544i,0.00036343-0.00018501i,0.00027437+0.00029915i,0.00034358+0.00046709i,0.00090912-0.0006917i,0.00057333-0.0010883i,0.00013548-0.00047606i,0.00025802-0.00033563i,-2.0619e-05+6.7553e-05i,-0.00065926+0.00037981i,-0.00056504+0.00015168i,-0.00019357+0.0005016i,0.00029154+0.00056442i,-0.00027628+0.00035338i
-0.0013024-0.00064476i,-0.00067567-0.00025621i,0.00020745+0.00041896i,1.9202e-05+0.00041472i,0.0008683+0.00066363i,0.00086007-0.0001081i,-8.3163e-05-0.00137i,-0.00093928-0.0011634i,-0.0010343-0.00038402i,-0.00030895-0.00016858i,0.0002379-0.00031037i,0.00084061+0.00024695i,9.0115e-05+0.0001029i,-0.00011957-0.00081364i,0.00044063-0.001007i,0.00017434-0.0006101i,-0.00077981-0.00054846i,-0.00083687-0.0007842i,0.00012722-0.00091289i,6.6927e-05-0.00072755i,-0.00049-0.00020491i,-0.00034438+2.6831e-05i,0.0001453+0.00027142i
0.00071491+0.0009789i,0.00045208+0.00031504i,0.00039303+0.0002739i,0.00069342-2.8653e-05i,0.0022202-0.00027869i,0.0022045-0.0015434i,0.00084463-0.0019814i,-5.1827e-05-0.00079839i,-0.00052547-0.00029781i,0.0004809-0.00032102i,0.00096745-0.0004695i,0.00082353-0.00044185i,0.00029224+0.00030905i,-0.00098208+0.00085625i,-0.00081275+0.00043062i,0.00036962+0.00020279i,-6.0451e-05+0.00052832i,-0.0011971+0.00053696i,-0.0015392+0.00012874i,-0.00079279-0.00039151i,-3.8873e-06-0.00039005i,-0.00031889-0.0005367i,-0.00060587-0.00085533i
-0.00079308+6.6207e-05i,-0.00014644-0.00060247i,-0.00042573-0.00010898i,0.00065544+0.00073109i,0.00079146+0.00045881i,-0.00017192-0.00020008i,-0.0008475-0.00071362i,-0.0012154-0.00034851i,-0.0010066+0.00083722i,-0.00084974+0.0011964i,-0.00043957+0.00049132i,0.00036284+0.00036719i,0.0011215+0.00060709i,0.00053801+0.00054369i,-0.00021788+0.0003666i,-0.00062425-0.00067048i,-0.00074369-0.00080662i,-0.00010083+0.00033246i,7.8335e-05+0.00010205i,-0.00014475-0.00057331i,-0.0003927-0.00034221i,-0.00050262-8.2816e-05i,-0.000482-5.9927e-05i
6.5132e-05+0.0028018i,3.1537e-05+0.0014727i,0.00069652+0.0013025i,0.0014789+0.00066472i,0.0010339-0.00039284i,-0.00068672-0.0012234i,-0.0015266-0.00040009i,-0.00088347+0.00076181i,-0.00058824+0.0012438i,0.000113+0.00044374i,0.00049792-0.00098312i,0.00063451-0.0012777i,0.00032599-0.00030022i,-0.00043218+4.1729e-05i,-0.00054719-0.00016885i,0.00010293-0.00027716i,0.00085231-0.00056324i,0.00052522-8.9885e-05i,-1.4992e-05+0.00060472i,-0.00026348+0.00049663i,-0.00037646-0.00028063i,-0.0006959-0.00030456i,-0.00051849+0.00043594i
0.00052543+6.9852e-05i,-0.00027331+0.0015248i,-0.00060251+0.0020554i,-0.00018496+0.00094761i,0.0010108-0.000746i,0.001761-0.0014337i,0.0010497-0.0013339i,0.0001241-0.00097668i,0.00036864-0.00031616i,0.00018895+4.0199e-05i,-0.00042172-2.6717e-05i,-6.5635e-05+0.0003178i,0.00011612+0.00014782i,0.00010247-0.00096416i,0.00061273-0.0003848i,0.0012135+0.00048721i,0.00092354+0.00039114i,0.00084498-0.00066052i,0.0010863-0.00092195i,-1.7151e-05+1.1468e-05i,-0.0007672+5.0441e-05i,-0.00053945-0.00024562i,-0.0002302-0.00028183i
0.0011959-0.0009407i,-0.00095706-0.00078863i,-0.0013642-0.00052998i,-0.0015592-0.00022664i,-0.0018725+3.6217e-05i,-0.0019395-0.00022641i,-0.0015188-0.00021658i,-0.00053885+6.1756e-05i,-0.00044625-0.00019611i,-0.00063562-0.00071508i,0.00027596-0.00039026i,0.00041304-0.00059374i,-4.0337e-06-0.0011479i,0.00049845-0.00085907i,0.00049218-0.00061782i,-9.2635e-06-0.00015953i,-0.00018656+3.4616e-05i,0.00075047-0.00039789i,0.00081565-0.00018574i,0.00022502+0.00026554i,-0.00068009+0.00044919i,-0.0010898-0.00025969i,-0.00058574-0.00085084i
0.00057256+0.00032253i,-0.00039578-0.000129i,-0.0012899-0.0010391i,-0.001094-0.0011204i,-0.00060968-0.00091546i,-0.0010323-0.0005601i,-0.0010862+0.00020834i,-0.00079008+0.00045019i,-0.00066515+0.00029398i,-0.00074685-0.00022285i,-0.00096547-0.00043882i,-0.00061922+0.00032227i,-0.00018704+0.00072572i,6.7262e-05+0.00022629i,0.00015348-0.00024502i,0.00082632-0.00039839i,0.0011045-0.00073977i,0.00066206-0.00088898i,0.00058389-0.00070338i,0.00020897-0.00013046i,-0.00040585+0.00071462i,-0.00054665+0.00047574i,-0.00015899+0.0004491i
-0.00074537+0.0010198i,6.9224e-05+0.00098988i,0.00032823+0.00073277i,-0.0002734+0.00089874i,-3.3347e-05-5.0461e-05i,0.00025919-0.00097429i,-0.00054024-0.00083843i,-0.00056752+1.5711e-05i,-0.00018101+0.00096646i,-0.0003067+0.00091802i,0.00029813+0.00052424i,0.00076717+0.00088495i,0.00032955+0.00047283i,6.8052e-05-0.00031431i,0.00022975-4.0708e-05i,1.404e-05+9.93e-05i,0.00042188-0.00018009i,0.00049493-0.00042755i,-5.4492e-06-0.00084255i,0.00031325-0.0003703i,0.00060047+0.00010264i,8.7816e-05+2.8856e-05i,-0.0006758+0.00029248i
-0.00040002-0.0015461i,-0.0014906-0.00020387i,-0.0024551+0.00010683i,-0.0030364-0.00041472i,-0.0028191-5.7113e-05i,-0.0020772-0.00030832i,-0.00059547-0.00078755i,-0.00035747-0.0006543i,-0.00074576-0.00087112i,-0.00032728-0.0010053i,-9.5406e-05-0.00075603i,0.0002279-0.00019551i,0.0010412-5.7091e-05i,0.0010245-0.00075365i,0.00036058-0.0013594i,0.00027684-0.0005706i,0.00033181-0.00022209i,0.00014108-0.00025774i,0.000376-0.00020206i,0.00085364-0.00058648i,0.00088217-9.4216e-05i,0.00035065+0.00049301i,-0.00043718+0.00048155i
-0.00059982-0.00010092i,-0.0021673+0.00017488i,-0.0016839+0.00048087i,-0.00051237+0.00014791i,-0.00033442+0.00010934i,-0.00017057-7.475e-05i,0.00015024-0.00059149i,7.9152e-06-0.00031149i,5.4621e-06+3.4482e-05i,0.0004207-0.00036186i,0.0012621-0.00031206i,0.00061398+0.00031271i,-8.852e-05+0.00023482i,0.00036198-0.00064621i,0.00054041-0.001137i,0.00061887-0.0007896i,0.00057928-2.3155e-05i,9.0446e-05+0.00040825i,-0.00032943-0.00026547i,-0.00023986-0.00017134i,-0.00015477+0.00041443i,0.00018187-1.523e-05i,0.00027962-0.00019314i
0.00072708-0.0011872i,-0.001424+0.00024075i,-0.0019856+0.00059952i,-0.0017049-0.00012486i,-0.0012025-0.0018631i,-0.00077856-0.002876i,-0.00020965-0.0016608i,-0.00029452-0.00066178i,-0.00026512-0.0009522i,-0.00027465-0.00044984i,-0.00054667+2.6689e-05i,-0.0003556+0.00037712i,0.00026653+0.00068216i,0.00013413+7.4355e-05i,-0.00047065-0.0012013i,-4.6644e-05-0.0011237i,0.00023081-0.00046435i,0.00042674-0.00016865i,0.00053764+0.00024812i,-0.00011279+0.00071309i,-0.00077404+0.0007013i,-0.00059755-0.00035057i,6.4888e-05-0.0011153i
-0.0015043+0.00049641i,-0.0025652-0.00039555i,-0.0025317+0.00019392i,-0.0010772+0.0016358i,0.00037506+0.00076831i,0.00084591-8.2717e-05i,3.2273e-05-0.00015276i,-0.00055883-0.00028324i,0.00011914-0.00012017i,0.00041394+6.3185e-05i,0.00039554+0.00024952i,-0.00016204+0.00048506i,-0.00091316+0.00060147i,-0.00043089+0.00086241i,7.4122e-05+0.00026276i,-0.00047327-0.00046309i,-0.0011113-0.00079569i,-0.00072399-6.146e-05i,-3.3557e-05+0.00069344i,0.0007308+0.00028179i,0.00058318+6.6395e-05i,-0.00074476+0.0006316i,-0.00099539+0.00083471i
0.00058824-0.00080118i,0.00034788-0.001721i,-0.0004761-0.0011353i,-0.00059253+0.00017686i,-2.8178e-05-0.00042019i,0.00056389-0.0011264i,0.00047664-0.00044026i,9.0865e-05-1.5849e-05i,-0.00029354+4.4804e-05i,-0.00054844-0.00055007i,-0.000301-0.00072943i,0.00011202-0.00041126i,0.00064415-0.0001256i,0.00061533+0.00034352i,0.00049352+0.00061683i,0.00019474+0.00042383i,4.1826e-05+7.2065e-05i,0.00059914+0.00026125i,0.00083873+0.00022694i,0.00015707-9.2433e-05i,-0.00080679+0.00013486i,-0.00086018+0.00039441i,0.00015474+0.00095464i
-0.00069149+0.00060188i,-0.00055942+0.0012548i,-0.00070903+0.0010909i,-0.00022205-0.00031397i,0.00031222-0.0014826i,0.00057631-0.0016201i,-3.1385e-05-0.0014114i,-0.0010318-0.00067318i,-0.00062056-0.00014534i,0.0004415-0.00010917i,0.00039093-0.00063827i,0.00016133-0.0010633i,0.00039107-0.0010896i,5.9882e-05-0.00049414i,0.00012644-0.0002626i,0.0002768-0.0012421i,0.0003289-0.001358i,-0.00024669-0.00048901i,-0.00089184+8.8913e-05i,-0.00059728-0.00016283i,-0.00030466-0.00048219i,-0.00036832-0.00053775i,-0.00015111-0.00094354i
-0.0015106+0.00028621i,-0.0014822+0.00082843i,-0.00043814+0.00077617i,0.00036954-0.00021288i,0.000779-0.00058764i,0.00060974-0.0013176i,-0.00049558-0.0017262i,-0.0011159-0.00096642i,-0.00090216-0.00057909i,-0.00070943-0.0007215i,-0.00033081-6.2014e-05i,1.2942e-06+9.7942e-05i,-2.5819e-05-0.00067543i,1.8824e-05-0.00078997i,-0.00028934-0.00033535i,-0.0004683-0.00037086i,-0.00035991-0.00074391i,0.00023078-0.0006295i,0.00086824+1.326e-05i,2.4861e-05+0.00047846i,-0.00063809+0.00077756i,-0.00042186+0.0002275i,-0.00050779-0.00050266i
0.00029976-0.0012409i,-0.00076045-0.00079766i,-0.0013635-0.0009239i,-0.0013845-0.00091588i,-0.0015134-0.00059169i,-0.0013815-0.00024425i,-0.00028718-0.00051245i,0.00031299-0.00069623i,0.00019679-0.00060487i,6.5908e-05-0.00079429i,4.7242e-05-0.0005948i,-0.00039431+0.00026796i,-0.0004027+0.00025769i,0.00029045-0.00034502i,0.00074333-0.0005387i,0.00061138+0.00016486i,5.055e-06+0.00071979i,-0.00090143+0.00083115i,-0.00037064+0.0003858i,0.00073978-0.00042367i,0.0011459-0.0006235i,0.00085039-0.00043754i,-0.00016175+4.6848e-05i
-0.00088868-0.00035782i,-0.0015413+0.00053323i,-0.0019754+0.00074579i,-0.0018489+0.001529i,-0.00052708+0.001022i,0.00061923-0.00056705i,0.00082398-0.0009807i,0.00035187-0.00099095i,-0.00014733-0.00080306i,-0.000748-0.00019843i,-0.00035613-0.00021383i,0.00022617-0.00020051i,0.00014192+7.8775e-05i,0.00032592-0.0003094i,0.00011027-0.0011401i,1.8846e-05-0.00095912i,0.00047658-0.00069637i,-2.1512e-05-0.0007274i,-0.00033899+7.9124e-05i,-4.4004e-05+0.00070009i,-0.00023615+0.00025433i,-0.0007587-0.00067648i,1.9199e-06-0.0005708i
0.00015967+0.0010498i,-1.4531e-05-0.00012657i,0.0010758-1.114e-05i,0.0029561-9.3925e-05i,0.0029302-0.0012659i,0.0013798-0.0016762i,-0.00046769-0.00096294i,-0.001675+2.7513e-05i,-0.0012467+0.0011263i,-0.00012675+0.0010699i,6.097e-05+0.00010002i,0.00010965-0.00099566i,-0.00049669-0.0010258i,-0.0014246-0.00048962i,-0.00096156-0.00043248i,3.5145e-05-0.00017059i,0.0002476+0.00048588i,0.00058908+0.00028057i,0.00086944-2.5383e-05i,0.00071118+0.0001451i,0.00043997+0.00040682i,0.00035656-0.000483i,0.00015172-4.3261e-05i
-0.0012672+0.00073709i,-0.00011604+0.00021855i,0.00092491-0.00050585i,0.0011495-4.5586e-05i,0.0013501-0.00050726i,0.0016278-0.0016696i,7.0539e-05-0.00185i,-0.0010424-0.00086471i,0.00014584+0.00029098i,0.00072969+0.0011234i,0.00072412+0.00078766i,0.00015716-2.124e-05i,0.00020572-0.00051277i,0.00025766-0.00064742i,-0.00047952+0.00014384i,-0.00042977+0.0010988i,0.00022802+0.0009224i,0.00068507+0.00020036i,0.00088028+0.00010351i,0.0003363-0.00014295i,0.00023691-0.00011808i,0.00016767-0.00059478i,-0.00022293-0.00099743i
-0.0029341+0.0010835i,-0.0025726+0.0023694i,-0.0015063+0.0023411i,-0.00011512+0.0015788i,0.00018883+0.0011624i,0.00061036+0.0011607i,0.00092586+0.00013128i,3.6899e-05-9.072e-05i,9.0335e-05+0.00018382i,5.6057e-05-0.0003698i,7.2426e-05-0.00089819i,0.0010091-0.00022083i,0.0011045-2.1977e-07i,0.00087307+1.3044e-05i,0.00019927+0.00026797i,-2.1382e-05+0.00040311i,1.404e-05+0.00022338i,8.6775e-05-0.00064477i,0.00046767-0.00097806i,0.00022207-0.00023384i,0.00027237+9.1913e-05i,0.00035656-5.6598e-05i,-0.00023022-0.0002163i
2.1643e-05+0.00072846i,-3.3147e-06-4.5747e-05i,-0.00037096-0.00041572i,0.0001517-0.00044461i,-0.00023018-0.00072786i,-0.00072076-0.0019812i,-0.00052793-0.001998i,-0.00043443-0.0010154i,-0.0010689-0.00077181i,-0.00069841-0.001047i,0.00020051-0.0005774i,-0.00039444-3.1583e-05i,-0.0005573-0.00078378i,-0.00016122-0.0007465i,-8.6467e-06+2.0481e-05i,0.00022148-4.7067e-05i,0.00057163-0.00060578i,0.00068604-0.0005254i,0.00014239-0.00020507i,0.00012684-0.00043477i,-2.6011e-05-0.00033028i,-0.00044939-0.00015665i,-0.00063943+5.5823e-05i
0.00011087-0.0035704i,-0.0013651-0.0029014i,-0.0033286-0.0023079i,-0.0028983-0.0012122i,-0.00093727+0.00016972i,-0.00035178+0.00016974i,-0.00021336-0.0001679i,-0.00034121-0.00012887i,-0.00039288+7.0424e-05i,3.1123e-05-0.00061983i,0.00034671-0.0012234i,0.00034128-0.00013117i,0.00027083+0.0011603i,-0.0001022+0.0012363i,-0.00045979+0.0012862i,-0.00095898+0.0011745i,-0.0013364+0.00019644i,-0.0008948-0.00090414i,-0.00030137-0.00051831i,0.00027913+0.00018932i,0.00021325+0.00016271i,-0.00023064+0.00036569i,-0.00066014+0.00060597i
-0.0010301-0.00035469i,-0.0017278-0.00066257i,-0.0013749-0.00049212i,-0.001344-0.00071007i,-0.0015051-0.0011862i,-0.0015353-0.00057834i,-0.00054161-8.0009e-05i,0.00057906-0.00056411i,0.00069544-0.00026784i,0.00061555+1.5664e-05i,0.00050367-0.00024041i,0.00045325-0.00018632i,0.0011212-4.7628e-05i,0.00045937-0.0003394i,-0.00051085-0.00042141i,-0.0004347+0.00063036i,-0.00048871+0.00078081i,-0.00072821-0.00026197i,-0.0003072-0.00037214i,0.00051915+0.00018718i,0.00077447+0.0005633i,-0.00037855+0.00074162i,-0.00068864+0.00084128i
-0.0011334+0.00072095i,-0.00025419+0.00065667i,0.00021123+0.0014696i,0.00074821+0.0010724i,0.0022319-0.00020718i,0.0016157-0.00053762i,-0.00047147+3.9556e-05i,-0.00073995+0.00027496i,0.00013006+0.00045838i,6.8559e-05+7.4777e-05i,-0.00016765-0.00093276i,8.9477e-05-0.0012052i,0.00067029-0.00073533i,0.0003963-0.00062056i,-0.00061039-0.0006733i,-0.00081517-0.00064126i,8.0246e-05-0.00066691i,0.00029768-0.00035214i,0.00040425-0.00046644i,0.0010065-3.9459e-05i,0.00060001+0.00084241i,9.487e-05+0.00019332i,3.2592e-06-0.00019603i
1.8862e-05+0.00074275i,-3.999e-05+0.00066269i,-0.00024318+0.00084878i,0.0002277+0.00016529i,0.0010395-0.00084714i,0.0011651-0.0013718i,-0.00019818-0.00098326i,-0.00071512-0.00037551i,0.00027536-0.00033754i,0.00085001-0.00015376i,0.00077438+0.00021281i,0.00042011+0.00046897i,-0.00059313+0.00020807i,-0.00079256+0.00029775i,-0.00033725+0.00070577i,-0.00051251+0.00092512i,-1.4433e-05+0.00051697i,0.00078584+0.00023036i,0.0005797+0.00012223i,0.00012725-0.00033882i,-0.00010399-5.2269e-05i,-0.00048251+4.4857e-05i,4.0848e-05-0.00012123i
-0.00074295-0.0023691i,-0.0012285-0.0010613i,-0.0015602-0.00012677i,-0.0017348+0.00039173i,-0.0012357+0.0009829i,-0.00024941+0.0013517i,0.00025345+0.00075031i,0.00053048+3.3254e-05i,0.00087356-0.00011716i,0.0008492-0.00024507i,0.00020641-0.00032174i,-0.00027757-0.00031565i,0.0003594+0.00013891i,0.00087999+0.00075055i,0.00032216+0.00076874i,0.00032992+5.904e-05i,0.00043287-0.00037228i,0.00019011+0.0001093i,-0.00078426+0.00056776i,-0.00086351+0.00037936i,0.00010509+0.00055644i,-9.5811e-05+0.00064211i,-0.00058172+3.0994e-05i
-0.0004829-0.0005265i,-0.0014645-0.00028206i,-0.0018329-0.00032821i,-0.00042128-0.00030228i,0.00063746-0.00092813i,0.00036167-0.0020283i,7.6988e-05-0.0018546i,0.00054403-0.0012018i,0.0009158-0.0010343i,0.00018604-0.0013413i,-0.00033347-0.00043696i,0.00015526+0.00064572i,0.00014854+0.00037278i,-0.00015356-0.00028998i,0.00023436-0.00065187i,0.00087799+0.00011264i,0.0012382+0.00026712i,0.00090434-0.00047846i,-0.00020486-0.0011557i,-0.00050868-0.0014714i,-0.00048106-0.0013189i,-0.00036637-0.0011741i,-0.00019127-0.00012757i
-0.00034012-0.0014363i,-0.0012275-0.00068086i,-0.0013029-0.0008737i,-0.00025227-0.0011137i,0.00057482-0.00085918i,0.00075217-0.00079609i,0.00033121-0.0013459i,0.00013344-0.0011286i,-0.00054038-0.00019616i,-0.0018883-1.7934e-05i,-0.0018308-0.00043925i,-0.0013234+2.3758e-05i,-0.00087775+0.0006658i,-0.00012957-0.00011151i,0.00025831-0.00056469i,0.00025541-0.00044993i,0.00068971-0.00042904i,0.00048392-0.00066659i,0.00028423-0.001034i,0.00052412-0.00036368i,5.1738e-05+0.00047448i,3.7861e-05+0.00090802i,0.00019119+0.0010982i
0.0010414-0.00087451i,-0.0003153-0.0018841i,-0.001001-0.001921i,-0.0014661-0.0012724i,-0.0011631-0.0010549i,-0.00091996+0.00038012i,-0.0011241+0.00092197i,-0.00058481+0.00034375i,-0.00030214-4.556e-05i,-2.1018e-05-0.00043471i,9.2897e-05-0.00080874i,0.00015357-0.00062243i,0.00016063-0.00013178i,1.5025e-05+0.00010492i,0.00012257-0.00010447i,0.00014058-0.00065235i,2.9715e-05-0.00068024i,3.0096e-05-0.00068598i,1.8759e-05-0.00061202i,-0.00012231+0.00018569i,0.00037736+0.00041125i,-0.00025409-0.00036903i,-0.0010822-0.00055479i
-0.00049046+3.562e-05i,-0.00028726+0.0008233i,-2.2179e-05+0.001517i,0.00050011+0.0016208i,0.0010949+0.0010347i,0.0014124-0.00060408i,0.0011818-0.0016594i,0.00012126-0.0012278i,-9.3026e-05-0.00019788i,0.00024175+0.00085804i,0.00066744+0.001332i,0.00086597+0.00042471i,0.00068741-0.00029958i,0.00053848-7.6185e-05i,0.00031441+0.00010386i,6.9832e-05+0.00021037i,0.00030723+0.00041225i,0.00047703+0.00030752i,6.1546e-05-0.00048577i,-0.00015491-0.00094654i,-0.00033473-3.2764e-06i,-0.00091527+0.00062253i,-0.0006375+0.00037478i
