0.0010912+0.00084368i,0.0023991+0.0004976i,0.0012732-0.00012257i,0.00027254+0.00078689i,-0.00047842+0.001881i,-0.0012407+0.0014957i,-0.00099005+0.0017351i,-0.0001936+0.0023546i,0.00035097+0.0028839i,0.00057386+0.0021891i,0.0011554+0.00050736i,0.0014775-0.0006101i,0.0004021-0.00066559i,5.1409e-05-0.0004658i,0.00075501+3.7073e-05i,0.00054034+0.00024292i,2.5957e-05-0.00013618i,-0.0002228-0.00030636i,0.00033525-0.00027902i,0.00024151-0.00070898i,-0.00020894-0.0010337i,0.00036864-0.00098481i,0.00085873-0.0012311i
0.000465-0.0013764i,-0.00076472-0.0010653i,-0.0018143-0.00086682i,-0.0025755-0.00031779i,-0.0035002+0.0014358i,-0.0035378+0.0032097i,-0.0016531+0.0015528i,-0.00053962-0.0014282i,-0.0016702-0.0023957i,-0.0025258-0.0013349i,-0.0024248-0.00043561i,-0.0018151-0.00092552i,-0.0014057-0.0013666i,-0.00049281-0.0011716i,-0.00015356-5.7043e-05i,-0.0009258+5.2457e-05i,-0.00088346-0.00065479i,-0.00096731-0.00040031i,-0.00069167+0.00029581i,0.00026153+0.00057345i,0.00091022+0.00024128i,0.00044956+1.3423e-05i,-0.00027618+0.00033563i
-6.1416e-05-0.00011879i,0.00058609-0.00070609i,0.00075878-0.0012974i,-0.00054174-0.00087315i,-0.0024518+0.00049932i,-0.0024381+0.00070379i,-0.0011222+0.00025444i,-0.0014152-0.00067786i,-0.0023666-0.0010393i,-0.0022022-0.00056794i,-0.0011722-0.00057678i,-0.00024338-0.0002498i,-0.00011728+0.00028145i,0.00028186+0.00013046i,0.00050417+0.00017821i,9.7173e-05-7.5579e-05i,-0.00044662-0.00018566i,-0.0009049+0.0001407i,-0.00024084+0.00015658i,-0.00017223-9.5077e-05i,-3.2639e-05-0.00037588i,0.000594-0.00033369i,0.00020862+0.00015983i
-0.00050224+0.00027722i,0.00025902+0.00036434i,0.00078292+0.00077151i,-0.00021852+0.0019287i,-0.00079443+0.0029029i,-0.00027322+0.0018251i,-0.00014186+0.00028507i,-0.001129-0.00010669i,-0.0021394+0.00021091i,-0.0019077+0.00037946i,-0.00084168+0.0004629i,-0.00051906+9.8994e-05i,-0.0001648-0.00023535i,0.00045419-0.00027591i,0.00050884+5.7999e-06i,0.00089314+0.00032747i,0.00068486+0.0012418i,0.00027794+0.00075946i,0.00064058-0.00033045i,0.00067655+0.00014639i,-0.00033408+0.0010922i,-0.00066236+0.00090686i,-0.00030941-0.00012109i
-0.00056547-0.0010466i,-0.00076408+0.00032762i,-0.0027156+0.00016288i,-0.0040998+0.00094699i,-0.0038157+0.0029353i,-0.0022316+0.0025638i,-0.00013386+0.00044683i,-0.00048376-0.00090545i,-0.0018851-0.0011629i,-0.0012197-8.5454e-05i,-0.0010464-7.5305e-05i,-0.00081728-0.00079787i,-0.0001271-0.00039531i,2.5959e-07+0.00013772i,0.0003236-4.9079e-05i,0.00033035-0.00025531i,0.00029093-0.00033423i,0.00046496-0.00025431i,7.5751e-05+8.012e-05i,-0.00023429-4.0362e-05i,-0.00053977-2.0294e-05i,-4.8024e-05-8.4141e-05i,0.00022875-0.00037187i
-0.0005779+0.00037212i,0.00022158+0.00068383i,-2.807e-05+0.00041101i,-0.0012155+0.0011536i,-0.001969+0.0024119i,-0.0014149+0.0027509i,-0.00020908+0.0016945i,-0.00034792-0.00025463i,-0.0010135-0.001121i,-0.00075121-0.00036309i,-0.00034336-0.00024413i,-0.00012311+0.00017136i,0.00017356+0.00082476i,-6.0117e-05+0.00059869i,-0.0002459+0.0010784i,-0.00032933+0.00052391i,0.00011974-0.00058219i,0.0010681-6.6315e-05i,0.00068719+0.0002327i,-0.00036286-0.00053905i,-0.00054872-0.0011847i,-0.00032918-0.0012597i,0.00022671-0.00078659i
-0.00043901+0.00030295i,0.00053202+0.00069872i,3.6909e-05+0.00097295i,-0.00077967+0.0011275i,-0.0014663+0.0014895i,-0.0013502+0.0010785i,-0.0002674-0.00038388i,-2.0401e-05-0.0018123i,-0.00097707-0.0012801i,-0.0018131-0.00026832i,-0.0013841-0.00044278i,-0.00039626-0.00098136i,0.00022911-0.00087763i,-0.00012803-0.00064858i,-0.00056854+0.0003565i,1.5249e-05+0.0013947i,0.00031801+0.00046034i,-0.00025838-0.00063763i,-0.0006949+7.6182e-05i,-0.0002804+0.00077094i,-0.00071509+0.0008137i,-0.00069815+0.00091931i,0.00027904+0.00086008i
0.00011412+0.0013199i,0.00070421+0.0015021i,0.00013094+0.00054504i,-0.0010337+0.00055252i,-0.0023019+0.0015826i,-0.0024696+0.0016001i,-0.0012475+0.0010479i,-0.00063797+0.00032857i,-0.00061376-0.00066337i,-0.00049171-0.0010391i,-0.0007356-0.00083327i,-0.0010507-0.0006988i,-0.0012637-0.00017605i,-0.00088931-0.00011197i,-0.00046756+3.5529e-05i,-0.0002029-9.0216e-05i,-0.00010309-0.00042273i,0.00040031-0.00023193i,0.0010589+0.00038484i,0.00014952+0.00041006i,-0.00044891+0.00024776i,-7.9561e-06+0.00049177i,-0.00016152+0.00049135i
0.00029561+0.00016077i,0.00070939+0.00063411i,0.0014289+0.0012214i,0.00091099+0.0015164i,-6.7147e-05+0.0019195i,-0.00026609+0.0015308i,-4.4449e-05+0.00063558i,-0.0012178-0.00050977i,-0.0019828-0.00063304i,-0.0014477+8.4431e-05i,-0.0010093+0.00073415i,-0.00054031+0.00090271i,0.00015704+0.0005452i,0.00036085-0.00010737i,0.00037041-0.00027751i,-0.00013778-0.00028843i,-0.0012942-0.00026392i,-0.0010517-0.00028772i,0.00019217+0.00028577i,5.0446e-05+0.00045742i,0.00019164+0.00031988i,0.0010693+0.0012101i,0.0014141+0.0013845i
0.00013342-0.0017474i,-0.0013012-0.0022606i,-0.001531-0.002552i,-0.002774-0.0012591i,-0.0035572+0.0006821i,-0.0023575+0.0018348i,-0.00066338+0.00089678i,9.1546e-05-0.00091008i,-0.00047337-0.0011828i,-0.00078943-0.00042192i,-0.00055747+0.00012738i,-0.0003133+7.7773e-05i,-0.0007517-0.00024377i,-0.0010755+0.00016105i,-0.0004744+0.0002862i,5.9086e-05+0.00015604i,-0.00010312+0.00018212i,6.3507e-05-1.8705e-05i,1.5885e-05-0.00088141i,0.00034232-0.0008928i,0.00018266+6.6838e-05i,-3.9886e-05-0.00035726i,0.00055312-0.00025213i
0.0012047+8.9608e-05i,0.0013727-0.00016182i,0.00069764+0.00019143i,-0.00098211+0.00076747i,-0.0017576+0.0017011i,-0.0018078+0.0016123i,-0.001466+0.00052066i,-0.0015658-0.00020874i,-0.0021383-0.0002598i,-0.0020345-7.6212e-05i,-0.0014226-0.00020484i,-0.00060353-0.0007301i,-5.2892e-05-0.00035442i,0.00037915-0.00023465i,0.00045895-0.00061856i,-0.00021592+0.00011633i,0.00019837+0.00031561i,0.00081692+0.00056672i,0.00064175+0.00021888i,0.00013235-0.00047903i,4.5144e-06-0.00016329i,-5.3257e-05+0.0001809i,-0.00032422-1.0626e-05i
0.00013373-0.0018408i,-0.00064644-0.0010785i,-0.0016388-0.00060642i,-0.0023757+0.00071138i,-0.0031874+0.0017604i,-0.0026576+0.0022038i,-0.0012728+0.0010725i,-0.0005833-0.00071093i,-0.0008891-0.00099104i,-0.0017352-0.00018922i,-0.0013911-0.00020632i,-0.00043276-0.0006535i,0.00039143-0.00069073i,0.00085434-0.00033342i,0.00067612+0.00015422i,0.00075485+0.0001762i,0.00051282+9.7398e-05i,7.9434e-05-0.000448i,-0.00029002-0.0011225i,-0.0005396-0.00065769i,-0.00073817-0.00027132i,-0.00078118-3.3655e-05i,-0.00053889-1.0466e-06i
0.00022163-0.00039275i,0.0001693-0.00077309i,6.8505e-05-0.00040659i,-0.0013984+0.00045046i,-0.0029363+0.0016961i,-0.0034307+0.0029509i,-0.0017179+0.0021163i,-0.00059492+0.00045559i,-0.001235-0.0011415i,-0.001569-0.0014494i,-0.00093006-0.00059528i,-0.00031242-0.00041986i,4.2703e-05-0.0003549i,0.00023405-0.00030248i,-0.00023495-0.00012008i,-0.00037044-0.00037132i,0.00041871-0.0011557i,0.00064079-0.00097409i,3.7455e-05-0.00011669i,0.00065977+0.00067043i,0.00031165+0.0012642i,-0.00036928+0.00030923i,-0.0003426-0.00017408i
0.00087675+0.00054138i,0.0011713+0.00027713i,0.00039543+0.00082637i,-0.00054618+0.0016982i,-0.00045584+0.0017054i,-0.00031195+0.00065225i,0.00061407-0.00018136i,0.00011151-0.00036233i,-0.0018268+2.6803e-05i,-0.0022474+0.00016652i,-0.0016199-0.00021683i,-0.0014614-0.00063101i,-0.001204-0.00051271i,-0.00066346-0.00053269i,-0.00011618-0.00076864i,-0.00044053-0.00097825i,-0.00046223-0.0016424i,0.00016898-0.0009138i,0.00048755+0.00016323i,-0.00037797-4.8263e-05i,-0.00037407-0.00023301i,0.00039259+0.0001283i,0.0005633-1.4415e-05i
-0.0028792+0.00044672i,-0.0023394+0.0016152i,-0.0020603+0.0024705i,-0.0017537+0.0033205i,-0.0013435+0.0035191i,-0.0009345+0.0021818i,-0.00085983-2.9184e-05i,-0.0017038-0.00069419i,-0.0023281-0.00070912i,-0.0020696-0.00087829i,-0.001363-0.00087553i,-0.001022-0.00030311i,-0.001648+1.408e-05i,-0.0012692+0.00052062i,0.00032601+0.00081937i,0.00032629+0.00016478i,-0.00051548-0.00070461i,4.28e-05-0.0011811i,0.00057967-0.00047342i,0.0012233-4.4854e-05i,0.0017619+7.8394e-05i,0.00073414+0.00043052i,2.6369e-06+0.00034998i
0.00059194+0.001085i,0.00087241+0.0011174i,0.00016076+0.00056725i,-0.00082117+0.00068114i,-0.0021102+0.0021424i,-0.0019246+0.0021615i,-0.0006655+7.4486e-06i,-4.7479e-05-0.0012989i,-0.00093825-0.00093813i,-0.0017959-0.00037489i,-0.0017688+0.00041942i,-0.0011974+0.00065571i,-0.00071377+5.2987e-05i,-0.0005411-0.00077017i,-3.4357e-05+0.00016353i,0.00078138+0.00077433i,0.00091441+4.6148e-05i,0.00053736+0.00018064i,0.00018923-0.00024048i,4.9744e-05-0.00099364i,6.7434e-05-0.0009525i,-0.00016546-0.00012897i,-0.00044683+0.00064179i
-0.00080953+0.001907i,-0.00054862+0.0014233i,-0.0015577+0.0016053i,-0.0021609+0.0024462i,-0.0017713+0.0030583i,-0.001516+0.0018477i,-0.0017501+0.00073707i,-0.0020883+0.00066868i,-0.0018594+6.9677e-05i,-0.0011214-0.00031816i,-0.00070237+4.974e-05i,-0.00058947+0.0003715i,-9.7523e-05+0.00029146i,0.00024226+0.00049414i,-0.00017995+0.0005776i,-0.00040063+0.00078676i,0.00013184+0.0011185i,0.00062116+0.00067649i,0.00094372+0.00041974i,0.00097534+0.00030981i,0.00019998-0.00016873i,-0.00022227-0.00026716i,-0.00020406+2.4878e-05i
0.0025287-0.0024137i,0.0012954-0.0023385i,-0.0013152-0.0023052i,-0.0034071-0.0011995i,-0.0042799+0.0018474i,-0.0036755+0.0031855i,-0.0014936+0.0017118i,-0.00011268-0.0008171i,-0.00079218-0.0021591i,-0.001471-0.0015215i,-0.0014184-0.00063815i,-0.0010292+4.2171e-05i,-0.00028094+0.00087977i,-1.9456e-05+0.00045496i,5.7282e-05-0.0002909i,4.0652e-05+0.00038896i,0.00052802+0.0012262i,0.00095792+0.0011005i,0.00046504+0.00060167i,-0.00056863+0.00038667i,-0.00035436+0.00014217i,-0.0001183+0.00014244i,-0.00054427+4.4651e-05i
0.00089967+0.00045937i,0.00065732+0.0001656i,0.00023229+0.00090326i,-0.00044125+0.00079053i,-0.0014436+0.0013196i,-0.0012632+0.0022013i,-0.00089609+0.0016902i,-0.00090583+0.00043027i,-0.0014827-0.00054204i,-0.0016991-0.0011367i,-0.001298-0.0016706i,-0.0011285-0.0016357i,-0.00053026-0.00080223i,0.00010446+0.00021438i,7.1985e-05+0.00031925i,0.00019239-5.0726e-05i,0.00053893-0.00014403i,0.001184-0.0001193i,0.0012568-0.00062501i,0.00063221-0.00084702i,-4.1733e-05-0.00072336i,-0.00032446-0.00010894i,-0.00043538-0.00011201i
-9.9212e-05+0.00061375i,0.001513+0.00049843i,0.0013229+0.0007785i,-0.00018481+0.00052193i,-0.0017985+0.00050401i,-0.0032613+0.00097339i,-0.0022337+0.00060144i,-0.0014075-0.001012i,-0.0012662-0.0011207i,-0.00082535-0.00057843i,-0.0011815-0.00062908i,-0.00090929-0.00045482i,-8.2704e-05+1.8997e-05i,-7.5628e-05+5.0656e-05i,-0.00017746+0.00014936i,0.00010967+0.00047045i,0.00042065-6.8971e-06i,0.00047497-9.762e-05i,0.00017718-0.00047737i,0.00032308-0.00075571i,0.00037766-0.00038642i,0.00010768-0.00015745i,0.00036127+6.8531e-06i
0.0015993+0.0024151i,0.0021501+0.0013646i,0.0020893-0.00074065i,-1.2762e-05-0.0015985i,-0.0028516-0.0011422i,-0.0037995+0.00034811i,-0.0018183+0.00065047i,-0.00014713-0.00069023i,-0.00075531-0.0009266i,-0.0015236-0.00014356i,-0.0012847-0.00056657i,-0.0010416-0.00050338i,-0.0012986+1.2463e-05i,-0.0009415-0.00029809i,-0.00031174-0.00016046i,-0.00039122+0.00019785i,-0.00088621+0.00030281i,-0.00056166-2.9912e-05i,-0.00028456-0.0004312i,0.00023607-0.0009574i,0.00043708-0.0012524i,7.9385e-05-0.00041695i,0.00035832-0.00044602i
0.00072616-0.00021648i,0.0003064-0.00049542i,0.00043488-0.00018963i,-0.0011364+0.0010171i,-0.003025+0.0030615i,-0.0030204+0.0036352i,-0.0014098+0.0016989i,-0.00034168+0.00062797i,-0.00065942+0.00065677i,-0.0013772+0.00026092i,-0.0012738-0.00013713i,-0.0010014-0.0001856i,-0.00054977-0.00016234i,-9.7184e-05-0.00025853i,3.8416e-05-0.00041466i,-0.00028381-0.0011623i,-0.00074455-0.00047586i,-0.0016356+0.00021182i,-0.0015968-0.00032786i,-0.00016041-0.00024515i,0.00038171+0.00016887i,-0.00027422-5.0353e-05i,-0.00044578+2.3768e-05i
-0.00068454-0.00072773i,-0.0022307-0.00046432i,-0.0023883-0.00090091i,-0.0023303+0.00044584i,-0.0029463+0.0019774i,-0.0020116+0.002029i,-0.00098211+0.00011648i,-0.00088219-0.0018656i,-0.00095147-0.0021172i,-0.0012333-0.00065365i,-0.00054975+0.00091888i,-6.1801e-05+0.0013182i,-0.00025373+0.0012617i,-0.00041974+0.00080625i,-0.00029117-0.00010956i,0.00044375-0.00015811i,0.00052028+0.00093548i,-0.00049116+0.0012224i,-0.00041375+0.0010267i,0.00048454+0.001103i,3.5911e-05+0.00028809i,-0.00046908-0.00033033i,-0.0002654-0.00033683i
0.0012943+0.00012362i,0.00046761-0.00025823i,0.00023475-0.00056862i,-0.00093117+0.00065975i,-0.0026972+0.0019752i,-0.0019363+0.0022441i,-0.00040896+0.0013343i,-0.00034934-5.9899e-05i,-0.0019677-0.00041907i,-0.0024191-0.00047992i,-0.001173-0.00089924i,-0.00044134-0.00056512i,-0.00044398+0.00034175i,-0.00056748+0.00052765i,-0.00064858-0.00061585i,-2.2143e-05-0.0011303i,0.00099681-0.00069057i,0.0013116-0.00045547i,0.00023368+0.00033258i,-0.00020412+0.00067088i,0.00011748+0.00039947i,0.00056287-0.0002628i,0.00040181-0.00042752i
0.00052552-0.0011777i,0.0010071-0.0016406i,0.0004411-0.0019177i,-0.0012075-0.00070832i,-0.002741+0.0011867i,-0.0022915+0.0016364i,-0.0010531+0.00066749i,-0.00087022-0.00061853i,-0.0017914-0.0016943i,-0.0022314-0.0017245i,-0.0010131-0.00052899i,-0.00021446-0.00022625i,-2.6087e-05-0.00058706i,0.00013901-0.00083755i,0.00054055-0.0014838i,0.00038765-0.0013267i,2.5911e-05-0.00047209i,0.00047109-0.0004347i,0.0012585+0.00023431i,0.00062446+0.0007317i,-0.00015705+0.00072851i,8.4034e-07+0.00030151i,-0.00019585-0.000501i
0.0010133+0.00026522i,0.00033241+0.00071599i,0.00019962+0.001784i,-0.00091802+0.0029551i,-0.0025944+0.0037237i,-0.0027043+0.0026522i,-0.0013224+0.00082518i,-0.00087878+0.00027372i,-0.0019066+0.00078951i,-0.0024215+0.00019765i,-0.0017412-0.00085836i,-0.00060086-0.00056372i,0.0001282-0.00037167i,0.0003208-0.00024852i,0.00014321+0.00029741i,-0.00043611+9.2512e-05i,-0.00065536-2.5722e-05i,0.00021914-0.0001812i,0.0012437-0.00063393i,0.00099461-0.00045766i,-0.00039678-0.00047007i,-0.00024972-0.00090634i,0.0010477-0.00040725i
0.0007605+0.0010225i,-0.00022169-0.00029833i,-0.00052157-0.00098136i,-0.00042468+6.29e-05i,-0.00088406+0.0016006i,-0.0015271+0.002143i,-0.00042779+0.0010661i,-0.00053042-0.00042807i,-0.0013937-0.00080253i,-0.00082273-0.00079207i,-0.00067993-0.00041303i,-0.00097189-0.00074819i,-0.00056144-0.0016528i,-0.00039458-0.0014397i,-6.011e-05-0.00040655i,-2.7735e-05+0.00027991i,-0.0010315+0.00040973i,-0.0013986-0.00041716i,-0.00023826-0.00096876i,0.00025484-0.00064058i,3.3787e-05-0.00047881i,0.00025315-0.00077827i,0.00065098-0.00051889i
0.0022706-5.0264e-05i,0.0019961-0.001084i,0.00069801-0.00082213i,-0.0012605-0.00060728i,-0.0014851-0.00026644i,-0.0008793+0.0007455i,-0.00058859+0.00030631i,-0.0010793-0.0016429i,-0.0019092-0.0019672i,-0.0018615-0.00089172i,-0.0014349-0.00065673i,-0.00058203-0.00020778i,-0.0005216+0.00055961i,-0.00067976+0.00067751i,-0.00041307+0.00062488i,0.00042202-2.9808e-05i,0.00065158-0.00049746i,5.4792e-05-0.00051745i,0.00032618-0.00047462i,0.00013337-0.00040588i,-0.00014067-0.00047467i,-0.00036663-0.00053688i,-0.00042874-0.0001752i
-0.0003757+0.0010856i,0.000511+0.00094667i,0.00096864+0.0012163i,-0.00040088+0.001481i,-0.0021341+0.00098769i,-0.0027045+0.00064434i,-0.0025749+6.2236e-05i,-0.0017061-0.00073733i,-0.0015875-0.00061715i,-0.0020051-1.1456e-05i,-0.0010167-0.00018919i,-0.00035675-0.0004018i,-0.00040437+0.00020315i,-0.00049956-0.00025471i,-0.00092277-0.0006678i,-0.00099664-7.1853e-05i,-0.0008261+0.00044766i,8.5923e-05+0.0011513i,0.00063061+0.0011567i,0.00069978+0.00043396i,0.00098022+0.00075961i,0.0004695+0.0010814i,0.0005301+0.000278i
0.0012053+0.0012069i,0.0018621+9.2562e-05i,0.0013773+0.00030442i,0.00050684+0.00021907i,-0.0012803+0.0010478i,-0.0026115+0.0018873i,-0.0016595+0.0014018i,-0.0007737+0.00010215i,-0.00055062-0.001016i,-0.00063479-0.00062107i,-0.00039724-0.00032236i,0.00021914-0.00042156i,-4.4877e-05-0.00025683i,-0.00044816-6.7927e-05i,-1.2485e-05+6.7702e-05i,0.00083176+2.9501e-05i,0.00085133+0.00030355i,0.0014211+0.00026978i,0.0013896-9.9599e-05i,8.9444e-05-0.00018854i,-0.00021011-5.8138e-05i,-0.00030639+1.3761e-06i,-0.00047588-2.0476e-07i
-0.00022836-0.0007461i,-0.0002496-0.00065508i,-0.00088887-0.00064455i,-0.0016449-0.00055171i,-0.0025478+0.00035538i,-0.0019104+0.0015179i,-0.00093469+0.00078671i,-0.0010178-0.00046502i,-0.0012313-0.001267i,-0.00072664-0.0017216i,0.00027801-0.0019069i,0.00014033-0.00052816i,-2.4257e-05+0.0010605i,0.00075158+0.0012233i,0.001111+0.00068068i,0.0011984-0.00039697i,0.0009947-0.00092783i,0.00094758-0.00080562i,0.00092356-0.00025773i,0.0003713-0.00039445i,-0.00036565-0.00032017i,-0.00011143+0.00038622i,0.00065226+0.00057032i
-0.0003401+0.00017119i,-0.0013762+0.00032591i,-0.0012781+0.00039616i,-0.0014357+0.00079764i,-0.0028021+0.0015364i,-0.0022111+0.0023278i,-0.00073972+0.0011583i,-0.00098772-0.00059899i,-0.0021382-0.0012654i,-0.0021739-0.00090092i,-0.0013433+0.00016216i,-0.00087065+0.00064181i,-0.00055905+0.00020221i,-0.0001398-0.00016825i,-0.00018011-0.00077414i,0.00029565-0.00073723i,0.00047412-0.00053314i,0.00032241-0.00076123i,0.00075973-0.00018688i,0.0011958-0.00024707i,0.0014751-0.00082919i,0.0011395-0.00076492i,0.00041689-6.0148e-05i
0.0002746-0.0020489i,0.0008568-0.0013314i,-7.068e-05-0.0018225i,-0.0014143-0.0022168i,-0.0018545-0.00015833i,-0.0017167+0.0019195i,-0.0012554+0.0016241i,-0.00161+0.00021609i,-0.0022223-0.00063831i,-0.001854-0.001041i,-0.0010354-0.0009929i,-0.00017693-0.00093782i,0.001057-0.001198i,0.0012762-0.00079363i,0.00030982-0.00019682i,-4.9318e-05-0.00031775i,-0.00042272-0.00065209i,-0.00038924-0.00061911i,-0.00049059-0.00029925i,-0.00034694-0.00068863i,0.00049481-0.00028893i,0.00051467-0.0003727i,-0.00014964-0.0007002i
-0.0015365-0.00082206i,-0.0012347-0.0011679i,-0.0021868-5.1905e-05i,-0.003701+0.0020423i,-0.0041518+0.003401i,-0.0028251+0.0032884i,-0.00050012+0.001026i,-0.00044074-0.001427i,-0.0019128-0.0010924i,-0.0019482+0.0003762i,-0.0011759+0.00041523i,-0.00047098-0.00060245i,-8.5673e-05-0.0011296i,-0.00013414-0.0009946i,-0.00015243-0.00024448i,0.00028946+0.00035448i,0.00095382+0.00028556i,0.00063163-0.00012918i,0.00034585-0.00086863i,0.00078632-0.00063951i,0.0010008+0.00025415i,0.00066634+0.00023861i,5.3413e-06+0.0002519i
0.00023429+0.00011731i,0.0011143-4.5778e-05i,0.00077592+0.0010495i,-0.0012583+0.0018819i,-0.0025511+0.0031445i,-0.0020904+0.0038661i,-0.0013875+0.0025682i,-0.0016334+0.00058954i,-0.0017574-0.00029658i,-0.0011897+6.5954e-05i,-0.00071038+0.00039358i,-0.00062661+0.00019526i,-0.00029546-0.0011164i,-0.00025651-0.0011958i,-0.00064656-5.4516e-05i,-0.00037873+0.0004092i,-0.0002207+0.00029431i,-0.00060268+0.00017709i,-0.00013711+0.00028102i,0.00042299+0.00029669i,0.00038848+0.00022918i,0.00057992-3.9231e-05i,0.00018128-0.0001137i
0.00021183+5.9367e-05i,0.00022614-0.00057709i,6.5565e-05-0.0011525i,-0.0016379-0.00041683i,-0.0016657+0.0014367i,-0.00034804+0.0016902i,0.0005702+0.0010095i,0.00020574-0.00029826i,-0.0010488-0.0011341i,-0.00063506-0.00087734i,0.00023976+2.8995e-05i,4.3159e-05+0.00088042i,-0.00082637+0.0007297i,-0.00097153+0.00026897i,0.00023508+0.00056401i,0.0010759+0.0007431i,0.00070065+0.0010365i,0.00094508+0.00064562i,0.001405-0.00016651i,0.0011907-0.00018788i,0.00069726-0.0002173i,0.00032862-4.9068e-05i,0.00018414+0.00035728i
0.00028073-0.00068442i,2.1863e-05-0.00050361i,-0.00045226-0.00023971i,-0.0019609+0.00044106i,-0.0031713+0.0015174i,-0.0021265+0.0018778i,-0.00042862+0.00071738i,0.00020547-0.0001804i,-0.00051691-0.00031127i,-0.0016516-0.00043256i,-0.0013334-0.00019883i,-0.00055912+0.00021259i,-3.8775e-05+0.00022158i,0.00020218-0.0002888i,0.00038266-0.00023926i,0.00076679+0.00022988i,0.00097604+0.00027479i,0.00049886-0.00014589i,0.0005557-0.00081088i,0.00078081-0.00053282i,0.00065741+0.00017808i,0.00052527+0.00011077i,0.00065063+0.00021624i
0.001795-0.00030005i,0.0012349-0.00075103i,0.00028103-0.0011551i,-0.0019582-0.00095836i,-0.0039355+0.00048288i,-0.0039104+0.0019185i,-0.0019281+0.0019449i,-0.00052207-0.00018392i,-0.00098516-0.0010735i,-0.0011243-6.2585e-05i,-8.6296e-05+5.3948e-05i,0.00078326-0.00015251i,0.0011565+0.00019059i,0.00086033+6.0268e-05i,-0.00027728-0.00060695i,-0.00047845-0.0004888i,-3.9996e-05-0.00058306i,-0.00010496-0.00076791i,-0.0006072-0.00049067i,-0.00038477-0.0002725i,0.00079429-7.2377e-05i,0.00094776+0.00074561i,0.00015773+0.00048384i
0.001453-0.00049994i,0.0011391+0.00051263i,0.00092817+0.00042224i,-0.00024592-0.00037816i,-0.0025218-0.00020292i,-0.0028098+0.00013589i,-0.00089322-0.0005255i,-0.00025646-0.0013084i,-0.0013568-0.0017251i,-0.0017689-0.0011304i,-0.0014647-0.00041434i,-0.00032215-8.1933e-05i,0.00093952+0.00030616i,0.00077554+0.0004537i,0.00020131+0.00013626i,-0.00034155+0.00059466i,-0.0010291+0.00032456i,-0.00088882-0.00061363i,-0.00029946-0.0012152i,-0.00022805-0.0013531i,-0.00048131-0.00095204i,-0.00083101-0.00042961i,-0.001076+0.00010607i
-0.0006564+0.00055072i,-0.0001917+0.0017276i,-0.0005267+0.0027659i,-0.0024841+0.0023553i,-0.0030862+0.0023593i,-0.0017549+0.002348i,-0.00045768+0.001125i,-0.00084771-0.00021146i,-0.0021751-0.0001892i,-0.00154+0.00036271i,-6.0661e-05+3.4049e-06i,-0.00014857-0.0010049i,-0.00011875-0.00096976i,-0.00033033-0.00052949i,-0.00050432-0.00048684i,-0.00027306+0.00011946i,-9.8308e-05+0.00048576i,-0.00016998+0.00036042i,0.00026789+0.00036458i,0.00020236-0.0004392i,-0.00011164-0.0015733i,8.5023e-05-0.0013675i,0.00014022-0.00081731i
-0.00044716-0.00096464i,-0.001074-0.0011989i,-0.0019267-0.0011416i,-0.0016167-7.6216e-05i,-0.0013407+0.0016075i,-0.00095938+0.0017491i,-0.00041613+0.00015982i,-0.00050582-0.00106i,-0.0012439-0.0011034i,-0.0013814-0.00071198i,-0.00065584-0.00031233i,-0.00017219-0.00025594i,-5.9335e-05-0.00040478i,5.8911e-05+0.00052927i,0.0001283+0.00074023i,-0.00035062+0.00026481i,-0.00052641+0.00069276i,0.00036909+0.00073601i,0.0005979+2.6977e-05i,0.00031222-0.00010081i,-0.0001627+0.00039968i,-0.00041482+0.00049655i,7.4013e-05+0.00047719i
-0.00092189-0.00022078i,-0.00039996+0.00027565i,-0.0012924+0.0013035i,-0.0026648+0.0018034i,-0.0032469+0.0023209i,-0.0017338+0.0021918i,0.00040344+0.0012693i,0.00032221+0.00024361i,-0.0011028-0.0010874i,-0.0022101-0.0016084i,-0.0020345-0.00089604i,-0.0011965-0.00072602i,0.00013174-0.001023i,0.00041806-0.00056373i,-0.00045074-0.00014827i,-0.00061639+0.00018431i,-0.0005356+0.00012547i,-0.00031979-0.00052045i,0.00049981-0.00049571i,0.0006338-0.00059786i,0.00067049-0.0012012i,0.00019426-0.00050693i,-0.00048196+3.4491e-05i
7.7807e-05-0.00069191i,-0.00062366+0.00076235i,-0.00094968+0.00033979i,-0.0017666-0.00026059i,-0.003193+0.0018498i,-0.0032872+0.0037836i,-0.0013203+0.0030062i,-0.00032968+0.00032553i,-0.0010143-0.0010856i,-0.00084918-0.00067228i,0.00018866+0.00034685i,-6.1023e-05+0.00034569i,-0.00030503-0.00020767i,-0.00010063-5.0736e-05i,-0.00044282-0.00027603i,-0.0011555-0.00053504i,-0.0013664-0.00094757i,-0.00063333-0.00087221i,0.00029293+0.00023775i,0.00050004+0.00013358i,0.00085005-0.00010431i,0.00082845-1.9178e-05i,0.00060512+0.00034685i
